0.010484+0.00892571j 0.00775641-0.00478946j 0.0080689-0.00641603j -0.00382378-0.00776217j -0.00192013-0.00341039j -0.00678814+0.00022619j -0.000908873+0.0012522j 0.000811922+0.0123755j -0.0038394-0.00300949j -0.00469209+0.00174019j 0.00311401+0.0079059j 0.0141945-0.00357823j 0.00228577-0.0024843j 0.00896513+0.00892385j 0.0145726+9.30522e-05j 0.00122208+0.000840406j -0.0019957-0.00113932j -0.00712462+0.00470994j -0.00998545+0.00234866j -0.0294335+0.0076889j 0.00311401+0.0140003j 0.01337-0.0132005j 0.0173682+0.00553338j 0.0133392-0.00187582j 0.0038185-0.0249464j 0.0017655+0.00274732j 0.000680883-0.00609163j 0.000466644+0.00496713j -0.00974126+0.00145059j 0.00279354-0.00758267j -0.0104353+0.00374062j -0.00437739-0.00142235j -0.00855558-0.00962561j -0.000656705-0.00514767j 0.0132379+0.00791847j 0.00624688+0.00708634j -0.00489643-0.00280786j 0.00215589+0.000916868j 0.0110711-0.00218734j 0.000826744-0.0055727j -1.66256e-05+0.00579504j 0.00291072-0.000540672j -0.00088032+0.00543527j -0.00492278-0.00855436j 0.00168261+0.00120785j 0.000427611+0.00147076j 0.000709824-0.00151536j -0.00697874+0.0133132j 0.00345812+0.00395177j 0.00351689-0.0120137j -0.00364699+0.00744127j 0.000997128-0.0098939j 0.00343305-0.000888974j -0.0126992+0.00340838j 0.00726173+0.00543983j 0.00139599-0.00154578j 0.00360462+0.00882715j 0.0187045-0.00892981j -0.00286704+0.0258848j 0.00925335-0.0211074j 0.0146503-0.0203887j 0.0145282-0.00026713j 0.057798+0.0309312j -0.0100939+0.00875331j -0.00996655+0.0259208j -0.00484844+0.00763504j -0.0172021+0.0135199j 0.00478769-0.00266406j -0.00929467+0.0124189j 0.0219381-0.0392082j -0.000642526-0.00924376j -0.00639311-0.00986024j 0.00717823+0.00196163j -0.00361521-0.00355428j -0.00763312-0.00323913j 0.0113253+0.00710157j 0.00709436-0.00499613j 0.00857782+0.00707184j 0.00226142+0.00351264j 0.00569447-0.00468149j 0.00447111+0.010531j 0.0127422-0.00548292j -0.00938823+0.00540835j -0.00542798-0.00968895j -0.000839983+0.00805351j -0.00181413-0.0150931j -0.010564+0.0206743j -0.0153593+0.0112314j 0.00360986+0.0483096j -0.00221405-0.0221541j -0.000396478-0.0641596j 0.0622785-0.00590083j 
0.00269593+0.00164696j -0.000318428-0.00186561j -0.0120881-0.00512945j 0.0083829-0.00953076j -0.00134612+0.00555783j 0.0107586-0.0121134j -0.00837915-0.000480939j 0.00107951-0.00198842j -0.026138+0.0102994j 0.0102681+0.000670595j 0.00380885+0.00796703j 0.0204794+0.00761006j 0.0304788+0.00582836j -0.0314242+0.00046629j 0.0145147-0.00334003j 0.00316053+0.00314059j 0.0116008-0.0160558j -0.0104954+0.00886776j -0.0689348+0.0145133j -0.00299119-0.00549783j 0.0405914-0.00614761j -0.00162423+0.00138783j 0.000227434+0.0149661j -0.0140445+0.00485995j -0.00597234+0.00206819j -0.00252358-0.0010528j -0.0295985-0.00935286j -0.00594017-0.00191202j -0.0210388+0.0117681j -0.00186117+0.0120146j -0.00918565-0.0171258j -0.00240047+0.0118636j -0.0191185+0.00733978j -0.0130479-0.00811796j -0.0101089-0.00456828j 0.00979572-0.0133051j -0.0160804+0.0165508j 0.00629704-0.000247285j -0.0142097+0.0183669j 0.000252635+0.00184502j -0.00168743+0.00914515j -0.000350809-0.0011371j 0.000415202+0.00910848j -0.0069647-0.00500191j 0.00414009+0.00370774j 0.00166359+0.00699136j 0.00721246+0.00119562j 0.00111323-0.0105346j 0.00299797+0.0142341j -0.00481549-0.00382469j 0.00879504-0.00837943j 0.00654999+0.00850808j 0.00887341-0.0142598j -0.0115076-0.00108744j 0.011271+0.0174394j -0.018032-0.00252834j 0.00183934+0.0231239j 0.017462+0.00635195j 0.000962453+0.037161j 0.0117079+0.0125704j 0.00597238-0.000878724j 0.0227179+0.00195116j -0.00926444-0.0145885j 0.00394059+0.0143159j -0.0102567-0.0091845j -0.00348619+0.00410237j -0.00684352-0.00152642j 0.00352265-0.00980066j -0.00570455+0.00689504j 0.0165265-0.000142488j 0.00273546-0.00516693j 0.00795721-0.00895856j -0.00685896+0.00679002j -0.0010066-0.000703842j 0.00471216+0.00166589j 0.0020337+0.00335315j 0.000353452+0.0026998j 0.00234806-0.00605971j -0.00218275-0.00227458j 0.00590723-0.00293884j -0.00282158+0.00212495j -0.00354109+0.0124074j -0.00210124-0.0113169j -0.000838212+0.00546405j -0.00373932-0.0121494j -0.00617176-0.0140443j 0.00933991-0.00342309j -0.0138015+0.00766347j 0.00712286+0.0067459j 0.00492273+0.00150157j 0.00537233+0.00446357j 0.00739985-0.00559276j 
0.00287555+0.00132192j -0.000306778-0.00122024j 0.00937137+0.00674698j 0.000753102+0.00555254j -0.0146781+0.00265714j -0.0049093+0.00258104j -0.00739337-0.0114943j 0.00476247-0.000379641j 0.00250167-0.0180355j 0.0135904-0.000948157j -0.00015261-0.00979803j -0.00499427-0.0111707j -0.0084573-0.0124647j 0.00440023+0.00643937j -0.00191646-0.00763775j 0.00984161+0.00632841j -0.000640441-0.00552934j 0.0100533-0.0195029j 0.00263993+0.00325555j 0.0104989-0.0156366j 0.00338509+0.00771988j 0.00179883+0.00281012j 0.00036913+0.0024484j 0.0113526+0.0123573j -0.000713916+0.00357488j -0.0100519+0.00943043j -0.00882147-0.00198021j 0.0109477-0.00877371j 0.00497812+0.0118445j -0.000671537+0.0160937j -0.00576096-0.00688362j 0.00955978-0.00301538j -0.0105601-0.00214308j -0.00354067-0.00176458j 0.00622249+0.00480778j 0.00179426-0.00885045j -0.0120631-0.00177656j -0.00482937+0.000770712j -0.00892443+0.0219933j -0.0236849+0.00574457j -0.00490956+0.00852592j 0.00205798-0.00139476j -0.00518203-0.000835607j 0.00133155-0.0050559j -0.0179152+0.00141297j -0.0127406+0.00634328j -0.0183296+0.00693193j 0.00228944+0.00586143j 0.00913149+0.00972179j -0.017502-0.00820649j 0.0103558-0.00361253j 0.0169274+0.00204414j 0.00594459+0.00510279j -0.000621053-0.0133565j 0.00323747+0.00967775j 0.0110765-0.0211775j -0.00165064-0.0140782j 0.014995-0.00589834j -0.00382777+0.00795142j -0.00230219+0.00486471j -0.00683149-0.000193774j 0.00823775-0.00121603j -0.00148476-0.0180988j 0.00507611+0.000744953j -0.00521088+0.00536802j -0.00536977+0.00586226j -0.00981229+0.0134792j -0.017617+0.0207865j -0.00012607-0.0194579j 0.00651039+0.00393025j -0.00561004+0.00212774j -0.0136792+0.00309576j -0.0171191+0.018605j 0.0222281-0.00926186j -0.00417051-0.0142519j -0.0151801+0.0105844j 0.0143265-0.0284414j 0.00882127-0.0132819j 0.00220349+0.0014919j -0.00780248+0.00908913j 0.000185383-0.009546j -0.0100535+0.0165527j -0.00192997+0.00703327j -0.00780265+0.00193178j 0.00715666-0.00832064j 0.00400789+0.00712756j 0.0089837+0.00589649j -0.00214701-0.000786329j 0.00240712+0.00344367j 0.00376412+0.00840078j 0.00227802-0.000247783j 0.00325444-0.00273329j 
0.00299917+0.00375916j 0.00262914+0.000716607j 0.0086861-0.00156047j -0.000492018-0.010893j -0.019862+0.000880077j -0.00876935+0.00359401j 4.89075e-05-0.0132253j 0.00824985+0.00376743j 0.0112512-0.00556962j 0.00895531+0.00264775j 0.00709767-0.000220346j -0.00969138+0.00685678j -0.0139745-0.00725923j 0.0125594-0.00459395j 0.000355494+0.000278495j -0.0040281+0.00904703j -0.00719966-0.00965749j 0.0142531-0.00624396j 0.0179515+0.00503947j -0.00928962-0.00479813j -0.0312706-0.0060096j 0.00920171+0.00983446j -0.00150349-0.00737964j 0.0170427+0.00556293j 0.00798043-0.00667533j -0.00190619-0.00730824j -0.00183749+0.0083229j 0.00685104-0.0147224j 0.00955984+0.0166987j -0.000627728+0.0276892j 0.00335876-0.0118166j 0.00817844+0.00334405j -0.0235163-0.00296059j 0.00598043-0.00560655j 0.00266108+0.013086j -0.00132222-0.00526609j -0.00798741+0.0157194j -0.00164663-0.0169815j 0.00275558+0.0220639j -0.00199187-0.0256318j -0.00380607-0.0150559j 0.00333232+0.0112885j 0.00182364+0.00542679j -0.00629934-0.0101136j 0.00199554-0.00181698j 0.00507326+0.0150634j 0.00277556-0.0170476j 0.00031401+0.000829999j 0.00144321+0.0134513j -0.00644211-0.0196713j 0.00793696+0.00994195j -0.00132742+0.0241305j 0.00397328+0.0200379j -0.000665137+0.00993354j -0.00454691+0.00155068j -0.0064028-0.00205406j -0.000895252-0.00302031j 0.0154675+0.00839136j 0.0125417+0.0154043j 0.00724673-0.0095933j 0.00339169+0.0140964j -0.0126237+0.0107847j -0.00168854-0.00888475j 0.000226687+0.0154459j -0.00726293-0.00835233j 0.0106473+0.00311683j 0.0106476-0.00211707j 0.00449409-0.0127908j -0.0141702-0.000131468j -0.0121991+0.00440495j 0.00625411-0.0104841j 0.00166104-0.0311576j 0.0171206-0.0057269j -0.00324888+0.0313977j -0.00728727-0.0273157j -0.011931-0.00335947j -0.0109842+0.00620244j -0.00467825-0.00775955j -0.00274966+0.00531018j 0.00999743+0.00428237j -0.00313961+0.0164657j 0.00863019-0.00138734j 0.0149232-0.0100903j 0.00291153+0.025981j -0.00013069+0.00164049j -0.0023981+0.00830503j 0.00666178-0.00439867j -0.00720384-0.00581512j 0.00602013-0.00630612j 0.00155936+0.00384597j 0.00296069-0.00277079j -0.00156369-1.1421e-06j 
-0.00203163-0.00612856j 0.00396804+0.000357302j -0.00780784+0.00564744j -0.00208434-0.000927401j -0.00525918-0.00554891j 0.00515661+0.00946454j -0.00764826-0.0119837j -0.00418222-0.000788603j 0.000865685-0.00082524j -0.00277702+0.00788606j 0.0122433-0.02432j 0.00213338+0.00802512j 0.00387305-0.000668415j -0.00112814+0.0125337j 0.00236701+0.0209205j -0.00294532+0.0174034j -0.00339769-0.0159285j -0.00790909-0.0206309j -0.0210382-0.0198713j -0.00876824+0.013308j 0.000102635-0.00147289j 0.00690471+0.00833407j -0.0131547-0.0164743j 0.00205329+0.000175375j 0.00958149-0.00372705j -0.00182573+0.0122216j -0.00879545+0.023912j 0.00111438-0.0086367j 0.000829748+0.0223616j -0.00242795+0.00353818j -0.00230569+0.018853j -0.0023245-0.0088806j -0.00403223-0.00325525j -0.000179964+0.00399345j -0.00867689-0.0091835j -0.000614094+0.0185391j -0.00263004-0.0202173j 0.000240942-0.0063976j -0.00316795+0.021899j 0.00545979+0.00560037j -0.00454313-0.0159055j -0.00527935+0.000701603j 0.00201008+0.00578624j 1.26145e-05-0.00925187j 0.00386072+0.0221168j 0.00363265+0.015954j 8.77381e-05+0.0245801j -0.00339983+0.00927921j -0.00266896-0.00934659j 0.00263779-0.005249j 0.0176307+0.023119j -0.0141376-0.00773725j 0.00436978+0.00401491j 0.0108535+0.0231413j 0.00467417-0.00601749j 0.00673988-0.02432j 0.00110299-0.0127003j 0.00245179+0.00768535j 0.0141059+0.0147383j 0.00437473+0.0040721j 6.35508e-05+0.0206971j 0.000204049-0.00570595j -0.00130303+0.00181486j 0.0135365+0.000491482j 0.00502591+0.016508j 0.013561+0.00796494j 0.0112215-0.00204922j 0.00633834-0.0123601j 0.0189123+0.000957378j -0.00223448-0.00977788j 0.00190587-0.00764454j -0.0054581-0.0101329j 0.00978333-0.0164601j -0.00357305+0.02337j 0.00430478-0.0154003j -0.00805624-0.0131729j 0.0103686+0.0252523j -0.00756247+0.00209733j -0.0175258-0.000251539j -0.0133727+0.00742498j 5.75346e-05+0.00552349j -0.00545556-0.0113194j -0.00567783+0.00235415j 0.00942372+0.0134488j -0.000297017+0.00199549j -0.0102501+0.00627265j 0.00376307-0.0147559j -0.00800104-0.0118513j -0.00135125-0.00628963j -0.00795681+0.00532665j -0.00367688+0.000109091j -0.0104671-0.00258402j 
0.00290058+0.000953063j -0.000127272+0.00198374j -0.00231941-0.00466288j 0.00228618+0.00673593j 0.000670011+0.00229212j -0.0164699-0.00681167j 0.0123933+0.0150798j 0.0006358+0.0166363j -0.00959407+0.000375763j 0.00129638+0.00894831j 0.0233673+0.0114769j -0.013456+0.0105737j 0.0165594+0.01381j 0.0198328+0.0094956j -0.0109511-0.0214176j -0.00102326-0.0188507j 0.00453028+0.0160467j -0.00407705+0.0223698j -0.00753059-0.0142277j -0.00944382-0.0196334j -0.0320609-0.00221547j 0.015653-0.00244246j 0.00174619+0.0125063j -0.0151934+0.00269505j 0.00471039+0.00750338j -0.00421155-0.0179286j -0.0160212-0.0022866j 0.00185044+0.0022846j 0.0139681-0.0130295j -0.000845322+0.0101134j -0.00977741-0.0142061j -0.00180742-0.00533955j -0.00252843-0.0115935j -0.000729801-0.00178592j 0.00215617-0.0118518j -0.00772117+0.0012899j -0.00067211+0.0221699j -0.0016799+0.008691j -0.00759833-0.0236039j -0.0031718+0.0069113j 0.00486941+0.00120192j -0.00374529+0.00271861j -0.00270719+0.00454561j 0.0020466-0.000203306j -0.00738684+0.00259272j -0.002611-0.0107613j -0.00248935+0.0038433j 0.000307134+0.0186791j 0.00376155-0.00244851j -0.00239132-0.00457962j 0.00945722-0.00249364j 0.00527365-0.0208906j -0.0055353+0.0263229j 0.0067733+0.00534965j -0.00390851-0.0111916j -0.0110366+0.00700671j -0.0141199+0.0264866j 0.0104673-0.0177452j 0.0123181-0.0117503j -0.00439896+0.0103833j 0.0165721-0.0165606j -0.000821334+0.0109974j 0.00364805-0.00705033j -0.00127398-0.0136095j 0.00468729-0.00400298j 0.00620668-0.0146906j -0.00495733+0.00526208j 0.0192043-0.0106821j 0.00527562-0.0060858j 0.0106371+0.0012931j 0.008949-0.00497768j 0.0101993-0.00494391j 0.0246175+0.000738982j -0.0306693-0.00152783j 0.0139411-0.00824072j 0.0185387+0.0203548j -0.00913639-0.0107628j -0.00469816+0.00238171j -0.00634443+0.00910506j -0.0108222-0.00259084j -0.00601979+7.38698e-05j 0.000168956+0.000144467j -0.00997141-0.00468086j -0.00977746-0.00750573j -0.0113897+0.0193854j -0.0083702+0.00425857j -0.000587067-0.00512069j -0.0134955+0.00522673j 0.00453907-0.00561354j 0.00565301-0.00323676j -0.00261162+0.00836394j 0.00468495+0.00083772j 
-0.003296-0.00592158j 0.003808+0.00345275j -0.0196064+0.00338234j -0.00315369-0.00781327j 0.0331059-0.00080907j 0.00870171+0.000416681j 0.0188937+0.00310876j -0.0109457+0.00177083j -0.0190388-0.00402376j -0.0235409+0.00713703j 0.0402264-0.0126686j -0.00319249+0.0237867j 0.023044+0.00717084j 0.00902697-0.00910409j -0.0202226-0.000854724j -0.0098273-0.00373304j 0.0113618-0.000255951j -0.0337583+0.0127064j -0.00814518+0.0121205j -0.0125111+0.00677776j -0.0208259-0.00972568j 0.0117098-0.00791855j -0.0132164+0.00109244j -0.022222+0.00286875j -0.0141585-0.000870758j -0.00677973+0.0156391j -0.00566269+0.00162038j -0.00101099-0.0127994j 0.000451887-0.000473699j 0.00860061+0.0134419j -0.00679348-0.0103149j -0.011451-0.0106924j 0.0192995-0.00119413j 0.00773312+0.00925309j 0.00175171-0.00492627j -0.0033788-0.00548116j 0.00753477-0.00890099j -0.00683564+0.00136651j 0.00232845-0.00761369j -0.00954043-0.00739394j 0.00566362-0.00352537j -0.00265625+0.00405644j 0.0027677+0.00326092j 0.00469684-0.0196831j -0.00472218-0.00725823j 0.00152237+0.0172982j -0.00660023-0.00251992j 0.000401505-0.0024959j -0.0114465+0.00299929j 0.00657706-0.00687881j -0.00129667+0.0143904j 0.0188054+0.00193691j -0.0103216+0.0204394j 0.00228725+0.00290597j -0.0137829-0.00159178j 0.00961907+0.00539915j -0.0149359+0.0112693j 0.00342963+0.00491488j -0.00285266+0.0156873j -0.00183968+0.00620758j 0.0168265+0.0116664j -0.00629847-0.0112627j -0.00107766+0.00608537j 0.00364232+0.0165739j -0.00700276+8.0824e-05j 0.00146024+0.0106295j 0.000522981+0.0105027j -0.00146737-0.000706072j -0.00946241-0.00533451j 0.0102433-0.00763112j -0.0112548+0.000707178j -0.00401793+0.00130336j -0.0224593-0.0118716j 0.0217612+0.018026j -0.015695-0.0164052j -0.00352937-0.0167682j 0.0121216+0.0116626j 0.0029402+0.00706793j 0.00125399+0.00135486j 0.0111703+0.0103661j 0.00959215-0.00157617j -0.00474592+0.00830359j 0.00615914+0.0102587j 0.0124317+0.00255023j -0.00783345-0.0102064j 0.000384774-0.0158862j -0.00738092-0.00533345j -0.00530849-0.00915745j -0.00644253+0.00487386j -0.00548072+0.00442028j 0.0020696+0.00404718j -0.00107567-0.00514486j 
-0.00447284+0.00489973j -0.000882243-0.0144881j -0.0113643+0.00579585j 0.000725462+0.00313515j 0.0328802-0.0196488j 0.0132544+0.0156516j 0.00935342-0.00530171j -0.0019483-0.00402365j -0.00686691+0.00840027j -0.0154133-0.000323923j 0.00678617-0.00489314j -0.00668273-0.00610174j 0.0133767-0.00703177j 0.0164041+0.00670409j -0.0129403+0.00152029j -5.18234e-05+0.00623061j -0.0005902+0.0227047j -0.0150615-0.0137699j 0.0106973-0.0124514j 0.0060821+0.00119746j -0.00630594+0.0176562j -0.000703915-0.0179224j -0.000155578-0.0032619j -0.00385706-0.00189186j -0.00848541+0.00647867j -0.00172014-0.00717647j -0.00822937+0.000487609j 0.00812467+0.0073151j 0.00635894+0.0233408j 0.00647385+0.0251246j -0.000309669+0.0174095j -0.00305978+0.0302853j -0.00310939+0.00786944j -0.00021074-0.0209399j 0.00615456+0.015742j 0.000576887-0.00362388j -0.00110771+0.00247133j 0.00176794-0.00683389j -0.00112663+0.0316887j 0.00620922+0.00638656j 0.00528448+0.00547649j -0.00199861+0.00762783j -0.000765858-0.00750716j 0.0010545+0.017484j -0.00112269-0.00377014j 0.00416651-0.0026391j 0.00414486-0.00276j -0.000426769-0.00182779j -0.00112689-0.00259015j 0.00662569+0.00151372j -0.00546947-0.00328483j 0.00198925+0.0122985j -0.00377046+0.0146797j 0.00175325+0.0232647j -0.0062106+0.0187491j -0.00457634-0.0250591j -0.000891228-0.00566409j -0.00448978-0.00852423j -0.00201729-0.0114742j 0.00740665-0.0148614j 0.0118473+0.0125015j -0.00215604+0.00197233j -0.00451434+0.0178259j -0.00858806+0.00399544j -0.0024285-0.00938695j -0.00707555+0.00237076j -0.000782337-0.0012077j -0.00465263+0.0131283j -0.00393399+0.00890187j 0.00504422+0.00333836j 0.00412327+0.000733917j 0.00669866+0.000652374j 0.010585+0.025358j -0.0145888-0.0208637j 0.013773-0.000450114j -0.00172775+0.0155835j -0.00977148-0.0208859j -0.00872494-0.0242003j -0.00618243-0.0174569j 4.65535e-06-0.0119294j -0.0137461-0.0227824j -0.00537052+0.00598199j 0.00476138-0.00964777j -0.00513882-0.0058839j 0.00338455-0.00852065j -0.000222553+0.000559366j -0.000972153-0.011928j 0.00873929-0.00527176j 0.00525068-0.00305568j 0.00173432+0.00459078j 0.009434-0.00815846j 0.00206539-0.00219867j 
-0.00531209-0.000805174j -0.000186504+0.00246249j -0.00560153-0.0101749j -0.00611376+0.00989425j 0.0306443+0.00248592j 0.0260148-0.00907298j -0.00696401+0.00424699j 0.00207579-0.00247662j 0.0311837-0.0090106j -0.0236227-0.00447971j -0.0401647+0.020899j 0.0190341-0.00689164j -0.0154742+0.0053625j -0.00928392-0.000180058j 0.0113045-0.000879088j 0.00570035-0.00374273j -0.00725751+0.00117959j 0.0167149+0.00433277j 0.0169339+0.00344253j -0.00714865-0.00315902j 0.021987-0.00941847j -0.0349431+0.00700568j 0.0043459-0.00193339j 0.00598268-0.00736053j -0.0102372-0.00639475j 0.0204017-0.0154056j 0.0171808+0.0064499j -0.00443961-0.0282605j -0.0116692-0.0071617j -0.00575611+0.0120764j 0.00759229-0.00102176j 0.0057775-0.00928967j 0.005062-0.0119208j 0.00193803-0.0163971j -0.00409664+0.0125858j 0.00289741+0.0132063j 0.00642055+0.0386557j -0.00140949-0.000582606j 0.0117441-0.0130676j -0.00162105-0.00354871j -0.00461079-0.0146209j 0.00389196-0.00121305j -0.00211879+0.00528803j 0.000232311-0.0165699j -0.0116496+0.00977897j -0.0107047+0.00330291j -0.00831897+0.000554365j -0.0031065-0.00925767j 0.00121013+0.0124898j -0.00200543-0.00688836j -0.00781338-0.00177555j -0.0086829-0.0120161j 0.00123244+0.0154597j -0.00375924+0.0158245j -0.00714211+0.00869149j 0.0232666-0.00542657j 0.0074031+0.0149966j -0.0065778-0.00302847j -0.00508322-0.00588258j 0.00488089+0.00347323j -0.00516384-0.000837999j -0.00121855-0.00560201j -0.013883-0.00875167j 0.000776164-0.0117301j -0.00412632-0.00982755j -0.000386081-0.0129925j 0.00621431+0.00183969j 0.000496378-0.0109928j 0.00710903+0.0011078j -0.00300902-0.00526545j 0.00869502-0.0100404j 0.000724987-0.0117674j 0.00861092-0.00428279j 0.0011652+0.0107324j -0.00290233-0.0139148j -0.00294585+0.00604008j 0.0026014-0.00470039j -0.00466765+0.00631426j 0.0018298+0.0157048j 0.00264225+0.000720672j 0.00152591+0.0127874j 0.00171667-0.00775538j -0.00833579+0.00621104j 0.000163545+0.0100729j 0.00245822+0.011247j -0.00861161+0.0112561j 0.00275761+0.00404064j 0.00292219-0.00102383j -0.00558887-0.00771335j -0.00284058+0.000765675j 0.00118795+0.00125359j -0.00504856-0.00311511j 
-0.00174775+0.00738046j -0.00222583+0.000705645j 0.00159959-0.00496776j -0.000836175+0.00834121j 0.012904+0.0160051j 0.00739154-0.0138823j 0.00336254-0.011853j -0.00251043+0.00704432j 0.0134-0.00809758j -0.00951124+0.0146537j -0.00624257-0.01531j -0.0122134-0.0016922j -0.0069246-0.0100547j 0.000351632+0.00815456j 0.00157151-0.0274252j -0.00352753+0.00732519j -0.000372771-0.0138359j 0.00266369-0.00749811j 0.0191263-0.0217624j -0.00472824-0.0312198j -0.0117005+0.00558178j -0.00888851+0.0113278j 0.0011634+0.0165574j 0.0052592+0.0209008j -0.00626387+0.0073011j 0.0045071+0.0151609j 0.00777467+0.00966827j -0.00105818-0.00787173j 0.00578967+0.0152176j -0.00242971+0.0080278j 0.00107842-0.0151534j 0.00153484-0.0115511j 0.00664172-0.00492212j -0.00104993-0.00663661j -0.00638136+0.00131187j -0.00126354+0.00844642j -0.00239218+0.00547146j 0.00348488+0.00555602j -0.000371157+0.00639043j 0.00938894-0.00342155j -7.62114e-05+0.0253111j 0.00561795-0.0070971j 0.00683847+0.0101745j 0.000743737+0.00570066j 0.0221388-0.00442241j 0.00179714-0.00666142j 0.0129688+0.00540723j 0.00782107+0.0280496j -0.00573949-0.00187766j 0.00120193-0.0116545j -0.00891869+0.00510696j -0.00579897+0.00478466j -0.00155863-0.00804463j 0.00392876-0.0027784j -0.00653594-0.00736782j -0.0117018-0.0156867j -0.00212771-0.00698165j 0.00165803-0.00753792j -0.00141934+0.00236627j 0.00469134+0.00150788j 0.00263679-0.0179697j -0.0016354+0.0137881j -0.012243-0.0241343j 0.00428316-0.000574081j -0.00807951+0.00139524j -0.0064884+0.00613916j -0.00780319+0.00653494j -0.0140993+0.0113941j 0.000124629+0.00933478j 0.00679838+0.00130011j -0.0119849-0.000958505j -0.0175238-0.0122152j -0.030733+0.00308868j 0.0344574+0.00780831j -0.0207394-0.000355195j -0.00845264-0.00376082j 0.0224801+0.00139336j 0.0103719+0.00355616j 0.00959037-0.000736647j 0.0031739-0.0134074j 0.00755266+0.0171166j -0.00884072+0.000550171j -0.00366056-0.014557j 0.00135146+0.00687106j -0.00386001+0.00614506j -0.00525475-9.59431e-05j 0.00708428+0.000116674j -0.0101119+0.00239167j -0.00626125+0.0111346j 0.00444646+0.00423976j 0.000597198+0.00335533j 0.00087932-0.00550366j 
0.000370266-0.00224492j -0.0010129-0.00596419j 0.0038429-0.0012318j 0.00137152+0.0143993j -0.00863353-0.0125564j -0.0179063-0.00608698j -0.000656762+0.0154603j 0.00382923+0.00121442j -0.0114122+0.00593213j 0.00313164-0.0148808j 0.0113269+0.000830045j 0.00100101+0.0159918j 0.0107255+0.0120584j 0.00992629+0.013667j -0.0088977+0.0204374j 0.00178632-0.000637842j 0.00505488+0.00617484j -0.00326797+0.00460075j -0.0075572-0.00901974j 0.00416123-0.00503759j -0.006329-0.00257761j 0.0101499+0.0131149j 0.00569941-0.0127332j -0.00960268-0.0220564j 0.00603254+0.00562987j 0.00157148-0.00761412j -0.0030472+0.0118971j -0.00488007+0.00159958j 0.00361527-0.00770934j 0.00869564-0.00330508j -0.0151579+0.00265074j 0.00130216-0.0146542j -0.0050744-0.00823307j 0.0129967-0.0168671j -0.0062899+0.0024789j 0.0191153+0.00352214j 0.00156003+0.0290468j -0.00220974-0.00216825j -0.00266498+0.00659652j 0.0138716-0.0125866j 0.00285+0.00598142j -0.00703611-0.00160868j 0.00911835+0.000749942j -0.00133852+0.00276989j -0.0126894+0.00763798j 0.0085223-0.00549799j 0.0112744-0.000814736j -0.00325582+0.0118036j -0.00365811+0.00369786j -0.00377883-0.00786146j 0.00698478+0.0127687j -0.00216934-0.00846164j -0.0014407-0.00936097j 0.00862232+0.00368151j 0.00474735-0.0180407j 0.00263017-7.97347e-05j -0.00695138+0.0100447j 0.00486414+0.00289857j 0.00532134+0.000192837j -0.00990447+0.00587692j 0.0133679-0.00786594j 6.79696e-05+0.00860031j 0.00528075-0.00132088j 0.0130544-0.00847315j -0.00150166-0.00339742j -0.00012804-0.0179284j -0.0082276+0.0101142j -0.0183594+0.0194872j -0.00899674+0.0131483j -0.00878265+0.00399569j -0.0190704-0.000863626j -0.0193858+0.000127072j -0.0365762+0.0098035j 0.0409656-0.0039174j -0.0196421-0.0114439j -0.0150762+0.0124786j 0.0218587-0.00515748j 0.00777482-0.00159963j 0.00492771+0.00606007j 0.0109-0.0144773j 0.0113014+0.0114644j -0.00335184-0.00651291j -0.000362703+0.00819402j -0.00311592+0.0167992j 0.00625321-0.00300491j 0.000614084+0.00592337j -0.000712309+0.00569456j -0.00802858+0.00537117j 0.00249491+0.000900706j 0.00687142-0.00422798j -0.00096128-0.00098512j 0.00258083-0.000332461j 
