0.0102208-0.00646169j -0.00270507-0.0423414j 0.00474319+0.0252405j 0.00995711-0.00148576j -0.00176982-0.0128792j 0.00249731+0.0174402j -0.0126252-0.00667169j -0.00595486-0.0122211j -0.00317801-0.0111161j -0.000793582+0.0114367j -0.00173+0.00510009j 0.00687235+0.00972171j 0.00828514-0.00315679j -0.00340871+0.00475097j -0.0040497-0.0103394j -0.00257852-0.0144099j -0.00205092+0.00105002j -0.00286762+0.00682877j -0.00595836-0.00518715j -0.00299624-0.00153773j -0.00285803+0.00359542j 0.000705636+0.000346816j 0.0018514+0.00161894j 0.00136104-0.00200812j 0.00154018-0.000802779j -0.000806118-0.00845711j 0.00347996-0.00376181j -0.00144563-0.00252873j 0.000275005+0.00710767j 0.00228222-0.0025056j 0.00415828+0.00343744j -0.000295813+0.000475814j -0.00390084-0.00209013j -0.00255719-0.00127228j -0.000777114-1.41552e-05j -0.000173017+0.00357175j 3.17521e-05-0.0031388j -0.00606301-0.00601835j 0.00638751+0.00539348j 0.00809138-0.000853006j 0.00250119-0.000739584j -0.00202208+0.00156381j -0.000294644+0.000342647j 0.00614519+0.00348559j -0.0010292+0.0049614j 0.00581095+0.00574958j -0.00544494-0.000127818j -0.00447916-0.00157676j 0.00844838+0.00716729j -0.0136901-0.012256j 0.00552143+0.00674853j -0.00179536-0.001367j 0.00877618-0.00148075j 0.00506855-0.00586338j 0.00124223-0.00623604j -0.00499018+0.00117071j 0.0119596+0.00722567j -0.0168579-0.0169464j 0.00336189-0.0309346j -0.0493922-0.0234089j 0.0217902+0.0635653j -0.00691535+0.0351854j 0.0253826-0.00416945j 0.0202104+0.0289444j 6.37158e-05-0.0214604j -0.00975121-0.00302823j -0.00262259+0.0382247j 0.00557716+0.0179188j 0.00446531-0.0151899j -0.00352861+0.0253319j 0.0358037-0.0195303j 0.0108803-0.411564j 
0.00125027-0.0152623j 1.2186e-05-0.013797j -0.000917577-0.0352348j 0.0010008-0.00144061j 0.00255282-0.0202611j -0.0055939+0.0699866j -0.00127438+0.0149932j 0.00113587-0.0292562j -0.00348096+0.0251376j 0.000222033+0.0260683j 0.00239735+0.0121091j -0.00321865-0.00590793j 0.00228575+0.0790705j -0.00389683+0.0720702j -0.00662881+0.0742015j -0.00393504-0.128249j -0.00518274+0.0825862j 0.00245663+0.012607j -0.0106492-0.000826252j 0.00110317-0.0323648j 0.00679162+0.0256266j -0.0114448+0.0525733j 0.00806167-0.0365613j 9.5881e-05+0.00950378j -0.000205842-0.0422596j 0.000830178+0.0767896j -0.00433369+0.0613789j 0.00034911-0.0105685j 0.00667691-0.00376192j 0.00903063-0.104859j 0.000578022-0.0592208j 0.0101233-0.154934j -0.00272858-0.127209j 0.00417965-0.01079j -0.00801684-0.0625706j -0.0122742-0.0189533j -0.012312+0.0327657j 0.0136289-0.0222925j -0.00596036+0.0408247j 0.00332409-0.214852j 0.00201467+0.0149209j 0.00573669-0.272188j 0.0122041-0.224483j -0.000443112+0.161986j -0.00215739-0.141461j -0.0104784-0.127098j -0.00819451+0.14373j 0.0103286+0.191042j -0.00247139-0.289337j -0.0101824-0.235714j 0.00493675-0.0321012j -0.00217645-0.113059j -0.00647047-0.228986j 0.00116621+0.189209j 0.00633516+0.19917j -0.00578944-0.094045j -0.00113045-0.0423926j -0.00552826+0.144978j 0.00232588-0.092901j 0.00177208-0.0836771j 0.00318496+0.0338529j 0.00757599+0.0750936j -0.00331377-0.0855389j -0.000949746+0.0151481j 0.00187608+0.00551267j -0.00315952-0.0921462j -0.00411659-0.0893135j 0.00056904-0.0377423j 0.00192683+0.00357347j -0.00148454+0.0286127j -0.000827166+0.00541469j 0.00137957+0.0216593j 
-0.000220548+0.0091921j 0.000118885+0.00383636j 0.00131873-0.0457338j -0.000846926-0.0153731j -0.00187447-0.0430288j -0.00832757+0.0246864j 0.00247987-0.0433562j -0.00147839+0.0112121j 0.000608781+0.0575815j -0.00417075-0.0275318j 0.000381409+0.0367415j -0.00194392+0.0879027j -0.000710745+0.0184515j 0.00416029-0.0112317j 0.000737372+0.0241471j -0.00221731-0.00693705j 0.00266882-0.00667585j 0.000644303+0.0246744j 0.00513562-0.0449023j -0.00902406+0.0215361j 0.00374699-0.0243726j 0.000196051+0.010276j 0.0024969-0.0457589j -0.000608238+0.0118164j -0.0093892-0.0105557j -0.00176616+0.00423014j 0.0029666+0.0321327j -0.00436484+0.0386043j 0.00195729-0.00926017j 0.00589268-0.0461711j -3.81608e-05+0.0530509j -0.00294682-0.0728344j 0.00969593-0.063958j 0.00257744-0.0280324j 0.00255092+0.0310889j 0.0202523+0.0469067j 0.00890611-0.101088j -0.00676974+0.0281927j 0.00511415-0.0106945j -0.000622708-0.0475027j 0.00707392+0.066396j -0.00491709+0.00647407j 0.00327181-0.126176j 0.0013628-0.142659j 0.00563959+0.0203651j 0.0223176-0.249483j 0.0101926+0.0941851j -0.00589594+0.134217j -0.00703564+0.0113204j 0.00541379+0.340592j 0.00474771+0.311967j 0.00413979+0.057709j -0.00380351+0.120423j 0.00805073+0.202675j 0.00299201+0.247119j 0.00355066+0.0857037j -0.000641497+0.0227056j -0.00273819-0.23409j -0.00352086+0.0684572j 0.00272586+0.0628997j 0.00202615+0.0745976j -0.00712767+0.143442j 9.82133e-05-0.0340538j -0.00140166+0.135536j -0.00480075-0.0114521j 0.00434396+0.0602875j -0.0107406-0.143319j 0.00109498-0.053573j 0.00200148+0.0316714j 0.00107104+0.0470315j -0.000852069-0.0277597j -0.00151951+0.00622374j 
0.00122927+0.0368903j 0.00121897-0.023449j -0.00192432-0.00331811j -0.00201253+0.0138252j -0.00110063-0.00303793j 0.00277088-0.018014j 0.00176343-0.0102315j 2.307e-05+0.00753037j -0.00190689+0.00228382j 0.00055566+0.0225048j -0.00120159-0.0385946j 0.00541277+0.00885187j 0.00353532+0.0425373j -0.000419067-0.0759964j -0.00210261+0.00338692j -0.00118158+0.0951983j -0.000980922-0.0711526j 0.0033561+0.0217371j 0.0125467-0.0112306j -0.00572719+0.109354j -0.00341786-0.00217642j -0.00196948+0.0565524j -0.00314161+0.0239638j -0.00664185+0.0261891j -0.00785224-0.004741j 0.00340329-0.0804617j -0.000360516-0.00418293j -0.00118638+0.0247787j -0.00538665+0.0703288j -0.0177246+0.0733968j 0.00852709-0.0966757j -0.0190671-0.0474849j 0.0027623-0.0644711j 0.010407-0.0833134j 0.0249264+0.0854164j -0.0142276-0.000217471j 0.00516179+0.00962347j -0.0110725+0.00420793j 0.013158-0.0330896j 0.00683947+0.00804193j -0.00689989+0.0693165j -0.00471196-0.0748875j -0.00157384+0.00899925j -0.0183173-0.0772277j 0.0104089-0.273551j -0.00174903+0.184618j 0.00540091-0.0206174j -0.0104879+0.194392j 0.00388876+0.170077j -1.33682e-06+0.0179352j -0.00990856-0.267327j -0.00473447-0.116124j -0.00192969-0.106146j -0.00255927+0.0697743j -0.000710309+0.223835j 0.000723332+0.199835j -0.00311582-0.0829865j -0.000416453-0.0942379j -0.00399528-0.125228j -0.00477447+0.033575j -0.000631379+0.0441721j 0.00183834-0.0582563j 0.000853276-0.00800554j -0.00592074-0.000359742j -0.000933704-0.0575293j 0.000564763+0.032092j 0.00318266-0.0131234j -0.0054572-0.0385495j 0.00225682+0.0672675j -0.000122577-0.00650216j -0.000280157+0.00442975j 0.000464279+0.0323448j 
-0.00121453-0.0194413j -0.00213615+0.0152958j 0.00150019-0.0461356j -0.000846103+0.0066171j -0.000188736+0.0371993j 0.00188313+0.014363j 0.000415085+0.0117437j -0.000688675+0.0274053j 0.00265071-0.0861473j 0.00629913-0.00799004j -0.00303898-0.0163929j -0.0011169+0.0156849j 0.00825792+0.0489864j -0.00704749+0.0384778j 0.00625644-0.032782j 0.00889731-0.0677088j -0.00260827+0.0366483j -4.34518e-05-0.100581j -0.00246739-0.0475483j 0.00773495-0.0113386j 0.00861144-0.00769905j -0.00212569+0.115466j 0.00746355-0.131779j 0.000708031+0.00999071j -0.00464147-0.0494657j -0.00672201+0.049127j -0.00644846-0.0444408j 0.00814565+0.0715696j 0.000942913-0.00932977j 0.0108036-0.00668631j -0.00514152+0.159351j -0.00636667-0.0469395j -0.021001+0.0277897j 0.00109972+0.0990056j 8.85327e-05-0.0719837j 0.00428247+0.213297j -0.00884524+0.0619036j -0.0122163+0.0447761j -0.00299507+0.0727221j -0.00131329-0.106053j 0.0181891+0.100981j 0.00579731+0.269198j -0.000169131+0.125451j 0.000487768-0.118608j 0.0143303-0.115257j -0.00389161+0.0126947j 0.00211584+0.0959873j -0.00615958+0.219599j -0.0110066+0.00295786j 0.00235284-0.210768j -0.00553753-0.216317j 0.00273791-0.0149442j 0.00368208+0.198408j -0.00154012-0.00214164j 1.85532e-05+0.0870048j -0.00223613+0.166865j 0.00114966+0.158313j 0.00227628+0.00561456j 0.00325725+0.149804j -0.00430665-0.0434341j -8.56164e-05+0.0247819j -0.00241758-0.0152757j -0.00521886-0.0350445j -0.00588682-0.0679347j 0.00354104+0.0641295j 0.0018742+0.110544j -0.000222306+0.0533399j -0.00431835-0.0704952j 0.000361857-0.0150913j 0.00110063+0.0221589j 0.000196751-0.0164886j -0.00199819-0.0283584j 
-0.000563919-0.00567763j -0.00109128+0.0158314j 0.00467017-0.0625435j 3.36572e-05-0.0332789j 0.00237817+0.0219522j -0.00305508-0.0101698j -0.000590718-0.00536395j 0.00420959+0.0415147j 0.00125124-0.0744095j -0.00288316+0.0137544j 0.00250236-0.0227812j -0.00531628+0.0400845j 0.00484801+0.0838321j 0.00899576-0.0978832j 0.00338091-0.0164038j -0.00159193+0.0423553j -0.002468-0.0653602j 0.0066513-0.00968411j -0.00687678+0.0819577j -0.00438417+0.0469177j -0.00580315+0.12402j 0.0057137-0.158733j 0.00122549-0.0211823j -0.00146381+0.1234j -1.14831e-05-0.119277j 0.00303605-0.0809433j -0.00399716-0.0127599j -0.0120165-0.023916j -0.00810972-0.039954j -0.0057596+0.0173369j 0.00871637-0.0501338j -0.0028355-0.0823514j 0.0324659-0.0331358j 0.00132702-0.113449j -0.014233+0.0817121j 0.00103735+0.0100683j 0.00311592-0.0716701j -0.00623431+0.150866j -0.0017878+0.215174j 0.0015298+0.107998j -0.0039968+0.0570707j 0.00481602-0.0336614j -0.00777985-0.19119j 0.00676814+0.129246j -0.00625303-0.233801j 0.00481748+0.096699j -0.00909847+0.0953734j 0.00287964-0.0940406j 0.00371589+0.152423j 0.00454534-0.199378j 0.00281801-0.00908703j 0.00167985+0.16941j -0.014311+0.0320998j -0.00431089-0.161386j 0.010253+0.118045j 0.0021825-0.050949j -0.00285747-0.0243639j 0.00109822-0.00950843j 0.000933177+0.0841971j 0.0032311+0.0525927j -0.00260477-0.136045j -0.00171451+0.136812j 0.00486969+0.082055j 0.002025-0.050721j 0.00281555-0.0133661j -0.000533635-0.0384116j -0.00312554-0.0661446j -0.00233325-0.0107j 0.00285107-0.00690208j 0.00334026+0.0499625j 0.000554728-0.0474497j -0.00233074-0.0281891j 
-0.00169466-0.0200077j -0.0014577+0.0391343j -0.00154355+0.022481j 0.000919559-0.0217024j 0.00114148-0.0410116j 8.06664e-05+0.05185j 0.000719109-0.0624028j 0.00321675-0.0505855j 0.000960825+0.0885328j -0.00547624+0.0496704j -0.0020184-0.0791813j -0.0031076+0.072646j -0.00752104-0.0487542j 0.00586973-0.0806327j -0.00384067-0.0257556j -0.00156147-0.0317254j -0.00164784+0.00916j 0.000991168+0.0285967j 0.00451853+0.0349213j -0.00347201-0.166041j -0.00526829-0.117705j -0.00567198+0.0233569j -0.00377357+0.0474112j -0.00178839+0.0250267j -0.00463101-0.119667j 0.00483037+0.034238j 0.0101219+0.132003j -0.00308838-0.124441j 0.00386192+0.00843549j -0.00499456+0.134311j 0.0206436+0.14697j 1.8784e-05-0.0933268j 0.0162002+0.0557692j 0.00694374-0.221466j 0.00173739+0.0049877j -0.00452782+0.0292003j 0.00623362+0.152562j 0.000441876-0.217218j 0.00481891+0.0499562j 0.00685462-0.1078j -0.0205263+0.0534789j -0.00356434-0.0212612j -0.0132772+0.23271j -0.00574697+0.0306898j -0.00597876-0.071597j 0.00555203-0.236302j -0.0027508-0.208205j 0.00267596+0.0991284j 0.0011384-0.171155j -0.00286058-0.0963688j 0.000922098+0.0484856j -0.004969+0.00678532j -0.00189413+0.201843j 0.00120979-0.0186896j -0.000267821+0.0242358j 0.00358189+0.0197917j -0.00406766-0.0369916j -0.00326367+0.0506685j -0.0050158-0.0215728j 0.00048569+0.0257048j -0.00462793-0.0862136j -0.00215554+0.021883j 0.00414115+0.0696777j 0.000773597-0.0205552j -0.000484613-0.0031225j 0.00179912+0.0491068j 0.00104443-0.0385567j -0.000168302-0.00443864j -0.00095116-0.0478819j -0.00430776-0.0110992j -0.000139134-0.0100321j -0.000972347+0.00462918j 
0.000434952+0.0258922j 0.00106753-0.00342781j -0.000887732-0.00292924j -0.000198727+0.000473351j 0.00272656+0.0219766j 0.0071513-0.099431j -0.000163363+0.0799693j 0.000312524+0.0243637j -0.00328547+0.0352515j -0.00114161-0.0431059j 0.000722599+0.0539458j 0.00193804-0.047107j -0.00518221-0.079756j 0.00118699-0.0347849j 0.00257559-0.00376032j -0.000993956+0.0284731j -0.00103853+0.0182576j -0.00402165+0.0139101j -0.00303981+0.124938j 0.00322706-0.0391255j -0.000630217-0.0271877j 0.00820057-0.0139378j -0.013987-0.0237569j 0.00422448-0.0188892j 0.00103484-0.18639j 0.00659545-0.0639035j 0.00626801+0.103143j -0.0029661+0.0821096j 0.00454478+0.0113334j 0.0114224+0.093342j -0.00382195+0.030416j 0.00848708-0.187439j -0.0170456-0.000692049j -0.0119581-0.177748j -0.0030992+0.0616086j 0.0175283+0.167847j -0.00401954-0.0597032j 0.0133767+0.144257j -0.0233618+0.175075j -0.00636499-0.0177442j -0.00769854+0.214035j -0.00431051+0.205823j 0.00518111-0.0269292j 0.0102049-0.124172j -0.00693153-0.150876j -0.00184842-0.191764j 0.00648773-0.0228709j -0.00554897+0.0435773j 0.00595086+0.207485j 6.35864e-05+0.0460366j 0.00729859+0.124778j -0.00433497-0.037401j 0.00472912-0.14529j -0.00297608+0.0261927j -0.00117826+0.0208954j 0.00768996-0.034435j 0.00547909-0.0436465j 0.00731835+0.151643j 0.0026627-0.033661j -0.00037507-0.0351027j -0.000815477-0.00709236j -0.00110345-0.214268j 0.00176845+0.0445664j 0.00590367-0.00598907j -0.00507022-0.0652403j -0.00106005-0.0712961j 0.00678463+0.0692473j -0.000734151+0.0396266j -0.000938645-0.00350856j -0.00199331+0.0137975j 0.000773498+0.00704445j 0.00100386-0.00833448j 
-0.00163744+0.000643993j -0.000659209+0.0194945j -0.00187554+0.00851581j -0.00134723+0.0285205j -0.000152716+0.0118786j 0.00341615+0.0227107j -0.00098789+0.0411009j 0.00198969-0.0462281j -0.00277234+0.0541472j 0.000439871+0.0313922j -0.00158319+0.0084995j -0.00646806+0.0930047j -0.000505688+0.0161242j 0.00323947-0.0360618j -0.00196228+0.0230814j -0.00783188+0.0707858j 0.00883636-0.146682j -0.0138266+0.114571j -0.0146178+0.0982052j 0.00336781-0.0954683j 0.00314281+0.0144577j 0.0114633-0.0470675j -0.0176084+0.23846j 0.0110492-0.185306j -0.00114435-0.155416j 0.0141068+0.0285212j -0.0155194+0.0138618j -0.0102942+0.0145691j -0.00751426-0.0334105j -0.0191685-0.22443j -0.0342989+0.0716015j 0.0344129+0.0996678j -0.00187537-0.135117j -0.0140419-0.146471j -0.0222584-0.181168j -0.011783+0.134718j -0.000529925+0.135403j -0.00764667+0.0100431j 0.0131491-0.136053j -5.77707e-05+0.0227964j 0.0077465+0.0980075j 0.0102169-0.159719j 0.00121682+0.012466j -0.0158887-0.138011j -0.0198881-0.0900666j -0.0133905+0.0857462j -0.0140123-0.120996j -0.00420553+0.0127849j 0.00241069+0.0699602j 0.00212685+0.00574669j 0.00777649-0.143888j 0.00117653-0.188582j -0.00306814+0.000380865j 0.00189937+0.0144402j 0.00016581-0.00807567j -0.00547042-0.0444572j -0.00408897+0.0806083j -0.0024968-0.12602j 0.00174496+0.00279888j -0.00027412+0.0544775j -0.00449392-0.0312506j 0.00464382+0.143916j 0.000831717-0.00705169j 0.00490472+0.0293344j 0.00105325+0.0852909j 0.00219884-0.00596962j 0.00244345+0.013922j -0.00355556-0.0172573j 0.000315722+0.00534459j -0.000410966-0.00677036j 6.6502e-05-0.0191969j -0.00206923-0.00577189j 
2.45023e-06+0.0132809j 0.000501323-0.0403691j 0.00118192+0.0136321j 0.000354591+0.045907j 0.00255502+0.0367629j -0.00101182+0.012176j 0.00411074-0.00683345j 0.00259477-0.0294278j -0.00288624+0.0194119j -0.00288302+0.103694j 0.00421865-0.0939213j 0.00430419+0.141614j 0.000943716+0.0349606j 0.00491708-0.190564j -0.006366+0.140692j -0.00748576+0.0573775j -0.0056983-0.0880584j -0.0017024-0.0748185j 0.00285743-0.256257j -0.0132659+0.0609951j -0.003265+0.162397j -0.00584222-0.114707j -0.0191736-0.0300202j -0.002541+0.0857872j 0.00799543+0.189778j 0.00898821+0.0124029j -0.000792135+0.0250301j 0.00526419-0.1178j -0.00526328-0.0453583j 0.00111066-0.045454j -0.00132497-0.00516679j -0.00445694-0.112449j 0.00975254+0.0893218j -0.00602169+0.0695663j 0.00630276-0.0702293j 0.00745971+0.0719888j 0.00200887+0.0757557j 0.0193469-0.0913578j -0.012993-0.183695j -0.00260562-0.0404815j -0.00392849+0.0881533j -0.00944274-0.149475j 0.00651697-0.0141319j 0.00846577-0.299033j -0.00542589-0.0512803j 0.00719045+0.0647384j -0.00916823+0.0649259j 0.000952433+0.0995103j 0.00187246+0.0728699j 0.00210612-0.10411j 0.00472391+0.104849j -0.00391376+0.0687565j -0.00524326+0.0977238j 8.14923e-05+0.00190028j 0.00289219-0.143491j 0.00746772-0.030502j 0.00278429-0.03484j -4.53463e-05+0.0484028j 0.00194881-0.0393404j 0.00371254+0.0207172j 7.0431e-05-0.0685358j -0.00048988-0.0103961j 0.00170901-0.0137417j 0.0040074+0.0414069j -0.00240522+0.011349j 0.000490907-0.0334712j -0.000637796-0.0804916j 0.000828224+0.0139716j 0.00153295-0.0270559j 0.000200639-0.0459921j -0.00068877+0.00709474j -0.000748382+0.0017366j 
0.0019964+0.0132215j 0.00132336-0.0384633j 0.00278587+0.0296574j 0.00225311-0.0164567j -0.000374262+0.0221274j -0.00458509+0.0350619j -0.00214863-0.0234783j -0.00237814+0.120867j -0.000871361-0.00381507j -0.00451718-0.0513536j 0.00305653+0.0598312j -0.00513595-0.000899273j -0.00499702+0.00438661j 0.0022573+0.121764j -0.0024386-0.0306838j -0.00301977-0.00344402j 0.00340494-0.0984046j -0.00181663+0.116068j -0.00842749+0.129213j -0.0048234-0.0324073j -0.00607986+0.147171j 0.00995603-0.15837j 0.0117249-0.0985074j 0.00348065-0.0958832j -0.00241562+0.215321j 0.00347698+0.153988j 0.00275797+0.0243459j -0.0181022+0.0712316j 0.0104456-0.0410557j -0.0150324-0.176534j -0.00337159+0.0654256j 0.0157029+0.112208j 0.00940565-0.0122325j 0.00270883+0.0570427j -0.00491137-0.100781j -0.0130886+0.246291j 0.00676989-0.0947304j 0.00116393-0.0433704j 0.0127746-0.00759294j 0.00737151-0.0687045j -0.00508362-0.000848165j 0.00678051+0.202708j 0.0058606-0.0299824j -0.0106329-0.0433551j -0.0101078+0.0437739j -0.00572195-0.0883573j 0.0081632+0.253045j -0.000572929+0.106133j 0.00752901-0.0149387j -0.0066126-0.101489j 0.00331344-0.112627j 0.00603463+0.180433j -0.0044223+0.0336442j 0.00206521+0.0105424j 0.0048185-0.00997091j -0.00511872-0.0498031j -0.00415414-0.00989512j -0.00174373-0.0612936j -0.00235152-0.0723843j 0.00277033-0.055616j 0.00116513-0.0362347j 0.00686735-0.00344495j 0.00270718+0.0496753j -7.87766e-05-0.0429776j -0.00413653-0.110403j -0.000844376+0.00267234j -0.00357726-0.00768751j 0.000150525+0.0511921j 0.00102821-0.0133011j 0.00232294+0.0029753j 0.000116547+0.053692j 0.0030643+0.00500217j 
0.00128833-0.0144244j -8.94986e-05+0.00933539j -0.00425915+0.0326843j 0.00050581+0.0236769j 0.000294133+0.0142734j -0.00259978+0.0140632j -0.00102574-0.0956895j 0.00091718-0.00614943j -0.000709306-0.0345614j -0.00363611-0.106141j -0.000879687-0.0721337j -0.00235092-0.106609j -0.00421536+0.0341486j 0.00265943+0.0156954j -0.00434966-0.0267117j -0.00396384+0.0797769j 0.00328901+0.0366793j 0.00109986-0.134222j 0.00296743-0.0335533j -0.00104275-0.0633618j -0.00082676+0.0174525j 0.00265866+0.143677j 0.00768968+0.0876073j 0.00166519+0.135332j -0.00255973-0.126902j 0.00263143-0.0298956j 0.00883664-0.247955j -0.00660349-0.0749307j 0.00736051-0.136817j -0.00502528-0.10277j 0.0127318+0.0527218j 0.0043215-0.0511604j 0.0109776-0.13356j -0.000289452+0.168445j -0.00408585-0.0709184j -0.012418-0.01642j -0.00248602+0.147058j 0.00115011+0.284832j -0.00478069-0.112538j 0.00836188-0.12751j -0.00609564+0.0798243j 0.00662803+0.0431653j -0.00436976-0.102413j -0.00230321-0.158201j -0.00986971+0.0538595j 0.0021162+0.166829j 0.00433738+0.0209258j 0.00361663+0.136403j 0.000105696+0.0295747j -0.00405733+0.123353j 0.0047057+0.0592266j -0.001891-0.112382j -0.00160051+0.00236872j 0.00168112-0.035795j -0.00150523+0.0235902j 0.00100592-0.0516106j -0.00123749-0.0440448j 0.000182861+0.062365j -0.0026988+0.0316585j -0.000525034-0.0951641j -0.00206837-0.012671j 0.00173842+0.0174237j -0.0024079+0.100534j 0.00232682-0.0444091j -0.00214591-0.0526447j 0.00147268+0.04655j -0.000107745+0.0363819j 0.00102471+0.032051j -0.000616198-0.0420166j -0.00520407-0.0362471j -0.00116724+0.00710096j 0.00243425+0.0285012j 
0.00350024-0.00409318j -0.000106813-0.0397686j -0.00234539+0.0444234j -0.000445654+0.0394608j -0.0052105+0.0600815j -0.00199407-0.0340615j 0.00259959-0.0286578j -0.00256612+0.0401457j 0.000268729-0.0386709j -0.00234113-0.0445655j 0.00257864-0.123029j 0.00567028-0.035878j 0.0013281+0.0536939j 0.00200141-0.0753839j 0.000892778-0.10929j 0.00253342+0.0411275j 0.00935466-0.171393j -0.00828089+0.095553j 0.00338269+0.0148231j -0.000643577+0.0263297j 0.00636859-0.202686j 0.00725303-0.0150249j -0.00890345+0.154588j 0.00595179-0.0342056j 0.000393345-0.0696971j -0.00630242-0.0100998j -0.0029456-0.0269633j 0.00265451-0.000417072j -0.0151388-0.104255j 0.00291778+0.161607j -0.0214232-0.233452j 0.0124658+0.0300334j -0.00105465+0.169184j -0.00820974-0.0840939j -0.00809429+0.119232j 0.00970305-0.0939952j -0.00200079+0.0188694j -0.00285035-0.0202231j 0.00613044-0.0568598j -0.00947875-0.195747j 0.0104712-0.148932j -0.00905011+0.0925177j 0.0101642-0.104082j -0.000940645+2.74411e-05j 0.00297394-0.0234632j 0.00421123-0.0265362j 0.00195843+0.119682j 0.00139434-0.0447304j -0.00109976-0.183714j 0.00173478-0.0538113j 0.0049971-0.0244119j 0.00132416-0.00444109j 0.000250079+0.045422j 0.00316313+0.0712696j -0.00439583+0.0459365j -0.00146126-0.0400726j 0.00284983+0.0134293j -0.00543567-0.0253672j 0.000859559-0.0449665j 0.00183894-0.0246793j 0.00411681+0.0719463j -0.0012494-0.0393589j -0.000562472+0.0377251j -0.000938628-0.116963j -0.00148492+0.0144097j -4.29006e-05+0.0017686j -0.00491617-0.0444669j 0.00278574+0.00750482j 0.00278043-0.0131065j -0.00164977-0.0606741j 0.000145973+0.00221335j 0.00172531+0.0294006j 
0.000247482-0.00812114j -0.000334851+0.0113826j 0.00189649-0.0250738j 0.00239489-0.07606j 0.00147811-0.0697128j 0.000892117-0.0352656j 0.00141919+0.030281j 0.00138494-0.0157104j 0.00498301+0.0330014j -0.00216452+0.00386753j 0.00452489-0.112687j 0.0017679-0.0212993j -0.00611783-0.0836815j 0.00122348-0.105146j 0.00215556+0.0454862j -0.00188708+0.0589849j 0.00606472+0.0560689j -0.00901287-0.0886855j 2.77618e-05-0.0438267j -0.0034534+0.0995324j -0.00353103-0.00297845j 0.00724909+0.167634j -0.00969821+0.0827269j 0.00660673-0.155573j -0.00810798-0.18145j 0.00392639+0.0383387j 0.0087254-0.0784421j 0.00889766+0.207112j -0.0019541-0.114365j -0.0141149-0.292999j 0.00538566+0.0837537j 0.00909136+0.103554j -0.00596844-0.0666255j -0.00906998+0.0964572j 0.0225296-0.0748308j 0.00760618+0.0766958j 0.00515161+0.0757651j -0.0112113+0.155441j 0.00684036-0.0712593j -0.0118047+0.206027j -0.00884833-0.00979469j -0.00757153-0.0848825j -0.00277201+0.013579j -0.00355043+0.145579j 0.00332667+0.05695j 0.00969432-0.0564698j 0.0075718-0.0301984j -0.00105581+0.0126198j 0.00758717-0.061617j -0.00197896-0.127464j 0.00419685-0.0169481j 0.000775955+0.0967964j 0.000651089-0.0379196j -0.00404865+0.0551837j -0.0103273+0.0164717j -0.000145809-0.0278478j 0.000783016-0.028514j 0.00214141+0.0645847j -0.00309632-0.0373004j 0.00304559+0.0326885j -0.00154872+0.0334878j -0.0077001-0.131153j 0.00686203+0.0460478j -0.00128255-0.0024032j -0.00231103-0.0265086j -0.00118832-0.0414431j 0.000455986-0.0578172j 0.00365161-0.0165438j -3.11925e-05+0.0114372j -0.000509473+0.0280243j 0.000241251-0.0166829j 0.000147947-0.0117214j 
-0.00122953+0.0237647j 0.000562527-0.0167886j 0.00325042+0.0416746j -0.00309401+0.00815707j -0.0020679+0.0449514j 0.00268557-0.150964j -0.000474856-0.102534j -0.00376051+0.046665j 0.00466615-0.0174455j -0.000106954-0.0721311j -0.00219856+0.0938775j -0.000958878-0.029114j -0.00668535-0.00804693j -0.0058124-0.137636j 0.00866669+0.0136533j 0.00436163-0.123368j 0.00653743-0.0566543j -0.00169575+0.00509853j 0.0109544-0.235049j 0.00112958-0.103743j -0.00986437+0.0681315j 0.00915593-0.055952j 0.0103625-0.00405389j 0.00157964-0.0922985j -0.00196714-0.217066j -0.00659213+0.0368542j 0.00890786+0.197893j -0.0020768+0.0854357j 0.0121351-0.0379656j -0.00380401-0.122215j 0.00166484-0.156204j -0.0045091-0.250484j -0.0092675-0.00706341j -0.000612717-0.0745815j 0.00819048-0.23181j 0.00227814-0.171612j 0.00634542-0.0655345j -0.00998901+0.0649191j 0.00323677+0.0701385j 0.00119929-0.14078j -0.00425103+0.0244138j -0.000402234-0.203404j -0.00767396-0.128985j -0.00246509+0.0744394j 0.00720451+0.0108665j 0.00368181-0.0148438j 0.0170273+0.145532j 0.000548199-0.0920061j 0.00427426+0.0207333j 0.00265131-0.00698951j -0.0075024-0.0535j 0.00598448-0.0629105j 0.0106454+0.134862j -1.60614e-05+0.00791089j -0.00599018-0.0506894j -0.00124009+0.0326932j 0.00177052+0.0285991j 0.00535824-0.0170646j -0.000254277+0.0408714j -0.00241702+0.0326121j -0.00414648-0.0205792j -0.00276718-0.104503j -5.28246e-05+0.0032221j -0.00283685-0.0339757j -0.00156545-0.0318515j -0.000611187+0.0843312j 0.00164379+0.0952265j 0.00289418+0.0481795j -0.00314439-0.0152545j 0.00330712-0.0201367j 0.00093847+0.0186876j -0.0013421-0.0191605j 
