0.0120266+0.000294565j -0.0520695-0.0758463j 0.00702636-0.0672341j 0.00421934-0.0401416j 0.0296685-0.048136j 0.00274854-0.0479382j -0.0407897+0.0217858j 0.0379238-0.0150203j -0.0126725+0.00537877j 0.0173961-0.044825j -0.0403161-0.00407253j 0.0384136-0.0141583j 0.00538349-0.0108819j 0.0186182+0.0068193j -0.00783785-0.00226409j -0.00446428+0.0203029j 0.00191537-0.000300782j -0.0128839+0.0100532j 0.010984-0.0084816j 0.0202461-0.000830081j -0.0166905-0.00488509j 0.00684742+0.0169688j -0.00467772+0.00757398j -0.0343747+0.00212987j -0.0260043-0.0190046j -0.00252626-0.0168096j 0.00671111-0.0141394j 0.00809186+0.0106447j -0.00779577+0.0118873j 0.00165684+0.0034188j 0.0188155+0.00473295j 0.0085289-0.0197954j 0.00472798-0.0170592j 0.00734516-0.00695915j -0.00335379+0.00415068j 0.00215504+0.00214564j 0.00699908-0.0147555j -0.0222609-0.00776415j -0.0286902-0.0102684j 0.00231962-0.0196259j 0.0174563-0.0127384j 0.0205837+0.00129957j -0.016323-0.00449651j -0.0168932+0.00414493j 0.00220511-0.00809532j 0.00105272-0.00735945j -0.00304559-0.00362337j 0.00685313+0.000643994j 0.0211705-0.00268173j 0.0305005+0.0386809j 0.00213105+0.00420549j -0.0297975-0.00160053j 0.000812262+0.00910472j 0.0315713+0.00658663j 0.00940101+0.0155936j 0.0101829-0.00562143j 0.0149053+0.0192362j 0.029007-0.00705529j -0.00200835-0.0394669j -0.0360836-0.0423488j 0.0295764+0.00494235j -0.0133192-0.0803388j 0.0455146-0.0956686j -0.0925991+0.00428832j -0.0608706-0.0332894j 0.0243276+0.0719677j 0.0780563-0.0139559j 0.0183707-0.00231782j 0.0259435-0.0573847j 0.0900782+0.0354312j -0.0330429-0.0042827j -0.141822-0.128713j 
-0.043336-0.103264j -0.015845-0.0168679j -0.074733+0.0133354j -0.0335017+0.0383521j -0.00861723-0.034557j 0.00373706+0.0634973j 0.0295412+0.0337745j -0.0149077+0.000779529j -0.0184856+0.0604611j -0.0325504-0.00910048j -0.0111739+0.0617646j 0.0232677+0.157813j -0.0451863+0.0523902j 0.0416817-0.035137j -0.0287883+0.111612j -0.0308254+0.00498457j 0.0208631+0.00478448j -0.0479453+0.0162597j -0.049202-0.0183662j -0.0141631+0.0207365j 0.000219484-0.023092j 0.0523868-0.00125153j -0.0503579+0.0164692j -0.0555263+0.00266776j -0.0045069-0.0084312j 0.00446806-0.0244427j -0.0325989+0.0177552j 0.044512-0.00383629j -0.0463002+0.0305548j 0.0133335-0.00439765j 0.00443621+0.0495022j -0.0265418+0.00404408j 0.0173612+0.0484219j 0.00107047-0.00190572j 0.0213928-0.0608732j -0.0332606+0.0133145j -0.0479207-0.0173844j -0.0409355+0.00103132j -0.0158491+0.0073881j -0.00954916+0.0209552j -0.0310898+0.0239013j 0.0564218-0.0244901j 0.0454982-0.0217585j -0.026111+0.0207375j -0.00350272-0.0215526j -0.00645321-0.0372205j -0.0242481-0.00583659j 0.0365194+0.0151907j 0.0226191+0.0186953j 0.0920888+0.0131529j -0.00555505-0.0144695j -0.067486-0.0162648j -0.0508721+0.00760565j 0.02237+0.00799639j -0.00496452-0.0314804j -0.0263429+0.016415j -0.000971838+0.0496412j 0.0187685-0.0105591j -0.0427709-0.0579826j 0.0185014-0.0144757j -0.0248132+0.0180206j 0.00937541-0.0197685j 0.00171376+0.0101025j -0.0355589+0.0443237j -0.0375345-0.0451056j -0.00223453-0.0190358j 0.0111751+0.0595235j -0.0278339+0.0367469j 0.000663864+0.0470586j 0.0389829+0.0245518j 0.0193023+0.014356j 0.00458087-0.0704241j 
0.0103889+0.0251747j -0.0150302-0.0559962j 0.040633-0.0212683j -0.0704321-0.0354752j 0.0216502-0.0123497j 0.0276143-0.0447201j 0.0415548-0.00582429j -0.00296401+0.039846j 0.0276941+0.0475544j 0.00928488+0.0931853j -0.00147807+0.0157606j 0.0198311+0.0630143j 0.0281773-0.0427054j 0.018976-0.0740696j 0.0043477-0.0647044j 0.0413585+0.0213678j 0.0726812-0.0386526j -0.0441702-0.0122419j -0.0110229+0.0267384j 0.00886137-0.0139582j 0.0200749-0.00788689j 0.00615688-0.0284079j -0.017211+0.0488522j 0.0256211+0.0227907j -0.0276796-0.018105j 0.0169035-0.00294631j -0.0364998+0.00131679j -0.0133616-0.061204j -0.0145602-0.00290671j 0.0489247-0.00756535j -0.0227412-0.0387656j 0.0222742-0.00619835j 0.0123532-0.0278551j -0.00956855-0.0177358j 0.00313296-0.0363708j -0.0499243+0.0161813j -0.00234951+0.0342051j 0.0146161-0.001986j -0.0116768+0.0249813j -0.00690144+0.0608335j -0.00139981+0.00054352j -0.00434779+0.00800409j 0.0350297-0.010316j -0.0331795-0.0356749j -0.00344802-0.00360045j -0.0101846-0.0232649j 0.02979+0.0228364j 0.0348338+0.0295404j -0.00088328+0.0228276j 0.0201378-0.0404883j -0.0134167-0.0320547j -0.000816306-0.00279032j 0.0173987-0.0159429j 0.0187076-0.00615553j 0.00434417-0.0136467j -0.0226306+0.00460043j -0.00526726+0.0119338j -0.0183724+0.0106781j -0.0149916+0.00387131j -0.0226038+0.0088917j 0.00184907+0.00753505j -0.03088+0.0252074j -0.0171303+0.0162661j -0.0148565-0.00336143j 0.00538385-0.0171414j -0.010801-0.00458289j -0.0401968-0.0134352j -0.00506358-0.0353725j -0.0149353-0.000914017j -0.0143397-0.0265583j 0.00812629-0.0325858j 0.010933+0.030424j 
-0.000391583+0.0463912j 0.0445995+0.0579552j 0.018822-0.0208403j 0.00106852-0.00540598j -0.0289245-0.0163828j -0.0211292+0.00702386j -0.0287525+0.0367806j 0.0114281-0.0393005j 0.0741515-0.0409678j 0.033976-0.0158186j 0.0724321-0.0353118j -0.0539321-0.0332287j 0.0403953+0.0467316j -0.00230905-0.00679204j 0.0355541+0.0830157j 0.0103702-0.0299696j -0.0820622+0.0409281j 0.00320887-0.0175491j 0.06044-0.0368866j 0.0142998-0.00114685j -0.0206513+0.0331232j -0.0487053+0.0236881j 0.00346129+0.0147311j -0.0512482+0.00523543j 0.0228356-0.0420284j -0.0330616+0.00110259j -0.00550883-0.000702025j 0.0930829+0.0285624j 0.0265997-0.027439j -0.00724437+0.00842919j -0.0236292-0.00826807j -0.0393963-0.0123786j -0.0139523+0.0380224j 0.0101982+0.0082333j 0.0496548+0.0253812j 0.0289839-0.0509022j -0.0527355-0.0101982j 0.00708339+0.0124156j 0.00903551-0.046123j 0.0328126-0.0357188j -0.0378445-0.0453908j -0.061364-0.00957393j -0.0196094+0.0263725j 0.00229756-0.0470345j 0.0133619-0.0120046j -0.00724224+0.014333j 0.0315835+0.00631631j -0.0121161-0.00623095j -0.0171324-0.0390331j -0.0193042-0.0305651j 0.000848095-0.0311752j 0.00914237+0.0318169j 0.0294271+0.0133454j 0.00182296+0.0325748j 0.0150286-0.0107641j -0.0109794-0.00437194j -0.00803191+0.00790891j -0.0105593+0.0393341j -0.00147717+0.0110715j -0.044444-0.00709067j 0.0511652-0.0106364j -0.00951694-0.0010059j 0.00741898+0.0163664j 0.0243361-0.0477416j 0.00391377+0.0167959j 0.00555022+0.000155314j -0.0444896-0.0214647j 0.000186634-0.0183242j -0.0114233-0.00347768j -0.000753847+0.00260858j -0.0297225+0.00264482j 0.0196251-0.00558094j 
0.0200522-0.0138047j -0.0304124-0.0184591j -0.0119805+0.0665131j 0.0276103-0.00613094j 0.0309625+0.00731796j 0.0687178+0.0400897j -0.00629666-0.0381271j -0.0217034+0.0392332j -0.0263578+0.0173787j 0.0174504-0.0122608j -0.022207+0.0148203j 0.0558292+0.0166689j -0.0530226+0.057683j -0.0108795+0.0327617j 0.0225629+0.026802j 0.0354386+0.00864345j -0.0272184+0.0552701j -0.0558298-0.0163153j 0.0438392+0.0221948j -0.0297523-0.0183877j 0.0219912+0.0271352j -0.0427724+0.00701775j 0.00229292-0.00155753j -0.0136215+0.00257704j 0.0489093-0.00998955j -0.0337759+0.010272j 0.0205915+0.0213073j 0.0296717+0.000732031j 0.0298482+0.0258863j 0.0416951+0.000182459j -0.0253898+0.00846976j 0.00273876-0.0237165j -0.0187611+0.00972827j -0.0169562+0.0231069j 0.0558124-0.0251593j 0.00401018+0.0317086j -0.0251643+0.028343j -0.00718578-0.00281158j 0.00390113+0.00225053j 0.0407147-0.00476886j 0.00579948-0.0133251j -0.0262808+0.00380787j -0.0119996-0.0263672j 0.0230335+0.0249933j 0.0210933+0.0342144j -0.0152326-0.0274758j 0.0210654+0.0146926j -0.0266881-0.027693j 0.0104227-0.0043953j -0.000236895-0.0173849j 0.0117915-0.0507381j -0.0258189-0.0160183j 0.0208934+0.0348283j 0.00411683+0.00604009j 0.00802165+0.00287032j 0.0155863+0.0210912j -0.0439136+0.0208947j 0.0154583-0.0387387j 0.00137091-0.00419263j 0.0049644+0.0348176j -0.0116654+0.0147783j 0.0474028-0.00548427j 0.02593+0.00839743j -0.017663+0.0663751j -0.00633087+0.0329614j 0.00660701-0.0391602j 0.0109235+0.0498784j -0.0329778+0.0232063j 0.0152466+0.0347141j 0.01776+0.0144698j -0.0117555+0.0251845j -0.0166567-0.0206732j 
-0.0368493+0.106437j 0.126049+0.0774614j 0.0473294-0.121444j 0.011344+0.0565393j -0.0932625+0.0126434j -0.0861937-0.0413166j 0.0070625-0.0267885j 0.0180632+0.00929408j -0.01721+0.0552924j -0.0412473-0.0560551j 0.108685+0.0458503j -0.0546448-0.0809983j 0.0402986+0.0844965j -0.00301223-0.0324233j -0.0499418+0.0828779j 0.0421595-0.0413057j -0.011725-0.0525692j -0.0417009-0.0040071j -0.108892+0.00292677j -0.0153135-0.0327588j -0.0491299-0.0305926j 0.0536165-0.0217994j -0.0124268+0.0258184j -0.0213666+0.00923078j -0.0667271+0.00762483j 0.00708382-0.0582966j -0.0050841-0.0019513j 0.0165144-0.0260017j -0.0390036-0.0226816j -0.00287609-0.0246152j 0.00512259-0.0112834j 0.0170951-0.00362876j -0.0324795+0.0361082j -0.00702483+0.00294381j -0.00885536+0.00820472j -0.00285475+0.0353462j -0.0364335+0.0126287j -0.0295949-0.0331833j -0.0356357+0.0162075j -0.0301481+0.00975067j -0.0238963+0.0069146j 0.031576-0.0625533j -0.0250911+0.0560422j 0.00914101+0.00304933j 0.027332+0.0285308j -0.00300044-0.0464508j -0.0486543+0.00140201j 0.00225209-0.0311681j -0.0629864+0.0121293j 0.0100505-0.0169338j -0.0187487-0.0315332j 0.0100217-0.0146166j -0.0207031-0.000263676j 0.00706541-0.0796147j 0.00183978-0.024254j -0.0251824+0.0203724j -0.00685753+0.00624872j -0.00559486+0.0341162j 0.00344524+0.0124737j -0.0025239-0.0263081j -0.00379387-0.0164663j -0.0382977-0.00116586j 0.0222453+0.0168158j 0.0246582-0.0551538j 0.0117272+0.0209407j -0.0382239-0.0167125j 0.0174673-0.0487315j 0.0450418-0.0404695j -0.0228618+0.000107722j 0.00898946-0.0047253j -0.00854796+0.018173j 0.0117374-0.0188119j 
-0.0412783-0.127763j -0.133959-0.0109914j -0.0638066+0.00741206j -0.0483906+0.0180192j 0.021306+0.0724292j 0.0372627+0.0255586j -0.0820077+0.0162835j -0.0471164+0.00814159j 0.0955782+0.120272j 0.0360819+0.11009j -0.0638038+0.00600757j 0.0160292+0.120545j 0.0267665-0.00128826j 0.0423793-0.0144334j 0.0108312-0.0108552j -0.0170497+0.0583123j 0.0752405+0.016006j -0.025447-0.0106624j 0.0304144+0.0702893j 0.0370092-0.0169611j 0.0534483+0.00302549j -0.00756037+0.0600851j -0.0473294+0.00757334j 0.0137083+0.0304708j 0.00961025+0.0220062j 0.00771887+0.0639799j -0.0379052-0.0362053j 0.00285693+0.0406954j -0.0274882-0.0809161j 0.0436551-0.0297349j -0.0465302+0.00177411j -0.0277037-0.0194016j -0.00425942+0.00173388j -0.0238612-0.059745j 0.0376308-0.0550354j -0.0265866-0.0111586j 0.0147549-0.00572696j 0.0311792-0.0172801j 0.0108924+0.0100177j -0.000873213+0.00920813j -0.00694562-0.00677573j 0.0409172+0.0258015j -0.0105893+0.0261628j 0.00678971+0.0239538j 0.0268798-0.0486569j 0.00528616-0.0323188j 0.00298038-0.035967j 0.0267941-0.0252269j -0.0229565-0.00462535j -0.0388129+0.00423011j -0.0108834-0.0207764j 0.0138263-0.034035j -0.0110557+0.0072256j -0.00455383+0.058815j 0.0312935+0.0199712j -0.0502274+0.0110444j 0.0190731+0.00769207j -0.0207633-0.00656405j 0.0105151+0.0258381j -0.0112728+0.0260246j 0.00268155+0.00781196j -0.00403297+0.0141672j -0.0239954-0.00135844j 0.0301784-0.00502002j -0.00457248-0.0366879j 0.0477334+0.0422968j -0.0178935+0.0415476j -0.00226722+0.0398378j -0.00958094-0.0155161j -0.0108346+0.072862j 0.0425692-0.018572j -0.0056171+0.0142471j 
-0.018675-0.0181687j -0.00222174+0.00976975j -0.00562611+0.0517967j -0.015014+0.0165j -0.00704082-0.0421786j 0.00437754+0.0266645j -0.0338196+0.0527502j -0.00415153-0.0959739j 0.0497695+0.0462366j -0.0222707+0.0781564j 0.00576039-0.0186602j -0.0127955+0.0361j 0.0334818-0.0606098j 0.0210923-0.0191071j -0.0230944-0.0398377j -0.0104775+0.0775055j -0.0186534-0.056415j -0.0113389-0.0667934j -0.0219941+0.00641808j 0.00391924+0.0232827j -0.0124675-0.0524349j -0.034164+0.0461406j 0.0378317-0.0179626j -0.00496614+0.0261483j 0.00824106-0.0323636j 0.0290371+0.0541276j -0.0749426-0.0148859j 0.0286746+0.033559j 0.000272927-0.0387764j 0.0460002-0.0037876j -0.00431219-0.0374406j -0.0211535+0.0251274j 0.0158545-0.0337008j -0.0105267-0.0187343j 0.0126626-0.0376422j -0.0191908-0.0244859j 0.0470653-0.00326945j 0.00756062+0.0099662j 0.0378232-0.0302782j -0.0177546+0.0141916j -0.0187811-0.0466025j -0.00568285+0.0136166j -0.00322764+0.00856989j 0.000600052-0.0100717j -0.00652154+0.0152256j -0.0230082-0.0349991j 0.0386183-0.00837391j -0.0349435+0.00796497j -0.0167951-0.023742j 0.00998729+0.00611355j -0.0129978+7.85114e-06j 0.0165947-0.0173673j -0.00753529+0.0769826j 0.020465+0.0277151j -0.00629595-0.00506272j 0.00216825-0.00525458j -0.0311833+0.0108779j 0.0314454+0.0165952j 0.0371951-0.0152253j 0.0227013+0.00126509j 0.00881719+0.0562594j 0.0115863+0.0369344j -0.0317032+0.0208446j -0.0138444+1.61706e-05j 0.0028632+0.0145687j 0.039208-0.00831092j -0.0103768+0.0126526j -0.0211277+0.00747624j -0.022628+0.0331766j 0.04208+0.0382432j -0.0277287+0.0161589j 0.0126169-0.0291175j 
0.0462432-0.0250831j -0.0332203-0.11893j 0.00412736+0.0315433j -0.081822-0.0450752j 0.0393185-0.0167385j 0.0230291-0.0216246j 0.0254014+0.00493767j 0.0280889+0.0711544j 0.0574624-0.00925348j 0.0106725+0.0413947j -0.00564746-0.0632238j 0.0605551+0.0521067j 0.0651767-0.0219518j 0.0492804-0.0961886j 0.0135415+0.00402563j 0.0239233+0.0683898j 0.0239419-0.0118989j 0.000547388-0.0021621j 0.0724153+0.00448716j 0.00540229-0.0230716j -0.0257535+0.0527221j 0.0228234-0.0427679j -0.00921027-0.00105771j 0.0156716+0.00985542j 0.00450867-0.0117289j -0.0166926+0.00320869j 0.0337137+0.0023608j 0.0160228-0.0155302j -0.00105059+0.00914904j 0.0404145+0.00625718j -0.056056+0.0129168j 0.0235154-0.0197636j -0.0490716-0.00204777j 0.0365866-0.0306658j 0.0302307-0.000634175j -0.015483+0.00846743j -0.0214594+0.0213798j 0.0251546-0.0155226j -0.0185538-0.000558866j 0.0377346-0.0165591j -0.01036-0.01812j 0.00217674+0.0452277j -0.0295539-0.0162998j -0.0186479-0.00389961j 0.0118675+0.00883958j 0.00215232+0.00903822j -0.0110799+0.0024501j 0.0338121+0.0134033j 0.000299925-0.0253366j -0.0372411-0.0353134j -0.00905047-0.0456924j 0.0284796-0.0082831j 0.0431859-0.0295433j 0.00310069-0.00131722j 0.0529318+0.0158503j -0.0170784-0.0322491j -0.00883131+0.0109285j -0.0303152-0.0441986j -0.0242237-0.00621569j -0.00586136+0.0300423j 0.0092915-0.0257356j 0.00775116-0.00889305j 0.0229788-0.0314414j 0.0242909+0.0346035j -0.00674948-0.0612361j -0.0214427+0.0177288j -0.0290978+0.0141234j -0.000397027-0.00977343j -0.00663638+0.00336733j -0.0164881-0.0494964j -0.00177247-0.0517032j 0.012449+0.00832785j 
0.0425024+0.0118529j 0.0919673+0.0106105j -0.0120134+0.0402815j 0.0397053+0.0943009j -0.0764669-0.0252042j -0.0662071-0.0456556j -0.0044524+0.0088087j 0.0527732-0.082509j 0.0615203-0.027998j -0.0670796-0.0373647j 0.0829062+0.0384553j -0.0833352-0.0377826j 0.0180643-0.0392957j -0.0674038-0.0104543j 0.0130835+0.0201124j -0.00190252+0.0615267j -0.018786+0.00706175j 0.0275358-0.0291637j -0.053547-0.0464628j -0.0413831+0.0520331j -0.0250212+0.0108009j 0.0551246-0.00451439j 0.0255824+0.0093907j 0.0115699-0.000147487j 0.0212312-0.0307894j -0.0118819-0.0177865j 0.00580738+0.0219059j -0.0229104+0.0213033j 0.00235556-0.0118955j 0.0150993-0.00501282j 0.00329885+0.0387396j -0.013923+0.0544357j -0.0229111+0.0178597j 0.00220945+0.0305377j -0.00452018-0.0137417j -0.0147559-0.00817197j -0.0347149+0.0212279j 0.00990979+0.0247311j -0.009803+0.00196777j 0.0143199-0.033961j 0.00627777+0.00545173j 0.0136458-0.0273446j -0.00609305-0.017118j -0.0125719-0.0167636j -0.0333901-0.0174492j 0.00685137+0.0273205j -0.0132799-0.00157252j -0.00589424+0.0291404j -0.0232336-0.00864863j -0.00663084-0.0271351j 0.025289-0.0173577j -0.00661453+0.00517938j -0.00019968-0.0099649j 0.0103436+0.0240491j -0.0103897-0.00574961j 0.0072079-0.0238988j -0.0303211+0.0106958j 0.0187161+0.0200562j -0.0100732-0.00393336j 0.0195039-0.031421j 0.00336399-0.0214304j 0.00278356+0.0239235j 0.00535474-0.00624959j 0.0206368-0.0189882j 0.000775085-0.00371867j -0.0456173+0.0175475j -0.00617586-0.000160893j 0.0147989+0.0263373j -0.00244477+0.00516066j 0.0200135-0.00165748j -0.0216166+0.0513225j 0.0108464-0.0297038j 
0.00662972-0.0538407j -0.0209532-0.0336617j -0.041325-0.0107501j 0.00802899-0.0100407j 0.0198639-0.077564j -0.021497+0.0302186j 0.079271-0.027073j -0.026797-0.00490535j -0.128407-0.0453198j 0.00288357-0.0934946j -0.0239577-0.0105987j 0.0193939+0.0137348j -0.0291918-0.0300998j -0.0641668-0.0192521j 0.0245033+0.0102578j -0.0127364-0.011785j 0.000887957+0.0542082j -0.0134122+0.0140935j -0.0131893-0.0287519j -0.0048298-0.00349779j -0.0503754+0.0157136j 0.0462812-0.032516j -0.0535839-0.0234458j -0.0496434-0.00219248j -0.0441149-0.0304738j -0.00655585-0.0496692j 0.034547+0.0399144j -0.0153479+0.0069964j -0.00169619-0.0109285j -0.0463868+0.0202249j 0.0199096+0.0460045j -0.0185524-0.01036j 0.0176192-0.00217962j -0.00461623-0.0196457j -0.0217251+0.0422176j -0.0110049+0.0238283j -0.0181214-0.0108015j -0.0307132-0.0339619j -0.0121717-0.035338j 0.0227702+0.00514566j 0.0186736+0.0208174j 0.0080139-0.0160838j -0.0171773+0.0136202j 0.00690573+0.0324668j -0.0216688-0.00961999j 0.00721697-0.0248163j 0.0115731+0.0255367j -0.00757752+0.0134295j 0.0272535+0.0369052j 0.0184343-0.0051178j 0.00715388+0.0764818j -0.0311139+0.0189747j -0.0149977-0.00683411j -0.0321669+0.0396665j -0.0075917+0.0273652j 0.0224003+0.0062368j 0.0452178-0.00394019j -0.0113796+0.0454761j -0.0172426+0.03024j -0.0259138-0.0479514j -0.041369+0.0315863j -0.00618758-0.0257111j -0.0360098-0.00643946j -0.00239075+0.00189509j -0.0243534-0.0163922j -0.00546282+0.00489694j 0.00536962-0.0082108j -0.0165963+0.033106j 0.0286911-0.0082984j 0.00580124-0.0222946j 0.0144928+0.0243557j -0.0226985-0.0125442j 
-0.0767091+0.0243888j -0.00582559-0.0294916j 0.0562667-0.0568481j -0.0312494+0.0283671j 0.0400964+0.033901j -0.0079228+0.0271356j 0.042699+0.00807254j -0.0176459+0.0679385j -0.0752547+0.0391535j -0.046487+0.0269248j -0.0198406+0.0432466j 0.00726767-0.0160573j -0.0639266+0.0427436j 0.119524-0.0108068j -0.0698504-0.0243851j 0.00353226-0.0163304j 0.0340961-0.0380385j -0.0379456-0.0591323j -0.0394163+0.0684242j 0.0514572-0.0615667j 0.0432018-0.0527766j 0.0228417-0.0806687j -0.0439165+0.0375677j -0.0173763-0.0362053j -0.0480241+0.0039762j 0.0453-0.0020454j 0.0159433-0.0630618j 0.0151658-0.0176419j -0.0453209+0.0019567j -0.0150529-0.00476712j 0.0341138-0.0329033j 0.0297752-0.00912928j -0.00278178+0.000652675j 0.0145035-0.0645382j 0.00808043+0.0130869j 0.0249199-0.0138778j -0.0189077-0.018318j -0.0282845-0.0379915j -0.0361355+0.0213086j -0.0231539+0.0199242j -0.0131961+0.0380338j 0.0498792+0.02235j 0.0122347+0.0215927j -0.0326447+0.0273114j 0.0308879-0.0129472j 0.0182772-0.0136939j -0.0130566+0.032345j 0.0332291-0.011062j -0.0199511-0.0119439j 0.021475+0.0246511j -0.00890134+0.0404034j -0.040536-0.0312243j -0.00468295+0.00658202j 0.0100446-0.0515738j 0.0255949-0.0154187j -0.00536641+0.00836014j 0.0314106+0.00878366j 0.01618-0.00164458j 0.00614529-0.0120976j 0.0032256-0.0261088j -0.00453192-0.0136692j 0.00526816+0.00127341j 0.0488399-0.0282634j -0.00591753-0.00431382j -0.0284385+0.00210822j -0.00338135-0.0152848j 0.0590117+0.00439162j 0.0190065-0.0297704j -0.00688338+0.0327489j -0.0184648+0.0297507j 0.0453739-0.0341908j 0.0218382-0.00608549j 
0.0815861+0.118409j -0.0620759+0.00180917j 0.0548845+0.019001j 0.0668983-0.00473082j -0.0770206-0.0146258j 0.0663548-0.0812724j -0.0846987-0.0872024j -0.0294784+0.117268j 0.0121094+0.0657436j 0.0958727+0.0578225j -0.0381998+0.0531997j 0.0582745-0.0845064j -0.0645148+0.0809016j -0.0302169+0.0080213j 0.0451431+0.0417756j 0.0611024-0.0215658j 0.0213328+0.0125616j -0.0108814-0.0150323j -0.00114696+0.0580515j -0.00306868-0.000363193j 0.0399236+0.0376979j -0.0138061-0.0039992j 0.0131755-0.00997386j 0.00529859+0.0628169j -0.020034-0.0142335j -0.0188516-0.0326005j 0.0188042-0.00291345j 0.0220733-0.0417636j -0.00258527-0.00912735j -0.00418292-0.00763803j -0.0299361-0.029164j 0.0377945+0.027131j 0.0235217+0.0111734j 0.00206204+0.0128064j 0.0183903-0.0128623j -0.0522932-0.00712753j 0.0151755-0.0149694j -0.00437265-0.0206435j -0.00874216+0.0262384j -0.0380615-0.00232184j -0.0150039-0.0077265j -0.0439576+0.019017j 0.0296817+0.0108021j -0.0221135+0.00310886j 0.0162899-0.00519933j -0.0119624-0.00735478j -0.00981503-0.0119987j 0.024223+0.0016534j 0.0137196+0.0293701j 0.0149269+0.0186607j -0.0222047-0.0248058j 0.0148804+0.0343169j -0.0197245+0.0269439j -0.00707859-0.00446167j -0.0130773+0.0135145j -0.0135789+0.0129264j 0.0216657+0.0272769j -0.000453542+0.0138494j -0.0135842-0.0289386j 0.0067738+0.0725433j -0.00718589+0.0108295j -0.000354504+0.018323j -0.0193519+0.0173287j -0.0371756-0.00357878j 0.0256466+0.0318206j 0.0280791+0.0124672j -0.0369145+0.00879605j 0.012118-0.0618595j -0.044455-0.0401148j 0.00531464+0.0503335j -0.00950089-0.026733j -0.0488537+0.0440502j 
-0.111395+0.0352548j 0.0544551+0.0525697j 0.0474186-0.0788696j -0.0896565-0.093532j 0.055776+0.0527535j 0.0871452+0.00209251j 0.0795652+0.0193217j -0.057611-0.0921052j -0.0824031-0.113291j 0.0537062+0.0492028j -0.0117654-0.120548j 0.0183699+0.00884713j 0.0780257-0.0120441j 0.0025698-0.0731446j -0.0636779-0.0181301j 0.0179357+0.0319607j -0.0575997+0.0210655j 0.0307704-0.0334305j -0.0233118-0.0602698j 0.0179938+0.0201974j 0.0424783+0.0366145j -0.0281005+0.0434755j 0.0497517-0.00506206j 0.0205431+0.00428796j 0.000661148+0.0642864j -0.0105097+0.0253767j -0.0125652+0.0456159j -0.01771-0.0408286j 0.0282297+0.0305478j 0.0164165+0.00919598j 0.0143038+0.00592503j 0.00489939-0.0648434j 0.0159491-0.0115633j 0.00106865+0.0292837j -0.0101336+0.0153887j 0.0152589-0.0074863j -0.00117674+0.000893333j 0.000130191+0.0724994j 0.012829-0.0216915j -0.00873007+0.0442177j 0.0156201+0.000710941j 0.00509858+0.00504361j 0.00132752-0.00501745j 0.0391296-0.0252556j -0.022221+0.0105982j -0.00146128+0.0323029j 0.021456+0.0127829j -0.0124086-0.00109041j -0.00606458+0.0113988j 0.0679115+0.0126472j 0.019434+0.027587j 0.00835002-0.0127575j 0.00298462-0.0204642j 0.0381103-0.00376454j -0.0324498-0.00131334j 0.00389822-0.0225224j -0.00808819-0.0197335j 0.00118068+0.0149202j -0.0283813-0.0100766j -0.018494-0.00510166j 0.0149472+0.0166967j -0.0759262-0.012928j -0.0217495+0.0188924j -0.0290806-0.0373826j 0.0256876-0.0360381j -0.0221005-0.0573648j -0.00979279-0.0159305j -0.0151754-0.00763353j 0.00601739+0.0499865j -0.00655004-0.0321825j 0.0173289-0.0223356j 0.0417098-0.00137192j 
0.0023715-0.0640741j -0.0255661+0.092991j -0.0851005+0.0014299j 0.067263-0.00405149j 0.0207283+0.0849554j -0.0305475-0.0643372j -0.097435+0.072467j -0.0152845-0.0394566j 0.0132618+0.0112782j 0.0915896-0.0692678j 0.00988684+0.0234402j -0.0760541+0.00163516j 0.024512+0.0131531j -0.0429344+0.0315735j -0.0639795+0.0306883j -0.0212482-0.00630096j -0.0411797-0.0170175j -0.00891859-0.0205258j -0.00125761+0.0311835j 0.0627383+0.0194289j -0.00209695-0.037757j -0.0710858-0.00169621j 0.00948799-0.0101916j -0.0436608-0.00982448j 0.017194+0.00196825j 0.0335595+0.0266474j -0.0254399-0.0289525j -0.00343987+0.0160542j 0.00687368+0.0101323j 0.0134433+0.0147588j 0.0440182+0.00686334j -0.0238142+0.00186233j 0.0174505-0.00227852j 0.0142865+0.00338125j 0.0241884-0.000178577j 0.053742+0.0267223j 0.00799725-0.0239174j -0.00183084+0.00813352j -0.00669404-0.0462213j -0.00346322-0.00677893j -0.0053342+0.00695274j 0.00554926-0.0250903j 0.027679+0.0174744j 0.00833214-0.00386043j 0.0162115+0.0460116j 0.0244384+0.0500409j 0.0110722-0.0331077j -0.0258418-0.00347632j 0.00434321-0.0450152j -0.00102134+0.00136196j 0.032244+0.00141319j -0.00858035+0.0202948j -0.0262344+0.0362759j -0.0229658-0.0101778j -0.0390142-0.00890353j 0.0153235-0.0183743j -0.0266144-0.00161927j 0.0131317-0.021242j 0.0172387+0.0256887j -0.0437544+0.0313187j -0.0416643-0.0394236j 0.0305844-0.00920863j 0.00860385+0.0211912j 0.00724594-0.00517936j 0.025504+0.0160357j 0.0305583+0.000429249j 0.044476+0.0200728j -0.0104734+0.0174046j 0.0356816-0.0275029j -0.0287823-0.0182714j 0.0170997+0.0412223j -0.0287693+0.0214503j 
