-0.0320972-0.0478419j -0.0270102-0.0359054j 0.00783582-0.0644527j 0.00604155-0.0335489j 0.00757031-0.0258509j 0.00497294-0.0305245j 0.00194998-0.0308259j 0.0514576-0.0442731j 0.000635706-0.00734912j 0.00941792-0.00391797j -0.0104772+0.026474j 0.00255165+0.00314139j 0.0284579-0.00841632j 0.0311483-0.00697568j 0.012569-0.000514424j -0.00102125-0.0027558j -0.0199192+0.00915738j 0.0159007+0.00921725j -0.0107294+0.00519561j 0.0145352-0.00850776j 0.000602117+0.00349869j 0.00730853-0.0105362j 0.0271991+0.0109659j -0.00699954+0.000375436j 0.00961228-0.00146879j 0.0299998+0.00931717j -0.00634066+0.000174882j 0.01174-0.013317j -0.0312029-0.0116462j -0.0133539-0.00171724j 0.0259741+0.0124292j -0.0201736-0.0065271j 0.0160556+0.0132652j -0.00839584-0.0274614j 0.0108337-0.0107942j 0.0033542-0.00638717j 0.0329013+0.0272169j -0.0290244-0.0120424j 0.0216979+0.0189074j -0.00782698+0.00725097j 0.0272369+0.0030218j -0.0297207-0.00925917j -0.0143266+0.0212828j 0.00465314+0.0147777j -0.0330296+0.0210711j -0.0268462-0.112865j 0.0728896-0.036405j -0.074128-0.0190943j -0.0186316-0.0481492j 0.00976811+0.0475752j 0.0536951-0.0135989j 0.0169465+0.022286j 0.0319842-0.0646413j 0.0530403+0.0112597j -0.0394354+0.00745296j -0.117607-0.0951787j 
-0.0494327-0.0137706j 0.00311226+0.0161101j 0.0306818-0.034408j 0.0162837-0.0518092j -0.0779679-0.0162134j -0.0205882+0.0477487j -0.0357929-0.11705j -0.0130826+0.0299315j -0.0170696-0.0990389j -0.00263363-0.0308488j 0.124467-0.0613676j 0.000335089+0.0415973j -0.0279311+0.00139823j 0.00580205-0.0784602j 0.0298898-0.00191614j 0.12484+0.0726909j 0.0246855-0.0141226j -0.0789891+0.0348714j -0.0214256-0.0500276j 0.0134989+0.0426027j 0.0840031+0.0457815j -0.128025-0.00880693j -0.0742274-0.109339j -0.0742185-0.0693017j 0.0224993-0.113236j 0.111435-0.068705j -0.000280794+0.0970046j -0.00232581+0.0118219j -0.00645162-0.028186j 0.0394814+0.0154208j 0.0488694-0.022355j -0.0910543+0.0994321j -0.0273705+0.00208515j 0.056532-0.0257591j 0.00962756-0.0343033j -0.046258+0.0423083j -0.0446942-0.0435672j -0.0750427-0.0714673j -0.103913+0.0431015j -0.00781112+0.026829j 0.0517359+0.0163636j 0.0251089+0.0392956j -0.0308245-0.0226825j -0.0542149-0.0234481j -0.0232278-0.0561527j 0.0460481+0.038308j 0.0769762-0.00125894j -0.0379847+0.0521335j 0.00579005+0.0795019j -0.0100933+0.0274148j 0.0405744-0.0105753j 0.0419366-0.0542745j -0.0424356+0.0174008j -0.00780347+0.0330447j 0.0491309-0.025097j -0.0147975+0.0172801j 
0.0196147+0.0209849j -0.0134732-0.00664695j 0.015999+0.0100178j -0.0479803+0.0209621j 0.0306675-0.0020418j 0.0298184-0.0345425j 0.00965828+0.000355607j -0.00588099+0.012723j 0.0165166+0.068424j 0.102354+0.00453918j -0.0582902-0.0294127j 0.00721726+0.0473177j 0.0765199+0.0137529j -0.0937343-0.00835156j -0.0212437+0.0372171j -0.0136381+0.0324439j -0.0841678+0.0536639j -0.0695583-0.0325047j -0.151682-0.0242629j -0.067093-0.0291792j -0.0204272+0.140525j 0.0774615-0.0309924j 0.0745347+0.0384465j -0.0554763+0.0750049j -0.128173-0.0849924j 0.0219195+0.142419j -0.0612278+0.0230218j -0.0575515-0.0145022j 0.117049-0.0240858j 0.107306+0.0369775j -0.0992403+0.102879j 0.0860332-0.025249j -0.0382604-0.0959263j 0.00751338+0.0775101j 0.0581043+0.0509272j 0.0815863+0.0766555j 0.0782915+0.0342031j -0.0627629+0.0215069j -0.00957271+0.0613482j -0.120342+0.0242454j -0.0351233+0.0399716j -0.000561319-0.0165836j -0.0716739+0.0236095j -0.0378085+0.0088821j -0.00624464-0.0674341j 0.0419354-0.052159j 0.0589003+0.0204539j 0.00224884-0.0123039j -0.0226762-0.0176738j -0.0543148+0.00133189j 0.0173218+0.0268303j -0.0105743+0.0273001j 0.0609972-0.0139449j 0.0192746-0.0195952j -0.017689+0.0297047j 0.00263952+0.00498678j 
-0.0108201+0.0186708j -0.000415493-0.0281644j 0.0400276-0.0935572j 0.0420215-0.00874047j -0.0500694-0.0696399j -0.0204234+0.0718215j 0.0257578-0.0478755j 0.0186238-0.0983408j -0.00661369+0.0961231j 0.0182814-0.0828563j 0.00769796+0.0351113j -0.0543375+0.0413594j 0.0462833-0.0842123j 0.0140461+0.103094j -0.0192288-0.0110218j -0.0342184-0.0188843j 0.133135-0.097539j -0.0278619-0.0327563j 0.0198002+0.0160793j 0.126196+0.0225124j -0.0791542-0.0367146j -0.0119038-0.0724711j -0.0363588+0.0177165j -0.0369898+0.0463843j 0.0771195-0.0127125j -0.0643885-0.0488826j -0.0455309+0.0340464j 0.0764172+0.0298805j 0.182937-0.0272001j -0.160719+0.0923045j 0.0321426-0.00727909j -0.0174205-0.0657923j 0.0475555-0.065248j 0.0751413+0.066655j 0.0144631+0.052622j 0.0305922-0.0529373j -0.0828771+0.0243899j -0.0363631+0.00205399j -0.0478244-0.0184721j 0.0388517+0.0925075j 0.00247969+0.00271025j -0.0403407-0.0504925j 0.0698095+0.0130328j 0.0310707-0.0932419j -0.0360611-0.0341105j -0.0332996-0.0268575j 0.00111576+0.0456726j 0.0566462+0.0452555j 0.00743827+0.0425236j 0.0154717+0.0435532j -0.0568033-0.059978j 0.0515072-0.0375392j -0.0679371-0.0402961j 0.0452984+0.0833382j -0.0198274-0.0296944j -0.0185156-0.0235851j 
-0.0027192-0.044691j 0.00901033+0.0208958j -0.0240059+0.0677492j -0.0758189-0.0290119j 0.0322322+0.0441499j 0.0297919+0.0397784j -0.00929197+0.00985174j -0.0923039-0.025352j 0.104714-0.0246013j 0.0448914-0.0407537j 0.0677513+0.00642472j -0.0490154+0.0751583j -0.0454697+0.0783315j -0.0972808+0.0623624j -0.0445146-0.0342623j 0.027975+0.0166766j -0.0643426-0.000710222j -0.0320621-0.123264j -0.00956063-0.0105399j -0.000249736+0.0449492j -0.0625269+0.0229635j -0.0739977-0.0440719j 0.0194651-0.0948957j -0.0202096-0.0687446j 0.0822011+0.0380131j 0.116766-0.0503425j -0.0485172-0.0200505j -0.0183955+0.0230058j -0.127379-0.00480547j -0.0279506+0.0576153j -0.102511+0.0321854j 0.124247-0.133921j 0.0203248+0.0527579j -0.106715-0.0745376j 0.0394009+0.0373499j -0.0891863+0.122089j 0.0792525-0.0189786j -0.0804514+0.0356866j -0.086009-0.000980099j -0.0836697-0.00238577j -0.0808715+0.0444673j 0.0322082-0.0612102j -0.0293099+0.0584091j 0.0981963+0.0546806j 0.0762014-0.0202525j -0.0421996-0.014282j -0.0458899+0.0036066j -0.0131691-0.00553076j -0.06597-0.0532724j 0.00546617-0.0224674j -0.0321937+0.0161821j -0.0612566+0.0424815j 0.0280197-8.73848e-05j 0.00229104-0.0292802j 0.0451313-0.0139843j 0.0018847+0.0129497j 
-0.0237961-0.026372j -0.0567247+0.0233011j -0.0216045+0.0163671j -0.00905685+0.0157577j -0.00584206-0.0751229j 0.0271916-0.0377299j -0.0144265+0.026727j 0.039018-0.0488867j 0.0805067+0.0129244j -0.0151364+0.0219982j 0.0108552+0.0600245j 0.0623872-0.0268002j 0.239181-0.00566599j -0.0639752-0.0463213j -0.0373125-0.0691566j -0.00918339-0.0334759j 0.0438832+0.044874j 0.0167483+0.0783986j -0.0401181-0.0530801j -0.00325972-0.0558336j 0.0980755+0.0741755j -0.079588+0.0538596j -0.0634641-0.0149842j -0.107374+0.034281j 0.174752-0.0245191j -0.0283897+0.0421939j -0.127752+0.0630458j -0.0686394-0.0154216j -0.00485997-0.039632j -0.0716454+0.0816075j -0.0204356+0.00296089j -0.031171-0.00319095j 0.0167539+0.0113079j 0.0944725-0.0350802j -0.0373375-0.00873457j 0.010052-0.000329806j -0.0413063+0.0218651j -0.133844+0.104851j -0.0482212+0.0436828j -0.126644+0.0505154j -0.0828933+0.0106848j 0.079244+0.0184016j -0.0266578+0.0561713j 0.011402+0.0105482j -0.00298904-0.00925744j -0.0525915-0.0102163j -0.0671534-0.0128575j -0.0191727-0.0554239j 0.0131914-0.00673865j -0.00576505+0.0379172j -0.0368568+0.015084j 0.0206396-0.0233729j 0.00759891-0.0389226j -0.0117845-0.0365748j -0.00177803+0.0106281j -0.0377434+0.015981j 
-0.0391424-0.00894003j 0.0253379-0.0370119j -0.0405046-0.0228416j 0.0226791+0.137757j 0.0441677+0.0797291j 0.0259416-0.0160072j 0.106057+0.0368113j 0.0927324+0.0938453j 0.0683014-0.00404796j 0.0316667-0.110847j 0.0084721-0.0349714j 0.0681632-0.00423416j 0.0529939-0.0187916j 0.0775094+0.0632165j 0.0122059+0.0783135j 0.114785+0.0792944j 0.0498462-0.0375633j 0.0408922-0.0839904j -0.151239+0.137357j 0.0341283+0.105324j 0.20405+0.0106799j 0.193759+0.0581071j 0.194716+0.0411252j -0.0700876-0.0739097j -0.0274345+0.0343311j -0.178948-0.118373j -0.0743432+0.0144655j 0.00982644+0.0833789j -0.0132388-0.0436357j 0.0177721+0.03319j -0.151403-0.101958j 0.0298705+0.0431527j -0.0719989+0.0933192j 0.0923181+0.045161j -0.0459803-0.0109124j -0.0497162+0.000118549j -0.0714628+0.100149j -0.0215704-0.156134j 0.00448237+0.0984997j -0.00918808+0.0688029j -0.0541221+0.0616533j 0.0101588-0.076876j 0.0229119+0.00305998j 0.00442694+0.00463211j -0.00268614+0.0335211j -0.0389328+0.0123169j 0.016075+0.0741259j -0.0271264-0.0363291j 0.00875398-0.0513544j 0.0511024-0.0267565j 0.0256941+0.0193494j -0.0463531+0.033078j 0.0361812+0.0816701j -0.00721955+0.0450203j -0.0535333-0.00783118j 0.0089667+0.0306485j 
-0.0173632-0.00241489j -0.0142284+0.000938966j 0.0215484+0.0114632j -0.000890429+0.0122087j 0.0053855-0.0410249j -0.038581-0.0277203j 0.0683805-0.0512386j 0.0429269+0.0738114j 0.0351113-0.071841j -0.0840677-0.0945717j 0.0946443-0.021428j -0.00347386+0.085518j -0.0114749+0.0432399j 0.0926404-0.0938257j 0.100995+0.0979951j 0.0464873+0.100855j -0.113436-0.0686658j 0.0873218-0.0453671j -0.0889653-0.0685165j -0.067632+0.0444583j -0.0608557+0.0385277j 0.0447096-0.0479229j -0.0150203-0.0393325j 0.0682581+0.0368193j -0.0669557+0.018541j -0.045655-0.0662056j 0.0394764-0.0223594j 0.0254122+0.0506177j 0.0333206+0.0324296j -0.0892614-0.0163966j -0.0053532+0.0501089j -0.0272851+0.0182554j 0.0496932-0.0886066j 0.0674848+0.038219j -0.0451481-0.0555701j -0.0103436+0.0291955j 0.024512-0.00588568j -0.0295737+0.011831j 0.0235737-0.0300695j -0.088192-0.0622132j 0.0475157-0.00371776j -0.0286467+0.0017847j 0.00297046+0.0642652j -0.0373401-0.0197833j -0.0413461-0.0398207j -0.0117361+0.0271425j -0.0053516+0.0679393j -0.0633446-0.0127212j 0.0399571+0.0546199j -0.00437705-0.024638j 0.023699+0.0419266j 0.00147881-0.0441783j 0.0249018+0.00516781j -0.0388098-0.0219418j 0.026572+0.0265162j 0.00328217+0.0229855j 
-0.0212113+0.0124758j 0.00966752-0.0166753j 0.0261384-0.0373019j 0.0383403+0.0367945j -0.00415776-0.0547836j -0.0624969+0.0148655j 0.0499119+0.0414884j 0.027388-0.0214007j 0.0293829+0.0103083j -0.0525156-0.168154j -0.00198718+0.0179955j -0.0475207+0.0733052j -0.0403672+0.0158442j 0.0539326+0.0613729j 0.0356386-0.0113811j 0.0169944-0.0405156j -0.107649-0.0931956j -0.00875248-0.111176j -0.0703462+0.0933148j 0.0566356-0.0157414j -0.109389+0.0103019j 0.0216168-0.0795709j 0.0554678+0.0784049j 0.0166436+0.0608653j -0.0695763+0.143885j -0.11837-0.115851j 0.0055074-0.0621301j 0.026186+0.0617199j 0.105781-0.00232609j -0.079126+0.00339466j -0.00173121+0.0111557j 0.063376-0.0806456j -0.105136+0.0501893j -0.0319964+0.0216004j -0.0675451+0.0174778j -0.0177813+0.095834j -0.0378353-0.0166465j 0.00775094-0.0138633j -0.0401587-0.0427746j 0.0202267-0.0571564j -0.0330871-0.0308498j -0.0711547+0.0747696j 0.0449789+0.0520219j -0.0131121-0.00638253j -0.0583699-0.00895403j -0.0778526-0.00645565j -0.0100657+0.0592507j -0.0515075-0.00534574j 0.0131741+0.0281915j 0.0551581-0.0101207j -0.0370952-0.0608377j 0.00228734-0.051068j -0.0227855+0.00501765j 0.0233825+0.0238234j -0.0201573-0.00556365j -0.0053039+0.0210512j 
0.00537149+8.43493e-05j -0.0870405-8.55306e-05j -0.0244244+0.0369002j -0.0978716-0.0823565j 0.0483106+0.00427486j 0.0355329+0.000306684j -0.0438508-0.030215j -0.0213566+0.0356774j -0.0601888-0.0195089j -0.00668633-0.0544187j 0.0122267+0.0164987j 0.0210092+0.00184212j -0.146574-0.0404229j -0.0439467+0.0887167j -0.00317756+0.0434338j -0.0545967-0.0907777j -0.00105875-0.0291102j -0.103245-0.101407j 0.0824765+0.0173032j 0.098506-0.0594571j -0.000837127+0.0390523j -0.129295-0.0850351j -0.0101946-0.02962j -0.00925459+0.100841j -0.0991464+0.033031j -0.0054951-0.0571244j -0.0488392+0.0176674j -0.0595869+0.0195747j 0.0421589-0.0711335j -0.0583588+0.0523483j 0.064233+0.0142652j -0.0748427-0.0291223j -0.0111712+0.0743871j -0.024972+0.0247724j 0.0684997+0.0698716j -0.00477513-0.0578623j -0.0719134-0.0459001j 0.060626-0.013603j 0.0389808+0.046299j 0.0294239+0.0329049j -0.020871+0.00696536j -0.0508987-0.0181244j 0.0106244+0.00662244j 0.00596476-0.00605166j -0.0280174+0.00514562j -0.0314134-0.0216299j 0.0495288-0.00461276j -0.0485611-0.0199878j 0.00557886-0.0432138j 0.00740486+0.0518637j -0.0187513-0.000897951j -0.0511616+0.0625913j 0.0405473-0.0662233j 0.0187352-0.04245j 0.00892348+0.00242034j -0.013722+0.0290862j 
0.0614772+0.0461518j -0.000296197-0.0107039j 0.0310587-0.0208393j 0.0392213+0.0342465j 0.00951967+0.0281664j 0.00474552+0.0205158j 0.000926383+0.0128825j -0.0586755+0.0312794j -0.140075-0.0224011j -0.112973-0.0197045j 0.139148+0.0371571j 0.162668+0.0749565j 0.00628879-0.0229578j 0.0817259-0.108779j 0.0339865+0.17982j -0.0307185+0.159384j 0.00655755-0.0216155j 0.0962377+0.0858761j 0.0577706+0.0175182j -0.164359-0.0681475j 0.0967456-0.0479635j -0.00431629+0.00932682j -0.190993+0.00630988j 0.0792058+0.132842j 0.0741605+0.0357493j 0.0626242-0.03189j 0.0293538+0.00985294j 0.0512154+0.079129j 0.0245823+0.03825j -0.0109722-0.0629442j 0.00531166+0.0193784j -0.0030725+0.0568597j 0.109743-0.0686161j 0.0293205-0.104004j -0.0621655+0.0104429j -0.0485994+0.0159907j -0.0163353+0.142582j -0.0149086+0.0471707j 0.0206272+0.114818j -0.0615135+0.00551082j 0.0255541-0.00322124j -0.0227708-0.00744118j -0.00280317-0.0312022j 0.102553-0.00764727j -0.0231682-0.0431984j -0.00489652-0.0526151j 0.0147878-0.00779159j -0.0539392+0.0189966j -0.0373694+0.0118832j -0.00940197+0.0169893j 0.0492665-0.0282716j 0.0246533+0.0279636j -0.0136425-0.00122241j 0.00338672-0.0228206j -0.0261462+0.0162316j 0.0512904-0.00855382j 
-0.0156488+0.0111196j -0.0195316-0.000551798j 0.0265699+0.0246906j -0.0580104-0.0327225j 0.0616265+0.0256424j -0.0537561-0.0563631j 0.00328592+0.00205767j 0.0298808+0.0750448j 0.0133265-0.0689158j -0.0968825-0.067541j 0.0288439-0.0604117j 0.0472085-0.0928774j -0.0352255-0.106608j 0.0351905+0.0688069j 0.0320704+0.0312037j 0.0593444-0.0910323j 0.0314621-0.0892128j 0.0873083-0.0876479j 0.0653169-0.017523j 0.0359196+0.00260625j -0.0118973-0.043623j -0.0421524-0.124683j 0.108373+0.0272391j -0.0924934+0.0557866j 0.00825604-0.17185j -0.0118396-0.0310894j -0.00393698+0.0688685j 0.00792722+0.0285382j 0.0554113-0.0814833j -0.102295-0.0824061j 0.0934202-0.0236489j -0.092657+0.114566j -0.0122638+0.021654j 0.037914+0.00756585j 0.00721883+0.0297795j 0.00532484-0.00268424j -0.0748795+0.00161892j 0.0484826+0.0243786j 0.0245831+0.0326666j -0.0293525+0.0133694j 0.0211585-0.0122709j -0.0458728+0.0475752j 0.0410639-0.0279115j -0.0251752-0.000786496j -0.0238162+0.0181184j 0.0325383+0.0134872j 0.000830341-0.00784447j -0.047598+0.00213455j 0.00777888+0.0183383j 0.0367888-0.0286034j 0.0453148+0.00292818j -0.0472439+0.00627563j 0.0551139-0.0211244j -0.0275167-0.0160375j 0.0168695+0.00854185j -0.0169477+0.0149557j 
0.00720167-0.011971j -0.0116019+0.00495986j -0.0284501+0.0342139j -0.0224345+0.038381j 0.0214658+0.00325492j 0.0102232-0.0523893j -0.0248361+0.0529843j 0.0230261+0.000679788j -0.00259963-0.0417581j 0.0372738+0.0291152j -0.0717897+0.00771166j -0.0347793-0.0769271j 0.00120713-0.188547j 0.02271+0.0489875j 0.0344311+0.0427989j -0.057787-0.0262705j -0.0543843-0.105882j 0.0203475-0.0426779j 0.00171083+0.0336107j -0.0076103-0.0503078j -0.0868095-0.0863032j 0.0547782+0.0809877j -0.0162382+0.146381j 0.0776212+0.120551j -0.0605542-0.123458j -0.0422425+0.0315516j 0.0100678+0.123682j -0.0118138+0.0498807j -0.0255578-0.0156147j 0.0864766+0.0613997j -0.000568555+0.0823638j 0.0821881-0.0660297j -0.0333533+0.0323099j -0.048998-0.0757498j -0.0123265-0.0260378j 0.0476862+0.110934j 0.0273155+0.0434934j 0.0715754+0.124028j 0.0133138+0.0330707j 0.0671537+0.00762983j 0.00921188+0.0382854j 0.0181554-0.0428203j -0.0256676+0.0599411j -0.0258532-0.0346884j 0.00438389-0.0112966j 0.0128858+0.00952795j -0.0228694-0.0202179j 0.0287987-0.0363585j 0.0247295-0.0232153j 0.00729447+0.0217772j -0.00906515+0.0188902j -0.022828+0.0145325j -0.00028195+0.00677619j 0.00133661-0.0138351j -0.0157765-0.00555066j 0.0190417+0.0185537j 
-0.0193017+0.012287j 0.0227197+0.0352308j 0.00772526+0.0210506j -0.0354359+0.0434254j 0.0286345+0.0338672j 0.00946646-0.0112092j -0.0308589+0.014226j 0.0406673-0.0321457j 0.0469436-0.0215952j -0.00205069-0.118849j 0.0736502+0.0385269j -0.0027282+0.0765144j 0.0714235+0.0293934j -0.0961034-0.0172482j -0.0442825+0.00343363j 0.067422+0.0195714j 0.00213167+0.0174745j 0.0600089+0.0240375j -0.0588136-0.0377246j 0.0458442+0.0783661j -0.0334426-0.0889733j -0.0115709+0.00626076j -0.0302356+0.0160111j 0.00613357-0.0239385j 0.0595114-0.0242464j 0.00189424-0.0592538j 0.00770148+0.0010697j 0.0482869+0.0478027j -0.0405142-0.0718679j -0.102081+0.0602307j -0.0456175+0.0995514j 0.0280642-0.0363674j 0.0358744+0.0174581j 0.0224008+0.0360672j 0.0501785-0.0456049j 0.0485416-0.0220388j 0.00941147+0.0269049j -0.0599161+0.0384477j -0.016067+0.0163616j -0.0346779+0.005612j 0.071956-0.000644959j -0.00207903-0.041837j -0.0920817+0.0431362j -0.0387026-0.00854627j -0.0298256-0.00241517j 0.0411084+0.033358j 0.000984983-0.0212057j -0.0141165+0.0524185j 0.0144939+0.0360798j 0.03353-0.0137966j 0.0175402+0.0374439j -0.0448985-0.000465898j 0.00814891+0.0265915j 0.000733654+0.000785862j -0.00923729-0.0125439j 0.0233017-0.0155215j 
-0.0115444+0.0330963j 0.0291203-0.0300803j -0.0514606+0.0844497j -0.0474584-0.0752151j -0.0170944-0.0664834j 0.000706918-0.00634503j 0.0293703+0.0310054j -0.000269977+0.0644826j -0.0542636-0.104471j -0.0869181-0.055014j -0.0203458-0.0402898j 0.0736508+0.00342556j 0.00985557+0.0334978j 0.0429297-0.0274071j 0.0183488+0.0947135j -0.0110944-0.00241211j 0.0195018+0.0570765j -0.00361742+0.0232199j -0.0101075-0.0673603j -0.05253-0.0396923j 0.166212+0.0679398j -0.040316+0.0499264j 0.00854246-0.0821315j -0.00903733+0.0870879j -0.0484026+0.0387534j -0.0285704-0.023265j 0.0132032-0.033003j -0.100438-0.0170932j -0.00693294+0.00969907j -0.0125853-0.0510927j -0.0168097-0.0262481j 0.000611236-0.0497231j -0.00779238+0.00353067j 0.0211958-0.0635714j 0.0117762-0.00973868j -0.0163187-0.0350808j -0.0428631-0.0574907j 0.00122541+0.00121134j 0.0458072+0.0689373j -0.0360439+0.0127319j 0.0234673+0.0133576j 0.0237788-0.0622528j 0.00193321+0.0303108j -0.019384-0.0146294j -0.00255761+0.037321j 0.0268372+0.0193907j -0.00150238+0.0126389j -0.0419068-0.0796185j 0.0211165-0.00754422j 0.0124869-0.035704j -0.0299884+0.0455256j -0.0457371-0.0189019j -0.0180549+0.02431j 0.00842461-0.0114597j -0.00775994-0.0347226j 0.0473157+0.0275156j 
-0.00943419+0.0393808j 0.0237117+0.0443707j -0.0281418-0.0682842j -0.0111338-0.0250069j -0.0290911+0.0760771j 0.0480384+0.117344j 0.0718336-0.0430574j -0.0764784-0.00996085j -0.0390438+0.00398619j 0.0557297-0.0129519j 0.131481-0.0254676j -0.0219761+0.0520631j -0.0814849-0.00571113j 0.0134774+0.150455j -0.0739513+0.0618984j -0.023387+0.0941642j 0.00514472+0.0484463j -0.072866-0.0772939j -0.0670191+0.0246212j -0.0109154-0.0290162j -0.0164726-0.0403915j -0.0739894+0.0440188j 0.0147686-0.0791306j 0.0296237+0.0800285j -0.00480667+0.00508303j -0.0394197-0.113791j 0.0101096+0.00399162j -0.0721057+0.147142j -0.0175569-0.114197j 0.0435109+0.066326j -0.0731678+0.116428j 0.0548938+0.0661985j 0.0396952+0.00346509j -0.0224056+0.0384589j 0.0668288+0.0953311j -0.0508548+0.0844281j 0.0462345+0.0369932j -0.00520794-0.0860485j -0.0133069+0.0297742j -0.0127567+0.0370508j 0.0151644-0.0251874j 0.0118193-0.029285j 0.0183419-0.00328853j -0.00529561+0.0340128j 0.0568746+0.00329722j 0.0818057-0.0642514j -0.0107361-0.0181535j -0.0139886+0.098873j -0.0438894+0.0139145j -0.0406752-0.0318039j -0.0211544+0.0189265j -0.00917207+0.0443372j -0.00857141-0.0137492j 0.044918+0.0139998j -0.00384483+0.0279184j 0.00195697-0.0330013j 
0.028896-0.0137819j 0.0460655+0.0632238j -0.0472264+0.0578644j -0.0494156+0.0194187j 0.00593259+0.108151j -0.0258531+0.0386851j -0.0713922-0.00557249j -0.0172469-0.130307j -0.0145772+0.0797901j -0.0182561-0.00664482j 0.0843515+0.0655617j -0.0278208+0.0243163j -0.0691569+0.0131754j -0.123751+0.0759795j 0.0476103-0.120093j 0.0709383+0.0665879j 0.0460535+0.0958263j -0.104136+0.0616781j 0.0455751-0.0356428j 0.0108229+0.0114562j -0.0508095-0.0809671j 0.0113218+0.0246832j 0.0199254-0.00180029j 0.0109035-0.208501j 0.0889385+0.0164148j 0.0428653+0.0481691j 0.147916+0.0271309j 0.0473921+0.0411461j -0.109766-0.0388957j 0.094997+0.0254634j 0.00643195-0.0458817j -0.030314-0.0201002j 0.0577194-0.0207553j -0.0346702+0.0369152j -0.00287236+0.0338954j 0.0616069-0.0118711j 0.0754253+0.0687552j -0.0139301-0.00096173j 0.0766022+0.0376662j -0.00420702+0.0817171j -0.0123133+0.00312214j -0.0276187+0.00851031j 0.0200781-0.0141258j 0.01885+0.0381991j -0.0205321+0.0227933j -0.0016177-0.0376831j 0.0206011-0.0352011j -0.043908+0.036536j -0.0347149-0.0749171j 0.0194821+0.00354021j 0.0205749+0.0210485j -0.0171081+0.0222537j 0.00651283+0.0279477j 0.0257715-0.0192352j 0.0352895+0.0115352j 0.0365938-0.0300129j 
0.00948348-0.0176298j -0.0743566-0.0307655j 0.0210248+0.0179807j -0.0320954+0.0588169j 0.0674763-0.107577j -0.00682863-0.0179391j 0.0497649+0.0256634j 0.040005+0.00875231j 0.0288841+0.0631911j 0.0127205-0.0900181j 0.000194006+0.106341j 0.0129978+0.0812131j 0.0625892+0.173992j 0.0454749-0.108462j 0.041751+0.0113782j 0.0101622+0.0381332j -0.0511762+0.0782049j 0.00604957+0.168602j -0.128061+0.037484j 0.109759-0.0700851j 0.0273126+0.036152j -0.0414683-0.0541494j -0.143016-0.00547209j 0.041863+0.00963481j -0.0382173+0.104656j -0.0365456-0.0739543j 0.0743774-0.200604j 0.0770689-0.0579728j 0.120602-0.00165587j -0.0178866+0.0179439j -0.0537898+0.0497196j -0.00522701+0.0229585j -0.00979824-0.0386858j 0.0120453+0.0096665j 0.0401521+0.000588724j 0.0780833-0.0358768j 0.00689983+0.00197732j 0.0484207+0.00993807j 0.0224969-0.0136421j 0.0181431+0.0158193j 0.0678811-0.0176636j 0.0088827-0.0438664j 0.00294151-0.00264036j 0.00632175-0.0314276j -0.0227287-0.0127451j -0.019984-0.0116737j -0.050256+0.00716366j 0.000121617-0.0349176j 0.0155509-0.00722109j 0.0034377-0.00426404j -0.0217251-0.0103529j -0.0209917+0.0170664j 0.019686-0.0362131j -0.0188233-0.0446231j -0.0248277+0.0078413j -0.0159183+0.0352431j 
0.00929129+0.0211923j 0.007214-0.00238237j 0.0840788+0.0781816j -0.013551+0.103089j 0.0624776-0.074601j 0.0498389+0.0384799j 0.0563091+0.00354789j -0.00765968-0.0163011j 0.131757+0.0813552j 0.0182455+0.0552402j 0.0966367+0.0567107j -0.0304297-0.124053j 0.0371349-0.0735539j -0.059055+0.011371j 0.110616-0.102572j -0.0501203-0.00687053j 0.00471724-0.0410131j -0.100208+0.041735j 0.0128897+0.0501907j 0.0422564-0.0903762j -0.0633002+0.0470627j -0.0656191-0.00153192j 0.00140868-0.0351269j -0.072489-0.0616399j -0.143614-0.0540841j -0.00561838+0.0374343j -0.0111404+0.0988047j 0.0228222-0.00702801j -0.0589215-0.0595496j 0.0123029+0.118463j 0.0452762+0.000196702j 0.0248615+0.0790035j 0.00795619-0.0702966j -0.00765239+0.0104965j -0.0533067-0.0435452j 0.0392131+0.0192853j 0.0322021-0.0478161j -0.00611639+0.00897525j -0.00864189+0.0112121j -0.0213109+0.00594113j 0.0418402+0.0291087j -0.0164765+0.0307223j 0.0107985+0.0356806j 0.00141948-0.0246769j -0.0208887-0.0239882j -0.0896013+0.0181609j -0.0338576+0.075719j -0.00516407-0.0469082j 0.00474094+0.0252604j 0.0174751-0.0499866j -0.0317911-0.0104119j -0.0129586-0.0343264j -0.00231682+0.00595075j -0.016878-0.0478277j -0.0106488-0.0192421j 0.0461811+0.0119144j 
