-0.0173035+0.0322803j 0.0157272-0.0512696j -0.00197968+0.0075397j -0.0385265+0.0506935j 0.00815378-0.0240171j -0.0127335+0.0197798j 5.13718e-05+0.0190764j 0.00152221+0.00633667j -0.0129693-0.0105568j -0.00564018+0.0253989j 0.0136757-0.00332985j 0.0219516-0.0147135j -0.0328417+0.00458103j -0.0180599+0.0142609j 0.0358009-0.0159177j -0.00181198-0.0622743j -0.0995941-0.0232999j 0.0288257-0.011492j -0.0107234+0.0226631j 0.00952284-0.0318465j 0.0122859+0.00824902j 0.010977-0.00174364j 0.00759744+0.014712j -0.0222546-0.0144856j 0.00690004+0.00144228j -0.00150395+0.00299004j -0.0173609-0.00210429j -0.00312271+0.000830812j 0.00980526-0.0128284j -0.00750912-0.000936501j -0.000682448+0.0205828j 0.00368392-0.016055j 0.0335282+0.0285618j 0.00489376-0.0486126j 0.0191307-0.0368955j 0.0483722+0.0106338j 0.00518951+0.016325j 0.0221318-0.0113701j -0.0117234-0.0330265j -0.00434627+0.00555747j -0.0154737+0.00260655j -0.00592158-0.0134141j -0.022543+0.0166191j 0.000692864+0.0066161j 0.000277707-0.00882002j -0.00796618+0.00542232j 0.00459587-0.0243557j 0.00619599+0.00163873j 0.000216573+0.0111594j -0.00640616+0.0143047j 0.00169791-0.00550577j 0.00482507-0.00145872j 0.00862246+0.0134586j -0.0121347+0.00959691j 0.00978564+0.00561194j 0.00681253-0.0105463j 0.0063628+0.0115954j -0.0221975-0.0151947j 0.00963021-0.0080045j 0.0121554-0.00351487j -0.0148584+0.00227216j 0.000911044+0.00646672j 0.000106541-0.000908411j -0.00228958-0.0006622j -0.00296537+0.0133396j -2.99459e-05+0.00448699j 0.00107369+0.00554543j -0.00498641+0.00506321j 0.00343103-0.00122029j 0.000872403+0.000152015j 0.00283007+0.000356537j 2.49114e-06-0.00338851j -0.00123329+0.00482167j -0.00185558-0.00137778j -0.0042163+0.00314981j -0.00365205+0.0031558j 0.00359798+0.000416414j 0.00682555+0.00490252j -0.000467686-0.00111876j -0.000120202+0.0014399j 0.00175566-0.00315849j 0.00311619-0.00131727j -0.00708937+0.00246672j -0.00590938+0.00426678j 0.0025139-0.00045028j 0.0039382-0.0140485j -0.0119535+0.000842135j 0.0104884+0.00312141j -0.00479071+0.00874668j 0.00118263-0.00147611j 0.00346514-0.00254982j -0.00401701-0.00133691j -0.0117778+0.00836726j 0.00151521+0.0486167j 0.00963363-0.00755891j 
0.00689581-0.00508565j 0.0240867+0.00236045j 0.016428-0.00182111j 0.00938888+0.0021729j -0.0428175-0.0160194j 0.00530897-0.0228253j 0.0439259-0.00370288j 0.0460041+0.0150079j -0.0200002-0.00567289j -0.00188549+0.0186095j -0.010145-0.0101445j -0.0102236-0.0424102j -0.00108644+0.0220712j -0.00281926+0.0325145j -0.0162379-0.025604j 0.0082234-0.009279j -0.026434+0.00480524j 0.0140413+0.0194552j -0.00745467+0.0528337j -0.000594081-0.000996493j 0.0587256+0.0372001j -0.14893-0.0371464j -0.050015-0.0494433j 0.104651-0.00803808j -0.0335296+0.0653193j -0.0413408-0.0358303j 0.0114488-0.137495j -0.0272165-0.0200352j -0.0464624-0.0420405j -0.015419-0.00570292j 0.0435857+0.0394605j -0.00497367+0.00401734j 0.0157379-0.0647897j 0.0482467+0.0317308j 0.0173021+0.0423988j 0.0259574-0.0113819j -0.020861-0.00635456j 0.00427303+0.0108284j 0.00299699-0.00233437j 0.00998598+0.0115188j 0.0328885+0.00181313j 0.010086-0.0210824j -0.00420475-0.00547384j -0.00387967+0.00989653j -0.0152478-0.00489114j 0.0271888+0.0288587j -0.00876313-0.0276467j -0.0396252+0.00144694j 0.020366+0.0245681j 0.00462019-0.0107617j -0.0115893-9.92732e-05j -0.00607266+0.0065868j 0.00294292-0.0222629j -0.0155971-0.0206498j -0.00164855-0.00609288j -0.0604895-0.0314759j -0.00220355+0.00676408j -0.00725388-0.0117969j -0.0321783-0.0109806j 0.0347126-6.13892e-05j -0.00809605-0.0315555j 0.013936+0.0173915j -0.0293449-0.0288165j 0.00544136-0.00595078j 0.0539359+0.00965638j -0.0150686-0.00497936j -0.0327404-0.0111559j -0.0339209-0.0203554j -0.00871936-0.00792578j 0.0131266+0.0130901j 0.00491628-0.00306109j 0.00565348+0.0154259j 0.000724182-0.0063084j 0.0136523+0.0110473j -0.015136+0.000344793j 0.0062395-0.00322367j 0.00686002-0.00235411j 0.00538805+0.00980117j 0.00075194+0.0189312j -0.00592396+0.00249159j 0.0168891-0.0124579j -0.00026212-0.00559357j 0.00222955-0.00207287j 0.0114898-0.00949313j -0.0183166-0.0201727j -0.0172564-0.0168127j -0.0137723+0.00972233j 0.013774-0.0170797j -0.00153313+0.0256888j -0.000647964+0.000611183j -0.0073842+0.00635746j 0.00907043-0.010027j -0.00280908-0.0179309j 0.0092363+0.00301866j -0.00396891-0.0341343j 
-0.00193815-0.00270664j 0.045114-0.00488239j 0.00701244-0.014193j 0.021916+0.0176867j 0.0228289+0.0145498j -0.0028455-0.0269231j 0.00751658-0.0385734j 0.0228954-0.00544879j 0.00576995-0.0101845j -0.0418606+0.0198816j 0.0191763-0.0111707j 0.0250333-0.0169737j -0.0299038+0.0465253j -0.0154382+0.0247426j 0.00617792-0.018397j 0.00497845+0.0168909j -0.00543838+0.0354871j 0.00174412+0.0242606j -0.0287208+0.0644799j 0.0114258-0.0115324j 0.058589-0.00214402j 0.074531+0.0944925j 0.02627-0.0179752j -0.0958424+0.0867162j -0.0798014+0.237536j -0.0492349+0.0703095j 0.180066-0.277091j -0.0136599+0.0265977j -0.0761182-0.0445268j -0.0189816-0.023339j -0.043831+0.104349j -0.0298348-0.0103923j 0.0222724+0.0211211j -0.0385201+0.00554694j -0.0234069+0.00425203j 0.00160832+0.00240868j 0.00547133-0.00622291j -0.0145025+0.00383443j 0.0448344-0.00862764j -0.0114881+0.00933418j -0.00695761+0.0199672j -0.0191547-0.000621771j -0.0145232+0.0136335j 0.0189083+0.0133896j 0.0517853-0.0105565j -0.0295569+0.0212642j 0.000286006-0.0229104j 0.0277076+0.0293991j -0.0680593-0.00360887j 0.0403974-0.0308297j -0.0584849+0.0580809j 0.0346542-0.00399224j 0.011639+0.00160508j 0.0181885-0.00518648j -0.0176249-0.00385258j 0.0119192+0.0170282j -0.0182779+0.00333437j 0.0198436-0.00469827j -0.0282344+0.00242688j -0.0292362+0.0113014j -0.00291306+0.00137994j 0.00491181+0.00846396j 0.0415735+0.00775659j -0.00101275+0.00334859j -0.0186139-0.0250964j -0.00699585-0.00517697j 0.00954697+0.00287308j 0.0162347+0.00716341j 0.000868678-0.00693837j 0.00868336-0.0123523j 0.0160911-0.000409456j -0.0185254+0.00962802j 0.0369041-0.0137175j 0.000661711-0.00432867j 0.00247933+0.00218223j 0.0457207-0.00988306j 0.0194038-0.0149353j -0.00862513+0.0107582j -0.0230345-0.00951993j -0.0160476+0.00102893j -0.00790705-0.0116049j 0.0208698-0.000384672j -0.0339855+0.012522j -0.00846124+0.0108364j -0.00557192+0.00645713j 0.00475892-0.00115477j -7.28279e-05+0.00679191j 0.004487-0.0126412j 0.000682444+0.00387013j 0.00928717+0.00309345j 0.0151015+0.0178493j -0.0157949-0.02695j -0.000877436-0.0173489j -0.00813533+0.00134151j 0.00383974-0.0201298j 
-0.0135035+0.0118284j -0.0230866-0.027252j -0.0166812+0.0194087j -0.0208215-0.0127176j -0.00911596-0.0398162j 0.00940514+0.00799177j 0.0106959+0.0288396j 0.0048349-0.0115755j -0.00742841+0.0212761j 0.0118278-0.00620807j 0.00330217+0.000407562j 0.00307535+0.0145118j -0.0188378-0.0268291j -0.00344411-0.0259931j -0.0119815+0.0141576j -0.033021+0.0209272j -0.0138669+0.0144506j -0.0174418-0.0180177j 0.0131923-0.0365399j 0.0231843-0.0541732j -0.0538866-0.0547191j -0.104583-0.0753756j 0.00863733+0.0650074j -0.0152362+0.086013j -0.115532-0.0344279j -0.0408969+0.0158027j 0.140842-0.00550912j -0.00599773+0.0184843j 0.0518731+0.154143j 0.0144039+0.0286224j -0.0584721-0.0485268j 0.0258354+0.0152531j -0.0338829+0.0473765j 0.0156153-0.0153968j 0.0305335-0.00475174j -0.0273152+0.0374665j 0.0117292-0.00734922j 0.00932371-0.0034774j -0.00280434+0.0266314j -0.0246231+0.0238245j -0.00841924-0.0186816j 0.013901+0.0212334j -0.036556-0.000774462j 0.00015006-0.0143501j -0.0280365-0.00806738j -0.00859778+0.00380846j 0.00477602+0.030505j -0.0798096-0.0145618j 0.114694-0.0208939j -0.0337373+0.0135473j 0.0610016-0.0341949j -0.046141+0.00120194j 0.0305991-0.0196195j 0.00898972-0.00844963j 0.0156215+0.0116002j -0.0342777+0.00791725j -0.00385458+0.00383419j -0.0119668+0.000675536j -0.0215337+0.0275801j 0.00779378+0.000110441j -0.0218412+0.00954146j -0.0121514+0.00505625j -0.000891585-0.0175072j -0.00969576-0.002062j 0.0306766+0.0346847j 0.0158273+0.00846348j -0.018376+0.00293761j -0.021147+0.00116669j -0.0126601+0.00832018j -0.00274689-0.011798j -0.0204121-0.00653728j -0.00150732-0.00417018j 0.00217704-0.00932204j 0.0164172-0.00439548j -0.000686408-0.00384319j 0.0204362-0.0225368j 0.0116053+0.0072945j -0.0148809-0.00300712j -0.00570175+0.00328079j 0.000184806+0.00502725j 0.00279149+0.0209677j -0.000190396-0.00716216j -0.00185046-0.00211231j -0.00275799+0.000250444j -0.010078+0.0176721j -0.00804328+0.0102432j 0.0118699-0.0165611j 0.00107675+0.00396826j -0.00115775-0.00521305j -0.000230594-0.00669699j -0.00523066-0.0264023j 0.00668765+0.0245379j -0.00885641+0.0371984j 0.00805115-0.00852715j 0.000627607+0.045032j 
0.0148805-0.0222956j 0.00428908-0.00961952j -0.000765078-0.00848662j 0.0104787+0.000110652j 0.0265687-0.0289496j -0.00942277-0.0121531j 0.03803-0.0222754j 0.0244541-0.0158684j 0.00539737-0.0116385j -0.00766134+0.00100776j -0.010065+0.0155301j 0.0102975+0.0172678j 0.0212023-0.00123183j -0.00778672+0.00248103j 0.0189874-0.0255113j 0.00941213-0.00296741j 0.0180076-0.00603145j 0.0312148-0.00944876j -0.0265751+0.0512599j -0.0242498+0.0222431j 0.0068513+0.0637494j -0.00893911+0.0325866j -0.0412054+0.0336058j -0.0297492+0.00782318j -0.105305+0.130489j 0.167714-0.179313j -0.0789968+0.128404j -0.0151817+0.00807786j -0.0186291+0.0157759j 0.00136775+0.0206428j -0.0205241+0.0583777j -0.0116512+0.0106673j 0.049926-0.0574738j -0.00241327-0.00228548j -0.0381996+0.0188765j 0.0132581-0.00581053j -0.0192684+0.00996261j 0.0135624+0.00438813j 0.033034-0.0011583j -0.0402644+0.0435627j -0.000744799+0.00656436j 0.0109764-0.0115657j -0.0076196+0.00482914j 0.0389066-0.00626796j 0.012251+0.00792208j -0.0425358+0.000313379j 0.0485102-0.0128812j -0.0648696+0.0244165j 0.0134322-0.00157831j 0.0659174-0.00417904j -0.0670992+0.00400236j -0.0207998+0.00738044j -0.0140523+0.0038106j 0.0058187+0.00168951j 0.00786906+0.00130386j 0.0227145+0.00422691j 0.0138624-0.000404915j 0.00642803-0.00819662j -0.0015991-0.00592437j 0.00660476-0.00304853j -0.00347324+0.000275383j 0.00619194+0.00559802j -0.0152005+0.0127349j 0.00430162+0.00157498j -0.0103599-0.00388319j 0.0153919+0.00387551j 0.0229651-0.0109496j 0.01242-0.0106992j 0.00521311-0.00318497j -0.016055+0.0100119j 0.00798635+0.00257427j 0.00389626+0.00415771j -0.0104629+0.00752784j -0.0238394+0.0102234j -0.0105274+0.00777753j -0.0284948+0.0153279j -0.00697862-0.00443661j -0.00197568-0.00409017j 0.0237101-0.00334024j -0.00901059+0.00630259j -0.00422851+0.000465551j 0.0106593-0.0073194j 0.0127429-0.00344941j 0.00432492+0.00598983j -0.00713471-0.0019593j 0.00669013+0.00176355j -0.00135041+0.00336885j 0.00223508-0.0018572j -0.000792765+0.00178394j 0.000482395+0.000960356j 0.00366682+0.00948653j -0.00349868-0.00731984j 0.00186879-0.00860486j -0.00164958+0.00244226j -0.00129359-0.00652109j 
0.0027375-0.00780473j 0.0115864-0.00500631j 0.000761618+0.00539749j 0.00198022+0.00604128j 0.0685405-0.00254637j 0.000954027+0.00884258j -0.00890286-0.00832614j -0.000337414-0.0106043j -0.00499048-0.016239j 0.0158097-0.00915858j -0.000402445+0.00582709j -0.00685146+0.0184927j 0.000555538-0.00985723j 0.00299798-0.00900549j -0.0142475-0.017746j -0.0157243+0.00581658j -0.0148008-0.0139485j -0.00546189-0.020862j -0.00882102-0.000953005j 0.000430509+0.00707876j -0.0873152+0.0254471j -0.0519485+0.0339563j 0.0812027+0.0453288j 0.0337588+0.100383j -0.0936966+0.0787152j 0.0910701-0.0846986j 0.00667511+0.0417295j -0.0172243+0.0066524j -0.00797825+0.0389818j -0.0444177-0.0178243j -0.0143726+0.0327367j 0.0233972+0.014312j 0.058473+0.00133172j 0.0242074-0.0172608j -0.0190571-0.00828594j -0.0258613-0.0134136j -0.0131736-0.00591262j -0.00700789-0.0140597j -0.0111468-0.0108474j 0.0305427+0.0055188j -0.00877559-0.00501075j 0.0379484-0.000342334j -0.0164324-0.0041378j 0.00204648-0.00265238j -0.0482582-0.00237459j 0.0686096+0.00793377j -0.0762436-0.0266364j 0.086059+0.0403129j -0.0535591-0.0247384j -0.108225-0.0297814j 0.17565+0.0298704j -0.0201173+0.0029145j 0.032968+0.00425263j -0.0305784-0.0101339j -0.060142-0.00768583j -0.0492724+0.00176988j -0.00779561+0.0030845j 0.0108759+0.00398896j -0.0110398+0.00993286j -0.020635-0.0136431j 0.0232149+0.00352412j -0.0331982-0.0110435j -0.00556744+0.00888407j -0.00895626+0.00649638j -0.00464062+0.00980584j -0.0307804-0.0135713j 0.0264968-0.00327139j 0.0381636+0.0194804j -0.0157143-0.0109663j 0.0101875-0.00256882j -0.00599041-0.000843099j -0.00938854-0.017172j -0.0163398-0.00378322j -0.0105548+0.000277744j -0.00338032+0.00460669j -0.015453-0.00663411j 0.00980959+0.0145693j 0.0139907+0.0158749j 0.0101488-0.0171834j -0.0226958-0.0141794j -0.00113879+0.0020312j 0.00966062-0.00524647j -0.00236931-0.00966168j 0.00764145-0.0109838j 0.0049812+0.012489j -0.0043813+0.00274454j -0.00203664-0.00355523j -0.00115868-0.00302938j 0.0015369-0.00196742j -0.00206967-0.00278023j -0.0012444-0.00844759j 0.00162793+0.00864227j -0.00501356+0.0140757j -0.000840731-0.00286712j 0.000829776+0.00855403j 
-8.34388e-05+0.00393723j -0.0458874+0.0196543j -0.014102+0.00650412j -0.0164172+0.0127909j -0.0395082+0.0137093j -0.0263369+0.0430473j -0.0186188+0.0429857j -0.0337524+0.0549431j 0.009166-0.0254897j 0.022031-0.00680244j 0.00662453-0.0313032j -0.024332+0.00629672j -0.00050176+0.0103889j 0.0157965-0.0068108j 0.014023+0.0159916j 0.0188964-0.0106402j 0.0303281-0.0253079j -0.0024742-0.00893984j 0.0296795-0.0343343j -0.0227057+0.0256323j 0.000964178+0.00480581j 0.0198439-0.0338162j -0.0467957-0.021779j -0.208832+0.332443j 0.0266506+0.102202j 0.019856-0.0217159j -0.0672172-0.110948j 0.0201606-0.000690825j 0.0457226-0.0340838j 0.00579586-0.0655825j 0.0337312-0.0322813j 0.0269758-0.0066771j -0.0948677+0.0745617j -0.0114839+0.00791885j 0.0276778+0.0124165j 0.023744+0.00275751j 0.010922-0.00683996j 0.00237488+0.00748938j -0.0161775+0.00942097j 0.0183264-0.0127827j -0.0174381+0.0356419j -0.0276785+0.0214028j -0.0227784+0.00368112j 0.0543691-0.0161076j 0.0109004-0.0147329j 0.0235012+0.023335j -0.0208399-0.0234363j -0.00252746+0.0126659j -0.00343975+0.000831672j -0.0218687-0.0141845j 0.068339+0.00419448j 0.0291805-0.0180769j -0.0318951+0.0247148j -0.0476757+0.0165242j 0.0327711-0.0212771j 0.00682715-0.042746j 0.0230106-0.00937547j -0.0309454+0.0119378j 0.0195499-0.0231862j 0.0115049-0.00517983j -0.0152972-0.00700176j 0.00928439+0.00447369j -0.0342496-0.00996865j -0.0141041+0.00685403j 0.00947726+0.0120079j -0.0106306-0.0118815j -0.0155002-0.00635147j -0.0161775-0.00224051j -0.00126266+0.0111941j 0.0100506-0.0239024j -0.000175199-0.00280269j 0.00797055-0.00600048j 0.00333383-0.0079052j 0.00341403-0.00182166j 0.0142046-0.0265318j -0.00305675+0.0127581j 0.00282485+0.00836231j 0.0408355-0.0269595j -0.00870271-0.0261533j 0.0332889-0.0109213j -0.0168338+0.00251791j -0.0210274+0.0142699j 0.00253071-0.00969518j -0.0145647+0.00241698j 0.0322067+0.0101507j 0.0135141-0.00616591j -0.00104193+0.00648861j -0.0162191+0.00349341j 0.00300313-0.00307858j 0.000407081-0.000231284j -0.00272902-0.00453843j 0.00574496+0.000253406j -0.00164569+0.00517216j 0.000131122-0.0039778j -0.00106971+0.000652231j 
0.0174562+0.00594688j -0.0117823-0.0251788j 0.0115424-0.00760109j -0.0297696-0.0147695j 0.00565409-0.0338659j 0.0394702+0.0174569j -0.0456524-0.0405314j -0.0208555-0.000498635j -0.0429779-0.0136442j 0.0265436+0.0141777j 0.00845516+0.00200507j -0.0298788-0.00179739j -0.0170251+0.00251554j 0.0208869+0.00713639j -0.000471853-0.0135171j -0.0180334+0.00997888j -0.0275819+0.0164686j -0.0279823-0.000875289j 0.039953+0.0546628j 0.044222-0.016468j -0.205237-0.0947651j -0.0989304+0.0257346j 0.162649+0.0474846j 0.0139149+0.0587854j -0.0354929+0.0486979j -0.0592215-0.0210516j -0.0603639-0.0953511j -0.0273404+0.0190122j 0.0230275+0.0502578j 0.0121608-0.00575615j -0.0371209-0.00952932j -0.0136783-0.00568038j 0.00152733+0.0158941j 0.0605086+0.0345666j -0.000759378+0.0154455j -0.094277-0.00431661j -0.0200337-0.0155486j -0.00393109-0.00394279j -0.0981881-0.0347559j -0.00657442-0.0132814j -0.0479169+0.00482615j -0.0392961-0.0115938j -0.0160572-0.0207904j -0.00598854-0.00107683j 0.000776494-0.00940716j -0.0163357+0.01215j 0.00899947-0.0248996j -0.0325828+0.0159906j 0.010907-0.0147382j 0.0486396-0.0167144j -0.0792106+0.0142119j 0.0208203+0.00997612j -0.0209436+0.00661194j 0.00956252+0.00715051j 0.0194972-0.00551267j 0.0312111+0.0115137j -0.0159269-0.00758211j -0.00272816-0.00323304j 0.0211637+0.00680178j 0.00937131+0.0109018j -0.00848301-0.00223788j -0.0433362-0.0345985j 0.00291311+4.74294e-05j -0.0141869-0.00770908j -0.0297565-0.0223665j 0.0209249+0.00903982j 0.0211986+0.0063574j 0.0170675+0.00347576j 0.0146652+0.00549088j -0.0153765-0.0169107j 0.00919973+0.00242995j -0.018981-0.00215517j -0.00684985-0.0104924j -0.0124363-0.000821452j 0.00349815-0.0142637j 0.00688661+0.00105225j 0.0100571-0.00145536j 0.013805-0.00371354j -0.00514523-0.00546545j 0.0146549+0.00517512j -0.00392409-0.00275778j -0.00494355+0.000225152j -0.00211853-0.0119308j -0.00587866+0.00896935j 0.00107248-0.00347507j -0.0259923-0.0185634j -0.00622222-0.0108277j 0.00608749-0.00751939j -0.000810637+0.0107377j -0.00634331-0.00291728j -0.0184036-0.0104099j 0.0208471+0.0111669j -0.0122119-0.0028322j 0.00497564-0.00948469j -0.00260238+0.0085025j 
-0.0478175-0.0134884j 0.016286-0.0150117j -0.0139215-0.00980058j 0.0437555+0.0351104j 0.0268045-0.0145561j -0.0256409+0.0281279j -0.0111069+0.0264891j -0.00471099+0.0154622j -0.0175885+9.53873e-05j 0.00580726-0.00360043j -0.00288482-0.0236939j 0.0146261-0.00374662j 0.00421789+0.01026j -0.00801961+0.008776j -0.00887162+0.0142389j -0.00266129+0.0370594j -0.00699586+0.0417594j 0.0151194+0.0190548j 0.0166075+0.0367183j -0.0136543-0.0328499j -0.00892-0.0398296j -0.0769445+0.146856j 0.0615351-0.092916j 0.0611433+0.115898j 0.0505178+0.0766527j 0.0317124+0.0525053j 0.0181316-0.223121j 0.00088245+0.0314292j 0.0121197+0.0232959j 0.0334787-0.0112063j 0.0301344+0.0675047j -0.0122715+0.00463313j 0.0598057+0.0466329j -0.0130813-0.0466267j 0.0271152+0.0182586j -0.0259318+0.0396496j -0.0171674-0.0154804j 0.0141332-0.00335307j 0.0593279+0.040049j 0.00136468-0.0504288j 0.0019473+0.0391942j 0.0290655-0.012624j 0.0253229-0.00942745j -0.011841+0.0179998j -0.0187206-0.00637218j -0.0110496+0.0243751j 0.0322011-0.0318467j -0.0677699+0.011739j 0.10327+0.00851407j -0.0215659-0.0339665j 0.0520887+0.0476554j -0.0559458-0.0180073j 0.018116+0.0157137j 0.01305+0.0177145j 0.0179433-0.00534687j -0.0184868-0.00378668j -0.00740361+0.00552895j 0.00466011-0.000880519j -0.0238549-0.00511278j -0.00895015-0.0058695j 0.0055913-0.0221965j 0.013395+0.0235373j 0.00348317-9.75191e-05j 0.000784328-0.0139521j 0.0271008+0.0294494j 0.0190971+0.0113873j -0.00953887-0.00216875j -0.0289396-0.00173223j -0.0024644+0.00165338j 0.0341379-0.0313208j 0.00376362+0.00644284j 0.010441-0.0165512j 0.0121434-0.00360671j -0.0107014-0.00389419j -0.0143619-0.0168209j 0.0228698+0.00210955j 0.0176914+0.0168454j 0.00244954-0.00146459j 0.00777323-0.0554967j -0.000192857+0.00877827j -0.00900116+0.00119626j 0.0197922+0.00503114j -0.00370066-0.0210108j 0.000957253+0.000387512j -0.000994654+0.0317715j 0.0233307+0.00445899j 0.00191093-0.000309087j 0.00361897-0.0197001j -0.00217253+0.0072119j 0.00372664-0.000732656j 0.0177066+0.00815402j -0.0172266-0.0152752j 0.00455833+0.00483449j -0.00133551-0.013682j 0.00513474+0.00939905j 
0.058552+0.0128805j -0.0683288-0.07028j -0.00526053-0.00845288j -0.079626-0.045732j -0.0150985-0.119695j 0.0295301-0.0625127j 0.0647342-0.046117j 0.0135472-0.0104592j 0.0240749+0.0190555j 0.0155838+0.0273022j -0.0249145+0.0142588j -0.00137859-0.012919j 0.0304278+0.00706433j -0.00213729+0.00892361j 0.00993626-0.044199j -0.0221532+0.0137255j 0.00677438+0.0694543j -0.0134459-0.0300561j -0.0514448+0.0604452j 0.00882603-0.0686743j 0.0819791-0.0815264j -0.0185231-0.00761726j -0.168673+0.096218j 0.098765-0.00439758j -0.0317178+0.174955j 0.036927+0.0392984j -0.0415944-0.118752j 0.00987542+0.0614362j 0.0184109+0.143536j -0.0222072-0.0141007j -0.0454372-0.0392567j 0.051172+0.00604615j -0.0887153+0.0110599j 0.0500697+0.0424756j -0.0316621+0.0324339j 0.0503534+0.041711j 0.0332899+0.0262795j 0.00691944+0.0368093j -0.0567721+0.00231077j -0.0119901+0.0220181j 0.0201303+0.0080123j 0.0327746-0.0180354j -0.00220641-0.0166483j -0.00851251+0.019405j -0.00507257+0.00902636j 0.00170161+0.0462892j -0.0018333-0.0139627j 0.0225591+0.0372957j -0.0254136-0.0739507j 0.0191907-0.0211599j -0.0381445+0.0381397j 0.0163284+0.0252298j 0.0139919-0.0134352j 0.00354373-0.0207787j -0.0320882-0.000480957j -0.0228383+0.0125407j -0.002547-0.0124433j 0.0230272-0.0155132j -0.00927724+0.00277332j 0.0535819-0.00470111j -0.0249363-0.00812882j 0.00458178-0.0217951j 0.000447237-0.00804673j 0.008352-0.0166461j 0.0162963+0.00954125j -0.00372044+0.00533656j 0.0130378-0.0170714j 0.0352369-0.0225471j -0.00765906-0.0086019j -0.019985-0.00536215j -0.00968946+0.00684388j -0.00780183+0.0032664j 0.0012112-0.00483776j -0.000881133+0.00970134j 0.0150124-0.0134207j -0.00642976+0.015162j -0.00883827+0.00418733j -0.0180688+0.0156471j 0.00485832-0.010862j -0.0164209+0.00969259j 0.0145013+0.00190917j -0.00701307-0.00388453j 0.019262-0.0218648j 0.00702553+0.0196335j -0.0204567-0.00214002j -0.0408003-0.0131075j -5.93012e-05-0.0205462j 0.00616783-0.00556943j -0.00695847+0.0119849j -0.00393831-0.00509414j -0.0210565-0.00830132j 0.0272382+0.00788639j -0.00458348-0.0120945j 0.0117231-0.0208782j -0.00327053+0.0317733j 
0.0968327+0.0205821j 0.00789022-0.0275241j 0.039272+0.00541618j -0.0409905-0.0212328j 0.028806-0.059537j 0.00467077+0.00305077j -0.0281566-0.0171324j -0.00129105+0.017006j 0.0194768-0.0233833j -0.0558536+0.0101481j 0.00323168+0.00302643j 0.0338358-0.0177165j 0.0128577-0.00538468j -0.0175279+0.00773395j 0.000547176-0.0102723j 0.0212377+0.00870097j 0.0455128+0.0119893j 0.0159703-0.00104186j -0.0262941+0.0544227j 0.00374324-0.00236653j 0.0782086-0.0642355j 0.245682-0.109408j 0.0447048+0.0620375j 0.0366716+0.0366992j 0.00462986-0.00183388j -0.0269614-0.0727079j -0.0185948-0.0891239j 0.0186278-0.0109397j 0.0049785+0.0526197j -0.0402087-0.0145539j -0.0722504-0.0198451j 0.0382028+0.0280263j 0.0163858-0.0431815j 0.0303522+0.0459797j -0.135462-0.00804896j 0.059019-0.000953314j 0.0120055+0.0235679j -0.0242843+0.0220715j -0.00435468-0.0368266j -0.0189803+0.0130428j 0.0344227-0.0167776j 0.0224654-0.0119549j -0.045189+0.0047411j -0.0274555+0.0137572j -0.0199349-0.00125341j -0.0178751+0.034782j 0.0155838-0.00922386j -0.0414462+0.0115052j 0.0232456-0.00767335j -0.0147599+0.00408131j -0.000954507-0.00880773j -0.011088+0.0174156j 0.0138795-0.015988j 0.0101299-0.0120557j 0.0133335-0.00561435j 0.0174449-0.0119577j -0.0153327-0.00584536j 0.00466753-0.00420703j 0.0152556+0.00418719j 0.0304696-0.000759887j 0.0167795-0.0224501j -0.0738856-0.0132915j -0.00927819-0.00869094j 0.0177856-0.011277j -0.0317528-0.0115907j -0.0124233+0.0173699j -0.0231969+0.020867j -0.0174396+0.0202456j -0.00682323+0.00137636j -0.0118873-0.0149649j -0.0194547-0.000825624j 0.01903-0.0214956j -0.0151586-0.00900145j 0.00428349-0.00107481j -0.018576+0.00845989j -0.011656+0.0124861j -0.00786412+0.0150774j -0.0138883+0.0102471j 0.0266446-0.00885139j -0.00400078+0.0153079j 0.00234655+0.000954225j -0.00841405-0.00934587j 0.00453203-0.0106745j -0.00049858+0.00949363j -0.0138363-0.00731381j -0.0359652-0.0239314j 0.00732236-0.0224124j 0.00391137-0.00541629j 0.00633559+0.0144j -0.00565627-0.00564991j -0.0242843-0.0159267j 0.0365776+0.0113259j -0.030665+0.0123202j -0.00252339+0.00292052j -0.0146309+0.00600084j 
