-0.00774753+0.00594094j -0.00979207-4.9644e-05j 0.00737114-0.0025076j -0.00612511+0.000402227j 4.25824e-05-0.000860115j -0.00765899+0.00397203j -0.00975904+6.30173e-05j 0.00685037-0.00197632j 0.00155153-0.00396138j -0.000682351+0.00134499j 0.00851417-0.001424j -0.00861403+0.00207884j 0.00383041-0.00260695j -0.00779755+0.00405665j -0.00670874+0.00176488j 0.000287108+0.0013247j -0.00558451+0.00351913j 0.00411812-0.000134802j -0.0023329-0.000864861j 0.00969217-0.00379894j 0.00609889+0.00208894j -0.00168144+0.00261197j 0.000436392-0.000846051j 0.00964059-0.00117709j -0.00581184+5.83497e-06j -0.000913176+0.0019689j -0.00952191-0.000692065j -0.00317829+0.00114647j 0.00351432-0.000519667j 0.0114518-0.000109782j 0.0011969+0.00248564j -0.0104551-1.72129e-06j -0.00195611-0.000939303j 0.00718669+0.00129683j -0.002702+0.00255376j 0.00102404-0.00327148j -0.00495514-0.00289868j 0.000379887-0.000248774j -0.00549816+0.00130661j -0.00433446-0.00205889j 0.010183+0.0037579j -0.00117891+7.56135e-05j 0.00436843+0.00342865j -0.00233901+0.000403925j 0.00935414+0.0015244j 0.000535842-0.000748723j -0.00123644+0.00084991j -0.0062195-0.00549816j 0.00437204-0.00203301j -0.00337923+0.00118038j -0.00818435-0.00364091j 0.00393309+0.00181376j 0.0069451+0.00368878j 0.00158884+0.00126186j -0.0114311-0.00143337j 0.00474645+0.00685971j 
-0.000946763-0.000945525j 0.000844141+0.00134938j -0.000614834-0.00303842j -0.00236222-0.0038957j -0.000477572-0.00238646j -8.69407e-05-0.000924114j 0.00080164-0.0007469j 0.00222715+0.0031309j -0.00071566-0.0013793j -0.00101215-0.00179798j -0.000853172+0.000667907j 0.00303348-0.000595584j -0.00154317-0.00387045j 0.00105784+0.00198258j -0.00169933-0.00634044j 0.0023317+0.00364412j -0.00145621-0.00503137j 0.000367705+0.00249004j 0.0010367-0.00456371j 0.000443089+0.00127682j 0.000519652+0.000702647j 0.000881962+0.0021244j -0.0020063+0.00427104j -0.000788469+0.00342063j -0.00165096-0.00258564j -0.000140273-0.003464j -0.00073673+0.00603129j -0.0031677-0.0010514j 0.000983551+0.00115771j 0.0011632+0.00380112j -0.000219347+0.00177572j -0.00122615+0.00653122j -0.00185523+0.0048909j -0.00240172+0.0025466j -0.00209005+0.00248996j 0.000227372+0.000182106j 2.22707e-05+0.00401363j -0.00123204-0.000133952j -0.000120601+0.00215041j -0.00100366+0.00463251j 0.000175177+0.000384739j -0.00112582+0.0070254j -8.26636e-05-8.95468e-05j -0.00203678+0.0034746j -0.00291434-0.000259522j 0.00161571-0.00015473j -2.97253e-05+0.00188774j 0.000175986-0.00218424j 0.00138195-0.00308182j 0.00114538+0.00116773j 0.000349408-0.000581366j -0.000636239+0.000570512j 0.00230131-0.00393472j -0.000386374+0.0019446j 0.00185353-0.000435925j 0.000510621-0.000908494j 
-0.000515197-0.00410475j 0.000713878+0.000435147j -0.00033182-0.00461434j -0.00100202-0.00160444j -0.000106684-0.00139842j 0.000751276-0.000398253j 0.00419859+0.00599865j 0.000570008+0.00595077j 0.00205906+0.00701307j -0.00104533+8.555e-06j 0.00309137+0.00591472j 0.0019685+0.000729719j 0.0016647-0.00464302j 0.00442421+0.00623323j -0.00233854-0.00845837j -0.00284417+0.00301433j 0.00117998-0.0109212j -0.00315002+0.00471471j 0.000221924-0.00710149j -0.000998848-0.00144101j 0.00172338-0.00126222j 0.000618841-0.00101148j -0.000347113+0.000362652j 0.000340013-0.000735696j 0.00313305-0.00113642j 3.22663e-05-0.00333751j 0.000241285+0.000886069j -0.00179913-0.000860071j 0.00271279+0.00305094j -0.00378752-0.000161242j 0.0018808+0.00698658j -0.0025633+0.00450124j -0.000601549+0.0134299j -8.16868e-05+0.00355192j -0.0015723+0.00891366j 0.00115889-0.0040485j -0.00185693+0.00424683j 0.000677317-0.000453767j -0.00160972-0.0016109j -0.00320433-0.00122936j 0.00340497-0.00467913j -0.00460737+0.00477917j 0.000266002-0.00360905j -0.00200199-0.00160119j 0.000225709-0.000392421j -0.00142162+0.00181259j -8.68539e-05-0.00236879j 0.0012462-0.00444566j 0.000650324+0.000589717j -0.00140349+0.00204984j -0.000809644-0.000809763j -0.00153448+0.000777956j 0.00022271+6.9792e-05j 0.000827015-0.00225829j -0.00089353+0.00111429j -0.00130841+0.00198637j 
0.000122547+0.00205216j 0.000206602-0.000694149j -0.000168151+0.00225843j 0.000634557+0.00166289j -8.36403e-05+0.00187929j -0.000522361-3.38054e-05j -0.00144832-0.00335848j 0.000137047-0.00119658j -0.000397445-0.000420463j 8.75903e-08-0.00215834j -0.00217984-0.000562516j -0.000365862-0.000882052j -0.00115691+0.00175554j -0.00293162-0.0055982j 0.00102435+0.00314109j -0.000244611+0.00351405j 0.00070103-0.000220397j 0.00204209-0.00101023j 0.000951666+0.00459821j -0.000299258-1.09176e-05j -0.0008255+0.000148225j 0.00116376-0.000815191j -0.00186327-0.00352217j -0.000404486+0.00184847j -0.00119866-0.00222469j 0.000547973+0.00633424j -0.00136473-0.00178585j -0.00056611+0.00291804j -9.82084e-05-0.00559646j 0.00116079-0.000676868j -0.000966292-0.00517395j -0.00178392+0.00122264j 0.00234335-0.00584333j -0.0011339-0.00455996j -0.00081684-0.00150242j 0.00101647-0.000922334j -0.00176268-0.00101129j -0.000317352-0.00176225j 0.00108434-0.000561515j 0.000739766+0.00147069j -0.00112031-0.000706613j 0.000295681-0.000651754j -0.00191604+0.00344207j -0.00051231+0.00100122j -0.00095769-0.000152456j -0.00102339+0.00135399j -0.00111632+0.00155045j 0.000224924+0.00135235j -0.000438507-0.00141936j 0.00103033-0.000599728j -0.000460023+0.000713603j 0.0016281-0.00170331j -0.00123804+0.000517958j 0.000237593+0.00114231j 4.02069e-05-0.000558044j 0.000813412-0.00109638j 
0.00191293-0.000120944j 0.00194584+0.000263535j -0.00192718-0.00194594j -0.000574597-0.00147028j 0.00172423-4.87092e-05j 0.00143229-0.000704648j 9.35615e-05-0.000801136j -0.000753908+0.0035647j -0.000557922+0.00389242j 0.00155972+0.00372451j 0.000433793+0.000935704j -0.0023583-0.00473142j 0.004225+0.00425372j 0.000857192-0.00224294j -0.00385663-0.0052182j -3.00594e-05+0.00514959j -0.00251216-0.00425363j -0.00435123+0.000275695j -4.43965e-05+0.000855849j 0.00195113-0.00321537j -0.0051858+0.00102738j 0.00339936+9.89767e-05j 0.00699371-7.95273e-06j 0.0080152-0.000926043j 0.00432699+0.00224189j 0.00145778+0.00555262j 0.00301147-0.00464476j 0.00646481+0.00026608j 0.000990317-0.00307752j -0.00500456-0.0092024j 0.000435028+0.00205074j 0.0039772+0.00333787j 0.00297807-0.00353982j 0.0124992+0.00624922j -0.000689611+0.00367085j -0.00410016-0.00513696j -0.00550063+0.000909827j 0.00458727+0.00324434j 0.00128203+9.00174e-05j 0.00155621+0.00315523j 0.000499737-0.00216441j -0.00203668+0.00687875j -0.000166336+0.000743193j 0.00936109+0.000663745j 0.0051928-0.00160119j -0.00368255+0.00064333j 0.00365797-0.00262113j 0.00676545+0.00768616j 0.00234977-0.00158351j -0.000555756+0.000440638j 0.000897857+0.00120096j 0.00331155+0.00487135j 0.00166628+0.00119742j -0.000761575+0.000929242j -0.00267046-0.00444469j 0.000383569+6.96126e-05j 
-0.00013982-0.00237003j 0.000598239+0.00326642j -0.000951502-0.00393724j -0.000508248-0.000622389j 0.00100873+0.00090652j -0.00102353-0.00307005j 0.00284284-0.00123177j 0.00233555+0.00608315j 0.00169913+0.00722784j -0.00310595-0.00461712j -0.00160688-0.00316857j -0.000712714-0.00404085j 0.000828047+0.00185576j -0.00160524-0.00197383j 0.00443542-0.000312744j 0.00270651+0.0126497j 0.00156609-0.00514162j 0.00140624+0.00381236j 0.00545726+0.0105954j -0.00094043-0.00271737j 1.92399e-05+0.00105057j 0.00165159-0.00216229j -0.00559677-0.00821282j -0.00120607-0.00326983j -0.00306887-0.00349571j 0.00464765+0.00555591j -0.0037363-0.00578825j -0.0014289+0.00192665j -1.615e-05-0.0117391j 0.00405928-0.00444701j -0.00414607-0.00142911j -0.00359292+0.000965521j 0.00302104-0.00841347j -0.00578225-0.00918181j -0.00304082-0.000453267j -2.07762e-05-0.00141499j 0.00014616-0.00356816j -0.0021198-0.00588723j 0.000845367-0.00411538j -0.000981051+0.000665766j -0.00126595-0.00271038j -0.00204535+0.000802282j 0.003251-0.00410223j -0.00340608-0.00322299j -0.00160039-0.000523435j 0.000193994+0.00301523j -0.00112413-0.000178355j -0.00107162-0.00512153j 0.000814986-0.00119274j -0.00275517+0.00336744j 0.000256314-0.00156758j -0.000801319-0.000715627j 0.000219185-0.000934631j 0.000276406-0.00111141j 0.0016312+0.000472248j -0.000933392+0.00139924j 
-0.000690389+3.7897e-05j -0.000541136+0.00021955j 0.000963242+0.000827725j -0.000792347+0.000215877j -0.00180787-0.000943965j 0.000460574+0.00114324j 0.000314885-0.000236247j -0.000369646-0.000320192j -0.00154623-0.00167787j 0.000854127+0.00259864j 0.00210607+0.000842981j 0.00149962-0.00013425j -0.0019132-5.01621e-05j -0.000685499+0.000589987j 0.000264382-0.00456367j 0.00129597-0.00236822j 0.00356354+0.000894794j 0.00530227-0.00316483j 0.00354613-0.00405278j 0.00628773+0.00168432j 0.000232964-0.000434291j 0.00190195+0.00401242j -0.0109331+0.00223037j 0.0108767-0.00166392j -0.0010677+0.00226874j 0.00430335+0.000503117j 0.00443915-0.00294291j 0.00436387+0.000773386j -0.0102462+0.00339957j 0.00523943-0.00060649j -0.00999145-0.00100747j -0.00358646-0.00351045j -0.0033721+0.00357502j -0.0128402+0.00348366j -0.00175573-0.00191655j 0.00315496-0.000860971j -0.00232598-0.000473898j -0.0106868-0.00059433j 0.00804736+0.00196453j 0.00377843+0.00264894j -0.00748663-0.00545814j -0.00663605+0.00136039j 0.00609439+0.00282177j 0.00316564+0.00236784j 0.000784596+0.000383476j -0.0027673-0.00507575j -0.00521477-0.00252414j -0.00470263+0.00141146j 0.00207578-0.000972733j -0.000915609-0.002273j -0.000968313-0.00114134j 0.00130972+0.00123947j -0.00169195-0.00187126j -0.000286002+0.000879812j 0.00202776+0.000442365j -0.00070299-0.00119787j 
-0.000751022-0.000727985j 6.72232e-05+0.000644903j -5.83358e-05-0.00178786j -0.000868408-0.00241949j -0.000318635-0.00380354j 0.00161979+6.79491e-05j 7.67069e-06+0.00150673j 0.00219181+0.000607434j 0.00154172+0.00035496j -0.000820999+0.00131564j 0.000611743+0.00438244j 0.00101551-0.000297747j -0.00159536+0.00308359j -0.00310546-0.00224578j 0.00371141+0.00241898j -0.00124305-0.000190077j 0.00310148+0.000638418j 0.000109419+4.27596e-05j 0.00327269-0.00219742j -0.00269016-0.00372466j 0.00166327-0.00348984j -0.000216704-0.00382331j -0.00662101+0.00186438j -0.00115312-0.0023179j -0.00227289+0.00671248j 0.00270767-0.00124978j -0.0045398-0.00131259j -0.00344632+0.0036833j 0.000468306-0.00127386j 0.00089497-0.000790183j -0.00181827-0.00255295j -0.00448366-0.00421923j -0.00103598-0.00372334j -0.00725495-0.00238914j -0.00226641+0.00012353j 0.00303446-0.00199318j 0.000100642-0.00101844j -0.00292457-0.00107412j -0.000607421-0.000352157j 0.00054912-0.00744546j -0.00192776-0.00259525j -0.000343822-0.00593587j -0.000189153-0.00100713j -0.00247394-0.0024822j -0.00178844+0.000391631j 0.00014917+0.00381854j -0.000948171-0.00142599j -0.00207198-0.00509245j -0.000693101-0.000523226j 0.00105929-0.000584823j 9.02232e-05-0.000379108j -0.00274116-2.74612e-05j 0.000875371-0.00214468j 0.000717913-3.97801e-05j 0.0012374+0.00109774j -0.000118004+0.000127549j 
-0.0001812-0.000257855j 1.4091e-05+0.000999883j 0.000113159-0.00106351j -0.00150089-0.00165313j -0.000792036-0.000309498j 0.00123291+0.00275133j -0.000610006-0.00347326j 0.000663606-0.000825986j -0.00114617-0.0030564j 0.00341909+0.00301213j 0.00400734+0.00441269j 0.00142369+0.00151673j 0.00264213-0.00175056j -0.00253694-0.00304141j 0.000934022+0.00225782j -0.00262133-0.00318956j 0.00192903+0.00281509j -0.000734568-0.00171085j -0.00197347-0.00161955j -0.00211308-0.000219222j -0.000368947-0.00558981j 0.000243392-0.00252061j 0.00438536-0.000437051j -0.000949186-0.00100073j 0.00229437+0.00370067j -0.000622627+8.24469e-06j -0.000513038-0.0021521j -0.000315485+0.00223958j 0.0016694+0.00222511j -0.00174392+0.000767021j 0.00159306-0.00384029j -0.000548947-0.0059807j -0.00202565-0.00131757j 0.000573423+0.00133952j 0.00036537-0.000319435j -0.00195229-0.00186454j -0.000674659-0.000550913j 0.000542213+0.000306704j 0.00104114+0.00176485j 0.00138388-0.005191j 0.000232383-0.00326938j 0.000169011-0.00365811j -0.00173531+0.00279369j -0.00286556+0.00077653j 0.000134514-0.00230358j -0.000474896+0.00410179j 0.000371531-1.0838e-05j 0.000792072-0.000300122j 0.000482646-0.0011264j -0.00100567-0.000960457j 0.000164785+0.00191579j 0.00123377+0.000872407j 0.000496437-0.00146863j -0.000330271+0.000655088j 0.000643512-0.000828684j 5.28467e-05+0.000106324j 
0.000717661-0.00107939j -0.00134137+0.0014023j -0.0007721+0.00176143j -0.00109109+0.000245437j 0.00046646-0.00352247j -0.00133634-0.00194495j 0.00232738-0.00210071j -0.000465054+0.00150791j -0.00316082-0.000660716j -0.00210567-0.000212066j -0.000824815+0.0053261j 0.00202159-0.00126136j -0.00247832+0.00011695j 0.00160918+0.00519586j -0.00157331-0.00346528j -0.00177083+0.00173687j -0.00221377-0.000952971j 0.00294976-0.00461795j -0.00346813-0.00751144j -0.000456176+0.00387063j -0.0024836-0.00107313j -0.00353448+0.00263177j 0.00284135+0.00950768j 0.000773748+0.000799879j 0.00323067-0.000370057j -0.00578406-0.00293454j 0.00532416+0.00813744j -0.00277033+0.00397107j -0.00209239+0.00338218j 0.00337817+0.00375722j 0.000561687+0.000901533j 0.00267287+0.00676206j 0.00036973+0.00322982j 0.00066049+0.00437953j 0.00226859+0.00214866j 0.000808759-0.000337625j 0.00362099+0.00512449j -0.000898497+0.00269186j 0.000355766+0.00468319j -0.00438366+0.00194561j 0.00119918+0.00260509j -0.00393572+0.000900881j -0.00223042+0.000529269j 0.000442467+0.00401444j 0.00197165+0.00290456j 0.00198415+0.000388489j -0.00021693+0.000333026j -0.00601815-0.0029235j 0.0023929+0.00043357j 0.00139783+0.00124064j -0.00219534-0.000974004j -0.000696577-0.00182833j 0.00054725-0.00167618j -0.00192462-0.000175856j 0.00182587+0.0016711j -0.000174922-0.00173357j 
-0.00198343+0.00353545j 0.00275928-0.00318111j 0.00297459-0.00472207j -0.000126992-0.00368561j -0.00529924+0.00552139j -0.00356527+0.00473974j -0.00396617+0.00304015j 0.000616891-0.00219319j 0.00649481-0.00419355j -0.00406013-0.00411929j 0.00966155-0.00614064j -0.000653853+0.00511099j -0.00289161-0.00604277j 0.00561834-0.00422938j 0.00222828-0.00117366j 0.00250203-0.00376815j 0.00234853-0.00446268j -0.00635935+0.00584202j -0.00124312+0.00363358j -0.00125955-0.00277044j 0.00450961-0.000119087j -0.00209265-0.000139755j 0.00070378-0.00454994j 0.00155211+0.00387428j -0.000497144-0.00210431j -0.00113304-0.00104734j 0.00167768-0.000544823j 0.00517468-0.0069373j -0.00164969+0.00206157j 0.000629505+0.00219633j 0.00181799-0.000829373j -9.42672e-05+0.000984106j -0.00123227+0.00506961j -0.00288781+0.00199731j 0.00196943+0.000379704j 0.00185501+0.00119986j 0.00150055+0.00104599j -0.00231153+2.89571e-05j 0.00129927-0.000923226j 0.00162054+0.00115883j -0.000735325-0.000607978j -0.00228534+0.0022562j 0.00203547-4.37085e-05j -0.0016057+0.00275438j -0.00315727+0.00204804j -0.0010538-0.000759643j -0.00187073+0.000628485j 0.00189933-0.000290689j 0.00194818-0.000650632j 0.00178727-0.000267298j 0.000407316-0.00110377j -0.00167499+0.000895199j -0.000740764+0.000793561j 0.00117297+0.0002268j 0.000850213-0.00189602j 0.00173608-0.000691819j 
-0.00126898+0.00184989j -4.07596e-05-0.000943304j 0.00112419-0.000696804j -0.000144917+0.000120264j -0.00195441+0.0029482j -0.00241033+0.000863143j -0.00215707-0.00141071j 0.000584327+0.000212629j 0.00123196-0.00369751j -0.00521876-0.0064529j 0.00229549-0.00375723j 0.000802545-9.14237e-06j 8.79052e-05+0.00195213j -0.00160256-0.00396741j 0.0079094+0.00254607j 0.00693133+0.0068023j -0.00541815-0.0012028j -0.000963915+3.34422e-05j -0.000750752+0.00795897j -0.000913052+0.00263401j -0.000599224+0.00154345j -0.00158906+0.00109026j 0.00234159+0.000220727j -0.000649003-6.82791e-05j -0.0064613-0.00679967j 0.00251956+0.00345207j 0.00192267+0.00285538j 0.00483731+0.00180617j -0.00271958-0.00262856j 0.00794662+0.00228488j -0.00360322-0.00474373j 0.00631601+0.0051509j 0.00141218-0.00750215j -0.0045004-0.00516584j 0.00294513-0.00317609j -0.00329558-0.00138882j 0.0039699-0.000194891j 0.00148682-0.000182225j -0.000129335-0.000954996j 0.000341159+0.00569718j 0.00066318+0.00477336j -0.000130631+0.00388928j 0.00323397+0.00263299j -0.000840565+0.00117482j 0.000442878+0.00238037j 0.00226942+0.00484622j 0.00153588+0.00611823j -0.000143295-0.000468805j 0.000932648-0.000263081j 0.00135433-0.0006612j 0.00113209+0.00203213j -0.000920646-0.000976499j -0.000651767+6.82044e-06j -0.000118334-6.6294e-05j 0.00109465+0.000427099j 0.000817062-0.000379406j 
-0.000794132-0.00114562j -0.00253261-0.00119413j 0.000726297-6.59808e-05j -0.00127117+0.000606669j -0.000112406-0.00290174j 0.00218406+0.00182831j 0.00118808+0.00339592j 0.00128501+0.00258047j 0.000395133-0.00321963j 0.00458269-0.00158137j -0.00171903+0.00515041j -0.000741632+0.000917657j 0.00538816+0.00310769j -0.00461591+0.00264815j -0.00128693+0.000654368j 0.0050928+0.00165028j -0.00614598+0.00117878j 0.00313995-0.00199705j 0.000208787-0.0040589j 0.000952904+0.00280169j 0.00394745+0.000269367j 0.00506426-0.000794832j -0.00372177+0.00730319j 0.00475984-0.00334042j -0.00627073-0.00228554j 0.00953012-0.00260616j -0.00243949+0.00107774j 0.000297712+0.00331762j -0.00140067+0.00175476j -0.00184482+0.00430237j -0.00231273+0.00133326j 0.00580331-0.000301701j -0.00179985+0.000627595j -0.00365709-0.00221418j 0.000682423+0.0023617j -0.0038814-0.0039784j 3.3254e-05+0.001122j 0.00111916+0.000938638j 0.000375584-0.000377733j 0.00721103+0.00278307j -0.00193725-0.000305669j 0.00819043+0.00495744j 0.00475751+0.00216641j 0.000759174-0.00564766j -0.000950415-0.000571193j -0.00272868+0.00223801j 0.000747111+0.00288968j 0.00564755+0.000963755j -0.00487897-0.000188944j -0.00175806-0.00611729j 0.00214006+0.00302317j 0.000675237+0.00184058j 0.00026016-0.00181493j 0.00220679+0.000528487j -0.00150113+0.00157221j -0.00200533+0.000638251j 
0.0039038-0.0010766j 0.0011821+0.00321223j -0.00154101+0.00330323j 0.00203246-0.00171728j 0.00150636-0.00295642j 0.00260417-0.00610236j 0.00102366-0.00267743j -0.00281016-0.0080396j -0.000969516+0.00918232j -0.00380755+0.00390165j -0.00974213-0.00473116j 0.00495971+0.00470606j -0.00309661-0.00563j -0.00267806-0.00128269j -0.00874487+0.0064575j 0.00667157-0.00279459j -0.0116415-0.00272771j 0.00572772+0.00405164j 0.00418639+0.00339383j 0.00514234-0.00855669j -0.0018896+0.00550905j 0.00581358+0.00032463j -0.00591999-0.00926733j 0.00151693+0.00405659j -0.00741968-0.00404956j 0.00214076+0.00198026j -0.00419059+0.00173119j -0.00090668-0.0108505j -0.0013176+0.000781881j 0.00202183+0.00512719j -0.00178159-0.00098306j 0.00124404+0.00308268j 0.00259538+0.0057967j -0.000229935-0.0049693j -0.00139043+0.0018058j -0.00275399+0.00428585j -0.00302536+0.0048005j -0.00108556-6.75829e-05j -0.00325444-0.001688j 0.00308948+0.00405401j -0.00387997+0.00367559j 0.00568008+0.00191297j -0.000202332+0.00365248j 0.00290389-0.00110587j 9.93099e-05+0.000541387j -6.05056e-05+6.42169e-05j 0.00156748+0.00193277j 0.0032148-0.000714666j -0.00281402+0.00175858j -0.00191994+0.000450256j 0.000146104-0.000751395j 0.00156566-0.000763367j 0.00220984+0.000479582j -2.29519e-05+0.000680556j -0.0011225-0.00157047j -0.000358049-0.000106631j 
-0.00100583+0.00142002j -0.000116898+0.00307062j -0.000507436-0.00151877j -0.000693734+0.00363755j 0.0039584-0.000411758j 0.00110245+0.00321797j -0.00411937-0.00112413j -0.00187286+0.00427991j -0.00154481-0.00269815j 0.00690739-0.00685595j -0.00639567-0.0014866j 0.000200977-0.00072337j -0.00189563-0.00345708j -0.000122758+0.0031359j 0.00329468-0.00302438j -0.00109626-0.000198562j 0.00104217+0.00642767j 0.00551017-0.00451894j 0.00475771+0.00254605j 0.0036181+0.00456917j 0.00118591+0.000916928j 0.00249986+0.00333497j -0.00313149-0.000858377j 0.001734-0.000370175j -0.00605767-0.00408165j 0.00142782-0.00255451j 7.24973e-05-0.00143759j -0.00262967-0.00260737j 0.000579185+0.00231794j 0.00121811+0.0014744j -0.000213136+0.000532028j 0.00122599-0.00345632j 0.00137717+0.00150104j 0.00298014-0.000266015j -0.00126805-0.00541685j -0.000758148+0.00676537j -0.00056053-0.00350674j 0.00112679-0.000361783j 0.00161561-0.00141614j 0.00502785+0.0042782j 0.00111084+0.00216995j 0.00432549+0.0019194j 0.00249639-0.00192938j 0.00234036+0.00295773j -0.00101375-0.00156329j -0.000432128-0.0037613j 0.00334195+0.00206551j 0.00223775+0.0040755j -0.000589353-0.000530242j -0.00178269+0.00174706j 0.0022097-0.000108036j 0.00166947-0.00125144j -9.79563e-05-0.00026291j -0.000439699+0.00240252j 0.000471277-0.00174071j -0.000135195+0.00197512j 
-0.0012227-0.0040306j -0.00011557-0.00177376j -0.000377357-0.000573819j 0.00110687-0.00114033j 0.00301151+0.00380772j 0.000401486-9.70354e-06j 0.00193307-0.00134108j 0.00314535+0.00230438j -0.00437376+0.00209856j -0.0103234+0.00149915j 0.000457481-0.00301576j 0.00403879-0.00242548j -0.000845461-0.00050894j 0.00293383+0.00199287j 0.000259809-0.000370409j 0.00635297+0.00584929j -0.00391137-0.00386641j -0.00544077+0.00291201j -0.000528284+0.00297346j 0.00376815+0.00483665j -0.00201955+0.00194574j -0.00068101+0.000436903j 0.00473778-0.00197515j -0.00108327-0.00166107j -0.00505813-0.00646334j 0.000181591+0.00241789j 0.00438269+0.00245889j 0.0022778+0.00295054j -0.00140188-0.00198774j 0.00683177-0.00056728j -0.00209522-0.000106279j 0.00527388+0.00475814j 0.00174203-0.00070876j -0.00311607-0.00159444j 0.00156805-0.000101266j -0.00165395-0.00239935j 0.00286534-0.000441602j 0.00127701-0.00268064j -0.00106046-0.000901117j -0.000760835+0.00433119j 0.00351263-0.000198796j -0.0018815+0.00470629j 0.00165183-0.000270394j -0.000117318+0.00260631j 0.0024983+0.000741694j 0.00321343+0.00100878j 0.00189412+0.00336106j -0.001213-0.00320854j 0.00178155+0.000210447j -0.000593022+0.00335564j -0.00111617+0.00241193j -0.00247936-0.000787735j 0.000336336+0.000488633j -0.000672193-0.00218425j -0.000151125+0.00208977j -0.000279052+0.000959251j 
0.000852462+0.00375113j -0.000673392+0.00169784j -0.00126794-0.00261029j -0.00101563+0.00331768j 0.00220742-0.000290464j -0.00381256-0.000306919j -0.00249302+0.00185034j -0.00275985+0.00549412j 0.00860852+0.00417613j 0.00470744-0.0106511j 0.00386523+0.00401624j -0.00475247-0.00110297j -0.00162422-0.00333789j -0.00183376+0.00273917j 0.0020477-0.00746851j -0.00197996+0.00895375j -0.00259123-0.0101256j 0.00594214+0.000504459j 0.00186126+2.26606e-05j -0.00561432-0.0009115j 1.44032e-05-0.00131177j -0.00480182-0.000828495j -0.0063216-0.000935843j 0.00306386+0.00269579j 0.00319005-0.0042852j 0.003098+0.000509955j -0.00223534+0.000672068j -0.00132974-5.14616e-05j -0.00308073-0.00457875j -0.00526509+0.00116866j 0.00109211+0.00159382j 0.00108349+0.0104442j 0.00185303+0.00155537j 0.00335988+0.000509713j 0.00227782+0.00651202j -0.0027664-0.00108769j 0.000465108+0.00819863j -0.00192837-0.000348012j -0.00030646-0.00262843j -0.0038851+0.00131278j -0.0024779-0.00140713j -0.00227532+0.0047402j 0.00155298+0.00104483j 0.000465576+0.00264993j -0.00394169+0.00237265j -0.0015766+0.00394644j 0.000624958-0.00104847j -5.97048e-05-0.00254713j -0.000201882-0.000610707j 0.00100323+0.00295663j 0.000217346-0.00275964j 0.000999067-0.00414508j -0.000235868+0.0036438j -0.00146208-0.000783674j 0.00075843-0.00089012j 0.000471255-0.00166937j 
6.0945e-05-0.00123453j -0.000275493-0.00446003j -0.000558673+0.000495737j 0.000237115-0.00252068j 0.00288848+0.00384423j -0.00249086-0.00256974j 0.000857093-0.00341814j 0.00521773+0.00251745j -0.00214799-0.00652759j 0.000200794+0.00242296j -0.00319618-0.00534123j -0.00475811-0.00618863j -0.00184713+0.0027129j 7.65436e-06+0.00426547j -0.00987819-0.00199816j 0.00118597+3.74465e-05j 0.00387376+0.001939j -0.00303469-0.00180963j -0.000370803-0.00480941j -0.00063559+0.00333084j 0.000455631+0.00353878j -8.11938e-05-0.00146148j -0.00201507+0.00923852j 0.00122267+0.000856601j 0.00513146+0.00234293j 0.00103566-0.00421359j -0.00256115+0.00325446j -0.00534189+0.000885307j -0.00147702-0.00435168j -0.00630037-0.00254234j 0.0024128+0.00737336j -0.00281902+0.006438j 0.000218598-0.00540279j 0.00347407+0.00699839j -0.000832667+0.000733745j 0.00288351+0.00199963j -0.000550849+0.00207997j -0.00271887+5.0185e-05j 0.000907688+0.00262805j 0.000647852+0.000742404j -0.00307346+0.00212498j 0.00337113+0.0028073j -0.00123959-0.00456223j 0.000426286+0.00349261j -0.00553068-0.0015373j 0.000286326-0.00843556j -0.00375164-0.00161136j 0.00200108+0.00197394j -0.00149168-0.00433411j -4.45016e-05+0.00234646j -0.00156903-0.00266522j 0.0013272-0.00121125j 0.00158695-0.000871884j 0.00120906+7.98179e-05j -0.000864774+0.00011186j 0.00016027-0.00360137j 
