1.31497e-16+0.24459j -4.76838e-16-0.387982j 1.73817e-16+0.0827392j -2.23393e-16-0.227489j -3.19543e-15+0.275724j 8.38844e-17-0.139029j -3.91733e-16-0.249311j 8.43441e-18+0.0253102j 2.47583e-16+0.120023j 1.27186e-19-0.0346182j -6.39617e-17+0.0262649j 2.04315e-16-0.00661206j -1.07022e-16+0.00579352j -4.7533e-17-0.0925493j 1.28319e-17-0.0149528j 1.34071e-17+0.0140148j -5.42312e-17-0.0394386j -1.80422e-16-0.037196j -5.27169e-17-0.0175459j 5.29291e-17+0.0355012j 4.06452e-16+0.013871j 1.55789e-16-0.033575j 6.62127e-16-0.0134878j -1.70309e-16-0.000149531j 1.29157e-16-0.022755j 3.4748e-17+0.0001156j 6.48619e-16+0.0132513j 2.02855e-15+0.0264405j -2.66666e-15-0.0333713j 6.94811e-16-0.0127183j -1.06089e-15-0.00349426j -3.83559e-16+0.0168556j 1.6408e-18+0.032477j -1.46092e-16-0.0208113j -7.25391e-16-0.0105773j -2.51734e-17-0.003306j 3.42185e-16-0.00486283j -6.00797e-16+0.0296118j -1.70588e-16-0.014729j -3.3106e-15-0.00774234j -2.8703e-15-0.00577668j -5.38055e-15+0.0034297j -1.60034e-15-0.0575417j 4.28459e-16-0.0269952j 9.03655e-17+0.0303225j 2.11446e-16+0.0252521j -1.88017e-16-0.00708299j -3.36099e-16-0.0309328j -1.77827e-16-0.0030075j 6.37909e-17+0.0273459j 1.45426e-17-0.0114685j 7.67794e-18-0.0111933j -1.18191e-15-0.0121496j -8.71681e-17-0.0284166j 3.95191e-17+0.00637258j 1.02222e-16+0.00747399j 8.74864e-16+0.0538054j 1.69001e-17-0.0648411j 1.45699e-16-0.0240213j 1.84457e-16+0.0453934j 4.64773e-16+0.0543656j 1.29669e-16-0.0362986j 7.0775e-18+0.0147714j -1.86511e-17-0.00336323j 2.02275e-17+0.0682948j -8.40108e-17-0.0856968j 1.18319e-16+0.037731j 3.64032e-16+0.0862069j 6.28971e-17+0.04032j -5.88951e-17+0.0825791j 7.16426e-17-0.0764268j -2.31944e-16-0.108234j 
-2.97297e-15-0.128526j 8.76818e-16+0.0472365j 2.48689e-15+0.0199168j -2.57974e-15-0.0434108j -1.9387e-15-0.0480292j 3.19875e-15-0.0124583j -6.71065e-15-0.0439606j -5.48297e-15-0.100005j 5.9412e-16-0.134135j 2.23816e-15+0.0338339j -4.38795e-15-0.196476j 1.52265e-15+0.286837j -3.9098e-15-0.0339693j 2.51277e-15+0.149107j -5.86067e-15-0.184466j 3.28821e-15-0.0717518j -1.02548e-15-0.0803618j -9.75355e-15-0.322017j -8.09623e-16-0.0365419j -1.1624e-14-0.0896035j 1.54322e-15+0.0931313j -6.85492e-15-0.0378711j -1.08036e-14+0.386095j 3.8826e-15+0.21774j -4.43501e-15-0.108441j -1.75631e-15-0.0264727j 7.02038e-15+0.177454j 1.3356e-14+0.246334j 8.5359e-15+0.186207j 9.63001e-15+0.129403j 8.83447e-14+0.228671j 5.68366e-16+0.114641j 2.94028e-15+0.0397039j 6.049e-15+0.059507j -6.39267e-15-0.0530182j -6.20056e-15-0.159115j -6.76835e-16+0.149187j 3.84649e-15-0.230071j -1.33658e-14-0.142078j 2.03333e-14+0.00778983j 9.89229e-15+0.0546408j 3.32212e-13-0.230421j 5.56766e-15+0.138437j -6.10945e-15-0.113854j 7.64577e-15+0.340623j 3.07639e-15+0.119401j 5.51705e-15+0.0620624j 9.88095e-16+0.0449334j 2.75315e-15+0.00106439j -5.40109e-15+0.0019607j -2.36484e-15-0.15248j 7.30703e-16+0.155628j 1.86973e-17-0.0256582j 1.41373e-15+0.0559855j 5.66563e-15+0.111269j -2.21731e-15-0.0192813j 2.11504e-15-0.0115367j -5.90829e-15-0.0285175j 4.4405e-15+0.11935j 5.24866e-17-0.0312702j 5.36052e-15+0.0272868j 4.93811e-15+0.11789j 3.13623e-15+0.0909083j 1.6991e-15+0.00571984j 1.31256e-15+0.0169704j -9.79003e-16+0.0159348j 6.06255e-15+0.136236j 1.46899e-15+0.0624665j 1.8008e-15+0.0388012j -1.18993e-16-0.0188559j -7.76872e-16-0.00369406j -3.76692e-16-0.00499789j 
3e-15-0.00735749j -1.24251e-15-0.0111142j -4.15269e-15-0.0747808j 7.31516e-15+0.141711j 5.29433e-15+0.111971j -6.58228e-15-0.122158j 1.55022e-14+0.305525j 7.50516e-15+0.117401j -4.0159e-15-0.156542j -5.92936e-16-0.0406499j 6.89488e-15+0.06516j 2.84049e-15+0.135069j 9.33795e-15+0.204888j -1.05317e-15+0.0122386j 8.21677e-15+0.0835681j -8.93675e-15-0.186456j 4.27282e-17-0.044675j 1.14283e-14+0.140426j -5.9357e-16-0.0312193j 2.421e-14+0.371263j 7.16366e-15+0.121474j -2.34237e-15+0.048533j -4.48889e-15+0.258789j 2.17546e-15+0.06579j 6.72193e-15+0.173661j 8.64727e-15+0.150191j 1.1989e-14+0.17595j -1.79423e-14-0.19588j -1.54152e-14-0.217034j -8.96698e-15-0.134386j -5.07199e-14-0.118015j -1.72424e-15+0.0181317j -1.16631e-14-0.179028j -1.07197e-14-0.251649j 5.37476e-15+0.0604044j 9.67378e-16-0.0482713j 8.24908e-15+0.145175j 2.66928e-15-0.0877637j 1.67869e-14+0.205387j -1.627e-14-0.123644j 1.89317e-15+0.131729j -7.21668e-13+0.49602j 3.80081e-15+0.106697j 9.23697e-15+0.142443j -3.11326e-15+0.137711j 4.50105e-16+0.0135273j -1.41331e-14-0.207549j 3.85275e-15+0.161269j -2.44985e-15-0.123639j 1.03685e-14+0.18398j -1.56674e-15-0.076123j 2.55934e-15+0.14465j -3.14908e-15-0.0476795j -3.32574e-15-0.0500972j -1.02436e-14-0.151629j 5.51936e-15+0.0917912j -3.31924e-15-0.0715182j 8.0996e-15+0.139298j -8.3442e-15-0.0994492j 3.51044e-15+0.0619506j -1.0988e-14-0.161601j -3.04768e-15-0.0143125j -5.01158e-15-0.0361714j 5.74154e-16+0.00449247j -1.65535e-15-0.0127643j 1.31005e-16+0.00283074j -7.61658e-15-0.0945442j -1.26977e-15+0.0080717j -2.31688e-15-0.00958833j 2.8503e-16-0.0142474j 5.61514e-16+0.0045175j 1.16861e-16-0.000170444j 
-5.63176e-16-0.0453193j -8.22092e-16-0.0515303j 5.94945e-16+0.0806017j -1.40803e-15-0.0208514j -6.1026e-16+0.00140706j 1.50131e-15+0.183763j -4.08873e-15-0.103027j -1.42583e-15-0.0251876j 2.36301e-15+0.0582434j 3.38436e-16-0.0726924j -3.3607e-16-0.0867212j -1.92719e-15-0.144075j -2.82976e-15+0.0269924j 3.28449e-16-0.0231692j -2.1126e-15-0.0644998j 2.06148e-15+0.139746j -2.15345e-16-0.0711137j 4.5267e-16+0.255713j -1.35236e-15-0.125851j -4.71458e-15-0.331732j -3.34554e-15-0.108019j 2.54657e-16+0.0897284j 1.70174e-15-0.193999j -3.52698e-15-0.0794366j 9.83951e-16+0.0688202j -1.24523e-15+0.210168j -1.42715e-15-0.0901782j 1.65067e-14+0.202088j -1.66119e-14-0.216881j 5.84984e-15-0.0925805j -1.86303e-14-0.0476703j 1.95956e-17-0.159875j 9.09135e-16+0.283913j 1.03728e-15-0.0992298j -3.88671e-15-0.0252149j 3.52582e-15+0.0328898j -2.90189e-15-0.18175j 5.38315e-16-0.17087j -2.03559e-15+0.0245454j 1.59263e-13+0.102365j 1.45398e-13+0.598765j -4.83747e-13+0.320049j 6.38298e-15+0.159307j -4.12877e-15-0.0809762j -9.79769e-16-0.0272154j -2.89914e-15-0.14573j 2.93216e-15-0.0247197j -2.18052e-15+0.0369777j -3.99778e-15-0.398215j -1.8268e-15+0.0460021j 1.66815e-15+0.0705638j -1.93725e-15+0.123666j -1.09655e-14-0.111051j 7.13515e-16+0.147075j 1.12243e-15-0.0681269j -2.58844e-16+0.0278801j -1.94214e-15-0.114342j -2.40022e-15-0.012995j 8.51205e-16-0.0226119j -5.10606e-16+0.00690891j 1.72723e-15+0.000702943j -2.09175e-16-0.0840495j 6.46299e-16+0.0705645j -4.96133e-16-0.0244735j 2.52116e-16+0.0566798j -3.47631e-16+0.0166291j 5.73237e-16-0.0397042j 2.96835e-16+0.0176677j 1.05383e-15+0.0537097j -4.92175e-16-0.00609661j -2.05835e-16-0.00846682j -1.26471e-17-0.0041979j 
6.74902e-16-0.00116831j -6.78575e-16+0.0271899j -1.73039e-15+0.0175458j 2.81807e-15-0.0572227j 9.26663e-16-0.00497397j -8.10171e-15+0.153827j 5.58652e-15-0.141673j 4.93825e-15-0.102868j -2.15046e-15+0.0474357j -3.54186e-15+0.078238j 6.37285e-15-0.157172j -5.99803e-15+0.108067j 2.13054e-15-0.0499921j -2.1943e-15+0.0527406j 6.35713e-15-0.130715j 1.42559e-15-0.0517421j 2.10976e-15-0.0409325j -8.47934e-15+0.203765j 1.22474e-15-0.0754291j -4.77996e-15+0.137793j -2.73747e-15+0.100725j 9.3802e-15-0.222968j 8.23794e-15-0.0496141j -6.48501e-17+0.0373512j -4.16043e-15+0.0623636j -3.62379e-15+0.0993447j 4.09532e-15+0.00616043j -1.50805e-15-0.101991j 6.08897e-15-0.0328037j 1.37409e-15-0.0916563j -1.46677e-14-0.0423633j 1.3367e-15-0.0658387j -5.35984e-15+0.0579055j -3.01331e-15+0.0449732j -1.12566e-15+0.0228078j 1.4882e-15-0.0576498j 2.98932e-15-0.000279407j -2.8877e-15+0.0152804j 3.52227e-15-0.0227142j 4.99307e-16-0.111798j -7.14652e-15+0.125048j -4.36755e-15+0.00540864j 3.33384e-16+0.206461j 2.96439e-15-0.13526j 1.39226e-14-0.196533j -1.30629e-14+0.307782j -5.52566e-16-0.07803j 1.38258e-15-0.102357j -7.30082e-15+0.0799765j 8.97268e-15-0.187471j 9.52701e-15-0.232079j -8.73494e-15+0.186059j 1.76496e-15+0.0436776j -1.26791e-14+0.211521j -8.80588e-16-0.0264089j 5.22623e-15-0.144746j -4.90535e-15+0.123882j -9.24485e-15+0.199153j 4.15323e-15-0.137066j 3.42545e-16-0.0861453j -9.67819e-16-0.039864j 3.21824e-15-0.0561993j 3.25462e-15-0.0937743j -5.20763e-16-0.0019145j -2.85395e-15+0.0477528j -5.89533e-15+0.12307j 7.13731e-16-0.012288j 9.91467e-16-0.0223656j 1.0015e-15-0.0321822j -1.15656e-15+0.0210481j -9.18325e-16+0.0222234j 2.34239e-16+0.00349013j 
2.43456e-15+0.0251648j 1.84296e-15+0.0558977j -4.22374e-15-0.103218j -2.18095e-15-0.0367818j -1.56215e-15-0.063168j -2.26275e-15-0.0621397j -4.87388e-15-0.061289j 1.19102e-14+0.252171j -6.6349e-16-0.0433608j -2.00784e-15-0.0244485j 1.43055e-15+0.0409101j -5.22042e-15-0.0913762j -6.28087e-15-0.101321j -5.18207e-15-0.113811j -4.79853e-15-0.100667j 4.3647e-15+0.0992254j -2.0421e-15-0.0317025j 3.12568e-15+0.0375564j -6.91086e-16+0.0253049j -1.61251e-15-0.0327235j -9.36047e-16-0.0309514j 2.26211e-15+0.11022j -7.33081e-16+0.102386j 2.86505e-15+0.0171994j -3.06186e-15-0.0698641j -2.47283e-16-0.0215668j 1.00012e-14+0.11221j -2.67783e-15-0.0226396j -4.21471e-15-0.00538239j 3.37748e-15+0.0864841j 1.32852e-14+0.0338633j 3.34248e-15+0.0267637j -2.73522e-16-0.0125936j 4.76373e-15+0.0955657j 7.0348e-15+0.0670954j 9.35791e-16-0.0113981j -6.40036e-15-0.0543606j -5.28191e-15-0.168771j 8.10807e-16+0.0389098j -1.88142e-14-0.0440726j -1.34899e-14-0.0207318j 3.43032e-13-0.233005j 2.19057e-14+0.245212j -1.77683e-14-0.250373j 1.89884e-14+0.425711j -1.15963e-14-0.190627j -9.37199e-15-0.157378j -1.79337e-14-0.293191j -3.6384e-15-0.069217j -1.30397e-14-0.267016j 5.19917e-15+0.106264j -9.29915e-15-0.14498j -4.20153e-14-0.295693j -8.94275e-15-0.222557j 3.79539e-15+0.0792467j -1.47428e-14-0.263785j -1.71056e-15-0.0656235j 4.07373e-15+0.0556354j -6.17317e-16+0.0315596j -1.95911e-14-0.339686j -3.89568e-15-0.08341j 4.74678e-16+0.0696628j -6.97898e-15-0.13462j -9.87375e-15-0.201122j -1.54704e-15-0.0455624j 1.69556e-15+0.0128669j 1.11784e-15+0.0408199j -5.25308e-16-0.0136768j -4.56822e-15-0.0942118j 2.01623e-16-0.0112948j 1.05932e-15+0.0262181j 2.97546e-15+0.0600743j 
-1.90963e-15+0.0411678j 4.24398e-15-0.0551775j -2.79662e-15+0.0222797j -4.3134e-15+0.0628492j 8.36717e-17+0.0176601j 2.32871e-15-0.0750479j -8.67553e-15+0.0845929j -1.3301e-14+0.16141j 3.8764e-15-0.0265223j 4.30425e-15-0.0409421j -1.09339e-14+0.116984j -4.78149e-15+0.0380432j -4.09325e-15+0.0265226j 5.44041e-15-0.0629907j -6.29972e-15+0.0680243j 5.14572e-15-0.0858058j 6.33381e-15-0.0871484j -1.9907e-15-0.031183j 7.73147e-17-0.0392215j -1.37995e-14+0.197593j -1.95584e-15+0.0172337j -1.79943e-15-0.00424102j -7.55152e-15+0.0798776j -1.0376e-14+0.162117j -7.4486e-15+0.0262313j -1.07145e-14+0.184094j -1.12251e-16+0.0784243j -5.13003e-16-0.0473552j 1.07116e-14-0.0968726j 6.04354e-15-0.10443j 1.19542e-14+0.0546434j 7.27054e-15-0.0665888j -1.86256e-14+0.191806j 5.39717e-15-0.060107j -4.73006e-15+0.0484354j -1.90903e-14+0.269625j 2.14838e-14-0.264434j -6.48371e-15+0.0219624j 6.25381e-15-0.0464684j 7.94696e-14+0.201867j 6.31435e-14+0.196116j 2.59246e-13-0.161346j 3.49249e-15-0.0827403j 6.80595e-15-0.122389j 1.91282e-14-0.233786j -1.47862e-14+0.0941545j -1.17481e-15+0.0540201j -9.97494e-15+0.0791436j -2.37069e-14+0.251626j 3.80274e-14-0.45708j 3.92793e-15-0.00917399j -1.83731e-14+0.169694j -9.1145e-16+0.0438761j -2.00436e-14+0.205528j -1.2658e-14+0.121369j 1.38884e-14-0.163224j -1.66646e-14+0.234069j -1.32067e-14+0.126956j -2.98368e-15+0.0176385j 2.58404e-15-0.0646836j -9.53231e-15+0.131336j 2.58756e-14-0.31701j -4.32337e-15+0.0388297j -3.92127e-16-0.0139305j -7.24116e-15+0.0872101j -5.57294e-15+0.0501755j 1.44043e-15-0.0356506j -1.06788e-15+0.00982116j 2.48176e-15-0.0292326j -5.27754e-15+0.0597914j 2.80817e-15-0.035641j 4.81307e-16-0.0027827j 
6.70847e-15+0.0954986j 5.69304e-16+0.0146477j -6.69436e-16-0.00549121j 4.24542e-15+0.0482403j 4.91127e-15+0.0870496j -1.04007e-14-0.163865j -5.47772e-15-0.113589j -1.57463e-15-0.0814412j 5.11274e-15+0.0964266j 6.41581e-15+0.126681j -7.3413e-15-0.135532j -4.829e-15-0.0833356j -3.87801e-15-0.0812045j 5.50187e-15+0.115853j 2.17755e-15+0.0143471j -1.05568e-14-0.148689j -6.64159e-15-0.0962897j -1.13549e-14-0.206132j -1.94018e-14-0.284418j 1.04545e-14+0.125287j 7.62035e-15+0.0590244j -9.57919e-15-0.132279j 9.09831e-15+0.119939j 2.15844e-14+0.302212j -2.04406e-14-0.329757j 1.25941e-14+0.125677j 1.55807e-14+0.103103j -3.90797e-14-0.278218j 3.69651e-14+0.205136j -2.15596e-14-0.131427j -1.47385e-14-0.0249111j -4.75459e-15-0.0561323j -4.29066e-15-0.119495j -1.33245e-15+0.0482705j -2.76894e-14-0.229924j -1.88049e-15-0.0288823j 8.37547e-15+0.179693j -6.32951e-15-0.220689j 7.63782e-15+0.131347j -1.11102e-13-0.23719j -8.62437e-14-0.162255j -2.28116e-13+0.156156j 4.0709e-16-0.0262073j -1.37341e-14-0.17125j 3.76457e-16+0.0771664j -1.55873e-14-0.265032j 8.25949e-15+0.102756j -1.84977e-14-0.249867j -2.12324e-14-0.328155j -5.89549e-15+0.0138928j 2.66445e-15+0.0851423j -7.3047e-15-0.174611j -1.26382e-14-0.0799602j -9.21917e-16-0.112754j -5.31517e-15-0.115523j -4.70424e-16+0.049794j -6.00377e-15-0.124164j -7.75602e-15-0.166494j -5.37439e-15-0.0771473j -5.11036e-15-0.0424272j 1.18733e-15-0.00189091j -4.25589e-15+0.0238882j -4.86109e-15-0.0632496j -3.06072e-15-0.0362511j 2.00586e-15+0.00893826j -3.55304e-15-0.0980588j -3.81061e-15-0.0440089j -1.0317e-15-0.0293985j -4.3261e-16-0.0127832j 1.52252e-15+0.019601j -4.85846e-16-0.00198057j 2.08039e-16+0.00380334j 
1.7665e-16+0.0166987j -9.09669e-17-0.0471209j 2.53067e-16-0.0663121j -1.86921e-16-0.0478622j -1.35116e-15+0.0380467j -8.57818e-17-0.0894914j -4.38734e-16-0.11141j 1.53357e-15-0.0531696j -3.87605e-16-0.046333j -9.65198e-17-0.099511j 1.41389e-15-0.0250522j -1.22084e-15-0.0480628j -3.03199e-16-0.0490616j -2.8274e-16+0.0372963j -6.648e-17-0.201822j 8.4926e-16+0.0354187j -2.56894e-16+0.0703008j 1.03509e-15+0.0558737j -2.11343e-16-0.0988531j -1.31812e-17-0.06971j 9.61758e-17+0.037685j 2.70894e-16-0.0510416j 3.49948e-15-0.110924j -2.10557e-16+0.0120373j 1.21687e-15+0.103785j 3.4191e-15+0.102375j 8.03301e-15+0.169747j 1.67497e-15-0.0359179j -6.41294e-16-0.155746j -3.92743e-15-0.242666j -3.26345e-14-0.0896796j -2.7129e-15+0.0191906j 1.60986e-15+0.0973322j 8.33298e-16-0.0653395j -1.36444e-15-0.0502447j 1.29302e-15+0.116678j -1.36831e-15-0.198897j 2.36699e-15-0.136186j 3.26731e-16+0.0613938j 3.53328e-14+0.141847j 3.01229e-14-0.0178144j -1.81913e-13+0.118872j -8.21964e-15-0.235791j 5.54914e-16-0.0374465j 1.0135e-15-0.190753j -5.35852e-15-0.42924j -2.49153e-16-0.0761319j 2.4709e-15+0.175008j 3.01062e-15+0.180088j -2.45838e-15+0.302191j 1.45478e-15+0.166089j 8.78141e-16-0.112558j 1.20693e-14+0.144409j -2.44609e-15-0.150219j 1.87938e-15-0.05267j -2.62466e-16+0.227839j 4.28955e-15+0.233292j 4.8606e-16+0.0404823j -6.26418e-16-0.0154157j -2.66231e-15-0.123458j -5.24165e-16+0.0111266j 7.33231e-16-0.0214453j -4.85926e-16+0.133874j -1.71899e-15-0.0697482j -1.00538e-15-0.0870144j -1.0512e-15-0.0509078j 3.73136e-16-0.000848446j 9.37493e-17+0.0245533j -1.10999e-15-0.0883412j 2.47074e-16-0.00681795j -3.47643e-17-0.059342j 3.66754e-16+0.00509046j 
-1.05736e-15-0.0859071j -3.62276e-16+0.0122543j -6.68453e-16-0.0934783j 9.90956e-16+0.0581615j -3.50269e-16+0.0924871j -7.26048e-16-0.0143803j 1.83304e-15+0.092839j 4.42776e-16+0.0487203j -2.96806e-16-0.0595117j -9.46774e-17+0.00404928j 2.76332e-16-0.0846057j 1.79242e-15+0.159471j 1.22984e-15+0.116771j -1.20349e-15-0.141733j -1.1238e-15-0.188879j -4.98094e-16-0.029244j -5.59785e-16-0.0359729j -7.0538e-16+0.0210622j 1.09742e-15+0.0638452j 1.76205e-15-0.0118731j -1.0662e-15-0.0730793j 1.79768e-16+0.0849111j -4.03886e-15+0.0995732j -7.76318e-16-0.0240929j -1.40647e-15-0.189042j -1.34657e-15+0.0577547j -2.70974e-15-0.0775788j 4.30483e-15+0.163592j -1.92962e-15+0.0724221j 8.88721e-16+0.0541572j 1.14737e-14+0.030338j 1.13541e-16+0.0631827j -1.60487e-15-0.204825j -1.10938e-15-0.197851j -1.53845e-15+0.0176798j -4.75676e-16-0.109659j 1.96526e-15+0.102452j -3.74038e-16+0.00127926j 1.35818e-16-0.0660145j -1.24073e-14-0.0694003j -1.21593e-14+0.0148309j 1.51569e-13-0.0994277j 2.94013e-15+0.051444j -6.61123e-16-0.156623j -6.38368e-15-0.402618j 3.34593e-15+0.0523299j -2.4528e-15-0.124195j 1.0687e-15+0.0104237j 2.15747e-16-0.0168809j -3.27284e-16+0.0879513j 5.97972e-16+0.0163203j -3.56717e-16-0.193076j -7.30426e-16+0.0144526j 4.46304e-15+0.184682j -2.19611e-15-0.11723j 6.00858e-16+0.0163687j 5.16945e-15+0.147548j 2.30358e-15+0.131854j -2.93716e-15-0.24963j -3.28189e-15-0.124383j 1.33574e-15-0.00716736j -2.3121e-15+0.0582463j 8.79556e-16-0.0390385j 2.53916e-15+0.081749j 1.35923e-15+0.0108634j 1.371e-15+0.0699367j -7.54321e-16-0.000219239j -2.74653e-15-0.117338j -1.43714e-16-0.0264228j 1.79123e-16-0.0297281j 9.1169e-16+0.0533917j -8.3017e-16-0.0414993j 
3.91574e-16+0.0161798j 1.9115e-16+0.0622674j -6.73612e-16-0.14684j 5.00633e-16+0.00415493j 1.59252e-15-0.0647497j -9.3321e-16-0.223241j 3.10756e-16-0.0184729j 7.05978e-16-0.0203113j 9.70773e-16+0.00230794j 4.79665e-16+0.00648799j -4.41013e-16-0.0575093j -1.83233e-16-0.0532756j 1.16829e-16+0.0112946j -1.17233e-15-0.00987799j -2.71333e-16-0.0661377j -5.34524e-18+0.0703597j 1.74004e-16+0.218135j -6.55584e-16-0.0707973j 3.45363e-16+0.0484042j 9.8479e-16+0.167304j -1.2369e-15-0.0450872j 2.52315e-15+0.074815j 3.41537e-15-0.155829j -4.24857e-16-0.212468j -2.12119e-15-0.0655285j 6.70323e-17+0.0212383j -2.72178e-15-0.0262134j 4.14073e-17+0.0278839j 4.43081e-15+0.0472992j -5.08712e-15-0.0721692j -3.99137e-14-0.107987j -6.60657e-16-0.0567156j -6.65517e-17-0.288739j 8.41431e-16-0.159698j -1.12436e-15-0.0154285j 6.06274e-16+0.113299j -2.78319e-16+0.0070927j -4.10488e-15+0.171363j 1.34297e-15-0.0317436j 7.45046e-14+0.217686j 6.27079e-14+0.0784996j -2.69958e-14+0.0181431j 3.59486e-15+0.166256j -1.36487e-15+0.235496j -3.30055e-15-0.111233j 3.10384e-15+0.204239j 2.00374e-15+0.110865j -4.2825e-15-0.11789j -3.29695e-15-0.142005j -3.66907e-16+0.0487814j 5.50072e-16+0.0341698j -3.36891e-16+0.236708j -1.72932e-14-0.1848j 1.13919e-15+0.0635031j -1.00968e-15-0.071281j 3.95814e-16+0.0985712j 1.7326e-16+0.0281266j -1.04174e-16-0.0379847j -5.98881e-16+0.141145j -4.57315e-16-0.0719954j 1.36269e-15+0.165809j -1.42997e-15-0.28784j -6.20545e-16+0.0753303j -2.39295e-16-0.0164126j 8.211e-16+0.0903962j 7.83156e-16+0.132747j -7.47627e-16-0.127415j -3.18755e-16-0.021434j 5.06579e-16+0.0684779j 8.34021e-17-0.0548833j 3.61905e-16+0.0331049j -2.00043e-16+0.00804858j 
-6.04241e-16-0.0477636j -2.62981e-16-0.0634326j 1.3279e-15+0.0799751j 1.66406e-15+0.0888798j -1.46718e-15+0.10177j -5.0378e-17+0.0724093j 8.72694e-16+0.0816827j 5.21203e-16+0.00643786j 8.34973e-16+0.0512231j -1.17982e-15-0.101624j 8.19042e-17-0.0432459j -1.19408e-15+0.0153453j 2.55931e-16+0.0180467j -3.52641e-16-0.0621556j 8.7408e-16+0.0277962j -4.49929e-16-0.0582396j -1.39394e-15-0.0375446j -1.01884e-15-0.0162704j -6.22451e-16+0.0145474j -2.36687e-15-0.197977j -5.7091e-16+0.0228361j -2.94923e-16+0.100913j -4.7068e-15+0.161355j 2.69461e-15-0.000233459j -4.73017e-16+0.0751717j -1.56206e-15-0.0893037j 7.80353e-16+0.0337079j 1.7218e-14+0.153146j -2.80874e-14-0.233898j 1.40394e-14+0.203149j -3.40538e-14-0.107735j -1.60702e-15+0.014129j -2.67663e-16-0.044504j 1.83978e-15-0.0858686j 3.61407e-15+0.0626134j 1.12489e-15-0.0724982j 2.45501e-16-0.152383j -4.98947e-15+0.1274j -9.66851e-18-0.0788441j -1.53739e-14-0.115971j -9.46288e-15+0.0813308j 2.89676e-14-0.0187797j 1.66944e-15-0.0481809j -5.53724e-15-0.265834j 2.98964e-16-0.126797j -6.61758e-15-0.223376j 4.39537e-15+0.118293j -8.70097e-16-0.0491138j -5.15445e-15-0.152728j -3.20551e-15-0.0851739j -2.2376e-15-0.165485j -3.09896e-15-0.163322j 3.25876e-14+0.325141j 3.55548e-15+0.222704j -3.68573e-16-0.00816366j -1.09237e-15-0.0546447j 1.04009e-16+0.0261319j -2.96763e-15-0.197738j -1.73681e-15-0.145088j -2.01507e-15-0.0179751j 5.74363e-15+0.171756j 3.31348e-16+0.0443957j -4.17526e-15-0.27145j 2.98778e-16-0.00234609j 2.13872e-15+0.0913627j 1.38464e-15+0.0577413j -1.07326e-15-0.0317722j 9.74478e-16+0.105668j 2.40204e-15+0.141621j 1.86871e-16+0.0129785j 4.80973e-16-0.002108j 8.50555e-17-0.0320429j 
3.33646e-16+0.019475j 1.13384e-15-0.0746226j 2.20343e-15-0.177249j 8.88372e-16-0.0813736j -4.08662e-15+0.172538j -2.62116e-16-0.047522j -4.3257e-16-0.0262831j -1.81349e-15+0.138202j 4.67793e-16+0.0531518j 2.31078e-16+0.0521475j -4.33755e-16-0.0091643j -5.55891e-16-0.010595j -4.30578e-16-0.0289972j 8.49283e-16-0.0212954j -2.95188e-16+0.0413735j -3.29748e-16-0.0263763j -9.04572e-16+0.0380855j 7.31338e-16-0.0699289j -7.61859e-16-0.0591926j 1.33926e-15-0.0625928j -1.7572e-15+0.128552j -4.32074e-16-0.0284342j -2.60754e-15+0.0710216j 1.94446e-15-0.0586721j -3.26824e-15-0.0294453j 2.08073e-15-0.242852j -4.91741e-15-0.0236542j 4.60686e-15-0.0461699j -8.26791e-15-0.119314j 4.12578e-15+0.151201j -1.72158e-14-0.0600946j -4.70835e-16-0.00385471j -7.21352e-16-0.0345332j -1.96026e-15+0.112501j -2.31772e-15-0.02874j 2.32102e-15-0.162254j 3.22029e-15-0.00768242j -4.96787e-15+0.11419j 1.62256e-15+0.0336126j -7.3028e-15+0.0407319j -5.95051e-15-0.0730839j -1.42916e-13+0.0939188j -1.75511e-15-0.0806603j 9.79385e-16+0.11173j 2.42141e-16+0.0383148j 6.53728e-16+0.107423j -1.57616e-15-0.0323946j 4.6738e-16-0.20519j -2.23135e-15+0.110814j -1.04461e-15+0.137713j 2.80616e-15-0.0518383j -1.23543e-15+0.164764j 3.79599e-15+0.0670002j -8.17289e-16-0.0657995j -2.2105e-15+0.0892542j 1.58425e-16-0.0222295j -1.82609e-15-0.0937449j -4.80367e-16+0.114025j 6.61076e-16-0.00980365j -3.91466e-16+0.104979j -5.48188e-16-0.147895j 3.19885e-16-0.1196j -5.93625e-16+0.142414j 1.79127e-15-0.0408105j 1.69366e-15-0.100551j -1.97068e-16+0.0379559j 2.09022e-16-0.0273006j -2.37817e-15+0.146196j -1.01441e-15+0.0420009j 1.59038e-15-0.0924679j 1.07284e-15-0.0772755j 4.19835e-16+0.0228849j 
