1.31497e-16+0.24459j -4.76838e-16-0.387982j 1.73817e-16+0.0827392j -2.23393e-16-0.227489j -3.19543e-15+0.275724j 8.38844e-17-0.139029j -3.91733e-16-0.249311j 8.43441e-18+0.0253102j 2.47583e-16+0.120023j 1.27186e-19-0.0346182j -6.39617e-17+0.0262649j 2.04315e-16-0.00661206j -1.07022e-16+0.00579352j -4.7533e-17-0.0925493j 1.28319e-17-0.0149528j 1.34071e-17+0.0140148j -5.42312e-17-0.0394386j -1.80422e-16-0.037196j -5.27169e-17-0.0175459j 5.29291e-17+0.0355012j 4.06452e-16+0.013871j 1.55789e-16-0.033575j 6.62127e-16-0.0134878j -1.70309e-16-0.000149531j 1.29157e-16-0.022755j 3.4748e-17+0.0001156j 6.48619e-16+0.0132513j 2.02855e-15+0.0264405j -2.66666e-15-0.0333713j 6.94811e-16-0.0127183j -1.06089e-15-0.00349426j -3.83559e-16+0.0168556j 1.6408e-18+0.032477j -1.46092e-16-0.0208113j -7.25391e-16-0.0105773j -2.51734e-17-0.003306j 3.42185e-16-0.00486283j -6.00797e-16+0.0296118j -1.70588e-16-0.014729j -3.3106e-15-0.00774234j -2.8703e-15-0.00577668j -5.38055e-15+0.0034297j -1.60034e-15-0.0575417j 4.28459e-16-0.0269952j 9.03655e-17+0.0303225j 2.11446e-16+0.0252521j -1.88017e-16-0.00708299j -3.36099e-16-0.0309328j -1.77827e-16-0.0030075j 6.37909e-17+0.0273459j 1.45426e-17-0.0114685j 7.67794e-18-0.0111933j -1.18191e-15-0.0121496j -8.71681e-17-0.0284166j 3.95191e-17+0.00637258j 1.02222e-16+0.00747399j 8.74864e-16+0.0538054j 1.69001e-17-0.0648411j 1.45699e-16-0.0240213j 1.84457e-16+0.0453934j 4.64773e-16+0.0543656j 1.29669e-16-0.0362986j 7.0775e-18+0.0147714j -1.86511e-17-0.00336323j 2.02275e-17+0.0682948j -8.40108e-17-0.0856968j 1.18319e-16+0.037731j 3.64032e-16+0.0862069j 6.28971e-17+0.04032j -5.88951e-17+0.0825791j 7.16426e-17-0.0764268j -2.31944e-16-0.108234j 
-5.10292e-16-0.0472375j 3.73396e-16-0.0257981j -6.88134e-17-0.0016368j 3.89677e-17-0.0111j -7.29428e-16+0.0367393j 4.70889e-16-0.0509996j 4.30444e-16+0.0118868j -2.39368e-16-0.0121552j 6.92434e-18-0.0129367j 2.41504e-16+0.0244841j 6.37365e-17-0.051565j 4.93154e-16-0.0401328j 4.51256e-17-0.00977764j -1.25207e-16+0.0939128j 8.54865e-17-0.0112002j -1.31452e-16-0.0255635j 1.03211e-16+0.0369475j 7.88775e-16-0.0117005j 1.68708e-16-0.0639475j -4.90114e-16-0.000760647j 1.63772e-16-0.0187413j -3.67589e-16+0.0221371j -5.85837e-16+0.0163269j -1.82807e-17+0.00671202j 3.659e-16-0.0264545j -2.33058e-17+0.0657291j 7.77635e-16+0.00279261j -1.91924e-15-0.0128204j 4.23264e-15+0.0372666j -2.27727e-15-0.0370587j -8.14326e-15-0.0223809j -7.11795e-16+0.0284495j 4.6507e-17-0.0433797j -2.69344e-16+0.0307233j -6.98495e-16-0.0138591j -7.21147e-17-0.0598469j -3.9853e-16+0.0395743j 1.30514e-15-0.0384954j -6.10311e-16+0.00406614j -1.59178e-14-0.0408406j -1.15553e-14-0.0209107j -1.04488e-13+0.0686609j -2.64871e-16-0.012876j 4.27281e-17+0.0315432j -4.77288e-16+0.0654773j -9.02975e-17-0.0532691j -1.9852e-16-0.0275039j 4.50402e-16+0.0544823j 7.67512e-16+0.0128728j -8.79105e-16+0.0571578j -3.40107e-16+0.0142345j 1.33807e-16-0.00296898j 1.48792e-16-0.00144286j 1.32948e-15-0.092697j 8.03793e-16+0.0100881j -1.00184e-15+0.00514422j 1.09018e-15+0.0451972j 4.02342e-16+0.0151022j 4.98568e-16+0.0382802j -1.42077e-16+0.0410536j -1.34255e-15-0.103069j -1.59682e-15-0.0534004j -1.17503e-15-0.0969256j -2.77689e-16+0.0185986j -2.20131e-16-0.0749292j 2.69957e-16+0.0579262j -8.54129e-17+0.0910976j -4.88747e-18-0.0462248j -1.07311e-15-0.0115757j -2.41042e-16+0.111513j -3.69834e-16+0.115673j 8.36028e-17-0.0605597j 
-1.10722e-16+0.0255708j 1.30771e-15-0.0384653j -3.25833e-16+0.00283478j -1.20851e-16-0.0261531j -5.95608e-16+0.003454j 1.49619e-15-0.0991826j 7.51466e-16-0.016326j -3.53456e-16-0.0102515j 3.00501e-16-0.00739235j 7.84904e-16-0.000339796j -2.17709e-16+0.00782825j 1.25744e-15-0.0218124j -3.88275e-16-0.0271223j 1.94467e-16+0.00626537j 5.8203e-18+0.0160978j -3.20407e-16-0.00572845j -4.22506e-17+0.015674j 1.18881e-15-0.0898834j 6.09376e-16-0.00781449j -6.46673e-16+0.0589921j -7.24844e-17+0.00850761j -1.19674e-15+0.0596489j -2.18195e-15+0.0331735j 2.64497e-16+0.000206571j -1.62221e-16-0.031005j -3.36365e-16-0.00632598j -7.07096e-16+0.0186439j -2.21608e-15-0.0443201j 4.55107e-15+0.0373605j -2.14019e-15-0.0431889j -3.27436e-15-0.00798408j -6.70639e-16+0.0482401j 9.98652e-16-0.0800282j 6.49643e-16-0.0417586j -8.85541e-16-0.0137156j -4.55136e-16+0.0182323j -1.93604e-15+0.0766267j 9.30529e-16-0.0140719j -3.77833e-17+0.0164357j -2.58658e-14-0.0390727j -2.01013e-14-0.0698802j -8.71012e-14+0.0565615j 2.59235e-16-0.00258309j -5.69164e-16+0.0381537j -1.21337e-15+0.061922j 1.68939e-16-0.0748343j 8.71436e-16+0.0660911j -1.2972e-15-0.0586478j 2.61393e-16-0.126828j -2.39925e-15+0.14385j -7.30385e-16+0.0115003j 1.32591e-16-0.0205848j 1.30897e-15+0.014188j 3.9402e-15-0.196641j 1.25592e-15-0.0600016j -1.96099e-15+0.128964j -1.22501e-15-0.112837j 7.29938e-16-0.103836j 1.01282e-15-0.026161j -1.10617e-15+0.0368558j 4.07367e-16-0.0102484j -1.91321e-15+0.169653j -3.134e-15+0.120576j -5.2532e-16+0.0121519j -2.22393e-16+0.0191081j 8.75164e-16-0.00604904j 7.91397e-16-0.0548304j -3.68833e-16-0.0643624j -2.50134e-15+0.179727j 8.72189e-16-0.00808708j -2.89043e-16+0.126983j -5.51588e-16+0.0381798j 
-2.94302e-16+0.0178112j 8.27373e-16-0.0419907j -2.0765e-16+0.0115371j -2.01018e-16+0.0505157j -4.27151e-16+0.00536806j 1.201e-15+0.0185095j 5.03291e-16-0.0207225j -5.16055e-16+0.0778191j 2.92401e-16-0.0291974j 1.41575e-15-0.0964033j -6.70645e-16+0.0663133j 1.5052e-15-0.0726769j -1.32941e-15+0.0965811j 9.43072e-16-0.0938999j 3.10358e-17+0.00992j -3.66234e-16+0.0591528j 2.74685e-16-0.0586185j 1.1488e-15+0.0112815j 1.76342e-16+0.0255259j -5.79463e-16-0.00241282j 1.49297e-16+0.00238858j -7.19604e-16-0.0242774j -9.64021e-16+0.01866j 5.6895e-16+0.00350799j 6.78778e-17+0.030118j 9.86162e-16+0.050477j 2.70916e-15+0.0980573j -2.5018e-15-0.0358696j 3.59698e-15+0.0432453j -6.42113e-16-0.000310446j 1.82222e-14+0.0552256j 1.38877e-15-0.0443654j 1.84454e-16+0.0987927j -3.81583e-16+0.018708j 2.14098e-15+0.0427013j 4.61267e-17+0.0327032j -1.39357e-15+0.0414566j 1.10522e-15-0.00505044j -3.18835e-16-0.00415499j 4.08509e-15+0.0575027j 4.05475e-15-0.0493519j -3.13379e-14+0.0195961j -1.1716e-15-0.0185923j 1.08897e-16+0.0631942j -1.16128e-15+0.00869365j 1.13211e-15+0.0735695j -4.51518e-16-0.0387156j 1.55514e-16+0.119363j 1.78786e-15+0.0258535j -1.49798e-15+0.0249356j -3.37913e-16+0.0845051j -3.6452e-16+0.0390037j -5.83112e-15-0.0653925j 2.3914e-15-0.0229747j 1.23839e-15-0.0481738j -1.04918e-15+0.1086j 1.13473e-15+0.0654131j 8.17572e-16+0.0394663j 6.43193e-16-0.0293947j -3.96075e-16+0.0625765j 7.57575e-16+0.0856868j -1.0273e-15+0.00911463j -2.96853e-15+0.210059j -3.80829e-16+0.0318448j -3.65206e-16+0.0337556j 1.3348e-15-0.0890755j 1.22532e-15-0.063792j 2.00082e-16+0.0973315j -1.29116e-15+0.00325829j 1.58569e-15-0.120353j 4.71737e-16-0.175761j -8.19446e-16+0.0200498j 
-9.06962e-17-0.0136668j -5.93426e-16+0.0251436j 1.20684e-16+0.0326132j 1.66634e-16+0.0168566j 3.06782e-16+0.0289864j -3.28739e-16-0.114186j -8.25374e-16-0.0224371j -5.27919e-17-0.0488866j 3.81987e-16+0.0261664j 3.99057e-16+0.00745876j -4.05678e-16-0.0267882j -4.55207e-16-0.00203078j -3.27287e-16-0.0358678j 4.08104e-16-0.0458706j -5.56271e-16-0.0101535j -2.07052e-16+0.0148364j -2.91994e-17+0.0104193j 4.78166e-18-0.055304j -1.07008e-15+0.0045507j -3.35184e-16-0.028004j -4.16112e-16-0.0175382j -1.37646e-16+0.0530654j -3.11431e-15+0.0520392j 6.91153e-16-0.0105026j -5.95163e-16-0.0337387j 6.64379e-16-0.0186189j 1.20193e-15+0.0699253j 2.23069e-15-0.013531j -4.31309e-15-0.0467925j 2.71437e-15+0.0495097j 5.10791e-15+0.0122929j 1.03483e-16-0.0186508j 1.03835e-16-0.0128596j 5.5626e-16-0.00803393j 3.51498e-15+0.0731899j -1.95052e-16-0.0718188j 5.62085e-16-0.0178213j 2.73118e-16-0.00142987j -9.94065e-16-0.0386394j 1.49424e-14+0.047826j 1.24246e-14+0.00948351j 1.20368e-14-0.00807567j -1.51775e-15-0.0460644j -1.3073e-16-0.0678893j -3.26042e-16+0.0109421j -1.45398e-16+0.00205143j -1.11472e-16+0.00528523j -2.94157e-16-0.066894j -7.58663e-16-0.00199655j 3.46452e-17-0.0416991j -1.09204e-15-0.0314569j 4.71117e-16+0.0703816j 6.64823e-15+0.0590752j 4.49341e-16-0.0222891j 9.75248e-16-0.0331506j -1.26922e-15-0.0509103j 1.11726e-15+0.0306137j 1.79095e-16-0.057225j -3.13298e-16-0.0164005j -5.99654e-16-0.077092j -1.22661e-15-0.13896j -1.03289e-15-0.030039j -4.4298e-16+0.152016j -5.93226e-16-0.0345277j -1.20811e-17-0.024047j -2.02378e-15-0.170787j 2.64428e-16-0.337898j 6.73612e-17-0.0446841j -1.29051e-15-0.0190405j -1.2539e-15-0.304365j -2.19916e-15-0.119676j -3.81601e-17+0.365123j 
5.5328e-16+0.0031191j 1.76685e-15+0.0993829j -4.10235e-16-0.00600014j -1.13102e-15-0.042716j -6.39825e-16-0.0768844j 6.43796e-16-0.00398349j 1.48566e-15+0.0874123j -1.86208e-16-0.0269392j -3.42367e-16-0.0143968j -5.74527e-17+0.00706655j 1.42658e-16+0.00842171j 1.68865e-15+0.0844652j 1.91847e-16+0.0154519j -1.8291e-16-0.0366667j 1.12413e-15+0.0593071j 2.96443e-16+0.0286513j 2.09343e-16+0.0288954j -1.05445e-15-0.0449242j 2.36548e-15+0.123513j 4.60388e-16+0.00623563j 8.19733e-16+0.0498575j -8.61464e-16+0.00563341j -1.26662e-15+0.0609367j 7.36711e-16+0.00191844j -5.85095e-16+0.0141437j -5.58536e-16-0.0527578j 3.18263e-16+0.0399381j -1.22128e-15-0.0584499j -1.1904e-16-0.0315738j -1.1023e-16+0.00818596j -1.4177e-14-0.0419543j -1.92331e-16+0.045932j -8.12901e-16-0.0415037j 5.57343e-16+0.0140098j 1.76698e-15+0.024029j 1.47937e-15+0.0284517j -9.11564e-16-0.035912j 5.59474e-16-0.0686737j 1.34734e-15+0.0500141j 2.74735e-15+0.00454703j 3.09516e-15+0.00972352j 3.3441e-14-0.022299j 5.07158e-15+0.0812287j -1.13103e-15-0.0324108j 9.19183e-16+0.0321744j -5.842e-18-0.00438989j -2.5018e-16-0.00931885j -2.12174e-15-0.0897288j 1.53022e-15+0.0951647j 8.48443e-17-0.0302245j 1.03966e-15+0.0454033j 2.88018e-16+0.0435876j -2.78105e-15-0.0247645j -6.72426e-16-0.0283215j -2.1141e-15-0.134246j 1.55775e-15+0.0295979j -2.28995e-15-0.0482387j -5.81087e-16-0.0345042j -7.25346e-16-0.012079j -1.04715e-15-0.0768876j -1.25321e-15-0.0913836j 1.81108e-15+0.0718367j -5.29521e-16+0.016712j 7.89211e-16+0.0299941j -2.60818e-16-0.0118966j 4.9991e-15+0.186112j 2.22104e-16-0.124855j -1.02745e-15-0.0749133j 2.8323e-15+0.112722j 4.42076e-15+0.115147j 4.92175e-15+0.203797j 9.84777e-16+0.201584j 
-1.51236e-16-0.0166316j -1.01973e-16+0.0055994j 5.87001e-17-0.0104638j 9.60584e-17-0.005246j 3.54726e-16-0.0242774j 1.81248e-16-0.0581417j 2.45874e-17+0.00047556j 2.43878e-17-0.00248841j 9.08804e-17-0.0651384j 4.9492e-16-0.0592896j 1.28461e-16-0.00524075j 2.20374e-16-0.0990513j -4.00334e-16+0.0804992j 2.4155e-16+0.051347j -1.51615e-16-0.0731353j 1.36501e-16+0.0228988j 2.25927e-16+0.032012j 5.36301e-16+0.101689j -8.26236e-17-0.0608288j -2.32396e-16-0.00128653j 5.00947e-16-0.0227094j 1.32137e-16-0.0895818j 2.25065e-15-0.0500369j 9.94372e-17-0.0198655j 1.80569e-16-0.0286817j 1.15748e-15+0.0576651j 2.7645e-15+0.0524209j -1.63765e-15-0.0175438j 3.77006e-15+0.0108597j -2.6217e-15-0.0585343j -1.22127e-14-0.0335062j -9.06119e-16-0.0062943j 1.22017e-16-0.00273214j -2.69686e-16+0.0034032j -1.94121e-15-0.0251771j 3.04794e-16-0.0167848j 3.63368e-16-0.0463194j 5.03528e-16-0.0384837j -2.75991e-17+0.00480353j 2.97924e-14+0.0633889j 2.55974e-14+0.0577073j -4.00845e-14+0.0264996j -9.96302e-16-0.0320082j -3.98159e-17-0.0367047j -5.57753e-16-0.0731681j 9.51762e-17+0.0107865j -6.556e-16-0.0431044j 3.5226e-16+0.000154309j 4.07865e-16+0.0456157j 1.28127e-16+0.00570397j 3.15095e-16+0.0480506j -2.16858e-16+0.0488509j -3.93249e-15-0.0410461j -4.18659e-17-0.015007j 4.33221e-16+0.0906885j -1.09157e-15-0.13599j 1.09808e-15+0.06265j 4.95532e-16+0.101395j -3.0754e-16+0.0793199j -1.57661e-17-0.0463098j 1.26202e-17-0.0287951j -3.92436e-16+0.0146981j -2.04718e-16+0.00357469j -2.01553e-16-0.142347j 1.49649e-16+0.0181556j -4.08036e-16-0.219544j 1.02173e-16+0.0133943j -3.96126e-16-0.0935079j -4.76695e-16-0.178991j -8.87722e-17-0.0435993j -4.1393e-16-0.0452182j -2.07859e-16-0.00309624j 
-6.86732e-17-0.074797j -3.2456e-16+0.0289224j -5.94419e-17+0.00502431j 8.81659e-17-0.0015209j 4.28608e-16-0.0288352j -1.91982e-17+0.0334071j -2.79987e-16+0.0640558j 1.18912e-16-0.0191917j -9.79911e-17+0.015299j 2.16535e-16-0.0427717j -2.76785e-16+0.0480223j -6.57219e-17-0.00321545j 3.42577e-16-0.00709126j -2.03461e-16+0.045456j 3.8489e-17+0.0218927j -1.03528e-16+0.00141003j -2.88362e-16+0.0229876j 1.0066e-16+0.0416729j -2.93312e-17-0.0182345j -8.1631e-17-0.0416063j 2.52989e-16-0.0451864j 5.3979e-16-0.0541112j 1.51221e-15-0.0343119j 3.57732e-16-0.0206347j -1.58894e-16+0.0218683j 5.82914e-16-0.0209375j 9.07339e-16+0.033866j -4.90914e-17+0.00687958j 1.88177e-15-0.000419689j -1.76974e-15-0.0576653j -3.69145e-15-0.00761895j 2.35549e-16-0.0251808j -5.37059e-17+0.0262919j -1.07201e-16+0.00485021j -1.21531e-15-0.0194131j -9.30254e-17+0.0165108j 1.36107e-16-0.0341132j 4.18523e-16-0.0286917j -3.91034e-16-0.0223139j 1.88692e-14+0.0169921j 1.64363e-14+0.0641602j 1.48196e-14-0.0093956j -1.23357e-15-0.03989j 4.0385e-16-0.019005j 2.57144e-16-0.0480658j -1.14369e-16+0.0770695j 8.07084e-16+0.0793664j 8.63099e-16+0.0775667j 2.27649e-16+0.0648444j 3.70207e-16-0.117065j -6.75956e-17+0.00170093j -1.90402e-16-0.0236047j -9.38669e-16-0.0073319j -4.46206e-16+0.142663j 1.87107e-16-0.0599087j 4.26852e-16+0.0174484j 4.15549e-16+0.052572j 1.10649e-16+0.0269721j 4.25715e-17+0.0709452j 5.65572e-16+0.00748036j 4.04327e-17+0.0293032j 1.80246e-16-0.093013j 5.22886e-16-0.13819j -1.48042e-16+0.0485524j 3.28647e-16-0.0899851j -1.00146e-15+0.257899j 7.80126e-16-0.118016j 3.31743e-16-0.0503572j -8.3168e-16+0.17882j -1.45842e-16+0.033873j -1.00193e-15+0.197826j -7.67076e-16+0.0812411j 
-1.95566e-16-0.0401373j -4.06912e-17+0.0263604j -3.79865e-17-0.000382434j -8.78456e-17-0.051099j 3.92674e-16-0.0350877j 4.0067e-17+0.0123872j 2.04809e-17+0.0133522j 4.26249e-17-0.00133936j -1.22351e-16-0.0434362j 2.38463e-17+0.0109657j 9.06606e-17-0.0505998j 1.02078e-16-0.0294866j -1.60734e-16+0.0301689j 1.03205e-16+0.02495j -1.03435e-16-0.0177835j 8.50546e-17+0.045541j -3.27915e-17+0.0405324j 6.36186e-17+0.0156387j -1.80078e-16-0.00432349j -3.57627e-16-0.0653859j 1.6639e-16+0.0274473j -4.0983e-16-0.0206277j 2.1314e-16+0.0111929j 1.9655e-16+0.011202j -1.30191e-16-0.0217513j 3.08663e-16+0.0096025j 7.39281e-16+0.0095304j -1.13255e-15-0.00290575j 8.98256e-16+0.019081j -4.99862e-17+0.0132055j 5.93784e-15+0.0190409j 9.66096e-16-0.0416658j -1.99311e-16+0.0072854j -2.758e-16+0.0189838j -1.40888e-15-0.0274244j -3.02125e-16+0.0246734j -4.90006e-16-0.0191247j 1.84587e-15-0.0677198j 1.39515e-16+0.0393586j 3.17621e-15+0.024732j 2.10158e-15-0.0167988j 1.01422e-13-0.0670632j 4.83419e-16+0.0141029j -2.76754e-16-0.0113912j 2.17466e-16+0.0121728j -9.63042e-17+0.00783959j -1.03147e-15-0.0443797j 3.94573e-16-0.0165383j 7.51758e-16+0.104511j 9.2307e-17+0.0140405j 7.89518e-16+0.0860366j -4.55315e-16+0.00600165j -1.13941e-14-0.114216j -2.31454e-16-0.0598586j 1.00448e-16-0.0214954j 2.6309e-16+0.0173793j -1.2512e-15-0.0714677j 9.13416e-17+0.0857187j -3.63991e-16+0.00952651j -2.45583e-16-0.0407979j 5.0177e-16+0.00175022j 3.25219e-16+0.113114j 2.29152e-16+0.0795762j 1.15011e-17-0.00921222j 1.11038e-16+0.0279094j 3.44625e-17+0.0211398j -1.30828e-16-0.0602932j -5.15916e-16-0.132908j -3.0993e-17+0.037489j -6.60577e-17+0.0372257j 1.82478e-17+0.145907j 2.99607e-17+0.0734955j 
7.46865e-16+0.0332626j 6.84025e-16+0.0538722j -9.94963e-16-0.097554j -1.56103e-16-0.00351265j 1.14377e-16-0.0113176j -8.01272e-16-0.0730009j -5.76208e-17-0.00346616j 1.58399e-16+0.0120091j 2.65047e-16+0.0326237j 3.18664e-16+0.0904458j -1.19707e-17+0.0150608j 3.03022e-16+0.0581856j -1.30797e-16-0.00345565j -6.75314e-17+0.000514347j 3.53999e-16+0.0329576j -2.70633e-16-0.029607j 2.91022e-16+0.0222288j -5.5334e-16-0.0520925j -5.94461e-18-0.0162646j 6.73455e-16+0.0491638j -2.42413e-16-0.0128681j 2.64345e-16+0.0527098j -1.76784e-15+0.0367384j -1.38853e-16-0.0112085j -3.58333e-16-0.0393708j -1.86172e-16+0.0131518j -1.47865e-15-0.0248727j 6.57228e-16-0.016895j -2.73733e-15-0.0413983j 5.98256e-16-0.00703311j -7.40456e-15-0.0188109j 3.92348e-16-0.0520243j -3.61899e-16-0.0952356j 2.74729e-16-0.0664275j -4.62594e-17+0.00144096j 4.40235e-16+0.0133281j 1.71436e-16-0.0219412j -9.82281e-16+0.0760924j 1.8941e-15+0.0485373j 1.02981e-14+0.0360412j 8.46375e-15+0.000966384j -8.80218e-14+0.0582627j -2.65415e-15-0.0578261j 5.2367e-16+0.0117202j -3.773e-16+0.0242449j -1.78036e-15-0.111595j -1.3233e-17-0.0113j -1.33193e-15-0.0829731j -6.47365e-16-0.0477221j 5.37786e-16+0.0337146j -2.79421e-18-0.00408395j 8.71416e-16+0.0192076j 6.82671e-15+0.0627395j -2.07375e-15-0.211379j -4.94985e-16-0.0887994j 6.32122e-16+0.0594235j -1.67223e-15-0.0735255j -1.47571e-15-0.140826j -1.06758e-16-0.0371916j 2.5505e-16+0.0228332j -2.43114e-15-0.143328j 3.6678e-16+0.0627093j 1.12825e-15+0.0991704j -8.57732e-16-0.0861477j -1.02509e-15-0.117343j -1.04604e-15-0.121945j 4.75704e-16+0.035931j 2.21414e-15+0.173052j -5.41552e-16-0.0765674j -2.01875e-16-0.0392347j -1.20517e-15-0.138925j 4.99647e-17-0.00494277j 
-6.5608e-17+0.0232686j -6.77305e-17-0.0836896j -1.64504e-16+0.0273088j 1.59063e-16-0.0348227j -6.29721e-16+0.0572958j -1.68873e-16-0.0348447j 1.75483e-17-0.0507929j 9.52458e-17-0.0172879j -2.60013e-17+0.0353036j -8.0947e-17+0.0267103j -1.6761e-17+0.00594208j 1.20976e-16-0.0764932j -3.05781e-16+0.00181119j -9.74278e-17-0.0440549j -5.40572e-17-0.0205648j -1.72367e-16+0.0282155j 1.01391e-16+0.0511883j 3.93435e-17+0.0221064j 4.11525e-17+0.0243557j 4.81321e-16+0.0638235j -1.6743e-16+0.0423583j 4.584e-16-0.0128651j 1.90724e-15-0.0590544j -9.25433e-17-0.0696083j 8.2838e-18+0.0115208j 8.80993e-16+0.0470558j 3.89492e-16+0.0110946j -2.62951e-15-0.0515717j 3.02379e-15+0.0227638j -1.25569e-15+0.00383551j -7.3809e-15-0.0196011j 3.6174e-16-0.0322682j 2.94435e-16+0.00503554j 1.96706e-16+0.0178599j 4.25564e-15+0.0656536j 5.77372e-16+0.0476309j -1.72716e-16-0.010814j -1.7505e-15+0.0796333j 9.32951e-17-0.0413754j 1.37472e-14+0.0660883j 9.85893e-15-0.0189834j 4.64359e-14-0.0308152j -6.17992e-16+0.00442412j 3.09202e-16+0.0317908j 5.17624e-18-0.0698255j 1.63681e-16+0.0409424j 1.41371e-16+0.0192621j -1.08516e-16-0.00359691j 1.80494e-16+0.0249553j 4.10096e-16-0.0480065j 2.53324e-16+0.0154095j 4.99434e-16+0.153644j 4.43089e-15+0.0376317j -6.20896e-16-0.0413728j 1.18949e-17+0.0446076j -2.5666e-16-0.0694073j 2.46263e-15+0.152669j 3.19896e-19-0.0194934j -3.58952e-16+0.0199489j -2.71926e-16-0.010337j -1.86852e-16+0.0120974j 1.18225e-16-0.0878635j 9.51583e-17+0.122712j -2.12397e-16+0.0539715j -1.22742e-16+0.104945j -3.62759e-16+0.0321914j 2.27327e-16+0.0335303j 2.62873e-17-0.0914571j -3.43537e-16+0.096849j -1.70099e-16+0.0314865j -4.73192e-16+0.0781073j -1.94449e-16+0.0252594j 
1.58662e-16+0.0300952j 1.02697e-16-0.00874343j -1.84544e-16+0.0411417j 1.2474e-16+0.0424509j -2.17875e-16+0.0236312j -1.11972e-16+0.00717499j 1.42687e-16+0.0205218j 7.64727e-17+0.00945736j 6.34885e-17+0.000103743j -2.28832e-16+0.0126298j 1.60907e-16-0.0169628j -1.55167e-16+0.0328603j -7.01861e-17-0.011394j -6.25914e-17-0.0243793j 8.59988e-17+0.0454517j -9.5503e-18-0.0264245j -3.46192e-17-0.0413554j -3.20583e-17+0.0057416j -1.63858e-16-0.025495j -4.55313e-17-0.0151813j -3.61105e-16+0.0268956j -5.72085e-16+0.0418815j -1.70019e-15+0.033269j 3.73474e-17+0.00952498j -2.36419e-16-0.00102881j -5.36357e-16+0.0213996j -2.99446e-16-0.0176045j 1.72536e-15+0.00693094j -2.69605e-15-0.0474374j 5.74801e-16-0.0192198j -1.25996e-14-0.035418j 3.29108e-16-0.03044j 4.6429e-16-0.0164323j 8.03446e-16-0.0950083j -1.19059e-15-0.0107265j -2.99131e-18-0.00773056j 3.23197e-16+0.0108963j -4.13631e-16+1.81796e-05j 3.195e-16+0.0338235j 1.80764e-14+0.00171107j 1.69734e-14+0.0809342j -5.75059e-14+0.0383717j -9.77139e-16-0.0144643j -3.87654e-17+0.0240532j -6.55144e-17+0.0293886j -1.54408e-16-0.026249j 6.20255e-16+0.00996588j 1.13211e-16+0.0389581j 3.29957e-17-0.0484504j -2.04567e-16-0.0106246j -2.29744e-16-0.0288453j 3.21628e-16+0.0223419j 2.18928e-15+0.021412j 4.84089e-16+0.0298458j 2.92046e-16-0.148526j 2.988e-16+0.0903867j -5.66535e-16-0.0371918j 6.8503e-17-0.149572j 6.52441e-16-0.0112809j 1.59966e-16+0.02391j -2.51608e-16-0.0613001j -3.677e-16+0.0648414j 6.26078e-17-0.0134462j -6.31156e-17+0.0394598j 8.41268e-17-0.0710611j -1.4483e-17-0.00628879j 2.06323e-16-0.0322149j 4.83192e-17+0.0381192j -1.36224e-16+0.0178027j 4.72642e-17+0.0306815j 6.60999e-18+0.000932879j -2.3765e-16+0.00655763j 
-9.01353e-17-0.0376712j -4.95453e-17+0.0386823j -2.47489e-16+0.0855007j -8.89009e-17+0.00126048j 5.87655e-16-0.044435j -7.38045e-18+0.112246j -1.94172e-17-0.0477127j 2.80185e-17-0.0732431j -1.0922e-16+0.00159375j -2.76169e-17-0.0125033j 1.01132e-16+0.00164831j 1.2262e-17+0.0697025j -3.26373e-16+0.0843454j 1.34207e-16+0.0250994j -1.08149e-16-0.0149056j -2.50371e-17-0.0263016j -3.45803e-17-0.0185643j 2.96685e-16+0.0223955j 1.28135e-16-0.0216474j -2.30135e-16-0.0214614j 4.36874e-16+0.0175068j -5.67658e-17-0.0626855j 2.07865e-16-0.00242785j 4.8092e-16-0.0424527j -5.96191e-16+0.00107173j 6.07285e-17-0.00716244j 2.80136e-16+0.0110513j 1.37433e-15+0.00285376j -9.48265e-16-0.0272065j -1.14951e-15-0.0191295j -3.51177e-14-0.0983677j -5.93232e-16-0.0626822j 1.60174e-16-0.0290025j -1.39888e-16+0.026324j -4.60284e-15-0.0801655j -3.5924e-16-0.0422684j 6.8864e-16+0.00285245j 6.33512e-16-0.0155685j -1.92152e-16+0.0274012j -3.01056e-14-0.0381911j -2.60133e-14-0.0894717j -1.90262e-14+0.0121786j 1.20404e-15+0.0151892j -2.38885e-17-0.0064245j -4.32882e-16+0.063807j 7.7359e-16+0.0314699j -1.27758e-15-0.0642013j -8.44032e-16-0.029981j -5.85697e-16-0.0582529j -2.05754e-16+0.078133j 1.81959e-16+0.027953j -5.25521e-16-0.159592j -7.01908e-15-0.0645353j -9.64255e-17-0.0961412j 1.31809e-16+0.0907558j -1.79103e-16+0.00961231j -1.90918e-15-0.126455j 1.56356e-16+0.0473074j -8.83164e-17-0.0514569j 6.6535e-17+0.0265778j 8.67957e-16+0.0600368j -8.86327e-17+0.135431j 4.60256e-17-0.00607319j -8.64701e-18-0.0549439j 6.72638e-18+0.0274241j 1.13701e-16-0.0243392j 3.08454e-16-0.107931j 2.40781e-16+0.12429j -1.10854e-16+0.056434j 4.70146e-16-0.15728j 1.51299e-17-0.131724j 1.15307e-16+0.18087j 
