5.00278e-15-0.194956j -1.02016e-14-0.35676j 7.08271e-16+0.0600836j 8.14778e-16-0.216648j 1.48409e-15-0.256195j 1.84131e-15-0.0688183j -1.12608e-15+0.213005j -6.59299e-18-0.0236913j 1.89523e-16-0.0455212j 3.78181e-16-0.0546167j 6.1822e-16-0.0650287j 8.58768e-16-0.0686975j 7.3182e-17+0.00869142j 1.79468e-16-0.0522581j 8.381e-16-0.0401442j -4.48185e-15-0.0168956j 2.25696e-16-0.00903454j 1.51231e-16-0.00671278j 4.78515e-17-0.0104321j -2.14164e-16-0.0156187j -1.1952e-16-0.0177983j 3.59135e-17+0.044348j 4.89503e-16-0.00415282j -2.68311e-16+0.00186973j 1.39772e-16+0.00160622j 2.09195e-16-0.0224271j 4.37234e-16-0.0440904j -3.75361e-16-0.0166119j -5.58915e-15+0.00212821j 1.37442e-15-0.0536838j 2.93036e-16-0.00520872j 9.27486e-17-0.00982316j 1.94536e-16-0.00217275j 4.11493e-16-0.0355236j 9.35434e-16-0.0323833j 5.63696e-16-0.0304479j 1.20317e-16-0.00357736j -2.30969e-15-0.0219807j 7.81055e-16+0.0363667j -3.93371e-16-0.0122852j -2.0861e-16-0.00566402j 2.38119e-16-0.0286416j 3.79705e-16-0.0274288j -1.5563e-16+0.000244006j 2.76064e-16-0.0593126j -3.96043e-16+0.0530342j 2.08478e-16-0.000132048j -1.96612e-16+0.0304606j 3.24427e-16-0.0180362j -4.81838e-16+0.0582341j 3.501e-16-0.0699562j 4.14941e-16-0.0215167j 2.39683e-17-0.0729385j 2.54995e-16-0.0234317j -1.06577e-14-0.0241594j -1.5712e-15-0.0968485j 
-3.39034e-15+0.0338641j 1.42823e-15+0.010407j 2.26603e-15+0.0223357j -1.69491e-15+0.0538413j -3.81513e-16-0.00375742j 2.18825e-16-0.0888438j 5.21125e-16-0.0919903j 4.10925e-15+0.0420755j 1.58552e-16-0.0638083j -4.96245e-15+0.0929183j 1.14712e-14-0.0812713j -4.59528e-15+0.00571095j -7.63798e-15+0.215686j 7.86596e-16-0.239123j -8.57144e-15+0.020977j 1.74666e-14+0.0534562j 2.94705e-15-0.0180105j -2.80621e-14+0.460838j 4.24157e-15+0.148296j -7.64537e-15+0.134739j 4.74117e-15+0.108464j -1.36702e-14+0.213854j 2.3442e-14-0.134505j -6.15338e-15+0.0428289j 2.96482e-15+0.0430907j -6.51246e-15+0.176426j 9.90561e-15-0.0169918j 3.38303e-14-0.340515j 6.99233e-13-0.199702j -7.73773e-15+0.0126489j 7.4824e-15-0.198378j -5.68333e-15+0.129382j -2.36682e-14+0.122822j -1.10397e-14+0.316839j -1.45132e-15-0.0277551j 3.64694e-15-0.146556j 3.5063e-15-0.0136176j -4.82102e-15+0.137022j -9.79187e-15+0.217953j 9.45643e-15-0.161404j 2.35523e-15-0.100124j -4.13267e-15-0.048999j 2.49984e-15+0.00155248j 2.57763e-15+0.00129502j 2.53753e-15-0.0882912j -1.53762e-15-0.00470002j -1.73747e-16+0.0354141j 2.69047e-16+0.0106099j -3.86571e-16-0.00701885j 1.67689e-15+0.0341657j 6.09179e-15-0.0458378j 1.03182e-15+0.018812j 1.80997e-15-0.0108252j -8.25135e-16-0.0281604j -8.66828e-15-0.0438626j 2.39132e-16-0.0127698j 
5.61257e-15-0.052991j 3.35764e-16+0.0542211j -1.08927e-15+0.0584396j 1.26737e-16+0.0380947j -2.65984e-15+0.00748344j 1.01657e-14-0.111743j -1.27891e-15-0.104169j -8.45015e-15+0.129228j -3.15233e-15-0.00509919j 1.62115e-14-0.0857394j -1.51449e-14+0.190737j 6.77287e-15-0.141913j 1.06665e-14-0.0369393j 3.74611e-15-0.225248j 1.09382e-14-0.170355j 1.31163e-14+0.0308378j -1.1825e-14+0.0872507j 3.26226e-14-0.253082j -2.23001e-14+0.43994j 1.07287e-14-0.0747311j -1.2847e-14+0.260413j 1.17621e-14-0.207407j -2.20629e-14+0.0937123j 1.27598e-15+0.0403902j 5.99126e-15+0.240157j 1.07568e-14-0.0630086j -2.59094e-14+0.263448j -1.76089e-14+0.231054j 3.42769e-13-0.105198j 1.90766e-14-0.138111j -1.31656e-14+0.122507j 2.84113e-15-0.118626j 4.38456e-14-0.353116j 8.65528e-15+0.0236144j 8.24844e-15-0.175867j 9.00534e-15-0.041317j -2.59723e-15+0.0483553j 3.57689e-15-0.073695j 7.60333e-15-0.0345058j -1.82009e-14+0.209091j -1.29395e-14+0.0719803j 7.21571e-15-0.147059j 7.00361e-16+0.131266j -1.10596e-15+0.0356771j 4.17317e-15-0.0240555j 2.84231e-16-0.0257491j 7.95234e-16+0.0428932j 1.10046e-15-0.00321527j 2.58627e-15-0.0137465j -4.57049e-15+0.057292j -1.32935e-14+0.153023j 7.79453e-17+0.0704976j -1.65505e-15+0.0467814j -3.1717e-16-0.0389317j -1.65495e-15-0.000706917j -2.40802e-15+0.056226j 
-3.73006e-15+0.0396044j 1.26612e-15+0.0359172j -1.029e-15+0.0563986j 1.47283e-15+0.0328406j 2.30137e-15-0.0904821j -8.20104e-15+0.192869j 8.7924e-16-0.157752j 3.1283e-15-0.0247809j 4.04766e-15-0.0716929j -1.25906e-14+0.252397j 2.18805e-15+0.0039681j 1.38433e-15-0.209267j -5.1808e-15+0.00445421j -1.88028e-15-0.0771923j -6.33436e-15+0.0407365j 4.23996e-15+0.0120133j 6.22537e-15-0.150392j -1.51488e-14+0.111627j 4.65605e-15+0.175872j -3.10217e-15+0.0263963j 9.70859e-15-0.0285064j 4.9272e-16-0.22197j 2.51233e-15-0.0296122j 4.79338e-15+0.0206712j -6.77817e-15+0.543468j -8.04723e-15-0.0414347j 1.6198e-14-0.176952j 8.20439e-15+0.129227j 1.19261e-13-0.0395247j -8.80594e-15+0.0710299j 3.27253e-15+0.0803734j 5.59555e-15-0.232548j -2.03429e-14+0.10095j 1.80242e-15-0.0688442j 4.318e-15-0.215209j -9.00279e-15+0.312535j 5.67803e-16-0.0561009j 2.23361e-16-0.0515653j 5.82216e-16-0.108509j 7.79179e-15+0.0261904j 5.60161e-15-0.144944j -4.58342e-15-0.0935996j -5.91507e-15+0.292757j -3.03357e-15+0.0757592j -7.27628e-15+0.193331j 8.33398e-16-0.0341473j -1.6513e-15+0.0444028j -1.53608e-15+0.0331464j -2.51637e-15+0.061129j 2.54645e-15-0.0531741j 6.68932e-15-0.0355223j -2.11901e-15+0.13325j 2.32063e-16+0.0585553j 8.5466e-16-0.0692289j -1.40587e-14-0.0818425j -3.35826e-15+0.0350414j 
-8.11918e-15+0.0213062j -1.12532e-14+0.0337696j -1.95384e-14+0.0532261j 3.31292e-14-0.0966922j -2.06008e-14+0.0638085j 2.9311e-14-0.0878411j -1.62364e-14+0.0477721j -3.9147e-14+0.110096j 3.30619e-14-0.0883324j -1.69574e-14+0.0375778j -6.10616e-14+0.185559j -5.13667e-14+0.138071j -4.37425e-14+0.120033j 4.48895e-14-0.131984j 1.58823e-16-0.0154537j -2.78059e-15-0.0144427j -5.00324e-14+0.149791j -1.28161e-14+0.0171762j -2.01008e-14+0.0565535j -2.52363e-14+0.064553j -4.54995e-14+0.134709j 4.66675e-14-0.135784j -1.70958e-13+0.386343j 2.77352e-14-0.0506135j -1.03819e-13+0.281897j -1.07895e-13+0.333046j 1.13175e-13-0.317822j 2.06799e-14-0.0899978j -5.15363e-13+0.140622j -1.20322e-13+0.316897j 3.27508e-14-0.111753j 9.33852e-14-0.264971j -9.32984e-14+0.254445j 7.69833e-14-0.215393j 8.71183e-14-0.234374j -1.11649e-14+0.0316655j -8.69651e-14+0.254329j 5.14008e-14-0.16173j 2.26985e-15+0.00840091j -5.52197e-15-0.00297589j 1.09622e-13-0.338661j -4.98045e-14+0.141566j -2.9189e-14+0.0683813j -1.19374e-14+0.022911j -5.7808e-14+0.154564j -1.08553e-14+0.0344585j -5.15852e-14+0.147014j 1.64957e-14-0.0538966j -1.4044e-14+0.0416408j -2.73975e-14+0.0775804j 4.27077e-15-0.0139526j 7.1627e-15-0.0229887j -4.81264e-15+0.0134291j -6.72414e-16+0.0043965j 5.01581e-15-0.0315764j -7.2533e-15+0.0155012j 
-5.94558e-16-0.0148149j 6.52474e-16+0.0240104j -3.55394e-16+0.0534046j 1.8882e-15+0.0182825j -1.92495e-15-0.0316872j -3.32721e-16-0.115275j 3.38653e-16+0.0639158j -1.00331e-15+0.0744228j -3.21715e-16-0.0724123j 1.92149e-15+0.113376j -4.98419e-15-0.150021j -2.14042e-15+0.287685j 2.96778e-16+0.117354j 2.20846e-15-0.0092713j -1.07666e-15+0.129314j 5.059e-14+0.150049j -2.58202e-15-0.0367395j 6.0708e-15+0.256087j -3.62591e-15+0.0212084j 3.18164e-15+0.178128j 2.59882e-16+0.0762596j 4.52826e-15+0.0555945j 1.49715e-14-0.224462j 1.5272e-14-0.406615j -5.96495e-15+0.0325615j -1.31561e-14-0.366801j 3.96743e-15+0.0357938j 2.51739e-14+0.109368j 1.24852e-12-0.37522j 4.64768e-18+0.030175j 6.10735e-15+0.467386j 4.443e-15+0.228503j -1.02602e-15-0.131165j 4.06443e-15-0.215273j 4.52111e-15-0.18385j 8.3259e-17-0.101099j -5.0991e-15-0.125596j -2.88019e-14-0.354105j 9.89737e-15+0.093523j 1.41916e-14+0.446936j 1.77501e-15-0.078486j -1.38863e-15+0.0602524j 4.61391e-16+0.157051j 1.87047e-15+0.182061j 1.01328e-15+0.177816j -9.93862e-16-0.0244747j -3.90709e-15-0.0812852j 2.94868e-15+0.118478j -1.92454e-15-0.0797615j -8.56384e-16+0.0764344j 7.67214e-16+0.088037j 4.31533e-16-0.00100359j -6.69127e-16-0.00616488j -7.7414e-17-0.00244349j 6.24792e-15+0.0161342j 1.36096e-15+0.0346442j 
-1.50698e-16-0.0249051j 1.06327e-15+0.023175j 1.34231e-16+0.0773162j -7.82733e-17+0.0109216j -8.3304e-17-0.0514649j -1.06897e-15-0.0608358j -4.06875e-16-0.0629257j 4.22817e-17+0.136248j -4.62943e-16-0.0659533j 7.87322e-16+0.113637j -5.10689e-16+0.107015j 6.15162e-16-0.012774j 2.09835e-15+0.0452328j -2.34165e-15-0.0743764j -4.94963e-15-0.0488725j 5.39776e-14+0.155267j -1.49501e-16+0.241338j 1.15893e-15-0.0245338j -1.94358e-15+0.154342j -3.47483e-16-0.126489j -1.29334e-15-0.148161j 6.66144e-16-0.131878j -7.76611e-15+0.071254j 1.45182e-14-0.290193j -3.84938e-15-0.0931084j 3.46601e-15+0.176625j 3.74632e-15-0.023116j -3.16069e-14-0.152752j -1.42951e-12+0.428318j 1.84525e-15-0.385139j 2.40627e-15-0.234601j -4.79439e-16+0.215055j 7.18337e-15-0.14901j 3.68709e-15-0.177919j -5.50513e-15+0.128063j -4.07985e-15+0.1315j -1.18219e-15+0.0569858j -8.73951e-15-0.183464j 6.28436e-15-0.144091j 1.47512e-15+0.0301097j -3.24752e-15-0.103775j 3.17861e-16+0.177758j 4.0184e-16+0.0288047j -9.38967e-16+0.111992j 2.55046e-15+0.0590063j 8.36278e-16+0.0859867j 7.07481e-16-0.0761676j 3.9267e-17+0.163706j 8.6793e-17-0.150331j 5.7779e-16+0.037952j -2.5263e-16-0.0642101j -3.64605e-17+0.00165983j -5.60264e-16-0.0384256j -1.69872e-16-0.0920415j 9.37217e-15+0.0397185j 2.12318e-15+0.00686494j 
2.20779e-16+0.04154j 1.80636e-16+0.0110047j -5.38442e-17-0.0657629j 4.60645e-16+0.010297j -2.77117e-16+0.0718833j -1.70739e-16-0.0361988j -1.06918e-15-0.0731529j -9.99285e-16-0.143206j -6.11809e-16+0.00896616j 2.61702e-15+0.110583j -1.35128e-15+0.02356j 2.55198e-16-0.168468j 3.10719e-15+0.0820753j -1.28661e-15-0.117206j 2.11544e-15+0.062788j -2.91413e-14-0.0753778j 1.8347e-15+0.286847j -1.06365e-15+0.0243574j -5.27202e-16+0.140195j -1.23817e-15-0.0613521j -8.22369e-16-0.027469j -2.84415e-15-0.221693j 3.85368e-15-0.0274462j 2.05235e-14-0.452217j -4.70895e-15-0.0447137j 3.05983e-15+0.304196j 8.54045e-16+0.442756j 4.20963e-15+0.000675222j 3.28403e-13-0.0966479j 3.17831e-15-0.165114j -6.13682e-16+0.188168j 2.25996e-15-0.14648j 2.5487e-15-0.195702j 1.03418e-15+0.20328j 7.39514e-15-0.356286j 1.87333e-15-0.135358j 2.45136e-15-0.176328j -1.35621e-14-0.236901j 4.98684e-15-0.157294j 5.41457e-15+0.154499j 5.48817e-15+0.147581j -8.34627e-16+0.0308339j -6.15229e-16+0.239072j -6.03235e-17-0.131859j 1.98868e-15+0.0517944j -1.33663e-15+0.046076j -7.85363e-16+0.0210076j 1.71614e-15-0.0620541j -8.23631e-17+0.0632829j -1.07094e-15-0.0991315j -5.03039e-16+0.0802888j 7.77833e-16+0.0625201j -1.39679e-17+0.0104399j 4.55863e-16+0.0957767j -1.41742e-14-0.0599756j -2.77093e-15-0.000179467j 
-9.38616e-16+0.0109234j 1.23791e-16-0.0142804j 1.2666e-15-0.00566207j 1.76009e-15-0.044621j -7.50994e-16+0.00083966j 2.36259e-15-0.0234084j -1.32106e-15+0.0153643j -2.02736e-15+0.0664882j -2.36012e-15+0.0350621j 3.7771e-15-0.0748603j -5.75026e-15+0.141498j -1.02125e-14+0.144351j 7.76331e-15-0.146743j 7.33963e-16-0.00310394j 2.86777e-15-0.119048j 2.42868e-14+0.0731577j 7.36514e-15-0.135527j 4.7877e-16-0.0334961j 9.22587e-15-0.126889j -3.12969e-15+0.0239749j -2.32662e-15+0.00627449j -8.11894e-15+0.12885j 1.69816e-14-0.0901954j -9.62874e-15+0.109017j -1.19898e-16+0.0353123j -3.36265e-16-0.00835498j -1.97595e-14+0.301217j -2.36483e-15+0.0771083j 2.01298e-13-0.0595276j 1.97086e-14-0.246863j -7.3003e-15+0.141978j 2.81622e-15-0.0098318j -1.91263e-14+0.245687j -5.11415e-16-0.0523912j 1.0628e-14-0.136745j -4.32911e-15+0.0486718j -2.19863e-16-0.00980207j 6.94618e-15-0.243363j 1.63381e-14-0.176655j 6.78223e-15-0.0773902j 2.80813e-15-0.143263j -2.804e-14+0.416178j -2.29077e-14+0.285174j 3.56889e-15-0.07153j 2.47147e-16+0.0598071j -1.69034e-14+0.293381j -3.33807e-15+0.0810748j 9.135e-15-0.142247j -2.85827e-15+0.0429184j -4.00921e-15+0.091028j -7.02787e-15+0.0802159j 1.85665e-15-0.0448354j -2.06332e-15+0.0368243j -1.92194e-15+0.00813606j -2.00697e-15-0.015229j -1.04224e-15+0.00539608j 
-1.23719e-16+0.01074j 9.29722e-16+0.0137703j -1.21229e-16-0.03092j 9.26703e-16+0.0652687j 1.88516e-16-0.0362407j 1.1368e-16-0.0321835j 1.30306e-16+0.094686j -7.3203e-16-0.0623319j 4.92133e-17-0.00457097j 1.12323e-15+0.15164j -1.01015e-15-0.154286j -3.82203e-15+0.110053j 1.27088e-15-0.0274385j -6.85665e-16-0.0186146j -2.47919e-15+0.0638917j 3.1745e-14+0.099202j 1.05542e-15+0.0224719j 2.60995e-15-0.00353694j 1.88153e-15-0.0281631j 1.06619e-15+0.0254205j 2.99419e-15+0.239623j -3.50589e-15+0.0452743j 8.66612e-15-0.0736098j 1.43984e-18+0.0129469j 7.02677e-16-0.0439854j 1.50269e-15-0.035262j -1.29836e-15-0.0346442j -2.31004e-14+0.0310094j -1.15792e-12+0.342752j -1.91627e-15+0.0572757j 4.99296e-15-0.480676j 3.7965e-15-0.311765j -1.30579e-15+0.00706214j -3.54826e-15+0.224282j -6.72488e-15+0.127723j -5.57779e-15+0.46754j -2.43238e-15+0.321114j -1.93702e-14-0.213678j 1.12182e-14+0.0852442j -5.60508e-15-0.358477j 9.95271e-15+0.211223j -1.30977e-15+0.0682777j -2.77506e-15+0.181251j 7.9046e-16-0.00987722j 4.55991e-16-0.199192j -3.77761e-15-0.152046j -1.98489e-15-0.233314j 1.01367e-15-0.0407001j 9.08815e-17+0.0224516j 6.10881e-16-0.133935j -2.01625e-15+0.135488j 8.66455e-16+0.067714j 5.36583e-16+0.0420882j 2.98912e-16+0.0638183j 4.77915e-15+0.0110793j 1.09923e-15+0.0392102j 
-3.77123e-16+0.0168595j 1.79867e-15+0.0464245j -2.01987e-16+0.0188561j 1.19189e-16+0.0290509j 1.72735e-16+0.0311071j -1.21036e-15+0.0747767j 6.89966e-16-0.0450784j -3.95155e-16+0.00142209j -5.23036e-16+0.0591003j 8.5357e-16+0.0680162j -6.39126e-16-0.0184093j 2.7171e-15-0.156572j 1.53437e-15+0.0199817j -1.8777e-15+0.0954003j 1.05897e-15-0.136453j 2.29888e-16-0.0145358j 1.23876e-15+0.0288417j 5.26465e-16+0.0119745j -3.67651e-16+0.0536864j 5.42712e-17-0.0921897j 2.46203e-15+0.24146j -1.44667e-15-0.0939185j -2.50493e-14+0.223879j -3.95355e-15+0.0418738j 8.39083e-16-0.00209517j 1.36116e-15+0.0574667j -7.76054e-16+0.128932j 3.92909e-15-0.0947093j 2.12732e-13-0.0604558j -1.4183e-15+0.0374868j -2.31901e-15+0.139657j -2.62662e-15-0.161344j -7.15676e-15+0.409893j -3.24407e-16-0.286328j 4.06614e-16-0.0601479j 4.06824e-15+0.0123352j 4.11324e-15-0.224225j -1.90366e-14-0.292961j 7.95335e-15-0.0630315j -4.47005e-16+0.0195152j 8.03245e-15+0.195003j 1.32013e-15+0.314516j 3.01383e-15-0.0943765j 1.33676e-15-0.0151885j 2.86465e-15+0.327873j 1.61016e-15-0.0105234j -1.80075e-15-0.0528795j 8.57375e-16+0.0742601j 1.69711e-16+0.0160041j 1.53197e-16+0.0442289j 1.19779e-15-0.14445j 6.47362e-18+0.10795j -1.46795e-16+0.00972968j 1.37563e-15+0.0148942j 5.00225e-16-0.0103382j 5.95179e-16+0.0489732j 
7.5726e-16+0.0253992j 1.02268e-15+0.027636j 1.16195e-15+0.0972001j -4.46516e-16-0.0370193j 1.4016e-15+0.0941813j 1.99681e-15+0.0749876j 4.02274e-16-0.0146043j 1.42922e-15+0.093364j 2.25762e-16-0.0150586j -1.8623e-15-0.144009j 7.04185e-16+0.0415694j 6.33212e-16+0.03104j -1.69328e-15-0.0168593j 3.50284e-15+0.131168j 1.52313e-15-0.0549876j -4.59547e-14-0.128357j -5.01606e-17+0.0291606j -5.76358e-15-0.190108j 1.93682e-15+0.0798809j 1.77868e-15+0.0796246j 1.58799e-15+0.106367j 4.89913e-15+0.117734j -2.10707e-14+0.244129j -4.94354e-16-0.00957016j -6.04403e-15-0.216765j -4.80576e-15-0.155444j 3.98374e-15+0.249144j 1.30527e-14+0.140081j 4.95602e-13-0.151447j 3.5153e-15+0.0741074j -6.74969e-16-0.0779006j 2.21943e-15-0.0811444j -1.01034e-15-0.203713j 1.38783e-15-0.0758337j 4.45689e-16+0.0905967j -2.80711e-15+0.102984j 4.27312e-16+0.0746791j 3.37007e-15-0.0500905j -1.56973e-15-0.0950193j -2.87282e-15-0.142702j 1.31927e-14+0.272688j -1.94626e-15-0.0741794j -1.52941e-15+0.0360355j -1.05375e-15+0.082517j -5.81882e-15-0.225789j -4.0324e-16+0.0296618j -2.91385e-16+0.0989536j -1.10247e-15-0.0082639j -9.99415e-16-0.111293j -9.75379e-18-0.0366198j 5.64742e-16+0.0311874j 3.06319e-15+0.148383j 3.07672e-16+0.00524493j -1.05246e-15-0.105118j -2.44816e-14-0.0930924j -5.49704e-15-0.0103985j 
1.54519e-16-0.0404608j 2.17627e-16-0.0026672j -2.30906e-15+0.119068j 1.11807e-15-0.0603931j -3.37793e-16-0.00595885j -3.2432e-16-0.0191112j -2.63582e-16-0.0323694j -1.984e-15+0.0968346j 7.94369e-16-0.0641545j 4.25338e-15-0.187826j -4.35709e-16+0.0514098j -3.33109e-15+0.0611815j -8.09014e-16+0.0426855j -5.68318e-16-0.0128586j -2.66049e-15+0.157636j 3.73279e-15+0.0233642j 1.75418e-15-0.0293294j 1.26599e-15+0.0608584j 2.15675e-16-0.0457789j -1.35485e-15+0.0256523j 5.27549e-16-0.152396j -1.04569e-15-0.0234883j 2.61415e-15-0.0335297j -1.6642e-15+0.035746j 7.62282e-16+0.0247188j 1.85378e-15-0.0230091j -7.67718e-16-0.00296596j -8.84876e-15-0.0888j -4.76461e-13+0.142965j -2.23066e-15-0.0426682j 6.03555e-15-0.186269j 7.26476e-15-0.246138j -1.50519e-14+0.373677j -3.55732e-15+0.0306937j -1.00402e-14+0.242223j -8.20359e-15+0.280788j -1.78347e-15+0.000911761j -9.03976e-15-0.0985065j 3.01311e-15+0.0855891j 2.09707e-15-0.164451j 5.0996e-15+0.340211j 4.85509e-15-0.184562j 6.44271e-16+0.0280644j -7.89699e-16+0.0648886j 2.44215e-15-0.0702316j 6.60565e-16+0.0189833j -8.23694e-15+0.369159j -5.27832e-16+0.135795j 4.07455e-15-0.223357j 1.93429e-15-0.0372463j -3.79669e-16+0.0531657j -1.3249e-15+0.0212517j 2.4642e-16-0.044068j 2.32763e-15-0.119945j 6.58682e-15+0.0175127j 6.77169e-16+0.0362257j 
9.31271e-15-0.0549412j -3.01021e-15+0.0504967j -1.02344e-14+0.0571457j -7.94375e-15+0.031185j 1.47701e-14+0.00736935j 1.66885e-14-0.0193149j -1.85724e-14-0.0504048j -1.01069e-14+0.0395462j 5.75171e-15-0.028854j -3.39977e-14+0.103139j 1.04383e-14-0.0800036j -1.87897e-15-0.0888912j 1.51606e-14+0.0331766j 1.51515e-14+0.0146117j 2.36118e-14-0.090733j -5.26561e-14-0.152879j -5.45355e-15+0.0781152j 3.01824e-14+0.0777632j -3.74055e-15+0.0643454j 4.94862e-14-0.132669j -1.28238e-15-0.0156407j 3.30188e-15-0.0627947j 3.927e-14-0.058963j -7.98571e-15+0.0820798j 3.79896e-14-0.195968j 2.97365e-14-0.0231366j 2.05284e-14-0.0154912j 4.41807e-14+0.0867798j -2.01805e-13+0.0648309j -4.33071e-14+0.171048j 6.33568e-14-0.102839j -1.95826e-14-0.0566915j -4.68896e-14+0.0228561j -1.12295e-13+0.29137j -6.71598e-14+0.113113j 5.56536e-14-0.056822j 5.87301e-14-0.0145856j -8.21978e-14-0.00186564j -1.17282e-13+0.510289j -1.2512e-13+0.173136j -4.74366e-14+0.0727992j 7.85402e-14-0.0753344j 1.25313e-13-0.163941j 8.73628e-14-0.0248949j -1.06269e-13+0.173426j 8.43968e-14-0.288686j 2.08892e-14-0.149187j -1.50099e-14-0.028114j 1.53976e-14-0.00903634j -4.41427e-14+0.143792j -1.43178e-14+0.0562768j -1.53534e-15-0.00254855j -3.09969e-14+0.144277j 3.33253e-15-0.102187j 9.38241e-16+0.0539537j -1.10344e-14+0.0397529j 
8.01025e-15+0.0219117j -5.84758e-15-0.0360573j -8.72029e-15-0.0208071j -6.59577e-15-0.0018835j 1.36147e-14-0.0754152j 1.53177e-14-0.0513211j -1.76804e-14+0.145896j -9.59456e-15-5.35887e-05j 4.84982e-15+0.00871041j -2.88953e-14+0.0290469j 9.38114e-15+0.044982j -6.6365e-15+0.122743j 1.5073e-14-0.110683j 1.22859e-14-0.0829826j 9.15951e-15+0.0212705j 6.04182e-14+0.197846j -3.3555e-15-0.0696368j 2.8504e-14-0.23253j 1.41708e-15-0.067057j 4.17071e-14-0.0661202j -9.15368e-16+0.0208064j 6.69165e-16+0.0628587j 3.75679e-14-0.0808444j 3.96714e-15-0.0873797j 3.18232e-14+0.0560936j 2.44586e-14-0.102918j 1.83477e-14-0.0721452j 5.67468e-14-0.322093j 6.49022e-13-0.180776j -3.0025e-14-0.0315237j 5.87746e-14-0.168526j -2.14416e-14+0.16687j -4.68858e-14+0.175755j -9.93972e-14+0.160799j -5.88642e-14+0.166738j 5.21814e-14-0.189779j 5.42155e-14-0.253805j -3.99923e-14+0.305884j -1.06864e-13-0.0805348j -1.06318e-13+0.361219j -3.83135e-14+0.136798j 6.8674e-14-0.254177j 1.11383e-13-0.358926j 8.54436e-14-0.372339j -8.90957e-14+0.266249j 7.17528e-14-0.026822j 1.65352e-14+0.0789067j -1.3882e-14+0.107404j 1.62897e-14-0.0684651j -3.43579e-14+0.0216769j -1.24977e-14-0.00127566j -2.66976e-15+0.0181721j -2.62386e-14-0.0304851j 2.00114e-15+0.108314j -1.12761e-14-0.00500451j -1.28382e-14+0.0168071j 
3.97909e-14+0.0265665j 6.53315e-14+0.0421436j 1.19962e-13+0.0788703j -4.48523e-14-0.029408j 4.50587e-14+0.0293252j -1.05461e-14-0.00719122j -5.09263e-14-0.032897j 1.76e-13+0.116084j -9.61063e-15-0.00626513j 1.8035e-14+0.0121119j -3.74452e-14-0.0252983j 2.46257e-13+0.164509j -9.39771e-14-0.0621442j 3.04857e-13+0.200786j 4.60939e-15+0.00403247j 3.80779e-14+0.0218603j -2.28667e-14-0.0155748j 1.35641e-13+0.0886951j -3.29618e-14-0.0223608j -2.56185e-14-0.0172058j 6.30655e-14+0.0425146j 2.00659e-13+0.132377j 1.30476e-13+0.0913266j 1.28631e-14+0.0095425j -1.71527e-13-0.111964j 2.83661e-14+0.0184399j 3.74652e-14+0.0240407j 2.39366e-13+0.158845j -1.53807e-13+0.0771567j 2.12479e-13+0.141842j -5.93267e-14-0.03949j 3.69362e-13+0.245208j 2.07156e-13+0.141716j 2.07203e-13+0.137151j 1.79757e-13+0.119023j -5.43395e-13-0.360744j -3.42814e-13-0.227502j 5.06623e-13+0.316162j -4.45317e-13-0.287969j 2.42097e-13+0.157943j -6.66914e-14-0.0420403j 2.44406e-13+0.160674j -1.14262e-13-0.0770887j -7.10259e-13-0.471032j -5.77244e-13-0.378673j -2.50274e-13-0.163917j 7.30211e-14+0.0482855j -3.33975e-14-0.0208447j -1.94803e-13-0.129129j -4.90455e-13-0.324584j 5.299e-14+0.0344702j 2.92818e-13+0.193937j 1.21855e-13+0.0798306j -1.83529e-13-0.120378j -1.45609e-13-0.0853301j 1.02635e-13+0.0702599j 
2.37656e-15-0.0730236j 8.33388e-16-0.00355481j -2.67862e-15+0.0676729j 5.45102e-16-0.0169066j 2.32496e-15-0.0431854j -1.9203e-15+0.0598872j -1.31614e-15+0.040511j 1.02852e-15-0.0379825j 3.57635e-15-0.105196j 2.90675e-15-0.0389742j 1.82299e-15-0.0695949j 5.53951e-15-0.1473j -1.99884e-15+0.0783422j 5.13178e-15-0.132454j -1.13823e-15+0.113134j -3.82526e-14-0.111806j 2.3502e-15-0.0196661j 2.41431e-15-0.0446942j 1.7216e-15-0.0301884j -1.85128e-15+0.0337288j 9.15471e-16-0.00312541j 1.04268e-15-0.029038j 9.04762e-15-0.0689543j -6.20533e-15+0.0694138j -1.81354e-15+0.0271502j 2.21373e-15-0.0735033j -3.213e-16+0.0106798j 9.34916e-15-0.226116j 5.40789e-14-0.0113227j 5.25677e-15-0.0860948j 1.65869e-15-0.0691128j 5.49913e-15-0.115122j 1.18671e-14-0.187064j -3.80497e-16+0.0182549j 9.93929e-15-0.0932009j 9.90208e-15-0.198195j 1.03226e-14-0.217893j 9.83674e-15+0.0366495j 7.75812e-15-0.273876j -4.86769e-16+0.0232648j 5.52047e-15-0.0429931j -6.67649e-15+0.11796j -9.30424e-15+0.274577j 3.62766e-15-0.0187139j -2.38474e-15+0.0900095j -1.30603e-14+0.377554j 1.70816e-14-0.445018j -7.79734e-15+0.312024j 6.62971e-15-0.162791j -4.04427e-15+0.0855979j 4.1412e-15-0.0576957j -5.20198e-15+0.184672j 9.40958e-16-0.0689002j 4.59873e-15-0.0689951j 8.4508e-15+0.0287921j 3.0723e-16+0.056125j 
