0.0070354-0.00214165j 0.000160393+0.00924027j 0.0103394-0.00304053j -0.00349075-0.00600275j -0.00456582-0.0004242j 0.00499368+0.000375154j -0.00337719-0.000572023j -0.00562549+0.000427211j 0.00682328+0.00395894j -0.00355439+0.00345055j -0.00727822+0.00303906j 0.00463153+0.00304303j -0.0037982+0.00105897j -0.00179123-0.00108302j -0.00676311-0.00542039j 0.00112864+0.0061273j -0.00553408+0.00284196j 0.00240105+0.00267883j 0.00253804-0.00441028j 0.000185857+0.00172717j 0.00753735-0.00211536j -0.000408992+0.000325091j -0.00788722-0.00304233j 0.00264361+0.00281927j -0.0102885-0.0033258j 0.000593941+0.00450806j 0.00130604+0.00114855j -0.00645357-0.00155548j 0.000961542+0.00409454j -0.00140193+0.00109135j -0.000279738+0.0013919j 0.00105992+0.00160449j -0.00463366-0.00261942j 0.010896+0.00502978j 0.0078771-0.00347095j 0.0103627+0.00658963j 0.0107827+0.00103415j 0.0160609-0.000653447j -0.00443902+0.0053307j -0.00481225+0.0129953j 0.0119148+0.00251208j -0.00530131-0.00109736j 0.0144254+0.0106682j -0.00243281+0.0058715j -0.00054097-0.00614437j 0.000852561+0.00103825j 0.00140454+0.00679766j 0.00372985-0.00747059j 0.00284128-0.00730235j -0.00177018-0.00321369j 0.00658093-0.00755426j -0.00120723+0.00303907j -0.00350836-0.0043698j -0.00253218+0.00102421j -0.00783834+0.010352j 0.00746496+0.00652048j -0.004174+0.00988854j -0.0171109-0.00865273j 0.000257811+0.00286279j -0.013728+0.00231966j -0.0333908+0.00207367j 0.0140926+0.00249584j -0.00673719-0.00030723j -0.00243957-0.00101896j 0.00793326-0.000845637j 0.00579468+6.74779e-05j 0.0857136-0.00416354j -0.0179007+0.00527923j -0.0521341+0.00227021j 0.00976552+0.0478275j 
-0.00219055-0.00134852j -0.00618525+0.0010283j -1.37097e-05+0.00237364j 0.000112409+0.0068833j 0.00524132+0.00215743j 0.00892973-0.00355127j -0.0132995-0.00448403j -0.00577165+0.0054591j 0.00789483+0.000691532j -0.0105942+0.00872896j 0.00097705-0.00962341j 0.000448549-0.0093668j -0.0122428+0.00259349j 0.00307511-0.00614484j 0.000703594+0.00846154j -0.00474442+0.00459332j 0.00248338+0.0137125j 0.00159826+0.00273391j -0.0139439+0.00231115j 0.00578124+0.00274472j -0.000755454-0.00276094j -0.00313577-0.0144534j 0.0140862-0.0071758j 0.00847527-0.00343957j -0.00721033+0.00410976j 0.015377+0.0041422j -0.00646755+0.0111435j -0.00825613-0.00452533j 0.000422485+0.0220283j 0.0168255+0.00942377j 0.00159141+0.000309448j 0.0285036-0.00976118j -0.0129991+0.00221659j -0.0240763-0.00445466j 0.00884548+0.00948253j 0.00397031+0.00196821j -0.00405526+0.016365j -0.0291708-0.00256721j 0.0217645+0.025173j -0.00260977+2.6428e-05j -0.00226933-0.0261893j 0.000341102+0.00197679j -0.0118194+0.003447j -0.000193861-0.00414391j 0.00952207-0.0153933j 0.000100843-0.00204347j 0.00945486+0.00700404j -0.0115655+0.0123571j -0.0072942+0.0034861j -0.0020355-0.00025268j 0.000189051-0.0216221j -0.00460784-0.0249082j -0.00432058-4.37863e-05j -0.00709589+0.0123175j 0.0135119+0.0112348j -0.00737891-0.00710965j -0.00484999-0.01419j -0.0130409+0.00736437j -0.00136372-0.00596361j 0.00545098-0.01355j -0.00668041-0.0059947j 0.00313863-0.00118881j -0.000866908+0.00104653j 0.00258798+0.000498671j -0.000667684-5.57662e-05j 0.00254018-0.00109021j 0.00580789-0.0113247j -0.00266967+0.00714522j 0.00183161+0.001668j -0.00680634-0.00676525j 
-0.000115306+0.00241883j 0.000480849-0.00226755j 0.00291232+0.00779997j -0.00278304+0.00270739j -0.00660864+0.00370616j -0.0122524+0.00129376j 0.00728961+0.00604621j 0.00230674+0.0042892j -0.0149659+0.00303776j 0.0219202-0.00189446j 0.00689934-0.00464257j 0.00528351-0.00413059j 0.0165564+0.00154472j 0.00542309+0.00850089j 0.00119338+0.00760185j -0.00131048+0.00134773j -0.031805+0.0011562j -0.0194841-0.000323347j -0.0144425+0.00278178j 0.0192055-0.00555463j 0.0412718-0.0048257j 0.00302199+0.00510153j 0.0139104+0.00686949j 0.0413888-0.00439381j 0.00555152-0.00296427j 0.0287044-0.00273029j -0.0481613-0.00621372j -0.00248542+0.00341249j 0.01361+0.000673624j 0.0103496+0.0131148j 0.0295123-0.000687387j 0.00942191+0.00722903j -0.0020926-0.00790571j -0.00197188+0.00513046j 0.0256308+0.00495436j 0.00603483+0.00664027j -0.00996401+0.00131359j -0.0134254+3.21007e-05j 0.00272313+0.00106009j -0.00865457-0.00139127j 0.00796803+0.00211101j 0.00563687-0.00113j 0.00870125+0.0126401j 0.00561479+0.00630351j -0.00137746-0.0021122j 0.000401263+5.59488e-05j 0.0200545+0.00206389j -0.00923054-0.0161355j -0.00482661+0.00392615j 0.00125352+7.14365e-05j 0.0289935+0.00462753j 0.0118334+0.0145428j 0.00106151+0.000259068j -0.0179241-0.00825103j -0.0135208-0.00758313j 0.0144433+0.00252439j 0.00449926-0.00113422j 0.00748356+0.00535872j 8.56685e-05+7.34987e-05j 0.0125051-0.00079394j 0.00272501-0.00278998j 0.000437868+0.00576373j -0.000246505-0.00115455j 0.000875307-0.00146005j 0.000466946-0.000984083j 0.00344061+0.000170248j 0.00534085+0.0007476j 0.00412669+0.0117441j 0.00637465-0.00178013j -0.00244747-0.00406255j 
0.00378627+0.00081267j -0.000148481-0.00161554j -0.00302946+0.000361358j -0.00177675-0.00365722j 0.00696922+0.00543265j 0.00339439-0.000624768j 0.000112656-0.00267654j 0.00398152+0.00180042j 0.0186243-0.00207506j -0.0110894+0.00114329j 0.00507914-0.00537113j -0.00448353-0.007091j -0.0112814+0.00399597j -0.00531341-0.00473851j -0.00483894+0.0104426j 0.00416731-0.00067922j -0.00272672-0.000737477j -0.0115677+0.00347831j 0.0185229+0.00418403j -0.00212715+0.0106426j -0.0131892+0.00299505j 0.00195581-0.00628931j -0.0027336+0.0303884j -0.00734919-0.00583655j 0.00661712-0.00956709j -0.00753016-0.0229939j 0.00916759-0.00661101j 0.00641248+0.0224377j 0.00928993+0.0211457j -0.00133484+0.0128244j 0.00700896-0.0196225j -0.0131515-0.0132456j -0.00637287-0.0224974j -0.00236663+0.0141177j 0.000614585-0.010089j -0.00944563+0.00188383j -0.00619658+0.013666j 0.00945726-0.00963851j -0.000717777-0.00151924j 0.00111132+0.000352454j -0.00166162+0.00143351j -0.0146084+0.000888968j 0.00339736+0.00406336j 0.00302395-0.000327914j 0.00888183-0.00297834j 0.00271072+0.00133157j 0.00297669-0.00981168j 0.00919157-0.00172787j 0.00179168-0.0236123j 0.00235154-0.00851218j -0.00148424+0.00557767j -0.00806611+0.0175087j -0.0013082+0.00326429j 0.00111043-0.00857085j -0.00611363-0.0235016j 0.0040585-0.00465424j -0.000578771-0.00208499j -0.0014115+0.00970095j -0.0119347-0.00391162j -0.00122677-0.004053j 0.00841297-0.00827955j -0.00468413+0.00292j 0.000515568+0.00284801j 0.00437121+0.00346624j -0.00343838+0.0068329j -0.00129244-0.00141556j 0.00143305-0.0081508j 0.000273087+0.00304167j 0.000362035-0.00560766j -0.00435541-0.00406153j 
0.000111584+0.000315849j -0.000155266+0.000372382j -0.000429694-0.000413415j -0.00147469+0.0018904j 0.00727547-0.000645031j -0.00291828+0.00229806j -0.000737256-0.000380351j -0.00740474+0.0022097j 0.00558941-5.42717e-05j -0.000791142-0.00110926j 0.000394904+0.00100787j 0.00363607-0.000442572j 0.00944144-0.00490883j -0.00224597-0.00300879j -0.00161314-0.000919263j 0.00674523-0.000701956j 0.00520087+0.00374937j -0.00376367+0.00229837j -0.00243869-0.000216646j 0.0025508-0.00882011j 0.00509221+0.00301756j -0.0041796+0.00142663j -0.00628881+0.0140037j -0.0124217-0.000847551j 0.0034567-0.0112014j -0.00274319-0.0270921j -0.00318957-0.011046j -0.00367556+0.0146486j 0.000397215+0.0101009j 0.00117653+0.00405325j -0.000365278-0.00576149j -0.00217389+0.00838524j 0.00254496+0.00266942j -0.000764854+0.0131572j 0.00721738+0.0139369j -0.00507484+0.0111458j -0.00578544-0.0154541j -0.00419446+0.00667109j -0.00127752-0.00374533j 0.0061158+0.00591386j -0.00253539-0.0168828j 0.00208011-0.000146072j 0.000825131-0.00446036j -0.00079275-0.000377562j -0.00267068+0.00377171j -0.0011274+0.00886519j 0.000767862+0.00689971j -0.00316641-0.00843833j -0.00249777+0.0727816j 0.00213939+0.00714253j -0.00146427+0.00577882j 0.000187628-0.0201711j 0.000468762-0.0036603j 0.00351823+0.00139574j 0.00433163+0.030861j -0.00360623+0.00384151j -0.000141545+0.0154891j 0.00180902-0.0133705j 0.00417181+0.00552912j 0.000267951-0.000831562j -0.00308455+0.00694555j 0.00260113-0.00145623j -0.00463244-0.00575968j 0.00140621-0.00994265j 0.0026673-0.017913j 0.000844827+0.000579017j 0.00117239+0.00212444j 0.000246288+0.00104744j 0.000442219-7.49084e-05j 0.00121291+0.00138185j 
-0.00140867+0.00165652j 0.00069398-0.00230888j -0.00250794+0.00174956j 0.00827323-0.00565215j 0.00464738-0.000632513j 0.00394342+0.00279347j 0.0154768+0.00347797j -0.00247367-0.00468078j -0.00849724-0.00302876j 0.00375066+0.00566861j -0.00201085+0.0068504j -0.00377988+0.00219807j 0.0168902-0.0198277j 0.00586356-0.00264325j 0.00828565-0.00462721j 0.00914861+0.000418815j 0.001317+0.00536824j -0.00508989+0.00808969j -0.0219321-0.000989755j 0.0136659-0.0081186j 0.0287616+0.00412135j -0.0134096+0.00337242j -0.000309292+0.0149862j -0.0256011+0.00046311j -0.0121324-0.0109457j -0.00122455-0.0124752j -0.0144907-0.0201422j -0.0320154-0.00121296j -0.00193141+0.00656873j 0.016106-0.00209917j 0.00643698+0.00302048j 0.00560384+0.0259288j 0.00414508+0.00487391j -0.0081992+0.00438507j 0.0106788-0.00102914j -0.00206459-0.00263943j -0.00610241-0.00804354j 0.0108754+0.0161049j -0.0211729-0.000723232j 0.00715846-0.000832845j -0.00685587-0.00498118j 0.0149262-0.00335475j 0.00847889-0.00156264j -0.00336969-0.00342402j -0.0133118-1.14717e-05j -0.00246056-0.00572803j 0.00124391+0.000973201j 0.00328522+0.039856j 0.000367549-0.0448434j 0.00624625-0.00842837j 0.00272552-0.0166501j 0.0049898-0.0269449j 0.00622724-0.000716398j 0.00400202+0.00611831j -0.00291428+0.00908267j 0.00401515-0.00582541j 0.00534621-0.0209752j 0.00715027+0.00411573j 0.00694679-0.00555505j 0.00315182-0.00105086j -0.0032617-0.00253077j 0.00141371-0.000725026j 0.00356831+0.00382967j 0.000158495+0.00665292j -0.00235222+0.0128882j -1.29053e-05+0.00114486j -0.00374138+0.00300687j -0.00164708-0.00783786j -0.00192537+0.00121591j 0.0017794+0.000540865j 
0.00588393+0.00323988j -0.00107259-0.00445851j -0.00168585+0.00743966j -0.000206384-0.0136593j -0.00512396+0.00948197j -0.00155987+0.00760818j 0.0192757-0.00285627j 0.0183543-0.00725208j -0.00518932-0.00396925j 0.0102784+0.00808614j 0.0070343+0.000658091j -0.0118453-0.00735395j 0.00441145-0.00748804j -0.00447219+0.00441003j 0.00246153+0.0119318j 0.00161372-0.0118235j -0.00324546-0.0131457j 0.00183529-0.000415137j 0.0068905-0.00502656j 0.00160075+0.00947773j 6.80557e-07-0.0110393j 0.00136338-0.00496588j -0.00928593-0.00338062j -0.0321995-0.00770314j -0.0200821+0.00216362j -0.0143678+0.0138991j 0.0110018+0.00236837j -0.0224597-0.00523109j 0.00135881-0.00597986j 0.00180453+0.00445695j 0.00257929-0.000797795j -0.0116204-0.00246024j 0.00366046-0.00887174j 0.00217385-0.00225477j 0.00278306-0.00815092j -0.0125765-0.00689934j -0.00283492+0.000649125j 0.0245371+0.0147004j -0.0226645+0.0219934j -0.0121028-0.00793058j -0.00240177-0.0131074j 0.00112339+0.000174174j 0.0208825+0.0107267j 0.00102774+0.00192429j -0.00528976-0.00477113j 0.00313177+0.00403803j -0.00329272+0.00815665j 0.0125452-0.010214j 0.00425507+0.0335291j 0.00478916+0.004031j 0.000820083+0.00662555j 0.000524507-0.00960653j -0.000887214+0.00678536j 0.00509558+0.000725117j -0.0125976-0.0107382j 0.00935624-0.0132149j 0.00704977-0.00475373j 0.00271738+0.00452845j -0.006206-0.00314942j 0.0053826-0.0129976j 0.0107782-0.0275546j -0.0044645+0.00854586j -0.00150846-0.000886646j 0.00205577-0.00226841j -0.000582753-0.00443795j -0.00233811-0.00174083j 0.00315775-0.00980489j 8.82949e-06+0.00652838j 0.000109296-0.0103326j -0.0104105-0.00984222j 
0.0045958+0.00167905j 0.00209499-0.00108515j 7.26022e-05-0.000835994j -0.00440518+0.000532845j 0.00407508+0.00941741j -0.00719835-0.00331496j -0.0110575+0.0088004j 0.00608324+0.00100592j 0.0208752-0.00831126j -0.00549735+0.00291885j 0.00473885+0.000270224j 0.00248262-0.00704257j 0.00950581-0.00268783j -0.00209061-0.00729773j 0.00187999+0.0114609j 0.0105744-0.0325168j 0.00285088+0.00504439j -0.0311197+0.00841187j 0.00449264+0.00549104j 0.0130141+0.0038929j 0.0175912-0.00284338j -0.00853836-0.00942689j -0.0102116-0.0103496j -0.0212684+0.014449j 0.0214245+0.0129204j -0.0024152+0.0278676j -0.0142179-0.00317646j 0.00334266-0.00329555j 0.0153977-0.00307358j 0.000364072+0.000436142j 0.0193667-0.00804701j -0.0196678-0.0107175j 0.00666932-0.003602j 0.00464793+0.0225885j 0.0143953+0.0067779j -0.00647651+0.00205119j -0.0189554-0.00927329j -0.00833245+0.000645954j -0.00276161-0.0205595j 0.00750915+0.00172486j 0.000678424-0.00876556j -0.0124137-0.00284227j 0.00579742-0.00658299j -0.00036221-0.012879j -0.00560522+0.0111814j -0.00333136-0.00394276j 0.0021419-0.00527621j 0.00359046+0.0203846j 0.000422869-0.0101431j 0.00502154-6.7946e-05j -0.0052935-0.000337336j -0.00196135-0.0139356j 0.000694851+0.000112054j 0.00395853-0.00163972j 0.00517892+0.0158266j 0.00486796+0.00197732j -0.00361225+0.0163347j 0.00719753-0.00894747j -0.00214261+0.0047295j 0.000603381-0.00736827j 0.00530428+0.00690111j 0.00288819-0.00409605j -0.00180915+0.0020563j 0.00663715+0.000376318j -0.00305815+0.000801255j 0.00134425-0.00030643j -0.000991421-0.00724399j -0.00145857+0.000116466j -0.00115511-0.00675118j -0.000747681-0.000266624j 
-0.00848045+0.00258977j 0.00274827+0.00293414j -0.0111161+0.00368911j 0.0127471-0.00659272j 0.0207932+0.00255239j 0.00619664-0.0025489j 0.0125974+0.00275893j -0.0241886+0.00139057j 0.00558179-0.00466176j -0.00757204-0.00763781j -0.0104469-0.016187j 0.00219986+0.00712636j -0.00677783-0.000481947j 0.00506688+0.0271344j 0.00267952-0.00423837j 0.0178045-0.00720422j 0.0164676+0.00755388j -0.0119998-0.00850107j -0.00659972+0.0180476j -0.00314908+0.00818755j 0.00874186+0.0025204j -0.00674052+0.0042119j -0.00887614-0.00723209j -0.0175491-0.00702967j -0.00270887-0.00662681j -0.0045726+0.00449756j 0.0109523+0.00315301j -0.00713211-0.0174674j -0.00999413-0.0114134j 0.00541134+0.00286219j 0.00186516-0.0104693j 0.00516649+8.80658e-05j -0.0111962-0.0217719j 0.00112334+0.0178152j 0.00695022-0.00129684j -0.000733847+0.0016128j 0.00254041-0.0116064j 0.0131124+1.30382e-05j -0.00340617+0.00498237j -0.00177688+0.00847107j -0.00478331-0.00417882j 0.00722575-0.00422242j 0.000193931+0.00970472j -0.00152853+0.0137635j -0.00638833-0.00209542j 0.000245404+0.00356499j 0.00685158+0.00465246j 0.0101786-0.0126311j 0.00189794+0.000798857j -0.00151768+1.40853e-05j 0.00530013-0.00412905j -0.0118065+0.00810329j 0.00300118-0.0004353j -0.00155011+0.00354195j 0.000372833-0.0047021j -0.000270178+0.00372839j -0.0012879-0.0101179j 0.00528054+0.00332218j 0.00166151-0.00644455j 0.0111457+0.0152136j -0.00152167+0.0141349j -0.00369057+0.0114542j -0.000715367-0.00234423j 0.00593976-0.00148903j -0.00222097+0.00229676j -0.00162704+0.00298031j -0.00241773+0.0158777j 0.00961909+0.0146126j 0.0128861+0.0115019j 0.00248487+0.00384713j 
-0.00145471+0.000767931j -0.00121615+0.000662257j 0.00310821+0.0133409j -0.00457238+0.00770366j -0.00730013+0.00139219j 0.00332421-0.00255529j -0.00615268+0.00353836j 0.00199325+0.000710203j -0.00755715+0.00516064j 0.00408929-0.0041152j 0.00383939-0.00450396j 0.000811018+0.0119154j -0.00628382+0.00559977j 0.00242843-0.0127945j 0.00753077+0.0233957j -0.00183179+0.00458903j 0.00740345-0.0282355j -0.0103566-0.00815939j -0.0160673-0.0247654j 0.00862052+0.0350244j 0.00986424+0.0146348j -0.0102537-0.000575015j -0.00826657+0.00952343j -0.0249945-0.00546929j 0.00890944-0.00414634j -0.00221715+0.01007j -0.0137685-0.0062342j -0.00624839-0.00598879j 0.00114717+0.00959113j 0.000115267-0.0135716j -0.000532957-0.0161478j 0.0111632+6.0478e-05j 0.00839589-0.00855846j -0.0022192-0.0134122j -0.0054653+0.00830111j 0.00601253+0.00589606j 0.00390436-0.0010729j -0.00759618+0.00250269j 0.00414794-0.00579136j 0.0039547+0.00642278j -0.00203393+0.00718357j 0.0104415+0.00347769j 0.0035985-0.00459603j 0.00423389-0.0106264j 0.00210088+0.00773551j 0.00737551-0.00132642j 0.00372859+0.00880229j -0.00682801+0.00147386j -0.00505372+0.000824883j 0.00090385-0.00093715j 0.00369962-0.00511489j -0.00906772-0.00669286j -0.000663089-0.00147462j 0.0008371+0.00499213j 0.00527505+0.0115292j -0.0053774+0.00387213j 0.000592691-0.00963149j -0.00421274-0.00218953j 0.00211948+0.00197607j 0.00463137+0.011185j -0.0100486+0.0170909j -0.000623553+0.0066019j -0.000407885-0.000665263j -0.00344817-0.000320706j 0.0029916-0.000157852j -0.000245231+0.00195846j 0.00625212+0.00854304j 0.00378665+0.0047715j 0.0041382+0.00384784j 0.00424792+0.00465089j 
0.00194616+0.000134435j -0.00386149-0.000955976j 0.00230107+0.0131062j -0.00526591+0.00486858j 0.00809017-0.00345292j -0.00569661-0.00142113j -0.00752202+0.000453021j -0.00955506-0.00303825j -0.00209745+0.0100902j -0.000904677+0.00660444j 0.00216798+0.00409356j 0.00148619+0.00594752j 0.0269634-0.0109356j -0.0132589-0.0090935j -0.0100615+0.0174933j -0.00560535-0.00298673j -0.000990934+0.0252808j 0.0352662-0.00728858j -0.00279602-0.00202578j -0.00791294-0.00254413j -0.0108469+0.0104784j -0.00599557-0.0194922j 0.00301749-0.0174707j 0.00111318-0.0187722j -0.0112824+0.00373452j -7.18258e-06-0.0164438j 0.000297556+0.00934009j 0.00115112-0.00742181j -0.0145955+0.000229292j -0.00795946+0.00295439j -0.0275304-0.0143118j -0.0048227-0.00119276j 0.0188548-0.0119847j 0.00458901-0.00627045j 0.00263889+0.00397348j -0.0117086-0.0179276j -0.00785205-0.008734j -0.0174281-0.0108777j -0.00396793+0.000896592j 0.00197381-0.000145195j -0.00399221+0.00198372j 0.0190477-0.00429084j 0.00172108+0.00164578j -0.000352854-0.00284892j -0.00838873+0.0218108j 0.00312578+0.00136655j 0.0101492-0.0203249j -0.00869875+0.000758371j -0.00780734-0.0164651j -0.000382243+0.00326253j 0.00216893+0.0280229j -0.0102587+0.0146876j -0.00675726+0.007628j 0.00211038-0.00963639j 0.0102069+0.0104402j -0.00113882+0.00177143j -0.00495825+0.0192476j -0.00327781-0.00293251j 0.0046869+0.018682j -0.00321887-0.00980201j -0.00649319-0.00983865j 0.00404382-0.00385609j -1.9539e-05+0.00189562j 0.000883497+0.00109312j -0.000872995+0.00262151j 0.00251349-0.00197195j 0.00403591-0.00104828j -0.00385636-0.00291167j -0.00429781-0.00452679j -0.00200501-0.00152409j 
-0.000530343+0.00133725j 0.0030242+0.00611568j -0.0127049-0.00497046j 0.00421397-0.0105647j 0.00567429+0.0027375j -0.00820771+0.00420045j -0.018409+0.00390364j -0.0126197+0.00894664j 0.000253237-0.0053608j -0.00747966-0.00849839j -0.014639-0.00860171j 0.0171618+0.00731963j 0.0243696+0.00764133j -0.00870253-0.00320947j -0.00504711-0.00402379j 0.000698356-0.000577364j -0.00293069-0.00198693j 0.0281812+0.00246434j 0.0119641-0.0153964j -0.0090973+0.0195124j -0.00910505+0.0237376j 0.0164082+0.00442726j 0.0130599+0.006518j 0.0286503+0.0211318j -0.0083324+0.00133963j 0.00809221-0.000929317j 0.006586-0.00262879j 0.0141312+0.0148143j -0.01768-0.0102585j -0.0181375-0.0030387j -0.0100145+0.0115825j -0.0161877-0.0144816j 0.00403252-7.52659e-05j 0.0213639+0.00481602j 0.017708-0.00110305j -0.0137239+0.00796757j -0.0104308-0.00650426j -0.013087+0.00337004j 0.00436901+0.00755878j -0.0210783-0.0118859j 0.00461166-0.00284656j 0.0123077-0.00956862j -0.00387161+0.0193878j -0.00525753+0.00948994j -0.00626644-0.00257751j 0.00216382-0.00804282j -0.00863527-0.00298164j -0.00818787+0.0221324j -0.0013608-0.00513291j -0.000464809+0.00397427j 0.000170956+0.00389819j 0.0109056-0.0193219j -0.00774412+0.0064486j -0.000716987+0.00150526j -0.00529201+0.013837j -0.00120455+0.00262963j -0.000190694+0.00637335j 0.00881504-0.00466232j 0.00824184+0.000318255j 0.00448204-0.0107457j 0.00583312-0.0241877j 0.00319412-0.00348282j 0.00122899-0.000205188j -0.00291001+0.000639381j 0.00121169+0.00222659j 0.00378362-0.000312075j 0.00345955-0.00338009j 0.00335779+0.0159201j 0.00358601-0.00283777j -0.00849901-0.00524123j 
0.00145236-0.00351447j -0.00611898-0.00276334j 0.0150193-0.0118404j -0.00541617+0.0111785j 0.0027935-0.0010055j -0.00871074+0.0106125j -0.000625065-0.0118495j -0.00680925-0.0015175j 0.0103498+0.0133777j 0.00499145+0.00340925j 0.00105415+0.00134154j 0.00728098-0.00178346j 0.00618394+0.0312891j 0.0252831+0.0365152j 0.00892204-0.00909035j 0.00835081-0.00262355j 0.0211273-0.0105944j -0.0141797-0.00737068j -0.0177587+0.0084137j 0.00928841+0.0107083j 0.000815857+0.0097006j 0.00245432-0.00820866j -0.000285634+0.0158863j -0.00972352-0.00589228j -0.00298834+0.00471202j 0.00225278+0.00385363j -0.00482598-0.013052j -0.0067679-0.00846217j 0.00468173-0.00517449j 0.00496726+0.00861286j -0.00195297+0.00138797j 0.00551248+0.0103383j 0.00139895+0.000311728j -0.0074314-0.000353037j -0.00567755-0.0125496j -0.00303312-0.011378j -0.00335722+0.0034411j 0.000425977-0.0094133j -0.00634383-0.00271877j 0.00428973-0.00930324j -9.48144e-05-0.00830172j 0.0125429-0.00156268j -0.00892649-0.000370422j -0.00324328+0.0056287j -0.00308392+0.00633748j 0.0057603-0.00443658j 0.00585103-0.0029221j 0.000764747+0.0136105j -0.00159864-0.00298757j -0.00533172+0.00693623j -0.00244305+0.012789j -0.00512486-0.0116089j -0.000219903+0.0039893j 0.00627697-0.000892723j 0.0131866+0.0225605j -0.0034715-3.08169e-05j -0.0063848+0.0170043j -0.000679486-0.00639908j 0.00553102+0.0136281j -0.00883934-0.0115253j -0.00485547-0.0113881j 0.00730394-0.0086767j -0.00132859-0.000891238j 0.00434819-0.00214191j -0.00236255-0.00377164j 0.000189259-0.00213546j 0.00136622-0.00592661j -0.00788574-0.0123758j -0.00947006-0.00345483j -0.000593534-0.00143506j 
-0.000613694-0.000631234j -0.0061319+0.000950582j -0.0169128+0.00627337j -0.00751633+0.00311359j 0.0029919-0.00121456j 0.0266018+0.0212848j -0.0117192+0.00182706j 0.00802219-0.0100076j -0.00162644-0.00597058j -0.00853255+0.00793265j 0.0133361+0.016412j -0.00378179-0.012631j 0.0161127+0.00221644j -0.0316+0.00607388j -0.0204941+0.00842608j -0.000517123-0.01572j -0.0170399-0.010031j 0.0252194+0.00216877j 0.0253937+0.00031691j -0.00626159-0.00391564j -0.00181625-0.00826096j -0.00779483-0.0154445j -0.0116217+0.00603504j 0.0262585+0.00844708j 0.00487561+0.0030227j 0.00247625+0.00633894j -0.00408502-0.00627401j 0.0168739+0.00096814j -0.00185874-0.000223972j -0.0019086+0.00884527j -0.0195662-0.00555801j -0.00365271+0.00916114j 0.00695232+0.0033388j -0.0179188-0.00121992j 0.0115832-0.0139107j -0.00153883+0.00635777j 0.00604371+0.0145369j -0.0249761+0.0138189j 0.010759-0.00135431j 0.0131823+0.0139266j -0.0106559-0.00636382j -0.00194763-0.00433808j -0.00343636+0.00147228j 0.00574823-0.00547451j 0.0110767+0.0163922j 0.00931346-0.000110288j 0.0121201+0.00297397j -0.0188868+0.00325818j -0.0114623-0.00362657j -0.0130061-0.000729301j 0.00246405-0.000432556j 0.00101165-0.00782911j -0.0179865-0.000514153j -0.0134046-0.000944932j -0.00592701+0.005997j -0.0122677+0.00137641j 0.00788537-0.00255269j -0.0153963-0.00523149j 0.0055451+0.00271556j 0.0030737+0.00311854j -0.0194025+0.00508167j 0.000245539+0.00612539j -0.00116477-0.00282583j 0.0021756-0.0024731j 0.00063136-0.00104644j 0.00287033+0.00269884j 0.0180283+0.0125897j 0.00470503+0.0108961j 0.00601942+0.00569223j 0.000299731-0.00188923j 
0.00128314-0.00887699j -0.00254979+0.00060964j -0.0131638+0.00644603j -0.0105369-0.0138665j -0.0222428+0.0111485j 0.0057278-0.00148987j -0.0226525-0.00745809j 0.0306335-0.000657709j 0.00750123-0.0122566j 0.00185667-0.00545644j -0.00335707+0.0012859j 0.00409087-0.0142399j 0.0125893-0.000859309j -0.0031072+0.00688996j 0.00383743-0.00696352j 0.0105124+0.0167105j 0.0231513+0.0187294j -0.0306821+0.0101733j 0.00536919-0.0195137j 0.0218464+0.0020673j 0.0337754+0.000565232j 0.00487394-0.00429191j -0.0404646+0.00734917j -0.0345798-0.00879508j 0.0136033+0.0062042j -0.0147623-0.00575339j -0.00939291+0.0066756j -0.00267345-0.0027934j 0.0163825-0.0127901j -0.00761474+0.0190266j 0.024477-0.000320413j -0.0124581-0.0117489j 0.00250247+0.00689962j 0.00727364-0.00811253j 0.0140833-0.0103016j 0.00958087+0.00742188j 0.0130708-0.02039j -0.0028946-0.00373107j -0.00360421+0.00750308j -0.00882658+0.00818961j 0.00211862-1.80939e-05j 0.00211041-0.00317476j 0.00705364+0.00713729j -0.00508863+0.000438793j -0.00762199+0.00899175j -0.0007189+0.00198174j 0.00417094-0.00390768j -0.00465818+0.00113509j -0.0038465-0.013902j 0.00311497-0.00187128j -0.00197824+0.0085474j -0.00386557+0.0052087j 0.000442277+0.00136576j 0.00735276-0.00294543j 0.0144661+0.00999559j -0.00170945+0.00599287j -0.00558162+0.0146138j 0.00214195-0.0165478j 0.00565953+0.0090598j 0.00617735+0.000632242j 0.00306665-0.00024075j 0.00543813+0.0101681j -0.000169602+0.000677184j -0.00287949+0.000471223j 0.00209632+0.000702861j 2.58097e-05-5.74974e-06j 0.00450024-0.00270761j 0.00542275+0.0175711j 0.00816473+0.00419929j -0.00582273-0.00581036j 
