-0.00252735+0.0480945j -0.0279207-0.0696049j 0.00127749+0.038522j 0.0173619-0.000348518j 0.024883+0.0207956j -0.00903712-0.0484314j 0.0326785-0.0170274j 0.00701139-0.0753223j 0.00851568+0.00383219j -0.0111982+0.031947j 0.00251357-0.0176174j -3.49418e-05+0.0141996j -0.00472301+0.00477367j 0.00606566+0.0137383j -0.00364322+0.0150919j 0.00962574+0.0112857j -0.0255655+0.0104642j 0.00360649-0.0693325j 0.00352516-0.0234471j 0.0804526-0.101485j -0.0314771+0.0365235j 0.0189889+0.0188824j 0.00616564-0.0305129j -0.0359066+0.0519685j 0.0316582-0.00283603j -0.00881591+0.0398517j 0.0175329-0.0604116j 0.00410181-0.0312868j -0.00555867-0.0582171j -0.0231143+0.00192456j 0.0431082-0.0366974j 0.0156438-0.0172391j -0.00221601+0.0277022j -0.0280813+0.0112747j 0.0983423-0.0455927j 0.0297867-0.0295337j 0.0451191-0.0286465j -0.0712696+0.110219j 0.00895485-0.00354441j 0.0138883-0.0775437j 0.0364204-0.034643j -0.0122771+0.0220933j -0.0069317+0.00824839j 0.0232732-0.0365039j 0.032894-0.00958942j 0.0402125-0.0225523j -0.0316467+0.00256839j 0.0321587-0.0357445j 0.0360337-0.0270328j -0.0246859-0.00514828j 0.0330738-0.0417142j 0.0116991+0.00593402j 0.0126284-0.00503133j 0.0506216-0.0559326j 0.0504784-0.0487899j -0.0102406-0.0135035j -0.00838236+0.00700382j -0.0124633-0.00219285j 0.0154264-0.00954118j -0.0258749+0.00277584j -0.00565909+0.0454543j 0.00844704+0.0214455j 0.00766443-0.01984j 0.0228142-0.0231029j -0.00220722+0.00678804j -0.000885783+0.00609324j -2.31585e-05-0.0145276j 0.0100254-0.0169359j -0.00232531-0.00182111j -0.00781766+0.00881476j -0.0162525+0.000796679j 0.00193057+0.00370202j -0.00143973+0.00613933j -0.00852478+0.00707986j 0.0131646-0.0157956j 0.00449336-0.00457904j 0.00797816-0.00699158j -0.0129181+0.00545229j -0.000242015+0.000320191j -0.00332113+0.00880659j 0.0140733-0.0102293j -0.0141428-0.0104433j 0.0114707+0.0194442j -0.00444855-0.0121813j -0.00574234+0.0304717j -0.00293343+0.0135097j 0.00677433+0.00420524j 0.0067082-0.0149053j 0.0115233-0.00886025j -0.0241099+0.0424535j -0.0194553+0.0322104j 0.0310599-0.044154j -0.0461026+0.0408184j 0.112765-0.162321j 0.0748172+0.00367104j 
0.0661344+0.010248j 0.0920945+0.0913917j -0.0846088-0.0298778j 0.0228351-0.0309204j -0.00629055-0.106517j 0.00195863-0.0180955j 0.0501728-0.0230412j 0.00584062-0.0783099j -0.0549921+0.0247552j 0.0342891-0.0539542j 0.0269178-0.135186j -0.050672-0.0306052j 0.142857-0.0398469j 0.0229995+0.00692763j 0.0196914+0.0416353j 0.0293387-0.00586664j -0.0471625-0.0277093j -0.00221005+0.0271415j 0.0776947-0.0880859j -0.0978224+0.0264725j -0.0534775-0.0925293j -0.0116189+0.0537572j 0.00408123-0.0755274j -0.0758031+0.0420791j 0.0251756-0.00921461j 0.12625+0.00900986j 0.0442835+0.157509j 0.0393619+0.0712078j -0.120819+0.0863351j 0.138189-0.0438414j -0.115217-0.144958j -0.0478074-0.172097j -0.0194113+0.0455705j 0.059481+0.0218753j -0.181959+0.034783j -0.0436341-0.0136965j -0.062368-0.0764497j 0.0821162+0.0100601j 0.0088367+0.020503j 0.0197307+0.0202061j -0.0329581+0.0219237j 0.0178547-0.00432456j 0.0104794+0.0128377j -0.0114885+0.0327604j 0.00372168+0.0187057j 0.00827022+0.0370388j -0.0181789-0.0159239j 0.00364812-0.0405434j 0.00966495-0.0149542j 0.000634784-0.00687048j -0.0211212-0.0394162j -0.00361088-0.0239081j 0.0273781+0.000145126j 0.0245041+0.00208338j 0.0152974+0.021627j 0.000946347+0.0196879j 0.0134246+0.017392j -0.00349621-0.00424441j -0.00874709+0.00470192j -0.0104056+0.00955811j 0.0187088-0.0317035j -0.0208544+0.0102431j -0.0192378+0.0194733j -0.000550203-0.000292652j -0.00380604+0.00517337j 0.00617613-0.00810789j 0.00819756+0.00734622j -0.0137345-0.00259989j -0.0053669+0.000688617j 0.0151717-0.00567363j -0.00591682+0.0152357j -0.00144837+0.00598692j -0.0265326-1.49161e-05j -0.0326348+0.0054694j -0.0128431-0.00890298j -0.00728109-0.00428641j -0.009399-0.00793559j -0.000883446-0.00948063j 0.00929517-0.0075673j 0.00918163-0.00375088j 0.00475808-0.00327236j -0.00019691-0.000385917j 0.0187594+0.00587648j 0.00272765-0.00654298j -0.00756494-0.00410822j 0.0154268-0.0112193j 0.00374125-0.0105719j -0.00782705-0.00366416j -0.0148712-0.00415473j 0.0200094-0.000295729j 0.0145847-0.00443331j -0.00825337+0.0180397j 0.00492383-0.0134641j -0.0173352+0.00631208j -0.0180135+0.000782561j 
-0.0113508-0.0933703j 0.0338827-0.111397j -0.0186112-0.0821878j -0.00909102-0.0503378j 0.0167271+0.039078j 0.0819656-0.000280869j -0.0404252+0.027685j 0.0179327+0.0200967j 0.131881+0.0418555j 0.000831805+0.0174475j -0.00718052+0.0407634j 0.0257161+0.0581148j 0.0421682+7.87912e-05j 0.0234093-0.00557748j -0.0410684-0.125024j -0.0735896+0.0811769j 0.106725-0.0427558j -0.0478944+0.0147127j 0.078092-0.0157714j 0.029224+0.031201j -0.071677+0.0667847j 0.0199728-0.104623j -0.0693171+0.0623982j -0.0263497-0.0830633j 0.105033+0.0411302j 0.0493567+0.0575958j 0.170199+0.00690872j 0.0839398+0.0153547j -0.0660114+0.0422362j 0.141084-0.185832j -0.0798556+0.132785j 0.092419+0.0310958j -0.0542203+0.00831458j 0.0244506-0.0244829j -0.0573299-0.0370445j 0.0225149-0.0694752j -0.0855252+0.0650575j -0.0108813-0.0109402j -0.0527949-0.0193906j -0.0200876-0.077291j -0.0443492+0.0565187j 0.00624932-0.00183044j -0.0165643-0.00975668j -0.0084929+0.034213j -0.0294803-0.00433747j -0.0272949-0.0175201j 0.02903+0.0169255j -0.0150978+0.0143147j -0.0334085-0.0208677j 0.00964141-0.024642j 0.0135007+0.031107j -0.0184426+0.0518564j -0.0303093+0.0265385j -0.0844675+0.0616746j -0.0413717+0.0211099j 0.0434391+0.0338725j -0.0016304+0.00442805j 0.0216174-0.014818j 0.00685772+0.0116752j 0.00209724-0.0373458j -0.000608221+0.0176609j 0.0137706+0.0171796j 0.00854187+0.0112133j 0.0165056+0.0150785j 0.0111397-0.00813765j 0.0235776+0.0173957j -0.0164438-0.00380345j 0.00604298+0.00737086j 0.0107008+0.0121198j -0.0142832-0.00533021j -0.0364426-0.0184931j -0.00988101+0.00399668j -0.00906057-0.0108011j -0.0312548-0.015237j 0.0104859+0.0052789j 0.0125477+0.00242888j 0.0224663-0.00821582j -0.0113122-0.00416588j 0.0083219+0.00392137j 0.0145779-0.011197j 0.0125375+0.00395787j -0.0219205+0.00547851j -0.0121014+0.0254986j 0.0325514-0.00311457j -0.00870011+0.0117343j 0.0232857+0.00608299j 0.00363704+0.00349274j -0.00144808-0.00562238j 0.00487784-0.00671772j 0.00216455-0.000423215j 0.00226074+0.00388649j -0.00298275+0.016157j 0.00183512-0.0182588j 0.00748085-0.0132111j -0.0173407+0.0278573j 
0.0130955+0.0604841j -0.0191573+0.0817037j -0.0394231+0.0151095j -0.0155295+0.0297026j 0.0830949-0.029166j -0.0721032-0.0585401j 0.0690103-0.0531822j 0.144701-0.122338j 0.197668+0.0471201j 0.0270296+0.0229209j -0.0661002+0.00117401j -0.0710574+0.123341j 0.0956843-0.00973081j 0.00401159-0.0389676j -0.0585151-0.109037j -0.0325405+0.136358j 0.147367+0.0223946j -0.119587-0.0410821j 0.100857+0.00878541j 0.00230715+0.00681976j -0.11754-0.0461931j 0.0578662-0.0305648j 0.0764944+0.019401j -0.00873729+0.0837446j -0.103384-0.0286031j -0.056091-0.104261j -0.0242126-0.0038786j 0.0311293-0.0120691j -0.0713484-0.043256j -0.0965787+0.118172j 0.072168-0.144328j -0.0782099+0.00213914j -0.0750495-0.0362115j 0.0115587+0.0335743j 0.0210696+0.0127586j 0.11134+0.0140468j 0.0218571-0.0101175j 0.0233195+0.00186438j 0.059257+0.0580028j -0.016154+0.0637988j -0.0574252+0.0234363j 0.0137743-0.00577214j 0.00423679+0.0014079j -0.00257247+0.0189594j -0.0161456+0.0283952j -0.0483065+0.0577011j -0.00407045-0.0445014j -0.0253524-0.0760496j -0.069498-0.00947976j -0.0241179+0.0249095j -0.0529275-0.0870518j -0.0503214-0.0457098j 0.00745758+0.00570641j -0.0295407+0.00479686j 0.0279754+0.0670201j 0.00594189-0.0566305j 0.000768363-0.0110579j 0.00264828-0.00891151j 0.00791623+0.0142707j 0.00494188-0.0111926j 0.00329456-0.0160725j -0.0251574-0.00476282j 0.0025432-0.0090526j -0.00725978-0.00561839j 0.00875775+0.00964981j 0.0108051+0.0124101j 0.00663984+0.0126089j 0.00654419-0.0172832j -0.0149584+0.00180779j -0.0138017-0.0091097j 0.0136719+0.0102557j -0.00188653+0.000199493j 0.00919402+0.0080219j 0.0227073+0.00406125j 0.00450805-0.00031964j 0.0190219+0.0041613j -0.00885023+0.00235485j -0.00577317-0.0111189j -0.0146209-0.00470289j 0.00316185+0.0053422j -0.0113645+0.00882523j 0.00137552+0.0123464j 0.0155154-0.00114733j -0.0156826+0.00764991j -0.00915472-0.0217252j 0.00220802+0.00287506j -0.0118915+0.00105079j -0.00369502+0.0023026j -0.0113028-0.00561757j 0.0016855-0.00277035j 0.00384537+0.00295035j -0.00470781+0.00434138j -0.00693301+0.00225353j -0.0135822+0.00142231j -0.00996857+0.00434324j 
0.0266339+0.0216737j 0.0209308+0.0601153j 0.0264631-0.00754032j -0.040014-0.0282098j -0.00688571-0.0726798j -0.066343-0.0658791j -0.106734-0.041684j 0.0620218+0.0289041j -0.0430375+0.0392989j -0.18702+0.177076j 0.065191+0.159263j 0.138311+0.131123j -0.176546+0.00521935j 0.0867498-0.0482546j 0.00514541-0.106275j -0.0309405+0.0450339j -0.0286322-0.00343644j -0.0648703+0.0362697j -0.0560316+0.00187526j 0.191096+0.0044091j 0.141992-0.0190637j 0.0261884+0.048423j 0.0830786-0.0732936j 0.0841941+0.0290645j 0.0714146-0.0147643j 0.086374+0.018554j 0.0496154+0.0218883j -0.0117238+0.0327784j -0.0431042+0.0333918j 0.0560707+0.00560883j -0.0618518-0.0416019j -0.0223832-0.057156j 0.0228216-0.00357343j 0.0108251+0.0181821j -0.0927918+0.0296672j -0.0629507-9.69471e-05j -0.0440663-0.0417588j 0.0252279+0.0259586j -0.0268933-0.00219319j 0.0358381-0.00576384j 0.0309168-0.0153428j 0.00752898-0.00790359j 0.0150753+0.00119743j -0.00305875-0.00317421j -0.00389084+0.00696043j 0.00776394+0.00480064j 0.00539079-0.0140886j -0.0325873+0.02237j 0.0157525+0.0234553j 0.035556-0.000341321j -0.01356+0.0203966j 0.0121233+0.0278431j 0.00269715-0.0133861j 0.0296198+0.00890693j -0.0266244-0.00359842j -0.00255371+0.0122094j 0.0190073+0.0114768j 0.00445102+0.00589738j -0.00912271-0.0126927j 0.00707947+0.0174866j 0.0140481-0.0173098j 0.00333402+0.00228706j 0.00516114+0.0039633j -0.00440278-0.00658367j -0.00148257-0.0144134j -0.0138896-0.00458265j 0.00195479+0.011042j -0.00384809+0.00384944j 0.00329359-0.0205157j 0.00188045+0.00622164j -0.0126561+0.00736075j -0.0161116+0.00746098j -0.00167527+0.00379338j -0.000650653+0.00460066j -0.0246804-0.0108154j -0.00643592-0.00849601j -0.00418531-0.0090933j 0.00816207+0.0147324j 0.00405034+0.00877693j -0.0142442+2.37823e-05j 0.000908789-0.00813872j 0.016675-0.00969002j -0.00619708-0.0174844j -0.0133871-0.010396j 0.0103678-0.00273643j -0.00477726-0.00370871j 0.00664068-0.00950466j -0.000606544+0.00144662j -0.00511691-0.00126115j 0.0017705-0.00103399j 0.00492394-0.0125525j 0.000271061+0.00356009j -0.00344763-0.00632435j -0.00371583+0.0040629j -0.00592527-0.00436801j 
0.0267831+0.0376453j -0.0256106-0.0249013j 0.014416-0.0321527j -0.0270653+0.00121845j -0.0619262+0.012925j 0.0474754+0.0074404j 0.0617282+0.0509561j 0.0446984+0.0164577j 0.0645507+0.000841891j 0.0276483+0.0199026j -0.0600121+0.0217865j -0.0228897+0.0330156j 0.0133412-0.0729629j 0.00578911-0.0449187j -0.0321645-0.0577352j 0.0243982+0.0346825j 0.0448515-0.0279375j -0.0761191-0.0422254j 0.04186+0.00376551j -0.0361006-0.0547275j -0.0306025+0.0587187j -0.000660484-0.0481381j -0.00293593-0.00252372j -0.0603674-0.0175536j 0.0308328+0.00812257j 0.12114+0.0751308j -0.0239705-0.0641031j 0.00829112-0.00514221j -0.0662613-0.0629025j -0.130414+0.0232338j 0.0156319+0.0368202j -0.104978+0.000173321j 0.099811-0.00871157j -0.032047-0.0296097j -0.0223958-0.0378819j -0.0580289+0.0274166j -0.0588352-0.0243533j 0.0520806-0.022214j 0.011602-0.025723j 0.0374002+0.0381928j 0.0604024+0.0187393j 0.0134747-0.00156019j 0.0141444-0.00285133j 0.0337798+0.0114463j 0.0594447-0.000496095j 0.118154+0.00971282j -0.0816883-0.0063908j 0.0316144+0.00772796j 0.101781+0.0336954j -0.0198421+0.0276469j 0.0121044+0.0145951j 0.0666409-0.0156949j 0.0332359-0.0273897j 0.147788-0.0478914j 0.0638775-0.0373888j -0.0619734+0.0281894j -0.0126322+0.00960353j -0.025986+0.0162432j -0.0164627-0.0116236j -0.0121471+0.0121262j 0.0216179+0.00172039j -0.00308459-0.000836952j -0.00262381-0.0138029j 0.00860241-0.0147071j -0.00990372-0.0116791j -0.00411179+0.000454851j -0.00267342-0.00379322j 0.0180201-0.0147468j -0.00429972-0.00681976j 0.00557649+0.00142274j 0.00347969+0.0112724j -0.00213262+0.00451204j -0.010734-0.0138647j -0.0025236+0.00207151j -0.00911197-0.0118556j -0.0142311-0.00218003j -0.00626171-0.00598243j -0.0138716+0.00420724j 0.0204446-0.00565686j -0.00457178-0.0025938j -0.0058475-0.000952866j -0.00765325-0.00573898j 0.0175107+0.00761914j 0.000572752+0.0128751j -0.014121+0.025351j 0.0090453+0.00697504j 0.0110416-0.00351972j -0.00554339+0.000189854j -0.0150677+0.0126685j 0.00238404+0.0209875j 0.00310839+0.00706662j -0.00387499-0.0146651j 0.0191589-0.00206667j -0.00594431+0.00493954j 0.0162924-0.00550874j 
-0.0807851-0.0652213j -0.00720989+0.0146476j -0.0223411-0.0118397j -0.0399077-0.0258771j -0.0864216+0.0759915j 0.00281427+0.0764219j 0.121801+0.0517831j 0.10412+0.0229625j 0.0490895-0.0595399j -0.0345414-0.0450699j 0.0127193+0.146431j -0.044017-0.00746389j -0.0370658-0.0305826j -0.0237457-0.0546774j -0.0265058-0.0276281j -0.0392847+0.0749585j 0.00650813+0.0194454j -0.0739242-0.0462789j 0.00242918+0.090321j -0.128344-0.0246614j 0.0184325-0.0754098j 0.03782+0.0373681j -0.0499465+0.0348862j -0.144897-0.0156922j -0.0497489+0.0488656j 0.0603039-0.0505116j 0.0554133+0.0871926j -0.0342588+0.0303367j -0.0313876+0.0684222j 0.0700323-0.0222567j 0.050933-0.0292129j 0.0481431-0.0617495j -0.0288309+0.0187978j -0.00599877+0.00816231j -0.0632581+0.00391068j -0.0820443+0.0119504j 0.0874178+0.0309021j -0.00803051+0.00842332j 0.00700855-0.00269185j -0.00651969+0.0559835j -0.0252223-0.0958604j 0.00381209+0.00670212j -0.0102007-0.0279933j -0.0152006-0.0488079j -0.00582049-0.0322449j -0.00652115-0.0332968j -0.00168868+0.0356829j 0.0546821-0.0200739j 0.0332145-0.0738153j -0.0253538-0.0166854j 0.0684811+0.000522206j -0.00395441-0.0201911j -0.0177062-0.0198794j -0.0146731-0.0569344j -0.00338618-0.028928j 0.0319802+0.0289454j 0.000910023+0.0125739j 0.0211321+0.017389j -0.0186231-0.0131541j 0.0260574+0.0212637j -0.0234802-0.0214663j -0.00234526-0.0174981j 0.00421852+0.0316904j -0.00960826+0.00849165j 0.00361075-0.00475448j 0.00529339+5.64644e-05j 0.0230086+0.00881959j -0.011655+0.000694398j 0.0021319+0.00474131j -0.00131074-0.00420277j 0.00296126+0.0105658j -0.0139305-0.00594835j -0.015853+0.00698798j -0.00179736+0.0155173j -0.00378684+0.0104401j -0.00457108+0.00702191j 0.0051943+0.00630531j -0.00197365+0.00797899j 0.00516968-0.00702329j 0.00728265+0.00163866j 0.00498155+0.00302182j -0.0136588-0.00873299j -0.0126361-0.0102798j 0.0137408+0.0255267j -0.0126276+0.00663549j -0.00216126+0.00154383j -0.00019551+0.00700893j 0.00565958-0.000893124j 0.0191089+0.0020805j 0.010834-0.00339574j -0.007199-0.000992091j 0.00400062-0.016587j -0.013245+0.00986373j 0.0160932+0.0131541j 0.0222505-0.0404396j 
0.010429-0.0611361j -0.0106722-0.0146178j 0.0352264+0.0580861j -0.00399068+0.0122867j 0.129741+0.101072j -0.0785423-0.0161089j -0.0370248+0.00193657j 0.0139825-0.000677245j -0.0941489-0.016857j -0.0938633-0.0297988j 0.127282+0.0787225j 0.0151096+0.0163855j -0.0827211+0.0782459j -0.0233962+0.0373543j 0.0418021+0.0236279j -0.0048907-0.018612j -0.0591686-0.00865243j 0.00993106-0.00172617j -0.0109061-0.0137109j 0.0101575+0.0379971j 0.0439355-0.0363677j -0.0864521+0.0855546j 0.0173936+0.0507517j -0.0868747+0.0443475j -0.0120247+0.0396412j 0.0991198-0.00891461j -0.0928233-0.0370183j -0.0366413-0.0404696j -0.0544591-0.0280376j 0.0333972+0.0305353j 0.02157-0.0551991j -0.00424572+0.0656833j 0.051723-0.0483992j -0.0384681+0.0119991j 0.00040849-0.0352128j 0.0153623-0.0236037j -0.0316467+0.0492982j -0.0356879+0.00819497j 0.0132608+0.0381536j 0.0299354+0.00167761j -0.0548635-0.00848316j 0.0197108+0.00789136j -0.0185726+0.00389076j -0.0190006-0.0280485j -0.0168179-0.00870095j 0.000913135-0.0351434j 0.0179172+0.024748j 0.00768609-0.0437099j -0.00179822-0.05057j -0.0161907+0.00786142j 0.0367621-0.0383428j -0.0171277-0.00152254j -0.0113885+0.0152452j -0.00835699-0.03486j 0.0203889-0.0247675j -0.0230058-0.0114451j -0.024812+0.0131739j -0.00555053+0.0014308j 0.00224127+0.0120896j -0.017168-0.0113499j 0.002549+0.0151158j -0.015879-0.00879421j -0.0205928+0.000869846j -0.00140232+0.0108002j -0.00980413-0.00146775j -0.0067514-0.00914228j -0.0211629-0.00371944j -0.00132983+0.0110531j 0.000322438-0.00740811j 0.00879721+0.0135473j -0.0208376+0.00436127j -0.00224402-0.0108861j -0.00425793+0.00464329j -0.0152557+0.0136158j 0.00788489-0.00667487j 0.0208108-0.0210788j 0.00310108-0.00301701j 0.0152382-0.006319j -0.00772089+0.013572j -0.0180343+0.00872501j 0.00815026+0.00353789j 0.00898917-0.00141137j 0.018375+0.0173004j 0.000257808-0.00657648j -0.0323438-0.0106978j 0.0114658+0.00231979j -0.00844763+0.00427202j 0.00344165+0.00433928j 0.0108709+0.00896621j 0.00126539-0.00648626j 0.00613051+0.00199497j -0.00569233+0.00731603j 0.00631953+0.00547122j 0.0113247-0.016781j -0.0130803-0.0176285j 
-0.037331-0.0742337j 0.0707963-0.0332328j 0.0719998-0.0227059j 0.0262012+0.0151251j 0.0189869-0.284219j -0.0887749+0.074089j -0.0793013+0.000286392j -0.0428886-0.0257382j -0.0772835-0.105715j -0.00307893-0.0283068j 0.0325956+0.0413876j 0.0371795+0.0229708j -0.0417208-0.0585384j 0.0313048-0.0410263j 0.0301703+0.0360714j -0.0114015-0.0258042j 0.0556472+0.0351675j -0.0718024-0.00297803j 0.0211845+0.0664132j -0.0231519-0.0155798j -0.0234462-0.042371j 0.0247253+0.0582357j -0.156324+0.0312948j 0.0359221-0.0356312j -0.122946+0.0500309j -0.279324+0.0174162j -0.165097+0.084373j -0.118545+0.0362035j 0.0728788+0.0388809j -0.0783363-0.0791158j -0.098336-0.0552998j -0.0704107+0.0502167j -0.000432057+0.0712857j 0.0312414+0.00135618j 0.0484064+0.00254765j -0.0217688-0.0632624j 0.0442897-0.0293337j -0.048239-0.0417215j 0.0205173-0.038156j -0.0758723-0.0241832j 0.0185794+0.0175551j -0.00981307-0.0282799j -0.00646581-0.00338582j -0.0393931+0.0438534j 0.0277505+0.00584031j -0.00802138+0.00580532j -0.026799+0.00816056j 0.0172567+0.00906716j -0.0105576-0.0124825j -0.0285832-0.00233143j -0.0249945+0.0245205j 0.00472147+0.00857052j 0.00413569-0.0264097j 0.0220151-0.00774794j 0.0012822-0.0131311j -0.0229713+0.00117068j -0.0123308-0.0129441j -0.000427871-0.00139194j 0.0230926+0.0190707j -0.0442148-0.0466744j -0.00226244+0.0152072j 0.00643748+0.0285438j -0.0269613+0.000279553j 0.010611+0.0288378j -0.000458196+0.0027008j -0.00366718+0.0207805j -0.00192679-0.0219487j 0.00770655+0.01545j -0.00275019+0.0143048j -0.015918+0.00813966j -0.00709526-0.0346683j 0.00773952-0.0107749j 0.00686841-0.000853908j -0.00446073-0.0108669j 0.00724855+0.00658017j 0.0105275-0.0175416j 0.00597401-0.00526021j 0.00547497-0.0151774j -0.000293236+0.0175555j 0.00281752-0.00967701j -0.0073487+0.0128654j 0.0112909-0.00875849j 0.0103645+0.025232j 0.0114253-0.0127827j -0.0156907+0.00303311j 0.00610157-0.00449627j -0.000779368+0.00911665j -0.00996372-0.000797984j -0.0256196-0.00499104j -0.000988912-0.0241529j 0.00518756+0.00394269j 0.00394372+0.00244416j 0.0157865-0.00605929j -0.0189482+0.00737187j 0.027323+0.0136074j 
0.133849+0.0393183j -0.0240328+0.0697136j -0.00794048+0.0106937j -0.0328781-0.0226766j 0.0657047-0.0686008j 0.0722082+0.0234376j 0.0449433-0.0100151j -0.040726-0.0300747j -0.077901-0.049916j 0.00586038-0.0681296j 0.0636199+0.0173199j -0.0305257-0.0387087j 0.0438413+0.00572912j -0.0591424-0.0359333j -0.0127676+0.0737732j 0.00940964-0.0242614j 0.0162955+0.0887502j 0.076617-0.014117j -0.119791+0.0945204j 0.0474463+0.0226741j 0.0375888+0.0134232j 0.0317587-0.113245j 0.0715639+0.0657627j -0.0024401-0.0401799j -0.0396542-0.0290802j 0.195725-0.0211174j 0.0775074-0.0547772j 0.101074-0.0530186j -0.168055-0.0368786j 0.0865112+0.0108809j -0.00454241-0.0164142j 0.0328791+0.076809j 0.00920938-0.00527776j 0.0452382+0.0176808j -0.0784204+0.00395226j -0.00400529+0.0129051j 0.00410927+0.0327829j -0.0406882+0.0129326j 0.00515562+0.00175786j 0.01223+0.0888402j -0.0194872-0.00427292j -0.000844282-0.00854196j 0.0118601-0.000218659j 0.0305877+0.00333462j -0.0353599+0.0193934j -0.011492+0.055761j 0.0341124-0.0185143j -0.0166637+0.000504323j -0.0271213+0.0242041j 0.0128865+0.0186015j 0.00288466-0.00775595j -0.000847422-0.0346411j 0.00482994-0.0024599j -0.00207917+0.00790832j -0.0231541+0.0287084j 0.0183467+0.015538j 0.00605957+0.00563185j 0.0145915+0.00903185j -0.027979+0.00650851j 0.0145138-0.0109437j 0.00949628-0.0233912j -0.00979246-0.0303634j 0.0246383-0.00520642j 0.0240413-0.000242905j 0.00350782+0.00158079j 0.0178233-0.0178314j -0.0147087+0.0160368j 0.00686818+0.00123046j -0.00158098-0.0101772j 0.000154305-0.00725495j 0.00506978+0.0158231j 0.00549344+0.00133729j -0.00184465+0.00250788j 0.00279227+0.0151955j 0.00121972-0.00473049j -0.00618384-0.0118105j 0.0150196-0.00272468j -0.00487961+0.00420593j 0.0108975-0.00540887j 0.0124782-0.00543906j -0.00751818+0.00570197j 0.00560044-0.0143258j -0.00384811-0.0130669j -0.0173244+0.019258j -0.00565406-0.0055422j 0.0154898-0.00517805j 0.0127423-0.000549703j -0.00201253-0.000401992j -0.00292149-0.00633357j 0.0133747-0.0164577j 0.00324072+0.00225824j -0.00312693-0.00500698j -0.00477424-0.0233538j -0.00346035+0.0220633j 0.00919821-0.00483147j 
0.0330367-0.000934342j -0.0766012+0.0950895j 0.0241502+0.00146379j -0.0367709-0.027933j 0.0271829+0.0171237j 0.00266875-0.00696835j -0.0656096-0.198266j -0.0816229-0.138841j 0.0173664+0.112315j -0.026388+0.00575966j 0.0259003-0.0525714j 0.055576+0.0414635j -0.0845333+0.0227228j -0.0257351-0.00105675j -0.00624651-0.0177429j -0.0819427-0.0625982j 0.0487705+0.112665j 0.0170501-0.00145716j -0.0186199+0.00524249j -0.091046-0.0709543j -0.023073+0.0580623j 0.108706-0.16904j -0.0251534-0.00466035j 0.116398-0.116974j -0.0368104+0.0107168j -0.0114009-0.0128653j 0.0158057-0.0971436j -0.0109072-0.0465029j 0.0514915-0.0288893j -0.0491646-0.0198899j -0.0235877-0.0638654j -0.00668811+0.00821174j -0.0548246+0.0189865j -0.0079838-0.0218184j 0.0562334+0.0232988j 0.0750412+0.0194188j 0.0272371-0.0672986j -0.00759552-0.00275387j -0.0108113-0.0731077j -0.0293027+0.0830754j -0.0333888-0.0372597j -0.00177763+0.0235013j -0.0106945-0.0120414j 0.0445947+0.00456475j -0.0460825+0.0151048j -0.048825+0.0275966j 0.052711-0.0303638j -0.00736811+0.00374634j -0.0684111+0.0314154j -0.0421951+0.00885874j 0.0252423+0.00196903j 0.0266149-0.0583015j 0.0240185-0.0633675j 0.0590518-0.129157j 0.031049-0.0286121j 0.000676331+0.00103014j -0.00401155+0.00372961j 0.0069811+0.016463j -0.00871203+0.00737574j 0.0142548+0.00630936j -0.00441049-0.0180034j -0.0262039-0.0475462j -0.00171395-0.0140737j 0.00380673-0.0212193j -0.0193398-0.00602867j -0.0124982-0.0161264j 0.00170123+0.000296162j 0.00501727-0.00359438j -0.022092+0.0027671j -0.0108459+0.0260742j 0.0160013+0.0103365j 0.0132507-0.0159269j 0.00291979+0.00368661j 0.0089339+0.0130067j -0.00229878+0.00410813j -0.00397261+0.00326597j 0.00440057+0.00649687j -0.000400231+0.0027635j 0.000924482+0.00115961j 0.00798994+0.0111959j -0.00407174+0.00145513j 0.00246044-0.000976319j 0.00676869-0.0112562j 0.000754396+0.00260014j -0.00860331-0.00546246j -0.00280403+0.00719337j -0.00434767-0.00134412j -0.00446986+0.00142162j -0.00546576+0.00288702j 0.0046956+0.00499803j 0.00611557-0.00766384j -0.00361482-0.00104266j -0.00945341+0.00593973j 0.0105174+0.00879658j -0.00108447-0.0225943j 
