-0.00252735+0.0480945j -0.0279207-0.0696049j 0.00127749+0.038522j 0.0173619-0.000348518j 0.024883+0.0207956j -0.00903712-0.0484314j 0.0326785-0.0170274j 0.00701139-0.0753223j 0.00851568+0.00383219j -0.0111982+0.031947j 0.00251357-0.0176174j -3.49418e-05+0.0141996j -0.00472301+0.00477367j 0.00606566+0.0137383j -0.00364322+0.0150919j 0.00962574+0.0112857j -0.0255655+0.0104642j 0.00360649-0.0693325j 0.00352516-0.0234471j 0.0804526-0.101485j -0.0314771+0.0365235j 0.0189889+0.0188824j 0.00616564-0.0305129j -0.0359066+0.0519685j 0.0316582-0.00283603j -0.00881591+0.0398517j 0.0175329-0.0604116j 0.00410181-0.0312868j -0.00555867-0.0582171j -0.0231143+0.00192456j 0.0431082-0.0366974j 0.0156438-0.0172391j -0.00221601+0.0277022j -0.0280813+0.0112747j 0.0983423-0.0455927j 0.0297867-0.0295337j 0.0451191-0.0286465j -0.0712696+0.110219j 0.00895485-0.00354441j 0.0138883-0.0775437j 0.0364204-0.034643j -0.0122771+0.0220933j -0.0069317+0.00824839j 0.0232732-0.0365039j 0.032894-0.00958942j 0.0402125-0.0225523j -0.0316467+0.00256839j 0.0321587-0.0357445j 0.0360337-0.0270328j -0.0246859-0.00514828j 0.0330738-0.0417142j 0.0116991+0.00593402j 0.0126284-0.00503133j 0.0506216-0.0559326j 0.0504784-0.0487899j -0.0102406-0.0135035j -0.00838236+0.00700382j -0.0124633-0.00219285j 0.0154264-0.00954118j -0.0258749+0.00277584j -0.00565909+0.0454543j 0.00844704+0.0214455j 0.00766443-0.01984j 0.0228142-0.0231029j -0.00220722+0.00678804j -0.000885783+0.00609324j -2.31585e-05-0.0145276j 0.0100254-0.0169359j -0.00232531-0.00182111j -0.00781766+0.00881476j -0.0162525+0.000796679j 0.00193057+0.00370202j -0.00143973+0.00613933j -0.00852478+0.00707986j 0.0131646-0.0157956j 0.00449336-0.00457904j 0.00797816-0.00699158j -0.0129181+0.00545229j -0.000242015+0.000320191j -0.00332113+0.00880659j 0.0140733-0.0102293j -0.0141428-0.0104433j 0.0114707+0.0194442j -0.00444855-0.0121813j -0.00574234+0.0304717j -0.00293343+0.0135097j 0.00677433+0.00420524j 0.0067082-0.0149053j 0.0115233-0.00886025j -0.0241099+0.0424535j -0.0194553+0.0322104j 0.0310599-0.044154j -0.0461026+0.0408184j 0.112765-0.162321j 0.0748172+0.00367104j 
-0.00242329+0.040572j -0.00385654+0.00124074j 0.0313354+0.0439848j 0.104476+0.0172922j -0.0174671+0.0452473j 0.130531-0.0214292j -0.0186923+0.0738509j -0.0424321+0.000658772j -0.0752456+0.0306495j 0.0190206+0.0565226j 0.0385036+0.000148771j 0.0476882+0.00907837j 0.0870965-0.0577946j 0.0362813-0.0487628j -0.0491497+0.0322785j -0.0235799-0.0324887j 0.0272968+0.012902j 0.0885883+0.0471338j -0.0708995-0.0439375j 0.0876742+0.0522567j -0.0564954+0.0806682j -0.0926569+0.176589j 0.0645404-0.162067j 0.0268287+0.0483881j 0.0273329-0.0684674j -0.0689625-0.0264004j -0.0130207+0.0543813j -0.0823047+0.0302465j 0.0819291+0.0180333j 0.0305445+0.0251157j 0.0256344-0.000297678j -0.0179083+0.0632516j -0.0477316-0.0231979j 0.017539+0.037169j -0.158346-0.0613255j 0.00317977-0.0349208j -0.0345018+0.0139872j 0.0209868-0.0857337j 0.00526767+0.0321474j -0.00106988-0.0338159j 0.0358192+0.0277102j -0.00387345-0.01495j 0.00304637-0.000221923j 0.0140123+0.00231876j -0.00904959+0.0360128j 0.0100137+0.094901j 0.0140252+0.00737617j -0.015638-0.102242j -0.00412022-0.0713908j 0.0352196-0.0201311j -0.0482675-0.0758959j -0.0335785-0.00560831j -0.00433127+0.00315409j -0.0367834-0.00872629j -0.000549633+0.0227024j 0.0158594-0.000677788j 0.00609646-0.0345194j 0.00604135-0.00632336j 0.00410636-0.0153227j 0.014363-0.0209423j -0.0130568+0.0065893j -0.0179661+0.0562482j 0.00734207+0.00515596j -0.00293844-0.00275576j 0.00779416+0.00456748j -0.00398009+0.00228932j 0.0118771-0.00303103j -0.0148771-0.00858543j 0.00563313-0.000322166j -0.0059835+0.00623374j -0.00687182-0.00474353j 0.00527227-0.0107394j 0.00669271-0.00613847j -0.0119589-0.0133435j 0.0103183-0.0101612j 0.0164153-0.0154453j 0.0192125-0.0074551j -0.00115595+0.000572937j 0.0108188+0.00467015j 0.00945503-0.0112213j 0.0121885-0.0021454j 0.0171549+0.00712996j -0.00194632+0.0174264j -0.0173163+0.026156j -0.013452+0.013284j 0.00550462+0.0304147j 0.000415523+0.0279739j -0.00439078-0.00336409j -0.01834+0.00345114j -0.00166345+0.0142708j 0.00668412-0.00497843j -0.0155708-0.0185153j 0.0139753-0.00669463j 0.00307335-0.0202684j -0.012902+0.0172301j 
0.0636916+0.0329357j -0.0331868+0.115814j 0.0373389-0.104517j -0.0433691+0.00521431j -0.03604-0.0752733j 0.106067-0.0520405j -0.0534837+0.0570216j -0.0286391+0.0455955j -0.00940475+0.0800479j 0.0217936+0.102311j -0.150671-0.0902954j 0.0510815-0.0737452j -0.0742654+0.0092111j 0.013647-0.0777709j 0.00392444-0.0487082j 0.0720069+0.0311259j 0.00142902+0.00745091j -0.0014142+0.0123307j 0.0551495-0.026444j 0.00188539+0.0134942j -0.0281455-0.0188093j -0.110746-0.0760306j -0.00479523+0.0157673j -0.0228287-0.0580385j 0.0990527-0.0200416j -0.0307856-0.0520997j -0.00623186+0.158466j 0.00353486+0.0511619j -0.0814214+0.00957728j -0.00984777+0.00106603j -0.0189676-0.0235684j -0.0207959-0.0236925j 0.0179984-0.113879j 0.0166015+0.0684255j 0.0803171-0.000927833j 0.031094+0.0608688j -0.0283844+0.0203878j 0.031963+0.0324637j -0.00583844+0.0722903j -0.0672952+0.0428706j 0.0173644-0.0186554j -0.00620146+0.00183381j -0.00701324-0.0053523j 0.0198535+0.0586783j 0.0122452-0.0404831j 0.007865-0.036767j -0.0384824+0.0624135j 0.0417592-0.0955671j 0.0262814-0.0941694j -0.0149579+0.0344029j 0.0117291-0.05575j -0.00916061-0.0694681j -0.0102123-0.0104366j -0.0279715-0.0771886j 0.0149691+0.0140339j 0.0340052+0.0225984j 0.00766472+0.0197585j -0.0167005+0.0263434j 0.016399-0.00116445j -0.00279872+0.0314374j -0.00798629-0.0295387j -0.0143139-0.0278021j 0.00630505+0.0244305j 0.0240636+0.00892741j 0.00918613-0.00848867j 0.018464-0.0261582j -0.0141068-0.00546779j 0.0115376+0.0153197j 0.0254438-0.00837841j -0.000837172-0.00727848j -0.0183531+0.0158729j -0.0112152+0.0124867j -0.00046479-0.00243671j 0.000565234+0.0165418j 0.00422515-0.0119424j -0.00306875+0.00749816j 6.19052e-05-1.39912e-05j -0.00270379+0.00861302j -0.00270275-0.0144077j -0.0070884+0.0172342j 0.0108314-0.000389641j -0.0142718+0.00499098j -0.020402-0.0282455j -0.000518045+0.000587601j -0.0031581-0.00837385j 0.00612067-0.0110943j 0.00538865-0.0102773j -0.00775418-0.00627946j -0.0127926-0.0150316j -0.00668155-0.00222268j 0.00141086+0.00218022j 0.0150771+0.00688451j -0.0176741-0.0223969j -0.00557636+0.0367476j 0.0441019-0.00223142j 
-0.0579909-0.0260424j -0.0302863-0.073155j 0.0262686-0.0518044j -0.0270862-0.0676743j -0.0420466+0.0460044j 0.0337309+0.0425453j 0.0456387+0.0309318j -0.122348+0.0621085j 0.0264333+0.0393073j -0.0322797-0.00725155j -0.150541+0.0163212j 0.0826967+0.00181929j -0.0775938+0.116368j 0.0132787-0.0142045j -0.0502444+0.00576942j -0.0624377+0.00652345j -0.0545797+0.0819935j -0.0200454+0.00824538j 0.0737709+0.0708891j -0.00608604-0.0100536j 0.0136628+0.0680313j -0.0881885-0.0448578j 0.0196613+0.0578912j -0.0317652+0.0123555j -0.0277402-0.0045986j -0.0926393-0.057001j -0.111409-0.17059j 0.087586+0.0145005j 0.0417076-0.163776j 0.0247167+0.00191547j 0.0514829-0.00535515j 0.0162298+0.0925641j 0.0461649-0.00638174j -0.0475164+0.00969605j -0.00886424-0.0335325j 0.0273851-0.0579537j -0.0768901+0.0646583j -0.0803622-0.0508974j -0.019949-0.0176814j -0.0286588-0.0932236j 0.00376785-0.0447123j 0.00266918+0.0147746j -0.0167565-0.00299946j -0.0146039+0.00168027j -0.0302833-0.0644672j -0.0811174-0.12299j 0.0127605+0.0279885j 0.0437559+0.0539995j -0.0360322-0.0474599j -0.000573369-0.00982052j -0.00627476+0.018738j -0.0182426+0.0145871j -0.0440446-0.00899941j -0.117963-0.0424378j -0.0717408-0.0666288j 0.0236991+0.000594341j -0.0142877-0.0202062j 0.017915+0.00553205j 0.00737019+0.0350406j -0.00823475-0.0525985j 0.00817748+0.0527988j -0.0154546+0.0160282j -0.00480193+0.00318099j -0.00201694+0.022438j -0.0143667-0.0118355j -0.015513+0.00254666j -0.0125629-0.0297216j 0.00233685+0.0122066j 0.00167679+0.000979782j 0.0082936-0.00792431j -0.00401125-0.0005752j -0.00613232+0.000599333j -0.0311875-0.00735289j -0.0266708+0.00618891j -0.0184583-0.00538226j -0.00730974-0.0161796j -0.0229126-0.00324807j -0.00734396-0.0188261j -0.00525546+0.0131144j -0.00692441-0.0195298j -0.00553113+0.00133256j 0.0063885+0.00417452j 0.0302013+0.0216542j -0.037726-0.0402731j 0.0560565-0.00618032j -0.0122194+0.017636j 0.0211988+0.00327729j 0.000340194+0.0020566j -0.000890815+0.00512429j -0.0102844+0.0008366j -0.00125486+0.0071479j -0.0171566-0.0102116j 0.0312812+0.0184491j -0.0073987-0.0354286j -0.0324076+0.0306043j 
0.00714948-0.057983j -0.0044124+0.012843j -0.0282551+0.0635491j -0.0662514-0.00331628j 0.0415262-0.0954543j 0.0342432-0.137677j 0.0983182-0.0113843j -0.089455+0.0376487j -0.0449916-0.0614241j 0.0712504-0.057341j 0.0422635+0.018746j -0.0937253-0.0320026j 0.0024692-0.00394212j -0.0961105+0.103733j 0.0240712-0.0126437j 0.0221951-0.0239444j 0.0105752-0.0606346j -0.0163808-0.079564j 0.0278082-0.0129134j 0.137138-0.135064j 0.0265287-0.104166j -0.0382686+0.0065306j -0.00613991+0.0375041j -0.189758-0.0850068j 0.0287747-0.0716135j 0.104961+0.0536763j -0.0539185-0.02491j -0.0595595+0.0365132j 0.00933738-0.0327086j 0.0381312-0.0224278j -0.00463285-0.0222434j -0.0212564-0.0842107j 0.0179499+0.0727537j -0.0322423-0.0156868j -0.0829279+0.0275871j 0.0432723-0.0248171j -0.036754-0.0349048j 0.0281966-0.0858056j -0.068678+0.0579978j 0.084203-0.0411094j -0.060207+0.0126338j -0.00142309-0.00527831j -0.0124573+0.0015398j -0.0382162+0.0178461j -0.0027891+0.0231447j 0.00516002+0.00907408j 0.00564647-0.0340684j 0.0295212-0.0191075j 0.0102335-0.0447885j 0.00191575-0.0249574j 0.00887529-0.060513j 0.0247141-0.0472833j -0.0159621-0.0210073j -0.0394966-0.048565j -0.0886119-0.00284463j 0.0147063-0.00924726j 0.0178592-0.0169188j 0.00736609-0.000204298j -0.0180982+0.0407553j 0.00499843-0.0722255j 0.00695133+0.0111169j 0.0115318+0.0245847j -0.000699984-0.0412379j 0.00229729+0.00512154j -0.016697+0.0284654j -0.0167908+0.0300317j 0.00444454-0.0374175j -0.00316102+0.0038053j -0.00858607+0.00412232j -0.00193616-0.010636j 0.00836883-0.026053j 0.0069355+0.00984616j -0.00601722-0.00153578j 0.0124744-0.00449926j -0.00251226-0.00108517j -0.00125241-0.00724856j 0.00397614-0.00391173j -0.000253908-0.0198625j 0.00818435+0.0143522j 0.0185391-0.00872938j 0.0036569+0.00959741j -0.017567+0.0108172j -0.00885329+0.0486944j 0.00848184-0.0327764j 0.0293555-0.0078298j -0.019443+0.00601845j -0.0141352+0.0174242j 0.00372467+0.00609655j 0.00850349+0.0152267j -0.0176197-0.0041215j -0.0149113-0.0046813j 0.00507135+0.0111522j 0.0018196+0.027594j -0.0162029-0.0119866j -0.0312421+0.0379268j 
0.0828121-0.0946432j 0.0172912-0.0311776j 0.00147796+0.0376165j -0.0386737+0.017168j -0.0532842-0.0573208j 0.0608669-0.000455924j 0.130617+0.0260063j -0.122353-0.0435534j -0.0634289+0.014029j 0.00148615-0.0657883j 0.0269458+0.0700805j -0.00708903-0.00696996j -0.0399254-0.0247893j -0.0402063-0.123667j -0.0213774+0.0548289j 0.0242289-0.00730565j -0.0289862+0.0481301j -0.00897628-0.0307335j -0.0190772+0.0335597j 0.0757322+0.00337288j 0.00495543-0.0466007j 0.109398+0.0403343j -0.102127-0.0123822j -0.0340273-0.166694j -0.107585+0.0179435j 0.0419038+0.0212915j -0.0515907+0.124491j -0.00894814+0.0602491j 0.0190797+0.00548658j 0.0634097+0.0535405j -0.0172607-0.0163331j -0.0286466+0.0617281j -0.0219245+0.0827367j 0.00426454+0.0321307j -0.130619+0.0317603j 0.0193986-0.123281j -0.00301942+0.0858304j -0.0266602+0.0779779j -0.0133298+0.0145229j 0.0193204-0.0957597j -0.00111105-0.12176j -0.00810831+0.010344j 0.00375021-0.031205j -0.0410118-0.0514549j 0.00997309+0.00872835j 0.0369356+0.0320298j -0.0160164-0.0103448j 0.0648211-0.0372159j 0.0883507-0.0639284j 0.0189658-0.0587975j 0.0513904-0.0103439j 0.0369823+0.0178375j -0.00692964-0.0114383j 0.0375991-0.0351781j -0.0246915-0.00352273j -0.00147276-0.00596769j -0.00742423-0.0323826j 0.00278834-0.0201128j -0.0272728+0.0179221j 0.027193-0.0441891j -0.00171164+0.0184556j -0.00239691+0.0213659j 0.00516287-0.00115782j -0.0021402+0.012434j -0.0071826+0.0225237j 0.00465895+0.0271451j 0.0129442-0.00709795j -0.00874857+0.0111302j -0.00312854+0.0135459j 0.00697915-0.0095053j 0.0187441-0.00246955j -0.00525857-0.00357924j 0.00392437+0.00333637j 0.0108187+0.0122637j 0.00700623-0.00827768j 0.00505311-0.0158738j -0.0165506-0.000336456j -0.00243026-0.00337586j 0.00630876+0.00808712j -0.0124433-0.00572423j 0.00444902-0.000692153j 0.0196176-0.00677929j 0.00294676+0.00334146j -0.0227828+0.0192669j -0.00164483-0.00698779j -0.0131109+0.00201749j -0.0098473+0.0121387j 0.0015863-0.00494988j -0.00611697-0.00607907j 0.009172-0.000843261j 0.00216292+0.00669829j -0.0217433+0.0210309j -0.00910825-0.0201168j -0.0112468-0.0616837j -0.0277127+0.00973504j 
0.042667+0.0835398j 8.7072e-05-0.0605188j 0.0524338+0.130043j 0.0282601+0.0349063j -0.0448421-0.0228599j 0.057285+0.100458j -0.00518836+0.0591664j -0.00274239-0.00237779j -0.198465-0.098254j 0.106177+0.00858572j -0.0764368+0.0409915j 0.0303626+0.0158613j 0.0571858+0.0707966j 0.0615568+0.00701928j 0.0569686-0.0202089j 0.0273664+0.0360439j -0.0286715+0.0113919j 0.0207684+0.030118j 0.0447218+0.0157405j -0.0483168+0.0647568j 0.00360974+0.0268536j 0.0114909-0.0924492j 0.0469819+0.0081753j 0.0439286+0.00704047j -0.0153703-0.0426391j 0.011819-0.0255557j 0.173262-0.0595278j -0.0534055-0.0291682j 0.0208864-0.0212965j -0.0172105-0.0154885j 0.0590591+0.0450685j 0.00618432+0.0765672j -0.00788119+0.0251427j 0.0698573+0.00579392j 0.0152906-0.0476512j 0.0245632-0.0127871j -0.028225+0.0205393j 0.0829495-0.0496091j 0.00339219-0.0129028j -0.0108639-0.0654525j -0.0139735+0.0238396j 0.0128036+0.00291005j 0.00872664-0.00017309j 0.0283284+0.0154237j -0.00483293-0.0227911j -0.0337893-0.0485831j 0.00714708-0.000397367j -0.0145809+0.0748549j -0.0102305+0.0300361j 0.0128305+0.000825158j -0.00404239+0.0264402j -0.0239577+0.0274828j -0.0120401+0.00927159j -0.0378952+0.0173712j -0.0155312-0.0181487j -0.000370857-0.00335771j 0.0261546-0.022549j -0.000918605+0.00296586j -0.014918-0.00646221j 0.0364243-0.0250389j 0.00909057+0.0164973j -0.0157256-0.0029781j -0.0222139+0.00337991j -0.0157094-0.00228567j -0.00696441-0.0146094j -0.00817954+0.000197904j 0.0130286-0.00818963j -0.00139192-0.0135774j -0.0115735-0.0190519j 0.009065+0.00152933j 0.0105952-0.00781149j 0.00143667+0.00599013j -0.0119112-0.00585888j 0.00285631-0.0132909j -0.00699879-0.000583185j 0.00330722+0.0127577j -0.0031727+0.00152855j 0.00199401+0.00206504j -0.00200934-0.00274473j 0.00351789-0.00494672j -0.00552099+0.00626288j 0.0114619-0.0018768j -0.0185336+0.00403776j 0.00221927-0.0228469j 0.00720764-0.0171435j -0.00239674+0.00227065j -0.0130487+0.00631735j -0.000826973-0.00255301j -0.000329555+0.000660154j 0.012521+0.00752085j 0.000368107+0.0152204j -0.0212903-0.00860992j -0.00220171+0.00158404j -0.024871+0.0188752j 0.00357937+0.0200851j 
0.0237304-0.000320918j 0.0113473+0.0117801j -0.0414607-0.015629j 0.0568528+0.0670833j -0.0470237+0.01776j -0.0399396-0.0361402j -0.0529026+0.00688248j -0.001389+0.112356j -0.137096-0.0908671j -0.0210407-0.0495703j 0.0684989+0.0509665j 0.0250142-0.0333515j 0.0134529+0.0337145j 0.0783665+0.0804885j -0.0038762+0.0317968j -0.0596966-0.0113706j -0.0911731-0.0611758j -0.0350621-0.0507949j -0.0115205+0.0500868j -0.0810139-0.0157307j -0.0331454+0.0570057j 0.0744838-0.00320643j 0.0737011-0.0220227j -0.0490967+0.0379469j -0.106597+0.00847153j 0.0812251-0.0460421j 0.00487008-0.0856105j 0.0563513-0.0641297j 0.0925473-0.0266878j -0.0960054+0.0106839j 0.0246305-0.0287012j -0.00322124+0.0839036j -0.084838-0.0220102j 0.0141439+0.0152158j -0.0360526-0.027693j 0.0556233-0.0533691j 0.0369168+0.0497666j -0.0328525-0.0353743j 0.0956776+0.02947j -0.0227385-1.88823e-05j 0.00379598+0.0477292j -0.00680227-0.0127431j 0.00324255+0.0149006j 0.0561508-0.00198242j 0.0254438+0.0464242j 0.0273508+0.0728683j -0.0707956-0.0451059j -0.0272541+0.0192341j 0.00291622+0.0675182j 0.0212034+0.0147242j -0.0881108+0.00950158j -0.109249+0.0224981j -0.0397234+0.00862069j -0.157066+0.0547882j -0.0209811+0.00375697j 0.0107148-0.0266645j 0.00239404-0.00307018j 0.000637106-0.0123523j -0.0126595+0.00940784j 0.0334439-0.0313054j 0.0162785+0.0296815j -0.0131019-0.00980717j 0.00838801-0.0111762j -0.0102789+0.0120265j 0.035847-0.000693968j 0.0292502-0.00562748j 0.0110898+0.0201283j -0.0143814+0.00828771j 0.0156857-0.00301606j 0.000572788-0.012304j -0.00898068-0.0174185j -0.00601982+0.0165658j 0.00107465+0.00893478j 0.00896301-0.0193923j -4.73245e-05-0.0093982j -8.67786e-05+0.0176238j 0.0067811-0.019957j 0.00882372+0.0202849j -0.0029155-0.0228265j -0.006391-0.0249735j 0.002849-0.00764698j 0.0196983+0.00391199j 0.0111903-0.00946487j 0.0094802+0.027225j 0.000379392+0.000363316j 0.00678006+0.0405723j 0.0107909+0.011618j -0.00447887-0.00402202j -0.0054051-0.00718809j 0.00991826+0.00711698j 0.0129667+0.0210846j -0.0135251-0.0208207j 0.0238519+0.00140036j 0.0191293-0.00904321j 0.00631079+0.0130747j 
-0.0342781+0.065383j -0.0435397-0.0536281j 0.032674+0.0290203j 0.0563357+0.0457806j -6.67937e-05+0.0868486j 0.0643971+0.0906409j -0.0668744-0.0630113j 0.0736805+0.0887312j 0.0769688-0.0910977j 0.0396181+0.037491j -0.0232998+0.0258484j -0.0109888-0.00987569j 0.000349591-0.0773874j -0.0212956-0.0380077j -0.0322896+0.0208821j 0.0536203-0.0109529j 0.0808657+0.0648382j 0.063223-0.000391764j -0.157993+0.0668878j 0.0981347-0.0282231j -0.0972053-0.0761647j 0.0340651+0.0518392j -0.0225146-0.0326789j 0.028478-0.0355298j -0.071363+0.0198131j -0.0786333-0.0690109j -0.0120204-0.0335686j -0.034221+0.0262432j 0.023583-0.0242299j 0.0932415+0.00742369j 0.043188+0.0689013j -0.00165611-0.0891536j -0.01969+0.0496221j -0.0195189+0.00499148j 0.052636-0.043155j 0.0279399-0.00361022j -0.0214406+0.0100841j -0.00862082-0.0523544j -0.0334669+0.0277186j -0.0045877-0.0314129j 0.0201597-0.0241714j -0.00355667-0.00524348j 0.00233101-0.00267501j -0.0274965+0.0443804j -0.0154593+0.0249694j -0.0554584+0.0593005j 0.0354039-0.0314462j 0.0564536-0.0480221j 0.0578428-0.0445458j 0.0363777-0.0350292j 0.0778534-0.0343235j -0.0105568-0.0425736j -0.0410207-0.011776j -0.0673074-0.0265657j -0.0708042+0.0410477j 0.0280797+0.000399827j 0.0182403-0.0126269j 0.0203007-0.0146815j 0.00530851-0.00342502j 0.0284155-0.00689079j -0.0312916+0.00949865j -0.0332843+0.0335591j 0.00293132-0.0110792j -0.00943125-0.00576922j -0.0299472+0.0319834j -0.0144527+0.00654607j -0.00945397+0.0193322j 0.0040128-0.0152268j -0.00654395+0.000528882j -2.0836e-05-0.00717549j 0.0228589+0.00899235j -0.00299803-0.00604833j -0.0066897-0.00534855j 0.00837913+0.0194516j -0.00388002+0.00463127j 0.00588931-0.0129101j -0.000849074-0.0124432j 0.00934739-0.0183366j -0.00388076+0.0182512j 0.00192593-0.000359049j -0.0124177+0.00531576j -0.0130955+0.0126329j -0.0129188+0.0511977j -0.00695277+0.00638267j 0.000172509+0.00669778j 0.00282131-0.0139262j -0.00547762-0.0246419j -0.000428151+0.00524358j 0.00609114+0.0107496j 0.0116072-0.00221047j -0.00767153+0.00886028j -0.00515741-0.00791369j 0.00611997-0.0127697j 0.0122575-0.00485588j 0.00166295+0.011751j 
-0.00359599-0.0367931j -0.0459958-0.0458294j 0.0185804-0.0122204j 0.0314281+0.045596j 0.0953306-0.0601043j -0.0168369+0.101644j -0.0336807-0.0733664j 0.0796997+0.0486571j -0.0706986-0.0319338j -0.0236869-0.0189305j 0.0106621+0.00246925j -0.00151988+0.0327436j 0.0564763-0.0277877j 0.0140023-0.0316725j -0.0258085-0.0312319j -0.0515728-0.0283759j -0.00781038+0.0360561j -0.0862611+0.0525316j 0.0606571-0.0327409j -0.0975388+0.00125475j -0.029063-0.117953j -0.120257-0.0101066j 0.0409512-0.0550267j 0.00375466-0.0233424j -0.0608227+0.0186781j 0.177402-0.00870953j -0.0119415+0.0200399j -0.0457281-0.0119007j -0.0370175-0.0165118j 0.194371+0.045028j 0.0248694-0.0277874j 0.111341+0.0999423j 0.018105-0.0076982j -0.0302958+0.0221367j 0.0239982-0.0378581j -0.0287926-0.0466375j -0.013313-0.0189033j 0.0083684-0.0263209j 0.0677193+0.000895872j 0.0602222-0.0767852j 0.010979+0.0195446j 0.019069-0.00868414j -0.00114052-0.0115393j 0.0265535+0.038309j -0.0143791-0.000400638j 0.000445175+0.0075273j 0.0112878+0.00615219j 0.010681+0.0256555j 0.02333+0.0209856j -0.000160806-0.00127526j 0.0174534+0.0556202j 0.0305864+0.0132409j 0.074775-0.0120847j 0.162041+0.00868443j 0.115166-0.0102066j -0.024521+0.0194731j 0.00795171+0.000841434j -0.00583206-0.00151735j -0.00178939+0.0128207j -0.00578663-0.0233762j -0.00537199+0.0116004j -0.00832+0.00561008j 0.00190812+0.0127986j -0.00454674+0.0189662j -0.00661292-0.018318j -0.012002+0.00846558j 0.0108243-0.0237855j 0.000618328+0.0234865j -0.0035541+0.00902512j 0.00209732+0.0138021j 0.00471858-0.00561862j 0.00410768-0.00785567j 0.00244447+0.0119387j -0.0139646+0.00936956j -0.010012+0.00776449j -0.010024-0.00379434j -0.00575819-0.00363313j -0.00215298-0.0137973j -0.00502117+0.0112595j 0.00117096-0.00880324j -0.0150151+0.00176806j 0.00805811+0.00881398j 0.0124348+0.0058586j 0.00926583-0.0248183j 0.00821844+0.000287836j -0.00218013-0.00417661j -0.0112887-0.00458363j 0.0125294+0.00071705j 0.0242282+0.00460862j 0.00549807-7.55921e-05j 0.00601698+0.00617107j -0.0133344-0.00649299j 0.0241403+0.002768j -0.00301028+0.00224709j 0.00238667+0.0174226j 
-0.0747855-0.0315403j 0.0500653-0.0467332j -0.00326872-0.0325796j -0.0359978+0.022684j 0.0852187+0.0852342j -0.0147638+0.0429541j 0.0614805-0.0552748j 0.124216+0.0500217j 0.0145322-0.0199094j -0.0069085+0.00485564j -0.000711863-0.00688958j -0.00101181+0.0232866j 0.00492733+0.125782j 0.0862557+0.106279j -0.0742267-0.0446551j -0.0308414+0.0727759j -0.0353084-0.00656218j -0.0520463-0.0124724j 0.099566+0.0318676j 0.00641014+0.136029j 0.0503391-0.00479791j 0.0368913+0.138116j -0.0372634-0.0842694j 0.0371772-0.0095303j -0.0324753-0.0517927j -0.0288352+0.071696j 0.0628822-0.000153684j -0.0542952-0.000931136j 0.129658-0.00867737j -0.08653+0.00944473j 0.0264018+0.0589558j -0.141234+0.0960824j 0.0221427-0.00247203j 0.0378576+0.0177835j -0.199871-0.0962237j -0.12641-0.0715779j -0.0511814+0.0220935j 0.218312-0.0660679j -0.0415298-0.0176002j 0.065981-0.156793j -0.0319366-0.0374121j 0.0538229+0.000518845j 0.0200614+0.00503969j -0.0528177-0.0244685j -0.00236538-0.0171972j 0.00995893-0.0690021j 0.0185038+0.00292427j -0.0315771+0.0668247j 0.0229001+0.0104371j 0.0195602-0.0249946j -0.0201795+0.0428567j 0.0454213+0.0549592j 0.028536-0.00385847j 0.0479147-0.00440957j -0.02885-0.0601276j 0.0122553-0.0277714j 0.0232294-0.0307285j 0.0273769-0.0186941j -0.0285598+0.0355045j 0.0409072-0.0722854j -0.0105426+0.0461923j 0.0005468+0.0427433j 0.021689-0.033543j -0.0256672+0.0421055j -0.00836498-0.0248024j -0.0206446+0.0033463j 0.0234519-0.0225737j -0.00578322+0.021568j -0.00771166+0.00057865j -0.00246171-0.00307315j 0.0209197-0.0140334j 0.010644-4.66598e-05j 0.00431916-0.0170375j 0.000554507-0.016777j -0.000543331-0.00774198j 0.0155171-0.0119956j 0.0134251-0.0171845j 0.0106384-0.0066651j -0.0223877+0.0218216j 0.0196648-0.022361j 0.0116092+0.0271837j -0.00928992+0.013814j -0.0705615+0.0055304j -0.0288844-0.00924612j -0.00897706+0.00841055j 0.000820651+0.0229113j -0.0380042+0.0544002j -0.0108383+0.0123634j -0.0174507+0.0231672j 0.0350788-0.0294762j -0.00115585-0.00261856j -0.00432542+0.0101298j -0.0354308-0.020978j -0.0712476-0.0485197j -0.055688+0.0542814j 
