-0.00571304-0.00119008j -0.0123739+0.00579336j -0.0102457+0.00650356j -0.00231753-0.00210341j -0.00209219-0.00713213j 0.00434653-0.00421952j -0.00625049+0.00628322j -0.00259668+0.0108025j -0.00645687-0.00500245j -0.00574578+0.0103213j 0.00107548+0.0166683j 0.0173438-0.00286784j -0.00359258-0.00476062j 0.0046056+0.00500635j 0.0165443-0.00465998j -0.00380815+0.00181077j -0.00860238+0.00443795j 0.014464-8.68049e-05j -0.015286-0.00839046j -0.0388653+0.0086986j 0.00534493+0.020797j 0.026418-0.0106309j 0.0242065-0.00334106j -0.00595431+0.00140241j -0.00294655+0.0401474j -0.00684609+0.000546506j -0.00912127+0.0113801j 0.00505521-0.00880895j -0.0123619-0.001197j -0.00790137+0.00677358j 0.0137081+0.00188729j -0.000571492-0.00206736j 0.00884722+0.00985804j 0.00668601-0.00728012j -0.0119852-0.0104662j -0.000612397-0.00864963j 0.0136475+0.00668482j 0.000836681+0.0023923j -0.0132397+0.00323829j 0.00260882-0.00696425j 0.00218438-0.00797679j -0.000122239-0.000254828j 0.00220521-0.00812377j -0.00585528-0.0105995j -0.00182742-0.00345829j 0.00264516+0.00399273j 0.00197129-0.00112867j 0.0130306-0.0232472j 0.006628+0.00387196j 0.004977-0.0154516j 0.00670437-0.00865232j -0.00433922+0.0113997j -0.00269702-0.00150961j -0.0129648-0.000101818j -0.00143252+0.00744313j 0.000968103-0.00440784j -0.00866156-0.00732977j -0.0186075+0.0117755j -0.00718581+0.0228313j -0.00512617+0.0103451j -0.0212964+0.013067j -0.0285592-0.0188969j 0.0760504+0.0207495j 0.0260013-0.0154909j 0.0317765-0.022159j 0.0146594-0.00830772j -0.0314246+0.0126293j 0.0100995+0.000862046j 0.0145038-0.00507939j -0.0353882+0.0269732j 0.00365531-0.00679693j -0.0051624-0.00510786j -0.00103665+0.000763943j -0.00163686-0.00426576j 0.0059815-0.00186537j 0.0112883+0.00853145j 0.000966519-0.00423434j 0.0177841+0.00617874j 0.0176382+0.00166857j -0.00485548+0.000587255j -0.00202558+0.0106848j -0.00927186+0.0101279j -0.00103418-0.00768881j -0.00399556+0.0070389j -0.00689347-0.00136963j 0.00890644-0.0183443j 0.000103283-0.00630001j -0.0209052+0.00675498j -0.00125851+0.053509j 0.00800802-0.0104054j -0.00851453+0.0407678j -0.05699+0.0045903j 
-0.00541025-0.0045176j 0.0115445+0.0029538j 0.0060533+0.0012115j 0.00872455+0.00777673j 0.00734536+0.0110642j 0.00103652-0.00257062j 0.00167442-0.0123579j 0.00509364-0.00383883j 0.00542155-0.0119682j 0.00123896+0.0101876j 0.0257084+0.00605658j -0.00184702-0.0144786j -0.0185727-0.00581853j -0.00691007-0.00565465j -0.0277721-0.035434j 0.0262775+0.0146677j 0.012231+0.00237784j -0.0375183-0.0164214j -0.0107829-0.00570384j -0.0250744-0.0346328j 0.00635348+0.00907359j 0.000641303-0.00239282j 0.00102271+0.00667615j -0.00252814-0.0156464j -0.00970603-0.00359649j 0.0312945+0.0236882j -0.00554545-0.00525573j -0.0254317-0.00940845j -0.0206209-0.00412399j 0.0241597+0.0164245j -0.00569336-0.00477996j 0.00485965-0.00563526j -0.00267737+0.00114504j 0.0152268+0.00992848j 0.00341019+0.00357283j -0.00421826-0.00900264j -0.0284115-0.015535j 0.0097554+0.00780722j 0.00207165-0.00541678j 0.00181469+0.00238122j -0.0128091-0.00377918j -0.0180083-0.0173672j 0.00511689+0.00937469j 0.0109475+0.00892211j 0.00341291+0.00249088j -0.0257453-0.0244615j 0.000361686-0.00148163j -0.012924+0.000774746j 0.0067604+0.0107258j -0.00330917+0.00254085j 0.0312855+0.0308482j -0.00796904-0.0159313j -0.015725-0.00777691j 0.00290021-0.0073287j -0.00339223-0.00971175j -0.00411896-0.00147614j -0.014813+0.00785422j 0.0165286+0.0283659j -0.00228178+0.00162111j 0.00714391+0.00985777j 0.00822756+0.00111339j -0.00530829+0.00684495j 0.00891171-0.00209554j 0.0130476+0.0283057j -6.79468e-06-0.00625916j -0.00335726-0.0103372j -0.0106709-0.0101342j -0.00222164+0.0277774j 0.000672945-0.00469903j -0.00436945-0.0105308j 0.00179315+0.0105725j 0.00360226+0.0031509j 0.00262295-0.000146955j -0.00226629+0.0115594j -0.00244485-0.0107863j 0.00227325-0.0121518j -0.00393599+0.00724345j 0.0180045+0.00848587j 0.00832218+0.00594164j -0.0074471+0.00359393j 0.00598278-0.00141876j -0.00414021-0.00443735j 0.00665229+0.00904949j 0.00785211+0.00676234j 0.00643694-0.00661683j -9.19979e-05-0.00591772j -0.00452316-0.00471055j 0.00999481-0.00511876j 0.00278117+0.00610215j 0.00404847+0.000735455j 0.00726692+0.00179397j -0.00878085-0.00218385j 
0.00476062+0.00167689j 0.00296297-0.0068202j 0.00683495-0.001682j 0.00325015-0.00832758j -0.0146203-0.0123134j 0.0100443-0.00897244j 0.0310118+0.000875495j 0.00500959+0.000706459j 0.00923317+0.00966829j -0.0122926-0.0123365j 0.00865769-0.0134579j 0.0183339-0.022968j -0.016817+0.0254202j -0.00135474+0.00908044j 0.0176249-0.0316237j 0.0047483+0.00755799j -0.00515094+0.0214685j -0.0119267+0.00335675j 0.0145263-0.0236543j 0.0136095-0.000269933j 0.00110869-0.00891378j -0.00172507-0.0118704j -0.0187594-0.0122585j 0.0123617+0.021796j -0.000863861+0.0191952j 0.00197267+0.0177156j 0.0138057+0.00216335j -0.0211187+0.0154852j -0.0105133+0.0098852j -0.00192132-0.0232047j -0.00223741+0.0049638j -0.00126031-0.00909507j -0.0363419+0.0196904j -0.010526+0.00238228j -0.0137653+0.000852137j -0.0128352+0.0159197j -0.00586939-0.0243427j 0.00176989-0.00869336j -0.0133941+0.00864287j -0.00617652+0.00975691j -0.0128101+0.0418201j 0.0149991+0.00162831j -0.00746282+0.0108361j 0.00211701-0.0108307j -0.00565213+0.00839715j 0.0100124+0.00804742j -0.00157098+0.00288373j 0.000111134+0.0422449j 0.00447818-0.00865532j 0.00804267+0.0195636j 0.000528336-0.00420416j 0.00244635+0.014232j 0.00496219-0.0336689j 0.00667544-0.034718j -0.00347016-0.0122599j -0.00558117+0.0448152j -0.0320137+0.0017373j -0.00566335+0.0150422j -0.0160006+0.0150244j 0.00583855-0.00682404j 0.00915349-0.0183086j -0.0139971+0.0355309j 0.00524375+0.0139399j 0.0096197+0.00932693j -0.0239741+0.0168578j -0.000231188+0.00134326j -0.00684931+0.0200874j 0.0130393+0.00121899j 0.00885245-0.0108259j -0.00216832-0.00971817j 0.00602371+0.00596694j 0.0168549-0.00403512j 0.0132378-0.00251276j -0.00501998+0.00523972j 0.0149433-0.0042965j -0.0128641-0.00461738j 0.0121361-0.00117583j 0.00842502+0.000706311j 0.00633546+0.00258012j 0.00534292+0.00567862j 0.0103379+0.00104865j 0.0127064-0.0101502j -0.00940245-0.00741165j 0.00740027+0.000983721j -0.00200765+0.00090791j -0.00595563-0.00641649j -0.00883353+0.0127586j 0.0128416-0.00114271j 0.0104726-0.00509052j -0.00963733-0.0022264j 0.00354688-0.00334787j -0.00204843-0.000143248j 
0.00152496-0.00374975j 0.0103225+0.00236464j 0.00697021-0.00317338j 0.0119533-0.000561046j -0.0232146-0.0161418j 0.00555936+0.000129062j 0.0440581-0.00998077j 0.0199764+0.0185251j 0.0264053+0.000566567j -0.00964528-0.00933423j 0.0287804+0.0154077j 0.0106164+0.0260488j -0.000377353-0.0155731j 0.013874-0.00397776j -0.00119216+0.0248034j 0.0183635+0.00573861j 0.0122792-0.00489142j -0.0163951-0.0216375j -0.00254556+0.00910836j 0.0171914+0.00201036j 0.0033045+0.0108981j -0.0243406+0.00140931j -0.0179244-0.0213134j 0.0135992+0.0136435j -0.00311706+0.00070521j -0.00059068+0.0106855j -0.00881465+0.0048872j -0.0232519-0.0208171j 0.00427923+0.0199137j -0.00740432-0.00602899j -0.010878+0.00765264j -0.00359566+0.0157651j 0.0126541-0.00315167j -0.0145068-0.0121975j 0.000324871-0.0115426j -0.0063641-0.00766338j -0.0038344-0.00787779j 0.00167527-0.00482691j 0.00729397-0.0233865j 0.00295152+0.000609234j -0.0124179-0.0347419j -0.0190901-0.00100552j 0.00275628-0.00319287j 0.014341+0.0269162j -0.00178431-0.0048736j 0.00327041-0.0142321j -0.0195057-0.00305222j 0.00619088-0.00192372j 0.00557697-0.0306569j 0.0107478+0.0340908j 0.0138748-0.00381779j 0.0144431-0.0123848j 0.0246164+0.0400916j -0.0128489+0.00564488j -0.0191246-0.013571j 0.0186765+0.0143309j -0.0383519-0.0127343j 0.00980094+0.0333827j -0.0129986-0.0193683j -0.00413107-0.00868735j 0.00386627-0.0075802j -0.00513898+0.00447469j 0.0130953+0.00762078j 0.0289795+0.0123306j 0.00267777-0.00377762j 0.00871621-0.00356509j -0.0037719+0.0100407j 0.0103937+0.0349475j -0.00678776-0.00578777j -0.00107097+1.47715e-06j 0.0111212+0.0158651j 0.00241463-0.00403641j 0.000713973-0.00957805j 0.00658605+0.0102689j 0.00608088-0.0116003j -0.0136112-0.0184723j 0.00445717+0.0222248j 0.00480166+0.00412619j 0.0026874-0.000432979j 0.000458076+0.00216272j 0.00155224-0.00737845j 0.0120316-0.0054318j -0.0107895-0.00975564j 0.0025145+0.00746257j 0.00174049+0.00512669j -0.00485643-0.00894211j -0.0157259+0.000935001j 0.00756909+0.00129235j 0.010266+0.00937297j -0.0136542+0.000748649j 0.000514642+0.00061712j 0.000358061+0.000491441j 
0.000348678-0.0062182j 0.00686564+0.00336345j -0.0100619-0.000544761j -0.000350325+0.0163755j 0.00777799-0.00196418j 0.0196755-0.00407028j -0.00645779+0.038004j 0.0159061-0.00694177j -0.00497516-0.00627683j 0.000672928+0.00364352j 0.0257534-0.0160643j 0.0190005-0.00533238j -0.0285987-0.0233316j -0.0138466+0.000356595j 0.0297682+0.0214593j 0.00131151-0.0148439j -0.0167529-5.08331e-05j -0.00250778+0.0140114j 0.00772228+0.00358763j 0.0010009-0.0131828j 0.0176859-0.00283467j -0.00177604-0.00510432j -0.00432863+0.0135521j -0.0133068-0.00540608j -0.0193183-0.0151623j -0.00996369+4.41159e-05j -0.0103371-0.0163931j -0.0210115-0.00362214j 0.0155516-0.0104663j 0.0186766-0.0102568j -0.0153577+0.0192783j -0.00987574-0.0204414j -0.00359379+0.0129254j -0.0189505-0.00561343j 0.00587821+0.0202366j -0.0159534+0.0139946j 0.0172583-0.0536826j 0.00804706+0.0112398j -0.0125041+0.0476602j -0.0117515-0.00177453j -0.0351602-0.0140064j -0.0113645-0.0115115j -0.00988022-0.00136254j 0.00710703+0.00895749j -0.00701569+0.0117737j -0.0212548-0.0172943j -0.00301685+0.000260046j -0.0351075-0.0369644j -0.00434986+0.00541416j -0.00254119-0.023519j 0.000940857-0.00238455j 0.00277083-0.00605008j 0.0329165+0.0159756j 0.007207-0.028461j 6.81938e-05+0.0135998j -0.016036+0.00979409j 0.00221324-0.00277274j -0.0106246+0.0229693j -0.0187274+0.0228004j 0.0172793-0.0039859j 0.00630076+0.00978076j 0.0114314-0.0148958j 0.00773379-0.00396997j -0.0366592+0.0206733j 0.0268126+0.0112295j -0.00135189+0.0124585j -0.000485233+0.00754792j -0.0193714+0.0040749j 0.0081603-0.00268181j -0.00330686-0.00269714j -0.00316034+0.00196849j 0.00802226-0.0121254j -0.00862151-0.00353999j -0.00980913+0.00457659j -0.00100981-0.0131199j 0.00141733+0.0202032j -0.00398255-0.0041054j -0.00537623+0.00853886j -0.00456434+0.0168198j -0.00210074-0.00844174j 0.0124453+0.00597568j 0.00904568-0.0167006j 0.000933545+0.0138484j 0.00101788+0.00723549j 0.00980105-0.0103071j 0.000575762+0.00418697j -0.00888347-0.0041884j -0.00825597-0.0101391j 0.0057317+0.00161157j -0.000577425+0.00476625j 0.00725646+0.00280619j 0.00552074-0.00595434j 
-0.00350381-0.00137742j 0.00524083-0.0129737j 0.00975143+0.00430238j 0.00433697-0.0224698j -0.00579353-0.011818j -0.0153765-0.0404846j 0.0215693-0.0414395j -0.0036309-0.00748744j -0.0178213+0.00666293j 0.00661955+0.0386007j -0.0121325+0.00932825j 0.00920858+0.0285018j -0.0222896+0.00333866j 0.00574227+0.0129593j -0.00105887+0.00785136j -0.00113477-0.00767454j -0.00120011-0.0175635j 0.00258993-0.00185159j 0.00620867+0.000636937j -0.00591477-0.012133j 0.00231705+0.0170982j 0.0210249-0.00725577j 0.0113072-0.00586327j -0.00844986+0.00222429j -0.00123826+0.00353566j -0.0207092+0.0125695j -0.00751445-0.00549478j -0.00310621+0.0134397j -0.00398207+0.00651896j 0.0074857+0.000510704j 0.00405956+0.00645483j 0.00325555-0.00518802j 0.00677126+0.0221623j 0.00215327+0.0351224j 0.0148138-0.0293386j 0.0105861+0.00942077j -0.0183748+0.00889563j 0.00297587-0.0122826j -0.0188621+0.0148203j 0.00197348+0.00091985j -0.00896315-0.00407918j -0.00148526+0.0142758j -0.000403367+0.00627348j 0.0142427+0.01404j -0.0013579-0.00916724j -0.0197548+0.0157467j 0.00662898-0.00625175j -0.00594649+0.0240848j 0.0074129-0.0375689j -0.0126494+0.0443806j 0.00211219-0.00128665j -0.00563755-0.0207294j 0.0169394-0.00353178j 0.00668794+0.0264537j 0.00311982+8.24998e-06j -0.0169029+0.00436126j 0.00972306+0.0398509j -0.0118808+0.00215153j -0.000457136+0.00175393j -0.00476931+0.0175504j 0.0286103-0.0322797j -0.00808521+0.0384548j -0.000730304-0.00575724j -0.00125259-0.0199462j 0.0231474+0.0132791j -0.0247833-0.0083738j 0.0330353-0.000162139j 0.0581348-0.0215332j -0.00865383+0.00347652j 0.00121137-0.00765804j -0.00234821-0.000270611j 0.00391141-0.00496517j 0.0193527-0.0144381j 0.0132128-0.00517459j -0.00317216-0.00425013j -0.00596516+0.00106836j 0.000888319-0.00402116j 0.0180336-0.0118197j 0.00746723-0.0136035j -0.00487242+0.000404457j 0.00613173-0.0131285j -0.00567099+0.0119366j -0.00159568-0.0024017j 0.00565783-0.0117147j -0.0134222-0.00109432j 0.00198908-0.00064608j -0.00248184+0.00968893j 0.0208443+0.00317976j 0.0041136-0.00959125j 0.00657632-0.0025234j 0.00209644-0.00596382j -0.00906026+0.00481494j 
0.00487408-0.00177532j -0.000698685+0.00120577j -0.00229287+0.00638343j 0.00798313+0.00853773j 0.0108985-0.0176484j -0.00157497-0.0146936j -0.0125629-0.0396316j -0.00199291+0.0212706j -0.0273039-0.0284835j 0.00883613-0.0261771j 0.00174871-0.00854073j 0.00616074-0.01888j -0.0151116-0.0110752j -0.00996887-0.0247582j 0.00992456+0.00523953j -0.0202073+0.00377374j -0.0157669+0.0142533j 0.0177229-0.0087098j 0.00819344+0.000968453j -0.00306106+0.000165883j 0.00792534+0.0116226j 0.00134781+0.00938166j 0.0112316+0.0160704j -0.00967812+0.00793837j -0.0115384-0.00713638j -0.0152549-0.00617083j -0.0308575+0.0072709j 0.0185385-0.00512559j 0.00276825+0.0268101j -0.0110739+0.00586609j 0.0177968-0.02469j 0.00398776-0.00473956j -0.00957445+0.0229885j 0.00148414+0.0123506j 0.00598744-0.00660626j 0.000387423+0.00742837j 0.0202772+0.00813963j 0.00134611-0.00557125j 0.0149524-0.0732268j -0.00774517+0.000134301j -0.0240847+0.000647759j -0.0155185-0.00450791j -0.00593659-0.0109841j 0.00286199-0.00163427j -0.00143246+0.0028865j 0.00951642+0.000736437j -0.00659678+0.0130486j -0.0297677-0.00626828j 0.00264435-0.0271724j -0.0129846+0.00678121j 0.0028853-0.0368719j -0.0142842-0.0120264j 0.00987885+0.0102435j 0.0142215-0.00417996j 0.0115133+0.0255445j -0.0244365+0.0165573j 0.000913914+0.0420462j -8.87474e-05+0.00938491j 0.000354706+0.0321385j 0.00812611-0.00900593j -0.00273949-0.0193857j -0.00615639+0.00968901j -0.0170098+0.00312463j -0.00495482-0.00795511j -0.0439167+0.0186923j 0.0109935-0.00386944j -0.0410726-0.00471871j -0.046566-0.0100959j 0.0134217+0.000228206j -0.00208547+0.00223336j 0.0020655-0.0107383j 0.0136468-0.0159262j 0.000135947-0.005422j -0.0195078+0.00284979j 0.0272028-0.0109665j 0.00425664+0.00395941j 2.22047e-05-0.00759898j 0.0173423-0.0197842j 0.0126377-0.0161044j -0.00498014+0.00328953j 0.0184637-0.0140809j -7.79044e-05+0.0128297j 0.00246259-0.00355821j 0.00242932-0.0212543j 0.00370041+0.00155873j 0.0031971+0.000172912j -0.00336711+0.00718314j 0.00527099+0.00650504j 0.00738791-0.00755011j 0.0184957-0.00426701j 0.0033363-0.00425271j -0.00422723+0.00475401j 
0.00593672-0.00772945j 0.00241755-0.00326623j -0.0140192+0.00961223j 0.00283572+0.00995225j 0.00231265-0.0202573j 0.00589407-0.0291498j 0.0119964-0.00648391j 0.0115562+0.00417034j -0.00988676+0.0191392j -0.0197574-0.00581775j -0.0161221-0.0374846j -0.0165713-0.017072j 0.0188323-0.0102903j -0.00186319-0.00736423j -0.0384258+0.0147318j 0.0136192-0.00366401j 0.0174687+0.011901j 0.00769514-0.0164126j -0.008869+0.00280533j -0.00467646-0.00974782j -0.00648652+0.00146126j -0.0147685+0.00652006j -0.00339855+0.00690372j 0.000995249+0.00741601j 0.0138908-0.00528135j 0.01789+0.025329j -0.0110993+0.0170514j 0.00444458-0.00839205j -0.00405833-0.000845124j -0.0285669-0.0201812j 0.00883246+0.0198325j -0.0436734-0.0229801j -0.0041224+0.00436122j 0.0123063+0.0343529j 0.00595083-0.0166112j 0.0155621+0.0226517j -0.0151201-0.070612j -0.00024914-0.00677094j -0.0117959+0.00836678j 0.00231888+0.000659839j 0.0457237+0.0135259j -0.00402318+0.0364079j 0.00679649-0.00621695j -0.0233512-0.00551818j 0.00202019+0.00405751j 0.00212526+0.0174033j 0.00611275+0.00853455j 0.0250339+0.011172j 0.00818665-0.0235629j 0.00473244+0.0245801j 0.00216777-0.0170683j 0.00712038-0.0167722j -0.0245397-0.0273714j -0.00407901-0.0108858j -0.00502804+0.0206181j -0.00098753+0.0204094j -0.00723065+0.00988172j -0.0183685+0.0227997j -0.00567053+0.0307129j 0.0156878+0.00574239j 0.0129062-0.0224771j 0.00917441+0.0144858j 0.000231083+0.0047785j -0.0171298+0.0178267j -0.00280333-0.00949438j 0.00733132+0.00726546j -0.0141665-0.000165841j -0.0171292-0.0155153j 0.00181612+0.0087865j 0.000202765-0.0140541j 0.00038926+0.000510957j 0.0168973+0.00889984j -0.00166241-0.000718359j -0.0176079-0.00363759j 0.0224077+0.0032496j -0.00110741-0.000555488j 0.0245539+0.00692594j 0.021581-0.00303296j 0.0046834-0.00327255j 0.00502804+0.00445668j 0.00807732+0.000389951j -0.00474052+0.00122232j -0.00441741-0.00399022j -0.00222977-0.00306246j -0.00373525-0.00368521j -0.0053756-0.00419434j -0.0074827+0.00841801j 0.00330817+0.0062015j 0.00462501-0.00275056j 0.0028449-0.00767754j 0.00251548-0.00367516j -0.00631622-0.00254412j 
0.00290577-0.00580541j 0.00427986+0.00137447j 0.040276-0.00381837j 0.00228938-0.0424554j -0.00643298-0.00124508j 0.0266651-0.00802691j 0.010654+0.0237282j 0.000485642-0.0145497j -0.0102725-0.0488882j -0.0111313+0.000405605j -0.00979296-0.0212088j -0.0176796+0.00633999j -0.0034283+0.00332074j -0.01424+0.0017769j -0.0127382-2.56987e-05j 0.00274371-0.00567447j 0.00019899+0.00240934j -0.00474082+0.00742111j -0.00525982-0.000797654j 0.0010703-0.00534174j 0.0100999-0.0228119j 0.00625547-0.00507472j -0.0153523+0.00283125j -0.00159777+0.0166065j 0.00206804+0.013025j -0.0206415+0.0634176j -0.0111269-0.0189832j 7.84351e-06-0.0195681j 0.00673589+0.00710917j -0.00509897+0.02038j -0.0238948+0.0183576j -0.00743485+0.0452561j -0.0143752+0.0039652j 0.000221037-0.0163738j -0.00635676+0.00356853j -0.0119463+0.000982315j 0.0230362+0.0259399j -0.000395491+0.00654443j -0.00492394-0.071748j -0.00803452+0.0280003j -0.00698984+0.0252532j 0.0042827-0.037951j -0.00690216+0.01353j -0.0195073+0.0221608j 0.00101263+0.00180924j 0.00984841-0.0784467j -0.00484455+0.0397398j 0.00495149-0.0159593j 0.0194699-0.0324653j -0.00987039-0.00423413j 0.0105977-0.0423339j 0.0131374-0.00149448j 0.0132797-0.0438089j 0.00123126-0.0121631j -0.00130028-0.0136189j -0.000244545+0.017011j 0.00165393-0.0028001j 0.00280853+0.029026j 0.00209745+0.020116j 0.00480011-0.00192236j 0.00680987-0.00116444j 0.0155838+0.00977978j 0.00877614+0.00435166j -0.0192+0.00261751j 0.0156051+0.00400998j -0.00995932+0.00910949j 0.00285825-0.0297059j 0.0186243-0.0116852j 0.00087229+0.00344685j -0.0168869-0.00673749j 0.00241946+0.00400176j 0.00457447+0.00501953j 0.00599761-0.00486209j 0.00257379-0.00566715j 0.00171549+0.00215272j 0.00158233+0.00128267j -0.00479887+0.000962213j 0.00676933-0.0063085j 0.00550802-0.00381912j 0.000798221+0.00461709j 0.0111096-0.000585264j 0.00658519-0.00862969j -0.0021283+0.00539746j 0.0061215-0.00279417j -2.0633e-05+0.0011925j -0.00820794+0.00467333j -0.00458972+0.00602336j 0.00419463+0.00542972j 0.00460288-0.00188263j 0.00266682+0.00033922j 0.00727588+0.00182319j 0.00191262-0.00439482j 
-0.00669261-0.00659084j 0.00286667-0.00777571j 0.0108793-0.0466583j -0.0437443-0.00725891j -0.00570548+0.00429503j -0.0120897-0.00520759j -0.0150286-0.0343067j -0.0026969-0.0129956j 0.00107859-0.0225063j 0.0127544-0.0414926j 0.0182808-0.00180369j 0.00351456-0.00435583j -0.00802194+0.0159979j -0.000658907+0.0303678j -0.0192137+0.0135405j -0.00236302+0.00275036j -0.00214997+0.00591877j 0.00516916-0.0213885j -0.00631908+0.00109398j 0.0126751-0.0155211j 0.0159654+0.0132547j -0.00163778+0.0279642j 0.0187991+0.00647364j -0.00739108+0.00536772j -0.00933763+0.0200521j -0.0103161-0.0120091j 0.0036051-0.00813502j 0.00189702+0.0237699j 0.00671983-0.0159008j 3.95441e-05-0.00328983j -0.0167059+0.0377019j 0.0253595+0.013176j 0.00355937-0.0140859j -0.000901257+0.00688823j -0.00860234+0.0176901j -0.0035132+0.0183748j 0.0272543-0.0106643j -0.00657377+0.00381935j -0.0344701+0.0478422j 0.00739034+0.0149513j 0.00345611+0.0112366j -0.0153541+0.00546919j 0.0024847+0.0175234j 0.00123596+0.0254613j -0.0043395-0.0014038j -0.0110496-0.0343798j 0.00853865+0.0187665j 0.0231303-0.00782898j 0.00434866-0.00956871j 0.00286093-0.0134714j -0.00519064-0.00500573j -0.00716427-0.0131274j -0.0090242-0.0319136j 0.0246347+0.0108022j 0.00368261+0.000375201j -0.00837196-0.0104143j 0.026067+0.0210856j -0.00847285-0.00224966j 0.0123708+0.0082775j -0.0037921-0.00139298j -0.023896+0.00303039j 0.00423708+0.015281j -0.000393343-0.027634j 0.0294014-0.00421532j -0.0371794-0.00161901j 0.00165158-0.00947872j 0.00142946+0.00239628j 0.00970791-0.00116247j -0.000577143+0.00316504j -0.00151902-0.0149549j 0.00183285-0.00554j 0.00574662+0.00135963j 0.0105353+0.0115644j 0.00783025+0.00402203j 0.000840308-0.00292526j -0.0172389+0.0152125j 0.00170814-0.00912867j -0.0254284+0.0238923j -0.0151418+0.0232927j 0.00861283-0.0104252j -0.00496168+0.0145422j 0.00171191-0.0178577j 0.000873123+0.0239116j -0.000999155+0.0173636j -0.0052412-0.0214435j 0.00540149+0.0212586j 0.00498462-0.000354093j -0.00398348-0.00564767j -0.0144533-0.00820474j -0.01418+0.0122007j 0.00175102+0.00473035j 0.00796166-0.00825485j 
0.0038808+0.000799198j 0.00296783+0.00107016j -0.0145528+0.0246441j 0.0276934+0.0157349j -0.00378582-0.00872513j 0.00802048-0.00877861j -0.0451603-0.0179356j 0.0281459+0.0180714j -0.0358669+0.0132386j -0.028999+0.0136171j 0.00190186+0.0142471j -0.00694926-0.00851093j -0.000553909-0.00428024j -0.0141589-0.000457342j -0.00421974+0.000379345j 0.00847283+0.00345309j 0.0118831+0.0106028j -0.0109475-0.00123723j -0.000183379-0.00305883j 0.0101598+0.00779856j 0.00560228+0.00297526j 0.0117356-0.0116409j -0.00286599+0.00340731j 0.0118708+0.0101534j 0.00790001-0.00476536j 0.00382064+0.000687879j -0.00759241-0.00986227j -0.00708515+0.00702075j 0.028987+0.00803249j 0.000771687-0.0203981j -0.0237826-0.0171772j 0.027139+0.0108147j 0.00906768+0.00777867j -0.0046315+0.0134352j -0.0124211-0.0186876j -0.00410293-0.0034381j 0.033948+0.0231462j -0.00722615-0.0157458j -0.0746726-0.00667046j 0.00504647-0.00168715j -0.0046865-0.0113179j -0.013419-0.000991995j -0.00552027-0.0115147j 0.00181818-0.00627846j -0.00123256+0.00596155j -0.00557556+0.0497189j 0.00932575-0.0258472j 0.00930987+0.0176728j -0.00932614-0.00181667j 0.00923968+0.0156286j -0.0197593+0.000953231j -0.00827719+0.0011613j 0.0106795+0.00601891j 0.0117988+0.0165213j 0.00757169+0.01166j -0.00216737+0.0124944j 0.00430783-0.0131297j -0.0029413+0.00748637j 0.00403536+0.00333259j -0.000613852-0.00880494j -0.0153155-0.0241258j -0.0114933-0.00492264j 0.00501725-0.00408203j 0.00536307+0.0242524j 0.000920605-0.0524597j 0.00428803+0.0123271j 0.0056062-0.0244725j -0.00490017-0.0399723j -0.00659528-0.000190155j 0.017627+0.00833402j 0.00839303+0.00418007j 0.0196681+0.000209222j 0.00026874-0.00428607j -0.000292767-0.00795985j 0.00047817+0.0127205j -0.0283747-0.00766665j 0.0120421-0.00556184j -0.0321973-0.00454739j -0.0284052-0.00556686j 0.0146633+1.49514e-05j -0.0150055-0.00579687j 0.0091351+0.0121124j -0.00713065-0.00869831j -0.0091609-0.00942864j -0.00113002+0.010846j 0.0068945-0.00345325j 0.00144792+0.00244753j -0.00843495+0.00842848j 0.0107624+0.002012j -0.0230363+0.00122146j -0.0116868-0.00216762j 0.00831398+0.00277357j 
