1.26778-1.27802j -1.88711-0.819584j 0.158836+0.088393j 0.723137-1.05791j -1.52434-0.839199j -0.612843+0.395252j -0.377264-0.545249j 0.577974+1.00919j -0.243386-0.676073j -0.445131+0.265526j 0.852252+1.73763j -0.603696-0.501577j 0.843004+0.204911j 0.823258-0.471826j -0.242166+0.0146076j -0.957812+0.0771137j 0.415543-0.684047j 0.155319-0.585374j -0.0285867+2.1362j -0.450739-0.603584j -0.224712+0.523456j 0.20602+1.15783j -0.352171+0.199709j 0.724481+0.44482j 1.23776-1.72273j -1.11347-0.773685j 0.223075-0.436867j 1.31747-2.06397j -3.41903-0.355641j -1.94073-0.617171j -0.700895-3.38547j -0.440102-0.891214j -0.766803-2.10994j -1.21136+2.24855j -1.42606+0.479795j 0.13206-0.473751j 0.0378971-0.23296j 1.607-1.37043j 1.13559-0.804107j -0.820878-0.9425j 1.72275-1.84686j 0.287122+1.16549j 0.837222-0.101057j 0.454358+0.196739j 1.34593+1.00458j -0.139319-0.536932j -0.831699+0.025976j -0.319412-0.808224j -2.76209+0.420732j 1.5086-0.240228j -0.0630553+0.755579j 0.572243-0.00164791j 0.084473+0.791673j 1.10407-1.32761j -0.408823+0.359981j -0.464249-0.0195694j -0.0426576-1.24908j 2.02072+1.19819j -0.572913+0.874304j 1.23283+0.217734j -2.03537-0.884866j 0.0366967+0.265192j -0.0378559+0.0823243j 1.05459-0.0399222j -1.65155-1.66764j 0.064917-1.95281j -0.203927+0.431723j 0.287335+2.99799j 2.36812-1.05724j 
0.0312066+1.00718j -2.44591+1.16776j -2.77706+0.591886j -9.00729-1.31203j 1.71238+1.04794j 8.36962+1.69215j -7.83662+0.25637j 18.7308+0.702058j -9.66406-0.240016j -6.19377+0.499861j -0.988954+0.512268j -6.6916+0.0150531j 14.0945+0.333173j 10.2597+0.11772j -1.6793+0.502775j -8.58799+0.224019j 7.39147+0.0235036j -0.126181-0.776354j -1.42922+0.765503j -0.923962-0.477524j -2.08782+0.359851j 2.30793+1.43904j -2.14263-0.243849j 2.28473-0.673977j -1.78207-1.05847j -5.43489+0.540256j 4.19808+0.0650965j 0.573598-0.367842j -10.6669-0.166487j 0.295164-0.737369j 32.5725+0.169517j 12.2474-0.0333939j -143.588-0.724223j -61.8623+0.172495j -292.847-0.5601j 40.6343-0.0551366j 129.611+0.304519j 380.89-0.584922j 218.263-0.300086j 523.92-0.253499j 39.0955-0.550098j -615.15-0.620053j -312.7+0.317448j -468.446+0.300776j -381.401+0.0718399j -3.4496-0.148598j 397.721-0.17806j 315.374-0.345176j 785.043-0.0192496j 500.055-0.25045j 333.042+0.118318j -317.586-0.436752j 137.469+0.171051j -354.373-0.0217739j 427.196-0.22224j 210.982+0.182749j -654.857-0.242706j 20.4607-0.0079818j 468.732+0.178572j 130.467-0.12374j -394.884-0.340908j 144.918-0.175563j -5.3215+0.0371527j 247.866-0.763337j -74.1922+0.205211j 147.212-0.30756j 15.8299+0.0222816j 38.0402+0.00128728j 9.0677+0.207961j 
0.585685-0.351876j 0.941045+0.338202j 0.920693+0.569705j 0.0383002+0.0136133j -0.784486-1.05316j -1.60885+0.406377j 0.349727+0.619547j -3.8739+0.92212j 1.83444-1.08987j 1.0309+1.18876j -0.0247074+0.480944j 1.22824-0.381173j -1.83359-0.376738j -1.53246+1.44839j -0.31291-1.49412j 0.458397+0.11868j -1.41706-0.279969j 0.995162+1.15311j -0.933781+0.0542606j -0.607211+0.723859j -0.574613+0.499003j -0.350345+0.109964j 1.24127-0.305903j 0.258807+1.34301j -0.256687+0.217318j 1.49561-0.886835j -0.173619-0.334053j -0.148173+0.747065j 1.26497-0.417733j -0.531701+0.286436j -5.51172+0.332982j -1.11145-0.239166j 20.2682+0.640718j 8.28165+0.473441j 42.1192+0.908631j -5.48202+0.252148j -19.5254-0.216245j -54.3824+0.658496j -30.9871+0.561445j -75.3585-0.194679j -6.09503+0.0981525j 88.8546+1.08456j 44.7675-0.259j 67.7354-0.0153766j 54.093+0.507948j 1.20509-1.29185j -56.675+0.217047j -46.0574-0.0634475j -113.208-0.414847j -72.7252+0.0656932j -48.2159+0.225785j 46.0535+0.856472j -19.4142-1.29313j 51.0892+0.249301j -62.3013-0.0153797j -30.5093-0.166875j 94.3302+0.386151j -4.22173+0.0606255j -68.2411+0.759038j -19.1105-0.184879j 57.1924+0.91516j -21.4928+0.67559j 0.338501-0.208558j -34.892+0.744988j 10.9634-0.00183485j -21.6101+0.612083j -2.09989+0.00463453j -5.72896-0.574444j -0.885514-0.376707j 
-0.358219+0.272549j -1.19825+0.119238j -1.25917+0.216351j -2.2868-0.647852j 1.23585+0.579669j 3.14885-0.133831j -2.11229-0.0735105j 6.1166+0.258137j -4.02549+0.876574j -2.03675-1.52146j -0.555708+0.040691j -2.12298+0.111128j 5.80843-0.529861j 3.025+0.554142j -1.97805+0.687025j -2.92447+0.761302j 2.45849-0.809318j -0.218605-0.391892j -0.00923213+0.400676j 1.19517-0.155336j -1.06437+1.2947j 0.722524+0.648354j -0.330359+0.161425j 0.733794+0.958159j 0.480702-0.071808j -2.34443+0.967665j 1.38625+0.241388j -0.186024-0.368791j -3.64913+0.172539j -0.0421956-0.464011j 11.0093-0.344173j 4.13296+0.180516j -48.1082-0.55958j -20.737-0.594793j -97.6195-0.277892j 13.4053+0.168575j 43.7304+0.282042j 127.598+0.816305j 72.5386-0.518538j 176.604+0.21141j 13.529+0.0893572j -205.302+0.786504j -105.088-0.795345j -155.938+0.276366j -128.046-0.649102j -1.75562-1.51109j 133.834-0.818374j 105.814+0.900364j 261.471+0.0567363j 166.562+0.145901j 112.758+0.611409j -105.528-0.717752j 44.7106-0.936931j -118.232+0.113328j 141.436-0.099212j 70.3639-0.274124j -219.339-0.15505j 6.7832+0.244018j 156.14+1.00462j 42.5471+1.02579j -131.716-0.298951j 48.1033+0.342829j -2.49337-0.403274j 83.3245+1.23478j -24.3756+0.398512j 49.8253-0.479349j 5.33559+0.198352j 13.2057-0.0863685j 3.32665-0.0573256j 
0.0527061-0.474574j 0.587305-0.247815j 0.455571+0.585688j 2.23578+0.316734j 0.455151-0.310334j -1.30109+1.27705j 1.28257-0.00957638j -2.57801+0.642446j 1.70782+0.0460596j 0.262442+0.227806j -0.265241+0.482337j 0.851569-0.478709j -2.23909-0.148172j -0.923011-0.0743802j -0.224789-0.552867j 0.244977-0.254057j -0.774842+1.06212j 0.192367+0.00597416j -0.604431-1.24466j -0.581676+0.687949j 0.76952-0.170543j -0.684259+0.476717j 0.397813-0.625536j -0.483715-0.766668j 0.269932-0.0136419j 0.28164+0.900636j -1.43533-0.856217j -0.540375+0.751407j 1.28673-0.395576j -0.294782-0.191504j -4.78481-0.523407j -1.45671+0.317757j 21.1851+0.504683j 9.99334-0.300298j 41.6463-0.608452j -4.8789+0.786755j -18.9836-0.238688j -54.4845-0.0218091j -31.5494-0.0413104j -76.3666-0.542909j -4.9559+0.994201j 89.1705+0.120445j 46.5071+0.517735j 68.2621-0.512666j 54.6679+0.451573j 1.0948-0.461398j -57.7031-0.596076j -45.6457-0.447308j -112.706-0.832912j -73.1785-0.301481j -47.936+0.496972j 46.7678-1.36289j -20.6561+0.945781j 51.5847+1.02861j -62.8623-0.913802j -32.1096+0.859992j 94.9349+0.881804j -3.84846-0.665285j -68.3532-0.910526j -18.6548-0.678171j 57.8013-0.154205j -19.8705+0.0226704j 1.18063+1.04956j -36.0784-0.106053j 9.99433+0.342443j -21.0889-0.656465j -0.934414+0.362813j -5.69542-0.571522j -0.912414-0.17887j 
-0.385771+0.263431j 0.804435-0.0599088j 0.800698-0.731069j 2.05745-0.674885j 0.492398+0.684668j -1.76439+0.0616237j 1.84114-0.107179j -3.23099+0.239551j 1.74402+0.367029j 0.844058+0.612008j 0.794001-0.605404j 0.549992+0.286615j -2.56436-0.302031j -1.87621+0.491575j 0.0342294+0.126546j 1.51969+0.389872j -1.29215+0.0466109j 0.364523-0.549126j -0.0799633-0.562038j 0.0328455-0.246377j 0.370818-0.0450348j -0.294541+0.0532766j 0.394744+0.28492j -0.646268-0.0367144j 0.262228-0.0527325j 1.16245-0.119113j -0.649515+0.0384493j 0.0300161-0.334255j 2.79982-1.17502j -0.26998+0.0708592j -6.67764-0.656012j -2.67863+1.01125j 29.9908-0.0897328j 11.7104+1.08292j 58.4757+0.762656j -7.66277-0.796983j -24.7084-0.745168j -74.7261+1.24557j -43.1765-0.171958j -104.224+0.474063j -6.43133+0.159151j 120.913+0.204782j 62.5012-0.0987773j 91.9303-0.823588j 74.376-0.133086j -0.146199-0.0851392j -78.1139-0.880448j -61.9686-0.015767j -153.897-0.332873j -98.3721+0.48011j -65.9662+0.545924j 62.1208+0.00466909j -26.9427+0.777302j 70.0193-0.544282j -84.2951-0.0798988j -40.3165-0.833957j 128.778+0.178498j -3.33804+0.795214j -92.4925+0.497682j -25.4709-0.637064j 77.3246-0.420338j -28.5927+0.144698j 0.799799+0.277172j -48.8347+0.366096j 14.4562+0.439288j -29.4103-0.104626j -3.21401+0.262287j -7.35391-0.436913j -1.84792+0.160929j 
-0.47378+0.32684j -1.07432+0.196642j -0.84659+0.391179j -2.1589-0.52387j 0.881753+0.425447j 2.07869-0.944594j -2.59911+3.19416j 6.25799+0.367802j -1.47131+0.178768j -0.0482414+2.05685j -0.039749-0.129349j -2.35592-0.418579j 4.28665-1.42243j 2.49631-0.710027j 0.254506-0.964874j -4.08329-0.993658j 0.184137-1.2285j 0.210866-1.19221j -0.453173+0.70116j -0.23249+0.189357j -0.54707-0.0601116j -0.0765797+0.326871j -0.888013-0.687558j 1.23014+0.14026j -0.349255+0.108594j -1.80793+1.19065j 1.19534+0.607014j 0.209878-0.439196j -3.24314+0.0946747j 0.228836-0.33579j 10.2147-0.294495j 3.6874+0.0798307j -43.9741-0.567091j -19.0983-0.303383j -87.5707+0.492731j 12.9879+0.516289j 38.5189+1.51027j 116.49-0.286698j 65.7562+0.414429j 158.008+0.915772j 11.9329-0.00585148j -187.059+0.0192656j -95.1867+0.284452j -141.663-1.2155j -115.636-0.114565j -0.262842-0.031872j 121.633+0.137052j 96.0496-0.937222j 238.364+1.13287j 152.302+0.643044j 100.404+0.450521j -96.7798+0.103705j 42.5206+0.133843j -107.284+0.846768j 129.576+0.539226j 63.3921-0.670492j -199.96-0.749382j 6.35188+0.672109j 142.774-0.248283j 39.537+0.321955j -119.411-0.0337049j 44.1216-0.0301732j -1.75879+0.253753j 75.6989+0.18125j -22.4404+0.798764j 44.6588-0.416242j 4.69764-0.234803j 11.7259+0.283835j 2.68911+0.127363j 
0.303817-0.672003j 1.7424-0.832595j 1.86171-0.509776j 6.94025+0.683262j -1.09708+0.200174j -5.59498-0.97862j 6.02202+0.116978j -12.5822-0.733352j 6.48344+0.638727j 4.73049-0.631624j 1.39885-0.850819j 4.11562+0.547763j -9.91375-0.330207j -7.03043-0.878033j 1.0447+0.336092j 6.14855-0.00505091j -5.27367-0.328657j -0.505825-0.222289j 1.79758-0.152537j 0.907499+0.116469j 1.92806-0.172138j -1.19646-0.893692j 1.19633-0.0325562j -1.96906+0.161124j 1.24773+0.715234j 3.76562+0.183015j -3.06368-0.0338743j -0.517129-0.145006j 8.60915+0.077016j -0.0190775+0.261656j -24.0951-0.286594j -8.37136+0.27572j 102.387-0.77645j 44.3176+0.278854j 210.381-0.753361j -29.2442+0.340646j -94.6459+0.436211j -274.27-0.474596j -156.447+0.264766j -377.947-0.457945j -27.8697-0.886685j 443.433-0.238965j 226.086+0.52037j 338.881+0.670325j 275.536+0.565944j 2.70284-0.575629j -287.131+0.0368306j -226.767-0.377438j -567.134+0.0463646j -359.532-0.214832j -240.772+0.161242j 229.413-0.0475402j -99.7624-0.493685j 256.039+0.130204j -308.378-0.106476j -152.436+0.0645633j 473.384-0.279119j -15.0069+0.0701976j -338.749+0.494636j -93.7964+0.103624j 283.979-0.719504j -104.403+0.119183j 4.11105+0.481651j -178.83+0.13568j 53.4994-0.0418204j -107.085-0.114786j -11.6939+0.102821j -27.1009-0.104173j -6.64343+0.322675j 
-0.526461-0.53071j 2.96483+1.26903j 1.09323+1.63629j 6.48684+1.01095j -1.76712-0.585258j -4.07874-0.690409j 4.09755+0.140779j -9.66149-0.411989j 6.7663+0.489331j 1.94107-0.965106j 0.994741-2.31589j 2.91765+0.129377j -7.52802-0.95772j -3.94932-0.520656j 0.648113+1.14106j 4.2735+0.118164j -2.94585+0.588416j 0.0339086+0.068741j 1.48759-0.511936j -0.159963-0.281493j 0.289404-0.507439j -0.448806+1.01189j 0.429803-0.315347j -0.640235+1.21191j -0.377408+0.58599j 2.60083+0.788445j -2.6389+0.090204j -0.242432+0.392481j 6.18055-0.460971j -0.283642-0.214839j -16.9061+0.504496j -5.44377+1.31792j 73.9585+0.627157j 31.9112-1.33071j 150.025+0.0197829j -20.4173+0.104673j -66.4114+0.151321j -195.721+0.0186289j -112.641+0.441541j -268.951-0.11809j -21.0278-0.552552j 316.176-0.73099j 159.719+1.11494j 240.705+1.20202j 196.515-0.168862j 2.15509+0.0327717j -203.323-0.516207j -161.215+0.647597j -403.249+0.577046j -257.184-0.67353j -171.157-0.631201j 163.038+0.380002j -70.8185+0.552541j 182.063-1.02705j -218.269+0.0258067j -107.943-0.325781j 336.143+0.0537051j -9.97189+0.0642075j -240.851-0.661266j -66.669-0.0109006j 202.289-0.00752676j -74.7589-0.257835j 3.32365+0.0293574j -126.864+0.901536j 37.8016+0.314374j -75.7855+0.106613j -7.86417+0.110603j -19.6038-0.004053j -4.48374-0.0563636j 
2.1388-0.516815j -0.637899-2.75378j 0.0554479+1.20403j 1.26379-0.132138j 1.0324-0.987861j 0.0487973-0.466651j 1.34976-0.0356441j -0.58693+0.984454j 0.714916+0.142782j -0.383666-0.148712j -0.834339+0.0434152j -0.466685-0.0466119j -0.631208-1.35504j -0.466959-1.04019j 0.181562+0.590709j 0.941077+0.150432j -0.543084+0.745286j -0.8146+0.529562j 0.0911939+0.200663j -0.211496+0.438212j -0.336492-0.451071j -0.592081+0.203728j 0.386691-0.752763j -0.204749+0.812357j -0.481796-0.0350015j -0.124604-0.135149j 0.0306629-0.20941j -0.373835-0.363773j -1.30626+0.0826869j -0.0965279+0.218056j -2.23747-2.12472j -1.78335-0.681061j 7.33306-0.572003j 2.10183+0.375102j 13.2093+0.49954j -0.924755-0.562182j -5.50627+0.358668j -18.1612+0.250968j -10.0718+0.173912j -24.1504-0.942495j -1.65417+0.325792j 29.0057-0.268913j 14.5641-0.111233j 22.1133-0.0437121j 18.5906+0.107851j 0.220946-0.0901517j -18.1399+0.265542j -14.3139+0.49071j -35.9773+0.685546j -22.7196-0.120911j -15.0512-0.336542j 14.5401+0.105477j -5.90436-0.0269048j 16.1692+0.0226162j -19.2767-0.164628j -9.60964-0.284074j 30.4057+0.528279j -0.841665-0.113858j -21.8737-0.358632j -6.35652-0.07018j 18.3508-0.26348j -6.90075-0.0912512j 0.509519+0.167177j -11.1583+0.48475j 3.46462+0.255273j -6.75535+0.0445405j -0.583897+0.249037j -1.86065-0.0568438j -0.329029-0.0651867j 
0.572347+1.07226j -1.17121+0.303821j -2.47382-0.0303975j -4.22523+0.37149j 0.881206-2.54629j 2.8015+0.114234j -3.12613-0.263138j 5.42155-0.98391j -2.21946+0.317953j -0.603797+0.39521j -1.73206+0.142349j -1.02204+0.451718j 3.74845-0.0246208j 3.72645+0.139668j -0.229771+0.496539j -2.01614+0.0718064j 2.24043+0.0596268j -1.03499-0.593896j -1.66736+0.826649j -0.854943-0.0517479j -0.806162+0.0423195j 0.528133+0.181164j 0.307846+0.160127j 0.498228+0.0773495j -0.215642-0.436103j -1.66797+0.313531j 1.35716-0.0958867j 0.0992317-0.0533534j -2.74522-0.394629j 0.0660201+0.1215j 9.77765-0.210064j 3.35379+0.671991j -42.2453+0.466709j -18.8671+0.105822j -88.1084+0.594288j 12.5147-0.0995543j 39.7509+0.0972033j 114.843+0.59095j 65.5494-0.193491j 158.084-0.19949j 12.1256+0.270534j -185.94-0.0585327j -94.7358+0.28529j -141.53-0.243773j -115.558-0.186541j -1.05099-0.104611j 120.908-0.156387j 95.4151+0.0989439j 237.687+0.204598j 150.823-0.106365j 100.544-0.24999j -96.1825-0.105418j 41.4373+0.438668j -106.952-0.0995257j 129.29-0.196598j 64.409+0.00498425j -198.334+0.0439653j 6.15562+0.313581j 141.592-0.163987j 39.6683-0.156095j -119.26+0.0161773j 43.6567-0.059114j -1.82832+0.0158424j 74.9195+0.214667j -22.7679+0.1443j 44.5553-0.17992j 4.70485+0.119336j 11.5891-0.11633j 2.81686+0.0704299j 
-0.757437+0.198736j -0.847214+0.00697761j -0.957247-0.152648j -1.25656+1.46588j -0.502037-0.806396j 1.15572-0.229156j -0.99313+0.307932j 3.51469+0.333557j -1.76735-0.711093j 0.291216-0.794004j -0.459305+0.399156j -0.891751-1.04375j 2.31396+0.158782j 2.18759+0.252207j -1.02973-0.645853j -2.08772+0.122211j 1.19438+0.991627j 0.547567-0.526217j -0.631336+0.826594j 0.157167+0.382248j -1.02409-0.131974j -0.756454+0.701264j -0.602567-0.0922333j 0.97813-0.364112j 0.0440593+0.0155068j -1.96231-0.101929j 0.444129+0.182988j 0.764157-0.171967j -2.22402+0.612701j 0.504791+0.291055j 6.86465+0.396653j 1.72893-0.00518023j -26.0645-0.267738j -11.4448+0.311481j -55.0117-0.682481j 8.1155-0.457848j 25.012+0.568785j 74.1215-0.440273j 43.0226+0.231953j 101.36+0.931402j 8.05543+0.486953j -117.971-0.0656353j -60.9498+0.509324j -91.9348+0.70151j -72.964+0.737644j 0.0245617-0.906057j 77.8452-0.309359j 59.971+1.03761j 151.576-1.09014j 97.0215+0.456903j 64.1657+0.956824j -60.2776+0.690458j 26.4975-1.24514j -67.8654+0.0489418j 83.0493-0.132106j 40.5792+0.161139j -126.248+0.820672j 4.30359+1.14326j 90.1502-0.440549j 24.7239-0.329215j -74.8586-0.745721j 28.0955+0.0873237j -1.08353+0.120812j 47.8502-0.477444j -14.743-0.0980864j 29.3589-0.00565734j 2.87749-0.251936j 6.95045+0.712719j 1.11889-0.216756j 
0.579715-0.73057j 2.44621+0.863305j 2.76886-0.194594j 4.91242-0.725955j -1.79951+1.43525j -4.7836+1.07162j 5.24126+0.67816j -9.74095-0.0706363j 4.95124-0.788383j 3.84834+0.438036j 2.35247-0.988876j 2.19217+1.13438j -8.40343+0.268077j -5.29403+0.0422299j 0.140145-0.289376j 4.15184+0.815432j -4.06048+0.182553j 0.0766452-0.212803j 1.58193-0.0778778j 0.0341793+0.569715j 1.49342+0.161902j 0.415088-0.0508668j 0.745005-0.265905j -1.51832-0.181785j -0.0487352+0.5029j 4.20775-0.554197j -1.95089-0.370784j -0.377885+0.263894j 7.53243-0.956693j -0.396962-0.246026j -18.8502+0.905004j -6.00936+0.10933j 81.1818+1.40983j 35.5631+0.437142j 168.201-0.538594j -22.7507-0.174181j -74.4+1.38225j -219.454-1.3992j -124.639-0.231041j -301.635+0.815783j -23.1582-0.65315j 353.61+0.428525j 180.991+0.727778j 269.777+0.0768414j 219.591+0.240576j 1.63031-1.24691j -228.816-0.936415j -182.121-0.822411j -451.752-0.00629361j -287.328-0.981449j -191.93+0.905378j 183.161+0.157834j -79.9412-0.500347j 204.953-0.681606j -245.621+0.0972467j -121.451+0.720134j 376.779+0.204178j -11.4925+0.49756j -269.969+0.351733j -74.6271-0.419809j 226.449-0.05146j -83.2767+0.00821544j 3.49364+0.269912j -142.745-0.375254j 43.057+0.0646091j -85.6998+0.573536j -9.4691+0.196925j -21.6586-0.426555j -5.0491+0.268172j 
1.31112+0.512638j 0.519565-1.3307j -0.0802298+0.220035j -0.368026-0.67218j 1.11869-0.108305j 0.0370926+0.352871j 1.50274+0.394142j -0.0668751+0.187753j 0.106038-0.423764j 0.812088+0.151448j -0.500249-0.399528j -0.492005+0.549539j -0.669186-0.520535j -0.18998-0.24905j -0.194878+0.0146304j 0.170338+0.662935j -0.693101+0.503652j -0.885911-0.0894192j 0.0912235+0.209121j -0.18383+0.231342j 0.0759263-0.0985386j 0.224945-0.0345298j 0.0747708-0.255395j -0.205458+0.10087j -0.358677+0.0961565j 0.511505-0.277897j 0.469491-0.104816j -0.535442-0.242155j -1.58572+0.515266j -0.223733+0.0563803j -2.20265-1.52248j -1.17568-0.576976j 1.81462-0.50458j 0.961149+0.922301j 5.60405-0.325279j -0.000674091-0.95735j -1.43236+1.13097j -7.84505-0.506415j -3.74211+0.134101j -9.60497-0.0917262j -0.741507-0.126171j 12.1969+0.0402527j 6.41945-0.808095j 8.78476-1.00968j 8.44922+0.0304754j -0.217519-0.295738j -7.6037+0.238658j -6.49318-0.0144019j -14.215+0.686076j -8.53766-0.852105j -5.68557+0.161609j 6.07182+0.122763j -2.16805-0.916128j 7.03434+0.200411j -7.86819+0.0610162j -4.83135+0.253576j 12.563+0.582114j -0.227781-0.534587j -9.01772-0.110115j -2.89194+0.177603j 7.25268-0.273006j -2.77166-0.0661964j 0.731703+0.116549j -4.27888-0.110976j 2.27293+0.0828899j -3.12586+0.379622j -0.155821+0.308085j -0.717303-0.223431j 0.115592+0.00467077j 
-1.08468+0.726547j -2.60641+0.772166j -2.54583-0.298193j -5.60562-0.109566j 1.9958-1.9346j 3.80373-0.738971j -3.55135-0.209086j 9.73946-1.31045j -4.02591+0.302467j -1.69826-1.0446j -2.1787+0.0577305j -1.95837+0.0439344j 6.82969-0.226257j 4.61664+0.434956j -0.531942-0.0985317j -4.76516+0.103729j 2.76998+0.530883j -0.796934-0.478142j -1.32698-0.102411j 0.0659605-0.686599j -1.24288-0.207878j 0.145244+0.288048j -1.17395+0.512667j 1.55384-0.114686j 0.281965-0.330444j -2.89391+1.02149j 2.15836+0.394706j 0.113399-0.100319j -5.20228-0.236607j 0.098085-0.0876299j 18.5254+0.628298j 7.49633+0.418349j -77.8317+0.483923j -33.4913-1.08718j -157.646-1.26562j 21.6892+0.191859j 71.8329+0.040222j 206.662+0.00272458j 117.321+0.671621j 285.559+2.26185j 21.026+0.257666j -334.028-0.112811j -170.512-0.316528j -255.905-0.985263j -208.245-1.33327j -1.73716+0.465011j 215.954-0.521144j 170.566-0.124256j 427.192+0.697375j 270.761+0.352554j 181.54+0.392301j -172.701-0.207985j 75.0658+0.413821j -192.112-0.732981j 232.356+0.654991j 113.916+0.618019j -357.209+0.151441j 12.0252-0.572955j 254.926-0.463333j 71.0899+0.381618j -214.027+0.078119j 78.5975-0.213542j -3.09368-0.334069j 134.757+0.00344375j -39.7034-0.0622877j 80.1083-0.264528j 8.54215-0.124031j 20.9695+0.0317566j 5.17932+0.0570534j 
-0.793929-0.529335j -0.842668-0.205364j 0.0615062+0.465716j 0.285555+0.349257j 0.0128542+0.888507j 0.351723-1.0901j 0.0972111+0.331103j 1.42453+0.0904473j -1.03353+0.243375j -1.24727-1.32126j -0.190406+0.627556j -0.444652-0.938394j 1.82462-0.179466j -0.31465-0.142125j 0.116356-0.322965j -1.34093-0.28434j 0.197427+0.352248j 0.11904+0.813546j 0.731204-0.688498j 0.848096-0.374203j -0.231537-0.352742j -0.871475-0.158619j -0.855497+0.0248445j 0.398371-0.0144931j 0.464634-0.151651j -0.616532+0.32411j 0.298291+0.46259j 0.0761263-0.0699846j -1.67015+0.72639j 0.0756526-0.0986666j 4.14374-1.36353j 0.0476234-0.691644j -16.9503+0.54467j -8.39695+0.0394563j -34.9554+0.413422j 5.6105-0.384033j 17.1359+0.171088j 44.6726+0.749013j 25.8901-0.0183002j 62.8589-0.0896586j 5.21886+1.2999j -73.6645+0.125325j -37.2689-0.435713j -56.4216-1.50698j -45.9675-1.2534j -0.877025-0.0326781j 47.8127+0.337612j 37.4608+0.0939059j 95.3096+0.965752j 59.87+0.480599j 40.4295+0.0107111j -38.4832-0.345284j 16.6697+0.233027j -42.384+0.176431j 51.3864+0.305072j 25.4384+0.62767j -79.3349+0.0725642j 2.60922-0.161082j 56.3011-0.153488j 15.8765+0.435693j -47.016-0.481815j 17.3395-0.0742226j -0.909612-0.38568j 29.7562+0.200201j -8.71035-0.0997442j 18.0755-0.251383j 1.67489+0.0244656j 4.99669+0.0826478j 0.98396-0.0543745j 
-0.627694+0.305047j -0.244596-0.733294j 0.70601+0.327089j -0.653602-0.992535j -0.231434-0.392281j 0.892201-0.450758j -0.934215-0.41658j 2.88812+0.186716j -0.975535-1.26803j -1.40388+0.147771j -1.72395+0.158262j -0.777924-0.291653j 1.35044+0.00013664j 1.06543-0.583402j 0.369915+0.242674j -1.27583+0.152815j 1.61127+0.0622289j 0.0748701-0.102759j -0.536382-0.240802j -0.125456+0.122029j -1.02802+0.536927j 0.809953+0.413824j -0.791863+0.44867j 1.39195-0.299292j 0.0810496+0.613987j -0.530234+0.629212j 0.471939+0.590601j 0.360344-0.0180648j -2.01135+0.291507j 0.00157606+0.159214j 4.87842+0.436755j 3.16558-0.471242j -21.1731-1.44011j -11.0416-0.410181j -44.4182-0.465969j 6.38732-1.0047j 19.9141-0.141599j 57.8101+0.175062j 33.8119+1.23008j 79.6235+0.0980187j 5.45844+0.910481j -94.038-1.33085j -46.3318+1.2261j -69.9736+0.286782j -57.774-0.950333j -0.552515-0.885972j 59.8427-1.08781j 48.6927-0.274909j 119.444+0.179399j 75.2124+1.03875j 49.8211+0.187893j -47.7268+0.0265103j 21.405-0.0498081j -54.5677-0.317448j 64.9216-1.00024j 31.606+0.199143j -98.6436-0.18826j 3.07393-0.403341j 69.9679+0.551372j 19.5115+0.0935167j -59.8525-0.575857j 21.4626+0.449124j -0.563265-0.762267j 38.6957-0.577726j -10.6753+0.386238j 22.4103-0.0258992j 2.44883-0.625466j 5.71051+0.54061j 1.2078-0.236109j 
0.370889-2.38844j -2.72204+0.655918j 1.14819-0.0908904j 1.25052-0.646239j -0.951849-1.17509j -1.43509-0.0328432j 1.16146-0.61746j -1.71544-0.0206042j 1.28098+0.297526j 0.542738+0.50954j 0.887789+0.785824j 0.392679+0.687783j -2.84114-0.484207j -2.26108-0.0479708j 0.387739-0.0612673j 1.51619-0.391489j -0.731228+0.420846j 0.125715+0.932286j 0.52234+0.28115j 0.309575+0.256041j 0.128238+0.0145227j -0.343822+0.359934j 0.0233691-0.62753j -0.229462+0.396015j -0.0708803+0.039563j 0.658254-0.0127285j -0.611118-0.484643j -0.563525+0.0147278j 0.948656-0.10793j 0.145759+0.0699368j -5.31523-1.11103j -2.48883-0.361178j 21.8368-0.458842j 8.95788+0.493735j 43.9111+0.079081j -5.77485-0.0326042j -19.6543+0.134822j -57.6869-0.0702429j -32.7772+0.124758j -78.7856-0.289098j -5.66158-0.00657972j 92.9026+0.142878j 47.627-0.0871368j 71.0182-0.0352029j 57.5477+0.510211j 0.444692-0.182614j -60.2425+0.158857j -47.6066-0.000596993j -118.455+0.191383j -74.9543+0.198552j -50.0768+0.0199171j 47.8407-0.0154116j -20.4995+0.0279306j 53.2733-0.0372996j -64.372-0.0417209j -31.7383-0.205812j 98.9351+0.371816j -2.97453-0.15767j -70.8605-0.0165275j -19.7517-0.212844j 59.5271-0.15168j -21.8725+0.00792081j 0.799994+0.319259j -37.4505+0.241241j 11.1942+0.0959321j -22.4494+0.00965434j -2.45903+0.200898j -5.70567-0.160525j -1.30989+0.0576046j 
