1.26778-1.27802j -1.88711-0.819584j 0.158836+0.088393j 0.723137-1.05791j -1.52434-0.839199j -0.612843+0.395252j -0.377264-0.545249j 0.577974+1.00919j -0.243386-0.676073j -0.445131+0.265526j 0.852252+1.73763j -0.603696-0.501577j 0.843004+0.204911j 0.823258-0.471826j -0.242166+0.0146076j -0.957812+0.0771137j 0.415543-0.684047j 0.155319-0.585374j -0.0285867+2.1362j -0.450739-0.603584j -0.224712+0.523456j 0.20602+1.15783j -0.352171+0.199709j 0.724481+0.44482j 1.23776-1.72273j -1.11347-0.773685j 0.223075-0.436867j 1.31747-2.06397j -3.41903-0.355641j -1.94073-0.617171j -0.700895-3.38547j -0.440102-0.891214j -0.766803-2.10994j -1.21136+2.24855j -1.42606+0.479795j 0.13206-0.473751j 0.0378971-0.23296j 1.607-1.37043j 1.13559-0.804107j -0.820878-0.9425j 1.72275-1.84686j 0.287122+1.16549j 0.837222-0.101057j 0.454358+0.196739j 1.34593+1.00458j -0.139319-0.536932j -0.831699+0.025976j -0.319412-0.808224j -2.76209+0.420732j 1.5086-0.240228j -0.0630553+0.755579j 0.572243-0.00164791j 0.084473+0.791673j 1.10407-1.32761j -0.408823+0.359981j -0.464249-0.0195694j -0.0426576-1.24908j 2.02072+1.19819j -0.572913+0.874304j 1.23283+0.217734j -2.03537-0.884866j 0.0366967+0.265192j -0.0378559+0.0823243j 1.05459-0.0399222j -1.65155-1.66764j 0.064917-1.95281j -0.203927+0.431723j 0.287335+2.99799j 2.36812-1.05724j 
0.477697+0.211549j 0.259786+0.12525j 0.168923+0.45189j -0.303235-0.856727j -0.633681+0.349862j -0.505326+0.33012j -0.122479-0.40017j 0.584761-0.208641j -0.177405-0.742564j -0.188891-0.0687851j 0.502363+0.356777j -0.147252+0.13323j 0.130376-0.132661j -0.103511-0.425708j 0.0603127+0.254666j -0.929341+0.523442j 0.280917+0.266556j -0.43432+0.0491032j -0.0888528+0.334283j -0.48361-0.397298j -0.261355+0.251687j -0.0341723+0.615531j 0.254727-0.240557j 0.373094-0.297907j 0.00863672-0.332254j 0.597518+0.565426j 0.302981+0.226997j -0.0842236-0.00335442j 0.478892+0.68258j 0.0618616-0.142726j -0.304654-0.367164j -0.435845+0.404768j 1.77246-0.641802j -0.319437-0.925581j 3.37429-0.443747j -0.504279-0.06021j -0.912316+0.526031j -3.28884-0.131453j -2.75444+1.07496j -4.93751+0.186004j -0.157413+0.566805j 6.41832+0.496701j 3.5191+0.343507j 4.45063-0.230583j 3.95245+0.136807j 0.339832+0.50134j -4.00453-0.432708j -2.50242-0.200991j -8.4405-0.251744j -5.18575+0.101294j -3.56065-0.283701j 2.92968+0.775825j -2.07567+0.504697j 4.1903+1.25452j -4.10255+0.0644819j -2.70731-0.125669j 6.68181+0.41873j 0.258496+0.168123j -4.9514-0.87336j -2.11388+0.679626j 5.06551+0.0201689j -1.79206+0.0388098j -0.265649-0.751887j -2.11536+0.85562j 0.258647+0.33404j -0.733892-0.580552j 0.0315235-0.456704j -0.397822+0.460506j -0.370164-0.258852j 
1.217-1.30215j 0.106847+0.254262j -0.640057+1.30637j 0.783924+0.73133j -2.07159+0.900079j -0.0495767-0.420008j 1.15998+0.0417815j -1.10661+1.23167j 1.55424+0.726939j 1.72832+0.327771j 2.45444+0.848822j 0.554861+1.11109j -0.0452761+0.339027j 1.13579+0.420385j 0.751767+0.189913j 0.841735-0.190417j 0.496819-0.313541j -0.250108-0.286503j -0.809099+1.48947j -0.389554+1.08982j -0.23096+0.242828j -0.208929+0.389106j 1.37087-1.45887j -0.561736+0.628663j -0.783088-0.907516j -0.296575-0.0608179j 0.244577-0.883964j -0.667332+0.332848j -0.496699+0.732043j 0.63643-0.126409j -0.183073+0.4469j 0.84017-0.943182j -0.14837-0.250124j 0.706875-0.51071j 1.38789-0.0455044j -0.148622+1.06426j -0.184373-0.694178j -2.86838-1.02817j -1.26092-0.00923495j -3.25356-0.438211j -1.06332+0.0492775j 4.14038+0.403575j 1.60343+0.180185j 2.85813+0.427456j 3.58821-0.878174j 0.362738-0.176853j -3.54587-0.699674j -2.00253-0.685011j -5.36915+0.119057j -4.18915-0.557736j -2.34079+0.394724j 2.2709-0.00695325j -0.572152-0.300022j 1.9474-0.5157j -3.16158+0.410118j -2.20767-0.714367j 4.9044-0.143816j 0.622046-0.330601j -2.98174+0.138723j -1.29115+0.279747j 2.43756-0.0544597j -0.913869+0.0133513j 0.917172-0.0615843j -1.25443-0.317808j 1.04547+0.31323j -1.15916+0.26599j 0.38247-0.0374592j -0.550917+0.00805206j 0.0880654+0.0177903j 
-0.291036-1.20525j -1.23185+0.799691j -0.287264-0.728035j -0.338974-0.854568j -1.25748-0.0644367j 0.692405+0.21733j 0.401622+0.424447j -0.0294141+0.145028j -0.430782-0.28308j -1.02905+0.295482j -0.492899+0.512175j -0.0208134-0.772893j -0.328001-0.717045j -1.13261-0.661674j 0.120495+0.225503j 0.208596-0.374254j 0.202218+0.964719j -0.27645+0.718828j 0.485027+0.246898j 0.526163+0.201747j -0.33389-0.152919j -0.645234+0.524873j -0.329153-0.685887j 0.300268+0.47828j -0.250247+0.0956039j -0.592221+0.202397j -0.0781204-0.47186j -0.46249+0.307705j 0.50292+2.56202j 0.253186+0.0817737j -2.40878+0.967113j -0.130237+1.91285j -0.097094+0.609334j 0.901876+0.680436j 0.654216+0.414593j -2.66176+0.566321j -0.165304+1.02673j -1.14958-1.15746j -0.346172+0.199655j 0.323767-0.400826j -0.334656-0.758686j 0.290541-0.586812j 0.0851536-0.956024j 0.924733-1.23236j 0.336336+0.970723j -0.462216-0.457978j 0.0836587+1.2728j -0.39591-0.0487429j 0.212572-0.252823j 1.51328-0.0691914j 0.193254-1.06252j 0.0792022+0.222657j 0.520246-0.974489j -0.459342+1.00791j -0.342422-0.544889j -0.804981-0.0589207j 1.7261+0.0506384j -0.245915-0.752178j -0.542359+0.171171j -0.596171+0.727235j -0.187677-0.833069j -0.0325021+0.0872575j 0.750391-0.0915677j 0.705463-0.0960822j 0.313053-0.00433697j 0.0892421-0.236656j 0.610553-0.00370677j -0.130679+0.0661266j -0.110368-0.113695j 
-0.843691-0.917541j -0.284259-0.641796j 0.279319-1.06557j -0.146775+2.40382j 1.14534-0.286708j 1.65711-0.403689j -0.0563523+0.939256j -1.87996-0.349488j -0.425993+1.90434j 0.443031+0.582008j -0.884436-0.733634j 0.697143+0.0221478j -0.604394+0.178706j -0.431467+0.808596j 0.205591-0.27549j 2.58547+0.239128j -0.142428-0.733822j 1.24319+0.314614j 0.107022-0.738777j 0.187299+1.66461j 0.671934-0.203513j 0.649483-0.999619j -0.990511+0.277756j -1.17338+0.381238j -0.555202+0.836421j -0.733708-2.22671j -0.592498-1.16734j 0.0839124+0.525668j -0.558645+0.0769672j -0.636972+0.246473j 0.603304+0.280568j 0.0475924-0.276452j -1.27553+0.248559j 0.129921-0.151865j -3.4332+0.194764j 0.458169-0.133215j 0.888015+0.204734j 4.8549+0.619627j 2.52167-0.595452j 6.39935+0.190119j 0.183174-0.0167935j -8.19072-0.402706j -4.23551+0.0887504j -5.44538-0.0397387j -5.03951+0.195369j -0.401286-0.209367j 5.48193+0.251701j 3.89048+0.68543j 10.2506-0.192558j 6.40138+0.19335j 4.32132+0.0271711j -4.11487-0.586034j 1.70555-0.747234j -5.47695-0.194355j 5.14314-0.0425883j 3.0872-0.130311j -8.29647-0.277107j -0.313065+0.358463j 6.2096+0.520717j 1.54916-0.732666j -5.30073+0.3002j 1.92891-0.0520681j 0.516669+0.19182j 2.5605-0.150349j -0.958343-0.499656j 1.92322+0.733213j 0.437677+0.237122j 0.118673-0.145986j 0.359656-0.167761j 
-0.0983951-0.272424j 0.25646-0.0358219j 0.550735+0.0813461j -1.01835+0.690819j -0.0524383-0.659918j -0.32991+0.0797286j 0.997517+0.573133j -0.153601+0.733753j 0.661111-0.761553j -0.91526+0.0107943j -0.4875+0.495517j 0.470683+0.374765j 0.800084-0.12357j 1.54997+1.14019j 0.171071-0.324111j -0.18496-0.887212j 0.396858-0.0274698j 0.137883+0.504043j -0.864753-0.184209j 0.636111-1.2928j -0.86697+0.461445j -1.2339-0.546929j -0.431704-0.134237j 0.0758858+1.52706j 0.441369+0.78928j 1.17269-0.786279j 0.685668-0.647487j -0.839346+0.256665j -0.43631+0.0596341j -0.868788-0.122932j -0.556532+0.515564j 0.16036-0.527003j 0.18743+1.3679j 0.0825359+0.714253j 0.930767-0.642623j 0.929519-0.543506j 0.220242+0.232885j 1.21619+0.475981j 0.730333+1.4124j 1.01769-1.20726j -0.775881-0.115874j -0.517255+0.800537j -0.92181+0.162528j 0.1707-0.145749j -1.68577+1.49702j 0.895203+1.28994j 0.205439-1.18051j 0.713336-0.2674j 1.1633-0.219627j -0.0117285-0.236189j -0.632833-0.961633j -0.691689+0.797034j -0.795719+0.207663j -0.239013+0.643103j -0.285974+0.322053j 0.557262-0.248636j -0.523166+0.914058j -0.681551+0.194197j -0.338148-0.0644023j 0.219447+1.72417j 0.772131+0.638431j -0.954208+0.491979j 0.13045-0.267623j 0.305923+0.899256j 1.97534-0.701955j -0.103538+1.27775j 0.301813+0.861502j 0.324552-0.695013j 1.05811-0.426943j 
-0.802771-0.17281j 0.194582-0.0265702j 0.643735+0.0913089j 0.191742-0.43641j 0.729771+0.831624j -0.266625+0.078111j -0.309612-0.557797j 0.673523+0.183925j -0.0889081-0.725793j -0.350528-0.735691j 0.0793336-1.05639j 0.348077-0.387028j 0.252851+0.0671497j 0.0294975-0.454436j -0.0245386-0.243723j -0.359626-0.2905j -0.0125652-0.071894j -0.0515815+0.271008j 0.755402+0.177026j 0.430056-0.161131j 0.0935214+0.0644608j 0.120367-0.00810212j -0.711801-0.313414j 0.428289+0.0150758j -0.029868+0.304876j -0.00867203+0.172072j -0.24339-0.0300398j 0.139234-0.122716j -0.151692-0.978374j -0.168558-0.0919644j -0.114482-0.246294j 0.244467+0.957651j 0.45738-0.490596j -0.0981989+0.591412j -0.626489-0.0425149j -0.603166-0.531103j 0.668599+1.0997j 1.83054+0.53445j 0.45666+0.00893969j 1.39937+0.392278j 0.422048-0.47233j -2.2604-0.366639j -0.512371-0.385613j -1.1623-0.858738j -0.93942+1.06464j -0.305985+0.222393j 2.29542-0.0204348j 1.3337+0.523731j 2.34909+0.280526j 2.16654-0.193458j 0.562812-0.302988j -1.00795-0.159445j 0.367744+0.673905j -0.369993-0.278849j 1.00127-0.549606j 1.81628+0.0822506j -2.0392+0.21616j -0.409259+0.953075j 0.977451+0.270114j 0.554618-0.66584j -0.913206-0.0735179j 0.340848+0.0516565j -0.587521+0.883865j 0.542729+0.482184j -0.768467+0.177509j 0.238817-0.325577j -0.109169+0.539417j 0.287195-0.378229j -0.00101647+0.0696747j 
-0.331822-0.402384j 0.58036+0.0870902j 0.23401+1.20288j 0.571033+0.0119542j 0.241752-0.95884j 0.959476+0.358694j -0.0705587-0.395711j 0.00792098+0.537236j 0.677753-0.0832672j -2.81676e-05+0.658144j -1.30146-1.08085j -0.375875+0.524083j -0.424962+0.325571j 0.559117-0.656546j -1.48885+0.297564j -0.842215-0.655379j -1.14159+0.310205j 0.599036+0.0866051j 0.336848-1.70808j -0.577214-0.224494j -0.0550743-0.82057j 0.0989211+0.374293j 0.38508-0.193264j -0.283602+0.906692j -0.56992-0.817062j -0.408213+0.693316j -0.974759-0.896269j -0.522675+0.677531j -0.355213-0.232859j -0.199858-0.552157j -0.856198-0.133325j 1.00226+0.646317j 1.12538-0.024712j -0.508272-1.03704j -1.22208+0.534775j 1.46198-0.462769j -0.304474-0.261346j 0.160453+0.0463871j -0.568352+0.507806j 0.5289-0.191244j -1.09638-0.091595j -0.516885+0.498868j 0.114507+1.67788j -2.25103-0.306455j -0.405231+0.296904j -0.216506-1.4144j 0.16893+0.889393j 0.733798-0.310225j 1.23144+0.0549115j -0.385688-0.559307j 0.818786+0.271685j -1.52328+0.912163j -1.19898+0.674533j 0.0715855+0.358779j 1.81439+1.05412j -1.52187+0.492778j -0.470233-0.337472j -0.716794-1.06222j 0.423406-0.373311j 0.0331826-0.433557j -0.292428+0.590533j -0.187522-0.432519j 0.309084+0.957587j 0.191855+1.46145j -0.959803-0.0451518j -0.390719-0.940717j 1.42108+0.570462j -0.282299-0.743237j 0.472529+0.188553j 
-1.15456-1.61937j 0.643325-0.0194693j 1.27029+1.18436j 0.757023-0.149283j 0.227424+2.78897j -0.34829-0.313121j 0.164254-1.0015j 0.702902+1.17882j 0.963962-1.05823j 0.949577-1.36178j 1.87913-1.99873j 1.45228+0.0141357j 0.408274+0.306346j 0.615016-0.829339j 0.734322-0.460437j 0.114194-0.557515j 0.378389-0.651617j -0.192887+0.344544j 1.11373+1.3975j 0.79186+0.999593j 0.0668813+0.504654j 0.486419+0.330063j -1.09481-1.90846j 0.510108+0.630918j -1.24533+0.500687j -0.100282+0.0653042j -0.804592-0.63916j -0.0160882+0.594798j -0.536562-0.309006j 0.0472814-0.468758j 0.0662522+0.19636j 0.911926-0.278047j -0.372743-0.420524j 0.21252+0.189559j -0.70877+0.0953514j -0.209453+0.344406j 1.37837+0.295225j 0.950018-0.307282j 0.540264-0.0647169j 1.18403-0.0605679j -0.299907-0.156726j -1.69701+0.198472j -0.504556-0.229966j -1.17461-0.470075j 0.0797457+0.0549828j -0.0722201+0.03828j 1.26308-0.866844j 1.02783-0.144199j 1.87305+0.301107j 0.850321-0.636122j 0.200483+0.199005j -0.65055-0.143029j 0.495184+0.232674j -0.526195-0.595528j 0.423121-0.153574j 1.07932-0.456565j -1.3113-0.0260774j 0.217126+0.712742j 0.881909+0.44213j -0.0575133-0.352386j -0.731944-0.0908154j 0.292981+0.134857j 0.342857+0.555936j 0.725559+0.192996j -0.185155+0.497532j 0.0593208+0.161113j 0.225737+0.306084j -0.102608-0.260811j 0.118331+0.0432977j 
-2.09868+0.168105j 0.970601+2.29834j -1.28293+0.154497j -1.71116+0.361116j -0.280454+1.75928j 0.5584-0.974569j 0.623138-0.559943j 0.40525-0.33898j -0.610057+0.603501j 0.0660245+1.52059j 0.671116+0.895615j -1.08853+0.0776877j -1.16975+0.138387j -1.22819+1.41326j 0.194963-0.148148j -0.548418-0.245206j 1.24027+0.0453224j 1.03864+0.652844j 0.437883-0.692992j 0.302583-0.763923j -0.287131+0.39758j 0.462869+0.96563j -1.01181+0.259303j 0.702237-0.300179j 0.146246+0.25416j 0.23829+0.639681j -0.525301-0.0552022j 0.110783+0.50306j 1.71237-0.48894j 0.10137-0.314433j 0.490691+1.61175j 1.34533-0.0163386j 0.547547+0.339303j 0.579862-0.261976j 0.577494-0.285802j 0.341933+1.68804j 0.181336-0.266815j -1.43335+0.440115j 0.00590598+0.0668763j -1.05193-0.339921j -0.614341+0.0537591j 0.65828-0.0990525j -0.198838+0.00884916j 0.0302969-0.0799063j 0.938886-0.1943j -0.0920369+0.0665845j -0.21815-0.0497601j -0.662223-0.0179363j -1.30468-0.177242j -0.956672-0.842936j -0.995859-0.0430857j 0.714775-0.00398325j -0.568836-0.207795j 1.06591-0.140493j -0.848762+0.190311j -0.278835+0.505247j 1.00307-0.800368j -0.417028-0.00945629j -0.65106+0.320539j 0.45276+0.295247j 0.007483+0.0945779j -0.163993+0.0279392j -0.0194817-0.238727j -0.375355-0.574535j 0.269445-0.210428j -0.545574-0.0501435j -0.0537816-0.247308j 0.00848918-0.0387608j 0.0178831+0.112898j 
0.892805-0.455428j 0.469682-0.481571j 0.99971+0.268407j -1.60675-0.0685721j 0.46507+0.139928j 0.159966+1.37328j -0.717121+0.183903j 0.389382-1.47473j -1.22347-0.572817j -0.619695+0.244532j -0.056545-0.879006j -0.0123136+0.515844j 0.0664548-0.682041j -0.185818-0.645988j -0.114836+0.172398j -0.473029+1.80926j 0.119869-0.0524155j -0.316006+0.794463j 0.449797-0.210755j -1.20377-0.184624j 0.12475+0.394238j 0.506833+0.270439j -0.0608338-0.658253j -0.182346-0.680116j -0.591283-0.487885j 1.74992-0.353327j 0.857341-0.408205j -0.520666-0.0634739j -0.487383-0.889453j -0.23912-0.413081j -0.850853+0.36776j 0.685621-0.339968j -0.843819+1.17015j 0.415811+1.97144j -0.674845+0.778528j 0.516148-0.104585j -0.335739-1.50582j -1.1445-0.492724j 1.25038-0.587028j -0.544734-0.903069j -0.303039-0.900099j 0.755383-0.303508j -0.159966-0.299664j 0.0539839+0.771763j -0.139296-0.259516j 0.332393-0.903105j -0.836319+0.618113j -1.22262-0.537429j 0.438855+0.587576j -0.431109-0.097201j 0.0543888+0.384135j 0.701106-0.184888j 1.18036-0.152417j 0.0923662-1.87175j -0.0119912-0.0121865j -0.0061026+0.46582j 0.443633-0.125709j -0.53464-1.11114j -0.62751+0.892822j 1.3013-0.201405j -0.95725-0.345041j 0.0885006+0.138593j 0.0446258+1.21018j 0.218749-0.917822j 1.05577-0.116283j -1.61924+0.267547j -0.178304+0.615373j 0.250508-0.880616j 0.417872+0.448408j 
-0.824306-0.670669j -0.551074+1.11773j -0.513218-0.488837j -0.605147-0.404291j -0.630808+0.454818j 0.591012-0.270968j 0.467447-0.0153836j 0.288395+0.18513j -0.315472+0.22206j -0.135411+0.69527j -0.116919+0.702432j -0.569769-0.246955j -0.476432-0.214066j -0.83409+0.272049j 0.103177-0.0686152j -0.0990489-0.330045j 0.239662+0.208398j 0.358175+0.467991j 0.215529-0.235965j 0.176376-0.0796081j -0.112545-0.000940866j -0.010851+0.31859j -0.265516+0.0131946j 0.256611+0.0334936j 0.183143+0.131371j -0.0717389+0.243356j -0.244066-0.155906j 0.116+0.12392j 1.306-1.20138j 0.0626872-0.0742406j 1.31314+0.960996j 1.08862-0.472382j 0.586551-0.173503j 0.0873602-0.663131j 0.58012-0.515003j 1.13836+0.963604j 0.297427-0.406799j -0.554857+0.980623j -0.117745+0.0757967j -1.40903+0.190773j -0.212634+0.35861j 0.650284+0.155939j 0.0434556+0.457356j -0.32785+0.244024j 0.931169-0.627985j 0.0293588+0.435098j -0.0143905-0.815333j -0.359782+0.0694599j -1.69157-0.236397j -1.67402-0.801568j -1.25026+0.332361j 0.699215-0.0418681j -1.00817+0.236795j 1.53723-0.262739j -0.898025+0.328958j -0.0859364+0.496182j 0.404602-0.732453j -0.298433+0.628577j -0.549164+0.135444j 0.402079-0.151995j 0.430156+0.555839j -0.216671-0.0466338j -0.471437-0.220743j -0.799741-0.32525j -0.0989182-0.144015j -0.44675-0.0661093j -0.272214-0.321657j -0.00274549+0.012547j -0.0180242+0.12012j 
1.06491-1.02608j -0.0419386+0.693389j -0.88677+0.802596j -0.206573+0.50118j -2.10141+0.108651j 0.420724-0.108105j 0.573711+0.153635j -0.845278+0.1789j 0.438553+0.667343j 0.642895+0.94729j 1.17929+1.40456j -0.124932+1.08546j -0.435506+0.154379j 0.272968+0.301134j 0.163406+0.66547j 0.328681+0.177703j 0.471911+0.540762j -0.262737+0.141855j -0.860642+0.635635j -0.89824+0.493819j -0.460991+0.00787845j -0.311625+0.414617j 1.40812-0.757347j -0.469366+0.384416j -0.303203-1.0142j 0.0629014-0.212088j 0.53048-0.680319j -0.461231-0.168959j 0.256315-1.40012j 0.295956+0.112801j -0.763742-0.278854j 0.0894623+1.9565j 1.82365-0.0132873j 0.132577+1.08571j 0.939856-0.00372188j -0.960172-1.17541j -0.957226+1.69914j -0.653633+0.777861j -0.65751-0.0846383j -1.89669+0.508874j 0.312369-0.861211j 1.65165-1.14434j 1.64692-0.187834j 2.1694-0.747202j 0.883226+1.62934j -0.256751-0.348044j 0.130245+0.903712j -0.737326+0.91948j -2.59263+0.713597j -0.388155-0.00125972j -1.243-0.559345j 1.07606-0.135375j -0.74076+0.783284j 2.20855-0.299465j -1.05201-0.667731j 0.727589+0.900334j 2.01786+0.180059j -1.26467+0.610744j -2.27356+0.227619j 0.311926-0.854039j 1.37358-0.176454j -0.67386+0.0447311j -1.04043+1.10139j -1.12685+0.661935j -0.679695-0.0241101j -0.809919-0.425558j -0.591871+0.762321j 0.295355-0.558674j -0.0438935+0.254559j 
-0.615898+2.7333j 3.07939+0.0350532j -0.580772+1.70844j -0.281771+1.84632j 1.61261+0.933084j -1.1114-1.05743j -0.451589-0.894005j -0.169391-0.624018j 0.527772+0.661775j 1.30298+0.554331j 1.32707-0.360843j -0.306066+1.00763j -0.263357+1.28181j 1.02789+1.83693j -0.129846-0.143573j -0.791722+0.245471j 0.790079-0.999297j 0.95465-0.921062j -0.511756-0.625848j -0.4972-0.922473j 0.0410118+0.475056j 0.932148+0.208491j -0.145535+1.14319j 0.191209-0.727716j 0.344865-0.129369j 0.490861+0.418406j -0.217865+0.607734j 0.401236+0.236025j 0.465001+0.291043j -0.113846-0.22285j -0.316365+0.455815j 0.162898+0.447296j -0.193016+0.115534j -0.0200522+0.10583j -0.967811+0.0892523j -0.411338+0.722043j 0.654108+0.774705j 0.555748-0.209737j 0.777301+0.262472j 2.3907-0.521214j -0.121082-0.00126836j -2.2217-0.205411j -1.10573-0.413752j -1.45099-0.687967j -1.04712+0.798582j -0.356432-0.155854j 1.91234+0.70699j 0.942884+0.227633j 3.05638+0.0701304j 2.86358-0.113748j 1.31389-0.514016j -1.17139+0.106449j 0.616281-0.412199j -1.49075+0.671901j 1.65424-0.275628j 0.5035+0.255367j -1.9457-0.113548j -0.308611-0.278291j 1.5912+0.0418358j 0.398647+0.26986j -1.62215-0.332017j 0.530083+0.0564543j 0.164467-0.0788395j 1.20955+0.00885293j -0.272188-0.118026j 0.655756-0.167722j 0.230832+0.0147354j 0.174947+0.0600875j -0.017058-0.0622397j 
-2.02979-0.585544j -0.15559+2.13228j -1.10445-0.465724j -1.27763-0.284867j -0.587595+1.10404j 0.759606-0.734734j 0.49503-0.192923j 0.487015-0.282038j -0.464774+0.229352j -0.706864+0.718572j 0.224923+0.638432j -0.41957-0.413581j -0.814635-0.461845j -1.41654+0.320782j 0.08906-0.118016j -0.0622803-0.602351j 0.564185+0.68715j 0.516176+0.832019j 0.692323-0.166607j 0.837499-0.192229j -0.324259-0.0404379j -0.331309+0.63306j -0.959228-0.337852j 0.545077+0.275027j -0.0653321+0.260417j -0.541157+0.314076j -0.453328-0.310429j -0.487511+0.32215j -1.56149+1.81133j 0.197134-0.0185584j -1.6587-1.18481j -1.20937+0.433915j -0.966244+0.507343j -0.176447+0.778756j -0.862626+0.683879j -1.77623-1.07868j -0.497463+0.343552j 0.933224-1.94422j 0.119563-0.0169794j 2.40985+0.075129j 0.0517091-0.597168j -1.01294+0.0793729j -0.0536974-0.548491j 0.0294663+0.136888j -1.63063+0.759922j 0.11163-0.551661j -0.171216+0.739068j 0.527805-0.325483j 2.35741+0.26946j 2.1166+1.36892j 1.977-0.155938j -1.11914+0.109704j 1.43529-0.1925j -2.32862+0.078537j 1.48207-0.200504j -0.0617023-0.657431j -1.10889+1.21094j 0.6571-0.797386j 1.10368-0.293919j -0.674589+0.0104882j -0.486105-0.478731j 0.313539-0.0181756j 0.633498+0.47037j 1.05783+0.522387j 0.129834+0.24629j 0.637101+0.129771j 0.392651+0.401491j -0.0599278+0.000148401j 0.0855187-0.19015j 
0.0702156-0.0991988j -0.135374+0.0969233j -0.0401089-0.210451j 0.0482814+0.180529j -0.223099-0.0360028j -0.171801-0.414459j 0.254408-0.0932832j -0.671977+0.0783921j 0.304093-0.262654j 0.0564888+0.0607015j 0.251794-0.0353956j -0.078057-0.493406j -0.146397+0.181287j -0.00779032-0.0784358j -0.0865867+0.183723j -0.192883+0.553187j -0.333362-0.461475j -0.666276+0.097322j -0.191353-0.639524j -0.0565649+0.193516j 0.711584+0.0660722j 0.29468-0.755568j -0.666176-0.29192j -0.282745+0.121319j 0.4856-0.125535j 0.355412+0.332112j -0.335435+0.483202j -0.926884+1.38492j 0.511612-0.208234j 0.981376+0.877644j -0.734028-0.214993j -0.0830992+0.250326j 3.26707-0.18911j 1.5226+0.432375j 6.61637-0.322721j -0.85962+0.496927j -3.00287-0.00249292j -8.31245-0.0325142j -4.76728-0.704625j -12.2225-0.0326745j -1.45813-0.481374j 14.6137+0.618437j 7.30908+0.545739j 11.0501+0.0998486j 9.77572-0.562078j -0.494902+0.490403j -9.43654+0.221521j -7.93376+0.74846j -17.5395+0.498306j -11.7068+1.23284j -7.24022+0.128234j 6.28208-0.0675204j -2.95642-0.0475738j 8.64253+1.47295j -9.29663-0.875921j -3.90548-0.210068j 14.7392+0.801746j 0.112764+0.18157j -12.4599+0.663193j -2.55012+0.482578j 9.20266+0.957787j -2.74287+0.324251j 0.0198389+0.682712j -6.10304+0.552065j 2.39326-0.697833j -2.73623-0.0496388j -1.39718-1.22086j -3.24597-0.959192j -0.934666+2.33247j 
0.199254+0.122144j 0.11139-0.312442j 0.566513-0.0386615j 0.465637-0.411427j -0.036148-0.234218j 0.102711+0.324771j 0.60999+0.268281j -1.13761-0.620317j 1.00788+0.468525j 0.383347-0.187889j -0.0121848+0.222828j 1.2224+0.0581339j -1.53898+0.137924j -0.612911+0.371978j -0.0966109-0.253718j 0.0226032-1.10645j 0.508568+0.0347593j 0.22536-1.18666j 1.26482-0.00313393j -0.270117-0.178337j -0.432752+1.17016j 0.859722+1.0498j 1.03283-1.00122j -0.142085-0.43243j -0.0522357+0.758106j -0.502751+0.047789j -0.505925-0.694344j -1.22647-2.46983j 0.955586+0.433961j -1.96388+0.621517j -2.1027+0.0942625j -0.99771+0.26066j 9.9961+0.0230751j 3.88538+0.0249937j 20.3348-0.160469j -3.18476+0.111185j -8.88757-0.0107441j -25.9989+0.498568j -14.2759+0.249844j -35.8011-0.10014j -2.18502-0.496207j 41.5403+0.462974j 20.927+0.0477937j 32.0319+0.17676j 26.6827+0.914465j -0.247204-0.533839j -27.4963-0.214619j -22.3261-0.619091j -54.2644+0.6204j -35.3688+0.04741j -22.8895+0.368136j 21.7615-1.13739j -9.39643+0.077476j 23.1001+0.393103j -28.3206+0.569983j -14.0549+0.808413j 44.0446-0.274984j -1.67834+0.525608j -32.7279-1.49451j -9.37167+0.300314j 26.307+0.302663j -10.0988+0.640926j -0.171605-0.428286j -17.6583-0.446258j 5.97364+0.743268j -10.2319+0.452718j 0.303621-1.07637j -1.71089-2.58902j -3.05366-0.658386j 
0.136398+0.172705j 0.441887-0.216205j 0.701858-0.0283695j 1.29028+0.0349039j -0.481545-0.261892j -0.724141-0.262044j 1.25678-0.251737j -2.58773+0.226375j 1.77681-0.15925j 0.231666+0.194761j 1.47745-0.224836j 0.803148-0.713718j -1.93426-0.131966j -1.37032+0.515302j -0.0053033-0.178785j 0.870575+0.279778j -0.975963+0.490157j 0.310217+0.443753j 0.397356-0.194803j -0.0178248-0.206813j 0.459082-0.806892j -0.404559+0.262438j 0.299036+0.0446361j -0.411867+0.36791j -1.06955-0.48736j 1.24683-0.684958j -1.05073+0.396403j -0.16623-0.631909j 1.77345+0.155445j -0.558977+1.04588j -3.84756-0.0714915j -2.21891-0.00659746j 19.8643-0.314565j 7.65884+0.536267j 41.0613+0.107051j -6.20106+0.0900477j -18.1834+0.0280791j -53.4547-0.106489j -29.4325-0.170041j -73.5582+0.403223j -6.60794-0.694522j 85.2273+0.045181j 42.6513+1.64784j 64.5906+0.116333j 53.8357-0.463702j -0.53156+0.0716746j -55.8288-0.248892j -44.6511+0.580036j -109.803-0.845865j -69.6203+0.424351j -46.5697-0.334033j 43.2258+1.02218j -18.3962+0.558346j 49.15+0.172461j -60.2585+0.255851j -29.0251+1.05827j 91.1714-0.104471j -3.29767-0.612055j -64.8578+1.42518j -17.623+0.142337j 56.0397-0.647631j -20.3298-1.28788j 1.13535-0.729063j -33.5355+0.134629j 9.24347+0.664514j -19.8909+2.25023j -3.17593+0.31529j -4.21573-0.0203246j -2.85936+0.205505j 
