0.168562-0.0816108j 0.308562+0.0569917j -0.41704+0.0677984j 0.75081-0.18147j -0.00286306-0.910457j 0.483335+0.0403717j 1.14313-0.23007j -0.271827+0.509319j 0.720018+0.348979j -0.126323-0.323334j 0.175742+0.0395891j 0.315534-0.619571j 0.40899-0.743213j -0.165428-0.9343j 0.427457-1.02399j -0.90613-0.060638j -0.043208+0.121316j -0.558941-0.0108567j -0.317176+0.341573j 1.47174+0.0460466j 1.4163+0.0654638j -0.0139451+0.657867j -0.349281+0.434333j 0.737149-0.572919j -0.27154+0.174303j -0.647672-0.970226j -0.842592-1.42929j 0.122649-0.772869j 0.055327-0.982086j -0.189202-0.383927j 0.210173-0.391041j 0.019468-0.879493j -1.13025-0.169967j -0.509694-0.901674j 0.123733-1.32924j 0.723684+0.989929j -0.0214289-0.992122j -0.210163+0.120607j -0.374375+0.220749j -0.38068-0.429058j 0.230302-0.699671j -0.948201-0.190832j -0.658551+0.139647j 0.931756-0.394685j -0.257518+0.548387j 0.917262+0.377916j 0.507968+0.849506j 0.624683+0.490157j -0.00997271+0.635327j -0.647101+0.0874588j 0.461632-0.218782j -0.823659-0.605596j 0.45076+0.310463j 0.316883-0.536761j 0.615719-0.245372j -0.688579+0.132481j 0.394118-0.00487369j -0.656889+0.934181j 0.526151+0.508181j 0.433796-0.382271j 0.83125-0.35919j 0.0350789-0.0337405j -0.228364-0.505272j 0.743655-0.214098j 0.00714747-0.13317j -0.217614+0.187203j 0.0556758-0.355417j 0.518984+0.640889j 1.3189-1.14225j 1.4369+1.13916j 
-0.350573-0.104071j -3.51694-0.918942j -12.9634-0.776639j -1.7574+1.25741j -1.63733+0.117088j -26.6922-2.68597j 3.38285+1.4123j 19.9162+0.793124j -28.4017-4.80894j 39.6362+5.30815j -6.61452-1.72906j -57.0251-4.88268j 21.7556-0.575336j 1.36765+0.872891j -18.5077-2.17881j -68.592-4.57189j 63.8916+3.92895j -73.8985-5.1318j -56.4056-3.7047j -4.39824+0.374749j -23.9611+0.083891j -92.5661-4.94944j -73.0487-4.16394j -41.2578-1.99085j -60.8944-3.91212j 140.696+8.03951j 20.2844+1.71985j 29.5412+2.65748j -5.69716+0.527571j 74.6761+2.6521j 44.3531+1.03895j -92.4355-4.32984j 88.6728+4.76867j -40.7089-2.75391j -87.2275-2.19266j -1.25487+0.198812j 41.5481+0.872879j -88.8055-1.72864j 94.0532+3.1981j -43.0185-2.05535j -76.1419-2.33148j -4.9148-0.707466j 30.5659-0.532284j -20.8991-0.663593j 142.889+2.51074j -63.0537-0.801306j 41.7213+0.928364j -75.5166-1.23422j 94.2428+1.60856j -23.4187-0.664788j 3.26517+1.07001j -58.3373-0.998947j 76.2439+0.829298j -65.679-0.739931j 70.859+0.594858j -20.4982+0.770477j 1.76297-0.175488j -19.9694-1.84044j 59.6647-0.362769j -7.79388+0.774042j 44.0624-1.44402j -31.6632+1.76556j 20.1435+0.266205j 5.9437-1.31622j 28.973-0.371847j -1.12102-0.00210674j 0.695424+1.03686j 12.9749+0.562283j 4.12115-0.512532j 0.0892765+0.288783j 
0.127752+0.451305j -11.5157-1.18993j -40.3829+2.41592j -3.74715+3.02937j -3.11814+0.923361j -86.3436+0.44458j 16.9668+2.29576j 61.931-3.62492j -93.436-0.424019j 130.823-0.364154j -22.1746-1.93838j -178.962+4.76485j 64.976-8.11394j 3.89349+0.976204j -59.298-2.24028j -215.76+7.28291j 199.746-8.68668j -228.974+10.4978j -176.546+9.6191j -11.3638+3.56321j -73.7747+4.10949j -287.397+13.8927j -228.132+9.64472j -126.006+8.63173j -189.366+9.95056j 437.809-24.0622j 63.5115-2.35561j 94.1123-3.75319j -16.3746+3.43624j 232.813-14.054j 132.119-11.1916j -284.315+18.7013j 272.474-16.1463j -126.266+4.61641j -269.599+19.8665j -2.97767-0.476716j 123.733-11.3203j -270.662+20.2707j 283.314-22.3004j -134.988+8.7884j -232.162+18.4357j -16.7276-1.66984j 89.9713-10.5247j -61.7675+6.94504j 431.762-37.7577j -188.48+18.4963j 125.048-11.0364j -225.364+22.223j 284.518-26.9365j -73.3971+4.6178j 11.332+1.12589j -174.82+16.9655j 225.563-23.8758j -195.644+18.9879j 210.507-23.0671j -55.9458+9.46988j 4.04514-2.16896j -65.4327+0.778565j 174.268-18.7562j -19.8012+5.46761j 123.428-18.4879j -87.9965+14.8059j 62.052-4.6075j 14.0196-5.43678j 83.4043-11.9033j -3.86682-0.201023j 4.68165+3.61275j 40.0155-3.08803j 11.1117-2.17544j 1.206+0.747344j 
-0.0746383+0.200059j -0.385889-0.079469j -2.66471-0.185574j -0.235904+0.104593j -0.678942-0.446523j -3.76266-0.634186j 0.70134-0.448771j 3.27431-2.31631j -3.82047+0.0777324j 4.56535+0.636793j -2.89997-0.331321j -9.43686-1.42074j 2.20156-1.80329j 0.146652+0.321224j -1.27225-0.430306j -10.2222-1.81979j 10.4666+0.671173j -10.3897-1.0223j -7.31615-0.699677j -0.927231+0.764716j -3.15291-0.0819214j -14.1024-1.96809j -12.3302-0.100333j -7.50764-1.41653j -9.55394-1.19936j 22.1144+2.29533j 3.08257+0.274274j 5.21742+0.741545j 0.786221-0.155352j 12.2828+2.40497j 5.73936-0.692752j -15.2211-1.0786j 13.5024+1.48149j -6.24432-0.581631j -13.4754-1.32875j -0.000951295-0.188363j 6.1488+2.39509j -15.0399-1.00447j 14.3078+2.12889j -6.64256-0.836427j -12.5349-1.85358j -0.804474-0.84059j 4.99881-0.181457j -2.46668-0.419767j 22.9503+1.73942j -10.3018-0.806965j 6.91377+0.320989j -11.7457-0.865531j 14.8227+1.12162j -3.28355-0.552247j 0.647137-0.482639j -9.49513-0.467557j 11.3743+1.67096j -10.8245-1.29983j 11.8339+1.22103j -3.52508+0.11307j 0.0697614+0.460543j -3.26653-0.717615j 9.42586+0.53221j -1.29309+0.105209j 7.29134+0.0216798j -4.73099-0.7759j 3.16993+0.169351j 0.927575+0.0573069j 4.55937+0.520239j 0.255473+0.0840794j -0.0124313+0.194764j 2.14819+0.0907402j 0.521162+0.154651j -0.0609411-0.0143464j 
-0.0977071+0.589278j 2.12876-0.36565j 5.3534+0.256166j 0.473253+0.120329j -0.335823-0.532802j 13.735+0.964426j -1.86883-1.58012j -10.2703+1.13559j 14.4497+1.99097j -21.2785-1.73576j 3.91643+0.292809j 28.5072+2.24859j -9.61973+0.706482j -0.914759+1.18187j 8.98915-0.229598j 34.9827+1.99982j -32.1261-1.44892j 37.4247+2.08211j 28.0114+0.362323j 2.2569-0.0694545j 12.2509+0.667534j 46.9939+2.18653j 36.1285+1.27458j 21.0408+0.992354j 30.7446+0.981333j -70.7493-2.39928j -10.313+0.135268j -15.1382-1.12803j 1.3497-0.511883j -38.5816-1.42651j -22.601+0.361634j 46.4349+1.2513j -44.785-1.2038j 20.1505+0.749017j 44.2833+1.41971j 0.411983+0.288436j -19.9523+0.0779096j 44.9723+0.243681j -47.004-0.750519j 22.4065+0.38374j 38.0226+0.188643j 3.15468+0.343326j -14.6871+0.341558j 10.9359+0.0406896j -72.3793+0.545779j 30.9322-0.449894j -20.9326+0.048819j 37.0861-0.315001j -47.0728+0.667108j 12.1981+0.65304j -1.41661-0.520982j 28.9209-0.885571j -37.7267+0.147728j 32.7965-0.259212j -35.5395+0.6136j 9.75389-0.477077j -0.478309-0.0310858j 10.2555+0.851551j -29.5573+0.785976j 3.82725-0.596481j -21.7142+1.20049j 15.0992-1.12752j -10.3994+0.0195922j -2.99302+0.389855j -14.3445+0.843126j 0.808475-0.0802856j -0.624338-0.411878j -6.44801-0.56781j -2.34811+0.299273j -0.176047-0.306501j 
-0.108973-0.22378j -5.45675-1.63192j -19.1733-0.693514j -3.77306+3.12949j -1.16165-0.0420259j -38.6266-5.83885j 6.05908+2.82999j 28.2423+1.15579j -38.658-6.95139j 56.5757+8.01903j -8.68523-3.10947j -78.9956-9.13972j 31.8615+1.63187j 1.15302+0.195455j -24.1388-3.70804j -96.182-10.7883j 90.7914+7.94935j -103.403-10.9922j -78.6232-8.1616j -6.88269+0.353358j -34.039-3.76629j -129.025-11.9791j -103.92-8.94031j -57.1979-3.66555j -87.2426-8.44909j 198.475+17.146j 27.8438+3.10378j 40.6887+5.67602j -8.20589+0.0867263j 106.823+8.08481j 62.971+2.17594j -131.482-9.96377j 125.009+10.399j -55.6666-4.91094j -124.2-8.4834j -1.55949-1.58943j 59.0104+3.61711j -126.354-7.87444j 132.612+8.72523j -61.5484-4.26276j -107.416-6.81116j -7.19791-1.7136j 43.6067+1.1701j -29.5129-1.90219j 205.126+11.5231j -89.4945-4.31484j 59.5332+4.9997j -107.284-5.1216j 135.209+6.56242j -34.4468-2.40631j 3.84699+1.61402j -83.124-4.21842j 109.575+4.06105j -93.8108-4.27511j 101.254+3.2658j -28.5383+0.601284j 2.3769-0.392887j -28.6379-3.80548j 84.8871+2.47744j -11.0933+0.665366j 62.1976+0.867338j -44.8539+0.395673j 29.3645+1.64j 8.34997-1.47882j 41.7227+0.623691j -1.915+0.000366028j 1.25642+1.56148j 18.7102+1.02074j 6.09402-0.68546j 0.260256+0.134748j 
0.0735798+0.393574j -3.11247-0.392932j -11.1616+1.94322j -0.990131+1.39873j -0.947106+0.345741j -24.5744+2.08924j 5.33054+0.681083j 16.6445-3.5283j -25.9106+0.991411j 36.3222-1.7007j -6.60647-0.618619j -49.9142+4.42259j 18.3225-4.91667j 1.33031+0.220876j -16.5012+1.12004j -59.2039+8.05496j 54.9186-8.64877j -63.2138+8.75135j -48.7192+6.63215j -2.93272+0.857825j -20.5047+3.83579j -80.6852+11.9065j -62.6302+8.80034j -34.6717+6.02918j -52.6552+8.21063j 119.381-18.595j 18.2378-2.60301j 25.7965-3.9705j -3.818+1.48171j 63.0867-11.9719j 36.7046-6.97276j -78.4576+14.3491j 74.5081-12.5421j -34.7198+4.84191j -72.8873+14.1376j -1.14472-0.77908j 33.4363-8.03253j -74.1923+15.3525j 78.4219-15.3203j -36.6663+6.74408j -62.9732+11.927j -4.75978-0.747732j 24.9471-6.66944j -17.0051+4.86376j 117.205-26.0151j -52.0395+12.5141j 34.6075-6.65688j -60.9134+14.176j 78.3439-19.1101j -19.9318+3.51424j 2.66471+0.668471j -47.3406+11.6427j 62.062-14.8502j -53.9937+11.8274j 57.507-13.9611j -15.6197+4.8379j 1.43614-0.46974j -18.3158+1.45937j 47.3834-13.0857j -5.35531+3.19995j 33.5109-11.766j -24.0591+8.83727j 17.2032-3.04933j 4.17192-3.26417j 23.1043-7.47728j -1.35548+0.0993935j 1.2383+1.38393j 10.7978-2.14371j 2.69745-1.18948j 0.486245+0.36588j 
-0.572958-0.376382j 2.28584-0.171841j 10.3438-2.583j 0.499442-1.47656j 1.58487+0.389303j 22.1068-1.95085j -4.49369-0.515332j -15.8125+3.29027j 24.1063-0.501695j -34.0667+3.21448j 6.12117+0.975199j 45.8618-6.81788j -15.4653+6.52759j -0.99686-0.167692j 15.5692-0.450635j 55.2035-10.398j -50.9098+9.83345j 57.8858-10.9104j 43.9498-9.89552j 3.24707-1.02395j 19.4344-3.79443j 72.4933-16.2543j 57.322-11.7828j 32.4846-8.052j 47.7451-10.5123j -109.683+24.9683j -15.1241+3.12037j -22.9784+4.39046j 5.09775-1.79648j -58.219+14.5076j -33.5866+9.68056j 71.6943-17.1103j -68.0819+15.531j 32.32-7.11529j 67.8432-18.3535j 1.16709+1.00123j -31.2959+9.83656j 67.4245-19.4862j -70.8562+19.9231j 34.1607-8.76628j 58.1265-16.2003j 4.92324-0.355301j -22.5376+8.49376j 14.4308-4.91496j -108.086+33.2847j 47.1502-15.1664j -32.0989+9.05035j 55.9619-17.0911j -70.9997+22.5706j 18.045-5.51846j -3.26663-0.264721j 43.6787-14.2814j -55.6026+18.981j 49.1557-15.6884j -52.4647+18.4962j 13.6254-5.96348j -1.19526+1.41529j 16.5954-1.11545j -43.9495+16.1087j 4.74666-4.27488j -30.5212+14.275j 22.2651-11.9112j -15.5207+4.71002j -3.69132+3.61949j -20.5153+8.55872j 0.666854-0.16587j -1.31915-1.88504j -9.95106+2.89542j -3.06976+0.901204j -0.602784-1.0167j 
0.39753-0.972491j 5.6054+0.577452j 18.1932-1.24067j 1.79325-1.96157j 0.0610718-0.852735j 37.8586-2.95961j -7.18256-2.39487j -26.3788+2.77564j 42.2031+0.116999j -57.8588+0.373563j 10.7948+0.618596j 78.2833-5.06154j -27.197+3.79959j -2.86095-0.563653j 25.9956-0.865626j 93.6103-6.99789j -86.9777+8.18744j 99.9411-6.87315j 78.3882-5.99214j 4.6052-2.38973j 32.0951-3.25116j 124.894-10.3479j 97.9789-8.77242j 54.5802-5.39594j 82.7731-6.92788j -190.285+17.1206j -28.5326+1.88203j -40.9328+3.1547j 6.5841-1.83553j -101.441+10.6304j -57.9353+6.32023j 123.77-12.8099j -118.443+12.5048j 54.962-5.45489j 115.716-13.4611j 1.2566+0.935764j -53.6547+7.77492j 117.019-14.0349j -123.073+15.4195j 58.2456-5.17303j 99.351-12.8533j 7.97824+0.0907909j -37.7919+6.03484j 27.396-4.26022j -185.836+24.2231j 81.0053-11.9039j -54.0212+7.09538j 96.373-13.3355j -122.112+16.6177j 31.4325-3.51064j -4.45671-0.977655j 75.4765-10.2619j -98.2914+14.6152j 84.5626-12.2647j -90.6099+13.3925j 23.6427-6.2159j -1.85792+0.0314239j 28.3273-0.88043j -74.4823+11.8688j 8.65879-3.39562j -53.4225+11.8934j 36.2807-9.44249j -26.7164+2.99198j -5.34028+3.11735j -35.7368+7.02671j 2.0525-0.644982j -1.94247-1.61517j -17.801+2.30975j -4.16385+1.63185j -0.812658-0.0951284j 
0.278078-0.429112j 1.00589-0.000865748j 3.26031+0.0457272j 0.179296-0.109917j -0.370406-0.274331j 5.45615-0.110006j -1.0302-0.764689j -4.87253+1.80653j 6.79093-0.147307j -8.63893+0.0206384j 2.72592+0.53881j 12.8995-0.0125519j -3.85597+1.71918j -0.816381-0.192978j 3.42094-0.646577j 14.563-0.484011j -14.2266+1.0439j 15.5138-0.865767j 12.1601-0.984518j 1.25493-0.970557j 4.61667-0.653855j 19.7065-0.836069j 16.1116-1.23183j 9.20025+0.174249j 13.2865-0.340583j -30.772+1.739j -4.99372+0.168847j -7.08648+0.215738j -0.0977596-0.802342j -16.3387+0.166391j -9.10915+1.54912j 20.4095-1.31258j -19.2959+1.57353j 9.27641-0.795786j 18.0951-1.53802j -0.174084+0.206487j -8.22789+0.255111j 19.3131-1.42739j -19.7358+1.76444j 9.42033-0.170269j 16.1293-1.42064j 1.11459+0.200882j -6.08234+0.838461j 4.3985-0.69355j -30.3831+2.64216j 13.4136-1.52098j -8.71852+1.04586j 15.522-1.81901j -19.8828+1.98601j 4.64761-0.117525j -0.726658+0.256681j 12.635-1.47787j -15.7475+1.49933j 13.818-1.19512j -15.2695+1.23617j 4.14168-1.24738j -0.0122078-0.477114j 4.29804+0.337j -12.2723+1.53873j 1.66298-0.602796j -9.3398+1.92608j 5.7332-1.18563j -4.27062+0.410003j -0.892123+0.348391j -5.92396+0.952502j 0.124267-0.27147j -0.102643-0.213155j -3.06923+0.27223j -0.483139+0.279648j -0.0845588+0.0325143j 
-0.243736-0.229761j 10.3642+1.53544j 36.4419-1.12738j 4.37285-3.71539j 3.10586-0.0250511j 77.6607+1.56848j -14.3353-2.47694j -55.8968+2.18616j 81.774+4.66807j -116.055-4.36449j 19.5873+3.27161j 159.815+1.7124j -58.5984+4.31413j -3.76703-0.0244579j 51.8583+2.16284j 192.642+0.698893j -179.73+2.45473j 206.64-0.10792j 157.97-1.66884j 10.0602-1.65939j 67.0844-1.01705j 258.572-2.95694j 205.414-2.93427j 113.73-3.09144j 171.975-2.01049j -392.861+6.57776j -56.5422+0.256682j -82.5207-1.0499j 14.2005-1.89642j -210.411+6.1694j -121.869+5.75497j 257.269-7.02882j -244.961+5.11872j 111.906-1.80578j 243.17-8.00147j 3.2981+1.34696j -113.312+5.42494j 246.02-10.4573j -257.025+9.32424j 121.226-3.81223j 209.452-8.29932j 14.8212+2.07521j -83.232+6.09516j 56.4948-3.19027j -393.723+19.1823j 171.829-9.41483j -114.571+4.00303j 204.947-10.9345j -258.92+14.1494j 66.3047-2.66591j -9.50313-2.1656j 158.734-8.22894j -207.144+12.8214j 179.445-9.88815j -192.425+12.4597j 52.6772-5.6353j -4.58609+1.38548j 58.0789+1.14647j -160.215+11.4199j 19.248-3.89237j -115.187+11.6188j 82.0276-10.0067j -56.2613+2.05326j -14.2295+4.304j -77.2933+6.96186j 3.56268-0.35825j -3.61547-3.0046j -36.0175+1.51577j -10.6111+1.64119j -0.780174-0.616854j 
0.614821+0.580128j -9.79356-0.688546j -33.4316+2.54608j -2.21177+2.06597j -3.18652-0.125972j -73.2806+5.30329j 14.5946-0.317023j 51.7987-4.55324j -79.1672+1.33742j 110.028-3.04367j -19.6174-1.21387j -151.651+6.97068j 52.9363-7.2134j 3.93401+0.15287j -50.6205+0.218544j -181.524+10.3501j 168.54-12.5876j -194.423+11.3366j -149.731+10.1908j -7.69066+2.32229j -63.7504+5.46361j -243.166+15.8575j -191.873+14.1737j -105.957+7.79796j -159.783+11.9221j 366.989-27.1659j 53.3577-3.36068j 78.1462-4.333j -12.6072+2.48427j 196.738-17.2243j 111.489-10.0229j -238.61+20.6245j 227.431-17.6294j -104.572+7.43339j -226.273+20.0312j -3.56182-0.500648j 103.41-11.2638j -227.405+22.6143j 236.505-21.7909j -112.81+9.69368j -193.924+18.4429j -15.2631-1.48298j 74.9659-9.93953j -50.8548+6.35975j 359.578-39.3183j -156.406+17.7848j 105.35-10.9868j -186.45+20.4201j 235.425-26.6012j -60.9811+6.34869j 10.2819+1.58171j -144.411+15.5035j 186.935-22.3806j -163.525+18.2101j 173.953-20.5168j -46.0993+7.23677j 3.82967-1.27562j -56.1488+2.60066j 143.988-17.9642j -15.5337+4.66539j 101.477-16.8998j -70.7117+13.303j 51.7669-4.47981j 10.7546-4.58767j 68.2436-10.3604j -3.051+0.693828j 4.70835+2.82538j 33.2343-3.37126j 8.8003-1.75712j 1.00895+0.388133j 
-0.51206-0.757421j 0.456582+0.139034j 1.32168-1.09204j -0.586072+0.414375j -1.11267-0.429923j 1.37638-0.387013j 0.0377199+0.536293j -1.38636+1.04058j 2.53603-1.36889j -3.60021+3.47412j -0.295117+0.162534j 5.97602-1.28604j -1.45659-0.307553j -0.0923574+0.802589j 1.70557-0.863506j 6.41101-3.11292j -6.08565+3.17006j 7.16575-3.03593j 5.47902-1.71939j 0.88058-0.375508j 2.6152-1.04456j 8.07145-4.55602j 6.93259-3.47519j 3.0817-1.44621j 6.14864-2.14537j -12.4069+6.41621j -2.28453+0.319103j -2.54477+0.994251j 0.208934-0.238863j -6.48207+3.49305j -3.74724+2.63719j 8.29889-3.93176j -8.3591+2.59743j 3.69322-2.0505j 7.39125-3.19901j -0.242339-0.0106171j -4.19081+1.95986j 7.0599-3.95354j -8.16618+3.96483j 4.1261-2.05011j 6.35181-3.76543j 0.34985-0.14911j -2.94511+1.55493j 1.62693-1.19398j -12.8052+6.45933j 5.31265-2.9124j -3.09312+1.48926j 6.49821-2.99713j -8.01768+4.43078j 2.00069-1.18697j 0.00778331+0.625114j 4.72602-2.57001j -6.7293+3.03163j 5.31482-2.81393j -6.03131+2.88527j 1.39237-0.880455j -0.0514656-0.197105j 2.23558-0.787548j -5.29599+2.23656j 0.237594-0.3855j -3.03315+1.82569j 2.28634-1.47421j -1.86788+0.678351j -0.247433+0.340738j -2.04635+1.25011j -0.0741314+0.18375j 0.0864115+0.131321j -1.27858+0.768429j 0.0639786+0.0767008j 0.0440319-0.0247197j 
0.20648+0.841753j -4.88324-0.052125j -17.695+2.91957j -0.99175+2.17054j -1.96945+0.577318j -37.7895+3.89661j 7.87623+1.68297j 26.8027-4.91249j -42.4453+1.76282j 58.2738-3.69733j -10.1696-0.705155j -78.7163+10.0634j 27.666-7.10084j 2.21167-0.740718j -25.0033+1.88623j -93.7243+12.6915j 86.9994-13.6461j -101.8+15.2781j -77.8586+12.2628j -4.58063+1.78511j -31.7526+6.09018j -125.891+20.5879j -99.1137+15.6431j -56.0266+10.2599j -83.7613+13.8879j 190.999-31.5476j 27.4143-4.23293j 40.5186-4.80356j -6.6542+2.05759j 101.061-18.9074j 59.1162-13.3187j -124.492+23.1485j 118.422-21.3861j -53.5587+9.03054j -117.276+22.2664j -1.52956+0.180527j 53.9241-12.8751j -116.711+25.3757j 123.696-26.0071j -58.8733+10.4489j -100.935+20.9562j -7.55484-0.40882j 39.4473-10.7759j -27.0784+7.15088j 187.331-43.0556j -81.7619+19.476j 55.1077-12.0471j -98.1217+23.0424j 123.271-28.9221j -31.5012+6.45672j 5.8215+0.903155j -76.0221+17.5547j 98.4649-25.0663j -85.6809+21.1172j 91.7361-23.5529j -24.7037+8.91045j 2.5479-1.59215j -29.0839+2.88767j 74.9399-21.1682j -8.34787+4.94321j 53.1725-19.0899j -37.5186+14.4572j 26.7015-5.38172j 6.19293-4.71301j 36.4459-11.434j -1.3011+0.278623j 2.13989+2.02854j 17.381-3.57176j 4.48396-1.82418j 0.47647+0.804289j 
0.256461-0.444546j -2.76599-0.714692j -9.59574-1.06477j -1.70845+0.807837j -1.50258-0.710526j -17.0508-1.46567j 1.57257+1.84806j 14.4058+1.28213j -18.3492-2.98942j 26.086+6.00764j -1.84577-1.4708j -36.4902-6.7484j 16.0459+0.426482j 0.552062+1.54036j -11.7496-2.76161j -45.0325-6.20713j 44.7167+5.93849j -50.3598-8.2597j -39.2431-6.14578j -2.94479-0.811779j -16.3978-2.37414j -63.0328-9.13412j -50.8947-7.55051j -27.3013-3.72176j -41.4696-7.25209j 97.3247+13.1687j 14.5729+2.32217j 20.0693+3.48306j -4.40804+0.956877j 52.8732+7.41083j 31.5718+3.64836j -64.9365-8.35602j 61.6767+7.99007j -28.0383-3.82097j -62.3461-7.7191j -0.590188-0.783747j 29.4509+3.04699j -62.8504-7.68618j 66.8591+6.87978j -30.5501-4.51686j -55.277-6.64109j -3.7396-1.09528j 21.8688+1.60138j -14.6849-1.43978j 102.577+10.0889j -44.7562-5.06482j 29.4276+3.55681j -53.6723-4.31902j 67.6538+6.90886j -16.111-2.01778j 2.75541+1.06696j -41.3299-3.88148j 55.0457+4.99025j -46.5555-5.14168j 51.7864+4.87374j -14.9404-0.961571j 1.56364-0.144372j -13.711-2.58636j 43.5529+3.25066j -5.95169+0.0597037j 31.9958+1.68239j -23.1255-1.44649j 14.7786+1.49337j 4.63394-0.255288j 21.4829+1.65367j -0.971268+0.336357j 0.392615+1.08933j 9.42976+0.955659j 3.16751-0.204912j 0.0789602+0.115295j 
-0.0750453+0.368312j -2.1112+0.080849j -6.66658+0.743882j -0.225159+0.437246j -0.0787183+0.298334j -15.4524+1.85932j 4.27639-0.110443j 13.3792-0.849028j -17.8284+1.79512j 24.5846-3.95269j -4.27978-2.23505j -31.7694+3.78631j 12.412-3.2277j 1.41102-0.512127j -11.7422+2.74822j -37.3218+5.54242j 34.8203-5.18969j -40.6661+7.14041j -31.5913+6.81629j -2.03512+0.357995j -13.1557+2.90606j -49.7213+8.35703j -40.4083+5.55927j -20.916+2.74103j -33.0141+5.4991j 75.0736-12.5894j 10.9683-1.90368j 15.5436-2.01732j -2.56516+2.55735j 38.4796-7.42201j 24.2292-4.91576j -48.4409+8.08779j 46.1124-8.38519j -21.5279+3.91005j -45.1795+9.03854j -0.470469+0.329292j 18.6459-5.33554j -45.4424+8.14427j 46.1479-9.64066j -23.0185+4.55328j -37.5292+7.85976j -2.54112+0.126145j 15.0105-3.09656j -9.9311+3.06831j 70.9513-14.2071j -30.7308+6.59642j 20.8984-3.81454j -36.718+7.77856j 46.6536-10.1598j -12.4443+2.81363j 2.76042+0.07337j -28.8125+5.51188j 35.7484-9.07817j -31.8433+6.68273j 33.27-7.30406j -8.63604+2.18886j 0.11802-0.801213j -11.7098+1.61846j 27.7781-6.50799j -2.55782+1.22308j 18.979-5.10806j -12.5076+4.88556j 10.3587-1.76472j 1.48309-1.24474j 12.692-3.69349j -0.782938+0.426186j 1.38376+0.346402j 6.65361-1.29445j 1.34737-0.508972j 0.302671+0.062191j 
0.297162+0.0539994j -5.24213-0.8651j -17.6173-0.00237752j -2.03284+1.63359j -2.09743-0.179546j -35.8794-0.733352j 5.57936+1.77508j 27.7092+0.51695j -38.6255-2.65836j 54.4175+4.51862j -7.38958-1.94621j -74.3142-3.27422j 29.0354-1.98158j 2.23298+1.13088j -25.0377-1.78786j -90.3989-2.45066j 85.7852+1.9441j -98.3463-3.47552j -76.2288-1.68194j -4.65275+0.0334244j -31.496-0.413272j -122.985-2.73395j -98.2566-2.68304j -53.5005-0.725604j -81.4328-2.69215j 187.985+3.30967j 27.8213+0.987324j 39.3299+1.74529j -7.41524+2.08791j 100.341+1.46852j 59.361+0.121704j -123.377-1.38279j 117.608+1.47724j -54.295-0.947237j -116.895-0.624968j -1.37909-0.416601j 54.7068-1.04451j -118.317-0.185191j 124.47-0.718465j -58.1696-1.12909j -102.002-0.171752j -6.72609-1.22838j 40.6033-1.37756j -27.5861+0.553166j 190.81-1.93125j -83.3365+0.943048j 55.1165+0.138111j -99.5583+2.21911j 125.667-1.69586j -31.2087+0.0397488j 4.90108+1.24759j -77.0342+1.17373j 100.784-2.26484j -86.6003+1.0847j 94.1485-1.93777j -26.1757+1.49081j 2.46454-0.684207j -27.1448-1.4716j 78.665-2.4652j -9.95568+1.31553j 57.0539-3.2641j -40.8566+2.83953j 27.1755-0.00558925j 7.39404-1.39603j 38.2403-1.61891j -1.83469+0.261838j 1.38578+1.53558j 17.3362-0.125883j 5.28578-0.574566j 0.183645+0.302441j 
0.685495+0.502213j -2.56368-0.471166j -6.14335+2.70459j 0.509327+1.09656j -1.42871+1.64938j -14.5428+1.04039j 1.88703-0.628282j 10.51-1.62569j -14.7541+0.65488j 21.5929-0.432644j -4.58412-0.222965j -28.7343+3.94835j 9.4061-3.71475j 2.6838+0.0998028j -10.9322+0.700064j -34.8028+3.68555j 31.5569-4.99721j -36.2487+4.61623j -28.8307+4.38436j -1.21067+0.539249j -11.268+1.54006j -45.7425+6.52973j -36.3855+6.77857j -20.1644+3.35858j -30.7906+4.97141j 69.7412-11.1427j 10.674-1.35986j 14.5108-1.7742j -2.55864+1.72649j 36.7581-5.80999j 21.2831-3.28352j -44.8919+8.27472j 43.1585-6.78916j -19.93+3.30486j -41.6382+7.39624j -0.415278+0.260099j 20.0453-4.62954j -42.7089+8.47157j 44.6006-8.05971j -21.4933+3.22921j -36.989+7.48288j -3.06909-0.683524j 13.9409-4.08463j -9.59385+1.32532j 68.2892-13.3112j -29.7785+7.17672j 20.1545-4.01657j -35.3392+7.91754j 44.8864-9.9223j -11.3997+1.85689j 1.65003-0.200937j -28.0361+6.01144j 35.0054-7.95506j -31.2544+6.94008j 32.8163-7.66788j -8.44742+2.93832j 0.468155-0.811999j -10.8672+1.36247j 26.9417-6.58862j -2.85245+1.28981j 18.8464-5.46695j -13.5933+4.88477j 9.73086-1.60183j 1.78112-1.09275j 13.1877-3.61482j -0.718804-0.331871j 1.20996+0.674148j 5.74679-1.39891j 1.68931-0.116202j -0.0145415+0.313237j 
