-0.040967-0.0122127j -0.104027+0.0654976j -0.0705196-0.0308869j 0.00598398-0.0098359j 0.0854603+0.0507691j 0.00317426+0.122903j 0.0823042-0.0323929j -0.105387+0.0655697j 0.0735701-0.121437j 0.0035225+0.0265831j 0.000936018-0.0491756j 0.0632641-0.0120465j 0.00738193+0.0868941j -0.0573918+0.00908291j -0.0455115-0.0543993j -0.0144616+0.00377057j -0.0577645+0.00492149j 0.0117676-0.0307315j -0.0638111+0.0400288j -0.0569756-0.0140624j -0.0115066+0.0431022j 0.0638685-0.0274002j -0.119529-0.0669053j -0.0335569-0.091773j 0.101813+0.0278711j -0.0410475-0.130726j 0.0541352-0.0320204j 0.0519663+0.123699j 0.0192914+0.0794675j -0.0390979-0.0635528j 0.00184717-0.0774517j 0.0402786-0.0294925j 0.00511166+0.0567966j -0.0161471+0.0482904j 0.056441-0.00472634j -0.0433816-0.0223354j -0.0233914-0.00851544j -0.0188643-0.0070823j 0.0508419+0.0185619j -0.00998046+0.0266239j -0.021676+0.0459972j 0.0111128-0.0110481j 0.0552946+0.0762001j -0.0215905+0.0102649j -0.0222172-0.0244034j -0.0154891-0.0356947j 0.0365901+0.0455332j -0.0316593+0.051674j -0.0703838+0.0270433j -0.0841459-0.0617403j -0.018999-0.00424295j -0.0244857+0.019176j 0.0420421+0.131676j 0.0754615-0.0118982j 0.0027346-0.0232127j -0.0838684+0.0677901j 0.0394052+0.053974j -0.0697385+0.0619467j 0.0180406+0.024897j 0.0461646-0.0395853j -0.0650041-0.0705378j -0.111174+0.103749j 0.0511437+0.0113846j -0.0620055+0.035622j 0.0752122-0.00110585j -0.069013+0.0364237j 0.00881299+0.0139019j -0.0537612+0.062152j 0.0379861-0.0582172j 0.0341748-0.0277492j -0.0631484-0.0322462j -0.00454995+0.0283321j 0.0692704-0.034919j -0.0118262-0.00137267j -0.0687655-0.0306222j 0.100635+0.0338277j -0.0442387-0.0193904j 0.0373-0.0641251j -0.0516643-0.0861374j -0.0206954+0.0817542j -0.144561+0.00251776j 0.0990747-0.0605051j 0.0238902+0.0588956j -0.0379506-0.00825934j 0.0737114-0.0267056j -0.0211298+0.00233482j 0.0375166+0.0943894j -0.101045-0.143361j 0.0625279-0.0704497j 0.103068-0.0836883j -0.0300699-0.0487246j 0.0214531-0.00706903j 
-0.000477441-0.0024816j 0.000582782-0.000998203j 0.00162442-0.00273509j -7.58684e-05-0.000461563j 0.000307669-0.00220706j 0.00165309+2.89138e-05j -0.00104513-0.00133653j -0.00105123+0.00370746j 0.00109777+0.0024294j 0.0012881+0.000369779j -0.000339391-0.000950006j -0.00190388-0.000507033j 3.21653e-05+0.00183351j -0.00170187-0.00116891j -0.00144611-0.000343451j -0.00392078-0.000803297j -0.00312106-0.00170706j -0.000966118-0.000906j 0.000279414+0.000549653j -0.000386841-0.000471195j 0.00139423+0.00150376j 0.00150354+0.000584463j -7.74547e-05+0.000333911j -0.00417857-0.00543172j 0.00145323-0.00136377j -0.000456154-0.00127395j -0.00253488-0.00153317j -0.00204045+0.000440503j -0.000211058-0.0017643j -0.000112425+0.00321911j 0.000980168+0.000645358j 0.000746854+0.00228072j 0.000315748-0.000559243j 0.00013606-0.000496479j -0.000897741+0.000210737j -0.00499066+0.00108313j 0.000527148-2.72866e-05j -0.00182925+0.00205301j -0.00156269-0.00202853j 0.000829096-0.00159746j 0.00107007+0.000155394j 0.00230378-0.00121723j 0.000626133-0.000517474j 0.00059199+0.00165022j -0.000433802-0.0014182j 0.00275292-0.0015193j 0.00046281+0.000662356j -0.0022162-0.00025654j -0.000577772+0.000918969j -0.000375094-0.000924759j 0.000323886-0.000325901j 0.0015711-0.00049824j 0.00181324+0.00280524j -0.000213331-0.000553553j -0.00160283-0.000527594j -0.000817809-0.00133938j 0.00229018+0.00136303j 0.00233605-0.000855129j 0.00332654+0.000141277j -0.000547037-0.00403374j 0.00454408-0.00382052j -0.00305612+0.00242922j 0.00242811-0.00182652j 5.16163e-05+0.000983177j 0.00202703-0.00141979j 0.00533123+0.00634035j 0.00468455+0.00119306j 0.00190327+0.00319003j 0.000904182-0.000920309j 0.00285849-0.000469596j 0.00309361-0.00126704j -0.00502345-0.000464769j 0.00528603-0.00202066j 0.00174803+0.00280423j -0.000189862-0.00337828j 0.000869227+0.000548473j -0.00186705+0.00201746j 0.00134892+5.62792e-06j 0.0009906+0.00201869j 0.0045548-0.000993424j -0.0022719+0.00144681j 0.00358538-0.000670223j 0.000768293+0.00224366j -0.00205292+0.00421174j -0.00256622+0.0015675j 0.00502935-0.00244902j -0.00561544-0.00220132j 0.00140418-0.00164824j -0.000302208+0.00207616j 0.00346285-0.00108876j -0.000580069-0.00166644j -0.0014137-0.00212694j 
-0.00111674-0.00328904j 0.000721795+0.000478978j -0.00140761-0.000723961j 0.00149785-0.00256858j -0.000618903+0.000809625j 0.00181297+0.002553j 0.000976152+0.000403437j -0.000439275-0.000202801j -0.00427326+0.00280821j -0.00289884+0.000155156j -0.000124826+0.000463732j -0.000773424-9.65139e-05j -0.00015029+0.000540082j 0.000983045-0.00158895j 0.000199992+0.00226743j 0.000861052+0.00158201j 0.000629858-0.00120506j 0.00210552+0.00354005j 0.000765721+0.000757035j -0.00153993+0.00175183j -0.000200537-0.00228101j 0.00160563+3.86047e-05j 0.00111765+0.00289654j 0.00259929+0.000769538j -0.00129248-0.00185499j 0.00343245+0.00126179j 0.00153738-8.91437e-05j -0.000521784+0.000667046j -0.000267815+0.00307759j -0.00354952+0.000735841j 6.85538e-05+0.000171809j 0.000322803-0.001163j -0.000806916+0.000356226j -0.000723219-0.00184492j -0.000231915-0.00180746j -0.000250927+0.00031257j 0.000454719+0.00160993j 0.000386943+0.000319589j -0.000371776+0.00220594j -0.00106955+7.47289e-05j 0.000740486-0.000725592j -0.000918236-0.00199899j 0.000117704-0.000913155j -0.00036561-0.000268174j -0.000942568+0.000765981j -0.00114823+0.0019216j -0.00191315-0.003345j 0.000633989+0.000811248j 0.000344358-0.000448326j 0.00166792+0.000780713j 0.000135555+0.00114613j -0.000214834-0.00320207j -0.00284775-0.00372246j -0.00327337+0.00263765j -0.000131029-0.000259682j -0.000670697+0.000900881j -0.00125421-0.00246257j -0.000241674-0.00296205j 0.0014255-0.00210808j 0.000916173+0.00412511j -6.49554e-05-0.000622948j 0.000966822+0.000433313j -0.00474772+0.00205896j 0.00427898-0.000415181j -0.00124061-0.00184825j 0.00194554-0.0059698j 0.00101045+0.0023861j -0.000141395-0.000294076j 8.52157e-05+0.00203464j -0.000957742+0.00114208j -0.00182046-0.00193887j -0.00294072+0.000290513j -0.00191394-0.00230344j -0.000443538-0.0012825j 0.00153959+0.00214417j -0.00122604+0.00144754j 0.000936849+0.000679935j 0.00334506+0.00316501j 0.000285815+0.0028255j -0.00337747+0.00110207j 0.00231214-0.000945638j -0.000942925+2.37557e-05j -0.00612021-0.00018598j -0.000222946-0.00161051j -0.00230151+0.00356404j -0.00228304-0.00588992j 0.00302813-0.00051357j -0.002728+0.00222502j -0.00528046-0.00100594j -0.00404119-7.94908e-05j -0.000127755+0.00126317j 0.000291454-0.0011255j 
0.00261218+0.00126732j -0.00165983-0.00130836j -0.000411028+0.000394107j 4.26888e-05+0.000290228j -0.0019512+1.80985e-05j -0.00290553-0.00409388j -0.00108579+0.000817976j 0.00144421-0.000619862j 0.000215691-0.00153323j 0.000270728-0.00269171j 0.000677104+0.00161839j -0.00116974-0.00122221j 0.00166661+0.000133961j -0.0020322-0.00168804j -0.000671648-0.00147488j 0.000396333-0.000458233j 0.000514599+0.000779248j 0.000256993+0.00146672j 0.00129562+0.00155198j 0.00096465-0.00397217j -0.00217017+0.00111191j -0.00284065-0.00354758j -0.00188372-0.00162006j -0.00218122+0.000686126j -0.00101977-0.000182826j 0.00184729+0.000164773j 0.000777711+0.00184352j -0.00209444-0.000314517j 0.0021221-0.00221754j 0.0014755-0.00219648j -0.00248364-0.000828264j -0.000779093-0.000289954j 0.000936274-0.00031035j 0.000614792+0.000115412j -0.000640116+0.000523947j 0.00219413-0.00267055j 0.00043693-0.000615249j -0.00137249-0.000522441j 0.00217838+0.000575355j -0.000236538-0.000409335j 0.000534743+0.000251193j 5.71988e-05+0.0015018j -0.00151652-0.000859968j -0.000545871-0.000966224j 0.00156247+0.00153903j -0.000835563+0.000352652j -0.000811115+0.00261326j 0.0011588+0.000377598j -0.00205495+0.00327828j 0.00331885+5.93258e-05j -0.000633938+0.00103347j -0.00081392+0.000311842j -0.002475-0.00114661j 6.28976e-05-0.0036713j -0.000172034-5.39528e-05j 0.00103978+0.000563463j 0.00315904-0.00182904j 0.000785839+0.00288304j -0.00207921-0.000779938j -0.00198962+0.0032995j -0.000413311-0.000183334j 0.00077168-0.0019921j 0.000818473-0.0016832j -0.000948139-0.000177551j 0.00118939+0.0057165j 0.00196853+0.000153455j -0.00354178-0.00151587j -0.00115203-0.00335294j -0.000703386-0.00251017j -0.000352044-5.60827e-05j -0.00114387+9.51178e-05j 0.0031925-0.00106331j -0.00102478+0.00175731j -0.000246453-0.00199478j 0.000663497+0.00113621j 0.00037013-0.00199393j -0.00271364+1.26941e-05j -0.00303481-0.000716574j -0.0016019-0.00383974j -0.000561189-0.00240703j 0.000193669-0.00180378j -0.00313148+0.00142761j 0.00231865-0.00393381j 0.0014181-0.00257088j 0.00317124-0.000160984j -0.00190261+0.00520761j 0.000916536+0.000323232j -0.000711022+0.00174733j 0.000367032-0.00282964j -0.00205216+0.00386552j 0.00127837-0.000411088j -0.0007564+0.00137548j 
-0.000144609+0.00210599j 0.000732565+0.00155753j -7.30201e-05+0.000977947j -0.00102725+0.000996831j 0.000447851+0.000965575j -0.000823136-0.000504506j 0.00204281+0.0016771j -0.000462031-0.00222883j 0.00304613-0.00109148j 0.00118998+0.00149025j -0.000645002-0.00102107j 0.00229395-0.000241996j -0.00055425-0.00155429j 0.00274748+0.00211996j -0.000114947-0.000664895j 0.000352478-0.000848868j 0.000553685+0.000819547j -0.00108706-0.00197062j -0.00160561-0.00214657j -5.92461e-06+0.00218033j 0.00216979+0.000429982j -4.23731e-05+0.00132093j -0.00057227+0.00209103j 0.00182446-0.000776029j -0.000643563+0.00226621j -0.00317148+0.000696195j -0.00155085+0.00013667j 0.00221485-0.000200294j -0.00068252-0.000148847j 0.00122632-0.000921563j 0.00285873+0.00121487j 0.000511636+0.00168211j 0.000889975-0.00229287j -0.000337994+0.00112393j 0.00150989+0.000863193j 0.00144855+0.000444421j -0.000852206+0.000428549j 0.00256683-0.00148312j -0.00097792-0.00100554j 0.000379643-0.000698984j -0.0014893+0.00113973j 0.000551628+0.00186038j 0.000779552+0.000659657j -0.000322513-0.000984886j -5.45973e-05-0.00094413j 0.00105887-0.000348122j 0.00275829-0.000679808j -0.000925277-0.000195846j 0.00159212-0.00158495j -0.00260666+0.000436379j 0.000678192-0.000638536j -0.000427548+0.000504605j 0.00268389+0.000617242j 0.00203897+0.000201622j 0.00151263+0.000698092j 0.00146257+0.00106493j -0.00163139+0.00151175j -0.00127542+0.000129706j -0.000662215+0.000843137j 0.00518768-0.00378895j 0.00394515+0.00235289j 0.00185689+0.000991129j 0.00179388+0.00100134j -0.00351193+0.00084254j -0.000867367+0.00100087j -0.00293109+0.000791857j -0.00169732-0.000440335j 0.000105887-0.00178023j -0.00162613+0.000277465j -0.00017586-0.0018042j 0.00192267+0.0045014j 0.00179097-0.00100133j 0.00151541+0.00160894j 0.000113366-0.000269246j -0.00242892-0.00145867j 0.000650142-0.0006688j 0.00390999-0.00113492j -0.00060199-0.000316628j 0.0023423+0.000471735j -0.00152574+0.000342906j 0.000365737+0.00235776j -0.00255981-0.0012318j 0.00488777+0.00432865j -0.000740672-0.000807561j 0.000528602-0.00545357j 0.000175378+0.00379342j -0.0021312+0.000115278j 0.0011914-0.00245549j 0.00260081-8.02338e-05j 0.000980791+0.000331302j 0.000966517+0.00132866j 0.00342456-0.000684958j 
-0.000505295-0.00115565j -0.000703596-0.000545744j -0.000440592+0.00047987j -0.00120441-0.000207239j -0.00214802+8.84456e-05j -0.000694727+0.000841618j 7.29077e-05+0.00224427j 0.000328263-0.00277137j -0.000278693+0.000522158j -0.00081696+0.00204393j -0.00088394-0.000374462j 0.00145924-0.000466948j -0.00172718-0.00114304j 0.00200292+0.00061846j 0.00100812+0.00057136j 0.0014036-0.000627484j 0.000267953+0.000111047j 5.41907e-06+0.0012978j 0.000843443-0.0016621j 0.000660517+0.000170245j 0.000166359+0.0020287j 0.00107036+0.00325901j 0.000258392+0.0026095j 0.00190681-2.28199e-05j -0.00205525+9.1319e-05j -0.000720166+0.000539512j -0.00319823-0.00314365j -0.000356967+0.000453633j 0.000422561+0.00123628j 0.000279215+0.00369997j 0.00229571+7.54159e-05j 0.00180651+0.00334333j 0.000728708-0.00174733j -0.00108652+0.000389976j 0.00075192-1.03141e-05j -0.000339598+0.00170225j -0.000977941+0.000232623j 0.00125165+1.31501e-05j -0.00186745-0.000144546j 0.000386126-0.0014265j -0.000882457+0.00113563j 0.00195899+0.00103236j -0.00149415-0.00024488j -0.000257936-0.0017143j 0.00206346-0.0015062j 0.00174079+0.00130813j 0.00183516-0.00132205j 0.000476038-0.00169045j 0.000102232+0.00173929j -0.0018638-0.00011092j -0.000872083+0.000994788j -0.00169276+3.01204e-05j -2.02863e-05-0.000290468j -0.00101092-0.00250957j 0.00117-0.000468149j 0.00356328+0.0016464j 0.0010748+0.00115012j -4.87473e-05+0.001396j 0.000680378+0.000141439j 0.000831456-0.00629515j 0.00177446+0.000604314j -0.00119114+0.00544116j -0.003371+0.00113703j -0.000765406+0.00212626j -0.000102823+0.000536327j -0.000915544+0.00195739j 0.00167253+0.00111216j 0.00110675-0.000522329j -0.00338896+0.00178881j 0.000970507-0.000893246j -0.00129441+0.00127434j -0.0015776+0.0014126j 0.00238946-0.00291387j 0.00124778-0.000359738j -0.00346099-0.00173507j 0.000175437+0.00219428j 0.00447765+0.00530105j 0.000731102-7.44953e-05j -0.000316262-0.000591456j -0.00123069-0.00684526j -0.00142868+0.0025391j -0.00110641+0.00248825j 0.00127505+0.00753765j 0.000491047+0.00548507j -0.00498562+0.00273059j -0.00026619-0.00172928j -0.00273473-0.000760282j -0.00206324-0.00483001j -0.00336445+0.00226674j 0.00162753-0.00158473j 0.00278103+0.00117389j -0.00184089+0.00776592j 
-0.000376261-0.00264386j 0.000555232-0.000345752j 0.000717036+0.000759878j 0.000582516+0.000192387j 0.00223799-0.00236486j 0.0033133+0.00147666j 0.000146856-0.00226976j -0.000264912+0.00209966j -0.00038898+0.00142628j 0.000425218-0.00132236j -8.43684e-05+0.000381779j 2.78705e-05+0.00128202j 0.0013191+0.000796785j -0.00164531+0.000514594j 0.000314584-0.000840991j -0.000481212+0.00107525j -0.00131475+0.000601719j 0.000333963-0.00119938j -0.000292736+0.00152521j -0.000229142+0.000263138j 0.000287841-0.000710002j 0.00134843-4.44093e-05j 0.00184656-0.00339432j -0.00248949-0.00085937j 0.00257834-0.00391348j -0.00141524-0.000355902j 0.0014928+0.00201022j 0.000617822+0.000837505j -0.00121874-0.000439895j -0.0011759-0.00182227j -0.00107107+0.000486758j -0.00117195-0.00245692j -0.00241067+0.00196556j 0.000185721-0.000643328j -0.000822776-8.10374e-05j -0.00267118+0.000809115j 0.00174939-0.00124976j -0.00238015+0.00142079j 0.00222502+0.00113658j -4.57139e-05+0.000469915j 0.000645403+0.000179291j -0.00179142-0.00199663j 0.00031245+0.000468479j -0.000184632+0.00168059j -0.0018832+0.0017719j -0.00178484-0.00201049j -0.00193977+0.000189044j -0.000762002+0.00218555j -0.000282981-0.00181695j 0.00137177-0.000417494j -0.000589638-0.0014979j -0.00100663+0.000652673j 0.00200366+0.000877237j 4.33289e-05+0.00348519j -0.00125768+0.00208914j -0.00275257-0.00243388j -0.00466008+0.000767935j -0.00206738-0.0015694j 0.00019932-0.00340534j -0.00384914+0.0029312j -0.00620788-0.00252384j -0.00162878+0.00329741j 0.0017847-0.0019526j 0.00338553-0.00435542j -0.000923778-0.00287292j 0.000157341-1.99209e-05j 0.001166+0.000384809j 0.000827047+0.00312516j 0.0040633+0.000765398j 0.00231305+0.00101547j -0.00297833-0.00260755j -0.000733168+0.00214518j 0.000450098-0.00175206j 0.00088581+0.00140425j 0.00121478+0.00336627j -0.000249395+0.00224963j -0.00385658-0.00393459j -0.000241803-0.000490797j -0.000171386+0.00128591j 0.00244874+0.00467341j -0.0011671-0.000418171j 0.00465972-0.00187517j -0.00504136-0.0060147j -0.00278921+0.000881624j -2.72762e-05+0.00678217j -0.00101602-0.00574179j -0.00379099-0.000504451j 0.0015129+0.000477152j 0.00134609-0.00252448j -0.00161784-0.000811997j -0.00434655-0.00362965j 0.00012417-0.0074471j 
0.00124088-0.000132181j -0.000814747+8.81479e-05j -0.00102933+0.000288495j -0.00097732+4.63034e-05j -0.00222565-0.000929262j -0.000725724-0.000703383j -0.00231543-0.000860993j 0.00046703+0.000380445j -0.00167488-0.00160262j 0.000793682+0.000512311j 0.00020332+0.000241374j -0.000678506-0.00145551j -5.5955e-05-0.000337265j -0.000294084-0.0017986j 0.00070396+0.0021346j 0.000413837+0.000466123j 0.000615825-0.00112237j -0.00103284+0.00184073j -0.00046357+0.000980842j -0.000600538-0.0022235j 0.00119364+0.000801271j 0.00130816+0.000266524j -0.000526855-0.00353068j 0.00128894-0.000190917j -0.000966336-9.00903e-06j 0.00071473+0.00214697j -0.00122765-0.00105904j -0.00247116+0.00167015j -0.000252464-0.000485651j -0.000416288+0.000852317j -0.000747221-0.00315674j 0.000119726+0.000871359j 0.00087473+0.00079032j -0.00049548-0.000171333j -0.000746635-0.000329794j -0.000539481+0.000941393j 0.000455652-0.00154638j 0.000176662+0.000215763j 0.000648528-0.00165805j 0.000498787-0.000329476j 0.000572049-0.000236175j -0.000861424+0.000154887j 0.000652217-0.000630385j 0.000783973-0.000711901j 0.000924373-0.000408167j -0.000561846+0.000302191j -0.000144788-0.000199346j 0.00229614-0.00121647j 0.00058654+0.001585j -0.000684082+0.000470869j -0.000358634+0.000929439j 0.000670152-0.00042145j -0.00102358+0.00123086j 0.000569083-0.0023601j -0.00101976-0.00192243j 0.00181549-0.00160608j 0.00236773-0.00127237j 0.000192864+0.000997526j -0.00141908+0.00077446j -0.00434675+0.000312598j -0.00439916+0.00156584j -0.00277173-0.00242353j -0.000789382-0.00103127j 0.000829537+0.00145108j 0.00045822+0.00301705j -0.000295071-0.00201618j -0.00059348-0.000475661j -0.000470943-0.00089276j 0.000184444-0.00180891j -7.52472e-05+9.10222e-05j 0.000452756-0.000652797j 0.000399302-0.000422394j 0.000343966-0.000573644j 0.00035712-0.000942722j 0.001841+0.000385625j 0.00138288-0.00105129j -0.00270025+0.00257457j -0.000852128+0.00130362j -0.00172334-0.00133596j 0.0018309-0.00444172j -0.000531111+0.00160192j 0.000948323+0.00539112j -0.00461145-5.17323e-05j 0.000617926+0.00351332j 0.0014545+0.000543087j -0.00169026+0.0015826j 0.000162686+5.1342e-05j 0.00199142-0.00216444j -0.00204229+0.00910219j 0.000425366-0.00785665j -0.00390509+0.00336621j -0.000725277+0.00703189j 
0.00104548-0.000737247j -0.00179066-0.00235503j -0.000341762-0.000235776j -0.00104572+0.000142998j -0.000193501+0.00244352j -0.0027702+0.000285207j -0.00061043+0.00282528j 0.000860634-0.00438073j 4.07519e-05+0.000241143j -0.00069902-0.000216881j -0.00118529+0.000444386j 0.00190627-0.000581271j -0.000534781-0.00160635j 0.000436058+8.15328e-06j -0.000561256+1.03332e-05j -0.000682575-9.09622e-05j 0.000421139+3.34929e-05j 0.000844012+0.000931684j 0.00128864-0.000560343j 0.00298198-0.00164048j -0.00361482+0.000822847j -0.00452241-0.000950558j -0.00331872+0.00493071j 0.00101975+0.00205144j 0.000426112-0.00119166j 0.00015397+0.00193872j -0.000282185-0.000647397j 6.92806e-05-0.000738379j 0.00427732+3.41806e-05j -0.00025177+0.00176354j 0.00116086+2.85111e-05j 0.00174686+0.000571082j -0.000470806-0.00194795j -0.00107551+0.000310593j -0.000301171+0.000495449j -0.000605898-0.00166227j -0.000972853+0.00187985j 0.00039307+0.000691592j -0.000436146+0.000567988j 0.000697582-0.000443006j -0.00120331+0.00127418j -0.000388229+0.00055103j -0.0029566+0.00151216j 0.000545094-0.00104551j 0.00275302-0.000548034j 0.000854317+0.00090579j 0.000178579-0.000573314j 0.00152177+0.000167418j -0.0011371+0.00249748j 0.0013456-0.00127179j -0.00342713+0.000154804j -0.00238469+0.00197855j -0.00122065-0.00106957j -0.00212131-0.00205204j -9.49303e-05+0.00010084j 0.00312585+0.0034941j -0.00066667-0.000119233j -0.00181046-0.00123259j 0.00143365-0.00132632j 0.00195003-0.000717043j 0.00188639+0.00205364j -0.00099782+0.00577146j -0.00493475+0.00343493j -0.000843681+0.00179709j 0.000976158+0.000789405j -0.00129401+0.0014314j 0.00310512+0.000470717j 0.00146262-0.000621116j -0.00217197+0.00131214j 0.000250694-0.000375589j -0.00268039+0.00288797j -0.00132379+0.00106255j -0.000436766+0.000115888j 0.000184899-0.000677801j -0.00242025+0.00275546j 0.00105546+0.00175241j 0.00420978+0.00161735j 1.70928e-05+0.000521728j -0.000433702-0.000506432j -0.000514272-0.00573072j -0.0036396-0.00118463j -0.00245734-0.00429732j -0.00230374+0.00230804j -0.00174473-0.00415821j -0.00372344-3.75296e-05j -0.00250602-0.000876261j -0.00105399-0.000282104j 0.000791926-0.00288899j -0.000561957-0.0097431j -0.00224625+0.00620277j 0.00632834-0.000610412j 0.000452604+0.0031032j 
0.000983956+1.90228e-05j -0.00146624-0.00165787j -0.000272709-7.30804e-05j -0.000810476+0.000649537j -0.000971817+0.00252369j -0.00287597+0.000327147j -0.00197108+0.0017194j 0.000291661-0.00187159j -0.000715443-0.00155396j 7.49893e-05+0.000403442j -0.000158398+3.69208e-05j 5.58039e-05-0.00123994j -0.00073999-0.00140637j -0.000309216-0.00112613j 0.000535126+0.00135317j 0.000152105+0.000215775j 1.66214e-05-0.000379237j 4.96981e-05+0.00122544j 0.00154757-0.000100564j 0.00128484-0.0016406j -0.00202013+0.00135378j -0.00302994-0.00212055j -0.00261225+0.00141488j 0.0019999+0.00193087j 0.000477509-0.000566904j 0.000276347+0.00157904j -0.000855215-0.000243261j -0.000294104+0.000318508j 0.00194866-0.00114827j 0.000225938+0.00199184j -0.000116674-0.00251212j 0.00142828+0.000254614j 0.00089414-0.000863285j -0.000778357+0.000217313j -0.000706153+8.31489e-05j -0.00100056-0.000985334j -0.00043501+9.56572e-05j 0.00110957+0.000766133j 2.70883e-05-0.000610637j 0.00113906-0.000466976j -0.000807175+0.000176723j -0.000898156+0.000880395j -0.000790347+0.000183231j 0.00110836-0.000667775j 0.00207417-0.000902655j 0.000670522+0.000986599j -0.000177034-0.000389796j 0.00189223-0.00116087j -0.00053989+0.00240663j -0.000280699+0.000330085j -0.00166672+0.000872287j -0.000546516+0.00195332j -0.000650896+0.000457422j -0.000610722-0.00207765j -0.00115397-0.00176634j 0.00297862+0.00108844j 0.000372152-9.29166e-05j -0.000934347-0.000269538j -0.000160834+9.46365e-06j 0.000922699+0.000157536j -0.000875069+0.00196207j -0.00154237+0.00199736j -0.00415562+0.00177633j -0.000349024+0.00278429j 0.00064291+0.00122117j -0.000533208-0.00163079j 0.00233399-0.00014411j 0.000508822+0.000112281j 0.001342-0.00126893j 6.26781e-05-0.000570038j -0.00151274+0.00157978j 0.000190888+0.000985791j -0.00226957-0.00116687j -0.00142492-0.00120222j 8.80287e-05+0.000923928j 0.00134371+0.000552052j -0.00072948+0.00364135j -0.000729178+0.00193767j -0.00149158-0.000320272j 0.000331749-0.00389627j -0.0030814-0.000285312j -0.0004253+0.00102649j -0.00450781+0.000748078j -0.000802668-0.00193253j -0.00191578+0.000220107j -0.00120768+0.00142339j 0.000820425-0.000183417j 0.00262745-0.00424968j -0.00226084-0.00158791j -0.0002408-0.000290014j 0.00259399+0.00237469j 0.00145108+0.00555878j 
-0.000844866+0.000216954j 0.00149401+0.000408641j 0.000359651-0.000534288j 0.000784818-0.000871578j 0.00170056-0.00127753j 0.00260186+0.000236755j 0.00239187-0.00152376j 0.000215562+0.000431507j 0.000837181+0.000646164j -0.00236208-0.000268807j -0.000178795-7.76857e-05j 0.00157548+0.00116146j 0.000133538-0.000308702j 0.00186757+0.00214281j -0.00153092-0.000937422j 4.89027e-05+0.000195414j 0.000448258+0.00141223j 6.63277e-05-0.00235244j -0.00018004-0.00158683j 0.000527419+0.00231898j -0.000761448-0.000873824j 0.001077+0.00361909j 0.00185093+0.000384761j -0.00125794+4.84585e-05j 0.00107901-0.000155061j -0.000170986-0.000716536j 0.00199502-0.000482465j 0.00104088-0.0011471j -0.000738556+0.00197722j -0.000344266-0.00123334j 5.20227e-05+0.00380312j -0.00164053+4.99264e-05j -0.00102677+0.000478346j 0.00139953+0.000162237j 0.00178976+0.000342896j 0.000941833+0.000821848j 0.00045323+0.00126354j -0.000933657-0.00149167j 0.00016961+0.00187144j -0.00123539+0.000591891j 0.00047967-2.60396e-05j 0.00159082-0.00054157j -0.000580228-1.20936e-05j -0.000793277+0.00130392j -0.000962914+0.000955184j -0.000348243-0.000942255j 0.000727513+0.000691006j -0.00174934+0.0024292j 0.00041838-0.00288327j -0.000726532-0.000209561j 0.000581314-0.00110347j 0.000296495-0.000958831j -0.00049045-0.00213144j 0.000336612+0.00335103j 0.00255896+0.0013313j -0.00244592+0.00215782j -0.00233109+0.002574j -0.00159105+0.00120593j 0.000955988-0.000932299j 0.00224685-0.00332329j 0.00222491-0.00111673j 0.00223197-0.00186301j 0.00193014-0.00139928j -9.2108e-05-0.00360955j -0.00116915-0.00202473j -0.00210295+0.00387338j -0.00059612+0.0006715j 0.000245594+0.000324719j -0.00125608+0.00228563j -2.99071e-05+0.000160226j 0.000592311-0.000107302j -0.00099015-0.000585808j 0.00108775+0.00156532j 0.000641905+0.00187076j -0.00117942-0.000585268j -0.00224818+0.000893213j 0.000988973-0.00423932j 0.000329684-0.00363877j 0.00335446+0.000479484j -0.000756057+0.00253706j 0.00277484+0.000220033j -0.0023351-0.000402302j 0.00419969-0.000463133j -0.00239749+0.00124603j -0.00217931-0.000117779j -0.00179071-0.000816061j 0.00091115-8.26199e-05j -0.0022359+0.00232112j 0.00175485-0.00201129j -0.00101917+0.00332581j 6.5775e-05-0.00463855j -0.000974905-0.00671972j 
