-1.34816+0.886838j -2.04991-2.00589j -1.69675+2.03392j -0.685084+2.35655j -0.631834-0.568873j -2.26447-1.4511j 1.10427-0.287272j 2.36817-0.520373j 1.01402-0.660416j 0.934208-2.47343j -0.0453617-0.363595j -1.86668-1.94075j 2.39106+0.668343j 0.890113-2.73452j -1.55047-0.290228j -1.20471-0.956908j -1.03679+2.363j -2.28085-0.592755j -1.82441+0.30891j -0.296492+0.944463j 0.11558-2.07069j -0.0788167-0.0980987j 0.948086+0.758548j -0.974776-1.22922j 1.00453+0.320893j 1.90376-0.521061j -0.183721+0.137789j -0.370319+0.629514j 0.129538-0.549128j -0.310835+1.71382j -1.02305-1.59747j -0.170126-0.220027j 0.468803+0.294448j -1.41142+0.497011j -1.21523+1.22527j 1.30649+1.16649j -0.478069+0.847375j 0.173558-0.303594j -2.24018-0.275981j 0.465911+0.458501j 1.19295+3.51404j 0.365237-0.269287j 1.68441-0.861911j 0.247941-0.768267j 0.371014-1.08671j -1.06374+1.95527j 1.32749-2.36171j 0.259447-0.978864j -0.670498+0.0823814j -0.285495-0.519038j 0.552011+1.17312j 0.894125+0.161435j -1.31467-0.464589j -0.431662-0.197019j 0.36575-0.066818j 2.13451-1.01184j -0.605154+0.0870331j -0.31029-0.152098j 0.459263-0.552859j -0.504962+0.598798j 2.56171-0.881076j 1.1387-0.737465j -0.360582+0.833196j -0.411906-0.333458j 0.0169315-0.312585j -0.0859029+0.824214j -0.127386-0.940399j -0.0660687+0.28264j 0.315718+0.46119j -0.357689+0.71998j -0.775877-0.58584j -2.8412-0.774429j -0.0222922-0.391507j 0.163604-0.0719102j -0.640765-0.0574706j 0.274066+0.440817j 2.02603+0.748946j 0.286984+0.0892173j -0.341089+0.0500436j -1.44557+0.539327j 0.00669636+0.147041j 0.560701+0.559177j -0.947261+0.918177j -1.40489-1.77751j 0.528344+0.326531j 0.393388-0.378166j -1.17351-1.93126j 0.883286+1.02215j 1.00043-0.0988778j -1.06847-1.08552j 0.284753+1.90831j 0.836307-2.41601j -0.982644+1.29442j -1.54945-0.0597523j 0.561616-0.267855j 
-0.117422-0.144458j 0.208849-0.311297j -0.0688282+0.418951j 0.99094-0.202092j -0.878783+0.478396j 0.466294+0.996469j -0.494989+0.0665426j 0.57877+0.196336j 0.333606+0.568493j -1.57257+0.226107j -0.717218-0.334975j 0.305623-0.0265704j 0.580806-0.72154j -0.156735+0.830879j 0.779021+0.4327j -0.315734+0.530165j 0.0881172-0.285269j 0.393712-0.320794j -0.201388-0.234286j 0.404491-0.127678j 0.912728-0.845554j 0.186625+0.170801j -0.402478+0.234301j -0.0940342+0.240715j 0.202141-0.157026j 0.28361+0.116294j 0.094099-0.376433j -0.579879-0.199172j 0.181234-1.04556j -0.582581+0.305163j -0.134377-0.51107j 0.319725-0.858823j -1.39842-0.272375j -1.25024-0.213138j -0.224206-0.534951j 0.0505282+0.638925j 0.13407+1.0235j -0.22244+0.0797528j -0.0813726-0.361796j 0.0995065+0.310621j 0.0397972+0.178149j 0.434191-0.529418j 0.198264-0.215503j -0.344387+0.256629j -0.382764+0.150885j -0.131296+0.482608j -0.358626+0.115631j -0.0546806+0.537561j -0.0576573+0.442864j -0.205451-0.0194314j -0.0579085-0.923441j 0.470883-0.262049j 0.14039+0.279087j 0.240409-0.0122883j 0.109288+0.402305j -0.374719+0.0468966j 0.278326+0.153775j 0.334028-0.0278302j -0.155378+0.226453j -0.280973+0.233182j -0.0920515+0.620766j 0.144462-0.0116537j 0.185484-0.0513967j 0.477099+0.177355j -0.161637-0.0183917j 0.568834-0.0614944j -0.0617607-0.337093j -0.332876-0.101236j -0.253004-0.0947253j 0.540006+0.0572523j 0.365205-0.225056j 0.513507+0.710399j -0.611068-0.0313974j -0.0883314-0.00983468j 0.755136+0.121014j 0.14893+0.0461349j -0.810959-0.10091j -0.287547-0.558408j 0.197119+0.441056j 0.0573557+0.365755j -0.387108-0.336695j 0.622557-0.50654j -0.450002+0.100736j 0.233493+0.73609j -0.200027-0.318328j -0.307781+0.0780647j -0.528918+0.176364j 0.00471085-0.842492j 0.261638-0.880417j -0.072257-0.303021j 0.246569-0.159902j -0.406229+0.0943151j 0.127248-0.434216j 0.236472-0.563484j 0.115665-0.215705j 
0.000716979-0.183152j 0.0868561-0.269467j -0.00342268+0.0448568j 0.333179-0.219887j 0.466189+0.0683751j 0.0175234+0.909244j 0.239198+0.0853181j -0.00951953+0.337861j 0.0123375+0.217866j -0.346804-0.162446j -0.178017-0.420627j -0.130213+0.66048j 0.187949+0.276991j 0.0613921+0.138449j 0.593541+0.147338j -0.411931+0.177306j 0.145131-0.298964j 0.210559-0.379007j -0.240561+0.17697j 0.239101+1.04337j 0.860116-0.0840955j -0.372895+0.494565j -0.544359-0.166599j -0.0834744-0.0812431j 0.149407-0.430103j 0.249877-0.149451j 0.264355-0.997453j 1.0817-0.0983633j 0.581651-0.401138j -0.602392+0.649833j -0.54745-0.4075j -0.247896-0.264207j -0.242873-0.115183j -1.08209-1.22854j 0.182288-0.18494j -0.370882-0.0593995j -0.0820618+0.912888j 0.0603571-0.0905703j 0.465933+0.0905205j 0.0969603-0.0931188j -0.233781+0.376073j -0.467201-0.247312j 0.494428-0.513633j 0.0471967+1.03346j -0.284872-0.42828j -0.313166-1.24812j -0.679916-0.0279253j -0.324194-0.550324j -0.552427+0.229177j 0.420597-0.213301j 0.633677-0.371051j 0.880802-0.0843949j -0.196787+0.431507j 0.583257-0.664457j 0.470008+0.604684j -0.0101241+0.450755j -0.0175587+0.193123j -0.12511-0.859301j -0.0410296+0.071806j 0.142289+0.628463j 0.381389-0.183046j -0.545328-0.181723j -0.637138+1.08564j 1.48361-0.668309j 0.755547+0.018701j -0.251093+0.458984j 0.982177+0.0196217j -0.153611+0.135638j -0.252779+0.267377j 0.418162+0.0145768j 0.789605-0.127697j 0.431269+0.199199j -0.370623+0.0421385j 0.904649+0.260716j -0.308001-0.680705j -0.435611+0.00314735j 0.413986-0.282524j -0.489842+0.433178j -0.126135-0.512484j 0.90097-0.705105j 0.0643767+0.429043j -0.280237-0.242701j -0.508704-0.0574606j -0.402037+0.587738j 0.307161-0.162197j 0.433061+0.187741j 0.377054+1.43266j 0.378461+0.317923j 0.470835+0.834731j -0.493309+0.139802j 0.155316+0.28427j 0.0413918-0.600302j 0.281632-0.092373j 0.314809-0.773495j -0.370467-0.0530306j 
-0.148167-0.0813592j -0.232641+0.222997j 0.325592+0.533538j 0.0615482+0.0595045j -1.17484+0.196617j 0.230755-0.744079j -0.580315+0.213931j 0.448352-0.808177j 0.47398+0.0585108j -0.334642+0.813412j -0.673646+0.763094j 0.025925-0.720014j 0.0570134-1.00914j -0.246497+0.105587j 0.00593927-0.201974j -0.460521+0.164646j 0.0411108-0.377297j 0.462247-0.000552528j 0.0615281+0.38521j 0.377748-0.214261j 0.18625-0.0797837j 0.405137-0.256977j -0.337951-0.185625j 0.64284-0.824845j -1.33337-0.0686785j -0.077036+0.199003j -0.468853+1.22882j -0.491715-0.839943j 0.82012+0.767039j -0.220438-0.592167j -0.238917+0.52209j 0.371251+0.931891j 0.431975+0.500049j -0.0348743-0.0402645j -0.397592-0.482728j -0.551566+0.343013j 0.169761+0.428845j -0.812094+0.566876j 0.326603-0.233476j 0.258057+1.0121j 0.286889+0.270277j 1.26564-1.25892j 0.0408675-0.77722j -0.342656-0.0577815j -0.540239+1.01109j -0.209023-0.688659j 0.0963947+0.104547j 0.438586+0.862192j 0.188692+0.427015j 0.647449-0.192122j -0.159425+0.301601j 0.853775-0.0852326j -0.100398-0.573735j 0.256272+0.671748j 1.11619+0.286883j -0.728355-2.00676j -0.314757+0.209081j -0.0597051-0.21885j -1.23789+0.60591j -1.67151+0.00532175j -0.39404+0.0399989j -0.311222+0.266152j 0.100477+0.381487j 0.393749+0.382826j -1.78168-0.253472j -0.434713+0.646982j -0.194545-0.793083j -0.214419-0.413749j -1.38722+0.12841j 0.198144-0.3672j 0.0828276-0.41164j -1.73015+1.61884j -0.324371-0.41501j -0.357393-0.698203j 0.0456689-0.9943j 0.38474-0.38723j -0.526407+0.262849j 0.225637-0.10048j -0.610271-0.510908j 0.788114-0.141069j 0.148878-0.236731j -0.743784+0.705663j -1.54498+0.09553j -0.624928-1.31637j -0.0245465+0.331858j -0.577355-0.566626j -0.450954+1.04106j 0.307665-0.6053j 0.518735-0.140154j 0.396324+0.351251j -0.136267+0.779402j -0.675032+0.17921j -0.255335-0.385577j 0.546767-0.527233j 0.462907-0.47989j 
-0.0850261-0.420617j -0.682049+0.183868j 0.564928+0.266566j -0.0910262-0.287661j 0.943775-0.0709146j -0.101365+0.0133438j 0.684079-0.0708956j -0.323227-0.882061j 0.918775-0.097679j 0.971256-0.625761j -0.362243-0.82991j -0.931226+1.00402j 0.331184+0.688486j 0.300155-1.23644j 0.26239-1.12901j -0.199442-0.391716j 0.309761+0.178542j 0.0505631+0.53605j -0.328665-0.260801j -0.346719-0.135077j -0.15744+0.315913j 0.0667985-0.225435j -0.101069-0.399711j 0.412742+0.16873j -0.51508+0.148577j -0.0543613+0.924055j 0.397362-0.124674j -0.666951+0.549248j -1.10501-0.182296j -1.04036-0.124791j -0.0292855-0.746857j -0.266345-1.2335j -0.644614+0.722219j 0.731179-0.997785j -1.23869-1.49006j -1.71126-0.35137j -0.0667323-1.04155j 0.216372+0.212924j -0.0433149-0.176033j 0.387607+0.103192j -0.129979-0.132959j -0.0479194-0.175126j -0.0142684+0.274766j -0.560743-0.85605j -0.0651995+0.389038j -0.078378+0.116454j 0.348955+0.215848j -0.603027+0.738949j 0.623711+0.792748j 0.207611+0.0523996j -0.485406+0.296107j 0.0698635-0.316859j -0.17661-0.358134j -0.130709+0.326694j 0.0701727-0.18828j -0.1386+0.0485402j -0.131433+0.163081j -0.373993+0.0195971j 0.585198-0.119463j -1.26469-0.328587j 0.199532+0.206665j -0.338131-0.755321j 0.640023+0.383048j 0.0356072+1.21489j -0.537531-0.181302j 0.496367+0.457965j -0.477604-1.00568j -0.0934756-0.288868j 0.127082-0.0501595j 1.41955-0.797556j 0.157308-0.0079476j -0.143961+0.64672j -0.808519+0.742975j -0.65209+0.0312384j 0.965259+1.0356j 0.330813+0.66588j -0.880793-0.223121j -0.95642-0.335926j -0.139226-0.582821j -0.3589+0.850015j -0.24025-0.294519j 0.597266+0.177112j 0.576302+0.0667313j 0.353479-0.606238j 0.40738-0.077348j -0.329231+0.651352j -1.22614-0.603129j 1.47487-0.579145j 0.0379871-0.275585j -0.249767+1.59381j 0.0549651-0.341881j -0.0325166-0.704279j 0.841898+0.926026j -1.31382-0.282032j 0.248897-1.48221j 
-0.13913-0.906j -0.635201-0.389018j 0.0651117+0.712669j 0.0464931-0.362635j 0.973566-0.243973j -0.671015+0.600932j 0.567731-0.419355j -1.02286-0.731289j -0.0362276-0.3455j 0.590225+0.72457j 0.299465-0.191609j -0.436114+1.5883j -0.491369+0.519735j -1.48353+0.539297j 1.17823+0.422909j -0.211632-0.00458899j 0.430811-0.361064j 0.701384-0.196095j -0.612019-0.306517j -0.972579-0.223892j 0.553502-0.624233j 0.178353-0.370176j 0.6743-0.0431941j 0.51005+0.459825j 0.577813-0.512809j 0.394136-0.291201j 0.0206405+0.812099j -0.461599+0.827072j 0.217595+0.596019j 0.538047-0.524804j -0.407469-0.414909j -0.172263-0.378694j -0.817227+0.548j 0.0126571+0.649567j 0.233656+1.00658j 1.658+0.449235j -0.716723+1.59522j -0.102968+0.416071j -0.262647-0.247959j -0.037124+0.173172j 0.248316+0.265864j 0.387176+0.327136j 0.486936-0.475018j -0.247872-1.22852j -0.0505615+0.791674j 0.507993+0.252102j 0.32523-0.0303687j -0.938379+0.356336j 0.235103+0.286714j 0.118922+0.487981j 0.122509-0.71253j 0.925569-0.689j 0.670997+0.216619j 0.476748+0.471444j 0.203161-0.869569j -0.25814-0.290754j 0.425926-0.182956j 0.627119-0.33366j 0.100217-0.0868702j -0.87623-0.0432926j -0.518437+0.437642j -0.26009+0.639042j 0.935143-0.657615j -0.0456907+0.496003j -0.574712-0.134628j -0.240527-0.243838j 0.0554477-0.172127j -0.310178-0.128897j -1.1171-0.106503j -0.0976789+0.413234j -0.196103-0.366564j 0.559627+0.0711812j -0.642444-0.704726j -0.405084-0.664652j 1.26455+0.162528j 0.123629-0.675007j 0.312949+0.333417j 0.864771+0.058962j -0.562136-0.282289j 0.0423289+0.506444j -0.719045-0.608634j 0.437434-0.454856j -0.0581912-0.307948j 0.653696+0.661151j 0.249431+0.598104j 0.923285-0.228059j -0.0260946-0.268392j -0.677629-0.244346j -0.194121-1.00856j 0.67647+0.204058j -0.0177122+0.569186j -0.674005+1.82194j -1.1272-0.641235j 1.44883+0.0782298j -0.351978+1.25904j 
0.795491-0.711297j 0.303046+1.68706j 0.390112-0.0787276j 0.487564+0.228033j -0.720084+0.593694j 0.239136+0.961178j -0.690361+0.291793j -0.428491-0.308254j -0.0859273+0.304105j 0.282933+0.277224j 0.0366732-0.19541j -0.0569835-0.0920927j 0.339564+0.210823j -0.0484217-0.341224j -0.0953776+0.154663j 1.40088-0.0579076j -0.119054-2.40909j 1.53095+0.961423j 1.43286-0.256643j -0.143071-0.474636j -0.0549104-0.0760044j -0.999011+0.108076j -0.495045-1.4258j -0.545397+0.0241299j -0.212307+0.019834j -0.887735+0.578573j 0.0941332-0.861683j -0.394262-0.689698j -0.454891+0.152186j -0.446316-0.287307j 0.250915-0.689716j -0.00344425-0.127836j 0.238899+0.23023j -0.308795+0.117646j -0.371624+0.610975j 0.618408-0.0845371j 0.218983+0.326757j 1.8586+0.868536j 1.24546-0.652941j -0.236728+2.53736j -1.13828-1.68353j 1.00528+1.03071j -1.0203+0.075313j 1.2712+0.560817j 1.50182-0.816651j 1.18842-0.436787j -0.488685+1.572j 0.076487+0.288826j 1.08864-0.252544j 0.273283+0.237461j 0.828481-0.953655j 0.133434+0.179626j 0.451131-0.0163917j -0.499371+0.663043j 0.0297084-0.147939j -0.147127+0.578766j -0.0954692+1.15549j -0.0888525-0.320327j -0.233256-0.633019j -0.194631-0.434102j -0.891558-0.76187j 0.581651+0.00179462j 0.169612-0.0388351j 1.13916+0.37165j 0.0254321+0.221654j 1.13793-0.88669j 0.41673-0.179659j 0.500748-0.131265j -0.0894845+0.478875j 0.33293-0.53496j 0.263236-0.386535j -0.145592-0.229474j 0.762321+0.639385j 0.125372+0.013415j -0.158972-0.265948j -0.457022-0.757404j -0.565995-0.159885j 0.000854491-0.0868303j 0.759634-0.153437j -0.422032+0.014653j 0.00662614+0.0496082j -0.392301+0.822605j 0.14966-0.0662611j -0.138159+0.0154902j 0.0522911+0.216387j 0.740971+0.464584j -0.0747909+0.0427443j -0.105873-0.0727505j 0.350694-0.309938j 0.365006-0.0886667j 0.345044+0.387511j -0.0353547+0.21649j -0.213332+0.200474j 0.237529-0.0111388j 0.203893-0.02955j 
-1.31697-0.65086j -0.198821-0.800218j 1.06946+0.0943693j -0.557282+1.84285j -1.59143+0.728674j -0.662546+0.268665j -0.787964+0.353302j 0.299533+0.0587802j -0.00519692-0.21197j 0.482928-1.70505j 0.199129+0.0596642j -1.08946-0.350537j 0.572755-0.536862j -0.519962+0.333913j 0.639183-0.498214j -1.00516-1.31366j -0.0518986+0.523659j 0.569956+0.358774j -0.484024+1.4583j 1.37098-1.44143j -0.488253-0.64736j -1.14256-0.337954j -0.314098-0.957354j -1.52072-0.0700929j 0.670292-0.255638j 0.375104-0.295071j 0.468619-0.204797j -0.471212+0.206643j 0.433464-0.0603807j 0.114916-0.0759983j -1.37894+0.205434j 0.00965108+0.0933107j -0.140226+0.173127j 0.239715+0.506349j 0.613372+0.0144784j -0.572433-0.0571254j -0.607618-0.21295j -0.293274-0.272002j -1.30102-0.69988j -0.161162-0.193773j 0.212624+0.0400599j -0.0424756-0.0262399j -0.859729-0.132516j -0.25913-0.0794273j -0.400125+0.0422669j 0.456612-0.741209j -0.952146-1.28949j -0.343173-0.459496j 0.0512384+0.213436j -0.13474+0.888441j 0.247889+0.299733j -0.177481-0.233059j 0.72788+0.494562j 0.715529-0.22807j 0.301182-0.138011j -0.0326262-0.843182j 0.233028+1.39853j -0.202507+0.0273898j 0.385337-0.389761j -0.0752181+0.0510312j 0.0429727-1.42057j 0.4713-0.721569j 0.25646-0.122863j 0.0654008+0.487081j -0.0476985-0.295716j -0.106912-0.544446j -0.00684432-0.483973j -0.0956931+0.14946j -0.327419-0.251525j 0.398886+0.345891j 0.0614815-0.0973999j -0.662722+0.0202047j 0.0270326+0.0525596j 0.526+0.131322j -0.0130259-0.0408674j -0.183404+0.299081j 0.837084+0.111531j -0.297441-0.0664516j -0.541963+0.0206861j 0.110029+0.0551354j 0.403891+0.224691j 0.470642+0.134288j 0.503353+0.415324j -0.192249+0.452919j 0.0542562+0.0634441j -0.815043-0.350008j -0.344744+0.177075j 0.242966-0.392208j -0.465036-0.03687j 0.171783+0.317147j -0.277032-0.204683j -0.187958+0.143592j -0.0154378-0.278164j -0.0479829-0.146674j 0.0496876+0.169675j 
-0.0313159+0.397954j 0.12127-0.111996j 0.0217368+0.772173j 0.157732-0.909272j -0.586495-0.539999j -0.794323-0.45685j -0.187793+0.186205j -0.695684-0.104062j 0.532012+0.42849j 0.0309558-0.0862468j -0.899985-0.506571j -0.162484+0.103828j -0.0899089-0.307259j 0.104404+0.17421j -0.135174+0.16763j 0.25518+0.226081j 0.322311+0.163833j 0.267803+0.220606j -0.763071-0.45383j 0.243191-0.722501j -0.000313602+0.461381j -0.324213+0.287643j -0.400715-0.0704607j 0.0964409-0.841866j -0.186695-1.21615j -0.499647+0.25939j -0.870633+0.231123j 0.36378-0.218631j 0.427419+0.210946j 0.169217+0.325583j -0.0666886-0.150658j 0.240698+0.620877j -1.28926+0.0629312j 0.437463-0.0669548j -0.319269-0.0905007j 0.149435-0.0490035j -0.0485903-0.221252j 1.09358+0.361958j -0.237364+0.311419j -0.692889-0.249616j -0.533989+0.274566j 0.748141+0.816714j 0.668956+0.363853j -1.31299-1.15829j -0.66446+0.879911j 0.392342+0.303479j -0.0473002+0.600873j 0.0975875-1.40967j 0.762516-0.500561j -0.829157-0.0496765j 0.314758-0.0190676j 1.17705-0.962629j -0.424849-0.141625j 0.580879+0.368773j 0.966932+1.429j -0.68667-0.27518j 0.057146+0.145016j -0.484659+0.156065j 0.216752-0.60374j -0.284365-0.0432843j 0.724084+0.162323j -0.130925-0.267228j 0.315501+0.414238j -0.509862-0.958323j -0.455859-0.639591j -0.00901428+0.0408705j 1.49761-1.86695j -0.0917063+0.227436j -0.571804-0.461812j 0.449723+0.0188413j -0.691765+0.475902j -0.0490249+0.303557j -0.174073+0.0542779j 1.08469+0.194198j -0.275062-0.522199j -0.745084-0.122979j 0.1665+0.756978j 0.0929567+0.0888146j 0.146039+0.694448j -0.730107-0.627052j 0.817747-1.10093j -0.135696-0.407311j -0.38868+0.36995j 0.637413+0.496252j -0.535911+0.423339j 0.238746+0.288705j -1.51405-0.671943j -0.460434+0.471973j 0.0529558+0.0322856j 0.782948+0.764927j 0.579742+0.296355j 0.371194+0.0869149j 0.110886+0.447992j 0.0706826+0.165661j -0.248545+0.0876715j 
0.0293431-0.510584j -0.498513-0.08092j -0.0656672+0.130875j -0.103366+0.569342j -0.193777-0.023619j 0.59379+0.161816j -0.00736099-0.279841j 0.804949-0.326878j 0.0158871-0.105682j -0.401597+0.261594j -0.0375946+0.267212j 0.0849038-0.0755156j 0.440221-0.143316j -0.484367-0.352039j 0.344364-0.0774646j -0.559994-0.409178j 0.162109-0.155688j 0.217251+0.342875j 0.42971+0.188092j 0.143005+0.0766903j 0.249507-0.368345j 0.801289-0.248009j 0.228162-0.0417773j 0.39841+0.951213j -0.153497+0.213933j 0.0863785+0.00506078j -0.116985+0.167173j -0.630276-0.708965j -0.589359+0.267506j 0.487504-0.711903j -0.184881+0.0428055j -0.185543-0.284057j 0.265301+8.6942e-05j -0.334817+0.402251j 0.445012-0.399686j -0.53333+0.00747703j -0.449757+0.216212j -0.86525-0.157467j 0.845669+0.0609223j 0.588556+0.427655j -0.10981+0.0835921j -0.0808665-0.680723j 0.451008+0.378305j 0.693359+0.377235j 0.279698-0.395374j -0.698007+0.0811109j -0.320018-0.667779j -0.790945+1.2481j -0.419469+0.55971j -0.194555+0.366864j 0.136073-0.493501j -0.29019+0.582243j 0.457008+0.0471187j -0.415412-0.181544j -0.307858-0.938066j 1.11726-0.238701j 0.649462+0.0381209j 0.157201-0.44083j -0.395667+0.102699j -0.582385-0.323503j 0.639623-0.236544j 0.00866939-0.355057j 0.373749-0.670958j 0.390818+0.0107399j -0.119998-0.301163j 0.886554+0.443469j -0.501959+0.521973j -0.0182547+0.95713j -0.0366-0.0200285j -0.513209+0.456784j 0.744759-0.548639j -0.864325-0.744625j -0.538699+0.444911j -0.546204-0.700335j 0.573883+0.705548j 0.232326+0.283635j 0.368124+0.587446j -0.326321-0.212599j -0.640701+0.0419483j 0.167665+0.313634j -0.461307+0.447364j 0.519976+0.0287636j -0.33312-0.862467j 0.481241-0.669202j 0.827148+0.119249j 0.0623995+0.332327j 0.864135+0.229291j -0.0582933-0.490153j 0.895672-0.349093j -0.630063-0.643239j 0.194214+0.243588j -0.264268-0.249517j 0.0447317+0.0889219j 0.391369-0.00217093j 0.0702056-0.289643j 
-0.058225-0.854372j -0.837932-0.537591j -0.191847+1.50513j 0.366982-0.0920094j -0.865312-0.775354j 0.281037-0.380861j -0.526604-0.335355j 0.744366-1.59336j 0.888276+0.433713j -0.686917+0.596208j -1.22159-0.683154j -0.607723+0.0446842j 0.897097-0.717085j -0.875368-0.529942j 0.891962-0.0874375j 0.45448-0.478405j 0.208358+0.463606j -0.662439+0.541558j 0.330663-0.172831j 0.147361+0.562534j -0.125073+0.418163j -0.314207+0.286189j 0.0616218-0.0420089j -0.933339+0.583531j 0.993568+0.263691j -0.359225-0.319416j 0.587854-0.890654j 0.926657+0.365959j -0.251681-0.581508j 0.517008+0.700137j 0.14375-0.108762j -0.0342622-0.528217j 0.248685-0.684321j -0.0414606+0.0316968j 0.54101+0.615152j 0.262084-0.540077j -0.05565-0.666537j 0.49027+0.209677j -0.571599-0.0818169j 0.526262-0.31804j 0.317411-0.314386j -0.848397-0.794076j -0.730004-0.148996j -0.65009+0.266308j 0.991112+0.472706j 0.0766202-0.087577j 0.117122-0.045255j 0.665099-0.356617j 0.342277-0.448855j 0.303948-0.362656j -0.0993078+0.23352j -0.0492866-0.248254j -0.181119+0.133515j 0.981082+0.149073j -0.0918745-0.436188j -1.44871+0.878943j -0.00240551+0.190818j 0.0463437+0.0355041j 0.411061+0.715423j -0.29201+1.14009j -0.20593+0.281769j 0.209427+0.142716j -0.152643-0.354194j 1.12749+0.507907j -0.0451156+1.55834j 0.296207+0.22626j -0.44348+0.620487j -0.39217+0.0160867j -0.259929+0.944576j 0.193898-0.169263j -0.398174+0.359757j 1.53891+0.994393j -0.564991-0.060714j -0.592372+0.551413j -0.1293-0.456185j -0.0350445-0.268555j 0.0631635+0.269277j -0.0289814-0.165131j -0.287035-0.0506013j 0.625741-0.0755365j -0.539861+0.122158j 0.559151+0.425142j 0.265033+0.7181j -0.799877+0.360085j 0.311901+0.158622j -0.33459+0.108531j 0.326019+0.499483j -0.247962-0.106515j -0.854767+0.129026j 0.703011-0.23718j 0.120871-0.274154j 0.494625+0.653485j -0.297905+0.188818j -0.48177-0.298815j -0.115678-0.119232j 
0.0367983+0.189781j 0.188272+0.184419j -0.176251-0.222958j -0.195125+0.119059j -0.281755-0.316653j 0.138743-0.0830055j -0.191919-0.215066j 0.0274884+0.370792j -0.053004-0.0796094j -0.255998-0.34081j 0.030463+0.0423004j 0.49469-0.310746j 0.292038-0.0894725j 0.0842737+0.0670504j -0.450596-0.0806155j -0.241553+0.328325j 0.13928-0.0141686j 0.264515-0.106639j -0.0437512-0.461881j 0.0724247-0.313499j 0.777613-0.321985j 0.133549+0.0432392j -0.0212651+0.170983j -0.360002+0.211438j 0.416447+0.252477j 0.340244+0.213125j 0.244888-0.00788067j -0.888723-0.152034j 0.237361-0.819945j -0.525227-0.171681j 0.449093-0.509218j 0.832641-0.703801j -1.10994-0.699602j -0.448952-0.3242j 0.00574962-0.479383j 0.0213738+0.446826j -0.292695+0.577796j 0.0497559-0.0513454j -0.245574-0.272589j 0.0653773-0.0391742j 0.0833189+0.226236j 0.0284732-0.0606331j 0.224377-0.391563j -0.010188-0.0875699j -0.318477+0.127676j 0.148187+0.361237j -0.477851+0.224053j -0.16776+0.165035j 0.256819+0.457567j -0.282093+0.153506j -0.111381-1.25756j -0.274407-0.220225j 0.0638066+0.314129j -0.290661-0.127636j -0.12334+0.358823j 0.0249014+0.568614j 0.133142+0.0930868j 0.317818-0.404898j 0.126027-0.188685j 0.483364+0.0155166j -0.0821685+0.823769j 0.161941+0.146736j 0.294888+0.00162663j -0.107996+0.317398j 0.351754-0.133519j -0.0523231-0.380645j -0.507858-0.120315j -0.520097-0.134231j 0.250325-0.328034j 0.351272+0.146829j 0.363129-0.279655j 1.1572+0.0797531j -0.120099+0.154757j 0.185698+0.0844717j 1.12122+0.399358j -0.396494+0.23611j -1.11802-0.419719j -0.703248-0.512639j 0.590227+0.348256j -0.280979+0.820875j -0.706537-0.27476j 0.122055-0.851659j 0.330597+0.0637132j 0.853667+1.24452j -0.325519-0.334015j 0.0600228+0.280751j -0.67566+0.0934156j -0.10197-0.959317j -0.0087601-0.727593j -0.45005+0.320366j 0.421791-0.429442j -0.108134-0.0546139j 0.182318-0.416305j -0.0533126-0.850687j -0.114597+0.32772j 
0.331142-0.113565j -0.326088-0.309173j 0.0894373+0.169592j -0.271011-0.59436j 0.937226+1.00903j 0.117612-0.866381j 0.347553+0.671204j 0.218846-1.14165j 0.438506-0.329985j 0.700109+1.50889j 0.181987+0.723436j -1.06918-0.325059j -0.967595-0.210079j 0.506076-0.593657j 0.309199-0.292836j -0.576638-0.221776j 0.360219-0.283833j 0.396735-0.179543j -0.349935+0.320336j -0.57407+1.39482j 0.593587+0.54617j -0.66641-0.0205525j -0.278656-0.764269j 0.352734-0.428307j 0.0557021-0.401705j 0.306987-0.164261j 0.72792-0.35378j 1.50356+0.538351j 1.04833+0.930562j -0.73493-0.162312j -0.642725-0.394382j -0.440509+0.359026j 0.808887+0.218124j 0.155681-1.72682j 0.238083+0.166238j -0.335519-0.461492j -0.57331+0.928101j -0.221197-0.0833886j 0.27619-0.00240287j 0.0870241+0.00365879j 0.0271532+0.327352j -0.105805-0.208777j 0.328616-0.698385j -0.375897+0.693587j -0.0415501-0.203865j -0.23254-1.18222j -0.540886-0.0952963j -0.448961-0.060998j -0.310294-0.0629831j 0.776979-0.213399j 0.315372-0.414228j 1.12453+0.175444j -0.171641+0.340079j 0.87829-0.0666819j 0.317185+0.300608j -0.180073-0.0837959j 0.0678688+0.220595j -0.145668-0.992945j -0.170107+0.0886528j -0.820176+0.706209j -0.00446829+0.171652j -0.32515+0.109062j -0.331037+0.733856j 1.83515-0.0739933j 0.199499+0.244711j -0.182089+0.582514j 0.749744+0.0847566j -0.300243+0.036643j -0.573037+0.388689j 0.63342+0.0208926j 0.660698-0.125781j 0.105632+0.541469j -0.644869+0.0204312j 0.345069+0.259256j 0.261274-0.668257j -0.151886+0.0442666j -0.172452-0.167407j -0.407386+0.176356j -0.296376-0.626169j 1.00028-0.352933j -0.143226+0.315929j -0.210416-0.227711j -0.445878-0.0331128j -0.467813+0.22007j 0.320508-0.11317j 0.457788+0.00408161j 0.038798+1.08471j -0.090948-0.388695j 0.32604+0.600801j -0.37748+0.235451j 0.117063+0.11841j -0.00601016-0.400578j 0.133285-0.291493j 0.271712-0.677285j -0.0900203+0.301221j 
