-1.34816+0.886838j -2.04991-2.00589j -1.69675+2.03392j -0.685084+2.35655j -0.631834-0.568873j -2.26447-1.4511j 1.10427-0.287272j 2.36817-0.520373j 1.01402-0.660416j 0.934208-2.47343j -0.0453617-0.363595j -1.86668-1.94075j 2.39106+0.668343j 0.890113-2.73452j -1.55047-0.290228j -1.20471-0.956908j -1.03679+2.363j -2.28085-0.592755j -1.82441+0.30891j -0.296492+0.944463j 0.11558-2.07069j -0.0788167-0.0980987j 0.948086+0.758548j -0.974776-1.22922j 1.00453+0.320893j 1.90376-0.521061j -0.183721+0.137789j -0.370319+0.629514j 0.129538-0.549128j -0.310835+1.71382j -1.02305-1.59747j -0.170126-0.220027j 0.468803+0.294448j -1.41142+0.497011j -1.21523+1.22527j 1.30649+1.16649j -0.478069+0.847375j 0.173558-0.303594j -2.24018-0.275981j 0.465911+0.458501j 1.19295+3.51404j 0.365237-0.269287j 1.68441-0.861911j 0.247941-0.768267j 0.371014-1.08671j -1.06374+1.95527j 1.32749-2.36171j 0.259447-0.978864j -0.670498+0.0823814j -0.285495-0.519038j 0.552011+1.17312j 0.894125+0.161435j -1.31467-0.464589j -0.431662-0.197019j 0.36575-0.066818j 2.13451-1.01184j -0.605154+0.0870331j -0.31029-0.152098j 0.459263-0.552859j -0.504962+0.598798j 2.56171-0.881076j 1.1387-0.737465j -0.360582+0.833196j -0.411906-0.333458j 0.0169315-0.312585j -0.0859029+0.824214j -0.127386-0.940399j -0.0660687+0.28264j 0.315718+0.46119j -0.357689+0.71998j -0.775877-0.58584j -2.8412-0.774429j -0.0222922-0.391507j 0.163604-0.0719102j -0.640765-0.0574706j 0.274066+0.440817j 2.02603+0.748946j 0.286984+0.0892173j -0.341089+0.0500436j -1.44557+0.539327j 0.00669636+0.147041j 0.560701+0.559177j -0.947261+0.918177j -1.40489-1.77751j 0.528344+0.326531j 0.393388-0.378166j -1.17351-1.93126j 0.883286+1.02215j 1.00043-0.0988778j -1.06847-1.08552j 0.284753+1.90831j 0.836307-2.41601j -0.982644+1.29442j -1.54945-0.0597523j 0.561616-0.267855j 
0.708203-0.219376j -0.413559-0.62281j 0.026815+0.235667j -0.617034-0.673694j 1.23881+1.00843j -0.285176-0.712109j 0.917671+0.608928j 0.125737-1.13311j 0.59874-0.460159j 1.11214+1.35568j 0.524799+0.339706j -1.69326+0.00280872j -1.29665+0.312179j 0.489866-1.28704j 0.400838-0.014093j 0.88831-0.164908j 0.35917+0.448342j -0.274796+0.30541j -0.694876-0.701269j -1.15122-1.10354j -0.819355-0.336858j 0.219736-0.36202j 0.73725+0.24076j 0.186878+0.692389j 0.883906-0.206764j 0.235738+0.0742982j 0.0172785+0.0964772j -0.598397+1.53368j -1.55184+0.18509j 0.627949+0.269066j 0.110635-0.657877j -0.944862-1.05387j -0.942131+1.05972j 0.790138+1.06764j -0.674981+0.473871j 0.973367-0.0800833j -0.204105-0.505653j 0.320368-0.141033j 0.500367-0.420829j -0.00709218-0.011403j 0.261572+0.36961j 0.0936851-0.131362j -0.274502-0.596536j 0.0830725+0.0885373j -0.129541+0.444498j -1.47128-0.407288j -0.159258+0.299103j -0.107607-0.154647j 0.380605+0.145147j -0.07354-0.611495j 0.557967-0.324946j -0.344167-0.305308j -0.307732+0.169041j -0.677538-0.156455j 0.498612+0.104838j 0.0805269-0.1346j -0.105796+0.418032j -0.685848+0.206697j -0.504119+0.413487j 0.835188-0.125613j -0.309902-0.625325j -0.145828+0.605755j 0.365549+0.463455j -0.216974-0.514451j 0.0282431-0.315387j 0.288629+0.979156j 0.0693179+0.141486j 0.0827274+0.122787j -0.0397976+0.0340331j -0.244603+0.209673j 0.0266479-0.369882j 0.162528-0.0344369j 0.267746-0.259248j 0.495251-0.636003j -0.672037-0.54663j -0.327148+0.461524j 0.135436-0.770566j 0.461758+0.132748j -0.643596+0.596193j 0.105725-0.619205j 0.273243-0.110326j -0.12037+0.812522j -0.656615+0.0936477j 0.0748295+0.405668j -0.120102-0.571926j -0.136764-0.662957j 1.16503+0.469243j 0.920864-0.413883j 0.743022-0.11296j 0.676095-0.0818387j 1.12332-0.0402517j -0.282459+0.122465j 0.460893+0.200055j -0.366821-0.433676j -0.0763234+0.0592044j 
-0.624071+0.229504j -0.261347+0.352395j 0.2924-0.30175j -0.51803-0.401083j -0.09965-0.699279j 1.26114-0.36017j -0.244394-0.440629j -0.163644+0.109066j 0.100745-0.676019j -0.381193+0.444402j -0.796686+0.820062j 1.44742+0.067074j 0.42933-0.670696j -0.0693928+0.342878j -0.440283-1.03186j -0.23256+0.391752j -0.0105755-0.556381j 0.173474-0.300166j -0.40172+0.413535j 0.511558+0.444304j 0.236532-0.764819j 0.204679+0.270627j -0.571309+0.215643j 0.373266-0.229138j -0.665543-0.489707j 0.313097-0.112067j -0.464591-0.650067j 0.559619-0.22347j -0.271844+0.0241249j 0.193481+0.739897j -0.718889+0.163301j -1.25384+0.103898j -0.0457138+1.13845j -1.08193+0.300367j -0.451825-0.0116248j -0.279095+0.244033j 0.699243+0.380257j 0.34895+0.179772j -0.398649+0.139522j 0.658551+0.273957j 0.135046-0.0440469j -0.644512-0.919686j -0.174819+0.0784634j -0.309594+0.197703j -0.389073+1.22456j 0.0770352-0.0254907j 0.621691+0.200786j 0.0285042+0.494034j 1.88336+0.758852j 0.27164+0.282906j -0.450678+0.361731j 0.376578-0.684418j 0.6737+0.0658217j -0.0163077-0.264026j 1.59732+0.703678j 1.28414-0.0337709j 0.227904-0.0129779j 0.267455+0.146118j 0.0669055+0.0203322j -0.251245-0.375295j -0.118788-0.238075j -0.249424-0.296072j -0.159004+0.439071j 0.966422-0.242977j 0.102322-0.993769j 0.665822-0.271297j 0.356794+0.265833j 0.207118-0.116077j -1.0348+0.0199549j 0.539893-0.0212043j -0.30876-1.26517j 0.886885-2.0449j -0.915347-0.0437523j 0.609754-0.831219j 1.27816-2.09859j 0.247254-0.501377j 0.737494-0.537404j 0.311901-0.432167j -0.27578+0.144015j 1.60359-0.0827158j -0.718499+0.941864j 0.695598-0.238238j -1.16023-0.346847j 2.3345-0.453078j 0.187204-0.388747j 0.00823172-0.00563721j 0.353604+0.881774j 1.51553-0.141687j -1.05036-0.954833j 0.412423-0.159683j 0.144081+0.306385j 0.282054+1.07253j -0.682457+0.208052j -0.835276-0.731503j -0.849554-1.0315j 
-0.363938+0.158911j -0.607514-0.0816367j 0.314075+0.510114j 0.144323-0.164751j -0.0792232+0.0587078j 0.791512+0.486765j -0.280631+0.221915j 0.492094+0.590735j -0.0629781+1.03205j 1.05259+0.284902j 0.341907-0.91357j 0.306054-0.396254j -0.0577369+0.499876j 1.8506+1.1142j 1.28429-1.01401j 0.0625914+0.246115j -0.253016-0.279214j -0.113217-0.661862j -0.202345+0.046874j -0.195505+0.291834j -0.120581-0.791036j -0.129262+0.189284j 0.222146-0.163253j 0.178457+0.370513j 0.258983-1.00672j -0.732878-0.522683j 0.18275+0.183608j 0.425186-0.080002j 0.726605-0.843131j 0.122708-0.639478j -0.189929+0.0425797j 0.468869-0.0464777j -0.0400871-0.0564972j 0.597569+0.588514j 1.4682-0.529666j 0.963483-1.55375j 1.25874+0.951938j -0.0964989-0.0422453j -0.159323+0.216782j 0.218305-0.0585632j 0.281081-0.0170512j -0.342706-0.332095j -0.117731-0.338936j -0.07588+0.21003j -0.0738431+0.341541j 0.13079-0.191803j -0.0573067+0.203291j -0.0316882+0.182054j 0.827521+0.47171j 0.281653+0.294113j -0.311733-0.49495j 0.107957+0.0165505j 0.461897-0.210355j 0.355923-0.145253j 0.580984+0.508976j 0.517434+0.374963j 0.220667-0.284864j 0.0299748-0.369823j 0.481326+0.0254551j -0.644573-0.0963541j -0.268514+0.0665639j 0.117449-0.256968j -0.547187+0.0300093j 0.243053-0.515513j 0.00891486-0.346469j 0.0921687+0.00615305j 0.00827177-0.893391j 0.292967-0.0448119j 0.0353496+0.441884j 0.203689+0.483852j 0.27663-0.266533j -0.222866-0.454959j -0.400138-0.350117j -0.192587+0.00799757j 0.164233-0.0203743j -0.203815-0.147862j 0.358316-0.491283j 0.337545-0.459983j 0.0556259+0.22996j 0.337733-0.0107925j -0.150329+0.473937j 0.357998+0.334771j -0.544788+0.252802j 1.11077-0.896425j 0.316705+0.0990922j 0.110351-0.00372652j -0.273638-0.421513j 0.227753-0.00870859j 0.477927-0.0185119j -0.0540051-0.41421j -0.705076+0.666474j 0.898426+0.0124373j -0.657795-0.812072j -0.753771-0.773684j -0.603579-0.0405931j 
-0.0645397+0.715112j -0.38091-0.0573887j -0.382941-0.667337j 1.06902+0.184439j 0.739028+0.633565j 0.457896+0.290899j 0.458217+0.3859j 0.28662-0.177694j -0.142617+0.0178174j -1.50564-0.0134646j -0.0940129-0.0824209j -0.0930121+0.736124j -0.264913-0.311441j -0.0589882-0.0129988j -0.399892-0.0324678j -0.908828+0.857135j 0.374906+0.355815j -0.00429195-0.609087j 1.30305+0.115514j -1.67631-0.985423j -0.464144+0.941068j -0.318778+1.63729j -1.03099+0.888838j 0.0303196+1.76031j -0.271541-0.679744j -0.2626-0.0234379j -0.739952-0.753404j 0.519655+0.501252j -0.180393-0.504216j -0.0847869+0.168621j 0.542524+1.52359j 0.0250652+0.005397j 0.197656+0.0451935j 0.525072-0.529409j -0.237122-0.626471j -0.1394+0.696147j -0.389914+0.307808j -1.72274+0.395693j -0.471339+0.925531j -0.0832815-0.049604j 0.0981267+0.1006j 0.659085-0.621764j 0.0775853+0.7577j -0.39517-1.03743j 1.49761+0.325901j -0.950315-0.353028j -1.00413+1.21467j -1.04438-0.868475j 0.699717-0.0800006j 0.948596+0.571405j 0.283791-0.266271j 0.876382-0.292018j 0.139469-1.53876j 0.977763+0.105307j 0.151654+0.382149j 0.471333+1.3495j 1.70478-0.0740008j 0.118285+0.233236j -0.528894+0.445397j -0.0700922+0.114522j -1.89297-0.881385j -0.87035-0.920073j 0.0811206+0.139722j -0.138247-0.475547j 0.0268371+0.384891j -1.19728-0.540016j -0.117663+0.0962828j 0.359747+0.171624j 0.319596+0.0786036j 0.446916-0.431459j -0.1901+0.129902j 0.498527+0.273846j 0.630231-0.181887j -0.381536-0.139617j 0.0562384-0.0355301j 0.0893533+0.579972j 0.782759-1.17256j -0.46499+0.563439j -0.0901938+0.624805j -0.139098+0.0014428j -0.10001-0.390512j -0.555563-0.463146j -0.126507-0.350603j 0.478717-0.252675j 0.120181+0.15552j -1.36128+0.726478j -0.0835741+0.0578555j -0.0373319-0.702378j 0.188709+0.432733j 0.0537839+0.316642j -0.485463+0.197879j -0.389828-0.0196531j -0.110813-0.132995j 0.023145+0.326232j 0.336003+0.227138j 
-0.913605+0.340837j -0.116618+0.844943j 1.23954-0.59619j 0.239471-0.0599609j 0.221896+1.44712j -0.490507-0.28885j 0.12438+0.720207j -1.65679-0.401581j -0.0627587-0.832012j 1.22149+0.38795j 0.607705+1.09935j -0.0938039+0.509484j -1.24868-0.268186j 0.046414+1.18113j -0.280819-0.874019j -1.15295+0.233469j 0.261772-0.673831j 1.33543-0.159893j -0.265028+0.246007j -0.377831-1.10415j 0.210399-0.573542j 0.495212-0.489528j 0.0568401-0.169025j 1.20967+0.0524822j -0.993423-0.528349j 0.37446+0.504805j -0.405605+1.41803j -1.47298-0.244677j 0.202722+0.903229j -0.220432-1.40824j -0.174206+0.144194j 0.0589781+0.195738j -0.430149+0.850917j 0.573335+0.124047j -0.286352-0.795163j -0.289756+0.57082j -0.433755+0.92123j -0.388506+0.0501538j -0.662453+0.430772j 0.00614649+0.0785814j -0.212377-0.692097j 0.185204-0.0205048j -1.12053+0.75659j -0.351583-0.244604j 0.316193-0.145586j -0.256229-0.624561j 0.108448-0.246536j -0.247461-0.459325j -0.0441203+0.0271918j 0.121014-0.881566j 0.26872+0.349196j 0.400013-0.120542j 0.0813928-0.129623j 0.538449-0.0967687j -0.013151+0.220832j 0.172163+0.792162j 0.054722+0.613348j 0.18918-0.188393j 0.48975-0.0269202j 0.0889172+0.0844344j -0.302833+0.968202j 0.591365-0.0782394j 0.429914+0.395773j 1.13151-0.154437j 0.681102+0.273625j -0.335137+0.65906j 0.551137+0.51386j -1.02004-0.00209857j 0.283725+0.267368j -0.301994-0.459372j 0.151332+0.211084j 0.921096-0.542045j -0.632581-0.0707931j 0.12127+0.582802j -0.10424-0.140402j -0.034013-0.230397j -0.836795+0.358747j 0.00614474-0.319208j -0.971891-0.245633j 0.415595-0.466741j -0.0636391+0.308775j 0.416344+0.408495j 0.344995-0.336277j 0.165609+0.770623j 0.0360842+0.225171j -0.779309+0.0847522j 0.155641-0.0370832j -0.0166611-0.785708j 0.127588+0.699851j 0.539023-0.377884j -0.3908+0.475167j 0.362864+0.285255j -0.493357+0.159308j -0.170736+0.14854j 0.418262-0.109361j 
-0.0102022-0.0723158j -0.011047+0.199026j 0.167218-0.124918j -0.231251+0.367984j 0.0598764-0.220412j -0.550412-0.108385j 0.184342-0.0290578j -0.311163+0.0495486j -0.252112-0.112584j 0.634129-0.389585j 0.301173+0.202774j -0.0725228+0.170199j -0.173031+0.350417j -0.230863-0.178065j -0.308703+0.0382924j 0.131987-0.269807j -0.117057+0.198015j -0.170836+0.317666j 0.338696+0.0888066j 0.100299-0.171423j -0.322305+0.681305j 0.023246-0.159513j 0.0440429+0.0985202j -0.176585-0.414371j -0.414856+0.382522j -0.414157+0.0728874j -0.170666+0.587823j -0.114942-0.468081j 0.343373+0.390893j 0.387045-0.261646j 0.390464+0.524075j 0.497466+0.774609j 0.875117-0.370976j 0.559365+0.292033j 0.0252331+0.159249j -0.21726-0.0427621j 0.00792277-0.839087j -0.132576+0.216457j 0.00816223+0.232105j 0.13589+0.0439263j 0.0529465-0.508839j -0.478538+0.00160112j -0.735646+0.718542j 0.840011-0.0354408j 0.153655-0.0242863j -0.256637+0.250444j 0.731136+0.145572j 0.270551-0.26528j -0.258124-0.333384j -0.113638-0.0166844j -0.263662+1.2j -0.053099-0.0332001j 0.303589-0.208253j -0.102281-0.0214306j 0.437999-0.82906j -0.14967-0.48457j 0.063765-0.0791835j -0.257739+0.829906j 0.235536+0.502259j 0.0472417-0.315917j -0.0135763-0.461923j 0.170728-0.240422j 0.256562+0.157426j -0.86467-0.709812j -0.402754+0.0888867j 0.172537-0.202647j 0.0650019-0.0627169j 0.470502-0.0208785j 0.0741483+0.394147j -0.327081-0.319308j -0.731197-0.040913j -0.798933-0.210476j 0.216822-0.113889j -0.267798-0.543601j -1.55599+0.244567j 0.479163-0.336948j 0.84842+0.695853j 0.67027+0.460519j -0.0601807-0.221494j -0.39633-0.991856j 0.560915+0.196801j -0.0614657+0.857669j 0.154448+0.648312j -0.429842-1.06135j -0.109546+0.569501j -0.492493-0.0256064j 1.22816-0.51822j -0.222891+1.20032j -0.130052+0.154966j -0.00106869-0.247453j -0.651008+0.20512j -0.205931+0.187537j -0.702813+0.292457j -0.498667+0.922331j 0.264378-0.543302j 
0.755817+0.0248593j 0.502066-6.63064e-05j -0.595043+0.0807206j -0.0749293+1.18636j -0.404151+0.20422j -1.78934-0.536842j -0.00439578+0.223479j -0.208175+0.0090207j -0.603664+0.0588121j 0.427052-0.829895j 1.0858-0.606875j -1.51116-0.422832j -0.384869+0.410556j -0.517685-0.853701j -0.737037+1.35341j 0.437759+0.239464j -0.333416-0.1804j -0.367786-0.325973j -0.136383+0.635654j 0.450367+0.0763632j -0.925667-0.801208j 0.00394531+0.106923j -0.0930417+0.0341638j 0.390535-0.102279j -0.578196-0.562066j -0.0763175-0.437516j -0.437191-0.361666j 0.359792+0.195166j -0.849857-0.0350211j 0.218166+0.804792j -0.764839+0.499337j -1.13597-0.0198233j 0.0606715+1.26468j -0.521858+0.948904j -0.32871+0.201197j 0.148463-0.287875j 1.28083-0.0498148j 0.127325+0.290818j -0.00638354-0.232568j -0.0743006+0.43645j 0.156396+0.274492j 0.391368-0.501272j 0.081978-0.517826j 0.156209+0.21727j -0.931298-0.0571088j -0.0241213-0.0560179j -0.303454+0.385427j 0.110422+0.26392j -0.101702+1.3689j -0.150476+0.00996437j -0.153136-0.376806j -0.156956-0.272427j 0.0433329+0.242293j -0.193501-0.559203j -0.256268+1.0357j 0.031419+0.830287j -0.00634375+0.0181678j -0.265571-0.0822144j -0.0829735+0.0282679j 0.842516+0.216841j 0.293269-0.187983j -0.028973+0.0318096j -0.130911-0.196862j 0.155568+0.0476768j 0.717581-0.0330843j -0.0430598+0.0644034j -0.472485-0.0215875j -0.0846993+0.259358j 0.147025-0.5524j -0.225867-0.132001j 0.901786-0.470622j 1.48582+0.362441j 0.285014+0.0878275j 0.755653+0.238328j 1.27524+0.207128j -0.0743542+0.01027j 0.113939+0.310034j 0.111718+0.264918j 0.0226083-0.0641859j 0.114201+0.974338j -0.570147-0.275026j -0.463272-0.0853633j 0.201206-0.442258j 0.705799+1.65145j 0.00712187-0.194095j 0.133538+0.048299j -0.458046+0.782437j -0.0732542+0.540145j 0.423714-0.719154j -0.19817+0.482494j 0.0574473+0.0507512j -0.544688+0.198925j 0.049655-0.611939j 0.317721-1.08049j 0.22734-0.49782j 
-0.448815-0.185729j 0.384849+0.235244j -1.1276+0.115059j 1.61608+0.557704j 0.0299135-0.0497571j 1.03785-1.57243j -0.546417-0.0538089j 0.793377-1.4381j -0.55248+0.87643j -0.153882+0.705699j 1.16314-0.997127j -0.457356-1.29862j 0.25957-0.644407j -0.0852231+0.234147j -0.169934+0.0670598j -0.343752-0.714219j -0.256137-0.0093431j -0.259279+0.273629j 0.93477+0.366744j -0.665636+0.684565j -0.362335-0.429044j 0.597143-0.482853j 1.06466+0.162226j -0.0117966+1.7392j 0.430718+1.19133j 0.592161-0.142434j 0.634004-0.0189705j -0.669652+0.534873j -1.62391+0.103592j 0.214269-0.665079j 0.176901-0.11663j -0.306035-0.969357j 0.899636+0.37801j 0.434188+0.407279j 0.494024+0.228851j -0.0428584-0.285694j -0.400039-0.281188j 0.164941-0.444601j -0.732348-0.00255597j -0.442285-0.218762j -0.4427-0.267357j 0.572145+0.616809j 0.345925+0.574416j -1.29853-0.42104j 0.332027-0.313261j 0.940518+0.617496j -0.478439-0.0183808j 0.173696+0.628116j 0.688463-0.747497j 0.30016-0.704707j -0.585134+0.670694j -0.444488+0.246938j -1.03634-0.135635j -0.457663+0.6052j -1.18095+0.696419j 0.223558-0.0997634j -0.851004-0.632423j -0.482866-0.48419j -0.334882-0.804332j -0.0601971+0.139914j -0.531533-0.438238j 0.199101-0.0048505j -0.598305-0.737942j -0.254272+0.704846j -0.148509+0.0396019j -0.403039+0.711062j 0.407173+0.339795j 0.330087+0.305603j -0.169424-0.3536j -1.28588+0.881046j -0.581364+0.670438j -0.343819-0.378222j 1.10485+0.00810347j 0.190577+0.751923j 0.650196-0.704973j 0.354429+0.0996587j 0.0551354-0.529962j -0.249172+0.328761j -0.664222-0.075313j 0.245196+0.478939j 0.410032-0.0470364j -0.208004+0.625113j -0.131835-1.07754j 0.202431-0.280396j 0.726943-0.404903j 0.3167-0.48255j -1.22628-0.677294j 0.0125174-0.353236j -0.914263+0.108702j 0.727683-0.307381j -0.148089-0.248268j 0.61215+0.073325j 0.330953+0.326091j -0.0566981+0.459575j 0.395935+0.253267j 
0.746788+0.653173j 0.304069-0.641152j 0.461115+0.0421939j -0.727965-0.579402j -1.1143+1.26591j -0.611551+0.7686j -0.248129+0.76686j 0.467288+1.14041j 0.638705-0.231005j -1.03788+0.217338j -1.09916+0.992917j -0.0549779-0.69291j -0.563527-0.469739j 0.883005+0.00845552j -0.0351191+0.821552j 0.976751+0.323048j 0.203582+0.568083j -0.00181216+0.219922j -1.02067-0.980366j -0.093828-1.56377j -0.675653+0.409393j -0.452304-0.0619885j -0.0471375-0.195629j 0.138063-0.878666j 0.647293-0.846523j -0.428075+0.348676j -0.216182+0.336392j -0.185248+0.951146j 0.157268+0.24276j 0.139144+0.200298j 0.53853-0.363463j -0.201316+0.0567843j -1.22777-0.115982j 1.10631+0.376596j -0.514226+0.0948986j 0.811125-0.0153221j -0.0557855-0.643393j 0.680882-0.357932j 0.3959+0.594371j -0.503971-0.315967j 0.118918+0.0985679j 0.827483+0.786139j -0.133826-0.20794j -1.37267-0.464373j 0.450465-0.308184j 0.150523-0.951622j 0.399804-0.828448j 0.661293+0.448011j 0.321417-0.742645j 0.137504+0.536842j 0.239654+0.132123j -1.52895+0.848696j 0.13419-0.869353j -0.199672+0.241612j -1.6378+0.294359j 0.60943+0.00385839j -0.147911+0.112772j 0.166132+0.421347j -0.351407-0.813886j 0.141758-0.318398j 0.544487-0.0181988j 0.0268276+0.607258j -0.56048-1.48598j -0.143093+1.34337j -0.117663+0.274718j -0.688237-0.0963086j -1.20913+1.15736j -0.28752-0.102824j 0.490342-0.363397j -0.277795-0.545282j -0.118122+0.658415j -0.710548-0.817839j 0.534618-0.168033j -0.689392+0.582303j 1.00068-0.265555j -0.475425+0.186431j 0.0551695+0.0774266j 0.388853-0.15853j 0.165983+0.69272j 0.327639+1.22418j -0.525309+0.722104j -0.517498-0.331894j 0.520491-1.10695j 0.162964-1.04448j -0.178285+0.035081j 0.113323-0.848039j -0.787991+0.0113818j 0.0798842+0.198982j -0.0483772+0.808598j 1.58364-0.05712j 0.372755+0.151584j 0.987609+0.00873559j 0.507908+0.464828j 0.0857517+0.248186j 0.238412+0.558111j 
-0.1957+0.133429j -0.239129-0.134246j 0.232102+0.210757j -0.0512833-0.0132981j -0.192767+0.245908j 0.188872+0.320326j -0.251345+0.188886j -0.0262246+0.641702j -0.177431+0.37468j 0.704067+0.772692j 0.568092-0.271344j 0.197369-0.451853j -0.226182+0.233958j 1.1504+1.25279j 1.09166-0.288367j -0.14515-0.163615j 0.0851495+0.348116j -0.140724+0.447669j -0.0481386-0.0546186j 0.32327-0.204789j -0.135361+0.540763j -0.0550465+0.0609123j -0.442488-0.0581574j 0.0554321-0.30264j -0.402497+0.350037j 0.045606+0.870563j 0.0807731-0.350379j -0.221093-0.0431284j -0.673502-0.196524j -0.797795+0.656237j -0.171454-0.390188j -0.241477-0.51661j 0.0864801-0.0822719j -0.122756-1.05633j -1.48675-0.770429j -1.60298+0.713388j -0.507424-1.21388j 0.0373351-0.0263062j 0.0283688-0.18958j 0.0271697-0.063231j -0.198224+0.30883j -0.122458+0.0296711j 0.479394+0.259204j -0.0802047+0.0516072j 0.0177894-0.0591015j -0.200201+0.402975j 0.260812-0.191358j 0.159001+0.0120658j -0.0303523-0.174093j -0.33374-0.120456j 0.784758+0.64899j -0.0331439-0.0881063j -0.474664+0.473648j -0.235444+0.253069j -0.0112401-0.221092j -0.0621285-0.266025j 0.201789+0.456122j 0.201642+0.734927j -0.278816+0.177995j 0.328728+0.0656028j 0.116753-0.412915j -0.815081+0.0863436j 0.816502-5.77226e-05j 0.532742+0.37792j -0.0230716+0.0799493j 0.441018-0.344262j 0.109623+0.786159j -0.154377-0.0688594j -0.380427-0.543501j -0.299371-1.32282j -0.340925-0.0273011j 0.332176-0.00775624j 0.675265+0.555298j 0.335109-0.386263j 0.196086-0.607482j 0.657576+0.110729j -0.554432+0.529451j -0.47078+0.947753j -0.146734-0.167729j 0.165272+0.18063j -0.14635-0.300869j 0.0183462-0.274589j 0.0874209-0.622253j -0.517414+0.681685j -0.380452-0.35455j -0.148223+0.72053j 0.484561+0.989373j 0.16669-1.00781j -0.458148+0.100386j 0.941212+0.800725j 0.251934-0.799274j -1.76638+0.316671j 1.54892-0.137883j 0.294893+1.49663j -0.926119-0.713978j 
0.303453+0.156784j 0.320308+0.369121j 0.171929-0.609351j -0.0725037-0.0594979j 0.209784+0.0358803j -0.0323578-0.532863j 0.424172+0.0242674j 0.39628-0.733617j 0.965801-0.618125j -0.898693-1.48951j -1.45084+0.119269j -0.511069+0.481692j 0.57843-0.356832j -0.659011-2.5154j -1.74061-0.354015j 0.0520543+0.0456325j 0.0502318+0.00564096j 0.0400353+0.112956j -0.0335969-0.00617772j 0.194183-0.0367874j -0.0565991+0.0437457j 0.0281693+0.0742329j -0.161115-0.0417157j -0.0459346-0.116135j -0.0740618-0.0207546j 0.0414803-0.0592985j -0.0717081-0.192545j 0.039911-0.0118658j -0.0820215+0.109612j 0.035454+0.0658571j 0.276338+0.196046j -0.149788+0.0228773j -0.288646+0.185735j -0.0313593+0.0668994j 0.0859859-0.211905j -0.165819-0.329072j 0.322462-0.0683803j 0.155126+0.0972807j 0.058514+0.0277675j 0.0943028+0.235902j 0.00125197-0.0682581j 0.277357-0.204712j -0.190618-0.0147826j -0.201996-0.159486j -0.0312927-0.200396j -0.0340185-0.216374j -0.0548981+0.0551845j -0.195326+0.188772j -0.45342+0.246804j 0.117892+0.00854438j -0.395668+0.0195712j -0.183385-0.325746j 0.0390237-0.319675j -0.128623-0.150184j -0.429295-0.0231488j -0.157384-0.0885956j -0.191211-0.0835991j -0.286862-0.269538j -0.196341+0.237106j 0.244954-0.345078j 0.274623+0.141748j 0.268334-0.362889j -0.41869+0.123075j -0.273888+0.445955j 0.0349183-0.015495j -0.132218+0.3172j 0.359375-0.00284276j 0.0564159-0.0167435j -0.0373659+0.279557j 0.882452+0.296357j -0.116104+0.134753j -0.131901-0.137312j -0.579583+0.14726j -0.213172-0.0962151j -0.282482-0.086692j -0.363225+0.37988j -0.115748-0.513001j -0.372162-0.595486j 0.272907-0.00967607j -0.270932-0.0218799j -0.182228-0.0293476j -0.303014-0.132308j -0.131808+0.0266399j 0.30841+0.116614j 0.130331-0.0951263j -0.605673-0.119733j 0.16719-0.247415j 0.728331+0.656109j -0.536925+0.223548j -0.609833+0.127466j 0.519956-0.65769j 0.700586+0.120478j 0.256656+1.25198j 0.200545-1.02792j 1.30038-0.470511j 
