0.791492-0.112573j -0.410134-0.640462j 0.00883912+0.2572j 0.573484-0.308624j -0.420793-0.411978j -0.481803+0.170698j -0.211668-0.23752j 0.247038+0.572022j -0.087696-0.348958j -0.183293+0.165995j 0.160569+0.51847j -0.452076-0.366723j 0.354809+0.060926j 0.405902-0.284745j -0.161824+0.0384614j -0.507729+0.107359j 0.110922-0.325611j 0.0459247-0.515881j 0.0458037+0.622278j -0.295646-0.235858j -0.0050447+0.249447j 0.358479+0.560604j -0.293991+0.199568j 0.447876+0.0243682j 0.278716-0.710438j -0.573372+0.0782127j -0.214323-0.398706j 0.0824041-1.12375j -0.94615-1.22085j -0.965596+0.315519j 0.731021-1.3294j 0.492686-0.507379j -0.0819672-1.16579j -0.987244+0.681215j -0.811538-0.136695j 0.604262+0.126731j 0.0378406-0.0634416j 0.79741-0.552829j 0.70867-0.274918j -0.331573-0.487204j 0.956082-0.659463j 0.0658876+0.657413j 0.596932+0.556498j 0.199495+0.15726j 0.464903+0.224503j -0.191655-0.426338j -0.417813-0.0486441j -0.275674-0.538986j -1.33249+0.167388j 0.707211-0.0785668j -0.0463505+0.458821j 0.257313-0.0209412j -0.0356527+0.599215j 0.445319-0.37213j -0.137577+0.178164j -0.270213+0.6135j -0.132235-0.780416j 0.982871+0.420138j -0.18376+0.42365j 0.707405-0.0214288j -0.998914-0.373877j 0.033271+0.100102j 0.312973-0.414119j 0.571087-0.36209j -1.04672-0.386798j -0.20395-1.0935j 0.432824+0.143533j 0.948076+1.04139j 0.568493-1.17722j 
0.0418378+0.18311j -0.328936-0.123697j -0.564283-0.176194j 0.310841+0.0414144j 0.2615+0.240613j 0.794721+0.190268j -0.219804-0.115613j 0.153352-1.08412j -0.585913-0.474159j 0.16777+0.046876j -0.264677-0.456816j -0.538505-0.00384166j 1.94484+0.783388j -0.679761-0.595854j -0.345352-2.18753j -0.892249-0.212415j 0.997641-0.295455j 0.111363+0.12212j -0.0760927+0.02501j -0.219146+0.187943j -1.57088+0.310583j -0.18746-0.305715j 0.361494+0.44716j -0.618686+1.75037j 0.124769-0.0159768j -0.102991+0.287581j 0.129806+0.361224j -0.501382+0.253812j -0.277382-0.08336j -0.515494+0.0210173j 1.38186-0.327024j 0.22151+0.248799j -4.93141-0.309409j -1.92493-0.406132j -10.594+0.108423j 1.33065-0.377827j 4.57301-0.0779098j 12.2736+0.201827j 7.73013-0.144005j 18.3231+0.551152j 1.2205-0.152751j -22.6595+0.937317j -10.3525-0.123751j -16.048+0.50008j -12.8828-0.674185j 1.55814-0.682244j 14.3015+0.4629j 10.4079+0.376613j 27.3588-0.901757j 17.5849-0.597317j 11.4067+0.844079j -10.6763-0.132718j 5.03611-0.462917j -12.7124+0.11915j 14.4379-1.01517j 7.32939-0.138942j -23.3013+0.181949j 0.467177+0.0112764j 15.7436+0.346248j 4.12854+0.526841j -13.9214+0.689161j 4.37206+0.125999j -0.549709-0.350914j 8.85719+1.48292j -2.42497+0.13099j 4.99556-0.154255j 0.593185-0.0766846j 1.56296-0.357506j 0.615675-0.215321j 
0.164011-0.344052j 0.530774-0.22916j 0.564408-0.373173j 0.430961+0.634993j -0.727804-0.179635j -1.48309+0.0990332j 0.453877+0.136284j -2.07599+0.937321j 0.96132-0.474846j 0.671294-0.800506j -0.396418-0.312418j 0.478267-0.436645j -1.44355+0.348417j -0.624815+0.363592j -1.08871-0.973469j 0.946505-0.268829j -0.890628+0.688131j 0.537104-0.0571978j 0.587971-0.0958943j 0.1493-0.0627198j -0.507692+0.522868j -0.920603+0.0273807j 0.504096-0.507549j -0.398866-0.787117j 0.488704-0.0463765j 0.0148608+0.0194261j -0.855361-0.0994798j -0.103441-0.204093j 1.46114-0.165941j 0.288942-0.161517j -3.59383-0.173522j -1.36179-0.152604j 15.5786+0.131099j 6.5675+0.267318j 32.3379-0.298257j -4.8776+0.0184015j -14.3767-0.290678j -42.733+0.35389j -24.4764+0.153159j -58.4052-0.225488j -4.81857+0.15414j 68.4616-0.0150706j 34.8363+0.462021j 52.3995-0.201304j 42.3345-0.0655697j 0.573366+0.142501j -44.2996+0.145629j -35.26-0.0833092j -87.1439+0.0946368j -55.6564-0.195409j -37.4053+0.161526j 35.96+0.115085j -15.5407-0.230118j 39.2221+0.0866812j -47.4903-0.784284j -23.5873-0.18173j 72.7537+0.0322408j -2.40065-0.214141j -52.1071-0.430844j -14.6774-0.252349j 43.9774+0.50559j -15.8801+0.40816j 0.463921+0.0718358j -27.5626-0.0396793j 7.71679-0.0356123j -16.3498+0.293845j -1.4896+0.0379948j -4.52883-0.101711j -0.82986-0.213226j 
0.41859+0.510113j -0.481398-0.280858j -0.208885-0.538217j -1.03055+0.0384082j 0.194244+0.688672j -0.128919-0.447599j -0.495948-0.440069j 1.55687-0.174834j -0.889602+0.734959j -1.45978-0.0222908j -1.55257-0.984484j -0.46074+0.493041j 1.51969-0.557146j 1.15916+0.533251j 0.74518-0.383624j -1.4034-0.765087j -0.614227+0.919608j -0.039764+0.00203464j 0.843703-1.04806j -1.07134-0.31469j -0.20803+0.317901j -0.453128-0.282035j 0.46587-0.378408j 0.613094-0.63665j -0.935554-0.659384j -1.40547-0.353661j -0.223769-0.402952j 0.0188234+0.33879j -0.960894-0.211015j -0.725709-0.326025j 3.74041+0.0764802j 0.839778-0.204109j -13.8226-0.00407658j -6.29277+0.644111j -27.48-0.36294j 3.48838-0.050033j 12.5267-0.218361j 36.1398+0.498905j 20.5428+0.0957759j 49.8922-0.839676j 2.70036+0.573672j -58.4573-0.112435j -29.891+1.29076j -43.7581-0.307475j -36.4487-0.439935j -0.285939-0.00856246j 38.2967-0.50688j 30.1652-0.251928j 75.2579+0.4676j 47.5842-0.342156j 32.0528+0.516134j -28.8358-0.439603j 12.1309-0.122396j -33.885+0.296646j 40.3849-1.53734j 19.0077-0.381244j -63.0862+0.0230751j 2.1022-0.77249j 44.6337-0.575003j 12.671+0.145258j -37.1526-0.0559367j 14.2631+0.726748j -0.55196+0.890778j 23.3266+0.0161138j -7.76974-0.304568j 13.7404-0.266507j 1.98723-0.0683273j 3.22877-0.121396j 1.19124+0.0595237j 
0.0825156-0.176986j 0.314877-0.162418j 0.0306812-0.213485j 0.403699+0.449894j -0.197297+0.227744j 0.792868+0.107189j -1.97859+0.240771j -0.945234+0.422345j 0.151442+0.247326j -0.577902+1.13992j 0.549306+0.0704184j -0.214396-0.0802932j 0.142294-0.565136j -0.0732641-0.21623j 0.835089+0.172337j -0.204586-1.40595j -0.568673-1.64431j 0.477551-0.778684j -0.1823+0.542212j -0.113496-0.106195j 0.0782668-0.223342j -0.821287-0.50886j -0.107278-0.987875j -0.0345234+0.407252j -0.0307022+0.419327j 0.195017+0.574633j -0.257393+0.572013j 0.0461301-0.308519j 0.171012-0.073046j 0.184766-0.124059j -0.863097+0.0705515j -0.45851+0.161815j 5.43979-0.195167j 2.54678-0.385226j 11.5868+1.06254j -1.41815+0.332204j -5.52914+0.20687j -13.9931+0.227565j -8.61639-0.20973j -20.3376+0.16357j -1.65409+0.0527924j 23.1106-0.0778579j 11.6962-0.0385864j 17.7945-0.411545j 14.3129+0.0078206j 0.53243+0.0589757j -14.8594+0.0221711j -12.2088-0.255632j -29.4451+0.625422j -18.624+0.225694j -13.064+0.0313502j 11.9348+0.226265j -4.3107-0.157137j 13.7824+0.235113j -16.1354+0.381599j -8.53491+0.0489065j 23.9563-0.103989j -0.54085+0.121043j -17.6782-0.332525j -4.76536+0.026862j 15.3743-0.233091j -5.51262-0.0447553j 0.249965+0.0813684j -9.0719+0.144969j 3.17635+0.136558j -5.63853-0.153065j -0.77422-0.129977j -1.21475+0.132491j -0.373343-0.0171442j 
0.0670074+0.397564j -0.18355+0.487856j 0.154597+0.00851666j -0.561465-0.661178j -0.0739556-0.076739j 0.4114+0.416369j -0.200995+0.467678j 1.46269+0.401763j -0.800639-0.707704j -0.307626+0.429815j -0.14774+0.0504354j -0.683099+0.280672j 0.580469+0.53356j 1.0638-0.114741j -0.868128-0.286023j -0.669906-0.216972j 0.610561+0.366107j 0.0363564-0.30654j 0.250861+0.220865j 0.281879+0.361169j -0.107795+0.178596j 0.655672-0.354121j -0.134935-0.00125091j 0.030805-0.160588j -0.0268749+0.307894j -0.278051-0.45623j 0.351106-0.298841j 0.0753212-0.0559508j -1.18315-0.214939j -0.152552-0.0139011j 2.12759+0.475445j 0.750384+0.0815351j -8.19335+0.535497j -3.3286+0.0251388j -16.8934-0.123498j 2.09708-0.344013j 8.74698-0.567129j 21.9934-0.00986281j 12.3749+0.1164j 31.1209+0.605372j 2.44797+0.307661j -35.949+0.241531j -18.6515-0.285954j -28.3274-0.434029j -22.5995-0.330703j -0.173833+0.517135j 23.1553+0.405354j 18.3176+0.767023j 46.0861-0.04433j 28.8353+0.369839j 19.8693-0.760731j -18.5797-0.095098j 8.61239+0.121576j -21.1157-0.535374j 25.2203+0.0282886j 12.877+0.446379j -38.583+0.16557j 0.928359-0.755255j 27.4103-0.327203j 7.80417+0.251509j -22.6811-0.259927j 8.43954-0.0265967j -0.589184-0.0604813j 14.4572+0.128621j -4.51373-0.252022j 8.92375-0.499072j 0.966171-0.017484j 2.39376+0.0786652j 0.425812-0.131727j 
-0.360037-0.552962j 0.494483-0.246195j 0.500679+0.466724j 0.76159-1.02518j -1.03337-0.734657j -0.725594-0.328576j 0.659995-0.401789j -1.4841-0.0682201j 0.240253-1.13238j -0.207862+1.0166j -1.19112+0.585142j 0.178146+0.0193949j -2.42776+0.919077j -1.09987-0.671352j 0.956473-0.571906j 0.528502-0.360339j -0.242798-0.698002j 0.587888-0.353143j -0.510826-1.2598j 0.243413+0.551825j 0.0494497+0.980171j 0.0190837-0.298568j 0.689072+0.088205j -0.168738-0.934608j 0.380057-0.0951526j 0.740245-0.176633j 0.310962-0.0455644j -0.43286-0.230731j 0.781285+0.533466j 0.242813+0.138936j -2.7759+0.296908j -0.669887-0.256667j 11.2111-0.246046j 4.0985+0.842303j 22.6598+0.520611j -3.45718-0.579136j -10.0545-0.326635j -29.4202+0.165536j -16.7153-0.423752j -40.5894+0.0190516j -2.74224+0.385412j 46.5865+0.735751j 24.6721-0.326133j 36.0971-1.02431j 28.9617-0.173705j -0.140833+0.209619j -31.4491+0.149049j -24.5852-0.687028j -60.4127-0.336138j -38.249+0.207876j -25.7779+0.48801j 24.431+0.0445463j -10.6386-0.19294j 27.504+0.537388j -33.6211-0.314064j -16.1948+0.244506j 50.2851-0.131167j -1.88232+0.282522j -35.912+0.35309j -10.1482+0.0409718j 30.6842+0.0615267j -10.9741+0.270135j 0.305771+0.355612j -19.563-0.17598j 5.44677-0.134257j -11.3696-0.0853535j -1.32403+0.27273j -2.65657-0.290126j -0.751393+0.160768j 
0.427287-0.349213j -0.962684-0.114991j 0.444606+0.229449j -0.0547923+0.0553666j 0.214709-0.946951j -0.461993-0.166295j -0.102191-0.592772j 0.774888-0.0595223j -0.0511989+0.243865j 0.111447+0.273768j 0.241671+0.235398j -0.084969+0.628619j -0.547016+0.0230677j -0.377266+0.271963j 0.0834716-0.162451j -0.083121-0.37279j 0.299094+0.0841944j 0.537886+0.506534j 0.162566-0.114958j 0.286097+0.055341j -0.110904+0.10738j -0.00385635+0.212787j -0.402015-0.188543j 0.25351+0.119506j -0.0695518+0.0771839j -0.198118+0.0107916j -0.118029-0.116926j -0.253065-0.0572012j -1.03499+0.191964j 0.0473079+0.0974144j -0.808908-0.63169j -1.17741+0.291083j -1.39963-1.07847j -0.121856+0.550328j -1.11552+0.213287j 0.684573-1.56338j 1.02947-0.369838j 2.3808+0.819479j 1.26382-0.497907j 1.25766-0.703487j 1.19253-0.32849j -2.32201-0.175613j -1.45746-0.3692j -2.3541-0.52814j -1.23177-1.10982j -0.139881+0.246181j 2.05393+0.396571j 1.63014-0.0621644j 4.06943-0.336913j 2.13686-0.572415j 1.48436-0.454261j -1.46649+0.176171j 0.532544-0.642589j -1.03752+0.610515j 1.68857-0.0600885j 0.670631+0.230761j -2.36538-0.284938j -0.389691+0.0896735j 2.02341+0.0948647j 0.39014+0.528959j -1.99685-0.0995933j 0.640842+0.0423155j 0.135502-0.200025j 1.292-0.219261j -0.100548-0.227763j 0.691864-0.0471876j 0.253317-0.0725625j 0.110787+0.133633j 0.0187546-0.139584j 
0.483874+0.609305j 0.199899+0.860899j -0.421019+0.689479j -0.347937+1.16871j -1.41303-0.199057j 0.786482-0.223936j -0.877936+0.804051j -0.202651-0.138728j -0.644064-0.107167j 0.246592-1.23314j -0.100565+1.89635j -0.388507-0.271042j 0.406969+0.747059j 0.164029-0.891577j 0.216572-0.199018j -0.648239-0.17675j 0.146156-0.593916j 0.0592276+1.08968j 0.538451-0.00569452j 0.170141+0.426675j 0.175002+0.176727j 0.561529-0.177686j -0.415495-0.426754j 0.347995-0.0367328j 0.0519795+0.193443j 0.249608+0.00852584j -0.280958-0.038763j 0.150474+0.105729j -0.114054-1.18266j 0.0686168-0.00430225j 0.506406+0.858063j 1.09572+0.552926j -3.04542-1.12322j -0.673594-0.557408j -4.76171-1.39895j 0.376212+0.0148097j 0.636713-0.127439j 7.3714-0.572128j 4.05842+0.750839j 10.271+0.83963j -0.00422572-0.734217j -10.6963-0.612451j -5.87107-0.408274j -8.67778+0.737337j -6.11333+0.87786j 0.561657+0.719945j 6.47386+0.397106j 5.9575+0.276098j 12.7385+0.219763j 9.50942-0.380715j 6.19918+0.12826j -5.27772+0.00719026j 2.86377-0.500934j -6.25254-0.138849j 7.47941+0.172082j 3.33133+0.226943j -11.7753-0.336045j -0.159743-0.235465j 8.63329+0.0159962j 1.9051+0.266693j -7.06661+0.453086j 2.66637-0.0458199j -0.121775-0.170155j 4.30122-0.409521j -0.914456-0.379697j 2.59875+0.125286j 0.286662-0.305583j 0.399206+0.216687j 0.241959-0.0629433j 
0.0875898-0.120383j 0.0258023+0.00300489j 0.283886+0.0540299j -0.513348-0.155766j 0.328896+0.138133j -0.241247+0.173863j 0.166145+0.308281j -0.612305+0.139395j 0.234367+0.137452j -0.100985-0.475355j 0.196666+0.262208j -0.368508-0.426405j 0.0650422+0.286317j 0.146139-0.780878j 0.132491+0.209771j -0.430455-0.213249j -0.468093-0.168382j 0.580163-0.064567j -0.0294851+0.309578j -0.454021-1.09134j -0.626822-0.214772j -0.0737256+0.419024j -0.537633-0.312526j -0.461641+0.152797j 0.460624-0.0984965j -0.383172-0.542382j 0.159177-0.400624j 0.246951+0.314567j -0.19238-0.00309473j 0.255142+0.389377j -0.351103+0.0925044j -0.0273934-0.328829j 0.0628362+0.690601j 0.546264+0.104773j 1.454+0.118812j 0.23771+0.186763j -0.442041+0.0121097j -1.76807+0.69733j -1.11192+0.021974j -1.17512+0.109082j 0.767831-0.380805j 1.9774-0.106973j 1.71455+0.369182j 1.81184+0.457773j 2.40239+0.0734698j -0.505673-0.219139j -1.76149+0.412177j -0.392029-1.19994j -2.8947+0.365584j -1.73869+0.735015j -2.41356+0.826762j 1.76303+0.0799068j -1.35807+0.0484915j 1.66004-0.199456j -1.85717-0.805227j -1.16436-0.753939j 2.40488-0.410239j -0.202925+0.0217201j -2.61952-0.110149j -0.366444+0.556325j 1.48997-0.357115j -0.59158-1.32591j 0.381606+0.186552j -1.0883+0.246221j 0.161384-0.860953j 0.151935-0.0585777j -0.061545+0.164258j -0.769822-0.203593j -0.55037-0.306341j 
0.0848891-0.130596j 0.32617-0.102724j 0.109755-0.0983515j 0.338537+0.285291j -0.258103+0.133205j 0.186606+0.353854j -0.993612-0.940188j -1.11249+0.0732921j 0.179043+0.189967j -0.822254+0.161595j 0.253054+0.182334j 0.069485-0.218794j 0.0347368-0.13843j -0.259541-0.00138286j 0.621462+0.615893j 0.64458-0.928327j 0.159216-1.10927j 0.534867-0.197478j -0.315718+0.0835776j -0.0752511-0.234046j 0.155682-0.0432004j -0.333959-0.464249j 0.410506-0.588027j -0.160485+0.255709j -0.115845+0.0543159j 0.025781+0.409551j -0.413468+0.31056j 0.0947974-0.10681j 0.472897+0.0523451j 0.180611-0.0337466j -1.45776-0.0512444j -0.490923-0.0845534j 5.9117+0.220743j 2.53682+0.133004j 12.4212-0.40881j -1.61527-0.163966j -5.02657-0.100558j -16.217-0.160257j -9.07374+0.117004j -21.7797+0.177051j -1.52486+0.0692668j 25.9236+0.0685734j 13.1902-0.0244772j 19.503+0.125951j 16.0777-0.072275j -0.100647-0.0438096j -16.7788+0.0921979j -13.1934+0.245086j -32.9911-0.300795j -21.1416-0.0872609j -13.6217-0.0604579j 13.3925-0.145216j -6.22978-0.0120613j 14.6967-0.303795j -17.8129-0.197834j -8.49919+0.238536j 27.873+0.285611j -0.900932-0.197108j -19.7176+0.0856321j -5.58604-0.0363362j 16.342+0.0139665j -6.07725-0.0146181j 0.168609-0.136171j -10.5456-0.0474214j 2.92849-0.250206j -6.04231+0.0148343j -0.580038+0.0979354j -1.63543-0.0921473j -0.393471-0.0674529j 
0.0677139+0.210065j -0.0487763-0.0666832j -0.126689-0.585807j -1.18064+0.819639j 0.419666+0.621626j 0.39474+0.0251013j -0.49092+0.116754j 0.609916-0.113775j -0.471043+1.0893j 0.885184-0.471071j 0.903401-0.0788961j 0.376027+0.0354029j 1.78854-0.0924687j 0.105566+0.594935j -0.323168+0.222078j -0.331768+0.454376j -0.0774581+0.349885j -0.649138+0.0759175j -0.169752+0.847801j 0.0507973-0.483566j 0.142438-0.789843j -0.502291-0.0927929j -0.313527-0.107195j -0.111126+0.389068j -0.0136624+0.0419175j -0.798251+0.171991j -0.289014-0.158425j 0.0677382+0.0895137j -0.707947-0.0432612j 0.106757-0.108176j 1.16364+0.162122j 0.625479+0.157366j -5.0767+0.00581195j -2.46926-0.114905j -10.9376+0.0940181j 1.6111-0.118837j 4.96095-0.340804j 14.4368+0.0300306j 8.24632+0.145847j 19.8469+0.263139j 1.57872+0.25598j -23.4622-0.0335543j -11.809-0.0941819j -17.9021-0.496628j -14.6695-0.100171j -0.196889+0.251539j 14.6065+0.113589j 11.8682-0.0357493j 29.845-0.171106j 18.8955+0.268672j 12.4797-0.0849029j -12.2025+0.0553845j 5.53542-0.0297527j -13.4993+0.167097j 16.0006+0.0196992j 8.07398+0.417937j -24.7444-0.104951j 0.288509-0.121187j 17.7061+0.195668j 4.82465-0.0340156j -14.6838+0.0269327j 5.47381+0.052942j -0.363266+0.00689174j 9.25213-0.208813j -2.83834-0.053285j 5.6523-0.143471j 0.41806+0.0206981j 1.74763+0.14305j 0.214827-0.0601578j 
-0.577336+1.17802j -1.14393+0.379213j -0.10691+0.0890982j -0.0284196-0.355891j 0.0542243+0.659029j 0.652649+0.718858j -1.09264+0.338193j 2.92661+0.26716j -1.17516-0.524871j -1.99822+0.0988402j 0.244834+0.0181526j -1.77369-0.126398j 1.97832+0.191863j 1.95588+0.26952j -0.594406+0.134992j -0.934022-0.715254j 1.06777+0.244886j 0.287057-0.505829j -0.111124+0.736068j -0.492729-0.0178393j 0.0793249+0.14307j 1.46674+0.568939j -0.479765-0.00587793j -0.335272+0.113141j -0.881395-0.128201j 0.0524848-0.213692j 0.79013-0.017276j 0.172322+0.368972j -0.970718+0.0713419j -0.572647-0.573173j 4.15979-0.423875j 1.44504+0.00149888j -19.7499-0.500098j -8.40464-0.0415772j -39.72-0.728148j 5.65443-0.209335j 16.9411+0.603336j 50.9887-0.730823j 29.8137-0.397847j 70.1787-0.630659j 5.04911-0.194536j -83.0697-0.313502j -41.6304+0.253899j -62.3137+0.517176j -50.9395+0.0960094j -0.656929-0.0118792j 53.3237-0.444308j 42.8095-0.859927j 105.649-0.0570146j 67.4541-0.569037j 44.978+0.153812j -42.9741-0.211536j 18.0146+0.381225j -47.5387+0.128125j 57.474-0.111249j 28.1513+0.00273797j -87.9863-0.238869j 2.77302+0.0936337j 63.1607+0.320688j 17.6083-0.166356j -53.8632+0.276093j 19.4192-0.199217j -0.405202-0.109304j 32.9902+0.0579025j -9.91293-0.0639096j 19.4548+0.333109j 2.11682+0.0450739j 5.09192-0.239664j 1.50226+0.0771376j 
0.227439+0.0533199j -0.0586241+0.572315j 0.433836+0.473174j -0.263057-0.566363j 0.196184-0.573617j -0.666719+0.145173j -0.618874-0.249984j -1.68086+1.08858j 0.906273-0.454336j 0.364422+0.193162j 0.186371+0.247548j 0.220366-0.272015j -0.402468-0.31642j -0.0546218+1.08209j -0.455562-1.6737j 0.199483+0.0422967j -0.460914+0.131464j 0.51749+0.221656j -0.460852+0.680514j -0.0854791+0.572965j -0.252+0.0404005j -0.0455813-0.189367j 0.50759-0.447773j 1.03789-0.120386j -0.246862+0.552846j 0.16355-0.326624j 0.0130317-0.313087j 0.516202+0.181707j 0.18921-0.250157j 0.3668+0.525229j -1.44509-0.161063j 0.101247-0.144904j 2.27198+0.314393j 0.34012-0.120501j 5.21184+0.368823j -0.811954+0.69244j -3.20549-0.0447046j -6.63215+0.94469j -4.16436+0.639596j -9.52231+0.244749j -1.03375-0.0951018j 12.3872+0.447297j 5.75464-0.231689j 8.76317-0.0170313j 6.89486+0.270595j 0.341892-1.30553j -7.19438+0.268672j -6.45334+0.405304j -15.2582-0.0304872j -9.63024-0.141803j -6.74777+0.883692j 6.30187+0.295194j -2.81244-0.999636j 6.92595+0.224614j -8.45514+0.259655j -3.99695-0.0627343j 12.854+0.35651j -0.5176+0.764513j -9.00246+0.295139j -2.67885-0.135153j 8.26437+0.34155j -2.62424+0.560503j -0.309824+0.13152j -3.685-0.803896j 1.38222+0.188961j -2.47491+0.44732j -0.296003+0.0215724j -1.20517+0.130248j -0.59446-0.266105j 
-0.209587+0.151268j -0.2651-0.204043j -0.432371-0.0172791j 0.100415+0.0408931j 0.00554153+0.415322j 0.839678-0.199342j 0.129541+0.369814j 1.17982-0.30645j -1.3209+0.368626j -0.645237-0.614894j -0.367852-0.00458795j -0.663011+0.300516j 1.49139-0.670735j 0.146312-0.229969j -1.59236+1.43007j -0.628054+0.177905j 0.359561-0.627423j -0.113121-0.380301j 0.45604-0.154301j 0.0710683-0.539375j 0.244447+1.06834j 0.0504862+0.583455j -0.281436-0.0797432j 0.277579+0.646413j 0.143776-0.654758j -0.0171811+0.0993262j 0.385551+0.182663j -0.136115+0.317235j -0.578067+0.0778656j -0.274648-0.129786j 1.62159-0.148707j 0.544987+0.337345j -6.42034-0.381446j -2.55013-0.222316j -12.6226-0.00203262j 1.6838-0.462423j 6.05767+0.228116j 16.7708+0.435611j 9.86725-0.615004j 23.962-0.247362j 1.81874+0.211621j -27.0623+0.922753j -13.7803-0.385308j -20.0201-0.000429746j -17.1655-0.741086j -1.13979-1.34583j 18.1184-0.662127j 15.2298+0.298408j 34.1419+0.269779j 21.8099-0.0328721j 16.1521+0.079399j -14.3059-0.909073j 5.30381+0.387905j -15.7638+0.135033j 18.1677+0.184316j 9.09184-0.062238j -29.2217-0.105615j 1.08861-0.22553j 21.2247+0.739403j 6.57724+0.799335j -17.4958-0.319433j 6.59707+0.232271j -0.308965+0.419765j 11.9507+0.376325j -3.05299-0.506575j 6.26562-0.25098j 0.572981-0.0870274j 1.57264-0.418395j 0.339912-0.148639j 
0.238488-0.414002j -0.0775993+0.0251792j -0.253572+0.0319738j 0.33671+0.17426j 0.358121+0.0174122j -0.419524+0.653597j 0.0282801-0.0490967j -0.297932+0.265558j 0.56797-0.0586663j -0.216433+0.380209j -0.600889+0.805034j 0.297164-0.00638557j -0.513752-0.195623j 0.140256-0.312987j -0.32743-0.224719j -0.325396+0.332996j 0.449911+0.797681j 0.122666-0.106083j -0.435068-0.649804j -0.276988+0.467953j 0.135192+0.17892j -0.222227+0.473366j -0.286638-0.407878j -0.505904-0.211152j -0.266355+0.286259j -0.0869185+0.562599j -0.312529+0.419203j 0.203761-0.0159343j -0.070465-0.196945j -0.108819+0.445016j -0.664272-0.613646j -0.473917+0.241804j 2.92514+0.518858j 1.8648+0.459293j 5.28125-0.163784j -0.647484+0.552457j -2.73362-0.121885j -6.8106+0.289748j -4.11122+0.324836j -10.8758-0.218315j -0.282483+1.19419j 11.9228+0.0190254j 7.6254+0.30923j 9.06827-0.517243j 7.1935+0.123338j 0.112655-0.216457j -8.0232-0.500124j -6.30193-0.23521j -14.839-0.4866j -10.0894-0.0116716j -6.15472-0.0873748j 6.1065-1.44654j -3.0656+0.81293j 7.15116+0.113226j -9.86197-0.0867535j -4.6251+0.845789j 12.9533+0.836627j -1.09916-0.0703134j -10.0637-0.166185j -2.51468-0.231206j 7.76747-0.333001j -2.18794-0.453917j 0.958579+0.0374663j -4.85052+0.0765605j 1.25041+0.843027j -2.91184+0.0832091j -0.372784-0.623423j -0.9607+0.501773j -0.33782-0.474216j 
0.0546299-0.33307j 0.400961-0.393458j 0.424162-0.192383j 0.797151-0.440746j 0.3999+0.728796j -0.541411-0.112681j 0.863992+0.00102511j -0.463909+0.278557j 0.474109+0.26336j -0.328387+0.470584j 0.762392-0.890176j 0.195527+0.17622j -0.126355-0.417937j -0.460999+0.396422j -0.0883727+0.112253j 0.433023+0.301265j -0.306618+0.211121j 0.199728-0.572561j -0.266838-0.0577648j 0.0237453-0.237311j 0.00509149-0.146721j -0.32988-0.0676696j 0.101274+0.233669j -0.24661-0.0591446j -0.00132385-0.135627j 0.0732886-0.159921j -0.0070229+0.0659633j 0.0665677-0.0240412j 0.626281+0.773275j -0.111024-0.0012019j -0.91736-0.597475j -0.880518-0.314929j 4.33419+0.597943j 1.22895+0.353169j 7.63523+0.890802j -0.741953+0.0791234j -2.28231-0.0896323j -10.4649+0.479214j -6.05851-0.387947j -14.6536-0.363382j -0.54231+0.377257j 16.1945+0.547653j 8.76093+0.254173j 12.7191-0.641966j 9.5398-0.336886j -0.658085-0.493751j -10.3276-0.585367j -8.68061-0.28061j -20.0583-0.404498j -13.5254+0.44026j -9.18786+0.297565j 8.09846+0.0764649j -3.89409+0.477037j 9.29121+0.142482j -11.3789-0.167887j -5.30887-0.469813j 17.6169+0.181017j 0.0542428+0.173843j -12.6217+0.237216j -3.31913-0.390372j 10.335-0.30629j -3.90922+0.0863701j 0.309214+0.117575j -6.41281+0.241946j 1.79353+0.402059j -3.97927+0.0648602j -0.325316+0.267001j -0.909735-0.290533j -0.296438+0.0480738j 
-0.288205+0.070362j -0.351329-0.209199j -0.305886+0.0664293j 0.310739-0.0120061j 0.166166+0.372795j 0.738608-0.944785j -0.951479+2.28743j 1.03031+0.339586j -0.276448+0.233303j 0.397755+1.26356j 0.165852-0.26635j -0.567654+0.353865j 0.232606-0.714582j 0.282635-0.284234j 0.256537-0.795536j -1.90694-0.0358005j -1.45628-0.243956j -0.46012-0.820295j 0.256195+0.458165j -0.206785+0.186041j -0.129495+0.00275778j -0.416023+0.713321j -1.06987-0.191201j 0.346211+0.0541469j 0.122267+0.162608j 0.462943+0.186209j 0.714541+0.30589j -0.22544-0.0568676j -0.461202+0.071653j -0.232292-0.302301j 1.66363-0.214876j 0.504647+0.14729j -6.22857-0.549596j -2.58351-0.347363j -10.7266+0.946874j 2.08967+0.284622j 4.45459+1.34543j 16.1324-0.169514j 8.44054-0.362339j 20.3945+0.20984j 1.3321+0.174805j -25.4333-0.0475178j -12.6194+0.0858217j -18.5938-0.708214j -15.433+0.0616779j 0.067861-0.399536j 16.2273-0.443159j 12.3612-0.62489j 32.5802+0.784371j 20.8133-0.10606j 13.1122+0.741595j -12.8696+0.184693j 6.18517-0.492454j -13.4239+0.162193j 17.3889+0.553021j 7.51764+0.30808j -27.7651+0.0600764j 1.49352+0.204598j 19.0556-0.206753j 5.58502+0.0494405j -15.785-0.501934j 5.92693-0.0746921j 0.157922+0.213952j 10.3765-0.013426j -2.23134-0.0563621j 5.58279+0.150022j 0.311778-0.0273522j 1.82043-0.101141j 0.498182+0.0713009j 
