0.791492-0.112573j -0.410134-0.640462j 0.00883912+0.2572j 0.573484-0.308624j -0.420793-0.411978j -0.481803+0.170698j -0.211668-0.23752j 0.247038+0.572022j -0.087696-0.348958j -0.183293+0.165995j 0.160569+0.51847j -0.452076-0.366723j 0.354809+0.060926j 0.405902-0.284745j -0.161824+0.0384614j -0.507729+0.107359j 0.110922-0.325611j 0.0459247-0.515881j 0.0458037+0.622278j -0.295646-0.235858j -0.0050447+0.249447j 0.358479+0.560604j -0.293991+0.199568j 0.447876+0.0243682j 0.278716-0.710438j -0.573372+0.0782127j -0.214323-0.398706j 0.0824041-1.12375j -0.94615-1.22085j -0.965596+0.315519j 0.731021-1.3294j 0.492686-0.507379j -0.0819672-1.16579j -0.987244+0.681215j -0.811538-0.136695j 0.604262+0.126731j 0.0378406-0.0634416j 0.79741-0.552829j 0.70867-0.274918j -0.331573-0.487204j 0.956082-0.659463j 0.0658876+0.657413j 0.596932+0.556498j 0.199495+0.15726j 0.464903+0.224503j -0.191655-0.426338j -0.417813-0.0486441j -0.275674-0.538986j -1.33249+0.167388j 0.707211-0.0785668j -0.0463505+0.458821j 0.257313-0.0209412j -0.0356527+0.599215j 0.445319-0.37213j -0.137577+0.178164j -0.270213+0.6135j -0.132235-0.780416j 0.982871+0.420138j -0.18376+0.42365j 0.707405-0.0214288j -0.998914-0.373877j 0.033271+0.100102j 0.312973-0.414119j 0.571087-0.36209j -1.04672-0.386798j -0.20395-1.0935j 0.432824+0.143533j 0.948076+1.04139j 0.568493-1.17722j 
-0.0611033+0.0857683j 0.137484-0.00582669j 0.0342695+0.155055j 0.327475-0.0280738j 0.0367492+0.116385j -0.250606+0.282061j -0.0905903+0.0418351j 0.187954+0.137726j -0.208844+0.111597j 0.0488648+0.0494673j -0.00752469-0.135173j -0.266572+0.306j -0.0695137-0.27101j -0.292539-0.153982j 0.162513-0.0169656j 0.529232-0.064691j -0.358272+0.365094j 0.0550404+0.537515j -0.0764745-0.201063j 0.0393631-0.0652361j -0.20141-0.382356j -0.759835+0.2348j -0.440052+0.545515j 0.525929+0.406795j -0.62264-1.24982j -0.212768-0.272697j 0.831197-0.160546j 1.35239-0.538074j 0.0250749-0.093702j -0.515039-0.633896j -0.337111-0.0268342j 0.158425-0.0535616j 0.869708-0.060568j 0.632236+0.103199j 1.83877-0.0656673j -0.0325948+0.14213j -0.936766+0.034402j -2.50121-0.229217j -1.71381-0.45761j -3.85785-0.0289194j -0.709024-0.118044j 4.84937+0.175723j 2.56936+0.234828j 3.53711-0.0358929j 3.18626-0.640584j -0.147357+0.351253j -2.85743+0.256716j -2.38508+0.478665j -4.60208+0.359228j -3.89662+0.484127j -2.03189+0.155195j 1.73471+0.0751946j -1.00592+0.0603182j 2.97088+1.39245j -2.83724-0.780384j -1.36466-0.113069j 4.88911+0.242042j 0.93144+0.134926j -4.55737+1.07992j -0.505551+0.581101j 2.27916+0.887624j -0.207269+0.357124j 0.694461+1.32046j -1.74682+0.516589j 0.503178-0.499176j -0.521077-0.533908j -1.1042-0.124562j -1.01675+0.81739j 0.911035+0.206873j 
0.0609329+0.163584j 0.129691-0.368668j 0.628339-0.23497j 0.353106-0.127978j -0.0802938-0.19827j 0.551188-0.529002j 0.192574-0.30331j -0.0417268+0.0189317j 0.509718-0.357396j -0.142227+0.477517j 0.736151-0.192666j 0.10879-1.34892j -0.607712-0.38894j -0.415618+0.320212j -0.368546+0.0401126j -0.0499917+0.620835j -0.041892+0.630841j -0.267349+0.0360894j 0.128385-2.15492j -0.577745-0.76262j -0.191771-0.738754j -0.221062+0.502543j 0.123571+0.258425j 0.779088+0.895947j -1.56712+0.515544j -0.250114-1.57508j 0.284283+0.691313j -0.114383-0.888909j 0.357491+0.101424j 0.733034-0.443158j -0.301771+0.222582j -0.365166-0.37123j 2.99785-0.163087j 0.75154-0.484071j 6.25623+0.3939j -0.884497-0.38547j -2.88016-0.0252935j -8.56188-0.484133j -4.38566+0.314468j -11.973-0.126928j 0.0457487-0.306914j 13.4009-0.368373j 6.2762-0.490706j 10.0998-0.528131j 8.07164+0.0459549j -0.336792-0.683912j -8.38815-0.20683j -7.37139-0.227914j -15.9497-0.118627j -11.5388-0.546921j -7.39926+0.230745j 6.23502-0.522775j -3.59335+1.29493j 6.84644+0.419003j -9.94161-0.820275j -5.13017+0.575907j 13.8708-0.599979j -0.1735-0.544777j -10.8731+0.874541j -3.01435+0.616578j 9.46354+0.130225j -1.68203-0.547279j 0.186036-0.339561j -4.9486+0.706362j 1.16621-0.285387j -3.66891+1.13695j -0.953982+0.448051j -0.652964+0.455833j -0.336142+0.719804j 
0.0846944-0.0103194j -0.239919-0.0506088j -0.103277-0.108516j -0.570164-0.178894j 0.288921+0.491164j 0.126357+0.356829j -0.3062+0.478458j 0.420919-0.5966j -0.189755+0.0160005j 0.0116065-0.394934j -0.103064+0.278201j -0.563622-0.624351j 0.476469+1.07824j 0.870737-1.22976j 0.431861-0.0684762j -0.70936-0.562836j 0.336716-0.0968419j 0.492681+0.177689j -0.312133+0.106941j -0.0261188-1.12215j -0.957066-0.787616j -0.0289486+0.365263j -0.650292-0.350373j -1.36389+0.173479j 0.457337+0.322142j -0.338759-0.347612j 0.360086-0.0714371j -0.186954+0.326449j -0.261655-0.0340839j -0.302694+0.267707j 1.37243-0.207789j 0.283091+0.115766j -4.91446-0.419277j -1.90979+0.00152442j -10.1929+0.179186j 1.40651-0.128014j 4.43024+0.0332425j 12.2989-0.494913j 7.60236-0.196755j 17.612+0.334501j 1.36885+0.264543j -21.6515+0.122356j -10.4904+0.182927j -16.0294+0.382075j -12.7963+0.104895j 0.856058-0.160169j 13.5882+0.0511055j 10.8331+0.399296j 26.7615-0.450736j 16.9105-0.437214j 11.0842-0.217172j -10.6778+0.105917j 4.79367-0.456698j -12.1963+0.170042j 14.8662-0.656537j 7.48453-0.172191j -22.3813+0.0208833j 0.718478-0.152613j 15.7157-0.261913j 3.90144+0.159621j -13.5464+0.360304j 5.2464+0.0946208j -0.357633-0.137549j 8.10325+0.773j -2.08316+0.186392j 4.67117+0.104948j 0.531488-0.0781229j 1.76102-0.325263j 0.754587-0.118522j 
-0.167246-0.019061j 0.415582-0.242746j 0.315051-0.535128j 0.985949+1.03576j -0.457446-0.131776j -0.787734+0.647454j 0.901431-0.0796283j -0.482503-0.2348j 1.24341-0.526052j 0.41006+0.421356j 0.692933-0.408157j 0.405148-0.16082j -1.61833+1.30664j -0.682626-0.880067j 1.98156-1.03339j 0.866995-0.349911j -0.100892+0.90108j -0.244657-0.0644684j 0.269662+0.105849j -0.40708+0.3128j -0.308341-1.0584j 0.177087-0.304282j -0.0903125+0.765675j -1.7511-0.418965j 0.157306+0.00449174j 0.0817703+0.442237j -0.935946+0.0411245j -0.244948-0.687825j 1.02784+0.111736j 0.153655-0.591892j -2.74866-0.0191021j -1.36774+0.0697213j 13.2752+0.215212j 6.0112-0.229921j 26.3933-0.218109j -3.48325-0.299883j -11.6452+0.0233904j -34.7294-0.0471902j -19.5877-0.0153952j -47.3713-0.0821058j -3.58001-0.452358j 54.8452+0.323494j 28.7556-0.0297425j 42.4778+0.468667j 35.0172-0.359261j 0.977689+0.303978j -35.8654+0.365394j -29.121-0.349317j -70.8084-0.455359j -44.7616-0.156131j -30.1665+0.676462j 28.9871-0.0113397j -12.27+0.187911j 31.9661-0.215865j -38.8418-0.372779j -19.2952-0.00301867j 59.0129-0.00637549j -1.953+0.0201814j -42.8439+0.26635j -11.7603+0.0703068j 35.2903+0.00033584j -13.9167-0.340769j 0.578864-0.378764j -22.5497+0.680017j 6.41011+0.00774173j -13.0771-0.35417j -1.35808-0.00124844j -3.43689+0.080436j -0.86374+0.0477456j 
-0.116934+0.424601j 0.413012-0.166515j 0.741553+0.123757j 0.11637-0.38361j -0.630401-0.291898j -0.417329-1.09336j 0.873868+0.078869j -1.20982+0.00152027j 0.158247-0.100602j 0.30726-1.04861j 0.532652-1.63849j -0.0729859+0.0335367j -0.468692+0.120313j -1.01744+0.232012j 0.908996+0.151703j 0.866106-0.699755j -1.86533-0.667578j 0.159113+0.102495j 1.47224+0.633613j -0.150227-1.13567j -0.734906-0.143934j -0.00877015-0.685366j 0.65794+0.619872j 0.853549+0.113047j 0.59946-0.75386j 0.379413-1.15281j 0.111425-0.745673j -0.195736-0.0363318j 0.886844-0.00821948j 0.25135-0.436797j -1.32289+0.156048j -0.847605-0.260717j 7.31044+0.00747758j 2.66117+0.347861j 15.5864-0.207255j -2.33566-0.251527j -6.51644-0.000512351j -20.3927+0.248667j -11.5408-0.0222058j -26.9823-0.633686j -2.90449-0.0835628j 32.201-0.00631483j 15.9815+0.873834j 25.1439+0.313155j 20.1057-0.391121j 0.0842224-0.0493823j -20.3559-0.0764081j -16.2317-0.204268j -40.8391+0.479063j -26.0105-0.233282j -17.407+0.509118j 17.6981+0.305982j -7.90059-0.333976j 18.385+0.0892995j -21.8996-1.09839j -11.5208-0.537656j 33.9609-0.137245j -0.709637-0.475736j -24.3291-0.221381j -6.60874+0.083631j 20.7786+0.0515831j -7.67059+0.566937j 0.102033+0.433229j -13.0965-0.0463996j 3.37524-0.348098j -7.7783-0.166761j -0.454169+0.227787j -2.15518-0.23498j -0.137236+0.0957364j 
-0.138381-0.0924462j -0.418708+0.0148617j -0.20605+0.345925j 0.182575-0.349163j 0.560993-0.365597j -0.284906-0.886674j 0.195202+1.53425j 0.451451+0.316255j 0.721737-0.169447j 0.939738+0.398953j -0.299576-0.470655j 0.079094+0.0144369j -0.662919-0.673312j 0.197796+0.180584j 0.280322-1.63422j -1.08598+0.869117j -0.976584+0.943264j -0.510772+0.12728j 0.149778+0.151637j -0.26136+0.510361j -0.604001-0.115762j -0.0943224+0.90568j -0.687042+0.323129j 0.757633-0.395031j 0.0860415+0.350235j 0.431765-0.027506j 0.694797+0.0318645j -0.0869074+0.0249546j -0.346662+0.31486j -0.112309+0.0671167j 0.626836-0.15541j 0.524467-0.0812654j -4.51493+0.165352j -2.33737+0.441237j -8.66094-1.64417j 1.58743-0.881226j 5.13974+0.232166j 11.6582-0.772232j 7.30451+0.259325j 17.1652+0.455677j 1.63177+0.293639j -19.3016+0.194962j -9.37111-0.102824j -15.0759-0.00627046j -11.8569-0.17214j -1.0363-0.426597j 11.8839-0.299457j 10.03+0.636601j 24.6005-1.01151j 15.3709-0.365377j 11.6339+0.211559j -9.90591-0.533767j 3.02564-0.102541j -11.2896-0.611058j 13.3063-0.256683j 7.28241+0.842628j -19.5021+0.619251j 0.471766-0.513705j 14.5412+0.652802j 3.93688+0.0620299j -13.0057-0.248254j 4.60981+0.0213213j -0.120384-0.144403j 7.27513-0.354504j -2.57859-0.682092j 4.68617+0.0528508j 0.52371+0.292211j 1.26387-0.287771j 0.27231+0.0702859j 
-0.260634-0.189265j 0.33003-0.263847j 0.14789-0.053515j 1.84373+0.493563j -0.595701-0.0646392j -0.964837-0.424775j 1.23731+1.19713j -1.67319+0.259534j 1.06155-0.0986844j 0.471127-0.161054j 0.0232459-0.139611j 0.23047+0.0928228j -2.11071-0.356203j -1.19614-0.366323j -0.217711+0.734162j 0.699197+0.020652j -1.19869+0.0696513j -0.253849-0.518024j 0.76333-0.1799j 0.00140537-0.118319j 0.232995+0.651715j -0.317495+0.642219j -0.31795+0.131486j -0.40311-0.0453443j 0.591298-0.360795j 1.12491+0.306767j -0.257245+0.304027j -0.371483-0.210437j 1.63027-0.168779j 0.0751266-0.346431j -5.01872-0.254368j -1.41694-0.0261281j 19.1456+0.333546j 7.78508+0.0851795j 39.1636-0.665325j -5.64634-0.2367j -17.2333-0.264338j -51.9648+0.117322j -29.5234+0.494853j -70.9816+0.474337j -5.43509+0.135933j 82.9767-0.0877378j 42.5707-0.00439815j 63.054-0.278322j 51.595+0.0380008j 0.856121+0.169636j -54.2038+0.403024j -43.1973+0.0767818j -105.854-0.478205j -67.7113-0.118438j -45.5245+0.371497j 43.1673+0.280141j -18.4878-0.471373j 47.6849-0.187933j -57.5625-0.44209j -28.0941+0.296561j 89.0055+0.257167j -3.19895-0.120816j -63.6675-0.0266675j -18.1169-0.449631j 53.3331+0.568009j -19.6411+0.254398j 0.448676-0.310706j -33.5071-0.272203j 9.55688-0.0622502j -19.6338+0.452444j -2.03271+0.111426j -5.36022-0.0239624j -1.28641-0.269537j 
-0.474539+0.295591j -0.0402086-0.428013j 0.600288-0.211043j 0.070043+0.272876j -0.568203+0.952053j -1.07682-0.160866j 0.235077+0.288393j -1.52513+0.396997j 0.0241835+0.671276j 1.44889+0.145773j 1.2704+0.9589j 0.321975-0.0482704j 0.00227168+0.881548j -1.37586+0.671189j -0.773909-0.957017j 0.314193+0.399084j -1.5719-0.0111814j -0.191939-0.494684j -0.979816+0.820526j 0.497887-0.48696j 0.958305-0.184375j -0.588737+0.24279j 0.0310643-0.359061j -0.896874+0.0352011j 0.0099584-0.323569j 0.339012-0.199086j -0.284007-0.372775j -0.161702+0.294815j 1.51523+0.0288235j 0.184862-0.269261j -1.79613-0.439931j -1.51054-0.302858j 9.73214+0.441708j 5.31845-0.201723j 20.8651-0.75227j -2.79397+0.829223j -9.22326+0.774046j -27.1206-0.279889j -15.6449+0.299251j -36.8674-0.394652j -2.92085-0.65641j 45.0067-0.178568j 21.3693+0.406081j 33.2129+1.80048j 27.6676+0.4188j 0.847788-0.471251j -26.8047+0.143167j -22.4632+0.944528j -56.0629+0.358552j -35.6526-0.654547j -23.4962-0.234654j 23.04-0.00903974j -10.6156-0.0646166j 25.2431-0.830885j -29.5182+0.176707j -14.6648-0.634093j 47.0277+0.519617j -0.54711+0.144707j -33.6584-0.674227j -9.08185-0.0716692j 27.483-0.365876j -10.3854-0.25685j 0.696225-0.271185j -17.4009+0.467617j 5.24991+0.301449j -10.5714+0.157758j -0.735227-0.0162865j -3.18954-0.0506466j -0.406083+0.00772185j 
0.0559921+0.0578398j -0.343287+0.0653597j -0.469242+0.0828473j -0.284472-0.221795j 0.344804-0.0166144j 0.754803-0.139406j -0.395954-0.183595j 0.418495-0.115393j -0.807069-0.0182592j -0.23856-0.0319807j -0.450144-0.0457681j -0.395977+0.344317j 1.63343-0.470607j -0.203349+0.377812j -1.18228-0.599624j -0.776214+0.291867j 0.557553-0.300366j -0.034976-0.0726521j -0.132753-0.0831624j -0.175329+0.374718j -0.424449+0.898315j -0.0974614+0.0310586j 0.158526+0.0768664j 0.710819+0.953736j -0.168901-0.11248j -0.234649+0.163152j 0.301249+0.0936489j 0.00830989+0.294197j -0.629115+0.0506774j -0.245397+0.154927j 2.1327-0.0257727j 0.475554+0.0377345j -8.14041+0.00220023j -3.32732-0.143273j -17.0993-0.0935562j 2.47301-0.280034j 7.66757-0.00184956j 21.7626-0.105789j 12.7164-0.0795568j 30.5972+0.103879j 2.29703-0.286267j -36.5607+0.177951j -17.8941+0.0106366j -27.1794+0.299544j -21.8317-0.366656j 0.490262+0.167732j 23.3032+0.289894j 17.9782-0.146195j 45.9216-0.437734j 29.4267-0.260006j 19.2311+0.498189j -18.334-0.0625942j 8.14809+0.0480802j -20.7995-0.0655927j 24.7116-0.55188j 12.1778-0.0908327j -38.4819+0.0211282j 1.13414-0.0878072j 26.8664+0.0504404j 7.47378+0.243943j -23.2733+0.230637j 7.81228-0.25275j -0.261601-0.28691j 14.0724+0.834194j -4.34706-0.0826114j 8.53916-0.239543j 1.00986+0.0379483j 2.38522-0.0855115j 0.687177+0.0569013j 
0.276198-0.354644j 0.314126-0.0948488j 0.425798+0.20925j 0.7024+0.0599806j -0.018586+0.696683j -0.141649-0.309713j 0.315756+0.34739j 0.0727384+0.240825j -0.0255002+0.256833j -0.925154-0.256161j 1.05856-0.0760963j -0.196448+0.143304j 0.431681-0.185792j -0.431371+0.113931j -0.148132-0.121823j -0.107588+0.243856j -0.286444+0.0391086j 0.832689-0.0223761j 0.0426859-0.41478j 0.188783-0.139747j 0.0320042-0.157786j -0.0421101-0.247956j -0.273422+0.282571j 0.0657258-0.203569j 0.0659052-0.0188815j 0.0105935-0.182801j 0.0327442+0.269869j 0.0075974-0.0565527j -1.20024+0.0696632j 0.00492439-0.0490467j 0.691423-0.0315155j 0.453714-0.689318j -2.00736+0.556051j -0.866867-0.40572j -2.87998-0.290287j 0.179617+0.135885j 0.424136+1.75131j 1.45455-0.730426j 1.90776-0.356448j 3.27043-1.0489j -0.519366+0.568643j -3.799-0.375744j -1.97069+0.445013j -1.41354+0.47159j -1.11279-0.713735j 0.701626-0.729834j 2.52971+0.432517j 2.0079-0.480908j 4.2601+1.07156j 2.1121-0.773279j 1.75881-0.410065j -1.58755-0.326665j 0.0541013-0.451582j -1.83042+0.0538764j 2.44698-0.066516j 1.2563+0.537198j -3.65427+0.11405j -0.202141+0.58376j 2.37549-0.401843j 0.96164+0.422425j -1.62326+0.241488j 0.708535-0.112485j -0.237901-0.0361621j 0.875416-0.0521048j -0.715331-0.454575j 0.916467+0.0848993j -0.271928-0.0515499j 0.446179+0.308234j -0.0101513-0.122122j 
-0.197531+0.0590562j 0.372281+0.0750363j 0.412828+0.417836j 0.43536-0.315713j -0.27146-0.383115j 0.211085-0.538527j 0.575167+0.255037j -1.01942-0.130976j 0.25999-0.178352j 0.634301-0.490756j 0.932258-0.556073j 0.176658-0.0418666j -0.361479+0.106212j -0.953625-0.0927323j 0.448692+0.391075j 0.770897+0.0166726j -0.595445-0.925678j 0.0132307+0.104259j 0.539055+0.8037j 0.363052-0.42258j -0.270874-0.318622j 0.283426-0.38172j 0.136922+0.494142j 0.412261+0.519592j 0.637845-0.153211j 0.800163-0.510331j 0.241553-0.16162j -0.116051-0.0764263j 0.426224-0.0774736j 0.33411+0.0546582j -1.65035-0.0979778j -0.475892+0.17871j 6.59165+0.053321j 3.18892-0.182743j 13.0612+0.0881532j -1.71835+0.162719j -5.95049+0.0423008j -17.0671-0.015314j -9.86598+0.130079j -23.8624+0.429558j -1.37183+0.036659j 27.7763+0.0574419j 14.4721-0.375669j 20.8052+0.0918778j 17.2721+0.166913j 0.349399+0.0746397j -18.1109+0.130664j -14.4925+0.128649j -35.628-0.349858j -22.7117+0.178593j -15.183-0.262063j 13.9034-0.0783902j -5.69039+0.149365j 16.1378-0.165994j -19.5726+0.558805j -9.19902+0.438731j 29.994+0.243857j -1.20686+0.250549j -21.4496+0.154468j -6.05063-0.179002j 17.7579-0.0736035j -6.77141-0.367486j 0.525417-0.417776j -11.1301+0.0133384j 3.68628+0.472253j -6.52003+0.0902233j -0.877474-0.177978j -1.59987+0.181211j -0.544654-0.248727j 
-0.709923-0.174873j -0.569588-0.550266j -0.214966+0.527349j 1.35635+0.242267j -0.100511-0.154639j -1.21638-0.397519j -0.162874-0.783246j -1.36852-0.455939j 1.29914+0.132002j -0.371568-1.23393j -0.435432-0.051857j 0.526597-1.38821j -0.952119-0.439992j -0.0427988+0.794556j 0.458035-0.29679j 1.32547-0.251041j 0.0805417-0.127784j 0.632599+0.924358j -0.690473-0.207446j 0.121494-0.64569j -0.308042-0.243075j -0.404821+1.20411j 0.655756-0.252525j -0.145071-0.439745j -0.252798-0.311856j 0.979121+0.487787j 0.244822+0.564221j -0.379423+0.425506j 1.00275+0.580628j -0.0870862-0.10511j -1.37145-1.02733j -0.262538-0.225541j 4.438-1.16855j 1.4385+0.0760472j 9.70734-0.227358j -1.23916+0.393855j -5.98232+0.0869505j -13.1193-0.215544j -6.79514-0.0211402j -18.2393-0.522086j -1.08629+0.000909802j 20.9058-0.353735j 11.2346+0.794206j 16.6876+0.743228j 13.1827+0.780079j 0.362727-0.934438j -13.7666-0.50346j -9.70255-0.633161j -27.2133-0.128313j -16.7198-0.231785j -12.5167+0.402438j 10.8469+0.0939065j -5.60714-0.749155j 12.4475+0.894511j -14.7041-0.417732j -7.30889-0.595087j 23.1174-0.133139j -0.95068+0.817067j -16.2978+0.256125j -4.82355-0.211083j 12.9407+0.145724j -4.31955+0.0870167j 0.365904+0.385067j -8.61695-0.191433j 2.90509+0.25968j -5.79508+0.712701j -0.716576+0.131375j -1.20998-0.593942j -0.0670949+0.0153201j 
0.503602+0.326092j -0.0199167+0.152217j -0.233156+0.0984388j -0.604199-1.08482j -0.119738+0.75907j 0.687421-0.0554091j -0.924921+0.521337j 1.22376-1.07255j -1.35545+0.132938j 0.871573+0.279087j -0.727729+0.220039j 0.212311-0.259532j 0.72147+0.524025j 1.93464-0.262444j -1.03419+0.0151282j -0.824206-0.820827j 0.712586-0.703252j -0.0861053+0.645627j -0.0865445-0.168394j 1.84945-0.686644j 0.0973412-0.997846j -0.667889-0.503435j 0.248618-1.02926j -0.422847-0.386431j 0.103835+0.911433j 0.271204-0.910095j 0.707376+0.23446j -0.52095+0.321814j -0.860293-0.518966j -0.823812+0.388952j 2.1638+0.157321j 0.929635+0.130623j -9.46658-0.148165j -3.56101+0.329914j -18.1326+0.562829j 2.26242+0.187795j 8.63104+0.0483036j 22.6747-0.249005j 13.2242-0.366485j 32.4166+1.15337j 2.76031+1.08208j -38.1921-0.134208j -19.7738+0.422636j -29.683-0.134379j -23.5977+0.584826j 0.157424-0.533274j 24.4283-0.118524j 20.397+1.11527j 48.4706+0.0303618j 30.0351+0.017869j 20.2295-1.12381j -19.4734+0.341431j 8.55909-0.694829j -21.9362-0.00668338j 27.343-0.60917j 13.6445-0.255163j -40.6103-0.0617091j 1.4249-0.562064j 29.031-1.07853j 7.48166+0.388177j -23.8442+0.0450219j 10.3375+0.0144882j -0.561915+0.285559j 15.0551+0.290461j -3.77634-0.175856j 9.30748+0.406092j 0.895638-0.0765607j 2.57888-0.434275j 0.894691-0.542886j 
-0.374355-0.431471j 0.732864-0.412219j 0.521255-0.414381j 1.23504+1.01603j -1.38186-0.142011j -0.838065+0.339999j 0.425363+0.891818j -1.57164+1.02041j 0.403575-0.819887j 0.753889-0.802398j 0.250572+0.0431591j 0.0523269-0.57136j -1.70417+0.415084j -0.714386-0.402989j -2.08919+0.321533j 1.25718-0.292056j -0.54137-0.273632j 0.531192-0.736844j 0.676798+0.42757j 0.753985-0.244699j -0.0912946+0.963781j -0.769208+0.48834j -0.0935138-0.589559j -1.04101-0.661833j 1.09777-0.106403j 0.759813+0.513182j -0.707022+0.335784j -0.38741-0.40298j 1.60332+0.289305j 0.525251-0.578438j -4.17382+0.124107j -1.95271+0.139733j 20.7709-0.455361j 9.27285+0.27345j 42.3072+0.233093j -5.50634-0.554301j -18.6067+0.340826j -54.4936-0.814912j -30.6619-0.747194j -74.9593-0.568553j -5.51279+0.142992j 87.6741+0.0987333j 45.072+0.215687j 67.5054+0.35445j 54.8706-0.149396j -0.290048-0.317316j -56.8387-0.595445j -44.2238+0.109806j -112.534-0.0226855j -71.3688-0.122867j -46.8419-0.00117089j 45.4239-0.515051j -20.1343+0.387949j 50.7693+0.129074j -61.2505-0.0189994j -30.3557-0.0492544j 93.5819-0.262589j -2.50279-0.234982j -66.7555+0.203793j -18.3533+0.388863j 56.0476-0.484909j -20.4737-0.173575j 1.02679+0.228894j -35.8437+0.197579j 10.9361-0.102669j -21.3689-0.370467j -2.39338-0.0988188j -5.00867-0.153637j -1.08805+0.254817j 
0.00263603-0.128288j 0.083495-0.202976j -0.0671439+0.000893985j 0.578378+0.231023j 0.0761736+0.0722395j 0.0794159-0.458898j -0.68659+0.806377j -0.6553+0.255222j 0.552319+0.295854j 0.122411+0.618353j 0.204661-0.242799j 0.0682261-0.0015923j -0.473965-0.695689j -0.280335-0.0533483j 0.711858-0.271769j -0.302393-0.280478j -0.960772-0.468142j -0.116655-0.311547j 0.133853+0.272033j -0.228723+0.0196115j -0.070049-0.112509j -0.509153+0.222178j -0.318714-0.297337j 0.213923+0.0632909j 0.0868812+0.168639j 0.446635+0.32519j 0.0674949+0.327004j -0.0718879-0.144933j 0.435771+0.06791j 0.0471538-0.141101j -1.38157+0.0103228j -0.309673-0.111625j 4.73804+0.18375j 1.91596+0.415199j 9.61155-0.885509j -1.28961-0.483551j -3.8836-0.158916j -13.0424-0.340764j -6.84711+0.0452528j -17.0234+0.0858128j -1.09666+0.110682j 20.4292+0.0869114j 10.6158-0.062995j 15.4322+0.12829j 12.716-0.0362797j -0.342357-0.0295175j -13.5529+0.000845106j -10.3118+0.266668j -26.2921-0.642054j -16.8251-0.192255j -10.4356-0.0909763j 10.4535-0.243942j -5.30784+0.131225j 11.4544-0.165532j -14.2822-0.247508j -6.39437+0.242323j 22.5009+0.147666j -0.929034-0.180829j -15.4295+0.310319j -4.57126+0.00341091j 12.732+0.213196j -4.70563+0.0110688j 0.115976-0.0942374j -8.63431-0.151309j 2.14216-0.245881j -4.75954+0.07551j -0.41836+0.145816j -1.31284-0.158524j -0.290966-0.0134638j 
-0.143302+0.0366938j 0.266487+0.0304292j 0.200145+0.292354j 0.169518+0.143359j 0.033844-0.0643591j 0.312092+0.343231j 0.265192+0.0189957j -0.139013+0.211961j 0.327783+0.107814j -0.185505-0.110507j 0.276531+0.289527j 0.769618-0.0250146j 0.0937603-0.124046j -0.30101-0.0828478j -0.00268109-0.233512j -0.239721-0.0722914j -0.355026-0.032246j -0.0832416-0.236275j 1.35224+0.182284j 0.491837-0.256345j 0.42443-0.110155j -0.234868-0.225878j -0.173782+0.101406j -0.644445+0.564503j -0.221032-0.926503j 1.07016-0.187504j -0.465021+0.248812j 0.458069-0.0494632j 0.0522705+0.134478j 0.440317+0.351429j -0.5219+0.412988j 0.239079-0.0832854j 1.50925-0.097469j 1.01537-0.598143j 2.35422-0.0759201j -0.0295274-0.0486867j -1.17706-0.0654426j -3.02072-0.372007j -2.28402+0.336043j -4.65651-0.558406j -0.134935+0.672909j 6.01087+0.165645j 3.20948-0.48084j 4.65615+0.0601082j 3.49455-0.105658j 0.702784-0.32366j -3.48637+0.275188j -2.74495-0.500842j -7.32937+0.961106j -3.92431-0.812766j -3.30755-0.264733j 3.3895-0.40765j -2.36593-0.707019j 2.74179-0.960874j -3.01224-0.395735j -2.3824-0.575789j 6.68602-0.258638j 0.388507+0.409895j -5.03575-0.808315j -1.86669-0.240262j 3.43745+0.872749j -1.13949+1.42998j 0.255914-0.0359931j -3.06684+0.379683j 1.05249-0.44829j -2.55191-0.461318j -0.596862-0.56603j -0.814144+0.129666j -0.921041+0.00442636j 
0.244008+0.166495j -0.19091+0.219801j -0.411521-0.206941j -0.297652+0.281377j 0.728457-0.111932j 0.598751+0.212738j -0.174602+0.230742j 1.34082+0.00779042j -0.0663794+0.10336j -0.544409-0.620405j -0.11331-0.92517j -0.309475-0.0824019j 0.975503-0.810634j 1.1581+0.197161j -0.180475+0.632887j -0.234925+0.0126279j 0.816617+0.467552j -0.19229+0.259066j 0.730115+0.240039j -0.33621-0.0476832j -0.56872-0.274133j 0.248277+0.140694j -0.268951+0.184638j 0.404819+0.18023j -0.0458393+0.137956j -0.446806+0.130252j 0.128494+0.107247j 0.185689-0.0403763j -1.0787+0.0380595j -0.150558-0.0860323j 1.74813+0.292603j 1.18411+0.0295263j -8.80827-0.280039j -4.35861+0.301915j -18.1704+0.269572j 2.30617-0.445104j 7.9452-0.421742j 23.6269+0.141879j 13.5441-0.157122j 32.4224+0.253005j 2.64191+0.411872j -38.8399+0.450085j -19.0164-0.371596j -29.4886-1.22278j -24.1837-0.0828884j -0.396669+0.417454j 23.6946+0.314075j 19.3173-0.519863j 48.8813-0.376461j 31.1563+0.23287j 20.6683+0.234956j -20.0983+0.115019j 8.98451-0.183993j -21.8269+0.533567j 25.9127+0.169945j 13.1895+0.52854j -40.9913-0.199898j 0.613712+0.121465j 29.4958+0.3468j 7.93302+0.0158047j -24.0895+0.205708j 9.16029+0.0956171j -0.474957+0.233905j 15.0645-0.238386j -4.72126-0.172558j 9.21953-0.107667j 0.809628+0.179587j 2.64906-0.145506j 0.444698-0.00971661j 
