-0.0158516+0.00478458j 0.00316002-0.0158569j -0.0179646-0.00877712j -0.0239528-0.00208923j 0.00784712-0.00993221j -0.00251148-0.0011959j -0.00369479-0.00351151j -0.000131149+0.00231713j -0.000537655-0.00401103j 0.000153848-0.000787066j -0.000489406-0.000948229j -0.000154003+0.000502075j 0.000314471+0.000358937j -0.000648561+0.000342251j 0.000811045-0.00486228j -0.000869429-0.00319206j -0.000312419-0.00106333j 0.00241222+0.000355882j 0.00379735+0.0044878j -4.80907e-05+0.00404718j 0.00479558+0.00203957j 0.000702053+0.00136949j -0.000422687+0.0018419j -0.00060397-0.000263629j 0.000660329-0.000738807j -0.00101016+0.000233535j -0.000322958+5.05018e-05j -0.000297899+0.00220196j 0.000439939-0.000384105j 0.000207124-0.00126917j 0.000517383-0.00105872j -2.66349e-06-0.000297556j 0.000261707-9.16995e-05j -1.42087e-05-0.000117919j 5.89448e-05+0.000931395j 0.000695592+0.000359614j 0.00028075+0.000191489j -0.000300017-0.0002226j -0.000115043+0.000366635j 0.000616396+4.37018e-05j 0.000208693+0.000191234j 0.000274383-0.000183487j 0.000148505+0.000991668j 0.000176286+0.000152981j 0.000920826+0.000620519j -0.000547535-0.000232786j -0.000804901-0.000548442j -0.000180841+0.000450162j -0.000848263+0.00109926j -0.00101962+3.4656e-05j 0.00068456-6.41491e-05j -9.3204e-06+0.000794021j 0.00161457+0.000702724j 0.000583603+0.000221184j -0.000133207-0.000998211j -0.000233886+0.00158297j 0.00080859-0.000829333j -0.00108949+0.000722781j 0.00100082+0.00212877j -1.75618e-05-3.01999e-05j -0.000571466-0.000208972j 0.000239046-0.000121455j 0.000171972-0.000293012j -2.69555e-05-0.000299353j 0.000853612-0.000128334j 0.000172831+0.000443081j -0.000149086+9.13998e-05j -9.38024e-05+0.000233211j -0.000223602+8.98125e-06j -1.64317e-06+4.63575e-05j -0.000273637+2.18649e-05j 0.000100446+0.000247139j -0.000208664-0.000157273j -0.000284615+0.000195128j 0.00010005+0.000452099j -2.01468e-05+0.000388397j -8.93853e-05+0.00056717j -0.000623684-0.000330079j -0.000908193-0.000761648j 0.000384299+0.000866617j -0.000237549+0.00063663j 0.000105422-0.00129929j 0.000484175+0.000283248j -0.000445591+1.67164e-05j 0.000108396+5.43689e-05j 9.59246e-05+0.000502638j -3.20604e-05-0.000174478j -0.000685015-0.000148591j -0.000221935-0.000301361j -0.000299552-0.001034j -0.000392457-0.000217612j 1.93735e-05-0.000293969j 
-0.000592067-0.00240161j -0.00143951+0.000134016j -0.000982381+0.000109116j 0.000833606+0.000511629j 0.00338753-0.00228774j -0.00228465-0.00315974j 0.000443872-0.00260951j -0.00277209-0.00435659j 0.0002587-0.00399761j -0.00185554-0.00214936j -0.00106576+0.00644465j 0.00184413+0.000519988j -0.0019194-0.00444084j 0.00106818-0.00258961j -0.005783-0.00108429j 0.00252791-0.00811939j 0.00348123+0.00200964j 0.00106199-0.00744335j -0.00356803-0.00325036j 0.00384557-0.0128785j -0.00474919+0.00200316j 0.00292926+0.00909659j 0.00692501-0.00130896j 0.000826993+0.00293393j -0.0038441+0.00141897j 0.000555288+0.00215909j -0.00121482+0.00080025j -0.00114951+0.00261527j -0.000695685+0.00293863j -0.00520462-0.00286554j 0.00189741+0.00209092j -0.00366882+0.00321829j 0.000176467+0.000724459j -0.0018926+0.000541472j -0.000902681+0.00696354j -0.00581718+0.00565324j 0.0074444+0.00733716j 0.000617413+0.00368629j -2.50838e-05-0.00116933j 0.00275315+0.0146485j -0.000879497+0.00716565j 0.00314534-0.00133575j 0.00415321-0.00460838j 0.000482502-0.00254274j 0.000832369+0.00438927j 0.00091804-0.00741071j 0.00201341+0.00268683j -0.00067588+0.00547645j 0.00322007+0.000131398j 0.00163376+0.000204208j 0.000828831+0.00840947j 0.00184514+0.00173992j 0.00382384+0.00637806j -0.000457774-0.0024072j 0.00155003-0.00087629j 0.00138708+0.00774353j 0.00159952+0.000517187j 0.00171092-0.00052963j -0.0030941-0.0026047j 0.00355337-0.000696893j -0.00533495-7.74686e-05j -0.000662076-0.000796221j -0.000558265-0.001221j -0.000436825-0.00280042j -0.000604917-0.000989487j 0.000869673+0.00279833j -0.000821499+0.0009398j 0.000174558-8.81835e-05j -0.0005965-1.05207e-05j 0.000229998-0.000124356j -0.00069714+0.000734821j -0.00148873+0.000239808j 0.000107074-0.000650994j -0.000484393+0.000270286j 0.000110321+0.00085241j -0.000257948-0.00264126j -0.00140045-0.000480852j -0.000215571+0.000252201j 0.00195015-0.00166658j 0.000386607+0.00350198j -0.00271996-0.00257215j -0.00243777-0.000372487j -0.000539749+0.000470972j 0.00147962+0.00428033j 0.00197188-0.00106664j 0.00131856-0.00172384j 0.000433678-0.000275397j 0.000857842-0.000427658j 0.00170632+0.000897749j -0.00338059-8.09194e-05j -0.000371253+0.00374615j -0.00246132-0.00200186j 
0.000933811+0.000459925j -0.000110385-0.000795864j -0.000969096+0.000685207j 0.00164041+0.00146011j -5.29934e-05+0.00233612j 0.00401795-0.000619618j 0.00332906+0.00122897j 1.13996e-05-6.87247e-05j 0.00253223-0.00307402j 0.00168113+0.00477842j -0.000500023-0.00138732j 0.00188368+0.00544989j -0.000579053-0.00589657j 0.000192758-0.00442803j 0.000394893+0.00406975j 0.00282131-0.0103375j 0.00113935-0.00664617j -0.000606213+0.0112664j -0.00189415+0.00448582j -0.00248811+0.00685675j 0.00377957-0.00714924j -0.00101143-0.00482334j -0.00475546+0.00519791j -0.000968114-0.00208944j 0.00128629-0.0068549j -9.27842e-05-8.17157e-05j -0.00124695+0.00474834j 0.00578709-0.00588978j 0.00771598-0.00245516j -0.00490132+0.00405158j 0.00414098-0.00253524j -0.0050531-0.000739988j -0.00191809-4.12711e-05j 0.00301505-0.00295772j 0.00151569-0.00383409j 0.00532973-0.00159525j 0.00645928+0.00702371j -0.00493326+0.00301092j -0.000742455+0.00147644j 0.00248679+0.00284523j 0.000397151-0.000574564j 0.0015238+0.00274307j 0.00443805-0.00332524j 0.00216299-0.00510265j 0.00217407+0.00469236j -0.000532587-0.00458733j 0.00335104-0.000220724j 0.00306398-0.0037935j -0.00315563+0.00782454j -0.000605213-0.00134805j -0.000250779+0.00205454j -0.000278746-0.00100944j 0.0107175+0.00465654j -0.00361735-0.00358638j -0.0001805-0.00301615j 0.00574019+0.00589217j 0.00383101+0.000886427j 0.00530333-0.00243744j -0.00117985-0.00440578j -0.00373472+0.00311513j 0.00406495-0.00328576j 0.00114662-0.000834187j 0.0011653-0.000283203j 0.00349109+0.00142552j -0.000542667-0.000600571j -0.00191282-0.00114579j -0.00116904+0.000891127j -0.000105525-0.000537283j -0.000262058+0.0010269j 0.000365769-0.000130983j -0.00114945+0.00253574j -0.00146144+0.00013139j -0.00199454+0.000291154j -0.00115057+0.000203088j -0.000626736+0.00145492j 0.000327928-0.00321527j 0.000913077-0.000791522j 0.000228347-0.0031583j 0.00262698-0.000326985j 0.0025494+0.00137924j -0.00144286+0.000822942j 0.000383201-0.000112857j -0.000507873-0.000606529j -0.0014696+0.00149452j -0.000260121+0.000977141j -0.000619897-0.000120888j 0.000781433-0.000515882j -0.000723876+0.000161074j -5.5805e-05-0.000120007j 0.000952545-0.00148376j -0.000552687+0.000357198j 0.000920567-0.00090636j 
0.000253972+0.000457217j 0.000113723-0.000176637j 0.00129603+0.00101379j 0.000620844-6.86614e-05j -0.000856183+0.000966183j 0.000471023-0.00167729j 0.000156398-0.000439344j -0.0016729-0.000281876j -0.00184038-0.00614942j 0.000280195+0.00388535j 0.000470571+0.00301844j 0.00143855+0.00604718j 0.00160171-0.00644722j 0.00333517-0.00162882j 1.92136e-05+0.00168458j -0.000818464-0.0129851j -0.00182054-0.00344134j 0.000466224-0.000661929j 0.00246906+0.00513633j -0.000662875-0.000815746j 0.000535012-0.00191198j -0.000556623-0.00169103j -0.00323488+0.0027198j 0.000694514-0.00186387j 0.00560843-0.00309406j 0.000736749-0.00140168j 0.00789163-0.0103088j 0.000209533-0.00073997j -0.00442315+0.00218149j 0.00436688-0.00124267j -0.000460386-0.00160626j 0.0100309-0.00342273j 0.00566999-0.00685522j -0.00754552+0.00327389j -0.00187215+0.00934666j 0.00228065-0.00552066j 0.000638473-0.0109213j 0.00560257-0.0050199j 0.00198025+0.00141155j -0.00408394+0.00751695j -0.00265186+0.00882677j 0.00146055-0.00404928j -0.00808244-0.000459806j 0.00157826+0.000418117j 0.0058878-0.00794538j -0.00537463+0.0100794j -0.00484236+0.00184509j 0.000154938+0.00366148j -0.00753239-0.00253923j -0.00476127-0.000493987j 0.00186075-0.00118441j 0.00569972+0.00143826j -0.0037399+0.000133883j 0.00237453+0.0019737j 0.000302458-0.00111861j 0.000816509-0.00338299j -0.00323135-0.0033372j 0.00150505+0.00105372j 0.000300041-0.00209545j -0.00131067+0.000786139j 0.00154232-0.00048263j 0.00089509-0.000388971j 0.00174779+0.000705601j -0.00162921+0.000596039j 0.00349746+0.00105686j -0.000983376-0.000130456j 0.00128759+3.48402e-05j 0.000756663+0.00128418j 0.000748095+0.000513349j -0.000398015-0.00100956j -0.000907666-0.000332604j 0.00274229+0.000929214j 0.00156833+0.00179261j -0.000715056-0.000664881j -0.000923011-0.000913916j 0.000734683+0.00241176j 0.000649548-0.000158385j 0.0014309+0.000490238j -0.0012261+0.000956875j 0.000147682-0.000864992j 0.00156209-0.000385824j -0.00109037+3.09875e-05j -0.000634342-0.000676891j 3.15367e-05+7.32353e-05j -0.000585553-3.73568e-05j 0.000106948+0.000508085j -0.000436794+0.000781589j 0.000265334+0.000676223j -0.000242046+0.000323642j 0.000157291+9.73521e-05j 0.000125953-0.000199138j 0.000269851+5.26789e-05j 
0.000415437-0.000168736j -0.000213118-0.000593242j -0.000904799-0.00088201j -0.00257066-0.00124039j 0.000716284+0.00170977j 0.000526948-0.00376515j 0.00123228+0.00425201j 0.00274133-0.000903639j 0.00232168+0.00865943j -0.000796347-0.00737177j -0.00187729+0.00971363j 0.00203656-0.00576998j -0.00132485+0.00711833j 7.58964e-05-0.00444497j -0.000715345+0.00670889j 0.000576687+0.00835207j -0.00229931+0.00867262j 0.00151017+0.000636377j -0.00125331-0.00178181j -0.00288047+0.00890594j 0.0015771-0.000173698j -0.000541706-0.00185522j -0.00156915+0.00135659j 0.000586305-0.000891762j 0.00203431-0.00124395j 0.00135348-0.00505441j 0.000748649-0.000687209j 0.00212501-0.00611005j 0.00101204-0.000922191j -0.00162754+0.00136066j 0.00372272-0.000480243j 0.001088-0.000203178j -0.000433659-0.00358797j 0.00236995+0.00617987j -5.38432e-05+0.00693396j 0.00572656-0.00287742j 0.00396614+0.00258538j 0.00452371+0.00748913j -0.000734667-0.00337368j -0.00210521+0.0145555j -0.00205816+0.0100177j -0.00274407-0.00335355j 0.000986304-0.0101337j 0.00405616+0.00178879j 0.00212689-0.00238389j -0.0035934+0.000644874j 0.000370286-0.00234863j 0.00527783+0.00213618j 0.0010718+0.00314391j -0.0011204+0.00329116j 0.00375097+0.00564461j -0.00196003+0.00145553j -0.00630778-0.000872188j -0.000119598-0.00579434j -0.00265093+0.00295793j 0.00269827+0.00208607j 0.000551985-0.000258907j 0.00392913-0.00149063j -0.00148849-0.00181262j -0.00254406+0.00192618j 0.00213149-0.00229048j 0.000680534-0.000457577j 0.00172961+0.00024428j 0.00174258+0.000301623j 0.000531686-0.000156136j -0.00109286-0.000730411j 0.000914664+4.57236e-06j 0.000561778-0.00126185j -0.000310574+0.000849973j -0.000378416+0.000423054j -0.00049561+0.000655746j 0.0013592-0.000369638j 0.000157525+0.000774054j -0.000460284+0.0013638j -0.00129156-0.000161783j -8.92917e-05+0.00120814j -0.000461299-0.00151161j 0.00102624+0.00141488j 3.70439e-05+0.00251093j 0.000734238-0.000750746j 0.00248008-0.000457158j -0.000956123+0.000125046j -0.000479351-0.000511771j -0.000612321+0.000795016j -0.000784795+0.000591617j -8.93338e-05+0.000427908j -0.000544942+0.000497798j 0.000431283+0.00121408j -0.000365694+0.00069082j 0.000197047-0.000394643j -0.000157022+0.000277831j 0.00049763-0.000532096j 
-0.00024544+0.00123533j 0.000459064+0.00109366j -0.000478526+0.00174957j 0.000220663-0.00208091j -0.00074281-0.000774893j 0.000109415+0.00304298j -0.000610818+0.000909599j 0.000454985+0.00185003j 0.00034776+0.00144217j 0.000454234-0.000252088j 0.000464146-0.00256721j -0.00132885-0.000975867j -0.000255146-0.000838582j -0.00118126-0.00150509j 0.00118981-0.00188712j -9.37334e-05+0.00356802j -3.11052e-05+0.00213474j -0.000767984+0.00164349j 0.000279551-0.00213445j 0.000432815-3.04695e-05j -0.000217175+0.00143277j -0.000339974-0.000398195j 0.000143797-0.00094308j 0.000226145-0.000741675j -0.00128784-0.00322913j -0.000295538+4.78705e-05j 0.000291171-0.00668258j -0.0023562+0.00257163j -0.000286813+0.00596329j 0.00207875-0.00439622j -0.00262616+0.000795447j -7.14957e-05-0.00979634j 0.00217709-0.00420363j -0.000313749+0.00399037j -0.0066701-0.000690407j 0.00544739-0.000641173j 0.0168247+0.00219474j 0.00350361-0.00633836j -0.00235668-0.00225528j 0.00165642-0.000393585j -0.00776425-0.00461829j 0.00541341+0.00264003j 0.000951081+0.0102383j -0.0055623+0.00159329j 0.00904605+8.44608e-05j -0.0150643-0.00438336j 0.000782428+0.00337716j -0.0100204-0.00780639j 0.00616727+0.00811j 0.0028253+0.00597349j 0.000664347-0.00384674j -0.0024475-0.00638437j 0.0024282+0.00710943j 0.000376342-0.00336302j 5.32091e-05+0.00167954j -0.00023291+0.00199295j 0.00104585+0.00535443j -0.00372974-0.000865164j 0.00247034+0.00210191j 0.000770442-0.000952897j -0.000752933+0.00124544j -0.000837837-0.00111292j 0.00119062+0.00113575j -0.00211349+0.00116377j 0.00279488-0.000410852j 0.000195622-2.77212e-05j -0.000469298+0.0037699j 0.00117258+0.000353547j 0.000793542-0.000289703j -0.000618029+0.000464629j -0.000662039+0.000692597j -0.000235531+0.00299443j 0.00155953-0.00110992j -0.000442251+0.00137675j -0.000224634+0.000526347j 0.00263016-0.00353014j 0.000182264+0.000623019j 0.000100642-0.00145219j -0.000151883-0.000269229j -0.000776167+0.000250621j -0.000393321-0.000343393j 0.00014643+0.00111611j 0.000273126+0.000600223j 0.000216093-0.00121651j -0.000117887+0.000226515j 0.000276873-0.000430198j 0.000357907+0.000351294j 0.000222655-0.000735574j -3.89008e-05-0.000294773j 3.99818e-05+0.000837872j 0.000247064-0.000567643j -7.80526e-05+0.000741582j 
0.000580043+0.000164503j 6.48099e-05+5.10998e-06j 0.00127728-0.000940593j 0.000355847+0.00143729j 7.81473e-05+0.000237155j 0.000719374+0.000591396j -0.000648727-0.00255993j -0.000341992-7.45527e-05j 7.41953e-05-0.00318344j 0.000377875+0.00541072j -0.000616064-0.00849761j -0.000601198-0.00480999j -0.000792897+0.00382021j 0.000317599+0.00316757j -0.000335701-0.00652212j -6.33611e-05+0.00173445j 0.000423156-0.0073098j -0.000572455+0.00119389j 0.000593154-0.000298679j 0.000809659-6.24534e-05j 0.000512397-0.00108406j 4.27174e-05-0.000634554j -0.000648984-0.00233661j -0.00178202+0.00530823j -0.0004677+0.00544648j -0.00193054+0.00329367j 0.000880035-0.000303142j 0.00248838-0.0101993j -0.00196652+0.00148226j -0.00278024+0.00255079j -0.000347204+0.00342934j 0.00322075-0.00380068j 0.000279289-0.00405365j 0.0172229-0.000548817j -0.00592414+0.00820584j -0.00765218+0.00950396j -0.000116857+0.00253644j 0.00606888+0.00660499j -0.00594747-0.0017529j -0.00189795+0.00296495j -0.00234383+0.00443748j -0.00146304-0.00393336j -0.00729017+0.002252j 0.0157271+0.00117458j 0.00198026-0.00340863j -0.00369041+0.00130645j -0.0017647-0.00428735j -0.00294418+0.000589297j -8.22664e-05+0.00566387j -0.00071496+0.00498139j 0.000928405+0.00538374j -0.000386096-0.00370792j -0.000115164-0.00454945j -0.00196948-0.00288138j 0.0016932+0.00225855j 0.00115498+0.000410731j 0.000325354+0.000594762j -0.000190759-0.000398327j 0.000284298-0.00191253j -0.000221953-0.000623399j 0.000284442-1.35633e-05j 0.000586056+0.0013344j -0.00189089-0.00092794j 0.00116588+0.000434574j -0.00231926+0.000263791j 0.000629022-0.000604569j -0.00109099-0.00235842j 0.00282834-0.00260214j -0.000366648-0.000342011j -0.00108815+0.000530649j 0.00019346-0.000439953j -0.000353288-0.00244282j 0.000526246-0.000509681j -0.00126446-0.000378855j 0.000690771-0.000319233j -0.000976617+0.00217021j 0.000756553-0.00112135j -0.000300902+0.00010123j -0.000536582+0.000455083j 0.000397517-0.000390943j -0.000281689+0.000786787j -0.000219044-0.000235699j -5.89596e-05-0.000228817j -2.23637e-06+0.000380492j 0.0002405-0.000433375j -0.000106071+6.04013e-05j -0.00021507-0.00032296j -0.000443067+0.000412717j -4.98649e-05-8.01429e-05j -0.000142609-0.000154942j -0.000112329+0.000221617j -3.24955e-05-0.0001075j 
0.000217447+0.000842417j 0.000314931+0.00154738j 0.00121135-0.000813461j -0.000505738+0.000367068j -0.000288068-0.00155416j -0.000966372+0.0040735j 0.00012727+0.00215815j 0.000424888+0.00159346j -0.00191941-0.00424363j 0.00214371-0.000626677j -5.71751e-05+0.0037892j 0.00291947+0.0041313j -0.00267224-0.00475784j 0.000919145-0.00389242j 0.000204589+0.000503964j -0.000614163-0.0101765j -0.00113079-0.00148648j 0.000496821+0.00181142j 0.000485283+0.00227955j 0.00157283-0.00183982j -0.000469175-0.000212652j -0.000590651+0.00127516j -0.00241571-0.00432775j 0.003592-0.00298206j 0.00502737-0.000812859j 0.000817502-0.00447836j -0.000347603-0.000115647j -0.0124706+0.00322204j -0.00113357-0.0014769j 0.00218486-0.00350103j 0.00158185+0.00210531j -0.00427449+0.0027834j -0.00327056+0.00200158j 0.00822665+0.0138982j 0.00141345-0.00614976j 0.00812183-0.00242335j 0.00330104+0.00105193j 0.00724162+0.00652921j -0.00233891-0.00656921j -0.00425314-0.00478729j 0.00152006-0.00388114j -0.00411823-0.00193661j 0.00389577-0.00390331j 0.00256586+0.0147531j -0.00726553-0.00168288j 0.00684389-0.00345142j -0.00619506-0.00405919j -0.00140004-0.00273406j 0.00628889+0.00261996j 0.00572181+0.00220788j 0.00278567+0.000923204j -0.00481546-0.00203063j -0.00478001-0.00605863j -0.0027273-0.00354495j 0.00337176+0.00516624j -0.00427077+0.000975502j -0.000103424+0.00173574j -0.00239124-0.000310936j 0.000445774+0.00143662j 0.000866212-0.00201105j -0.00114608+0.00221143j 0.000153347+0.00034792j -0.00125159+0.000109458j -0.000963485-0.000337573j 0.00127834+0.000853172j 0.00037727-0.00104439j 0.00161218-0.00129407j -0.00110317-0.00343509j -0.000123991-0.000101212j 0.000297238+0.00124618j 9.68678e-05-0.00105908j 0.00220686-0.00100981j 0.000960236-0.00192309j 0.000427479+0.00215085j -0.000140979-0.00132132j 0.000401087+0.00290232j -0.000785318-0.00075641j 2.37252e-05+0.00134405j -0.00169753+0.00159064j -0.000854331-0.000830372j 0.00105328+0.000545328j -0.000628788+0.000291088j 0.000308988+4.37255e-05j 0.000522028-0.000711417j -0.000118694-0.00076173j 0.000361789+7.27543e-05j -0.000624543+0.000600334j 0.00012038+0.000679493j -0.000214278-6.8127e-05j -0.000649911+0.000903194j 0.000232685+3.25117e-06j -0.00040125+0.000615248j 
-0.00101408+0.000115571j 0.00106728+0.00100476j -0.00168967-0.00161683j 9.45478e-05+0.000333104j -0.00189708-0.00161618j 0.000139111+0.00613132j -0.00108864+0.00640634j 0.000994399+0.00541029j -0.000586441+0.00504842j 0.00120835-0.00505448j 0.00027615+0.00358758j -0.00159903+0.00981894j 0.000945156-0.01262j -0.00207354-0.00875015j 0.00122921+0.00506844j 0.00233619-0.00169482j -0.00036055+0.0104824j 0.000699722+0.00605811j -0.00104322-0.00066946j -0.000691323+0.00169206j 0.000149281+0.000677801j -0.00109966-0.00380634j 0.00190871-0.00409637j -0.00249976+0.0023219j -0.00590765+0.00714319j -0.00191245+0.00307577j -0.00368122+0.00295117j 0.00216329-0.00127847j 0.00233904-0.000246131j 0.00196201+0.00107915j -0.00575765-0.000879825j -0.000132812+0.00244385j 0.000474952+0.00154208j 0.00249739-0.00626788j -0.00454034+0.00516414j -0.00461146+0.0061781j -0.00201716+4.521e-05j -0.00453197+0.00286806j -0.0030187+0.000834332j -4.70628e-05+0.00464059j 0.00144502+0.00242737j 0.0027346-0.00186345j -0.00745235-0.00214894j 0.00493586-0.00871936j -0.00448507-0.00420993j -3.15348e-06-0.00307054j -0.000852871+0.000296916j -0.00390474-0.00226259j 0.00283395-0.00192171j -0.000118391+0.00424853j -0.00540495+0.000770816j 0.00268483+7.76636e-05j 0.000799856-0.00238339j 0.00325025+0.0029843j 0.00165871+0.00100541j -0.00529555-0.00476521j -0.00293125+0.00153473j -0.00514684+0.000973792j 0.00449695+0.00346799j 0.0016788-0.0025607j -0.000533962+0.00248189j -0.00170572+0.001563j -0.00177534-7.53646e-05j -0.000763453+0.000938581j -0.00275306-0.000564299j 0.00181004-0.000513428j -0.000883621-0.000686411j 0.000684046+0.000889503j -0.000184025-0.000870556j 0.000120094-0.000336291j 0.000761762-0.00105021j -0.00147585-0.000739586j -0.000140554-0.000760862j -6.50971e-06-0.000626957j 0.000773058-0.000410487j 0.00033632+8.38864e-05j 0.00112316+0.0012876j -0.000935377-0.000194088j -0.00154736-0.000233268j -0.00118155-0.00110221j -0.000515931+0.00151892j 0.00118098+0.000150106j 0.000874559+0.000397512j -2.6619e-06-0.00257209j -4.68952e-05-0.000174026j -0.000128156+0.000125488j 0.000131425-0.000580791j -0.000649472-0.000577429j -0.000442291-0.000927765j 0.000663228+0.000832076j 0.00024098-0.00157406j 0.000294496+0.00148509j 
0.000241197+0.00144639j 0.00164891+0.00372227j 0.000535903+0.000347326j -0.000160545-0.00114869j -0.00120745-0.00369966j 0.00242862+0.00920331j -0.000804116+0.00389311j -0.000627614-0.000837957j -0.000550968-0.00456323j 0.0035942+0.00478666j -0.00146931-0.0045524j -0.000493778-0.011276j -0.00179306+0.00772187j 0.000538768-0.00530018j 0.000561312-0.00888051j 0.00295973+3.33732e-05j 0.00149109-0.00530586j -0.000876261+0.00827119j 0.00064153-0.00117351j 0.00165278+0.000980393j 0.000845872-0.00366747j -0.000848827-0.00202182j -0.001078-0.00380443j -0.00138296-0.000290627j 0.000515909-0.00156655j 0.000569177-0.000156343j -0.000511419-5.28722e-05j -0.000764664+0.00474894j -0.00219651+0.00260329j 0.00551628-0.00112297j -0.00376434-0.00330402j -0.00276685+0.00479506j -0.00260735+0.00201249j -0.00521003-0.00107212j 0.00090037+0.00399035j 0.00191368-0.00240821j -0.00321769+0.00126951j -0.00211176+0.00342527j 0.00328631-0.00331343j 0.000369551+0.0181973j 0.00113515+0.0095213j -0.000370358-0.0011467j 0.000922931-0.0137065j -0.00861206-0.00628396j -0.00174908-0.00422172j 0.00136821-0.00419942j -4.73078e-05+0.00340598j -0.0038389-0.000347397j -0.00107287-0.00168367j -0.00126975+0.00211488j -0.000278521+0.00055468j -0.00154958+0.00191571j 0.00140786-0.000223617j 0.00266792+0.00259053j 0.00118112+0.00280864j -0.00385191-0.00127874j -0.00173051-0.000480313j -0.00243235+0.000915292j 0.00441447+0.00118091j 0.00143255-0.00187358j 0.000101867+0.00227679j -0.00133994-1.36613e-05j -0.000649483+0.000693631j -0.00188993+0.000695868j 0.000821201-0.000493218j 0.000549435-0.000566128j 0.000129948+0.00105133j -0.000477807+0.00122717j 0.000362382-4.6102e-05j 0.000382907-0.000322631j -0.000232104-0.000359957j 0.000199878+0.00113011j -0.000228803-0.000431898j 0.000840442-0.000438676j 0.000613603-0.00073931j 0.00130866-0.000450224j 0.00072929+0.000876211j -0.000183033-0.000728347j -0.00169436+0.000227552j -0.000189918-0.000415967j -0.000121164+0.00103697j -0.000403693-0.000234333j 0.000594074-0.000314447j -6.61513e-05-0.000660988j 6.46995e-05-0.000363639j 0.000482046-0.000220454j -3.67295e-06+9.66655e-05j -0.000439851+0.00017174j -0.000326228-0.000437575j -0.00047318+0.000756694j 1.03026e-05-0.000247603j -0.000178577+0.000795223j 
0.000349562+0.00146715j -0.00138483-0.00196019j 0.00143126+0.000918797j -0.000136805-0.000212914j 0.00026975+0.00319618j -0.00191759-0.00223225j -0.00105099-0.00813696j 0.00243424+0.00574081j 0.000580468+0.00547923j -1.51695e-05+0.00169806j -0.00269319-0.0157405j -0.000908383+0.0122395j -0.00186415-0.0109858j -0.00228707+0.00926j -0.00157639-0.00255452j -0.000722165+0.0099577j -0.000526124-0.000867736j 0.000283151+0.00173682j 0.000202557-0.00253819j -0.00037195-0.000985184j 0.00041211+0.00410055j -0.000808599+0.000279989j -0.000761115+0.00314167j 0.0031967-0.00297344j 0.00341086-0.00286939j 0.00058226-0.000419445j -0.000523221+0.00120097j -0.00527345+0.00410014j 0.000739668-0.000649257j -0.00027598-0.00123282j 0.00366857-0.00327756j 0.000163848+0.00292949j 0.00163401+0.000247426j 0.000284461+0.00348023j 0.00142496+0.00330374j 0.00367142-0.00373446j -0.00160641+0.00277577j -0.00147361+0.00483763j -0.000154453-0.00406285j 4.33751e-05+0.0142874j 0.00114064+0.00695634j 0.00018646-0.00209274j 0.0024234-0.0109121j -0.00490047+0.00147263j 0.0019226-0.00156427j 0.000564474-0.0037724j -0.00322543+0.000281722j 0.000179355+0.00185471j 0.0012577-0.00113211j 0.00215131+8.68642e-05j 0.000626391+0.00229278j 2.33902e-05+0.0015501j -0.000879492+0.000249438j -0.00101398+0.000463914j 0.0002161+2.41235e-05j 0.000506169+0.000399889j 0.000469621-7.73539e-05j -0.0012555-0.000427042j -0.00120795+0.00174423j -0.000786644+0.000589349j -0.000293094-0.000134289j 0.000971393-0.000337059j 0.000543358+0.000128399j -0.000123028-0.000272768j 0.00146911+0.000382403j -0.000514601+0.000323439j 0.000517444+0.000243388j -0.00127836-0.000320805j 0.000197922-0.000181532j 0.000189321+0.000397604j 0.000153131-0.000147578j 0.000657699+0.000423211j -0.000224511-2.5364e-05j 0.000697187+7.67152e-05j -0.000171925+0.000277487j -0.000233445+0.000279115j -0.000584948+0.000447988j 1.50991e-05-3.29751e-05j 0.000258864-0.000693914j -0.000401364+8.0235e-05j 0.00010354-0.000137207j 0.000948768-2.61689e-05j 0.000123303+0.000383166j -0.000179907-0.00073358j -0.000198113+0.000201852j -0.000255535+0.000419104j 3.38745e-05+0.000212399j 3.76154e-06-0.00038971j -1.96322e-05-0.00013157j 0.000622221-0.000341959j -7.19808e-06-0.000589601j 0.000310405+5.71678e-05j 
