-0.10331+0.086397j 0.0860519+0.0995823j 0.0906617+0.198345j 0.206346-0.0729318j 0.127236-0.147228j -0.153897-0.202526j 0.0850937-0.130741j 0.0385912+0.00918102j -0.0790881+0.0623931j -0.0268382-0.00546498j 0.0881512+0.0434177j 0.155294-0.00549924j -0.0574408-0.251284j -0.161953+0.0308811j -0.112761+0.011843j 0.126434-0.000267351j -0.0508725-0.0973509j -0.0562681+0.109863j 0.131408+0.00488745j -0.0580248-0.0342639j 0.0556716-0.014j 0.019126-0.0121724j -0.0505104-0.046068j 0.0313656-0.0290233j -0.0638704+0.0591282j 0.00852243-0.022771j -0.0226327-0.0195014j -0.0197486+0.0455342j -0.0370354+0.0493339j 0.0169656-0.0245158j 0.00588261-0.0194203j -0.0248207+0.0948103j 0.00911437-0.0739482j 0.0129628-0.113381j -0.0410932-0.104879j -0.0690342-0.0209369j -0.0799483-0.0501783j 0.0390745+0.0964511j -0.056653+0.0838757j -0.0806622-0.0336799j 0.0225528-0.0761105j -0.0552639+0.0397417j 0.0628194-0.0269758j -0.0284146-0.0497517j -0.0816423-0.000797921j -0.0330309+0.000394608j 0.0633561-0.0252458j 0.00305764+0.0262478j 0.0189204-0.0212597j 0.0477802-0.0181993j 0.0982261+0.0388246j 0.0498812-0.0357083j 0.111775-0.0786835j 0.0618643+0.00874569j -0.0301457+0.048882j 0.0868028-0.0506168j 0.0791524-0.0495417j -0.0345574-0.0360243j 0.0141562-0.0314967j 0.0426516+0.0266048j 0.0294431+0.0644788j 0.0307174+0.0939994j -0.00644619-0.0747904j -0.00219521-0.100107j -0.0367866-0.0746576j 0.0997478-0.0304746j -0.0866525-0.0878604j 0.112236-0.018716j -0.0887324+0.0594728j 0.0903709+0.0252491j -0.114309-0.0856591j -0.0290804+0.151616j -0.0777127+0.0443203j 0.184589-0.147572j -0.146104-0.177196j -0.049775-0.119638j 0.118819-0.0501368j 
-0.000235258-0.00456447j -0.00552495-0.000260105j 0.00387845-0.00923638j -0.00553584-0.00376509j -0.00294046-0.000444376j -0.00756142-0.000423652j -0.00770719+0.010001j -0.0191553-0.000281467j 0.00767137+0.00902248j 0.0023779-0.000921096j 0.0125586+0.000824177j 0.0104507-0.000359087j -0.00279472-0.0147717j -0.0139659+0.00562733j -0.0108285+0.00177879j 0.00305707+0.0111954j -0.000412581-0.0150813j -0.0114534+0.00395327j 0.00620164-0.0204559j 0.0344308+0.00159688j -0.000425531-0.00564281j 0.0034008-0.00775829j -0.015643+0.00148974j 0.01709-0.00923691j -0.0131214-0.0293324j -0.00724547-0.00454228j 0.0109634-0.00646855j 0.00293851+0.0114892j -0.00969011+0.0135615j -0.00367601+0.00654296j -0.00389453-0.0111403j -0.00623172+0.00283247j 0.0017685+0.0120748j -0.019001+0.0143719j 0.00337307-0.0073875j -0.0055993-0.0055918j 0.00356663+0.00341554j -0.0111128+0.00963874j -0.0156688-0.00690313j 0.0104627-0.00678147j 0.00544386-0.00780556j -0.0173987+0.00018482j 0.00609298+0.000952926j -0.00212698-0.0214303j 0.00771968-0.00164849j 0.00190472-0.00649835j 0.00161076+0.00629328j -0.00468853-0.00158428j 0.0123081+0.014548j -0.00298056-0.00407925j -0.00616723+0.0134251j -0.00594511-0.00946755j -0.0104848-0.00389281j -0.00530711+0.020388j -0.0175418-0.00638166j 0.00154229+0.00852426j -0.00637589-0.0028273j 0.00582353-0.00660558j -0.0137736-0.00466083j 0.00962619-0.00683513j -0.00904975+0.00314745j 0.00145294-0.000880501j -0.00299593-0.00490165j -0.00729411+0.0153146j -0.00638493+0.00272142j -0.00423333-0.0120469j 0.00999823+0.00268451j 0.0153831+0.00716596j 0.010302+0.0248125j -0.00929292-0.000908927j 0.000217847+0.0117218j -0.00791728-0.00113979j -0.00199959-0.0210059j 0.00291185-0.00783303j -0.00812395-0.0068594j -0.0117166-0.00705852j 0.00688517-0.0114925j 
-0.00494049+0.00392227j 0.00466719+0.004069j -0.0029413+0.0116251j 0.00956191+0.00741273j 0.0114098-0.00541562j 0.00221146-0.0223446j 0.0163212-0.0104944j 0.00837275+0.00435539j -0.00220204+0.000498756j 0.00135036-0.00356798j -0.000442705+0.00316133j 0.00476892-0.0133666j -0.0247966-0.004466j 0.0182483-0.00188215j -0.00783846+0.0145962j -0.00704334-0.01589j -0.0165505-0.0267446j -0.00431102-0.00427152j -0.00764252+0.016872j 0.00482741+0.0121501j 0.0127987+0.0216514j -0.00802686-0.0104908j 0.00575115-0.00153023j 0.023051-0.00688012j -0.00602258-0.0171421j 0.00408469+0.0162547j -0.00122795-0.01058j -0.0111004+0.00324562j -0.0076607-0.0145095j 0.00437988-0.00429992j 0.0087015+0.0175275j -0.0137503-0.00705842j -0.00718077-0.00264559j -0.00272005+0.0120475j 0.0112706+0.00239311j 0.000958396+0.00944148j -0.00556504+0.0123249j -0.00832005+0.00826401j -0.00894916+0.0116835j -0.00841532+0.00629991j 0.00949353+0.000402407j 0.00518505+0.00138801j 0.00584431-0.00859771j 0.000270266+0.00983409j -0.00131706-0.00724074j -0.00230203-0.0033172j 0.0104284+0.000175227j -0.0128904+0.00317858j 0.026972-0.0169613j -0.0107225+0.000560502j 0.00237549+0.0125281j 0.00299805+0.000348514j -0.00151618-0.00191754j 0.00725912-0.00014418j 0.0101709-0.00174225j 0.00166452+0.00289881j -0.00972713-0.0182295j -0.00654086+0.00283756j 0.011567-0.00461025j -0.000469249-0.00409916j 0.00171894-0.00381381j -0.00328004+0.00748907j -0.00486784-0.00969045j -0.00517614-0.00375448j -0.00732305-0.00743756j 0.0124156-0.00589737j -0.00639574+0.00374218j -0.00329316+0.0144623j -0.025125+0.00869665j 0.00119926-0.0113944j -0.0129008+0.00171961j 0.00397322-0.0116835j 0.0282538-0.00125052j -0.000123339-0.000233417j 0.00507456+0.000238285j -0.0113556+0.0113166j -0.0113621-0.0116202j 
0.00493624-0.00673016j -0.00748883-0.00631026j -0.00380552-0.0164638j -0.0141112+0.00503559j -0.0017267-0.00580271j -0.00318352-0.00592728j -0.00353017+0.0111918j -0.0144964-0.0013627j -0.00842584+0.014988j -0.003259+0.00454585j -0.0116042+0.00399442j -0.00959872-0.0176864j -0.0085041+0.00859334j -0.0109678-0.0130331j -0.00288018-0.00157925j -0.00434877-0.00395056j 0.000392172+0.0118853j -0.0113674+0.00674152j -0.00608091+0.00442988j -0.00962342+0.00233208j 0.0075574-0.00850922j 0.00258535+0.000427337j 0.00672101+0.00103743j -0.00899268+0.0126473j 0.00180483+0.0160315j 0.0164809-0.00123966j 0.0116241+0.0150876j 0.00185857-0.00337778j 0.0121826-0.00056482j -0.00511168-0.00922792j -0.00335647+0.00274455j -0.00386586-0.007422j -0.00659394-0.00222522j 0.00253884-0.00229603j -0.000511899+0.00632239j 0.00169973+0.00225759j -0.00473474+0.00156812j 0.00633814+0.00263858j 0.0156648+0.000359627j -0.0124761-0.00754691j -0.00427284+0.00440402j 0.0111922+0.00186741j 0.0004366+0.00142779j 0.00276387+0.004145j 0.00109317-0.00483027j 0.00408017-0.000196471j -0.00311737+0.00483473j -0.00484349-0.00283138j -0.00771175-0.00208881j -0.000360066+0.00222557j -0.00550526-0.00340936j -0.000365932+0.0110474j 0.00805195-0.000180359j 0.00304192-0.0024739j 0.00536219-0.0068167j -0.00616304+0.00398386j -0.0006102-0.015039j 0.00254328+0.00997906j -0.00188137+0.00116655j -0.0177177+0.0121153j -0.00275809+0.0115932j 0.000280564-0.000375006j 0.00363349+0.00211216j -0.0102656-0.0084959j -0.00727937+0.00647522j 0.00942646-0.00314781j 0.00217875+0.00851457j -0.0129676+0.000404634j 8.52593e-05-0.0077618j -0.0115927+0.000120865j 0.00188543+0.00628484j -0.0053948+0.00157534j -0.00622797-0.00686946j 0.0217993+0.00915565j 0.00833522-0.0231438j -0.0116479+0.00465272j -0.00506163-0.0112082j 
-0.00269826-0.000100639j 0.000470572+0.0030592j 0.00408317+0.00360538j 0.00172055-0.00492722j -0.00522744-0.00953093j -0.00659156+0.0100805j 0.00112249-0.00397948j 0.0075896+0.00406123j 0.00203818-0.00577993j 0.0099935+0.00138777j 0.00338252-0.00359314j 0.00244105+0.0105422j -0.00562267-0.00339107j 0.00718128+0.00905348j 0.0103052+0.0039648j 0.00165644+0.00692605j 0.021201-0.00600022j 0.000879425-0.0038332j 0.0033323-0.0028111j 0.000711204+0.00259963j -0.00215253-0.00767893j 0.00198776+0.00248149j -0.00470464+0.0037791j 0.00210817-0.00936269j 0.00386811-0.00224605j -0.0101161-0.0101383j -0.00945056-0.00165446j 0.00184666-0.00105428j -0.013393-0.00329039j 0.00368479-0.00719191j -0.00171335-0.00600012j -0.00236177+0.00192203j 0.00595154+0.00257237j 0.00352478+0.00397336j 0.000470754+0.00281558j 0.000777416-0.00370258j 0.0080304-0.00451061j 0.00498378-0.00626405j -0.00351573-0.00474535j 0.00465829+0.00793049j -0.000346585-0.00376024j -0.00929021-0.00842425j 0.00343221+0.00302518j -0.000872698-0.00295145j -0.00432164+0.009671j 0.00172437-0.00358268j -0.00359143+0.00143365j 0.00116102-0.00391219j -0.00401285-0.000195272j -0.00268544+0.00327601j 0.00173574+0.00454997j 0.0072192-0.00264032j -0.00231777+0.00822111j -0.00660822+0.00388583j -0.0071978+0.00959123j 0.00594499+0.00396212j -0.00124059+0.0189442j 0.000679563+0.00312932j -0.011322-0.00884925j 0.00298268-0.00241173j 0.00298122-0.00161321j -0.0010803-0.00428747j 0.00790556-0.00648702j 0.00822456+0.00340567j 0.00695145-0.00923826j -0.0106969+0.00879673j 0.00321988+0.000966479j 0.00340059-0.000703386j 0.00473871+6.83883e-05j 0.00799741-0.00444396j 0.00508153-0.00226887j 0.007751-0.0115145j 0.0101293+0.0112546j -0.00074072+0.000856726j 0.00136538+0.00229442j 0.00522374+0.00212269j -0.00203984+0.0050502j 
-0.00541599-0.00261637j -0.00196167+0.00495882j -0.00108412+0.0063318j 0.00442793+0.00222517j 0.00150634-0.00429136j 0.00347074+0.000286322j 0.0016133-0.00564591j 0.0142406-0.000670003j 0.00395219-0.0249448j 0.0174122+0.00407129j 0.000676803+0.0107615j 0.00354542+0.0127939j 0.016038+0.00118067j 0.00881973-0.00355366j -0.000513074-0.0047817j 0.000303535-0.00723049j 0.00176902+0.00111047j 0.0109285+0.00525721j 0.00225556-0.00267763j -0.00559198+0.00237965j 0.00789111+0.00610675j -0.0033289+0.00400859j -0.00637254-0.00452298j 0.00387064-0.0108938j -0.006084-0.00441646j -0.0115265-0.0031764j 0.0010219-0.0131507j 0.00169569+0.00104482j -0.00655628-0.00895085j -0.004678+0.00748669j 0.0134188-0.00732145j 0.00310063+0.0120115j 0.0104535-0.0018326j -0.00262825-0.000269361j -0.00573406+0.00550527j 0.00101361-0.00340578j 0.0102549+0.000891081j 0.000657661-0.00336414j -0.00150328-0.00237047j 0.00125167+0.00758304j 0.00282441-0.00446559j -0.00446243-0.000206099j -0.00449839-0.00389088j -0.00484417+0.000463003j -0.0144522+0.00485334j -0.00762569+0.0032902j 0.00297319+0.000218199j 0.00693497+0.00663915j -0.0013252+0.00545301j -0.00613565-0.00835341j -0.000394733-0.000340585j 0.00456092+0.00216201j -0.00160512+0.00589806j -0.00456224-0.00606635j 0.00528187+0.0107897j 0.00168393-0.0021847j -0.00783078+0.0125196j 0.0018789+0.00249894j -0.00396988-0.00696075j 0.0181169-0.0080872j 0.00504115-0.0086323j -0.00239452+0.00125366j 0.000927482-0.00506467j 0.00795456+0.014914j 0.00520965-0.00563827j -0.00413563-0.00909351j -0.0131646-0.00420896j -0.00463977-0.00658413j 0.0121426-0.00744828j -0.000943814-0.0156517j -0.0146657+0.00712242j 0.0111192+0.00617797j 0.002844+0.00887842j -0.000588663-0.00164772j -0.000665812+0.00155716j 0.00255848+0.00341394j -0.00351446+0.00250673j 
0.00180948-0.00340594j -0.00375211-0.00175038j -0.00921722+0.000489757j 0.00213088+0.00933117j 0.00755725+0.0146914j 0.0112597-0.00742203j -0.00792234-0.000316608j -0.000819238-0.0105509j -0.00214576-0.0144601j -0.00380293+0.000381534j 0.00820788+0.0104218j 0.00111521+0.00272963j 0.0296776-0.0112973j -0.0105597-0.010467j -0.0206995-0.00691768j -0.00767473-0.00787789j -0.022608+0.0214101j 0.00977815+0.000290052j -0.00259298-0.000923412j -0.00204211-0.00432648j 0.00693688+0.011935j -0.000746604+0.000562137j -0.00616878-0.00790812j -0.00397024+0.00769522j -0.00931276-0.00124921j 0.00700141+0.0110035j 0.0101244-0.0133023j 0.000830027+0.00433948j 0.0105962+0.00192879j 0.00540786+0.0212977j 0.0105443-0.00524515j 0.0141935+0.0049927j -0.000921658-0.00456323j -0.0123376-0.00374659j -0.00407857+0.000555332j 0.00110539+0.00195341j 0.00169661+0.00857841j -0.0097552+0.00633204j -0.00236742-0.000106407j 0.0012009-0.00720714j 0.00255044-2.8895e-05j 0.0110432+0.0098956j -0.0100584+0.00169668j 0.00239086+0.00410527j -0.00231861-0.00548032j -0.00242713+0.0153327j 0.00529195-0.0072257j 0.0112458+0.00680676j 0.00435632+0.00908602j -0.00200605-0.0126305j -0.00785422-0.00940463j -0.00658154+0.00410697j -0.00388509-0.00882116j 0.000845999-0.00705236j 0.010166-0.0188001j -0.0113358-0.00167791j -0.00282948-0.00630187j -0.00516593-0.00743525j 0.0159255+0.00538638j 0.0157642-0.0129431j -0.00536335-0.00651473j 0.00464751+0.00437793j -0.00819179+0.00945893j 0.00363604+0.0101968j 0.00592122+0.0115846j 0.0018939-0.0220927j -0.015011-0.00432914j -0.00629407-0.0001175j 0.00487361-0.0058672j -0.0133858-0.00122257j -0.0126399+0.0179988j 0.00997644+0.0188585j -0.0147307-0.00243283j -0.0137344-0.0018311j -0.00291452+0.0124317j 0.00200947-0.00254136j 0.00250433+0.00208464j 
-0.00201399+0.00804097j 0.00860307+0.0027518j 0.00514731+0.0151701j 0.0136675-0.0060354j 0.0124854+0.0202276j 0.0179453-0.00310145j -0.00261511+0.0111543j -0.0083037-0.00229688j 0.016042+0.00670484j -0.0130699+0.0127157j -0.0133204-0.0102426j 0.00985081-0.00788661j 0.00201357+0.00442258j -0.00753132+0.0100115j 0.00704066-0.0054529j 0.00542709+0.0141375j -0.00462135-0.00347172j 0.0154445-0.0122085j 0.00182761-0.00321732j 0.00855713+0.00281011j -0.00264354+0.00110738j -0.00400367+0.00664368j 0.0124388-0.0112594j 0.00360427-0.00128051j 0.00934497+0.00575197j 0.00496588+0.00726487j -0.0144804+0.00408961j -0.00129626+0.000371331j -0.00650754-0.00399344j 0.00332427+0.012962j -0.0132467-0.000676632j -0.0077768-0.00419019j -0.0056465+0.0102223j -0.00386848+0.00129857j 0.00141566-0.0173555j -0.00723212+0.00812309j -0.00509387+0.000779071j 0.0076426+0.00835014j 0.00480872-0.00256585j 0.00697125+0.00370211j 0.00517245+0.0104897j 0.00209043-0.00379262j -0.00419318+0.00306021j -0.00593314-0.00890425j 0.00553898+0.00414687j 0.00540267-0.00228134j 0.000734767+0.00427662j 0.012911-0.00672055j -0.000330856-0.0139919j 0.0174755+0.00267031j 0.00753741+0.00676128j -0.0135318-0.00631848j -0.0111285-0.00878293j -0.00956473-0.00458554j -0.00876739+0.00967621j -0.0053954-0.012518j -0.00959982-0.013162j 0.00227856-0.00565489j 0.0119308-0.00154514j -0.0122122+0.00415289j -0.000397419-0.0150163j -0.00126992+0.00401389j -0.00715458+0.0211749j -0.00155366-0.00476363j -0.00864295+0.00998839j 0.00357518+0.0228931j 0.0221618-0.00391498j 0.0147515+0.00755914j -0.0159469+0.0165993j 0.0045114+0.0138913j -0.000825454+0.00494568j 0.0109019+0.0119663j -0.0123051+0.00613082j -0.0172868+0.00308998j 0.00238051+0.0178914j 0.00559319-0.00387869j 0.00405211+0.0054104j 
0.0115915+0.00995226j 0.00998528-0.0102544j -0.00139691+0.00616755j 0.00600036-0.00138413j 0.00180504+0.0102061j -0.00178222+0.0020371j 0.00289953-0.00989681j 0.000603984+0.00746064j 0.00602638+0.00814684j -0.0185436+0.00118427j 0.013928-0.0070997j -0.00988928+0.00740477j -0.00250005-0.00572161j 0.0012786+0.00723872j -0.00116564+0.00794328j -0.00139327+0.00267454j -0.0119553+0.00450475j -0.00929428-0.00862031j 0.00161611+0.00635977j 0.000712097-0.00811588j -0.0115111+0.00789217j 0.00368777-0.00796978j -0.00205614+0.00403466j -0.00143461+0.0101129j 0.00389457-0.0054876j 0.00526073+0.00320214j -0.000208482+0.00132982j -0.00300573+0.00586705j 0.00611384+0.0119644j 0.0108353-0.00356671j 0.00341936+0.0142332j 0.0033582-0.000634396j -0.0081997+0.000340618j 0.00221737-0.00340256j 0.00516204-0.00825158j 0.00582547+0.00177998j -0.00831845+0.00867808j -0.0127442+0.00103165j -0.00813673+0.00439872j 0.00362904-0.00415791j 0.00189226-0.00106618j 0.0043287-0.00260052j 0.00636736+0.00217302j 0.00807638+0.0036082j 0.011079-0.00994103j 0.00390438+0.00363307j 0.00205672-0.0103393j -0.00316156+0.00391725j -0.000947668-0.00259675j 0.00817861+0.00321626j 0.00122494-0.0112039j -0.00306758-0.00484751j -0.00339884-0.00627953j 0.0112647+0.00388454j -0.00488645-0.0232203j -0.00272129+0.00361522j 0.00495844-0.00111193j -0.0140108-0.0110676j 0.0160738+0.00803244j 0.0070529+0.00355687j -0.000991356+0.00373238j 0.00483959-0.0035051j -0.000220893+0.00478748j -0.00250282-0.00223247j 0.0114916+0.00403473j 1.8242e-05-0.00538129j -0.000530563-0.0111473j 0.0109629+0.000315236j -2.96213e-05+0.00934071j 0.0131983+0.0119475j 0.014096-0.0160039j -0.00880029-0.00808693j 0.000399579-0.000655855j -0.0122944+0.00109077j 0.0001217+0.0130378j 6.05022e-07-0.00671665j 0.00708927-0.000175669j 
0.00779866+0.00417544j 0.00437287-0.00701669j -0.00409432+0.000847328j 0.000117194+0.00179324j -0.00655829+5.46164e-05j -0.00859916+0.00916534j -0.00148186-0.0145741j 0.00838324+0.00508617j 0.000143626+0.00444356j -0.0102954-6.65696e-05j 0.0161925-0.00906654j -0.00799496+0.0151313j -0.00701064-0.00372935j 0.00549168+0.00216471j 0.00342984+0.0111508j -0.00536875+0.00176147j 0.000217075+0.00345582j -0.0101623-0.000208501j 0.00366861+0.00744461j -0.00603411-0.00293545j -0.0070253+0.00401911j 0.00314873-0.00894579j -0.00306141+0.0114861j -0.000816426+0.00757671j 0.000125873-0.00376764j -0.00174854-0.00197583j 0.000997049-0.00241164j 0.000759641+0.00532884j 0.00479771+0.00817507j 0.0043405-0.0116815j 0.00885075+0.00676004j 0.00473771-0.000118189j -0.00650898-0.00378824j 0.00478738-0.00482042j 0.00837646+0.000411536j 0.00541655-0.00582061j -0.00179275+0.0046867j -0.012737-0.000847088j -0.00624877+0.00490044j 8.74276e-05-0.00102571j -0.00255253-0.00474614j 0.00138467-0.00392296j 0.00804317+0.000282602j 0.0117916+0.00256403j 0.00380466-0.00588983j 0.00414822+0.00355807j -0.00292085-0.00863258j -0.00405883+0.0084811j -0.00257038+0.00189502j 0.000702425+0.00692115j -0.00397339-0.00872184j 0.0055498-0.00505137j 0.00300843-0.00188656j 0.0125904+0.00221779j -0.00758482-0.0208686j 0.00432316+0.00776825j 0.0115533+0.00576334j -0.0126921-0.00124646j 0.00618364+0.00558486j 0.00914635-0.00127448j 0.0045735+0.00693319j 0.000420818-0.0070693j 0.00194125-0.00707961j 0.00197192+3.96984e-05j 0.0110792-0.00815429j -0.0106952-0.00637294j -0.00728363-0.000899176j 0.00246414-0.00137518j 0.00446065-0.00318437j 0.00945673+0.000544625j 0.00846602-0.018794j -0.0150527-0.0104504j 0.00714057-0.00378443j -0.00390662-0.00133675j -0.00150599+0.00473982j 0.000394211-0.00350538j 0.00372105+0.000286943j 
0.00719575-0.00840282j -0.00906089-0.00677709j 0.00475733+0.0072321j 0.00992529-0.00532568j -0.0149429+0.00631403j 0.00423058+0.00323338j 0.0111671-0.00531329j -0.00396222-0.000698229j -0.00753409+0.00471252j -0.0062157-0.031222j 0.00169597+0.0127689j -0.00632496-0.0081463j 0.00239419+0.00315743j 0.0032603+0.00704636j 0.000522353-0.00688809j 0.00896678-0.00670947j 0.00454643+0.00247535j 0.00095684+0.000840044j 0.00827277-0.00312053j 0.0053225-0.00406028j 0.0134191+0.0121725j -0.00883191+0.0108739j 0.00182271+0.00195295j -0.000394408-0.0124989j 0.000238498-0.0047243j -8.07615e-05-0.014817j -0.0049844-0.000406498j -0.0116147-0.0109252j 0.00707053-0.0145127j -0.00758169-0.00726838j -0.00295489-0.00720929j 0.00980679-0.024115j 0.0114028+0.00898121j 0.00181402-0.00952528j -0.0189164+0.00282185j 0.00798638-0.00315089j -0.00590039-0.0129048j 0.00100762-0.000547757j -0.00374141+0.0113718j -0.000233919-0.000402794j 0.000219673-0.00046151j 0.00164618+0.00345981j -0.00898375-0.00321375j 0.00426339-0.00394081j -0.00326788-0.00819953j -0.0227112-0.00242195j -0.0212301+0.000970521j -0.0183159-0.000799855j 0.0191967+0.00451475j -0.00459257+0.00139798j 0.00731293-0.0012001j -0.0111092+0.00363863j -0.000701448+0.00674862j -0.0218732-0.00691235j 0.000825718+0.0178808j 0.0099866-0.0081665j -0.00377955+0.00399252j 0.0191095-0.0119078j -0.00318299-0.00988339j -0.0122832+0.0015253j 0.00116362-0.00328076j 0.0074309-0.0142339j -0.00722529+0.00619376j -0.0126758-0.0120493j 0.0171433+0.00400378j -0.00374552-0.0293474j -0.0158957+0.00521449j -0.00296584+0.0098596j -0.0117034+0.00583798j 0.0103107+0.008888j 0.001212-0.0128278j -0.00932832+0.00712429j -0.00971676-0.00273655j -0.00556825+0.00868701j 0.00748794+0.00521925j -0.00513475-0.000586359j 0.00076974-0.00507372j 
0.00356897-0.00188034j -0.00187142-0.00298569j 0.00335588+0.00383097j 0.00464579-0.0050963j -0.00735036+0.00785393j 0.00219701+0.0038475j 0.00413313-0.00783163j -0.000715729+0.0017188j -0.00127069+0.00461683j -0.0133255-0.0136423j 0.00880866+0.00277696j -0.0055954+0.0026395j 0.00301335-0.000584125j 0.004829+0.00502411j -0.000236931-0.00100098j 0.00336541-0.00312502j 0.000118269+0.000152269j -0.000382939-0.00330077j 0.0039391-0.00205382j 0.0010914-0.00480491j 0.00323213+0.0039966j 0.000214638+0.00535824j -0.000262546+0.0014119j -0.00316514-0.00265986j 0.000725966-0.0047573j -0.00333638-0.00419353j -0.003053+0.00148712j -0.00702161-0.00136772j 0.000781027-0.00205352j -0.00185695-0.00187764j -0.00279344-0.000326954j 0.00181301-0.0112143j 0.005595+0.000665799j -0.000836436-0.00551634j -0.00538231+0.00242865j 0.00358186-0.00322736j -0.00662387-0.00425905j -0.00384198-0.00176128j -0.00352723+0.00572839j 0.00268216-0.000780906j 6.23931e-05-0.00192485j 0.000735126+0.00130398j -0.00355915+0.00194356j 0.00364982-0.0021899j 0.00180928-0.00438484j -0.00892236+0.00394777j -0.00830315+0.000987353j -0.00815878+0.00415594j 0.00768621-0.000355589j 0.000969166+0.00274678j 0.00369561-0.00483501j -0.00439827+0.000328664j 0.000449659+0.00136855j -0.00792951+0.00287704j 0.00430829+0.00149767j 0.00227319-0.00518216j 0.00365385+0.00405773j 0.00311976-0.012671j -5.46326e-05+0.0008421j -0.00225669+0.00296017j -0.000573429-0.00110913j 0.00221511-0.00801262j -0.00197634+0.00541241j -0.0068244-0.00180352j 0.0091939-0.00208832j -0.00930507-0.0101281j -0.00338503+0.00337872j 0.00457294+0.00539003j -0.00323409+0.00779498j 0.00999894+0.00308279j 0.000254701-0.00929515j -0.00406169+0.00327577j -0.00453616+0.00144242j -0.00508644+0.00471438j 0.00389157+0.0054997j -0.000878565-0.0021132j 0.00224934-0.000916362j 
0.00159459+0.00140413j 0.00121612-0.00185741j 0.00323945-0.000735837j -0.000631613-0.00320494j 0.0015412-0.000418505j 0.000268985-0.00225036j -0.00208276+0.000611534j 0.000370256-0.00181176j -0.000911904-2.9821e-05j 0.00156442+0.0018484j -0.000417407+0.000210312j 0.00158746-6.29089e-05j 0.00124654-0.00261358j -0.00185591+0.000430446j -0.00337023-0.00185688j 0.0019675-0.000943903j 0.00335291-0.00123664j -0.00193673+0.00180172j -0.000738416-0.00135151j 6.02368e-05+0.00271148j -0.00101467-3.15604e-05j 0.000905166-0.00140397j 0.000379891-6.7663e-05j 0.0015106+0.00313334j 0.0025468-0.00104218j -0.000797417-0.000379147j 0.00291024+0.00101923j 0.000365564-0.00023299j 0.0017068-3.55698e-05j -0.00128031-0.000948117j -0.000199527+0.000550589j 0.000921733-0.000826155j -0.000278082-0.000409836j -0.0018123-0.000385525j -0.00155068+0.000698466j -0.00174406-0.000241055j -0.00174479-0.00110973j -0.000482638+0.000231659j 0.000330304-0.00300759j -0.00172358-0.000789797j -5.99155e-05+0.0011551j -0.000476024-0.000289335j 0.00228005-0.000536311j -0.000209963+0.000668652j 6.76411e-05-0.0011825j 0.000897572-0.000204225j 0.000309129+0.00222457j -0.000429046-0.000712786j 0.00053377+0.00357603j 6.53425e-05-0.0016688j -0.000683048+0.00134832j 0.000803368-5.12493e-05j 0.0014865-0.00131502j 0.000794712+6.07208e-05j -0.000775322+0.000922771j -0.00111406-0.00022894j 0.000499693-0.002475j 0.000832556+0.000563923j 0.000806973-8.62471e-05j -4.34333e-05+0.000841951j 0.0013228+0.000879176j -0.001992+0.00161091j 0.000703158-0.00102928j -0.000461683-0.00155604j -0.000985062-0.00146036j 0.00124748-0.00117988j -0.00125741-0.00121809j -0.00018301-0.000421761j -0.00033012-0.0028483j 0.000567501-0.00281802j -0.00222551-0.00209961j -0.00144843+0.00064347j 0.00183763+0.000941548j 0.00252815+0.00113456j 0.00157573-0.00226156j -0.00385016-0.00433454j 0.00442994-0.00371342j 
