0.159426-0.0984514j 0.0978078+0.161848j -0.119847+0.238219j 0.264105+0.180464j -0.135606-0.0992443j -0.234437+0.10136j 0.0784492+0.0335037j 0.0898002-0.119133j -0.108934-0.0229276j -0.046455+0.0750084j -0.0349808+0.15105j -0.101163+0.0251057j 0.0473931-0.10328j 0.0676978-0.144583j 0.0560986+0.021602j 0.113623-0.0685596j 0.0193787-0.0915929j 0.116569+0.0584044j -0.0189123-0.0146966j 0.00603053-0.157478j -0.00259992-0.131481j -0.0380152-0.115853j 0.0666382+0.126979j -0.0278863+0.18927j 0.0953063+0.0239894j 0.228591+0.130965j 0.034904+0.0875667j -0.225864-0.0261541j 0.181126-0.170197j -0.0083291-0.145902j -0.0400254+0.168086j -0.175087-0.0718229j -0.0396443+0.162589j -0.161236-0.0567994j -0.0741086-0.041736j 0.0842325-0.0240131j 0.076245-0.0431913j 0.0176326-0.075084j 0.0293224-0.0363658j 0.0107497-0.0196343j -0.00676118-0.0616758j -0.0278983+0.0284463j 0.017421+0.0212255j -0.00835284+0.0243012j -0.019075-0.0381345j -0.00631186-0.0268961j -0.00324135-0.0032502j 0.0214842-0.0134575j 0.00150768+0.00382672j -0.0269889-0.0216418j 0.0159352+0.00434391j -0.0213107+0.00216546j -0.00633077+0.00742736j 0.010238+0.02836j 0.00895947+0.0137679j 0.021475+0.00489148j 0.00635533-0.00122169j 0.00482889-0.00465436j -0.00224762-0.00502563j 0.00438932-0.00161256j -0.0150522+0.0104878j -0.00542805-0.0277212j 0.0193007+0.000309664j -0.0146229-0.00672469j -0.0155254-0.00474549j -0.000481793-0.0131964j 0.022556+0.00821178j -0.0194909+0.01707j 0.0107341+0.0307153j -0.0280526+0.00887954j 0.00232927+0.0405154j -0.0403327+0.00217979j 
0.00098972+0.00157531j -0.00110916+0.00257438j 0.000592987+0.00161017j -0.00350423-0.00105812j -0.00254214+0.0105638j -0.0026602-0.00407103j 0.000147137-0.000775813j 0.00330027+0.00484512j -0.00590018-0.00284141j 0.00806657-0.0025155j 0.00676593-0.00574895j 0.000903094+0.000563898j 0.00187336-0.00756214j -0.00442714-0.000385957j -0.00724782+0.00613214j 0.0124847+0.00762509j 0.000183969+0.00273936j 0.00301227+0.00625729j -0.00523858+6.07922e-05j -0.00152366-0.0100963j -0.00474562-0.00768099j 0.0020839-0.00297952j 0.00724505-0.00483277j -0.00631065+0.00752769j 0.00240999+0.00182576j -0.000925346-0.00464206j 0.00706996-0.0018344j 0.00334066-6.66574e-05j -0.000412188-0.00328178j 0.00452543+0.00423484j -0.00103971-0.000748413j 0.0066496+0.000850196j -0.00126355+0.00242492j -0.000389031+0.00303043j -0.00472217-0.0085894j 0.00416078-0.000272414j -0.0029888-0.000243274j -0.003529-4.25341e-05j 0.00294609+0.00475466j 0.0110249+0.00401633j 0.00429423+0.000982399j -0.00153222+4.25121e-05j -0.0033172-0.00864293j 0.00416977+0.00821552j -0.00850722-0.00318192j -0.00398239+0.00806906j -0.00100459+0.00637679j -0.00213508-0.00235016j -0.00367876-0.000278576j -0.00137039-0.0104297j 0.000680166+0.00043838j -0.00313965-0.0006547j -0.00142881+0.00795101j -0.00652167+0.000920627j -0.00915308+0.00616512j 0.00244118+0.0012469j -0.000860672-0.00409327j -0.00600868-0.00793704j 0.00280407-0.00717515j -0.00151958+0.00433645j 6.55361e-05-0.00356926j -0.0138651+0.00313527j 0.0054167-0.00301832j 0.000246007+0.00956126j 0.00645772-0.00261077j 0.00226422+0.00124926j -0.0007304-0.00199222j -0.000479454+0.00459023j -0.00163561+0.000525562j 0.000253026-0.00340003j -0.000370206+0.00198692j -0.00269953-0.00046221j 
0.00230169-0.000999413j 0.000800192+0.00195913j 0.000306827+0.00148181j 0.00359651-0.00110333j 0.00150366+0.000834121j 0.000322509-0.00214403j -0.00599589-0.000534907j 0.00298547-0.0054854j 0.00361735+0.000882976j 0.00791393+0.00243799j 0.00158582+0.00553147j 0.00279105-0.00578372j 0.000844457+0.00152078j 0.00264723+0.00451136j -0.00125871+0.0029464j -0.00155748-0.00493961j 0.000790175+0.00797936j 0.00312841-0.00460265j 0.00452952-0.00572834j 0.00311316+0.00255863j 0.00345852-0.00191992j -0.000520579-0.0113291j -0.00675573+0.00269522j 0.00714559-0.00344018j 0.00141157-0.00358212j -0.00241657-0.00314274j 0.00532451+0.000683469j 0.00178656-1.85307e-05j 0.00294146+0.00328844j -0.00461051-0.000419464j -0.00097376-0.00230563j -0.00159774-0.000573752j -0.00329891-0.00497623j 0.00112084-0.0069399j 0.000131652+0.00237493j 0.00722954-7.43215e-05j 0.000314159-0.00437285j 0.00608146+0.00237841j -0.00754061+0.00519526j -0.00121792-0.00283712j -0.0114208+2.57468e-05j -0.00788979+0.0043365j -0.00497887+0.00465023j -0.0037264+0.00449011j 0.00168384-0.00468874j 3.47654e-05-0.0060152j -0.00246897-0.00468389j 0.00385602-0.00173015j 0.00262172+0.00346125j 0.000636597+0.0102475j -0.00833603+0.00107568j 0.00236134+0.0126608j 0.00877614+0.00910499j 0.00275598-0.00283391j -0.000810688-0.00368103j -0.00586702+0.00130132j -0.00476018-0.00356757j -0.00517258-0.00122083j 0.0024792-0.000697854j -0.00486703+0.000256849j -0.000692558+0.00607581j -0.0123485+3.5783e-05j 0.00319635-0.00424268j 0.00241004+0.00750708j 0.00346641-0.00362813j -0.00128514-0.00257393j -0.00323316+0.00232124j 0.0058669-0.00260777j 0.00330608+0.00067386j -0.00532744+0.00267519j -0.00156996+0.000814487j 5.44141e-05-0.0019398j 
0.00157589+0.000347539j -0.000601962+0.00107383j -0.00268487-0.0022397j -0.000832745+0.00143234j -0.00169609-0.000444724j 0.0027685+0.00876852j 0.00253069+0.00093257j 0.00243457-0.00034433j -0.004014-0.00278152j -0.000450712+0.00041229j 0.00311454-0.00770954j 0.0015304+0.00108471j 0.000612628+0.00263571j -0.00360561-0.00430944j 0.00034135-0.000188141j -8.28692e-05-0.00174355j -0.00286312-0.00346188j -0.00399046+0.00280834j 0.00403882+0.00472728j -0.0039614-0.00251527j 0.00188096-0.00399155j 0.00512955+0.00538611j 0.0047649-0.00256101j -0.00261465+0.00295467j 0.00177012+0.00439076j -0.000647488+0.00412954j 0.00278533-0.00640634j 2.66899e-05-0.00291197j 0.00233445-0.0020451j -0.0029348+0.0035383j -0.00262286-0.000725075j -0.00254375+0.000800754j 0.000322528-0.000184966j -0.00270167+0.000139178j 0.00165626-0.00050051j -0.00663647-0.000252986j 0.00533058+0.00731371j 0.00110013-0.00127068j 0.00715999-0.000553644j -0.00532358+0.00145265j 0.00552879-0.00337052j -0.00121459+0.0031885j -0.00319781-0.000199408j 0.00317615+0.00481638j -0.00238325+0.00989855j -0.00466913-0.00653554j -0.00199556-0.00227055j -0.00610967-0.00222518j -0.00441287-0.00157135j -0.00247121-5.43311e-05j 0.00166183+0.000918106j -0.00083266+0.00560917j -0.00513402+0.00358895j 0.00178834+0.0028367j 0.00037238-0.00247743j -0.00911622-0.00494834j -0.000234522+0.00952207j 0.00113659+0.00277125j 1.18424e-05-0.00335454j -0.00131401+0.0026928j -0.00106739-0.00511245j 0.00201325+0.00357666j -0.00600313-3.98402e-05j -0.00470323-0.00380756j 0.000226659-0.000915269j -0.00092217-0.00547239j 0.00729725+0.000117426j 0.00690228+0.00461139j 0.00188211-0.00310671j -0.00121638+0.00257863j -0.00163338+0.00237161j -0.00204775-0.00205109j 
-0.00203318-0.000157102j -0.00217993-0.00155171j -0.00137113+0.000255799j 0.00121877-0.00163125j 0.000955767-0.00843361j 0.00861084-0.00148851j -0.00130917+0.000109576j -0.00397479-0.00335494j 0.00296534+0.00278022j 0.000163975+0.00747684j -0.00038298+0.00267025j -0.00597524-0.000195509j 0.00265747+0.000443117j 0.00634641+4.37024e-05j 0.00221021+0.000385649j 0.0060704-0.00133848j -0.00511357+0.00422071j -0.00277398+0.00770329j -0.00205865-0.000661567j -0.00150813+0.00417126j -0.00955561+0.00155873j -0.00140087+0.0038041j -0.00453503-0.00473717j -0.000639892+0.0057219j 0.00493525+0.00135148j 0.000479067+0.0013213j 0.00264512-0.00759446j -0.00627421-0.00454013j 0.00135877-0.00381644j 0.00662868+3.17421e-05j -0.00096464-0.000981387j 0.00494159+0.00321544j 0.00266164-0.00385109j -0.00309061-0.00138333j -0.00549033+0.00261654j -0.0018283+0.000738303j -0.00271078-0.00267197j -0.00153415+0.00348416j 0.00263746-0.00077746j 0.00538115-0.00236065j 0.00192286+0.000266976j 0.000466952+0.00359609j 0.00614598-0.00353622j -0.00531705+0.00176437j -0.00491587-0.00827323j -0.00100682+0.00116587j -0.000230444+0.00477884j -0.00535028-0.000352382j 0.00235888-0.0131663j 0.00619992+0.00755689j -0.00162458-0.000490342j 0.00541131+0.0015145j 0.00564826-0.00554516j -0.00175839-0.00652697j -0.010889-0.00149808j 0.00210284+0.00329599j -0.00891404-0.00158487j -7.20209e-05-0.00343572j 0.00318978-0.00478693j 0.00242072+0.0078453j -0.00396637-0.0021138j 0.00168197+0.00464044j 0.00453604-0.00348868j 0.00197998+0.000494043j 0.00298682-0.0066669j 0.00570723-0.000415911j -0.00464867+0.00380122j 0.00505482+0.00382701j -0.000608444+0.00137055j -0.00252557-0.00227955j 0.00127498+0.00192884j -0.00166132+0.00147614j 
0.000301479-0.00134444j 0.00186044+0.000367081j -8.33359e-05-0.00242866j -0.0011464+0.00119398j 0.00422885+5.36109e-05j 0.0010717+0.00492663j 0.0038879-0.00223767j 0.00158113+0.00217126j -0.00674667-0.00203477j -0.00548222-0.00376287j -0.00681062+0.00104716j -0.000850944+0.00700295j 0.00286648-3.85659e-05j -0.00599527-0.00387864j 0.00175249-0.0104178j -0.00947678+0.00298409j 0.00296632-0.0068235j -0.00072085-0.000788921j -1.19228e-05+0.00467859j -0.00276612+0.000237384j -0.00279914+0.00515276j -0.00207938+1.38043e-05j 0.00458671+0.00142441j -0.0081592+0.00196881j -0.00137327+0.00314187j 0.00385549-0.000466558j -0.00485482+0.00648586j 0.000131383-0.00465823j -0.00106134+0.00482346j 0.000496391-0.00132778j 0.00027176+0.00165909j -0.00206319-0.000983819j 0.0020138+0.00228022j -0.00318708-0.00353378j 0.00236536+0.00625193j 0.00555815-0.00177716j 0.00167676-0.00431315j 0.00205106+0.000581879j -0.00772561-0.00038585j -0.00364123-0.00618149j -0.00193578+0.00122597j 0.0036285-0.00451224j 0.00259349+0.00419422j -0.00207349-0.00630005j 0.00134574-0.00484685j 0.00512637+0.00334378j 0.000930816+0.000344724j 0.00630106-0.00168143j 0.00568867+0.000740763j -0.00262854+0.0110801j -0.000338917-1.97609e-05j 0.00585462-4.62694e-07j 0.00199158-0.00181503j 0.000696506-0.00221663j -0.00167091-0.00254032j -0.00138501-0.00103528j -0.000312513-0.00673141j 0.000500775+0.00137419j -0.000864357+0.00115914j 0.000699624-0.00246757j 0.00476154+0.00602732j 0.00625577-0.00121731j 0.00355497+0.0026522j 0.00215795-0.00559325j -0.00462728+0.00110211j 0.00163021+0.00563095j -0.010184+0.00220888j -0.000370508-0.00205528j 0.00221929+0.00235306j -0.00168683+0.000140024j -0.000279162-0.000273895j 0.000950241+0.000109834j 
-0.0013238-9.44233e-06j -0.00143836-0.000924841j -0.00156121+0.000410535j -0.00107734-0.000958413j -0.000598102-0.00248514j -0.00273491-0.00702044j -0.00195578+0.000488823j -0.00112447-0.0025527j -0.0029413+0.00349371j 0.000312757-0.00676192j 0.00510709+0.0171293j -2.78767e-05+0.00161057j -0.003041-0.00286751j -0.000908126+0.00154144j 0.000428329+0.000455972j -0.00129838+0.00473075j 0.0080945-0.00294077j 0.0031436-0.000698236j -0.00047347+0.00190459j -0.00375948+0.000340162j 0.00339075+0.00661857j -0.00688416-0.0109851j 0.00375646-0.00364447j 0.00339248-0.000680709j -0.00407148-0.00160996j -0.00747697-0.0102713j -0.000739097+0.00799235j -0.00445086-0.00262143j 0.000505925+0.000440093j 0.00234102+0.00255207j -0.00363629-0.00120287j 0.000889591+0.000383793j -0.00223352-0.00320598j 0.000896682-0.00211408j -0.00653321-0.00067182j -0.00132488+0.00294605j -0.000446649-0.00225368j -0.00103289+0.000276786j 0.000479649-0.00436819j -0.00105481+0.00118965j -0.00234662-0.00303324j -0.00185889+0.00040944j 0.00102317-0.00120315j -0.00334093+0.000217885j -0.000832318-0.0015082j 0.000336199+0.00254357j 0.000726962+0.00067481j -0.0052809+0.00181977j -0.00091532-0.00379725j 0.00150178+0.00367878j -0.00271597+0.000422868j -0.00123987+0.00270443j -0.000591381-0.00396727j 5.1535e-05+0.00243271j -0.00112055-0.000578455j 0.000895594-0.000700035j -0.001364+0.00128884j 0.000586651-0.00474825j 0.00261739+0.000344772j 0.00131246+0.000413975j -0.0037962-0.00359029j -0.00170943-0.00113989j 0.00335628+0.00210286j 0.00292899+0.00179792j 0.00317378-0.00290459j 0.000524184-0.000538501j 0.00108761-0.000910734j -0.00102901-0.000403075j 0.00062179+0.000528264j 0.00103984+0.00222133j -0.000454666+0.000225975j -0.000590678-0.000631392j 
-0.00365989-0.00399173j 0.00131865-0.00207106j -0.00339588-0.00317778j -0.00297269+0.00101539j -0.00847519-0.00465682j 0.00442374-0.00190184j -0.00232891+0.00025039j 0.00102997-0.000990938j -0.0016704-0.000293052j 0.0023644-0.000662509j 0.00136848+0.0024427j 0.00287706-0.00070457j -0.00368551-0.00272142j 0.00111885-0.00189354j -0.00252629+0.00778051j 0.00484239+0.00105755j 0.00220603+0.00048065j -0.000676359+0.00283327j -0.000838176+0.00523798j -0.00368921-0.00456231j 0.00140941+0.00251733j 0.00451159+0.000748095j 0.00408803-0.0033799j 0.00335876-0.001773j -0.000672524+0.00216573j -0.00446597-0.00351361j -0.000818989-0.00434682j -0.00273734-0.00184124j 0.00180038-0.000596423j 0.000444803+0.000966619j -0.00367302+0.00184549j 0.00015152+0.00151781j -0.000612885+0.00231046j -0.00562869+0.00326468j 0.00687633+0.00637652j 0.00101279+0.00897574j 0.00315011+0.00115293j -0.00838656+0.00463548j -0.00542301-0.0032417j -0.00347763+0.00201013j 0.0026648-0.000776768j -0.00389748+0.00531638j 0.00533321+0.00245787j 0.00448973-0.0042382j 0.00293305-0.00459969j 0.00148039+0.000327768j -0.00225982+0.00471376j 0.00548337-0.000692264j 0.0039605+0.00152613j 0.00276276+0.00113921j 0.000475985-0.00218013j 0.0026023-0.00781893j -0.004086+0.00563978j 0.000233339-0.00647456j -0.00247821-0.00360284j -0.00285941-0.00290897j 0.00484087-0.00349419j -0.00450532+0.00629731j -0.00741384-0.00331151j -0.00468403-0.00652099j 0.00153858+0.00976704j 0.00870435+0.000142095j -0.000753053-0.00557412j -0.00335731-0.011206j -0.0115903+0.00092316j 0.00170323+0.00295807j -0.00700587+0.000664996j 0.00212804+0.00612636j -0.0025991-0.00297623j 0.00347919-0.00704251j 0.000176555-0.000587454j 0.00165748+0.00065283j 
-0.00201962-0.00128363j -0.000108369-0.00137948j -0.00318368+5.41981e-05j -0.000254945+0.000706412j -0.00691453-0.000104905j 0.00502981+0.00210409j -0.00101617+0.0016473j 0.000929006+0.00102387j -0.00311916-0.00338908j 0.00291113-0.00168439j 0.00231299-0.00721668j 0.00217325-0.000292097j -0.0010098-0.00045145j -0.00085043-0.00506415j -0.00133698+0.00580541j 0.00393874+0.000139238j 0.000476586-0.00116855j -0.00260545+0.00436176j 0.000430558+0.00517657j -0.00351884-0.00664998j 0.00216274-0.00274249j 0.00605797+0.0065171j 0.0054824-0.00217586j -0.000452789-0.000763056j 0.000910513+0.00387932j -0.00435785+0.00150811j 0.00229629-0.00754141j -0.000546483-3.39421e-05j 0.003934-0.00255261j -0.000798826-0.000186526j -0.00197302-0.0013137j 0.000956042+0.00194818j -0.00283726-0.000336764j -0.00259369-0.00124793j -0.00583418-0.000255674j -0.00270163+0.000736554j 0.002635-0.00126027j -0.00090772+0.00158159j -0.00427538-0.00108772j -0.00300918-0.00361614j -0.00286041-0.000239733j 0.00349884-0.00034897j 0.00216846+0.00311004j -0.00451944-0.00267569j 0.00460703-0.00243241j -0.000428931+0.000321753j 0.00230973-0.00318033j 0.00179397-0.000453387j 0.00427747-0.00360963j -0.00163664+0.00548351j -0.000951727-0.00132363j 0.00546065+0.00484303j 0.00127941-0.000975552j 0.00276482-0.001802j -0.00310502-0.0022382j -0.00286073-0.00126852j -0.000378714-0.00340827j 0.00262973+0.000795696j 0.000615483-0.000187041j 0.00235755+0.00428754j 0.00115186+0.00118628j 0.00300502+0.00124413j -0.000278341+0.00277514j 0.00129967-0.00139244j 0.0021977-0.00211059j -0.00200134+0.00235673j -0.00353322-0.000374396j 0.00134198-0.00170771j 0.00145209+0.000850526j -0.00144936+0.00213351j 0.000210697-0.000692477j 0.00081675-3.72547e-05j 
0.000577548-0.000375008j 0.000793745+0.000677796j -0.000607674+0.0020293j 0.000974229+0.00252951j -0.00275288+0.00512801j -0.00457673-0.0021225j -0.0013023-0.00285407j 0.00256523+0.00164889j 0.0022639-0.000393798j 0.00389843+0.00266364j 0.00403624-0.00489996j 0.00527377-0.000397116j -0.00151053-0.000309377j -0.0022247+0.000846188j -0.00376242+0.00190753j 0.00316688-0.00410006j -0.00167544+0.00333324j 0.00423823-0.00155369j 0.00384697+0.000818422j 0.00315376-0.000299539j 0.00563009+1.38385e-06j 0.00273349-0.000714941j -0.00392605+0.00194866j 0.00312542-0.00220697j 0.000358182-0.00105513j -0.000868528+0.00299514j -0.000805301+0.00165747j 0.00184653+0.00365505j 8.23229e-05+5.88016e-05j -0.00132605-0.00497265j 0.0025911+0.00111197j -0.00217778+0.000476736j -0.00198132-0.00182176j 0.00638342-0.00114188j -0.00465973+0.00427858j 0.001343+0.00244059j -0.00553345-0.00250614j -0.00362009+0.00521964j -5.51947e-05+0.00446506j 0.00362646+0.00123364j -0.00821143-0.00131713j -0.0100067+0.00549949j -0.00109534+0.00302412j -0.000462734-0.000412985j 0.00899719-0.00457763j 0.00886848-0.00639636j -0.00364491+0.000267075j -0.00609214+0.0078379j 0.00190267-0.00103383j 0.00304372+0.00736938j -0.00728089-0.00223145j -0.00574708-0.00179275j 0.0125205+0.0008696j 0.00596762-0.00232077j 0.00787448+0.00156164j 0.0106793+0.0080495j -0.00295076-0.00345161j 0.00284439+0.0013458j -0.00124718+0.00369017j -0.00223138-0.000899959j -0.00708195-0.00145862j -0.0045265-0.00295768j 0.0036654-0.00240768j 0.000695773+0.0059779j 0.00370672+0.000283881j 0.00410212-0.00301966j 0.00258493+0.000230632j -0.00524802+0.000369254j -0.00309271-0.000462261j 0.00309935-0.00355977j 0.00177794+0.000350383j -0.00055814+0.00241723j 
0.00168606+0.000241179j -0.000436944+0.00148837j -0.00282174+0.00103165j 0.00383285+0.000300983j 0.00152983-0.00692219j 0.00742018+0.00646142j -0.00132212+0.000145518j -0.00178451-0.00355787j 0.00227002+0.00403671j -0.00744958+0.00501489j -0.000702222-0.000575457j -0.000294715-0.00306923j -0.00111234+0.00503612j 0.00418486+0.00363759j 0.00309709+0.000768729j -0.00175568-0.00355714j -0.00618575-0.00257477j -0.00626783-0.000743434j 0.00477901+0.000467699j -0.00235537+0.00553695j 2.0815e-05-0.00104053j -0.00210292+0.00494792j -0.00244874-0.00320694j 0.00246786-0.00140968j 0.000669818+0.000640964j -0.00123569+0.0039714j 0.00324737-0.0063639j 7.87772e-05-0.00172461j 0.00108002+0.00320401j 0.000146185+0.00134297j -0.00111004+0.00144802j -0.00227398+0.00144726j -0.00150377-0.00471113j -0.00243249-0.0030082j 0.00608083-0.00145464j 0.000861386-0.00363685j -0.000927473-0.00126234j 0.00135365+0.00139165j -0.000485925+0.00481185j 0.00156411-0.00052753j -0.00221134-0.00201445j -0.00855555+0.00200314j -0.00662131+0.00120178j 0.0020037+0.00802117j 1.98758e-05+0.00240568j 0.00237177-0.00607234j -0.00527036-0.00364509j 0.00392137+0.00196393j -0.0042987+0.00425372j -0.000830566+0.00318779j -0.00352271-0.000144903j -0.00203195+0.00569483j 0.00114678+0.0122498j 0.00328575+4.273e-05j 0.00303306-0.000664324j -0.00541263+0.000214021j 0.000438961-0.00383627j -0.00389376+0.00194684j -0.000557024-0.00291541j -0.00624506-0.00521084j -0.00110671+0.00508456j -0.00664813+0.000391087j 0.000109226-0.00693149j -0.00149028+0.00181932j -0.00246796-8.92048e-05j 9.83081e-06-0.00354016j 0.000707318+0.00346196j 0.00592464+0.000258514j 0.000933442-0.00293812j 2.43465e-05+0.00103685j -0.000895887+0.0020583j -0.00140575-0.00121728j 
0.00458112+0.00253706j -0.00256089+0.00349315j -0.000625114-0.000143532j 0.00255451+0.000200144j -0.00374325+0.00498138j -0.000108954-0.00190462j -0.00398497+0.00136193j 0.00343834+0.00129575j -0.00100607-0.00382481j 0.010403+0.000317057j 0.00139663+0.00420355j 0.00262181+0.00228278j -0.00225331+0.00219411j -0.000936527-0.00492766j 4.4597e-05-0.000335183j -0.00625461-0.00936424j 0.00445185+0.00131045j 0.00394558-0.00323128j 0.00862556+0.00414117j -0.00213116+0.00216644j 0.00870517+0.0049889j 0.00904793-0.00321808j 0.000328455+0.00139238j 0.00725434-0.0010977j 0.00180853-0.00224334j -0.00234782+0.000576451j 0.00146204-0.000955226j 0.00367414+0.00211326j 0.00258909+0.000322303j -0.00789842+0.00359451j -0.00620017-0.00110528j -0.00566366-0.00599502j -0.00258653+0.00206207j -0.00190999-0.000935325j 0.00511444-0.00854206j 0.0035476-0.0107117j -0.00175909-0.00220944j -0.00214077-0.00556412j 0.00107489+0.00644319j 0.00280073+0.00284665j -0.00171702+0.00653852j 0.00429501-0.00489198j -0.00304352-0.0120697j 0.00581192+0.0078588j -0.00419371-0.00356998j -0.00669369+0.00539036j 0.00168238+0.00473086j 0.00521896+0.00303927j -0.0087653+0.00337967j 0.00576135-0.0170286j -0.0015859+0.00201591j -0.0013802-0.00676185j -0.0044229+0.00308409j -0.00868627-0.00166897j -0.00577254+0.00819834j 0.0097701+0.00113179j 0.00747421-0.00554373j -0.000681854-0.00549717j -0.000247961-0.00421868j -0.0012633-0.00148628j 0.0023876+0.00323656j -0.00793769-0.00464029j 0.00515773+0.000563907j 0.00163117+0.00760237j 0.00112476+0.0045491j -0.00272141+0.00140341j 0.000474579-0.00133346j -0.00788858-0.00327375j -0.000525376+0.000638483j 0.0012228+0.000265879j 0.000325349+0.00331774j -0.00317747-0.000131j 
-0.00139946+0.00129768j -0.00147996-0.00149272j -0.00393241+0.00100553j -0.000185906+0.00201893j -0.00546437-0.000118839j 0.00241072+0.00368582j 0.000273069+0.00283393j -0.000341997-5.5791e-05j -0.00183503+0.000221104j -0.000172735-0.00188779j 0.00569479-0.00669125j 0.00319964-0.00164971j -0.00184431+0.000962513j -0.000704964-0.00250403j -0.000743883+0.00593472j 0.00415644-0.000510747j -0.00171741-0.00259763j -0.00270253+0.00383986j 0.00286553+0.00409369j -0.00357909-0.00371036j 0.00416409-0.00404566j 0.0046414+0.00614244j 0.00399615-0.00336139j 0.000339766+0.00084366j 0.00120694+0.00151016j -0.00317062+0.00229451j 0.00212552-0.00661443j -0.00206087+0.000707873j 0.00233775-0.00389451j -0.00175131+0.00123233j -0.000901396-0.00159388j 0.000327833+0.00169317j -0.000894093-0.00281371j 0.00100297+0.00296482j -0.00266278-0.00165173j -0.0103214+0.000980139j 0.00410746+0.00687664j 0.00239219-0.00208709j 0.00911205+0.000452237j -0.00886013+0.00436851j 0.00187813-0.00418489j -0.00212383+0.00341674j -0.000436523+6.90028e-05j -0.00199562+0.00607638j -0.00202598+0.0072099j -0.00527076-0.00572699j -0.0001491-0.00550861j -0.00919886+0.000342087j -0.00440264-0.00512785j 0.00181757-0.00224029j -0.00136666+0.00075312j -0.00362852+0.00370503j -0.00527361-0.00238874j 0.00123991+0.00440266j 0.00420938-0.00176987j -0.00547712-0.00343816j 0.000681331+0.0106562j 0.00392325+0.00269471j 0.000634249+0.00117949j -0.000682326+0.00113194j -0.00545734-0.00965846j 0.00364028-0.00197752j -0.00554968+0.0023363j -0.0029901-0.00099961j 0.00115804+0.000742264j -0.00198264-0.00689294j 0.0116078-0.000299016j 0.00353855+0.00201148j 0.00060511-0.00140807j 0.000233181+0.00299674j -0.000949875-0.000708417j 0.000233898-0.00148025j 
-0.00169973-0.00129432j 0.00371873-0.00228014j 0.000754662-0.00135324j -0.0015984+0.0052604j 0.00216894+0.00568114j -0.0034199+0.00101309j -0.000312299-0.00172027j 0.00256926+0.00148538j -0.000166092+0.0015798j -0.00321225-8.64899e-05j -0.0060411-0.00506873j 0.000598308-0.00228592j -0.00619583-0.00186741j 0.000880844+0.00118241j 0.00442556+0.00821787j 0.00960525-0.00742892j 0.00106805+5.3378e-05j 0.00270962-0.0017427j -0.00171052+0.00641302j -0.00716296-0.00264465j -0.00499948+0.00366606j 0.00170655+0.00198246j -0.00134322-0.00486437j 0.00257595+0.00431702j -0.000509791+0.000933114j -0.00374794-0.000918487j -0.00179959-0.00199001j 0.00364689+3.46276e-05j 0.00143643+0.00292646j -0.0012415-0.00402096j 0.00115345-0.00117051j -0.000750048-0.0066318j 0.0031031+0.00333485j 0.00290816+0.00247663j 0.00798124-0.00552872j 0.00714526-0.0071886j 0.00402561-0.000187961j 0.00232863-0.00454144j 0.0023067+0.00440919j -0.000391456+0.00290926j -4.42012e-05-0.00160149j 0.00267544+0.00213246j 0.00287945+0.00399071j 0.00519771-0.00591301j -0.000167515+0.00651554j -0.00292613+0.000830964j -0.000203393+0.00158553j -0.00209516-0.00906304j 0.00673116+0.00119086j -0.00484263-0.00010822j 7.76629e-05-0.00223657j -0.000130694-6.48141e-05j 0.00782652+0.00476546j 6.4257e-05+0.00112029j -0.00167343+0.000299098j -0.0037552+0.00917912j 0.000434614+0.00134449j 0.00230734+0.010182j -0.00597876+0.00255614j -0.00647434+0.00311961j 0.00769773-0.00136739j 0.00201842+0.00173878j -0.00740272+0.00404768j -0.00490669+0.00177479j -0.00140111+0.00897015j -0.000691483+0.00107258j 0.00158-0.000292614j 0.00109654-0.00691884j -0.00302485-0.00157435j 0.000694447-0.00118179j 0.000556518+0.00173685j -0.00157753+0.000348462j 
