0.0119728-0.00609632j 0.00562249+0.00463796j 0.00586124-0.00502784j -0.00831242-0.000423244j 0.004584-0.0014038j 0.00142163+0.00328261j 0.00699943-0.0064204j -0.00544224-0.00250273j -0.00666764-0.00157405j -0.000179657+0.00350824j -0.00274734-0.00233342j 0.00175441-0.00688698j -0.00402024-0.00313614j 0.00102437+0.00541379j -0.00284245+0.00132664j 0.004217-0.00365254j -0.000960059-0.00301318j 0.00306013-0.00321j -0.00208844-0.00353043j -0.0023345-0.00160662j 0.00625156+0.000179909j -0.00219416-0.00544629j 0.000163518+0.00447707j -0.00304191-0.000514546j 0.00311137+0.00196381j -0.00282023-7.99426e-05j 0.00197913+0.00125543j 0.00124995-0.000797336j -0.00130467+0.00181918j -0.000706859+0.00190305j -0.0017123+0.00147319j -0.00403773-0.00256725j 0.00250477+0.000731276j 0.00231272-0.00227357j -0.00060469-0.00090501j 0.00079977-0.000746455j 0.00338952-0.000371705j 0.00176605-0.0024548j 0.00270981-0.00317394j -0.00625942+0.000303339j -0.00146271-0.00235235j -0.00309671-0.000688215j -0.00411055+0.00340693j 0.003926-0.00420036j 0.00192829-0.00215297j 0.00448073-0.00446381j -0.00621582+0.00458084j -0.000415218+0.00668523j 0.00397007-0.00812594j 0.00601851-0.00500508j 0.00194939+0.00192212j 0.0060282-0.00716149j -0.0043779-0.00140222j -0.00145873+0.0102958j 0.00641303+0.00304054j 0.0112931-0.00577694j -0.00379925+0.00772742j 0.0069777-0.0025722j -0.00864527+0.014231j -0.00256428-0.0106288j 0.0192092+0.0118169j 0.00626592-0.0140725j 0.00446233+0.00365535j -0.0015314+0.00945086j 0.00649541-0.0138966j 0.0238587+0.015541j 0.0121274-0.0133769j 0.0277194-0.000657781j -0.0481977+0.0126483j 0.0200517+0.0494939j 
-0.000205266+0.000275556j 0.00024821-0.00153526j 0.000937014-0.00230554j 4.86768e-05+0.00258358j -0.000849186+0.00353245j -0.000462902+0.00255962j 0.00020063-0.00328203j -0.00064506-0.000297706j -0.00231885+0.00769028j -0.00142262-0.00326326j 0.00252369-0.00133783j -0.000828845+0.000786974j -0.00474826-0.00116728j 0.002592+0.0062595j -0.00169301-0.00196684j 0.00785086-0.0173221j -0.00459203+0.0248558j 0.0108546+3.6319e-05j -0.0162523-0.0119312j -0.0188203+0.0369484j -0.00193686+0.0228952j -0.0149027+0.0365234j -0.00404417+0.00952363j 0.00410528+0.00934195j 0.000405644+0.0323317j -0.00232161+0.0162534j -0.000226599-0.00194317j -0.00473245+0.0275797j -0.00607315-6.66894e-05j -0.00409048+0.0265036j -0.00461455+0.0167812j 0.00418393+0.00326078j 0.00315721+0.0111857j -0.00290373+0.00404207j 0.00645371-0.0288161j -0.00154166-0.00497358j -0.00562268+0.000541135j 0.00505212-0.00301072j -0.00421062-0.00638326j -0.00113466-0.00234583j 0.00537472+0.0110657j -0.000202331-0.00117766j -0.00427025+0.0124383j 0.00334058+0.00558207j 0.00361706-7.83247e-05j 0.00222367+0.0049584j 0.00699913-0.00496327j 0.000759932+0.00824491j -0.00355851+0.00336733j -0.00471597+0.000709949j 0.00139078-0.00747129j -0.00644854-0.0027853j -0.000627607+0.00177009j 0.000368178+0.00129522j -0.00192257+0.0083937j -0.00291055+0.000806816j 0.000187815+0.00358174j -0.00121112-0.000962645j 0.00442287-0.00656035j 0.00249658-0.000390631j -0.000719798+0.00065711j -0.000352088+0.003142j 0.000546275+0.000501998j 0.00123596-0.00110061j -0.0014405+0.00215147j 0.00120776-0.000131387j 0.00101744-0.000995395j -0.00178803+0.00177691j -0.000406152+0.00090631j 0.000549693-0.000352468j 
-0.000654891-0.00141984j -0.00139886+0.00190894j 4.70426e-05-0.00163712j 0.000616975+0.000236829j 0.000330353+0.0042982j 0.000146517-0.0015595j 0.000243984+0.00456617j 0.000525609+0.000561256j 0.000963975+0.00230438j -0.00147002+0.00103799j 0.000140922-0.00365432j 0.00231051+0.0122378j 0.00140912+0.000334913j -0.00037449+0.0144124j 0.00416837+0.0148849j -0.000497383+0.00871009j -0.00429936-0.014003j 0.00105443+0.00166709j -0.00960589+0.0158733j 0.00826111+0.0555483j -0.00911374+0.000560289j 0.00445115-0.0310424j 0.00788447-0.0265258j -0.00737949-0.011961j -0.00141609+0.00119925j -0.0245661+0.0328456j 0.00102921+0.0133032j 0.0166162-0.005703j -0.0184132+0.0368128j -0.00446239-0.00773834j -0.00176749+0.0119614j 0.00524988+0.00602761j -0.0115061+0.0111102j -0.0064466+0.0103679j 0.0121235+0.0101452j -0.00535812-0.00708564j -0.0101198+0.019936j -0.00523016-0.00518492j -0.00280392-0.00562949j -0.012936-0.00035995j 0.00592304-0.00218689j 0.00202861+0.00717302j 0.00557767-0.00396744j 0.00367338-0.0049123j -0.00159779-0.00497476j 0.0033655-0.00372866j -0.00576284-0.00357974j 0.00150477-0.000972334j 0.00135131+0.00405234j -0.00175199+6.68336e-05j -0.000983863-0.00239538j 0.00144152+0.000499377j 0.000335076-0.00195074j -0.000482977-0.00199801j -0.000289428+0.00417107j -0.0032568-0.00600866j 0.00228791-0.000681379j 0.000524973-0.00125491j -0.00189387-0.00241439j 0.000273251+0.000379411j 0.000784157+0.000122608j -0.000181391-2.74465e-05j -0.000387076-0.00220547j 0.00111566-0.00176497j -0.000325057+0.00331301j -0.000410577-0.0006515j 0.000618225-8.2048e-05j -0.000193695+0.000999188j 0.00127126+0.000648894j -0.000839878+0.000813003j 
0.000371767+0.000533022j -0.00111262-0.0017588j -0.00278318-0.000654331j -0.000803388-0.000219068j 0.000613244-0.00207815j -0.00164345-0.00156945j 0.000484364+0.00178542j -0.000684111+0.00136473j 0.000450853-3.03865e-06j -0.00232169-0.00495057j -0.0045961+0.0103777j -0.00337261-0.0140549j -3.03416e-05-0.000698867j 0.00311398-0.0110304j 0.0160055+0.0222562j -0.00186441+0.00599383j 0.00932936+0.0116213j -0.0220563+0.0116529j -0.0093598-0.00383446j -0.00346028+0.000607083j -0.00185734+0.00758448j 0.00184938+0.00706531j -0.0281375+0.0201672j -0.0107546+0.00225045j 0.0185977+0.00284284j -0.0354299-0.0160312j -0.03336+0.0132286j -0.00526262+0.00335999j -0.00773183-0.00551746j 0.0132389-0.00018689j -0.00118955+0.00483202j 0.00592111+0.00497343j -0.0233174+0.00691432j -0.0188351+0.0101203j 0.0203416+0.00173662j 0.0244663-0.00121487j 0.0114945+0.00472752j -0.0100904-0.0102801j 0.00244109+0.0192068j -0.0243662-0.00526507j -0.00592514-0.00156029j 0.00693505+0.0145687j -0.00199367+0.00282226j -0.00679342-0.00470726j 0.00272411+0.00837064j -0.0042229+0.00288528j -0.00276026-0.00707462j -0.00327792-0.00543902j -0.00360731-0.00115737j 0.00681692+0.00455459j 0.00359574+0.00629578j 0.00196179+0.0112229j -0.00296415+0.00479664j 3.98097e-05+0.00084122j -0.00258733-0.00850647j 0.000277309-0.00598737j 0.00228994-0.00270069j 0.00254399+0.00459079j -0.00302598-0.00294618j -0.00333377-0.000373735j 0.000521028+0.00338992j -0.00264048-0.00419037j -0.00231005-0.00195242j -0.000975459+0.000964071j -0.000201968+0.000537504j 0.000211583+0.00210493j 0.000696909+0.00219726j 0.000776597+0.00252049j -0.000289129+0.00118755j 0.000401031-0.00136623j 
-0.000734739-0.000624516j -0.00120078+0.00159507j 0.000582886-0.00449134j 0.00128201-0.00544411j 2.8122e-05+3.63104e-05j 0.00162621+0.00118112j 0.00110351+0.00359672j 0.00188235-0.00882855j 0.00225964+0.00162217j -0.00197913-0.00174871j -0.00468171+0.000514518j 0.00976579+0.0203976j 0.00465177-0.00249963j -0.0101239-0.000940727j 0.0053324-0.0069859j -0.010378+0.0120952j 0.0019506+0.024426j 0.00343127-0.0307779j -0.00693475+0.00211445j 0.0134839-0.00744767j -0.00813435-0.022614j 0.0136694+0.0215809j 0.0103112+0.0371057j -0.0143867-0.0308175j 0.00486767-0.00365708j -0.0143655-0.0271015j 0.00707112-0.0308768j 0.0196412-0.00187596j -0.00481027-0.00779656j -0.00144782-0.00150494j 0.00341094+0.00205921j 0.0176353+0.00541961j -0.00494131-0.0136451j -0.00629973+0.00399048j 0.0053564+0.0045143j -0.0151662-0.00746405j -0.00384499+0.00549837j -0.00726316-0.00853624j -0.014752-0.00555074j -0.00707661-0.00358595j 0.0104921-0.000706697j -0.00179177-0.000515676j 0.00516429+0.00122973j 0.00570166-0.00489308j -0.00365856-0.00562509j 0.00715375-0.00733107j -0.00365191-0.0021316j 0.00444096-0.00106143j 0.00341528+0.000925081j -0.00498367+0.00715259j -0.00623489-0.00542663j 0.00459226-0.00156869j -0.00242673-0.000107724j -0.00176328-0.00278929j 0.00468397+0.0030553j -0.00451671+0.000829957j 0.00328898+0.00166056j -0.0013023-0.00183446j -0.00112582-0.00446479j -0.000652194-0.00198257j 0.0031907-0.00598945j 0.00153308+0.00078245j -0.000197712-0.00171384j -0.00183382+0.000541618j 0.000411366+0.00118799j -0.000439188-0.00224932j -0.00155083+0.0011644j -0.000428886+0.00170353j 0.00154973+8.02804e-06j -0.00104996+0.0009499j 
0.000676377-0.002212j 0.000280188+0.000613031j -0.000437394-0.000497712j -0.000541482-0.00197391j -0.000154676+0.00125997j -0.000836061+0.00898751j 0.00179956-0.00270464j 0.000223191-0.00512427j -0.004023-0.00479085j -0.00126531+0.00900475j -0.00469908-0.0167901j 0.000181255+0.0103053j 0.00021344-0.028116j -0.00202811-0.00702901j -0.0109903-0.0124085j 0.00501296+0.0252967j 0.00575432-0.00168739j 0.00231866+0.0185819j 0.00711031+0.0118947j 0.012954+0.0258798j 0.0186776-0.0185678j 0.0262465-0.00016716j -0.0144981+0.0111035j 0.0205886-0.0238986j 0.0124684+0.0118717j 0.0141041+0.0197458j -0.00250944-0.0155234j -0.0041545+0.0254383j -0.00507691+0.011575j 0.0200184-0.0035737j 0.0116773+0.0194671j -0.00514678-0.0105396j 0.0148865+0.0099908j 0.0027414-0.00691925j -0.0118214+0.00275892j -0.000472503-0.00890654j 0.00321067+0.0106306j 0.00761604+0.00104827j 0.0158398-0.00174399j 0.00434885-0.00102411j -0.00638233-0.00636458j 0.0088428+0.000955035j 0.0082402-0.00593917j 0.000472342+0.000168181j 0.00812104-0.00102378j -0.00307824-0.00479165j -0.00019992+0.00210147j -0.00220767-0.00607384j -0.00457166+0.00510321j 0.00450064+0.00327089j 0.00393824+0.00203742j 0.000512066-0.00256755j -0.00166385-0.000362924j 0.00222649-0.00190257j -0.00448909+0.00142185j 0.00114581+0.0040546j -0.00270219+0.00174436j 0.00136351+0.000968494j 0.000440739-5.78474e-05j 0.00138302-0.00177399j 0.0028904-0.00137019j -0.000227591-0.00547217j 0.000946872-0.00117209j -0.00173304+0.00328232j -0.00105128-0.0011996j 0.00221274+0.000197943j -0.00047707+0.000651354j 0.00113095-0.00104696j -0.00034989-0.000607831j -0.00163915+0.00208763j 
0.000723009+0.00222824j 0.00216176+0.00065553j -0.00135117-0.00289435j -0.00123621-0.00217675j -0.00183993+0.00442045j 0.000854284+0.0027017j 0.00109182+0.00366122j -0.00215379-0.00336696j -0.00263918+0.0125538j -0.00341565-0.00501849j 0.00179353+0.0177801j -0.000369181+0.0265836j 0.00180542+0.0149882j -0.000916961+0.000571555j -0.0119782+0.0216208j 0.0262995-0.000410382j 0.00338785+0.0105653j 0.00290358-0.0136809j -0.00551367-0.0364642j 0.00860092-0.00817104j 0.00134052+0.0182936j -0.00156897-0.0112476j -0.0320249-0.00165782j 0.00355141+0.00118572j 0.0146208+0.00563112j 0.0361083-0.00881295j -0.00806136-0.0049872j 0.00490239-0.012355j -0.0048503+0.0131292j 0.0112649-0.000554361j 0.00644347-0.023812j -0.0173007+0.00132985j 0.00629772-0.0033585j -0.0132388+0.0177332j -0.00961965-0.00912927j -0.0127363+0.000963692j 0.0053925+0.00625607j 0.0102028+0.00864035j 0.00324944-0.00110477j 0.00406859-0.00668039j -0.00559873+0.00310363j -0.00176581+0.00340857j 0.00118757+0.00101593j 0.00322774-0.00372106j 0.00632647+0.0057127j -0.00484194-0.00417826j 0.00184998+0.00204436j -0.00259599-0.000591737j -0.0034243-0.00235536j 0.00378575+0.00946115j 0.00332738-0.00552946j -0.00581463-0.00845018j -0.00174156-0.00112038j 0.00116841-0.00205813j -0.00100049+0.00247888j 0.00170469+0.0013026j 0.00136563+0.000184559j -0.000324352-0.00319114j 0.00227801-0.00121999j 0.000846814-0.00037006j 0.000357385-0.00887453j -0.00233787+0.000564082j 0.000947489-5.77244e-05j 0.000414231+0.00199031j -0.0019788+0.000671681j 0.00172799+0.000992635j -0.000825681+0.000949688j -0.000845381+0.00146743j -0.00010128-0.00287737j 0.000697148+0.000708909j 
-0.0009745+0.00103179j 1.74792e-05+0.00258403j 7.5572e-05+0.00177316j -0.00112955+0.0043737j -0.000839432+0.00414547j 0.000731968-0.000182118j -0.00150727-0.000640316j -0.00427364+0.00530851j -0.00469457-0.00131419j 0.00187691+0.0151008j 0.00662451-0.00836553j -0.00562003+0.00616616j -0.00646057+0.00465532j 0.000880358+0.00526985j 0.00251292+0.00765302j 0.0109074+0.0277141j -0.00265542+0.0377964j 0.0173275+0.00609662j 0.00581665-0.0198618j -0.0150788-0.0387782j -0.0149966-0.0226178j -0.0170372-0.0202819j -0.00699496+0.00323264j 0.000145157-0.00703909j -0.0384875-0.0017935j -0.00826515-0.0126232j 0.0140055+0.00223744j -0.00616014+0.0168131j -0.00693633-0.000638674j -0.0280131-0.0063909j -0.00758483-0.0124413j -0.000755187+0.00439291j -0.00533682+0.0088597j -0.000759088-0.00188641j 0.0112521+0.000546687j -0.00102836-0.0120526j -0.00594355-0.00460172j -0.00779733-0.00260832j 0.0064004+0.00399165j 0.000187809-0.00302694j -0.00577471-0.000364693j -0.002314-0.00139627j -0.00570296-0.00541176j -0.00408565-0.000391007j -0.0022532+0.00096078j -0.00476858+0.000825029j -0.000478238+0.0014847j -0.00209218-0.00538923j -0.00264085+0.00206928j -0.00315148-0.00109671j 0.00761699+0.00359645j -0.00222622+0.00254673j 0.00497167+0.000775693j 0.000374786-0.0037757j -0.00626388-0.000524956j 0.000760766+0.00194747j -0.000872888-0.000609566j 0.00352081+0.00129523j 0.0014471+0.00153212j 0.00198865-0.000605664j -0.00115819+0.0011522j -0.00138127-0.00210562j -0.0011368-0.000193562j 0.00250417+0.00186219j 3.21775e-05+0.00195204j -0.0010635+0.000154797j 0.00235648-0.000689801j -0.00109651-0.00239759j 0.000815398-0.000854624j 0.000590413+0.00123617j 
0.00184723-0.000262833j 0.000772872-0.00185151j 0.000222651-0.00091792j 0.000766911+0.000650461j -0.00176213+0.00107128j -0.00669852+0.00232569j 0.00513293-0.00311128j 0.00409044-0.000621635j -0.00446202+0.000574026j 0.00203725-0.00910753j 0.00467413-0.00680095j -0.00164597+0.00609163j 0.00103496+0.0147292j -0.00351325+0.00661727j 0.0168201-0.00768789j 0.0401416+0.00950293j -0.0151111+0.0110876j -0.00928726+0.00872612j 0.00865148-0.00230103j 0.0155042-0.0163262j -0.0173653-0.00066767j -0.0275465-0.00283303j 0.0314701-0.00602019j -0.0202531-0.0118864j 0.0116948+0.000958341j 0.0121474-0.00122154j -0.00891371-0.0040054j -0.0128681-0.0117768j 0.00738915+0.00663492j -0.00701547-0.000410811j 0.0384939+0.0139236j 0.00720919+0.0148675j 0.00923278+0.0184156j 0.0197914+0.0121619j 0.020649+0.00489163j 0.00428159-0.0149081j 0.00634618+0.00743771j 1.85521e-05+0.00432395j 0.00613555-0.00670979j 0.00292244-0.000141753j -0.00485964+0.000188875j 0.0191045+0.00957104j -0.0029533-0.000611419j -0.00813573-0.00467245j 0.00135986+0.00492553j -0.000913416-0.00120193j 0.00275572+0.0018444j -0.00530955-0.00105437j -0.0019679-0.00457485j -5.83944e-06+0.00394731j 0.00330219-0.000556574j 0.000854856-0.00324052j -0.00357998-0.00697847j 8.50156e-05+0.000240686j -0.00659854-0.00244291j -0.00791694-0.00467092j -0.00461844-0.001464j -0.00162254-0.00448008j 0.00644908+0.00299641j 0.00525925+0.00469732j 0.00228212+0.00107349j -0.00356586-6.75166e-05j 0.000805321+0.00112914j -0.000901483-0.000923976j -0.00237494-0.00123878j 0.00392439+0.00360068j -0.00012441+6.14865e-05j 0.000892225+0.000567158j -0.000930985-0.000284843j -0.000927969-0.00216514j 
0.000635636+0.00143546j 0.000673555-0.00146838j 0.00333168-0.00424355j 0.000503059+0.000511007j -0.00293721-0.00264113j -0.0010923+0.0101211j -0.000964204-0.00321223j -0.00102073-0.00275156j -0.000965576+0.015617j 3.35645e-05+0.00435385j -0.000880618+0.00430888j 0.00427711+0.0129023j -0.00330341-0.0250435j -0.00825612-0.0356761j -0.00485908+0.0188821j -0.00397304+0.0184544j -0.00318939-0.0374027j -0.000871261+0.0190512j -0.000616676-0.00885814j -0.0252824+0.0130283j -0.0252191+0.00779727j -0.0051009-0.0104426j 0.00908889+0.00522728j -0.00525901-0.00346221j -0.00894224+0.00355454j -0.0217472+0.0219935j -0.00370855-0.0133945j -0.00938321+0.00300374j -0.00813346-0.00615795j -0.0124749-0.00279226j -0.00800555+0.00632292j 0.000417419+0.00352763j -0.00634866-0.00958646j -0.0168867+0.00108647j 0.0182882+0.0106808j -0.00143215+0.00229257j -0.00810349-0.00796807j 0.00103116+0.00931605j -0.00704501-0.00565478j 0.00147971+0.00477709j 2.25084e-05+0.0011266j -0.00248783-0.000586709j -0.000778752-0.00773769j 0.00121537-0.00142123j -0.0041063-0.00377509j 0.000265222+0.000370948j 0.00598273-0.00116728j -0.00178782+0.00081266j -0.000130632+8.10541e-05j -0.00606557-0.000897389j -0.0028485-0.00359521j 0.000859255+0.00220065j -0.00370832+0.00114129j -0.00248244-0.00441616j -0.00297602+0.00105737j -0.00154087+0.000368356j 5.20228e-05+0.00238941j -0.00210322-0.0040322j 0.00317225+0.00482611j -0.000541791+0.00160452j 0.00223638-0.0044619j 0.00190787-0.00214736j 0.00182302+0.0024523j -0.00213873+0.00426729j -0.00252117-0.00344109j 0.000307707-0.000125757j -0.000382038-0.00154687j -0.00190661-0.00114027j -0.000401481-0.000424838j -0.000165889-0.0010936j 
0.000182438-0.00223291j 0.000762942-0.00174809j 0.001125-0.00263915j -0.00272739-0.00447351j -0.00266214-0.000357797j 0.0005264+0.00216247j 0.00195717+0.00167287j -0.00208353-0.00645047j -0.00920314-0.00245292j -0.0039316-0.0264805j -0.00855367-0.0183836j 0.00297015+0.00489109j 0.00378545-0.00304258j -0.0119567+0.0225749j -0.00726217-0.0251849j 0.00295992+0.0103664j -0.0354327-0.00865166j 0.00420619-0.0117821j -0.00174113+0.0179798j -0.0299537+0.00781221j 0.00227021-0.013634j -0.00973895+0.000504295j -0.0328476-0.00749003j 0.00709743-0.00863062j -0.0176589+0.00770045j -0.000541943+6.19395e-06j -0.00127413-0.00399708j -0.0104042-0.0238608j -0.00771947-0.00398628j -0.00806924+0.00218968j -0.0244998+0.00836525j -0.00721311-0.0016152j -0.0133136-0.0041694j -0.0141335-0.00783612j 0.0103494+0.00244656j -0.00397442+0.00342913j -0.00617448+0.00490042j 0.0129798+0.00247166j 0.000753011-0.00279577j 0.00381157-0.0106596j -0.00522841-0.00541682j -0.00479982+0.000193727j -0.00229251-0.00389917j 0.00135308+0.000690519j 0.00310816-0.00123984j -0.00261785-0.00468131j 0.00424384+0.00421452j -0.00115521-0.004397j -0.00601819+0.000864432j -0.000449821-0.000448803j 0.00122227+0.00162729j -0.00201364-0.0116905j -0.00252621-0.00453683j -0.000947222+0.00296043j -0.0026879-0.00311677j -0.000852033+0.001977j 0.00151554-0.00144979j -0.00158919-0.00144913j 0.00546951-0.00222038j 0.0013308+0.00116731j -0.000336367-0.00298108j 0.000665429-2.24026e-05j 0.00167509-0.00197738j -0.000760589+0.00207315j -0.00274356-0.000502991j 0.000706905-0.000103459j -0.00152288+0.00453647j -0.00154404-0.00167957j -0.000943972+0.000100733j -0.000454891+0.00148746j 
-0.000186316+0.000687075j 0.00172078+0.00140096j 0.00343504+0.0011476j 0.00160542+0.00393997j 0.00050357-0.000779308j -0.00507218-0.00170266j -0.00379212+0.00161838j 0.00216552+0.00493624j 0.00138982-0.00923438j 0.0146928+0.0212793j 0.000583832-0.00922009j 0.00754578-0.00438657j 0.00624461+0.0190061j 0.0111969+0.0159079j -0.0324547+0.0103866j -0.0057469+0.00656311j -0.0145958+0.0231685j -0.0276447-0.00935163j 0.0160629-0.00996195j 0.000140179-0.0179278j -0.0126222-0.00656444j -0.00498957+0.00408101j 0.00432084-0.0148827j 0.00636646-0.00564405j 0.0226019-0.00654854j -0.00678782-0.00725543j -0.0251207-0.00898624j -0.00718584-0.00376587j -0.0133452+0.00562935j 0.0181888+0.004669j -0.0109768+0.00633722j -0.00291098+0.00150546j -0.0197855+0.00524445j -0.0213589-0.0123715j 0.0033179+0.00580624j -0.00515549+0.0148728j 0.00173942+0.00619744j 0.00695722+0.00360342j -0.0103668-0.011264j -0.00108707-0.00108416j -0.00212944+0.00116286j -0.00587356-0.000257957j 0.00178735-0.00175222j 0.00369929-5.46981e-05j -0.0043091-0.000131734j -0.00032735-0.00325813j 0.00597841+0.00730233j -0.00134144+0.00231567j 0.00431465-0.00560603j -0.00049968+8.55658e-05j -0.00734132-0.00424464j -0.00157659+0.00156258j -0.00670611-0.00805047j -0.000783819-4.58913e-05j 0.00349115+0.00206199j 0.00170458+0.00139053j 0.000743416+0.00195644j -0.00567516-0.00191046j -0.00108169+0.00416586j -0.00377696-0.00368184j -0.00110417+0.00469672j 0.00282019+0.0017072j 0.0021112+0.00237951j -0.00136915-0.00645134j -0.00193124-0.00290507j -0.000386184+0.000806307j -0.000373229-0.00441126j -0.000372562-0.00136294j -0.000289371-0.00131105j 0.000168929-0.000204386j 
0.00139497-0.00088059j -0.00129889+0.000436349j -0.000593812+0.000592915j -0.00129417+0.000576302j -0.00159116+0.00534923j -9.21866e-06-0.00269171j -0.00185023+0.00317624j -0.00247008+0.00103173j -0.00343976+0.00201724j -0.00193059-0.00941417j 0.00597357-0.000300595j -0.0129757+0.000289295j -0.0017601+0.0140018j -0.0162012+0.0169895j -0.00533911-0.0133786j 0.0108357+0.0082334j 0.0287131+0.00115029j -0.00348487-0.00645267j -0.0135407+0.00127913j -0.0509884-0.00591099j -0.0119958-0.000227225j 0.0349732-0.000168824j 0.0439871-0.00374831j -0.00436186+0.00372475j -0.00687001+0.00285155j -0.0361892-0.0116486j -0.0136614+0.00202822j 0.0160459-0.00163679j -0.0380726-0.013538j 0.00160666+0.00281718j -0.00112125-0.0110062j -0.00205932-0.00211601j -0.0100079-0.00128285j -0.000684015+0.00042641j -0.00779839-0.00387708j -0.000893467-0.0104731j -0.0179981-0.00588676j -0.00422533+0.000893308j 0.011579+0.00596806j -9.23463e-05-0.00413709j 0.000885443-0.000629362j -0.00233521+0.000137541j 0.00385523+0.00514966j 0.000762287+0.0015773j 0.00270831+0.00368548j 0.00141045-2.53458e-05j -0.00390809-0.00170659j -0.00110568-0.000644505j -0.00327844-0.0012685j 0.00261834+0.00251284j 0.00490921+0.000727962j 0.00261878-0.00198284j 0.0058469-0.000288954j 0.000878113+0.00097354j -0.00537329-0.00179602j 0.003065+0.00140339j 0.00120608-0.000388819j 0.00317064+0.000436182j -0.0011272-0.0021125j 0.000737021+0.00129201j -0.000677973-0.000616529j -0.0020183+0.00109476j 0.000290029+0.000239527j 0.00329028+0.00156579j -0.00150361+0.000452358j 0.000164113+0.000126631j 0.000967501+0.00121457j 0.000632452+0.00034012j 0.000379439+0.00014791j -0.000855744-0.000736558j 
0.000379217-0.000926929j -0.0017783-0.00312751j 0.00152846-0.00704054j 0.00353462+0.00660104j 0.00191283+0.00701643j 0.000828746+0.00468864j -0.00317835-0.0070397j -0.00800133-0.00485421j -0.00461672+0.0310055j 0.00107378-0.00766255j -0.00375278-0.0415574j -0.00887671-0.00190295j -0.0300179+0.0457669j -0.00505172-0.00471117j 0.00351655+0.00564159j -0.00887836+0.0197612j -0.0147855+5.2647e-05j 0.0236789+0.00736552j -0.00129066+0.0115865j 0.0181806-0.0207275j 0.00533583+0.0001332j 0.00627504-0.0109832j -0.00497815-0.00521369j 0.0149331-0.0147693j 0.0106948-0.00234707j 0.0121738+0.00880264j 0.00522589+0.00352065j 0.0188642-0.00464602j 0.00350902-0.0092157j 0.00607046-0.00177255j 0.00790146-0.00454249j -0.00284742+0.00127614j 0.00320934-0.00113876j -0.00973755-0.00293196j -0.0014945-0.00655521j 0.00107432-0.00726136j -0.00344908+0.00161469j 0.000892204-0.00235701j -0.00308803+0.00257217j 0.00323284-0.00104836j 0.00274565-0.000227776j -0.00283161-0.00425635j -0.00308061+0.00309944j 0.00396132+0.00102938j -0.00219877-0.00383206j 0.00624545+0.00479422j -0.000285128-0.00710215j 0.000546795+0.00265137j 0.0056615+0.00346544j -0.0060276+0.0014336j -0.000432552-0.00170234j 0.00474474+0.00786067j 0.00148024+5.97272e-06j -0.00173161+0.00200365j 0.00208775+0.00745023j 0.00112387-0.00167825j 0.000171108+0.00409727j 0.00132865-0.00178964j 7.82308e-05-0.00554851j -0.001418-0.00303996j 0.00324629+0.00567381j 0.000462458-0.000285959j 0.00189397+0.000484622j 0.00075447-0.00112486j -0.000158427+0.00281193j -0.000274428-0.00143578j 0.000139721-0.00532387j -0.000939797+0.00130791j -0.000337579+0.00332055j -7.07411e-05-0.00196833j 
0.00112425+0.00429051j 0.000981329-0.00458757j -0.00091104+0.00389753j 0.000313249+0.00815142j 0.00125381-0.0143172j -0.002899-0.00897887j -0.0122621-0.0284783j -0.00684735+0.0163709j 0.00102191+0.000264391j -0.0111578-0.0294648j 0.00976401-0.0379639j -0.00234225+0.0371216j -0.0272027-0.037445j 0.0165628+0.00164901j 0.000624601-0.022819j -0.0134489+0.0165923j 0.0124873-0.00828292j -0.00222143-0.0167633j -0.00259269-0.00776212j 0.00104247+0.0126415j 0.000942993-0.0224802j 0.00450658-0.00614588j 0.00705283-0.00636773j 0.00153817-0.00883346j 0.00123973+0.00910721j -0.00826114+0.00161905j -0.00797415+0.00272557j -0.000620218+0.00038602j 0.00698318-0.00887256j 0.00387557-0.000928896j -0.0001765-0.00456271j 0.000420041+0.00127533j -0.00282554+0.00147135j 0.00187472-0.00603653j 0.000115-0.000810256j -0.00146899+0.00715682j 0.00433238+0.0039614j 0.000697956-0.000763485j -0.00508091-0.0018744j -0.00347867+0.00321051j 0.0010514-0.000526875j 0.00265414-0.00217565j 0.00179148-0.00326495j -0.000330642+0.00170325j 0.0013776-0.0069483j -0.00438896+0.0051238j 0.00203088-0.00290618j -0.00111313-0.000918746j -0.000507426+0.00838763j 0.00120892+0.000888279j -0.000693832-0.00879014j -0.00442302+0.00239049j -0.0021585-0.00428444j -0.00133125-0.000415639j 0.000296968+0.00272848j 0.000410084-0.0029234j -0.00188562+0.00211187j -0.000365523-0.0031951j 6.58883e-05-0.00394114j 0.000747986+0.000668041j -0.003714+0.00387484j 0.00137581+0.000791189j -0.000312738-0.000736391j 0.000344282-0.00280164j 0.000831163-0.00270305j 0.000327706+0.000336255j 0.00174862-0.00137398j 0.000543697+0.00135593j -0.00156067-0.000261463j 0.00202782-0.00329046j 
