-0.0107178+0.00348443j -0.00535405+0.00634702j 0.0142525-0.00688461j -0.00830433+0.00251773j 0.00391765-0.00144224j -0.00149812+0.00266227j 0.0108469-0.00599137j -0.0186674+0.00623104j 0.00725713-0.006718j -0.0132711+0.00590394j 0.0111801-0.00777925j -0.00448547+0.00558917j 0.00427856-0.00385116j 0.00710252-0.00371146j -0.014603+0.000206802j 0.00706364+0.00271684j 0.0279894-0.00662044j -0.0043372+0.00253724j -0.0056544+0.00461522j 0.0249181-0.00262662j -0.00258111-0.00382403j -0.00978955-0.000184827j -0.00479836-0.00406804j -0.00811494+0.00362366j -0.00126617-0.00992019j -0.00635375-0.0161607j -0.0161737-0.011615j -0.02921-0.0124449j 2.63066e-05+0.0196557j 0.00266285-0.00919923j 0.0135392+0.00773251j -0.011174-0.0129311j -0.000985331-0.00858498j 0.0052605+0.0117379j -0.00351759-0.00669518j 0.00377546+0.000398055j 0.00721236+0.0188183j 0.00194819+0.00230618j 0.00262203+0.00738786j -0.00189952-0.00723405j -0.00357234-0.00113263j 0.00426328+0.00443971j 0.00172192+0.00275582j -0.001681+0.00414552j 0.00337969+0.00384502j -0.000473342-0.00570501j 0.00165593+0.00092294j -0.000225938+0.0064339j 0.0028179+0.00893723j 0.0066094+0.0012247j -0.00419356-0.0201728j -0.00213262+0.00362725j -0.0015087-0.0151236j -0.0042016-0.0095405j 0.00370518+0.0213767j -0.00117675-0.0078761j -0.00119936-0.00343403j -0.00293016+0.0159263j -0.00299552-0.00259356j 0.00358287+0.00294898j -0.00148013+0.00477781j 0.00369215-0.0135914j 0.00197067-0.00183185j 0.00355764-0.00367791j -0.0104218-0.00496819j -0.00831336+0.0136078j -0.00449948+0.0150553j -0.00379423+0.0178057j 0.00257353-0.00703827j 
-0.00955687+0.00716026j 0.00182915+0.00458166j -0.0107787-0.00164381j -0.0084949+0.00481635j -0.00377896-0.0167497j -0.0507012+0.0690099j -0.00599589-0.0190324j -0.00823646+0.0380004j -0.0182453+0.00077512j 0.00211072+0.0139423j 0.00550704+0.00128536j -0.0315302+0.0321379j 0.00448512+0.0218297j 0.00771981+0.00519156j 0.0159575+0.0127076j -0.00906521-0.0234554j 0.00284575+0.00319501j 0.0114005+0.00488441j -0.00210473-0.00832178j 0.000354219-5.06684e-05j 0.00255291+0.00644291j -0.00446808-0.000935815j 0.00911611+0.00109279j -0.00590711-0.00413755j -0.00710808+0.000169648j 0.00528086-0.00341711j 0.00115732+0.00132667j -0.000511099-0.000109144j 0.00449628-0.00157018j 0.00409158-0.00178633j 0.00823172-0.00888412j 0.00368402+0.000154254j 0.00124885-0.00317622j 0.0152652-0.00839326j 0.00487664-0.0160534j 0.0205938-0.0109119j -0.0103722+0.00214337j 0.0341796+0.00354016j 0.0083661-0.00510776j -0.00291505-0.00522703j 0.0407048-0.000429255j 0.0210135-0.00657599j -0.0257863-9.84822e-05j -0.000420826-0.00426744j -0.0140475-0.00135436j 0.00789982-0.00142691j 0.0384007+0.00206527j -0.0084199-0.0011905j -0.0137887-0.00405167j -0.00883127-0.00134151j 0.0104921+0.000169298j -0.000188578+0.000269319j -0.00669532+0.00124353j 0.00631423-7.42117e-05j -0.00886293+0.000633085j -0.00310578+0.00172593j 0.000362858-0.00163493j -0.00170843+0.00152163j -0.00685022-0.00261116j -0.000109387+0.000798867j -0.00215459+0.000434628j 0.00090744-0.000866629j -0.00769229-0.00155571j 0.00437302-0.00186852j 0.00255479+0.000702412j -0.000234735-0.0013517j 0.00366704-4.82498e-06j -0.00298523-0.00141064j 0.00278682-0.00145351j 
0.00650157-0.0011128j 0.00595838-0.0100988j -0.00748084+0.0359525j 0.0276201-0.0220282j 0.0384688-0.0387592j 0.010909-0.0146537j -0.0261323+0.0594366j -0.0288031+0.0187505j -0.0111141+0.0412499j -0.0197932+0.00862694j 0.00656592+0.00935999j 0.0146098-0.0080478j -0.0218424+0.000372976j 0.00732272-0.00274643j -0.0114826-0.00167377j -0.000330275+0.00208476j -0.0129149-0.00530234j -0.0101935-0.00981117j 0.000713222-0.00062616j 0.00214572-0.000940738j -0.006202+0.00104282j 0.00728265-0.000339318j -0.00718363-0.00702857j 0.00705088-0.00275894j 0.00466837+0.00536891j -0.00407032+0.00480723j 0.00272002-0.00800346j -0.00341925+0.0030501j -0.00405675+0.00296196j 0.00352654-0.00356275j -0.00613686+0.00896705j 0.010145-0.0134867j -0.00287993+0.0108815j 0.00368096-0.00833589j -0.00402021-0.00308686j -0.0157707+0.0139364j -0.00799286-0.0124648j 0.0267642-0.000152192j -0.0243397-0.000452454j 0.00440985-0.00454136j 0.00342845-0.00715237j 0.0410107-0.000643009j -0.00123568+0.00110509j 0.0548356-0.00333312j 0.0079522+0.00179828j 0.0228404-0.00552581j 0.0218696+0.00546959j 0.0146001-0.00204885j -0.00933736+0.00112009j 0.0232006+0.000784084j 0.00338062-0.000132474j 0.00298595-0.00261501j -0.012024-0.00844907j 0.00505156+0.000677861j 0.00890108-0.00566066j 0.00365481+0.00117211j -0.00531578-7.71137e-05j 0.00217176+0.000779263j 0.0026487+0.000240402j 0.00715607+0.000247984j -0.000160659+0.00381685j -0.00299499+0.00355983j 0.00491415+0.00257198j -0.00300495+0.000911256j -0.00387682+0.00197061j 0.00220728-0.00188583j -0.00173413-0.000869765j 0.00149029+0.00292049j -0.00369593+0.00128602j 
0.00553669-0.000463766j 0.0026216-0.00672837j 0.002822-0.0053752j -0.00315654-0.000237463j -0.0156188+0.0177256j 0.0309711+0.00955052j -0.00823882+0.029295j -0.0204724+0.00139032j -0.0119027-0.0132235j 0.0253436+0.0293779j -0.0211641+0.0161629j -0.0197934-0.00681112j 0.0340007+0.0180934j -0.00130507+0.00692699j -0.0202871-0.00801193j 0.00977251-0.00513883j 0.0646273+0.0169878j 0.00775162-0.000150071j -0.00805979-0.0035594j 0.0103845+0.00684863j 0.0220743+0.008629j -0.00838814-0.00849085j 0.0110635+0.00969262j -0.0143693-0.0113672j -0.00375179+0.00251062j 0.00591845+0.0037743j 0.000776577+0.000805051j -0.00288174-0.00248769j 0.000574639+0.00174155j -0.00474417-0.00128694j -0.00740137+0.00618954j -0.00148227+0.00286436j -0.000714991-0.000614692j -0.00825725+0.00511108j -0.000295757+0.000277935j -0.00901971+0.00545672j 0.00627094-0.00360838j -0.0042049-0.00329884j -0.0216846+0.0025565j -0.0179179+0.00582707j 0.0115725-0.00188216j -0.00853723+0.0048491j -0.0102236-0.00293498j 0.0208253-0.00268787j -0.00222052+0.0111616j 0.00614426+0.00101231j 0.00327792+0.00174534j -0.0216889+0.00569438j 0.00224533+0.00403283j -0.00340438+0.00988552j -0.028219-0.00214926j 0.0142346-0.00308215j -0.0106066+0.000782401j -0.0188666-0.0136928j 0.0038403+0.00426133j -0.00301026+0.00482839j 0.0129232+0.0024314j -0.00747237+3.14951e-05j -0.00343846-0.00510978j -0.000357677-0.00274357j 0.00895472+0.00526956j -0.00315158-0.00468291j -0.00844328-0.000372866j 0.007543+0.00462163j 0.00302084-0.000791195j 0.00253996+0.00161607j 0.000640341-0.00298319j -0.00288168+0.000941549j 0.000235276+0.000873502j 
-1.63683e-05+0.00477445j 0.0069646-0.00263702j -0.00740557+0.0109159j 0.00752033+0.00178274j 0.0116939+0.0048675j 0.0146162-0.0111995j -0.00928558+0.0118228j 0.00542206+0.000507265j 0.0278908+0.0173978j -0.0328367-0.0174425j 0.0198671+0.00429518j -0.0274411+0.00123866j 0.0300347-0.000591493j 0.0202413+0.00302548j 0.0449555+0.00605092j -0.0463926-0.0065147j 0.0136237-0.00653477j 0.0296794+0.00274015j -0.0132359+0.00199704j 0.0161239+0.0117777j -0.0124967-0.0131654j 0.010015+0.00433669j 0.0083322+0.00165172j -0.00752167+0.000379535j -0.00765137+0.00126228j -0.00462164-0.00702459j 0.00441661-0.00177855j 0.000244444+0.00447229j -0.000998441+0.00273606j 0.00458208-0.00353608j -0.00828868+0.00227197j 0.00792471-0.00451276j -0.00113449+0.00158444j 0.000715355+0.000317223j -0.00115317+0.00216875j -0.00634478+0.00567092j 0.000247185-0.00418922j 0.017264-0.00233729j -0.00406237+0.0013951j 0.00446407-0.00137969j 0.00253571-0.0065286j -0.0220439+0.00843429j 0.00580195+0.00548141j -0.0349618-0.00112547j -0.0131538+0.00565733j -0.0213633+0.0099049j -0.000673453+0.00126376j -0.0371639-0.00179055j 0.0244292+0.00127042j 0.00465192+0.00548249j -0.0221125-0.0100549j -0.0234842+0.00330432j 0.000527469+0.0040948j -0.0118987-0.00498661j 0.0113864+0.00369472j -0.0174846-0.00733746j 0.0054778-0.00123868j -0.005362+0.000200832j -0.0186549-0.0082381j 0.0122525+0.00271464j 0.00787212+0.000360242j -0.00126203+0.000322731j -0.00682+8.82727e-06j 0.00750016+0.00235295j -0.00127773-0.00233408j -0.00174667-0.00143407j 0.0018663+0.00133677j 0.00210898+0.00145871j 0.0029074+0.000726485j 
0.00684797-0.00269795j 0.00629651-0.00569068j -0.00971063-0.00419743j 0.00430923+0.0013448j -0.0113862+0.0276609j 0.01861-0.0167103j -0.0297414+0.0315209j 0.0151979+0.02765j -0.0132594-0.0213444j 0.0138491+0.0164815j -0.0446672-0.0214014j 0.00873567-0.00374571j -0.0408144+0.0161705j -0.0250315-0.0159288j 0.0467267+0.0113754j -0.0113063+0.000978891j -0.035727-0.00724733j 0.0249047+0.0247022j -3.05489e-06-0.00992566j -0.0210028-0.0109195j -0.0144367-0.00305053j -0.00528358-0.00362386j 0.00584848+0.00875252j 0.0102034+0.00271974j -0.0124862-0.00781224j -0.0048057-0.00537528j 0.00920188+0.00391307j -0.00203225+0.000636889j -0.00343532+0.00250166j 0.000154094-0.00168947j -0.00675754+0.00532665j 0.00728339-0.000392874j 0.00286189+0.00116246j -0.0130303+0.00726779j 0.0125766+0.00189126j -0.019689+0.0121795j 0.00268268-0.00797457j 0.0075586-0.00583476j -0.0202449+0.00130858j -0.0397491+0.00587515j -0.00908791-0.00278119j 0.0336238+0.00210891j -0.0062681-0.00699673j -0.0190666-0.00459096j 0.026035-0.00331566j 0.0072784+0.00996178j -0.000970052-0.00613605j 0.0188442+0.00101811j 0.00143271+0.00129113j 0.00318989+0.000442484j 0.0045552-0.000187176j 0.0113179+0.00403909j 0.0122254+0.00876245j -0.00199826+0.006397j -0.0305384+0.0032771j 0.00322231+9.00406e-05j -0.00467261+0.000304232j 0.00243528-0.0044234j -0.0154866+2.70729e-05j -0.0105736+0.000563211j -0.0057455-0.00394863j 0.00765779-0.000823521j -0.00290439-0.00266781j 0.000322623-0.00112818j 0.000580251-0.0023812j -0.00522633-0.000306558j 0.0053511+0.00011085j -0.000638817+0.000607603j -0.00222665-0.000463102j 
0.00120229+0.00138152j 0.00275067-3.69335e-05j -0.0150422+0.0216788j 0.0139922-0.0169764j 0.0425545-0.0679171j -0.0183267-0.0170922j -0.00357664-0.0341507j -0.0253296+0.0129448j -0.0221949-0.0184862j 0.0147107+0.0160082j -0.0246377-0.0155645j -0.0292301-0.00474619j -0.00506432+0.00237039j -0.0304087+0.00413469j 0.0333075+0.00367884j -0.00100047-0.00585998j 0.000867941+0.00666493j 0.0272104+0.0137257j -0.00517111+0.00130749j -0.0160075-0.00197853j -0.0101577+0.00267429j -0.0106031-1.05033e-06j 0.00908959+0.00547438j 0.00598084+0.00137223j -0.01514-0.00602429j 0.00153737-0.00176264j 0.00516293+0.00290102j -0.00082141-0.00179472j -0.00180694+0.00236367j -0.00237048+0.00127326j -0.00213604-0.00125828j 0.018599-0.0093639j 0.00380094+0.00619906j 0.00691582-0.0214886j -0.0286092+0.00614931j -0.0101254-0.00181775j -0.00804512-0.00847206j -0.0117131+0.00269644j 0.00331089-0.00647079j 0.00773234+0.00527162j -0.00579322-0.00174194j -0.0205227-0.00238339j 0.0335842-0.00023735j 0.00256877-0.00307402j -0.0195672+0.000731144j -0.00419371+0.00647352j 0.00158367-0.00344303j 0.00453122+0.00543941j -0.00448388-0.0025799j 0.00583265+0.00460509j -0.0010584+4.93611e-05j 0.00919211+0.000997981j 0.00428152+0.0039835j -0.00961893+8.94447e-05j -0.0177813+0.00283448j -0.00553211+3.24186e-05j 0.00710044+0.00175966j -0.00467226-0.00330389j -0.0125096-0.000659762j -0.00779347+0.000452708j -0.000980556+0.000561755j 0.0088152+0.000243299j -0.0052272-0.00203033j 0.00734984+0.00231353j -0.00176142+0.000450715j 0.0017928-0.00180876j 0.00711483+0.00132578j -0.00162488-0.0002632j 0.00026674+9.09992e-05j 
0.00506867+0.000459801j 0.00527817-0.00490801j -0.00258576+0.00219551j 0.00323428-0.0049931j 0.00797424+0.000714352j 0.0119464+0.00610634j 0.00359051-0.0121427j 0.0165489+0.00600028j 0.0318256+0.0189251j -0.0508153-0.0397427j -0.059074+0.00179181j 0.0041309+0.00837623j 0.0084488+0.00694138j -0.0396051+0.00341217j -0.0119057+0.00439807j 0.0309931+0.00211919j 0.0267435+0.012218j 0.0158344-0.00187332j -0.00160735+0.00604958j 0.00121043+0.00828378j -0.00398535-0.00319008j -0.00824123+0.000293526j 0.0139199+0.00753081j -0.000739758-0.00123796j -0.0105469-0.00229431j 0.00420135+0.00271194j 0.00558914+0.0023438j -0.00305316-0.00293891j 0.00090137+0.0017528j -0.0041168-0.000727049j -0.0060539+0.00070935j 0.000679786-0.000520345j -0.00188267+0.00234928j -0.0016872-0.000506887j -0.0125383+0.00130802j 0.00112276-0.00234008j 0.00240277-0.000493314j -0.00579377+0.00300143j 0.00197096-2.73424e-05j -0.0158345+0.00797178j 0.00788306+0.00194776j 0.0034999-0.00696247j -0.0077606-0.00484716j 0.0171058-0.00414912j -0.00249685+0.00619514j 0.0202431-0.00269225j 0.0205856-0.00330665j 0.00769293+0.00459338j -0.0301382-0.00260288j 0.000308177+0.0058117j 0.00525863+0.0053489j 0.0336925-0.00129139j -0.00545237+0.00287435j -0.00582906-0.00361909j -0.0123313+0.0033721j 0.00690787+0.00508938j 0.00946968+0.00157871j -0.00524504-0.00124653j -0.00146563-0.000933377j -0.0128572-0.00310512j 0.00289289+0.00248298j 0.0046704-0.00501669j -0.00381616+5.87244e-05j 0.00517816+0.00269318j 0.00268702-0.00148594j 0.000585723+0.000541258j 0.00559606-0.000444285j -0.00496654-0.000613721j 0.00017778+0.000294565j 
0.0108224-0.00812348j -0.00559352-0.0087694j 0.0314758-0.0358485j -0.00907971-0.0131086j -0.00338531+0.0209592j 0.00718449+0.0227058j -0.0105521+0.0126929j -0.0568453-0.0655243j 0.0282673+0.0514498j -0.0148628+0.010857j -0.0101421+0.0220478j -0.0288376-0.0220556j -0.0334746-0.0472838j -0.00623517+0.00049026j 0.0115813-0.00214673j 0.00326082+0.000612121j -0.00967652-0.014084j 0.0242142-0.0026291j 0.010465+0.0202545j 0.00638108+0.0139079j -0.0231916-0.0227878j 0.0116883+0.0154432j 0.00558144-0.00244542j 0.010933+0.0112943j -0.0106896-0.00432406j -0.00846387-0.00872965j 0.00767779+0.00272588j 0.0031434+0.00455447j -0.00339094-2.1821e-05j -0.0108881-0.000257504j -0.00630912+0.0105467j -0.0176281+0.0127693j -0.0110824+0.00497531j -0.00306607+0.010856j 0.00428995-0.00106009j 0.00929428-0.00172163j -0.0162758+0.00603229j 0.00135258+0.00316699j -0.00789509+0.000546453j -0.0136784+0.00343238j 0.0207888-0.0011467j 0.012168-0.00353458j -0.0104293-0.00678541j -0.019077+0.000557512j 0.00303323-0.0036377j 0.0211282+0.00176405j 0.00878263-0.00281653j 0.00777748+0.000619529j -0.0169037+0.000181712j -0.0030759+0.00125951j 0.00702334+0.00538929j 0.00849277+0.00253821j 0.0144673+0.00805368j -0.000719462+0.00758518j -0.00494567+0.00134596j 0.00565173-0.00144471j 0.00251591-0.000183247j -0.00206635-0.00473511j 0.00193233+0.00140454j -0.00634057+0.00142408j 0.00542335-0.00361317j 0.00623774-0.00402426j 0.00531337+0.000133302j 0.00155531-0.00177759j 0.00135615-0.00312152j -0.00809601-0.00132722j 0.00359217-0.000518892j 0.00476766+0.00336323j -0.00129717+0.00323267j 
-0.00133921+0.0213097j 0.0129839-0.00466015j -0.0335306+0.0827732j 0.0259378+0.0137074j 0.0280296+0.0308379j 0.0150809+0.021883j -0.0188712+0.00839469j -0.0189865-0.0584675j -0.00831764+0.00776841j 0.0122818-0.0324916j -0.00791157+0.00297124j -0.00109302-0.00816908j -0.0214438-0.0217618j -0.00583265-0.00982051j -0.00285221-0.00177228j 0.00947289+0.0117609j 0.0012248+0.00245905j -0.00279986-0.00670076j 0.00475145+0.00712467j -0.00622681+0.000848918j 0.0040245-0.00312485j -0.0040602+0.00210501j 0.00482102-0.00159414j -0.00155388+0.0035711j 0.00338049+0.00371968j 0.00292956-0.00371355j 0.00182157-0.000238128j -0.0040304+0.00345797j 0.00370379-0.00405072j 0.00324068-0.018942j 3.00152e-05-0.00769171j 0.0102158-0.0313216j 0.0106419-0.000835096j -0.000707792+0.000521864j 0.00138859-0.00887212j 0.0020488+0.00365602j 0.0442452+0.00637328j 0.00631248-0.00138574j 0.0241939-0.00139834j -0.00159977-0.00271397j -0.0210436+0.00568013j 0.0181389-0.000186784j -0.00524186+0.00475562j -0.0105593+0.000713449j 0.0032647+0.00606717j -0.00769523-0.00466202j 0.00426674+0.00409843j -0.00744695-0.00018631j -0.015851-0.00267303j 0.00723637-0.00480654j 0.00431485-0.000298293j -0.00816494-0.00134476j -0.000501466-0.00273817j 0.0061641-0.0040044j 0.00268659+0.000990859j -0.000398262+0.000459915j -0.00123285-0.000260113j 0.00475728+0.00600035j 0.00242352-0.00066223j -0.00526768-0.00370216j -0.0116924+0.00133725j -0.00751501+0.000840679j 0.00130149+0.00428339j -0.00360813+0.00228531j -0.00173118-0.000465015j 0.000804906-0.00138956j -0.00238487-0.000620333j -0.00398462+0.00253495j -0.00185982-0.00351678j 
-0.0115558+0.0113577j 0.00452394+0.00464748j -0.0349991+0.0356133j -0.00887828+0.035977j -0.00900614-0.0123735j -0.0308442-0.0141386j -0.00969046-0.00439951j -0.00239883-0.0121076j 0.0308826-0.0327362j -0.039685+0.0196404j -0.0154514+0.0136075j -0.00794179-0.00614704j -0.0125625+0.00770558j -0.0101247+0.0106867j -0.000958339+0.00031295j 0.0160983-0.00410354j 0.00629428-0.00217461j -0.00321577-0.00360535j 0.0101055-0.000122445j 0.00758014-0.00401087j -0.00869949+0.00638548j 0.00181051-0.00247774j 0.0015974-0.00572888j 0.00300816-8.39109e-05j -0.00142104+0.00189607j 0.00680171-0.000616305j -0.00315797-0.000848701j -0.00106316+0.00175202j 0.0033731-0.00164143j 0.00467861-0.00331524j 0.00786362-0.00863892j 0.00979433-0.0188571j 0.0221193-0.014603j 0.00268665-0.00837999j 0.0204242-0.00331901j -0.0152297+0.00515874j 0.0278626+0.00285673j -0.012357+0.00538346j -0.0299013+0.00595035j -0.00695747+0.00595097j 0.0261822-0.00641516j 0.0445156-0.00118748j 0.0315912-0.00883408j 0.0130568+0.00321511j -0.0171619+0.000537871j 0.0298323-0.00148117j 0.0223891+0.00134679j 0.0244809+0.00578258j 0.0280855+0.00485403j -0.0157409-0.00108819j -0.00497977-9.73638e-05j 0.0140943-0.00160974j -0.000825086-0.00224414j -0.00888211-0.00173076j -0.00292296-0.000555061j 0.010537+0.00203551j 0.00784104+0.000465601j -0.0097325-0.00161945j 0.00261294-0.000352207j 0.00233842+0.00246161j 0.00101924+0.00103362j 0.00407486+0.00252584j -0.00134012+0.000838391j -0.0048502-0.000756936j -0.00293346-0.000485064j 0.00573023+0.00159619j 0.00149345+0.000962172j -0.00300029-0.000987849j 0.00307193-0.00140363j 
0.0181307-0.0064247j 0.00995851-0.0275953j 0.0343578-0.00972489j 0.0346503-0.0907404j 0.00242371+0.0227259j 0.0145773+0.00471991j -0.0355487+0.00375439j -0.00190606+0.0105743j -0.00267483-0.0339151j -0.021224+0.0221924j 0.0118428-0.000892128j 0.0183007+0.0104151j 0.00872964+0.000281066j 0.00718459+0.00598963j -0.00701114+0.00164052j 0.000148152-0.0042121j 0.00144829+0.00167455j -0.00921902-0.00679222j 0.000871075-0.00168794j -0.000385394-0.00338823j 0.00256008+0.0108249j 0.00189862-0.00292198j -0.00354101-0.00174521j 0.00328969-0.00537257j 0.00380763+0.00320543j -0.00111638+0.00696646j 0.00160822-0.00648666j -0.00395727+0.00250861j -0.00358508+0.00417698j 0.00228018-0.00666791j -0.0166621+0.0229902j 0.00321919+0.0102914j -0.0245607+0.0318247j -0.0378203+0.0148561j -0.0154888+0.0021239j 0.0307758+0.00106691j 0.00666025-0.00876835j -0.0217001-0.00148588j 0.00563975+0.00497417j 0.0355374+0.00463895j 0.0199105-0.00330499j 0.0160137+0.000273273j 0.0121792-0.00329278j 0.00357486+0.0023362j -0.0101465+0.00232003j 0.0239148-0.00362831j 0.00933359+0.00198147j 0.0106876+0.00365119j 0.00760574+0.000104759j -0.00743752+0.00218562j -0.00110791+0.000336474j 0.000525073-0.00187618j -0.000743717-0.000573427j -0.00599189-0.00227576j 0.00660117+0.000290861j 0.00373606+0.00248039j -0.000414917+0.000101077j 0.00348018-0.000234941j 0.00173137-0.000556456j 0.00286076+0.000579103j 0.00537506+0.00335951j 0.00309016-0.000220286j 0.00283828+0.0007352j -0.000300371+0.00307572j -0.000683327+0.00121398j 0.00228019+6.83835e-05j -0.000521745-0.00326782j -0.000663654+0.00327118j -0.00348841+0.000500473j 
-0.00275021-0.00713801j 0.00451167-0.00379661j 0.000332334-0.013906j 0.00494303-0.0184619j -0.00317692+0.0124308j -0.0684048-0.0639025j -0.0123105-0.015909j -0.0220426+0.0307157j -0.00929373-0.0271064j -0.0259725-0.0470118j -0.00359758-0.00679809j -0.0274033+0.000561702j -0.00597315+0.0279406j 0.00141651+0.00338979j -0.00965045+0.00278287j 0.0127673+0.00480379j 0.00401682+0.00874545j 0.00104792-0.00261359j 0.0100314+0.00179208j 0.00376544-0.000852626j -0.00893634+0.00242353j 0.00340509-0.00358536j -0.00103716-0.00176546j 0.00730201-0.000121661j -0.00140088-0.00284564j -0.000133941+0.00626745j 0.00146367-0.00276349j -0.00255407-0.000383509j 0.00037892+0.00277324j 0.0111306+0.0052156j 0.0027744+0.00395898j 0.00282101+0.00375673j -0.00201606+0.00568764j -0.0146912+0.00898243j 0.0198306+0.00628058j 0.00420229+0.00695152j 0.00240532-0.0014699j -0.0241897-0.0022451j -0.00476414-0.00100615j -0.0093702+0.00304091j -0.0236834-0.00272829j -0.0229017+0.0079052j -0.0154257-0.00610735j 0.00803285+0.000129147j 0.0186002-0.00546565j -0.0142748+0.00254921j -0.0282882-0.00352812j -0.0153245-0.00147996j 0.00312401+0.00325401j -0.00120326+0.000741394j -0.0199672+0.00133399j 0.00830567-0.000200581j -0.00591728-0.000177337j -0.00812163+0.00120066j -0.00614487-0.00114976j -0.0019535-0.00119424j 0.0046337+0.000669788j -0.0048047-0.00261719j 0.00393833+0.00259398j -0.000904208+0.00136999j 0.000703501-0.000757363j 0.00779959+0.000616115j 0.00134674-0.000740636j -0.000734352-0.000289358j -0.000355798-0.000557613j 0.00168293+0.00232156j 0.00298115+0.00230926j -0.00183341-0.00281126j 1.22591e-05-0.000250852j 
0.00415295+0.00453512j 0.00591251+0.00612529j -0.00671939-0.00551857j -0.0119194+0.0213036j -0.0480373-0.0203424j 0.0378269+0.05662j -0.0836728-0.0389255j -0.00713211+0.00538103j -0.00749863+0.00679934j -0.0141575-0.004305j -0.0141932-0.0174476j 0.0244031+0.0292457j -0.0112828-0.0188163j 0.0054173-0.00169585j -0.00563799+0.00381755j 0.00015732-0.00189774j 0.0154187-0.000256593j -0.00916195-0.00287191j 0.00608964+0.000859338j 0.00441924-0.000695155j 0.0110218+0.00581196j -7.53826e-05-0.00131042j -0.00119118+0.00285091j -0.0024169-0.00377841j 0.000824164+0.000988293j 0.0032595+0.00259589j -0.00134838+0.00297558j -0.00177349-0.00432294j -0.00100691-0.000915592j -0.00148994-0.00213717j -0.0130847-0.00704862j -0.000380227+0.00400959j 0.0067585-0.00560198j -0.0079062-0.00346972j -0.0102883+0.00319409j -0.0250244-0.00367441j 0.0128391+0.000203411j -0.0227226+0.000206462j 0.00395119+0.00243692j 0.00547563+0.00372895j -0.0259026+0.00491742j -0.0257578+0.00356781j 0.022552+0.00305018j 0.00160981+0.00226154j -0.00188888+0.00781072j -0.00996463+0.00146115j -0.0211898-0.000857623j 0.0011612+0.00248677j 0.00474852+0.00134376j 0.00533574+0.00449915j -0.00573854-0.00243309j 0.00200749-0.0016105j 0.00186248-0.00139054j -0.00454918-0.00504648j 0.00647656+0.00212273j 0.000391541+0.00227215j 0.00313733+0.000999184j -0.000458509+0.00141133j 0.00323872-0.0008308j -0.0022215-0.00154444j 0.000791493+0.00113266j -0.00236295-0.00141622j 0.000939032+0.0015276j 0.000285793+0.000920822j 0.000594013-0.000158869j 0.00178038+0.000416169j -0.00117946-0.00188737j -0.00281351-0.000330484j -0.000279933-0.00213995j 
0.000867857-0.00453358j -0.00167444+0.00868329j 0.015691-0.0301956j -0.0100812+0.0288082j 0.000739129+0.0149474j -0.0329958-0.036748j -0.0258676-0.0469263j 0.0403538-0.01428j -0.0665958-0.0252685j -0.0244585-0.0249294j -0.013342-0.00683637j 0.0177927-0.00964974j 0.0437487+0.000587582j 0.0101935+0.00236874j -0.00748019+0.00774269j 0.00500793+0.00360727j 0.027209+0.0123757j -0.00914345+0.00326326j -0.0135582-0.00121425j -0.0031153-0.00326358j 0.0264582+0.00664335j -0.0125718-0.00693617j -0.000297861+0.00580754j -0.013319-0.0038495j 0.00570207-0.00146241j 0.00512416+0.00990819j -0.00487601-0.000409843j 0.000160556-0.00719705j 0.0019759+0.00275054j -0.00118136+0.00759856j -0.00699928-0.00430972j -0.0161786+0.0156882j -0.00646834-0.009978j 0.0131251+0.00525189j 0.0121406+0.0103515j -0.0209675-0.00303631j -0.00237148-0.00262554j 0.0502573-0.00598303j -0.0133683+0.0109795j -0.0235973-0.000673707j 0.0226278+0.00667808j 0.0383077-0.00332949j -0.0210737+0.00374958j 0.0157268-0.00608651j 0.00619289+0.0162517j 0.012865-0.00171999j 0.022783+0.00736663j -0.00145753-0.000291208j -0.0104137-0.00187663j 0.00883535+0.00279166j 0.000526602-0.00121718j -0.00455421-0.00269641j 0.00222242-0.00213138j 0.00311486-0.00799339j 0.0024326+0.00376196j 0.00254658+0.00396642j -0.000765807-0.000168777j 0.00186542+0.00692025j -0.00433198-0.00282404j -0.00484892-0.0054666j -0.00480021+0.00196026j -0.01079-0.00364123j -0.00538212+0.00129305j 0.00708023+0.00422158j 0.00180041+0.000243274j 0.00396204+0.000831948j -0.00365918-0.00133046j -0.00382593-0.00295957j 0.00298943+0.000252813j 
