-0.0107178+0.00348443j -0.00535405+0.00634702j 0.0142525-0.00688461j -0.00830433+0.00251773j 0.00391765-0.00144224j -0.00149812+0.00266227j 0.0108469-0.00599137j -0.0186674+0.00623104j 0.00725713-0.006718j -0.0132711+0.00590394j 0.0111801-0.00777925j -0.00448547+0.00558917j 0.00427856-0.00385116j 0.00710252-0.00371146j -0.014603+0.000206802j 0.00706364+0.00271684j 0.0279894-0.00662044j -0.0043372+0.00253724j -0.0056544+0.00461522j 0.0249181-0.00262662j -0.00258111-0.00382403j -0.00978955-0.000184827j -0.00479836-0.00406804j -0.00811494+0.00362366j -0.00126617-0.00992019j -0.00635375-0.0161607j -0.0161737-0.011615j -0.02921-0.0124449j 2.63066e-05+0.0196557j 0.00266285-0.00919923j 0.0135392+0.00773251j -0.011174-0.0129311j -0.000985331-0.00858498j 0.0052605+0.0117379j -0.00351759-0.00669518j 0.00377546+0.000398055j 0.00721236+0.0188183j 0.00194819+0.00230618j 0.00262203+0.00738786j -0.00189952-0.00723405j -0.00357234-0.00113263j 0.00426328+0.00443971j 0.00172192+0.00275582j -0.001681+0.00414552j 0.00337969+0.00384502j -0.000473342-0.00570501j 0.00165593+0.00092294j -0.000225938+0.0064339j 0.0028179+0.00893723j 0.0066094+0.0012247j -0.00419356-0.0201728j -0.00213262+0.00362725j -0.0015087-0.0151236j -0.0042016-0.0095405j 0.00370518+0.0213767j -0.00117675-0.0078761j -0.00119936-0.00343403j -0.00293016+0.0159263j -0.00299552-0.00259356j 0.00358287+0.00294898j -0.00148013+0.00477781j 0.00369215-0.0135914j 0.00197067-0.00183185j 0.00355764-0.00367791j -0.0104218-0.00496819j -0.00831336+0.0136078j -0.00449948+0.0150553j -0.00379423+0.0178057j 0.00257353-0.00703827j 
0.000521575+0.00285002j 0.00203238+0.0083761j -0.00056488-0.00565008j 0.00362833+0.0041076j 0.000930735-0.00162249j 0.00764271+0.0110797j -0.00405946+0.000106085j -0.000295123+0.0015899j -0.0024055-0.000492538j 0.00224013+0.00275502j -0.00637516-0.01034j 0.00351604-0.00467387j -0.00969541-0.025957j 0.00830198+0.041328j -0.000765928-0.0256078j -0.00562219+0.0177653j 0.00337006+0.00946587j 0.00312888-0.0127072j -0.0120448+0.000558305j 0.000450116-0.00980398j 0.00251278-0.0105783j -0.0110102-0.00694655j 0.020414-0.029771j 0.00833287-0.0358816j 0.0101154-0.0171824j 0.00391846-0.0075203j 0.00108774-0.00280586j -0.00422516+0.0023303j -0.000126633+0.000878081j -0.00169389+0.00239652j -0.0026316-0.00524894j 0.000513534+0.00276577j -0.00128821-0.000877232j -0.000644388+0.000316779j -0.00162863-0.000524895j -0.00147364-1.23187e-05j -0.00102503-0.000307781j -4.75054e-05-0.000546254j -0.000583611-0.000104709j 0.000230633+0.00103998j 0.000932062-0.000299565j -0.000742811+0.000937622j 0.000428276+0.0010066j -0.000366839-0.00012435j 0.000356456-0.000251033j 0.00129156-0.000277989j 0.000171791+0.000461668j -0.00125003-0.000336081j -0.00105956+0.00169061j 0.0016123-0.000471525j -0.00223552-0.00147455j -0.000249138+2.41409e-05j 0.000919074+0.00136132j -0.000656376+0.000248188j 0.000612682+0.000274982j 0.00192744+9.73999e-05j 0.00119325-0.000839367j -0.000968663+0.00146822j 0.00168636-0.000326584j 0.000697387-0.000250215j -0.00110458-0.00070816j 0.0012654-0.000520997j 0.00370024-0.001847j -0.00150106-0.00223771j -0.00175308+0.000118465j 4.92715e-05+0.000715357j -0.0002609+0.00156308j 0.00272561-0.00264558j -0.00271094-0.00019571j 
-7.96736e-05-0.000409032j -0.00225909-0.00931264j 0.000115922+0.00215696j -0.00322059-0.00199598j 0.00164389+0.00371959j -0.00760655-0.00855611j 0.0076016+0.010927j 0.000651031-0.000910102j 0.00132978+0.00211428j -0.00257889-0.00818777j -0.00314025-0.0237291j 0.0014416+0.0150264j -0.00157437+0.0151168j 0.00437295+0.0407891j -0.0034725+0.0610952j 0.00504448+0.0273806j -0.00863943+0.0149858j -0.00652572-0.0141499j -0.00202988-0.000130323j 0.0113832-0.027521j -0.00389037-0.0463011j -0.00941915+0.0360703j -0.0122574+0.0291645j 0.0101035-0.0125665j -0.00104123+0.0131883j -0.00422481+0.00480834j -0.00174616+0.00471073j 0.00414315-0.00294371j -0.00104168-0.000550432j 0.00103507-0.00409585j 0.00318816+0.0048538j -0.00039876-0.00198277j 0.000635003+0.000125005j 0.00165731+6.10822e-06j 0.00131374-1.56632e-05j 0.00195552+0.000486109j 0.000368378-0.00028818j 0.00069234+0.000890361j 0.000103877-0.000416646j -3.42389e-05+0.000610845j 0.000371547+0.000678898j 0.000197305-0.00168767j -0.00116093+0.000708702j 0.000879724-7.49898e-05j -0.00153456+0.000161167j -0.0015337+0.000872774j 0.000517716-0.000676878j -0.00063537+0.00108362j 0.001326+0.00112425j -0.00122103-8.72171e-05j -0.000860874+0.00111676j -0.000455933-0.000602426j 0.000457993-0.000251784j -0.0012889+0.000932389j -9.44042e-05-0.000542998j -0.000799416-0.00109413j 0.0010758+0.00218935j -1.38988e-05-0.000590393j 8.0004e-05-0.00142631j 4.16484e-05-0.00161763j -0.00115489+0.00167786j 0.000519964-0.000460328j -0.00208172+0.00178218j 0.00358627-0.000227101j 0.000268635-0.000159579j 0.00109136-0.0012317j 0.000555992-0.00189388j -0.00176911+0.00253154j 0.0030972-0.000458517j 
0.000721605+0.00396728j -0.000845319-0.0024996j 0.00242643-0.00258568j 0.0042103+0.0179265j 0.0108126+0.0237404j -0.00881889-0.0166315j 0.00824549+0.0198611j -0.00393994+0.000185119j -0.00847322-0.0166893j -0.00293165+0.02827j 0.000717076+0.0100352j -0.00363208-0.0525261j -0.00811683-0.0244795j -0.0090778-0.0294085j 0.00326224+0.0040741j 0.00439983+0.00738273j -0.00824586+0.00928266j -0.00588852-0.00271015j -0.00543096+0.0168248j -0.0163841+0.0340525j 0.00541503-0.00314486j 0.00365071-0.00931997j -0.00761992+0.0128758j 0.00483715-0.0150518j -0.00421825+0.0157581j 0.00320649-0.00594919j -0.00179294+0.00131954j -0.000485531-0.00198506j -0.0022405+0.00172481j -0.000670104-0.00378815j 0.00146942-0.000115177j -0.00213422+0.000193043j -0.00204399-0.00510467j 0.00301771+0.00389754j 0.00183995+0.00115885j 0.00148485+0.00129933j -0.00057879-0.00217285j 0.000144782-0.00281539j 0.000120449-0.00301521j -0.0012739+0.000258611j 0.00182347-0.00111872j -0.00142293-0.00037189j -0.001774-0.000690134j -0.000848821-0.000547739j -0.000781023-0.00119632j 0.000812877-0.00027741j 0.000942376+0.00130669j -0.00140372+0.00181652j 0.000800011+0.000886548j -0.00090878-0.000194851j 2.52984e-05-0.00121355j -5.80668e-06-0.000476779j -0.000290189-0.00135528j -0.000601359-0.000657098j 0.00146992+0.000240366j -0.00209293-0.00126234j 0.000570925+0.000787479j -0.000473194+0.000840467j -0.000168521-0.00138689j 0.000927202-0.000747191j 0.00111321-0.000967777j 0.000500037-0.000595512j -0.000663139+0.000808694j 0.00274937-0.000519235j -8.71031e-06-0.00205701j 0.00047138+0.000931793j 0.00199606-0.000457944j 0.00156583+0.000157933j 0.000856624-0.00156076j 
5.48051e-05-0.00071946j 0.00131985+0.00528607j 0.000585187-0.000134024j 0.00260186+0.0044589j -0.000801284+0.00494812j -0.00245809-0.0122367j -0.00597234-0.00406749j -0.0106698-0.0317431j -0.00638561+0.017064j 0.0105559+0.0448564j 0.00112686-0.00396249j -0.0050414+0.0234684j 0.00341701+0.0303658j -0.00387314+0.0181462j 0.00558753+0.030027j -0.00426573+0.0607365j 0.00660547-0.00661828j 0.000799432-0.0138799j 0.00919603-0.0332036j -0.00617902+0.0191656j 0.00310343-0.00767298j -0.000208408-0.00311059j 1.26873e-05-0.00390275j -0.00138611+0.0031758j -0.00052871+0.0015392j 0.00267185-0.00405248j 0.000154316-0.00207149j -0.00166909+0.00170099j 0.00121865+3.26352e-06j -0.000376527+0.00254061j -0.00190749-0.002455j -0.000366562+0.000597804j -0.00048391-0.000832893j -0.000936756+0.00135522j 0.00109751+0.00178338j -0.000931943+0.000933297j 0.000126078+0.000422547j -0.00138349+0.000601729j -0.000768594-0.00237887j -0.000725181-0.00157277j -0.000273958-0.000698441j 0.000188686-0.000559393j -0.000338949+0.000948058j -0.00112025-0.000287825j 0.000774546+0.000979721j 0.000922211-0.000334785j 0.00100602+0.000166084j 0.000770582+0.000391018j 8.47047e-05-0.00163928j -0.000535562+5.45463e-05j 0.000567548-0.000131399j 0.000741743-0.000394201j -0.000179037-0.0010571j 0.000948945-0.000106744j 0.000267044+3.40521e-05j 0.000799946-0.000941178j -0.00060837+0.000108614j 0.00102817+4.75498e-05j -0.000283626+0.000592405j 0.000844522-0.000159429j 0.000528884-0.000487561j -8.87095e-05-3.72353e-05j 0.000116387-8.03788e-05j -0.000961788-0.000362861j 0.000657282-0.000861433j -0.00091553+0.00117686j -3.37405e-05+0.000784108j 0.000394861-0.0013225j -0.00174646+0.000531836j 
0.00105485+0.00776665j -0.00389164-0.0132117j -0.000767671-0.000473597j -0.00828355-0.010351j 0.00542043+0.00272999j -0.00140381-0.0205974j -0.00307738-0.0309869j -0.00442234+0.0215054j 0.000532046+0.0137297j -0.0020369-0.00520616j 0.0161428+0.00703509j 0.00106338-0.0271383j -0.00167046-0.0108951j 0.00921681-0.00233137j -0.00133208-0.0339107j -0.0054581+0.0178444j 0.000906436-0.0195383j -0.00720237+0.0429986j 0.00326641+0.00320315j 0.00446653-0.0163668j -0.00565075-0.00293863j 0.00196494-0.00344412j -0.00410926+0.0191606j 0.00143527-0.0015706j -0.00258108+0.00137285j -0.00572278+0.0121479j 0.00178354-0.000459583j 0.0017324-0.00309621j -0.00406294+0.00165387j -0.00096607-0.0101034j 0.0057185+0.00377873j 0.00086813-0.00157383j 0.00166117+0.00143029j 0.00264288-0.00161668j -0.000715467+0.00351167j 0.00016408-0.00315847j 0.00337445-0.000497831j 0.00100174+0.00112678j 0.000219358+0.000454764j -0.000860404+0.0017141j -0.00206696-0.00105212j 0.000567643+0.000309814j 0.000270815-0.00197434j 0.000400314+0.000707329j -0.000456639-0.00121342j -0.000938591-0.00125355j 0.00118435-0.000523502j 0.000866778-0.000330075j 0.000418737-0.000599619j 0.00150048+0.00172045j 0.000656329+0.00109665j 0.00021807+0.00115893j 0.000162003+0.00153804j -0.000443921-0.000237762j -0.00153221+0.000545377j 0.000211568-0.00043531j 0.000617361+0.000122981j -0.000651978+3.29514e-05j -0.00212273+1.29906e-05j -0.000545025-0.000929929j -0.000787396+0.000972891j -0.00143588+0.000660962j -0.000838892+0.0013196j 0.00180044+0.00186372j -0.00226833+0.00135776j 0.00252061-0.00262919j -6.67778e-05-0.000949199j 0.00106455+0.0023566j 0.00379658-0.00257987j 
0.00451702+0.0183765j -0.00278671-0.00249131j -0.00597331-0.0257378j -0.00306066-0.0136981j 0.0141435+0.0120382j 0.00519193-0.0298459j 0.00531539+0.0308155j -0.00151094-0.0480413j -0.00482526+0.0111887j 0.0101624-0.0105368j 0.0054446-0.0287218j 0.00608294+0.0116229j -0.0053292+0.00169886j -0.00123196-0.00188404j -0.00225956+0.0087691j 0.00037144-0.000486204j -0.00490761+0.00482962j -0.00169158+0.0189995j -0.0017714+0.0108631j -0.0050891+0.00291678j -0.000422994+0.00123613j 0.00234359-0.00838042j -0.00404934+0.0148802j 0.00388068-0.0122934j 0.00260384-0.0120858j -0.00310575+0.00785821j 0.00218368-0.00587518j -0.00303227+0.0014558j -0.000596808+0.00117245j -0.00621737-0.0128201j 0.00390413-0.00510659j 0.00366458+0.0058436j -0.000833264+0.00150051j 0.00369409+0.000195358j -0.00348301+0.00531801j 0.000349367+0.00634278j 0.000952318+0.00250931j 0.00134261+0.00346005j -0.000496609-0.00323506j -0.000402163+0.0029266j -0.000731498-0.000980795j 7.53296e-06-0.00149555j 0.000649964+0.000172623j 0.000428712+0.000619419j -0.000101207-0.00063965j -0.000555355+0.000289266j -8.61734e-06+0.000586102j 0.000406775-0.000219579j 0.00151026+0.000657135j 0.00150289+0.00110888j -0.000579843+0.000592846j 0.00054664+0.000853286j 0.000318008+0.00156223j -0.00108102-0.000976363j 7.58062e-07+0.000885369j 0.0004627-0.000417978j 0.000134799+0.000270333j -0.000838261+0.0013802j -0.00154841-0.000569188j 0.000695225-0.00250274j -0.000393954-0.000403145j -0.0011374-0.000850843j 0.00025645+0.00257195j -0.000518849+0.000253709j -0.00245111-0.000138905j 0.00267436-0.00237314j -0.00183623+0.000881164j 0.00275087-0.00159685j -0.000379725-0.00247708j 
0.00267425+0.00298861j 0.0028658+0.0111562j -0.00243863+0.00332036j -0.0121729-0.0331215j 0.00701235+0.0450554j 0.00897404+0.0227447j -0.00832632+0.00125448j 0.000203465+0.0190797j -0.00387043+0.035733j 0.00709511-0.0390926j -0.00968829+0.00526468j 0.0027712-0.0242158j -0.00623988+0.0012824j 0.00207687-0.0139907j -0.000368005+0.0107869j -0.000270772+0.00280388j -0.0036921+0.0138778j -0.00189576+0.00644672j 0.00340157-0.00763882j 0.000476707-0.00385734j 0.00105862+0.00133178j 0.00137697-0.00879411j 0.000642359-0.00669169j -0.000261995+0.00030527j 0.00140016-0.00412234j 0.0015018-0.00189486j 0.00077054-0.00287595j -0.000424294+0.00129167j 0.00187491-0.00117488j -0.00370923+0.00123725j -0.00336772-0.00765408j 0.00300142+4.94908e-05j 0.00428419+0.00688281j 0.000133092+0.00587048j -0.00201902-0.00230426j -0.00270257+0.00143908j 0.0010312+0.00172834j -0.000274032+0.00435835j 0.000664971+0.00333475j -0.000862701+0.00106554j -0.000977424-0.00218613j 0.000603016+0.000340149j -0.000911837-0.000626584j 0.000323475+0.00032119j 0.000555473+0.000165351j 6.2875e-05+0.00109189j 4.64391e-05-0.00148961j 0.000384246-0.000662874j 0.000509808-0.000243385j 0.000402415+0.00283598j -0.000924476+0.000796317j -0.000556192+0.000925407j -0.000170112+0.00143041j 0.000400263-0.000877917j 0.000424066+0.00105267j 0.000393056+0.00086393j -0.000449274-0.000747831j 0.000116332+0.00125706j 2.02807e-06+0.000748032j 0.000766897+1.46874e-05j -0.00043165+0.00117119j -0.000767471+0.000449119j -9.80093e-05+0.000843089j -0.00114396-0.00129094j 0.000505413+0.000326166j -0.00105997+0.000320156j -0.0010836+0.00161114j -0.000271042-0.00182423j -0.00176356+0.00109802j 
0.0103469-0.000885277j 0.00526001-0.00120592j -0.00811638-0.00209184j 0.0061402+0.00183885j -0.00266705-0.00100265j 0.00167639-0.00512238j -0.00720452-0.00615946j 0.0082575+0.00749665j -0.00400397-0.011632j 0.00135233+0.00276865j -0.00861116-0.00116163j -0.00165103+0.000858958j 0.00551731+0.00104257j -0.000110596-0.00421814j 0.00645131+0.000698696j -0.00422802+0.00176185j 0.00141955-0.00220656j 0.00999834-0.00338934j -0.0011762-5.548e-05j 0.00893938-0.0121972j -0.0020011+0.00218429j -0.00128012-0.00405939j 0.00472832-0.0287207j -0.0213546+0.0124264j -0.017214-0.0185544j -0.0139129-0.0398734j -0.000625943-0.0135477j 0.00924359+0.0494928j 0.0483791+0.0288106j -0.00903355+0.001396j -0.00920307+0.00272964j 0.00641961-0.00253302j -0.00190645-0.00202737j -0.000572434+0.00117894j 0.000664536-0.00121723j 0.000174176-0.0045976j -0.00297043+0.001497j -0.000791787-0.00605532j -0.000287556+0.00253921j -0.000872265-0.00514249j -0.00223325+0.00819432j 0.00156262-0.00112129j 0.000650925-0.0014172j 0.00128357-0.00176485j -0.00193429+0.00441244j -0.000120233-0.00140573j -0.000894213-0.0017379j -0.00175492-0.000471425j 0.00133859-0.000772907j -0.00299772-0.00157293j 0.000745493+0.00501582j -0.000781481-0.000994596j -0.00387185+0.00391553j 0.00219588+0.00155514j -0.00192507+0.00309033j 0.00151164+0.00202565j -0.000377449-0.000346173j 0.00365038-0.00196568j 0.0108795+0.012177j -0.00368016-0.00568467j -0.00152246+0.00442155j 0.0043278-0.00993723j -0.00262444+0.015723j -0.027864-0.0112234j 0.025331-0.0110291j -0.00277854+0.00439895j -0.0304364+0.00289586j -0.0240958-0.0280677j -0.0379291+0.0224241j 
-0.0042987+0.00156064j 0.0108157-0.000294047j -0.00825636-0.0041031j -0.00883553+0.00250766j -0.00973427+0.00612951j -0.00832976-0.00388991j 0.00296531+0.00202725j -0.000505302-0.00886371j 0.00533669+0.00178718j -0.000941095-0.000682284j 0.00339858+0.00179657j -0.00719605-0.000226064j -0.000976819-0.00576558j 0.000526046-0.000461342j 0.00249017-0.00411542j -0.00375967+0.00146528j -0.00314519-0.0113657j -0.00362558-0.0022716j -0.00489941+0.0113531j -0.00337919+0.0143137j -0.000442532-0.0178653j 0.00429638+0.00601199j -0.021446-0.0107837j 0.00561948+0.0238679j -0.0208294+0.0169674j 0.00848847-0.00883513j 0.0105557+0.0309686j 0.0493393+0.0278916j -0.0101655-0.0437772j 0.00808469-0.00326373j -0.00812465-0.000128345j 0.00191357+0.00223063j 0.00467949-0.00605416j -0.00114056+0.00426011j -0.000777954+0.00317673j 0.0025903-0.0013556j 0.00314581+0.00346081j -0.000470721-0.00292248j -0.00165675-0.00274256j -0.0009209+0.00401077j -0.000301388+0.00138659j 0.000744475+4.32522e-05j -0.000938385-0.00160995j 0.00240734+0.0018076j -0.0012878+0.000142871j -0.003652-0.0035894j -0.000299581+0.00116493j 0.00083288+0.00375911j 0.00105738+0.00223501j -0.00229264-0.00139225j 0.0017942-0.00392855j -0.00103451+0.000778173j -0.00170123+0.00112651j 0.000435812+0.00380543j -0.00266423-0.00407646j 0.00204333-0.00374608j 0.00364012-0.00104922j -0.00675804-0.00921042j 0.00347436-0.0018748j -0.00110416+0.0124521j 0.00742167+0.0162639j 0.00156213+0.00369794j -0.0247306+0.000991112j 0.0145587-0.0118589j 0.0115933+0.015438j -0.0316755+0.00439479j 0.00499951-0.00899816j -0.0385777+0.0218934j 0.0231687+0.0272544j 
-0.00739624+0.000297344j 0.00294206-0.00237756j -0.00325282+0.00277126j -0.00263275+0.000993355j -0.0015925+0.00690797j -0.00692292+0.0051857j 0.00230877+0.00454399j 0.0125828-0.00948672j 0.00251744+0.00671758j 0.0108397-0.00160417j -0.00330521+0.00792725j -0.00471154+0.00295553j -0.00131592-0.00622778j 0.00241661+0.00132844j 0.0113484-0.00461902j -0.0143883+0.000233848j -0.00837432-0.0131345j 0.0161027-0.00240019j -0.0172086+0.00757605j -0.00264585+0.00108501j -0.00754804-0.0173042j -0.00429878+0.0230253j 0.0192972+0.00186737j 0.0342903+0.00976232j 0.00205589-0.0134399j -0.0661183-0.047358j -0.0359985-0.00704502j 0.00923233-0.00405522j -0.00450554+0.00168871j 0.0122456-0.00732967j 0.000723996-0.00171105j -0.000590945-0.00424574j 0.00485515-0.00411834j -0.00077701+0.00613425j -0.000431058+0.00059625j 0.00511465+0.000484363j 4.48705e-05+0.0159124j 0.00214525+0.00456027j -0.00316511+0.0047858j -0.00114702-0.000962764j -0.0051363+0.00275761j 0.00186837-0.000220046j -0.00224889-0.00305485j 0.00496009+0.00663769j -0.00696644+0.00077897j -0.00348676-0.00887053j -0.000897135-0.00151774j 4.63035e-05+0.00623026j 0.00247111-0.000838932j -0.00152034-0.018588j 0.0020773-0.00177318j -0.00399671-0.00482439j -0.00904904-0.00123364j 0.00288554+0.00341882j -0.00844034+0.000918881j 0.00796244+0.0115326j 0.00839525+0.00127452j -0.00914666+0.0139838j 0.00576119+0.00708146j -0.00466235-0.00106732j -0.00253144-0.0197867j 0.00746567+0.0103857j 0.0188817-0.0161785j 0.0093432+0.0100906j 0.0218897-0.00625234j 0.0360208-0.0105646j -0.0087689-0.0262283j -0.0165112+0.00125878j 0.000628943+0.00073537j 
-0.00394176+0.00750865j -0.00558759-0.00168464j -0.00249629+0.0079695j -0.000583059+0.00701787j 0.00088045+0.00436722j 0.00727538+0.0107365j 0.0112197-0.00194408j 0.0047698-0.00767081j 0.00471715+0.00355221j 0.0163775-0.00397301j 0.00446752-0.00207227j -0.000251509+0.000200487j -0.00678318-0.00174942j 0.00422616-0.00254239j 0.0021679-0.000451622j -0.0116205+0.00502714j -0.0150695+0.00304284j -0.0032584+0.0172953j 0.00928801+0.0128745j -0.00490413-0.00173405j -0.0230323-0.00263785j 0.00618432-0.000974988j 0.00432742+0.0215484j -0.0251282-0.00703387j 0.00843247-0.00293208j -0.0318564-0.00790691j 0.0576457+0.0215577j -0.00203206-0.0123133j -0.0180949+0.0186479j 0.00767486-0.00966598j 0.01788-0.0102265j -0.00687359-0.00708675j 0.00469403-0.0094749j -0.000730907+0.00706893j -0.00868838+0.000175725j 0.00610702-0.00169079j -0.000349722+0.0105645j -0.000527372+0.00695351j -0.00496701+0.00702178j -0.00124262+0.0015935j -0.00110834-0.00247436j -5.41176e-05-0.000754935j -0.00130315-0.000306424j 0.00262735+0.00112757j -0.00346987-0.00243792j -0.00241439-0.00103901j -0.0015559+0.000504848j 0.000594522+0.00647916j 0.000398727-0.00506377j 0.00975449+0.00589244j 0.00759217-0.00696484j -0.00579474+0.00249722j -0.000108746-0.00144942j -0.00502772-0.000565493j -0.00104018-0.00667818j 0.0106653-0.0128689j 0.00428725+0.00451069j -0.000428476-0.0246016j -0.000781368+0.00154908j -0.0140782-0.0197368j 0.003921-0.00172353j -0.00986243-0.00853423j 0.00245002+0.0153299j -0.00972135+0.00767147j -0.0290398+0.00956015j 0.00116266-0.0223188j -0.0161858+0.00014571j -0.0123297-0.0036084j 0.0130889+0.000431772j 
0.00184151-0.00515136j -0.00415723-0.00796369j 0.00110835+0.0103486j 0.00237155+0.000134435j 0.00190591+0.00921706j 0.00097413+0.00294904j -0.00136308+0.00308476j -0.000583172-0.00757437j -0.00282342-0.00303807j -0.00115547-0.00224022j 0.000177414+0.00691829j 0.000802538+0.00776729j 0.00239306-0.00476059j 0.000582867-0.000895269j -0.0031564-0.00848488j 0.00211879+0.00860739j -5.40629e-05+0.00164762j -0.00233477-0.012212j 0.00606266+0.00556291j 0.00345328-0.00802217j -0.00367382+0.0075403j 0.0054419-0.00676904j -0.0143005+0.00151301j -0.00155263+0.0179682j 0.00550619+0.0445452j -0.0262771+0.0208383j 0.0116762-0.030992j 0.039468-0.0367272j -0.00436592-0.0266002j 0.00959651+0.00170889j -0.00883698+0.0147821j 0.0108132-0.00947883j 0.00528014-0.00190253j -0.00412007+0.00551449j 0.00716951-0.00332854j 0.00771816+0.0017448j -0.0101883+0.00443827j 0.00459081-0.00210908j -0.00101253+0.000965332j 0.0019551-0.005229j -0.0152561+0.00298293j 0.00469172-3.12099e-05j 0.00222507+0.000184769j 0.00126705-0.000385283j -0.00892662-0.00183237j 0.00810099-0.00126956j -0.00075112+0.00027918j -0.00696726-0.00352473j 0.000637598-0.00221154j 0.00107173+0.000393047j -0.00251685+0.00549623j 0.00105021-0.000738227j -0.00882598-0.00246993j -0.00141126-0.000812945j -0.000302523-0.00220539j -0.00328609-0.000634747j -0.00233386+0.00254822j 0.0167808-0.000780681j -0.0133473+0.0119239j -0.000341557-0.0128893j -0.0231528+0.00421549j 0.00723336-0.00228483j -0.0220499-0.00175484j 0.0204747+0.00293968j -0.0021515+0.00499885j 0.0024144+0.00458585j -0.0233517+0.00229531j -0.00615309-0.00848377j -0.0218809-0.0149345j 
-0.00689356-0.00444442j -0.00413896+0.00439309j 0.000804992+0.0018359j -0.000360962-0.00846292j 0.00224875-0.00616988j 0.00394257-0.00426567j 0.00535365+0.00795283j 0.00411791-0.0086998j 0.000805542+0.0102364j 0.00836894-0.00362167j 0.00306569+0.00913874j 0.00180066-0.00672808j -0.00319823-0.00484801j 0.00295785-0.000642066j 0.00187896-0.00170638j -0.00755132+0.00123306j -0.00343418-0.00255363j -0.00576327-0.00181958j -0.00086159+0.00184902j -0.00778609-0.016376j -0.00662548+0.000996775j -0.00385561+0.00759756j -0.00486213-0.018978j -0.0182373+0.0180765j 0.0104708-0.0181372j -0.026812+0.0439481j -0.0103784+0.0211898j 0.006813+0.0209964j 0.0332571-0.0313316j -0.00615438+0.010244j -0.00619987-0.00493721j 0.00391554-0.00412605j -0.00813932+0.00425918j 0.000149974+0.000836217j 0.00321776+0.00559708j -0.00506594+0.00582129j -0.00218531+0.00505377j 0.000965369+0.00581668j -0.00112596+0.00560062j 0.010494+0.000115498j -0.0018632-0.00799538j -0.000966177+0.00300915j -0.000502145-0.00116112j 0.00252527+0.00286514j 0.00140753-0.00346746j 0.00066791+0.00181401j 0.000213201-0.00137244j 0.00703828+6.90571e-05j 0.00324533-0.0037355j 0.00713742+0.00128701j -0.00864036-0.00535375j 0.000691604+0.000600678j 0.00120863-0.00403991j 0.00187455+0.00346472j -0.00717475-0.00200484j -0.00102437-0.00873813j -0.00254563-0.00108464j -0.0126296-0.00168225j -0.0179446+0.000738944j 0.0226647-0.0127539j 0.0199432-0.0175921j 0.0104654-0.00341451j -0.00918404+0.0097448j -0.00916927+0.000293826j 0.0147593+0.0219868j 0.0310317-0.00657967j -0.00844015-0.00114591j 0.016426+0.0140809j -0.00046394-0.00754303j 
0.000143622-0.00315743j -0.0022063-0.000288889j 0.00331211-0.00413905j 0.00626891-0.00188295j 0.0096201-0.00102735j -0.00476382+0.00447742j -0.000180034-0.00104069j 0.00518857+0.00725291j 0.00114202-0.00130456j 0.00168899+0.00611104j -0.00849458+0.00449613j 0.0125093+0.00169637j -0.0128891+0.00651893j 0.00645891-0.00223379j -0.0117451+0.00543473j 0.0106884-0.0156739j -0.0274596+0.0115209j -0.00999606+0.0064215j -0.0573398+0.0110229j 0.02131-0.00220892j 0.0059893+0.00788626j -0.0521161+0.00132133j 0.0226633+0.023195j 0.0222994-0.00495539j 0.0353624+0.0177995j 0.00675613-0.0197972j -0.00211458+0.00368642j 0.000511439-0.00106054j -0.000619612-0.00085654j -0.000938756+0.00445636j -0.00336026+0.00443695j -0.000547462+0.00205056j -0.00589065+0.00773344j 0.00494082-0.00505507j 0.0041119+0.0013827j -0.00149252-0.00226598j 0.00178528+0.00049203j 0.0036908-0.00143968j 0.0046066+0.00183038j -0.000344199-0.00533446j -0.000399337-0.00339606j 0.000664524+0.00707744j 0.00043986-0.00495597j 0.00117736-0.00735432j 0.00144768+0.010856j 0.000242849+0.00481871j 0.00148297-0.0009187j 0.00511968+0.00103095j 0.000321111+0.02577j 0.000567204-0.00726392j -0.0116035-0.00612199j 0.00723994-0.00672416j 0.00138772+0.015895j -0.0110141+0.00951474j 0.00300195-0.00407412j 0.0056326-0.0240891j 0.00302127+0.0195613j -0.0158136+0.00577035j 0.0158001-0.0157945j 0.00112622-0.0179985j -0.0237513+0.0062614j 0.0179176-0.00624077j 0.0072075-0.00431469j 0.0157948-0.0202618j -0.00859588-0.00112964j -0.00569711-0.00396682j 0.00208664-0.00211445j 0.00520726+0.00129481j -0.00153045-0.000448734j 
