-0.00119437+0.00896666j -0.00930532-0.00946609j -0.00368354-0.0126957j 0.00861054+0.0170713j 0.00650704+0.0182701j 0.00140996-0.00171864j -0.000494783+0.0222845j -0.00541165-0.0127344j 0.000456067+0.00660999j -0.00149238-0.0242775j 0.00187996-0.00860999j 0.00192735+0.00483148j 0.00412773-0.00602935j -0.00615703+0.0292648j -0.0134612+0.00935573j -0.00430343-0.0014007j 0.00182336-0.00194309j -0.00191576+0.00185886j 0.0136334-0.00907966j 0.00974576-0.00758336j 0.00331134-0.00177262j 0.0149705-0.00324024j 0.00483453-0.00502546j 0.0108088-0.00504604j 0.0141234-0.00301728j -0.0193804+0.00233705j -0.00795034-0.000403127j 0.00492773+0.000871694j 0.00464012-0.00455994j -0.0109714-0.00029532j 0.0103631+0.000404247j 0.0176177+0.00110324j -0.00846375-0.00234264j 0.00238862+0.00066433j -0.00795383+0.000781243j -0.0232568-0.00690099j -0.00147102-0.0101543j 0.00519411+0.0071041j 0.00937394-0.00458632j 0.00696826+0.000771832j -0.00549049+0.00620618j 0.00211103+0.00176854j 0.00389747+0.00573621j 0.0044948+0.00242211j 0.000664518-0.00519453j 0.00639995-0.00329653j 0.00232502+0.00457972j 0.00594118+0.00251093j 0.00379658-0.00508031j -0.0042425+0.00247665j -0.00408215-0.00821818j -0.00557339-0.00106324j 0.00110561+0.00328145j 0.00615398-0.00509586j -0.00142006+0.00782026j -0.00421573-0.00274842j -0.00489268+0.00785021j 0.00409701-0.000112864j -0.00889249+0.0012903j 0.00138138+0.00548101j 0.000209019-0.00210079j -0.00410232-0.000162897j -0.00788754-0.00380644j 0.00997959+0.00450536j 0.00489579+0.0030273j -0.00388295-0.00435697j -0.00152559+0.00154961j 0.0025088+0.000743611j -0.00365483-0.000116698j 0.00554289-0.00655146j -0.00900748+0.00536429j -0.00291886+0.000828552j -0.00532267+0.000590327j -0.00066988-0.00260362j -0.0040634+0.00536717j -0.00918196-0.00241496j 2.5098e-06-0.00438627j -0.00527303-0.00255009j -0.00262985+0.00362778j -0.00696006-0.00775487j -0.00255539-0.0046727j -0.00503285-0.00372726j 0.0048601-0.0035026j 0.0010031-0.0103776j 0.00557811+0.00294344j -0.00296803-0.000826475j -0.00754093-0.002275j 0.00614739-0.00293684j 0.00487273+0.00411999j 0.00159199-0.00626369j -0.00183845+0.00788564j 0.0109078+0.00394498j 0.00352295-0.00507437j 0.00471934+0.000584553j 0.00124934-0.00864467j 0.00317963+0.000561988j -0.000258246+0.0083784j 
0.00807574-0.00959056j -0.00874402+0.0034388j -0.00716274-0.0112712j -0.0133558-0.0100558j 0.00150484-0.00486365j -0.00588622+0.00977312j -0.0110771-0.0133189j 0.00175017-0.00969192j -0.00661847+0.00122069j 0.0138455-0.000749695j 0.00744476+0.0148342j -0.0074832+0.019664j -0.015494-0.00433836j 0.00594036+0.0403788j 0.031516-0.0432621j 0.0184958-0.0231825j 0.0102166-0.000618828j -0.0041795-0.00142361j 0.00619375+0.00715487j -0.00377246-0.00941643j -0.00336101+0.0114695j 0.00208949-0.000338737j 0.00517592-0.0019074j 0.00409232-0.00122172j 0.000344507-0.00369787j 1.78945e-05+0.010676j -0.00220243+0.00614315j 0.00117868-0.00555594j -0.00978058-0.0056506j 0.00374971-0.00582395j 0.00378239-0.0089097j 0.00165112+0.00828294j -0.00370658+0.0127693j 0.00530443+0.00520372j -0.00538213-0.00110056j -0.000498802-0.000836718j 0.00693723-0.0107986j -0.00214869+0.0113795j -0.0035818+0.00277956j -0.000440748-0.00303691j 0.00479114+0.00216229j 0.00439362+0.00444036j -0.00285987-0.00108014j -0.00585904-0.00336397j -0.00315099+0.00382631j 0.0050642+0.00190973j 0.00650409+0.00809963j -0.00135269-0.000565239j 0.0123321+0.00188024j -0.00130442-0.00666159j -0.00602181+0.00278984j 0.00217698+0.00178062j -0.0015328-0.00087787j 0.00276995+0.00422371j -0.00169017+0.0025733j -0.00342476-0.00380132j -0.00971253-0.0117921j 0.000130775-0.00412041j 0.00237719-0.00131111j -0.00175876-0.00135028j 0.0004736+0.000137602j -0.00749127-0.00473039j -0.00296736-0.00224277j -0.00396219+0.00115447j 0.00315154+0.0039207j 0.00623694-0.00206923j -0.00145167+9.28813e-05j -0.000935696+0.000523355j -0.00859417-0.00157238j -0.000859361-0.000490068j 0.0043009+0.000532023j -0.000230851-2.87927e-05j 0.00562021+0.00402862j -0.00207415-0.0125325j -0.002759-0.00241463j 0.00230916+0.00280815j -0.00113628+0.00751796j -0.00789426-0.00130243j 0.00948255+0.00624105j 0.000940412+0.00376591j -0.00307437-0.00280461j -0.00619137+0.0148998j -0.00491814+0.00253734j -0.0179136-0.00604382j -0.0142341+0.00644732j 0.00192365-0.0084088j 0.0047961-0.00270856j 0.0105248-0.0139522j 0.00560854-0.000764915j 0.00779198+0.00221079j -0.00940996-0.0065338j 0.00818356-0.0171647j 0.0021499+0.00528174j -0.0139269-0.00872357j 0.00259934+0.00129528j 0.00459117+0.00192725j 0.00418204-0.000595187j 
0.0118138-0.00505375j 0.00814366+0.0107625j 0.0181335+0.00847373j 0.010264+0.0128688j -0.000775154-0.00197808j -0.0037669+0.000401058j 0.0107103+0.00936074j 0.0160875-0.0021224j 0.00676088+0.00652662j 0.00792839+0.00875079j -0.00258064+0.00710202j 0.0208238+0.015852j 0.0120973+0.0140631j -0.000835857+0.00866367j 0.0148218-0.044134j 0.00115296-0.0306114j 0.0199246-0.00534867j 0.0097908+0.00017378j -0.00475181-0.00556871j 0.00906967-0.00282864j -0.010179-0.000489092j 0.0127834-0.00240039j -0.00450064-0.00285271j -0.000131744-0.000846213j 0.015213-0.00305953j 0.00229873-0.000612886j 0.00633497-0.00497522j -0.00432872+0.0123983j 0.00786452+0.0071019j 0.0024159-0.00107953j 0.00477823+0.00967346j -0.0139632-0.0179034j -0.00751166+0.013499j -0.00485791-0.00429902j 0.00319742-0.0152347j 0.00290723+0.00103214j -0.00601145-0.00466773j -0.00371285+0.00210128j 0.00266942+0.0033088j 0.00782344+0.000388461j -0.00221187-0.00701883j -0.00337237-0.00629956j -0.00156344+0.00536607j 0.00225359-0.000849126j -0.00381249+0.00475119j 0.00191114-0.00208339j -0.00744639-0.000359249j 0.00182704+0.0031316j -0.00571825+6.07038e-05j 0.00306716+0.00345779j -0.00250814+0.00154763j -0.000244831-0.00396015j 0.00120389+0.00455478j -0.00210416-0.000642865j -0.0065248-0.00334011j -0.000867478-0.000775822j 0.00579583-0.00255539j 0.00219331-0.00228433j 0.00197037+0.00521326j 0.00362917-0.000644039j -0.00336888-0.00406672j 0.0099097-0.000958864j 0.000632366+0.00347061j 0.00742371+0.000472799j 0.00162673-0.00258375j -0.00662201-0.00121743j 0.00696335+0.00161221j 0.00186963-0.00164518j 0.002998-0.00440617j -0.00247622-0.00146488j -0.00764848+0.00487487j 0.0038996-0.00310313j 0.00215127+0.00872265j -0.00260453-0.00643299j -0.00527182+0.00107348j 0.0100266+0.00928001j 0.00061648-0.0113221j 0.00772481+0.00405154j -0.0120299-0.00673555j 0.00252299-0.00342435j -0.0123613+0.00820951j -0.00101383+0.00338299j 0.00272089+0.0110744j -0.00427606+0.00233127j -0.00235855+0.00691302j 0.00788945-0.00904292j -0.0054658-0.00281154j 0.00585254-0.00559782j -0.0138762-0.000949449j 0.00807063+0.00946855j -0.00104303-0.00234733j 0.00661586+0.0011672j 0.0076393-0.01755j -0.00523859+0.00499768j -0.012369-0.00255376j -0.0123543-0.0132444j 0.00365694+0.000249027j 
-0.0073542-0.000773812j -0.00174076+0.00396954j -0.00506197+0.00402347j 0.00599052+0.00071716j 0.00245408-0.00890832j -0.0135854+0.0108323j 0.00350159+0.00717238j 0.00739615-0.00873745j -0.00228008+0.00342302j 0.0103846-0.0105824j 0.00381136+0.00167925j 0.0256532-0.00570679j 0.013146+0.00329015j -0.00369558+0.00418092j -0.00358671-0.0112605j -0.00523399-0.00728829j -0.00328707+0.0077314j 0.000354978+0.00433562j -0.00210574+0.00538997j -0.000909671-0.00142379j -0.00210298+0.0155802j 0.00259972-0.00442458j 0.00473723-0.0100317j 0.00216969-0.00707058j 0.00657078-0.00474927j 0.00691254-0.00226649j -0.00199502-0.00453037j 0.000882582+0.00945648j -0.0100989+0.00760555j -0.00208346-0.00806493j 0.00544209-0.00788042j -0.00291348-0.00623115j 0.00226936+0.00949215j 0.00482328+0.0123545j -0.00230398-0.0148821j 0.00287488+0.00657622j -0.00416022-0.0183449j 0.00523368+0.00236301j 0.000248427-0.00415908j -0.00653736-0.00381564j -0.000120513+0.00117001j 0.00443319+0.00599366j -0.00277733+0.00494591j -0.00546166-0.000847727j -0.00222785+0.0052744j -0.00112533-0.00786649j -0.000287894+0.00526278j -0.00189328-0.00180494j 0.000704532-0.00467779j 0.00268383-0.00351412j -0.00127119+0.00348911j -0.000661035+0.000317972j -0.0022207-0.000390875j -0.00110145-0.00488687j 0.00133785+0.000138681j 0.000893085+0.00668784j 0.0033955+0.00799658j 0.00238567+0.00213434j 0.000910181-0.00253831j 0.000710616+0.00167902j 0.000491444+0.00394922j 0.00356931+0.00649066j 0.000191851+0.00204396j 0.000379682-0.000376679j 0.00103641+0.00124698j 0.00216363+0.00642646j 0.00273084-0.00515537j -0.001706-0.00058476j 0.00270936+0.00763309j 0.0076131+0.00181524j 0.00330844-0.00591474j 0.00138374-0.00595958j -0.00403796-0.0157081j -0.00094801+0.011957j 0.00149138+0.00122246j -0.00729512-0.0203545j 0.00859897+0.00748478j -0.000500727+0.00126951j -0.00464456+0.00124191j 0.00437752+0.00429096j -0.00236228-0.0059184j -0.0105245-0.00587163j 0.00802669-0.0225884j -0.00400944+0.0119522j 0.00620027-0.00933758j -0.00458313+0.0115108j -0.00571485+0.00921765j -0.00733232+0.015308j -0.00393049-0.00301335j 0.00553921-0.00879083j -0.00175317-0.00457393j -0.0051703+0.00552477j -0.007076+0.0113153j -0.00442972+0.00405643j 8.84397e-05-0.000480236j -0.00346026-0.00250688j -0.000904632-0.00144766j 
0.00849634-0.0129975j 0.00622945+0.0031159j 0.0102516-0.0055195j -0.00829391+0.00969797j -0.0140684+0.010897j 0.0274584-0.0095101j 0.0048097-0.00421733j -0.0119596+0.0060983j 0.00788446-0.00220078j -0.0276652+0.00471631j -0.00126593+0.00580029j -0.0258061+0.0247125j 0.00382101+0.00739938j -0.00118146+0.0132118j 0.0118716-0.0270219j 0.00395345-0.0238357j 0.0162433-0.0146626j -0.0004891-0.00232014j 0.00826298-0.00335572j 0.00688584-0.00733149j 0.0127622-0.015398j -0.00478846+0.0111812j -0.0188645+0.00484526j -0.00942532+0.00318986j -0.000663392+0.0104802j -0.0201433+0.00245586j -0.000574208+0.00441746j 0.00415183-0.0175094j 0.00551781-0.00934443j -0.0132216+0.0133381j -0.0303727+0.000936927j -0.00181174-0.00170366j 0.00830245+0.00365644j 0.0231644+0.00400241j 0.00285594-0.013276j 0.00385433+0.00829311j -0.00343959-0.0115458j -0.00260342+0.00924721j -0.00322922+0.00617849j 0.0016446-0.00666099j -0.0038847-0.00333022j -0.00335626-0.0004387j 0.00916936-0.00313582j 0.00984624-0.00801472j 0.0102591-0.00959454j -0.00644765+0.00156933j 0.000473093-0.00736976j -0.000118464-9.33918e-05j -0.00361446-0.00588656j -0.00133553+0.00725522j 0.00677178-0.00634572j -0.000171235-0.000760834j 0.00285093-0.00551183j -0.00201159+0.000516289j -0.000886987+0.00206371j 0.00119041+0.00132141j 0.000947035+0.00788367j 0.000328966+0.00249594j 0.000499433-0.0013015j 0.00259704-0.00349755j 0.00340505-0.00116757j 0.00438417+0.000343731j 0.00250673-0.000543631j 0.00526668-0.0065004j -0.0072379-0.00299751j -0.00211078-0.0018687j -0.00261848+0.000537691j -0.0043281+0.00618309j 0.0101364-0.00161792j -0.0085109+0.00550695j -0.00282281+0.00177229j -0.0102594+0.00536376j -0.00407524-0.00205136j 0.00881026+0.00577646j 0.0035831+0.00200768j -0.00128597-0.00324688j -0.0072972+0.00201761j -0.00790352+0.004586j -0.00391149-0.00332629j -0.00527624+0.00147063j 0.00237936-0.00313144j -0.00912202-0.00107134j -0.0004996-0.000387858j 0.00560395+0.00781141j 0.00559719-0.00118464j -0.00808136+0.00385277j 0.00181548+0.00158061j -0.00261178+0.00675151j -0.0040209+0.00140213j -0.020356+0.000658677j -0.0103265+0.000214435j -0.00556263+0.00477671j 0.00191645-0.00433157j -0.00657216+0.000594297j 0.00392305+0.00183078j -0.00713965-0.00404144j 0.000212315-0.0029215j 
-0.0108234-0.0162152j 0.000894332+0.00291841j -0.0110508-0.0206073j 0.00049724-0.0171755j -0.00230365-0.0113809j -0.00824351+0.0261114j 0.00100033-0.00900616j -0.0059309-0.0257616j -0.00426698+0.00219105j 0.00518825-0.0327098j 0.00520296+0.00144211j 0.0127151-0.0125148j 0.000796796-0.0109866j 0.00224677+0.0281559j -0.0126831-0.00946293j -0.00629231-0.0177444j -0.0100811-0.00540376j -0.0113349-0.0105853j 0.00154539+0.0107385j 0.00124337-0.000325176j 0.00132298+0.0214652j 0.000880391-0.0093069j -0.00042043-0.00904974j 0.00153153-0.0100442j -9.64176e-05-0.00894468j 0.00216924-0.00938064j -0.00531225-0.000909134j 0.00635924+0.00110706j -0.00225858-0.00634527j -0.00678621-0.0100955j -0.00474463-0.0160372j 0.005667+0.0146142j -0.0191275-0.000567554j 0.00338569+0.019496j 0.0124438+0.0035727j 0.0112288+0.0136081j 0.00501981+0.00508316j 0.00225364+0.00199638j -0.00288011+3.60277e-05j -0.00286045-0.0041911j -0.0055069-0.00592828j 0.00124386-0.000816215j 0.00303478+0.0056154j 0.00180979+0.00547425j 0.00371894+0.00411042j -0.000204808+0.000210136j 0.00117869-0.0023613j 0.0011369-0.00151455j -0.000638933-0.00322093j 0.00219746+9.16444e-05j 0.00364353+0.00215861j 0.00119489-0.00129072j 0.00192528+0.0108382j 3.75209e-06-0.00351061j 0.000542363+0.00302287j 0.00169448-0.00140408j -0.00198795+0.00369023j -0.00233069-0.00462882j 0.000691226-0.0024161j -0.000871159-0.000902539j 0.00486853-0.00370975j 0.000155945+0.00203936j 0.00655885+0.00361578j -0.000429164-0.00523329j -0.000550576-0.00442104j -0.000955079+0.00242981j -0.000933232-0.00298921j 0.00199008+8.43154e-05j -0.00324311+0.00273829j 0.00114135-0.00254254j 0.00097695-0.00178052j 0.00512625+0.00531268j -0.00187282+0.00401788j 0.00413055-0.000898925j 0.00400211+0.000218074j -0.00207111+0.0131913j -0.0069039-0.0105263j -0.00326787+0.00739902j 0.00232138-0.000211499j -0.00144444-0.0118559j -0.00598501+0.0131094j 0.00977887-0.00711896j 0.00276938+0.00420821j -0.000959858+0.00747636j 0.00311394+0.00310265j 0.0014656-0.00521376j 0.00480316-0.00961015j 0.000111462-0.00677847j 0.00107248+0.00385931j -0.00207739-0.00707191j -0.00237557-0.00209471j -0.0038424+0.00401575j 0.00404322-0.00673092j -0.00402217-0.00467003j -0.00177698+0.00727642j -0.00135582-0.000568201j 0.00400144+0.000723162j 
0.0040149-0.0128268j -0.00867475+0.000684367j -0.00116263-0.0165522j -0.00385227+0.00504361j 0.0118577+0.00883384j -0.00940114-0.0275027j -0.0150084-0.00654411j 0.00485586+0.0191561j -0.0110606-0.00400671j 0.0186996+0.030589j 0.0093675-0.000574183j -0.00905232+0.0466255j -0.0159918-0.0203065j 0.00324892+0.0249124j -0.0201832+0.00377596j 0.0162955-0.0107088j -0.00403948+0.00270734j -0.00189534-0.00927988j -0.0016136+0.0018959j 0.00128682-0.00385073j -0.0170489-0.00607191j 0.00797132+0.00962113j 0.00614751+0.0117539j 0.00576659+0.0106532j 0.0108696+0.00861388j -0.00483981+0.0151492j 0.00128069+0.0039835j -0.00614212-0.00079297j -0.00367995-0.0157274j 0.0111005-0.00261378j 0.00260426+0.00815095j -0.012486+0.00413182j -7.25095e-06-0.0231504j -0.00163084-0.00267831j -0.00372862+0.00844862j -0.00191912+0.0129119j -0.00101152+0.00351465j -0.00475427+0.00715652j -0.000945168-0.00414406j -0.00318513-0.00777518j 6.0919e-05-0.00416644j 0.00503952-0.000583113j -0.0044297+0.00226987j -0.00312694-0.00114519j -0.00552752-0.00169871j 0.00311524-0.00334637j 0.00158427+0.00427085j -0.000926321+0.000641497j 0.00510481+0.000618543j 0.00349486+0.00413918j -0.00551746-0.00205224j 0.00154355+0.000134725j -0.00108968-0.00170003j -0.00054344+0.00318698j 0.00237816+0.00045791j 2.79466e-06+0.00199442j -0.00213277+0.00182605j -0.00022022-0.00235569j -0.000228085-0.00065343j 0.000133943-0.00330008j 0.00174278-0.00475536j 0.00500856+0.00323547j 0.000129133-0.00103065j -0.00266963-0.00464418j 0.00421215-0.00460206j 0.00176903+0.00598532j 0.00184971+0.00249111j 0.000304453+0.00568594j 0.000604839-0.000608156j 0.00526137-0.00141782j -0.00225095-0.00110204j 0.0054136+0.0105742j -0.0059365-0.00105325j -0.00206925+0.00432058j -0.00541985+0.000593398j 0.00737217+1.03365e-05j 0.00254825-0.000773452j 0.00683186+0.00481794j -0.00904243+0.00960914j 0.00187199-0.00555944j -0.00528062+0.00480193j -0.00419454+0.00129916j 0.000841766-0.000763483j 0.00295731-0.0014181j 0.00578612-0.00287833j -0.00250232-8.01217e-05j -0.00624631-0.00819158j -0.00117166+0.00204366j -0.00197941+0.00351124j -0.00113343+0.00513916j 0.0115197-0.000730063j -0.00155802+0.00483108j 0.00325597+0.00496335j -0.00545321-0.0041517j -0.0043289+0.000439702j 0.00199776+0.00321415j 0.0049616+0.00170163j 
-0.00870491-0.0281459j 0.00233191+0.00299687j 0.00367064-0.0279559j 0.00876123+0.00432368j -0.00208878+0.00177394j 0.00746693-0.00172314j 0.0117525+0.00800219j -0.00579747+0.00254045j 0.00342607+0.00361582j -0.0180447-0.0213114j -0.00164058-0.0102263j -0.0105702+0.0162021j 0.0314079+0.00815176j -0.0386709-0.0107251j -0.032401+0.0272467j -0.00771021-0.032631j -0.0204648-0.019174j -0.00367521-0.0136647j -0.00762247-0.000766058j 0.00431492-0.00877762j -0.00999214+0.00644816j 0.000583593-0.00431287j -0.00294446+0.00321292j -0.00060135-0.000980064j 0.00270264-0.00849925j -0.00246238+0.00554163j -0.00161847-0.00117167j -0.0010092+0.000466613j 0.00468597-0.00412202j 0.00313641+0.00148061j 0.00506289-0.000596301j -0.00249882+0.00490071j -0.0125254+0.00581761j -0.00372523+0.000394394j 0.00894586+0.00241851j 0.00855221-0.00694244j 0.00269863+0.004876j -0.00525252+0.00983868j 0.00383824+0.0111968j 0.000523982-0.00286615j -0.00112341-0.000837537j -0.00267333-0.00542036j 0.00270638-0.00281988j 0.00468537-0.00394718j -9.1873e-05+0.00293774j -0.000702134+0.00541768j -0.00134835+0.005956j -0.000313178-0.00430809j -0.00759392+0.00411922j 0.000763012+0.000330499j 0.00379383-0.00361877j -0.000852171-0.00309835j -0.000151231-0.00259149j -0.0029335+0.00147876j -0.00368727-0.00592519j 0.000681475-0.00428151j 0.00501783-0.0053495j 0.000109559+0.00175542j 0.00132813+0.00124872j 0.00407116-0.00357365j 6.08927e-05-0.00349174j 0.00432248-0.00277106j -0.000284958-0.000479895j 0.00307432+0.00124746j 0.00121839+0.00033418j -0.00280401-0.00761352j 0.00143024+0.000505451j 0.00371657+0.00340597j 0.00176275-0.00158063j -0.0039531+0.000126194j -0.0031746+0.00483411j -0.00330304-0.0200075j 0.00328+0.00122964j -0.00748904-0.00279126j -0.00218291+0.0100415j 0.00715783-0.0134179j 0.0029661+0.0137527j 0.00363718-0.0117413j -0.00880122-0.005027j 0.000919149+0.00626551j 0.00424547-0.0119817j 0.00239332+0.00977609j -0.00280925-0.0011997j 0.0102651-0.00946927j 0.007498-0.0113869j 0.00102527+0.00752576j -0.00924003+0.015959j -0.000805991-0.00488136j -0.00410211-0.0106928j -0.00534209+0.00384456j 0.00959904-0.00171184j 0.00564103-0.00569326j -0.00858608-0.00529487j 0.00169204+0.000450283j -0.00453449-0.00205364j -0.00380757-0.00255505j -0.00519171-0.00287924j 
-0.0276495-0.0175244j -0.0137406-0.0139214j -0.0380765-0.0259946j -0.012651-0.00435417j 0.011684+0.0147394j -0.00546137-0.0193471j -0.0177002-0.0100814j -0.00630257+0.000420498j -0.0115287-0.0128165j -0.0242335+0.0113019j 0.00430431+0.0082114j 0.0113221+0.0201529j 0.0212451+0.00709054j -0.012995+0.00021035j 0.0165102+0.00400635j -0.00790668-0.00239885j -0.0354004-0.0249188j -0.0182895-0.00535496j 0.00337584-0.00423419j -0.00181103-0.00134786j -0.00329095-0.0058282j 0.00446627-0.00293272j 0.00214085+0.00357099j -0.000735329-0.000940429j -0.00107902+0.000645488j 0.000434033+0.003122j 0.0132593-0.00288856j -0.0281008+0.00106665j -0.0229673+0.0055163j 0.00649722+0.00810852j -0.0187201+0.0140992j 0.0327227+1.78236e-05j -0.011403-0.00197088j 0.0112756-0.0106413j 0.011908-0.00406618j 0.00766239-0.002036j -0.00774391+0.000578674j 0.00600155-0.00709922j 0.00646798+0.00316334j -0.0107952-0.00219273j 0.00128866+0.000577812j 0.000725034+0.00174843j -0.00382793-0.00224035j 0.000475147-0.00078934j -0.00218289-0.00061338j 0.000755981+0.00135127j 0.00598496+0.00207041j -0.00349558-0.00190336j 0.000358026+0.00405681j 0.000792721+0.00157797j -0.000286497-0.000603086j -0.000674959-0.00128723j -0.000989686-0.000879632j -0.00200168+0.00186286j -0.000856323+0.000388781j -0.000405177-0.00184181j 0.0010097+0.000518129j -0.00188748+0.000972334j 0.000324153+0.00378244j -0.00122141+0.00116438j 0.00673925-0.0106287j -0.00340245+0.0052409j 0.00601194-0.00471445j -0.00724787+0.00419909j -0.00399083-0.0022514j -0.00530408+0.00193048j -0.00636962+0.00454769j 0.00623011-0.00116905j -0.00254749+0.000532283j 0.00789616-0.00277539j 0.000919454-0.00314026j 0.00142471+0.000939181j -0.00404708+0.0026086j 0.000630583-0.00542606j 0.00148992+0.00204519j 0.00102725+0.00156017j 0.00408923+0.00193565j 0.00155669+0.00181593j -0.00179603+0.00354974j -0.0104427-0.00191142j -0.000676843+0.000136666j 0.00127239+0.00528407j -0.00038534+0.000572907j -6.21437e-05+0.00333841j 0.0022069+0.00178599j 0.0129463+0.00335059j 0.00595653-0.00377074j -0.0064678-0.00277283j 0.00799514-0.00387186j 0.00078168+0.00822387j -0.00236807+0.00372156j 0.00569568+0.00621733j -0.00274999-0.00108666j -0.00260842+0.000706677j 0.00260845+0.000782415j 0.0017719+0.00115273j -0.0040236-0.00118783j 
0.0121582+0.0016831j 0.0127706+0.00167009j 0.0209777+0.0111682j 0.00961175+0.00779738j -0.00693932-0.00124827j 0.00298328-0.0051336j 0.00684274+0.00408358j 0.00932551-0.00386008j 0.00475347-0.0177014j 0.00984052-0.00476467j 0.00841835+0.020124j 0.0253849-0.00592715j 0.00105593+0.00441073j 0.0246174-0.00274273j -0.0363505-0.022976j -0.01202-0.00126451j 0.0115861+0.002267j 0.00691082+0.00230573j -0.00933648-0.00142492j 0.00475487+0.000736524j -0.00639298-0.00176391j 0.00108778-0.00101777j 0.00518608-0.00245271j 0.0011716-0.00394616j -0.00670045-0.001855j -0.00752184-0.0067693j 0.013178-0.000933628j -0.0195296-0.0194461j -0.00166973-0.00944809j 0.0198216+0.0148947j 0.00261953-0.0138623j 0.00982508+0.0150854j -0.00578567-0.00296656j -0.0177497+0.0120355j 0.00567769-0.00305648j -0.00502701+0.00202561j 0.0146242-0.00574693j -0.00481144+0.00571637j 0.00481226+0.0023951j 0.00839635-0.000489442j -0.00113435+0.00226175j -0.00888307-0.000414196j -0.000833744-0.00233085j 0.0047262+0.000683513j -0.00488304+0.00365663j -0.000552401-0.00108054j -0.00658737-0.00105179j 0.00408682-0.00141177j 0.000914083+0.000291942j 0.000950453+0.00343977j -0.000928085+0.0035374j -0.000353442-0.000188891j 0.000794571-0.00279364j 0.000305974-0.00021439j -0.0118347+0.000388678j -0.00581638+0.00659166j 0.00142479+0.000166771j -0.00368332+0.00374731j -0.000297126+0.00333839j -0.00460325+0.00284208j 0.0105489+0.0010579j -0.0153374+0.00499481j 4.82345e-05+0.00379708j -0.00184423+0.00643655j -0.0100878+0.000993202j -0.0036947+0.00103545j -0.00961466+0.00313751j 0.00288093-0.00483873j 3.96971e-05+0.00452219j -0.00760963+0.00182197j 0.00174144-0.000701337j 0.00329706-0.000525127j -0.000844252-0.00230315j -0.00135491+0.00456635j 0.000229512-0.000336931j 0.0111607-0.00386699j 0.00913324-0.00332852j -0.00255934-0.00467024j -0.00547522+0.000402551j -0.0092588+0.00194963j 0.00155361+0.00115567j 0.00761569-0.00658506j 0.00264116+0.0013276j -0.010024+0.00140958j 0.014286+0.00800052j 0.000504929+0.00525789j 0.00250065+0.00416194j -0.00884606+0.000583784j 0.00848365+0.000780134j 0.00110827-0.00131469j 0.0023822-0.00904927j -0.00802137-0.00062926j -0.00179678-0.00352576j 0.00139502-0.00297836j -0.00366589-0.00101467j -0.00463283-0.00499475j 0.00383684+0.00459013j 
0.0114983+0.0199923j -0.00630642+0.00306297j 0.00549086+0.0133455j -0.00233909-0.00842621j -0.00396601-0.0136724j 0.000395629+0.0135302j 0.00523952+0.00175989j 0.00798319-0.00222564j 0.00416011-0.0110319j 0.00917728-0.0213686j -0.010577+0.0200735j -0.0206229-0.00612778j -0.011138+0.00255909j -0.0199178+0.00915851j 0.0334005+0.0182513j 0.024422+0.00914697j 0.0123846+0.0181134j 0.00257931+0.00621239j 0.00580981+0.000642138j 0.00278153+0.00459612j 0.000169842+0.00181643j 0.00644771-0.000398913j -0.00332571+0.00164211j 0.00261147-0.000581913j 0.00539025-0.0130973j -0.00763291-0.0120191j 0.00346879+0.0135386j -0.000782093-0.0250733j -0.00375266-0.00812847j -0.0002258+0.0212736j -0.00532387-0.00971653j -0.00945465+0.0304433j 0.00367197-0.0175673j 0.0121533-0.00536416j -0.0148379+0.000233739j 0.00608864+0.00225157j -0.0158005+0.00225794j 0.00231314-0.00686338j -0.00308169-0.00407955j 0.00249603+0.00700022j 0.00208088-0.000730867j 0.00176377-0.00545145j -0.00172373+0.00357671j -0.00306914+0.00484203j -0.00525245-0.00258518j 0.000338523+0.00102959j -0.00274928-8.8699e-05j 0.00276885+0.00466024j -0.00198832-0.000249002j 0.000760366-0.00302858j -0.00274951+0.00495339j 0.00314232-0.00328961j 0.00263248+0.00426575j -0.000608061-0.000667265j -0.00400393+0.000475655j -0.0008539-0.00133537j 0.00994395+0.000947275j -0.00162376-0.00237127j -0.00315334+0.00131922j -0.00270751+0.00270918j 0.00949545-0.000229032j -0.00585595-0.000225277j 0.0032926-0.00119443j -0.000570568-0.00302433j -0.00252641+0.00459678j 0.00365279-0.00291856j -0.0065787-0.00380513j 0.00494535+0.00335125j 0.00483408-0.0020938j 0.000568129-0.000569409j -0.00828833+0.00194006j 0.00468421-0.00791179j -0.0100562-0.0022497j -0.00171411-0.000859405j -0.00364734+0.000365347j 0.00665828-0.000514324j 0.0116164+0.00258887j 0.0152531-0.00660793j -0.0122262+0.00194791j 0.00257231-0.00350166j -0.00134178+0.012937j -0.00267389+0.00857129j -0.00996043-0.00640961j 0.00226185+0.0024821j 0.00508561-0.00442124j 0.00765266+0.00319333j -0.00457274+0.00495768j 0.00322702-0.000902384j 0.00593721+0.0113942j -0.00353813+0.00993271j 0.00183919+0.0093378j 0.00903123-0.000185172j 0.0030873+0.000899238j -0.00140478+0.00345913j -0.00214059+0.0001206j 0.0022082-0.000972533j 0.00374161+0.000385468j 
