0.0142359+0.0301485j 0.0233521+0.0784643j -0.0312154+0.0476603j -0.00296171-0.0696216j 0.0235022-0.0128081j -0.0199614+0.073866j -0.0204299+0.0533461j 0.0504426-0.00804301j -0.0233996+0.00995386j 0.0193264-0.0151856j 0.00850476-0.00388688j -0.0452127+0.0731687j 0.0349043+0.027952j 0.0230191-0.0143458j 0.00828993+0.000603839j -0.00686391+0.00303243j 0.0292338-0.00555948j 0.0255222-0.0260817j 0.0244564-0.0193744j -0.0157891-0.0205776j -0.0264271+0.0122623j -0.0283254+0.00429939j -0.00952192-0.000900538j -0.034731+0.016183j -0.0185086+0.0215289j -0.00240163-0.00959663j -0.0243155-0.0104877j -0.00492191-0.00783807j 0.00245871-0.00170271j -0.00964487+0.00487035j -0.023428+0.0137992j 0.0201891-0.00647882j -0.0286257-0.0307619j -0.00344071-0.0188418j -0.00191241-0.0136478j 0.0280165-0.00223341j -0.0213753-0.0286567j 0.0244519+0.0551225j 0.00114386-0.0420727j 0.0102776-0.0732341j -0.0552397+0.0276929j 0.0116972-0.0876019j -0.0346405-0.0480514j -0.191315+0.141487j 0.0183236-0.20766j -0.311703+0.188134j 0.0542859+0.0180843j 0.013296-0.135021j -0.170293+0.13913j 0.027009+0.0540307j 0.0208347-0.0246911j 0.00640678+0.00564143j -0.000424196-0.0462808j 0.0710424-0.0662874j -0.0149097+0.0328493j -0.0385559+0.0185271j -0.00400813+0.00964521j 0.00816361+0.00661241j -0.0132167+0.00297445j 0.00551609+0.0113136j 0.0197861-0.0279669j -0.0149996+0.00890441j 0.00230052-0.00259467j -0.031629+0.0218419j 0.00437505+0.013691j -0.0123459-0.00117894j 0.00196727+0.0020725j 0.0189693+4.1386e-05j 0.0167912-0.0177824j -0.0182833+0.00424659j 0.0053698-0.00600023j -0.0168497+0.0215691j -0.0192139+0.0075264j 0.0080507-0.0044074j -0.00174613+0.000128678j -0.00153872+0.00254252j -0.00227745+0.0185109j 0.0149437-0.0111048j 0.0156584-0.0123475j -0.0135857+0.00153742j 0.0132819-0.0115051j 0.00287549-0.00192842j -0.00263113+0.00442457j 0.0126576-0.0095934j -0.00693556-0.00765125j -0.00112941-0.00302026j 0.0215459-0.0286671j 0.0202927-0.0167457j 0.0084757-0.00604729j 0.0183917-0.00315969j -0.0025325+0.00931358j -0.0231722+0.0150474j 0.0119953-0.0369771j 9.65904e-05+0.0057193j -0.0644026+0.125781j -0.0907689-0.0151369j -0.0840515+0.125488j 0.0640148-0.0223207j 
-0.0479991+0.0279994j -0.0348076-0.00275911j -0.00555191-0.0199126j -0.00202558+0.0493664j 0.0196976-0.151546j 0.163992+0.0687698j 0.0346449-0.00830778j 0.00313696-0.073279j -0.0878954+0.081755j 0.0421603+0.0383455j -0.0591091+0.0511651j 0.0324892+0.0755078j 0.00151712+0.0776581j -0.0052378-0.13222j -0.0480166-0.00371365j -0.052218+0.0174816j 0.0086881-0.00166267j 0.0471317+0.0725882j 0.0958127+0.0784036j 0.0852858+0.0216679j -0.0401362-0.115261j 0.0999753-0.0387052j -0.00822496-0.0545681j 0.0824897+0.0459379j 0.116408+0.0199538j -0.00561531-0.0125471j 0.0397564+0.0913476j -0.100132-0.0676482j 0.00917564-0.05494j -0.0665837+0.0534925j -0.0170933-0.0673423j -0.0514118+0.0722638j 0.109453-0.0788897j 0.0463024+0.0071681j 0.0371234+0.0511663j 0.0021403-0.00715815j -0.0462244-0.00136135j -0.0405295+0.049248j -0.0403758-0.0392879j -0.0176794-0.0510897j -0.0155233-0.0280447j 0.0347103+0.00154137j -0.0252665-0.0624174j 0.00286926+0.0242766j 0.0463307+0.0504463j 0.0355412+0.0443011j 0.0155708+0.00623355j -0.0306759+0.0338741j -0.00263669+0.000521243j -0.00304825+0.0136592j -0.0260202-0.0406743j -0.00777039-0.00565951j -0.0339193-0.0119089j -0.0156601+0.0172035j 0.00634034-0.00253993j 0.0170972+0.00417803j 0.00159974-0.014541j -0.00751767+0.0109575j 0.0108711-0.01443j -0.000641362-0.00356867j -0.00553061+0.00352461j -0.0244434-0.00594077j -0.00422933+0.00206258j -0.0042563+0.00432342j 0.00488744-0.00271528j -0.00354706+0.0112088j 0.000628158-0.0060241j 0.00667092-0.0014409j 0.00385725+0.00181258j 0.00525038+0.00369654j 0.00527116-0.000213181j 0.00837393+0.00701687j 0.00853489-0.00573579j -0.00645182-0.00404853j 0.0053415+0.00402186j 0.00846965-0.00551725j 0.00340292+0.00308433j -0.000211897+0.00495441j 8.49892e-06-0.00669743j 0.00557063+0.00292747j -0.00157913-0.00125377j -0.000760422-0.00919177j -0.00385964+0.00551587j -0.00138598-0.0106736j 0.00744497+0.00664068j -0.0127223+0.0035683j 0.00417596+0.00667865j -0.00131904-0.000346754j -0.0149452-0.00181835j -0.00240507+0.00178368j -0.00411588-0.000965975j -0.00535093-0.00661047j 0.0039694-0.0126111j 0.0156046+0.0091429j 0.00768611+0.0087321j -0.00218619-0.0145322j -0.00199383-0.00244582j -0.00670913-0.0114501j 
-0.00870496-0.0930884j 0.035463-0.00729919j 0.0979589-0.0418204j 0.127438+0.074184j -0.0416239+0.0666685j -0.0575456+0.0700783j -0.012477+0.00977008j -0.0079181-0.0263296j 0.190855+0.0460686j -0.180554-0.0188195j -0.0418178-0.0288486j 0.0645686+0.166479j 0.0293082-0.100895j 0.0213022+0.1825j 0.0242399+0.05992j -0.0294611-0.0997643j -0.0176282-0.0519001j -0.0623436-0.00371843j -0.0784886+0.00317335j 0.0717053-0.018245j 0.0645754+0.0968452j -0.0368344+0.0101522j -0.00776621+0.00756216j 0.0801776-0.0239976j -0.0525679+0.0561074j 0.0195047+0.0228073j 0.050338-0.0573195j -0.0381838-0.00518109j -0.0161969+0.00227437j 0.0326834+0.0466334j 0.0627902+0.0915589j -0.0369138-0.0441192j -0.0199965+0.0242756j -0.00609992+0.0239556j -0.0103416-0.0141643j -0.0440199+0.0390918j 0.00987492+0.0274002j -0.00182477+0.0390252j -0.0599861+0.0282221j -0.0349179+0.012342j 0.0105907+0.00432736j -0.00187203-0.0225461j -0.0910357-0.051324j 0.095867-0.00169947j -0.0276794+0.0675481j -0.00307506+0.0508354j 0.000842919-0.0476339j 0.0193205-0.0183553j 0.0124628+0.024913j 0.00191781-0.0231575j -0.00418085-0.00234697j 0.0360901-0.00290846j 0.0011395-0.0136799j -0.0201402-0.00537184j 0.0192854-0.00229545j 0.00668095+0.0112592j 0.0145013+0.0150682j -0.00967377+0.0117737j 0.00697674+0.010874j -0.0272557+0.00900135j -0.00774544-0.0172684j 0.00778379+0.0113967j 0.00226021-0.00628003j -0.00893168-0.0081818j 0.0142834-0.0151526j -0.0157603-0.0143739j -0.00520897+0.0101146j 0.0141591-8.14695e-05j -0.00809701+0.00611071j -0.0160185+0.00120719j -0.00130474-0.00981971j 0.00396707-0.015193j 4.79038e-05+0.00309256j 0.00396359-0.00292697j -0.00589625-0.00103201j -0.00166396-0.0156645j 0.00444121-0.00314221j -0.00554654-0.00481429j -0.0094127-0.00884462j -0.00193729+0.00458915j 0.00060647+0.00650002j 0.00102261+0.00434053j -0.00257321+0.0115181j 0.00431316-0.00142136j -0.00631533+0.0107375j 0.00430613-0.00630871j -0.00301683+0.00312252j 0.0109245+0.00598218j -0.0104931-0.00308483j -0.0150529+0.00156229j -0.00744914-0.00136805j -3.49599e-06-0.00395272j 0.0109879-0.00855598j 0.00807196+0.0142025j 0.0139372+0.00998316j 0.00145096-0.0086044j 0.00210943-0.00398206j 0.00341913-0.0200721j 
-2.48992e-05-0.0266611j 0.0156944-0.0336885j -0.16448+0.136433j -0.0451558-0.172187j 0.0935034+0.0908461j -0.117764-0.0354672j -0.066324-0.0143365j -0.243331+0.00408768j 0.158292+0.0154412j 0.0968266-0.0516273j 0.0843699+0.0878301j 0.0480605-0.0662188j 0.135089+0.0165846j -0.0178676-0.13938j 0.0292982-0.0704597j -0.040623+0.164182j 0.0990274+0.0253562j 0.0902464-0.159874j 0.0586538-0.0442607j 0.0383347-0.0834062j -0.0390935-0.0340996j 0.0874595-0.00578576j -0.0040009+0.00368661j 0.0676823+0.0593487j 0.0432488+0.0190767j -0.021623-0.0037324j 0.0105233+0.0207495j -0.0778099+0.0801411j 0.0155175+0.00780036j -3.66806e-05-0.00507244j 0.0331478+0.0470611j -0.0389822-0.0440601j 0.0177362-0.033849j 0.0145493+0.0220734j -0.022924-0.0010407j -0.021506+0.0564031j -0.0281396+0.013274j 0.0398174-0.0690667j 0.0147442-0.0471796j -0.0799617-0.0135093j -0.0621349-0.0959408j -0.0921835-0.00339799j -0.0240804+0.107705j -0.122651+0.0848548j -0.0350104-0.0440918j 0.0343184-0.00436627j -0.0191591+0.00160942j -0.00633536-0.0123022j -0.00583815+0.0328363j -0.00433273-0.00686204j -0.0263009+0.0007866j -0.00610408+0.0268132j -0.00691503+0.00821805j 0.00151933-0.017091j -0.0209116+0.00843942j 0.00590873-0.000542104j -0.00207411-0.00789616j 0.025149-0.00569534j 0.00473657-0.0280667j -0.00321966-0.00134919j 0.023601+0.00417627j -0.00661766+0.00166223j 0.0191204-0.00909381j -0.00380461+0.0076521j 0.00633857+0.00843437j 0.017345-0.00174537j -0.00414719+0.0042064j 0.00717003-0.00475014j -0.00842222+0.00286149j -0.00964719-0.0163231j 0.00101755+0.00893422j 0.0133203-0.00248865j 0.0168006-0.000477295j -0.00773973+0.00459607j -0.00098184-0.00470026j -0.0019785-0.00385541j -0.00303272+0.00460084j 0.0100547-0.0185985j 0.0174388-0.0107914j -0.00132469+0.00527304j -0.00581764-0.00940684j 0.000762214-0.0085349j 0.00129474+0.000671188j 0.00701193+0.000665347j -0.00693797+0.006552j -0.0178335-0.00261388j 0.00402172+0.00595513j -0.00202389-0.00231712j -0.00362676-0.00600974j -0.00898783-0.00765589j -0.00040148-0.00113629j -0.0109463-0.00017328j -0.0100526-0.00712949j 0.00290173-0.00537303j 0.00827151-0.000722213j -0.015638+0.000645871j 0.0022626+0.00946596j -0.00246723-0.000601196j 
-0.0357636-0.0872616j 0.147656-0.0297224j 0.0871894-0.0379822j 0.0268879+0.0174975j 0.132462-0.0186069j 0.0085211+0.126134j 0.0178577+0.104881j -0.0202126+0.0923352j 0.0564422-0.070982j -0.0533181+0.160493j -0.103113+0.100733j 0.247719-0.031232j 0.251174-0.0283134j -0.0402018+0.0306337j 0.0302396+0.0206036j -0.0144543+0.00840683j 0.0898688+0.0650779j 0.0562311-0.0575033j -0.0424881+0.0163604j -0.0259465-0.0806576j 0.00734993-0.0528793j -0.0340403-0.0479405j -0.0426607+0.0808183j 0.0961121-0.0272604j -0.0542913+0.0375357j -0.00309928+0.0491236j -0.00208118+0.0704025j -0.0356341+0.0313458j -0.0499944-0.0261834j -0.0192836+0.0580392j 0.0217654+0.0375355j -0.0229249-0.0144765j -0.00632732-0.0141702j 0.0188265-0.00251306j -0.0487722-0.020423j 0.0715153+0.00701117j -0.0380209+0.0479193j 0.0478295-0.0304265j 0.0318989+0.0219561j -0.0382695+0.000205212j -0.051077-0.0125524j -0.0505077-0.0254921j 0.00865809-0.0082499j 0.0316554-0.010453j 0.0523781+0.0902044j -0.0725164-0.0672155j -0.0695129+0.0160436j -0.00512245-0.0276067j -0.0269497-0.0135159j -0.040579-0.0157459j -0.000897984+0.0134134j 0.0119967-0.0208148j -0.0150003-0.00290113j -0.0178587+0.0196414j 0.0083749-0.0248291j -0.0050518+0.0200262j -0.0109822-0.0053955j 0.0139215+0.010968j 0.0218955-0.0189506j -0.00198923+0.0054232j -0.0104995+0.0159171j 0.00626972+0.00991825j -0.00973634-0.000422794j 0.0055138-0.00986345j 0.00361489-0.00705625j -0.00469159-0.00421395j 0.00831747+0.000401944j 0.00682428+0.00661426j 0.00764245+0.00392296j 0.00525941+0.0116268j -0.000165891+0.00277436j -0.00489097-0.00737052j -0.0125533-0.0143627j 0.00129115+0.00862017j -0.0124925+0.00220118j 0.00642791-0.000704496j 0.00375588-0.00174644j -0.00599619+0.00848863j -0.0160285+0.00342711j -0.0108554+0.000268807j -0.0103958+0.0109293j 7.71752e-06-0.00297227j 0.0100125+0.00252918j 0.0049739+0.00501839j 0.0126194+0.00265709j 0.0083518-0.00203268j -0.0104357+0.00507479j 0.015927+0.00335583j 0.00268172+0.0145556j 0.011163+0.0127219j -0.010589+0.0142732j 0.0172927+0.00172611j -0.00197986+0.00510263j 0.022531+0.00254082j 0.0246231+0.00788163j -0.0120921-0.0116643j -0.0216352-0.036046j 0.0153305-0.00276964j 
0.152396-0.112356j 0.0756604+0.11402j 0.0275998-0.0785813j 0.039697+0.0210275j 0.0336928-0.0928636j 0.0408441+0.0300379j 0.0830987+0.140057j 0.106778+0.0848509j 0.030907-0.0181495j 0.262113+0.0715113j 0.0496787-0.0694941j -0.197534-0.0503951j 0.202582-0.238064j 0.0758767-0.110872j 0.0341072-0.0433809j -0.0163401-0.0817702j 0.0154872+0.010065j -0.0122112+0.0276275j -0.0210504-0.0965989j -0.0135422-0.0605138j 0.0573403-0.00915842j -0.0564865-0.0492852j -0.0309356+0.0356205j -0.0104652+0.0521904j -0.0942547+0.0207434j -0.0826344-0.000457693j -0.0106978-0.0732079j -0.00111847+0.0922602j 0.0902852-0.0863167j -0.00654898-0.0511655j -0.00869758+0.0705449j 0.0395514-0.007258j -0.0401161+0.0394309j -0.0480856-0.0609032j 0.0301054-0.0835427j 0.0516827-0.00159982j -0.0146567-0.000955669j 0.084607-0.0240915j -0.0530948+0.0551273j -0.0140393+0.0280488j 0.0642942+0.0459013j -0.0640224-0.0448125j -0.0206667-0.0254602j 0.0338772-0.0350389j -0.0329556+0.00940616j -0.0669114-0.014728j 0.00656008+0.0724383j -0.0634478-0.000706185j 0.0144102+0.0196958j 0.0164113+0.0423264j -0.0166814+0.010671j -0.0351419-0.0066956j 0.00216676+0.00322068j 0.0126666+0.0223539j 0.0172332-0.0058261j 0.00283353-0.00807254j 0.000535496+0.00761706j 0.01821-0.0110676j -0.0146257-0.021377j -0.00600211+0.00767727j -0.00524184-0.00776643j 0.0161867+0.0161444j 0.0165386-0.00939688j -0.00675547+0.00271479j 0.0107867+0.00993296j -0.00527949+0.00995732j 0.00348531+0.00898461j 2.37671e-05+0.0110476j 0.0115842-0.0055203j -0.00387752-0.00360718j -0.00754266-0.000381241j -0.00597336+0.0077438j 0.000828628-0.00124562j 0.00364066+0.00972934j -0.0118525+0.000310881j 0.0128916+0.00454013j 0.000174325+0.00925952j 0.000963009-0.00319181j 0.00262753+0.00154507j -0.0166106-0.0104691j -0.00787433+0.0020063j 0.00678881+0.000229453j 0.00994342+0.00258673j -0.00640282-0.00149502j 0.0066946-0.00448379j 0.0158971-0.003061j -0.00891885-0.00932715j 0.00873459-0.00526758j 0.00440105-0.00155967j 0.0125052+0.00648643j -0.00968592+0.00909695j 0.0107635+0.0117746j -0.00558082-0.000666189j 0.0200908-0.0124499j 0.028216+0.00331303j 0.00165242-0.00193503j 0.014705-0.00316577j 0.0154905+0.0263478j 
0.0822232+0.0747572j -0.0642105+0.134571j -0.0530254-0.124966j 0.123236-0.0578696j 0.0761115-0.047509j -0.0582542-0.0420584j -0.00631304+0.0740759j 0.107149+0.0818369j 0.245329+0.0430971j -0.0411997-0.210506j 0.246065-0.134649j -0.0713127-0.0599439j -0.0604096-0.0462325j -0.0495818-0.183327j -0.00372059-0.00550603j -0.0226047+0.0874784j -0.0683908-0.083525j 0.0887657+0.0862203j 0.0313-0.0663045j 0.056056+0.0325717j 0.0373909+0.0383728j 0.026092-0.0793018j 0.012798-0.015869j -0.0278047+0.0671245j -0.037267-0.107926j 0.0163983-0.0331733j -0.00743193-0.0176021j 0.0406755+0.0172217j 0.0185393+0.0119241j 0.00729893-0.0998822j -0.0273425-0.025573j 0.0123261+0.02173j 0.0319707-0.0807138j 0.0452126-0.0343376j 0.0546593-0.0350612j 0.0110578-0.0551819j -0.00711326-0.0968992j 0.034395-0.0232459j -0.0719124+0.0420389j 0.060644-0.0495126j 0.115584-0.0136429j -0.0345618-0.07251j -0.00358272+0.000611545j 0.00576144-0.031544j 0.0119298+0.0334685j 0.0331377+0.0261158j -0.0371536+0.0354896j -0.00516056+0.0144415j 0.0349846+0.025623j -0.0232639-0.00616353j -0.0575643+0.0111265j 0.0185487+0.0304224j 0.00437165-0.00953868j -0.0115047-0.0220646j 0.00715024+0.00281055j 0.00708394-0.00563561j 0.0143373+0.0132633j -0.0161856-0.016715j -0.0206321+0.00197203j -0.00334296-0.0113098j -0.00062027-0.00960054j 0.0152264-0.0155697j -0.00501833-0.0136341j 0.00420538+0.0192668j 0.00313455-0.00346892j 0.0100936-0.00255555j 0.0126933+0.0149414j -0.0127091-0.00753563j 0.00950112+0.0145545j -0.00305028-0.00399279j 0.000728372+0.00261738j -0.00865565-0.00209665j 0.00546866-0.00439116j 0.0102213-0.00392563j 0.00133508-0.00712042j 0.0065491+0.00521506j -0.00076556+0.00210634j -0.00740824+0.00232094j 0.00118025-0.00105017j 0.0023061+0.00119335j -0.00762143-0.00642881j 0.00036236+0.0022904j 0.013451+0.000620321j 0.00263154-0.00565168j -0.00141104+0.00414623j 0.0103243-0.00206322j -0.00103212+0.00529407j 0.0167778-0.0134851j 0.0053091+0.016687j -8.08531e-05-0.00444259j -0.0148485+0.00309392j -0.00252681+0.00368768j 0.00336816-0.00865076j 0.0200591+0.00434849j 0.000575244+0.0130062j 0.0232664+0.00171327j 0.00447301+0.0102273j -0.0121293-0.00283121j 
-0.0158874-0.0997594j 0.0855355+0.0353729j -0.0697676+0.116136j -0.129938-0.0900377j 0.137642+0.134886j 0.0333582+0.0232526j 0.0258838-0.0287206j -0.059707+0.0269392j -0.00305897+0.25204j 0.21822+0.224907j -0.0401025+0.105662j -0.146895+0.0500705j 0.0184822-0.0521912j 0.04864+0.0477345j -0.00490389-0.0497173j -0.114181-0.0834441j 0.0208976-0.0341995j 0.0359316+0.0219756j -0.0643012-0.0510561j -0.0681054+0.000273689j -0.0464671-0.0256616j -0.0445853+0.0854876j -0.0130397-0.0193722j 0.0345652+0.151913j 0.0216457+0.0182491j -0.0395878-0.0525256j -0.0438258-0.0212398j 0.0146872+0.0311966j -0.0485122-0.0338238j -0.0168169+0.0394952j 0.00601216+0.0365495j 0.0114809+0.0260734j -0.0287109+0.147732j 0.000386496-0.0223639j -0.0239061+0.0173141j -0.0169082+0.00646241j -0.0121828+0.0394306j -0.0168574-0.0518721j 0.0455989-0.0342125j -0.00300587-0.0102325j -0.0257072-0.0790304j -0.0585875+0.0237017j 0.0594467+0.0353257j 0.00227552+0.0153139j -0.0232806-0.0189162j 0.0129981-0.0199357j -0.0298103-0.0456147j -0.0138646-0.0207054j -0.00596592-0.0216143j 0.0319955-0.022494j 0.00603238-0.0656845j -0.0193725+0.00838761j -0.00557587+0.00655347j -0.00605256-0.000650048j 0.00260172-0.00607761j 0.0208693-0.00902891j -0.0262108+0.0173446j 0.00593921+0.0162495j 0.00658107-0.0202875j 0.00734281-0.000488624j 0.00163635+0.0076063j 0.0212136+0.00766143j -0.00777881-0.00367236j 0.0102646+0.00962991j -0.0106946-0.00238895j 0.00162836+0.00620926j -0.00736474+0.00767426j 0.00876786-0.00400888j -0.00133235-0.000984437j -0.00246366+0.00538166j -0.0086216-0.00357977j 0.00918813-0.00918955j 0.00896244-0.0054624j -0.0083971+0.0120623j 0.00128944+0.000651897j 0.000881933-0.000426888j -0.00116056+0.00632539j -0.00142712+0.000169352j -0.00377646-0.0116075j 0.00435044-0.00652461j 0.00162923-0.00682279j -0.0026675+0.00777777j -0.0112624+0.00451398j 0.00231815+0.00208868j -0.0043869+0.00142062j -0.00229686+0.00327777j -0.00151018-0.00800044j -0.00790115+0.000275466j 0.0104911-0.011102j 0.00205403-0.015981j 0.00492903-0.00159166j 0.0135004-0.00745616j -0.00273489+0.00623352j -1.33141e-05+0.00319256j 0.0132486+0.00308703j 0.0094961-0.00891537j 0.00176971-0.00322044j 0.00137336+0.00521668j 
0.0716867-0.0253776j 0.0732297+0.045734j -0.0207053-0.0852576j 0.0640562-0.019145j 0.199347+0.109954j -0.136127-0.0125673j -0.056906-0.093856j -0.0759365+0.00919115j 0.100852+0.258291j 0.0216715-0.0630486j 0.0551347+0.0874468j -0.0761328+0.122402j -0.0652143-0.0218916j -0.0784747-0.0213239j 0.0136416+0.0209676j 0.0174809-0.0192561j -0.0442772-0.0375155j 0.0481734+0.0075187j -0.0490669-0.0303522j 0.0549865-0.00342399j 0.0580335-0.0149197j -0.0276769-0.00481814j -0.0149974+0.0158694j 0.00528779+0.0172635j -0.0298134+0.0181881j 0.00220212-0.0288151j -0.00907228-0.0513014j 0.0320896+0.0303191j -0.0290583-0.0449216j -0.0342013+0.0182261j -0.00756629-0.0280954j 0.0329458+0.0365806j -0.0182492-0.0356922j -0.0240868-0.0320477j -0.00099297-0.0383494j 0.0323429-0.050456j -0.0257449+0.00471645j 0.0648793-0.050458j 0.0621796+0.0383696j 0.00826663-0.0324356j 0.00851115+0.0183177j 0.0264589-0.0407441j 0.0253953-0.0424671j -0.0217187-0.0610196j -0.0563858-0.0232367j -0.0666832-0.00649522j -0.0594081+0.00303314j -0.00266761-0.0364883j -0.00685728-0.0138786j -0.0135656-0.0287664j 0.0125735-0.0360278j -0.0275652+0.0187313j 0.0337048-0.00613555j 0.00661108+0.018639j -0.0128401-0.00254518j -0.030322-0.0125952j 0.00684897+0.0140257j 0.0198944+0.0128614j -0.00603933-0.0152869j -0.00385669-0.00198585j 0.00017182-0.000366199j -0.00372492-0.0135609j -0.00183015+0.0211032j 0.00666812-0.0025246j 0.00104108+0.0115708j -0.00100063-0.00361139j 0.00775237+0.00172733j -0.00414669-0.0013526j 0.0136705-0.00548296j 0.00372303+0.00134775j -0.0016897-0.0024196j -0.0126815+0.00222173j -0.00943598+0.00125521j 0.00638953-0.000414027j 0.000116424+0.00254622j 0.00521712-0.000251274j -0.00309074-0.000187912j -0.00171012+0.00563001j 0.00263769+0.00276593j -0.00872376-0.000549461j 0.00298223+0.0054873j -0.0102396+0.00145716j 0.00211411-0.0108172j -0.00907165+0.00405853j 0.0123517-0.0124257j 0.0131404-0.00355193j -0.00397988-0.00053038j 0.00964629-0.00786439j 0.0049224+0.00436369j 0.0147626+0.000692068j -0.0160388+0.0113298j 0.0148487+0.00642108j -0.00131919+0.0105244j 0.000915744-0.00457769j -0.00582805+0.00378526j 0.00366533-0.0060735j -0.00104327-0.000272947j 0.0140114+0.0100295j 
0.0799265+0.00416068j -0.0301294+0.0679456j 0.0403122-0.10771j -0.0130204+0.12104j -0.0895814-0.175218j -0.0927906+0.134412j -0.127429+0.0895259j -0.141771+0.117457j -0.0262521+0.0569914j -0.0176147+0.10788j -0.108204+0.0428077j -0.0216793+0.033668j -0.0626746-0.0681802j -0.0116786-0.0524335j -0.0331715+0.00554307j 0.0299531-0.0302264j -0.00740792-0.00425004j 0.0303657+0.0256105j -0.0129468-0.0269788j 0.0514514+0.00525533j 0.0445214+0.0168145j -0.0148462+0.00656093j 0.013179+0.0090856j -0.039194+0.00813782j 0.0314165+0.0367396j -0.0302228-0.0152058j 0.0308819-0.0571048j -0.00327055-0.00372915j 0.0555931-0.056803j -0.00481832+0.0105914j 0.0370919-0.0181754j -0.00840809+0.032244j -0.055182-0.0211137j -0.0673845-0.0183464j 0.0205627-0.0450582j -0.0194553+0.0185116j 0.0250215-0.0136357j 0.041969+0.00154048j 0.00539877-0.000345734j -0.0539806+0.0189917j -0.0247416+0.099563j 0.0671576-8.5932e-05j -0.0132745-0.0842312j 0.0131482-0.00502751j -0.10597+0.0466217j 0.0845925+0.0602194j 0.0221995+0.0463772j 0.0337868-0.0444774j -0.0109489+0.00794757j 0.0431425+0.020666j -0.0239095-0.0195922j 0.00344951+0.00288936j -0.0105534-0.0232304j -0.0164421-0.0119445j -0.00834065+0.00277572j -0.00675632+0.0251343j 0.0161908+0.00404447j 0.0145174-0.00474805j -0.00798553-0.000263799j -0.000739315-0.00279659j 0.00194202+0.00557362j 0.00205024-0.00213768j 0.0123538+0.00727198j 0.00524883+0.00190161j 0.00592896+0.00218176j 0.00432256+0.001986j -0.00562769-0.00538009j -0.00413444+0.00234733j -0.0067456-0.0160547j 0.00457925-0.00992991j -0.00209683-0.000214198j 0.00235399+0.0171763j 0.00275489+0.0122826j 0.000416082-0.00565811j -0.0025628+0.00417979j 0.000269799+0.00367364j -6.47477e-05-0.0067654j -0.00225824+0.000295651j 0.0123268-0.00269368j -0.00335974+0.00138814j 0.0026297+0.0037758j -0.00852677-0.00159575j -0.00910714-0.00161823j -0.0150348-0.00180061j 0.00659206-0.0088016j 0.00184275-0.00442066j -0.00122176-0.00718377j -0.0124473-0.0104388j -0.00752746-0.00860812j -0.00156824+0.000649475j -0.000663489+0.00315249j 0.00112779+0.00509043j -0.0152165-0.00253535j -0.0214118-0.00573115j -0.0108542-0.00132272j -0.00376521+0.00327887j 0.028612+0.0208733j -0.00867265+0.00236636j 
-0.0359215+0.0960531j -0.0835537-0.0076362j -0.116336+0.055424j -0.00259562+0.0641503j -0.239889+0.103834j 0.136212+0.124511j 0.00600165-0.00622926j -0.169165+0.226767j 0.150838+0.120979j -0.0261906-0.0518204j -0.0144963-0.0348184j -0.0294534+0.0704729j 0.085775+0.0175465j 0.0524429-0.0294595j -0.01416-0.05568j -0.00807553+0.0578388j 0.00234647-0.0364776j 0.025297+0.090596j -0.00515869-0.0125978j -0.0302058+0.070286j -0.00351236+0.0158398j -0.0424329-0.0107915j 0.0101565+0.0467921j -0.0122166-0.004678j 0.0335091-5.79062e-06j -0.0306333-0.0332959j -0.00655137+0.0202042j -0.0118902+0.0125312j 0.0398497+0.0443299j -0.0105342-0.0238066j 0.01205-0.0201299j -0.047517+0.0128942j -0.0361802+0.0251237j 0.0242605-0.0162148j -0.0030991+0.0161672j -0.0356295+0.0132158j -0.00839411-0.0286387j -0.0281525-0.0117199j -0.010452-0.0224889j -0.0216163+0.0263708j -0.0288072+0.0353006j 0.0254869+0.0151278j -0.0275061-0.012125j -0.0312563+0.0451038j 0.120711+0.05217j 0.108666-0.0265958j 0.0475263-0.0405714j 0.014636-0.0727702j -0.0092552+0.0264395j -0.00364993-0.0434541j -0.00745665-0.0234636j -0.0162197+0.00629j 0.00260954+0.00508195j 0.0134578+0.00149321j -0.026178+0.00287428j 0.0430915+0.00727408j -0.0122116-0.0059929j -0.0151973-0.0108842j -0.00163074+0.0107332j -0.00312369-0.00157784j 0.0220999-0.00587507j 0.000314489+0.000772242j 0.0110207-0.00801437j -0.00295585-0.00160926j -0.00627369-0.0039434j 0.0129598-0.00205298j -0.0150136+0.00603142j -0.00161271-0.00121454j -0.0172752+0.00470846j 0.00857499-0.00708609j 0.00556338+0.000227099j 0.0195584-0.00104733j 0.00979835-0.00272502j -0.0194933-0.000574114j -0.00533293-0.000130889j -0.012469+0.00740244j -0.00290286-0.00696884j 0.00662952+0.00526179j 0.0133144-0.0125482j 0.0120584+0.00379098j -0.00222051-0.00307325j -0.000325087+0.00679284j -0.0091854+0.000741485j 0.00417966+0.00236736j -0.00246004+0.00735787j -0.0202613-0.00448129j 0.0150873+0.00256114j -0.0204986-0.00546058j 0.00206848-0.00268918j -0.0140491-0.00747908j 0.00852022-0.00469178j -0.0219762-0.00644894j -0.0122661+0.0031141j -0.0122441+0.0147756j -0.0211587+0.00333206j -0.00164101+0.00698993j -0.0118816+0.00679727j -0.0298073-0.0186603j 
