-0.0663108-0.0218719j -0.0640032-0.0112671j 0.0441697+0.0790939j -0.00413416-0.0211753j 0.0103223+0.029494j -0.0118785+0.0312355j -0.0303774+0.030398j 0.00721073-0.0396555j 0.0322063+0.0128351j -0.018103-0.023545j -0.0400702+0.0125448j 0.0044344+0.0291597j -0.0375752+0.00725964j 0.034375+0.00515414j 0.00696263-0.0104972j -0.017855+0.0082599j -0.0126823+0.00664226j -0.0188567-0.0075591j -0.0164799+0.00686767j 0.0499598-0.0497976j 0.00512222-0.0010107j -0.0131313-0.00393077j -0.0240506-0.00471583j 0.0386706+0.00886555j -0.00545271-0.00799769j -0.0230162+0.0148724j -0.0147322+0.00540248j -0.00330581-0.00275798j 0.0161317-0.0632555j -0.0271801+0.0477278j 0.0152204-0.0313438j 0.00735665-0.0041614j -0.010952+0.00520975j 0.0112223-0.0024628j 0.0162601-0.024814j -0.020178+0.00391618j -0.0267316-0.00516656j -0.0113437-0.0278549j 0.00185356-0.0110131j -0.0204617-0.00518777j 0.0106484-0.0319238j -0.0162572+0.00834113j -0.0101761+0.00701204j 0.00505415-0.000488884j -0.0163326+0.0015814j -0.0240861+0.0109255j -0.0277464-0.0191488j -0.0078612+0.00912666j -0.0230063+0.0111369j -0.00417176-0.0605837j 0.0542878+0.00213695j -0.0602403-0.0232475j 0.00983132-0.0329504j -0.0387152+0.0122529j -0.0104534-0.0163668j -0.0500707+0.0604543j 0.0366793-0.00948355j -0.0719628-0.0158874j -0.147811+0.0779822j 0.0655632+0.0081369j 0.00230422-0.173899j -0.0316999+0.105257j 0.0633206+0.00242219j 0.0763227-0.0741285j -0.0736638+0.00338665j 0.0697776-0.0188929j -0.113101+0.0909153j 0.235478+0.163722j 0.092338+0.22065j 
-0.00132429-0.0214905j 0.00158968+0.00294222j 0.0146545+0.0187002j -0.0345448-0.000888349j -0.0380293-0.00227436j 0.00586647+0.0116149j -0.0047478+0.0304238j 0.0309091-0.0455179j 0.00488645+0.00198043j 0.00407837-0.0164164j 0.00864671+0.00124927j -0.051577-0.0105321j 0.000848717+0.0401618j -0.0166734+0.00338142j -6.70946e-05-0.00825039j -0.025982+0.01715j -0.00356973-0.0110881j 0.00876669-0.0028863j 0.00645244-0.000195649j 0.0115458-0.0174533j -0.00254384-0.00248549j -0.00751153+0.00461168j -0.002569-0.00765082j -0.0226026+0.0119781j -0.00461931-0.000288298j -0.00496572+0.0101114j -0.000760294-0.0115661j -0.00903989+0.00310473j -0.00643106+0.0150091j 0.00420908+0.00895872j 0.0135416-0.00864089j -0.0189033-0.00179806j -0.036522+0.0174235j -0.0255678-0.00695742j 0.0164731+0.00518856j -0.013244+0.00137419j -0.0183829-0.00847085j -0.00880425+0.0380513j -0.0042767-0.00840523j -0.0113238+0.0317352j 0.0049391-0.0140949j 0.0115529-0.00305954j -0.0305331-0.0105729j -0.021911+0.0152931j 0.0354534-0.0105562j 0.0408866-0.011684j -0.0105225+0.0164809j -0.0119566+0.00629754j 0.0326605-0.00751048j -0.00973396-0.0067535j 0.00566978+0.0210187j 0.00844241-0.0209562j -0.00917297-0.00625755j -0.0138424+0.0126249j 0.00581359-0.0218571j -0.00623151-0.00270673j 0.0108003-0.00285675j -0.0101278+0.00741881j 0.00119606-0.00384333j -0.0385334+0.00178253j 0.0100231-0.00293933j -0.0207084+0.022098j -0.00113199-0.00767733j -0.00821563-0.00769211j 0.013405+0.00594776j -0.00387846-0.0154396j -0.00794827+0.0151762j -0.00594196+0.00583974j 0.0148987+0.00687701j 
0.0199091+0.0149588j 0.0172736-0.0107096j -0.0696278+0.0312409j -0.0141054-0.00349481j -0.0101418+0.0191091j -0.0330769+0.0455101j 0.0509015+0.0179374j -0.00140486-0.0142362j -0.0458716-0.00331553j 0.033654-0.0169598j 0.0224524+0.00107642j 0.0531562+0.0115845j 0.00819314-0.0221196j -0.00360795+0.0106646j 0.00314669-0.0126997j 0.000344162+0.00165105j 0.0234776+0.0168832j 0.00761333+0.0334693j 0.0207242-0.0143716j -0.00820733-0.00259785j -0.00425628-0.00660527j -0.00729573+0.00683068j 0.004618-0.0109864j 0.0209845-0.00816404j 0.000524702+0.00859663j -0.00510961+0.0145213j -0.0088143+0.0152132j 0.00826501-0.0342887j 0.000726356-0.0103146j 0.00442746+0.0147881j -0.00664077+0.0174393j 0.0366461-0.0129968j 0.0417906-0.00646023j 0.0463026+0.00701361j 0.010545-0.0043808j 0.038698-0.0170478j 0.0397534+0.0194424j 0.0503795-0.0130782j 0.0240979+0.0149118j -0.0273263-0.00896498j 0.0434121+0.0137892j -0.0121638-0.010066j 0.0320693-0.0468831j -0.00633011+0.0135717j -0.00479086-0.00755723j -0.00373205+0.0337388j 0.00397391+0.00652682j 0.0197017+0.03562j -0.0074072+0.0376956j 0.00403517+0.0427308j -0.0261166+0.0433207j -0.023441+0.00393603j 0.0278252-0.00161879j 0.0141779+0.0162556j 0.00225091+0.0361031j -0.0198458+0.0112127j 0.00717976-0.0048801j -0.0208411-0.0115727j -0.0115672-0.0143469j -0.00649394-0.00256544j -0.00525332+0.0318206j 0.00626745-0.0317725j 0.0071605-0.0134534j 0.0115769+0.0376006j 0.0173129+0.00480464j -0.00776682-0.00642701j -0.00980154-0.0034438j -0.0252281-0.00473222j 0.0127608+0.000866848j 
0.00528984+0.000968712j 0.00871245+0.0120707j -0.0103207+0.0104901j -0.0148242-0.0118664j 0.0279341-0.0169776j -0.0731021+0.0052106j 0.018064+0.0596832j 0.00586653-0.00754834j 0.012092-0.0192334j 0.00500599-0.0141645j -0.00439592-0.0275113j 0.00431194-0.0249838j -0.0103374+0.00238825j 0.0019232-0.0325429j -0.00208249-0.0133643j -0.0186307-0.00592201j 0.00682709+0.0135138j 0.00297092+0.00780691j 0.00890105-0.0036746j -0.00412885-0.000834884j -0.039209-0.00564936j -0.00767667+0.00211289j 0.0033544-0.00719247j -0.00294262-0.0209397j -0.00362065-0.00116031j -0.00207359+0.00518511j 0.00744513-0.010962j -0.00561509-0.0100758j -0.026463+0.000567619j -0.011424-0.0112211j -0.00656023-0.0125228j -0.0139054-0.00660529j -7.05765e-05+0.00442622j -0.00742342+0.00482747j -0.0061625-0.0297414j 0.00959903-0.0068944j 0.0191374+0.0263668j -0.0066086-0.0237243j 0.012684-0.000816694j 0.00476013+0.00100562j 0.0219349+0.00503851j 0.0196617+0.0103158j -0.0179148-0.0185578j -0.00983658+0.00299825j 0.00195341-0.00224771j 0.0106612+0.00179921j 0.00731101+0.007931j -0.00727099+0.017147j -0.00141198+0.0136969j -0.0127798+0.0118684j -0.00927263+0.0208014j -0.00291578+0.00037179j 0.00320002-0.0106852j 0.00367741+0.018581j 0.0131147+0.0258006j -0.0106984+0.00146681j 0.00408311-0.00641112j -0.00128039-0.0107326j -0.00790808+0.0177638j -0.00371073+0.00759892j 0.00688614+0.0110524j 0.0148166-0.00106313j 0.00535579+0.000213915j 0.00587466+0.00177817j 0.0042449+0.00680078j -0.00584569-0.00197773j 0.00845724+0.00398371j -0.00945495-0.00419174j 0.00145788-0.00597299j 
0.00896178+0.0050484j -0.0104473-0.018661j 0.0240099-0.0183148j 0.0502546-0.0142198j -0.0116179+0.00010787j 0.0385341+0.000980018j -0.00713845-0.0237838j -0.0234313+0.00430254j 0.0282709+0.00164996j -0.000803253+0.00743397j 0.0329979-0.0130827j 0.0159164+0.0100499j -0.00402648+0.0113007j 0.023903+0.0124598j 0.0176835+0.00360781j -0.0108407-0.0120978j -0.0175577-0.00334043j -0.00663856-0.0054991j -0.0104001+0.0101238j 0.00412754-0.000862532j -0.0100694-0.0232677j 0.0092092-0.00754316j 0.00749085+0.0025069j 0.0275091-0.0099491j 0.00678225+0.00778409j 0.0131641+0.000323083j 0.0408122+0.0295538j -0.000403664+0.000166697j -0.00678983-0.0384654j 0.0126646-0.0119303j 0.0319672+0.000850969j 0.0132203-0.0181752j -0.0148751-0.00719945j -0.00943587-0.0151688j 0.017302-0.00109774j -0.00579893+0.015448j -0.0278033-0.0255482j -0.00139394+0.0200106j -0.0225662-0.0120688j 0.00914137-0.019337j 0.000533518-0.00564294j -0.0112765-0.0180157j -0.0051081+0.0402164j -0.00458536-0.0154737j 0.00312072+0.0124425j -0.0278599+0.00198467j -0.0066587-0.0176179j -0.0161935-0.0237096j -0.00810595-0.0115197j -0.00804553-0.00831107j -0.00765137-0.0303818j 0.0227201-0.00375657j -0.00307281+0.000552855j -0.0114978-0.00545853j -0.00501948-0.0154161j 0.00962717-0.00844425j 0.00234395+0.00185795j 0.0204712+0.00357993j 0.0126299+0.0198887j 0.0141902+0.00298483j -1.57489e-05-0.010449j 0.0128788-0.00858634j -0.00284637+0.000199469j 0.00692585-0.0141395j -0.0159484+0.00495384j 0.0123855+0.00257547j 0.00391635-0.00875967j 0.00703219+0.00499553j -0.0138139-0.00639134j 
0.0493537-0.0448341j 0.0366088-0.0330986j -0.0531035-0.00920581j 0.0696277-0.0159544j -0.0091973+9.16114e-06j 0.0101059+0.0654164j 0.0153231-0.00293063j -0.0151656-9.42972e-05j -0.0131332+0.0104268j -0.0103052+0.0102277j -0.00389423+0.00208272j 0.0127868-0.0106039j 0.0204863+0.00617514j -0.0293793-0.031895j 0.018211+0.00555177j -0.033033+0.031374j 0.00925987-0.0177262j -0.00905882-0.00210838j 0.0111678+0.000181273j -0.0134156+0.00778477j 0.00119191+0.0195067j -0.00596138-0.0114348j 0.00464526+0.0106289j 0.00419491+0.00676561j 0.00044185+0.0155032j -0.0107807+0.00629257j 0.00401897+0.030505j 0.0148401-0.000794924j -0.00693138+0.00688777j -0.00340183+0.0414465j 0.000711227+0.0177006j 0.0265401+0.00424326j 0.0302716-0.00952644j 0.0068521-0.0328906j 0.0259228-0.0117875j 0.01428-0.0184471j -0.0125293-0.00506663j -0.0254909+0.0428228j -0.00381359-0.0180908j -0.00377598+0.0284174j 0.0692603-0.0351513j 0.0154695-0.0110032j 0.0259948+0.048189j -0.00334811-0.00502545j -0.0120344-0.0200411j -0.0282199+0.0331104j -0.0154059-0.0165061j 0.0116708-0.0208844j -0.0162323+0.033809j -0.027836+0.0577061j -0.0257244-0.00413913j 0.0549196+0.016274j 0.0214564+0.0272299j -0.0242771-0.0230982j -0.00762421+0.021902j 0.0154535-0.0272567j -0.00131507+0.00124292j 0.0104503-0.0217571j 0.00327256-0.0199988j -0.0175337+0.000345504j -0.0260111+0.0330223j 0.020019-0.0395954j 0.00366422-0.0166755j 0.00421077+0.00620444j -0.00319409-0.0120564j -0.00756886+0.0263489j 0.00764901-0.0241794j -0.0485832-0.0315863j 0.00410662+0.00568033j 
0.0417324-0.0411835j -0.0155932+0.0309664j 0.0487998-0.00153276j 0.0333218+0.0510899j -0.0315335+0.0368845j -0.00590711+0.0150427j 0.00869245-0.034659j -0.0320499-0.0324366j -0.00582657+0.017152j -0.0188363+0.00446774j 0.00893033-0.00365148j -0.0181793-0.000930089j 0.00248725+0.0307647j 0.0109772-0.00732648j -0.00314729+0.00877979j -0.0319778+0.00702654j 0.00522254+0.0139427j 0.0078904-0.000613329j -0.00729683+0.0154334j -0.0166536+0.00905691j -0.0145922+0.00931874j 0.0216109-0.0172867j -0.0239798+0.00177123j -0.00360572-0.0114515j -0.0150611-0.00589343j 0.006789-0.0271663j -0.0228499+0.0269654j -0.013525+0.0314728j 0.00403584-0.0221629j -0.00610243+0.0194061j -0.0121339-0.0079057j -0.0149033+0.0133534j 0.0118688+0.0440793j 0.0348965-0.035346j 0.0157771+0.0108074j -0.00774534+0.0123356j -0.0101238-0.0278048j -0.0189065-0.0113679j 0.00385718-0.0337586j -0.0324765+0.0228603j 0.0299059+0.0712542j 0.0136879+0.0339536j -0.0846623+0.0193686j 0.0166671-0.023394j 0.0176217-0.0196118j -0.0237647-0.017951j 0.00744418+0.0130525j 0.0365833+0.00303047j -0.0212606+0.0022875j -0.043903-0.00521237j 0.0332614+0.00832052j -0.0219789+0.0743967j -0.0214677+0.0181118j -0.0076309-0.0199765j -0.0622018-0.0211954j 0.0170882+0.0206401j -0.0089639-0.0143333j -0.00416766+0.0120897j 0.0209576-0.027928j -0.00385269-0.0476021j 0.00208917-0.000421351j 0.0187795+0.0404814j -0.0176688+0.00584664j -0.00783361-0.0125039j 0.0350453-0.00102245j -0.0316492+0.0137883j 0.00542542+0.0272426j -0.0140437+0.00348082j -0.0413158-0.0195929j 
-0.0463876+0.0264417j 0.0432461-0.0352833j -0.0303786-0.0756901j -0.0569835+0.0585125j 0.0854273-0.0433615j -0.106414-0.0418609j -0.0121395+0.0903242j -0.00496721+0.00327918j 0.0078737-0.0171674j 0.0522214-0.0457213j 0.00330218+0.0419308j 0.0103793-0.0259869j -9.95112e-05+0.021765j 0.0429514-0.0188693j -0.0278464+0.00718151j 0.0315233-0.0247476j 0.0187314-0.0100194j -0.007675-0.00543825j -0.00121189-0.0245302j 0.0100028-0.0377725j 0.0346405+0.00662853j -0.0115233+0.021207j 0.00922381+0.0254866j -0.0170176+0.0236143j -0.023867+0.0186717j -0.0684253+0.0295027j -0.0386212-0.0331145j 0.00873663+0.0026916j -0.00416554+0.0532084j -0.0322903+0.00212945j -0.0203114+0.0135847j -0.0138459+0.00156019j 0.0389656-0.0291622j -0.0195364-0.0262235j -0.000518533+0.0200041j 0.00453805-0.0171091j 0.00779998-0.0214238j -0.0155443-0.0270088j -0.00836296+0.0205681j 0.0271256+0.0508678j 0.0129971-0.0416885j 0.0243128-0.000931363j -0.0142954+0.000862841j 0.0171419+0.0110874j -0.0406694-0.0377655j 0.00439874-0.0361381j 0.0082548-0.0203801j 0.0181567-0.00344843j -0.0116907+0.0203641j 0.0210809+0.0110377j 0.034106+0.0034882j 0.0116299+0.0173483j 0.0152002-0.00190061j -0.0145428+0.00935007j 0.00117112+0.0197753j -0.0168946+0.00675553j 0.00428344+0.00547136j 0.012345+0.031012j -0.0370851-0.0138277j -0.0136599+0.0442263j 0.0213556-0.0363112j -0.00224736-0.0269071j -0.00701835-0.0459107j 0.0755756-0.0110785j 0.0136209-0.0184016j 0.0105222+0.0068005j 0.0140962+0.0103232j 0.00696462+0.00362809j 0.0381808-0.00386409j 
0.0177558-0.0562363j -0.0608838+0.023522j 0.0293517+0.030562j 0.00834557-0.00797045j -0.000649138+0.0143633j 0.051767-0.0264857j 0.0339497-0.00339719j -0.00629099-0.0371896j 0.0178673-0.0605794j 0.00648329-0.0210861j 0.00862488-0.0521076j 0.0207508+0.00254711j -0.0701857+0.00827524j -0.0107271-0.0190807j 0.00496885+0.00364289j -0.0281934+0.00205797j -0.0103269-0.0116874j -0.0166491-0.030151j 0.00269162-1.01892e-05j 0.00926868-0.000467377j 0.0205823+0.0203965j -0.0134982+0.000130771j -0.00486181+0.00701478j 0.02103-0.0023057j 0.000328864-0.00818143j -0.0201486+0.00413351j -0.0154202-0.0171205j 0.00784308+0.0191629j 0.00752648+0.00407592j -0.0209827-0.0127062j -0.00979284-0.00749389j 0.00341208+0.00769348j -0.0202371+0.00275006j 0.0152487-0.00112915j 0.0101778-0.0203296j 0.0141674-0.00285143j 0.0136169-0.00461064j -0.00808128-0.00148324j 0.0221259-0.0137078j 0.00819135-0.0158721j 0.00032188+0.000953265j 0.00589193-0.00463937j -0.00731223+0.00775415j -0.0130002+3.06734e-05j 0.00789451+0.00720197j -0.00609412-0.006137j -0.0154351+0.00495178j -0.00298609+0.0067738j -0.00150797-0.00770422j -0.0027595+0.00593808j 0.00625803+0.00388481j -0.00882095-0.00576029j -0.00839761-0.00242485j 0.00188054-0.00598036j -0.0012698-0.00171324j 0.000498365-0.00368046j -0.000302047-0.00315344j -0.00779786-0.0147552j 0.00550578+0.000522206j 0.00205331-0.0119376j -0.000439695+0.0131177j -0.00461339+0.0251424j -0.00152213+0.0130229j -0.0084103-0.00177723j -0.00769912+0.00940427j 0.00396081+0.00590099j -0.0192247+0.0146328j 0.0178128+0.00634922j -0.0129252+0.010111j 
0.0495315-0.023417j 0.0102393-0.0369458j -0.00265654+0.00765487j 0.0343132+0.0288276j -0.0192508+0.0333212j -0.0158173-0.00404787j 0.0354674-0.0128814j -0.0126269-0.0132088j 0.0245806-0.00660196j -0.042703+0.073947j -0.0644778+0.0203063j 0.0493521-0.015726j 0.0117928+0.019841j -0.0243604-0.0055417j -0.000124681-0.0108216j 0.0165314+0.0117179j -0.00718961-0.0130674j -0.0393103+0.00644702j 0.00366232+0.012916j -0.00424124-0.018824j 0.00624777-0.01617j -0.0165545+0.00842984j -0.0106183+0.0242224j 0.00707803-0.00230949j -0.00750815-0.0113358j 0.00601047+0.000477403j -0.0144021+0.0193222j 0.0147156-0.00621249j -0.00564362-0.0160738j 0.00421454+0.0140824j -0.0180054+6.84693e-05j -0.00423534-0.0024964j 0.00709132-0.000135205j -0.00100926-0.00329669j -0.0152846-0.0159923j -0.00746438-0.0090473j -0.000888726-0.0070661j -0.00702088-0.0073445j -0.00824282-0.00779213j -0.000666746+0.0045254j 0.00437741-0.00820593j 0.000811647-0.00164342j 0.000310275+0.0107419j 0.0144638-0.0143992j 0.00323033-0.00160583j 0.0218675-0.00263145j -0.00993711-0.0119392j 0.00149234-0.00973604j -0.0167997-0.0126653j -0.00591654-0.00371512j -0.00377441-0.00682724j 0.000123979+0.011359j -0.00207868+0.0034968j -0.0104253-0.0093313j -0.0122787-0.0124912j 0.00130554+0.00395581j -0.00291414-0.00270007j 0.000106356+0.00925272j -0.0100699-0.0024898j -0.00415615+0.001353j -0.00196073-0.00673149j -0.00644724+0.0139824j 0.00344064-0.0169246j 0.00338232-0.00462708j -6.94163e-05-0.00642441j -0.0176262+0.0166379j -0.00556385+0.00239785j -0.00651594+0.0036344j -0.018163-0.00706909j 
0.143811-0.0483979j 0.0560954-0.131668j -0.0439143+0.0517463j -0.060765+0.0324602j 0.0308806-0.0431883j 0.0347437-0.011617j -0.0106225-0.0172317j 0.0467192-0.0330308j -0.0482586+0.0249295j 0.0518661-0.0155108j -0.0121804-0.0361581j 0.0250933-0.0498462j -0.0137548+0.0648568j -0.00252623-0.029051j -0.0312583-0.000433797j 0.0312287+0.0061862j 0.005362+0.000865314j -0.00304174-0.0105543j 0.020455-0.0128573j -0.0111308-0.00246058j 0.0181977-0.0282965j -0.00191351-0.00435372j 0.00853543-0.0138812j -0.0199954-0.0216974j 0.00516232-0.0109513j -0.0141745+0.0161098j 0.0247025-0.031312j 0.0160584-0.00398256j -0.035702+0.021263j -0.00819853-0.0103133j -0.00466392-0.0316111j -0.014277-0.00272585j -0.00587826+0.00757417j 0.00237787-0.0202638j -0.0275354-0.0675123j 0.0467699-0.0663431j 0.0775818-0.0287905j 0.0190075+0.0359277j 0.0134331-0.0415796j 0.000923261-0.00282003j 0.00026869+0.0163516j 0.0247195-0.00684958j -0.00821753+0.0107604j -0.0258468+0.0350798j 0.0398411-0.00425561j 0.0160733+0.0112274j 0.0135784-0.00836214j 0.00568267+0.00467826j 0.0236923-0.0091209j -0.0360858-0.0271348j -0.0177267+0.0267818j 0.00471732-0.017755j -0.008185+0.0132945j 0.0204956-0.0171505j 0.0202436-0.0100776j 0.00993062-0.0134481j 0.000947582+0.00475801j -0.00285976-0.018035j 0.0306015-0.00340343j -0.00901854-0.0243107j -0.0142932+0.0560558j -0.00685126+0.00775216j 0.00655868+0.0158921j -0.0620759+0.0367288j 0.00689669-0.00157062j -0.0238717+0.0048182j 0.00915801-0.0352516j -0.0515291-0.00195088j 0.0121+0.0144143j 
-0.0565852+0.139317j 0.148322-0.0438954j 0.0742668+0.0192747j -0.0185022+0.0480808j -0.0884715+0.0203668j 0.0937141+0.0216428j 0.0148114-0.0729553j -0.0559631-0.0297206j 0.0580108+0.00270045j 0.0174197-0.00534222j -0.0455899-0.0087813j -0.0256277-0.0519057j 0.0359509-0.00529318j -0.0462845+0.00914665j 0.0139642+0.0398963j -0.00846103-0.0359816j -0.0217795-0.0293243j -0.00152659+0.000227972j 0.000218795-0.0163023j 0.00209297+0.0449429j -0.0231241-0.0134455j -0.00852996+0.00225322j -0.0262018-0.0012568j 0.0128673-0.00466344j -0.00452029-0.00767092j 0.0592966-0.0192436j -0.0072322+0.00839675j -0.00867297-0.00625452j 0.0296699+0.0118255j 0.0124264-0.000914672j -0.0212843+0.022937j 0.00889011+0.0227764j -0.00221234-0.0124364j 0.000676063+0.00886456j -0.0764388+0.0159321j -0.0522012-0.0558511j -0.0495627-0.0654465j 0.0390794-0.0337226j -0.0538687-0.0266958j -0.0161289+0.00017609j -0.00953458-0.0321656j -0.0194732-0.0393163j 0.0220108+0.0227556j 0.0160768+0.0155245j -0.0113566-0.0245195j 0.0254457+0.0109458j -0.0397954-0.0223653j 0.0227724-0.0241913j -0.0101311-0.0554394j -0.0123692-0.00224241j 0.0178519-0.000967787j -0.00173257-0.022427j 0.0111887+0.0161609j -0.0179024-0.0586005j -0.0222155-0.0148949j 0.0235037-0.0269061j -0.013905+0.00840717j -0.0241173-0.010063j -0.000618815-0.0846003j 0.00396701-0.0122698j 0.0205046+0.0116021j -0.0175121+0.00506891j 0.00239401+0.0337856j -0.0162961+0.0234289j 0.0164806-0.0360729j -0.00222583-0.00963166j -0.00961901-0.0110329j 0.0239898+0.00827622j 0.0563336+0.0120055j 
-0.190681+0.120122j -0.0739265+0.149583j 0.0149594+0.0228484j -0.0880123-0.0603613j -0.00452891+0.0318253j -0.102511+0.0313491j -0.032209-0.0450974j 0.0469581-0.0146836j 0.032225-0.00858795j -0.00119418+0.0397023j 0.0512232-0.0315631j -0.0410462+0.014005j -0.00762769-0.0756084j 0.0574644+0.0335602j -0.0317108+0.0126639j 0.00911526-0.0289209j 0.0135603-0.00518278j 0.0111855-0.00131864j -0.00577154-0.00483182j 0.00137421+0.0574183j -0.00483538+0.0114792j -0.000398736-0.0137835j 0.0100876-0.0212591j -0.0163341+0.0024639j -0.0116367-0.0143291j -0.0344751-0.0294805j -0.0215534+0.00541337j -0.0229194-0.0145775j -0.0172204-0.0117834j -0.0271396-0.0283606j 0.00364611+0.0166083j -0.0622221+0.012218j -0.0448019-0.0047196j -0.0497401+0.0491575j 0.0492491+0.0235963j 0.0120417+0.00276694j -0.0294397-0.0155716j 0.00206069-0.0532702j 0.0340273-0.0208203j 0.0147828-0.0277353j 0.0101777+0.0384002j -0.00218749-0.00439995j -0.0474514-0.00242005j -0.027413+0.0187182j -0.00957975-0.0224043j -0.00495235+0.0179805j 0.0154271-0.0317139j -0.0225952+0.00922145j 0.00489037-0.0206479j 0.0178752+0.0296542j -0.00538954+0.0267806j 0.00737666-0.0315484j -0.00606063-0.00262312j 0.00707615-0.0122604j 0.0233698+0.0316646j -0.00612831-0.017932j -0.012845+0.00429442j -0.0142375-0.0427431j -0.0119098-0.0334565j 0.0235645-0.00128072j 0.0301358+0.0244588j -0.00194573-0.00684972j 0.0126046+0.0623731j 0.0119781+0.00969261j -0.00170159+0.00351212j 0.0190851-0.0512464j -0.0183766+0.00825204j 0.0561204-0.00575952j 0.0439815-0.00746012j 
-0.0684992+0.15494j 0.183629-0.131119j -0.0858942-0.0748969j -0.0415436-0.0193644j -0.0630761-0.0041102j -0.0434427-0.0613838j 0.0647309-0.00691943j 0.0126849+0.0732609j 0.0169859-0.0435843j 0.040063+0.0124997j 0.0307192+0.06802j 0.00111739-0.0456246j 0.0670452+0.0242392j -0.00352821+0.0439648j -0.0403554-0.0338897j 0.0102575-0.0117548j -0.00709639+0.0106708j 0.00314099+0.013191j 0.0235049-0.0104001j -0.0387352-0.0163406j -0.00786143+0.00603555j 0.00254185+0.0150862j 0.0134614+0.0101519j 0.00575567-0.0272199j -0.00196296+0.00532779j 0.0377046-0.0281372j -0.0189233-0.00629966j 0.00862428-0.0136305j 0.0211886-0.01046j 0.00215096-0.024731j -0.00893427+0.0231947j -0.00818212-0.0435873j 0.0056734-0.0420721j -0.0432288-0.0339698j -0.0168994+0.0572451j 0.0180004+0.00675655j -0.00796567-0.0102469j 0.0851708+0.0279754j 0.0138302+0.0311236j 0.0134342+0.0300509j -0.0082496+0.0160946j 0.0174593-0.00840096j -0.0209494-0.0393914j -0.0211786-0.0169072j 0.0273083-0.0105147j -0.0350468-0.0190928j 0.0370508+0.00494178j -0.0137501+0.00870821j 0.00630187+0.0231659j -0.0127421-0.0381673j 0.00448118+0.0140586j 0.0225881-0.000888461j -0.0245357+0.020646j 0.0148381+0.0109741j 0.00569638+0.00880796j -0.00519064-0.00568757j 0.00997236+0.0153105j 0.0634534+0.0160147j 0.0181785-0.00152966j 0.00139479+0.00577753j -0.00206904+0.00535629j -0.0118971-0.0521905j -0.023904-0.00736748j 0.0110178+0.0289147j 0.0044214-0.0131974j 0.012042-0.0230236j 0.0239223-0.0588271j -0.0403625+0.0130805j 0.0540069-0.0146449j 
