-0.321702-0j -0.00678126-0j -0.256964-0j 0.249349-0j -0.224296-0j -0.00549345-0j -0.20981-0j 0.314198-0j -0.145361-0j -0.00484476-0j -0.149895-0j -0.00459615-0j 0.205703-0j 0.258041-0j -0.189604-0j -0.129813-0j 0.183986-0j -0.122389-0j 0.125967-0j -0.00328365-0j 0.265601-0j -0.00423917-0j 0.170587-0j -0.00163166-0j -0.0757244-0j 0.242459-0j -0.087439-0j 0.127272-0j 0.119993-0j 0.225786-0j -0.00174857-0j 0.150524-0j 0.0984358-0j -0.017108-0j 0.173221-0j 0.037121-0j 0.157338-0j 0.0931319-0j 0.0521225-0j 0.0703259-0j 0.026617-0j 0.00515768-0j -0.044245-0j -0.000927979-0j -0.0349463-0j 0.0339108-0j -0.0302644-0j -0.000741234-0j 0.0423949-0j -0.0280194-0j -0.0270693-0j -0.000647002-0j -0.020018-0j 0.0274709-0j -0.000605215-0j 0.0344605-0j -0.000419305-0j -0.0249669-0j 0.024227-0j -0.0236857-0j -0.000432387-0j -0.0157904-0j 0.0229838-0j 0.034974-0j -0.015289-0j 0.0224627-0j -0.000546931-0j -0.000374458-0j -0.00976983-0j 0.0312817-0j -0.000353042-0j 0.0214171-0j 0.0164204-0j -0.0154475-0j 0.0291305-0j -0.00840853-0j 0.0211987-0j 0.0127-0j 0.00815937-0j -0.000218434-0j 0.0265924-0j -0.000252226-0j 0.021639-0j -0.00450551-0j 0.0204015-0j 0.0196548-0j 0.008744-0j 0.0131032-0j 0.00651122-0j -4.93494e-05-0j 0.0189985-0j 0.00631139-0j 0.0117136-0j 0.00810721-0j 0.00313488-0j 0.00465184-0j 0.00147833-0j 0.000251882-0j 
9.56881e-06-0j 1.01909e-05-0j 7.6432e-06-0j 7.72241e-06-0j -3.26147e-05-0j 8.2556e-06-0j 6.24065e-06-0j 4.81577e-06-0j 4.32365e-06-0j -3.5593e-05-0j 4.45853e-06-0j 6.90713e-06-0j 6.37066e-06-0j 2.62776e-06-0j -2.75702e-05-0j 3.8612e-06-0j -2.78559e-05-0j 2.38836e-05-0j 3.90122e-06-0j 4.93469e-06-0j 4.07091e-06-0j -3.11439e-05-0j 1.30068e-06-0j 8.66762e-05-0j 2.25237e-06-0j -1.81673e-05-0j 1.70633e-05-0j 3.94164e-06-0j 2.43812e-05-0j 2.29929e-06-0j -1.28462e-05-0j 1.00567e-05-0j 5.99827e-07-0j 5.08864e-07-0j -1.29793e-05-0j 1.14965e-06-0j -5.86468e-06-0j 9.4841e-07-0j -1.29304e-06-0j 4.28537e-07-0j 1.15718e-07-0j 1.7429e-08-0j -0.000188312-0j -0.00019955-0j -0.000148736-0j -0.000150277-0j 0.000629702-0j -0.000159393-0j -9.29794e-05-0j -0.000119254-0j -0.00011521-0j 0.000680156-0j -8.51993e-05-0j -0.000121739-0j -0.000130144-0j -5.02146e-05-0j -9.01664e-05-0j 0.000519477-0j 0.000524861-0j -0.000100809-0j -9.29794e-05-0j -0.000440923-0j -0.000101854-0j -7.67041e-05-0j 0.000318114-0j -2.45073e-05-0j 0.000574956-0j -8.05225e-05-0j -4.15816e-05-0j 0.000335391-0j -0.000498076-0j -4.69715e-05-0j -7.27679e-05-0j 0.00032141-0j -4.24479e-05-0j -0.00126503-0j 0.000459253-0j -1.10736e-05-0j -0.00127814-0j -4.69715e-05-0j 0.000189432-0j -0.000355842-0j -4.74582e-05-0j 9.37447e-05-0j -0.000293555-0j -2.14439e-05-0j 0.000189432-0j -9.37923e-05-0j -4.72794e-06-0j -1.0612e-05-0j 0.000135337-0j -1.3842e-05-0j 4.99302e-05-0j -8.84516e-06-0j 9.5337e-06-0j -3.3778e-06-0j -8.04406e-07-0j -1.0959e-07-0j 
-0.000502467-0j 0.00156304-0j 0.000385959-0j -0.00190104-0j -0.000350328-0j -0.00121764-0j -0.000327702-0j -0.000309423-0j -0.000227039-0j 0.00111669-0j 0.000684407-0j 0.00105938-0j 0.00150813-0j 0.0018989-0j 0.000284785-0j 0.000194979-0j -0.00140271-0j -0.00019116-0j -0.000960372-0j -0.00221253-0j 0.000251533-0j -0.000939629-0j 0.00126757-0j 0.000376087-0j 0.000577761-0j -0.000238774-0j 0.000399237-0j 0.00283654-0j 0.000879744-0j -0.00159781-0j -0.0019688-0j 0.00110769-0j -0.000966812-0j 0.000235364-0j 0.000498681-0j 0.00193766-0j -0.00112428-0j -0.00334788-0j -0.00277809-0j 0.00201919-0j 0.0033751-0j -0.00221568-0j 0.00325008-0j -0.0100595-0j -0.00246858-0j 0.012159-0j 0.00222312-0j 0.00772694-0j 0.00196354-0j 0.00205821-0j 0.00198842-0j -0.00701362-0j -0.00429857-0j -0.00947216-0j -0.00656064-0j -0.0119264-0j -0.00454534-0j -0.00176364-0j 0.00868683-0j -0.00167314-0j 0.0137019-0j 0.00115991-0j 0.00824105-0j -0.00155771-0j 0.00112308-0j -0.00784993-0j 0.00570144-0j 0.00390351-0j -0.00350571-0j 0.00144883-0j -0.00382704-0j 0.000991943-0j -0.0172114-0j -0.00331711-0j 0.00969512-0j -0.000593972-0j -0.00730945-0j 0.00586638-0j 0.00292562-0j 0.0115669-0j -0.00920336-0j 0.00799278-0j -0.00292979-0j -0.00226594-0j -0.000908664-0j 0.00660525-0j -0.0153155-0j -0.00457912-0j 0.0163215-0j 0.00471202-0j 0.0192212-0j -0.00200136-0j -0.00520323-0j 0.01384-0j 0.0194406-0j -0.0340875-0j -0.0170054-0j 0.0078945-0j 
-6.55131e-07-0j -6.97725e-07-0j 5.03224e-07-0j -5.28717e-07-0j -4.56768e-07-0j 5.43544e-07-0j 1.25114e-06-0j -3.29713e-07-0j -2.9602e-07-0j -4.98479e-07-0j 8.9235e-07-0j 1.38476e-06-0j 4.19441e-07-0j -1.79911e-07-0j 3.71311e-07-0j -1.74305e-06-0j -3.90122e-07-0j 7.2983e-07-0j 1.83135e-06-0j 9.8765e-07-0j 2.68027e-07-0j -1.22822e-06-0j -8.90512e-08-0j -1.67882e-07-0j -2.20584e-06-0j 7.45035e-07-0j 5.20537e-07-0j -2.31007e-06-0j 2.44674e-07-0j -4.43287e-07-0j 8.78853e-07-0j -1.04948e-07-0j 1.20255e-07-0j 3.06875e-07-0j 5.31382e-07-0j 5.38901e-07-0j 7.89846e-08-0j 3.17195e-07-0j -1.8109e-08-0j 8.57693e-08-0j 7.61883e-09-0j -1.19328e-09-0j 2.15482e-05-0j 2.28341e-05-0j -1.63668e-05-0j 1.71959e-05-0j 1.47394e-05-0j -1.75395e-05-0j 1.06394e-05-0j -3.99586e-05-0j 1.31833e-05-0j 1.59203e-05-0j -2.84997e-05-0j -1.3396e-05-0j -4.36075e-05-0j 5.74595e-06-0j 1.03176e-05-0j -1.1693e-05-0j 1.22854e-05-0j 3.24827e-05-0j -3.11022e-05-0j 7.69025e-06-0j -3.41282e-05-0j -8.44046e-06-0j -5.10535e-05-0j 2.80432e-06-0j -1.29418e-05-0j 6.07525e-05-0j -2.3243e-05-0j 7.85046e-06-0j -2.54377e-05-0j -3.68524e-05-0j -2.43413e-05-0j 6.43993e-05-0j -4.67094e-06-0j -3.93806e-06-0j 3.02703e-05-0j 1.26713e-06-0j 4.13756e-06-0j 7.6883e-05-0j -1.29838e-05-0j -1.81429e-05-0j 4.64858e-05-0j -1.50233e-05-0j -4.9236e-06-0j 6.90965e-06-0j -2.16599e-05-0j 1.63585e-06-0j -1.58419e-06-0j -1.06959e-05-0j -9.26046e-06-0j -1.08444e-05-0j -1.12389e-06-0j -4.94421e-06-0j 2.23154e-07-0j -1.1299e-06-0j -8.85162e-08-0j 1.20852e-08-0j 
-1.4502e-05-0j 1.48334e-05-0j -1.15836e-05-0j 1.16945e-05-0j -1.0111e-05-0j 1.20165e-05-0j 2.76951e-05-0j -6.44893e-06-0j -6.55268e-06-0j 1.05975e-05-0j -6.7571e-06-0j -2.94395e-05-0j 9.64745e-06-0j -1.867e-05-0j -8.54714e-06-0j 4.01228e-05-0j 8.62894e-06-0j 1.61555e-05-0j -4.05068e-05-0j 7.1827e-06-0j -5.45147e-06-0j -2.71529e-05-0j -2.05285e-05-0j 3.56911e-06-0j 9.99569e-06-0j 1.45723e-05-0j -3.94164e-06-0j -1.74788e-05-0j 5.62768e-06-0j 4.78363e-05-0j 3.82484e-06-0j -1.08908e-05-0j 4.80793e-05-0j -7.71206e-07-0j -3.55538e-06-0j 1.74097e-06-0j -1.89341e-05-0j -6.73836e-06-0j -1.10761e-05-0j -1.17305e-05-0j -6.86104e-06-0j -1.79271e-06-0j 0.000285396-0j -0.000290456-0j 0.000225416-0j -0.000227574-0j 0.000195216-0j -0.000232005-0j 0.000124511-0j -0.000529233-0j 0.000174607-0j -0.000202511-0j 0.000129123-0j -0.000184356-0j 0.000554698-0j 0.00035677-0j -0.000131242-0j 0.000161045-0j -0.000162586-0j -0.000447377-0j -0.000135336-0j 0.000101854-0j 0.000451659-0j 0.000102717-0j -0.00067618-0j 0.000386798-0j -0.000171188-0j 0.000803609-0j 6.30188e-05-0j 9.18725e-05-0j 0.000323574-0j -0.000431277-0j -0.000110197-0j -0.000291773-0j 0.000301589-0j 5.4238e-05-0j 0.000416579-0j 0.000303121-0j -5.47571e-05-0j 0.000200201-0j -0.000806174-0j -7.89462e-05-0j -0.000186097-0j 2.90621e-05-0j 5.9918e-05-0j -0.000991055-0j -5.86806e-05-0j 0.000225632-0j -0.000579751-0j -1.54463e-05-0j 0.000196692-0j 1.85362e-05-0j 0.000279578-0j 0.000139603-0j 0.000115628-0j 0.000141449-0j 6.40453e-05-0j 1.41382e-05-0j 
5.80078e-05-0j 6.17792e-05-0j -0.000226341-0j 4.68146e-05-0j 4.0444e-05-0j -0.000244476-0j 3.78319e-05-0j 2.9194e-05-0j 2.62107e-05-0j 4.41372e-05-0j 0.000332949-0j 4.18722e-05-0j -0.000188657-0j 1.593e-05-0j -0.000167009-0j -0.000114343-0j 3.45428e-05-0j 2.20686e-05-0j 2.36499e-05-0j 0.000368507-0j -0.000120554-0j -0.000188657-0j 7.88493e-06-0j 1.48649e-05-0j 9.9936e-05-0j 2.25284e-05-0j 0.00019422-0j 0.000294349-0j -0.00011005-0j -6.80898e-05-0j 0.000116592-0j 9.29248e-06-0j 3.63626e-06-0j -0.000772604-0j 0.000198266-0j -0.000454224-0j -3.55258e-05-0j 4.20803e-05-0j 1.60344e-06-0j 3.20018e-05-0j -3.42681e-06-0j 1.05658e-07-0j -0.000758396-0j -0.000803655-0j 0.00292612-0j -0.000605217-0j -0.000518757-0j 0.00313579-0j -0.000374459-0j -0.000480276-0j -0.00046399-0j -0.000560322-0j -0.00422678-0j 0.002395-0j -0.000524133-0j -0.000202231-0j -0.00036313-0j 0.00209052-0j -0.000432388-0j 0.00198325-0j -0.00461276-0j -0.000270661-0j -0.000410199-0j 0.00150902-0j -0.000262066-0j -9.86991e-05-0j 0.00231379-0j 0.00158414-0j -0.00122567-0j -0.0002763-0j -0.000305744-0j -0.00018917-0j -0.00361006-0j -0.00326171-0j 0.00083509-0j 0.000704063-0j 0.00184816-0j -4.4597e-05-0j -0.000145623-0j -0.00138454-0j -0.000156057-0j -0.00269078-0j -0.00235443-0j 0.0050333-0j 0.000880262-0j 0.000421872-0j -0.00114219-0j -5.75745e-05-0j -1.9041e-05-0j 0.0107039-0j -0.00137342-0j 0.00363323-0j 0.000200933-0j -0.000260722-0j -7.854e-06-0j -0.000167575-0j 1.58253e-05-0j -4.41356e-07-0j 
0.00014209-0j 2.99515e-06-0j -0.000109143-0j -0.000110133-0j -0.000192618-0j -2.33329e-06-0j 9.26689e-05-0j -0.000138775-0j 6.42029e-05-0j -4.16053e-06-0j -0.000193539-0j 2.03003e-06-0j 8.73702e-05-0j -0.000113972-0j 0.000156581-0j -5.51369e-05-0j 0.000158001-0j -0.000264264-0j -5.56369e-05-0j -4.23972e-06-0j 0.000112811-0j 3.50084e-06-0j -7.53449e-05-0j -5.64499e-06-0j -0.000163382-0j 0.000208216-0j 0.000551917-0j 0.000164329-0j -0.000249154-0j 9.59004e-05-0j 7.3353e-06-0j 0.000325014-0j -4.34771e-05-0j -6.65572e-05-0j -0.00043486-0j 0.000112254-0j -0.000129934-0j 0.00020094-0j 4.47611e-05-0j 9.08021e-05-0j 1.13053e-05-0j -2.27805e-06-0j -0.00091907-0j -1.92763e-05-0j 0.000698075-0j 0.000704405-0j 0.00122232-0j 1.48066e-05-0j 0.000880639-0j -0.000582027-0j -0.000562292-0j 2.61311e-05-0j 0.00121557-0j -0.000548748-0j -1.25717e-05-0j 0.000715824-0j -8.70994e-06-0j -0.000969688-0j -0.000978482-0j 0.000473136-0j 2.6256e-05-0j 0.00160349-0j 0.000477426-0j -0.000698627-0j 0.000617493-0j 0.000466601-0j -2.12422e-05-0j 7.48003e-06-0j 0.000991359-0j -0.0012634-0j 3.58508e-05-0j 0.000444882-0j -0.000997106-0j -0.00182382-0j -0.0005819-0j -0.00131567-0j 0.000823335-0j 0.000263809-0j -0.0013276-0j 2.21648e-05-0j -0.00107401-0j -7.48746e-05-0j -0.001314-0j -0.00124586-0j 0.00199228-0j -0.000392618-0j 0.00172513-0j -0.00133061-0j 0.000135253-0j 9.02933e-06-0j 0.00224308-0j -0.000897602-0j 0.000454945-0j -0.00082265-0j -0.000126611-0j -0.000282476-0j -2.95306e-05-0j 5.23217e-06-0j 
0.000703307-0j -0.000719383-0j -0.00164223-0j -0.000567152-0j 0.000490358-0j 0.0017036-0j 0.000458687-0j 0.000312756-0j 0.000317788-0j -0.000513952-0j 0.000278393-0j -0.000487578-0j 0.00136774-0j 0.000905447-0j -0.00121175-0j -0.000829626-0j -0.000418482-0j 0.000267568-0j -0.000286515-0j -0.000295928-0j -0.000772868-0j 0.00131463-0j 0.000995581-0j -0.000173093-0j 0.00203931-0j 0.000241347-0j 0.000162396-0j -0.000245925-0j 0.000797849-0j -0.00231603-0j -0.00228502-0j 0.000528177-0j 0.000796292-0j 0.00218218-0j 0.000146482-0j -0.00265824-0j -0.00268433-0j 0.00402559-0j 0.000537165-0j 0.000483297-0j -0.000972705-0j 8.69417e-05-0j 9.67287e-05-0j -9.84437e-05-0j -0.000223339-0j -7.71311e-05-0j 6.61642e-05-0j 0.000229868-0j 4.22004e-05-0j 6.12562e-05-0j 5.91791e-05-0j -6.86366e-05-0j 3.71785e-05-0j 0.000182657-0j -6.42037e-05-0j 0.000120919-0j -4.44816e-05-0j -0.000159561-0j -5.51051e-05-0j -0.000151373-0j -3.89674e-05-0j 3.45211e-05-0j -5.22773e-05-0j -0.00010177-0j 3.3425e-05-0j 0.000131097-0j 0.000169611-0j 0.000116125-0j 0.000263109-0j 3.11382e-05-0j -3.74521e-05-0j 2.13189e-05-0j -3.17289e-05-0j 2.86898e-05-0j -0.00029881-0j -5.37383e-05-0j 0.000140953-0j 0.000102736-0j -1.85587e-05-0j -0.000285448-0j 9.33108e-05-0j -2.2731e-05-0j 1.82987e-05-0j 0.000310112-0j -5.9366e-05-0j -0.000335331-0j -0.000244996-0j 7.64732e-05-0j 6.71034e-05-0j -0.000305445-0j 5.66335e-05-0j 0.000197793-0j -0.000277002-0j 0.000582853-0j 3.91895e-05-0j 4.07273e-05-0j -6.34553e-05-0j 4.79182e-06-0j 
-9.5708e-05-0j 0.000197809-0j -7.64479e-05-0j -6.8249e-05-0j 0.000129743-0j 0.000160243-0j -6.24195e-05-0j -0.000184093-0j -4.32455e-05-0j -0.000274774-0j -4.45946e-05-0j 0.000134069-0j -5.63026e-05-0j -3.21598e-05-0j 0.000109676-0j -3.86201e-05-0j 9.79132e-05-0j 0.000178002-0j -3.44782e-05-0j 9.57837e-05-0j -0.000155619-0j -0.000240427-0j 0.000163426-0j -0.000372812-0j -2.25284e-05-0j 0.000276211-0j 0.000127171-0j -3.48355e-05-0j 0.000160558-0j -2.81398e-05-0j -9.91712e-05-0j 9.17104e-05-0j 0.000259095-0j -5.0897e-06-0j 0.000197334-0j -1.01603e-05-0j -0.000293074-0j -1.16071e-05-0j -0.000495338-0j 0.000185106-0j 0.000205502-0j 7.79374e-05-0j 0.00125129-0j -0.00257319-0j 0.000988315-0j 0.00088232-0j -0.00166415-0j -0.00205537-0j 0.00236128-0j 0.000792415-0j 0.000765545-0j 0.00348825-0j 0.000566128-0j 0.000714761-0j -0.0016782-0j 0.000408269-0j -0.00116269-0j -0.00137286-0j -0.00122562-0j 0.000669852-0j -0.00119897-0j -0.00218311-0j 0.000598012-0j 0.00194795-0j -0.0008407-0j -0.00204568-0j 0.00294873-0j -0.00103833-0j 0.0002763-0j -0.00338759-0j 0.00478574-0j 0.00119287-0j 0.00042724-0j -0.000849412-0j 0.000345122-0j -0.00186269-0j -0.00107242-0j -0.00317768-0j -0.00166292-0j -0.000605695-0j -0.000612561-0j 0.0034191-0j 0.00120523-0j -0.000247745-0j -0.00555499-0j -0.00178997-0j -0.00044235-0j 0.00583368-0j -0.00302532-0j -0.000136841-0j -0.000437635-0j 0.000351527-0j 0.00569855-0j -0.000738325-0j 0.00447346-0j -0.00216139-0j -0.00156394-0j -0.000470892-0j 
-4.36754e-07-0j -4.6515e-07-0j -3.48863e-07-0j -3.52478e-07-0j 1.48865e-06-0j -3.76815e-07-0j -2.84845e-07-0j -2.19809e-07-0j -1.97347e-07-0j 1.62459e-06-0j -2.03503e-07-0j -3.15266e-07-0j -2.90779e-07-0j -1.1994e-07-0j 1.2584e-06-0j -1.76239e-07-0j 1.27144e-06-0j -1.09013e-06-0j -1.78065e-07-0j -2.25237e-07-0j -1.85811e-07-0j 1.42152e-06-0j -5.93675e-08-0j -3.95621e-06-0j -1.02806e-07-0j 8.29218e-07-0j -7.7883e-07-0j -1.79911e-07-0j -1.11285e-06-0j -1.04948e-07-0j 5.86346e-07-0j -4.59025e-07-0j -2.73782e-08-0j -2.32264e-08-0j 5.92422e-07-0j -5.24739e-08-0j 2.67685e-07-0j -4.32888e-08-0j 5.90189e-08-0j -1.956e-08-0j -5.28179e-09-0j -7.95522e-10-0j 1.43654e-05-0j 1.52227e-05-0j 1.13464e-05-0j 1.14639e-05-0j -4.80369e-05-0j 1.21594e-05-0j 7.09295e-06-0j 9.09733e-06-0j 8.78886e-06-0j -5.18858e-05-0j 6.49945e-06-0j 9.28686e-06-0j 9.92807e-06-0j 3.83063e-06-0j 6.87837e-06-0j -3.96285e-05-0j -4.00391e-05-0j 7.69025e-06-0j 7.09295e-06-0j 3.36359e-05-0j 7.76994e-06-0j 5.85139e-06-0j -2.42674e-05-0j 1.86955e-06-0j -4.38607e-05-0j 6.14268e-06-0j 3.17207e-06-0j -2.55854e-05-0j 3.79958e-05-0j 3.58323e-06-0j 5.55111e-06-0j -2.45189e-05-0j 3.23815e-06-0j 9.65034e-05-0j -3.50342e-05-0j 8.44751e-07-0j 9.75035e-05-0j 3.58323e-06-0j -1.44509e-05-0j 2.71455e-05-0j 3.62036e-06-0j -7.15133e-06-0j 2.23939e-05-0j 1.63585e-06-0j -1.44509e-05-0j 7.15496e-06-0j 3.60672e-07-0j 8.09538e-07-0j -1.03242e-05-0j 1.05594e-06-0j -3.80894e-06-0j 6.74755e-07-0j -7.27281e-07-0j 2.57676e-07-0j 6.13643e-08-0j 8.05682e-09-0j 
6.6192e-07-0j -6.7705e-07-0j 5.28717e-07-0j -5.33777e-07-0j 4.61502e-07-0j -5.48473e-07-0j -1.2641e-06-0j 2.94352e-07-0j 2.99087e-07-0j -4.83708e-07-0j 3.08418e-07-0j 1.34372e-06-0j -4.40344e-07-0j 8.52165e-07-0j 3.90122e-07-0j -1.83135e-06-0j -3.93856e-07-0j -7.37393e-07-0j 1.84887e-06-0j -3.27844e-07-0j 2.48825e-07-0j 1.23936e-06-0j 9.36995e-07-0j -1.62907e-07-0j -4.56239e-07-0j -6.65132e-07-0j 1.79911e-07-0j 7.97792e-07-0j -2.56867e-07-0j -2.18342e-06-0j -1.74579e-07-0j 4.97096e-07-0j -2.19451e-06-0j 3.52006e-08-0j 1.6228e-07-0j -7.94643e-08-0j 8.6422e-07-0j 3.07563e-07-0j 5.05555e-07-0j 5.35421e-07-0j 3.13162e-07-0j 8.18256e-08-0j -2.17715e-05-0j 2.21575e-05-0j -1.71959e-05-0j 1.73605e-05-0j -1.48921e-05-0j 1.76986e-05-0j -9.49838e-06-0j 4.03727e-05-0j -1.33199e-05-0j 1.54486e-05-0j -9.8502e-06-0j 1.40636e-05-0j -4.23153e-05-0j -2.72163e-05-0j 1.00118e-05-0j -1.22854e-05-0j 1.24029e-05-0j 3.41282e-05-0j 1.03242e-05-0j -7.76994e-06-0j -3.44549e-05-0j -7.83576e-06-0j 5.15826e-05-0j -2.9507e-05-0j 1.30591e-05-0j -6.13035e-05-0j -4.80741e-06-0j -7.00852e-06-0j -2.46839e-05-0j 3.29e-05-0j 8.40637e-06-0j 2.2258e-05-0j -2.30067e-05-0j -4.13756e-06-0j -3.17788e-05-0j -2.31237e-05-0j 4.17716e-06-0j -1.52724e-05-0j 6.14992e-05-0j 6.02243e-06-0j 1.41964e-05-0j -2.21701e-06-0j -4.57086e-06-0j 7.56028e-05-0j 4.47646e-06-0j -1.72124e-05-0j 4.42264e-05-0j 1.17832e-06-0j -1.50047e-05-0j -1.41404e-06-0j -2.13277e-05-0j -1.06496e-05-0j -8.82068e-06-0j -1.07905e-05-0j -4.88571e-06-0j -1.07807e-06-0j 
0.000131081-0j -0.000681438-0j 0.000104702-0j 0.0019107-0j 9.13918e-05-0j -0.000552028-0j 8.54892e-05-0j -0.00284898-0j 5.92286e-05-0j -0.000486843-0j 6.10764e-05-0j -0.000461859-0j 0.00157625-0j 0.00110493-0j 7.72562e-05-0j 5.28937e-05-0j 0.00140984-0j 4.98687e-05-0j 0.000965252-0j -0.000329968-0j -0.00240833-0j -0.000425987-0j 0.00249171-0j -0.000163963-0j 3.08547e-05-0j -0.00219849-0j 3.56279e-05-0j 0.000975254-0j 0.000919479-0j 0.000966812-0j -0.000175711-0j 0.000644541-0j -0.00121338-0j 6.97081e-06-0j -0.00157068-0j 0.000284449-0j 0.00229818-0j 0.00039879-0j -0.00351508-0j -0.000866881-0j -0.0014391-0j 0.00654039-0j -0.000847864-0j 0.00438561-0j -0.000669674-0j -0.0122208-0j -0.000579955-0j 0.00350306-0j 0.0180791-0j -0.000536934-0j -0.000518727-0j 0.00305772-0j -0.000383604-0j -0.00989998-0j 0.00286024-0j -0.00693975-0j 0.00198163-0j -0.000478438-0j -0.00873097-0j -0.000453886-0j 0.00204345-0j -0.000302591-0j -0.00828292-0j 0.0149145-0j -0.000292982-0j -0.0154308-0j 0.00258479-0j 0.00176968-0j -0.000187219-0j 0.0133399-0j 0.00166847-0j 0.00913321-0j -0.0059176-0j -0.000296019-0j -0.00586638-0j -0.000161132-0j -0.0076396-0j 0.00736249-0j -0.00294048-0j 0.00103231-0j -0.00535525-0j 0.00119201-0j 0.00922786-0j -8.63388e-05-0j 0.00870011-0j -0.013502-0j -0.00315117-0j -0.00900132-0j 0.0206514-0j 0.000233225-0j -0.00382597-0j 0.00269146-0j 0.00679066-0j -0.00556929-0j 0.00797129-0j 0.0147541-0j -0.0178187-0j -0.0427127-0j 
5.02362e-05-0j 5.35024e-05-0j -0.000196017-0j 4.05426e-05-0j 3.50255e-05-0j -0.000211723-0j 3.27634e-05-0j 2.52828e-05-0j 2.26991e-05-0j 3.8224e-05-0j 0.000288342-0j 3.62624e-05-0j -0.000163382-0j 1.37958e-05-0j -0.000144634-0j -9.90242e-05-0j 2.9915e-05-0j 1.9112e-05-0j 2.04814e-05-0j 0.000319136-0j -0.000104402-0j -0.000163382-0j 6.82855e-06-0j 1.28734e-05-0j 8.65471e-05-0j 1.95101e-05-0j 0.0001682-0j 0.000254914-0j -9.53059e-05-0j -5.89675e-05-0j 0.000100972-0j 8.04752e-06-0j 3.14909e-06-0j -0.000669095-0j 0.000171704-0j -0.00039337-0j -3.07663e-05-0j 3.64426e-05-0j 1.38862e-06-0j 2.77143e-05-0j -2.9677e-06-0j 9.15024e-08-0j -0.00032494-0j -0.000344332-0j 0.00125372-0j -0.00025931-0j -0.000222265-0j 0.00134355-0j -0.00016044-0j -0.000205778-0j -0.0001988-0j -0.000240074-0j -0.001811-0j 0.00102615-0j -0.000224569-0j -8.66473e-05-0j -0.000155586-0j 0.000895701-0j -0.00018526-0j 0.000849737-0j -0.00197637-0j -0.000115967-0j -0.000175753-0j 0.000646551-0j -0.000112284-0j -4.22884e-05-0j 0.000991359-0j 0.000678737-0j -0.000525147-0j -0.000118383-0j -0.000130998-0j -8.10511e-05-0j -0.00154676-0j -0.00139751-0j 0.0003578-0j 0.000301661-0j 0.00079186-0j -1.91079e-05-0j -6.23932e-05-0j -0.000593216-0j -6.68638e-05-0j -0.00115288-0j -0.00100877-0j 0.00215656-0j 0.000377155-0j 0.000180754-0j -0.000489378-0j -2.46682e-05-0j -8.15825e-06-0j 0.00458615-0j -0.000588451-0j 0.00155669-0j 8.60914e-05-0j -0.000111708-0j -3.3651e-06-0j -7.17986e-05-0j 6.78047e-06-0j -1.89102e-07-0j 
-8.28855e-05-0j 0.000171307-0j -6.62058e-05-0j -5.91054e-05-0j 0.000112361-0j 0.000138775-0j -5.40568e-05-0j -0.000159429-0j -3.74517e-05-0j -0.000237961-0j -3.86201e-05-0j 0.000116107-0j -4.87595e-05-0j -2.78512e-05-0j 9.49819e-05-0j -3.3446e-05-0j 8.47953e-05-0j 0.000154154-0j -2.9859e-05-0j 8.29511e-05-0j -0.00013477-0j -0.000208216-0j 0.000141531-0j -0.000322865-0j -1.95101e-05-0j 0.000239205-0j 0.000110133-0j -3.01684e-05-0j 0.000139048-0j -2.43698e-05-0j -8.58848e-05-0j 7.94235e-05-0j 0.000224383-0j -4.40781e-06-0j 0.000170897-0j -8.79911e-06-0j -0.000253809-0j -1.0052e-05-0j -0.000428976-0j 0.000160307-0j 0.00017797-0j 6.74958e-05-0j 0.000536124-0j -0.0011025-0j 0.000423451-0j 0.000378037-0j -0.00071302-0j -0.000880639-0j 0.00101171-0j 0.000339516-0j 0.000328004-0j 0.00149457-0j 0.000242562-0j 0.000306245-0j -0.000719039-0j 0.000174926-0j -0.000498165-0j -0.000588211-0j -0.000525127-0j 0.000287003-0j -0.000513706-0j -0.00093537-0j 0.000256223-0j 0.000834615-0j -0.000360204-0j -0.000876487-0j 0.0012634-0j -0.000444882-0j 0.000118383-0j -0.00145144-0j 0.00205049-0j 0.000511095-0j 0.000183054-0j -0.000363937-0j 0.00014787-0j -0.000798082-0j -0.000459486-0j -0.0013615-0j -0.00071249-0j -0.000259515-0j -0.000262457-0j 0.00146494-0j 0.000516392-0j -0.000106148-0j -0.00238008-0j -0.000766926-0j -0.000189528-0j 0.00249948-0j -0.00129622-0j -5.86306e-05-0j -0.000187508-0j 0.000150614-0j 0.00244159-0j -0.000316341-0j 0.00191669-0j -0.000926064-0j -0.00067008-0j -0.000201757-0j 
