0.115222+0.193019j 0.0766969-0.481475j 0.403788-0.169506j -0.402304-0.190437j 0.0114386+0.289689j 0.0524311+0.00733019j 0.0266363-0.0490138j -0.0120352-0.016605j 0.0284266+0.0307641j -0.00319573-0.0424667j 0.0447022-0.00324417j -0.0191618+0.056553j 0.0186893+0.0120327j -0.00094408+0.032845j -0.0183493-0.00489327j 0.0245771-0.00400739j -0.0217779+0.0226593j -0.0559571+0.00301617j 0.0162577+0.0280996j -0.0145573-0.088863j -0.0725087-0.0697976j -0.0163164+0.0237429j 0.00750584-0.0302975j -0.0175465-0.0184707j -0.0138097+0.015613j -0.0137029+0.0147055j -0.00168219+0.00597698j -0.0230964-0.0201193j 0.0159721+0.00335148j 0.0108966+0.00168296j 0.0323442+0.0327944j 0.0152485+0.0284496j 0.00466723+0.0223662j -0.0352519+0.0173208j -0.0052725+0.0130926j -0.00747894-0.00995631j 0.0351809+0.00616407j -0.0179168+0.0178651j 0.0302104-0.00913173j 0.00970456-0.0040649j -0.0216878-0.0234411j -0.00893442+0.00640962j 0.00953984-0.038597j 0.041859+0.00481682j 0.00441613-0.0219701j 0.00625008-0.0236473j 0.0243051+0.0274866j -0.0197684+0.0147773j 0.00204213+0.0180252j 0.0059926+0.0222836j 0.0323702+0.0107545j -0.0213339-0.026528j 0.0369202-0.0215319j 0.0142496+0.0205808j 0.0118542-0.0200751j 0.0305303-0.0197948j -0.0151878+0.0191822j -0.00226712-0.0559608j 0.019575+0.0362397j 0.0144268+0.0102448j -0.0247757-0.0086356j 0.00400172+0.00329703j 0.0138982+0.00512675j 0.00552622+0.00315543j -0.014985-0.00237336j 0.00302423-0.00168235j 0.0128602-0.000732146j 0.0129702-0.0134893j 0.0133395+0.00598321j -0.00491843-0.0083227j 0.0190815+0.0127065j 0.00547088-0.000419296j -0.0023696-0.00190331j -0.00058329-0.000884762j 0.00724428-0.0161092j 0.0379305+0.0194295j -0.0110011+0.00998428j -0.000162534-0.00520777j -0.00250651+0.00221843j 0.00300879-0.0217556j -0.00454661+0.00391222j 0.0263578+0.0355059j 0.0057194+0.00291128j 0.00727338+0.019258j -0.000150545+0.00694985j -0.013232+0.00350316j 0.00588437+0.00146759j 0.0116119+0.00620482j -0.00475883+0.00358535j 0.0212048+0.00772572j -0.00484918-0.0190178j 0.0136154+0.00609356j 
-0.0346057+0.0779256j 0.0628997-0.0590381j -0.00380359+0.00765946j -0.0220782+0.0409372j 0.0764824-0.0362244j -0.0556449-0.0303489j 0.066041-0.222346j 0.0801817+0.0502177j -0.0294194-0.073014j -0.0672851-0.0199225j -0.049927+0.0120758j 0.0532291-0.0214603j -0.0960354+0.083589j 0.00479852+0.0021958j -0.0796514-0.0467032j 0.0369719+0.0155773j -0.0456048-0.0180093j 0.0326384-0.0117323j 0.00240792-0.0254985j -0.0761785+0.023336j 0.0217604-0.0333846j 0.0812698-0.000244879j -0.118635+0.175646j 0.151141-0.138096j 0.0488594-0.0269256j -0.0333288-0.0418131j -0.12124+0.0749831j 0.00446261-0.0706974j -0.0024066-0.0501121j -0.0271442+0.0447405j 0.0696738-0.117321j -0.0547305-0.0266955j 0.00572858+0.0171315j 0.0832282-0.0577215j -0.00311123-0.030967j -0.00538869-0.0699723j -0.0312684+0.054167j -0.0770067-0.00495337j 0.133989-0.0156768j 0.0313618+0.0146095j 0.0901094-0.0521287j 0.0247831-0.0325657j -0.00408303-0.0843481j 0.0599402+0.0313712j -0.0622823-0.0378833j -0.0204283+0.0213839j -0.0435116+0.00607658j -0.0511047-0.0473842j -0.00382258+0.0418672j -0.0336354-0.0215539j -0.02541+0.0249161j 0.0808232+0.0575426j -0.0202625-0.0160922j -0.0221506+0.0377312j -0.0563315-0.0340039j 0.0265882+0.00198534j 0.113244+0.00128568j -0.0161487-0.0884344j -0.0274916+0.108408j 0.0591373-0.0628013j -0.0384607-0.0117506j -0.00488723-0.0122551j 0.125584-0.0150734j 0.017667-0.0968169j 0.0837751+0.0277293j 0.0148473-0.00852199j 0.0191857+0.0140008j -0.0221183+0.049733j 0.0445014-0.0220181j -0.0977447-0.0512407j -0.0372993-0.10106j 0.0475932-0.015382j 0.0851945+0.00500617j 0.0253666+0.0684795j -0.0326472-0.040308j -0.0649324-0.0394825j 0.023713-0.0755203j -0.0320447+0.0535004j 0.0355542-0.0108294j 0.0768934-0.0137615j -0.0283413-0.0273335j -0.0583348-0.0286061j 0.0774998-0.0113946j -0.0739696-0.00381626j 0.0206116+0.0280997j 0.00244371+0.0142552j -0.044489+0.0722419j -0.071201+0.00824705j -0.0486765+0.0321856j 0.0545598-0.0218519j 0.0375649-0.0388228j 0.0315804-0.0126957j 
0.0591744-0.0686958j -0.0355387-0.0109594j -0.00571325+0.0410238j 0.0295474-0.00287064j -0.137423+0.0171631j -0.0799407+0.13683j -0.0420102+0.165836j -0.0632283+0.0304786j 0.106048+0.21092j -0.0520448-0.0836952j 0.0498449-0.102639j 0.0637973-0.00483793j -0.0674743-0.0574606j -0.00180049+0.036119j -0.050984-0.0495166j 0.0398861+0.0361953j -0.00607227+0.0290632j -0.0480662-0.00756603j -0.0582816+0.000325918j 0.0835-0.0427497j 0.0435091+0.0784956j 0.129176-0.0642263j 0.0172894+0.0497057j 0.060725-0.0478304j -0.162249+0.0301059j 0.0196837+0.0191402j 0.00660571+0.0455271j -0.0263543+0.0467487j 0.0960731-0.0126653j 0.0923433-0.0328219j -0.0806781-0.000193986j -0.0600951+0.0050154j -0.109812+0.124723j 0.0405182-0.0132525j -0.0853129-0.136829j -0.0421818-0.0910419j -0.0190755+0.0051173j -0.0656038+0.000276427j 0.0551374-0.0497572j -0.0213234-0.00217881j 0.0138986-0.0724478j -0.0389942+0.0187629j -0.0051822-0.0306997j 0.0287621-0.013867j -0.0359279+0.0093519j -0.0211043+0.0122044j -0.0210968+0.0454021j -0.0333808+0.0413845j -0.123898+0.0452808j 0.102638+0.0301033j 0.0956085+0.0283361j -0.0260058-0.0630793j 0.0779482+0.0166288j -0.0263261+0.0550824j -0.0127784-0.0270784j 0.0174078+0.0229964j 0.0162718-0.027311j -0.0336107+0.0613959j 0.10412-0.00995602j -0.0632828-0.0537994j -0.0498261+0.0695636j 0.0651032-0.0441782j -0.0196217+0.0173555j 0.109604-0.00211756j 0.0248505-0.00408211j -0.0378514-0.014803j 0.0891314+0.099735j -0.0528881-0.00137947j -0.0357266+0.0246129j -0.00819449-0.0497313j 0.160693-0.0698366j 0.000798603+0.0673802j 0.0833682+0.00700986j -0.00295148-0.0593025j -0.00203237+0.00718613j 0.0205132-0.0285585j -0.0260588-0.0449518j -0.0184617-0.0632838j -0.00246705-0.00698828j -0.0173785-0.0722737j -0.0358483+0.0293827j 0.121101+0.00152358j -0.0421159-0.0953226j 0.0595482+0.0145095j -0.000290746+0.0269139j 0.09776-0.0156339j 0.0212396-0.0408207j 0.00939588+0.00938991j 0.0247546-0.0317155j -0.0493589+0.0325143j 0.010894+0.0761781j -0.0461562+0.00603121j 
-0.102041-0.0157973j -0.0854478+0.0745901j 0.0344156+0.00693605j 0.0171071-0.0082657j -0.0657719+0.12121j 0.080365-0.0792837j 0.00208431+0.00768579j 0.0748854+0.148473j 0.0771525+0.0297695j 0.0321546-0.0474209j -0.0429738-0.0145711j -0.00120067+0.00749313j 0.0289223-0.0148588j 0.031968+0.00795898j -0.0186546-0.0206035j 0.0171643+0.0182041j -0.0542424+0.015178j 0.0428544+0.00387097j -0.0491228-0.00772365j 0.0233361+0.0494303j -0.137104+0.0992267j 0.0596827+0.095082j 0.115544-0.117195j -0.0566521-0.0333929j -0.053785-0.0640706j -0.12478+0.0347359j -0.069423-0.104971j -0.099403-0.00719104j -0.0368049+0.0994505j 0.0205874-0.0197703j -0.00243068+0.10926j 0.0495783+0.0307799j -0.0790162-0.0115873j 0.0147705+0.0382171j 0.0174935-0.0587864j -0.00104054-0.0409235j 0.0643842+0.00624125j -0.0230129-0.00276297j 0.00100218-0.0332025j -0.0471739+0.01337j -0.00459269-0.109283j 0.010042+0.00979314j -0.00716713-0.0342277j -0.0360591+0.0299323j 0.110336+0.0372466j -0.0276259-0.0458174j -0.005364+0.00631617j -0.0391095+0.0387598j -0.0560926+0.0167854j 0.0267853+0.0805083j 0.0667101+0.0344987j 0.0354171+0.0386142j -0.0347598+0.0306927j -0.0352445+0.0269103j 0.00415497-0.0357996j -0.0505181-0.00920435j 0.00294258-0.043726j 0.0349378-0.109809j -0.0307758+0.0489958j -0.0726083+0.0572107j -0.0890283+0.00532676j 0.0581085+0.0112534j -0.0170997-0.0180063j -0.0132914-0.0519246j -0.0580046+0.0381699j -0.0256118+0.0317157j -0.0437517+0.00155474j 0.0529316+0.0134708j 0.0650293-0.125637j 0.0707838+0.0754078j -0.0181151+0.0377149j -0.0105909+0.0358714j -0.0932567-0.0256618j -0.00136303-0.0860025j 0.0770145-0.0478012j 0.0411825-0.00847175j 0.0745999-0.0289563j -0.0219873+0.0117289j 0.0116909-0.11177j 0.0745688+0.00717162j -0.0350134-0.0265414j -0.0112438-0.00166353j 0.116453-0.00999745j 0.000685049-0.0255711j 0.033587+0.0141718j -0.0338429+0.0413104j 0.0126384-0.0118262j 0.0189737-0.00228711j -0.0818637+0.0310985j 0.0222835-0.082999j -0.0549137-0.0383239j 0.00654718-0.0358385j 
0.00874209+0.0270951j 0.025445-0.00530681j -0.0162595-0.0228985j 0.0113262-0.0115558j -0.000162485-0.0431078j 0.0529765-0.0516527j 0.0624074-0.0661861j 0.00814304+0.0146277j -0.0390871-0.0187225j 0.0265288-0.0154537j -0.0212162+0.0222548j 0.00233241+0.02325j -0.0550742-0.0157967j 0.062231-0.00566634j 0.0325171+0.00220058j -0.0445519+0.0758493j -0.0617049-0.0741102j -0.0227443+0.0720139j -0.0191791+0.0438722j -0.0670227-0.00403352j -0.0743428-0.0066099j -0.0251339+0.0130559j 0.0846732-0.0363809j 0.00334149-0.0743586j 0.0521116+0.0169052j -0.0714447-0.0525825j -0.0215421-0.0365553j -0.0457711+0.0966322j -0.130324-0.0220178j 0.046072-0.0102018j 0.0440939-0.062927j 0.0860613+0.0150279j 0.00299122-0.0298195j 0.0569109+0.0292127j 0.00976296-0.0342583j -0.00238043+0.0292246j -0.0100635-0.0175284j -0.00213686+0.0292051j 0.00411836+0.0428104j 0.0405717-0.0148125j -0.00997469-0.0913531j 0.021882-0.0131484j 0.0343285-0.0498824j -0.0600576+0.0782587j -0.0275124-0.0163518j 0.0785139-0.00765303j -0.0498094-0.0478698j -0.0260071-0.000136632j -0.0941778-0.0406933j 0.0342266+0.0381585j -0.0875072+0.038688j 0.0346636+0.0594017j 0.0796214-0.0539046j -0.0155505+0.0738384j 0.0664576+0.0250758j 0.00643834+0.0153359j -0.0383781+0.0160622j 0.0259047+0.043108j 0.0875777-0.00936445j 0.0167978+0.00609357j 0.0804859+0.0503515j 0.0296088+0.0332813j 0.0262475-0.0154763j -0.0662849+0.0276471j -0.0046779-0.0548481j -0.0695549-0.0277476j -0.0403182+0.0128724j 0.0290062-0.00472979j 0.048447+0.0159587j -0.0258329+0.0579111j 0.00447288-0.00528206j -0.00171348+0.0414369j -0.0172629+0.0186968j 0.0246101+0.00911471j 0.0517794+0.114055j -0.0572614-0.0083952j -0.0375719-0.0279596j -0.0497979-0.0581782j -0.0381349+0.0327178j 0.0583824+0.0523976j -0.0885606-0.0202499j 0.0882866+0.141523j 0.0422975-0.0846482j 0.0841947+0.0415645j -0.0015772-0.0483162j -0.0564006-0.0238171j 0.0138875+0.00916557j 0.0545632+0.0636453j 0.0582413+0.050704j 0.0628529+0.134147j -0.101644+0.169748j 0.0457456-0.0715821j 
0.041609-0.00860822j -0.0520633-0.0101795j -0.0122763-0.00270797j -0.0121785+0.00528028j -0.0216812+0.0214272j -0.020025+0.105808j 0.00328787+0.0460313j -0.0596144-0.0361987j 0.0375666+0.0131369j -0.033777+0.040169j -0.015164-0.0183991j -0.0374732+0.0406972j -0.0433081-0.0205664j -0.0267674+0.0412395j 0.054532+0.0509146j 0.0113328+0.011572j -0.0184726-0.0302269j 0.0131355+0.0302858j 0.0317511+0.0422259j -0.0723977+0.0875666j -0.0403245+0.0352028j 0.0140644-0.000621047j 0.00778008+0.0287105j 0.034558+0.0062407j -0.0292079-0.0298844j -0.0623732+0.0635194j 0.078503-0.00516534j 0.0147642+0.0469916j 0.0085235+0.011582j 0.0247155-0.0315379j 0.0188221+0.0289304j -0.0211385+0.0149145j 0.00302-0.0256573j 0.0491458-0.0217446j -0.000971341-0.00516712j 0.036766-0.021981j -0.0312717-0.0249838j -0.0383489-0.0736326j 0.00152041-0.00160157j -0.0304391-0.00728641j -0.00994038+0.0238552j 0.0241023+0.00464772j 0.0331003+0.0184083j 0.0186685+0.00306464j 0.0470914+0.074844j 0.0123024+0.0331413j -0.109434-0.0158035j 0.0273384+0.0940451j 0.00345727+0.0383621j 0.111034+0.0993075j 0.0747215+0.0546282j 0.117281+0.00183807j -0.0111363+0.00342092j -0.0109016+0.0391622j 0.0182814+0.0804107j 0.0440095-0.0232071j -0.0368935+0.0704275j -0.0283044-0.0281323j -0.0322165-0.0167447j -0.019697-0.0102547j -0.0546942-0.0198741j -0.0383735+0.0255108j -0.0154623-0.0015286j 0.0594854-0.0136141j -0.00238033-0.032375j -0.0607595-0.0999932j 0.0176685+0.0167081j -0.0399184-0.00980993j -0.0425378-0.0514431j 0.0178776-0.0656j 0.0190727+0.0458962j -0.0186694-0.0269016j 0.0327789-0.0399865j -0.0438254+0.0338437j -0.0974185-0.0470345j 0.0518807-0.0104634j 0.000382207+0.0813743j 0.00388013-0.118846j -0.0134558+0.0313295j -0.0597826+0.0705946j 0.146861-0.0692053j -0.0444156-0.0413663j 0.154254-0.0472975j -0.0663929-0.125544j 0.000700525-0.026456j -0.0886805-0.0248347j -0.0266845+0.0346272j -0.0431406-0.158077j 0.0574754+0.181291j 0.141483-0.00949546j -0.0373613+0.0847114j 0.0548001-0.1027j 
-0.0319042+0.0270949j -0.0108744-0.00227285j 0.0254836-0.0325681j 0.0295559-0.0199896j 0.0128222+0.030885j -0.019043-0.0530175j 0.0283333-0.0388848j 0.0274492+0.0904549j -0.0177008-0.0165892j 0.0398016+0.011806j -0.0356533+0.00557265j 0.00459951+0.0109589j 0.0151758+0.0474646j 0.0265075-0.0158788j -0.0425424-0.0948283j 0.0122984-0.0165862j -0.0707028-0.0428041j -0.0484131+0.0255414j -0.0425357-0.0987169j 0.0344511+0.00267529j -0.0304967-0.0673648j -0.00514885+0.0506789j 0.00455727+0.0228914j 0.0134543-0.0707016j 0.0340113+0.0105612j 0.0521778-0.0231131j -0.0701981+0.0373064j 0.0213097-0.038569j -0.0647325+0.0176934j 0.0541006-0.0754209j -0.0637114+0.00911772j -0.0101511-0.00713598j 0.00256685-0.000448908j -0.0480561-0.00530983j 0.0236086-0.0123582j -0.00411877+0.051132j 0.0465126-0.017005j 0.0300879-0.0218219j 0.0368619+0.0338092j -0.0223832+0.0189222j -0.0216773+0.0205844j 0.015605+0.0964089j 0.00686895-0.0334634j -0.000550056-0.00256943j -0.0211008+0.00518719j 0.0221442+0.0558901j 0.0696579-0.0410187j 0.0323325-0.0418432j 0.0122171-0.0745474j 0.0222814+0.00321102j -0.0345576-0.0117257j -0.0663758-0.0563962j -0.0665733+0.0678606j 0.0606297+0.0925484j 0.0434278+0.0135724j -0.0284879-0.070303j 0.0597889+0.0130648j 0.0534232+0.00953531j -0.133202-0.0256473j 0.0161553-0.0770897j 0.0613806+0.0848015j 0.0280256-0.00533365j 0.000938201-0.0345681j -0.120044+0.0559565j 0.0761711-0.0307475j -0.0685528+0.0529554j 0.0426917-0.0570108j -0.0580941-0.000106913j -0.0555829+0.0969866j 0.0664185-0.0796132j 0.0707594+0.127777j 0.0140811-0.0299426j 0.0330555+0.0265931j -0.0465923+0.0858278j 0.0235712-0.0630431j -0.0477278+0.00380358j -0.0972377-0.0756264j 0.0178144-0.0328856j -0.0682227-0.0106272j -0.073366-0.0016218j 0.133251-0.0886488j 0.0401248-0.00777611j 0.109422-0.0584693j -0.0499873-0.0373079j -0.0469878+0.000926173j -0.0266473-0.0173839j -0.0499688+0.0659516j 0.0395323-0.133562j 0.182428-0.0901836j 0.138922+0.198926j -0.15108-0.0382624j -0.023069+0.111932j 
0.0200412-0.0238995j 0.00656803-0.0634462j 0.0093121+0.0347167j -0.0239596+0.04705j -0.0218625-0.0122101j -0.0530396-0.0438104j 0.0158711-0.0243125j -0.00426572+0.0280018j -0.00612577+0.00680828j -0.00246872-0.00963685j 0.0535794+0.0281849j 0.0149236-0.0285466j -0.0114867-0.00853069j -0.0142688+0.0138437j 0.0031516+0.0163252j 0.0281829-0.0053454j 0.0504812+0.0187045j 0.00672617+0.019806j 0.0465365-0.00378448j 0.0599349-0.0317456j 0.0187169-0.0383074j -0.0431333+0.0103859j 0.00185809+0.0352893j -0.0188225-0.0326763j -0.00452942+0.0181196j -0.00863073-0.0634561j 0.0191885-0.013957j 0.0759362-0.0244165j 0.0145329+0.0439997j 0.0859743-0.0582107j 0.000201015-0.0220395j 0.028957+0.0563887j -0.0403268-0.0742898j 0.0612505-0.0436757j 0.0262928+0.032112j 0.00800066-0.00472555j 0.0720326-0.051343j -0.0252852-0.00323258j -0.115888-0.127391j -0.0635187+0.00944668j -0.0373052+0.0135043j -0.0489852+0.0623803j -0.00712932+0.016658j -0.00160044-0.00315973j 0.065933-0.0637076j -0.0709449-0.0292929j -0.0661796-0.0678453j -0.0131798+0.0151859j -0.104945-0.0345973j 0.0138932-0.115695j 0.0353526+0.0404645j 0.00588943+0.0017725j -0.0200325+0.019185j 0.123908+0.0631888j 0.0224353+0.0451365j -0.0610799+0.0735452j 0.074292-0.0101506j -0.0473979-0.0771449j 0.0018104-0.0905564j 0.0525305+0.0121481j 0.0109832+0.0764378j -0.0459076-0.0793626j 0.0833192-0.00932035j 0.0173279+0.0712908j -0.0955578+0.0482068j 0.0336452-0.0421858j -0.127635+0.0544952j -0.0618203+0.0646202j 0.112485+0.0350459j 0.0497879-0.0475558j -0.0319639+0.161781j 0.00621935+0.0780663j 0.0251001-0.106j -0.0401545+0.0384911j -0.0793915-0.0941259j -0.0383242+0.0176209j 0.0786655+0.0214334j -0.03077-0.066147j -0.0926916+0.019966j 0.0381898-0.0309133j -0.101314-0.0312948j -0.0715957+0.0166791j -0.0123515+0.012829j -0.0229677+0.062731j -0.0222851-0.00638777j -0.0370442-0.0991542j 0.164681-0.0702322j 0.0858845-0.0631193j -0.0787153-0.139351j -0.162758+0.000673792j -0.0330832-0.13129j -0.0816508+0.0717983j 
-0.00644382+0.015588j -0.0209075+0.018449j 0.0273012-0.0181046j 0.0246093-0.0355131j -0.000917525-0.00969164j -0.0233356-0.0246549j 0.0226899-0.00839011j 0.0153666+0.0331145j 0.0538231-0.0060093j -0.00582425+0.0147044j -0.0252295+5.29955e-05j 0.0174408+0.0124512j 0.0744605+0.0209737j 0.0564026-0.000903j 0.00546328-0.0558017j 0.0110462+0.00507866j -0.0311721+0.00116776j 0.00342952+0.0314084j -0.0625389-0.00556856j 0.00335309+0.0267493j -0.0205537+0.00449054j -0.0113776+0.0163831j -0.0467035+0.0135939j -0.0266502+0.0236706j 0.0050672-0.0102765j 0.0318315-0.0223515j -0.00699196-0.048324j -0.0478345+0.047435j -0.0589886+0.0168442j -0.0360448+0.0695877j 0.00175794-0.0677379j 0.0591539+0.00487799j -0.0054915+0.0320065j -0.066852-0.0163563j 0.00425278+0.0383214j -0.0443082-0.0222928j -0.0546039+0.0515095j 0.00797474+0.0251839j -0.0203298-0.108524j 0.0393295-0.023855j -0.00301485+0.0305205j -0.0328624-0.0840162j -0.0407476-0.0155101j 0.0229655+0.03j -0.0410927+0.0141755j 0.00815966-0.0634433j 0.0719644+0.0511579j 0.012768-0.034175j 0.0417269+0.0144224j -0.0455772-0.0987032j 0.0901178+0.0756796j 0.0396647-0.0489912j -0.0302896-0.0465788j 0.0211872-0.00371316j 0.0371621-0.0276606j 0.117916+0.19405j -0.00926137-0.0123885j 0.038395-0.0557946j -0.0647536-0.0994408j -0.046702-0.032564j 0.0267689+0.0179968j -0.0608768+0.0364376j 0.0392531+0.113995j 0.0341045-0.0117344j -0.0108592-0.059172j -0.0872435+0.0563527j -0.029208+0.0159118j 0.17124-0.124766j -0.0535729+0.0489528j 0.190719+0.0321747j 0.0146577-0.12626j -0.0300756-0.0241391j -0.0377195+0.0228334j 0.23357+0.0328807j 0.100585+0.0575992j 0.0341181-0.0195694j 0.0508506-0.0264532j -0.103509-0.0233884j -0.0965217+0.0297582j -0.157508-0.021516j -0.0567529-0.0676085j -0.0223217-0.00782473j -0.0401832+0.0165385j 0.0486548+0.00945763j -0.0192265-0.00831895j 0.0711119+0.0736137j -0.135731-0.163262j -0.0732308-0.0255333j 0.057625-0.0930371j 0.0264435-0.00100401j -0.0616106+0.00413121j 0.0121563+0.035599j 
0.0451581-0.000499749j 0.0185901+0.00992297j -0.0140357-0.0251041j 6.02777e-05-0.00183698j -0.00695733+0.024381j 0.0388201+0.0387214j -0.0085222+0.0122745j -0.00363232-0.00530923j 0.0226796-0.00563696j 0.0160981+0.00934684j 0.0315392-0.00761211j 0.0459299+0.0304981j 0.0527215+0.0552609j -0.0106721+0.00923049j 0.00610264+0.0122693j -0.0118295-0.00492774j 0.00628031-0.0110565j -0.00594699-0.023691j -0.0537478+0.0143953j 0.0118502-0.0226711j -0.030065-0.00552064j -0.000927086-0.0379845j 0.039948-0.0412667j 0.0110373+0.00588749j -0.00814687+0.0209024j 0.00217922+0.0420901j -0.0733569-0.0540268j 0.0158576+0.00875448j 0.0145+0.0012554j -0.0211842+0.0477386j 0.0513516+0.00637026j -0.0850963+0.0198813j 0.0600352-0.0207236j 0.0405426-0.0291969j -0.0493144-0.0132771j 0.0126395-0.0240628j 0.0550333-0.0217385j -0.00420499+0.0231338j -0.00670175-0.0788257j -0.0524678-0.0157318j -0.0232483-0.0130037j -0.0379003+0.00980636j 0.0219737+0.0651464j -0.068936-0.00615009j 0.00480378-0.0382453j -0.0202186+0.013292j 0.070787-0.0716288j -0.0241356-0.0254761j -0.00848584-0.0551947j 0.0285517-0.0117093j 0.0107704+0.0498011j -0.0997188-0.0217475j -0.0335025+0.00154781j 0.0158083+0.043281j -0.0733987+0.00374423j 0.0288627+0.0873741j 0.0113213+0.0473126j -0.0140021-0.0413089j -0.0295309-0.0531724j -0.00627952-0.0092719j -0.0452341-0.0582908j 0.013573-0.0217053j -0.0354951-0.00858226j -0.00250739+0.0691863j -0.0115396+0.0229814j 0.0522401-0.0849279j -0.0700068+0.0477184j 0.055779+0.0376772j -0.0804363-0.10096j 0.085582+0.0545197j -0.00564761-0.0724789j 0.0769226-0.00682745j 0.101605+0.189327j 0.0851056-0.0240473j 0.00351389+0.0285014j -0.0577594-0.072095j -0.0205671-0.0518046j 0.043416-0.022748j -0.0121829-0.116748j 0.0354955-0.0178652j -0.0679064-0.0778066j -0.127711-0.0689531j 0.103685+0.00271891j -0.0646225-0.0793816j 0.00524898-0.0154857j -0.0178111+0.0537394j 0.0342983-0.0947126j -0.0139072+0.0149133j 0.00994923+0.0684903j 0.00124979-0.0088542j 0.0453408+0.0337031j -0.00660237-0.0385505j 
-0.0156627+0.0103231j 0.00831212-0.0120378j -0.00301182+0.0326127j -0.0221528-0.00936239j -0.00293906+0.00877626j -0.0115194+0.00306793j -0.0727555-0.0238396j -0.0109728+0.00446378j -0.031274-0.000719511j -0.0487972+0.0120091j 0.0281441+0.00822242j 0.0310078-0.0260332j -0.0175901+0.0183131j -0.0426721+0.0307478j 0.0149399+0.0250962j -0.00946987-0.0279562j 0.0372881+0.00213527j -0.0597632-0.0381011j 0.0665821+0.0183759j -0.00481565-0.0263582j 0.0355427+0.000625585j -0.00453371+0.00157076j -0.0310404+0.0249699j -0.0532622+0.0279663j 0.0572778-0.00379446j -0.0291861+0.0644587j -0.0721837+0.0113945j 0.00112496+0.0492238j -0.0557401+0.044681j -0.0134573+0.00285906j 0.0119812-0.0219714j -0.0738838+0.00988416j -0.0212055-0.0581141j 0.00652961-0.0103861j -0.0626161-0.00455026j 0.0274935-0.0908227j -0.0302784+0.0108683j 0.134343+0.0269187j 0.0748269-0.0444887j 0.0348659+0.0113726j -0.0368247+0.000396887j -0.0108803-0.0584435j 0.0373626+0.0110631j 0.0179055+0.0346222j -0.0190781-0.00380851j 0.0280714+0.00120928j 0.0621338+0.0239918j -0.0299088-0.0334906j -0.0421395+0.00233275j 0.0162661-0.0875964j 0.0328169+0.0265816j 0.0637096+0.0494422j 0.0417499-0.130194j -0.0530377+0.0699177j 0.0556031-0.120864j 0.0139475+0.140165j -0.00162257-0.014742j -0.0658371-0.0211748j -0.0793344-0.11601j 0.00708714+0.00487383j -0.00179082-0.0333853j -0.0282271+0.0365286j 0.072448-0.000820083j 0.0658829+0.100539j -0.0668363+0.0190963j 0.0781716-0.0788281j 0.0827114+0.0108237j 0.17735-0.0388517j 0.0352671-0.0580236j -0.0571892-0.0420114j -0.00297873+0.0830797j -0.105552-0.0835472j 0.0384853+0.00975877j 0.0305449+0.141208j 0.0355051-0.0117648j 0.0509945-0.0569442j -0.0431132-0.0602475j -0.0598588+0.121228j 0.0388955+0.0448396j 0.0915388+0.0329855j -0.0622946+0.0782278j 0.0326317-0.00733983j 0.101246+0.0317164j 0.0113139+0.011856j 0.00730717+0.0519389j -0.0258025-0.142609j -0.0560839-0.00318138j -0.0120086-0.0894519j 0.0592957+0.0264579j -0.00966845-0.0617607j 0.0376487-0.0420111j -0.0776805-0.00936012j 
