0.137302-0.0901711j 0.0259561+0.178813j 0.0374961-0.0103277j 0.020624-0.0958933j 0.0320163+0.0350487j 0.0243808-0.00535751j -0.0949765-0.00768463j 0.000215354-0.0205694j 0.0285926+0.0110282j -0.00328996+0.0284875j -0.0561697+0.00262672j 0.112204-0.048898j -0.0437181-0.00393727j 0.076028-0.00490705j 0.0351822+0.0567045j -0.0276272-0.0120409j -0.209618-0.0130512j 0.0784511+0.0142018j -0.00221429-0.0166439j 0.00938578+0.0238605j 0.101311+0.0624108j 0.0510571-0.00350338j 0.0208607+0.059193j 0.087947-0.031812j 0.0173103+0.00278266j -0.0721777+0.00343026j -0.0148643+0.0912335j -0.0452658+0.00825408j -0.0286209-0.010855j 0.0124557+0.0177728j 0.052439+0.0137182j 0.0744418+0.037042j -0.0349826+0.00616346j -0.0436246-0.0366302j 0.0135486-0.00881241j 0.0361742-0.00434712j 0.03173-0.00716613j -0.0222052-0.0380746j 0.0249112-0.0191334j -0.0241574+0.0256208j -0.0341654+0.00108275j -0.00787259-0.0130987j -0.0453695-0.0188192j -0.0515525-0.0105105j -0.0117107+0.0185103j -0.017771-0.0210525j 0.0058034-0.0057746j -0.0442847+0.00637313j -0.0588428+0.01183j 0.0720651+0.0445855j 0.00671872-0.0307367j -0.0211072-0.00415034j 
0.00871297-0.0093702j -0.000959906-0.00230824j -0.0144836-0.0158583j -0.00272927-0.0190214j -0.000207372-0.0389891j -0.00116578+0.030445j 0.00465438-0.0258307j -0.00669288+0.0828922j -0.021335+0.0188959j 0.040452+0.014143j 0.0279553-0.0740345j 0.0514674-0.0416142j -0.0140332+0.0816154j -0.0484645+0.0308817j -0.0188841-0.0182197j 0.0446837+0.0224403j 0.0127087-0.0165645j -0.0266588-0.0398974j -0.0113804-0.0356677j -0.0240023+0.00998338j 0.0458205-0.0358614j 0.0272564-0.00821251j -0.0505807-0.0173997j -0.0782063+0.00600238j 0.00361122-0.0361368j -0.0367619+0.0100408j -0.0201255+0.00334419j -0.0711146+0.0494283j -0.0217042+0.078713j -0.121101-0.0314j 0.0509816+0.0594145j 0.042865-0.0242501j 0.0628744-0.0132357j 0.135125-0.0408028j 0.102282+0.0314877j 0.0209223-0.0120654j -0.0606784+0.017814j 0.0497081-0.159042j 0.0134623+0.0157362j -0.0331585+0.0471412j -0.0265597+0.00812245j -0.0602516+0.00640227j -0.0733851-0.0105381j 0.00752638+0.0202644j -0.0215182+0.0170444j -0.0312386-0.0949353j -0.113085+0.0410264j 0.0407983-0.0326471j -0.0197997-0.0353669j -0.0103489-0.0048725j 0.0474995-0.0477959j -0.00655025+0.00352302j 
-0.0191999+0.00833029j 0.0250936+0.00677064j 0.0457401+0.00993319j 0.00669319-0.0136669j -0.0418425-0.00556388j 0.112167+0.0128599j -0.0406652+0.0636903j -0.0720312+0.0315204j 0.0774987-0.0917446j -0.0200374+0.0191854j 0.00710888-0.0511026j 0.037428-0.00941449j -0.0090613-0.0535702j -0.0833024-0.0669926j 0.0640385+0.0180036j 0.0884491+0.0597311j 0.0240129-0.0263955j -0.126689-0.0145421j -0.0737351+0.104284j -0.0141551-0.0419687j 0.032868-0.0162206j -0.0278288+0.102215j 0.0619542+0.0699109j -0.0890457-0.0607463j 0.0216117-0.00472761j 0.172196+0.0517794j -0.0383162+0.0320048j 0.00662454-0.0421866j -0.027882-0.0418856j 0.0310655-0.00314679j -0.106513-0.0414269j 0.071743+0.128242j 0.0576472-0.0877678j 0.0260976-0.0242283j 0.0803594+0.126527j -0.0858667-0.0543438j 0.0741232-0.00552851j -0.0132038+0.0725853j -0.0165376+0.12599j -0.0387506-0.0475307j 0.0338091+0.0905624j 0.0471623+0.0186491j -0.0523026-0.0725673j 0.0431873-0.0332257j -0.0475904-0.0371432j -0.0214292+0.170723j -0.178007-0.0151362j 0.115961+0.0291522j -0.0221362-0.0111422j -0.0419014+0.0281808j -0.00169567+0.0276013j -0.0185764-0.0351218j 
0.00736427-0.0111757j 0.00424912+0.0540118j 0.00951625-0.0340988j 0.00157761-0.0138481j -0.0176726+0.0160118j 0.0161339-0.00593218j -0.0325961+0.0616278j 0.0332934+0.0235935j 0.0419086-0.147092j 0.0296275-0.0157094j 0.0390745-0.0845806j -0.0102269-0.00197364j 0.0329402-0.0550637j 0.0370134+0.0415801j 0.0630175+0.00284264j -0.0147203+0.00999317j 0.00814494+0.0244062j -0.0243453+0.0769896j -0.0279617-0.0359788j 0.0644691-0.0590261j 0.0655788+0.0588473j -0.110589-0.000665681j -0.0435486-0.0971632j 0.0106737+0.000796771j 0.0072227+0.067259j 0.0528588-0.035469j 0.110562-0.0336276j 0.0384449-0.035784j 0.125408+0.0249809j 0.0530246+0.0457226j -0.0553521+0.0778972j 0.00567493-0.00155748j 0.0186083-0.0441092j 0.0342626+0.0650229j 0.0326686+0.0215203j -0.00607789+0.0132635j 0.0636036+0.0430273j 0.0141003-0.0274584j 0.0204961-0.0300141j 0.0687227-0.046197j 0.0321917-0.0292208j 0.0847399-0.057657j -0.00761694-0.0476801j 0.057802-0.0164177j 0.00861254+0.0422244j -0.04476-0.0232991j -0.108616+0.0513539j 0.0335249-0.00802993j 0.0681169-0.10447j -0.115981-0.0564571j 0.0568174-0.0123112j 0.0477453+0.00691325j 
-0.00257942+0.0154811j 0.012661-0.0201463j 0.0413227-0.0316061j 0.0188656+0.0385515j -0.0537436+0.0062988j 0.017283+0.0382232j 0.0909875+0.00183285j 0.00183484+0.0425206j 0.0583918-0.0280527j 0.0492708+0.0861119j 0.0885826-0.0423275j -0.012108+0.0139767j 0.0882861+0.0127961j -0.0370825+0.00616505j 0.0250186+0.0391681j -0.03191-0.0403813j -0.024321-0.0282537j 0.0175805+0.042534j -0.0120414-0.0283372j 0.0140008+0.0427816j 0.0989532+0.0177837j -0.0336487-0.0644277j -0.0353054-0.042558j 0.0313043+0.0236305j -0.00348723+0.0497719j 0.0192479+0.00171108j -0.0626092-0.0601267j -0.0118186-0.0646622j 0.0977646+0.0600534j -0.0172777-0.00378906j 0.0174225+0.0385811j 0.0383845-0.0450082j -0.0681326+0.0439321j -0.0105789+0.0550774j -0.00159797-0.0576738j -0.00112048+0.0147709j -0.00748019-0.0119343j -0.00794616-0.0431595j -0.000142155-0.0821652j -0.050066+0.0184729j -0.0643729+0.0289618j -0.0171924-0.0366021j -0.0928984+0.00538207j -0.0771615+0.00336271j 0.0465466+0.0301587j -0.0682343-0.0382482j 0.0534318-0.059636j 0.0113819-0.0948975j 0.110825-0.0378179j 0.0211065+0.0220326j -0.0382814-0.005851j 0.0645522+0.00730301j 
-0.0122617-0.0230447j 0.0115468-0.0431653j 0.0153716+0.0549838j -0.00384198+0.019277j -0.00428091+0.00300182j -0.00890686-0.00399061j 0.0523502-0.0260677j 0.148103-0.0171715j 0.0111052-0.10664j 0.0618857+0.00131829j 0.0165445-0.0845993j 0.0103812+0.00367672j 0.0523504-0.0388048j -0.00221494+0.0119172j 0.0506564+0.0110279j 0.0236034+0.0254889j -0.0650102+0.00517812j -0.0153972+0.046686j 0.0120549+0.00425098j 0.0359905-0.0614175j 0.00646298-0.0103615j 0.0289288+0.00894523j -0.0170172-0.00304593j -0.0375985-0.00777917j 0.0391815-0.0148597j -0.0321807+0.013941j 0.0281416+0.0554701j -0.0748101-0.0420565j -0.078754+0.100813j -0.00971421-0.0655903j -0.0550809-0.0357108j -0.0608986+0.0477166j -0.0141419+0.0473883j 0.0110233+0.00873194j -0.0644413+0.0395365j -0.00557202-0.00611796j -0.0171804+0.0322919j -0.00198434+0.057269j -0.00419794+0.0536598j 0.0122029+0.0351277j 0.0207732+0.00119715j 0.0486895-0.0280001j 0.00130548+0.0187623j -0.000592716+0.0526651j 0.031425-0.0967676j 0.00490533+0.0105745j 0.0189494+0.00916731j -0.00372052+0.00806764j 0.0139982-0.0535716j -0.0350533+0.071187j -0.0262653+0.0193263j 0.0821332-0.0220933j 
-0.00150181-0.00407803j 0.0422975+0.0280769j -0.0333767-0.0118946j -0.00724485+0.00979929j -0.00139917-0.00451051j -0.029123-0.0111942j -0.0371943+0.0638903j -0.0304792-0.0534841j 0.0338731-0.0648259j -0.0686491-0.0350672j -0.0361342+0.0354912j -0.0114045+0.0121429j 0.0243043-0.0242438j 0.0260522+0.0251851j -0.0143037-0.0283215j -0.0297706-0.069539j 0.051924+0.0496612j -0.0436306+0.00740682j -0.0630893-0.0446339j 0.0383236-0.0474866j -0.0467345-0.0242075j -0.0439996-0.0175572j 0.0405754-0.0171727j -0.00861446+0.0541527j -0.025381-0.0398996j 0.03821-0.0422714j -0.0103271-0.0176193j 0.155434+0.0184194j 0.165756-0.104297j 0.0904312+0.0845583j -0.000867516+0.0323721j 0.0601211-0.0150714j -0.0153093-0.0351074j 0.0216037+0.0441157j 0.0543515-0.0662989j -0.0233299+0.00794627j 0.0566025-0.0651121j 0.0262613-0.112737j -0.0461916-0.125835j -0.00873122-0.00461434j 0.0638121+0.00476999j -0.00751901+0.017924j 0.0209026+0.0197607j -0.0220666-0.042911j 0.0259755+0.104005j 0.0455938+0.0087063j -0.0645578-0.0201181j 0.0665796-0.00250074j -0.0263964-0.017345j 0.0159559+0.0169865j 0.0102818+0.00765026j -0.0496219+0.0495678j 
-0.00541977-0.0150492j -0.0281126+0.0128322j -0.0156542-0.0323125j 0.00343855+0.00492623j 0.0275812+0.0239306j -0.00752702+0.0198599j 0.0359529-0.0224583j 0.0107782+0.0881874j -0.00634557+0.0338989j 0.0448367+0.0472963j -0.00546637-0.0797863j 0.0812269-0.0706649j 0.0207068-0.0215975j 0.0104869-0.0477143j 0.00617487+0.0488367j 0.0439951+0.052353j 0.0211971+0.021744j -0.000725025-0.0600941j -0.00152002-0.0413526j 0.0702842-0.107769j -0.00839019+0.00665461j 0.0545275+0.0172626j 0.0284224+0.0899825j 0.0243326+0.0246868j -0.0434405-0.0102029j -0.0916404+0.0483387j 0.110667-0.0283748j -0.0878652+0.0271686j -0.0443294+0.0104497j -0.0980091-0.077946j 0.0785208+0.037975j -0.0122297+0.0905156j 0.10745-0.0190623j 0.0770201-0.0447131j 0.00103871-0.00490731j 0.0228281-0.00586172j -0.0257066+0.0420813j 0.0490168-0.0151226j 0.0435871-0.00172475j -0.0586369-0.0128125j 0.0060548-0.0315693j -0.0292329-0.0156229j 0.00537256+0.00295833j -0.00910565+0.00659206j 0.0272173-0.011021j 0.086707-0.023654j 0.0439605+0.0460423j 0.0135743+0.0622854j 0.0352514-0.0895528j 0.0506808+0.0516649j 0.0991982+0.0596701j -0.0279619+0.0291591j 
0.00373954-0.00383646j -0.0256739-0.00339939j 0.0214759+0.0176882j -0.0294184-0.0152456j -0.00375783+0.0136214j -0.00338051-0.0143669j -0.0325316+0.0144379j 0.0210861+0.0907171j -0.00993293-0.0259099j 0.074228+0.00300843j -0.014529-0.0212009j 0.0143969-0.0226624j 0.034171+0.00529288j 0.0169287+0.0242164j 0.0413648-0.0217136j -0.0144937+0.00576941j -0.0424855-0.0198369j 0.0211213-0.00327902j -0.00970161+0.0523777j 0.0410143-0.0215598j 0.0227363+0.0226731j -0.0222899+0.0343972j -0.0115355-0.0048589j -0.00674783+0.0093335j 0.0674866+0.0190038j -0.00849113-0.0194139j 0.00564201+0.062925j -0.0843162-0.0567676j -0.0449406+0.0188958j -0.0320232-0.0690255j -0.0731606+0.00325871j -0.0800325+0.0131535j 0.0361774+0.0199583j 0.0273816+0.0425198j -0.0276173+0.0730929j 0.0345664+0.00726139j -0.0775709+0.0368362j -0.0547709+0.0912771j 0.0164243+0.099332j 0.0747256+0.00767352j 0.00444236+0.00925149j 0.0293195-0.0291083j 0.00843041+0.0282743j 0.025715+0.0448435j 0.0265799-0.0888045j -0.0436965-0.070275j -0.0369569+0.0281432j -0.00945115+0.0167437j -0.00663599-0.0472021j -0.0441913+0.0138934j 0.00168548-0.0243173j 0.0795202-0.038029j 
0.0030619-0.0130403j 0.0507247+0.0198515j 0.0241367+0.00646585j 0.00213576-0.00189445j -0.00795105+0.00618704j 0.00419871-0.0189911j -0.00841571+0.026351j 0.0395284-0.00989545j -0.01562-0.0378965j -0.00859633-0.00332712j -0.00588884-0.025737j 0.00399876+0.044242j -0.00270913+0.00256403j 0.00661263-0.00773015j -0.0257915+0.014406j 0.0103366-0.0269803j 0.017044+0.0152533j 0.00517441-0.0115905j 0.00158534-0.0249818j 0.0112422-0.00106233j -0.00662464-0.0265605j 0.00245073-0.0191023j 0.00929105+0.0264633j 0.0186268+0.0196424j -0.0291676-0.0378183j -0.0132545-0.00215223j 0.0510693-0.018029j 0.042351-0.0540134j 0.0600203-0.0160873j 0.00536999-0.00663379j -0.00150629+0.0379949j 0.0410927+0.0127822j 0.0204226-0.000495251j 0.0513068-0.0111405j -0.00138643+0.0113299j 0.00892756-0.00555592j 0.0210799-0.0162548j 0.024918+0.0250617j -0.0585773+0.0145077j -0.0830894-0.0205267j 0.0131163-0.0358781j 0.0325102-0.00945808j -0.0340645-0.0693574j -0.00594005+0.0304465j 0.00136045-0.0358117j -0.0242387+0.0376478j -0.01974-0.00570774j 0.0474861-0.0554779j 0.102853+0.0303635j 0.0948253+0.103382j -0.0452287+0.143463j 0.00434854+0.0261927j 
-0.00789319-0.0103084j -0.000994046+0.0383453j -0.0453113-0.00868367j -0.0355353+0.0320019j -0.00284902+0.0198721j -0.0154947-0.0100372j -0.052046-0.0403403j -0.0197714-0.0286641j -0.00371357+0.0279276j -0.0406879-0.013241j -0.0135439+0.0536586j -0.00390181-0.0344217j -0.0048986+0.0147269j -0.0261898-0.0393319j -0.0114469-0.00193431j -0.000342071-0.0453485j 0.0202617-0.0176519j 0.00670423-0.0433572j 0.00482191-0.0254082j -0.0242341-0.0446223j -0.0313219-0.0074224j 0.0181906-0.00680971j 0.0208658-0.0282506j 0.0127691+0.00055361j -0.0204447-0.0593243j 0.00334657-0.00199006j -0.0501468-0.0157933j -0.0216723+0.0758422j -0.00720867-0.0562992j -0.00195974-0.019348j -0.0175815+0.0213928j -0.0750688+8.52633e-05j -0.0338214+0.00120534j -0.0343821-0.0530768j -0.00681835-0.00682816j 0.0147459-0.0357655j -0.023639-0.0397966j -0.000221052+0.0152665j 0.0459675+0.00498839j 0.0650081+0.0208411j -0.0520631+0.0622147j 0.0491205-0.01866j -0.00927508-0.00662698j 0.122931+0.0360223j -0.00744851+0.0912138j 0.0954035-0.0285299j 0.0139578+0.00213062j 0.0505108-0.031273j 0.029613-0.131753j 0.0136262-0.0130759j -0.070076-0.0916068j 0.0503423-0.154903j 
-0.035714+0.00433943j 0.0166067-0.0201831j -0.0199554-0.00618146j -0.00456786+0.0148445j 0.00756889+0.0233374j -0.0199988-0.00810796j 0.0449411+0.00908868j -0.0243025+0.0218277j -0.0294124-0.0193788j 0.0194351+0.00183276j 0.037456-0.00187632j 0.0117814-0.011645j 0.00767291-0.0042826j -0.0154569+0.00392718j -0.00392208-0.00278593j 0.0125958+0.0251169j -0.00417274-0.023472j 0.00909235+0.00201275j 0.0191407+0.000603723j 0.0171884-0.0247665j -0.00675147+0.0244419j 0.0065812+0.0215417j 0.00967244-0.0173431j -0.00368843+0.0348916j -0.0327049-0.05601j -0.013608-0.0244484j 0.032693-0.0298724j 0.0393715-0.00433227j -0.000678576+0.0240553j 0.0363017-0.0704534j -0.0611341+0.0579906j -0.00891842+0.00774234j 0.00743413-0.00858912j -0.0397523-0.00378559j -0.00741009-0.0251997j 0.0548327-0.038255j 0.0260958+0.00707109j -0.0244831-0.0608579j 0.0284657+0.00109651j 0.0484593+0.0528441j -0.049142-0.0256297j 0.0739336+0.00444116j 0.0623981+0.0123424j -0.0404839-0.00854769j 0.034199+0.00121094j -0.0387592+0.00177257j -0.00507599-0.0123963j 0.0235686-0.0131154j 0.0552749-0.0119765j 0.0993508-0.0353174j -0.0505182+0.0667141j -0.0044511+0.0187803j 
-0.00813583-0.020447j 0.00963539-0.0298746j 0.0161853-0.00353274j 0.00436216+0.0253429j -0.00499035+0.0276039j 0.00534647-0.0037752j 0.0336547+0.00559528j 0.0172131-0.00873937j 0.0199956-0.00862743j -0.0080094+0.0151572j 0.0253299-0.0114886j -0.00171936+0.0213566j 0.029381-0.00610356j 0.00394749-0.0029991j -0.0192662-0.00469505j -0.00595308-0.00698138j 0.00751317-0.0126854j -0.00374744-0.00618768j 0.00396956-0.0053576j 0.024799-0.00558526j -0.0393644+0.0147101j -0.0173038+0.000293878j 0.00584096+0.000536902j 0.00488532-0.0134197j -0.00506403+0.0039544j 0.012639-0.000647422j 0.0135188+0.00379366j -0.000167644-0.0203091j -0.0288384+0.0275044j 0.0113415-0.0453413j 0.0410794+0.0161946j -0.0213573+0.00694501j -0.0420987+0.00443941j 0.00787925-0.0695767j 0.000330173-0.0289893j 0.00201951-0.0337719j -0.000918395-0.015782j -0.0350816+0.0133543j 0.0469185-0.0790164j 0.0465524-0.030524j -0.0297843+0.0257948j -0.0158465+0.0236959j -0.0290346+0.019823j -0.0366726-0.0116325j 0.022013-0.0114437j -0.0283242-0.00514268j 0.0121309-0.0111311j 0.0615377+0.0118138j -0.00783045+0.0136626j -0.026111-0.000370171j -0.0140874+0.0294804j 0.00172191+0.0144504j 
-0.0135242-0.00568764j 0.0237439-0.00532771j -0.0165522-0.00206336j -0.020823+0.0144678j -0.0189353+0.0147402j -0.00226271-0.00504656j -0.0385595-0.0154202j -0.013073-0.0063157j -0.00477487-0.011401j -0.0239174-0.00335162j 0.0508901-0.015764j 0.0212857+0.0109566j 0.0422104+0.00532656j -0.0225965-0.00389535j -0.0176741-0.0648178j 0.00398809-0.0303344j 0.0323116-0.0452169j 0.0168302-0.0200602j -0.00132587+0.00399815j 0.0343431-0.018364j -0.0225552-0.00864302j -0.0194412-0.015328j 0.0593204+0.0400118j 0.0289542+0.00302331j -0.0368882-0.0835975j 0.0327327+0.0441215j 0.0280619-0.0227229j -0.0468411+0.0166577j -0.0497177-0.0342161j 0.00887683-0.093518j 0.00741924+0.0498691j -0.0275923-0.0374565j 0.0470194+0.0005096j 0.063402-0.0296153j 0.0229343-0.0092657j 0.0538528-0.0521389j 0.0108102+0.0219706j 0.0254945+0.026373j -0.00722946-0.0555956j -0.0852157-0.00937484j -0.0422824-0.00684826j -0.0356333+0.0558254j 0.035687-0.00975509j -0.0059244-0.0169415j -0.00373798+0.119027j 0.0129703-0.0619928j 0.00290043-0.0371441j 0.105289-0.102038j 0.143648-0.00672204j 0.16327+0.0638j -0.188532+0.0910793j -0.026518-0.100283j 
0.00434616+0.0189823j -0.0103972-0.0045561j 0.0124898+0.00584856j 0.0224343+0.012555j 0.0207186+0.00908687j 0.00520705-0.000327272j 0.0503574+0.0171691j 0.0112618-0.0144231j 0.00156156+0.0254805j 0.0398122-0.0257712j -0.041651+0.0314009j -0.0161518+0.0581315j 0.0420594-0.0417363j -0.03259+0.0471573j 0.0137808-0.00485953j -0.0167854+0.0426209j 0.0104574-0.0158456j -0.0330235+0.0247144j -0.0145329-0.0165477j 0.0143359+0.00903936j -0.00324591+0.042468j -0.0450406+0.0295747j -0.00824088+0.0209494j 0.0357086+0.00753803j 0.00897737-0.00416914j 0.0291016-0.0141699j 0.00251857+0.0118812j 0.0726807+0.00447947j 0.0325406-0.0193096j 0.0406643+0.00441231j -0.068552+0.0635221j 0.0403837-0.00550305j 0.00919883-0.0368136j 0.0876227-0.0863572j 0.0246177-0.0137952j 0.163436+0.0087281j 0.0114778+0.0478522j -0.0516445-0.0257648j 0.132426+0.0174003j 0.0741811+0.0467912j -0.0214426-0.0648348j -0.0657457-0.0213146j -0.0124132+0.0473466j 0.048829+0.000814953j 0.0147051-0.084493j -0.0760222-0.0747185j -0.0438219-0.075593j 0.0166125+0.0972435j -0.0622617-0.0955063j 0.0874675-0.0332688j 0.0325368-0.00245019j 0.0132829+0.0622308j 
-0.000843455-0.0100949j 0.0210407-0.0158368j -0.00459055-0.0131229j -0.0357305+0.00812842j -0.0232808+0.00807001j -0.012543+0.0029039j -0.00803022+0.0295872j -0.0175835-0.0248798j 0.00701035+0.0305546j 0.0214622-0.0267448j 0.0147278-0.00245382j -0.0182409+0.00931093j 0.0103317+0.0409042j -0.00428197-0.0633246j -0.0269847+0.00322599j 0.00872905-0.062374j -0.00263777-0.0524161j -0.020845-0.0224445j 0.0113857-0.0181289j -0.000945442-0.0137653j 0.00460847+0.0448351j -0.0215014-0.00718404j -0.00135888-0.0173044j -0.0190411+0.0262425j -0.0227303-0.0232596j 0.0179363-0.00728135j -0.06126+0.024604j -0.046438-0.000500408j -0.00179445+0.00695773j 0.0067221-0.0462024j -0.0464297+0.011218j -0.0439925+0.0302686j -0.0507818+0.00575825j -0.0816119-0.0063561j -0.00913829+0.0156919j 0.0185151+0.00920738j 0.0804616-0.0576372j -0.0277156+0.0424944j 0.0154614-0.00180026j 0.0387919-0.0288084j -0.0840234+0.0240933j 0.0237393-0.0576137j -0.0612597-0.0108651j 0.0405682-0.046149j -0.075874+0.02168j -0.192371+0.0209761j -0.00363869-0.0248509j -0.0492222-0.176276j 0.113561+0.0470559j 0.0297092-0.109973j -0.0352035-0.0418047j 0.046151-0.165687j 
0.0162468-0.0439496j -0.0104547-0.0136196j 0.0214209+0.00701537j 0.00586471+0.00830526j 0.00039978-0.00796172j 0.0172913+0.0178548j 0.0112872-0.0152469j 0.0467352-0.0254193j 0.078164+0.0329794j -0.0328554+0.00866275j 0.0106386-0.0119298j -0.00570003+0.0594288j 0.069712-0.017027j 0.00854622+0.0242545j -0.0367333-0.0307207j -0.0135918-0.035694j 0.0792765-0.0116652j 0.00271623+0.0113378j -0.0197721-0.024571j 0.0330057-0.00965013j -0.0408573+0.0351717j -0.0580479-0.00905685j 0.0117437+0.0287255j 0.051281-0.077545j 0.0324152+0.0550381j 0.0493359+0.0191126j 0.0132548+0.040613j -0.0308582-0.00754767j -0.0264611+0.00244474j -0.0713094-0.0597153j 0.108998+0.0424028j -0.0206506-0.0467411j -0.101157-0.00493288j 0.0990517-0.177533j 0.0207618-0.0251683j -0.00694426+0.0100471j -0.0303648+0.00886052j -0.0637183+0.0741552j 0.122233-0.179162j -0.0234352-0.0876722j -0.0363113+0.121986j -0.145835+0.0740394j -0.0875783+0.00735509j 0.00736435-0.00194906j -0.00516408+0.00595475j -0.00959101-0.0223187j -0.134478-0.0712461j 0.0812687+0.0371149j -0.0547498+0.00317245j -0.0908707+0.0141555j 0.00554178-0.019986j -0.000225921-0.00826017j 
0.000498625-0.0253667j 0.0113315+0.00579501j 0.00883145+0.00257219j -0.0101898+0.0108012j -0.00314005-0.000801447j -0.00263605+0.00881199j -0.0141405-0.00346723j 0.0248205+0.000266231j -0.00143361+0.00914149j -0.0271464-0.000524586j 0.0198503+0.0090132j 0.00178455+0.00220108j 0.00470285-0.00524519j 0.00508898-0.0213266j -0.0127013-0.0141913j -0.0192406-0.0227545j 0.0313294-0.013248j 0.00508861-0.00134846j -0.00652071+0.00591361j 0.00972392-0.0140403j -0.0170523+0.00411743j -0.0112383+0.00465077j -0.0149785-0.00894031j -0.0118119-0.0462773j 0.00579661+0.0127158j -0.00251998+0.00419785j -0.0238835+0.0114541j -0.0234979-0.00147682j 0.000836717+0.000938475j -0.0342833-0.0290201j 0.0213116+0.0239059j -0.0207195-0.0157076j -0.0434783+0.0381139j -0.0122305-0.0697803j 0.000662259-0.0114393j -0.0434577-0.00107679j -0.0204091-0.012395j -0.0317329+0.00740336j 0.0288924-0.0426034j -0.0198509-0.0561958j -0.0148693+0.0782841j -0.0265375+0.0195031j -0.0447379+0.00221761j 0.0161329+0.0135313j -0.0128974+0.0062172j -0.000943735+0.013507j -0.0644629-0.0174731j 0.0388514-0.0391296j 0.000201381-0.00944897j -0.036694+0.0348074j -0.0379383-0.0196867j 0.0346302-0.0620089j 
0.00953544+0.00343709j 0.000179879-0.027137j 0.00996046-0.0102929j 0.00640576-0.0335756j -0.00545147-0.00506016j 0.00728031-0.0128569j 0.0237633+0.0165713j -0.0280047+0.000587833j 0.0130117-0.0110832j 0.0180325+0.00254716j 0.0165025-0.0498811j -0.0079638+0.0154816j -0.00117322-0.00723225j 0.0115944+0.0265356j 0.010901-0.016887j 0.00322721-0.0100512j 0.018653+0.000564276j -0.00487644-0.0007709j -0.00692329-0.00761166j 0.00143674+0.00884481j 0.0119622-0.024634j -0.0166818-0.00336855j 0.00411563+0.0276739j 0.0149555+0.012907j 0.00123388+0.0104613j 0.00979902-0.00512971j 0.0584508+0.00387295j -0.0200245-0.0150941j -0.0436868+0.00263558j 0.0154831-0.0384992j 0.0279676-0.029546j 0.0376196+0.00810465j 0.0543496+0.0062174j 0.0885241+0.00450286j 0.0217772-0.00209725j 0.0101234+0.0185051j 0.0562272+0.0423327j 0.0277335+0.00816691j -0.0216428-0.0160463j -0.10314-0.0475607j 0.015984-0.0803455j -0.0312818+0.0386552j 0.0265643-0.0283246j -0.0582021-0.0681341j 0.00321491+0.0417388j -0.0507029-0.0112018j -0.00757645-0.0162111j -0.0219228+0.0223175j 0.015187+0.118642j 0.00913373-0.0532408j 0.070379+0.0644654j -0.108646+0.111345j 
0.00166216+0.00663417j -0.00206827+0.00608703j 0.00152659-0.0105349j -0.00182195+0.00800329j -0.0101851+0.00255258j 0.0193722-0.00417175j -0.00707115+0.00689732j 0.000349434+0.00359895j -0.0113228-0.00409296j 0.0252892-0.00858638j 0.00677227+0.00452362j -0.00488325-0.00916583j 0.0229254-0.0055279j 0.00165347+0.000807256j 0.00476859-0.0123971j -0.0178293+0.00408652j -0.0224753-0.00642732j 0.00810424-0.00362937j 0.0232789+0.0177335j -0.0151391+0.00134144j -0.0229245+4.73606e-05j 0.0234055+0.00759669j 0.010867+0.000983585j -0.0106693-0.00147284j 0.0206245-0.00284516j 0.0108577+0.000139755j -0.000195199+0.00851173j 0.00677088+0.0124628j 0.0161777+0.00606929j 0.00117186+0.00886955j -0.010819+0.0155735j 0.00223483+0.0030826j 0.0128228+0.00224596j -0.000334766+0.00250224j 0.0124696+0.0180764j 0.00591406+0.0158911j -0.000775943+0.00042069j -0.00357423+0.0135703j -0.0137308-0.00730141j 0.013204+0.0183208j -0.000935427-0.0117699j -0.00449502+0.00219492j 0.000198827+0.00457167j 0.0112124+0.00804996j -0.00502856-0.00271617j -0.00513173+0.00124834j -0.0110221+0.00813944j -0.00508598-0.00519088j 0.00172627-0.00637585j 0.00595174+0.000488393j -0.00579677-0.00333047j 0.00765943-0.0109949j 
-0.00131207+0.000452082j -0.0171109-0.0335005j -0.00137582-0.00573955j 0.0127375-0.0287449j 0.00532842-0.00869834j 0.00418917-0.0087866j 0.0235788+0.000679299j -0.0364505+0.0098548j 0.0273764-0.0236042j -0.00583133+0.0260436j 0.0289686-0.06093j 0.00205829+0.0131273j 0.00296195-0.00810104j 0.0050384+0.037504j 0.0216323-0.00465592j -7.34603e-05+0.0170128j 0.031485+0.0207748j 0.00669211+0.0118943j -0.0148676-0.0139099j -0.0186859+0.0165063j 0.0140296-0.0256491j 0.00438851-0.0109784j 0.0128225+0.0331291j 0.0194238+0.0155299j 0.00839183+0.0143196j 0.00717017-0.00551987j 0.0484792-0.00361095j -0.0345148-0.00758141j -0.0839608-0.000449417j 0.0106191-0.0735157j 0.0789951-0.0628902j 0.00921216-0.00836673j 0.0547121-0.0120016j 0.0868006-0.0137535j 0.00351075-0.000788108j -0.0163708-0.0168556j 0.0305551+0.00979694j 0.0199906+0.019749j -0.0172957-0.0460147j -0.0778002-0.050401j 0.00702423-0.0312881j -0.0117541+0.0764082j 0.0378294-0.0308559j -0.0759724-0.0592144j 0.0303745+0.0635661j 0.000441916-0.0349202j -0.0193617-0.000515466j 0.0206169+0.0485271j -0.00118332+0.110746j -0.026633-0.051805j 0.0700136+0.0477311j -0.117535+0.114307j 
