-0.17795-0.0128158j -0.2107-0.0281821j -0.117687+0.124644j 0.223497+0.0131143j 0.0701459+0.106811j -0.104034-0.10557j -0.157416-0.21042j 0.153354-0.0667197j -0.0732155+0.393076j -0.255428+0.0699056j 0.00684034+0.0708461j 0.171619+0.0178979j 0.0563272-0.000514881j -0.00550343-0.036059j 0.00866505+0.0707158j 0.0334182-0.00410166j -0.00973484+0.0270162j 0.0102393+0.0666878j 0.0414361+0.00710312j 0.0221853+0.00689952j -0.063361-0.00520896j 0.034175+0.0470164j 0.0187461-0.00682954j -0.00907666+0.0626429j -0.00494468-0.0293525j 0.00783581+0.06124j 0.0071185+0.0124293j -0.0272514+0.0261816j -0.0337369-0.0480265j 0.0216977-0.0215286j 0.00481451+0.0567535j 0.00730789-0.0638497j -0.098493+0.0754672j 0.144902-0.0102112j 0.0281083-0.0203566j -0.0248263+0.0147626j 0.0287211-0.0470626j 0.016875+0.033317j 0.0148773-0.00464282j -0.00582042+0.0627184j -0.0145452-0.00237899j 0.0371316+0.0451112j -0.0155311-0.0161982j 0.0368681+0.00404459j -0.0441812-0.0141444j -0.0154053-0.00461497j 0.00615083-0.00698413j 0.0554987+0.03012j -0.0193085-0.00521847j 0.0329151-0.0475965j -0.0152936-0.0650496j 0.0112605-0.030563j 0.0544252+0.0295411j 0.000192388+0.0171799j 0.0406125+0.0349568j -0.00370493-0.0397327j 0.0289438-0.0521752j 0.0852394-0.0895587j 0.011682+0.0139232j 0.0515511-0.0297533j -0.0122032-0.0115514j 0.00351359+0.0179086j -0.00248925+0.0531059j 0.0192204-0.0402351j -0.010073-0.00681239j 0.0256253+0.0073673j -0.00478396+0.0692341j -0.0684241+0.0425139j 0.00839809-0.0380825j 
0.00369751-0.00462508j 0.0116808-0.0258526j -0.0163077-0.00944793j -0.00384775+0.0132452j 0.00185907-0.00161218j -0.00455574+0.00178539j -0.00993987+0.00596254j -0.00250062-0.00199853j -0.00317139+0.00318075j 0.00525904-0.00924866j 0.0414542-0.0105495j -0.0031799-0.0285333j -0.0182514-6.3157e-05j -0.00145177-0.00215957j -0.0205453+0.0147777j -0.0133828-0.013481j -0.000664903+0.00787065j -0.000146898-0.00188738j -0.00518114-0.00540844j -0.00999652-0.0081339j 0.0164254-0.00397256j 0.0134073-0.00139736j 0.00574853+0.00606504j -0.00301942+0.00207653j 0.0154528-0.00492336j 0.00565839+0.00148172j -0.0145994-0.00518054j 0.00223569+0.00015206j -0.00285629-7.83836e-05j -0.00859018+0.00888063j -0.0041315-0.0138433j 0.00959328-0.00487419j -0.0116744+0.00741663j -0.00229133-0.011443j 0.00960978+0.0341634j 0.0113352-0.0440487j -0.0173624-0.0333293j 0.00610839-0.0035716j -0.0164283-0.00362646j 0.0156458+0.0155891j 0.0388127-0.00593581j -0.000718518-0.00086468j 0.00343541-0.0114822j 0.025737+0.00273604j 0.0161855-0.0110879j 0.00812364+0.0044697j 0.00702137+0.0162588j -0.00718401+0.0156783j 0.0125741-0.00474219j 0.00872038-0.00215756j -0.0239511-0.0129369j 6.74348e-05-0.00383438j -0.00215709-0.00204577j 0.00243709-0.00504336j -0.0141906-0.00917056j 0.000380135+0.0115678j -0.0106776+0.00382432j 0.0175103+0.0172832j -0.0557328-0.0473167j 0.0151048+0.00247751j -0.0318988+0.038336j 0.0135479-0.00100143j -0.0138173+0.0184825j 0.00705811+0.0146408j 0.0126689-0.0106427j -0.0143298+0.00651787j 0.0549529-0.0283611j -0.0296493+0.0157728j 0.0734222-0.00801209j 
0.00251934+0.00109003j 0.0163748+0.00231839j 0.00109162-0.00348814j 0.0063271-0.000897263j -0.00270885+0.00365308j 0.00436653-0.00173959j -0.00156649+0.000164156j 0.00270932-0.000665828j -4.17715e-05+0.00711228j 0.0071421+0.000265084j 0.00773516+0.0194543j 0.0216949+0.00504911j -0.00613774-0.0204052j 0.0053326+0.0137281j 0.000466658+0.0201643j -0.00275162-0.0126126j 0.00683492-0.0105718j 0.00289809-0.011717j 0.00343277+0.00377872j -0.000323401-0.0102887j 0.0050214-0.00913001j 0.00509084-0.000983464j 0.00420765+0.000742356j -0.00256633+0.00842322j -0.00714987-0.000599859j 0.00728888+0.00137218j 0.00545703+0.0107246j 0.00496958+0.00102179j 0.00266135+0.0106739j -0.00350554+0.0155194j 0.000331242+0.00155039j 0.00105217+0.022799j -0.0107433-0.0217456j 0.0125425+0.0210394j -0.00891759+0.0101637j 0.00354299-0.00080666j 0.0043602-0.0247393j 0.0321736-0.0138413j -0.00183787-0.000223364j -0.0170039-0.0050633j 0.0149023+0.000928569j -0.0348019-0.00546167j 0.0217936+0.0323431j -0.00617335-0.00626581j 0.0201981-0.0102249j -0.00669627-0.0117877j 0.0104401-0.008632j -0.0132901-0.00882893j 0.0157414-0.0104634j 0.0202537+0.0005532j -0.00390704-0.009379j -0.018429-0.0189117j -0.00735275-0.00363554j -0.0133719+0.00333081j -0.0185544-0.00245691j 0.00873238+0.00882864j 0.016453-0.0133835j 0.00356919-0.0021458j -0.0247304-0.0111517j -0.000265536+0.00385458j -0.007509+0.0190173j 0.00532393+0.017812j 0.0104585+0.0220136j 0.00216828-0.00329915j 0.00652773+0.0107064j -0.0198973+0.0143938j 0.0224969-0.004338j -0.0104474-0.00987624j -0.0127962-0.0133536j 
0.00234111-0.00338909j -0.00281031+0.00164509j 0.0044679-0.00190694j -0.0127802+0.00267978j 0.00862699+0.000500679j -0.00645844+0.00321439j -0.00437704+0.00364067j -0.00689089+0.00457263j -0.0116851+0.00710582j -0.00171995-0.00293646j 0.00786779+0.0109255j -0.000490928-0.00407034j 0.00337463-0.00599859j -0.00742923-0.00494495j -0.000298444-0.00405052j 0.000315947-0.00951915j 0.00120989-0.0151634j 0.00872522+0.0116183j -0.000201353+0.00622512j -0.0134921-0.000487317j -0.00309098+0.000890799j -0.00166175-0.00750412j -0.00125866-0.00335526j 0.00683081+0.00332704j 8.74875e-05+0.00542456j 0.00186535+0.00194374j -0.00142799+0.00204419j -0.00262749+0.00537164j -0.00872811-0.0107424j 0.0103601+0.00676042j -0.00153131+0.00256163j 0.00130029+0.0013884j 0.00417656-0.0100489j 0.00132573+0.000414622j -0.00769282-0.00534602j -0.00682244+0.0149249j -0.00109643+0.00282367j 0.00611398+0.000133876j 0.0144513+0.0244947j -0.000512515+0.00121392j -0.00441124-0.00301108j -0.00928909-0.00449491j 0.00242653+0.00248905j -0.0108158+0.000299309j -0.0119962+0.012657j 0.0129936+0.000286129j -0.0067942-0.00898843j -0.00406278-0.00659207j 0.0118951-0.00438299j -0.00899031+0.00106749j -0.00282932+0.00692655j 0.00297505-0.00378072j -0.00791894-0.00582368j -0.00457836+0.00253636j 0.00207736+0.00035366j 0.00472905+0.00296411j 0.0085736-0.00940174j -0.000729719-0.00577314j 0.00184184+0.00306044j -0.00115655-0.000429311j -0.00510733-0.00202083j -0.0160634-0.00393311j 0.00842383-0.000970062j -0.00758954+0.0093477j 0.00507959+0.00737987j -0.00679535+0.00397036j -0.000466458+0.000870953j 0.000190128-0.0137644j -0.0228258-0.00474219j 
-0.00176801+0.000273957j -0.00588893-4.53832e-06j 0.00353951+0.0104201j -0.00389173+0.00168106j -0.00201441+0.00381014j -0.00508901+0.00093622j -0.00492502+0.00581884j 0.00183328-0.00212537j -0.00118069-0.00123007j 0.00103223-0.00320745j 0.00289036-0.010593j -0.00300239+0.00673188j 0.00710154-0.00449101j -0.00438138+0.00800147j 0.00074452-0.0097469j -0.00633598-0.00670905j -0.0067686-0.00839259j 0.00124655+0.00673788j 0.00944323+0.00967524j -0.00269486-0.00281799j 0.00565046-0.00133721j -0.000914389+0.00327801j 0.00236802+0.0068168j -0.00294081+0.00236555j -0.00242041-0.00260474j 0.00544631+0.00188205j 0.00675308+0.0119813j -0.00520943+0.000116305j 0.00594552-0.0132142j 0.0129526+0.00921106j -0.00733679+0.00285814j -0.0019798-0.00351317j -0.0177902-0.00813653j 0.0155744+0.00676889j -0.00464859+0.00948476j 0.00596385-0.00494542j 0.0126864+0.00220765j 0.0162335-0.00144463j 0.000430527-0.00466095j -0.0242967-0.00986811j -0.00694106-0.00994604j -0.0370418+0.0189793j 0.0127279+0.00490993j -0.0307046-0.00777504j 0.00935782+0.0169902j -0.0121836+0.0112848j -0.00343495-0.0199625j 0.00176112-0.0173445j -0.00159474+0.0134389j -0.0105486+0.00183337j -0.0124417+0.00883258j -0.0104748-0.00429556j 0.00938445+0.0143911j -0.0138792+0.001531j -0.00857491-0.00807841j 0.0100056+0.00639811j 0.00370171-0.0045331j -0.00377799+0.00119893j -0.00706218-0.00448798j 0.00336886-0.00397371j -0.00406653-0.00286574j -0.0134493+0.010871j -0.00226096+0.0148577j -0.0181406-0.0050592j -0.0127957+0.024846j 0.00339787-0.00426755j -0.00438623-0.00171526j 0.0044592-0.00796444j -0.00674198+0.00399613j 
5.78181e-05+0.00462318j 0.00153004+0.0306455j 0.00785092+0.00591149j 0.00319113+0.000531025j -0.00579482-0.00115107j 0.00270418+0.00633114j 0.00162819-0.00330999j 0.00147284+0.00106484j 0.00507749-0.00651477j -0.00298017+0.00317811j -0.0270566+0.0210058j 0.00280839+0.0230818j 0.00641783-0.00122523j -0.00418453+0.016868j -0.00950599-0.00896693j -0.00766361+0.0109548j -0.0111164+0.0113319j 0.00131084+0.0094319j 0.00215083+0.0121682j -0.00589589-0.00411499j 0.00725434+0.000695273j -0.00732945-0.0123322j -0.00910784-0.0167803j 0.00117187-0.00113492j -0.00195122-0.00177034j 0.00893594+0.00686583j 0.00364046+0.00252822j 0.00913586+0.013587j -0.00231488-0.00481734j 0.0112671-0.00638762j 0.00452183-0.00373561j -0.00575658+0.00142535j -0.00224831-0.0083568j 0.00816027+0.018211j -0.00318972-0.00391632j -0.0179787+0.0519294j -0.00974936+0.0485059j -0.0411631-0.00434098j -0.00267558+0.0166567j -0.0123604-0.00467117j -0.0438974-0.00397512j 8.96668e-05-0.0181893j 0.012498-0.00146049j 0.000365461+0.0162491j 0.00832696+0.0265365j -0.00113496+0.013557j -0.0178519-0.0109613j -0.022208-0.00973359j -0.00840102-0.0027121j -0.0129203+0.0214225j 0.00493032+0.0103368j 0.00204024+0.0034415j -0.0107067-0.016321j 0.0134659+0.0101462j -0.00348987+0.00522417j 0.00389183+0.00352039j 0.00772321-0.00986152j -0.00737539-0.0331804j 0.0123042+0.0248255j 0.0036915+0.0118822j 0.00099173+0.0136069j -0.0277733+0.0144729j 0.0129841+0.0365717j -0.0384835-0.0159142j -0.0109089-0.00727285j -0.00662377+0.00267019j -0.0116147+0.000649661j 0.00407141-0.019548j -0.063117+0.00296125j 
0.000662857-0.000476677j 0.00686763-0.0136935j -0.00565147+0.0062338j 0.0100434+0.00338166j -0.000137071-0.0090245j -0.00100577-2.90227e-05j -0.00138967+0.000528766j -0.0012901+0.00181318j 0.00305716-0.00223526j 0.00380494-6.4319e-07j 0.0262977-0.0281687j 0.00379026+0.00731571j 0.00920042+0.0499806j 0.0149073-0.0108058j -0.0036561-0.00362086j -0.00891334-0.0111147j -0.00574508+0.00829913j -0.0199092-0.000912983j 0.0107828+0.0115776j -0.00236323-0.00245704j -0.00315054+0.0154083j -0.00840457-0.00379635j -0.0054947+0.00695829j 0.00277761-0.00349555j -0.00789187-0.00675399j 0.00958076+0.00182761j 0.00478946-0.0060358j 0.00263552+0.00829282j -0.00298796+0.00213074j -0.00640004-0.0135381j -0.00606071-0.00534537j 0.0031542-0.0118365j -9.96841e-05+0.0158509j -0.00243513-0.0199438j 0.0220902-0.00140434j -0.000507304-0.0396089j -0.0144262-0.0317353j -0.0126119-0.0226166j -0.0432636-0.00972031j -0.0249195-0.0192969j -0.0230843-0.00215864j -0.0549613-0.0155225j -0.0103691-0.00188746j 0.00217507-0.00449864j 0.0230683-0.0319396j 0.00309712-0.00325619j 0.0174096+0.0208555j 0.00942843+0.0217065j 0.025373-0.0194939j -0.0148346+0.00876118j 0.00407538-0.00444995j -0.0117714+0.00578206j -0.0100431+0.00967245j 0.0022339-0.00966979j 0.00308898-0.00909077j -0.0160733+0.00930963j -0.00408633-1.32696e-05j 0.00432031+0.0390428j -0.0220919-0.027021j 0.00227727+0.00596246j -0.00279314+0.00806976j 0.0179178+0.00834366j -0.015335-0.00195932j 0.0222386-0.0206017j 0.00329757+0.00117254j -0.000373406+0.0174304j 0.0185003-0.0155291j -0.0111782+0.0252555j 0.0539279-0.0039509j 
0.00257784+0.00160799j 0.000681389+0.0264556j 0.0120585+0.000976973j 0.0108223-0.00927716j -0.0145683+0.00410951j -0.00162879+0.000558022j -0.00254629-0.00302779j 0.00493008-0.00400786j -0.00302814-0.000384972j -0.000621847+0.0109276j -0.0156748+0.0336525j -0.00478425+0.0347608j 0.0466333+0.0193781j 0.0162288+0.00581407j 0.00107141-0.00298903j -0.0111351+0.0225917j 0.00236566+0.0152539j 0.00879291-0.0159114j -0.0023915-0.0201354j 0.00139561-0.00198655j -0.0143131+0.00763577j -0.00653218-0.00965269j -0.00956148-0.013975j -0.00540269-0.00698215j -0.00544953-0.0179384j -0.00811645+0.00434128j 0.00610486+0.00316059j 0.00723691-0.000656208j 0.000260727+0.00627384j -0.00681231-0.00604855j -0.00663825-0.00608623j -0.00473863+0.00389801j 0.00460716-0.0130624j -0.0113762+0.00213177j -0.00434388-0.040424j -0.0257885+0.00915016j 0.0142651+0.0165318j -0.00451137+0.00151184j -0.00286424-0.0193316j -0.0161476+0.00252672j -0.0301771+0.00433716j 0.00471772-0.0063147j -0.023797+0.00587265j -0.0014488+0.0100847j 0.00194249+0.00497465j 0.0175485+0.0139167j -0.00608627-0.0219727j -0.00961561-0.0182815j -0.00936192-0.00231425j 0.00419162-0.00398655j 0.0282762+0.00155343j -0.000327153-0.00415439j 0.000560092+0.0138048j 0.00811246+0.00426564j 0.00724291+0.00896345j -0.00510164-0.0164714j 0.00771627+0.00141824j -0.0117859-0.00749528j 0.0394228+0.0183405j -0.0222941+0.00191189j 0.0269699-0.0282693j 0.00851086+0.0115756j 0.0144719-0.0107456j 0.00398676-0.00445559j 0.0101172-0.00705529j 0.0118614-0.0113637j -0.0227256+0.0188668j 0.0239759-0.012108j -0.0452451+0.000833795j 
1.73832e-05+0.00548537j 0.00986019+0.0212047j -0.000872879-0.00785645j -0.00357393+0.0055192j 0.00337079-0.000682242j 0.00367191+0.0010305j 0.00222717+0.00549708j -0.0063363-0.000118825j 0.000372376+0.005391j -0.000952636-0.000814187j 0.00546966+0.0292455j 0.0240288+0.021594j 0.0256013+0.0191155j 0.0257241+0.00847184j -0.00505649+0.00754674j -0.00209333-0.0167875j 0.00923543+0.00829669j 0.00404019+0.00457337j 0.00234782+0.00632124j -0.0202458+0.00167789j -0.000151314+0.00109288j -0.0104387-0.0101494j -0.00447954-0.00922122j -0.00310542-0.00237436j -0.00101946-0.0156835j 0.00905168-0.0057297j -0.000428977+0.0168152j 0.00505284+0.00110974j 0.00709809-0.00594611j -0.00488468-0.000388352j 0.00300389-0.00542392j 0.0127509+0.00774104j -0.00735423-0.00832242j -0.0107046+0.0269714j 0.000530578-0.0251615j -0.00397689+0.0315445j 0.0137325-0.00330086j 0.00505477-0.00400969j -0.00265324-0.0122042j -0.00849888+0.00754276j -0.0185205-0.0254409j -0.0223786+0.0193015j -0.0288005+0.00839851j 0.015621-0.00164886j 0.0103171+0.00265837j 0.0152865-0.00367391j 0.0156662+0.00772919j 0.00602531+0.00720389j 0.0108535+0.00498743j 0.0109369+0.00188759j -0.00102283-0.00355705j 0.000692185+0.000340186j -0.00272669+0.00436767j -0.00947965+0.00613501j 0.00218723+0.00431866j -0.0187976-0.0101318j 0.00906957-0.00523664j -0.00859174+0.000476395j 0.0244108-0.0367364j -0.0259736+0.0143522j 0.00608595-0.00910466j -0.00666235+0.0320853j 0.0246373-0.0152408j 0.0299684+0.0121475j 0.0378404-0.00385219j -0.00893552+0.0112325j -0.00584054+0.00667292j -0.00732835+0.00638826j 0.0226878-0.0108272j 
-0.00541828-0.00113381j -0.0259901-0.0100413j -0.00470115+0.0252835j 0.00223331-0.0101877j 0.00158936+0.00238085j -0.00263516-0.00216891j 0.00612599+0.00231432j -0.00071695-0.00566807j 0.00297017+0.00354807j -0.00292681+0.00425069j -0.0166339-0.0578534j -0.0271005+0.0133992j -0.0468165-0.0324535j 0.00693299-0.0117496j 0.0166418-0.0112365j 0.00738259-0.00119966j -0.0153593-0.0079768j -0.00419954+0.004822j 0.00492731-0.00423562j 0.00510626-0.00480829j -0.0180994-0.0044096j 0.00884694+0.00822255j 0.0100157+0.00609456j 0.00340435+0.0112706j 0.0021777+0.0154317j -0.000779199+0.0119762j 0.00716457-0.00280004j 0.0027897-0.00134953j 0.00212945-0.00196439j 0.00946864+0.0144244j 0.0050395+0.00415027j -0.00558042-0.00105035j -0.000710602-0.0236858j -0.00854182+0.00417466j -0.000427452-0.0113942j -0.00915697-0.0115684j 0.0333732-0.00379448j 0.00576413-0.0414293j 0.00108171+0.0328502j 0.0307583+0.0217883j 0.0171202+0.000998041j -0.00559051-0.0252491j 0.00572688+0.0148846j 0.00391168-0.00901435j 0.0163622+0.0178792j -0.00822277-0.019416j 0.0149131+0.00743537j 0.00983045+0.0124987j 0.0195858-0.00167985j 0.00358084+0.000665338j -0.000415486-0.00180718j -0.00290789+0.0348589j 0.00587309-0.00604169j 0.013443+0.00211308j -0.00289802+0.0121915j -0.009382-0.00666972j -0.00054676+0.0137412j 0.000290733+0.0182952j 0.0154766-0.0387965j -0.0226415+0.0241172j 0.0179594-0.0212768j 0.0154483+0.0211785j -0.0111369-0.0231105j 0.0373958-0.0126789j 0.0373807-0.0415209j 0.0158433+0.0106642j -0.0166461-0.00402101j -0.00108509+0.0404754j 0.0684804+0.000703336j 
0.00174896+0.00679605j 0.000169422+0.0318897j 0.0263005-0.0115729j -0.0144559-0.00830427j -0.00174443-0.00727625j 0.000773126-0.00307298j 0.00109465-0.000417765j -0.00255427+0.000839079j -0.00684628+0.00560586j -0.00107122+0.00820719j -0.0207666+0.0238922j 0.0230055+0.03053j -0.0049029-0.0196811j 0.00626065+0.0010168j -0.00636644+0.0153125j 0.0109498+0.0147189j 0.0104595-0.000809401j -0.00209571+0.00518313j 0.000833995-0.00400521j -0.00382119+0.00730619j -0.0171313-0.010512j -0.00304486-0.00501768j 0.000480478-0.00614206j -0.000661052-0.000213639j 0.00126291+0.00980248j 0.00208636-0.0041596j -0.00314562-0.000330462j -0.00443026+6.77094e-05j 0.00733431+0.00867478j 0.0032627-0.00762511j -0.00120482-0.00373665j -0.00667849+0.00447848j -0.00253084-0.0179377j -0.00603218-0.00126376j -0.0259803-0.059103j -0.00605915+0.0440225j 0.0171983+0.0357573j -0.0135661+0.0236302j 0.0295584-0.00432053j -0.0238127-0.00238455j -0.0381187-0.00155656j 0.0195039+0.00506322j 0.00245842+0.0183196j 0.00893886+0.0190405j -0.0207273-0.00169985j 0.00593197+0.00847503j -0.00586984-0.0264496j -0.00988995-0.0236157j -0.0253907-0.0228534j -0.00372312-0.00273787j 0.0214386+0.0167867j -0.00194819-0.00664512j -0.00699885-0.00966731j 0.00273666-0.00225588j 0.00811693+0.00792562j 0.00312172-0.00907335j 0.0278263-0.0179008j 0.00368082-0.00484791j 0.0139145+0.0454158j -0.0217491-0.0213355j 0.018863-0.0192085j -0.00033249+0.00623201j 0.0282219+0.010154j 0.00336096+0.00268398j 0.00603556-0.0176123j -0.00259391-0.00370421j -0.0104831+0.00194266j 0.0341009-0.0463625j -0.101765+0.00323096j 
0.00272417+0.00198222j 0.012787+0.0081179j 0.00779796+0.00790747j -0.00716729-0.00303142j 0.00310943+0.00997634j 0.00533599+0.00137904j 0.0101886+0.00169664j -0.000330211-0.0014986j 0.00422326-0.00215137j 0.00265997+0.0023175j -0.0223966+0.00599319j 0.0180823+0.00678584j -0.0251397-0.0326905j 0.00133654+0.00613938j 0.0199495+0.0254014j -0.0152152-0.00196653j 0.00382488-0.00420835j 0.0161586+0.00658034j -0.00473864+0.00416793j -0.00458642-0.00148468j -0.0059979-0.0199019j -0.000332497-0.0107735j 0.000260236-0.00929587j -0.00110519+0.00358705j 0.020434-0.00123122j 0.00353661+0.000561192j -0.0113957+0.00701378j 0.00955817+0.00800887j -0.00496721+0.00261435j -0.0223548-0.00241588j -0.0044044-0.0112241j 0.0196285+0.0196918j -0.0262568-0.0230671j 0.0082321+0.0274829j -0.0259305-0.0158479j -0.0108856-0.00408489j -0.00383874+0.00775725j 0.0223491-0.00480217j 0.0149817+0.00304076j -0.0262485+0.00962707j -0.0136323-0.00445276j 0.00483429+0.00256j 0.0160462-0.00224229j 0.00808022-0.00652948j -0.00972836-0.0153491j -0.00641888+0.00114193j 0.00559011-0.0133665j -0.00679242-0.00991169j -0.0157709-0.0325628j -0.0150795-0.0133929j 0.00896958+0.00964265j -0.00398706-0.011259j -0.00708078-0.0218448j 0.000854944+0.008926j -0.008456+0.00210677j 0.00773441+0.0238227j 0.0357464-0.0167167j 0.00279553-0.00574241j -0.0420088+0.017222j 0.0207906-0.0235657j 0.0086743+0.0397618j 0.0104534+0.0129433j 0.0219573+0.000129272j 0.00952214+0.00653468j 0.0149636-0.0159604j -0.0247138+0.00768928j 0.0486789-0.0358036j 0.00813052-0.0583053j -0.0475464-0.0310335j 
0.00311949-0.00141443j 0.0136036-0.00688295j -0.00207766+0.00506737j -0.000281784-0.00685719j 0.00621788+0.00719035j 0.00736452-0.00060064j 0.00797912+0.00737172j -0.00152887-0.00421106j 0.00155527-0.000778042j -0.00283984-0.00384864j -0.00123245-0.00731038j -0.00162726-0.00463984j -0.0146655-0.0221941j 0.00973666-0.00569029j 0.0307804+0.0219925j -0.00345827-0.00925582j -0.0108214-0.0192998j 0.000175696-0.0123909j -0.00568685-0.0107938j -0.000730448-0.000302397j -5.92589e-06-0.00327673j -0.00640476+0.00504338j -0.00281113+0.00844966j 0.00322778-0.00256797j 0.00213957+0.000311226j 0.0121046+0.00596331j 0.00345436+0.00184555j -0.00381296+0.000747569j 0.0060451-0.00467691j 0.00342278-0.0137944j -0.00783468+0.00182529j 0.011412+0.0165496j -0.0103357-0.0121903j 0.00119229+0.00391504j -0.0240732-0.0625383j 0.00104424-0.0219194j 0.029574-0.0156495j 0.0168596+0.0111917j -0.00735119+0.0282222j 0.00743229-0.0377299j -0.0134259-0.00574789j 0.00759878-0.00116672j -0.000455194+0.0160207j -0.0180766+0.00502098j -0.0283276+0.000264141j -0.00977746+0.00113525j 0.0190555-0.00426669j 0.0142513-0.00527647j -0.0247081-0.00745711j 0.000677863-0.00215225j 0.0173922+0.0039993j 0.00631745+0.00530374j 0.0122177+0.0134835j -0.00201825+0.0054138j 0.00255673+0.00728501j -0.0109603-0.0033055j 0.00452237-0.00510967j 0.00312489+0.0286511j 0.00350427+0.0629357j -0.0376706-0.0534162j -0.0399316-0.0397283j 0.0204989+0.00246283j -0.00588756+0.0253997j 0.0191991-0.00924821j 0.0082034-0.02214j -1.81253e-05+0.0371701j -0.00466414+0.0193815j 0.0145757-0.0271588j -0.105576+0.0245289j 
0.000364963+0.00219905j 0.000527098+0.0103957j 0.0123526-0.00585821j -0.00555321-0.00547013j -0.00643835+0.00192909j 0.00174249+0.00140144j -0.00262617+0.00203282j 0.00255571-0.00145435j -0.00462585-0.000629403j 0.00598393-0.00235595j -0.0213157+0.0130026j -0.00329706+0.0131123j 0.0209156+0.00558697j -0.0119338-0.00764144j 0.00536439+0.00821929j 0.0157418+0.00938961j -0.00265823-0.00682406j -0.00759015-0.00124047j 0.000555495-0.0116212j 0.00356942+0.00366196j -0.00628614+0.00930867j 6.20045e-05-0.00332977j -0.00441513+0.00223423j 0.00372068-0.00427632j 0.00373127-0.00362421j -0.0145278-0.00129084j -0.0029909-0.00216266j 0.0039267+0.00879445j 0.000163145+0.00605548j 0.00101887-0.00307094j -0.00296263-0.00666842j 0.00279562+0.015094j 0.00288021+0.00672752j 0.00352085+0.0165356j -0.0234423-0.0332269j -0.0206679+0.00039074j 0.0230502-0.00232328j 0.00692079+0.00982243j 0.00897719+0.00582172j -0.0104169-0.00467443j -0.0115992-0.0030743j 0.013424+0.00261279j 0.00401623-0.00188011j -0.00539134-0.000114349j -0.0171266+0.0028701j 0.000957684+0.00734097j -0.00674628-0.0153772j -0.00598942-0.0168949j -0.0232364-0.00429264j -0.00314167-0.00578117j 0.0126044+0.00415386j 0.0019366-0.0108515j 0.00560369-0.00584839j 0.00581004-0.00358116j 0.00243887-0.00361348j 0.0126778+0.0147953j 0.0332467-0.00931955j 0.00871041-0.0100609j 0.0345957+0.0358922j -0.0347176-0.0194404j 0.0170035-0.0113524j 0.00235661-0.0112055j 0.000649199+0.0190898j -0.000471962-0.00378588j -0.00551176-0.00412296j 0.0154533+0.0195176j 0.0127653+0.0227983j 0.00782055-0.0423142j -0.0673715+0.0169768j 
0.000104572+0.0031138j 0.00698385+0.0127853j 0.00879053-0.00576457j -0.00029816+0.00061578j -0.00333039-0.00317639j 0.00562997+0.00274294j 0.00087904-0.00385991j -0.00280816+0.00264106j -0.00170042-0.00682992j 0.00861145+0.00514169j -0.0257376+0.0287332j 0.00325886+0.00024827j 0.017354+0.0162675j -0.0235994-0.00326333j 0.00129801+0.00201663j 0.00972262+0.0143453j 0.000381715+0.0154912j 0.00158921-0.00754065j -0.0119402+0.00206822j 0.00366165+6.62581e-05j 0.00525905-0.00542489j 0.0028472-0.00336653j 0.00340546-0.000369541j -0.00205301-0.00284359j 0.00612836-0.00665729j 0.00705511+0.00197728j -0.00550577-0.00502509j -0.00645334-0.00897641j -0.00291109+0.00878681j -0.00593889-0.00725041j 0.00326668-0.0111135j -0.00604376-0.00736381j -0.00100743+0.00427868j -0.00441901-0.00720733j -0.0511135+0.0169364j -0.0258925+0.0232675j 0.00281955-0.00211173j 0.000503263+0.00578646j 0.0137958-0.00890451j -0.0214583+0.0055951j 0.00324272+0.018863j 0.0103754-0.0102838j 0.0185003+0.00951403j 0.0126191+0.0110026j -0.00459844+0.00800639j 8.34509e-05+0.0124489j 0.00331587-0.0264828j -0.00730497-0.02795j 0.00015709-0.000155825j -0.00443735-0.00876015j -0.00401486-0.000519276j -0.00896915-0.0232263j -0.00790608-0.00387791j -0.00724537+0.004927j -0.0163802-0.00420221j 0.0255558+0.0224591j 0.00637944-0.0391045j 0.0255942-0.0150781j 0.00995091+0.0266975j -0.036496+0.0109152j 0.0181232+0.0142315j 0.000999584-0.0159633j 0.0545163+0.0220366j -0.00691416-0.0151045j -0.0169419-0.0166851j -0.00414422-0.00180131j -0.0118903-0.011602j 0.00764382-0.0347855j -0.0433003+0.00631119j 
