-0.17795-0.0128158j -0.2107-0.0281821j -0.117687+0.124644j 0.223497+0.0131143j 0.0701459+0.106811j -0.104034-0.10557j -0.157416-0.21042j 0.153354-0.0667197j -0.0732155+0.393076j -0.255428+0.0699056j 0.00684034+0.0708461j 0.171619+0.0178979j 0.0563272-0.000514881j -0.00550343-0.036059j 0.00866505+0.0707158j 0.0334182-0.00410166j -0.00973484+0.0270162j 0.0102393+0.0666878j 0.0414361+0.00710312j 0.0221853+0.00689952j -0.063361-0.00520896j 0.034175+0.0470164j 0.0187461-0.00682954j -0.00907666+0.0626429j -0.00494468-0.0293525j 0.00783581+0.06124j 0.0071185+0.0124293j -0.0272514+0.0261816j -0.0337369-0.0480265j 0.0216977-0.0215286j 0.00481451+0.0567535j 0.00730789-0.0638497j -0.098493+0.0754672j 0.144902-0.0102112j 0.0281083-0.0203566j -0.0248263+0.0147626j 0.0287211-0.0470626j 0.016875+0.033317j 0.0148773-0.00464282j -0.00582042+0.0627184j -0.0145452-0.00237899j 0.0371316+0.0451112j -0.0155311-0.0161982j 0.0368681+0.00404459j -0.0441812-0.0141444j -0.0154053-0.00461497j 0.00615083-0.00698413j 0.0554987+0.03012j -0.0193085-0.00521847j 0.0329151-0.0475965j -0.0152936-0.0650496j 0.0112605-0.030563j 0.0544252+0.0295411j 0.000192388+0.0171799j 0.0406125+0.0349568j -0.00370493-0.0397327j 0.0289438-0.0521752j 0.0852394-0.0895587j 0.011682+0.0139232j 0.0515511-0.0297533j -0.0122032-0.0115514j 0.00351359+0.0179086j -0.00248925+0.0531059j 0.0192204-0.0402351j -0.010073-0.00681239j 0.0256253+0.0073673j -0.00478396+0.0692341j -0.0684241+0.0425139j 0.00839809-0.0380825j 
-0.00236613+0.00447257j 0.0137214+0.0229342j 0.013448-0.00629798j -0.0197544+0.00732619j -0.0122897+0.0071025j -0.000557499+0.00329316j 0.0101576-0.00767382j 0.00394117-0.00948612j 0.00637392-0.00140509j 0.00363444+0.0057692j -0.0177402+0.0458535j 0.0145292+0.00655291j -0.00699944-0.0136015j -0.0203376-0.00228351j 0.000130217-0.0164342j -0.0200895+0.0200222j 0.0230749+0.0195492j -0.00607817-0.000655455j 0.0258451+0.00735613j 0.00267684+0.0191672j 0.0125126-0.00043455j 0.00249832+0.011583j 0.00643476+0.00462999j 0.00255417+0.0013688j 0.00339596-0.00171695j -0.0329133-0.0178663j -0.00859575+0.00131697j 0.0213054-0.0056454j 0.0221829+0.00239987j -0.000979501-0.00357454j -0.0399165-0.0293526j 0.0134029-0.0106191j -0.0166497+0.0461032j 0.0304199-0.108459j -0.0774354+0.0652628j 0.0275657+0.0325009j -0.138878+0.0292306j -0.0708716-0.00524939j 0.011498-0.0309864j 0.0307538+0.0448553j 0.0228046-0.0193856j -0.0167249+0.00424409j -0.0334886-0.0403681j 0.0199993-0.0643173j 0.082357-0.0208434j 0.0145985+0.00335659j 0.00754911-0.0229415j 0.00591544-0.00140491j 0.0828234-0.0266899j 0.0371461-0.00576108j -0.00283576+0.0115631j -0.0158451+0.0522546j -0.0784212+0.135574j -0.0140289-0.00520229j 0.0131522+0.0201246j -0.116733-0.0209722j -0.0893439-0.0165662j 0.0208375-0.0234973j -0.0491645-0.0695531j 0.0110418+0.237211j 0.120213+0.132049j -0.0259684-0.0057531j 0.0557258+0.0552835j -0.0194165+0.108345j -0.00645576+0.0515259j 0.0956795-0.00477456j 0.148309-0.0968257j -0.022865+0.0977958j 0.162212-0.0205347j 
0.00334218-0.00197704j 0.0249305-0.0146547j -0.00403928-0.0131874j -0.0262466+0.0104043j -0.00245946+0.00623992j -0.00444601-0.00612005j 0.00946057-0.00493178j 0.00152956+0.00752671j 0.0128479+0.00549109j 0.00588658-0.00764567j 0.017102+0.0419232j 0.0242318-0.0245914j 0.00355613-0.0248382j -0.0256697+0.0387882j 0.00496432-0.0239814j -0.0109044-0.0263953j 0.00321148-0.0333174j -0.00710927-0.00380548j 0.00914222+0.00647544j -0.00624111-0.00225572j -0.0096196+0.045347j -0.0126912+0.0154813j 0.00156071+0.00287691j 0.0120217-0.0136539j 0.0107733-0.0279786j 0.0269061-0.0169019j 0.000146876+0.0138126j -0.0149806+0.02524j 0.00777374-0.0232729j -0.00361451+0.0060395j -0.0361172+0.0209033j 0.017181+0.00632417j -0.00971391+0.00478127j 0.00287523+0.00927302j -0.00168466-0.000826856j 0.016237+0.0255629j -0.00665181-0.0150546j 0.0393975+0.0165201j 0.00392588+0.0525374j -0.006895-0.0425462j -0.0181689-0.00501535j -0.0103557+0.0252534j -0.035548-0.0110384j -0.0379356+0.00472118j -0.0271328+0.00475116j -0.0261985-0.00276378j 0.0330886-0.00683805j 0.0401309-0.00861427j -0.0165552-0.0150375j -0.0233634-0.0152264j -0.000842912+0.0238014j 0.016059+0.0145981j -0.00185332+0.013345j -0.00445678+0.00572738j 0.00147573+0.0118414j -0.0325348-0.00725773j -0.00218804-0.0315575j 0.0583108-0.0176077j -0.0664283+0.00481894j -0.0186806-0.0394105j -0.0374178+0.0383229j -0.0311915+0.0021151j 0.0248484+0.0289823j -0.00873862+0.0276178j 0.0384645+0.0406471j -0.0379656+0.0375993j 0.0754727-0.042825j -0.0455533-0.12952j -0.0941744-0.0658039j 
-0.0014124-0.00118585j -0.00895581-0.00339392j -0.00280096+0.00244612j 0.00188232-0.000242476j -0.0061765-0.00180833j -0.00508584-0.00771237j -0.00391357-0.00469705j 0.00723753+0.00189235j 0.0130204-0.0031546j -0.000947983+0.00242294j 0.00488398-0.014677j -0.00259952+0.0157219j -0.0045107+0.0159299j 0.0108386-0.00952856j -0.00438021-0.0217314j 0.0173595+0.000810824j -0.00969325+0.00703884j -0.0038373-0.00133856j 0.0083142-0.00657323j 0.00148125+0.00667814j -0.00100245+0.0154732j 0.00447712+0.00771145j -0.00308317-0.00258427j 0.00158938+0.0015502j 0.00440811+0.00201243j -0.00293257-0.00175099j -0.00569414-0.0033568j 0.0121034-0.00689378j -0.0106691-0.00995435j 0.0120106+0.0115688j 0.000395111-0.00114299j 0.00290086-0.00136866j -0.00587153+0.0134874j -0.00444625-0.00516946j -0.00200826-0.00167334j 0.00407937+0.0107297j 0.0112809+0.024268j 0.00690705-0.00903505j -0.0237539-0.000167042j -0.00534828+0.0210528j -0.0137947+0.0221456j -0.0251825-0.00554804j 0.0174298-0.0154415j 0.0131588+0.00161616j 0.0051743+0.0208291j 0.0273318+0.00168321j -0.0203493-0.00223684j -0.00755961-0.00356195j -0.0157271+0.0296195j 0.00321432+0.0237751j -0.0115094-0.000692179j -0.0410082+0.0155741j 0.0263484-0.00863378j -0.0258396+0.0214706j 0.0342757-0.0407418j 0.0226289-0.0205378j 0.00956181+0.0261276j -0.0156884-0.0185959j 0.0350312+0.00247889j -0.000641593-0.000205354j 0.000716262-0.0246021j -0.0450244-0.0163973j -0.0108466-0.0132716j -0.023097+0.000734328j 0.0214089+0.0319828j 0.0472321+0.00719897j -0.0186737+0.0132039j 0.0248356+0.00869014j 0.02247+0.0245552j 
0.000527353-0.00367566j 0.00280391-0.0105604j -0.0107648+0.00670699j -0.00167247+0.00575916j 0.0142004+0.0022679j -0.0104918+0.00241975j 0.00444618-0.0020968j -0.0126228-0.00224089j 0.001315+0.00026599j 0.00663186-0.00608032j 0.0126824+0.00732164j 0.00932604-0.0189703j -0.00974719+0.00406935j -0.00905823+0.00924955j -0.0016626-0.0211494j -0.00975967-0.00802498j -0.00942682-0.000406461j 0.000185844-0.00382434j 0.000328707+0.0182326j 0.00408846+0.00487074j 0.00502565+0.0107232j -0.0131722+0.00817138j 7.51245e-05-0.00265349j -0.00112813+8.11373e-05j -0.000198435+0.00104695j 0.0126504-0.0149975j 0.0100165+0.00632197j -0.0165464-0.0118262j 0.000307407-0.00299089j -0.0202992-0.0112247j 0.0166728+0.00483884j -0.00515111-0.00561588j -0.010563+0.00429015j 0.00874278-0.00973265j -0.0119263+0.0251713j 0.0177612+0.0212957j -0.0195847+0.0103386j 0.00111311+0.00202238j -0.00467497+0.0117202j 0.000158211-0.00536156j -0.00387639+0.0123233j -0.0169687+0.00199163j -0.00866848-0.00601825j -0.00267304+0.0013024j 0.00533652+0.00731976j 0.0109177-0.00353982j 0.00428937+0.00671242j 0.00728906+0.00525487j 0.00995331+0.0148839j 0.00845406+0.0135447j -0.00916038+0.00438989j -0.0193343+0.0134583j 0.0034151+0.00773483j -0.0124903+0.00949957j 0.019642-0.00647357j -0.00143186-0.014584j -0.0199719-0.00241586j 0.00427147-0.0171712j -0.00745758-0.00949855j 0.00990698+0.0215704j -0.0190575+0.0140208j -0.0343697-0.0108505j 0.0190729-0.00395692j -0.0178016+0.0142346j 0.00648396+0.0349055j 0.00554373+0.00659415j -0.0113438-0.00721513j -0.00723245+0.0166592j 0.0328902+0.00123859j 
-0.00140713+0.00114832j -7.22618e-05+0.00307538j 0.012712+0.00410386j 0.00639572-0.0119033j -0.00185576-0.00640817j 0.00451586-0.00214748j -0.00881059+0.00855961j 0.00236156-0.00477946j -0.013349+0.00583969j 0.00733364-0.00165212j -0.0169505-0.0123919j -0.0148604+0.00798198j 0.0075491+0.0175293j 0.00183716-0.0157411j -0.00164051+0.0278361j 0.00504761+0.00960026j 0.00514688+0.00999422j 0.00782053-0.0109377j 0.00619432-0.0151384j 0.00241867-0.00687042j 0.0139214-0.025929j -0.0105616+0.00918144j -0.00678242+0.0204977j -0.00712078+0.00474316j -0.018196+0.0236636j 0.00166697+0.0155338j -0.00149025-0.0184954j 0.0148867-0.00469723j -0.00195943+0.0105932j 0.000567166-0.018637j 0.00659233-0.0101629j -0.0227117+0.00669822j 0.0155316-0.00341712j -0.00425942-0.00326414j 0.00588571-0.0206945j -0.0153623-0.0191523j 0.00941449+0.00377576j -0.0385621-0.00128637j -0.0108737-0.0155103j 0.0132148+0.0107755j -0.00837256-0.0239975j 0.0200675-0.00922532j 0.0226973+0.0337369j -0.00891318+0.00581482j 0.00101155-0.0367614j -0.0122899-0.00164023j 0.0106701-0.000459947j 0.00474734-0.00827493j 0.0175846-0.0124735j -0.0329573-0.00269227j 0.0330484+0.00169001j -0.0270049-0.00479397j -0.00153563-0.00752658j -0.012806+0.0322249j 0.0272631-0.0554504j -0.000968748+0.00763519j 0.00513359-0.017447j 0.00564238+0.0131801j -0.0128416+0.00859222j 0.00397209+0.00622722j 0.0166864-0.00557729j 0.0203934-0.0141449j 0.00173739-0.00189643j -0.0131174-0.00778148j -0.00399762-0.0548847j -0.0272971-0.00850435j -0.0103256-0.00558626j -0.004392+0.00893745j -0.0199857-0.00261496j 
0.0016567-0.000889962j 0.00669482-0.00933784j -0.00186626-0.00741041j 0.0018757+0.00436238j 0.00315906+0.00201779j 0.00601593+0.00361107j 0.0184514+0.000779153j -0.0053356+0.000498687j 0.00983925+0.00390583j -0.0163531-0.00135244j 0.00800741+0.0033838j 0.00659492+0.00745503j 0.00219428-0.0138258j -0.00177884+0.0104064j -0.00385977+0.000513738j 0.0104994+0.00718255j 0.00489788-0.0184309j -0.00172725-0.00251485j -0.00488089+0.00720166j 0.00132977-0.00139532j -0.0149321-0.0137906j 0.00134153-0.00311686j -0.00119546-0.00249818j -0.00147701+0.00552081j 0.0053866+0.0106728j -0.00507985+0.0148699j -0.0040242+0.0176984j -0.00200293+0.00725219j 0.0108288+0.00191083j -0.00664852-0.00549378j -0.00207372+0.00628792j 0.0144868+0.0149804j -0.0115721-0.0035448j 0.0127668-0.00883887j 0.00732381-0.00454417j 0.000813891-0.00543427j 0.0041243-0.000300561j -0.0151188-0.00915586j -0.00827876-0.0152198j -0.00698345-0.00664709j 0.00338266+0.0149633j -0.0192476-0.000359992j 0.0195993-0.00922359j -0.00123614-0.0158231j -0.00495185-0.00346655j -0.0063136-0.00622248j 0.00316642-0.00592718j -8.19574e-05-0.00549531j 0.0210305-0.0176674j -0.0314877-0.00572724j 0.0386051-0.0195562j -0.0328008+0.01846j 0.0126239-0.0375241j -0.0253303-3.80964e-05j 0.00932863+0.0269986j 0.00700297+0.0170152j 0.00468271-0.00952845j 0.000604987+0.000849025j -0.00563581-0.00618688j -0.000211363+0.00178359j -0.00215542+0.00375513j 0.0234851-0.0134472j 0.0036403-0.00444176j 0.0204542+0.0208908j -0.00932149-0.00276839j -0.00750832-0.00373446j 0.0180134+3.58006e-05j -0.00202349-0.00538961j 0.00261582-0.00492306j 
0.0041534+0.00245438j 0.00336376+0.00180807j 0.00680263-0.000304738j 0.0119179+0.0022569j 0.000439212-0.00295729j 0.00227689+0.00715637j 0.00943855+0.00194176j 0.00375717+0.00696227j 0.00672373+0.00418798j -0.00924091-0.00366183j 0.00167224-0.00578137j -0.0114954-0.00116993j 6.74878e-05+0.00777032j -0.00879766-0.020947j -0.00480463-0.00988452j -0.0083144-0.0128472j -0.0151287+0.0111223j -0.0110701+0.00085484j 0.0143296-0.00579037j 0.00661824+0.00461726j 0.0139895+0.00477747j -0.00151801+0.00716615j 0.00409738+0.00789759j -0.00596163-4.87416e-05j 0.00234559+0.0102389j -0.0133793-0.0101246j 0.0080381-0.00243959j 0.00265086-0.00826954j 0.00737404+0.0136645j -0.0102875-0.00822869j -0.00306031-0.00106615j -0.00142206-0.0193681j 0.0139466+0.00983701j 0.012574-0.00779496j 0.000748772+0.0212792j 0.0111591-0.00960287j -0.0091725-0.00970029j 0.00508976+0.0152878j 0.00466065+0.0131541j -0.00620493-0.00994616j 0.0053549+0.00837537j 0.00458866-0.0011988j -0.00448838-0.00858869j -0.003933+0.00193432j -0.0157893-0.0111068j 0.00214338+0.0018621j -0.0020925-0.000400178j 0.00211042+0.000346844j -0.013445+0.0101674j 0.0242868-0.00751887j -0.0325178+0.0170847j 0.0195535-0.00392455j -0.00041258+0.0161028j -0.00650828+0.0134693j 0.00613021-0.019466j 0.00749066-0.0100629j -0.0098796-0.0015294j 0.00965881-0.0162699j -0.00417066-0.00263873j 0.0096218+0.00139519j 0.00113749+0.0135955j -0.0192288-0.00520876j 0.00574448+0.00316137j -0.0213378-0.0209809j -0.0148634+0.017479j 0.016626-0.00583384j 0.00974883-0.0112199j 0.00464591+0.0200368j 0.0298765+0.00558673j 
0.00381954-0.00160067j 0.00275109+0.000106945j -0.00136576-0.00199068j -0.00235987+0.00373534j -0.0108647-0.00516412j -0.00309682+0.000361718j -0.0023446-0.00804589j 0.0040843+0.00462866j -0.000116869+0.00517495j 0.00679355-0.00688548j 0.00626224+0.010527j 0.00231005+0.00264287j -0.00866111-0.00933216j 0.00389557+0.00307834j -0.00562928-0.00553974j 0.00115939+0.00172388j -0.00750462-0.0107537j -0.0130146+0.00959696j -0.00352992+0.00654154j -0.00368611-0.00495182j -0.0133254-0.000505321j 0.0150848-0.00283577j 0.00207008-0.00636827j 0.0079682+0.00311492j 0.00154869-0.00742897j -0.00209555-0.000909896j 0.000145019-0.00736929j 0.004476-0.000611496j -0.00933021+0.00806807j -0.00884204+0.0188499j -0.00743162-0.00126022j 0.0177306-0.00692526j 0.00424843+0.00579897j 0.0157152-0.0103457j 0.00135134+0.0153221j 0.0100998-0.0032143j -0.00701927-0.00161642j 0.0157831-0.000763618j -0.00709781+0.00418658j -0.00629518-0.00117667j 0.00610279+0.0024683j -0.000393163-0.00170057j 0.00317671-0.00998657j -0.00940502+0.00267093j 0.0103346+0.0182748j 0.0125328+0.00490668j 0.00918478+0.00576236j 0.00437223+0.0063764j -0.0100816+0.00618971j 0.00859314-0.00918829j -0.00572363-0.000248464j -0.000160584+0.00635141j 0.00442435+0.00470429j -0.00723218-0.00152912j -0.0030695+0.0109113j 0.000223255+0.0034555j 0.00043853-0.00707971j -0.00143266-0.00312551j -0.00140431-0.00473137j 0.00314695-0.00239347j -0.0104349+0.00699322j -0.00293613+0.0061808j 0.000867681+0.00545894j 0.000544559+0.00366286j 0.00345054+0.0169019j 0.0149363-0.00970214j 0.00985565+0.00313923j 0.00442836+0.00687011j 0.024105+0.000791095j 
-0.0017961-0.00343353j 0.0048631-0.01223j -0.00279755-0.00728826j -0.00857681-0.00184938j -0.00443656+0.00315764j -0.0027045-0.00631905j -0.00560989+0.000530041j -0.000383818+0.00449281j 0.00121147-0.00588556j 0.00574597+0.00123037j 0.00905941-0.000616268j 0.00228647-0.00771611j -0.00332587-0.00210633j -0.0129188+0.00127572j 0.00639607+0.00145925j 0.00344011-0.00582358j 0.0153843-0.0167771j -0.00535125+0.00534181j 0.00115569+0.00858409j 0.000762338+0.00710669j 0.0124058+0.0019583j -0.0140373+0.00792677j -0.00770195+0.00893755j -0.00299625+8.63585e-05j -0.00934965+0.00430304j 0.000367466-0.00975869j -0.00995477-0.00650036j -0.00443504-0.00244592j 0.00686062-0.00552648j -0.000441751-0.00273507j -0.0137972-0.00125425j 0.00875388+0.00757167j -0.00945728+0.00690286j -0.00635429-0.000741099j 0.00948763+0.0160704j 0.0153113+0.000195605j -0.0225089-0.0210267j 0.00380585+0.0205951j 0.010535+0.0088573j -0.00121032-0.0263433j 0.00200044+0.00301106j 0.0131782+6.43668e-05j 0.000553775-0.025993j -0.025982-0.0217956j -0.00632234-0.00732857j -0.00454821-0.0132337j 0.00630258-0.0061534j 0.00442358+0.00109597j -0.00286986-0.0130208j -0.0011279-0.0242407j 0.00285611+0.0121319j 0.00611514+0.0177716j -0.00662868-0.00386904j -0.00483403-0.00803781j 0.0189267+0.00357862j -0.0134012-0.0086718j -0.0205368-0.00429252j 0.010004-0.00323684j -0.0103906-0.00220438j 0.00374696+0.0157558j -0.00370782+0.0253178j -0.00665662-0.0175141j 0.00533673-0.00242278j -0.00578765+0.0121477j -0.0257392+0.0259726j -0.00286167-0.000912823j 0.034137-0.0195306j -0.0148275-0.00123282j 0.0221687-0.00195995j 
0.00371353+0.00124342j 0.00824225+0.00161961j -0.00240342-0.00420941j -0.00357986+0.00243671j -0.0028576+0.00472136j -0.000826992+0.000975502j -0.00349103+0.00466369j 0.00299384-0.00291419j -0.00745848+0.00660663j 0.00439885-0.000798183j -0.00348679+0.0103277j 9.4271e-05-0.00555128j -0.00624753-0.00769423j -0.000858945-0.00427274j 0.0107977+0.00207782j -0.0139873+0.0200724j -0.0043903-0.00839136j 0.0063323-0.0115811j 0.00563302+0.00962894j -0.0121729-0.0022996j -0.0153649-0.0273312j 0.00484364-0.00366499j 0.00132909+0.00435861j -0.000150214+0.0111904j 0.00449922+0.00986656j 0.00350689-0.000508394j 0.00373365+0.00437758j -0.012525+0.00195742j -0.00065032+0.0186316j -0.00971807-0.010382j -0.000696048-0.00823379j -0.0016364+0.0138923j -0.00188902+0.00941984j 0.00989907-0.00646739j 0.00362759+0.0184434j 0.00258098+0.0062123j -0.0167845+0.00467728j -0.0114915-0.001532j -0.00296978+0.00329948j 0.00515104-0.0109631j -0.0020774-0.0209418j 0.0205788+0.00914067j 0.00422909-0.00817972j -0.0386581+0.00446344j 0.00766164+0.000750901j -0.00970723-0.0111936j 0.0149041+0.00363408j -0.00370507+0.0030093j 0.0122159-0.00486652j 0.0125617-0.0267367j 0.0143613-0.00191001j -0.00181814+0.012872j 0.00121383+0.0115412j -0.00414775+0.0122444j 0.00891254-0.00604339j -0.0304437-0.00557055j -0.0105941-0.00490307j 0.0121364+0.0130122j -0.0102791+0.00290102j 0.0107386+0.00805023j -0.0095774+0.0306894j 0.00933286+0.0224898j 0.00445364+0.0167305j -0.00118866+0.00705443j 0.0019698-0.00371361j -0.00659294+0.00315732j 0.0166943-0.00511063j -0.0102495+0.00409972j 0.0134195-0.0038561j 
0.0022165+0.000148055j 0.0066869+0.00659747j 0.00321474-0.00699997j 0.0141857-0.00460827j 0.0113604+0.00189421j 0.0137299-0.00180044j 0.0147748-0.00390005j -0.0130076+0.000706591j 0.00299244+0.00175974j -0.0196817+0.00806043j -0.0102275+0.009478j -0.00563167-0.00353672j -0.00875156+0.00375995j 0.00857124-0.00660621j 0.00123357+0.0109929j -6.67647e-05+0.0176255j -0.00639466+0.004767j -0.00844812-0.0025229j -0.00666448-0.00155439j -0.0104551+0.0104871j -0.0017208-0.00593346j 0.010444+0.00742457j 0.00694939-0.00306418j 0.00296699-0.000729885j -0.00287384+0.00945548j 0.0118831+0.00994877j -0.0103619+0.00321493j 0.00280324-0.00740921j -0.0121254+0.0124783j 0.00892757+0.00494683j 0.00677255-0.0146162j -0.000188239+0.0115549j -0.00899235+0.0097321j 0.00629121-0.00419098j 0.000308512-0.0037593j -0.0118419-0.003489j 0.00273838+0.00731053j -0.0101657-0.0199485j -0.000825482-0.00571682j 0.0099821+0.00476218j 0.00647424-0.0168816j 0.00666549-0.00253082j -0.00447768+0.00951916j -0.0148019+0.0216618j -0.0121452-0.00736222j 0.00972434-0.0121243j -0.00117312-0.00116159j 0.00348934-0.00274917j 0.0160209+0.0177899j 0.0273957-0.00151141j -0.015724-0.0004695j 0.00894153-0.00673982j -0.00558683+0.0269284j -0.00260363+0.0167662j -0.00649548-0.00488522j -0.016704-0.00674342j 0.00644298+0.00187964j -0.00330708+0.0197156j 0.000816992+0.000168148j 0.00562953-0.0115068j -0.00341361+0.00200188j 0.0111525+0.0322137j -0.00174906+0.0148518j 0.00692819-0.0132079j 0.0236104-0.0177388j -0.000683571+0.0122199j -0.00271688+0.00659297j 0.00102069-0.00257851j -0.0119865-0.00694994j 
-0.00813711+0.00433873j -0.0165258-0.00261307j -0.00162747+0.00516931j -0.00106667-0.00128238j -0.00258773-0.00164707j -0.00100204+0.00197382j -0.00569534+0.000363352j -0.00401118-0.0138764j -0.000951037-0.002911j -0.00245727-0.00382727j 0.010357-0.012485j -0.00698622+0.00945404j 0.0108585+0.00156899j 0.00727062+0.00699255j -0.0127348+0.00139731j 0.00676088+0.0164366j -0.00433668+0.00362182j 0.00240194+0.0116708j 0.00222996-0.0204958j 0.00472348-0.0034091j -0.00935211-0.00649532j 0.00471155-0.00204695j -0.00155633-0.0040791j 0.0074583+0.00131874j 0.015095-0.00382974j 0.00500092+0.0161897j 0.00231665+0.00303897j -0.00190347-0.00833261j 0.00629858-0.0171407j 0.0156845+0.000453442j 0.0185043-0.00477951j -0.0115554-0.00141056j -0.000898647-0.0154974j -0.0174263+0.0126405j 0.0136262-0.0222778j -0.0089194-0.00969168j 0.0264731-0.00374654j 0.0161809-0.0043364j -0.00208522-0.00902195j -0.0121051+0.0102086j -0.00137632+0.0176954j 0.00290409-0.0104997j 0.0184007-0.00555905j -0.00128602+0.0104681j 0.0011912+0.0159205j 0.00912941-0.00568773j -0.0283458+0.013196j -0.0249702+0.0144227j -0.0110004+0.0128107j 0.015289-0.00706319j 0.00386182-0.00810275j -0.000871978+0.0242414j 0.0067954+0.00306688j 0.0065126-0.00448957j 0.0164208-0.000559989j 0.0040635-0.0175931j -0.0181379+0.00964153j -0.00551593-0.0211495j 0.0312383-0.00512889j -0.00745416-0.019017j 0.00117564-0.051544j -0.00223455+0.00822779j -0.0262707+0.00155559j 0.00652852-0.0242134j 0.00655193+0.00554317j 0.0138901-0.0294688j -0.0392218+0.0118487j 0.019971+0.00571954j 0.00295005+0.0211287j 
0.00340472-0.00312985j 0.0122686-0.00967465j 0.000153729-0.00517457j -0.000108178-0.00010749j 0.00563512+0.00725062j 0.00683194-0.00334381j 0.00406494+0.000834358j 0.00585314-0.00173628j -0.00318473+0.0017756j 0.00215327-0.00459285j 0.00841842+0.0168399j 0.00606235-0.0122776j -0.0126047-0.00634498j 0.00173964-0.0101134j 0.00811096+0.0117899j -0.00224623-0.000604713j 0.00579546+0.00344688j -0.00191953-0.0101552j -0.0113812+0.0116902j 0.0127351-0.00707353j -0.00161345-0.00986465j 0.00304355-0.00214512j 0.0151751-0.0116193j 0.00699735+0.000451267j 0.00365576+0.000980831j 0.00741789+0.00527534j 0.00624637+0.00110908j 0.0118144-0.0103329j -0.00731498-0.0223306j 0.00182133-0.00399091j -0.0198131+0.00679521j 0.0111966-0.00095451j -0.0056369-0.00186317j 0.0112829-0.0201711j -0.00137787+0.0190223j 0.00392421-0.00678418j -0.0229742-0.00849109j -0.00137515-0.00172678j -0.00417456+0.00880898j 0.00445931-0.00559595j 0.00447942-0.0179825j 0.00519912-0.00148716j -0.00864256-0.0069299j -0.0207294-0.00542676j -0.00110437+0.00393643j -0.0177636+0.00643254j 0.0127493+0.00551338j 0.00877633+0.00424256j 0.0147252-0.0011831j 0.0107304-0.0233722j -0.00265808+0.00442033j 0.00169024+0.00330714j -0.00357926+0.0104809j -0.0071735+0.0119807j -0.00135438-0.00716211j -0.0165923+0.00744415j 0.0022135-0.00448012j 0.00311464+0.019594j -0.0167617-0.00515966j 0.00828391+0.008941j -0.00959982+0.0350607j 0.00583357+0.0122329j 0.005388+0.0163572j 0.00296777+0.0115341j 0.0105696+0.003702j 0.00338086+0.0142129j 0.0444868-0.00963908j -0.0120573-0.00432963j 0.0171151-0.0135387j 
0.00435906-0.00202263j 0.0110475-0.0184341j -0.0103812-0.0262347j -0.00622922+0.000364239j 0.00206255-0.00284218j 0.00292991-0.0138124j 0.00347688+0.00149993j -0.00218637-0.00816175j -0.00333984+0.00127093j -0.00165346-0.00762436j 0.0293709+0.0173066j -0.00102683-0.00154756j -0.0103964-0.0266363j -0.00330521-0.00560524j -0.00335312+0.00850088j 0.00647963+0.00315667j 0.0131938-0.0349226j 0.0164661-0.0119139j -0.000278573-0.00471126j -0.00149103+0.007456j -0.00557535+0.0163598j -0.00389017-0.00355427j -0.00133326-0.00198254j 0.00607868+0.00278056j 0.0108529-0.0166282j -0.0230299+0.000475003j -0.00147134+0.0134391j 0.000189369+0.00476321j -0.0113893-0.015059j -0.0161139-0.00058825j -0.0120733+0.00620388j 0.0115843-0.00392449j -0.00853803+0.00932685j 0.0112336+0.00453698j 0.00409962-0.0320953j -0.0151942-0.0282951j -0.00107036-0.0548501j 0.0200564-0.0129631j -0.00756903-0.0114099j 0.0141009+0.00970628j 0.0238308-0.00781928j -0.000936041-0.0146549j -0.00332906-0.00958322j 0.00265717-0.0210016j 0.022346-0.00964344j 0.00234057-0.00665534j -0.0318035-0.000529728j 0.0477841-0.00304511j 0.0166953-0.0296445j 0.00941759-0.00628143j -0.0231782-0.00969871j -0.0118942+0.00713779j -0.0342492-0.0193234j 0.0016273-0.00893215j -0.00422773-0.000778512j 0.0035092+0.0158695j 0.0262534-0.00527585j -0.0111248+0.0300995j -0.0153297-0.0304339j -0.0104886-0.0068398j 0.00028624-0.00879671j 0.00662484-0.00868139j -0.00997302+0.00285962j 0.045798+0.0191357j 0.0253179+0.0157045j -0.0191373+0.0408832j 0.0715483-0.0126825j -0.0226469-0.0462037j -0.0267574-0.0344283j 
