0.0104279-0.000954342j 0.0108478-0.00992075j -0.000505041-0.00571811j 0.0069435-0.0136546j 0.00285298-0.00694215j -0.0100994+0.0139023j -0.00427831+0.0180009j -0.0110476+0.0289736j 0.00101264+0.00182763j -0.00595134+0.000320904j 0.00144194-0.00324565j -0.00383462+0.0230963j 0.00794585+0.00228015j -0.0008714+0.0150876j 0.00203846-0.00486941j -0.00787234-0.0221918j -9.16605e-05+0.00257183j -8.79299e-05-0.00449267j 0.00504134+0.00816923j -0.00223253-0.000631759j 0.00192175+0.000219926j 0.00618422+0.0134234j 0.00469713-0.00493066j 0.010306+0.00654077j -0.00303246-0.00779768j -0.0133438-0.0102811j 0.0017083+0.00505558j 0.0097948+0.00578313j -0.00823224+0.0032189j 0.00421925+0.00153086j 0.0190387-0.000666588j 0.00366527+0.0126482j -0.000178207+0.00853449j -0.00628114+0.00725358j -0.00530341-0.00200723j 0.00501737-0.0039325j -0.0167524-0.0159322j 0.00374266+0.00242509j 0.0143168+0.00639628j -0.00347261-0.00508709j -0.00069411-0.00736602j 0.00530226+0.00269637j -0.0140364-0.00117207j -0.012126-0.00232782j 0.00751341-0.00133015j -0.00688372-0.00462297j -0.00384212+0.00103023j -0.0163664-0.00271074j 0.00179269+0.00109822j 0.00698237-0.00116514j 0.000411385+0.0033885j 0.0092653-0.000606915j 0.0009286+0.00257558j -0.00109569+0.00209037j 0.00381274+0.0014494j -0.00961147+0.00392231j -0.014763+0.00275712j -0.00387038+0.0018455j -0.000343115-0.00186757j 0.000167125-0.00200374j 0.00822509-0.000538465j -0.00372768-0.000169475j -0.00882038+0.00273563j 0.00429435-0.00308641j 0.00095952-0.0056863j -0.00903755+0.002724j -0.00903457+0.00180907j 0.00544946-0.00393789j -0.000222361-0.000640379j 0.00894091-0.00364292j 0.00651999-0.00857622j 0.0183551+0.00069481j 
0.00188206-0.000740977j 0.00523562-0.00190859j -0.002277+0.00181765j -0.00520052-0.00186997j 0.00119209-0.00218336j 0.000952438+0.00490894j -0.00234115+0.00224703j -0.003416+0.00242184j -0.00253864+0.00639139j 0.00226404-0.00133148j -0.0033306+0.00235885j -0.00563454-0.00573796j 0.00318733-0.0027907j 0.0151613+0.00786788j 0.00295102+0.00436329j -0.00167395+0.0170852j 0.00882151-0.0128167j -0.00173136-0.0152819j -0.0311626+0.0261971j -0.0038296+0.000748653j 0.0105664-0.0148838j -0.00775937-0.0032519j -0.0115866+0.0020613j 0.00630523+0.00252597j -0.00579053+0.0109385j -0.00878009+0.00230791j 0.0185848+0.00161122j -0.0123961+0.00997656j 0.00477026-0.00845416j -0.00524041+0.00327093j 0.00355817-0.00115796j -0.00111867-0.000236081j -0.00457546-0.000995076j 0.00234554-0.00174218j -0.00250273-0.0035876j 0.00257839-0.00423242j 0.000784996-0.0058885j -0.00387934-0.0014361j 0.00141494+0.00646386j -0.00343541+0.0119702j 0.00251646-0.00309778j 0.00147026+0.00618755j -0.00543021+0.000586679j 0.00625339+0.00686804j 0.00487126-0.00421211j -0.00442669-0.00767586j -0.00282269+0.00177593j -0.00630072+0.00188191j -0.00468401-0.0099163j -0.00104595-0.00208116j 0.00346252-0.00958999j -0.00198467+0.00357544j 0.0106607-0.00224244j -0.0076382-0.0111182j -0.00336224-0.00164405j -0.000686956+0.0109648j 0.00186654+0.000982328j -0.0110958-0.00558168j -0.0057284+0.0194864j 0.00144679+0.00155349j 0.00242971+0.00479815j -0.0055927+0.00395837j 0.00564366+0.00359037j -0.00781965-0.00183854j 0.00160043+0.00165935j 0.00926066-9.72508e-05j 0.00259139+0.000745166j -0.00187552+0.00418212j -0.00308349-0.00474209j 0.00116145+0.00140731j -0.00106407-0.00431j -0.000715663+0.000642264j 
-0.000397814+0.0011402j 0.00145226-0.000725891j 4.28845e-05-0.00379499j -0.00423609-0.00172309j 0.00287891-0.00109977j -0.00849829-0.000228938j 0.00149912-0.00271709j 0.000263122+0.00202888j -0.00315467-0.000678245j -0.0054349-0.00648683j 0.00705753+0.00197427j -0.0108934-0.00103777j -0.0105549-0.000172803j 0.00284051+0.00327137j -0.01771-0.00505293j 0.000695304+0.00264725j -0.0035694-0.00168085j 0.00731913+0.00623462j 0.0169896-0.00655998j 0.0116695-0.0028017j -0.015562-0.00107944j 0.0140886-0.00752626j -0.00701129+0.00905149j 0.00935798-0.00775743j 0.0138026-0.00360454j -0.00239234-0.00942271j 0.00197141+0.00641835j 0.0010007-0.00456242j 0.000546672+0.00132062j -0.00516473+0.00291814j 0.00155819+0.0039902j -0.00359281+0.00374365j -0.00229098-0.00359774j 0.00611286-0.000867293j 0.00392236-0.00314818j 0.00761922+0.00377335j 0.00132161+0.00203581j -0.000296392-0.00216753j 0.00180158-0.000108564j 0.00141532-0.00308069j 0.000396165+0.00210229j 0.000352804+0.00611312j -0.00036537+0.00267646j 0.0038529-0.00150313j 0.00204172-0.000730631j -0.00354443+0.000533221j -0.00125437-0.0039394j -0.000672879-0.000188662j 0.00607475+0.00337557j -0.000500451+0.00320834j 0.0010158+0.00104008j -0.00407607-0.00528232j -0.00194547-0.000242537j 0.00146208+0.000514981j -0.000414076-0.00697965j -0.00216313-0.000317227j -0.00094367-0.000421819j -0.00305957+0.00194819j -0.00341862-0.000165548j -0.000723765-0.00199178j -0.00206263-0.00591404j 0.0036204+0.00107196j -0.00283992+0.000228449j -0.000461845-0.00418255j -0.00133715-0.00385497j 0.00562825-0.0031571j -0.00102986+0.0037913j -0.00647175+0.00301642j 0.00501168-0.00394175j 0.00227807+0.00269565j -0.00198861+0.000958329j 0.00132926-0.000499188j 
0.000277913+0.00181481j 0.00120678+0.000410964j 0.000892989-0.000961806j -0.00383593-0.000564458j 0.0056108-0.00114275j -0.000930451+0.00106616j -0.00136584+0.000475889j -0.0047505+0.000588752j -0.00564482+0.0011816j -0.00633253-0.00767448j 0.00326092+0.00596644j -0.0241-0.00675497j -0.0116835-0.00476352j 0.0146233+0.00615565j -0.0210402-0.00125378j 0.00617401+0.00141524j -0.0036976-0.0044055j -0.00173633-0.00175106j 0.0156678+0.0109055j 0.0137897-0.000742034j -0.0185441-0.00603564j 0.0198102-0.0106927j -0.0242245+0.00464072j 0.0228005-0.0034328j 0.0156629-0.00684113j -0.00291506-0.000400008j 0.00719946-0.0025476j -0.00784924+0.0046167j 0.00240692+0.000309586j 0.00804633-0.0021567j 0.00324284-0.00155647j 0.00392938+0.000292899j -0.00376372-0.00320946j 0.00441128+0.00102672j 0.00696885+0.00123402j -0.00074394+0.00221697j -0.000291772+0.00154258j -0.00527804-0.00541794j -0.00125489+0.00227291j -0.00374176+0.00157196j -0.00145754+0.00464282j -0.00173771+0.00715012j 0.00657936+0.00344697j -0.00185103-0.00172591j 0.00742625+0.00311513j -0.00016709-0.000848383j -0.00590459-0.00498495j 0.00239238-0.00195231j 0.00904425+0.00512326j 0.000961466-0.00407187j -0.000361831-0.00135987j -0.00445298-0.00327236j -0.00227844+0.00191436j -0.00453016-0.00467494j -0.005767-0.00150225j -0.00990822+0.00240081j -0.00492086-0.00188636j 0.00284928-9.7706e-05j -0.00331337+0.00404641j -0.00715682+0.00300522j -0.000563376-0.00504454j 0.00490619+0.000521664j -0.00980407+0.00329394j 0.00263216-0.00529011j -0.00193977+0.00211325j 0.00391038+0.00112804j 0.00143908+0.00144462j -0.00396451+0.00292612j -0.00239194+0.00393512j -0.00454877+0.0022624j 0.00226922-0.00160388j -0.00225927+0.00064898j 
0.00331743-0.00159116j 0.00230233-0.000513551j -0.00185665+0.00270575j -0.000117382-7.48337e-05j 0.000411965-0.00184132j 0.00443961+0.00107231j -0.01029+0.00487868j 0.00134316-0.00183596j -0.0133721+0.00911342j -0.0128452+0.0130453j 0.000530159-0.00576336j 0.0108875-0.00277933j 0.000212661+0.00617804j 0.00444327-0.00513915j 0.00223441-0.00264962j 0.0168482-0.00375584j -0.015386+0.0130311j -0.00338571-0.0046797j 0.0201043-0.0224498j 0.000516582-0.0163338j -0.00359913-0.00159104j -0.00297764+0.0142766j -0.00940297+0.0013627j 0.0047853-0.00331219j 0.00932367+0.0150392j -0.00971884+0.00265465j 0.00594913+0.000875602j -0.00826401+0.00486845j 0.00369567-0.00746046j -0.00404125+0.000816j 0.00146545-0.0012708j -0.00199549-0.00220592j -0.000223787+0.00277139j -0.00114844+0.000832977j -0.000499186-0.00330346j -0.0020098+0.00565632j 0.00526991-0.00799761j -0.00346587-0.00447665j 0.00652843-0.0012051j -0.000806978-0.0120721j -0.000484561+0.00971311j 0.00521718-0.0101029j -0.00618898+0.00479967j -0.00149176+0.00648543j -0.0030181-0.00681931j 0.00446707+0.000407396j -0.000424168+0.00295522j -0.00227133-0.0141808j 0.00173788-0.00949365j 2.80742e-05+0.0111952j 0.00227647-0.000508036j -0.00278797-0.0175346j -0.000338447-0.0040306j 0.00626185+0.0153356j -0.00582776-0.00599481j -0.00323293-0.00423156j 0.0020892-0.00196544j 0.0098141+0.0119348j -0.00939538-0.00661032j 0.00329799+0.00366929j -0.00119042+0.00805007j -0.00996159-0.00131293j 0.00128859+0.00224184j 0.001928+0.00573693j 0.000528993+0.00116672j 0.00500148+0.00497187j 0.00156781-0.000193432j 0.000822638+0.00106373j -0.00233675-0.00245821j 0.000826378+0.000855064j -0.000228029-0.00259567j 0.000334972+0.00183776j 
-0.000891437+0.000525236j -0.00198452-0.00210715j -0.00250397-0.00183208j -0.000362731+0.000349239j 0.00228884-0.000214365j -0.00506843-0.00136831j 0.00256238+0.00158426j -0.00303936-0.000967337j -0.00581676+0.000688627j -0.00264533-0.00111724j 0.00722824+0.00260856j 0.0016667-0.00016073j -0.00395188-0.000236019j 0.00575501-3.37011e-05j -0.00746684+0.00189176j -0.00235822+0.00111573j 0.00372214+0.00649806j -0.00399767+0.00117179j 0.00775279-0.0114675j 0.00905439-0.0103406j -0.00286605+0.0011137j 0.00182582+0.000135077j 0.00212322+0.00205544j -0.00298925+0.00160841j -0.00141022-0.00243637j 0.0141266-0.0136166j -0.00485086-0.000223091j 0.00616093-0.00230557j -0.00168238+0.00159341j 0.00165335+4.37227e-05j 0.000989882-0.00277024j 0.000787189-0.00368591j -0.00286052-0.000999304j -0.00219948-0.00185075j 0.000152077-0.00279643j 0.00194408-0.000479083j 0.0013329-0.00441671j 0.000315055-0.000728508j -0.00156158-0.000130932j 0.00686465+0.00173809j -0.00441305+0.00111757j -0.00594215-0.000119485j 0.00175299+0.00573232j 0.000754118+0.00443503j 0.00360475-0.00434558j -0.00536384+0.00140606j 0.0138499+0.00388487j 0.00357759-0.0040582j -0.00258367-0.0011376j -0.00497798+0.00581101j -0.00262908-0.000241641j 0.00675294+0.000254806j -0.00319144-0.00517777j -0.00621969+0.000215441j 0.0123021-0.00259114j 0.0029272-0.0040788j -0.0067687+0.000429315j -0.000513918+0.00513996j 0.0051574-0.00296548j 0.00789952-0.00080898j 0.0110812-0.00388262j 0.00568305+0.000206148j 0.00820527+0.00114324j 0.00792274-0.00735573j -0.00136137+0.00414386j -0.000623456-0.000106792j 0.000326781+0.00193116j 0.00319334-0.00218468j -0.00188965+0.000352825j -0.000905707+2.61924e-05j 0.000310202-0.00108304j -0.000350081+0.000431338j 
-0.000739732+0.000688705j -0.00181345-0.00242816j -0.00642694+0.000831023j -0.00475839-5.03436e-05j 0.00224589-0.00172712j -0.00431068-0.00166299j 0.00747526+0.0061566j -0.00274357-0.00345468j -0.0111731+0.00735425j -0.00501375+0.00582578j 0.00881854+0.00586132j -0.00521328+0.00183256j -0.00351669-0.00379098j 0.0108531+0.00496474j 0.00232708+0.0124219j 0.00124748+0.00358703j 0.0110554+0.0053193j -0.0168823-0.00800842j -0.00360645-0.0133124j 0.0068563-0.0104052j 0.00471555+0.00607064j -0.00885828-0.00499591j 0.00177483-0.000439882j -0.00114113+0.00674413j -0.0235634+0.00240003j 0.01896-0.00795755j 0.000998893+0.00250878j 0.00116324-0.000747229j 0.000234607-0.00375637j -0.00139678+0.0048968j 0.00118399-0.00386057j 0.00313495+0.00120375j -0.00506291+0.000624013j 0.00368414-0.000303391j -5.60667e-05-0.00354445j 0.00328167+0.000875789j -0.00484212-0.00453306j -0.0019216+0.00138378j 0.00404269-0.00352224j 0.0081526+0.00219674j -0.00587891+0.00193684j -0.00366476-0.00211359j 0.00752966+0.00112415j -0.00289916-0.000839156j 4.59452e-05-0.00746944j -0.000626592-0.00104781j 0.0018391+0.00445468j 0.000239454-0.00653213j -0.00149913+0.00163996j -0.00305324+0.00264178j -0.00707885-0.000429861j 0.00229277-7.58493e-05j -0.0111515-0.000649778j -0.00337088+0.00289166j 8.69168e-05+0.00265997j 0.00134899-0.00258181j -0.00509473+0.0060001j 0.00778789+0.00366102j 0.00827329-0.00419143j 0.000930012+0.00350617j 0.0102933-0.00325109j 0.00761064+0.00101474j -0.00190596+0.00239788j 0.00417575-0.00179533j -0.000822037+0.00507082j -0.00218246+0.00336818j -0.00165497-0.000718273j -1.94058e-05+0.00224948j -0.000577898-0.00158747j 0.000345538+0.00317585j -0.00461292+0.00164411j -0.00114498-0.00169029j 
-0.00282851-0.000960386j -0.00131783+0.00118599j -0.000262732+0.00819208j -0.00215412+0.00162745j -0.00563294-0.00112527j 0.00996815+0.000579147j 0.00277924+0.00703762j -0.00182307-0.00261058j 0.00431522+0.000794686j -0.00647748+0.00404957j 0.00209526+0.00327377j -0.00458574+7.49342e-05j 0.00163542-0.00601618j -0.00149923-0.00971301j 0.000191859+0.00810823j 0.0223048+0.00945745j -0.00453522-0.00667916j -0.0205026-0.0202745j 0.0337655+0.0253609j 0.00739794+0.00700516j -0.0233638-0.00950859j 0.00526866+0.00765898j 0.00525843-0.00810616j 0.00657331+0.00838382j 0.00444834-0.00777597j 0.00933126+0.0109436j -0.014617+0.00235356j 0.00221594+0.00149833j -0.00448083-0.00424325j 0.0071638+0.00274816j -0.00416634-0.00719382j 0.0116994+0.00149863j 0.0020118+0.00447115j 0.000817622+0.000558147j -0.00839467+0.00304643j -0.00416647+0.00138368j -0.0070639-0.000722795j -0.00301524+0.00354496j 0.00247039-0.000848738j 0.00501281-0.00193322j -0.00384719-0.00165754j 0.00353453+0.00208083j 0.000640636-0.00395802j 0.000485297+0.000669093j -0.00330316+0.000324562j 8.70076e-05-0.00260024j -0.00742986+0.00116819j -0.00579121-4.13564e-05j -0.00864123+0.000486863j 0.00392295-0.00331336j -0.00914487+0.000374545j 0.00541234+0.000778519j 0.000422663+0.00773897j 0.00267809-0.0019436j -0.00790176+0.00999925j 0.000870223+0.00444881j 0.00185089+0.00514808j 0.000937826-0.00179959j 0.00497104-0.00033639j -0.00387983+0.00351831j 0.000720318+0.00594299j -0.00086451-0.00270991j -0.000460879-0.00393063j -0.00797991+0.00999058j 0.0029152+0.0101583j 0.007487+4.09105e-05j -0.000318994-0.00212299j 0.00350344+0.00305235j -0.00130915+0.00367891j 0.00217871+0.000468442j -0.000441447+0.00170649j -0.000243203-0.00468817j 
0.00326135-0.00172178j -0.000254569-0.00545621j -0.00739553+0.000965473j 0.00118461-0.000926883j -0.000732025+0.003209j 0.0081394-0.006055j 0.00278935-0.00248272j 0.0107938-0.00145884j -0.0123347+0.00381603j -0.0125171+0.00616631j 0.00530857+0.00393672j -0.00828578+0.0022526j 0.00280452-0.00726238j -0.00688602+0.0039509j -0.000445329-0.006386j 0.00959675-0.00516696j -0.00233703-0.00702277j -0.0201354+0.0192073j 0.0135763-0.00500592j 0.010129+0.00939564j -0.0154459+0.0118014j 0.00510178-0.000633791j -0.000825229-0.000690635j 0.00095556+0.000606984j 0.00843877-0.00592958j -0.00543021-0.00953122j 0.00879185+0.0133173j -0.0025224-0.0034726j 0.0049284-0.00741645j -0.00780407+0.00253804j 0.00046329-0.00309963j -0.0113242-0.00845336j -0.00645722+0.00823016j -0.00623573-0.000615613j -0.00317978+0.000502013j -0.00575365+0.00406708j 0.00182913+0.00708242j 0.00647391-0.00627696j 0.00632175-0.0128429j 0.000901708+0.011192j 0.00308674-0.0125196j -0.00363244-0.0129167j 0.00186284-0.0181202j 0.00191146-0.00226366j -0.0041443-0.0057141j 0.000974052-0.0127439j 0.00272707+0.00820597j -0.00223485-0.0043936j 0.00206617+0.00247112j -0.0105614+0.0028415j 0.00261956+0.00178995j -0.00102671+0.0124432j -0.000292578+0.00568947j 0.00214969+0.0099996j 0.0045568+0.00230249j 0.00548666+0.000738582j 0.00421289-0.00279183j -0.00333114-0.00615006j -0.000638312+0.00539384j -0.0042824-0.00209906j 0.000940389-0.00082677j -0.00198233+0.00929781j -0.00293004-0.00183215j 0.00103239-0.00542726j 0.000143577-0.000103226j -0.000119054+0.00393039j -0.00584996-0.00311634j 0.000429919-0.00308961j -0.00535476-0.00434632j -6.6986e-06+0.00146495j -0.00266618-0.00289623j 0.000950234+0.00666007j 
0.00465441-0.00124743j 0.00233839+0.00167682j -0.00218439+0.00383756j -0.00111032-0.000313286j -0.0027569-0.00315141j 0.00365704+0.00313166j -0.00599291+0.00521807j -1.25777e-05-0.00749654j -0.000701011+0.00698365j -0.000316379+0.0113205j -0.00543221+0.000750848j -0.00466581-0.000118625j 0.00661173+0.00319793j -0.00717768+0.00348772j -0.00563743-0.000133239j -0.00380978+3.39628e-05j 0.00414736+0.00211724j 0.00811395-0.016384j -0.0121281+0.00208203j -0.00342623+0.00972114j -0.00284554-0.000555917j 0.01261-0.00344519j -0.00363469-0.000676352j 0.00428119-0.00212839j 0.0151017-0.0068427j -0.00309951+0.0135388j -0.00544397+0.0101255j -0.0115464-0.000689901j 0.00463137-0.00627135j -0.00126513+0.00176134j 0.00315237-0.00232658j 0.00727689+0.00310269j 0.00571409+0.00100273j 0.00310778+0.00498356j -0.00120143+0.00136519j -0.00214782+0.00122574j -0.00172085+0.00146267j -0.00204555+0.00158247j 0.000236692-0.0066902j 0.00036074-0.0015047j -0.00122896+0.00110042j -0.00127211-0.00635147j 0.0058582-0.00721557j -0.00228845-0.00130514j -0.00296168+0.00682498j 0.00258063-0.00589754j -0.00162524+0.00813818j -0.000338018-0.00351095j 0.00359611+0.00550746j -0.000995717-0.00643147j -0.00320876+0.00253723j 0.00075598+0.00566928j -0.00200524+0.00708221j 0.00386032-0.00291659j 0.000911082+0.0132044j -0.00516539+0.00285513j -0.00382002+0.00121902j 0.00267961-0.00404567j -0.00178079-0.00737623j -0.00133493+0.00338825j 0.00174525+0.00507831j 0.00179149-0.00273597j -0.0034738-0.0012115j 0.00541355+0.00260184j -0.000763579+0.00277303j -0.000185161+0.00436176j 0.00172593-0.00409777j 9.06559e-06+0.00426659j 0.00265209-0.000951264j 0.000942324+0.00258638j -0.000891249-0.000312307j -0.000403554-0.0029881j 
0.00415261-0.00114948j 0.000789413+0.000530571j -0.00368313+0.000919307j 0.00107665+0.000353686j -0.000802056-0.00391811j -0.00112755+0.00086434j -0.00123023+0.00733963j -0.00142244-0.00827626j -0.00172857+0.0103283j 0.00452673+0.0138957j -0.0037041+0.00102009j 0.00346071+0.00500927j 0.00971737+0.00619738j -0.00749386+0.00247768j -0.00334362+0.00585608j -0.0208286-0.00707146j 0.0184998+0.0129338j 0.0102082-0.00852188j -0.034481-0.0204748j -0.00713949-0.000684809j 0.0120123+0.00946742j 0.00348598-0.00801619j 0.00720722+0.00274502j -0.0136827-0.00256452j 0.000120513-0.0121756j 0.0134293+1.69134e-05j -0.0113348+0.0044418j -0.00129699-0.00235098j 0.00246662-0.00450816j -0.00160795-0.000780739j 0.00380283-0.00509157j 0.00710862-0.00309774j 0.00345773-0.000175176j -0.0032506+0.00290889j -0.00200988-0.00173084j 0.00450671+0.000262256j 0.00204388-0.00209124j -0.00256314-0.00237343j -0.00109672-0.0109179j -0.00691427-0.00367892j 0.00116297+0.0012767j -0.00324358-0.00631587j -0.00192405-0.00608851j -0.000638322+0.00104887j -0.00262086+0.00528431j 0.00251228-0.00358117j -0.00118272+0.00697621j -0.00399678-0.00443834j 0.00353946+0.00335724j 0.00282462-0.00286193j 0.00291361+0.00278609j -0.00809594+0.00260298j 0.00212087+0.00679594j 0.0132892-0.00396979j 0.00214385+0.00944602j -0.00703932-0.00366919j 0.00068476-0.00127103j 0.00553694-0.0017533j -0.0116832-0.00362782j 0.00274753+0.0022722j -0.00201217+0.00586491j -0.000399-0.000840255j -0.00540096+0.000322695j 0.0055395+0.00136845j -0.00101905+0.00301366j -0.000391243+0.00173301j -0.000889854+0.00204593j 0.00152243+0.00136601j 0.00084924-0.00196703j -0.0012726+0.000656501j 0.00251652-0.00321163j -0.000694074-0.00141143j 
-0.00282494+0.00091987j 3.14849e-05-0.00100277j 0.00333884-0.00503042j 0.00312432-0.00417243j 0.00208898+0.00739196j -0.00257924+0.00349105j 0.00505622-0.00146452j 0.00232987+0.00750555j -0.000272862-0.0118605j 0.0039626-0.00887824j -0.00267172-0.00697548j 0.00312626-0.0209184j 0.00121327+0.001227j -0.00581448+0.00993932j -0.000360158+0.0107088j 0.00799643-0.00308152j -0.00118621+0.0108458j -0.00854207-0.00376383j 0.00284642-0.0279116j -0.00743557-0.00922363j -0.00763297+0.0124824j 0.00491964-0.00461468j 0.00136953-0.0118913j 0.00597029+0.00705723j -0.00199554-0.0128366j -0.00774847-0.000676807j 0.0109681+0.00768706j -0.00218081-0.00684107j -0.00146929+0.0126328j 0.00572484+0.00144712j -0.00385576+0.00489935j -0.00532423+7.38214e-05j -0.00197997-0.00208557j -0.000120697-0.00432659j 0.00502712-0.00295772j -0.000548776+0.000991987j -0.000864633+0.00150645j 0.000346452+0.00455773j 0.00180721+0.00926345j -0.00631204+0.0086451j 0.00511032+0.000999764j 0.00146071+0.000904774j 0.00215051+0.000838609j -0.00856574+0.00873875j -0.00114621-0.00117965j 0.00794877-0.00613092j -0.0123919+0.00773826j -0.000322547+0.00403788j 0.00382418-0.0154879j 0.000962203+0.00374316j -0.00199599+0.000773862j -0.00600165+0.00697441j -0.00134422+0.00372711j 0.00325433-0.00559604j -0.0119962+0.00500151j -0.000113063+0.00708634j 0.0012168-0.00348766j 0.00673205-0.0190422j 0.00527578+0.000818117j -0.00292086+0.0133172j -0.00218494+0.00752087j -0.0031347+0.0030733j 0.00579225+0.0188384j -0.00172988+0.00185576j -0.00170237+0.000519301j 0.00217241+0.00426173j -0.00104738+0.0051249j 0.000979626-0.00116952j 0.000985071+0.00342459j 0.000712018+0.000986403j 0.000651083+0.00122261j 0.000947809+0.00134073j 
0.00416864+0.000915001j 0.00140226+0.000453129j -0.00457684-0.0029113j 0.00315802-0.00297505j 0.00539334+0.00107559j -0.000959539+0.00542751j -0.0117356-0.00429927j 0.00642479-0.00557612j -0.0188717-0.0110471j -0.0142518-0.00945228j 0.00176475+0.00201478j 0.00864836+0.00218594j 0.000926688+1.61789e-05j 0.00096376+0.0139716j 0.00119772-0.0021659j -0.000997188+0.0159128j -0.0172143-0.00475006j 0.0112062-0.015096j 0.0236652+0.0172257j 0.0219233+0.00482846j 0.00315531-0.00401026j -0.015544-0.000729653j 0.000820815-0.0111888j -0.00099566+0.00681363j -0.0125606+0.00429011j 0.00591607+0.00183866j 0.00135858+0.00495829j -0.00961068-0.00365553j 0.00586218+0.00232822j -0.00264251+0.000918344j 0.00259647+0.00185439j 0.0040877+0.000268314j 0.0039103-0.00157837j -0.00396811+0.0045732j 0.00504085-0.0021194j -0.000628922-0.00404591j 0.00637502+0.00293119j 0.00189415-0.00262059j 0.00176886+0.000116329j 0.00175657+0.00384125j -0.00401352+0.00174953j 0.0012123+0.00091376j -0.000430332-0.0118092j -0.00469634+0.00332647j -0.000132873+0.00269496j 0.00263995-0.00377679j 0.00169475+0.00933194j 0.00258998+0.00128945j 0.00591667+0.00406662j -0.00144596-0.00328364j 0.00349052+0.0033706j 0.00544419+0.00599957j 0.00111261+0.00528489j -0.00140339-0.00691912j 0.00664173+0.0072515j -0.00244674-0.00547254j -0.000256069+0.00176826j -0.00478669-0.0050005j -0.00145396-0.00661136j 0.00324856+0.00535221j -0.00291968-0.000995406j 0.0025487-0.00429815j 0.000152954+0.00366304j 0.000956015+0.000423332j -0.000588795+0.00141139j -0.00534288+0.00502902j 0.000197892+0.00123414j -0.000806492-0.000369615j 0.00269746-0.00122682j -0.00139567+0.000760808j 0.0011478-0.0017341j -0.00107391-0.00108334j 
-0.00227769+0.00122969j 0.00245182+0.000563018j 0.0018401-0.0036153j 0.000778732-0.00631812j 0.00758706+0.00464762j -0.00893969+0.000368308j 0.00860262-0.000147629j 0.000622209-0.000524494j -0.0067027-0.00598985j 0.00962471-0.0118604j -0.00219023+0.00366541j -0.00116919-0.0272022j 0.00245787-0.00918529j -0.00286655+0.0141423j -0.00267256-0.0158325j -0.00399157+0.00674269j 0.0135395-0.00244894j -0.00517893-0.00281851j -0.0110648+0.0246373j 0.0026796+0.0174628j -0.00614236-0.0215403j 0.0126861+0.0123679j -0.0056368-0.0127354j 0.00917245+0.01328j 0.00760784+0.00786488j 0.0137782+0.00234855j -0.000294958+0.00255543j -0.000532145-0.00110059j -0.00278348+0.00736419j 0.000870472+0.00242714j -0.00268914+0.00449805j 0.00327709+0.00183275j 0.00600732-0.00144458j -0.00675731+0.00110368j 0.000768723-0.00447216j 0.00105075-0.00539968j -0.000976671-0.00255865j 0.00522318+0.00237634j -0.00289997+0.00476803j 0.000767496+0.0042821j -0.00131754+0.0036668j -0.00593861-0.00152323j -0.00714263-0.0108287j 0.000172872+0.00849691j -0.00270993-0.00610802j 0.00311622+0.000910755j 0.00856324-0.00713189j -0.00258867+0.000719019j -0.00944865-0.0045118j 0.00923238+0.00585371j 0.00558493+0.00529628j 0.00382351-0.00933736j 0.0049107+0.00279388j 0.00443974+0.00307924j 0.00348455-0.00992249j -0.00217642-0.00786378j 0.00281728+0.00746909j 0.00664662-0.00950803j -0.00197091-0.00489757j 0.00441621-0.0012148j -0.0060661-0.00468698j -0.00964806-0.00241284j 0.00717799-0.00322626j -0.00368652+0.000798136j 0.00445095+0.000332099j -0.00779602+0.00469104j -0.00100694-0.000796192j 0.00433418-0.00679667j -0.000507042+0.00344246j -0.000499524-0.000960031j 0.000767398-0.00136534j 0.000117215-0.0029724j 
