-0.0116946-0.00760558j 0.00116308+0.0148672j 0.00185329+0.0172079j 0.010921+0.0053731j 0.00508276-0.00114081j -0.00403598-0.00739438j 0.00136089-0.00739993j 0.00689696-0.00303272j 0.000259357-0.00625452j -0.0001755+0.00128236j -0.000125348+0.00401142j -0.00378356+0.00077589j 0.00189241+0.00261674j 0.00233163+0.000889088j -0.00365758-0.012435j -0.000501042-0.000987043j 0.00376618+0.00458874j 0.00495188+0.00504784j -0.000225894+0.00460869j -0.00717939+0.00414175j -0.00266653-0.00300732j -0.0011625-0.00495572j 0.000623674-0.00201837j 0.00259728+0.0111913j 0.00610588+0.00169065j -0.00399744+0.00034026j 7.3331e-05+0.00651973j -0.00973392-0.00853149j -0.0079581-0.0172336j -0.00125682+0.00116593j 0.00213802+0.00483671j 0.00282242-0.00185131j -0.00348046+0.00129387j -0.0015708-0.0083981j 0.000791423-0.00474513j 0.00218956-0.00385502j -0.000614211+0.00410873j -0.00253937-0.00200446j 0.00844066+0.00133737j 0.00208311+0.0121875j -0.0044127-0.00270024j 0.00647014-0.0100131j -0.00143186-0.00433288j 0.00477497+0.00308041j 0.0038783+6.23247e-06j -0.00245067-0.00171787j 0.0014345+0.00336622j -0.00534346+0.000921082j 0.00157211-0.00402428j -0.00415941-0.00323735j -0.00113432+0.00606042j 0.00216418-0.00721082j 0.00273441-0.00622288j 0.00117277-0.00205787j -0.00202974-0.003556j -0.0011894-0.0035695j -0.0102879+0.00180624j 0.00644258-0.00669675j 0.00105985-0.00562326j 0.000182502-0.00263149j -0.00299122+0.00335302j -0.00190637+0.00253219j -0.00754857+0.00580466j -0.00268708+0.00581283j 0.00180802-0.0087689j -0.0106789-0.00330531j 0.00280196+0.00370959j 0.00602343+0.00365397j -0.00679406+0.00520927j -0.00326099+0.00175399j -6.72354e-05+0.00379555j 0.00471953+0.0017752j 0.00490513-0.00445127j 0.00429649-0.0136131j -0.0139259-0.000979382j -0.0173195-0.00169599j 0.00968831-0.0174661j 
-0.000219282+0.00133047j 5.84179e-05-0.00143543j 0.00118221+0.000504322j 0.00212138-0.000254846j 0.000793419+0.0032693j 0.00314995-0.00178595j -0.00104415+0.00118774j 0.00269093-0.0010072j 0.00120679+0.00116597j 0.000134104-0.00450238j 0.00236333-0.00466934j 0.00211087-0.00115321j 0.00219526-0.00290565j 0.00418591-0.00165278j -0.00251531-0.00054854j 0.00090173+0.00460625j -0.00177676-0.00237981j -0.00258628+0.00135122j -0.00375529+0.00256987j -0.00205763-0.000457271j 0.00104896-2.40992e-06j -0.00262401-0.00351938j -0.000563506+0.00193882j 0.00131105-0.00697733j -0.000895375-0.00407665j 0.00354576-0.0125586j 0.000280453+0.00539213j -0.00360476+0.00371054j -0.000568931+0.00371982j 0.00101316+0.0032685j -0.00211314-0.00239477j 0.00102862+0.00745155j 0.00314366+0.00846152j -0.00208927-0.000324636j 0.0054629-0.00850588j -0.00382983-0.000670917j -0.0114368+0.0114911j 0.0116052-0.00670345j 0.00314599-0.00376717j 0.0135742-0.00482238j 0.0060081+0.00124879j -0.0119864+0.00451802j 0.0183671-0.021115j 0.00638502+0.00273323j 0.0136856-0.00874764j 0.00283091-0.00683751j 0.00288194+0.000790294j 0.00152862-0.000800935j 0.0105116-0.00804492j -0.00581342+0.00792037j -0.00223153-0.00281396j -0.00834277+0.00591166j -0.0100078+0.00374402j 0.0146061-0.00623502j 0.00308311-0.00145212j 0.00325234+0.00800781j -0.00957464+0.00949367j -0.00327143+0.00491933j 0.00315481+0.00353905j -0.00877391+0.00413912j 0.00411875-0.00617074j 0.00662456-0.00573411j 0.00685604-0.00258293j -0.00548252+0.00360238j 0.00642665+0.00584022j -0.00542679+0.00299355j 0.00748244-0.00266571j -0.00300782+0.00463254j -0.00953799+0.00480632j -0.00428242-0.000679411j 0.00460562-0.000586263j -0.00077225+0.00058755j 0.00482988-0.000740596j 0.00297903+0.00406328j 0.00738628-0.00126081j -0.00411961+8.2017e-05j -1.16907e-05-0.000802888j 
-0.000512704+0.000344562j 0.00190527-0.00195399j 0.00281824-0.000725817j 0.00113586+0.00060488j -0.00199041+0.0039472j -9.50957e-06+0.000319921j 0.000291321+0.00151918j 0.00327101-0.000501381j -0.000759449+0.000609392j -0.000916216-0.00230199j 0.000808848-0.000286784j 0.00755962-0.00365747j 0.00179239+7.66239e-05j 0.00163317+0.00352779j 0.00170876+0.000461117j 0.00174559+0.00138613j 0.000683021-0.000318393j 0.00162649-0.00626803j 0.00371407-0.00378611j -6.27217e-05-0.00335722j -0.000264198-0.00185265j -0.00218812-0.00266922j -0.00312981+0.00713534j -0.00205148-0.00510888j -0.00496136-0.00442351j -0.00466861-0.00422377j 0.00103303-0.00319918j -0.00142078-0.000109351j -0.00174392+0.00647596j -0.00328962+0.00575962j -0.00501369+1.33788e-05j -0.00139856+0.00392525j -0.000654853+0.0126388j -0.00100777+0.00607147j 0.00845419+0.00291422j -0.00554404-0.00530246j 0.00875024-0.0057265j -0.0069479+0.0142855j -0.000801711+0.00158302j 0.00931105-0.000260514j 0.0116524+0.000449255j -0.00477273-0.00404276j 0.00842758-0.000930857j 0.00467112+0.00353541j -0.00483577+0.0196644j 0.0106727-0.00683935j -0.00500496-0.00663388j 0.000708977+0.00259233j -0.00352309+0.00546178j -0.000738252-0.0124221j 0.00548491-0.00381232j 0.000138702-0.00146334j 0.00449311-0.0112572j -0.0130569+0.00487297j -0.000317859-0.00557267j 0.00404031+0.000938514j -0.00570048+0.00412439j -0.00332885+0.0046281j 0.000447124-0.00499683j 0.0129985-0.00802824j 0.000479394-0.00715191j 0.0101261-0.00368152j 0.00292143+0.00102015j 0.00049699+0.00864169j 0.000843975-0.000460941j -0.00208447-0.00279519j -0.00410413-0.0029683j 0.0111696-0.000222266j -0.00788828+0.00352624j -0.0021724+0.00146754j 3.71374e-05-0.0031919j 0.00368853+0.00018319j -0.00116988-0.00028635j -0.00226908+0.00224375j 0.00354902+0.00131781j -0.00365198-0.00130028j -0.00295859-0.000692121j 
-0.0011263-0.000652616j -0.000906924+0.000162431j -0.00071531-0.000159731j 0.000458054+0.00183864j 0.000332557+0.00151143j -0.00119757+8.33866e-06j -0.00166256-0.000573101j 5.77287e-06+0.00223464j 0.00270083+0.00139098j -0.000874712+0.00022548j -0.00158365-0.0029228j -0.00270611-0.0036096j -0.00115715+0.000656815j -0.00157402-0.000295528j -0.00373662-0.00350319j 0.00158192+0.000354962j -0.00885679-0.00434983j 0.00350836+0.00463054j -0.0025187-0.00216785j -0.00513336+0.0023559j 0.00249495+0.00512709j -0.00805759-0.00287084j -0.00222905+0.000651275j 0.00426252-0.00126257j 0.00181792+0.00138407j 0.00593362+0.00363724j 0.0100495+0.00387727j -0.00884019-0.00523347j 0.000463251+0.00439347j 0.00362053+0.000233132j -0.000108303-0.00209712j -0.00392494-0.00207064j -0.000705937+0.00606626j 0.00414838+0.00502689j -0.00333309+0.00114869j 0.00490185+0.00675706j -0.00210743-0.00103562j -0.000281261-0.00152439j 0.00490493+0.00905583j -0.00189211-0.0102091j 0.00116338-0.0065409j -0.0103531-0.00971613j 0.00415807+0.00160114j -0.00280696-0.0012403j -0.00644201+8.99562e-05j 0.00259845+0.000502578j 0.0034239+0.00171074j 0.00292497+0.00165218j 0.00940813+0.00630916j 0.00863709+0.00262045j -0.00233038-0.0155721j -7.61165e-05-0.00564145j -0.00458327-0.00461672j 0.0066895+0.000973145j 0.00153756+0.0102281j 0.00261682+0.00328778j -0.000373452-0.00797462j 0.000322794-0.00879437j 0.00224315+0.0047994j 0.00548797-0.0106877j 0.00037244-0.00712662j 0.00152174-0.00332798j -0.00588219-0.00298478j -0.000877566-0.00190088j 0.00266771+0.00725483j -0.00311857+0.00608827j 0.00251137-0.00716549j -0.00141729+0.00584458j -0.00101688+0.0021982j 0.000436188-0.00154659j -0.00128901+0.00131622j 0.00118779+0.00362942j 0.000537805+0.000713099j -0.00102324-0.00136562j -0.00108429-0.0014185j 0.000295218+0.001097j -0.00153004+0.00131092j 
-0.00010699+0.00022073j 0.00278957+0.0021879j 0.00121867+0.00229623j 0.00149307-0.000516386j -0.00294918-0.00472361j -0.00527815-0.00135062j -0.00110047-0.0029436j 0.00375157+0.00143188j -0.000382148+0.00200933j -0.00129509+0.00124491j -0.00305347+0.00147311j -0.00116369+0.00408395j 0.00300847+0.0034483j 0.000601015-0.000690985j 0.00733198+0.00152623j 0.00338573+0.00177957j -0.00470096-0.00276409j -0.00646062-0.00199559j 0.00241818+0.000730973j -0.000142856-0.00359758j -0.00108363-0.00245899j -0.00684863-0.00592527j 0.00395829-0.00466522j 0.000514938+0.00927447j -0.00211469+0.00170992j 0.00330571+0.00912953j 0.00250254+0.00168058j 0.00186772-0.00333992j 0.00592102+0.00106842j 0.00441412-0.00171318j 0.000425829+0.00221989j -0.00482127-0.012917j 0.00298563-0.00229043j -0.00303028-0.00411817j 0.0139987+0.0109542j -0.00924561-0.0115127j 0.00181914+0.00197984j 0.0062153+0.00781223j 0.00776155+0.0131422j 0.0101877+0.0151726j 0.00955368+0.0130788j 0.00144131-0.00964033j 0.00832644+0.0213024j 0.00871852+0.00959417j 0.00701832+0.00472023j -0.00278292-0.00246131j -0.00227043-0.00497514j 0.0013934-0.0010169j -0.00114447+0.00842739j -0.000167387+0.0135785j 0.000474991-0.00483635j -0.00284176+0.000168545j -0.00312742-0.00378058j 0.00438325+0.0126192j 0.00195469-0.00225046j -0.00413239-0.00430477j 0.00341815-0.00203551j 0.00343703-0.00599087j -0.000626144-0.000598755j -0.00703408-0.00373144j -0.0028676-0.00553718j -0.00211255-0.0022309j -0.00447904-0.003676j 0.00398019-0.00322755j -0.00147251-0.00419849j 0.00141804-0.00308694j -0.00138755-0.00131621j -0.000940681-0.00102125j 0.00431465-0.00146917j 0.00192745-0.0028123j -0.000490505-0.00814383j -0.00351378-0.0013973j 0.000662384-0.00355497j 0.000645739-0.00205564j -0.00307098+0.000677569j 0.00234015-0.00386881j 0.00238658+8.75307e-05j 
0.000327877+0.000641542j 0.00026465+0.000308908j -0.000216953+0.000558835j 0.00241134-0.00265969j 7.64546e-05-0.00193742j 3.05825e-05+0.000735063j -0.00262322+0.00270562j 0.00166082+0.000620609j -0.00153624-0.00106941j 0.000146471-0.00210261j 0.00144001-0.00287232j 0.000214182+0.0053198j -0.000205643-0.00177657j -0.000947044+3.26927e-05j 0.00149911+0.000278149j 0.00119336+0.000858089j -0.00162316+0.00167764j -0.00427893+0.00294045j -0.00300049+0.00291069j 0.00352462+0.00292897j 0.0031711-0.00444759j 0.00173216+0.000623074j -0.0013736-0.00383427j 0.00522225-0.00307449j 0.00291669-0.0113669j 0.000173768-0.00681702j -0.00393407-0.00356398j 0.000712617-0.0027369j -0.00490245+0.00201526j -0.000198195-0.00441029j 0.00269832-0.00670794j -0.00463772+0.00330248j -0.00439249+0.00997167j -0.00483561-0.00679666j -0.00162079+0.00887394j -0.00216289+0.00454797j -0.00282626+0.00310557j -0.00821322+0.00455946j -0.00213536-0.000573091j -0.00522916+0.0124382j -0.0061728+0.0116207j -0.000925989+0.000255261j -0.00659433+0.0147821j 0.00443997+0.00817133j -0.00485578+0.0115947j 0.00514317+0.00813147j 0.00853822-0.00427611j -0.00453575+0.00476811j -0.00201133+0.0111253j 0.00854646-0.00816913j -0.00237325+0.00130703j 0.00158944+4.15303e-05j 0.00774185-0.00244522j -0.000346886-0.00993378j -0.00239308+0.00263795j -0.00917764+0.0106071j -0.00262878-0.00040391j -0.00491335+0.0040635j -0.00322287+0.00312399j 0.00346315+0.00766515j 0.00908231-0.000173756j -0.00548464+0.00443532j -0.0096904+0.00590459j -0.00922162+0.00186887j -0.000573572-0.00457j -0.00125857+0.00200678j 0.00117617+0.00238841j -0.010143+0.00378009j 0.00284788-0.00242183j 0.00127446-0.000879542j 0.00184723-0.00298497j -0.00425197-0.000558417j 0.00647912-0.00314505j 0.00187361+0.0016211j -0.00014401+0.00135994j -0.00198487-0.000916145j 0.00186204-0.00120129j 
0.00117517-0.00227586j 0.00233858-0.00032617j 0.00274212-0.000200744j 0.00184189+0.00245486j 0.000242086+0.00172504j -0.00356672+0.00176352j -0.00250061+0.0010709j -0.000879663+0.00111569j -0.00168062-0.000600302j -0.00508677+0.000149568j 0.00278883+0.00174095j 0.00318257+0.00123624j -0.00522807-0.00335594j -0.0025056+0.00151695j 0.00670119-0.000231163j 0.00397574-0.00795889j -0.00472989-2.2394e-05j -0.00683837+0.00208027j -0.0025375-0.000201441j -0.00142396-0.000280167j -0.0090606+0.000877756j -0.00325048+0.00443774j -0.00557079-0.00343863j 0.0175659-0.0011046j 0.000451587+0.0028786j 0.0117938-0.000850922j -0.0089976-0.00217151j 0.000269746-0.00192356j 0.00286847-0.00662834j 0.001774+0.00158657j 0.000187505+0.000428228j -0.00760405-0.00410098j 0.0058796-0.00703696j -0.00480037+0.00561246j 0.00492028-0.00894221j -0.0114211+0.00896001j -0.00635423-0.00342831j 0.00511698-0.00922856j 0.00184092-0.00964792j 0.0118475-0.0124035j 0.0152618-0.00469667j -0.0028322+0.00321573j 0.0171891-0.0112936j 0.00237948-0.0172734j 0.0192857-0.00099324j 0.0113343+0.00861658j 0.00221615+0.00650428j 0.00512341-0.00250639j 0.00781361+0.00365063j 0.00650171-0.00634431j 0.00480984+0.00221851j 0.0053442+0.00348297j -0.00486811+0.00610869j 0.00744148-0.0044117j -0.005419-0.00596664j -0.00467425-0.00213238j 0.00666064-0.00422092j 0.00036705+0.00221689j -0.000543143-0.00214452j 0.00119793+0.00302036j -0.00375504+0.00575363j -0.00107439+0.0106558j -0.00652342+0.00658203j 1.78615e-05-0.0022851j -0.00281178-0.0125617j -0.00651386-0.000789467j -0.00129015+0.00571623j 0.00390964+0.00317445j -0.00129856+0.00146017j 0.00538475+0.00313557j -0.00451975-0.00635966j 0.000132867-0.00114798j -0.00170471+0.00226022j -0.00377295+0.000644826j -0.00424616+0.0017507j 0.000938861-0.00165828j -0.00388335-0.00127528j 
-0.00197582-0.00105499j -0.000831975-0.000359982j -0.00175203-0.000797157j 0.000602137+0.00103527j 9.82385e-05-5.40706e-05j -0.00184088+0.00190676j -0.00164538-0.000451972j 0.00118205+0.000737397j 0.00177778-0.00135856j 0.00134684+0.0031863j -0.00304222+0.00184366j -0.00832871-0.00327168j -0.00109207+0.00219905j -0.000792852+0.00199639j -0.00213005-0.000878948j 0.00241147-0.00159775j -0.0108231+0.00260955j -0.000478548-0.00240187j -0.00700071-0.00505897j 0.00162841+0.0024082j 2.16997e-05+0.00123327j -0.00225611+0.00552042j -0.00488201-0.00025712j 0.00395726+0.00195826j -3.03582e-05-0.00110322j 0.00631592+0.00379838j 0.00469468-0.00400299j -0.00894482-0.00128843j 0.00477603+0.000772607j -0.00275773-0.00248329j -0.00205937+0.00109326j 0.00358812+0.00722156j -0.00124111-1.67199e-05j -0.014231-0.0113687j 0.0082962+0.00465991j -0.0094527-0.00524255j -0.00375332-0.00923881j 0.00807276+0.00690371j 0.00543099+0.00113463j 0.00533686+0.00834114j -0.00391613-0.0104019j -0.00502864+0.000979192j 0.0108026+0.00826135j -0.00201683-0.00335143j 0.00350045+0.0166692j 0.000389556+0.00216546j 0.000599395-8.25055e-05j -0.00165078-0.00194049j -0.00082799-0.00748398j 0.0131784-2.9441e-05j -0.00420842-0.00476085j 0.00379926-0.00809263j 0.00206693+0.00189372j 0.00227465+0.000638525j 0.00220369+0.00250048j 0.00143114-0.00416779j -0.000677436+0.00261136j -0.00233808+0.00624487j -0.00162947+0.00377637j 0.000305245+0.0128822j -0.00331486+2.18112e-05j -0.00497786+0.00183732j -0.00445197-0.00344774j -0.00263146-0.00522016j 0.00159754-0.00371558j 0.003236+0.00321277j -0.00401493-0.00676919j 0.00417134+0.000315728j 0.00212994+0.00147129j 2.40022e-05-5.22144e-05j -0.00276157+0.00398096j 0.0027419+0.00214796j -0.00162206+0.0005329j -0.00215381-0.0015572j -0.00242467+0.0008591j 0.000853007-0.000764272j -8.95875e-05+0.00252303j 
-0.000558579+0.000643281j 4.17235e-05+1.81077e-05j -0.00030129+0.000424796j 0.00205497-6.27114e-05j 0.000858011-0.00111995j -0.00314932+0.000950863j 0.000152279-0.000343174j 0.0035692-0.00022331j 0.00132355-0.000273732j -0.00443856+0.00125986j -0.00267008+0.000824961j 0.00295301+0.00324326j 0.000103934-0.000133074j -0.00479047-0.00172915j 0.00181817+0.0031085j -0.00116876-0.000119179j -0.00278356+0.00647302j 0.00639957-0.00289866j 0.00147841+0.000488759j 0.0050505+0.00269101j 0.00352794-0.00141529j -0.00758603+0.00622569j -0.00230842-0.0017023j -0.00121688+0.00144717j 0.00636143-0.00115007j 0.00504525-0.00347031j 0.00814277-0.00962855j -0.00772389+0.0079701j 0.00718173-0.00191022j -0.000430489-0.00658694j 0.00119703+0.00251053j -0.00901059+0.000491354j 0.00252127-0.00418462j 0.0177074-0.00163179j -0.00343823-0.00298247j 0.0119545+0.000262704j 0.00678285+0.00484647j -0.0106488-0.00641122j 0.0157216-0.00364568j -0.0216581-0.00473203j -0.00622812+0.000429263j -0.0132703+0.00203215j -0.00043753-0.00129238j -0.00496523+0.00106115j -0.00942052+0.000124328j 0.0080456+0.00415585j 0.00703052-0.000944334j 0.00266426-0.00405778j 0.00668195-0.00624908j 0.00297823-0.00663444j -0.0149678+0.00113733j -0.00840661+0.00261789j -0.0029908+0.00517622j -0.0028318-0.00561664j 0.00940846-0.00305015j 0.00129323+0.000258611j -0.0140311-0.00700788j -0.0136491-0.00883484j 0.00218105-0.00381944j -0.0146845-0.00822561j -0.0105003-9.53381e-05j -0.00179611+0.0025031j -0.00236914+0.00945402j 0.00075838-0.000964196j 0.0060382+0.000775757j 0.00714314+0.00502137j -0.00364314+0.000317537j 0.00641141+0.00392218j 0.00254444+0.00174964j -0.000615759-0.000880265j -0.00204082-0.000856069j 0.00243628+0.00106453j -0.00126892-0.000641429j -0.000658391+0.000759709j -0.00140722+0.000507816j 0.000449646-0.00136718j 0.00150517+0.0014101j 
0.000357373+0.00233689j 0.000370458+0.00130912j 0.00228416+0.00341505j 0.00246668+0.00244802j -0.0006905+0.00271904j -0.00135781-0.00177781j -0.00252418-0.0045051j 0.00464916-0.00312195j -0.00052821+0.00555272j -0.00449464-0.00294432j 1.9284e-06-0.0016975j 0.000267771-0.000523783j -0.00685149-0.000933603j 0.00153444-0.00332574j 0.00501194+0.00172278j -0.005839+0.00864882j -0.00144691-0.00879665j 0.00591672-0.0098714j 0.000776978-0.00760507j -0.00569588-0.00861201j -0.00200654-0.00148743j 0.00574043-0.0127223j -0.008726+0.00130865j 0.00825728+0.0128486j -0.00248701+0.00374233j 0.00758981+0.00757735j 0.0016051-0.000662493j 0.00216177-2.07594e-05j -0.00085001+0.00782575j 0.00926353+0.00514492j -0.00284201+0.00438458j 0.00105922-0.00593142j 0.00414178+0.00907679j 0.00178473+0.00207074j -0.0163862-0.00481978j 0.0040502-0.0030359j -0.0120838-0.00237271j -0.00231961+0.00444253j -0.00472478+0.00236046j -0.00337862+0.00701253j -0.00536911+0.0104689j 0.0023968-0.00825984j -0.00390934+0.00494189j -0.00681274+0.00157777j 0.00153657+0.0124755j 0.0124591+0.00107123j 0.0116422+0.00177369j 0.00532133+0.00201417j 0.00753624+0.0123648j -0.00645216+0.0109224j 0.00538865-0.00358833j 0.00946998+0.000862359j 0.00403084-0.00857563j -0.0146344+0.0139696j -0.00435018-0.00471765j 0.000901417-0.000352551j -0.00411246+0.00378486j 0.00403907-0.00142319j 0.00496475+0.00671573j 0.00218712-0.00437464j 0.000412342-0.0018528j 0.00431796+0.000945609j 0.00158266-0.00307588j -0.00642167-0.00560414j -0.00927248-0.000586206j 0.00273307+0.00491598j 0.002189+0.00123839j 0.00325135+0.00371489j -0.00481596+0.00895218j -0.000996798+0.00194043j 0.00170241-0.00338778j -0.00137873+0.00347235j -0.00523478-0.000759312j 1.76948e-05+0.0020524j 0.00332477-0.00304981j -0.000713259-0.0007447j 0.00338107-0.000970119j 
-0.00118304-0.000753584j -0.000603784+0.00081577j 0.000249147-0.000870948j -0.00229458+0.00236578j -0.00250029+0.00094531j -0.00129101+0.00498232j -0.00074775+0.0013048j -0.00466412+0.00429897j 0.000883941-0.000794016j 0.00785932+0.00289416j 0.000368659+0.00290439j -0.00476148+0.00271382j -0.00287074+0.00453989j -0.00492593+0.00624859j 0.00103483-0.00292431j -0.00269012-0.000621546j 0.00146594+0.001751j 0.00688796+0.00159961j 0.00533152+0.00146647j -0.0100829+0.00296739j 0.00273824+0.00731607j 0.00740125+0.00232856j -0.000933143+0.00327192j 0.00873034-0.0107466j -0.0104903+0.0022779j 0.0109613-0.0110385j -0.00233938+0.0037517j 0.00189058-0.00377769j -0.0131651-0.0035654j 0.00214768+0.000870689j -0.00131821-0.00738849j -0.0156294+0.00184407j -0.00389905-0.00350419j 0.00472032-0.00443362j -0.0082463+0.00498543j 0.00313949-0.00260318j -0.00513052+0.00490113j -0.00720103-0.0066587j -0.00963156-0.00822575j -0.00869154-0.00149203j -0.000347872-0.00498514j 0.000940513-0.00176785j -0.00531756-0.00254708j -0.00178204+0.0104093j -0.000858183-0.0121172j 0.000264284-0.00635364j 0.0058612-0.00700668j 0.00691649+0.000156568j 0.0162002-0.00531112j -0.00492464-0.00188415j 0.0041725-0.000983146j 0.00989821-0.00447507j -0.00480804+0.00224397j -0.00298692-0.00314812j -0.00889103-0.000128077j -0.00165749+0.00125398j -0.000223348-0.0102857j -0.000379982+0.00630194j 0.0128414+0.00235875j -0.00889044-0.0074939j 0.00686866+0.00490647j -0.00197986-0.00472114j -0.000242826+0.00449226j -0.00632986-0.000779529j -0.00534916+0.000343602j 0.000624435+0.00356236j 0.00365014-0.00369357j 9.35516e-05-0.00210667j 0.00121589-0.0018589j 0.0034867+0.00139889j 0.00102214+0.00356687j 0.00100814-0.000939589j -0.00167817+0.00115001j -0.00707338-0.0050551j -0.00603762+0.00126256j 0.0018802+0.000604456j -0.00163499+0.00081538j 
0.00133466-0.00133298j 0.00382325+0.000506783j 0.0016892+0.000676129j 0.00305559-0.000842371j -0.00171238-0.00156871j 0.00531629-0.00165308j -0.00351973-0.00151571j 0.0049358+0.000642108j -0.00115066-0.00263511j -0.00229002+0.00171666j -0.000594037-0.00068961j 0.00382638-0.00422424j -0.00176347-0.00265912j 0.00453287+0.000429525j -0.00566572+0.00348787j -0.00850515-0.00477613j 0.0018218-0.000902456j 0.00375933+0.000274284j 0.00154419+0.00071421j -0.00478136+0.00147941j 0.00463199-0.0024715j 0.00195501+0.00650158j 0.00767909-0.00182973j 0.000494191+0.000545477j -0.0079021-0.00522397j -0.0157282+0.00585555j 0.00271791-0.00281042j 0.00904401+0.00199083j 0.00294496-0.00516276j 0.00344522+0.00429652j 0.00509086+0.00155136j 0.00258183-0.00508403j 9.57421e-05-0.00487603j 0.00163827-0.0113366j -0.0185422-0.00335687j 0.0170118-0.0111714j 0.00229649-0.0048654j -0.0130768-0.00199571j -0.0121083-0.00558853j -0.0110381-0.000495162j -0.0039381-0.0084892j -0.00189517+0.00509074j -0.0130024+0.000633666j 0.00669054+0.000728591j -0.00294847+0.00503749j -0.00978048-0.0131746j -0.00919618-0.00199169j 0.00367739-0.000312816j -0.000518262-0.00138019j -0.000942527+0.00394126j -0.00381026+0.00282864j 0.00263606-0.000720527j -0.00630065-0.00490391j 0.00373549-0.00159147j 0.00727472-0.00408188j 0.00654774-0.00363692j 0.00489224+0.00883948j -0.00117046+0.0071245j -0.00190022+0.00423566j -0.00504032+0.00229507j 0.00272089-0.000894261j -0.000968016-0.0020719j 0.00137397-0.00204792j 0.0050227-0.00279201j 0.00775451-0.00718287j 0.00137714-0.00180804j 0.000430624-0.00533992j 0.00601516+0.00490706j -0.00130613-0.000950708j -0.00143897-0.00214582j 0.00146124-0.000610015j 0.00250811+0.000519805j 0.00423156+0.00147303j 0.00361317+0.00367154j 0.0014005+0.00259016j 0.00087896-0.00235364j -0.00243798-0.00146292j 
0.00141171-0.00055764j -0.0015556+0.00135674j -0.00274218-0.0001963j -0.000203162-0.000746641j 0.00384493-0.00323644j 0.00340925-0.00292008j -0.000406178+0.00145885j -0.00230637+0.003426j -0.000410494-0.000252134j -0.00397893+0.00265419j -0.00176384-0.00304487j -0.000584917-0.00103878j -0.00826396+0.0044497j -0.00171782+0.000211975j -0.00394853+0.00645965j -0.00274996-0.00110402j 0.00140909+0.00205592j -0.000244325-6.78528e-05j -0.00506572+0.00770742j 0.00643999+0.00407072j -0.00160694+0.0030745j 0.00615997-0.000371471j -0.00269191+0.00553447j 0.00342298-0.00829086j 0.00571439-0.00367595j -0.00209822-0.0015394j -0.00693697+0.00301731j 0.0047709+0.00612738j -0.000874957-0.00204462j 0.00245614+0.00157021j 0.00171018+0.00196552j 0.0126071-0.00491381j 0.00402323-0.00502203j -0.000985342+0.00398423j -0.0111582+0.0119474j 0.0165026-0.00143376j -0.0090113+0.00588674j -0.00280574-0.00211331j -0.0075996+0.00453721j -0.00655135+0.00282571j -0.00470601+0.0062782j 0.0075129+0.00630198j -0.0128384-0.00242043j -0.0168354+0.00111124j 0.00582954-0.00359059j 0.0114116-0.00310204j 0.00982436-0.00100339j 0.000616582-0.00233574j -0.00103544-0.00709498j -0.00292387-0.0110098j 0.000291902+0.0023144j 0.00207761-0.00362761j 0.00251347+0.00192294j -0.00207145-0.00457856j 0.0029899+0.00484051j 0.00380959-0.00378982j 0.00435341-0.00290007j 0.00439409-0.00133298j 0.00252644+0.0012456j 0.0110825-0.00505092j 0.00779725+0.00487612j 0.0109336+0.0100511j 0.00231365+0.00233071j -0.00194425+0.00199973j 0.00117382-0.000450515j 0.00610778+0.00203531j 0.00433017+0.000697515j 0.00519634+0.00381676j 0.00248747-0.000959231j 0.00319566+0.000398698j 0.00643576+0.00465782j 0.00585383-0.000785725j 0.00519421+0.00398338j 0.00347211+0.00135951j -0.00178106-0.000621868j 0.00372476+0.00299591j -0.00203635+0.00114371j 
