-0.0116946-0.00760558j 0.00116308+0.0148672j 0.00185329+0.0172079j 0.010921+0.0053731j 0.00508276-0.00114081j -0.00403598-0.00739438j 0.00136089-0.00739993j 0.00689696-0.00303272j 0.000259357-0.00625452j -0.0001755+0.00128236j -0.000125348+0.00401142j -0.00378356+0.00077589j 0.00189241+0.00261674j 0.00233163+0.000889088j -0.00365758-0.012435j -0.000501042-0.000987043j 0.00376618+0.00458874j 0.00495188+0.00504784j -0.000225894+0.00460869j -0.00717939+0.00414175j -0.00266653-0.00300732j -0.0011625-0.00495572j 0.000623674-0.00201837j 0.00259728+0.0111913j 0.00610588+0.00169065j -0.00399744+0.00034026j 7.3331e-05+0.00651973j -0.00973392-0.00853149j -0.0079581-0.0172336j -0.00125682+0.00116593j 0.00213802+0.00483671j 0.00282242-0.00185131j -0.00348046+0.00129387j -0.0015708-0.0083981j 0.000791423-0.00474513j 0.00218956-0.00385502j -0.000614211+0.00410873j -0.00253937-0.00200446j 0.00844066+0.00133737j 0.00208311+0.0121875j -0.0044127-0.00270024j 0.00647014-0.0100131j -0.00143186-0.00433288j 0.00477497+0.00308041j 0.0038783+6.23247e-06j -0.00245067-0.00171787j 0.0014345+0.00336622j -0.00534346+0.000921082j 0.00157211-0.00402428j -0.00415941-0.00323735j -0.00113432+0.00606042j 0.00216418-0.00721082j 0.00273441-0.00622288j 0.00117277-0.00205787j -0.00202974-0.003556j -0.0011894-0.0035695j -0.0102879+0.00180624j 0.00644258-0.00669675j 0.00105985-0.00562326j 0.000182502-0.00263149j -0.00299122+0.00335302j -0.00190637+0.00253219j -0.00754857+0.00580466j -0.00268708+0.00581283j 0.00180802-0.0087689j -0.0106789-0.00330531j 0.00280196+0.00370959j 0.00602343+0.00365397j -0.00679406+0.00520927j -0.00326099+0.00175399j -6.72354e-05+0.00379555j 0.00471953+0.0017752j 0.00490513-0.00445127j 0.00429649-0.0136131j -0.0139259-0.000979382j -0.0173195-0.00169599j 0.00968831-0.0174661j 
-0.000883653+0.000672597j -0.000283194+0.000570767j -0.000203719-0.000659869j 0.00232825-0.00308707j 0.000453478-0.00241185j -0.00169328+0.000643145j -0.0021607+0.00123477j 0.00139854-0.002154j 0.00223308-0.0019324j 0.00195035-0.00322107j 0.000112953-0.00267225j -0.00180618-0.000622958j 0.0042911-0.00323235j -0.00135201-0.00161403j -0.000943914+0.00194949j 0.00429382-0.00315572j -0.00500015-6.19125e-05j -0.00503653-0.00013493j -0.00330613-0.00164926j 0.000887281-0.00280647j -0.000433178+0.00497489j -0.00659544+0.00190184j -0.000789214+0.00356695j 0.00452176-0.00421495j 0.0038518-0.00259414j 0.00653227-0.00418118j -0.00354799+0.00550956j -0.00306461-0.000862128j 0.00339551-0.00164125j -0.00468299+0.00528206j 0.00463581-0.00412271j -0.00194212+0.0011355j -5.12879e-05-0.000435931j 0.00490131+0.00349293j -0.00265933+0.00542597j 0.00296325-0.0108473j -0.00664164-0.000786733j 0.00314855-0.00282321j 0.000319509+0.00493107j 0.00338493-0.00363822j 0.000322173-0.00224222j -0.000858467-0.00151189j -0.0041877-0.00121516j -0.000213574+0.00228185j -0.00898516+0.00925563j -0.0047272+0.00676768j -0.00323624+0.00989097j 0.00281108+0.00230948j -0.00232743-0.0016292j -0.00435603+0.00391345j 0.00577824+0.00298112j 0.00675733+0.000162352j 0.00313018-0.00355523j -0.00793064+0.00201059j 0.00863009-0.0090218j -0.000683104-0.00525753j 0.00466302+0.00258815j -0.00300609+0.000309089j -0.000983096+0.00180215j 0.00516642-0.00230051j 0.00775727-0.00032374j 0.00411836-0.00135012j 0.00516681-0.00574252j 0.00136664+0.00019427j 0.00148425+0.00283384j -0.00511493+0.00817477j -0.00492081-0.00261237j -0.00423472-0.00393774j -0.0184177-1.96866e-05j -0.00665902+0.00766421j 0.00354099+0.003722j 0.00755903+0.00283456j 0.00664478+0.0023815j 0.00106718+0.00343833j 0.00334795+0.000736783j -0.00580281-0.00268005j 0.00474777-0.00124027j 
-0.000800153+0.00293159j -0.00103516-0.00244818j 0.000572499+2.40258e-05j 0.00120903-0.000822157j -0.00119888+0.000546406j -0.00408372+0.00265366j -0.00155962+0.0011211j 0.00020721-0.00320929j 0.00210402+0.000713433j -0.000263247+0.00219688j -0.000328152+0.000406325j -0.00327168+0.003946j 0.00294327-0.00396785j -0.00100949+0.000281832j 0.00343827-0.000795143j 0.00491118+0.00287374j -0.00230547-0.000110809j -0.00591152+0.00216119j 0.000278417-0.000681043j 0.00128274+0.00227745j -0.0060125-0.000256326j -0.000367418+0.00314036j 0.00109031-0.00393247j 0.00435643+0.00733067j -0.00123149-0.000996324j 0.00413045-0.00556679j -0.00462357-0.000423123j 0.0002295+0.000598458j 0.00498944-0.00618928j -0.0010608-0.00347717j 0.0025035-0.00346944j 0.000451955-0.00116585j 0.00716798-0.00116519j -0.0011014-0.00540775j -0.00528347-0.00312571j 0.0110143+0.00490696j 0.00432505+0.00689798j 0.00916397+0.00337081j -0.00135547-0.00342029j -0.00777463+0.00786726j -0.00817602+0.00618725j -0.00387413+0.000444985j -0.00373751+0.00737364j 0.00122061-0.00713032j -0.00965125-0.00321681j -0.00896017+0.00186647j -0.000135349-0.000648999j -0.00199703+0.00137582j -0.00642484-0.00596461j -0.0124536+0.00475238j 0.00222217-0.00561697j -0.0076043-0.00481062j 0.00334066-0.00449299j -0.0086323+0.00461334j 0.0072836-0.00560034j 0.00128533+0.0134935j 0.00373867-0.00902111j -0.00325328-0.00323858j 0.00532301+0.00919835j -0.00435908+0.00610208j -0.00377713-0.00296842j -0.00346387+0.00337765j 0.00472064+0.0118639j 0.00393862+0.00338654j -0.00497662+0.00412414j -0.00165894+0.00313737j 0.000378837-0.00395806j -0.0101737+0.00349375j -0.0076535+0.000799109j 0.0010497-0.00109505j -0.00436017-0.00603466j -0.00267263+0.000742874j 0.00489021-0.0029667j -0.000210558-0.00505011j -0.002138-0.00303702j -0.00591363-0.002714j 0.00459783+0.000422445j 
-0.000216801+0.00108083j -0.00122544+0.00148326j 5.25487e-05+0.00266685j -0.00328838+0.00133259j -0.0020852+0.00158722j -0.005607-0.00298428j 0.000172546+0.00031559j -0.0018887-0.00142823j 0.00289937+0.00142486j -0.00205582+0.00165271j -0.00159165+0.00186473j -0.00283698-0.000559652j -0.00108916+0.000238676j -0.00353672+0.000512847j 0.00225057+0.00200325j 0.00456869+0.00187283j -0.00235055-0.000751747j -0.0013736-0.00813953j 0.0022862-0.000276866j -0.00488488-0.000543916j -0.00441759-0.00170005j -0.000288394-0.000594998j 0.000251167+0.00602785j 0.00130376+0.0045924j -0.00417301+0.000563137j 0.00143437+0.00743926j 0.00162273-0.00316523j 0.00497003-0.00181362j 0.00195084+0.000311099j -0.000264049-0.000706254j 0.0010324+0.00127938j 0.00437524-0.00288997j 0.00210596+0.00199119j -0.00309786+0.000307842j -0.00675025-0.000935253j 0.00210333+0.00727688j 0.0160735+0.00323886j -0.00459537+0.00405686j -0.00404161-0.00885697j -0.00342271-0.00761683j -0.000504622-0.00404401j -0.00323236-0.00331258j -0.00478699-0.000572064j -0.00335476-0.00730675j -0.0121558-0.00302379j -0.00247503-0.00301771j 0.00216408-0.00788001j -0.00254867-5.90199e-05j -0.0071729-0.013652j 0.00523482-0.00953679j 0.00863122+0.0024726j -3.39808e-05-0.0164342j 0.005214-0.00310126j -0.00997177+0.00340849j -5.47999e-05+0.00303799j 0.0045089+0.00182705j 0.00690197-0.00469553j 0.00351126-0.0053504j 0.00671666+0.0062852j 0.00889411-0.00109198j -0.00318138-0.012148j 0.00118495-0.00239635j -0.00389419+0.00169772j -0.00398701+0.0117983j -0.00153812+0.00511526j 0.00105978-0.00366134j -0.00171679-0.00777488j 0.00221803+0.00322609j 0.00130565+0.0054009j 0.00231683-0.00118477j 0.000351527-0.00659804j 0.00291814+0.000969907j -0.00152992-0.00465855j 0.000555956-0.00874371j -0.00240793-0.0072037j 0.000740102+0.00267836j -0.000221944-0.000293319j 
0.00150917-0.00131093j 0.00551369+0.00142876j 0.00366083+0.00168504j 0.00430428+0.00117294j -0.000682816-0.000528059j 0.00263689-0.000194336j -0.00222368-0.00176807j 0.00531917+0.00207101j -0.00258204-0.000160461j 0.0029001-0.000780358j 0.00420248+0.00119185j 0.00638333+0.0035437j 0.00224003-0.000453836j 0.00269723+0.00147101j -0.000530421+0.00342761j -0.00685901-0.00166654j 0.00301301-0.00125879j -0.00424225-0.00435288j -0.000332471+0.000245029j -0.000143406-0.00121368j 0.000376757-0.00317248j 0.00732091+0.00351805j 0.00233133+0.000244237j 0.00348447-0.00123535j 0.00379532-0.00305674j 0.00749527-0.000703089j -0.000243086+0.0041433j -0.000112624-0.00256692j -0.00119237-0.00795212j -0.0020279+0.00305992j -0.00243565-0.00375385j -0.00237087+0.000933104j -0.00941987-0.0061354j 0.00211805-0.00720156j 0.00946396-0.000989648j 0.0015925-0.00185523j -0.00111147+0.00216615j 0.00123828-0.000122749j -0.0012722-0.00466885j 0.00137382-0.00366025j -0.00391809-0.00553277j -0.00768602-0.00721207j 0.0187658+0.00756067j 0.00290475-0.00270681j 0.00101435-0.00732024j 0.00616372+0.00442098j -0.00332201+0.0058361j 0.00173073-0.00493259j -0.00250272-0.013988j -0.00444889-0.0124676j 0.0065893+0.00601586j -0.014189-0.0210019j -0.00487342-0.00533763j 0.00944985-0.00143343j 0.0054127+0.00392849j -0.00735832+0.00811984j -0.00707361-0.0120126j -0.00427958-0.010952j -0.00215136-0.00210566j -0.00561873+0.00368038j 0.00576002-0.0115101j 0.00229514+0.0077579j 0.00144306+0.00567318j -0.00283034+0.0090678j -0.00195327+0.0069943j -0.00147605-0.00153954j 0.00496745+0.00284583j -0.0023189+0.00150591j -0.00591722-0.00406477j 0.00197088-0.00256393j 0.004624-0.00492019j -0.00065877-0.00310383j 0.00413956+0.0052942j 0.000368945+0.00663879j 0.00146275+0.00548397j 0.000896342-0.00587009j -0.000569551-0.00326143j 
-0.00196292+0.00197477j -0.000239099+0.00160765j -0.000128702+0.00257909j 0.00288127+0.00427262j 0.00222485+0.00248773j -0.00577618+9.69734e-05j 0.00312964-0.0015004j 0.00315252+0.00468067j 0.000727388-0.00271735j -0.00317811+0.000143111j -0.00271683-0.00352011j -0.00433076+0.00191585j -0.00274605-0.000925572j 0.00372333-0.00137066j 0.00807364+0.00549126j 0.000702812+0.00023044j -0.00507011+0.00288834j -0.00535131-0.000596761j 0.000698778+0.00034021j 0.00317201+0.00643357j 0.000742704-0.00194278j -0.00185962+0.0060417j 0.00594615-0.00174146j -0.00849506-0.00356212j -0.00483629-0.00228266j -0.00385924-0.00798105j -0.00226283+0.001512j 4.05546e-05-0.00309605j 0.00415884+0.00389917j 0.00633039+0.000554106j -0.00194644-0.00783069j -0.00118022+0.00420281j 0.0111869+0.00395643j 0.00350534-0.00128547j 0.000753489+0.00648775j -0.00814987+0.00396335j -0.000555132+0.00138781j -0.000652356+0.00188443j -0.00731866-0.000781052j -0.0141285-0.00774313j -0.00644896-0.0110177j -0.00433961+0.00905754j -0.017947-0.00578036j 0.00148571+0.00495733j 0.000119903+2.80921e-05j -0.00378728+0.00567986j 0.00126227-0.00301585j 0.0016528+0.00208974j -0.00628267-0.00413303j -0.00761037-0.00908321j 0.00430463-0.00517464j 0.00255116-8.5948e-05j 0.00258381+0.00704205j -0.0024327-0.0148877j -0.0056851+0.000989182j -0.00716476-0.00517621j 0.00213334-7.3635e-05j 0.00335719+0.00271277j 0.00481766-0.00583215j -0.00828039-0.000208453j -0.00145052-0.0133319j -0.00981338-0.0110065j -0.00725826-0.00475257j 0.00314308+0.00652501j 0.00279752-0.0165885j -0.00806206+0.00917834j -0.00545557+0.000821611j -2.61277e-05-0.00464193j 0.0067789+0.00751997j -0.00311113+0.00153579j 0.00324847-0.00769186j -0.00222595-0.00872515j -0.000151436-0.00628826j -0.00173652-0.000325057j -0.000661707-0.0050293j 0.00355432+3.90364e-05j 0.00192448+0.00533483j 
0.00170526+0.000214159j -0.000825706+0.00301696j -0.00141803+0.00164003j 0.00048542-7.51108e-05j 0.000617851-0.00171792j -0.000462637+0.00315894j 0.000873003-0.00163491j 0.000266005-0.00163549j 0.00413518-0.00444023j 0.00092874+3.06258e-05j 0.0007549+0.000735194j 0.000737275+0.00276462j -0.00202495+0.000902414j 0.0016318-0.0028296j 0.00216159-0.00235762j 0.000147362-0.00157987j -0.00487764+0.00266692j -0.00362937+0.000829122j 0.00208278-0.00307462j 0.00228071-0.00178572j -0.00112859+0.00158951j 0.000756677+0.00271125j -8.05575e-05-0.00136498j 0.00511868-0.00201267j -3.27383e-05+0.00154959j 0.00381172-0.00436274j -0.00538998+0.00488477j -0.00121189-0.00267787j -0.00185724-0.0031596j -0.00402289+0.00171912j 0.00130463-0.0040907j -0.0025348+0.00101999j 0.00118507-0.00783719j -0.00380224+0.00238415j -0.00267873+0.00315721j 0.00962759-0.00363315j 0.00686473-0.00578313j 0.00264924-0.00277586j -0.00709235+0.00234988j 0.000573652+0.00360894j 0.00645729-0.00425101j -0.00449777+0.00857378j 0.00412606+0.00750345j -0.00944315+0.00452061j 0.00142738-0.00510363j 0.00114115+0.00841786j -0.00211522-0.0010328j 0.000558969+0.00425726j -0.00111395-0.00241889j -0.00106177+0.0026084j 0.00176187+0.00596214j -0.00393704-0.00268936j -0.00238206-0.00537292j 0.0148923-0.00179878j -0.00697663+0.000868194j 0.00660501-0.000995894j -0.00974433-0.000199453j 0.00261102-0.0113304j 0.0154234-0.00688409j -0.00712986+0.00698863j -0.00621822-0.00372656j 0.00203712-0.00129174j 0.00918252-0.0026085j -0.00450017+0.00533594j 0.00606009+0.00374942j -0.00667638+0.000440849j -0.000602794+0.00549722j 0.00265787+0.00366884j 0.0121834-0.000286894j -0.0146611-0.00497995j -0.00105013+0.0042155j -0.00216543+0.000976209j -0.00652888-0.00597869j -0.0030254+0.0026561j 0.00199844+0.0033908j 0.00379026-0.000785115j 0.00713229-0.000545094j 
0.000371454-0.000506689j 0.000501123-0.00152515j 0.000197583-0.00120525j -0.000235274-0.00158174j -0.000992589-0.00183721j 0.00151119+0.000643326j -0.00084627+0.000226278j -0.00123199-0.00145239j 0.000436209-0.00185848j 0.002537-0.0012676j 0.00271804-0.000819922j 0.00102531+0.000860913j 0.00248282-0.00150495j 0.00139964+0.000752207j -0.00236576-0.000534236j -0.000895118+0.00127035j 0.000858557-0.000669591j -0.00239023+0.000369557j -0.00134052-0.00362616j 0.00163995+0.00187376j 0.00151135-0.00183632j 0.000689534+0.00031034j 0.000685089-0.000150928j 0.00241582+0.000399498j 0.0062293-0.00633425j 0.00150186-0.0015158j -0.00271877-0.00159612j 0.000477478-0.00482206j -0.00293574-0.000826863j -0.00428669+0.00131852j 0.00516774-0.00385979j -0.00244864+0.000312647j -0.00716282+0.00822137j -0.000909339-0.000228608j 0.00108027+0.00619985j 0.000654733+0.00241203j 0.00120618-0.00834073j -0.000981906+0.0104709j -0.000654899+0.00494766j 0.000251861+0.00331625j -0.00249026+0.00121755j -0.00101098-0.00913455j -0.00104218+0.0172053j -0.00192295+0.00668082j -0.00909017+0.0106179j -0.00223867+0.00538371j -0.00206505+0.00049169j -0.00526423+0.00682631j -0.00569497+0.0130632j 0.00600632-0.00937224j 0.00329565-0.000733611j -0.000820646-0.00608847j 0.00601123-0.0138031j 0.00401702+0.000844365j -0.00299602+0.00388953j -0.00546949+0.00399173j -3.8923e-05-0.00482863j -0.00238901-0.00686091j -0.003064-0.000149067j 0.00896141+0.000469017j 0.00843245-0.000125455j 0.000942187-0.000696193j -0.00223459+3.61421e-05j -0.00474879+0.0020998j -0.000301442+0.00422961j -0.00476633-0.00412864j -0.00017258+0.00475063j -0.00604701-0.00246197j 0.00104706-0.00389837j -0.00414729-0.00146452j 0.00180015+0.00302278j -0.0017769-0.00126301j 0.00264625+0.000864582j 0.000914403+0.00161791j 0.00274213+0.00278155j -0.0015454-0.00158495j 0.00102414-0.00124575j 
-0.00141604-0.00117156j -0.00101584-0.00201648j -0.000413688-0.00160298j 0.00173234-0.000401917j 0.00568299-0.000410952j 0.00045389-0.00102759j 0.00166954-0.000657889j -0.00139285-0.00408043j -0.000206972+0.00116801j 0.000592062+0.000829108j 0.00383368+0.00140011j -0.00439069-0.00519132j 0.00176098+0.00186875j 0.000862715-0.00067013j -0.00129315+1.01148e-05j -0.000574372+0.00240808j 0.00247285+0.000752543j -0.0075173-0.0074683j -0.00617853-0.00381363j -0.00358628-0.00196144j -0.000643708-0.000464443j -0.000183292-0.00258964j 0.00724585+0.00726432j -0.00330578+0.00346061j 0.00241511+0.00187278j 0.00422488+0.0064052j -0.00201758-0.00313901j 0.000232273+0.00114542j 0.00255632+0.000770302j 0.00137316+0.00290165j 0.00312557+0.00725806j 0.00137456+0.000100854j -9.7965e-05+0.00186556j 0.0123378+0.000362707j 0.00215717-0.00419482j -0.0026466+0.004527j -0.00639819-0.00795656j 0.00910262+0.0112871j 0.000824972+0.001436j -0.00744033-0.00771305j -0.010228-0.00718758j -0.00412382-0.00371468j -0.000437567+4.79855e-05j -0.00661564+0.00195761j 0.0149881+0.00402847j -0.00248185-0.0118376j -0.00341222+0.0083103j -0.000276717-0.00221025j 0.00209603+0.00140157j -0.0109207-0.00629503j -0.00114341-0.0033097j -0.00752191-0.0136204j -0.00811628-0.0111269j 0.00623023+0.0181802j -0.00421724+0.00231897j -0.00734325-0.00115925j 0.000185278-0.000505431j 0.00211676-0.0051726j -0.00708168+0.00087045j -0.0064154-0.0172j -0.00391566+0.000883348j 0.000935924-0.00923924j -0.00125359+0.0011289j 0.000924152+0.00169699j -0.00260617+0.0083695j 1.08357e-05-0.0033271j -0.000662815+0.00930708j -0.000662383-0.0159876j 0.0034968+0.00551836j 0.0022438+0.00192859j 0.000854075+0.00247367j 0.00044605-0.00687616j 0.000382211+0.0063214j 0.00254964+0.00292625j 0.00229878-0.000710138j -0.000436535-0.00139829j 0.000679067+0.00247012j 
-0.000803728+0.000141601j 0.000836483-0.00138801j 0.00197012-0.00201774j 0.00118728-0.000304001j -0.000476206+0.000127658j -0.00219165+0.00230673j -0.00226549+0.00121879j -0.00293337+0.00153459j -0.00192849+0.000841485j 0.00155012+0.000172811j 0.00277037-0.00161247j -0.00170399+0.000585158j 0.000555408-0.000255436j -0.000472656+0.00219316j 0.00198395+4.77591e-05j 0.00208887-0.000875408j -0.000374111+9.88523e-05j -0.00870459+0.0048482j -0.0030983+0.000870348j -0.0037741+0.00305078j -0.0023833+0.00455407j 0.00401726-0.00530924j 0.00559309-0.00347086j 0.00548414-0.00123481j -1.95673e-06+0.000729273j 0.00534824-0.0019819j -0.000593532-0.00313529j -0.00127861-0.00238199j -0.00770071+0.000610971j 0.00389263+0.00146628j -0.000477019+0.00109289j -0.00113003-0.00550952j -0.00418532+0.00499932j -0.00473982-0.000974681j -0.0028622+0.00328065j 0.000468572-0.00542086j -0.00344815-0.012457j 0.0027647+0.000531559j -0.00738283+0.00499774j -0.00656622+0.00779109j -0.00930823+0.00820476j -0.000242786+0.0029989j 0.00325439-0.00381449j -0.00535676+0.0056399j -0.00408867+0.012418j 8.49276e-05-0.000435245j 0.00127559+0.00262121j -0.0014671+0.000338121j -0.0170544+0.0124842j -0.0106225+0.00148816j 0.0039928-0.00917121j -0.0211433+0.0126686j -0.00818596+0.00225326j 0.000743645+0.00270515j 0.00465655-0.00341431j 0.00287785-0.00227868j -0.00526056+0.000193534j -0.0127879+0.00452804j -0.00133878-0.00253145j 0.00364947-0.00422201j -0.0133635+0.00832671j -0.00132956+0.00041883j 0.000837732-0.000272168j 0.0139531-0.000956026j 0.00847064-0.00133878j -0.00336384-3.17371e-05j -0.00175187-0.00303602j -0.00036452-0.00291326j -4.9434e-05-0.00152991j 0.00342598+0.000567901j -0.00639027-0.00224601j -0.00116234+0.000481278j 0.00222865+0.00327309j -0.00345927-0.00194637j -0.00479414+0.000327581j -0.00290274-0.000512346j -0.00305573-0.000344212j 
0.00151054-0.000126291j -0.00178284+0.00134122j -0.00211902-0.000344619j -0.00299724-0.000307514j -0.000812861-5.22802e-05j 0.00143586+0.000958321j 0.00179116+0.00155878j -0.00108043+0.00196461j -0.000376924-0.0013493j -0.00191392+7.67099e-06j -0.00387942+0.00058727j 0.000834817+0.00111048j -0.00214888+0.000795967j -0.000147131+0.000501528j -0.00112167-0.00200687j 0.00304318-0.00484622j -4.20436e-05+0.000789029j 0.00215745+0.00359478j -0.00121292+0.00130531j 0.0048482-0.000605254j -0.00338039-0.00163865j -0.00120714+0.00160898j -0.000380981-0.00176082j -0.00108881-0.000876149j -0.0094947-0.000823414j -0.00427925+0.00481413j -0.00527406+0.000162978j -0.00674824-0.00143381j 0.00696386+0.00346548j -0.0011587-0.00158997j -0.00391999-0.00269245j 0.00313285+0.00155113j 0.0193641+0.00211446j -0.00187434+0.00361342j 0.00998218+0.00482088j 0.00992302+0.00480227j -0.00524585-0.00619076j 0.0141592+0.00698315j 0.00595608+0.00464717j 0.00675407+0.00795724j 0.0060826+0.00728815j -0.00352562+0.000830677j 0.0165428+0.0179115j 0.00958192-0.00190712j 0.0204048+0.0168303j 0.00451158+0.00180002j -0.00520131-0.00486763j 0.00845537+0.00718123j 0.0186524+0.0109099j -0.0111353-0.0112076j -0.006473-0.00228433j -0.00205368-0.00311006j -0.0102573-0.0100304j -0.00485072+0.00814694j 0.00658121+0.00826013j 0.00773218+0.00664966j 0.000268022-0.00257477j 0.00134543+0.00347856j 0.00179741+0.00294916j 0.00105445-0.01539j -0.00256815-0.00495952j -0.00509638+0.00816941j -0.000306965+0.0122608j 0.00521974+0.00373575j -0.00215204-0.000360272j 0.00231615+0.00199737j -0.000928787+0.00247597j -0.00182906+0.008924j 0.00183594-0.00728341j 0.0016417-3.02664e-05j -0.00264342+0.000644152j -8.4403e-05+0.00434022j -0.00332464-0.00326665j -0.00149045-0.00152202j -0.00305335+0.000498018j 0.00197228+0.00357805j -0.000587514-0.000683832j 
-0.00167893-0.00229885j 0.00245868-0.00144041j -6.45472e-05-0.00106915j 0.00462485-0.000495558j 0.00162825-0.000340948j 0.00216364+0.00228343j 0.000875153-0.000724377j 0.00893024-0.00120513j -0.00519272-1.67549e-06j -0.0013336-0.00221293j -0.000436358+0.000628007j 0.00388335-0.000855033j -0.00100889+0.0033085j 0.00291437-0.00149213j 0.00308221-0.00588292j -0.00793465+0.000858346j 6.1123e-05-0.000864066j 0.00356169+0.00172704j 0.00380611-0.00238547j 0.00902009-0.00612473j 0.00105259+0.000232785j 0.00930877-0.00316443j -0.00597385-0.00134429j -0.0121078-0.00345096j -0.0023758+0.00120733j -0.0106788-0.00412195j 0.0070162+0.00762128j -0.00660629-0.000941646j -0.00445793-0.00037533j 0.000505682+0.000869759j -0.0116092+0.00108004j 0.00663325+0.0065653j -0.00678764-0.00215201j -0.00430661+0.00299495j 0.00541187-0.0056688j 0.00355027+0.00471731j 0.00452363+0.00250973j -0.0086479+9.19796e-06j -0.00610844+0.00753301j -0.00889971+0.00157905j -0.0128735-0.00197917j 0.00705798+0.00547164j -0.00405135-0.00112495j -0.00463487-0.00457048j -0.00844762-0.00305906j 0.0134237-0.000759596j 0.00118456+0.000519101j -0.00227046-0.00353086j -0.0139073-0.00124449j -0.0113346+0.00252975j 0.00206546-0.00875171j -0.00623711-0.00390577j 0.0130809+0.000475753j -0.0211064-0.00738041j 0.00267824+0.00356435j -0.000628305+0.00945976j -0.0101266-0.000901504j 0.00332424-0.000608143j -0.00507871-0.00612031j 0.00983018+0.0105663j -0.00394048-0.00779841j 0.003603+0.00695028j 0.00445152+0.00625114j 0.00446231+0.00282329j -0.0135143-0.00245006j 0.0051217+0.00990363j 0.00121979+0.000785001j 0.00405649+0.0034664j -0.00154135+0.00155538j 0.00282841-0.000425527j -0.00579924-0.00440407j -0.00589817+0.000815885j -0.00306799-0.0028964j 0.000274632+0.00695873j 0.00276726+0.00647174j -0.00104059-0.00586333j 0.00163991+0.00159834j 
0.00425135-0.00030253j 0.000718946+0.00142698j 0.00285249+0.000299186j 0.00372549+0.00274532j 0.00622419+0.000851712j 0.00448659+0.00224086j -0.00148623-0.000690765j -0.00135249+0.00174131j 0.00504019+0.000584035j -0.00351282-0.000749814j 0.00219454-0.000668558j 0.00107283+0.00312787j -1.81837e-05+0.00035123j 0.000283714+0.00148426j -0.00188572-0.00523842j 0.00992569+0.00126297j -0.00227471-0.00489362j -0.00744319-0.0062907j -0.00596371-0.00304223j -0.00419319+0.00219162j 0.000918956-0.000821968j -0.00647092-0.00655867j 0.00529906+0.00323823j 0.00350901+4.18652e-05j 0.00747457+0.000130738j -0.00720344-0.00620191j 0.00178426-0.00300788j 0.00429219+0.000226561j 0.00690599+0.00320394j 0.00233577-0.00191936j 0.000850591+0.00332669j 0.00588102+0.00102065j 0.00612124+0.00284256j 0.00483035-0.00536699j -0.00690995+0.00703021j 0.00482068+0.00398099j 0.00569108+0.00429438j 0.000505014-0.000528645j -0.00573555+0.00104333j 0.00102394+0.00156441j 0.00159783+0.00892464j -0.000425291-0.00139463j -0.00929595-0.000727114j 0.00301472+0.00421122j -0.00538249+0.00194491j -0.0026102-0.00675649j -0.00299119-0.00627599j -0.00133427-0.000873704j -0.00258442-0.00145611j 0.00813034+0.00988919j -0.00252269-0.00323898j -0.0026801-0.00186039j 0.000589062-0.0044755j 0.00811523+0.0113372j 0.000310908+0.00729869j 0.000434371+0.00315586j 0.00136364+0.00934218j -0.000181535-0.00191567j -0.00156894-0.0071641j -0.00046873+0.0024061j -0.000146824+0.00355523j -0.00697985-0.00237691j -0.00383818-0.0027116j -0.000116143+0.00777975j 0.00439161+0.00765423j 0.00324257-0.00263632j 0.000562762-0.000960817j -0.00377308+0.000183605j 0.00641729+0.00468326j 0.00620569-0.00101227j -0.00193036-0.00211615j -3.74564e-05+0.0019437j -0.00144063+0.00916951j -0.00218652+0.00567257j -0.0040258+0.000682381j 0.00269144+0.000342734j -0.000440954-0.00302701j 
