0.00808953+2.16493e-15j 0.0591227+0.0360918j 0.0209591+0.0723308j 0.00575325+0.103857j -0.00956596-0.0749264j -8.04192e-05+0.0573575j 0.0555349-0.0509778j 0.154445-0.110811j -0.107626+0.0923016j -0.0675475-0.0073338j -0.080916+0.0705181j 0.186183-0.163508j -0.0438808-0.116038j -0.0941579-0.108238j -0.052379-0.0359117j -0.230994-0.0789561j -0.187173+0.0373415j -0.279928+0.0585415j -0.0458937-0.0830286j -0.137689+0.0842328j -0.0812874+0.102149j 0.0180121-0.23615j 0.0886178-0.0395194j -0.121335-0.0629999j 0.162788-0.0539297j 0.0186034-0.0246922j -0.0890064+0.47871j -0.647177-0.266778j 0.0847695-0.0710656j 0.862053-0.289917j -0.191768-0.162951j 0.161341-0.0978438j -0.058822-0.0386499j 0.090517+0.224198j 0.110444+0.0816365j -0.164803-0.172601j 0.0149755-0.0126872j -0.0840669+0.0384078j 0.16843+0.099043j -0.0177635+0.157876j 0.0689705+0.0982241j 0.0932292-0.193278j 0.118813-0.204874j -0.0296863-0.0792415j -0.0487475-0.107705j -0.0351288-0.244396j -0.0821962-0.132327j -0.144183-0.33922j 0.469557+0.208257j -0.0272106+0.0392632j 0.291347+0.0351704j 0.169509-0.0930049j 0.304171+0.0589612j -0.132629+0.487049j 0.12059-0.181862j 0.161734-0.162j 0.0247408+0.587472j 0.210592+0.326366j 0.233276+0.199488j 0.425765+0.130501j 0.330828-0.457697j 0.166637-0.0351576j 0.0184613+0.575222j 0.428823+0.136431j 0.554462+0.514993j -0.105375+0.593873j -0.292418+0.630837j 1.23203+0.495309j 0.710134+0.542692j 
-0.0296863+0.0792415j 0.13048+0.150346j 0.143343+0.0682919j -0.0369159+0.0634514j -0.356751+0.430495j -0.00797927-0.0466462j -0.0946104-0.101993j -0.432635-0.293206j 0.23079-0.169266j -0.192521-0.259294j -0.485121+0.139278j -0.0477123+0.0989946j -1.06777-0.568713j 0.267822-0.743905j 0.403437-0.128265j -0.255214-0.087786j 0.828719-0.930188j -0.0191621+0.0216917j -0.121953-0.453719j -0.10929-0.35383j -0.00852156+1.12057j 0.298055-0.109577j 0.182382+0.0991885j 0.761275+1.12245j 0.0186068+0.446863j -0.127565+0.476627j 0.203504-0.221675j -0.286879-0.0586597j -0.0213375-0.145424j -0.00970174+0.154018j 0.383161-0.152391j -0.144759-0.243277j 1.29127-0.0771277j -0.0208499+0.0491174j -1.62677+0.0597639j 0.125625-0.063978j -0.757223-0.023663j 2.36162+0.504168j -1.40934+0.156129j 3.01018-0.081377j -0.60473-0.0489975j -3.82303-0.401688j -1.27391-0.253395j -3.44015+1.86628e-13j -1.84804-0.681059j 0.53334+0.0279631j -2.15993-0.235249j -1.96775-0.116069j 4.00943+0.286594j -2.30145-0.489681j 2.14862+0.715678j 0.637064-1.18741j 0.701209-0.220237j -2.09015-0.275382j 3.941+0.969727j 1.95753+0.268308j -2.67747-0.715203j 0.0289081+0.205066j -2.01123+0.0192965j -0.775089-0.0429023j -2.11664+0.460414j -1.00742-0.330009j -0.236149-0.0651243j 1.73394+0.601277j -0.500215-0.300736j -0.849527-0.085918j -0.0123126+0.370619j 0.349553-0.235297j -0.278982-0.108638j 
-0.0487475+0.107705j 0.140983+0.185541j 0.606451+0.209999j 0.408538+0.0614568j 0.345295-0.150021j 0.44228+0.0227926j -0.205961+0.345732j 0.0461924+0.0335502j -0.0579595-0.669572j -0.168702-0.125347j -0.160232+0.0160619j -0.126625-0.282365j 0.231627+0.331203j 0.346467-0.125537j -0.105878-0.0708505j 0.263876+0.203069j -0.952703-0.660272j -1.41028-0.229689j 1.34273+0.00954021j -0.055581+0.385668j -1.00889-0.19721j -0.230983-0.0905155j -0.457916+0.175143j 0.109304-0.202028j 0.158083-0.473191j -0.204291+0.0861275j 0.0273429+0.496182j 0.102227-0.125535j -0.00767946-0.00556791j -0.0709961+0.579898j 0.11362-0.248293j -0.337806-0.779378j -0.0171722+0.0156183j -0.351285-0.0993043j -0.993985+0.106992j 0.181742-0.00419692j 0.049882+0.284756j 1.65704+0.165244j -1.30933-0.0933632j 2.23169-0.390175j -0.154553-0.543017j -2.40043+0.201064j -1.58757-0.875702j -1.84804+0.681059j -0.827806+3.13083e-14j 0.476808+0.195174j -1.7464+0.49318j -0.865216+0.0645449j 3.90132+0.109596j -1.13041-0.0142719j 2.30332+0.47497j 1.63648+0.797839j 0.694991+0.200358j -1.5742+0.185512j 2.43281+0.753642j 0.581272+0.472614j -3.03991+0.349877j -0.983649-0.294198j -2.27338-0.528778j -1.26757-0.153465j -1.24072+0.588186j 0.0337416-0.140128j -0.689374+0.248254j 0.687947-0.505367j 0.031054+0.0341528j -0.989466-0.0876479j 0.0263018-0.068854j 0.023014+0.00172943j -0.48824-0.306181j 
-0.0351288+0.244396j -0.117348-0.118469j -0.067986-0.0420801j 0.286002+0.161456j 0.129404-0.164886j -0.265771-0.108735j -0.0110311+0.263317j 0.0689366+0.28411j 0.0481314+0.571754j -0.177159+0.276278j 0.181285+0.425089j -0.429466-0.176414j 0.367169+0.0322363j 0.1512-0.84607j 1.78026+0.453607j -0.134184+0.487853j 0.269805-0.717318j -0.266828+0.236427j -0.0430993+0.0784247j 0.685285-0.534658j -0.472654+0.249296j -0.67972-0.817081j 0.461256-0.254648j 0.210714-0.126278j -0.0664967+0.347599j 0.383131-0.473703j 0.0885468+0.66751j -0.041073-0.0201861j -0.330437+0.0265739j -0.171987-0.0119465j 0.123379+0.226863j -0.0866948+0.0741939j -0.244623-0.307106j -0.181531+0.376537j -0.23902-0.0440567j 0.195473+0.369526j 0.248938+0.129614j -0.191858-0.65452j 0.444855-0.295123j -0.0544839-0.22885j -0.278273+0.13672j -0.0685262+0.445851j 0.208958-0.688797j 0.53334-0.0279631j 0.476808-0.195174j 1.2012+1.11196e-13j 0.379047+0.516277j -1.4765+0.540636j -0.185077+0.898034j 0.239056-0.798527j -0.883331-0.580744j -0.518884-0.799854j -0.0369512-0.428008j 0.225339+0.0885238j -0.153116-0.284891j 0.00519909-0.675566j -0.398305-0.069431j -0.259653+0.123863j -0.352046+0.525614j 0.726007+0.0590268j 0.568376-0.0460616j 0.113264+0.28654j 0.278218-0.149813j 0.114083-0.344031j -0.211792-0.0191568j 0.0910861+0.372936j -0.216902-0.346732j 0.100145-0.0500362j 0.0375775-0.0655903j 
-0.0821962+0.132327j 0.0259148+0.153553j 0.0958402+0.164206j 0.1255-0.119597j -0.452624+0.25448j -0.0408562-0.164362j -0.166777+0.0795896j -0.0230783-0.29415j 1.00031+0.315299j 0.467564-0.0546551j -0.751588-0.0838795j 0.606658-0.213691j 0.0424061+0.0977809j 0.538186-0.186753j -0.188559-0.154522j -0.152662-0.565189j -0.361047+0.121132j 0.234651+0.446542j 0.205591+0.337051j -0.400413-0.133575j 1.13106+1.10267j 1.05025-0.237022j -0.0648996+0.0915267j -0.0114153+0.616473j 0.0809791+0.120448j 0.348881+0.0899635j 0.0849851+0.14234j -0.0512944-0.146995j -0.0355514-0.142054j -0.176777+0.197113j 0.442076-0.0192776j -0.0590609-0.302864j 0.838848+0.0497297j 0.122315+0.245803j -1.47324-0.065952j -0.147733+0.172302j -0.441643-0.0166463j 1.97881+0.0942374j -1.54061-0.85836j 2.06115-0.138653j -0.133021-0.233427j -3.38521+0.325399j -0.492016-0.0347542j -2.15993+0.235249j -1.7464-0.49318j 0.379047-0.516277j -0.737767-1.40221e-13j -1.55323-0.458553j 4.19272+0.197345j -2.51097-0.36209j 1.76629-0.13871j 1.07036+1.49253j 0.178959-0.756803j -1.75067-0.95654j 0.904243-0.909156j 0.677019+0.0124158j -3.78158-0.284551j 0.0987909+0.128227j -0.998252+0.41035j -0.275148+0.0622942j -1.99243+0.179108j 0.0846465-0.13022j -0.298404+0.111107j 1.20419-0.0153992j -0.582778+0.0591025j -0.857776-0.0476355j -0.143355+0.0539741j 0.266515-0.0542089j -0.199408-0.262532j 
-0.144183+0.33922j -0.156912-0.0123917j 0.0870875-0.215482j -0.114334+0.12366j -0.201975-0.149868j 0.222719+0.119393j -0.410197+0.439955j -0.38444+0.169196j -0.123682+0.107301j -0.4403+0.421469j 0.0977093+0.133134j -0.611113-0.324525j -0.228241-0.136766j 0.0123506-0.538036j -1.46895+0.365303j 0.190639-0.440128j -0.867558+0.244217j -0.489562+0.0875412j -0.160965+0.636168j -0.774932-0.14522j -0.290163-0.771813j -0.361165+0.775177j -0.409604-0.704388j -0.219729+0.434827j -0.400937+0.200255j -0.206747-0.131987j 0.0672369+0.364017j -0.41596-0.177254j -0.393661-0.0687617j -0.273473-0.0231198j 0.409547+0.298411j -0.399326+0.0396259j 0.751911+0.00937779j -0.732223+0.0189369j -1.35399+0.397007j 0.140837+0.173079j -0.396237+0.253694j 1.46513-0.161j -0.551623+0.655514j 2.21328-0.7809j -0.388395-0.0180489j -2.26368-0.172531j -0.764354-0.42665j -1.96775+0.116069j -0.865216-0.0645449j -1.4765-0.540636j -1.55323+0.458553j -1.10296+1.2601e-13j 3.09942+0.194832j -1.98236-0.0201476j 2.37265-0.714552j 0.979963-0.313307j -0.012687-0.985193j -1.90669-0.443804j 1.87301+0.687784j 1.4684-0.0752575j -2.92169-0.34337j -0.428342-0.316623j -1.57026-0.644247j -0.42464+0.779375j -1.21916-0.731582j -0.407723+0.197706j -0.196766-0.390026j 1.10798+0.308868j 0.0814829-0.358772j -0.48012+0.225679j -0.133126-0.165087j 0.513018-0.230152j 0.000115742-0.087468j 
0.469557-0.208257j 0.309638-0.280087j -0.177039+0.0448074j -0.00369075-0.120184j 0.544182-0.182892j -0.161708-0.422749j 0.818647+0.552279j 0.429201-0.44127j -0.00235622-0.175131j 0.203326+0.594593j -0.17295-0.317787j 0.343477+0.0867007j -0.237472+0.319377j 0.759282+0.696919j -0.0565948-0.12883j 0.782981-0.720676j -0.165636-0.316524j 0.461757+0.00253252j 0.25957-0.226555j 0.0158569+0.269636j 0.307713-0.514922j -0.694688-0.591599j -0.645114+0.816862j -0.543477+0.0831503j 0.512374+0.184675j -0.0100265-0.0208424j -0.0340025-0.120549j 0.36373+0.151331j 0.0636034+0.228382j 0.415168+0.138371j -0.864315-0.362914j 0.421818+0.240593j -1.62226-0.0339148j 0.319922+0.230378j 3.04492-0.0648034j -0.471514+0.258559j 1.57161+0.176272j -3.56879+0.339369j 1.98326-0.22995j -4.76616+0.362947j -0.17592-0.00852871j 4.70489+0.284043j 3.80999+0.484698j 4.00943-0.286594j 3.90132-0.109596j -0.185077-0.898034j 4.19272-0.197345j 3.09942-0.194832j -6.59376-5.6798e-12j 6.03173-0.00962813j -3.25648+0.232404j -3.3645-0.0795767j -1.08918-0.803062j 3.60283+0.248319j -3.93188-0.354656j -2.92974+0.275241j 5.35977-0.27054j -0.144048+0.0133994j 4.07641+0.311194j 1.15565+0.0547557j 3.49331+0.266331j 1.61737-0.113825j 0.14748+0.265793j -2.50616-0.108328j 0.437-0.198639j 1.65832-0.0952148j 0.309349-0.132991j -0.78012+0.301j 0.042212+0.253579j 
-0.0272106-0.0392632j 0.157812+0.532281j -0.238832+0.0242016j -0.168953-0.495719j -0.0149424-0.423404j -0.262095-0.156099j -0.128334-0.216076j -0.777015+0.180252j 0.309538+0.014963j 0.181802+0.0978894j 1.09558-0.235297j 0.382104-0.279747j 0.30034-0.26368j -0.222961-0.415406j 0.279953+0.0974379j -0.284141+0.507491j 0.167032+0.228583j 0.394418+0.148043j -1.20079-0.181053j -0.480231+0.0213984j -0.207841-0.140947j 1.01783+0.122893j -0.0852531-0.152567j 0.281395-0.392116j 0.0182344+0.618843j 0.29132-0.469314j -0.29779-0.0189743j 0.141037-0.596676j 0.199544-0.387154j -0.00637577+0.138184j 0.596601-0.326385j 0.325392-0.116989j 1.2224+0.556011j -0.811208+0.228889j -1.87525-0.292232j 0.681741-0.828365j -0.675549+0.421567j 3.0028+0.237296j -1.24244-0.253269j 3.268+0.220683j 0.00303741+0.227064j -3.37851+0.0563342j -2.80469-0.0133678j -2.30145+0.489681j -1.13041+0.0142719j 0.239056+0.798527j -2.51097+0.36209j -1.98236+0.0201476j 6.03173+0.00962813j -1.88931-1.00277e-11j 2.1841-0.284419j 2.19524+0.11048j 0.69327+0.779496j -1.39498+0.0523472j 2.04773+0.469783j 2.08744+0.00366234j -3.75381-0.121802j 0.181136-0.211612j -2.7105+0.211233j -0.779528+0.207661j -2.97347+0.306425j -0.829907-0.410661j -0.319227-0.60616j 1.50688-0.153895j -0.652926-0.207758j -1.06555+0.438502j 0.192494+0.157015j 0.546273+0.280581j -0.128337-0.285891j 
0.291347-0.0351704j 0.357468-0.252406j -0.0173011+0.129274j -0.355337+0.0440241j 0.41399+0.0221813j 0.0540925-0.786324j -0.523071+0.117949j -0.120595-0.812344j -0.953116+0.290762j -0.242848-0.597928j -0.0443544-0.572303j 0.27667-0.0461144j 0.72374+0.542105j -0.0964207-0.457933j 1.90861+0.199692j -0.238357-0.419111j 0.315226-0.0512957j 0.486442-0.327102j 0.0778134-0.0617684j -0.397255-0.0936453j 0.32619+0.384863j -0.512118-0.165729j -0.584495-0.126123j -0.152116-0.347485j 0.232838-0.169961j -0.255301+0.0697803j -0.135898-0.203949j 0.166036-0.02166j 0.0423102+0.10747j 0.143174+0.239332j -0.60444-0.303242j 0.134965-0.164478j -0.530784-0.0874286j -0.271867-0.306426j 1.14847-0.397969j -0.603805+0.463871j 0.451086+0.208634j -1.49627+0.97483j 0.967627+0.637311j -1.84412+1.20154j 0.450893-0.522686j 2.72726-0.0846428j 2.12103-0.158028j 2.14862-0.715678j 2.30332-0.47497j -0.883331+0.580744j 1.76629+0.13871j 2.37265+0.714552j -3.25648-0.232404j 2.1841+0.284419j -0.443692-7.68829e-14j -1.25862-0.489879j -1.9093+0.184881j 0.985765+0.102893j -1.90511-0.271185j -0.640442+0.311447j 2.38463-0.332367j 0.0955033-0.00550283j 1.93365+0.621022j 0.239116+0.460339j 1.60677+0.0760616j 0.500718+0.163712j -0.0218386-0.0358918j -1.06396-0.297246j 0.646808-0.0130966j 0.788879-0.0718326j 0.237893-0.00281781j -0.365161+0.149716j -0.204473+0.0785184j 
0.169509+0.0930049j 0.0865629-0.121351j -0.0398562-0.0462067j 0.240905-0.129209j -0.108595+0.0534884j 0.00571698-0.247032j -0.119946-0.376367j 0.85334+0.22181j 0.46633-0.517738j -1.30246+0.703729j 0.146181-0.42966j -0.526979+0.371481j 0.380761+0.172087j 0.390631-0.836865j 0.357743-0.12403j -0.605815+0.0559526j 0.220981+0.11841j -0.635638-0.159509j -0.549298+0.179276j 1.34007-0.250961j 0.129737-0.331306j -0.0777797+0.206302j -0.126698-0.0553511j -0.224115+0.071282j 0.537751+0.231888j 0.0938367+0.096084j 0.0362145+0.123596j 0.0480641+0.162285j -0.118395+0.272237j 0.0844437+0.0336289j -0.243281-0.0906084j 0.0856107+0.172957j -0.796962+0.0432039j 0.535618+0.117345j 1.22632-0.0909339j -0.462531-0.172688j -0.159416-0.290152j -2.07235+0.0820582j 0.296998+0.285718j -0.669595-0.503682j -0.166139+0.0800239j 2.98923-0.248427j 0.920982-0.166667j 0.637064+1.18741j 1.63648-0.797839j -0.518884+0.799854j 1.07036-1.49253j 0.979963+0.313307j -3.3645+0.0795767j 2.19524-0.11048j -1.25862+0.489879j -0.347199+9.88098e-14j -0.40255+0.644057j 1.35423-0.458421j -1.61633+0.0413261j 0.0723321-0.0355597j 2.68479+0.211796j 0.0636504-0.128164j 1.4884-0.011645j 0.896666-0.687995j 1.62107-0.171198j 0.508176-0.0287708j -0.238821+0.033535j -1.01314+0.0312456j -0.104852+0.168335j 0.749414-0.0590285j 0.0297368-0.124528j -0.345013-0.0291986j 0.00734925+0.0878713j 
0.304171-0.0589612j 0.172384-0.080627j 0.0858405+0.632459j 0.356526+0.381166j 0.138176+0.275065j -0.263288-0.21052j 0.247438+0.148418j -0.495536+0.589728j 0.225974+0.396976j 0.483106+0.345495j -0.0769888-0.426481j 0.194298+0.3617j -0.0775314-0.518891j -0.0918459+0.323605j -1.32281+0.26477j -0.0437471-1.13251j -0.289596+0.147365j 0.491233-0.35961j 0.105231-0.519667j -0.00250399-0.700796j 0.255436+0.038625j -0.125896-0.478358j -0.0497282-0.332946j -0.247421-0.112764j -0.0226968-0.0757683j 0.250231-0.114672j 0.0391061-0.111765j 0.213239-0.140775j 0.0424462+0.120047j 0.11885+0.316021j -0.316959-0.389909j 0.254687-0.545041j -0.171058-0.562991j 0.338015-0.0396345j 0.732869+0.4189j 0.0966391+0.244878j 0.0767532+0.426904j -0.00038881+0.378721j -0.777847+0.270606j -0.924144-0.366705j 0.478168-0.0773842j 1.52709-0.48076j 0.843126+0.514596j 0.701209+0.220237j 0.694991-0.200358j -0.0369512+0.428008j 0.178959+0.756803j -0.012687+0.985193j -1.08918+0.803062j 0.69327-0.779496j -1.9093-0.184881j -0.40255-0.644057j 0.0165276+5.43454e-14j 0.0395067-0.110605j -0.255054-0.0738969j 0.06614+0.725186j 1.03852+0.30378j 0.24767+0.0819851j 0.624139+0.250878j -0.220554-0.346065j 0.544049+0.589956j -0.0212403+0.157185j 0.00307862-0.208584j -0.666092+0.0415059j 0.352808+0.32572j 0.191474+0.25027j 0.133798+0.102437j -0.228943+0.200229j -0.327285+0.00932512j 
-0.132629-0.487049j 0.0922249+0.179812j 0.0911438-0.539189j 0.198984+0.0838861j 0.184931+0.49341j -0.28959-0.295965j 0.164394-0.0721264j 0.0427045-9.45613e-06j 0.637267+0.197487j -0.813107+0.362906j -1.17283+0.0114696j -1.36734+0.25109j -0.925856+0.435483j 0.507288-0.30643j -0.0738954+0.124523j 0.453249-0.0326433j 0.328327-0.519359j -0.146004+0.270161j 0.108562-0.0713537j -0.0722317-0.524941j -0.0743636-0.242835j -0.00898923+0.00742988j 0.424196+0.262508j -0.211173+0.237516j 0.347765+0.222755j -0.4981+0.0416094j 0.506372-0.288908j 0.0624412-0.0791717j 0.546998-0.38524j -0.00704555-0.152674j -0.0403464-0.0119111j 0.147293+0.361388j 1.05343-0.0711004j 0.1692-0.0916178j -0.710038-0.524211j 0.750856+0.445427j 0.364399+0.0257242j 0.948691+0.763033j -1.53787+0.34364j 2.11711-0.315975j -1.3472+0.361927j -3.00006-0.542927j -0.865677+0.483901j -2.09015+0.275382j -1.5742-0.185512j 0.225339-0.0885238j -1.75067+0.95654j -1.90669+0.443804j 3.60283-0.248319j -1.39498-0.0523472j 0.985765-0.102893j 1.35423+0.458421j 0.0395067+0.110605j -0.6968-7.4659e-14j 1.39537+0.655j 1.12001-0.636846j -2.26429-0.175552j 0.125451+0.561067j -1.7426-0.348152j -0.917182+0.147291j -1.60388+0.100494j -0.0496595-0.263415j 0.0561691+0.00853556j 0.883899+0.0423866j -0.397646+0.165267j -0.149376-0.00102507j -0.280183+0.551276j 0.209383+0.0466562j 0.00872999-0.0275308j 
0.12059+0.181862j 0.252844-0.151358j -0.210446-0.102132j -0.190098-0.27672j 0.0659314+0.244304j 0.330476-0.554863j 0.46937-0.702327j -0.0445883+0.277549j 0.0340712-0.371364j -0.0905674+1.06316j 0.229796+0.227936j 0.153827+0.0341148j -0.503396-1.07136j 0.242572-0.202679j -0.547033-0.244943j -0.15878-0.722414j 1.16569-0.414359j 0.0409667+0.0573415j -0.57588-0.119051j 0.191092+0.290777j 0.341876+0.0279746j -0.483533+0.325951j -0.11073-0.025279j -0.10531-0.0991187j 0.415436+0.406481j -0.0387458+0.00868039j -0.0895181+0.109064j -0.0293284+0.179378j -0.260439+0.18178j 0.0593705+0.0424076j -0.313897-0.213831j 0.0118978+0.32121j -0.732016-0.0707228j 0.255558-0.189457j 1.81956-0.639497j -0.523471+0.063439j 0.801126-0.416788j -1.87381-0.348834j 1.20101+0.20761j -1.97037-0.240018j 0.212132+0.155391j 1.74584-0.580255j 1.95821-0.281741j 3.941-0.969727j 2.43281-0.753642j -0.153116+0.284891j 0.904243+0.909156j 1.87301-0.687784j -3.93188+0.354656j 2.04773-0.469783j -1.90511+0.271185j -1.61633-0.0413261j -0.255054+0.0738969j 1.39537-0.655j -2.78776+2.01006e-13j -0.56546+0.190821j 3.48317-0.362631j 0.492858-0.0373834j 2.41227+0.273112j 0.896346-0.00909828j 2.16326-0.409273j 0.698957+0.0354033j -0.0931435+0.0160664j -1.22952-0.124704j 0.0418479-0.00458376j 1.05637-0.0148895j 0.111528-0.213534j -0.364803-0.0899012j 0.00639759+0.0998377j 
0.161734+0.162j -0.0796463-0.595534j 0.0946783-0.0152818j -0.140952-0.244237j -0.0947415+0.112491j 0.818945-0.284767j -0.136069-0.127475j 0.167293-0.200129j -0.0521936+0.348278j 0.691985-0.222603j -0.858751+0.592893j 0.0394905-0.0530806j 0.745099-0.0855396j 0.0289313+1.03984j 0.273293+0.239061j -0.0466588+0.14979j -0.228933-0.235265j 0.411421+0.195949j 0.206952+0.236572j 0.23248+0.222275j 0.541442+0.151575j -0.32618+0.364002j 0.0263189-0.201627j 0.0681497-0.142891j 0.245933-0.111755j -0.0634254+0.0749717j 0.0982699+0.287247j -0.299665-0.0316792j -0.433148+0.289133j -0.0275383+0.101801j -0.0684241+0.466229j 0.256571-0.123607j 0.39256+0.366181j 0.0742178+0.0693991j 0.273424-0.184507j -0.173444+0.14716j 0.377967+0.387193j -0.493412+0.366786j 0.637873-0.490627j -0.845784+0.0770988j -0.693866+0.425323j 1.94051-0.762969j 0.822409-1.21085j 1.95753-0.268308j 0.581272-0.472614j 0.00519909+0.675566j 0.677019-0.0124158j 1.4684+0.0752575j -2.92974-0.275241j 2.08744-0.00366234j -0.640442-0.311447j 0.0723321+0.0355597j 0.06614-0.725186j 1.12001+0.636846j -0.56546-0.190821j -1.03638+4.19664e-14j 1.62675+0.412612j -0.281719-0.0593359j 1.52915-0.277042j 0.466208+0.2649j 0.813882+0.0437276j 0.453735-0.294803j -0.114364-0.12162j -0.802979-0.321891j 0.116302+0.194297j 0.467869-0.109393j -0.195671-0.184579j -0.0226559-0.23065j -0.130029+0.0770826j 
0.0247408-0.587472j -0.496594+0.105049j 0.496836+0.362447j -0.476962+1.20714j 0.354176-0.377084j -0.0436292+0.474473j -0.226559+0.24323j -0.686582-0.386112j 0.198179-1.04509j -0.114759-0.519452j 0.7382-0.801185j 0.130093+0.250893j 1.12702+0.072454j -0.638306+0.287996j -0.282417+0.794249j -0.220373+0.549546j -0.77151-0.20327j -0.323975-0.325882j -0.00420845-0.545753j -0.299476-0.0935943j -0.171258+0.453645j 0.12526+0.028307j -0.159857+0.0680104j -0.115038-0.478499j -0.176263-0.0130186j -0.396907+0.283622j 0.20323-0.116574j 0.316169+0.0186912j 0.890272-0.221498j 0.0458308-0.184868j 0.17461+0.361107j -0.113253-0.551739j 1.01496-0.906723j -1.1935+0.863748j -2.55102+1.27147j 1.0271-0.0980118j -1.07858+0.379491j 3.10259+0.489138j -1.14077+0.699819j 4.44267-0.213471j 0.0135768-0.35491j -5.55171+0.750246j -2.89808+1.04832j -2.67747+0.715203j -3.03991-0.349877j -0.398305+0.069431j -3.78158+0.284551j -2.92169+0.34337j 5.35977+0.27054j -3.75381+0.121802j 2.38463+0.332367j 2.68479-0.211796j 1.03852-0.30378j -2.26429+0.175552j 3.48317+0.362631j 1.62675-0.412612j -5.32401-2.63123e-14j 0.0567414+0.3678j -3.25974+0.0556442j -1.08391+0.0646023j -2.98242-0.030891j -1.18703+0.11052j -0.169785-0.317171j 1.63827-0.185656j -0.588757-0.388158j -1.21319-0.266144j -0.25781+0.39757j 0.271701+0.257068j 0.180432-0.0756399j 
0.210592-0.326366j -0.243058+0.596707j 0.874349-0.286629j 0.132197-0.190642j 0.0881715+0.655983j -0.155768-0.161664j -0.542242-0.113084j -0.151125+0.225425j 0.346443-0.177988j 0.504518-0.131226j -0.974932+0.403099j -0.691051-0.243942j 0.0822988+0.230984j -0.0202019-0.370286j 0.000572335-0.140408j 0.589168-0.207005j 0.0472725-0.235343j -0.25443-0.420866j 0.545884+0.135974j 0.0163688-0.0214294j -0.360194+0.415747j 0.356724+0.453465j 0.314081-0.179596j -0.165756-0.178869j -0.0513704+0.460499j 0.108206+0.211723j -0.171788-0.113328j 0.203742-0.166594j 0.27007-0.143725j 0.033874+0.120534j 0.103637-0.893503j -0.224873+0.399904j -0.619132+0.571292j -0.238496+0.234714j 0.358341-0.429122j -0.13801+0.556095j -0.243889-0.288565j 0.299471+0.0288234j -0.198034+0.427205j 0.459264-0.361365j 2.08618-0.808093j -0.0339394-0.086672j 0.65285-0.468911j 0.0289081-0.205066j -0.983649+0.294198j -0.259653-0.123863j 0.0987909-0.128227j -0.428342+0.316623j -0.144048-0.0133994j 0.181136+0.211612j 0.0955033+0.00550283j 0.0636504+0.128164j 0.24767-0.0819851j 0.125451-0.561067j 0.492858+0.0373834j -0.281719+0.0593359j 0.0567414-0.3678j -0.609325+7.71605e-15j -0.271698-0.150303j -0.022237+0.220983j -0.178964-0.0585748j -0.176667+0.361093j 0.086146-0.269503j -0.0707539+0.0977924j -0.357699-0.105888j -0.00266689+0.0608333j 0.139332+0.0515047j -0.033522+0.0465807j -0.0312762-0.194928j 
0.233276-0.199488j -0.432598-0.397858j 0.0361418+0.224153j -0.183172+0.639891j -0.150411+0.324977j 0.437965-0.54131j -0.475463-0.856447j 0.00835621+0.786814j -0.387055+0.0285713j 0.128113-0.285594j -0.204878+0.391095j 0.36405+0.208239j 0.518106+0.148485j -1.09242+0.419437j -0.16994-0.069315j 0.00442952-0.174616j 0.514027+0.567339j -0.433465-0.425529j 0.0839927-0.309092j 0.136421-0.105508j 0.26888+0.0893608j -0.127644+0.163328j 0.110044-0.380327j -0.157928+0.0367276j 0.255499-0.142024j -0.00458257+0.000608177j 0.38493+0.0855816j 0.143578+0.0713244j 0.473105+0.275331j 0.0191795-0.143411j 0.0292662+0.577471j 0.234784-0.356466j 1.30694-0.460701j -0.454048+0.0374356j -0.961082-1.51227j -0.123228-0.609721j -0.452236-0.809845j 1.221-0.740728j -0.761676+0.517283j 2.69699-1.10309j -0.570743+0.527117j -3.72561+0.475284j -1.5202+0.302096j -2.01123-0.0192965j -2.27338+0.528778j -0.352046-0.525614j -0.998252-0.41035j -1.57026+0.644247j 4.07641-0.311194j -2.7105-0.211233j 1.93365-0.621022j 1.4884+0.011645j 0.624139-0.250878j -1.7426+0.348152j 2.41227-0.273112j 1.52915+0.277042j -3.25974-0.0556442j -0.271698+0.150303j -2.17869-2.15161e-13j -0.806865+0.0210852j -1.88344+0.0445266j -0.733792+0.00944227j -0.310283-0.397755j 1.27276+0.175215j -0.388827+0.328559j -0.851632-0.178166j -0.357099+0.318963j 0.130799+0.139147j 0.0704703-0.00262293j 
