-0.210257-6.07153e-18j 0.235708-0.0121125j -0.0370402-0.000619809j -0.254697-0.00194834j -0.276619+0.0064297j 0.00646804-0.00250116j -0.0538003+0.00124189j -0.0498936-0.000510761j 0.048541+0.00102371j 0.0133742-0.000537089j -4.93187e-05-0.000640495j -0.018897-0.000498283j -0.0058573-0.00130842j 0.00991449-0.000963056j -0.00591012-0.000391014j 0.01306+0.00107198j -0.00277721+0.00108208j -0.068474-0.00262389j -0.0713058+0.005535j -0.0148855-0.00226715j 0.0625549-0.0032546j -0.00596649-0.00042936j -0.0251223+0.00102412j 0.0136357-0.00073188j -0.000312492-0.00258897j -0.000714147+0.00137956j 0.00235419-0.000185552j -0.0276479-0.00418468j -0.0130777+0.00237862j 0.0141308+0.00179205j -0.0196386-0.00015802j 0.0010438+0.00143728j -0.00590709+0.00159385j 0.00507447-0.000839762j 0.00203794+0.000209789j 0.0207346+0.00125791j 0.00159043+0.000430041j -0.0112146+0.00210451j 0.00242243+0.00107121j -0.00420127+0.00182034j 0.008738-0.000523496j -0.000582939+0.00107398j -0.00142033-0.00251575j -0.00365747-0.000158966j 0.0162079-4.46377e-05j 0.0143166-0.000525091j -0.0167437-0.000215378j -0.0082318+0.0013005j -0.0483886-0.000230635j -0.0151933+0.00238803j -0.00364031+0.000616284j -0.00785494-0.0019645j 0.025891-0.00365193j -0.034008+0.00165002j -0.00781554+0.000172902j -0.0314545+0.00149525j 0.0608062-0.00284527j -0.052553+0.000521825j -0.0432566+0.0038207j -0.0203675+0.000384264j 0.0122621-0.0015458j -0.00555217+0.003341j -0.0099597+0.00147908j -0.00201657+0.00102394j 0.0316055+0.000776265j -0.00703822+0.000568232j -0.00406624-0.000207887j -0.0018442-0.00133516j -0.00841261+0.000289108j 0.000308081-0.000153024j -0.00578168+0.00174265j 0.0017539-0.00078454j -0.00382905+0.00116815j 0.00564115+0.00125511j 0.0120716+0.00121986j 0.00871045-0.00136912j -0.0114947+0.000460312j 0.0249648-0.00369874j -0.0296276+0.00087385j -0.0219628-0.00344829j 0.00681691-0.00427441j 0.000198525+0.000399904j -0.0014442+0.00215512j 0.0110906-0.001759j 0.00326539-0.00184516j -0.00366194+0.000303727j 0.00267211+0.000913852j -0.000670371-0.00322315j -0.00346578-0.00147766j 0.00599447-5.78362e-05j 0.0121307+0.00188301j 0.00167865+6.51536e-05j 
0.00507447+0.000839762j -0.00346922-3.05803e-05j -0.0180868+0.000229203j 0.0163155+0.000735729j 0.0126926+0.000615885j -0.021892+0.000145855j 0.0194451+0.000619465j 0.00612732-0.000922726j -0.00527264+0.000162356j -0.0175798+0.000721818j -0.0195721-0.000543204j -0.000479098+0.00110758j -0.00207236-0.000121378j 0.0164015-0.000994505j 0.00794311-0.000420495j -0.0430629+0.00038437j -0.00567108+0.000472826j 0.0359593+0.00173079j 0.0317242-0.00229543j -0.0174893+0.00265155j -0.00804611-0.000871477j -0.0415113-0.00148825j 0.0160295+0.00075193j -0.0332317-0.000172838j 0.00294055+0.000641423j 0.0117073-0.000336598j -0.0472875-0.00238427j -0.013264-0.000105536j -0.0488769-0.000179907j 0.0657534+0.00170053j -0.0146719-0.00156309j -0.0420668-0.000665546j -0.00491365-4.93958e-05j 0.0397587+8.02754e-14j -0.0634096+0.00050212j 0.0593222-0.000166627j -0.0166664+0.00060585j -0.0114164-0.000418317j 0.0792337-0.00133123j -0.0141419-0.00204101j -0.155101-0.000402936j -0.0403498-0.000281233j -0.0683049+0.00120814j 0.154253-0.00145237j 0.514897+0.000482047j 0.548117-0.00113818j -0.0722749+0.0013544j -0.202662-0.00140761j 0.185973-0.00104874j -0.105405-0.000481398j -0.166196+0.001152j -0.113068+4.17605e-05j -0.0397129-0.00130106j -0.0318894+0.000683574j -0.0289293+0.000432457j 0.00321235-0.00139091j 0.0237122-0.0016833j -0.0625085-0.00189636j -0.11678-0.000628828j -0.00542787+0.000415j -0.00569552+0.000268379j -0.00672428+0.00227891j 0.0272572+0.00156101j -0.0170689-0.00181214j 0.037754-0.000204367j 0.0068757-0.00397718j 0.0347776-0.000704762j 0.00781223+0.00135145j -0.0274203+0.00115651j -0.00198116+0.00462016j 0.00655031-0.000216696j 0.0307848-0.000199294j 0.0469377+0.00277115j -0.0429679+0.00539438j 0.013362-0.00162532j 0.032761-0.0021127j -0.00451058-0.00221659j 0.0261922+0.00109197j -0.024248+0.00198829j 0.025903-0.00302493j -0.0178371-0.00102002j 0.0151573-0.0034908j 0.00994563+0.002315j -0.0166861-0.0020896j -0.00211656-0.000777595j -0.00241402+0.000351937j 0.0117031-0.00339843j 0.00170398-0.00136154j 0.000128039+0.00225432j 0.00205841+0.000821942j -0.0051089-0.000496334j -0.00475699-8.01153e-05j 
0.00203794-0.000209789j 0.00159229+0.000760946j -0.00895832+0.000207151j 0.00408148+0.000293895j 0.00325517+0.00141041j -0.0226535+0.00166734j 0.00913837-0.00183012j -0.0295784+0.00486517j -0.0131906+0.00171091j 0.0222587-7.21454e-05j 0.0403068+0.00196149j 0.00128014+0.000789294j 0.017836+0.0021855j -0.00925503+0.00231174j -0.000456861-0.00240098j -0.00165994+6.92823e-05j -0.0132177+0.00200349j 0.0242139-0.00178239j 0.0384863+0.000875306j -0.0140998+0.000287739j -0.00954566+0.0028932j 0.00778744+0.000852155j 0.0126075-0.000384096j 0.0218771-7.00024e-05j -0.0107453+0.00293204j -0.00792787-0.00013433j 0.0195792+5.26424e-05j -0.0171634+0.000196053j 0.0476127-0.000642224j -0.0501221-0.00129009j -0.0527442+8.72272e-05j 0.00600746-0.000574417j -0.0443463-0.00223273j -0.0634096-0.00050212j 0.134118-5.08274e-16j 0.0118034+3.94018e-06j 0.0456464-0.00216039j -0.0215051+0.000923011j -0.0984232+0.00092995j 0.202277+0.000303044j 0.0655853+0.000820426j 0.0936696-0.00042196j 0.168961-0.00253277j -0.365904+0.00127422j 0.27969+0.00143139j 0.17281+0.00147962j 0.0168857-0.0011002j -0.304241+0.0014984j -0.0578148+0.000654564j 0.0419337+0.00034352j -0.0327262-0.0016157j 0.0706011-0.00319811j 0.026489-0.000319477j 0.0646897-0.0016117j 0.0811161+0.00106784j 0.140685+0.00124322j 0.0196396-0.00283074j 0.0213112+0.000490449j -0.0181521+0.00142826j 0.0205489-2.8283e-05j -0.0090123-0.00125945j -0.0126244-0.000282845j -0.00244031-0.000952198j -0.0252963+0.000685669j 0.0100586+0.000410395j 0.0107124+0.000951549j 0.00389759-0.000657837j -0.0101643+0.00472642j 0.0173796-0.00246934j -0.0234201+0.00239271j 0.0309672+0.00143727j 0.00736641+0.00125648j -0.0464779+0.000784352j 0.0202106+0.00456779j -0.0358442+0.000688442j 0.00469405-0.0024327j 0.0244479+0.00111481j -0.0022932-0.00163114j 0.0135456-0.000975221j 0.0206441-0.00142342j -0.0120005-0.00023022j -0.0169801+0.0014051j 0.00749253+0.000490503j -0.00266659+0.000958475j 0.00531452-0.000614869j -0.0085613+0.000228131j -0.00100496+0.00233313j -0.00431994-0.000606669j 0.00604679+0.00067816j -0.00163284+0.00201755j -0.00628091-0.000219464j 0.00387626+0.000881811j 
0.0207346-0.00125791j -0.0060069+0.00232045j 0.00701268-0.00279154j 0.00115491-0.00430607j 0.0171373-0.000142684j -0.0489034+0.000521306j -0.0110827-0.00016032j -0.00519386+0.000737152j 0.0376775-0.00172342j -0.0686409-0.00087178j -0.0159607-0.00249187j 0.0096994+0.00184817j 0.0113859-0.000457831j -0.0039407-8.89757e-05j 0.0311528+0.00135309j 0.0140264-0.00073409j -0.0524119-0.00170885j 0.0108011+0.00322916j -0.0013454-0.000353054j 0.00870161+0.00293211j -0.005806-0.00173021j -0.0823319-0.0014429j -0.0064235-5.15395e-05j -0.0222174+0.00227645j 0.0459729+0.00419062j 0.106729+0.000806465j 0.0109025-0.00147371j -0.0166685+0.00286404j -0.059785+0.00104854j 0.0837506+0.000931955j 0.0578386+0.002914j -0.102644-0.00210243j -0.0817938-0.00212525j 0.0593222+0.000166627j 0.0118034-3.94018e-06j 0.104268+7.80541e-14j 0.0635515+0.000551684j -0.0350909+0.00157326j -0.118315-0.000568332j 0.106592+0.00182393j 0.23874+0.000518945j 0.152625-0.0012621j -0.15882-0.000102481j -0.208634+0.00151856j 0.0205807-0.00187975j -0.20909-6.05634e-05j -0.0843004-0.00110828j -0.175332-0.00264872j -0.175101+0.00232664j -0.15463+0.00270984j -0.0799664+5.42255e-06j -0.0221995+0.00106992j 0.210718+3.44276e-05j -0.024466-3.50092e-05j -0.0984393-0.000404387j -0.0128915-0.00564189j -0.106995+0.000494788j -0.0962896-0.00381908j -0.0993012+0.0044732j -0.0131824+0.000639417j -0.018383+0.000495291j -0.0605671+0.00429323j -0.0632382+0.00404841j -0.0428184-0.000142642j 0.0734523+0.00163518j -0.0508066-0.00523722j -0.033409-0.00169367j -0.0248821+0.00176108j -0.0386912-0.00109973j -0.0127133-0.00141097j 0.0232935+0.00208891j -0.019235-0.000295595j 0.00860625-0.00240175j 0.00199872+0.00316837j -0.0211519+0.00154055j -0.0149014+0.00136956j -0.00446965-0.000130998j 0.0595988-0.00237418j 0.0162714-0.00272692j 0.0257926-0.00594112j -0.0731506-0.00647773j -0.00142422-0.00369174j -0.0100753+0.00256593j -0.00852077-0.000405499j 0.0276398-0.00333018j -0.00181507+0.00326308j -0.00230868+0.00119195j -0.000625028-0.00652731j 0.00497456+0.00392933j 0.0135766+0.00115415j -0.00411144-0.00110844j -0.00976516-0.000143718j 
0.00159043-0.000430041j 0.0181662+0.000787558j 0.00490709-0.000282816j 0.00121936-0.000686671j 0.0140092+0.00095503j -0.0159387-3.69649e-05j -0.00341978+1.54897e-05j 0.00471596+0.00169269j -0.0250283+0.000748615j -0.0363333+0.00139468j -0.00686258-8.97628e-05j 0.0387925+0.000620031j -0.00293951+0.00138563j 0.0120408+0.000695771j 0.0137907-0.00167431j -0.020925+9.31566e-05j -0.0180266-0.000315478j -0.0221825+0.00298488j 0.022491+0.000342178j -0.0148413+0.00358612j -0.0151479+0.00118429j 0.00434827-0.00101137j -0.0140266-0.000808583j -0.0124127-0.00136403j -0.0223427+0.00177823j 0.0169279-0.000304501j 0.00522925-0.000597358j 0.0241902+0.00119396j 0.0147523+0.00282929j 0.00465167+0.00229459j -0.0333627+0.00248546j -8.52753e-06-0.000922457j 0.0599151-0.000965039j -0.0166664-0.00060585j 0.0456464+0.00216039j 0.0635515-0.000551684j 0.067594+3.27811e-14j -0.0912883-0.000666194j -0.0117295+0.00101939j 0.0599081-0.000959001j 0.0263748+0.000278023j 0.205739+0.000954707j 0.3183-0.00049259j 0.702034+0.00048184j 0.15581-0.00151305j -0.173231-0.000813875j 0.0122348-0.00102812j -0.0213452-0.00125746j -0.139661+0.00232688j -0.0373572+0.000969095j -0.0820867-0.00121825j -0.0389063-0.00261834j 0.0473591-0.00153462j -0.147267-0.000153587j 0.114476-0.00120588j 0.0618809-0.00120333j -0.0863183+0.000108012j 0.104036-0.000822942j 0.0542352+0.00172811j 0.0123262-0.000372056j 0.000189744-0.000991996j -0.0238379-0.0015288j -0.0082953-0.00104428j -0.00591515+0.00111335j 0.0076806-0.000452486j -0.00888147+0.00219795j -0.00457938+0.00144573j 0.00681546-0.00210817j 0.0356903-0.00313991j -0.0137003+0.00735688j -0.00816534+0.001483j 0.0125595+0.00127705j -0.0139265-0.00130774j 0.0128674+0.00421144j -0.000812972-0.000511996j 0.0161415-0.00214236j 0.00240617+0.0025827j 0.00106283-0.00105455j 0.0220528-0.000344509j 0.00822604-0.00108217j -0.0166729-0.000390914j -0.0105722+0.00232401j 0.0005027-0.00064426j 0.0108255+0.00140862j 0.00702647+0.000280228j 0.00118072+0.000376449j 0.00706225-0.00195812j -0.00029446-0.000428741j 0.000520475-0.000100373j -2.35162e-05+0.00083714j -0.00128258-0.000352529j -0.000245857+0.000456906j 
-0.0112146-0.00210451j 0.00899261+0.000441921j 0.00442517-0.00305224j 0.00674556-0.00404764j -0.0204761-0.00228831j 0.0271581-0.00221775j -0.0108605-0.00162279j 0.00812712+0.0011207j 0.00881177-0.000917341j 0.0144368+0.00200918j 0.0162759+0.00343154j 0.00691354+0.00311699j -0.0208072+0.00043808j 0.00679503+0.00154759j -0.00776125+0.00264963j -0.00829114+0.0041107j -0.00691441-0.00392063j 0.0306725-0.00244626j 0.0222851+0.00202372j 0.022264+0.00106049j 0.0143612+0.00199862j 0.0285014+0.00103267j -0.0540576+0.000144919j 0.00393681-0.00146551j 0.0236849+0.000136628j 0.00836149-0.00243814j 0.0337259+0.00460024j 0.0610325+0.000560017j 0.14063-0.000284671j 0.012642-0.00237579j 0.0283053+0.0033472j 0.0869516+0.00162411j 0.104638-0.000440593j -0.0114164+0.000418317j -0.0215051-0.000923011j -0.0350909-0.00157326j -0.0912883+0.000666194j 0.221686+9.01461e-15j -0.195205-4.63763e-05j -0.0948779+0.000445878j 0.00177831+0.00133136j 0.279701+0.00155077j -0.061953+0.000333266j -0.0209021-0.00227065j -0.0107822+0.00146818j 0.177891-0.000718952j 0.153404-0.00222815j -0.0759651+0.0019317j -0.0551092-0.000814584j 0.110142-0.00315346j -0.0305739+0.000915237j -0.0961851-0.0015768j 0.0206057-0.00274269j 0.034534+5.61102e-05j 0.0556758-0.000434475j 0.0922771+0.00289584j 0.062429+0.00229141j -0.0697727+0.000853843j 0.119661-0.00182604j 0.0332495+0.000554142j -0.00704991-2.78872e-05j -0.0478852+7.83788e-05j -0.0386681-0.00178984j 0.0342349+0.00387425j -0.00251061-5.58479e-05j 0.00327899+0.00385402j -0.0145701+0.000566124j -0.0137086+0.00133717j 0.0483834-0.00365696j -0.00222834-0.000848175j 0.00581884+0.00115545j 0.0163045+0.000586908j -0.0288912-0.000454717j 0.0179381+0.00109292j 0.00236232+0.000951603j 0.0092685-0.00170039j -0.0316349+0.00159832j -0.0192948-0.00167291j -0.00673637-0.00186363j -0.034107+0.00289914j 0.0229515-0.000826512j -0.0264688+0.0016536j -0.00957368-0.00237379j 0.0199117+0.00203325j 0.00791043+0.000673608j 0.0075252+0.000696429j 0.000735303+0.0015804j 0.00457305-7.20221e-05j 0.0012438-0.00297373j -0.00138295-0.00218788j 0.0103978+0.0011011j 0.00451916-0.00039209j 
0.00242243-0.00107121j 0.0120423-0.000172464j 0.00137279+0.000340473j -0.0149679-0.000256754j 0.0129517+0.00020226j -0.0123216+0.00348984j 0.0260315-0.00408461j 0.00237642+0.00185417j 0.0306198-0.00241264j 0.0440531+0.00130476j 0.0358829-0.000863778j 0.0332328-0.000205543j -0.023359+0.00304283j -0.0190161+0.00302759j -0.0590442-0.00107762j -0.00893673-0.00193229j 0.0217345-0.000149528j 0.00427253-0.00467048j 0.0129066+0.00390622j -0.014096-0.00439082j -0.00967376+0.00162165j -0.0119378+0.00102529j 0.0348164-0.000581913j 0.0488745+0.00170649j 0.0220842-0.00255961j -0.0118757-0.00140973j -0.0861571-0.000210723j 0.028889+0.0037187j 0.0642692-0.00107119j 0.0955141-0.00309909j -0.00578422-0.00326841j -0.0846712+0.00134794j -0.100986-0.000916456j 0.0792337+0.00133123j -0.0984232-0.00092995j -0.118315+0.000568332j -0.0117295-0.00101939j -0.195205+4.63763e-05j 0.0551612+3.52934e-14j 0.203177+0.00140171j 0.1818+0.00181477j 0.236864+0.00119657j 0.0177897+0.000896463j 0.0602952-0.00191423j 0.0604813-0.00031739j -0.106903-0.00102729j 0.213828+0.00113354j 0.0103334+0.00413702j 0.093022-0.00225118j -0.070176-0.00184092j 0.00854675-0.00205208j 0.0483102-0.00188233j -0.163532+0.000912674j 0.0589777+0.00269183j 0.00564733+0.000219647j -0.102779+0.00381415j 0.0209772-0.00119423j 0.035813-0.00136196j -0.0971231+0.000193904j -0.0428902+0.00107896j -0.0539508-0.000350874j 0.0158717+0.00302557j -0.0112024+0.0011102j 0.0210424-0.00381602j -0.0197817+0.000560225j 0.0192848-0.00513895j 0.00391365-0.000297151j -0.00619259+0.000219317j -0.0663049+0.0045309j -0.00907819+0.00222378j 0.0220301-0.000607677j -0.0230704+0.000340675j 0.0223226+0.00227536j -0.0374262+0.000303363j -0.0171185-0.00154609j -0.0295472+0.000316654j -0.00479072-0.00384523j -0.00933571+0.00358613j -0.0200346+0.0041288j 0.0291386-0.00127619j -0.00173293+0.00293122j 0.0233969-0.00109734j 0.0208802+0.00218514j -0.0206579-0.00228462j -0.00675351-0.00083578j -0.00562741-0.000986241j -0.00237052+0.000356489j -0.000576616+0.000662444j 0.00163498+0.0019909j -0.000548255+0.00151958j -0.00647883-0.00049531j -0.00425659+0.000256951j 
-0.00420127-0.00182034j 0.000827257+0.000148741j -0.0034974-0.00215081j 0.00474259-0.00283643j 0.00207606-0.00161602j 5.01292e-05+4.87296e-05j -0.00074469-0.000387973j 0.00854381-0.00406495j 0.0105906-0.000594153j -0.00718037+0.00413988j 0.00311872+0.000434694j 0.00271008-0.00102485j 0.0111507-0.00178689j -0.00643712-0.000640077j 0.01476+0.000852004j 0.032925+0.00252336j -0.00252004-0.00390964j -0.0333073+0.003482j -0.0234853+0.000387641j -0.00644881-0.00125733j 0.000998252-0.00145373j 0.0104027-0.000880854j 0.0109103+0.000363545j -0.0398467-7.52796e-05j -0.00624803-8.76313e-05j 0.0145572+0.000908983j -0.00913429+4.74535e-05j 0.015297+0.0007081j 0.0202239+0.00224062j 0.0216058+0.00163688j -0.0140268-0.00239599j -0.0559898-0.000796074j -0.0690386-0.0013014j -0.0141419+0.00204101j 0.202277-0.000303044j 0.106592-0.00182393j 0.0599081+0.000959001j -0.0948779-0.000445878j 0.203177-0.00140171j 0.374062-2.13826e-14j -0.329991-0.000142187j -0.301968+0.000681921j 0.258865-0.00135165j -0.124954-0.00172762j 0.0127703-0.00214698j -0.0289841-0.00140067j 0.00114923-0.00104547j 0.0538616-0.000157833j 0.0285282+0.00100768j -0.0774531+0.000142937j 0.112983-1.10313e-05j -0.0500856+0.00331693j 0.037776+0.000876382j 0.00024742-0.000364697j -0.0594985-0.00122466j -0.00799241-0.00112115j -0.0366039-0.000759275j 0.0296536-0.000763136j 0.0197496+0.0011314j 0.00370236+0.0012618j -0.0149057+0.000250131j -0.00516259+0.00107018j 0.00145275+0.00105731j -0.00331317-0.000943322j 0.0155826-0.000248242j 0.00388827-0.00232946j -0.000111864-0.000230918j -3.52712e-05-0.00172145j -0.0242861+0.00135302j -0.00052492-0.000752917j 0.011871-0.000314253j 0.00403871-0.000720845j 0.0288414-0.000145462j -0.00977083-0.00183095j -0.000721193-0.00148243j 0.00177398+0.000580639j 0.00158544-0.00197419j -0.00622584+0.00170411j 0.00296964+0.000806794j 0.00715582+7.48715e-05j -0.0041807+0.00033782j -0.00109188+9.97961e-05j 0.00197552+0.000488432j 0.00198978-1.47329e-05j 0.0015143+0.000135011j -0.000588519-6.64425e-05j 0.000597716+7.6834e-05j -0.000782827-0.000188637j 0.000491653-6.98431e-05j -0.000330295+7.10473e-05j -0.00068198+1.24837e-05j 0.000392694+7.55032e-05j 
0.008738+0.000523496j -0.0246081-0.000254175j -0.00720659-0.000538261j 0.00547022+0.000366996j -0.0130294-0.000671243j -0.00546489+0.00023193j -0.0144695-0.000903326j -0.0664192-0.000816595j -0.0483943+0.000144792j 0.0372046+0.0022801j -0.0117314+0.00148206j 0.0172984-0.00228313j 0.00221576+0.00206996j -0.0190119-0.0012383j 0.00411322+0.000376642j -0.0110827+0.00218571j -0.00928532+0.000866766j 0.0296544+0.000699331j 0.000707726-0.000406722j -0.0223875-0.00249155j -0.021684-0.000586395j 0.00299504+0.000726576j 0.0261064+0.000852518j -0.00851944+0.00310376j -0.00913073+0.0013052j -0.0254341+0.00140268j -0.036395-0.00267481j -0.0850208-0.00152776j -0.0627683+0.000928466j -0.0890622-0.000491026j 0.0621799-0.00165265j 0.0212126-0.000956305j -0.15838-0.00168861j -0.155101+0.000402936j 0.0655853-0.000820426j 0.23874-0.000518945j 0.0263748-0.000278023j 0.00177831-0.00133136j 0.1818-0.00181477j -0.329991+0.000142187j 0.454378-5.44232e-14j -0.141566+0.00170179j -0.0814754+0.000130839j 0.0765271-0.000126068j 0.0623339-0.00016488j -0.0360331+0.000391673j 0.0241722-0.00161486j -0.113678-0.00053941j -0.121494+4.65231e-05j 0.0394306+0.00155071j 0.00853084-0.00113787j 0.059945+0.000943564j -0.0744914+0.00149884j -0.00214057-0.00067821j 0.00777726+0.000743441j 0.0673185-0.00230482j -0.057451-0.00196333j -0.0235603+0.00101853j -0.0694991+0.00120101j -0.035114+0.000762422j -0.00618689+0.00105309j 0.0160661+0.00147272j 0.0135814+0.00222585j -0.0217317-0.00145497j 0.0313321-0.000650203j -0.0124793-0.00382235j 0.0108211-0.000567882j -0.00679594+3.52334e-05j -0.0322149+5.47921e-05j -0.0342484+0.00615686j 0.0468166+0.0023321j 0.002166-0.000770479j 5.3157e-05+0.00204926j 0.0115868+0.00111438j -0.0647664-0.00268863j 0.0100442-0.00047709j 0.0234263-0.00216086j 0.0285764+0.000838191j -0.015076-0.000661791j -0.000887496+9.47434e-05j 0.0035622-0.000165356j 0.000468895-0.000415401j -0.0128881+0.000691682j 0.00289487+0.000160882j 0.00556276-0.000412495j -0.00494376+0.00127183j 0.00299369-0.000996671j -0.000156516-0.00164831j 0.00283507-0.000453807j 0.00036944-0.000318807j 0.00132964+0.00056134j 0.00413699+1.19821e-05j 
-0.000582939-0.00107398j 0.00846063+0.000820813j -0.00757464-0.00113084j 0.00957978-0.00224529j 0.00989372+0.000232362j -0.0297548+0.00190277j -0.000276593-0.00325673j 0.036489+0.00649333j 0.0261587-0.000219305j 0.00792461+0.000207104j -0.0096965-0.00131681j 0.0422749+0.00216443j -0.0280942+0.00318244j -0.000648328+0.00452427j -0.00730054-0.0016279j -0.00034817-0.00175221j 0.0468853+0.0014018j 0.0387234-0.00260243j 0.0116811+0.00324289j 0.00736386+0.000797771j 0.000410317+0.00399805j -0.0313744+0.000317551j -0.0150507-0.0011293j 0.0346761-0.00199982j -0.0142137+0.000265035j 0.0142002-0.00219389j -0.00579359+0.00336989j -0.00916833+0.00196765j 0.119788-0.0027261j -0.00396773-0.00295167j 0.0441639+0.00141662j 0.0623709+0.000906189j -0.1378-0.000531023j -0.0403498+0.000281233j 0.0936696+0.00042196j 0.152625+0.0012621j 0.205739-0.000954707j 0.279701-0.00155077j 0.236864-0.00119657j -0.301968-0.000681921j -0.141566-0.00170179j -0.22782+4.95594e-13j 0.0948375-0.0012816j 0.117887+0.000390717j -0.102295+0.00209475j 0.0887618-0.00119417j 0.000590906-0.00189503j 0.0657459+0.00333286j -0.0739745-0.000232986j -0.0621417-0.00291715j -0.0581634-0.000858419j -0.15358-0.00276045j 0.141311-0.00266137j 0.0383565-0.00030619j 0.0103814-0.000693416j -0.0493751+0.00175465j 0.0656662+0.000195299j -0.0573083-0.000875011j -0.0230838-3.60412e-06j 0.00605656-9.35022e-05j -0.0236938-0.000430524j -0.0482795+0.00064953j -0.0402935+0.00113667j 0.0218087+0.00160488j 0.0318873+0.00138628j -0.0151566+0.000756798j 0.00225263-0.000126818j 0.00640947-0.00219608j 0.0189584-0.0021913j -0.00565969+0.00179866j -0.00708128+0.000921632j 0.028644+0.000271393j -0.0122046-0.0039324j 0.0127452+0.00252444j 0.000147174+0.00250459j -0.00235248+0.000226403j -0.0413139+0.00237528j 0.0212917-0.00186362j -0.00770562-0.00213134j 0.0251939-0.00256227j -0.0317563-0.00353507j -0.0157179-0.00236835j 0.0112051+0.000752553j -0.00978641-0.00043282j 0.00930861-0.00200501j -0.000822433+0.0010698j 0.00439976+0.00150308j -0.000975672-0.00251699j 0.00348284+0.00255676j 0.00557094+0.000941034j -0.00341498-0.000609125j -0.00559875-0.000107017j 
-0.00142033+0.00251575j -0.0395434-0.000750533j 0.00381281+0.000380034j 0.00989755+0.00104065j -0.0309735-0.0016859j 0.0543986-0.00362041j -0.0238102-0.000437221j -0.00750705+0.00133585j -0.011361-0.000596847j 0.0255327-0.0018939j 0.0292585-0.00108384j -0.00462898-0.000211807j -0.0375849+0.00433227j 0.0302415-0.000765377j 0.0130819+0.00143068j -0.00170802+0.000195164j -0.00891181+0.00293317j 0.0375095-0.00137115j -0.0154882+0.00041575j 0.00967315+0.000644957j 0.0240589+0.0010191j 0.0242429+0.000904216j -0.0252431+0.000590219j 0.0081856-0.000211728j -0.0395028-0.00114404j -0.0285552-0.000200737j 0.119304+0.00435852j -0.0755886-0.00280479j 0.00426274-0.00285386j -0.068075-0.00290721j 0.0571811+0.00358624j -0.0159048-0.00116126j 0.0296776+0.00267043j -0.0683049-0.00120814j 0.168961+0.00253277j -0.15882+0.000102481j 0.3183+0.00049259j -0.061953-0.000333266j 0.0177897-0.000896463j 0.258865+0.00135165j -0.0814754-0.000130839j 0.0948375+0.0012816j 0.234533-4.37146e-14j -0.0643845+0.00202892j 0.0300934+0.000142181j -0.118241+0.00180652j -0.0145527+4.70375e-05j -0.139838+0.000670068j -0.17421-0.00106095j 0.121655-0.00011503j 0.0549833-0.000184401j -0.144212+0.000224196j -0.0834276-0.00191318j 0.0019166+0.000215504j 0.0713697-0.000889943j -0.0226529+0.000628928j 0.0868303+0.0033875j -0.14753+0.00270673j 0.0175351-0.00370053j -0.011411-0.00144031j 0.0471668+0.00186037j 0.0163755-0.00308455j -0.0050518+0.000933969j 0.0264538+0.00335581j -0.00314216-0.000614418j -0.0330905+0.00338574j -0.0111278-0.000967632j -0.00397479+0.00171772j 0.054842-0.0037809j -0.00557928+0.00342187j -0.0106558+0.00121714j 0.00698817-0.00117542j -0.0457237+0.000794387j 0.019773+0.00269216j -0.0192039+8.95494e-05j 0.00291766-0.000325152j -0.0341875+0.00333601j 0.0237873-0.00301159j -0.0226154-0.00477928j -0.0429489+0.00266116j 0.026091-0.00247802j -0.0134532-0.00222523j -0.0228342-0.00232324j 0.0100127+0.000847708j 0.00190416-5.5739e-05j 0.00787842+0.0014778j -0.000272362-0.000682392j 0.0045549-0.000686317j -0.00332784-0.00152359j 0.00293437-0.003368j 0.0110465+0.000693786j 0.00171097-0.00126394j 
