-0.16985+5.01335e-16j -0.0272573+0.016319j 0.051396+0.0889038j -0.0346563-0.0835198j -0.0248757+0.0273286j -0.0273805-0.0159774j -0.00409047+0.0632596j -0.00799272+0.0347759j 0.0076438+0.0317241j -0.0133442-0.00153764j 0.000699519+0.0212953j 0.00759073+0.0247522j -0.053792-0.0118621j -0.0142501+0.0457406j 0.000364811-0.0196818j 0.00791718-0.0172142j 0.0020301-0.00520058j 0.00962334-0.0202277j -0.0141726+0.0133386j -0.00158507-0.0118107j 0.00191382+0.0208575j -0.00826894+0.0260368j 0.00139555+0.00162942j -0.0106652+0.0138053j -0.0264307+0.0114814j -0.00104908+0.0251589j -0.015197+0.0467951j -0.0383877-0.027157j -0.016086-0.000838978j 0.00417645-0.018193j 0.0401822-0.0108757j 0.00812193-0.00734647j -0.0111168-0.0425782j -0.000954063-0.00860295j -0.00188866+0.0124985j -0.0209718-0.00139893j -0.00976021-0.010719j -0.000948851+0.00998639j 0.00247179-0.0331757j -0.0364828+0.00260545j 0.00572097-0.00726952j 0.0159598+0.00393124j -0.0102894+0.036527j -0.00751412+0.00947277j -0.00168693+0.00487654j 0.00461026+0.00197542j 0.0144471-0.0196283j -0.00850716-0.00350134j 0.0149457+0.00130174j 0.00641474-0.010858j -0.022197+0.00391343j 0.0284221-0.000991551j -0.0104035-0.00866478j -0.013143+0.0128463j 0.0188241-0.039401j -0.008522-0.00707199j -0.000582847+0.00722891j -0.028263+0.0406179j 0.00937956+0.0157883j 0.0151348+0.0420027j -0.0151445+0.024265j -0.0158029+0.0143111j 0.0223684-0.00482837j -0.00523808-0.0088016j 0.0314911-0.0125768j 0.0199424-0.00283932j 0.028643-0.0323037j 0.0315055+0.0225025j -0.0115376-0.0316987j -0.0170432-0.000109823j 0.0419523+0.0062154j 0.0223073-0.00261074j 0.0218925+0.0251874j 0.0257607+0.000386888j -0.0373043-0.00291173j -0.011264+0.0518009j -0.0433507+0.0332348j 0.00545798+0.0380242j -0.0150482-0.043998j 0.0203655-0.0471747j -0.0100774+0.00409089j 0.0456833+0.00828712j 0.00334689-0.00153179j 0.117159-0.052392j 0.0434784-0.106813j -0.0248388-0.311359j -0.366311-0.0769218j -0.0053387-0.163582j -0.0107847+0.166786j 0.124812+0.00958465j -0.01548-0.0046264j -0.180787-0.0238217j 
0.0419523-0.0062154j -0.0418368+0.0100456j -0.0165001+0.0774117j -0.0550725-0.0384289j 0.0655157-0.154138j 0.0342104+0.00913439j -0.134769-0.0807031j -0.00908046-0.0255926j -0.00962964-0.0257444j 0.0358515-0.00343646j 0.0113736-0.0229663j 0.00694873-0.0645925j -0.0272349-0.0330307j -0.0554073+0.127007j -0.0545734-0.0439313j -0.0625006+0.0297767j 0.0227089-0.02072j -0.0522894+0.0281483j 0.0334985+0.101891j -0.0635195-0.0924798j 0.0559919-0.0734077j -0.00498049+0.080495j 0.0565163+0.118356j -0.0215156+0.0829165j 0.0075105-0.0291645j 0.0167921+0.0248912j 0.004853+0.00445691j -0.0770112+0.0882232j 0.0359189-0.036919j 0.0136796-0.00180618j 0.0460411+0.10526j 0.0421198+0.0755006j 0.0409442+0.0315393j 0.00100834+0.0862505j 0.0249725-0.0350436j 0.0266137+0.0137892j 0.0792916+0.0561246j -0.0172802-0.0357725j 0.0510145+0.050113j 0.0259519-0.00482692j 0.00434413-0.00789021j -0.0534938+0.0619342j 0.0490807-0.0232256j -0.0317867-0.0190371j 0.0814352-0.114335j -0.00779975+0.0167676j -0.0362656-0.00366325j 0.0117294-0.067839j -0.0240703-0.0320267j 0.0136232-0.082544j 0.0786171-0.0877371j -0.00911765-0.000106166j -0.00210012-0.0518026j 0.0604832-0.039267j 0.0160105-0.00963098j -0.0292652+0.0578335j 0.0626866-0.0548582j 0.007683+0.0302173j -0.0614206-0.0562695j -0.0533088-0.0443171j -0.0559026+0.08799j -0.0290327-0.0192244j -0.0300836-0.0153018j -0.0538873+0.0147074j 0.0653654-0.0103497j -0.0193098+0.0623492j 0.0167923+0.0619207j -0.209097-0.0457024j -0.0942249+0.048967j 0.0821045-0.01136j 0.0659052+4.40203e-14j -0.0810998-0.0238948j 0.0761577-0.00498302j -0.00463058-0.000661918j 0.0797344-0.0203078j -0.100156+0.00411472j 0.0134947-0.0232128j -0.0377971-0.0102415j -0.030933+0.0406763j -0.00838189-0.0377745j 0.0227587-0.0904787j -0.0688067-0.00519963j -0.0264064-0.00991707j -0.039144+0.0278761j 0.0221226-0.0207317j -0.0219461+0.0142543j -0.00800942+0.0501851j 0.0433471-0.0613234j 0.00776259-0.0379562j 0.018559+0.0115176j 0.00994088-0.0170968j -0.0238184-0.0345151j 
0.0223073+0.00261074j 0.0290005-0.00958383j -0.0510452+0.0262079j -0.0336948+0.000601156j 0.0542161-0.0746727j 0.00661999+0.0605517j -0.065482-0.0833879j -0.00886071-0.00417113j -0.0481524-0.0253542j 0.0094869+0.0246237j 0.0690827+0.0718176j 0.0465954-0.0661774j 0.0659798-0.0294497j -0.126309+0.043667j 0.00538395+0.0132455j 0.0521404+0.00996898j -0.0967276-0.0661551j 0.00152979+0.0214929j 0.00862404-0.0191032j 0.0853079-0.000826651j 0.0482079+0.0373451j -0.00345165-0.0249949j -0.128372+0.0512215j 0.0837065-0.0903496j -0.0566495+0.00668952j 0.0242355-0.0195582j -0.0298865+0.00677369j 0.0281357+0.0394818j 0.0219899+0.0525574j -0.0671842+0.0110492j -0.0224104+0.0491488j -0.00928122+0.0251785j -0.00379586+0.00477445j 0.0143757-0.0107992j 0.0228787+0.150112j -0.0281896-0.0217463j 0.0131651+0.0248878j -0.0108879-0.000843058j 0.0110628+0.0573973j -0.055797-0.0127238j 0.0856242+0.0370219j -0.00774528+0.057219j -0.0207332+0.0447536j -0.0667618+0.08512j -0.00095114+0.0140921j 0.0736598-0.0954824j 0.0785193-0.000272508j 0.0155434-0.0727145j -0.0127112-0.0153429j -0.00989984-0.133839j -0.0472004+0.00228727j -0.0253494+0.0715681j 0.13185+0.0110328j -0.0121201+0.0558807j -0.0620071-0.00249485j -0.057093+0.0253694j -0.00167875+0.028609j 0.0130478-0.00529107j -0.00104193-0.0365431j 0.0299826-0.0118369j 0.0442714+0.015354j 0.108004+0.121637j 0.0565599-0.0133986j -0.0820963-0.0157767j 0.0114703+0.0188968j 0.00430775+0.0690571j -0.0442351+0.00819953j 0.167162-0.0200536j 0.0753693+0.0101292j 0.0550328+0.0122764j -0.0810998+0.0238948j 0.134271+1.5282e-13j 0.0408895+0.00488607j -0.0391259-0.00196325j 0.0194034-0.0167567j 0.103998-0.0174163j 0.0306238+0.0612662j 0.00786749-0.0679033j 0.0813426-0.042147j -0.00160544-0.015377j 0.0575098-0.0441267j -0.0222828-0.0597433j 0.00487181+0.00275043j -0.0272984-0.0598299j 0.0352184+0.0121847j -0.0191528+0.0628515j -0.0470053+0.0192772j 0.0113391-0.0255075j -0.00290174-0.0377351j 0.0140019-0.0215555j -0.00116685-0.0149037j 0.0170394+0.00867672j 
0.0218925-0.0251874j -0.042452+0.0119713j 0.034618+0.0426368j -0.0344344+0.0244497j 0.0708936-0.00681723j -0.00241972-0.000465319j 0.0643535+0.04646j 0.0358576+0.0155512j 0.0513691-0.0113726j -0.118524-0.0148485j 0.026725+0.0228826j 0.0705048+0.0684259j -0.0418331-0.0334336j 0.0550511-0.0578791j -0.01396+0.0318479j 0.016498-0.0794742j 0.035553+0.0315097j -0.000101114+0.0809969j 0.112843+0.0178888j -0.0169601-0.0176862j -0.0272334-0.0569813j -0.0551969+0.0744696j -0.0420001-0.0153364j 0.0495441-0.0212264j 0.0210522-0.0959022j 0.0247891-0.0367188j 0.00100909+0.00595258j 0.0287307-0.0660026j -0.074055+0.0514866j -0.04888+0.00866413j 0.0346279+0.0509087j -0.0985348-0.0531974j -0.0201237-0.0758762j 0.0565716+0.0252998j 0.012721-0.00230117j 0.0369223+0.0181612j 0.033684+0.0207586j -0.0367759+0.000427273j -0.00550739-0.0194704j 0.0201638+0.0843328j -0.0390577+0.0733608j -0.0108636-0.118436j -0.010801+0.00739693j -0.0559581-0.0374155j 0.0450493+0.0475895j -0.0879424+0.0151093j 0.0627694+0.0347404j -0.0512057+0.0558046j -0.0820259-0.014755j -0.0187509+0.097831j -0.0335848+0.0416513j -0.0567441+0.0284609j -0.0240062-0.0114848j 0.0113196+0.0277945j 0.113443-0.0256399j -0.049436+0.0579132j -0.00294609+0.0848472j 0.00634856-0.0216611j 0.0787479-0.0399318j 0.048731+0.0685555j 0.00946682-0.0417536j -0.000358818+0.112006j -0.0259059-0.00655224j 0.0990476-0.0873608j 0.00399132+0.0436502j -0.0352915+0.000153655j 0.146592-0.0423355j -0.123079-0.0212959j -0.12101+0.0013648j 0.147618-0.026723j 0.0761577+0.00498302j 0.0408895-0.00488607j -0.105392+2.42861e-15j -0.0690509-0.0306021j 0.0522519-0.0423511j -0.0030091+0.0125381j 0.0915715-0.00947308j -0.0242498+0.0195878j -0.00454099+0.0419536j 0.00343436-0.00656574j -0.168766-0.014427j -0.0465655+0.0500102j -0.0390489-0.0806336j 0.0172848-0.0183895j -0.022789+0.0390219j -0.0189449+0.00486238j 0.0117775+0.0019657j -0.00739097-0.0142394j 0.0325093-0.02693j 0.0253281-0.000738056j -0.00405082+0.0297108j 0.039058-0.0528075j 
0.0257607-0.000386888j 0.0223104-0.0230212j -0.0317664-0.0394937j -0.0294949-0.0153553j -0.0560206+0.0418531j 0.130146-0.0596935j 0.0586962-0.0351169j -0.0708562+0.0268875j -0.0142305+0.0868232j -0.0174888-0.11712j 0.143779-0.0669627j -0.0837524-0.0710898j 0.0231664+0.0213706j -0.0674469-0.0904968j -0.0771516+0.0127905j 0.0753876-0.146697j 0.0732584+0.000900644j -0.0330001-0.0576597j 0.0658472+0.00964923j 0.00156433-0.101239j -0.0294766+0.0135876j -0.0144054+0.0280897j -0.0581432+0.0165833j -0.0170127-0.0399805j -0.0585316-0.0667637j -0.00912825+0.0597465j -0.0131584+0.0619929j -0.179351+0.017566j 0.055647+0.049581j -0.0907719-0.00974892j -0.0342428-0.0722069j -0.0497487-0.0164862j -0.0151148+0.111044j -0.0158277-0.0310758j 0.0478821+0.0144256j -0.0368284+0.0571717j 0.137925-0.0686774j -0.0253037-0.034813j -0.0486368+0.0408123j -0.0255943-0.0455802j 0.0396555+0.0221467j 0.0338846-0.0388997j 0.13403+0.0253767j -0.059496+0.0447607j 0.0523939-0.0437705j 0.0321359+0.0213735j -0.0607128-0.0124848j 0.0535416-0.0163943j 0.0132048-0.0105264j 0.0821345+0.0328751j -0.0387526-0.0441507j -0.00801862+0.041761j 0.0515305-0.0553087j -0.0176742+0.0448628j -0.0218471-0.0260538j 0.00786957-0.048865j 0.0733906-0.0110637j -0.0738355-0.115419j 0.0371433+0.0702102j 0.0321313-0.000806876j -0.00105559-0.0283726j -0.104779-0.082243j 0.0595836-0.0631498j -0.129253-0.0348538j -0.0234063+0.0744284j 0.0436235-0.0429429j -0.0432597+0.0355982j 0.0323099-0.0402934j -0.132825+0.11886j 0.106469+0.00684295j -0.00463058+0.000661918j -0.0391259+0.00196325j -0.0690509+0.0306021j 0.0131059-1.92554e-15j 0.0515001+0.0783049j -0.0124647-0.0287133j -0.0311443+0.0260084j -0.00355512-0.0110152j 0.0303028+0.0546266j 0.0523785-0.0465548j 0.0217372+0.0437593j -0.0159898-0.0612171j -0.0296581+0.0075746j -0.032695+0.0093475j 0.054952-0.000142628j -0.0236248-0.0179003j -0.0421144-0.0255483j -0.0411767-0.0106256j 0.0100155+0.00284494j 0.0054703-0.00348995j -0.0140713-0.0108532j 0.0121213+0.00386322j 
-0.0373043+0.00291173j -0.00601537+0.0136836j 0.020946-0.0100068j -0.00927911+0.0818927j 0.0261639-0.0204505j 0.0796568-0.0401481j -0.0358861+0.0938978j -0.0858261+0.145921j -0.0722466+0.0601195j -0.0804732-0.086869j 0.0542134+0.0783226j 0.0438791+0.113372j -0.0181494+0.0111631j -0.00161845+0.0145504j 0.0918005+0.0454824j 0.00817583+0.028104j -0.0518304-0.0494352j -0.00608085+0.0180405j 0.0298114-0.0737412j -0.036575-0.0285737j -0.0351621+0.0473078j -0.0278818+0.0139645j -0.0324771-0.00361178j 0.0709281-0.000734721j 0.00190544+0.0711392j -0.0859859-0.0356408j 0.0976916+0.0982722j -0.0649888+0.0314991j 0.110667-0.0624693j 0.045707+0.0860947j -0.0575369+0.00683596j 0.0105134+0.0182721j 0.0127467-0.0626281j 0.076327+0.0506099j 0.0356308+0.00461641j 0.0142373+0.0563625j -0.0357727-0.114106j 0.0828301+0.00583159j -0.115694-0.00834777j -0.0336779-0.0922014j -0.0153798-0.0233782j -0.103508+0.115121j -0.0525653+0.0239857j 0.0507322+0.0281937j 0.0161617-0.0186878j 0.0182529-0.019998j -0.0490185-0.0121854j -0.0561832-0.0279287j -0.00422019-0.0563131j -0.0105421-0.0363292j -0.0506538-0.0461652j 0.0102404+0.0555496j -0.0954203+0.0277863j -0.0655329-0.0150683j -0.0154434-0.0275301j 0.0364685-0.0232809j -0.0118297+0.0185846j -0.0576732+0.00507801j 0.0440818+0.0651303j 0.0698864+0.089535j 0.0440131-0.0126198j 0.0281254-0.000376694j -0.046987+0.0315023j -0.116104+0.0440781j -0.133469-0.000387942j -0.0593259-0.0262866j -0.0271361-0.0034569j 0.0800112+0.00479324j 0.119757+0.0110506j -0.0186784-0.00551545j 0.0797344+0.0203078j 0.0194034+0.0167567j 0.0522519+0.0423511j 0.0515001-0.0783049j 0.0550732-1.164e-15j -0.0116225+0.0231557j 0.0463586+0.0778969j 0.0175122+0.0378835j 0.0786005-0.00613414j 0.0258799+0.00969599j -0.0136922+0.000758447j -0.0404587+0.0138086j -0.0935519-0.0175837j 0.0057141+0.000684999j 0.0226951-0.00670957j -0.014809-0.0323926j -0.0101471-0.00253653j -0.0612753-0.0366725j 0.0051531+0.00896192j -0.0396209-0.0648212j 0.0250357-0.0117119j -0.0210608-0.0323913j 
-0.011264-0.0518009j -0.00434881-0.00786911j -0.00199081-0.0199211j -0.0533423-0.010481j 0.106346-0.0886339j 0.0943472+0.071766j 0.0207894+0.188944j -0.0659162+0.0827741j 0.0324063+0.0131341j 0.0464075-0.0946156j 0.0290917+0.0225471j 0.0563585+0.0169315j 0.0540527-0.0529828j -0.0658895+0.018108j 0.121607-0.0337038j -0.0803276-0.0461408j -0.0312762+0.00733534j -0.00603089-0.00775674j 0.0346158-0.0301711j 0.194706-0.0673635j -0.0756008-0.0135692j 0.0168054-0.00654582j -0.0310096-0.049267j 0.0597857+0.0171354j 0.0316763-0.0128736j -0.00199676+0.00797062j 0.0568865+0.00467366j -0.0108589-0.101917j 0.0408017+0.0187399j 0.0244298-0.0570689j 0.0604148-0.0203362j -0.0418864-0.0937309j -0.0683351+0.00585364j -0.00105586-0.108959j 0.0155226-0.0450917j 0.00922046+0.00432653j 0.0154569+0.0192855j 0.00879914+0.00771279j -0.0286037-0.00244593j 0.0361854-0.00225743j 0.0108826+0.063457j -0.134631-0.0345248j -0.0268941-0.0168046j 0.0822985+0.0289136j 0.0711101-0.0364885j 0.0520052-0.100483j -0.09096+0.0770132j 0.0282709-0.0100634j 0.000269514+0.0673595j 0.0226702+0.0125246j 0.0243008-0.00754842j 0.0245108+0.0380521j -0.030946+0.0114112j 0.104556+0.043962j -0.0151964+0.118284j -0.0306667+0.0291567j -0.0797265+0.0285449j 0.0117096-0.0535015j -0.0371496-0.00165174j -0.0163513+0.0101293j -0.142318+0.0419053j 0.0909944-0.0265721j -0.0578844-0.0139466j -0.0602628-0.0145351j 0.090158-0.00546364j 0.0272678+0.0287483j -0.0462543+0.00737554j -0.0537241-0.00592681j -0.0508066-0.0880725j 0.113562-0.0439627j -0.100156-0.00411472j 0.103998+0.0174163j -0.0030091-0.0125381j -0.0124647+0.0287133j -0.0116225-0.0231557j -0.0748753-1.85962e-15j 0.0365129-0.0380968j -0.0365187-0.0326217j -0.175468+0.0201876j 0.00758859-0.00473368j 0.0580528-0.0439032j 0.0719742-0.0117681j -0.0386779-0.0618551j -0.0274162-0.0224266j -0.0152088+0.0104846j 0.0771448-0.0163901j 0.0371487+0.0198063j 0.0357596-0.0139002j 0.060253+0.0217657j 0.00299614+0.0129912j -0.00594785+0.0470311j 0.000513036+0.00147278j 
-0.0433507-0.0332348j -0.0334951+0.0328481j 0.00223944+0.0963639j -0.0475231+0.0923815j 0.0873422+0.0880641j -0.0855811+0.104942j -0.0565732-0.0159886j -0.0756027-0.120423j -0.0367154+0.0154253j 0.0617005+0.0937681j -0.0400074+0.0848382j 0.00225767+0.0232598j 0.0328505+0.0866598j -0.0624961-0.171753j -0.00154162+0.0900795j -0.0692521-0.0187337j 0.0324851+0.068863j 0.0195631-0.00270119j -0.0757463-0.0452997j 0.0340284+0.0923948j -0.00147642-0.0316389j -0.0113639+0.0441659j 0.0476801+0.0798167j 0.0260399-0.0323634j -0.0713577-0.014417j -0.0472142+0.0535672j 0.0628224+0.0579255j -0.0398428+0.0485665j 0.130877+0.0999647j -0.0592615-0.0154051j 0.00299821+0.0344915j -0.0631568+0.00103585j 0.0499771-0.0313084j 0.103196+0.10256j -0.0313149-0.0149224j -0.118596+0.0057704j 0.01079+0.00858471j 0.021175-0.00786803j -0.0129093-0.0630686j -0.0268672+0.0256703j -0.00957554+0.0121921j -0.0224856-0.195173j 0.0484465-0.0403551j 0.0808425+0.0377162j -0.031013-0.00154898j 0.0211279-0.00507524j -0.0466246-0.00769815j 0.00146572+0.0209995j 0.0718187+0.0308307j 0.000248901+0.0371913j 0.0322748+0.0799276j -0.0194356-0.0837546j 0.0323169-0.00924931j -0.0529199+0.065213j 0.0516998-0.03041j -0.0615462-0.00964373j 0.00412058+0.00854347j 0.0525361+0.0466795j -0.0308969+0.0137706j -0.00713735+0.0160903j 0.00100487-0.0907774j -0.0625069+0.0482419j -0.100099-0.117881j -0.114894-0.102498j 0.145177+0.0794413j 0.0760275-0.0288494j -0.0856256-0.0497958j 0.00608096+0.0417017j -0.0369011+0.064741j -0.0814272-0.00111936j 0.0134947+0.0232128j 0.0306238-0.0612662j 0.0915715+0.00947308j -0.0311443-0.0260084j 0.0463586-0.0778969j 0.0365129+0.0380968j 0.0535793+1.33227e-15j 0.00869023-0.0333683j 0.025134+0.0218636j -0.0719852-0.0340728j 0.0206484-0.00257113j 0.00815081+0.00605665j 0.0208734+0.023538j -0.0131104-0.046204j 0.0237342+0.0241033j -0.00369989-0.0443684j 0.00278681+0.0218577j -0.00428002+0.0468698j -0.0493196-0.0112915j 0.000283179+0.016222j -0.00531669-0.000364528j -0.00964969-0.00910758j 
0.00545798-0.0380242j 0.0259917-0.00411179j 0.0144656+0.082819j -0.0943525-0.0173097j 0.00970134+0.171049j -0.102022+0.0877953j 0.069854-0.0402083j -0.0184981+0.127887j 0.0240415+0.0263219j -0.0389483-0.0444904j 0.0061734+0.0123081j 0.122757+0.0656818j 0.0182406+0.0319032j -0.0925413+0.0269786j -0.115833-0.0446668j 0.0119243+0.0526676j -0.0110411-0.0206185j 0.0470372+0.0213568j -0.154147+0.062041j 0.00428056-0.0149991j -0.0487573-0.0354891j 0.0486745+0.0447014j 0.0179863-0.0393552j -0.127994-0.014604j 0.0947926+0.0391697j 0.0311758-0.0184304j 0.0440279+0.00294485j -0.0213357-0.0470292j 0.0348244-0.0571679j 0.0816287+0.0366423j -0.0593528-0.00968285j 0.107276-0.0324392j -0.0173005-0.02871j 0.0131784+0.0463791j -0.0364077+0.0164011j -0.00674442+0.112675j 0.0468665+0.0536238j -0.050907-0.0147379j 0.00972342+0.0507606j 0.040186+0.034979j -0.0367773-0.0269075j 0.0404286+0.120618j 0.0268311+0.0765235j 0.0295103-0.0372709j -0.0580695+0.0191741j 0.0148167-0.0012299j -0.0569342-0.036917j -0.0128375-0.0380362j -0.0182247-0.0968507j 0.03673+0.0172964j -4.48395e-05-0.0201977j 0.0332162-0.0554246j 0.00373059-0.00339088j -0.0136134-0.0962146j -0.0391534+0.0832511j 0.024116-0.0295646j 0.0801736-0.0282038j -0.115454-0.053457j 0.0799249+0.109623j 0.0109958+0.0530451j 0.0222219-0.0665647j 0.0762789-0.0012133j 0.0324212+0.0326006j 0.00136355+0.0518846j 0.0791037+0.0551941j 0.0823546+0.0464417j -0.03482+0.0588501j -0.0979662-0.0162572j -0.102263-0.0378494j 0.00597826-0.0312898j -0.0377971+0.0102415j 0.00786749+0.0679033j -0.0242498-0.0195878j -0.00355512+0.0110152j 0.0175122-0.0378835j -0.0365187+0.0326217j 0.00869023+0.0333683j -0.0789357-2.76515e-15j -0.102423-0.0134323j 0.0224407-0.0200464j -0.0304041-0.0160626j -0.0430113-0.00784113j 0.0578084+0.034984j 0.0455538+0.0285819j -0.00923341+0.0502651j 0.0548868+0.0409622j -0.00665329-0.0616892j -0.0725771-0.0646534j -0.0168138+0.0725381j -0.043659+0.0268694j -0.0280235-0.0163945j -0.00570015+0.017756j 
-0.0150482+0.043998j -0.0278518-0.0560036j 0.0493179-0.120331j 0.121008-0.00560783j -0.0374763+0.0914079j -0.0582735-0.0893253j -0.0198349-0.0044055j 0.0523125+0.128588j 0.0135735+0.0450967j 0.0573202+0.00138554j 0.0433975-0.00288919j 0.00688975-0.117894j 0.0301267-0.0643791j -0.0694699-0.120706j 0.0149276+0.0649579j -0.0758681-0.0303687j -0.0185087+0.0636041j 0.028405-0.0141602j -0.0235992-0.0436134j -0.00151048-0.0127142j 0.0348615-0.0528057j 0.018111+0.010213j 0.0365922-0.0565661j -0.0236568-0.115259j -0.0178662+0.0921375j -0.0770693+0.0478727j 0.020938-0.00382474j 0.0187815+0.0988787j 0.012825-0.142222j -0.0764361+0.0127732j -0.00766628+0.0877388j 0.0632139+0.0284671j -0.00269511-0.151267j 0.0199733-0.0102532j 0.00141548-0.0289758j -0.0242119-0.117068j -0.0273405+0.0168547j 0.027303+0.0187004j 0.0827568-0.0139795j 0.0526482+0.0526686j -0.000322981+0.0554356j -0.0282269-0.0497989j -0.0524633+0.0891392j 0.014185+0.0168835j -0.029255+0.0213233j 0.000264716-0.0809883j -0.000839043-0.0304515j -0.00480074-0.0144396j -0.059656-0.0132445j -0.0227917+0.00683175j 0.0616203+0.0812871j -0.0798005-0.0818759j -0.0724584+0.0137348j 0.0245993+0.0355449j 0.0523474+0.0204583j -0.0227556-0.074645j 0.0669679+0.0429028j -0.0967802+0.0118875j -0.0503414+0.0488162j 0.0134191-0.0385871j -0.0754421-0.00437235j -0.0592212-0.0712804j 0.0405348+0.035748j -0.112187+0.0134717j 0.0067939+0.0900787j 0.0569499+0.0450729j -0.0210259-0.0703257j -0.111883-0.0310921j 0.0165844-0.0824573j 0.0126376+0.0331417j -0.030933-0.0406763j 0.0813426+0.042147j -0.00454099-0.0419536j 0.0303028-0.0546266j 0.0786005+0.00613414j -0.175468-0.0201876j 0.025134-0.0218636j -0.102423+0.0134323j 0.0947413-2.77556e-16j -0.0937897+0.0228526j 0.0321641+0.0523429j -0.0376803+0.0740664j -0.0357472+0.0327869j -0.0526901+0.0163263j -0.0260472-0.00347852j -0.0575073+0.0997747j -0.0190746-0.00481519j 0.0173315-0.0038517j 0.0060594+0.0238364j 0.00623693-0.0416536j -0.00136528+0.0025608j 0.00404953-0.00705432j 
0.0203655+0.0471747j 0.0619705+0.0964802j -0.131691-0.0833588j 0.067612-0.0338736j -0.00193748+0.00406279j 0.00521148+0.00220431j -0.0762466-0.0996064j -0.0113564+0.096433j -0.0808072-0.0388298j 0.00231113+0.0180018j 0.036233-0.015382j 0.0395418-0.00828772j 0.108782+0.0345682j 0.0444781+0.0424269j -0.0153962-0.102861j 0.0143019-0.00610165j -0.000320896+0.0227278j -0.00168969-0.0192594j -0.0111603+0.00486298j 0.0146777-0.00819588j -0.0170698+0.0308009j 0.0743539+0.0329561j 0.0781326-0.0168883j 0.015149+0.0302145j 0.0368219+0.0525771j 0.109697+0.133192j 0.0747927+0.0692686j 0.0739947-0.0530381j -0.0043741+0.0162009j -0.010136-0.0116985j -0.017785-0.0914772j -0.033097-0.0186991j -0.016203-0.0216945j -0.0524724-0.017116j 0.0341414-0.00347727j -0.0450042-0.00886429j 0.0161287+0.016328j 0.041516-0.107064j -0.122611+0.00834402j 0.0234074-0.00642313j -0.00791061+0.117197j -0.0216946-0.0649073j 0.0223415+0.0463415j 0.000864237+0.0178217j -0.0152081-0.0440838j -0.0333441+0.0742295j 0.0245961-0.011774j -0.00866399+0.00200186j 0.0747749+0.00554365j -0.0385901+0.0911579j -0.0186573+0.0226222j 0.055039+0.0206337j 0.000888083+0.00172429j -0.0735939-0.0327042j -0.032123+0.0232412j -0.00208047-0.0801071j 0.02078+0.0742676j -0.0372764-0.00675957j -0.0282819-0.0125674j 0.0290198-0.0236817j 0.0821591+0.000374792j -0.0465556+0.0677643j -0.104834+0.0569471j -0.0777908-0.0399215j 0.00479644+0.0367316j 0.151614+0.0304733j -0.0707365-0.0134757j -0.0210188+0.0163743j -0.0458488-0.0164063j -0.0252197-0.0174486j -0.00838189+0.0377745j -0.00160544+0.015377j 0.00343436+0.00656574j 0.0523785+0.0465548j 0.0258799-0.00969599j 0.00758859+0.00473368j -0.0719852+0.0340728j 0.0224407+0.0200464j -0.0937897-0.0228526j -0.0752122+1.38084e-15j -0.0348646+0.0491241j 0.118366+0.0517991j -0.0709773+0.0278441j 0.00833031+0.0123548j 0.0289754-0.0331335j 0.010996-0.019425j -0.0919209-2.23681e-05j -0.0612745-0.0231695j 0.0290032-0.0398178j -0.0106042-0.120998j 0.0541911-0.0615262j -0.0169844+0.0221449j 
