-0.16985+5.01335e-16j -0.0272573+0.016319j 0.051396+0.0889038j -0.0346563-0.0835198j -0.0248757+0.0273286j -0.0273805-0.0159774j -0.00409047+0.0632596j -0.00799272+0.0347759j 0.0076438+0.0317241j -0.0133442-0.00153764j 0.000699519+0.0212953j 0.00759073+0.0247522j -0.053792-0.0118621j -0.0142501+0.0457406j 0.000364811-0.0196818j 0.00791718-0.0172142j 0.0020301-0.00520058j 0.00962334-0.0202277j -0.0141726+0.0133386j -0.00158507-0.0118107j 0.00191382+0.0208575j -0.00826894+0.0260368j 0.00139555+0.00162942j -0.0106652+0.0138053j -0.0264307+0.0114814j -0.00104908+0.0251589j -0.015197+0.0467951j -0.0383877-0.027157j -0.016086-0.000838978j 0.00417645-0.018193j 0.0401822-0.0108757j 0.00812193-0.00734647j -0.0111168-0.0425782j -0.000954063-0.00860295j -0.00188866+0.0124985j -0.0209718-0.00139893j -0.00976021-0.010719j -0.000948851+0.00998639j 0.00247179-0.0331757j -0.0364828+0.00260545j 0.00572097-0.00726952j 0.0159598+0.00393124j -0.0102894+0.036527j -0.00751412+0.00947277j -0.00168693+0.00487654j 0.00461026+0.00197542j 0.0144471-0.0196283j -0.00850716-0.00350134j 0.0149457+0.00130174j 0.00641474-0.010858j -0.022197+0.00391343j 0.0284221-0.000991551j -0.0104035-0.00866478j -0.013143+0.0128463j 0.0188241-0.039401j -0.008522-0.00707199j -0.000582847+0.00722891j -0.028263+0.0406179j 0.00937956+0.0157883j 0.0151348+0.0420027j -0.0151445+0.024265j -0.0158029+0.0143111j 0.0223684-0.00482837j -0.00523808-0.0088016j 0.0314911-0.0125768j 0.0199424-0.00283932j 0.028643-0.0323037j 0.0315055+0.0225025j -0.0115376-0.0316987j -0.0170432-0.000109823j 0.0419523+0.0062154j 0.0223073-0.00261074j 0.0218925+0.0251874j 0.0257607+0.000386888j -0.0373043-0.00291173j -0.011264+0.0518009j -0.0433507+0.0332348j 0.00545798+0.0380242j -0.0150482-0.043998j 0.0203655-0.0471747j -0.0100774+0.00409089j 0.0456833+0.00828712j 0.00334689-0.00153179j 0.117159-0.052392j 0.0434784-0.106813j -0.0248388-0.311359j -0.366311-0.0769218j -0.0053387-0.163582j -0.0107847+0.166786j 0.124812+0.00958465j -0.01548-0.0046264j -0.180787-0.0238217j 
-0.028263-0.0406179j -0.00350671-0.00607907j 0.0110397+0.0626401j 0.0406024+0.0157553j 0.0732744-0.0274362j 0.031832-0.00902548j 0.0236512-0.0377844j -0.0519678+0.0543523j -0.142458+0.00348655j 0.0430469+0.0753083j -0.00504703+0.0629948j -0.0401007-0.0257268j -0.0434839+0.0068237j -0.0268173+0.0977592j -0.0152026-0.0262118j 0.0950131-0.0789096j -0.0113506+0.00918394j 0.0728287+0.0829237j 0.0871873-0.0614531j -0.0137441+0.00493693j 0.0187933-0.0530081j -0.018607+0.0352575j -0.0114199-0.0388715j 0.0165525-0.0278983j -0.0447676-0.0280711j 0.0275022+0.0123489j 0.0501524+0.019926j -0.0176441-0.0420093j 0.0434407-0.132493j 0.0410665+0.0822356j -0.0312969-0.0960136j -0.024061-0.010284j 0.0916415+0.0693054j 0.0169772+0.0893723j 0.100017+0.174069j -0.104586-0.0678198j -0.11811-0.00551053j 0.00937156-0.0822456j 0.0615932+0.0328792j -0.0522999+0.090061j 0.028381+0.00301641j -0.0135122-0.0800106j 0.113557-0.0054881j -0.132662-0.055538j -0.00642662-3.78937e-05j 0.107665+0.0677704j 0.0374062+0.0582945j -0.0350984+0.0227805j 0.0443849-0.0279304j 0.0750374+0.0169437j 0.00625366-0.0189951j 0.0502596+0.0711979j -0.0780529-0.0380752j 0.0507814-0.10379j 0.0733677+0.0324061j -0.101454+0.0245577j 0.0875871+0.0373357j 0.0860158-3.80251e-15j 0.00380667+0.0437127j -0.0368527+0.053662j 0.110913+0.00315946j 0.0314582+0.0615013j -0.0884741+0.0505826j 0.0207374+0.0267362j -0.123008+0.0609535j 0.0303446+0.0673904j -0.0379324+0.0434766j -0.129299+0.0316114j 0.0059633-0.0642166j -0.0265151-0.0118619j 0.007683-0.0302173j 0.0130478+0.00529107j 0.00634856+0.0216611j -0.0738355+0.115419j -0.0576732-0.00507801j 0.0117096+0.0535015j 0.0525361-0.0466795j -0.115454+0.053457j -0.0967802-0.0118875j -0.0372764+0.00675957j 0.0626638-0.0360321j -0.0339195-0.0240396j 0.0909514-0.0151563j 0.0778351-0.00130994j -0.0568415-0.024941j -0.0628357+0.0202976j 0.062857+0.0190724j -0.110571+0.0263765j -0.0545224+0.0513142j 0.013489-0.0274259j -0.0186423+0.014893j -0.0349692-0.0240137j 
0.00937956-0.0157883j 0.00668304-0.0154841j 0.0560848-0.0226748j -0.00677691+0.0703063j 0.0458345+0.0175428j 0.103221+0.0328264j 0.109541+0.0414544j 0.069549-0.0367441j -0.0717529-0.0476652j -0.0211193+0.0285425j -0.0102122-0.137284j -0.0844272+0.0613848j 0.0175295-0.0207491j 0.0438661-0.00190066j 0.0407755-0.0732152j 0.0566409-0.0669821j 0.0765753+0.0705069j 0.0753312+0.0261393j 0.0869642-0.0705695j -0.0306246+0.0383412j -0.0931655+0.0447032j 0.0163339-0.034588j -0.00501276-0.0373067j -0.0922528-0.117436j 0.0269015+0.0570123j 0.0228489+0.0294329j 0.037688+0.0652435j 0.0108096-0.131525j -0.0495286-0.023964j -0.068701-0.0681004j -0.0114841+0.00897633j -0.0255605-0.0042903j 0.00877652+0.0648723j 0.0429707-0.0788241j 0.0687595+0.0382042j 0.052283-0.0322121j -0.034558-0.0721009j -0.0705515-0.0257664j 0.0249638+0.0570618j -0.0333616+0.0662006j 0.0253245+0.0739744j -0.00791659-0.102988j 0.0304901+0.0151178j 0.0568183-0.0273503j -0.0346978-0.0606444j 0.0774199-0.103937j -0.0817289+0.0389463j -0.153172-0.0324926j -0.0443666+0.0185068j -0.123759-0.0428936j -0.0351398-0.0235082j -0.0371948-0.0141197j -0.0712575+0.109717j -0.00480639+0.109507j 0.122098-0.0324666j 0.00608171-0.121189j -0.00519868+0.0538013j 0.00380667-0.0437127j 0.0612066+1.34059e-14j -0.0701553-0.0909987j 0.0911295+0.0496474j -0.188578-0.0640275j -0.0101555-0.059881j -0.0499904+0.00877908j 0.140926+0.0405083j -0.0534722+0.00044845j -0.0530326-0.0802949j 0.049302+0.0525092j -0.0242261-0.0581647j 0.00483377+0.0430674j -0.0614206+0.0562695j -0.00104193+0.0365431j 0.0787479+0.0399318j 0.0371433-0.0702102j 0.0440818-0.0651303j -0.0371496+0.00165174j -0.0308969-0.0137706j 0.0799249-0.109623j -0.0503414-0.0488162j -0.0282819+0.0125674j 0.0848532-0.0541311j -0.052673-0.0601257j -0.0223792+0.0346665j -0.0142892-0.0285846j -0.0169723+0.0126507j 0.0229036-0.0471008j 0.00171486-0.08374j 0.0241302+0.0293704j 0.0506512-0.0560085j -0.0374617-0.0253373j -0.0127953+0.0115241j 0.017092+0.016068j 
0.0151348-0.0420027j -0.0184711+0.0211409j -0.00212042-0.0581313j 0.00570087+0.0349991j -0.029597-0.0269406j 0.0793805-0.0139823j 0.0430358+0.00386509j -0.023522-0.0810675j 0.0367347+0.120125j 0.0502067-0.0767296j 0.0472335-0.0350742j -0.0240474-0.0633804j -0.0639324+0.108131j -0.020315+0.00434319j 0.0150328-0.0831055j 0.153848-0.0814458j -0.00933507-0.0736429j -0.00108001+0.0207712j -6.49497e-05-0.0458096j 0.0755722-0.0686434j 0.0327526-0.0696618j 0.0712183+0.0215005j 0.028007-0.0360438j 0.0266783+0.0597541j -0.0401064+0.0190187j -0.0817541-0.060673j -0.0236884+0.132398j 0.0761287+0.0669219j 0.00754355-0.100271j -0.0277267-0.0470977j -0.091664-0.011316j 0.0556639-0.0735861j 0.0731471-0.070843j -0.049524-0.00581285j -0.0502024-0.0925216j -0.00445306-0.0789294j -0.0458606+0.0158007j 0.130333+0.107706j 0.0861857-0.0455025j 0.0230655-0.00144943j 0.0488566+0.0359265j -0.0687227-0.108033j 0.0141974+0.114201j 0.0127539-0.0236859j 0.0617581+0.0868356j -0.000661867-0.0776617j -0.000998697-0.0301332j 0.0847481+0.0131975j 0.00147769+0.00647646j -0.0348973+0.0978157j 0.0802869-0.010956j -0.0349285+0.00267008j -0.0184855+0.00970008j 0.0239713+0.00508077j -0.0286202+0.0140777j -0.0417919-0.095348j -0.00739109+0.0340818j -0.0368527-0.053662j -0.0701553+0.0909987j 0.0821602+4.1217e-15j -0.0763329-0.102088j -0.0384558-0.042251j 0.039861+0.0283463j 0.0614585+0.101226j -0.054731-0.0934597j 0.0997209+0.105656j -0.0368912+0.0423207j -0.0762909+0.00211007j -0.0253829-0.0383635j -0.00413921-0.0214557j -0.0533088+0.0443171j 0.0299826+0.0118369j 0.048731-0.0685555j 0.0321313+0.000806876j 0.0698864-0.089535j -0.0163513-0.0101293j -0.00713735-0.0160903j 0.0109958-0.0530451j 0.0134191+0.0385871j 0.0290198+0.0236817j 0.00459756-0.0506321j -0.00992959+0.0824626j 0.0438456-0.0105255j -0.0242625+0.0531214j 0.0371877-0.0811533j 0.00110277+0.0262781j -0.0393554+0.0432677j 0.0786926-0.0177072j -0.0144688-0.0120162j 0.0312085+0.0282818j 0.00907592+0.0133702j -0.0380029-0.00639595j 
-0.0151445-0.024265j -0.0210033-0.0124943j -0.0106672-0.0191325j -0.00244473-0.0804427j -0.0986433-0.019603j -0.0106177-0.0353732j -0.0216729-0.0764985j -0.050284-0.032482j 0.0681792+0.0438028j 0.0234961-0.0211586j 0.000903276-0.0755044j -0.0447202+0.000614618j -0.0339089-0.00524612j -0.0092751-0.015889j 0.0553313+0.00534485j 0.00977617-0.0118703j 0.0289387-0.0759837j -0.0919165-0.031453j -0.0808238-0.0205256j 0.0491683-0.0430454j 0.0209035+0.00839724j 0.0165688-0.00077323j 0.0634871+0.0325371j -0.00588578-0.00826286j -0.0238421-0.0137317j 0.0180048-0.0213017j -0.0435992+0.0938544j 0.0615496-0.0906547j -0.0398289+0.00752121j -0.0131784+0.00579622j 0.0595255+0.00370571j -0.0389744-0.0109174j 0.0592853-0.0694045j -0.032912-0.0764996j -0.118113+0.00427707j -0.146573+0.117324j -0.0121585+0.00929516j 0.043143+0.142881j 0.116748+0.0246967j 0.036997+0.0250287j 0.0238961+0.0142239j -0.0359821+0.038352j 0.00595562+0.025495j -0.00191127-0.032343j -0.0151137+0.0690074j 0.0242878+0.0535317j -0.00334984+0.0462977j 0.0110588+0.0529138j 0.0186932+0.000351502j -0.0626705+0.00231446j 0.0187399+0.00545683j -0.0126024-0.000755938j -0.130752+0.0172006j 0.00962452-0.060658j 0.0152844+0.0338609j -0.0540054+0.0498437j -0.12823+0.0465781j 0.110913-0.00315946j 0.0911295-0.0496474j -0.0763329+0.102088j 0.185835-1.48988e-13j 0.0670731+0.0461709j 0.0316726-0.0199442j 0.00862101+2.88152e-05j 0.0308717+0.119896j -0.0317753-0.0368692j -0.058012-0.0236409j -0.0467511+0.0402924j 0.0868445-0.0232156j 0.0399226+0.033602j -0.0559026-0.08799j 0.0442714-0.015354j 0.00946682+0.0417536j -0.00105559+0.0283726j 0.0440131+0.0126198j -0.142318-0.0419053j 0.00100487+0.0907774j 0.0222219+0.0665647j -0.0754421+0.00437235j 0.0821591-0.000374792j 0.0174523+0.0232444j -0.103671+0.0684907j 0.131243-0.0719643j -0.0771457+0.102067j -0.0457646-0.0115116j -0.0318778+0.0613612j -0.106557-0.0151809j 0.0256421+0.0579363j 0.0177101-0.0376494j 0.0272052-0.00496517j -0.0202497+0.0183763j -0.0289084-0.0103459j 
-0.0158029-0.0143111j 0.0321102+0.00951409j 0.0344808+0.0370869j -0.0244786+0.0405052j 0.0275233-0.0171338j 0.0253536-0.0539671j 0.0482962+0.135219j -0.00335379+0.0424968j -0.011225+0.0289625j 0.0072799-0.0566272j 0.0230064+0.118224j -0.0827039-0.100879j -0.102253+0.0550572j -0.0749307-0.0528046j 0.0151007-0.0625833j 0.0282992-0.042317j -0.0230813+0.0102741j -0.039911-0.0351285j 0.0471748-0.011265j -0.0528099+0.0391786j -0.039762+0.0172575j -0.0179369-0.0347891j 0.0435895-0.00307751j 0.0507326+0.0228067j 0.0192236+0.0402037j -0.0154515+0.0850097j 0.00864824-0.0929346j -0.0402841+0.0808259j 0.00722688+0.00164289j -0.0942112-0.0417307j 0.0010559-0.0422878j -0.0561641-0.0378107j 0.0388682-0.0247632j 0.0603233-0.00865797j -0.0136192+0.00309068j -0.00382042+0.0746907j 0.0300382-0.0697826j -0.067686-0.0710864j 0.0561151+0.0151132j -0.0614319-0.128551j -0.0161115-0.00542281j 0.136431+0.086783j 0.0660006-0.0464383j 0.0831819+0.00864358j -0.02915-0.0291052j -0.0190342-0.0884284j -0.122816+0.115548j -0.0951278-0.0673014j 0.0423368-0.0359662j -0.0711748+0.0348948j -0.028866+0.0385987j 0.00582548-0.00718265j 0.0140574-0.00541449j 0.0573383+0.0228335j 0.131221+0.0648302j -0.00508009+0.101148j -0.0610315+0.0344331j 0.0314582-0.0615013j -0.188578+0.0640275j -0.0384558+0.042251j 0.0670731-0.0461709j -0.169095-4.78784e-16j -0.0929161-0.044034j -0.0121654+0.0824501j 0.0560253+0.0570026j 0.022615-0.0380749j 0.0275162-0.00608128j 0.0103044-0.0201554j 0.0880408+0.00292921j 0.0505484-0.0456163j -0.0290327+0.0192244j 0.108004-0.121637j -0.000358818-0.112006j -0.104779+0.082243j 0.0281254+0.000376694j 0.0909944+0.0265721j -0.0625069-0.0482419j 0.0762789+0.0012133j -0.0592212+0.0712804j -0.0465556-0.0677643j -0.0267488-0.111583j -0.0101626+0.00607333j -0.0130494+0.0163964j 0.0407172+0.0504825j 0.0233579-0.0319722j -0.0624389-0.105507j 0.0474487-0.00908731j -0.035647+0.0455512j -0.000759796+0.0562962j 0.0266485+0.0157419j 0.023071-0.000407797j 0.00886487+0.00126691j 
0.0223684+0.00482837j 0.00776925+0.0333896j -0.0675611-0.102414j 0.0343981-0.018769j 0.0907813-0.049987j -0.0354191-0.00171092j -0.0457703+0.00878564j -0.0295313-0.105697j -0.0326487+0.0263448j 0.0171112-0.0868624j 0.100701+0.0721733j -0.0605706-0.024797j 0.015737+0.00446609j -0.0710194+0.052564j 0.0192811-0.0128393j 0.078952-0.0274488j -0.0192968-0.0406956j -0.0494848+0.0499565j 0.0722756+0.0326266j -0.0160393-0.0178278j 0.0517243-0.0477482j 0.0607769-0.0303648j 0.020736+0.044821j -0.00887706+0.0459736j -0.0270533-0.0367336j -0.0246123-0.0125j -0.117554+0.0113206j 0.0327707+0.0265294j -0.0289044-0.0343048j 0.0311505+0.0275895j 0.0109409+0.0293029j 0.0257402-0.0924712j 0.0400728+0.00828218j -0.0816657+0.00403908j 0.027609+0.0079605j 0.0171152-0.0894348j 0.0530773-0.0168998j -0.0138223+0.0402979j 0.0114087+0.00906782j -0.0240288+0.0245242j 0.083843-0.107097j 0.0452615-0.0422278j 0.0173511-0.0280842j -0.116732-0.0364846j -0.0171336+0.0649508j -0.0344465-0.0653746j 0.0969054+0.0389223j -0.00731058+0.0161068j 0.0172161+0.0243205j -0.0524606-0.0537812j -0.0229811+0.0545285j 0.0078029-0.0449444j 0.0441287+0.0737757j -0.00806375+0.0323883j 0.0260662-0.032204j 0.0298375+0.0223679j 0.0258618-0.00701716j -0.0884741-0.0505826j -0.0101555+0.059881j 0.039861-0.0283463j 0.0316726+0.0199442j -0.0929161+0.044034j 0.144448-7.31706e-15j 0.109371+0.037572j 0.0958481-0.0393623j -0.0677457+0.0496591j -0.0147011+0.0170499j -0.0167041+0.0232447j -0.027826-0.0524423j 0.0292837-0.028832j -0.0300836+0.0153018j 0.0565599+0.0133986j -0.0259059+0.00655224j 0.0595836+0.0631498j -0.046987-0.0315023j -0.0578844+0.0139466j -0.100099+0.117881j 0.0324212-0.0326006j 0.0405348-0.035748j -0.104834-0.0569471j -0.0985765+0.0798859j -0.0442054+0.0753146j -0.106596+0.155912j 0.00288132+0.0145295j 0.0207223-0.0173984j 0.0140437-0.0324038j -0.0109303+0.0541027j 0.0415181-0.00393679j 0.0502525+0.00318685j -0.00553142-0.0185864j 0.0102928-0.0366777j -0.0478386+0.0205461j 
-0.00523808+0.0088016j 0.0327157-0.0118028j -0.00917043-0.00269641j -0.031421+0.0143229j 0.0780122-0.00289546j -0.0731457+0.0234035j -0.02661+0.04222j -0.0756644+0.00547997j -0.0147869+0.0467736j 0.0628702-0.0984903j 0.0276601+0.107013j -0.0646464+0.0603253j -0.0279126+0.021976j 0.0053987-0.018802j 0.0498103-0.0696404j 0.0815637+0.0256629j 0.0723204-0.106056j -0.0272281+0.0593418j -0.0231143+0.0223821j -0.0924078-0.0464059j -0.0112446-0.00406349j 0.0308742-0.0170308j 0.0152697+0.0416781j 0.00474456-0.0682943j -0.0770206-0.00989909j 0.0191862+0.0107471j -0.00418246-0.116603j -0.00640533-0.00943627j 0.00893427-0.0238062j 0.0214588+0.014406j -0.0477975-0.0377506j -0.0725004+0.0218986j 0.0336657+0.0461138j 0.0278546+0.0499053j -0.0579447-0.0840845j -0.00105631+0.0566068j 0.0252391+0.0536826j -0.0557306-0.0543687j -0.0633973-0.0562331j -0.0561397+0.11251j 0.0909275-0.0701517j -0.209407-0.0486825j -0.0320508-0.00858919j -0.0276566-0.0314706j 0.0628116-0.00800422j -0.0657931-0.0374328j 0.0842246-0.0113908j 0.00945254+0.0158977j 0.139879+0.0186848j 0.0511516-0.0635993j 0.0209992+0.0719722j 0.0381678-0.0720288j 0.0117115-0.00148755j 0.0482577+0.0371499j 0.0940318-0.0155679j -0.0367423+0.0739156j 0.0397441-0.0562715j 0.0207374-0.0267362j -0.0499904-0.00877908j 0.0614585-0.101226j 0.00862101-2.88152e-05j -0.0121654-0.0824501j 0.109371-0.037572j 0.0411339-2.89456e-14j 0.0906101-0.0583174j -0.050645-0.0365312j 0.164467+0.0726698j 0.0503978+0.0208556j -0.0207136+0.00558945j -0.0926935-0.0297528j -0.0538873-0.0147074j -0.0820963+0.0157767j 0.0990476+0.0873608j -0.129253+0.0348538j -0.116104-0.0440781j -0.0602628+0.0145351j -0.114894+0.102498j 0.00136355-0.0518846j -0.112187-0.0134717j -0.0777908+0.0399215j -0.0658723+0.0674572j 0.0121969-0.0531132j -0.00335286-0.02327j -0.103798+0.00988989j 0.0101714+0.00789398j 0.0277251-0.00124812j 0.026877+0.0617807j -0.0100637+0.013323j -0.0317386-0.0333016j -0.0463613+0.0338172j 0.0140315-0.0142777j 0.0111801+0.0160942j 
0.0314911+0.0125768j 0.0207716-0.00495936j -0.000219358-0.0778663j 0.0286547+0.0392455j 0.0645209-0.0638912j -0.00120252+0.0569633j -0.118668+0.0294762j 0.00700546+0.0429536j 0.0180113+0.0736834j 0.0429357-0.0428963j 0.00273615+0.0588575j 0.0139752-0.00526722j 0.0011242+0.0444602j -0.018265-0.0295163j -0.0174541+0.0117979j 0.03456-0.160969j 0.113211-0.0169117j 0.0133393-0.0679091j -0.0410579+0.0590452j 0.0492155+0.137757j 0.00414471+0.0138951j 0.0109613-0.00217124j -0.0057796-0.00384361j -0.0164894+0.040539j 0.000319781+0.0377888j -0.0605549+0.0812338j 0.0309827+0.0808779j -0.0147077-0.07092j -0.018671-0.0249245j -0.033016+0.049517j -0.0946002+0.0553044j -0.0166812+0.0486994j 0.04689-0.0131107j 0.0307013-0.0116267j -0.0439824+0.0225857j -0.0727073+0.066869j 0.00663525-0.0939704j 0.0312811+0.00193476j 0.0034009+0.0577377j -0.0606328+0.0364155j -0.0421735-0.0336296j 0.0719864+0.11575j 0.107022-0.0439875j -0.00290202-0.0733618j 0.00620501+0.0588789j -0.0150335-0.0592691j -0.0344602-0.00262405j -0.0385579+0.0249238j -0.015163-0.062281j -0.0145068+0.0187859j -0.0234655+0.0145843j 0.0402754-0.0340631j -0.016752+0.0511757j -0.0188026-0.0250211j -0.0163722-0.0144367j -0.000464956+0.0014546j 0.0106036+0.0683414j -0.123008-0.0609535j 0.140926-0.0405083j -0.054731+0.0934597j 0.0308717-0.119896j 0.0560253-0.0570026j 0.0958481+0.0393623j 0.0906101+0.0583174j 0.0587574+4.78784e-16j -0.0332458-0.0260875j 0.00504191+0.0111853j 0.0211978-0.0333243j 0.0347834+0.050992j 0.031249+0.0106464j 0.0653654+0.0103497j 0.0114703-0.0188968j 0.00399132-0.0436502j -0.0234063-0.0744284j -0.133469+0.000387942j 0.090158+0.00546364j 0.145177-0.0794413j 0.0791037-0.0551941j 0.0067939-0.0900787j 0.00479644-0.0367316j 0.0214569+0.00441931j -0.0375092+0.0117981j 0.0173263-0.0216797j -0.0244544-0.0181002j -0.0192131+0.0546624j -0.00075907+0.00101803j 0.079019+0.0410623j -0.037181-0.00802551j -0.00862788+0.016705j -0.0280981-0.0103348j 0.041243-0.0218565j 0.0155936-0.00410397j 
0.0199424+0.00283932j -0.00137696-0.0472033j 0.0268196+0.0914056j -0.0719682-0.0584919j -0.0575339-0.12095j 0.101559-0.0155402j -0.0119305-0.0722128j 0.0172699-0.0507572j -0.0413351-0.0142716j -0.0431614+0.060476j -0.0493284+0.026835j 0.0202471+0.0436285j -0.0609141-0.00267014j -0.00851835+0.0224609j 0.0617113-0.166018j -0.00761171-0.0286696j -0.0208436+0.0100937j -0.0430028-0.00179193j 0.0383822-0.0217707j -0.0326042+0.0411559j 0.0392261-0.0364773j -0.0487938+0.0264651j -0.0897767+0.0241035j 0.0226234-0.138485j 0.00959499+0.10767j 0.0181792+0.142679j 0.00103605-0.0504641j -0.00472353-0.0412887j -0.0141317+0.0232864j 0.0371292-0.137555j 0.000347704-0.0150643j 0.010439+0.00812413j 0.0526476-0.0478888j -0.0261616+0.017295j 0.0106527-0.0063981j 0.0341932+0.0526606j -0.0428676+0.161815j -0.00147164-0.0799379j 0.00266295+0.00866413j -0.0515985+0.060336j 0.036798+0.0349241j 0.00988332-0.0819794j -0.00388738+0.0836703j 0.00937402-0.00890808j -0.0388451+0.0952082j 0.00682814-0.0877536j 0.0319587-0.0230956j 0.014462-0.00561313j 0.00913855-0.0950941j -0.0360016-0.0174901j -0.0683502+0.112529j -0.0622298-0.0767928j 0.0479727-0.059882j 0.0463101+0.0529336j 0.067538-0.0222167j 0.0349762+0.00349163j -0.00444711+0.0720405j 0.0303446-0.0673904j -0.0534722-0.00044845j 0.0997209-0.105656j -0.0317753+0.0368692j 0.022615+0.0380749j -0.0677457-0.0496591j -0.050645+0.0365312j -0.0332458+0.0260875j 0.084964+9.02056e-16j 0.119065+0.0632984j 0.0280745-0.0114095j 0.00769958+0.100136j -0.0121417+0.0402221j -0.0193098-0.0623492j 0.00430775-0.0690571j -0.0352915-0.000153655j 0.0436235+0.0429429j -0.0593259+0.0262866j 0.0272678-0.0287483j 0.0760275+0.0288494j 0.0823546-0.0464417j 0.0569499-0.0450729j 0.151614-0.0304733j -0.108792+0.0399898j 0.0169143-0.012586j 0.0754008-0.033198j -0.0327159+0.0786364j -0.0516142+0.0566629j 0.00603728-0.0954815j 0.0458557-0.0327127j 0.0196579-0.0583271j -0.00109067+0.0497532j -0.00338907+0.0449936j -0.0198226-0.00557952j 0.00102848+0.00938808j 
0.028643+0.0323037j -0.0185282+0.0139006j 0.0175801+0.0423879j -0.008773+0.0808136j 0.102539+0.0427187j 0.00096383+0.114212j 0.00543849-0.0300487j 0.0525529+0.0916672j -0.00995112-0.0121347j -0.00423306-0.0339402j -0.0628759+0.036762j 0.0315375+0.0591444j -0.0140021-0.0136026j 0.0346695+0.11627j -0.0332459-0.021403j 0.00292859+0.035673j 0.0190351-0.0458727j 0.0107565+0.0842462j 0.0264649-0.0594606j 0.0190319-0.0593894j 0.06187-0.045355j -0.0408129+0.105017j -0.0436055+0.00475372j 0.0820382+0.119977j 0.0345704-0.0406476j 0.0206841-0.046557j 0.0180477+0.0259365j 0.00650925+0.0404672j -0.094056+0.0554771j 0.0825747-0.0403396j -0.0254646+0.00868905j 0.0039584-0.018686j 0.00243593+0.013012j 0.0712189+0.0395647j 0.0995609-0.0836541j 0.125024-0.0109178j -0.0359025-0.0196331j 0.0178656-0.0176424j -0.0115418-0.0773654j 0.0472693-0.0785248j -0.0315024-0.0456028j 0.0360317-0.0951073j -0.0287618-0.00180201j 0.0332759+0.0428284j -0.0357537+0.0258194j 0.0168043-0.0848659j 0.0686991-0.00544808j -0.0311523+0.0273225j 0.015038+0.0537994j -0.0277507-0.00902552j -0.0280639-0.018002j 0.0923987-0.00717323j 0.0512786+0.0558484j -0.0776036+0.13081j -0.0894464-0.0577017j -0.0300877+0.0271082j 0.0533095-0.0365446j -0.0379324-0.0434766j -0.0530326+0.0802949j -0.0368912-0.0423207j -0.058012+0.0236409j 0.0275162+0.00608128j -0.0147011-0.0170499j 0.164467-0.0726698j 0.00504191-0.0111853j 0.119065-0.0632984j -0.195647-5.3773e-14j 0.029068-0.0958646j -0.0141141-0.0532175j 0.122942-0.0305653j 0.0167923-0.0619207j -0.0442351-0.00819953j 0.146592+0.0423355j -0.0432597-0.0355982j -0.0271361+0.0034569j -0.0462543-0.00737554j -0.0856256+0.0497958j -0.03482-0.0588501j -0.0210259+0.0703257j -0.0707365+0.0134757j -1.43331e-05-0.0461257j 0.0390165+0.0141395j 0.135443-0.0142368j 0.0382763+0.0104324j -0.0827798+0.0765253j 0.0257377+0.00190965j 0.0567244+0.0123336j -0.0430447+0.0206101j -0.0552183+0.0962915j -0.0135436-0.0156462j 0.0265756-0.0328168j 0.0199215-0.0181642j 
