-0.124989+9.85323e-16j 0.139451+0.00415134j 0.0415202+0.0935295j 0.0265067+0.0933688j 0.0538543+0.0111355j 0.0305385+0.0317643j -0.0141922-0.0258201j 0.033828+0.0768357j -0.0270561-0.0241714j 0.0214394-0.0147489j -0.0170524-0.0125673j 0.0664313-0.0044724j -0.016457+0.00554969j -0.00670166-0.0125022j 0.00904081+0.0218829j 0.0100626-0.0133609j 0.0430385-0.0029049j 0.0109067+0.0147043j 0.0169296+0.022337j 0.0220556-0.0219195j 0.0109678+0.0203299j 0.00467681-0.00533016j 0.00207014-0.0286285j -0.0594433-0.018055j -0.00990673-0.0376868j 0.000503214+0.00351133j -0.000383825-0.0481662j 0.0530858+0.037403j 0.0302968-0.0472769j -0.0153017-0.0148655j 0.0772277+0.00132149j -0.0364406-0.00444243j -0.0235448+0.023734j -0.0333935+0.00948686j 0.0115493+0.0508535j 0.0572318-0.0181731j -0.000915291+0.0758979j -0.0112352-0.0074151j 0.00620163+0.0657579j -0.030227+0.0584304j 0.0221593-0.00493886j 0.0202827+0.0166966j -0.0282484-0.00842502j -0.0350158-0.00176169j 0.0506037+0.0575223j 0.0232942+0.00639799j 0.0282635+0.0207647j -0.00523951+0.00731119j 0.00340492+0.0244382j 0.0112322-0.0131313j -0.00151931+0.0442546j 0.00904735-0.0423135j -0.00374548-0.00701703j -0.0212621+0.00699624j 0.00787917+0.0135948j 0.0328051+0.00782076j 0.0249306-0.0185028j -0.00650869+0.0303494j 0.00194051+0.00115785j -0.0247276+0.0414235j -0.0030944-0.0107488j 0.00377171-0.0139408j 0.0233738-0.0303242j 0.0683071+0.00672837j -0.00983724+0.0335097j -0.0560575-0.0172455j -0.0125859-0.00357649j 0.0594303-0.00541132j 0.01216+0.0222712j -0.0135248+0.00254468j -0.0472017-0.0142951j 0.00490508-0.0200138j -0.00857001-0.0452335j 0.0334763-0.102694j 0.00100295-0.0201736j 0.0287429-0.0578162j 0.0396685+0.00591645j -0.0339334-0.0274987j 0.0205671+0.0180775j 0.0335011-0.0104918j -0.0452576+0.0687701j 0.0205667-0.0518412j -0.0423318+0.00304194j 0.0282357-0.0218741j 0.0239958+0.14303j -0.0730468+0.00411253j -0.119265-0.299231j -0.245043+0.00779731j 0.136765-0.0620388j -0.0114375-0.0891856j -0.0419844+0.00352294j -0.0674207+0.150317j -0.0482969-0.0435276j 0.0752163-0.00254316j 0.197294+0.138198j 
-0.0333935-0.00948686j -0.00685739-0.0151091j 0.0173271+0.0627684j -0.0188073-0.108954j 0.00425039+0.00700869j -0.00572741-0.0770469j 0.0596239-0.0650527j -0.102123-0.0906287j 0.0247574+0.0767875j -0.0556061+0.140919j -0.0701693-0.131714j -0.0241314-0.0521154j 0.0761589+0.186087j -0.019551-0.0434642j 0.0244464+0.0843212j -0.0691399-0.0403107j 0.0304009+0.0648618j 0.00399472+0.0148724j -0.046811+0.0790082j -0.0291434+0.142788j -0.0114036+0.00772433j 0.0338764+0.111772j -0.0300208-0.0204527j -0.047782-0.0751775j 0.0334122+0.0198847j -0.0753965-0.0313097j -0.186601-0.135076j 0.0222994-0.0466737j 0.0278005+0.00625849j -0.0840998-0.0699925j -0.0035823+0.147991j -0.0338464-0.0527519j 0.00370253-0.00189834j 0.199661-6.4948e-15j -0.0868993-0.0704413j 0.0143373+0.0429743j -0.0494225-0.0338814j 0.0591705+0.0165635j -0.0766205-0.00486856j -0.102001+0.00681342j 0.0206049+0.110328j -0.0785506+0.0186347j 0.0325738+0.0646718j 0.0162717-0.00840304j 0.0256616+0.0149413j -0.0614743-0.0773004j 0.0279144+0.0673112j -0.0585885-0.0189539j 0.0597878-0.0419396j -0.0200934+0.0453558j -0.0284528-0.0184462j 0.0110747-0.00429114j 0.0449622+0.0248135j -0.0687393-0.0453382j -0.0609558+0.0308471j -0.0290564+0.0292633j -0.0304323-0.0306119j 0.000915195+0.0347436j -0.0016708-0.0400458j -0.0123689-0.00117874j 0.00810892+0.0436616j 0.00496227-1.4477e-05j -0.00490091-0.0252013j -0.00902549-0.0318417j -0.0140296-0.0255538j -0.00995438+0.0213449j 0.00808836+0.0153953j -0.0148382-0.0136168j 0.0161521+0.00704976j -0.000612378-0.00690079j 0.0287336+0.0131118j 0.00993005+0.0330161j 0.00767881+0.0124032j 0.00767215-0.0349364j 0.0373888-0.00799696j 0.0189909-0.0351426j -0.0603971+0.0224795j 0.00428321+7.26414e-05j -0.015543+0.0018252j -0.00606767-0.00953997j -0.00785867+0.000249999j 0.0130508-0.0336355j -0.00868089+0.00382246j -0.0183323-0.0247049j -0.0250701-0.0429375j -0.00773488+0.00272809j -0.0107991+0.0120509j 0.00636046+0.00529828j -0.0304952+0.000160743j -0.0220145+0.00470464j 0.0043085-0.00230239j 0.0450054+0.0295177j -0.0146546+0.0192679j -0.0117326-0.0545122j -0.0541134+0.014543j 
0.0115493-0.0508535j 0.00114923+0.00207933j -0.00087377+0.0823965j -0.113118-0.115838j 0.0505406-0.106963j 0.035536-0.042325j -0.00214133+0.0441809j -0.0993947+0.0494722j -0.0175142-0.00450502j 0.101566+0.0201471j -0.00634576-0.00206558j 0.049052+0.012649j -0.0125852-0.0214468j 0.0068878+0.0208868j -0.0169109-0.0401022j 0.0329082+0.0168787j -0.00628756+0.0103077j 0.047238-0.0296128j 0.0120202-0.00832495j 0.0801646+0.0858636j 0.0605828-0.0576296j -0.0158296+0.0466044j -0.117977-0.0242812j 0.014353+0.0423124j 0.0560843-0.275635j 0.139016-0.0140251j 0.0594839-0.0620845j 0.0669147-0.00419253j -0.0851905-0.00970533j -0.125725+0.0125753j -0.0443097+0.0803605j 0.0401905-0.0212613j 0.0539856+0.017663j -0.0868993+0.0704413j -0.037937-1.82198e-14j -0.0712498-0.0455745j 0.00353518+0.0848626j 0.0484444-0.0123646j -0.0562382-0.0357457j 0.0530535+0.0716547j 0.0232742-0.0724202j 0.0364593-0.0713639j -0.0595819-0.0641144j -0.0345672+0.10919j 0.0695656+0.0704096j 0.0597194+0.0525764j 0.0140203-0.056003j 0.0475813+0.0330595j 0.0349032+0.0877213j 0.0745318-0.0493288j 0.00766707+0.0508896j -0.050615-0.00296196j -0.0857387-0.00773022j 0.0465099+0.0381734j -0.0260571-0.00168686j 0.00407358-0.0382784j 0.059013-0.0264237j -0.0514309-0.0291481j -0.0163997-0.0124454j -0.0688326+0.0372976j 0.00447822-0.0240748j 0.0111052+0.0234401j -0.0113263+0.0124789j -0.0380978-0.0279879j 0.115575+0.019951j 0.0536583+0.0491195j -0.00639086+0.00332204j -0.0324339-0.073508j 0.0127278-0.00623755j 0.0531512-0.0246107j 0.0129309+0.028248j -0.0669105+0.0502126j 0.0120843-0.0244621j -0.0684308+0.00534047j 0.00632049+0.00808929j -0.00102404+0.000706853j 0.00233934-0.0109137j -0.0255504-0.0367279j 0.0331973+0.0587492j -0.0145741-0.00768979j -0.0141563-0.00861465j -0.011358+0.0187053j -0.0105841+0.0342146j 0.0460998-0.0138995j 0.0477846+0.0117399j -0.0114147+0.00907356j 0.0105795+0.0145981j 0.0145054-0.058036j 0.071099-0.0525675j -0.00158399-0.0167625j 0.0251752-0.0240395j -0.0613357-0.0364183j 0.0410458-0.0249417j 0.0156832-0.00332554j 0.00398319+0.000542734j 
0.0572318+0.0181731j -0.0479091+0.0266496j -0.0624342-0.0727683j -0.012337+0.0597043j 0.0334185-0.00979214j -0.000887084+0.0407428j -0.0664873-0.034289j 0.0200832-0.0435262j -0.0416883-0.00828309j 0.0627076-0.00294221j 0.056712+0.0251438j 0.0672217+0.002253j 0.0279964-0.046404j 0.0291056+0.00455653j 0.0146424+0.0856745j -0.0209814-0.0351042j 0.00550882+0.0583678j 0.0171181+0.0258407j -0.0389564+0.0526929j -0.0532491+0.00255432j 0.0442491+0.00856813j 0.036758-0.000344215j 0.0292238-0.0376219j -0.0603962+0.0529618j 0.121969+0.0317717j -0.00264302+0.10979j 0.00632567+0.130284j 0.0474437-0.0542586j -0.201456-0.0418326j 0.0588698+0.0772541j 0.0184626+0.0409514j -0.00335887-0.0178802j 0.109908+0.0406976j 0.0143373-0.0429743j -0.0712498+0.0455745j 0.0281216+3.97252e-16j 0.0364308-0.0252191j -0.0116925-0.0267779j 0.0680569-0.00915757j 0.0772604-0.00941857j 0.00824582-0.0891915j -0.01548+0.000534134j -0.0938599+0.00416462j -0.00902205-0.0528959j 0.101057-0.0527726j -0.0156431+0.0524167j -0.0379025+0.016615j -0.0753426+0.100398j 0.0309767-0.0501398j -0.0361906+0.0363466j -0.00397318+0.00592808j 0.0267144+0.0164082j 0.0338185+0.0314528j 0.0100763+0.00812994j 0.11405-0.0635129j 0.105876-0.0114408j 0.00667991-0.00302899j 0.017542+0.0102097j -0.0253829-0.00021712j -0.0672374-0.0521325j -0.0128534-7.62684e-05j -0.010045+0.0151176j 0.0506021-0.0492401j -0.0269281-0.066614j 0.0615649-0.00454934j 0.042693-0.000696762j 0.0200796-0.000435136j 0.0162089-0.00253045j -0.00503439+0.0309803j 0.0259079-0.0723107j 0.0124649-0.0108204j 0.019832-0.0207156j 0.0202835-0.0792823j -0.04197-0.0505776j 0.0167202-0.0129168j -0.0417041+0.0403678j -0.0725158+0.0165191j 0.0083758-0.0188576j -0.0595692+0.0393919j 0.00462093-0.0514883j -0.100346+0.0156228j 0.00663846+0.0377705j -0.0636967+0.0403209j 0.035887-0.0609345j 0.0276471+0.00356952j 0.00711535+0.00957278j -0.0696771+0.0645655j 0.0341236-0.101144j 0.0371906-0.0868479j -0.0196763-0.0240973j 0.0485216-0.0272107j 0.0450275-0.0640342j -0.00915185+0.105147j 0.0459078-0.0931922j -0.0935809-0.0483595j 
-0.000915291-0.0758979j 0.0132625+0.0721883j 0.0581053+0.0346718j 0.00131725-0.059291j 0.0395518-0.0110438j 0.0295094-0.00685978j -0.0110772+0.0307719j -0.104138+0.00402015j 0.0114763-0.000376409j -0.100995-0.0150719j -0.0954584-0.10745j -0.0293649-0.0564899j 0.02446+0.101332j -0.00430234-0.0341442j 0.0412237+0.0122506j -0.0781155-0.0105166j -0.0241016+0.0554874j 0.0503675+0.0913686j -0.0507206-0.00627756j -0.0505372-0.0107081j -0.0215768-0.0680138j 0.0425203+0.0958096j -0.0237548-0.113172j -0.00261443+0.151098j -0.0665124-0.000762685j -0.00145325-0.0211875j -0.0380425-0.0985127j 0.0423167-0.175883j 0.162332-0.0420386j -0.101341-0.0685515j 0.0579062-0.0119808j 0.0311619+0.00745736j -0.021576-0.0113609j -0.0494225+0.0338814j 0.00353518-0.0848626j 0.0364308+0.0252191j 0.0685687-1.21431e-14j -0.00385557+0.0244804j -0.00260908-0.00707392j -0.0600613+0.00891611j -0.00709268-0.00884318j -0.106586-0.0640569j 0.00685079+0.0148735j 0.00849941+0.093774j 0.00698129+0.0114318j -0.00362304-0.0754684j -0.0299129+0.0757688j 0.0206891-0.00761123j 0.0654534+0.00169744j 0.00901374-0.0754874j 0.10736-0.0965013j -0.0382663-0.0790851j 0.0460009-0.00165797j 0.0233595-0.0445418j -0.0877677-0.00685533j -0.0237288+0.0160068j -0.033976+0.00707121j -0.00245888-0.0204709j -0.0314198+0.0224191j 0.106104+0.007012j 0.0646941-0.0771666j 0.0504536-0.0034904j -0.00240574-0.0475054j 0.0928467-0.0370879j -0.0405781-0.0485699j -0.0330085-0.0146371j 0.0107819-0.0421076j 0.0473199+0.02008j 0.0209033-0.00890569j 0.0838441-0.01153j -0.0382021+0.0203429j 0.0333373-0.0693796j 0.020417-0.0865541j 0.0667517+0.0153816j -0.00779192-0.0206736j -0.164254+0.110028j -0.0303727+0.0436656j -0.00696819+0.0439525j -0.0131853+0.0524803j 0.0566779-0.141795j -0.105627+0.000779553j 0.0032655+0.0761507j 0.0118893-0.0830177j 0.0218529-0.136572j -0.101232-0.00622843j -0.0227448-0.0015451j -0.0211589+0.0244236j -0.0541626-0.0237924j 0.0845761-0.0116996j 0.0955314-0.0271339j 0.0214323+0.0716683j 0.0318621+0.00952395j -0.0269543+0.00619366j 0.0219215-0.000612847j -0.0182433+0.0581833j 
-0.0112352+0.0074151j -0.00446637-0.0042843j 0.0627395+0.0842602j -0.0922174+0.00908728j -0.034088+0.0337417j -0.0243227+0.0389853j 0.0395994+0.027413j 0.0514712-0.0213077j 0.0382442+0.0314886j 0.0121025-0.0181914j -0.0172053+0.0249628j -0.00274664+0.0311162j 0.0177771-0.0729585j -0.00414886+0.00112954j -0.0431451+0.00520086j 0.0413593+0.0325327j 0.023616+0.0183159j -0.0489666-0.0204199j 0.0119937-0.00479506j -0.00526158-0.071046j -0.00383938-0.0162728j -0.00277664+0.0437532j -0.0216881-0.0975959j -0.0582264-0.004211j -0.0965662-0.0171624j -0.0463218-0.0356887j -0.113786-0.0565846j 0.0415396-0.000487097j 0.0493894+0.0196008j -0.0938185-0.0643268j -0.0500155-0.0223464j 0.00427993+0.020977j -0.0438114-0.0694441j 0.0591705-0.0165635j 0.0484444+0.0123646j -0.0116925+0.0267779j -0.00385557-0.0244804j 0.0299278+1.49325e-14j 0.0276606+0.0770303j -0.0132425+0.00906398j 0.103348+0.108576j 0.02308+0.0502325j -0.00144941-0.0447085j -0.0675364-0.114591j 0.0639485+0.0309307j 0.0436282+0.122475j 0.0188801-0.054364j 0.0245739+0.0747454j -0.0447385-0.109338j 0.0344903-0.0898295j -0.0143444+0.114279j 0.0360314-0.0289511j 0.0884145+0.0328931j -0.0366541-0.0182924j -0.0746835+0.0473155j -0.0372956-0.00573164j -0.0236601+0.0227949j -0.0272442+0.0603642j 0.0822255+0.0278595j 0.0235503-0.0199762j 0.00331247+0.0282945j 0.0022176-0.00453558j 0.0289807-0.0653992j -0.0108354+0.0263063j 0.0142689-0.0130131j 0.00139996-0.0560488j 0.0074409+0.0127532j 0.0141709-0.017563j 0.0199092+0.0143043j -0.058245+0.0155179j 0.00804989+0.0304718j 0.0754071+0.0128205j 0.0496734-0.000536402j -0.0106701-0.0955946j 0.00348602+0.0406236j 0.033779-0.00319085j -0.0475122-0.0769559j 0.0421472-0.0170342j -0.15696+0.0359819j -0.0638338+0.055601j -0.0896849+0.0443004j 0.0270303-0.0226283j -0.0398819-0.0609302j 0.01955-0.0515674j 0.0952678-0.000136176j 0.0443655-0.00493905j -0.0547795-0.01006j 0.0517637+0.0163829j -0.0955119-0.0612661j -0.0398913-0.0323765j 0.0428566-0.000551523j 0.0434705-0.02934j -0.036575+0.0630142j 0.060204-0.0148798j -0.0738069-0.0768983j 
0.00620163-0.0657579j 0.00694874+0.0782485j 0.063059+0.00488353j 0.0386249-0.0180651j -0.00177801+0.0368722j 0.00762772-0.0589998j 0.05924-0.0980405j -0.0774838-0.0252816j 0.0505746+0.0445269j -0.0192524-0.0367711j 0.0167312-0.0174646j -0.0646658+0.00283886j -0.0358486-0.0239278j 0.00535517+0.0022674j 0.0290517-0.00937101j -0.014024+0.0135412j 0.063601-0.120755j -0.036876-0.0297233j 0.0481087-0.0306713j -0.0387477+0.0121638j -0.041388-0.0413597j 0.0197626+0.0983257j -0.00351084-0.122576j -0.065878+0.0605817j 0.0464996+0.00241761j -0.0163221+0.0351752j 0.0513252-0.0267413j -0.0431462-0.093124j 0.00724361-0.049636j -0.0597577-0.0928216j 0.00831063+0.0408185j -0.0233217+0.0285199j 0.0259373-0.0963097j -0.0766205+0.00486856j -0.0562382+0.0357457j 0.0680569+0.00915757j -0.00260908+0.00707392j 0.0276606-0.0770303j -0.0173807-9.55833e-16j 0.0719405-0.034661j -0.00999891-0.0123381j 0.0415321+0.00177367j -0.052326+0.101095j 0.0417016+0.0587767j 0.0384673-0.0532042j 0.0798179+0.00803927j 0.0836194-0.0331869j 0.0324092-0.0709505j 0.0391943+0.0596741j -0.0703814-0.011656j 0.030513+0.0466222j -0.0186172+0.0815984j -0.021875+0.048347j -0.0971811+0.0122296j -0.0348625-0.0216697j 0.0182795-0.0228732j 0.020948+0.0125842j 0.0340543+0.0414295j -0.0211688+0.0167721j 0.0475967+0.0132392j 0.0276787+0.0123037j -0.0392438-0.0291138j 0.00947433+0.0506424j 0.0193691+0.0502619j -0.0694422+0.0803046j 0.00861293+0.0101548j -0.0544657+0.0531644j -0.0166171+0.0541473j -0.0511776-0.0183768j -0.00572279+0.0604331j 0.00949288+0.0321392j 0.00862321+0.0103915j -0.0743817+0.132494j -0.00571+0.00224595j 0.0377411-0.0163787j 0.259743-0.0429288j -0.047478+0.108504j 0.047941-0.0422763j -0.00274535-0.044406j 0.0249671-0.0135144j 0.046583+0.0278161j 0.0598615-0.105319j -0.124117+0.10449j -0.0363763+0.166446j -0.0516478-0.0200816j -0.0499451+0.0154113j -0.0193198+0.018203j 0.0641166-0.0634405j 0.0293445-0.0514046j -0.133719+0.156711j -0.174187-0.0575328j 0.0404931+0.0488439j 0.00438198+0.00907961j 0.025723-0.0697104j -0.0472016+0.0495816j 
-0.030227-0.0584304j -0.0170993-0.053116j 0.0582755+0.00267729j 0.0696346+0.0962635j 0.00689268-0.0299209j 0.0536299-0.0118403j 0.00513393-0.0313198j 0.0911765-0.0318825j -0.0467699-0.0385328j -0.0235367-0.0253354j 0.0251821+0.00898498j 0.0667715+0.0587059j 0.00197735-0.0603912j 0.0498851-0.0307501j -0.0671502+0.058264j 0.0323983-0.0805053j -0.0317435+0.0547475j -0.0900365-0.0531623j -0.0277574-0.0711732j -0.042339-0.208653j 0.0521647-0.0122343j -0.0957832-0.0250731j 0.131438+0.00629276j 0.00455447-0.0456465j -0.0970057+0.145193j 0.00747254-0.054082j 0.0303809+0.0655352j 0.0550584-0.00960482j 0.0153479-0.0457373j 0.188657+0.0874349j -0.0242983-0.0339001j 0.0166155+0.0236467j -0.0270219+0.0642042j -0.102001-0.00681342j 0.0530535-0.0716547j 0.0772604+0.00941857j -0.0600613-0.00891611j -0.0132425-0.00906398j 0.0719405+0.034661j 0.0214654+4.16334e-16j 0.0370638+0.0638531j -0.00531566-0.00205217j -0.0778216-0.0311108j 0.0175198-0.00786532j 0.0435357-0.0414608j 0.0363456-0.00599282j -0.0447583-0.0421236j -0.00351857+0.0229383j -0.011236+0.0479173j 0.00200319-0.0287084j 0.0508591-0.0134758j -0.0136713+0.0709385j -0.0181295+0.103441j 0.00524976+0.0149968j -0.0168867+0.0143819j -0.0361126-0.0175069j -0.0836021+0.061615j 0.038294+0.0266092j -0.0173808-0.0566573j 0.088848-0.0419668j 0.0011409+0.0140078j 0.029362-0.000319257j -0.0593773+0.0728132j 0.0903245+0.0915529j -0.0147969-0.0983239j 0.00376384+0.0171442j -0.0194592-0.0080386j -0.0285729+0.0295819j 0.0455131-0.0153362j 0.00234578-0.00367681j -0.0251295+0.0151275j 0.0313745+0.00550308j 0.0271133-0.0590733j 0.041977+0.00359286j 0.0412569-0.0636249j -0.0250774-0.013547j -0.110777-0.017008j -0.00362073+0.0408312j -0.0338853+0.00416531j 0.0590945-0.0090808j -0.0559498-0.00171235j 0.0531547+0.0587541j 0.012647-0.0178857j 0.0461903-0.0838539j -0.0741945-0.0635913j -0.0239359-0.0465528j -0.0364528+0.0334748j 0.0739955+0.0311202j 0.0761007+0.00339065j 0.0359314+0.0539854j -0.0285687+0.0172216j -0.00525314-0.0213612j 0.0575969-0.10644j -0.0400998-0.0545833j -0.0730066+0.0859718j 
0.0221593+0.00493886j 0.0150327+0.0442546j -0.010151+0.0276681j -0.012608-0.0500639j 0.0268643-0.0409532j 0.0224525+0.00068392j -0.0498985+0.00662686j -0.0847844+0.0858319j -0.0238226-0.0558233j 0.0291652-0.0234643j 0.0245139+0.0487146j 0.0430189-0.0283668j -0.0945829-0.0989938j -0.0190873-0.0173777j 0.0750289-0.0802099j 0.0025693-0.0248293j 0.0431362-0.0805582j 0.0662402+0.0501935j 0.0519673-0.0536959j 0.0184955+0.141575j 0.0345959+0.0203326j -0.00421647-0.00841446j 0.0378783-0.0197017j 0.0503785+0.0105634j 0.0212829+0.00588372j -0.0185877+0.017017j 0.0502736-0.0179589j -0.0822658-0.00118473j 0.00231948+0.142284j -0.118923-0.0369758j 0.104373-0.00720008j -0.0161596-0.0568831j 0.00384987-0.0183703j 0.0206049-0.110328j 0.0232742+0.0724202j 0.00824582+0.0891915j -0.00709268+0.00884318j 0.103348-0.108576j -0.00999891+0.0123381j 0.0370638-0.0638531j -0.0297276-4.44089e-16j -0.0234528+0.0616572j 0.0153494-0.0263192j 0.00220063+0.00234577j -0.0439849-0.114774j -0.0326025+0.0626003j -0.0100303-0.0671652j 0.00816492+0.0332341j -0.037942-0.103164j 0.0437345+0.00800463j 0.0808719-0.0805443j -0.0298721+0.0378664j -0.0151006-0.00241891j -0.0212201+0.00428963j -0.00510889+0.0223875j -0.0179166-0.0811002j -0.0490566+0.138479j 0.0526362-0.00208146j 0.0192878-0.0207473j 0.0309598-0.00675723j -0.0196062+0.0479073j 0.0125454-0.0144733j -0.00161613-0.0201557j 0.0153+0.0127526j 0.0152336-0.105469j -0.0689853-0.0253308j 0.0518949-0.0401822j 0.0809954+0.0240346j 0.0349016+0.00669141j 0.00701887+0.0284649j 0.0639477+0.0847531j 0.0728232-0.019919j -0.067911+0.00391435j -0.0119467-0.0590392j 0.0785983-0.0143972j 0.015077-0.0142484j -0.0755745+0.00994249j -0.0227519-0.0322358j -0.0310936+0.140622j -0.0218796-0.0268796j -0.097634+0.00147972j 0.10159-0.0723702j 0.0855128-0.0407683j -0.00675134-0.130032j -0.0363196-0.151754j -0.0356451-0.0552967j -0.0463792-0.094918j 0.013146+0.0528591j -0.0682199+0.0610841j 0.0626641+0.0121129j -0.0119514+0.0474033j 0.0366142+0.139142j 0.00132522-0.00382243j -0.0723546-0.0696615j 0.0106018+0.0733104j 
0.0202827-0.0166966j -0.00974858+0.0443837j 0.0322941+0.00145585j -0.0210898-0.0436793j 0.0409183-0.0363265j 0.00918836+0.000739043j 0.0115908+0.0453754j -0.0482846+0.0357289j -0.00504141+0.0201184j 0.0071093-0.0761296j 0.0162432+0.00673911j 0.0363179-0.0424424j -0.0163275-0.0348052j 0.00315512-0.0386284j -0.0239007+0.00816209j -0.00698293+0.0197463j 0.0239849-0.0112979j -0.0504756-0.0238215j 0.00801635+0.00273065j 0.0129546+0.0355232j 0.000641616-0.0673844j -0.0348294+0.00386037j -0.0389528-0.0105608j -0.0333872-0.0324404j 0.0319585-0.054569j 0.0412481+0.026227j -0.0320114-0.00243362j 0.0132419-0.0354055j 0.00246486+0.043426j -0.0305124-0.0434305j 0.0261843+0.00286827j -0.00243015-0.031408j -0.0220877-0.00448974j -0.0785506-0.0186347j 0.0364593+0.0713639j -0.01548-0.000534134j -0.106586+0.0640569j 0.02308-0.0502325j 0.0415321-0.00177367j -0.00531566+0.00205217j -0.0234528-0.0616572j -0.0942305-2.498e-16j 0.0583491+0.0623762j -0.0473734+0.0118459j -0.0577715-0.0472464j -0.00909459+0.0900761j -0.0369583-0.119128j 0.0530482-0.0611817j -0.0206394+0.0325587j -0.0332445+0.00745997j 0.0496811-0.0320717j -0.0763493+0.0737608j 0.0078247+0.0542975j -0.0918287+0.0312462j -0.0810336+0.0321431j -0.023073-0.0106175j -0.0684101-0.106344j -0.0155185-0.0768243j -0.0520222-0.01251j 0.0156685-0.0146937j -0.0638418+0.0418434j 0.0826873+0.0957146j -0.0054904-0.0638082j -0.0188957-0.0615138j -0.00105018+0.0205406j -0.0376928-0.0532893j -0.0469646-0.0314507j 0.00465875+0.0240209j -0.0179672-0.00645495j -0.0592423-0.0352417j 0.0466518-0.100187j -0.0797331-0.000199527j 0.0600257-0.0479906j 0.0410055+0.0614243j -0.00720284+0.08963j -0.0969275-0.189645j -0.0678486+0.0918082j 0.0408197+0.174113j -0.0855085-0.128209j 0.04344+0.125358j 0.0428184+0.0492447j 0.0880074+0.0617753j -0.0234753+0.0765057j -0.11869-0.00862115j 0.0315684-0.00270238j -0.0813241-0.0555308j -0.0506199-0.0100083j -0.00787085-0.0437585j 0.0601986-0.0635645j -0.000844819-0.157379j 0.18105+0.0595927j 0.0799818-0.0409988j 0.0402794+0.0365874j -0.0608831-0.0357657j -0.041786+0.0485892j 
-0.0282484+0.00842502j -0.0261267+0.0361071j 0.00399578-0.00265331j -0.0248478-0.0413948j -0.00423891-0.0726566j -0.0111996-0.00690984j -0.0119341+0.0797442j -0.0189509-0.00874577j 0.0288064+0.0975674j -0.0139924-0.0436072j -0.0165706-0.0332111j -0.0338397-0.0387438j -0.021012-0.0398743j 0.0149177-0.0233269j -0.0251927+0.0148074j 0.0270777-0.00134366j -0.0282192+0.00577964j -0.0212082-0.0128857j -0.0264778-0.00073296j 0.0429845+0.0436024j 0.00323548-0.0299838j -0.00625724-0.0126537j -0.129701+0.0429733j -0.0289615-0.0378395j 0.0639927+0.0145139j 0.0151211-0.0778931j -0.0593295+0.0846922j 0.00287859+0.0904706j 0.0167681+0.0650592j -0.00151932-0.0835158j 0.0697556-0.0124186j 0.0305994-0.0632426j 0.0421653+0.0178829j 0.0325738-0.0646718j -0.0595819+0.0641144j -0.0938599-0.00416462j 0.00685079-0.0148735j -0.00144941+0.0447085j -0.052326-0.101095j -0.0778216+0.0311108j 0.0153494+0.0263192j 0.0583491-0.0623762j 0.117983+2.77556e-15j 0.0468785-0.0247716j -0.0756938+0.0086343j 0.0339261-0.00197681j -0.0339667+0.0120207j -0.0131729-0.0114375j 0.0562375-0.0347361j -0.00105239-0.105585j 0.035673-0.00197031j -0.0422707+0.0694367j -0.00908775+0.0541924j 0.0641777+0.233107j -0.0581539-0.0957683j -0.0248273+0.0488525j -0.0678195-0.0440332j -0.0544386+0.0633021j 0.0280733-0.0714897j 0.0193782+0.0250875j 0.0410015-0.0830657j 0.073168+0.00764049j -0.0369667+0.0629541j 0.0327907+0.0557862j -0.0445172-0.00145872j 0.0824561-0.0493948j 0.0908276+0.114885j 0.0683419-0.137397j 0.015714-0.00175131j 0.00871913-0.0269083j 0.0274615+0.040664j 0.00594789-0.0430959j 0.156309-0.0926862j -0.0531553+0.0398696j -0.0146403-0.0343408j 0.0137097-0.0886676j 0.0183811+0.0175148j 0.00669975+0.0056533j 0.0467022+0.00193438j 0.064944+0.038179j -0.0670533+0.0205691j -0.0631597+0.0498037j 0.042869+0.016495j 0.107844-0.0103997j -0.0856901-0.03041j 0.124068-0.106722j -0.0381965-0.0266218j -0.00326481+0.0282456j 0.0226616-0.0102782j -0.0820849-0.0778075j 0.000440541-0.174031j -0.0546989+0.0710424j 0.00374146-0.0849367j -0.0441534-0.0132792j -0.0159582+0.0337377j 
