0.0247266-1.30104e-17j -0.0107237+0.00030568j 0.00792703-0.000210134j 0.0304811-0.00171346j 0.00672797+0.000297898j -0.0139231+0.00355426j -0.0406515+0.00330774j 0.00425607+0.0014823j 0.0167342+0.00223151j 0.00232658-0.00381179j -0.0341945+0.000963195j -0.0130053+0.000133366j -0.0550709+0.00193234j 0.0440766-0.000289235j -0.0745776+0.00100938j 0.0262453+0.000404767j -0.00913182+0.000621275j -0.00924161-0.00364893j -0.0367533-0.00196564j -0.0135659+0.00238308j -0.00060595+0.0013542j -0.0259365+0.00510994j -0.0374913+0.00108538j -0.0145368+0.000718984j -0.0105063-0.000591095j 0.013443-0.00198124j 0.0185894+0.00220512j -0.0354094+8.10645e-05j 0.00792216-0.000469169j -0.0236354+0.00141731j -0.0240309-0.000129048j -0.00797215+0.00336872j -0.0102736-0.00254637j -0.000404316+0.000464931j -0.0297654+0.00416574j -0.00702784+0.00127562j -0.00372736-0.00246193j -0.00299102+0.00506364j 0.0213082+0.00126085j -0.00279205-0.000392244j -0.0189276+0.00236115j 0.0157216+0.000864641j 0.0407182+0.00265155j -0.0583835+0.0131667j -0.066004+0.00704562j 0.155827-0.00666645j 0.00583786-0.00259533j -0.0188126+0.0039136j 0.0111844+0.0102828j 0.119341+0.013932j -0.0207362-0.000333293j 0.00226805-0.00399695j 0.0207735-0.00588958j 0.0471848-0.00624381j -0.0530024+0.0102992j -0.0194177+0.00307306j 0.0127118-0.00455598j -0.0355239+0.00677103j 0.0169465+0.00411276j -0.00456611+0.00173445j -0.012+0.00438599j 0.00131524+0.000413999j -0.0168946-0.00677834j 0.0556596-0.00297105j -0.0197869+0.0043755j 0.00233593-0.00908132j -0.0493539-0.0010569j -0.000805265-0.00210009j 0.0542035+0.00870974j 
0.013443+0.00198124j -0.0126551+0.000228571j -0.0134368-0.00451077j 0.0482366+0.00118096j 0.0196325+0.000625543j 0.0124429+0.000482567j -0.0256299-0.00373652j -0.0173787+0.00384808j 0.0838092+0.00489082j 0.0355285+0.00304648j 0.0499274-0.000221469j -0.0775221-0.00237946j -0.0688006+0.00284526j -0.051014-0.00439184j 0.0629346-0.00310678j -0.0691593+0.00268826j -0.00460434+0.000885615j -0.0135923-0.00167145j -0.020993-0.00294758j 0.0477205-0.00387556j -0.000701413+0.00357267j -0.00993194-0.00699813j -0.0503393-0.00536014j -0.0855486-0.00330547j -0.0436053-0.00167847j -0.0255858-2.08053e-14j -0.0211699+0.00699031j 0.0771543+0.00440628j 0.0469584+0.0015167j -0.131307-0.000759909j -0.0330568-0.00248719j 0.0155156+0.00493153j -0.0321579+0.000724848j -0.0637337+0.0027999j -0.0185682+0.000271257j -0.26225+0.00509884j 0.126057-0.00140012j 0.0806961-0.00315626j -0.0048323+0.00158584j 0.11664-0.00236853j 0.0868129-0.00285515j 0.000120057-0.00239913j -0.0102118+0.00407997j 0.054656-0.000862971j -0.0422022+0.000977438j 0.0517857-0.00321525j 0.0024476-0.000726156j 0.0166633-0.0020216j 0.00869368+0.000449498j 0.0200573+0.00174349j -0.0465376+5.26725e-05j 0.0224836-0.0018763j 0.0214367-0.00179535j 0.00750227+0.00104535j -0.00994476-0.00364175j -0.0319771+0.00053956j 0.0100094-0.00376535j 0.00279321-0.000778238j 0.00889619+0.000498734j 0.0161267-0.00194757j -0.0170398+0.00218406j -0.00297098+0.00130394j -0.00156125+0.000666518j 0.0100895-0.0030927j -0.0229922+0.00204244j 0.00296223-0.00204266j -0.00930349-0.00149283j 0.00493608-0.00148146j -0.0146614+3.73131e-05j 
0.0185894-0.00220512j 0.0190035+0.00318726j -0.0190232+0.000589651j -0.0157527-0.00328977j -0.0144551-0.000508229j 0.0223758+0.00074115j -0.065114+0.000593489j 0.0242941+0.00272994j -0.0262494+0.00227075j -0.017782+0.00389949j 0.0187479+0.00189948j -0.0386455+0.00465256j -0.0575657-0.00180755j -0.000226824-0.00257241j 0.0326915+0.00491955j -0.0450672-0.00159801j -0.102846+0.00236899j -0.0263654+0.00609118j 0.0189705+0.00351357j 0.0443509-0.00255837j -0.0838271+0.000491313j -0.0196859-0.00137547j -0.0142748-0.00119853j 0.0398153+0.00097205j -0.00760211-1.21323e-05j -0.0211699-0.00699031j 0.0926807-1.55106e-15j -0.0499655+0.00185684j -0.0553122-0.00138259j 0.0360747+0.00280057j 0.115386+0.00431025j -0.0640332-0.00268704j 0.295125-0.00177801j -0.00317849+0.00243088j -0.241224+0.00214296j -0.457589-0.00331285j 0.273521-0.00230138j -0.011341+3.71868e-05j -0.149552-0.000726142j 0.188807+0.00143961j -0.0935592+0.00294744j 0.168555-0.00322894j 0.0555079-0.00187536j 0.0826188+0.00329824j 0.0146092-0.00448663j 0.0827395+0.000669794j 0.00638804-0.00343981j 0.0105491+0.00346896j 0.0330776-0.000808008j 0.0183106+0.00167618j 0.00994173-0.0012334j 0.066637-0.00908007j 0.0974767-0.0021476j -0.0248969+0.000349191j -0.0672135-0.00458684j -0.0353955-0.00108045j 0.0421762-0.00450005j -0.0117575+0.00198667j 0.0176572+0.000649239j -0.0063108+0.00411864j -0.0129935+0.00281619j -0.0130024+0.00147266j -0.0304169-0.00384898j -0.0119815+0.00539852j -0.0197872+0.00558391j -0.0110089-0.00551899j -0.0260009+0.00379216j -0.0131593-0.00296915j -0.0197188+0.00440982j 
-0.0354094-8.10645e-05j -0.0124698-0.00334054j 0.021821-0.00287726j 0.089489+0.000738542j 0.0349537-0.00166794j 0.0338824+0.00558356j 0.000427378+0.00315799j 0.0330519-0.000230438j 0.127903-0.000283721j -0.0527848+0.000505847j -0.17304-0.00268329j -0.0508742+0.00173644j -0.0135916+3.6914e-05j 0.0103956+0.0013817j 0.0493863-0.00312289j -0.020416-0.00161689j -0.0580417-0.00701526j 0.227614+0.000213683j -0.0156845-0.000567698j -0.0836477-0.00121768j -0.00592606+0.00282998j -0.00789306+0.00135465j -0.176142-0.00454512j -0.0395237+0.00174587j 0.0423072-0.000871868j 0.0771543-0.00440628j -0.0499655-0.00185684j 0.096634-1.31362e-15j -0.0179243-0.00161941j -0.105594-0.000876866j -0.0824548+0.00141638j 0.0414106-0.00150089j -0.262923+0.00312672j -0.264088-0.00454197j 0.156205+0.00012961j -0.217194-4.41772e-05j 0.323165+0.00142828j -0.304626-0.00105254j 0.208086-0.00154462j -0.00917469-0.000591939j 0.0521972-0.005915j 0.155652+0.00185585j -0.0416735+0.00760842j 0.0389463+0.00111736j -0.00897479+0.00299686j -0.11241+0.00133893j -0.0915658+0.000859578j 0.036344-0.00329329j 0.0245168-0.00725712j -0.213351+0.00022941j 0.0399113-0.000250337j 0.0343547+0.00238165j -0.0183344-0.000452053j -0.00495518-0.00101384j -0.0251492-0.0034423j -0.041184-0.000432792j -0.0676472-0.000365395j 0.017256+7.33933e-05j -0.091309-0.00120892j 0.0376813+0.00203843j 0.00950544-0.000586759j -0.00619174-0.00135655j 0.0618727-0.0020273j -0.00710832+0.00159221j -0.023181-0.0116642j 0.0253107-0.00213812j 0.0142974-0.00030075j -0.0365801+0.00535487j 0.0191436+0.00273178j 
0.00792216+0.000469169j -0.00145863+0.000783136j -0.00351404-0.000653918j 0.0372842+0.00146581j 0.00902583+0.000116046j -0.0038912+0.00212109j -0.00300999-0.00105367j 0.0163132-0.00283272j 0.0689762-0.00144845j 0.0403095-0.00306661j 0.0549542-0.000458351j -0.0599163-0.000463959j -0.0556978-0.00354513j -0.0592312-0.00218407j -0.00253959-0.000258588j 0.00938237-0.00112991j 0.0487039-0.000135898j 0.0391653+2.43933e-05j -0.0316857-0.00263536j 0.0364493+0.00163123j -0.0113351-0.00152443j -0.0536349+0.00195788j -0.0224714-0.000328432j -0.0484744+2.17552e-05j -0.0232351-0.0024389j 0.0469584-0.0015167j -0.0553122+0.00138259j -0.0179243+0.00161941j 0.658354+9.17452e-16j 0.00213675+0.0016436j -0.0769688+0.00200182j -0.147603+0.000668346j 0.3935-0.00135423j -0.328712-0.0022211j 0.258741+0.000941268j 0.0675081+0.00144272j -0.0986398+0.001566j 0.0891993+0.00124966j -0.045472+0.00073055j 0.0504222-0.000594482j 0.00821831-0.00264491j 0.0830279-0.00184018j -0.0876611+0.00124313j 0.0321312-0.000120711j -0.0419429-0.000324197j 0.0544933+0.000380972j -0.0538769-2.66633e-05j 0.0273017-0.000713798j -0.0141478+0.00189293j 0.056855+9.28481e-05j -0.0192298-3.05198e-05j -0.00859653+0.00104034j -0.0096196-0.00370686j 0.000875717-0.000435896j -0.0319625+0.00202128j 0.0130531-0.00510781j -0.0359783+0.000888203j 0.00218407-0.00085714j -0.0188301+0.00151802j 0.0215862+0.00215428j 0.00407687-9.60706e-05j -0.0432644+0.00495157j 0.00943897+0.00059028j 0.0185656-0.00237424j -0.00572402-0.00173223j 0.0247735-0.000565174j -0.00249302-0.00176843j -0.00201485-0.00145083j -0.0102712+0.000364879j 
-0.0236354-0.00141731j 0.000573123-0.00242607j 0.0234676+0.000813086j -0.00393913-0.000686297j 0.032884-0.000462527j -0.0574618+0.000846671j -0.00694873+0.000819674j 0.0294207+1.02629e-05j -0.0296124+0.000657134j -0.103707+0.00104523j -0.116518+0.000818037j 0.0741098-0.0004455j -0.011069+0.0037327j -0.00700169-0.000908752j -0.0069584-0.00103983j 0.00532422-0.000907888j -0.0637774-0.00152536j 0.058969+0.00208997j -0.0344852+0.00184374j -0.0382242-0.00251918j -0.0517041+0.00118621j 0.0295365-0.00196305j -0.0452151+0.000245977j 0.110514+0.00252339j 0.172986+0.00128715j -0.131307+0.000759909j 0.0360747-0.00280057j -0.105594+0.000876866j 0.00213675-0.0016436j 0.660652-3.04287e-15j -0.161485+0.000379437j 0.0472382-0.00329458j 0.152359+0.00123206j -0.159931-0.00140711j -0.156339+0.00258963j -0.064466-0.00106607j -0.193012-0.00259715j -0.100806-0.00333749j -0.0435875+5.95317e-05j -0.0287591+0.00172731j -0.0702695-0.003855j 0.0885212+0.00215351j -0.0484503+0.00136546j 0.0288362+0.000698586j -0.0952824+0.00343656j -0.065087+0.00240182j 0.009289+0.000146357j -0.0244191+0.00215179j 0.0292792-0.00315259j -0.110799+0.00107618j 0.193438-8.16831e-05j 0.0532282+0.000173211j 0.0187015+0.00699756j 0.0311817+0.00103268j -0.0536974+0.000768838j -0.00150478+0.00103808j -0.0209814-0.00168162j 0.0295379-0.00253816j -0.0289068-0.00171147j -0.0503916+0.000805484j -0.0273237+0.00152666j -0.009117+0.00196859j 0.0206681+0.00308557j -0.00238212+0.00346119j 0.0180364-0.00028343j -0.0204094+0.00234989j 0.00508257+0.000259676j -0.0217166+0.00316773j 0.0168599+0.00251158j 
-0.0240309+0.000129048j -0.010614-0.00311814j 0.00316965-0.000756589j 0.0303888-0.000246297j -0.0386806-0.00117863j -0.0812869-9.81681e-05j 0.0178924+0.00198278j -0.00960243+0.000871131j 0.0693435-0.000618472j -0.0105266+0.00134418j 0.000692485-0.00091618j -0.0982786-0.000708853j 0.00297649-0.000824253j -0.0524057-0.000231077j -0.0310644-0.00216476j -0.0250724-0.00114174j -0.0494849-0.00195071j 0.025259-7.87072e-05j -0.0316987+0.00469364j -0.020369-0.00192605j 0.0215166+0.000122803j -0.0602455-0.000608623j 0.00579139-0.00180277j -0.0238918-0.00144746j -0.129084+0.000706358j -0.0330568+0.00248719j 0.115386-0.00431025j -0.0824548-0.00141638j -0.0769688-0.00200182j -0.161485-0.000379437j 0.548857+1.15122e-13j -0.0457651-0.0025499j 0.231064+0.00145876j 0.167696-0.0028355j 0.245211+0.00272468j -0.103342-0.00404203j -0.179714-0.00470138j -0.150238-0.00255875j -0.194488-0.00127123j -0.0521903-0.00106946j -0.0871384-0.00622796j 0.133076+0.00526805j -0.0512915+0.00197149j -0.0495159+0.00159593j 0.00506512+0.00396432j -0.0517428-0.00135112j 0.00859743+0.00247342j 0.140672-0.000843005j 0.130695-0.00470946j -0.158539+0.00188423j -0.0980997+0.000566398j 0.0983968-0.00459475j -0.0443615+0.00570678j -0.00302169+0.00216961j 0.00917328+0.00392252j 0.0489968+0.00126905j -0.0121901+0.000189816j -0.0434701-0.000215365j -0.0627442-0.00431636j 0.01973-0.0043281j 0.0270936+0.00218406j -0.0133626+0.0033727j -0.00338932+0.00732543j -0.0120358+0.00559228j 0.00330119-0.0042867j 0.0111607+0.0014867j 0.0145113-0.000685105j -0.0244435+0.00655179j 0.0245147+0.00132164j 
-0.00797215-0.00336872j 0.0170613-0.00262003j -0.132892+0.00214327j -0.0448823-0.00888297j -0.0174348-0.00213712j 0.0205263-0.00147673j -0.0663148+0.00457484j -0.0983957-0.00188311j -0.0665556+0.00259571j 0.032024-0.00112386j 0.0226216+0.0036589j 0.0826923+0.00239606j 0.0862107-0.00300045j -0.082498-0.00552027j 0.0948889+0.00225635j -0.0413712-0.000977529j -0.0633444+0.0064393j 0.0438394-0.000324843j 0.128315-0.00128385j 0.0295898-0.00535897j -0.0575676-0.00273577j -0.0900819-0.00105426j 0.00476569-0.00179437j -0.0316236+0.00133032j -0.0475491-0.00137032j 0.0155156-0.00493153j -0.0640332+0.00268704j 0.0414106+0.00150089j -0.147603-0.000668346j 0.0472382+0.00329458j -0.0457651+0.0025499j 0.316705+9.5683e-15j 0.134373-0.00279969j -0.044251+0.00178412j 0.117914+0.00555091j 0.192219+0.0025615j 0.223749+0.00118212j -0.0752413+0.00359714j -0.0974775+0.00338563j -0.283645-0.00242397j -0.190609+0.00110852j 0.122499-0.00214018j 0.0802826-0.00102078j -0.0488828-0.00216367j -0.0928045+0.00292369j 0.0748415+4.14733e-05j -0.0591909-0.0062706j 0.230225-0.00103276j -0.0723357-0.00291173j -0.0110898+0.000494473j -0.00444876+4.2214e-05j -0.0390389-0.0041264j -0.0110078-0.000194404j -0.0191464-0.00981511j -0.00664931-0.00505603j -0.0120015-0.00282357j -0.0148257+0.003205j 0.0393608-0.00279264j -0.0706229-0.00213697j 0.0405879+0.00189659j 0.110907+0.00194331j 0.0468988-0.000598083j -0.0182356-0.0106396j -0.0426882+0.00675262j -0.0640523-0.00745506j 0.0382602-0.0119709j -0.0305418+0.003165j -0.032175+0.00812036j 0.0332687+0.00268463j 
-0.0102736+0.00254637j -0.013403-0.000597649j -0.0284873-0.00155915j -0.0165631-0.00679208j 0.0428298-0.00228938j 0.101046-0.000467783j 0.0427581-0.000668268j -0.0636446+0.0016085j -0.0622016+0.00233442j -0.0931119+0.000491254j -0.0353508+0.00146338j -0.0305387+0.000275676j 0.0652933+0.0015518j -0.0188474+0.00698203j 0.010685-0.000555029j 0.0333146+0.00305766j 0.0121378-0.00200451j 0.005735-0.00411789j 0.0206798-0.00034965j 0.00130164-0.00404825j 0.046779+0.00130428j 0.184872-0.000990149j -0.0147383-0.0027652j -0.153562+0.00269418j -0.0555398-2.00334e-05j -0.0321579-0.000724848j 0.295125+0.00177801j -0.262923-0.00312672j 0.3935+0.00135423j 0.152359-0.00123206j 0.231064-0.00145876j 0.134373+0.00279969j 0.104023+4.00423e-16j 0.207991+0.00174129j -0.136784-0.00539815j 0.0488538+0.00247736j 0.239752+0.0039667j -0.0765764-0.0012222j 0.202574-0.00552355j -0.00914737-0.00112457j 0.0828585+0.00261952j -0.207657+0.00299786j 0.144271-0.00371646j -0.0239251-0.00575346j 0.0535379+0.000523271j -0.0167021-0.00233247j -0.0441082-0.00252637j 0.0595318-0.00568567j -0.0931393-0.0032673j -0.0122083-0.00246859j 0.0268738-0.000172737j -0.0135388-0.00522087j 0.0742022-0.00607515j -0.0202792-0.00431001j 0.0275001-0.0083737j -0.0079993+0.00225572j -0.000443278-0.0042153j 0.0306727-0.00400032j -0.00169225-0.000135598j -0.017022+0.00219411j 0.0681965-0.00356695j 0.0227444-0.00148237j -0.0109803-0.00837254j -0.0274414-0.00272509j -0.0531846-0.000486622j 0.000824955-0.00935772j -0.0166095+0.0025983j 0.0100414+2.012e-05j 0.010573-0.00208222j 
-0.000404316-0.000464931j -0.00395563+4.07189e-05j -0.0260968-0.00233797j 0.0763588-0.0010795j 0.0719581-0.000845434j 0.00970904+0.00657414j 0.00202852-0.00202484j -0.0135044+0.000822732j 0.152143+0.000484077j 0.0846295+0.00290926j -0.0585474-0.00175777j 0.116984+0.000928788j 0.0124306+0.00281374j -0.000838648-0.000890762j -0.0168275-0.00155071j 0.137651-0.000718927j -0.115386-0.00640108j -0.0802819+0.00211697j 0.0741889-0.00775032j 0.101061-0.00094699j -0.177135-0.00254335j 0.0283004+0.00213035j 0.133831+0.00236083j -0.0130365+0.00702455j -0.0617905-0.0020722j -0.0637337-0.0027999j -0.00317849-0.00243088j -0.264088+0.00454197j -0.328712+0.0022211j -0.159931+0.00140711j 0.167696+0.0028355j -0.044251-0.00178412j 0.207991-0.00174129j -0.251177+2.99153e-15j -0.117287-0.00229723j 0.243009+0.00643561j 0.020674+0.00428871j 0.159189-0.00333031j 0.110301-0.00471359j -0.0331538+0.00253153j 0.159261-5.40747e-05j 0.021648-0.000761672j -0.113842+0.00110176j 0.0255348+0.000310682j -0.0155882-0.00093966j 0.0801277+0.00439999j 1.86586e-05-0.0028838j -0.127817+0.0024912j -0.0811987-0.00146909j 0.00952841+0.0007628j -0.0430294-0.000519441j -0.0238631+0.0013856j 0.0652213-0.00134362j -0.0240658+0.00419687j -0.028903+0.00112461j -0.0127601-0.00583094j 0.0278167-0.00274949j 0.0154001-0.00214537j 0.0206633-0.00280442j -0.00861222+0.00166216j -0.00626336-0.00547552j 0.00648086-0.00267674j 0.0282212-0.00719334j 0.00189373-0.00692057j -0.0184442+0.00016901j -0.0139068-0.00147464j -0.0165977+0.000950073j -0.00450003-0.00364125j -0.00983686+0.00132932j 
-0.0297654-0.00416574j 0.0107246-0.0050341j -0.0287094+0.00867412j -0.169584-0.00364809j -0.0937963+0.00506492j -0.0779414-0.00243453j 0.0729678+0.0077623j 0.0307895-0.00068907j -0.0339416+0.00272559j 0.0887286-0.00191378j -0.0030117-0.000673336j -0.0124605-0.00166249j 0.0544356+0.0060205j -0.0157089+0.000279233j 0.0127657+0.00472438j 0.0756155-0.00317874j -0.0587071+0.0018249j -0.112786+0.00511276j -0.0254415+0.00143818j 0.120718-0.00240672j 0.102185+0.00479173j 0.193045-0.001248j -0.0907975+0.00513174j 0.0977544+0.00451248j 0.128212+0.00120222j -0.0185682-0.000271257j -0.241224-0.00214296j 0.156205-0.00012961j 0.258741-0.000941268j -0.156339-0.00258963j 0.245211-0.00272468j 0.117914-0.00555091j -0.136784+0.00539815j -0.117287+0.00229723j -0.122396+2.37043e-14j 0.021137+0.00162577j 0.123214+0.00154116j 0.114548-0.000432518j -0.0982839+0.000590017j 0.0807644+0.000197843j -0.127345-0.00016711j 0.0580905-0.000582603j -0.00408234+0.0030006j -0.061633+0.00385229j 0.101366-0.0019356j -0.0270598+0.003431j 0.000236278+0.00391935j -0.115215+0.00484597j -0.149115-0.00225814j -0.0630348-0.00340005j -0.0374236-0.000594877j -0.00979596+0.00189464j 0.0339708+0.00543793j 0.0264194-0.00174137j -0.0094494-0.00382243j -0.0160337-0.00441452j -0.00662348+0.00588026j -0.0152392+0.00163851j 0.0222378+0.000213227j 0.0413616+0.00442931j -0.0143351-0.000881831j -0.0298388+0.00099644j 0.0194635-0.00393932j -0.0140771+0.0093769j 0.0140647+0.000334925j -0.0311564+0.00313396j -0.0130769+0.0037724j -0.0107859+0.00385042j 0.0248373+0.00303574j 
-0.00702784-0.00127562j 0.00568922-0.000693548j -0.0416364-0.00216258j 0.0255713+0.000373289j 0.0124685-0.000691825j -0.0499388-0.000365976j -0.0863958-0.00239472j 0.0623112-0.00230938j 0.0126165-0.00199974j -0.0255827-0.00167248j 0.0202838+0.00282203j 0.0959407+0.00162269j 0.12302-0.000572738j -0.0127139-0.00188683j 0.0109559+0.00149724j -0.115778-0.000205726j 0.121102+0.00370608j 0.0542413+0.00627372j 0.0178633-0.00105942j 0.276166+0.00502638j 0.0615748-0.00138672j 0.0551256-0.0015357j -0.0886323-0.00489921j -0.246268-9.45781e-05j -0.117995+0.000332134j -0.26225-0.00509884j -0.457589+0.00331285j -0.217194+4.41772e-05j 0.0675081-0.00144272j -0.064466+0.00106607j -0.103342+0.00404203j 0.192219-0.0025615j 0.0488538-0.00247736j 0.243009-0.00643561j 0.021137-0.00162577j -0.16078-4.60202e-13j -0.0455785+0.00318628j -0.0804326-0.00135049j 0.0584416-0.00161924j -0.0323955+0.00033442j 0.105293-0.00239864j -0.0161609+0.00267818j -0.0702704+0.000314508j 0.0596183-0.00380744j -0.0814114+0.00132993j 0.0533062+0.00275352j 0.0163868+0.00425597j -0.0184818-0.00280802j -0.0202281+0.00491189j -0.027581-0.00149379j -4.80578e-06+0.000564266j 0.0227665+0.00334666j -0.00681313+0.000599014j 0.0341993-0.00191319j 0.0244849-0.000519716j -0.0013556+0.00153561j -0.0168301-0.00289914j 0.00332077-0.00172367j -0.0258471+0.00435576j -0.0149997-0.00033817j -0.00250163+0.00315094j 0.00655796+0.000736153j -0.00501141+0.00358562j 0.0099102-0.00222685j -0.0161832+0.000520938j 0.0109564-0.000615728j -0.00447882-0.00153301j -0.00960993-0.00017002j 0.00636384+0.000213385j 
-0.00372736+0.00246193j -0.0116151+0.00104576j -0.0870617+0.00361145j -0.122286-0.0140985j 0.13413+0.00309148j 0.0707968-0.00111425j 0.0243156-0.00453207j 0.0982736-0.000264261j -0.0525194+0.000483685j 0.100538-0.00345453j 0.158237+0.00512277j 0.0344755-0.00198632j -0.0836345+0.00231567j 0.0870117+0.00247885j 0.0223409+0.00265276j -0.0410781+0.000369371j 0.0809591+0.00661515j -0.128752+0.00543234j -0.0148318-0.00252037j -0.0976985+0.00278348j -0.0731598-0.000797954j 0.0919123-0.00123569j -0.122021-0.00119772j 0.0651256+0.00322737j 0.163882-0.00205683j 0.126057+0.00140012j 0.273521+0.00230138j 0.323165-0.00142828j -0.0986398-0.001566j -0.193012+0.00259715j -0.179714+0.00470138j 0.223749-0.00118212j 0.239752-0.0039667j 0.020674-0.00428871j 0.123214-0.00154116j -0.0455785-0.00318628j -0.0610359+1.01716e-14j 0.00494458-0.000552395j 0.0671005-0.00490672j 0.216862+0.000121445j 0.0948014-0.00758521j -0.112215+0.00246518j 0.0198973-0.00356072j 0.0359001-0.00849054j -0.0900432+0.00208192j -0.0367283+0.00155992j 0.103925-0.00745749j 0.0657427-0.0100281j -0.0464747+0.00425362j -0.0116427-0.0044665j 0.00741256-0.000693892j 0.0235927-0.00470641j 0.0302623-0.00383262j -0.0165505-0.00284613j 0.00179737-0.00474608j 0.00706841-0.00124902j 0.00800107-0.00380333j 0.0134709-0.00263973j -0.0262562+0.0047684j -0.0319396-0.00126527j 0.035588+0.00575773j 0.0220877-0.000686581j -0.0161849+0.00652726j -0.0103135+0.00107627j -0.0379908+0.00512925j 0.00440739-0.00539945j -0.022856+0.00162873j 0.00497086+0.000309112j 0.0174546-0.00180828j 
-0.00299102-0.00506364j 0.0338141+0.000840476j -0.0792022-0.00351235j 0.0847509-0.000891925j -0.151102-0.0105403j 0.0847668+0.00148387j -0.079407+0.00222509j 0.0145776+0.00827773j 0.113005-0.00502147j 0.105056+0.00933685j 0.136974+0.000984504j -0.0987789+0.00243952j 0.12034+0.00094441j -0.105758+0.00586602j 0.0826572-0.00467237j -0.119809+2.68188e-05j 0.0704758+0.0042637j -0.0223063+0.0016502j 0.0939224-0.00386096j -0.107485-0.000743124j -0.0233653-0.0010047j -0.136759+0.0043525j 0.105759-0.00453001j 0.112747+0.00205367j 0.428147-0.00137317j 0.0806961+0.00315626j -0.011341-3.71868e-05j -0.304626+0.00105254j 0.0891993-0.00124966j -0.100806+0.00333749j -0.150238+0.00255875j -0.0752413-0.00359714j -0.0765764+0.0012222j 0.159189+0.00333031j 0.114548+0.000432518j -0.0804326+0.00135049j 0.00494458+0.000552395j -0.0407121+2.07809e-15j -0.0618855-0.002703j -0.0715696+0.00251689j -0.161999+0.00409935j 0.0175935-0.0015179j -0.0226047+0.000269955j -0.0326326+0.00255327j -0.0196689-0.00265391j 0.119114-0.000774208j 0.0376448+0.00488068j -0.0227681+0.00296656j 0.0554071+0.00289432j 0.0319265+0.00085587j -0.0530251-0.000811961j 0.0189944+0.00124688j -0.0202251+0.00063837j -0.0033172+0.00183934j 0.0165493+0.00187628j 0.0166388+0.00373772j -0.0150377-0.00067744j -0.0170002+0.00362051j 0.000264734+0.00167349j 0.0104245+0.000912183j 0.027638+0.00258001j 0.0112728+0.000987736j -0.0198433+0.000810488j 0.00480975+0.00247236j -0.011109+0.00141593j 0.00839379-0.000737772j -0.00654232+0.00091319j -0.0129504-0.000900299j -0.00853072+0.00195702j 
0.0213082-0.00126085j 0.0261545+0.00516804j 0.0924429+0.00274584j -0.0541964-0.000818817j 0.00087933-0.0082207j 0.00797867-0.000871329j -0.0986894-0.00651717j 0.129421+0.000150255j -0.154638+0.000703335j -0.159959-0.000905428j 0.0325638-0.00366281j 0.0883137+0.000988791j -0.0644375+0.00155674j 0.0565443+0.0110339j -0.00742857-0.00104705j -0.0275892+0.00719532j -0.0470429+0.000636034j 0.0308964-0.00169262j -0.0335921+0.00321333j 0.100582+0.00405969j 0.00628011-2.04165e-05j -0.0947979-0.00217003j -0.0169743-0.00352938j -0.0430128+0.00646306j -0.393531+0.00304466j -0.0048323-0.00158584j -0.149552+0.000726142j 0.208086+0.00154462j -0.045472-0.00073055j -0.0435875-5.95317e-05j -0.194488+0.00127123j -0.0974775-0.00338563j 0.202574+0.00552355j 0.110301+0.00471359j -0.0982839-0.000590017j 0.0584416+0.00161924j 0.0671005+0.00490672j -0.0618855+0.002703j -0.0839126-8.98153e-16j 0.061926+0.00127696j -0.0807192-0.00424067j 0.0333005-0.0027288j 0.1207-0.00292812j -0.0272972-0.00102659j 0.0467268-0.00171252j 0.0574621-0.00231929j -0.0220798-0.00140992j 0.0376826+0.00223236j -0.0393001+0.00181641j 0.114045-0.00179705j 0.0407002-0.000685527j -0.0322002-0.000964371j 0.0267904-0.00369999j -0.00237444-0.000853359j -0.03032-0.00167405j 0.00107093-0.0027508j 0.00792729+0.00208478j -0.0319048+0.00146171j 0.00369464+0.00391953j -0.00618588+0.00444333j -0.0118615+0.00508132j -0.00364046-0.00120153j 0.00302972-0.00259097j -0.00993628+0.000481588j -0.00946658+0.00416252j -0.00820501-0.0034871j -0.00790571+0.00109472j 0.00485267-0.00556704j -0.0311634+0.00159838j 
