-0.022019-6.93889e-17j 0.0115834-0.00233796j -0.0220004-0.00274286j -0.0418641+0.00428325j 0.0376253-0.00496765j 0.0508796-0.00589314j -0.0266277-0.00338268j 0.0270118+0.00827431j -0.0312183+0.0132193j 0.0263205+0.000285608j 0.0248782-0.00610808j -0.0268963+0.00263082j 0.0285175-0.00471201j 0.0248261+0.000355951j -0.0156662-0.00160013j -0.0171963+0.00270467j -0.0017322+0.00398815j 0.0109201+0.000721116j 0.0306824-0.00159346j 0.0195804+0.00907825j 0.0473207-0.000532275j 0.0178801+0.0011187j -0.0196329+0.0124765j 0.063512+0.00126723j -0.0253835+0.00588989j 0.0166795+0.00251675j -0.00903019-0.00772537j -0.0457986-0.00710734j -0.000140338+0.00284706j 0.00142814-0.000711058j -0.0127206-0.00315834j 0.0169015-0.00201782j -0.0325147+0.00148787j 0.0139992-8.76171e-06j 0.00865824+0.00296748j 0.0341143+0.00792486j 0.0332964+0.0107616j 0.00723748-0.00201364j -0.0044617-0.0212757j 0.0164309+0.00122444j -0.00143191-0.0131466j -0.00345566+0.00743428j -0.0109616+0.00639723j -0.011052+0.00703215j 0.0168566+0.0496324j -0.020423-0.00206711j -0.000522273+0.0134678j 0.00791528-0.0213433j -0.0189497+0.011856j -0.00913657-0.00563289j -0.0136652-0.0171453j 0.00497174-0.0127516j -0.000716749+0.0140063j 0.00117371+0.00744799j 0.000145376+0.0115682j -0.0100927-0.00335137j -0.00858645+0.0588867j 0.0109487+0.0199704j -0.00981198+0.00331728j -0.0138924+0.00483517j -0.0221363-0.013936j -0.00176935+0.0160484j 0.00747948+0.00673865j 0.0118126+0.00804344j 0.00258612-0.0175114j 0.017818-0.0314507j 0.00629307+0.0172519j 0.0140717-0.00451623j 0.00730186+0.00660621j 0.00849553-0.0145683j -0.00837804-0.0178556j -0.00764044-0.017657j 0.00658593-0.00657074j 0.00489743-0.00741659j -0.0173147-0.0103044j 0.0011437-0.00563358j -0.0119802-0.0254393j 0.000738179+0.0104448j -0.00205328-0.0129187j -0.022842+0.0142824j 0.0155443-0.00621848j 0.0132058+0.0191526j -0.0361343+0.00469267j -0.00925208+0.0405841j -0.0226557+0.0253932j 0.0151109-0.0759412j 0.0218192+0.0483186j -0.00693236+0.00369425j 0.045388+0.0799271j 0.201964-0.223046j 0.0641917+0.358676j -0.0761674+0.0770105j 0.0345397-0.0674659j 0.100298+0.0248209j 0.404004+0.0755836j 
-0.00913657+0.00563289j 0.0132528+0.0130487j -0.00276587+0.0146673j 0.0169837+0.00967539j 0.00277645-0.00175522j -0.00943488-0.00545848j -0.0219563+0.00272163j 0.0198027+0.0129011j -0.0138586-0.0028753j 0.00566805-0.00685511j 0.0178685+0.000703089j -0.0319503+0.000553503j -0.0153677-0.00608403j 0.037273-0.00558465j -0.0282371+0.0122018j 0.00393541-0.0117213j 0.0599678-0.00945695j 0.0277569-0.0076464j -0.0167328-0.00724235j 0.00295155-0.00489512j 0.00100373-0.00181292j 0.0146761+0.00969784j -0.0148528+0.00216713j -0.0172349+0.0155867j 0.0045406-0.0243548j 0.00459491-0.00269716j -0.00187624-0.0117382j -0.00347102-0.00923754j -0.0277202-0.0247589j -0.00891862-0.0143209j -0.000724116+0.0208081j 0.0207825-0.00694868j -0.0276826+0.00249323j 0.0148386-0.00170603j -0.00302646-0.0163938j 0.0224342+0.0143489j 0.0222304-0.016538j -0.0176636+0.0113917j 0.00469292+0.0294112j 0.0278101+0.0797048j -0.00332579-0.0153258j -0.0259147-0.0736125j 0.0270401-0.0493249j 0.0170193-0.0115462j -0.00733762-0.00260312j 0.0111929+0.0624458j 0.0293943-0.0489185j -0.112137-0.0294718j 0.021219+0.123906j -0.0744262+3.08087e-15j -0.135082+0.0362559j 0.102351+0.0163027j 0.0129621-0.0819962j 0.0307707+0.0522868j -0.0383277+0.0239688j 0.0854321-0.0507727j -0.0467929-0.0523975j -0.0391346-0.0196953j -0.00892574-0.0626886j 0.0200987-0.0628365j -0.00898029+0.0120156j -0.0478203+0.0203465j 0.0386073+0.0181312j 0.0213841+0.0206413j -0.0322028+0.0557361j 0.00448939-0.020476j -0.00353842+0.0560001j 0.00330404-0.00974914j -0.0168634-0.0512481j 0.0416774+0.0156892j 0.0526016+0.00313336j -0.00820833-0.056464j -0.0627986-0.0489953j 0.00435142+0.0172396j 0.0726044-0.0935114j -0.045544+0.0246119j -0.0281792-0.0209701j 0.021224-0.0438505j 0.033892+0.0879791j -0.0388436+0.0237097j 0.0220827+0.0333581j 0.0281872+0.0189029j -0.0176239-0.0742749j 0.0167944+0.0208353j -0.0572607+0.0249269j -0.0248674-0.0699288j 0.019674-0.0705416j 0.109074+0.000571991j -0.0355366+0.00652876j 0.00346176-0.0213253j 0.00138724+0.00489532j 0.0542332-0.0338267j 0.0148932-0.0495996j 0.00998177-0.0378215j 0.0246852+0.00647138j 
-0.0136652+0.0171453j -0.00251641-0.00530813j 0.000653629+0.0062669j 0.0333616+0.0146404j 0.0251427+0.0118406j -0.00134029-0.0125278j 0.00105221-0.00200407j 0.0418017+0.0339747j 0.0117265+0.00485914j 0.00626956-0.00678496j -0.00455716+0.00988764j 0.00521235+0.0198227j -0.0010464-0.00062733j 0.0654044+0.0096385j -0.0229982-0.00978857j -0.0250323-0.00617882j 0.0363792+0.00536328j 0.00364195-0.00871533j -0.0254684-0.0208488j 0.0213979-0.031194j -0.00629783-0.00847983j -0.022592-0.0403692j -0.0562563-0.0240351j -0.0516402+0.0310686j -0.00119867+0.0210318j 0.0291276-0.00954537j -0.0261843+0.0125153j -0.0360779-0.00260068j 0.0733493+0.0282461j -0.00616938-0.00364108j -0.0303647+0.0244202j -0.0327397-0.00968732j 0.111102+0.00928717j 0.00241102-0.0188527j -0.00617588-0.0125895j -0.0198281+0.0476762j -0.009568+0.0192559j 0.0215098-0.0128731j 0.00807157+0.0540337j -0.0406602+0.0704206j -0.0602591+0.0404037j -0.00330584-0.000293276j 0.0859465-0.031915j 0.0703765-0.0666751j -0.111511+0.0225133j -0.0142206+0.0378292j -0.0952895-0.0748936j -0.0950063-0.0299283j -0.000573762+0.11905j -0.135082-0.0362559j -0.0311946+2.62811e-15j -0.00830306+0.012953j 0.0754805-0.0490085j -0.0236798-0.0561235j -0.0276915-0.00249413j 0.0254163+0.069525j 0.00892578+0.0485258j 0.057414-0.0528606j -0.00718499-0.0321807j 0.0157889+0.00472593j -0.0647665+0.0367411j -0.0625531+0.00088116j 0.00888581-0.00207496j 0.00450259+0.0203532j 0.0205038+0.016277j -0.0271347-0.0789476j 0.0106268-0.0456013j -0.0145252-0.0121467j -0.0648614-0.0263568j 0.057706-0.0590226j -0.0523155-0.0153223j -0.0257317-0.00166592j -0.0727897-0.110686j 0.0276556+0.0798056j 0.0265693-0.0172974j -0.0551136+0.00512277j -0.0602119+0.0581198j 0.0656314-0.0676936j -0.0164718+0.0594934j -0.00517187-0.0193402j -0.00976392-0.0447066j -0.00780188+0.0485898j 0.0514727-0.0282982j -0.0013078+0.00223907j -0.012028+0.0100644j -0.0207914-0.0287992j -0.0324111-0.0469679j 0.0268727-0.0065857j 0.00114315-0.00327265j 0.0102335+0.0443703j -0.0217434-0.0259505j 0.00543636+0.0315527j 0.0375536-0.0337451j 0.00199526+0.0101601j -0.0302538+0.0403618j 
0.00497174+0.0127516j 0.00914448-0.0209336j -0.0183383+0.00970352j 0.00502558-0.00762173j 0.00706241+0.00506588j -0.00350838-0.0359126j -0.00218351+0.00362573j 0.0604066-0.025208j -0.00265547-0.0273113j 0.0320598+0.00936393j -0.0314043-0.0248493j 0.00207181-0.00899958j -0.0195442-0.0245397j -0.0213692-0.00686755j -0.0265147+0.0195697j 0.0588398-0.0113391j 0.0355929-0.00226961j 0.00277948-0.0101021j 0.00029142+0.0109895j -0.0126277+0.0342844j -0.0182707+0.0304381j 0.0152743+0.0434802j 0.0143993+0.0526492j 0.0333247-0.0332092j -0.0118712-0.0816156j -0.0022214-0.00129792j -0.0276185-0.00375382j -0.0299852+0.0202345j -0.00314928-0.0164161j -0.0027637-0.0162213j -0.004285-0.00826227j 0.0284222+0.0155507j -0.0255814-0.0246983j 0.0196377+0.0110273j -0.0127199+0.00718476j 0.0462365-0.0901964j 0.0402193+0.00175926j -0.0108591+0.0722205j -0.0181235-0.0633877j 0.0751097-0.0020945j -0.0500387-0.0196317j 0.00502236+0.0257549j -0.0866058-0.0905132j 0.0193112+0.0855135j 0.0533237+0.0599887j 0.0809664+0.00606817j 0.0995956-0.031496j 0.138853+0.0488225j 0.0577949-0.0894024j 0.102351-0.0163027j -0.00830306-0.012953j 0.125861-1.39055e-14j -0.0167106-0.0673127j -0.00600205-0.0226973j 0.0264727+0.0144869j 0.0480977-0.121387j -0.05586-0.160157j -0.120331+0.0681652j -0.0063561+0.0810242j 0.0577199-0.0302614j 0.0188056+0.011257j 0.0462051+0.0430703j 0.0737344-0.0219096j -0.0162923+0.034886j 0.020894+0.0176093j -0.0319667+0.051472j -0.0440397+0.00963855j 0.0135396-0.0720838j -0.0390045+0.0257578j 0.0315997-0.0103924j 0.00165011-0.0170398j -0.00456351-0.0431211j 0.0711362+0.0877756j 0.0494055-0.0201762j 0.00784686-0.0429139j 0.0373278-0.0824619j 0.00153978-0.100628j -0.0393008-0.0261425j 0.0788175-0.00374341j -0.0227387+0.0331457j 0.0260117+0.0662556j 0.0682468-0.00607532j -0.00394086-0.0388714j 0.00496807-0.0113134j -0.0526684+0.0498812j -0.0592032-0.0165799j -0.052204-0.0325942j 0.0890471-0.0411107j -0.00548087+0.0221259j -0.0311515-0.03672j -0.000261014-0.0132264j 0.0706891-0.0594767j -0.0127696-0.0516879j 0.00564263-0.0720169j 0.0275738-0.0161314j 
-0.000716749-0.0140063j -0.00427206+0.0221017j 0.00206405-0.029337j -0.0333769-0.0125525j 0.0143953-0.000664972j -0.0106057-0.00953942j -0.0178788+0.0235753j -0.0671776-0.0292699j -0.00723334-0.00538714j -0.0270888+0.00886031j 0.00271984+0.028676j 0.00894959-0.00719111j 0.0151988+0.0339338j -0.0133961+0.01659j 0.0181763+0.00175205j -0.0327375-0.00905326j -0.036763+0.0217352j 0.000624725+0.0267738j 0.00636127+0.0100128j -0.0556269-0.0165044j -0.0161044-0.0108128j -0.00748535+0.0107034j -0.00290774-0.0122424j 0.0208669+0.00991187j 0.0335415+0.0487496j -0.0456014-0.0263722j -0.0113117-0.0377573j -0.00874356-0.00961011j -0.0461554-0.00664961j 0.00361435+0.0112806j 0.0433382-0.00580897j -0.0195923-0.0107568j -0.0332555-0.000853213j -0.0122247+0.0160386j 0.00247522+0.00272555j 0.0516753+0.0623618j -0.0416119-0.0265964j -0.100998-0.106245j 0.0643533-0.0426191j -0.000255664-0.0419596j 0.00252841-0.0236521j 0.0470552-0.0713145j -0.0492574+0.043056j -0.0979726-0.00238685j 0.0113027+0.0344439j -0.0654023+0.0769122j -0.0255552+0.0225259j -0.102746+0.120414j 0.050194-0.0424163j 0.0129621+0.0819962j 0.0754805+0.0490085j -0.0167106+0.0673127j -0.025515+1.44329e-15j 0.0203224+0.0041806j -0.0189032+0.034336j 0.0545468-0.00748087j 0.0904074+0.0631086j 0.000750937-0.0854709j -0.0837952-0.0178798j -0.0447898+0.00371369j 0.0687785+0.0351875j -0.00733441+0.0638895j -0.025081+0.0425112j -0.0440293-0.0242996j -0.0176092+0.0274515j -0.0586661+0.00443358j 0.0254261-0.0859871j 0.000803734+0.0298748j -0.0295168+0.0185716j -0.00380294+0.0452258j -0.0571505-0.0353071j 0.0297983+0.0521394j 0.0408132+0.00840679j -0.0219624-0.0691049j -0.0256382+0.0227457j -0.0397684+0.0167489j 0.108557-0.0229137j -0.0576512-0.0384766j -0.0515183-0.0171201j -0.0856789+0.0954829j -0.0926722+0.0486605j -0.0466801-0.00623837j -0.0248254-0.0306979j -0.0207248+0.0229446j -0.0249424-0.0420008j 0.0324281-0.00582239j 0.046385+0.0362334j 0.0709922+0.150236j 0.0026657-0.0505923j 0.0422922+0.0158546j -0.0115365+0.0473598j 0.00743608+0.0257916j 0.011499+0.0085017j -0.00822728+0.0186946j 0.0199302+0.0205165j 
0.00117371-0.00744799j -0.0207559-0.0243295j -0.00309933-0.0290501j -0.012578-0.00151886j 0.0257074-0.0276468j 0.0189484+0.00286719j 0.00572223-0.0156209j -0.0368983-0.00532296j -0.000706161-0.0303854j -0.0228756+0.0076647j -0.00198082-0.00951241j -0.031621-0.0118521j -0.0520902-0.030395j -0.010843+0.00423731j 0.0420238-0.00338607j -0.0434606+0.0157848j -0.0506552+0.0151725j -0.0517917+0.00336526j 0.0171285+0.0117057j 0.0350673-0.0127818j -0.0312994+0.00498294j -0.0478786+0.049013j -0.0327405-0.0190603j 0.0244051+0.00108212j 0.0116669+0.0336047j -0.00623504-0.0685911j -0.0109937-0.0840663j -0.0186529-0.0118914j 0.0709402-0.0258109j 0.0077405+0.00804097j -0.0122827-0.0102494j 0.00136087+0.00991072j 0.0319157-0.00908975j -0.0113232+0.0211415j 0.0159397-0.01021j -0.0278656+0.0113971j 0.0442335-0.0753652j 0.0172712-0.13551j -0.0545045-0.00343662j 0.0512942+0.0317514j -0.102113-0.11007j 0.145781+0.0383943j -0.00224559-0.113688j -0.0329456+0.0967977j -0.107205+0.0253152j -0.0228002+0.0154911j 0.11281-0.0547252j -0.0840689-0.0819977j 0.0307088+0.0386998j 0.0307707-0.0522868j -0.0236798+0.0561235j -0.00600205+0.0226973j 0.0203224-0.0041806j 0.0600064+1.91513e-15j -0.0493976-0.000630797j 0.0823948+0.0551563j 0.00457075+0.00195205j 0.0568621-0.0444112j 0.122063-0.0566601j -0.0374156-0.0393861j 0.0599626+0.0230355j 0.00165037+0.00491834j 0.0143216-0.0362542j 0.021009-0.0933921j -0.0132181-0.00417507j 0.00497869+0.0544473j 0.0447225+0.0377752j -0.0146295-0.0551611j 0.049442+0.0193333j -0.0210298+0.0270589j 0.0470247+0.035526j -0.0129647-0.0486288j 0.0279715+0.0737074j 0.0605521-0.0912103j 0.0300567-0.0149978j -0.014977-0.0622033j 0.0576648+0.0343359j -0.0461956-0.029767j -0.0380358-0.0144566j -0.13775-0.07429j -0.0240273-0.00564475j 0.0931703-0.0586626j 0.039417-0.00506792j 0.029038-0.0176964j 0.0074909-0.0707121j -0.0471852-0.0670275j 0.00995848+0.101932j -0.102162+0.12054j 0.0398512-0.0542362j -0.0168529+0.00182668j -0.0809539-0.0370642j 0.0347513-0.0345936j 0.038151-0.0953809j 0.0217708-0.0373066j -0.0111647+0.075268j 
0.000145376-0.0115682j 0.000724097+0.0266058j 0.00414362+0.0194625j -0.00939541+0.0109945j -0.0124975+0.00579108j 0.0156252+0.000404097j -0.0035773+0.0109122j -0.0230769-0.0368098j -0.0062893-0.0242159j -0.00570875+0.00628332j -0.00225637+0.0285276j -0.025262+0.0257855j -0.0234076+0.0309621j 0.00516884-0.0143414j 0.030174+0.00432585j -0.00607911-0.0111247j 0.00411225+0.00947363j -0.00757043-0.0167147j -0.0120664+0.0241899j -0.00303173-0.00357333j 0.0251548-0.00421572j 0.0140095-0.00161766j 0.00298493-0.00208905j -0.00853654-0.0314648j 0.000138807-0.0162731j -0.054768-0.00482774j 0.0110051-0.00905014j 0.0347161-0.0336486j -0.00653916-0.00647398j -0.00706945-0.0366388j 0.0229697+0.0365473j 0.0574565-0.00419253j -0.0281817-0.0127099j -0.000941177+0.00163771j -0.0189579+0.00504251j -0.00189445+0.0378047j 0.00874241-0.0126761j -0.00344414-0.0200236j 0.0315478+0.0558159j -0.00252929-0.0265742j -0.0203362+0.0235168j 0.0541901-0.0394785j -0.0561527+0.0276055j 0.0469583-0.0408208j 0.0190536+0.0483384j -0.0244321-0.0131256j -0.0211666-0.0493969j -0.0309169-0.014592j -0.0103259-0.0368871j -0.0383277-0.0239688j -0.0276915+0.00249413j 0.0264727-0.0144869j -0.0189032-0.034336j -0.0493976+0.000630797j 0.0491702-1.2941e-15j -0.00263668-0.0435144j -0.065778-0.0473964j -0.0631335+0.00799675j -0.0391754-0.0341586j 0.0202523-0.043248j -0.0119522-0.0112513j -0.0517102+0.0290158j -0.0296456-0.0228218j -0.0150372+0.0588248j 0.0212483-0.0259384j 0.0153333-0.0423957j 0.00333592+0.0370584j -0.0350195+0.0362693j -0.00378299-0.000191617j -0.0138453-0.00964015j 0.0405475-0.0479827j -0.00754702+5.75296e-05j 0.0299667+0.0594667j 0.017131+0.02484j -0.0345263-0.00461837j 0.0690158-0.0288353j 0.0589195+0.0326051j 0.00955729-0.00110833j -0.0236112+0.00600862j -0.0380637-0.00359082j -0.0202786+0.0363185j -0.0112932-0.0269275j 0.0301739+0.0238038j -0.0296757-0.0529991j -0.0215337-0.0351332j 0.0259716+0.0466683j -0.0149283+0.010452j -0.0245728+0.0624704j -0.049953+0.0322347j -0.0339792-0.00935602j 0.0765571+0.0347075j -0.0353341+0.0368537j -0.0196638+0.0996563j -0.0234864+0.00613763j 0.015132-0.0744479j 
-0.0100927+0.00335137j 0.0021912-0.00782292j 0.0304918-0.0305583j 0.0335111-0.00486211j -0.0220657-0.00693648j 0.0138593+0.00568819j 0.0254939-0.00130759j 0.0332648+0.0316182j 0.0154885+0.0511698j -0.0253199-0.000243476j 0.0229515-0.0261185j -0.00288949-0.0319901j 0.0591289-0.0553384j 0.00519408+0.019211j -0.000435419-0.012583j 0.0147911-0.00259565j -0.00327069-0.0113061j 0.049435-0.0138177j -0.0189987-0.0398861j -0.00255704+0.0226989j 0.00737825+0.0105027j -0.0221168-0.00166014j -0.0200932-0.00109939j 0.0115057+0.0464233j 0.040802-0.000140024j 0.0374996+0.00946707j 0.0158629+0.0201416j -0.00549864-0.000626346j 0.015111+0.0145699j 0.0335233+0.0155817j 0.0233931-0.0469005j 0.0130719-0.000311207j 0.0439564+0.0246194j -0.00780199+0.00490351j -0.00726217-0.00452856j 0.0210543-0.0553224j -0.0117103+0.0311866j -0.0148433+0.0576856j -0.0597524-0.0300103j -0.0449139+0.0590454j 0.0299774-0.0358524j -0.0762833+0.0879409j 0.109336+0.00503515j -0.0557639+0.0503262j -0.0457746-0.0832212j -0.00320208+0.0892009j -0.0175905+0.0916268j 0.0754606+0.0680335j 0.0132484+0.0279899j 0.0854321+0.0507727j 0.0254163-0.069525j 0.0480977+0.121387j 0.0545468+0.00748087j 0.0823948-0.0551563j -0.00263668+0.0435144j 0.0510854-7.29972e-15j 0.134509+0.0134603j 0.0468305-0.0436124j -0.0379196+0.0758215j 0.0460785+0.0526496j 0.0463205+0.0440442j 0.0401722-0.00813668j 0.0266902+0.089418j -0.0430945-0.0344928j -0.00106262+0.0165752j -0.0587566+0.0437299j -0.0323399-0.0846089j 0.0834463-0.0244487j -0.0376426+0.0607285j -0.0206102+0.0281803j -0.110699+0.0197589j 0.0778711+0.0269868j -0.0299765+0.0307301j 0.0090644+0.0206207j -0.0206471+0.079285j -0.0229688+0.0856774j 0.0471519+0.0256275j 0.0258398-0.0424092j 0.033966-0.0253231j 0.0633044-0.0140133j -0.0225085+0.0615813j 0.0761234+0.00850242j -0.0730213+0.0168183j 0.0494146+0.0715655j 0.0827541+0.0973021j -0.0400574-0.0804441j 0.000903322-0.0259768j 0.043089-0.0412024j -0.0177352-0.0252308j 0.0410833+0.0157458j -0.0566561-0.0139541j 0.0138283-0.0185559j 0.0744763-0.098397j 0.0243019-0.00382197j -0.00723298+0.0787989j 
-0.00858645-0.0588867j -0.010845-0.0109874j -0.0386685-0.000676927j -0.0247463+0.00803244j -0.018217-0.0281956j -0.00472632-0.0164504j 0.013873-0.00941058j -0.000330256+7.7942e-05j 0.0342248+0.0483506j -0.0210526-0.0540109j 0.00019653+0.0240454j -0.0405116-0.00978654j -0.0046428+0.0588798j -0.0162777+0.00644123j 0.0500796-0.0035616j -0.0178089+0.00540256j -0.0458146-0.0277874j 0.0105163-0.00141695j -0.0528442-0.0297946j -0.00730976-0.0311364j -0.0196638+0.0332002j 0.00447703+0.00940575j -0.0198767+0.0236995j 0.073263+0.0201333j 0.0107183+0.00879878j 0.0708962+0.0345559j -0.00153786+0.0761514j 0.0733962-0.0197479j -0.0896726-0.0470685j 0.0597331+0.0360348j 0.00490426+0.0318971j -0.00385374+0.00256979j -0.0523281+0.0813011j 0.00112242-0.0362569j -0.00669812+0.0309732j -0.0176586+0.0302042j -0.00325855+0.00271839j 0.0222545+0.0234803j 0.0279828-0.0406951j -0.0144097-0.0433172j 0.0671308+0.0603478j -0.0711498+0.0276654j -0.0959566-0.021672j 0.0586956-0.135946j 0.102083-0.013776j -0.0845327-0.112711j -0.0779122-0.082678j 0.016874-0.0162368j 0.0379893+0.00836181j -0.0467929+0.0523975j 0.00892578-0.0485258j -0.05586+0.160157j 0.0904074-0.0631086j 0.00457075-0.00195205j -0.065778+0.0473964j 0.134509-0.0134603j -0.0257965-7.29972e-15j 0.049679-0.00166385j -0.0238789-0.0975511j 0.0867415+0.054803j -0.0112456+0.0679447j 0.00348355-0.0480863j -0.0284497-0.0357697j -0.0682654-0.015759j -0.0420423+0.0179111j -0.00923583-0.00148593j -0.014736-0.0235034j -0.0435023-0.0159406j -0.0147557-0.0490908j -0.0126343+0.0107159j 0.0639611-0.023806j 0.00150875+0.0308609j 0.0851014+0.0610466j -0.0100779-0.0236171j -0.065106-0.0299209j 0.00053609-0.059964j -0.0435537+0.0757157j 0.0113996+0.0116974j 0.0265751-0.112353j -0.0394134+0.0190242j -0.0788292+0.0316423j 0.114293-0.00773744j -0.0706525-0.00147577j -0.0062483-0.00280699j -0.0190472+0.096492j 0.00933219-0.00421556j -0.071974+0.0215195j -0.0510914+0.0184846j -0.0222119-0.0544319j -0.0582082-0.0503899j -0.0109052+0.0167615j -0.0284101-0.0938529j -0.0210425+0.0745753j 0.0153601-0.0547465j 0.0194942-0.0108504j 
0.0109487-0.0199704j -0.00661182+0.00407981j -6.05061e-05-0.0325228j 0.00187419+0.0185107j -0.0282781-0.0229233j -0.0248521+0.00350495j 0.00582152+0.0165019j -0.0147346+0.0615202j -0.0273527+0.0301784j 0.055413-0.0458284j 0.000162464+0.00395302j -0.028074-0.0367136j -0.0059278+0.00644904j 0.0100008+0.00616772j 0.00196671+0.0380708j -0.00412372+0.042972j 0.00363683-0.0361785j 0.0325035+0.0180292j -0.014033+0.00531111j 0.0148107+0.0185224j 0.00999175+0.0050817j 0.0150559+0.00525195j -0.010727-0.00444356j 0.0111069+0.0367877j 0.0108606+0.0224183j -0.0113613+0.0627308j -0.0615664+0.0359489j 0.0506889+0.0496043j -0.0472099-0.0507361j -0.00525662+0.048768j 0.00541722-0.0186796j 0.0108307+0.011236j -0.0868821+0.066384j 0.0126829-0.0126951j -0.0087102-0.0208967j -0.0023568-0.0208856j -0.0351026-0.017992j -0.0755348+0.0397764j 0.010587-0.00153729j 0.0383125-0.0332073j -0.0360088+0.0513674j -0.101717-0.0843416j 0.0137172-0.0192828j 0.0536178+0.054795j 0.0594325+0.0111652j 0.104883-0.0428006j 0.0231163-0.0671806j -0.0283885+0.103404j 0.0184874+0.0511375j -0.0391346+0.0196953j 0.057414+0.0528606j -0.120331-0.0681652j 0.000750937+0.0854709j 0.0568621+0.0444112j -0.0631335-0.00799675j 0.0468305+0.0436124j 0.049679+0.00166385j -0.0357604+6.66134e-16j 0.0244982-0.0914798j -0.125075+0.135094j -0.039317-0.0846971j 0.0872491+0.0120563j -0.00894946-0.00711951j 0.00664058-0.088777j 0.0013731+0.0273762j 0.0745084+0.00376633j 0.00225647+0.0122442j 0.0241616+0.00486447j 0.119609-0.0541232j 0.0354918-0.0285336j 0.0941501+0.0658577j -0.071788-0.0480445j -0.00130382+0.0616087j -0.0460244-0.0249622j -0.0350038-0.0137642j -0.00672022-0.0464383j -0.0523589-0.0539773j -0.0210888+0.147451j 0.0661314+0.0463344j 0.0439196+0.062015j 0.0287954-0.119243j 0.00663938+0.0376354j 0.035617-0.0428688j -0.0135753-0.0003786j -0.131494+0.0202063j -0.0457011-0.0246938j 0.0611092+0.00799931j -0.0092548-0.0289934j 0.0707445-0.0456144j 0.0253998-0.0074415j -0.0784364-0.000330062j 0.0197157-0.0569792j -0.0252781-0.0613658j 0.0130789-0.00966718j 0.0113903+0.0578887j 
-0.00981198-0.00331728j 0.00155402+0.00896918j 0.00965576-0.00310326j -0.00328703+0.00786087j 0.0349576-0.00420464j 0.00816251+0.022377j 0.00355456-0.00852121j 0.000917296+0.012356j -0.0435152+0.0188391j 0.0230904-0.0144662j 0.0260962-0.016372j -0.00275237-0.0205214j 0.0426908-0.0116077j -0.0118589+0.00893279j 0.000223079+0.0164939j -0.0178774+0.0317455j -0.00184508-0.0204237j -0.0116874+0.00159065j -0.0156527-0.0287133j 0.00355201+0.0141726j -0.0089697-0.00435681j -0.0293145+0.0144427j -0.00570574+0.0194554j -0.072469-0.00652889j -0.0429108-0.0332581j 0.0362492+0.0426941j 0.0197427+0.0032575j -0.03683+0.0100658j 0.0419348-0.0193049j -0.0148256+0.00610651j 0.0251555-0.00806782j 0.00327767+0.0274131j 0.0649319+0.0320569j -0.0338007-0.00697276j -0.0262664-0.0299369j 0.048527-0.029926j 0.0867525+0.0374097j 0.0473878+0.036731j -0.00196609-0.0282256j -0.0559302+0.00708303j -0.0186495-0.0319438j -0.112941+0.0384996j 0.0339033+0.00518209j -0.0553386-0.007415j 0.0561749-0.0640565j 0.0266635-0.00781812j -0.0166326+0.0538636j 0.0139717+0.0327556j 0.020488+0.0398857j -0.00892574+0.0626886j -0.00718499+0.0321807j -0.0063561-0.0810242j -0.0837952+0.0178798j 0.122063+0.0566601j -0.0391754+0.0341586j -0.0379196-0.0758215j -0.0238789+0.0975511j 0.0244982+0.0914798j -0.0929429+4.91274e-15j -0.0281857+0.0152226j -0.0503862+0.0624234j 0.0211576+0.0319421j 0.0169333+0.0927985j 0.0707879-0.0159096j 0.0728407-0.0232705j 0.0446723-0.0599073j 0.019723+0.0454543j 0.0739697-0.0340678j -0.0247394+0.037115j 0.0220875-0.0374282j -0.0168611-0.0502017j 0.0327891-0.0427586j 0.0266921+0.0111704j 0.114131+0.106188j -0.066892-0.00900593j 0.0279118-0.180685j -0.0551737+0.04526j 0.0558206+0.052746j -0.0978167+0.0113763j -0.0774512-0.0101137j -0.0704321+0.0085441j 0.0413032+0.122731j 0.150573-0.00967626j -0.0265861-0.0218666j -0.0882311-0.0739664j 0.0228898-0.0104267j 0.0333029-0.0373821j -0.0192642+0.141529j 0.0198146-0.0586157j -0.031357+0.0472453j -0.0270407-0.0288513j 0.0902139+0.0189212j 0.0349098-0.0364965j -0.00745352-0.0397094j -0.0225261+0.0144942j 
