-0.022019-6.93889e-17j 0.0115834-0.00233796j -0.0220004-0.00274286j -0.0418641+0.00428325j 0.0376253-0.00496765j 0.0508796-0.00589314j -0.0266277-0.00338268j 0.0270118+0.00827431j -0.0312183+0.0132193j 0.0263205+0.000285608j 0.0248782-0.00610808j -0.0268963+0.00263082j 0.0285175-0.00471201j 0.0248261+0.000355951j -0.0156662-0.00160013j -0.0171963+0.00270467j -0.0017322+0.00398815j 0.0109201+0.000721116j 0.0306824-0.00159346j 0.0195804+0.00907825j 0.0473207-0.000532275j 0.0178801+0.0011187j -0.0196329+0.0124765j 0.063512+0.00126723j -0.0253835+0.00588989j 0.0166795+0.00251675j -0.00903019-0.00772537j -0.0457986-0.00710734j -0.000140338+0.00284706j 0.00142814-0.000711058j -0.0127206-0.00315834j 0.0169015-0.00201782j -0.0325147+0.00148787j 0.0139992-8.76171e-06j 0.00865824+0.00296748j 0.0341143+0.00792486j 0.0332964+0.0107616j 0.00723748-0.00201364j -0.0044617-0.0212757j 0.0164309+0.00122444j -0.00143191-0.0131466j -0.00345566+0.00743428j -0.0109616+0.00639723j -0.011052+0.00703215j 0.0168566+0.0496324j -0.020423-0.00206711j -0.000522273+0.0134678j 0.00791528-0.0213433j -0.0189497+0.011856j -0.00913657-0.00563289j -0.0136652-0.0171453j 0.00497174-0.0127516j -0.000716749+0.0140063j 0.00117371+0.00744799j 0.000145376+0.0115682j -0.0100927-0.00335137j -0.00858645+0.0588867j 0.0109487+0.0199704j -0.00981198+0.00331728j -0.0138924+0.00483517j -0.0221363-0.013936j -0.00176935+0.0160484j 0.00747948+0.00673865j 0.0118126+0.00804344j 0.00258612-0.0175114j 0.017818-0.0314507j 0.00629307+0.0172519j 0.0140717-0.00451623j 0.00730186+0.00660621j 0.00849553-0.0145683j -0.00837804-0.0178556j -0.00764044-0.017657j 0.00658593-0.00657074j 0.00489743-0.00741659j -0.0173147-0.0103044j 0.0011437-0.00563358j -0.0119802-0.0254393j 0.000738179+0.0104448j -0.00205328-0.0129187j -0.022842+0.0142824j 0.0155443-0.00621848j 0.0132058+0.0191526j -0.0361343+0.00469267j -0.00925208+0.0405841j -0.0226557+0.0253932j 0.0151109-0.0759412j 0.0218192+0.0483186j -0.00693236+0.00369425j 0.045388+0.0799271j 0.201964-0.223046j 0.0641917+0.358676j -0.0761674+0.0770105j 0.0345397-0.0674659j 0.100298+0.0248209j 0.404004+0.0755836j 
-0.0138924-0.00483517j 0.000298774-0.0117033j -0.0131835+0.00134198j 0.00125992-0.0126015j -0.00893607+0.0156679j 0.00805044-0.0170923j 0.0230842-0.0107084j 0.0134664-0.0160362j 0.0279689+0.0169395j -0.0267673+0.0322925j 0.018128-0.0138006j 0.0371155+0.0301544j 0.0286121+0.000381028j 0.00287561+0.0236692j 0.00162248-0.00699555j 0.0351207+0.012839j -0.00584458-0.010364j 0.00592899-0.0299458j 0.00612319+0.0641715j -0.0234789+0.0114978j -0.0162228-0.0152184j -0.0176651-0.03467j -0.0286209+0.0199121j 0.0374053-0.00967414j 0.05281-0.00987234j 0.0190986-0.040939j 0.0133189+0.00153725j -0.0423038-0.0292361j 0.00890193+0.0354434j 0.0378383-0.00365415j -0.00606683-0.00477815j 0.00288957+0.00775865j 0.0363371+0.00378605j -0.0310634+0.00168641j 0.0425803+0.0296093j 0.0548213+0.0495011j -0.0566771+0.01811j -0.0376906-0.0239859j 0.0510294-0.0458165j -0.00987405+0.0293747j 0.0366724-0.0208815j 0.0165296-0.0111503j 0.0106288-0.00846393j -0.106695-0.0114805j -0.0142702+0.0356962j -0.00923878+0.0672097j -0.0262673+0.102417j -0.0413695+0.0880683j 0.0251358-0.0231842j 0.0200987+0.0628365j 0.0157889-0.00472593j 0.0577199+0.0302614j -0.0447898-0.00371369j -0.0374156+0.0393861j 0.0202523+0.043248j 0.0460785-0.0526496j 0.0867415-0.054803j -0.125075-0.135094j -0.0281857-0.0152226j -0.0660129+1.43635e-15j 0.0566835-0.104133j -0.00535927+0.0434537j -0.0456374-0.0271846j -0.0425156-0.00526454j 0.0326032+0.016568j 0.0525805+0.0480174j -0.0294688+0.0234602j 0.00206083+0.0560739j 0.0391011-0.0105287j 0.00682117+0.0119357j 0.0948041-0.0192198j 0.00263837-0.0840917j -0.00610097+0.0298092j -0.0163624+0.0428474j -0.0202214+0.119499j 0.0901621-0.107192j 0.057771+0.109512j 0.0798259+0.158956j -0.0723721+0.10438j 0.162808-0.0955416j 0.097597-0.0535623j 0.12176-0.0287268j 0.141358+0.107392j -0.0113456-0.0256128j -0.0132478-0.0217529j 0.0087509+0.00140539j 0.0146792+0.0485218j -0.117755-0.0584523j 0.0258308+0.0383871j -0.0208058-0.0291398j 0.026685-0.0102723j -0.0556172+0.0122483j 0.0166571+0.0198088j 0.0159221+0.0136715j -0.00385295-0.0173833j 
-0.0221363+0.013936j -0.0043365+0.0326809j -0.0395919+0.0164899j 0.0266703+0.097084j -0.000186732+0.0227537j 0.00906375+0.049965j 0.0332968+0.0089688j -0.00399804-0.0172483j -0.0238025-0.0414152j 0.0405271-0.0110734j -0.0331563-0.0159159j -0.0123419-0.0608717j 0.0063656-0.0589797j 0.000372194-0.00466381j -0.0445232+0.0185495j 0.00398071+0.00297699j 0.00104682-0.0365263j 0.0019653-0.0299571j -0.0148568-0.00637033j -0.00786505+0.0517938j 0.0402064+0.0427743j -0.00502533+0.0694724j -0.0180386+0.0416891j -0.0106372-0.0118791j 0.0223596-0.0050362j -0.0625848-0.0145761j 0.0685375-0.0167348j 0.0306972-0.0433224j -0.00477934-0.0294927j 0.00929938-0.0926082j 0.013957+0.0504373j -0.0136818+0.0205773j 0.0701152+0.0132303j -0.00400799+0.0123209j 0.0180683-0.0670184j 0.0371451-0.0606521j 0.0854185+0.0244916j -0.0467076+0.0374412j -0.14781+0.0343165j 0.0852005+0.0295174j -0.0628974-0.095592j -0.0378028-0.0255777j 0.0133757-0.0485383j 0.0160429+0.0768559j -0.0437398+0.01609j 0.0495039+0.0297708j 0.0421426-0.0190886j 0.00830045+0.0231777j 0.00767371+0.0982722j -0.00898029-0.0120156j -0.0647665-0.0367411j 0.0188056-0.011257j 0.0687785-0.0351875j 0.0599626-0.0230355j -0.0119522+0.0112513j 0.0463205-0.0440442j -0.0112456-0.0679447j -0.039317+0.0846971j -0.0503862-0.0624234j 0.0566835+0.104133j -0.10882-8.29198e-16j 0.0474885-0.0392945j -0.101949+0.0119278j 0.00855504+0.0775513j 0.0194665+0.0423736j -0.0107108-0.0185667j -0.081801+0.0196249j -0.0370738+0.10424j -0.00179904-0.0619018j -0.00715996-0.0364891j 0.0500017-0.0454597j -0.0432496+0.0604467j 0.0332839+0.0173575j -0.0610025+0.0332019j -0.079139+0.140635j -0.0415452+0.0459866j 0.157629+0.0580954j 0.110674+0.00122132j -0.00475289-0.0710951j 0.0282865+0.0330317j -0.0510426-0.107103j -0.129225-0.109872j 0.00965093-0.0357598j -0.00719583+0.00497966j 0.0483795-0.0111322j 0.0179646+0.0229811j 0.0236178+0.00147246j -0.0548669+0.0853164j 0.0270778+0.00359506j -0.0108193+0.0303107j -0.0109798+0.00899606j -0.0712399+0.0888179j 0.00285635+0.0594902j 0.00341182+0.0100019j -0.00433691+0.0119425j 
-0.00176935-0.0160484j -0.00155287+0.00739711j -0.00491163-0.00218564j 0.00565696+0.0305397j -0.0199431-0.0141333j 0.00861936+0.0322336j -0.00912271+0.00751428j -0.0185926-0.00467775j -0.0170787+0.00108352j 0.0330341-0.0208575j -0.032257-0.0099196j 0.021675-0.0480187j 0.014937-0.0180703j 0.00778314-0.00349529j 0.0195251+0.00611618j 0.0871324-0.00217872j -0.0693667-0.0185198j -0.000571978+0.00977133j 0.0456429-0.00464155j 0.0111991+0.00905393j -0.0156668+0.0068502j -0.004369+0.0275446j -0.0145719-0.00348766j -0.0319016+0.00176852j -0.020502+0.0179446j 0.00524905+0.013087j 0.0123624+0.0088133j 0.0345381-0.0195227j -0.00613133-0.0414559j -0.00214446-0.0145219j 0.0267378+0.0101234j 0.0199643+0.013726j -0.00345008+0.0292534j -0.0058933-0.0270944j -0.0275598+0.00268304j -0.0035836-0.00803053j 0.044234-0.00600422j 0.0212051-0.00555442j -0.0375371+0.0389745j 0.0221447+0.0163255j -0.0076422-0.0527407j -0.00898278-0.0293934j 0.0357005-0.0206991j 0.00964453-0.0360308j -0.011146-0.0142548j 0.0270156+0.032158j -0.00790854-0.00748761j -0.0511454-0.0516971j -0.0193945+0.0819407j -0.0478203-0.0203465j -0.0625531-0.00088116j 0.0462051-0.0430703j -0.00733441-0.0638895j 0.00165037-0.00491834j -0.0517102-0.0290158j 0.0401722+0.00813668j 0.00348355+0.0480863j 0.0872491-0.0120563j 0.0211576-0.0319421j -0.00535927-0.0434537j 0.0474885+0.0392945j 0.0194954-5.35683e-15j 0.00277585+0.00733892j 0.0616089+0.0228286j -0.0204726+0.0582177j -0.00329186+0.0749965j -0.101372-0.0030271j -0.0281506+0.015662j 0.0358641+0.0910528j 0.0111267+0.00872686j -0.00561294+0.126747j 0.0895005-0.0258327j -0.0130426+0.041099j -0.0385517+0.000240759j -0.149716-0.00572833j 0.195073+0.0562224j -0.0564556+0.00107663j -0.219292+0.0774583j -0.120809-0.126477j 0.0502825+0.182446j 0.108221+0.0668051j -0.0667256+0.115177j -0.0458423+0.208782j 0.0211386-0.037989j 0.0585293-0.127623j -0.00118558+0.0305559j -0.0530606+0.0457198j 0.0241359-0.109978j 0.0147602+0.0909935j 0.00747111-0.00248779j -0.010174-0.0278863j 0.0146796-0.00557537j 0.00180278-0.00716965j 0.00259506-0.00524139j -0.0056665+0.00778613j 
0.00747948-0.00673865j -0.00308719+0.00215658j -0.00148167-0.0145273j 0.00320962+0.0213255j -0.00202435+0.0214829j 0.00291137+0.0169396j 0.0151393+0.00764513j 0.00970295+0.0369898j -0.0156927+0.0234618j 0.019221-0.0247464j -0.00751196+0.00997956j -0.0157408-0.0170293j 0.0166176+0.001348j -0.000884302-0.0138845j 0.00621129+0.0210507j -0.00361021-0.0151266j -0.0133758+0.00286871j -0.00499171-0.0330444j 0.00410212-0.00936308j 0.0254014+0.0247205j 0.00742461+0.0333377j 0.0174735+0.0202954j -0.0143641+0.0193837j 0.02571-0.0347763j 0.0417897+0.0136411j -0.0519552+0.0167437j -0.0170369-0.0214833j 0.0231785+0.0133245j 0.0134713+0.0040749j 0.0174586-0.00421315j 0.0119466+0.0105486j -0.00960126-0.00114873j -0.06673+0.00766848j 0.0218681-0.00575882j 0.00442012-0.0529163j 0.0226032-0.0168802j -0.0118584+0.0369055j -0.00202784+0.0432169j -0.0442988+0.0339356j -0.0294926-0.0717442j -0.0683531-0.0454235j -0.0621174-0.0206408j -0.014039+0.0207028j 0.0126049+0.0389796j 0.0407493+0.0494452j -0.0186818+0.0279272j 0.00612297-0.0507373j -0.0336574+0.0287432j 0.0366701+0.0240337j 0.0386073-0.0181312j 0.00888581+0.00207496j 0.0737344+0.0219096j -0.025081-0.0425112j 0.0143216+0.0362542j -0.0296456+0.0228218j 0.0266902-0.089418j -0.0284497+0.0357697j -0.00894946+0.00711951j 0.0169333-0.0927985j -0.0456374+0.0271846j -0.101949-0.0119278j 0.00277585-0.00733892j -0.0606742-1.27676e-15j -0.0738145+0.00540356j 0.10383-0.0295319j 0.0668169+0.0899572j 0.0122795-0.0199935j 0.00595821-0.063703j -0.0979206+0.0263674j -0.118384+0.0487711j -0.0824406-0.0188281j 0.0810168+0.229911j 0.0207894-0.029221j -0.11584+0.0972883j 0.160662-0.0840662j 0.072436+0.0154357j -0.0711909-0.096891j -0.121549+0.0161815j 0.0134166+0.0340368j -0.0272073-0.16753j -0.0939589+0.0891372j 0.0168287+0.0301127j 0.0476937+0.109206j 0.0254847+0.0173214j 0.0676609-0.0384951j 0.0432996+0.0204201j 0.0746196+0.0936312j -0.069759+0.010204j -0.0644195-0.0916256j -0.0454619-0.00231321j -0.0107876+0.0211826j -0.0421487+0.0572733j 0.0304364+0.0181062j 0.00984709-0.01615j 0.0227936+0.0170621j 
0.0118126-0.00804344j 0.00198141-0.0183751j 0.0444625+0.0175229j 0.00102035-0.0276712j 0.033866+0.00229628j -0.000988204-0.00183223j -0.0239644-0.0137572j -0.0421107-0.0193721j -0.0177874+0.0183011j 0.00105408-0.0240314j -0.00222822-0.0232302j 0.000191543-0.0177781j 0.0394937+0.000681247j -0.0277977-0.0207319j -0.00958846+0.00488907j -0.0379959-0.00655135j 0.0134069-0.0174469j -0.0312338+0.0183838j 0.0373668+0.0222134j 0.0154509-0.0194059j -0.0401173-0.0147097j -0.035187-0.00426718j -0.0339427-0.014669j -0.0742508-0.0247492j -0.00951077-0.0372251j 0.0177286+0.0465119j -0.0153277+0.00806022j -0.0437074+0.0299059j 0.0961565-0.030927j -0.0278849+0.00583707j -0.012052-0.010119j -0.0330544-0.0121209j -0.00919785-0.013299j -0.00496753-0.00445865j 0.0364206-0.00751448j -0.0343793-0.0370433j 0.0208843+0.0415059j 0.0277417+0.0397659j -0.0467743-0.0320592j -0.0214427+0.0124251j 0.0697184+0.0123409j -0.000444425-0.0405245j 0.0411363+0.0516781j 0.0223756+0.010836j 0.0511298-0.0515007j 0.0262201-0.00433524j -0.0139727+0.0400126j 0.0377072-0.0590563j -0.087308-0.0198041j 0.0213841-0.0206413j 0.00450259-0.0203532j -0.0162923-0.034886j -0.0440293+0.0242996j 0.021009+0.0933921j -0.0150372-0.0588248j -0.0430945+0.0344928j -0.0682654+0.015759j 0.00664058+0.088777j 0.0707879+0.0159096j -0.0425156+0.00526454j 0.00855504-0.0775513j 0.0616089-0.0228286j -0.0738145-0.00540356j -0.0675216-1.60844e-14j -0.0561093-0.0624603j -0.0304102+0.0865532j -0.000567773-0.0236836j -0.00976636+0.0916145j 0.030168+0.0124664j -0.128313+0.0861107j 0.0347497+0.0130476j 0.0212958+0.118735j -0.152213+0.112924j -0.147315-0.0691067j -0.0825528-0.0743512j -0.0265689+0.100591j 0.120535+0.136858j -0.0165504+0.00524208j 0.0396397+0.106237j -0.102999+0.0882028j -0.0213803-0.0284725j 0.0713578-0.0384703j -0.0546519-0.00568169j -0.0137881+0.0391618j -0.0446237+0.0217778j 0.00537792-0.0698836j 0.0700263+0.0155947j 0.0217929+0.110282j 0.0237457-0.0108044j -0.0318868-0.0302653j 0.0205755-0.0313242j -0.0142501-0.0384496j 0.0401476+0.0173798j 0.0308759+0.00199691j -0.0324077+0.00209782j 
0.00258612+0.0175114j -0.0202747-0.018674j 0.0116214-0.0343923j -0.0328795-0.0491635j 0.0177643+0.000569447j -0.00983627-0.0355399j 0.00820474-0.0412023j 0.0485573+0.058612j -0.0170464+0.0190411j -0.0205799-0.0233636j 0.0144622+0.00253415j -0.0310239+0.0102806j -0.01378+0.0312776j -0.00208116-0.011307j 0.0242016+0.00618267j 0.00487975-0.0138096j -0.0099296-0.0200491j -0.0408979-0.034854j 0.0294512-0.00425243j -0.00644324-0.00881036j 0.0210413-0.00618709j 0.0310985-0.0615443j 0.0158732-0.00153879j 0.0664026+0.0175494j -0.0368086-0.050569j 0.0536531+0.0464583j -0.0303501+0.0438767j -0.0121129+0.0685874j 0.00146966+0.0112055j -0.0126557+0.0266888j -0.0590804-0.0307166j 0.0114279+9.61428e-05j 0.00277887+0.0414239j 0.00727463-0.0353332j -0.003764-0.0146451j -0.052355+0.000790953j -0.0196791+0.0769952j 0.0734219+0.0642956j 0.0382844+0.0536703j -0.0409724-0.0341061j 0.0077905+0.0823879j -0.0661482+0.0575097j 0.0338128+0.021609j 0.0912301-0.0754357j 0.019819-0.00398918j 0.0367491-0.059575j -0.0664415-0.0121678j 0.0599297-0.0231609j -0.00803965-0.0251558j -0.0322028-0.0557361j 0.0205038-0.016277j 0.020894-0.0176093j -0.0176092-0.0274515j -0.0132181+0.00417507j 0.0212483+0.0259384j -0.00106262-0.0165752j -0.0420423-0.0179111j 0.0013731-0.0273762j 0.0728407+0.0232705j 0.0326032-0.016568j 0.0194665-0.0423736j -0.0204726-0.0582177j 0.10383+0.0295319j -0.0561093+0.0624603j -0.0399869-6.13225e-15j 0.135364+0.0604368j -0.0260821+0.0668859j 0.0253215-0.0841645j -0.00428425+0.0395104j 0.06261+0.103404j 0.036178-0.0286131j 0.0851272-0.145427j -0.0320226+0.0638847j 0.0399922+0.0712337j 0.0129361+0.0548698j 0.0358656+0.114185j 0.199587-0.00190088j 0.00817486-0.024989j -0.0968726+0.0178246j -0.0457168-0.0182066j -0.0215942-0.018652j -0.0347591-0.0707781j 0.0186998+0.0363324j 0.017343-0.030559j 0.0621398-0.103623j -0.0775603-0.00831709j 0.0822523+0.0405061j -0.0351844+0.159994j 0.00586101-0.00013983j -0.0165476+0.0251018j -0.00968182+0.00722172j -0.00565321+0.050605j 0.00226428-0.0745608j -0.023381-0.020755j 0.0126156+0.00174566j 
0.017818+0.0314507j 0.0144646-0.0162662j 0.0188423+0.0443735j 0.0426549-0.0293444j -0.0152833-0.00476961j 0.00775298+0.00960887j -0.0335891-0.0141222j 0.0425182-0.00340908j 0.0521272-0.0267464j -0.0449452-0.00448655j -0.0626307-0.0239464j -0.0458678-0.00658722j -0.0377958+0.00388361j -5.95413e-05-0.00633374j 0.000142449-0.000720313j -0.0266795+0.02298j 0.000268428-0.00244089j 0.00635572-0.0179068j 0.00672945+0.000641383j 0.0178997-0.00784904j -0.00319322-0.00450543j 0.0417055+0.0162849j 0.0272282-0.0184494j 0.00413868+0.0234382j -0.0379214-0.00707846j -0.00116659-0.0379425j 4.35673e-05-0.0374522j 0.0131414-0.000376758j -0.0285714+0.0235741j -0.0453132-0.00636583j -0.00679856+0.00446081j 0.000788766-0.00770161j -0.0110137-0.0555883j -0.0104711+0.0120009j -0.0311671+0.0146326j -0.0566609-0.0291037j 0.0524839-0.0678816j 0.0722288+0.00165346j 0.00803662+0.0536369j 0.0237569-0.031646j -0.0519999-0.0069493j 0.00876104+0.117788j -0.0672969-0.0386424j 0.0193931+0.00477696j -0.0247106+0.00120934j 0.00369978-0.039773j 0.0348356-0.0591915j 0.00145147-0.0488104j 0.108795-0.00477753j 0.00448939+0.020476j -0.0271347+0.0789476j -0.0319667-0.051472j -0.0586661-0.00443358j 0.00497869-0.0544473j 0.0153333+0.0423957j -0.0587566-0.0437299j -0.00923583+0.00148593j 0.0745084-0.00376633j 0.0446723+0.0599073j 0.0525805-0.0480174j -0.0107108+0.0185667j -0.00329186-0.0749965j 0.0668169-0.0899572j -0.0304102-0.0865532j 0.135364-0.0604368j -0.0175001-8.34055e-15j 0.0849185+0.0640743j -0.0479831-0.0455464j -0.0329825+0.058416j -0.156014-0.0724584j 0.0100777-0.100153j -0.0354151+0.120059j -0.0821646+0.0218765j -0.00648335+0.0172864j -0.107983+0.129803j -0.0457608+0.0665113j 0.0353801+0.121119j -0.00422573+0.0781833j -0.099912+0.1212j 0.186623+0.0949097j -0.0680075-0.00346152j 0.0956406+0.139908j 0.000306039-0.0279105j -0.0282641+0.0507605j -0.0685853+0.0226266j 0.0544262+0.0232122j 0.000757353+0.0408907j 0.0684934-0.0480757j -0.00581007-0.0579137j 0.0392571+0.00122588j -0.0365358+0.0415244j -0.010194-0.0574411j -0.0299666+0.0315344j -0.0149358+0.0127219j 0.0134525+0.0216959j 
0.00629307-0.0172519j -0.00815912-0.0126428j 0.00113806-0.0187517j -0.025118-0.00913785j 0.018346-0.020029j -0.0232206-0.00133024j 0.000862893+0.00248846j -0.0171528-0.0100156j -0.0328235-0.0112624j 0.0350128+0.00901857j 0.0280685-0.0128542j 0.0424668-0.00998248j -0.049471-0.00289045j 0.00203388-0.0131992j 0.0180535+0.00227479j 0.0180918-0.0096387j 0.0219963+0.0056309j 0.00819678+0.00860373j -0.0565023+0.0425614j -0.00402115-0.0175433j 0.0272909-0.0191383j 0.00332525-0.00876994j -0.0225978-0.032422j -0.0035858-0.00778408j -0.0446078-0.00217305j 0.0147151-0.0182645j -0.029034-0.0353258j -0.00898422+0.00723195j 0.0417816-0.0521255j -0.00639043+0.0175734j 0.0120091-0.000183134j 0.0211825-0.00740524j -0.025982+0.020314j 0.0176573+0.0108865j -0.00365526-0.00771385j -0.0234239+0.0513682j 0.010827-0.0372048j 0.034356-0.0747495j 0.0332588+0.0297494j 0.017132+0.00203314j -0.0477783-0.0465899j 0.0904276-0.0083448j 0.00470677-0.0356842j 0.0167269+0.0171378j -0.0397998-0.00506848j -0.0100243+0.00338136j 0.0464012-0.0301293j -0.0416421-0.0252794j -0.00293518-0.027732j -0.00353842-0.0560001j 0.0106268+0.0456013j -0.0440397-0.00963855j 0.0254261+0.0859871j 0.0447225-0.0377752j 0.00333592-0.0370584j -0.0323399+0.0846089j -0.014736+0.0235034j 0.00225647-0.0122442j 0.019723-0.0454543j -0.0294688-0.0234602j -0.081801-0.0196249j -0.101372+0.0030271j 0.0122795+0.0199935j -0.000567773+0.0236836j -0.0260821-0.0668859j 0.0849185-0.0640743j 0.112313-7.18869e-15j 0.0534917-0.0177339j 0.0159603+0.0344668j 0.0163549+0.203785j -0.0237957-0.0987087j 0.203842+0.0323725j 0.126399+0.125725j -0.0280847+0.200389j -0.145939+0.0327694j 0.0614901-0.00894651j 0.0262823-0.0789329j 0.0650254+0.107934j 0.196839-0.0862668j 0.102307+0.0471431j -0.0190578+0.0425502j 0.00884564-0.0586232j 0.0106349-0.0366482j 0.0204014+0.0870146j 0.0515258+0.0987895j 0.0230294+0.0159259j 0.0601145-0.10178j 0.0725694-0.0693046j -0.016791+0.00657861j -0.0169538+0.0219386j 0.00675966-0.018526j 0.00315862+0.0408161j 0.0182373-0.00965192j 0.00648825-0.0141485j -0.00429789-0.00191792j 
0.0140717+0.00451623j 0.00185576-0.0215728j 0.0466515+0.0126829j 0.00646756-0.0636615j -0.0216265+0.000877184j -0.0179541-0.0273309j 0.00469899-0.00192163j -0.025127+0.0192081j 0.00463379+0.000461115j -0.0139882+0.00351169j 0.0138862-0.0134329j 0.0244862+0.0131648j 0.00561157+0.00482342j 0.0103235-0.000876474j -0.021563+0.00476935j -0.0383608-0.0131599j 0.00183657-0.0163773j 0.0455327+0.010806j 0.0299349+0.00738382j -0.00425739-0.0160586j 0.0013863+0.0073665j -0.0329279-0.0072144j -0.0174107-0.00549515j 0.00192728+0.0129597j -0.0287894-0.0230878j 0.0180179-0.0176323j -0.0149709-0.0127135j -0.0493003+0.0336027j 0.0406518+0.0190693j -0.0237036+0.0228868j -0.0226379-0.0221245j -0.000554599+0.00125173j 0.0195907-0.0265255j -0.00953706-0.00651244j 0.0131832-0.00761548j -0.0132057+0.0413462j -0.0271136+0.0148208j -0.0109201+0.0412319j 0.00894067-0.0345396j -0.00654509-0.064101j 0.0628229-0.058763j -0.0109259-0.0639225j -0.0130953+0.00224404j -0.00371614-0.0288077j -0.0166097+0.0133032j -0.029329+0.00102163j 0.0306353+0.0163995j -0.0113832-0.0861514j -0.0612216+0.0410785j 0.00330404+0.00974914j -0.0145252+0.0121467j 0.0135396+0.0720838j 0.000803734-0.0298748j -0.0146295+0.0551611j -0.0350195-0.0362693j 0.0834463+0.0244487j -0.0435023+0.0159406j 0.0241616-0.00486447j 0.0739697+0.0340678j 0.00206083-0.0560739j -0.0370738-0.10424j -0.0281506-0.015662j 0.00595821+0.063703j -0.00976636-0.0916145j 0.0253215+0.0841645j -0.0479831+0.0455464j 0.0534917+0.0177339j 0.242858-3.02536e-15j -0.0208919-0.159653j 0.0424189-0.109216j 0.0714749-0.128479j -0.14113-0.00529142j 0.0628667+0.101533j -0.0483841+0.0471397j 0.0365839+0.105978j 0.0669574+0.0256671j 0.0532561-0.161864j -0.0388915-0.0968681j -0.0414817-0.0420783j 0.136242+0.0128035j -0.128685-0.0658802j -0.114482+0.088334j -0.0546351+0.0774452j -0.00889768-0.0322282j -0.0185847+0.0268559j -0.0511297+0.034326j -0.0686117+0.0473136j -0.000362497-0.0291223j 0.0594269-0.0988595j -0.0327071-0.00226906j -0.0240732-0.0219024j -0.0123056+0.0228048j 0.0220468+0.0156374j 0.0134014-0.0172367j -0.0156606+0.0214072j 
0.00730186-0.00660621j -0.000836333-0.000775441j -0.000812763+0.00925746j 0.0216519-0.0105437j 0.00223654-0.0193586j 0.00775245+0.0234587j 0.0320342-0.0127789j -0.0104344-0.0407871j 0.0109573-0.00145444j -0.0354059-0.0362451j -0.0117041-0.0148125j 0.00173942-0.0443989j -0.00561685+0.018364j 0.00319597-0.00667844j -0.00295253-0.0128169j 0.0173497+0.0304378j -0.0201987-0.0157188j 0.0210705+0.00367935j -0.0208618-0.00355658j 0.0133625+0.00969424j 0.0306773-0.00305476j 0.0172813+0.00252633j 0.0317987+0.00657284j -0.00475777+0.00506468j -0.0267092+0.00769147j 0.00516768+0.0150258j 0.0452086+0.00678377j 0.0147273-0.0493356j -0.0247333-0.0333673j -0.0054655+0.00129656j 0.0302396+0.0234193j 0.0111116-0.00711828j 0.00126802+0.0037122j -0.00616699-0.013447j -0.0224023+0.00117051j -0.0504285-0.0116218j 0.0413943-0.0635042j 0.0512082-0.0230009j -0.0102968+0.0115836j 0.0119982-0.00700642j 0.0354462+0.036684j 0.0267162+0.0540407j -0.0362063+0.015523j -0.0101761-0.0538189j 0.0446701-0.0422694j 0.0130767-0.015951j -0.0454958+0.00464888j -0.00498102-0.0809723j 0.0316568+0.0227702j -0.0168634+0.0512481j -0.0648614+0.0263568j -0.0390045-0.0257578j -0.0295168-0.0185716j 0.049442-0.0193333j -0.00378299+0.000191617j -0.0376426-0.0607285j -0.0147557+0.0490908j 0.119609+0.0541232j -0.0247394-0.037115j 0.0391011+0.0105287j -0.00179904+0.0619018j 0.0358641-0.0910528j -0.0979206-0.0263674j 0.030168-0.0124664j -0.00428425-0.0395104j -0.0329825-0.058416j 0.0159603-0.0344668j -0.0208919+0.159653j 0.192776+4.37358e-14j 0.0207886+0.0735495j -0.0935304+0.128404j 0.00769138-0.0124949j 0.0135004+0.0928935j 0.00379202-0.0508921j 0.224688+0.156561j 0.169972-0.0229566j 0.132537-0.187785j 0.0697138-0.0675684j 0.0407858+0.157522j 0.0329368-0.124583j 0.0195348+0.0232701j 0.029302-0.0241201j 0.00800451+0.0468014j 0.0539316-0.0212286j -0.0758864-0.0454139j 0.00247872-0.0683587j -0.0138064-0.0907383j 0.057057-0.0313161j -0.00165821-0.00192714j 0.00500295-0.00857597j -0.0200372+0.0168047j -0.00789963-0.0241052j 0.00189754+0.0117656j 0.00601338-0.00675364j 0.00706726+0.0203073j 
