-0.0226323+0.0073934j 0.00226834+0.0174601j -0.015853+0.0193888j -0.0210574-0.0270577j -0.0169385-0.0194308j 0.0182467-0.0114305j -0.00632995-0.0534562j -0.0368783-0.0175998j 0.00634435-0.00579962j 0.0174713+0.00859049j -0.0201464+0.01663j 0.0309906-0.0119191j -0.000210177+0.0123839j -0.0136314+0.0158924j 0.0300164+0.00435429j 0.0119574+0.00439936j -0.00182496+0.0225966j -0.0163097-0.00152604j 0.00141343-0.012852j -0.00428109+0.00809285j -0.000263825+0.00450967j -0.0183616-0.0090578j -0.00523531-0.0160289j 0.000277839-0.00375609j -0.000124903-0.0114752j 0.00426763-0.00727129j -0.0119712-0.00204443j -0.0165724-0.00123259j -0.0034035-0.00620058j -0.00146292+0.0130735j 0.00712831+0.00927437j 0.0265684+0.0121118j 0.00441098-0.00892521j 0.00425153+0.0169221j 0.0173257-0.00136571j 0.00415514+0.0029121j 0.00559295-0.00821719j -0.0136047+0.00512096j -0.0100018+0.00567684j 0.0192606+0.0192074j 0.0191693+0.00631271j 0.00470505-0.00410628j -0.0103585+0.00551743j 0.0204861-0.00632202j 0.00960129-0.0124927j -0.0125915+0.00169301j 0.0220909-0.0103914j -0.0159653+0.00397098j 0.00994997+0.00246548j 0.0166613+0.00456679j 0.00350888-0.000318587j 0.0104001+0.000842924j 0.00480989-0.00132989j -0.00818947-0.000176321j 0.00764324+0.000712629j 0.015342+0.0051806j 0.00221787-0.00506143j 0.00105364-0.00329688j 0.00543978-0.00096967j 0.0039838+0.0122297j 0.000388681+0.0184732j 0.00656545+0.004401j -0.00668638+0.0276677j 0.00450922-0.00669041j 0.00430291+0.00777902j -0.00692544+0.00494011j -0.0153175-0.0211874j -0.00106993-0.00152784j 0.0203401+0.00567831j 0.000738227+0.00273549j -0.00743615-0.0326018j 0.00454308+0.00101811j -0.00400671-0.00889841j 0.0173703+0.000509907j 0.0168788-0.00283649j 0.00527351+0.00692865j 0.00348922-0.0049306j -0.0110006-0.00493737j 0.00295662+0.00445023j 0.00108431+0.0183158j 0.0302938+0.0182805j 0.0129627+0.017553j 0.0170814-0.00947773j -0.0206353+0.0108876j 0.0140672+0.00634463j -0.0154646-0.0290631j -0.00728338-0.0192614j 0.0709558+0.00485675j -0.0195627+0.0129963j -0.0274741-0.0323336j 0.028779+0.00339262j 0.00411364+0.0256176j 
-0.00127808-0.00306419j -0.00499427+0.00193742j 0.000207768+0.00325446j 0.00414726+0.00177414j -0.00683536-0.00610577j -0.00908215-0.0034924j -0.00417183+0.00105306j 0.00233061+0.010162j 0.00466605-0.00205307j -0.000657038-0.00406126j 0.000339497-0.000523058j -0.0118172+0.00578717j 0.000977948-0.000618069j -0.00101986-0.000846414j 0.00566636+0.00677073j -0.00153932-0.000564651j 0.000998815-0.00270701j -0.00125074+0.0045471j 0.00326526-0.0017267j 0.00438508+0.00767925j 0.000740716+0.00838559j 0.00311075+0.0057059j 0.00303862+0.000542297j 0.00714789-0.0076672j -0.000409193+0.0046087j 0.00451067+0.00143298j 0.00651697+0.0124575j 0.00819334-0.00608505j -0.0140636+0.00478074j -0.000738291-0.00456283j -0.00562718-0.00362754j 0.00376479+0.0109697j -0.000703582+0.00804161j 0.00642789-0.0065765j -0.00251129-0.00408624j -0.00837313+0.0140041j 0.00363631-0.00344323j 0.00217305-0.00622688j 0.00376402-0.0022212j -0.000418187+0.002858j 0.0019066+0.00401293j 0.00689483-0.00853865j -0.004673-0.00397309j -0.0130045+0.00334762j 0.00124292+0.00483964j -0.00322693-0.00887927j 0.00220346-0.001518j 0.00382994-0.00205036j 0.011459-0.00597416j 0.00513372-0.00329305j 0.0082718+0.00214534j -0.00502194-0.0040483j -0.000124746+0.0117126j -0.00131693-0.00195448j -3.86761e-05+0.00550248j -0.00285764-0.00712591j -0.00420556-0.00196758j -0.00127022+0.00635972j 0.00472207+0.00355535j -0.00175799-0.00171102j -0.00255691+0.000688271j 0.00398884+0.00616034j -0.00109566-0.00254709j -0.000486203+0.0083369j -0.00556214-0.00604019j 0.00561346-0.000979589j -0.000834594+0.00664875j 0.000147332+0.00482743j -0.00241685+0.00381627j 0.00442901+0.00507948j -0.000754504+0.000729452j -0.000881998+0.000418754j -0.00102029-0.00160054j 0.000277867-0.0061156j 0.0016162+0.00492232j 0.00128715-0.00235102j -0.00465693+0.000721021j 0.00219408+0.0028843j -0.0017269-0.00197204j 0.00277185+0.00162619j -0.00344641+0.00428317j 0.00554767+0.00671404j 0.00642829+0.00448053j 0.00126855+0.000954156j -0.00511793-0.00246748j 0.00185087+0.0125386j 0.00631696+0.00284444j -0.00435225-1.34299e-05j 0.00118786-0.00111713j 0.00277706-0.000319144j -0.00044936-0.000299424j -0.0009964-0.00215415j 
0.00593589-0.00229117j -0.00188096-0.00513791j -0.0029524-0.00546477j 0.000460448+0.0025938j 0.00205809+0.00895214j -0.00493287+0.00850885j -0.00381076-0.00491779j -0.00296628+0.00536825j -0.00116373-0.00857841j -0.00079582-0.00498909j 0.00393414+0.00714436j -0.0108472-0.00389412j 0.00888037+0.00540978j 0.00246624-0.0016507j -0.00554369-0.00110106j -0.00343823-0.00138114j -0.0080015-0.00235511j -0.0057346+0.0064222j 0.00286054+6.07324e-05j 0.00193084-0.00083352j -0.00168444+0.00723786j 0.00250059-0.000499712j 0.00418012-0.00108262j -0.0062541+0.00400382j 0.00822148-0.00303756j 0.0113598-0.00793145j 0.00387984-0.00203644j -0.00753668+0.0025424j -0.00388832+0.00262579j -0.00044038-0.00653134j -7.58821e-05-0.00261154j -0.0035864-0.00202057j 0.00440179-0.00398089j 0.00674696+0.00266553j -0.00119272+0.0039871j 0.00951565-0.000947531j -0.00553916-0.00390552j 0.00480818+0.00354216j -0.00178791+0.000556179j -0.00718696+0.0047352j 0.00259467-0.00150381j -0.000242765+0.00299072j 0.00733616+0.00307635j -0.000891671-0.00186179j 0.00275483+0.00172577j 0.00689587+0.00810511j -0.0101206+0.000459757j -0.000669313-0.0055608j -0.00515034-0.00604374j -0.000175857+0.00527963j -0.00408163+0.00658012j -0.00353156-0.000165263j 0.00223376+0.00313317j 0.000814109-0.00198193j 0.00137831+0.000703763j -0.000514978+0.00594668j 0.00378571+0.00115821j -0.00236109-0.0053383j -0.00255855-0.00337774j 0.00475439+0.00655835j -0.000775253-0.000450747j 0.000952332+0.00441933j -0.00118423-0.000264158j 0.00131601-0.00176366j -0.00438606+0.000323446j 0.00481365+0.0010439j 0.00819138-0.00223403j -0.00344297-0.00550604j 0.000393416-0.00206664j -0.00255512+0.00547796j 0.0036878-0.000226293j 0.00447429+0.00314393j 0.00176367-0.00237161j 0.00411623+0.00203639j 0.00421117+0.00100321j -0.00134784-0.00309371j -0.00102385-0.000399139j -0.00421867+0.00480658j -0.00410691+0.00361131j -0.00556201-0.00147789j 0.00800259-0.00415249j -0.00485475-0.00650339j -0.00692556+0.00694682j -0.00510945-0.00554024j -0.00300968-0.0021602j -0.00427558-0.00102999j 0.000851252+0.00305628j -0.00289507+0.0035175j 0.00218537+0.00384471j 0.00035022+0.00313438j -0.00039561+0.000641412j -0.00141839+0.000854758j 
-0.00583166+0.000240906j -0.00398041+0.00559836j 0.000368998+0.00613006j 0.00247734+0.00246847j -0.0154211-0.0139216j 0.014092-0.00636742j 0.00208816-0.0132331j 0.00187382+0.00303537j -0.00496758+0.00108458j -0.000782826+0.00956871j -0.00467783+0.0033314j -0.00241143-0.0042801j 0.00899978+0.00575714j -0.00718518+0.0103578j 0.00630647+0.00107138j 0.00162378+0.00455898j 0.000379067+0.00913653j -0.000823156-0.0068095j -0.00438313-0.0015138j -0.0046341+0.00748093j 7.18217e-05-0.00959007j -0.00236841-0.0052847j 0.00812381-0.00799365j 0.00436767-0.00845423j -0.00268475+0.00251929j -0.00122872+0.00122505j 0.000131082+0.00363926j 0.00176134+0.00607892j -0.00366287-0.000685314j 0.00558173+0.0138233j -0.00811612+0.00325374j 0.00147198+0.0158617j 0.00180274-0.00333901j -3.0147e-05-0.00293517j 0.00386143+0.00318019j -0.00565179+0.0091394j -0.00198563+0.00217928j 0.0117182-0.00711519j 0.00280549-0.000225428j 0.00365076+0.00113499j 0.000152004-0.00115293j -0.00449966+0.00151499j -0.00110497-0.00458745j 0.00240417+0.0188784j -0.00588231+0.00072285j -0.00198074-0.00178788j 0.0131574+0.000952975j 0.000803961-0.00845607j -0.000937724+0.00135048j 0.00412818-0.00425123j 0.00277199-0.00191736j -0.00347216-0.00452858j 0.00296375-0.00539771j -0.00638407+0.00291087j -0.00197542-0.00426493j 0.00563353+0.00540491j 0.00150158+0.00560729j -0.00893111+0.00205739j 0.00374108+0.00140246j -0.000562576-0.00529572j 0.00338643+0.00093539j -0.00189186+0.000394845j -0.00447728+0.00606157j -0.00212245+0.00328485j -0.00126393-0.00204569j -0.00347655+0.00101101j -0.0116762-0.00208735j -0.00102344-0.00312272j 0.00945072-0.00609625j 0.0069933+0.00200005j 0.000216637-0.00515796j -0.00491482+0.000709663j -0.00700911-0.001777j 0.00437516-0.00780762j -0.00280119+0.00892689j 0.000451952+0.00639887j -0.00079488-0.0021672j -0.000580542-0.00107327j 0.00542693+0.000480438j 0.00575489+0.00105681j -0.00465976+0.00558276j 0.00647526+0.0104737j 0.00646266-0.00466264j -1.76453e-05+0.00338683j -0.00249708-0.00127871j 0.00384825+0.00531671j -0.00102258-0.00888819j 0.00945544-0.00769322j 0.00168213-0.00375275j 0.00162643-0.00163243j 0.00400747+0.00441509j -0.00321543+0.00198428j 
0.00851302-0.00193013j 0.000446358-0.00895619j -0.00494928+0.00138988j -0.000894221+0.000918326j 0.00450275+0.0139955j 0.00840803+0.00377324j 0.000386429+0.00918111j 0.00185433+0.00832984j -0.00536017-0.0242326j -0.00013433-0.00174272j 0.00157123+0.00878905j -0.00618828+0.00531737j 0.010186+0.0055574j -0.000150527+0.00593297j -0.00904947+0.00863739j 0.0040203-0.00538524j -1.54447e-05-0.00454466j -0.00912197+0.00936696j 0.00442032-0.007906j 0.0130966-0.00290078j 0.00142229+0.00587514j -0.00865514+0.00256424j 0.000394947+0.00913598j -0.00852791+0.00373522j 0.00806577-0.000846684j -0.00420889-0.007785j -0.0039731+0.00544118j 0.00538959-0.00218102j 3.63347e-05-0.0103822j -0.000992075-0.00771843j 0.00260446-0.00481462j -0.0127691-0.00904639j 0.000248545+0.0135325j 0.00860349+0.00550686j -0.00444204+0.00163845j 0.00527405+0.00746132j -0.00235428-0.00373121j 0.00262345+0.00527028j 0.00123585-0.0086604j -0.000177433-0.00377333j -0.00369431+0.00499584j -0.00135331-0.00518223j 0.0029164+0.0010121j 0.00482254+0.00336562j -0.00256412-0.00533005j 0.00878657+0.00354043j -0.0082141-0.00102805j -0.00490622+0.00389751j -0.00387812-0.00511649j -0.000884876+0.00419247j -0.00873988-0.00404066j 0.00778911-0.00353044j 0.00435369-0.00225921j 0.00409213-0.00775226j -0.00600393-0.00309829j -0.000643537+0.00356099j 0.0135244+0.00446586j -0.00128134-0.0011472j -0.010848-0.00378197j -0.00510421+0.00336738j -0.00027754-0.00230254j 0.00547225+0.000991429j 0.0100278-0.00812695j 0.00175012+0.00662962j -0.0066514+0.00257945j 0.00159345-0.000695691j 0.0147874+0.00602816j 0.00059012+0.000498462j -0.00421233-0.000612368j -0.00333303+0.00559332j 0.00113928+0.00713499j -0.00168815-0.0022672j 0.00048939-0.00270045j -0.00105203+0.0018681j 0.00285681-0.000759824j -0.00426782-0.0011225j -0.00563549+0.000219103j -0.00825913-0.00234162j -0.00976905+0.0109608j -0.00747032-0.0069541j 0.00296016-0.0105632j -0.0085939-0.0170963j -0.0043061+0.00502711j -0.00371276-0.00635633j 0.000978863-0.00108055j -0.00348528-0.00390957j -0.000452138+0.00688495j -0.00265965+0.00658682j 0.00276434+0.000612294j -0.00250013+0.000472864j -0.00260454-0.00106695j 0.000653575-0.000533378j 
-0.00149295+0.000265004j -0.000649894+0.00131892j 0.000202944-0.00023705j -0.00171963-0.00107945j -0.0092679-0.00596987j 0.00112202-0.00123824j 0.00244432-0.0174324j -0.0111488-0.0101866j 0.00144879-0.0059228j 0.000826936-0.0126694j -0.00769077+0.0106087j 0.00042178-0.00909024j 0.00226385+0.00276824j -0.00373891+0.00982593j 0.00980206+0.00558192j 0.00168842-0.00180649j -0.00918103-0.0035618j -0.00335811+0.00512371j 0.00123813+0.00313524j 0.000919298+0.00441959j 0.00413394-0.00237077j -0.00977663+0.000816007j 0.0117237-0.0019475j 0.00214223+0.00065873j 0.00121708-0.00610267j -0.00324513+0.00139274j 0.00427928-0.00737482j 0.00620535+0.0037203j -0.0076095-0.00783887j 0.00425875+0.00574147j 0.0046891+0.00681706j -0.00140559+0.00177565j 0.00143795-0.00994597j -0.00272454+0.012102j 0.0051019+0.00809372j -0.0152915-7.7729e-05j -0.00343065+0.00926667j 0.00702759-0.00157789j -0.0105829+0.001552j 0.00285675+0.00563081j 0.0116648+0.00161618j -0.00689008+0.000743217j -0.0016871-0.00552086j -0.000893206+0.00410938j -0.00794573-0.00438853j -0.00963086-0.00161802j 0.00106744+0.00460775j 0.00113737-0.00166397j -0.00424853+0.000401903j -0.00577037+0.000284629j 0.00254979+0.000319602j 0.0056227+0.000928045j 0.00681205+0.00400493j -0.0115692+0.00105606j 0.00468478+0.00554478j -0.00065305-0.00058091j -0.000697917-0.00475482j -0.0119047+0.0034127j 0.0022405-0.00163018j 0.0039792+0.00454155j -0.0079514+0.00429953j 0.00674468+0.00700298j -0.00186647+0.0019224j 0.00310123+0.00628676j -0.00110288+0.00446583j -0.00330278-0.00133895j -0.000504108-0.0126319j -0.00825234-0.000292958j -0.0056656-0.0032642j 0.00469902+0.000453898j 1.22691e-05-0.0138669j -0.00507899+0.000859168j -6.69464e-05+0.00771774j 0.00121512-0.00107999j 0.00138709+0.00233946j -0.0059972-0.00244496j -0.00734778-0.00893731j -0.00948768+0.00186799j -0.00287458+0.00730542j -0.000146162+0.000246301j 0.00149871+0.00438355j -0.000158485-0.00364242j 0.00240305+0.00161278j -0.00387039+0.0014013j -0.00200298-0.00518092j -5.99551e-05-0.00200497j 0.000806994-0.00330385j 0.0121503-0.0108206j -0.00650867+0.00356888j -0.00281897-0.0070896j 0.00358951+0.00608733j -0.00391316+0.00147278j 
-0.00690884+0.00350533j 0.00247375+0.00363141j -0.00872631+0.00777092j 0.000898385-0.00441084j 0.00932432-0.0144875j -0.00615155-0.000123633j -0.00779668-0.0096532j -0.00362777-0.0015336j -0.00225591-0.00412041j 0.00368964+0.0123062j 0.00530173-0.0126102j 0.00977583+0.00270426j 0.00287371+0.0076477j 0.00354063-0.00523117j -0.000820498-0.00793741j -0.00828074+0.00223593j -0.00280027-0.0011304j -0.00769839-0.000548182j 0.00169231+0.00272527j -0.00808335+0.00374379j 0.00134224+0.00609359j 0.00375758-0.00103813j 0.000404474+0.00963198j -0.00316124-0.00181888j 0.00236542-0.00526916j 0.0107795-0.000165477j -0.00313983+0.000840316j -0.0102658+0.000435556j -0.00318713-0.00137697j -0.00689045+0.00354844j 0.00794149+0.00214868j 0.00153961+0.0150763j 0.0014163-0.000274395j 0.00307095+0.00162159j 0.00372901-0.00936754j 0.00740927-0.00381449j -0.00309997+0.00627401j -0.00102301-0.00991235j 0.0017589-0.0084124j -0.000214936+0.011539j -0.00277445+0.0057554j 0.00167594+0.000197081j -0.00192513+0.00514743j -0.000178322-0.00625466j -0.00684271+0.00562771j 0.000201106+0.00592795j 0.000425462-0.00384196j 0.00412686-0.00302404j -0.00347504-0.0018965j 0.00574112+0.00431306j 0.00796501+0.00263161j -0.0012637-0.00127959j -0.00615967+0.00163635j 0.0104362+0.00251365j -0.000921923+0.000884407j -0.00300532-0.00184624j -0.00786453+0.00217055j 0.00668899-0.00101939j -0.00556407-0.00396299j 0.0123888-0.000517495j 0.00559733+0.00355803j -0.00306629+0.00098473j -0.00344209+0.0111539j -0.00668251+0.000180748j 0.00236452-0.0041514j 0.00451481-0.00180221j 0.00183698+0.0020547j 0.00647608-0.00709818j -0.00089599-0.00515827j 0.00244656+0.0039499j -0.00492147-0.00105181j -0.00535275+0.00346019j -0.00205305-0.00885943j 0.0044518-0.00508432j 0.00158859-0.00529529j -0.00502819+0.000669908j -8.33366e-05+0.00475582j 0.00472405+0.00223343j 0.00474558-0.00671043j 0.00241142+0.000285036j 0.00519548+0.0110406j -0.00356458+0.00328619j 0.000577308-0.00500547j 0.00319893-0.00424808j -8.18756e-05+0.00439734j 0.00212573-0.00353878j 0.00719565-0.00337342j 0.000827287+0.00945099j -0.00235142+0.00339459j -0.0032748-0.00839432j 0.00315104-0.00501978j 0.0054636+0.00423701j 
-0.00289147+0.000313733j -0.000906756+0.00559369j 0.00615081-0.00260965j 0.00670074+0.00236938j 0.000168376-0.00457195j -0.00277159-0.00271636j 0.000706489+0.00413681j 0.00720479-0.00397431j -0.00608551+0.0114344j -0.00257743+0.00527839j 0.00390522-0.00286075j 5.29927e-05-0.000596284j -0.00311284-0.00630212j 0.000657784+0.00573328j 0.0125832+0.00184158j -0.0102917+0.00100687j -0.00209891+0.00146185j 0.00414175-0.00828037j -0.00213397+0.00118105j -0.00643548+0.00966893j 0.00137883-0.00363662j 0.00443225+0.00163044j -0.000716629+0.00670368j 0.00773416-0.00246839j -0.000277099-0.000387593j 0.00316127+0.00742194j 0.005104-0.00906935j 0.000706912-0.003202j -0.00725426-0.00751758j -0.00672896-0.000166559j -0.00122186-0.000990229j 0.00700053-0.00042568j -0.00351359+0.00101815j 0.001033+0.00551017j -0.00404198-0.00506963j -0.00692114-0.00403654j 0.00451879-0.00410639j -0.00373516+0.00345035j 0.00736253+0.00547047j 0.00647085+0.00174037j 0.00276004-0.00354693j 0.00907378+0.00889839j -0.00740935-0.00126498j -0.0103807+0.00288232j -0.00513272-0.00583634j -0.0122949+6.50902e-06j 0.0035281-0.00247195j 0.00252736-0.00385087j 0.00903637-0.0019681j 0.00281138+0.00012239j -0.00626569-0.0037898j -0.000763002+0.000210254j 0.00196032+0.00204803j 0.00216904+0.00821231j 0.00440857-0.00201617j 0.00127294+0.00195839j -0.00739182-0.00275377j -0.0042374-0.00328211j 0.00110027+0.00580259j 0.000322808-0.00911156j -0.00360008-0.00398014j -0.00793362+0.00421836j -0.000357402-0.00409716j -0.00288982-0.000778523j -0.00847682+0.00147513j -0.000575234-0.00325934j -0.00945564+0.00174732j 0.00281717+0.00252616j -0.00151972+0.000375485j -0.00352433-0.0068485j -0.00405425+0.00245758j -0.00172019+0.00233096j -0.00281918+0.0044863j -0.00634833-0.000505288j 0.00258628+0.000930925j 0.0038778-0.00074765j 0.00314206+0.00509984j -0.00065958-0.00154165j 0.00337649-0.0047708j 0.00495546-0.000359848j -0.00238529+0.00156284j 0.000459559+0.00816149j 0.00329053-0.00197889j 0.00184967+0.00156513j -0.00181174+0.00237703j -0.00190219+0.01306j -0.00260043-0.000926316j 0.00308497-0.00596872j 0.000664253-0.00817213j 0.0017051+0.00289107j -0.00155499+0.000607364j -0.00112477-0.00153419j 
0.00127343+0.00737894j 0.00816464-0.00269241j -0.0126887+0.00709988j -0.00330152-0.00740948j 0.0182405-0.0031402j -0.0071013-0.00773812j 0.0133364-0.0101647j -0.0010561-0.00440223j -0.00556203-0.0101533j 0.00238834-0.00822235j 0.00613088+0.002812j 0.00507095+0.00300929j -0.0110714+0.00384765j 0.000468455+0.00146728j -0.00222333+0.00029414j -0.00361926-0.0116454j -0.00165745-0.00827974j 0.00172057+0.000612891j -0.00103704-0.00370809j 0.00123394+0.00539761j 0.00242447+0.00272381j -0.00692172+0.00132812j 0.00799241+0.00795183j -0.00196973-0.000525249j -0.00395393-0.00292909j -0.00575113-0.0051707j 0.000433398-0.00960911j 0.000717387+0.00361432j 0.00179474+0.00583702j 0.00943087-0.00350611j -0.000832424+0.00377152j -0.000122589-0.0109978j 0.00456785-0.00340853j 0.00710848+0.000745248j -0.00382518-0.00285277j -0.00528957-0.00632196j -0.000461015-0.000791862j 0.00317762-0.0040379j -0.000439593+0.00542971j 0.00280931+0.00434033j -0.00183281-0.00874626j -0.00248674+0.000217375j 0.00463798-0.00141296j 0.00552307+0.006491j -0.00738498-0.0014125j 0.00332516+0.00190024j -0.0125525-0.00405942j 0.0107728+0.00750691j 0.00143075+0.00271511j -0.00908768-0.00173981j -0.00464291-0.00249122j -0.000494524-0.00359857j -0.00121119+0.00821354j 0.000939326+0.0033709j -0.000896421+0.00200897j 0.00390128-0.00383818j -0.0100713-0.00460085j 0.000447058+0.00838681j 0.00282049+0.00198338j 0.00534718-0.00535802j -0.0058324+0.00792708j 0.00302614+0.00236284j 0.000620766-0.001133j -0.00041744+0.000214787j 0.00229243-0.00346214j 0.00878579-0.00534262j -0.000317555-0.00905837j 0.000605634-0.0019568j -0.015665-0.000751536j 0.00307903-0.00222054j -0.00207292+0.00493135j -0.00265788-0.000268j -0.0025988+0.00683328j -0.00458661-0.00136388j -0.00162103-0.0113673j 0.000407698-0.00014351j -0.00868539-0.0124358j 0.00761942-0.000341372j -0.00923791-0.00337684j -0.00565372+0.0026928j 0.00512743+0.00121056j -0.00724065-0.0151737j 0.00186084+0.00184933j 0.0123026+0.00536374j 0.0120535-0.000514832j 0.00767999-0.00674834j -0.0022629-0.000287255j -0.00603608-0.00219507j -0.0135114+0.0104601j -0.00580991-0.0120802j 0.000641338-0.00433229j 0.00435446-0.000526576j 
-0.00191361-0.000393008j -0.00307131+0.00429955j 0.00430874+0.00849958j 0.00129088-0.00742779j -0.0175526-0.0101487j 0.0117506-0.0119025j 0.00191697-0.0049059j 0.000585081-0.00336345j -0.00571519+0.0100927j 0.00836963+0.00223216j 0.00070176-0.0011715j 0.00406337-0.00362754j 0.00633978-0.00492428j 0.00192387+0.00820742j 0.00877748+0.00262824j 0.00305198+0.00145855j -0.00587686-0.00442854j -0.00237699-0.00445312j 0.00250371+0.00146399j 0.000310611+0.00173509j -0.00115753-0.00324429j -0.00320453+0.00559299j 0.000594485+0.00659565j 0.00658847-2.97365e-05j -0.00381002+0.00393123j -0.00879165-0.000748809j -0.00524213+0.00730491j -0.00157266+0.00694133j -0.00202243-0.00494934j 0.00414482+0.00277756j -0.0101095+0.00270799j 0.00428369+0.000118371j 0.00637686+0.0036243j 0.00395804-0.000161174j 0.000522998+0.0042818j -0.00404045+0.00219129j -0.00216236-0.00657533j 0.00445224-0.00223225j 0.00168783-0.00819433j 0.000429001-0.00042298j 0.00319234+0.00299479j -0.00505719+0.00247192j 0.00184983+0.00114153j 0.006728+0.00828842j -0.00545141+0.00417433j 0.0017224+0.00336095j -0.00075724-0.00261367j -0.000354108-0.00246153j -0.00205489-0.00146725j -0.00121187+0.00370562j 0.00369435-0.00542321j 0.00287729+0.000457767j 0.00566126-0.00158145j -0.00288257-0.00140082j 0.00629879-0.00812043j 0.00264231-0.000711022j -0.00161366-0.00374977j -0.00421262+0.00154672j 0.00350147-0.0059718j -0.0014164+0.000583045j -0.00576141-0.00324772j -0.000205493-0.000287727j 0.0047613+0.00256925j -0.00521284+0.00149781j -0.000654668+0.00215809j -0.00199806+0.0018094j -0.00633154-0.00639373j -0.00343296+0.0057684j 0.00469531+0.00215764j 0.00942497+0.00652403j 0.00144953-0.00678777j -0.00418545+0.000682826j -0.00697008+0.00694759j 0.00166492-0.00695771j 0.00390756+0.00874999j 0.0076613+0.00710272j -0.00390101+0.00415896j -0.00272782+0.00030507j 0.00512521+0.00597328j -0.00115417-0.00152313j -0.0046693-0.000113271j 0.00408093+0.00203707j 0.0032679+0.00263241j 0.00215547+0.00688721j 0.00162549-0.00115245j 0.00200881+0.00180235j -0.0026018-0.00293266j 0.00563168-0.00461673j -0.00128183-0.00206885j 0.00262364-0.00407631j 0.00402435+0.00207841j -0.00238517+0.00180359j 
0.000328256-0.00342241j -0.00371281-0.000629676j -0.000381344-0.00939638j 0.00211776+0.00128201j -0.00521392+0.00373874j 0.00328034+0.00755956j -0.00288089-0.00810975j -0.00479433-0.00489621j 0.000780278-0.00639656j -0.00244432-0.00266396j -0.00349749+0.00459957j -0.00182933-0.00152501j 0.00790363+0.00300907j -0.00709237-0.00481164j -0.00160506-0.0108493j -0.00184661-0.00033099j -0.0032942+0.00267258j -0.00147286+0.00325825j 0.00549789+0.00272348j -0.0126755+0.00168492j -0.0113102+0.0095701j -0.00549746-0.00400077j 0.00737141-0.00756229j -0.00512222-0.00299504j 0.00259826+0.00209943j 0.00566307-0.00966193j -0.00422657-0.00444735j -0.00115633+0.00423731j 0.00650493+0.00699289j -0.0012668-0.00179775j -0.00420495+0.00680981j -0.00297585+0.000340788j -0.00152372-0.0128347j 0.00341899+0.00341441j 0.0113516+0.0053049j -0.00293276+0.00207563j -0.00509575-0.00238454j 0.00330602-8.43389e-06j -0.00754807+0.00470289j 0.00321707+0.00306303j 0.00635275-0.000531703j -0.0108166+0.000421933j 0.00463065-0.00538388j 0.00594462-0.0019401j 0.00317758+0.00812482j 0.00492689-0.00190317j -0.00548197-0.00099302j -0.00240763-0.00552878j -0.00342617-0.000654868j 0.0041204+0.000780001j -0.00139946+0.010126j 0.00188647+0.005032j 0.0055431+0.00069981j -0.00633395+0.000401173j 0.00331946-0.00327111j -0.000389152-0.00521725j 8.88663e-05-0.00153389j -0.00182371-0.00309578j 0.0082581-0.00407399j 0.00525819+0.00056626j -0.00128484-0.00201607j 0.000202601+0.000414212j -0.00470714+0.000983177j -0.00240047+0.00172807j -0.00481539+0.00713202j -0.00641136+0.000518857j 0.00422733-0.00406389j -0.00730603-0.00544207j 0.00136354-0.00294598j 0.00244919-0.00077747j 0.00752828-0.00103161j -0.00150612-0.00238054j -0.0084023+0.00140292j 0.0015959-0.000577559j 0.00457676+0.00685961j -0.00320583-0.00369422j -0.00251939+0.000875072j -0.00376702+0.00384321j 0.000722031+0.000327087j -0.000191577-0.00224391j 0.0031901-0.000925877j 0.00122861-0.00471926j -0.0031199+0.00793804j -0.00506393-0.00898632j -0.00239353-0.00395877j -0.00864984+0.00463738j -0.00229752+0.00318445j 0.00824832-0.00464576j 0.00136561-0.00231087j -0.00313894+0.00271502j 0.00248329+0.00394747j -0.00331773+0.00157983j 
