-0.00692559-0.00382964j 0.00408572+0.00385643j -0.00646563+0.00303131j 0.0050326+0.00600747j -0.00417986+0.000893047j -0.00329974+0.00190986j -0.00599391-0.00613504j -0.000718484-0.000634952j 0.000860582+0.00354652j 0.00619431+0.00464886j -0.00471211-0.00271211j 0.00230326-0.00268746j -0.0128962-0.00702226j -0.0226396+0.00151677j 0.000169438+0.0106859j -0.0234619+0.016915j 0.0400708+0.0104856j -0.0216161+0.00252941j 0.00328558-0.0137573j 0.00688715+0.00141014j 0.00896958+0.00181361j 0.00560626-0.0132078j -0.00322074+0.00632328j 0.00207689-0.00198291j 0.00275194-0.00629361j 0.00729532+0.00182563j -0.00251884+0.00632204j 0.00290653+0.00391798j 0.000976899-0.00580379j 0.00465757-0.00528928j -0.00304322-0.00694882j -0.00577619-0.00071756j 0.00463714+1.53971e-05j 0.00104172+0.0125956j -0.0181575+0.000300419j 0.00608728-0.0274237j -0.0240263-0.0162756j -0.0135926-0.00106187j -0.00199505+0.0177609j 0.00696866-0.0265808j -0.00618408-0.0329203j -0.0156978+0.0147855j 0.0239289+0.0185568j 0.00482972-0.00788126j 0.0141998+0.00869094j -0.00334659+0.0275007j 0.010243+0.00407265j 0.00645761+0.00470309j 0.0168393+0.0187421j -0.00204092+0.00198211j -0.00410559+0.00249714j 0.00472765-0.00927362j -0.00458017-0.00444425j 0.00309045+0.00557337j -0.00487745+0.0030885j -0.00733288+0.012975j -0.0153006-0.0169595j 0.00656886+0.00327301j -0.00669536-0.00270329j -0.000853369+0.000622471j 0.007891+0.00432942j -0.00181268-0.0063384j -0.00855446+0.00761722j 0.00687233+0.00675181j 0.00114819+0.00060391j -0.00294203-0.00506781j 0.00168056-0.00859645j -0.00773933-0.0109779j -0.00496764+0.00369859j 0.00564831+0.00405738j -0.00283381-0.00567804j 0.00583699+0.00906079j 0.00397937-0.00202395j 0.000442877+0.00633841j -0.00221844-0.000975014j -0.0015999+0.00119164j 0.00671347-0.000672744j 0.00590176-0.00525456j 0.0144063+0.0128261j -0.00320764-0.00116324j -0.00395296+0.00572796j 0.0127601+0.0192746j 0.0009453+0.00191385j -0.00589949-0.00271867j -0.00337972-0.00309135j -0.0158046-0.0127579j -0.00180535-0.00334666j 0.00166542+0.019414j 0.0100261+0.0108508j -0.0214274-0.0199087j 0.00220965-0.0111781j 0.0127013-0.325238j -0.15871-0.143576j -0.00545984-0.0315879j 0.0227803-0.0485763j 0.089263+0.0693238j -0.62919+0.0350655j 
0.0294861-0.131819j 0.314715+0.048444j 0.0128019+0.015604j 0.0215454+0.0143164j 0.00583849+0.00236212j 0.0250448+0.00279928j -0.017708-0.00807874j 0.00814359-0.00198441j 0.0323002+0.00365248j 0.0198774+0.00347895j -0.00162862-0.00177531j -0.0351041-0.00281984j 0.0032431-0.0010222j 0.0858648+0.00630187j 0.0146578+0.0141587j -0.282118+0.0296333j 0.162289+0.0241603j -0.0327463+0.00166887j -0.0270246-0.00217834j 0.0158223-0.0033893j 0.000689436-0.00905741j -0.0161838-0.00739923j 0.00450595+0.00713891j 0.000414167+0.00161723j 0.0085086+0.00742298j 0.019026-0.00242963j 0.00940161+0.00615343j 0.00659715-0.0057735j -0.00903602-0.00521511j 0.00992563+0.00266233j -0.0056122+0.0125948j -0.0123963+0.00791763j 0.0113774-0.00160007j -0.00516693-0.0143269j -0.0528101+0.00603069j 0.0477509+0.00834063j -0.102972-0.0130097j -0.184417-0.0387626j 0.151011-0.0937031j -0.0177774-0.473347j 0.0286578-0.253402j -0.030507+0.0760164j 0.0542687+0.00352116j -0.00618812+0.0127362j 0.00907758+0.00195369j 0.00154252+0.060798j 0.00790497+0.0523963j -0.00015129+0.0182253j 0.0282856+0.022965j -0.0084973+0.00478647j 0.00767947+0.0044452j 0.0118008+0.0161238j 0.00363014-0.0145837j 0.00857803+0.00417016j -0.00456984+0.025295j -0.00826096+0.0171907j -0.00799207-0.0364514j 0.00834472-0.00950012j -0.00320691-0.00308655j -0.00385206+0.0155775j 0.0100148+0.0243306j 0.000430352-0.00581204j -0.0137589+0.00797256j 0.00616795+0.0140759j 0.00166797-0.0204661j -0.00914294-0.0181748j 4.41115e-05-0.0172775j -0.0103956-0.0235648j -0.0105605-0.00677659j 0.00746938-0.0161647j -0.00558664-0.028271j -0.00204867-0.00116825j 0.0110074-0.00844499j 0.00675172-0.000690043j -0.0103298-0.0308601j -0.00790912+0.0106383j 0.0151866-0.0021648j 0.000504671-0.0217326j 0.00909309+0.0478627j 0.00977309+0.0209783j -0.00304095-0.0109683j 0.00843776-0.00817054j -0.0120975+0.0330445j 0.00310738-0.0119081j -0.0139363+0.0178977j -0.0215646+0.00105449j 0.00937928+0.101729j 0.00620192-0.0271182j -0.0229495+0.0480509j -0.0119792-0.0185067j -0.000846394+0.0179262j 0.0249449-0.151521j -0.00876383-0.134073j -0.0400325+0.0109974j 0.0411964-0.0124725j 0.0565071+0.0376539j -0.0609571+0.0395906j 
0.11015+0.0138382j 0.0223343+0.0395004j 0.0226243+0.00872721j 0.00461527+0.00543415j 0.0135522+0.00646596j 0.000305278-0.00287361j -0.00522573-0.0101991j -0.0135057-0.00583075j 0.00182554+0.00263053j -0.0155913-0.00150264j 0.00586358+0.00071952j -0.0177265-0.0173068j 0.0280503-0.00717723j -0.00582435-0.0147814j -0.020827-0.0260059j 0.0243599+0.00232755j 0.0867542-0.0150909j -0.0310557-0.000995631j 0.000725284-0.0013062j -0.00933575+0.00574511j 0.0157569-0.000982467j -0.0102671-0.00403195j -0.00245696-0.000186339j -0.00392371-0.000645377j -0.0169624+0.00552257j 0.014675+0.00985759j 0.00750367+0.00391141j 0.0163457+0.00401686j -0.00917662-0.00975492j 0.00269758+0.00264042j -0.0245488-0.00014041j -0.0232713-0.000334099j -0.00144305+0.00553706j 0.0389062+0.0168059j -0.0736083-0.0200414j 0.016298+0.0250453j -0.0102364+0.00149942j -0.0250558+0.0126725j -0.0329103-0.0231365j -0.0261836+0.0439811j 0.00389416-0.171433j -0.00267046-0.00296122j 0.00073355+0.0196955j -0.0232672-0.0197004j 0.00482645+0.0304191j -0.00932921+0.0257868j -0.000622127+0.0154928j 0.00045025+0.00270663j 0.00123768-0.00829982j -0.000280306-0.0287671j -0.00488049+0.00583954j -0.00973361+0.008242j 0.00293635-0.0256208j 0.00269432+0.00618219j 0.0127847+0.0170415j -0.00786671+0.00128413j 0.0106775-0.0016676j 0.00216572+0.013853j 0.00490257+0.0030277j -0.0024344+0.00750115j -0.00313696+0.0318347j -0.0106035+0.00280358j 0.00354659-0.00519586j -0.000636914+0.00382039j 0.00423499-0.00741427j 0.000411103+0.00824199j 0.00316207-0.011918j -2.13906e-05-0.0191238j 0.00258738-0.000445177j 9.46865e-06-0.0035344j -0.00277447-0.0169669j 0.00592453-0.00311577j -0.000166206-0.00341999j -0.00417756+0.00538566j 0.00338573-0.00785599j -0.00431709+0.0109252j 0.00707039+0.0111908j 0.00635789-0.0164917j 9.54645e-05+0.0375959j -0.00620426-0.00127582j 0.00338113-0.00494034j 0.00329442-0.0198821j 0.00733726+0.0274082j 0.00502738-0.00288766j -0.00442266-0.00147732j -0.0070796-0.123161j -0.0172861+0.00524978j -0.00995483+0.326862j -0.0143488+0.0744849j 0.00156301-0.0150545j -0.00212627+0.0224381j -0.0317451-0.0298272j 0.0137471-0.0135515j 0.0586254+0.0217497j 0.0419399-0.11635j -0.059668+0.00106457j 0.0360054+0.00461062j 
-0.0193203-0.0366056j 0.107512+0.0118709j 0.0108909+1.99875e-05j 0.0230849-8.87791e-05j 0.00977955+0.00207674j 0.00874878+0.00790238j -0.025219-0.00222163j 0.000457135+0.00513469j 0.0179892+0.00475784j 0.0155398+0.00713783j -0.00203675+0.00075734j -0.0346996-0.00272673j -0.0250659-0.0132313j 0.0172504+0.0164407j -0.0127517-0.0141548j -0.0828921+0.0127789j 0.0202946+0.0011143j -0.0142439-0.00106422j 0.0395779+0.0113714j -0.0196204-0.0126135j 0.0111634-0.00426288j 0.0434001+0.00590744j -0.0064886-0.000671426j 0.0136783+0.000644985j -0.00247175-0.00516274j -0.0178803-0.00914128j -0.0229199-0.00328654j -0.0111358-0.00253672j 0.0334551+0.00327331j 0.0134458+0.00334237j 0.00357297+0.00204446j -0.0158705-0.00390709j -0.00980872-0.0088877j -0.0686388-0.0082092j -0.0118351-0.00628417j 0.0184333+0.00365133j 0.0134692+0.0231319j -0.0278756-0.0213009j 0.0227115-0.0139481j 0.00395243-0.164167j 0.0266426-0.0414878j -0.00390618+0.0302135j -0.00661441-0.00743877j 0.00898957+0.001847j 0.0191459+0.023456j -0.0101276+0.0153023j -0.00102191-0.0318522j 0.0107521-0.0110055j -0.00814651+0.00156827j 0.0047535-0.0192314j -0.0112297+0.01878j -0.0114281-0.0522734j -0.000593629-0.0127644j -0.0155743+0.0119401j -0.00029542-0.019077j -0.00102108+0.00677655j 0.000170979+0.0279722j -0.00391842+0.02557j -0.00321655-0.0150208j 0.00769494-0.0276057j -0.00417282-0.0124885j 0.000682813-0.00190333j 0.0021449-0.00782445j 0.00430634-0.0175731j -0.00350736+0.00281992j -0.00127227+4.6194e-05j 0.00266458-0.00495283j 0.00589132+0.0080649j -0.0014113-0.000145911j 0.00146159+0.0241426j 0.00642156+0.0311184j 0.000243593+0.0225965j -0.0059184-0.0301947j -0.000574666-0.00973345j 0.00626889+0.0309721j 0.000518051-0.00681088j -0.0138985+0.012017j 0.014462+0.00200207j -0.00475409-0.00597741j -0.00891338-0.0137549j 0.00591007+0.0141975j -0.00718027+0.0237712j 0.01001+0.0248943j -0.00486294+0.000825222j 0.0104418-0.0136917j 0.0177177+0.0290394j -0.00200147-0.32072j -0.0242144+0.0167406j 0.0113127-0.073849j -0.00375645-0.00217727j 0.0176233-0.0828672j -0.0146045+0.0152859j -0.0308557-0.0177826j 0.0344429-0.101979j -0.0757626-0.0020573j -0.0420098-0.00208501j -0.0534272-0.00126653j 
0.0278705+0.0115958j 0.0107482+0.0137538j 0.00958427+0.00147445j 0.0134445-0.00542942j 0.0102636+0.00657172j -0.00837262+0.00263039j -0.0118347+0.0024265j -0.0106962+0.00102644j -0.00279867-0.00140219j -0.0122722-0.00497246j 0.00199282+0.0115623j -0.0280622-0.0122792j 0.0149916+0.018675j 0.0110174+0.0205641j 0.038419+0.0110233j 0.0120471+0.000698824j 0.0148038-0.0182732j -0.000332309+0.00176986j 0.0220352+0.00739439j -0.0308147-0.0062138j 0.00527906-0.00372906j 0.0120261+0.00410831j 0.00230752+0.000252322j 0.00491662+0.00178706j -0.0220522-0.00307732j -0.0183881-0.00475966j -0.00784496-0.00419762j -0.00101021-0.000810332j 0.0155315+0.00242017j 0.00542981+0.0044759j -0.0137581+0.00357923j -0.024387-0.00454988j -0.0334617-0.00954722j -0.0268577-0.00446751j 0.010218+0.00740707j -0.00865717-0.0011317j -0.0128457-0.0105175j 0.00229363+0.00318312j -0.0159992-0.00742226j -0.00554495+0.0113274j 0.00527788-0.0402297j 0.000255499-0.0016469j -0.0189903-0.00375792j -0.00324035-0.00716981j 0.0037837+0.0243469j -0.0103066-0.0134684j 0.00486009-0.0230989j 0.00343133-0.00465442j -0.00617289-0.0192554j 0.00801502-0.0375931j -0.00139757+0.0132822j -0.00755347-0.0127436j -0.00112525-0.0224566j -0.00292173+0.00389332j 0.00344494-0.00827249j -0.000782197-0.00942618j 0.0024292+0.025355j -0.00302105+0.0182605j 0.00274505-0.00660252j 0.000289708-0.0109925j -0.00231839+0.00839914j -0.00360492+0.000600652j 0.00306632-0.020231j 0.00136261-0.00483265j -0.00275464-0.0131285j -0.00421231-0.00848171j 0.00186674-0.00408843j 0.00185536+0.0073112j -0.00270376-0.00148837j 0.00457516+0.00794633j -0.000433187+0.0131032j -0.00354227+0.0109012j 0.000187922-0.0266685j 0.00486909-0.00799662j -0.00230615+0.0186487j 0.0021062+0.00462925j -0.00366829+0.0268722j 0.00398454-0.0042441j 0.00385697+0.011836j -0.00208468-0.0228243j 0.00994177+0.0238875j -0.00158855+0.00845315j 0.00172795+0.16187j -0.00222111+0.093701j 0.0149146-0.174522j -0.0225678+0.114928j -0.0106862-0.0424444j 0.0210751-0.0201549j 0.00499654-0.0217251j 0.00318634-0.0498277j -0.0159151-0.0712662j -0.0169407+0.0114842j -0.00141288+0.0037218j 0.0378426-0.000899442j 0.0464282+0.0227734j -0.00051759+0.00240632j 0.0325967-0.0083232j 
-0.0273756+0.00680202j -0.00752425-0.0185603j 0.00935534-0.00654726j 0.0198356+0.00266482j -0.00786776-0.001941j -0.0229309-0.0194632j -0.00573192-0.000929385j -0.00782218-0.0068566j -0.00323005-0.0116544j -0.0156357-0.0167751j -0.0241999-0.00158413j -0.016446-0.0159087j -0.00100699+0.00534119j 0.0331475-0.0107859j -0.0183712-0.0249478j 0.0043938-0.0191444j -0.0338373-0.00254693j -0.00170037-0.00103516j 0.0247082+0.00111269j -0.0160525+0.0034362j -0.0168718+0.000992236j -0.00433204+0.00162509j -0.00324669-0.00205482j -0.000641975+0.00032917j -0.00670314+0.00255539j -0.00532529+0.00229678j -0.00134835-0.00311047j 0.00176044+0.000320767j -0.00337773+0.00116642j 0.0145972+0.00123466j 0.0252713+0.00795312j -0.00392636+0.00225068j -0.0321338+0.000245345j 0.00279568+0.00411066j 0.00439089+0.00231839j -0.00801953-0.0138109j 0.00134453+0.0035333j 0.0189459-0.00169568j 0.0014838+0.00629553j 0.00810386-0.000152879j 0.00104294+0.0519082j 0.0106128+0.00814296j -0.00114252-0.00681102j -0.0120628-0.0246145j -0.0123843+0.0174866j -0.00649423+0.00146974j -0.00285846-0.0289527j 0.00318585-0.0263058j -0.0052555-0.0190966j 0.00110626-0.0282537j 0.0015622-0.00673837j -0.000404029+0.0231784j -0.00830686+0.00821722j 0.0052833-0.00470838j 0.00157609-0.0070729j 0.000672031-0.0077107j 0.0075047+0.0105873j -0.00273383+0.0106581j 0.00308192+0.00837178j -0.00269797+0.0124954j 0.00167048+0.0103073j -0.00347817-0.00759067j 0.00112835-0.015061j 0.00188932+0.00325099j -0.00265189-0.00150331j -0.00811501+0.00499776j -0.000652139-0.00508404j -0.00131949-0.00384226j -0.0035183+0.0100275j 0.000382286-0.00942195j -0.00232286-0.00181128j -1.69742e-05-0.00328704j 0.00198839+0.018715j 4.33084e-05+0.0144685j -0.0023224+0.0242281j 0.00135462+0.011352j 0.00418377+0.0196351j -0.00564247-0.0304181j 0.00373431-0.0135613j -0.000416898-0.0814994j 0.00312852-0.0742788j 0.00922429-0.191677j 0.00427283+0.00208532j 0.00333088+0.108673j 0.000251764-0.0261048j -0.000543505-0.0041401j 0.00646909-0.0107297j 0.00496108+0.00707515j 0.00894612-0.0490025j -0.0179226-0.0577098j -0.00441276+0.0174807j 1.69479e-05+0.00405733j 0.00821051-0.0208928j -0.0175064-0.000932365j 0.0127239+0.00389313j 0.0381074-0.00851647j -0.0163138-0.00386156j 
0.00396413-0.0215312j 0.0574986+0.00485241j 0.0118011-0.000470219j 0.00987988+0.0106533j 0.000671586-0.00338552j 0.0124871-0.00400651j -0.00369288-0.00445717j -0.00424089-0.0016077j 0.0226989+0.00520702j 0.00768218+0.00284805j -0.0160421-0.0167984j 0.00295951-0.000837717j 0.0316349+0.00593946j -0.0112182-0.0206832j -0.0101405+0.0161912j -0.0407068+0.00207913j 0.0105553+0.0121894j -0.0198441-0.00348169j 0.0184966+0.00289005j 0.00756444-0.0022417j 0.00115931+0.000358387j 0.020321+0.0057604j -0.018856-0.00302653j 0.00223642+0.000339532j 0.00667504-0.000214318j 0.00329612-0.00457035j -0.017506-0.00403204j -0.0029219-0.00332266j 0.0257588+0.00664321j 0.0134067+0.00019807j 0.0240522+0.00251058j -0.00565012-0.000815706j 0.00710803+0.0037066j -0.0109282-0.00805207j 0.00306272+0.0107919j -0.00715863+0.0037687j -0.0023646+0.0115599j -0.00160081-0.00826144j 0.0117603-0.00724352j -0.00356402-0.0770132j 0.0179213-0.0355312j 0.00513449+0.017902j 0.00294538+0.000581535j 0.00305755-0.00804101j -0.009423+0.00891955j -0.00254122+0.0271804j -0.00395748-0.0079713j -0.00216905-0.0187879j 0.0039749+0.00984454j -0.00507096-0.00157297j -0.0017657-0.0114049j 0.00554513-0.00730932j -0.00300199+0.0207004j 0.000773278-0.00192338j -0.0047767+0.011865j -0.00202404+0.0197864j -0.000378471+0.00356558j 0.0011396+0.00990891j 0.00152315-0.00947586j 0.00350853+0.000159085j -0.000335129-0.00120121j -0.00115754-0.0103827j 0.0011628+0.0048254j 0.00485818-0.0162215j 0.00182795+0.0162476j 0.00163232+0.0275829j 0.000212696-0.00166219j -0.00183972-0.00274114j 0.00351195+0.0187635j -0.00781192+0.0149538j -0.00348165+0.0210037j 0.002406+0.0118913j 0.0037821-0.00522622j -0.00480115-0.00476984j 0.00173676+0.0455158j 0.00479645-0.0145907j -4.83838e-05-0.0311213j -0.00425379+0.0117895j 0.00527959-0.0698113j -0.000643717-0.131787j -0.00719539+0.0437737j -0.00179779+0.0412504j 0.0130961-0.132669j -0.00823224+0.0529885j 0.0113222-0.0299821j -0.000401699+0.0124937j -0.00313225-0.0271661j 0.0284863+0.000330664j -0.0165946-0.0662765j -0.0058556+0.0333758j 0.00939516-0.0121372j -0.00860232-0.0203574j -0.00291266-0.00188634j 0.00837275-0.00908888j 0.0536001+0.012588j -0.0247092-0.00221938j -0.0310685+0.00494571j 
0.0549294+0.0157025j -0.00275622+0.0155117j 0.0300959+0.0143109j 0.0122128+0.00911631j 0.00319437+0.00254336j 0.00133056+0.00390753j -0.0104717-0.00583923j -0.0177031-0.00805272j 0.00650447+0.00827789j -0.0131314-0.000852391j -0.0107276-0.0126397j 0.0122412+0.00659859j -0.0109311+0.0103637j -0.000918931+0.00421954j -0.00450847+0.0116901j 0.0208984+0.000569606j 0.0235693-0.0087145j -0.0220397+0.00254588j 0.00943964+0.00198635j -0.0162379-0.00361598j 0.00252006+0.000631619j 0.00422953+0.00184108j -0.00251543+0.00255967j -0.00203746+0.00238243j -0.0230386-0.0035132j -0.00855802-0.00192996j -0.00575478-0.00121521j 0.00555867+0.000773426j -0.000853736+0.000131725j 0.00378324+0.00134388j -0.0177756-0.0051609j -0.0301219-0.00747533j -0.000570534+0.000948027j -0.00335843-0.0068141j -0.0028088-0.00521497j -0.00803288+0.00683598j 0.0130115-0.00132385j 0.00253727+0.00745008j -0.00263867-0.00858028j -0.0168324+0.0421217j -0.00163186-0.0594619j -0.00135308-0.00430873j 0.00384673+0.0119215j 0.00319238-0.0211784j -0.00254335+0.0225506j -0.00527196+0.02936j -0.00550587+0.0039843j -0.000134204-0.0119969j 0.00731297-0.0115965j -0.00200067-0.0232565j 0.00384636+0.00261669j -0.00190143-0.000278546j 0.000427095+4.33039e-05j -0.00404964-0.004111j -0.000255113+0.00373323j -0.00167427-0.00383206j 3.60857e-05+0.010915j 0.00376125+0.0125872j -0.000151703-0.0226284j 0.00241521-0.00281039j -0.00282131+0.0188241j -0.00372464-0.00602412j 0.00176924-0.0206052j 0.00269451-0.00738759j -0.00030969-0.0185148j 0.00383784-0.00990481j 0.00338967-0.00118019j 0.00178224+0.00485385j 0.0015835+8.29571e-05j -0.000198372+0.00765216j 0.00486929+0.0158635j 0.00111585-0.0124157j 0.00292274-0.0066841j -0.000918202+0.0033063j 0.00711014+0.023349j -0.0021678+0.000558109j -0.00304474+0.0476894j 0.00397896-0.0854207j -0.00200055+0.129007j 0.000760562-0.0624269j -0.00804074+0.0975663j -0.013684+0.0515077j 0.00656414+0.00835922j 0.00131354+0.017416j 0.00584319-0.0167105j 0.0131475+0.0552574j 0.038678-0.0356366j 0.0262439+0.0532677j -0.00426433+0.0230064j 0.0174967+0.0234407j 0.00170375-0.0133045j -0.00194241-0.00102551j 0.0175352+0.0153798j -0.100651-0.00337828j 7.62129e-05-0.00471402j -0.0152204+0.00136163j 0.0176513-0.000759481j 
-0.00103962-0.00221917j 0.000585254-0.00192871j 9.33472e-05+0.00435131j -0.0109103+0.00208924j -0.00659033-0.0055475j 0.000162308-0.00465251j 0.0100853+0.0035253j 0.0115729+0.0022789j 0.0191684+0.00711353j -0.022193-0.0155867j 0.00541926-0.0102038j -0.0329578-0.0026533j 0.000252501-0.00164298j 0.0177941+0.00476915j -0.0237841+0.00643252j 0.00482451+0.0025761j -0.016556+0.00246972j 0.00165941+0.000618774j -0.00826367-0.000994077j 0.00671688+0.00167886j -0.00767519+0.00136538j -0.00719735-0.000400219j 0.00236866-0.00165028j 0.0016265-0.00117471j -0.000619993+0.000965694j 0.00681051+0.0012396j -0.00286443+0.00150858j 0.00554104-6.52706e-05j -0.00638805+0.00117853j -0.00204132-0.00267037j 0.00966471+0.00118622j -0.00706382+0.000285586j -0.00553476-0.00102706j -0.000123423+0.00181358j -0.00165084-0.00069286j 0.0101512+0.00289854j -0.00151329-0.00172377j -0.00264284+0.000917477j 0.00106107+0.000112479j -0.00100209-0.0011579j -0.000356098+0.00794712j -0.00806643-0.00112652j 0.00617334+0.00468495j 0.00353838+0.000852403j 0.00203061-0.00989654j 0.00418827+0.00733188j -0.00221472+0.0206413j -0.00663326+0.00407277j -0.0035686-0.00262868j -0.00175574+0.0214399j 8.6074e-05-0.00847904j 0.00198279+0.0139757j -0.000962713+0.00163696j 0.00344621-0.00710952j 0.000243433-0.0115665j 0.000714998-0.00480798j -0.00169675-0.0125691j -0.000912277+0.00996694j -0.00285387-0.00100705j -0.00222032+0.0124244j -0.00273755+0.00471974j -0.00239194-0.0213283j -0.00448167+0.00706251j -0.000592569+0.00732305j -0.00258879-0.0111085j -0.000965741-0.0138119j 0.000389698-0.00640448j 0.000408213-0.00369636j -0.00154308+0.0121149j -0.000861562-0.0313314j -0.00131236-0.0178695j -0.000284084+0.001835j 0.00150831+0.0252651j -0.00122781+0.0235971j 0.00199857+0.0203779j 0.00254783-0.0988769j 0.00403891-0.0833679j 0.0058192-0.0416524j 0.00213568+0.0334036j 0.00667061-0.021122j 0.0107587-0.0253921j 0.00199168-0.0129542j -0.0125479+0.0256361j 0.0355608+0.0507778j 0.032513-0.00457018j 0.0105669-0.00856216j 0.0102224+0.00808614j -0.00842659-0.00433335j 0.00386917+0.00123551j -0.0262179-0.00439707j -0.051177+0.00656922j 0.00823922+0.00708234j 0.00289793+0.00188259j 0.0277407+0.00193598j -0.0395228+0.00319667j 0.000510533+0.000327494j 0.0105614+0.00170901j 
-0.0175163-0.000695196j -0.00967519-0.00379187j -0.00354018+0.00264958j -0.00538794+0.00134127j -0.00256915+0.000163017j -0.0030404+0.000906953j 0.0045316-0.00114002j 0.0236473+0.00629384j 0.00142193-0.00241043j 0.00925441+0.00607591j -0.0355925-0.00721801j -0.00434115+0.00633176j -0.0127607+0.00524885j 0.0242177-0.00266383j -0.004032+0.00721123j 0.0183679+0.00415413j -0.00704831+0.00224392j 0.0113626+0.00315281j -0.0166513-0.00545694j 0.00347917+0.00301229j -0.00106183+0.000865589j -0.0152534-0.00500852j 0.0141907+0.00243565j 0.0038174-0.000336952j 0.00341452+3.86864e-05j 0.00521025+0.00372086j 0.0081966+0.00309781j 0.00679143+0.0023978j -0.0193784-0.00434877j -0.000259137-0.0021556j -0.00472094-0.0018105j -0.00215118-0.000173729j 0.00147503+0.00166948j -0.0114085+0.00120149j 0.00197848-0.00486219j 0.00503487+0.00295446j 0.0021309+0.00176246j -0.00607111-0.00188025j 0.000471466+0.00211855j 0.00533719+0.00865036j -0.0042026+0.0244881j -0.00578653-0.00501445j 0.0111561+0.00318363j -0.00287402+0.00662457j 0.00613297-0.00729671j 0.00340781-0.00452175j 0.000389835+0.0152613j -0.00113567+0.0113064j 0.00333561+0.00620171j -0.0027787+0.0167073j 0.00123532+0.00639438j -0.00248865+0.0143938j 0.00519327-0.0153362j 0.00203648+0.00352252j 0.00135315-0.0157187j 0.00262627-0.00481251j 0.000734222-0.0236163j -0.00182927-0.0111803j -0.00494913+0.0134164j -0.00316227+0.00174848j -0.000500128-0.00955449j 0.00281102-0.00934425j -0.00400236+0.00150935j -0.00601975+0.0145218j 0.00262837-0.0123871j 0.00807291-0.0247935j 0.00545049-0.00189126j 0.0046851-0.00962914j -0.00070797-0.000968273j 0.00554861-0.025514j 0.00948254-0.0395463j -0.00199515+0.0237268j -0.00141645+0.0527863j -0.00516871+0.0476106j 0.00933838-0.0997461j -0.0112334+0.0354777j 0.000852073-0.033129j 0.0102558-0.0383799j -0.0355251+0.0671057j -0.00310797-0.00191638j -0.00420695+0.0388903j -0.0258453-0.00351036j 0.0138345+0.0434884j -0.00708419-0.0189746j 0.0187141+0.0655361j 0.0556675+0.00983544j -0.00952322-0.00156854j 0.00656762-0.00517696j 0.0232753+0.0250167j 0.0430336+0.0138469j 0.0402886+0.0100226j 5.83178e-06+0.000771183j 0.000807657+0.00904854j -0.010104+0.00741399j -0.0494891-0.00763752j -0.00789142+0.000369977j 0.00303682+0.00199334j 
-0.00965646-0.00979358j 0.0264298-0.00448337j 0.0236323+0.00306445j 0.0194035+0.0104513j -0.00693715-0.00556247j -0.00974504-0.0102897j -0.0136545-0.00708424j 0.0127028-0.00215968j -0.00775754-0.0115287j -0.00194688+0.000902301j 0.0281796+0.0135334j 0.0303362+0.0118073j -0.000978724-0.00693442j 0.0201158-0.014695j 0.0373412-0.00279367j -0.00290983-0.00524083j 0.00514053+0.00876491j -0.011223-0.000380725j 0.00834857+0.00135554j -0.00301276+0.000205876j -0.0040875+0.000726636j 0.00329034+0.00117822j 0.00191953-0.000733553j 0.00392065+0.00107681j 0.0028188+0.00092807j -0.00294987-0.000678483j -0.00923891-0.00315109j 0.00145037+0.000821695j -0.00564652-0.000221297j 0.0149043+0.00351685j 0.00337242+0.00286949j 0.0017921+0.000863195j -0.0012826-0.00216089j 0.00544444-0.0019986j 0.00462838+0.00675728j 0.00214268-0.00126337j 0.00261775+0.0079694j 0.00377661-0.00528248j 0.00910656-0.00155426j 0.00142346-0.0338187j 0.00927739+0.000214924j 0.00208616+0.011606j 0.00395507+0.00434304j 0.00011637-0.0172296j -0.00194073+0.0134986j -0.00443939+0.0304335j -0.00807858-0.00551144j 0.00146983-0.0145373j -0.000801934-0.00279794j -0.00258143-0.00505559j 0.000730915+0.00420056j 0.00163198-0.00249457j -0.00119513+0.00918434j -0.000951647+0.000464701j 0.000509767-0.0107622j -0.00228498-0.00319208j 0.00331931-0.0034729j -0.00281937-0.00727169j 0.0010477-0.00628542j -0.0028606-0.00107431j 0.00356554-0.0126312j 0.00602555-0.0141088j 0.00133637-0.00573791j 0.00119193-0.0039621j 0.0012846-0.014262j 0.000279128-0.00258956j -6.85824e-05+0.00799881j -0.00222368+0.0236591j -0.00494842+0.0266909j -0.000663012-0.0311496j -0.00345114-0.00224111j 0.00496772+0.0317644j -0.00957713+0.0758303j -0.0103736+0.0645861j -0.0124051+0.0709419j -0.0189619+0.0682482j -0.00911594+0.0445006j 0.00635046+0.0118202j 0.016746-0.0274062j 0.00872278+0.00444103j 0.0305737+0.0639359j -0.0310051-0.0469049j -0.0232462-0.0156609j -0.0474115+0.0168793j -0.0252269-0.0100115j 0.00677776+0.00247879j 0.0167957+0.000607302j 0.00349423+0.00623952j -0.0155929-0.0107989j -0.0326135-0.0118333j -0.0200548+0.000600099j -0.00199347-0.0111381j 0.000318926+0.00258924j -0.0169427-0.00368963j -0.00449684+0.0023269j -0.0127629-0.00297849j -0.0162306+0.00102706j 
