0.0231323+0.0663585j 0.0582398-0.0277908j 0.0562557+0.067028j 0.0747279-0.0462507j 0.00101005+0.00895955j 0.00184262+0.0107863j -0.0119902+0.00687104j 0.000628008+0.0209344j -0.0206805-0.031832j -0.0181471+0.029015j 0.0342603-5.76676e-05j -0.00871497-0.0222564j 0.004932+0.00107306j 0.0173847+0.0100263j 0.000682928+0.0218329j -0.00935001-0.0108875j -0.0259528-0.0266703j -0.0106286+0.0111662j 0.00219362-0.0153246j -0.0136891-0.0254139j -0.0366254-0.0160075j -0.00361761+0.0122173j -0.00780465-0.000925837j -0.00158988+0.00108699j 0.0177615+0.00752486j 0.00515961-0.0178355j 0.0108512-0.0195421j -0.00734081+0.00529769j 0.011265+0.0062127j 0.0122571+0.00411429j 0.0188306+0.00689643j -0.00379669+0.0108002j 0.0101213+0.0208431j -0.0347377+0.010521j -0.0109867-0.0189304j 0.00714609-0.0221133j 0.0187315+0.00187585j -0.026726-0.00479902j -0.00105683-0.0145525j 0.00631651+0.0142205j 0.0148458+0.00145246j -0.00351074-0.00478145j -0.0244185-0.00641195j 0.0134777-0.00292752j -0.0361608+0.00418609j 0.000258985+0.00230517j -0.00899125-0.00913508j -0.0243052+0.0229086j 0.0230617+0.0233835j 0.0149988+0.00793117j 0.00722318-0.0319154j -0.00262389-0.00900634j 0.00845207-0.00482691j -0.0111494+0.0232043j -0.013084+0.00326398j 0.008042+0.00216741j -0.0064512+0.005467j -0.000769947-0.000255153j -0.0168692+0.0135468j -0.0133341+0.0111945j -0.00696881-0.0145771j -0.0199262+0.023996j -0.0257157+0.0133108j 0.0137519-0.00437388j -0.0210896-0.0165829j -0.00268471+0.0121446j -0.00879204+0.00156064j 0.0128811+0.00707424j 0.0225352-0.0280318j 0.0109844-0.0257426j 0.021397+0.00776802j -0.00879048+0.0328837j 0.0100885-0.0128791j -0.0122837+0.0170089j 0.00393281+0.000253633j 0.00752426-0.00497574j 0.0180167+0.00532242j 0.0117903+0.0162065j 0.00216544-0.0112275j -0.00326921+0.0166163j -0.00937984-0.0147181j -0.0181832+0.0251036j 0.00916558-0.0161369j 0.00791596-0.00669081j -0.00622454+0.0178815j 0.0361113-0.010855j 0.00701574-0.00336509j 0.0206418-0.0111401j 0.0371231+0.0495456j -4.29285e-05+0.00322223j -0.00955559+0.00474196j 0.0715961+0.0426929j 0.0267723-0.0773895j 0.046476+0.058813j -0.0592531+0.0489764j 
0.00263203+0.00554048j 0.00149792-0.000654693j -0.00459664+0.0129386j 0.0115676-0.0101355j 0.00288023-0.00458774j -0.00426346-0.00305658j -0.00617762-0.0010847j -0.00456257+0.00546859j 0.000474395-0.00862612j 0.0011828-0.00226355j 0.00158742-0.00177685j 0.00053882-0.00271675j 0.00951507-0.00860157j 0.00415878+0.00494877j -0.0165643+0.000755736j -0.000216896-0.0085176j 0.0010408+0.00456304j 0.00122349+0.000381925j -0.00616983-0.00252988j -0.00342504-0.00709856j -0.00126727+0.00777464j 0.00269134+0.00489479j 0.000684786-0.00316848j 0.00151982+0.0022969j -0.00102468-0.000684471j -0.000657745-0.000463742j -0.00584316+0.00340024j -0.00662052-0.00555754j 0.00325335-0.00401855j -0.00477449-0.000738853j 0.00532945-0.00176103j 0.00123271-0.000132402j -0.00439571-0.000119906j -0.00430461-0.000736703j -0.0108542-0.00593545j 0.00342044-0.00585485j -0.00483837-0.000771462j -0.000680471+0.00348801j -0.00430192+0.0039442j 0.00637321+0.0119651j 0.00353538-0.00686711j 0.000106505+0.00436085j -0.00298005-0.005954j 0.00319743+0.00852585j 0.00890554+0.00442819j 0.00871007+0.000940365j 0.000107204-0.00128668j -0.00367777-0.00971173j -0.00177423+0.00522299j 0.00217977-0.00226768j 0.0114481-0.00154598j 0.00514157+0.0028383j 0.00173706+0.00182416j -0.00440242-0.00125152j -0.00404639+0.00235488j 0.00612429+0.00214523j 0.00493297+0.00230463j 0.00649595-0.00492379j -3.60088e-05+0.000968511j -0.00218335+0.00144362j -0.00613094-0.000506279j -0.00508803+0.00900585j -0.00949194-0.000335339j -0.00333132-0.00913451j 0.000126621-0.00499333j 0.00299124+0.0134483j -0.0102427-0.00291973j 0.00861763+0.000239837j -0.000826276+0.00268115j 0.000628828-0.00405367j 0.0104973-0.00496684j 0.0022795+0.00304553j -0.00175688+0.00503371j 0.000610381-0.00316855j -0.00364035+0.00479858j -0.00676308-0.0017799j -0.000914613+0.00890413j -0.000643571+0.00413409j -0.00367634+0.00721183j -0.0030477-0.00557699j -0.00278333-0.00335437j -0.00301491-0.00454017j -0.000861058-0.00959428j -0.0157348-0.00228528j 0.00517081+0.00330915j 0.00252395-0.00496198j 0.00858947-0.00132001j -0.00059131-0.00345911j 0.00397561-0.00216326j 0.00135265+0.00296043j 0.00556229+0.000990883j 0.0140894+0.00143245j 0.00097365-0.00627772j 0.00445937+0.00408375j -0.00159779+0.00444905j 
0.00482145+0.00474077j 0.000103247-0.0040082j 0.0022483+0.00777106j 0.00184236+0.00805111j 0.00243433-0.00143816j 0.0019827-0.0103008j 0.0107228+0.00803374j 0.00497506+0.0138131j 0.00550398+0.00318484j 0.00128439-0.00526438j -0.00310073-0.00906089j -0.0121166-0.00518138j -0.00341413-0.00458709j 0.00614062+0.00314766j -0.00143984-0.00767804j 0.00176941+0.00288664j 0.00154077-0.00609038j 0.00149232-0.000680705j -0.00316556+0.000700404j -0.00405615+0.00446799j 0.0022975+0.00814853j -0.000643636-0.00736843j -0.00338918+0.0014912j 0.00085047-0.00515458j -0.00360343+0.00121812j 0.00468229+0.00297875j 0.0017335+0.00210636j 0.00528858+0.00686099j -0.00206567+0.00169015j 1.32197e-05-0.00181089j 0.00594587+0.00479041j -0.000720006+0.00221399j -0.00380611-0.00520857j 0.00577399-0.00171445j -0.0040442-0.0034222j 0.00831771+0.00584643j 0.00111919+0.00609802j 0.0044896+0.010118j 0.00710874+0.00511711j 0.00369503+0.00157079j 0.00208778-0.00559054j 0.00363369+0.00587157j 0.000174916+0.003122j 0.00543692+0.00449448j 0.00787778+0.00359945j 0.00367055+0.00690811j 0.00646284-0.00250811j -0.00595496-0.00261178j 0.0032431-0.00830136j -0.0106015-0.00436367j 0.00211806+0.0048717j -0.00355021-0.00807122j 0.00352945-0.00146601j 0.00385305+0.00369005j -0.00973441-0.010234j -0.000699781-0.00092702j 0.00939844+0.00845464j 0.00455492-0.00372892j -0.0101134+0.00157725j -0.00738432+0.00989326j -0.00471467+0.00731847j -0.00178922+4.77642e-06j 0.0107462-0.000287435j 0.00351014-0.00355427j 0.00808719-0.00609712j 0.00524248+0.00246336j 0.00715842+0.00402891j -0.00745081+0.00681498j -0.00590084-0.00169073j -0.00360145-0.0049626j -0.00441169+0.00256328j 0.00627173-0.00327229j 0.00561154+0.00118425j 0.00521565-0.000758362j 0.00546465+0.00200388j -0.0036466-0.00911333j -0.00357732-0.00319466j -0.00865119-0.0193909j -0.00545425-0.000765971j -0.00262961+0.000241574j -0.00574758-0.00110602j -0.00767618+0.00426282j 0.00321733-0.00536734j -0.000480357+0.00243174j 0.00622674+0.00126469j 0.00225153-0.00275537j -0.00200821+0.00223057j -0.00210442-0.00141428j -0.00426051-0.0016294j -0.00882593+0.00503045j 0.00782456+0.00596666j -0.00250432+0.00438571j 0.00781074+0.00286879j 5.28762e-06-0.000405212j 0.00226003+0.00208387j 
-0.0103323-0.000272962j -0.000349424+0.0143876j 0.011095-0.00751623j -0.00461486-0.00765738j -0.00608886+0.00322032j -1.15534e-05+0.0030344j 0.00219107-0.00595262j -0.000969742-0.00304437j -0.00742062-0.00182781j 0.00524027+0.00390491j 0.00355064+0.00544079j 0.00558272+0.002778j 0.00076609+0.0027577j -0.000606932+0.000339848j -0.00702405-0.00785393j -0.00332592+0.00315818j -0.01037+0.00417575j -0.00199068-0.0018604j -1.99584e-05-0.000958185j 0.000575516-0.00143801j 0.00115235+0.00395596j -0.0123275+0.00536586j 0.00673791-0.00670959j -0.000886865+0.00333339j -0.00715595-0.00704161j -0.00705891+0.00299067j -0.00232196-0.0017088j -0.00309177+0.00078005j 0.00682465-0.00430472j 0.000696837+0.00437105j 0.00258289-0.00114857j 0.00417172-0.00355599j 0.00101625+0.00508843j -0.00170926-9.94702e-05j -0.00185444-0.00151627j 0.00171328-9.72753e-06j -0.00116458+0.00342063j -0.00453647+0.00225834j -0.00162396-0.00279142j -0.00654915+0.0068939j -0.000288411+0.00890619j 0.000229385-0.00970285j -0.00150368-0.00111254j 0.00931069+0.00726325j -0.00452785+0.00841785j 0.00103452-0.000440771j -0.00264181-0.00172972j -0.000931319+0.00441169j -0.00267193+0.000376827j -0.0049476+0.00389055j 0.00626477+0.00770053j 0.00792881+0.00450851j -0.00335587-0.0102888j -0.00101697+0.00122277j 0.00883677+0.00956767j -0.0027932-0.00510634j -0.0104185-0.000856824j -0.000504384-0.00462123j 0.00213175+0.0062179j 0.00378017-0.00707897j 0.000637374+0.00122339j -0.00613208+0.00060527j -0.000808139+0.00494657j 0.00581741-0.00246687j -0.000253304-0.00533724j 0.00625204-0.00248227j 0.00172179+0.000618687j 0.00572735-0.00794324j -0.00216967+0.00133941j -0.00996986+0.00227384j -0.00914213+0.00262001j -0.0139109+0.000623138j 0.00560985+0.00382251j 0.00705689-0.00180811j -0.00646642-0.00536061j -0.000473079+0.0070622j -0.00150161-0.00299529j -0.00249623+0.00634088j 0.000689533-0.00360399j -0.00620882+0.00671637j -0.00267705+0.00108764j 0.000995544-0.00986836j -0.00681831+0.00189002j 0.00629328-0.000132742j -0.000963095-0.00187237j -0.00082421-0.000925063j -0.00553989+0.00826409j 0.00196813+0.00662048j -0.00164305+0.00619451j -0.00279677-0.00756213j -0.00383508+0.000902563j -0.00337983-0.0104589j -0.0114622+0.00509392j -0.00791027+0.00693066j -0.00592342-0.00671971j 
0.000606397+0.00694407j 0.0104319-0.000771829j 0.0087985+0.00167571j 0.00653091-0.0105284j -0.00875548+0.00329375j -0.00137958+0.0019875j 0.00455364-0.00548517j -0.000767707+0.00678255j -0.01272-0.00433282j -0.00104195+0.00442805j 0.00948374+0.00789859j -0.00572043-0.00772429j -0.000502539+0.00296403j 0.00121479-0.00138j 0.00225274-0.000794178j -0.00111673+5.94737e-06j -0.00279407-0.000995j -0.0021441-0.00254774j -0.00166888-0.010755j -0.000902285-0.00388618j -0.00700475+0.0012788j 0.00999916+0.00386226j -0.00758926+0.011113j -0.00145454-0.00357034j -0.00532167+0.00226821j -0.0095257-0.000426518j -0.00158576+0.00139253j 0.00158804+0.00570813j 0.00129255-0.00242399j 0.000664057+0.00413284j -0.00402414-0.000341272j -0.00265573+0.00226454j -0.00666874-0.00226685j -0.00413979-0.00458309j 0.000362225+0.00404628j 0.00261705-0.0040478j -0.0022274-0.00057038j -0.00199395+0.0029439j 0.0035358-0.00333142j -0.00162505+0.0111111j -0.00499256+0.00529791j 0.00773223-0.00263884j 0.00140532-0.000146496j 0.00180662+0.00194051j -0.00547681+0.00702143j -9.84336e-05+0.0063612j -0.00371801+0.0037532j -0.00391564-0.00194291j -0.00237608+0.00392077j 0.00544909+0.00149956j -0.00311991-0.00840756j -0.000471641+0.000303877j 0.00335263+0.00300545j 0.000291203+0.00225977j -0.00471152+0.000246222j 0.00173432+0.00273897j -0.00187962-0.00618705j 0.00022883+0.00983514j -0.000681226-0.00474378j -0.00339027+0.00155651j -0.00888235-0.011227j -0.00570346+0.0026809j -0.0141388-0.00151759j 0.00268868-0.00385398j -0.00667696+0.00139838j 0.00244143-0.00155943j -4.22491e-05+0.000277641j -0.00130625-0.00645566j 0.0118795-0.00333294j -0.00341946+0.00178904j 0.0024939-0.000249708j -0.00407718-0.00546683j 0.000659778+0.000416539j -0.00284795-0.000115154j -0.00411924+0.00298369j 0.00329379+0.00248406j 0.00318077+0.00410907j 0.00182656+0.0073115j 0.0032326-0.00042371j -0.00807427+0.00546027j 0.00379999+0.00125697j -0.00354793+0.00393891j -0.00170065-0.00334139j -0.00145995-0.00904371j -0.00463605-0.000106657j 0.00162433-0.00225833j 0.000436059+0.00268512j 0.0094636+0.00406368j 0.00528845+0.00353586j 0.00157369-0.00468615j -0.00500786+0.00205701j 0.00611541+0.00105655j 0.000773132-0.00418064j 0.00166122+0.00955612j -0.0085233+0.00335749j 
0.00418312-0.00724217j -0.0108023-0.00142564j -0.0143952+0.00465896j 0.000790446+0.000376909j 0.00227912-0.0072258j -0.00610239-0.00520183j -0.00983556-0.00808183j 0.00283504+0.0047063j -0.00251544-0.00383364j 0.00208449+0.00755174j -0.00147513-0.00054087j 0.0118786+0.00933052j -0.00233945+0.00265024j -5.82167e-05-0.000179492j 0.000638031-0.00570243j 0.0046073+0.008171j 0.00494328+0.00363625j 0.00294892-0.00747171j -0.00607833-0.000225115j 0.00288393-0.00653853j 0.0111359+0.0032287j 0.00632184-0.000715786j -0.0029838+0.00497463j -0.00212386-0.00652379j 0.00147962-0.0040847j 0.00188399+0.000587418j -0.00105189-3.02378e-05j -0.00114271+0.00256974j 0.00164169+0.00352104j 0.00103715+0.00854045j -5.57484e-05+0.00197979j -0.00905523+0.000295178j -0.00662339-0.00848011j 0.00352764-0.00569521j 0.00560775-0.000671027j -0.00589877+0.00650004j -0.0073393-0.0035467j 0.00301483-0.00190369j -0.00181794+0.00612431j -0.0107443-0.00420145j -0.0044316-5.81154e-05j -0.00240382+0.00336502j 0.00236399+0.00344179j 0.0176809-0.00144425j 0.000944562-0.00167034j -0.00224367+0.0116693j 0.00562414+0.000499077j 0.00273181+0.00865348j 0.010033-0.0123227j -0.00604293-0.00588564j -0.000501748+0.004148j 0.00433503+0.00027813j -0.00065178+0.00212642j -0.00291521-0.00294485j 0.00575528-0.00591011j 0.000723484-0.00307043j 0.00472378+0.00058691j 0.00427813+0.0081135j -0.00370489-0.0023537j -0.000105281+0.00421328j 0.00274863-0.00150472j 0.00306323-0.002568j -0.000823224+0.00247415j -0.00606299-0.00320554j 0.0118893-0.0010034j 0.00644663+0.00030555j -0.00897235-0.00273149j -0.0052773+0.00357247j 0.00144476+0.0177454j -0.0094116-0.00635492j 0.00584736+0.000707863j 0.0117003-0.00110632j -0.000685604-0.00297946j 0.00149136+0.00390372j 0.0105091+0.000757599j -0.00112406-0.00319913j -0.00103182+0.0127459j 0.00230418+0.00394388j -0.00128189-0.00127749j 0.00690694-0.00236362j -0.00585467+0.00488397j 0.00966208-0.00454831j -0.000624654+0.0016916j -0.0173965-0.00154482j 0.000996096+0.00340929j -0.00162516-0.00390567j 0.0109653-0.00857861j -0.00413261-0.00164568j 0.00230287-0.00838764j 0.00364553+0.00517124j 0.0044619-0.00264376j 0.00239933+0.00424807j 0.00410844+0.00148721j -0.00394924-0.00767446j 0.00830209-0.00393008j 
0.00336931-0.00960132j 0.000145414-0.00222859j 0.000404388+0.00821373j 0.00763101-0.00133954j 0.0116025+0.00879536j 0.00110081-0.0008766j -0.00419074-0.000163875j -0.00438156+0.0100605j 0.00389191+0.00643788j 0.00227634-0.00470833j 0.00571923+0.00913207j -0.00252189+0.0111103j 0.00657967+0.003254j -0.00516736-0.0143489j 0.00584496-0.00114966j -0.0114926+0.00192818j 0.0198933+0.00245195j -0.00232085-0.00618552j 0.00604186-0.00697161j -0.00402541+0.00346418j -0.00389598-0.00842506j -0.00554032+0.000503597j 0.0076127-0.00439458j -0.00290883-0.00516561j -0.0032512-0.00161167j -0.00636167+0.00801679j -0.00355628-0.000432793j -0.00555768+3.91293e-05j 0.0112603+0.00316955j -0.00319263-0.00448805j -0.00196034-0.00607583j 0.00623397+0.00208648j -0.000908252+0.00546203j 0.00467805+0.00448031j -0.00245946+0.00575757j -0.00820018+0.0058904j -0.00211771-0.00848589j -0.00471514+0.000345997j 0.00355661+0.0126145j -0.000616335-0.00574186j 0.00363719-0.00119254j -0.00615458+0.000773256j 0.00312828-0.00312066j -0.00516132+0.0101535j 0.000261094+0.000438338j -0.0126024-0.00611287j 0.00426585-0.00222054j -0.00210747-0.0103779j -0.000107681-0.0110835j 0.000233775-0.00401957j -0.00434722-0.0099749j 0.00264816+0.00971836j -0.00155527-0.00765095j 0.00266543+0.00420211j 0.00375148+0.00103437j -0.00880249+0.000168809j -1.51304e-06-0.00151349j 0.00643358+0.00097199j 0.000837042+0.00931137j -0.00325926-0.00533107j 0.0111358-0.00159257j 0.0136632-0.00175122j -0.000903635-0.00548377j 0.0147179+0.00267631j -0.00651091+0.00103563j -0.0056609-0.00720387j -0.00946474-0.00177273j 0.00147674+0.00641156j 0.000217376+0.00626105j -0.00156789+0.00495612j 0.00523143+0.00559545j 0.00434721+0.00604513j 0.00922152-0.00752012j 0.00172252+0.00247798j 0.00546347+0.00259395j -0.0156263-0.00504129j 0.00200829-0.0032762j 0.00581061-0.0025392j -0.0041559+0.00289335j -0.000664611-0.00658476j -0.00068632-0.000481054j -0.00139294-0.00536495j 0.000860266-0.00397871j -0.00862923-0.000699235j -0.00381766+0.00211102j 0.00456599+0.00149025j 0.00771134-0.00851252j -0.00110951+6.62798e-05j -0.00497839-0.00572845j -0.00201266+0.00502138j 0.00271908+0.0029106j 0.00451992+0.00129259j 0.00337263-0.000169947j -0.000798224-0.00323071j 0.00148752-0.00164545j 
0.00381678+0.00773301j 0.00528746+0.000218531j 0.00372058+0.00608302j -3.25584e-05-0.009797j 0.00137552-0.00171956j -0.00471178-0.000883431j -0.00372631+0.00360314j -0.00297073-0.000337791j -0.00362495+0.00624251j 0.00448657-0.00343604j 0.00575824+0.00289981j 0.00162003+0.00958494j -0.00129163+0.00609273j 0.00722516+0.00137898j 0.00698882+0.00554228j -0.0028508+0.00165806j -0.0101911+0.00296746j -0.00353064+0.00424113j 0.00960406+0.00274343j -0.00447504-0.000122946j -0.00520205+0.000598052j -0.00466947-0.00491673j 0.00149097+0.0014263j 0.0035463+0.00334078j -0.00834399+0.00247749j 0.00540505-0.000794405j -0.0066108+0.00274911j -0.00396166-0.0030332j 0.011098+0.00651133j -0.00361441-0.00039516j -0.00800779+0.00722302j -0.00229574+0.00620264j -0.00371902-0.00345959j -0.00905737+0.00413392j 0.00574442+0.00365151j 0.0100089-0.00379298j 0.00823304+0.00198586j -0.000685804+0.00068737j -0.00492448+0.00156017j 0.000340946+0.00223051j 0.00676797-0.000349138j -0.00425456-0.00340294j -0.0103488+0.00260062j -0.00054302+0.00849428j -0.00323591-0.00120208j -0.00122276-0.00695222j -0.0003997-0.000692582j -0.00494052-0.00345834j 0.00759136+0.0010358j -0.000946998+0.0117896j 0.000571777-0.00607016j 0.00196353+0.00565842j 0.0105426-0.0101009j 0.00218122+0.0038022j 0.00784336-0.00706853j -0.00365562-0.00279869j -0.00228153-0.000228325j -0.00683278+0.000638322j -0.00152169-0.00512678j -0.00173907+0.00593157j -0.00382048+0.00254168j 0.0045111-0.00280399j -0.00629995+0.00685016j 0.00435825+0.000289639j -0.0149327-0.00112125j -0.0100202-0.00194531j -0.00201995+0.00422482j 0.0037087+0.00484639j 0.0103072+0.00445182j -0.00179996+0.000105086j 0.0063962+0.0110273j -0.00394787-0.00307641j 0.00294201-0.00676317j 0.0018113+0.0102196j -0.0144439+0.000764495j -0.00411227+0.00498835j 0.0122529-0.00717814j -0.00581277+9.17158e-05j 0.0075355-0.00113502j -0.00177014-0.00313144j 0.00443302-0.00378882j 0.00199968+0.00448776j 0.00400143+0.00360131j -0.00695037-0.00115216j 0.00395836+0.00572988j 0.00920084+0.00129289j 0.000468176+0.00501758j 0.00410992-0.00164927j 0.00356993+0.00450704j 0.00415342+0.000476386j 0.00677814-0.00512698j 0.00580686-0.000595193j 0.00321677+0.00174853j 0.00532811+0.010675j -0.00553938+0.00556063j 
-0.000137697+0.00406791j 0.000261062-0.000716707j 0.00213306-0.00863668j -0.016882+0.00117368j -0.00796927-0.00757207j 0.00404652+0.00627469j 0.000526779-0.00400133j 0.0112277-0.0094445j -0.00600356+0.00346544j -0.00585646+0.0113788j -0.0137823-0.00104777j 0.00208103-0.00541387j -0.0027179-0.00050283j -0.000321526+0.00154607j 0.000370235+0.00793013j 0.00818774-0.00891292j -0.00941605+0.0039451j -0.00841913+0.00599434j 0.00575727+0.00847266j 0.00715384+0.00143589j 0.0051914-0.00365707j -0.0030653-0.00170025j -0.00158864-0.00408687j 0.00200843+0.00400817j 0.00144376-0.00086256j 0.00567539-0.00141568j 0.00609283-0.0032551j 0.000670926-0.00281727j -0.00845189+0.0026293j -0.000613866-0.00501742j -0.000836606+0.00422943j -0.0054205-0.0137576j 0.00649474-0.00161362j 0.00718892+0.0060718j 0.00100416+0.0131267j -0.00232583-0.00363688j 0.00410441+0.00487868j 0.00657791-0.00140856j 0.000371532-0.00551985j -0.00445068+0.00135626j -0.00463402+0.00689708j 0.00375229+0.000817414j 0.00151188+0.00605284j -0.0041966+0.00319705j -0.0136884-0.0066924j 0.00103715-0.00242861j 0.00526179+0.00679698j 0.00155675+0.00718931j 0.00248565-0.00617976j 0.00615433+0.00896128j -0.00406134+0.00490375j 0.00282771+0.00245403j -0.00525307-0.00519999j 0.00190468-0.00578457j -0.00692661+0.00112453j 0.000982037+0.00220774j -0.000489719+0.00136803j -0.00276417+0.00382959j -0.00188934-0.00644597j 0.00905037+0.00235618j -0.000878983-0.00932432j -0.00594143-3.1341e-05j -0.00443638+0.000423856j 0.00479007-0.00433578j -0.0102675+0.00187665j -0.0128941+0.00110677j -0.00200575+0.00463565j -0.00299032+0.00169666j -0.00025967-0.00475956j 0.00217447+0.00140264j 0.00068724+0.00488624j -0.00322828-0.00441737j -0.00114187-0.00732778j -0.00151982+0.00968327j 0.00215894-0.00455827j -0.0040444-0.00128011j 0.00630754-0.00428174j 0.00212527-0.00128379j -0.000774445+0.002725j -0.00848684+0.0036763j 0.00490614-0.00340981j 0.00322837+0.00840405j 0.00302883+0.0120695j 0.0105076-0.00751489j -0.00936771-0.00759464j 0.00344675+0.00489609j -0.0132432+0.00200645j 0.0094896+0.00672901j 0.00221006+0.00260392j 0.00221637-0.00817269j -0.00724662-0.0037698j -0.0120283-0.00558402j -0.000482304+0.00949876j 0.00194914-0.00156386j -0.00159171-0.000250504j 
0.000249538-0.00443677j -8.99749e-05-0.00217234j -0.00153188-0.00285735j 9.745e-05+0.00267096j -0.000133224-0.00339776j -0.00280675-0.0041063j 0.000463668-0.00273605j 0.00778215+0.00137048j -0.0153411+0.000632694j -0.00748189-0.000737361j 0.00200333+0.00627969j -0.00349637-0.00263069j -0.00455403+2.02044e-05j 0.000507412-0.00298381j 0.00839563-0.000128713j -0.00429616+0.00100519j 0.00241918-0.000369905j 0.00262869-0.00338075j 0.00192161-0.00476206j 0.00589457+0.000564831j 0.00189735-1.99077e-05j 0.00737656-0.00524629j -0.0013991+0.000734651j 0.000300409-0.00630019j 0.000232646-0.000749401j -0.00477973-0.00121274j 0.00148947+0.00238637j 0.00413708-0.00191344j -0.000982594+0.000189806j 0.00339184+0.00452279j -0.00497709+0.000389944j -0.00522715+0.00228398j -0.000142037-0.0033856j 0.00126695-0.00192548j 0.00472935-0.0014852j -0.000817316-0.00028402j -0.00670694+0.00154782j 0.00446436-0.000625869j -0.00291234-0.00760355j 0.00559247+0.0031322j -0.0115718+0.000477564j 0.0103367-0.00172969j 0.00155771+0.00189321j -0.0077997-0.00141812j -0.00689349-0.000795648j -0.00763715+0.00596172j -0.00263833+0.00290477j -0.00900245-0.00495208j -0.00558881-0.00807508j 0.000896494+0.00563719j -0.0139545-0.00937301j -0.00605231+0.00714988j 0.00431344-0.00155942j 0.00379008-0.00470391j -0.00043588-0.00392001j -0.00268005+0.00701482j -0.00423527+0.00281356j -0.0122708-0.0106757j 0.00544796+0.00316516j -3.51599e-05-0.00522248j -0.00619468-0.00300826j 0.00341796-0.00671153j -0.00283768-0.0052772j -1.6335e-05+0.00410606j -0.00365916+0.0111215j -0.00192154+0.000626818j -0.00656953+0.00412979j -0.00434253+0.00582437j 0.00366538-0.0038242j -0.00271889+0.000495434j 0.00637072+0.00614895j 0.0031075+0.00127048j 0.00233498-0.00122985j -0.00739009+3.56975e-05j -0.000871565+0.000993582j -0.00499705+0.000570897j 0.00686936+0.000482863j 0.0015402+0.0094085j -0.00384568+0.00507401j -0.000482036+0.000146459j 0.00222669-0.00376332j 0.00506239-0.00117512j -0.000245037+0.0063363j -0.00558932-0.00207717j -0.00722927+0.00553728j 0.00175563+0.00235342j 0.00674747-0.00239317j -0.00155853-0.00875337j 0.00637022-0.00056624j 0.00344118+0.00183429j 0.000537489-0.00288416j -0.00304479-0.000145257j 0.000940687+0.00095831j -0.00193487-0.000295969j -0.000697167-0.00227504j 
-0.00188803-0.00582956j -0.00555709-0.00211479j -0.00138117-0.0130497j -0.0104761+0.00761614j 0.00106648-0.00982985j -0.00532254+0.00148024j 0.000547936+0.0103145j -0.00711624+0.0103143j 0.00678009+0.00956659j 0.00917009+0.00623158j -0.00467377+0.00542585j -0.00578271+0.00853086j 0.00498458+0.0127808j 0.000846361-0.00723732j 0.00738409+0.00780072j -0.000679445+0.0109925j 0.00501801+0.0062944j 0.00580391-0.00489775j -0.0107163+0.00746312j 0.00541207-0.00138386j 0.00206055+0.004516j 0.00741997+0.0018457j -0.000799735-0.00139415j 0.00140349-0.000286551j -0.00082545-0.00428753j 0.00698609+0.000857866j -0.00117219-0.00231902j 0.00224723-0.000732082j -0.00520316+0.00245641j -0.00207194+0.0025583j -0.00728049-0.00698437j -0.00784451-0.0119259j -0.00595506+0.00498374j 0.00249804-0.00192375j -0.00682302+0.00476891j -0.007906-0.000581192j -0.00308065-0.00748619j 0.00378592+0.00085079j 0.00133333-0.00805079j -0.00383497-0.0143678j -0.00242608-0.0043556j -0.005306-0.00306867j -0.0059166+0.00441497j -0.00853645-0.000682556j 0.0145219-0.0109779j -0.00179753-4.97055e-05j 0.00408582+0.00157869j 0.00165498-0.00235145j 0.00358722-0.0095501j 0.00286571+0.000974491j -0.000681038+0.00377685j 0.005863+0.00049221j -0.00242935+0.00270694j -0.004052-0.00882461j 0.000989375+0.00318039j 0.00349238+0.00468717j -0.00316373-0.00256845j -0.0013813-0.00421816j 0.00540467+0.00479513j 0.00380222-0.0256725j -0.00276172-0.00969341j -0.00946353-0.00134802j 0.0054094+0.00092592j 0.00727922-0.00588069j 0.00404114+0.00356371j 0.0025637-0.000335922j 0.00818141+0.00892811j -0.0058664-0.000623748j 0.00959158+0.00515053j -0.0109441+0.00441469j -0.00595389-0.00237677j 0.00518753-0.00911905j 0.000978696-0.00362735j 0.00294398-0.00119185j -0.000668261-0.0148755j 0.0119154+8.32456e-05j 0.00437058-0.00160811j 0.00147037+0.00300717j -0.000502172+0.0136276j 0.00644172-0.00255632j 0.00453241-0.00416035j 0.0181902+0.000516916j 0.00402169+0.00668855j 0.00601912+0.00445466j 0.00144576-0.00221501j 0.00351465+0.00482791j -0.00650688-0.00244122j -0.000844419-0.000793516j -0.0134729+0.00369336j 0.00117268+0.0012871j 0.00345624-0.00348835j -0.0118224+0.000508975j 0.00395018+0.0132547j -0.00114257-0.00427959j 0.00267776-0.000733921j 
