0.0231323+0.0663585j 0.0582398-0.0277908j 0.0562557+0.067028j 0.0747279-0.0462507j 0.00101005+0.00895955j 0.00184262+0.0107863j -0.0119902+0.00687104j 0.000628008+0.0209344j -0.0206805-0.031832j -0.0181471+0.029015j 0.0342603-5.76676e-05j -0.00871497-0.0222564j 0.004932+0.00107306j 0.0173847+0.0100263j 0.000682928+0.0218329j -0.00935001-0.0108875j -0.0259528-0.0266703j -0.0106286+0.0111662j 0.00219362-0.0153246j -0.0136891-0.0254139j -0.0366254-0.0160075j -0.00361761+0.0122173j -0.00780465-0.000925837j -0.00158988+0.00108699j 0.0177615+0.00752486j 0.00515961-0.0178355j 0.0108512-0.0195421j -0.00734081+0.00529769j 0.011265+0.0062127j 0.0122571+0.00411429j 0.0188306+0.00689643j -0.00379669+0.0108002j 0.0101213+0.0208431j -0.0347377+0.010521j -0.0109867-0.0189304j 0.00714609-0.0221133j 0.0187315+0.00187585j -0.026726-0.00479902j -0.00105683-0.0145525j 0.00631651+0.0142205j 0.0148458+0.00145246j -0.00351074-0.00478145j -0.0244185-0.00641195j 0.0134777-0.00292752j -0.0361608+0.00418609j 0.000258985+0.00230517j -0.00899125-0.00913508j -0.0243052+0.0229086j 0.0230617+0.0233835j 0.0149988+0.00793117j 0.00722318-0.0319154j -0.00262389-0.00900634j 0.00845207-0.00482691j -0.0111494+0.0232043j -0.013084+0.00326398j 0.008042+0.00216741j -0.0064512+0.005467j -0.000769947-0.000255153j -0.0168692+0.0135468j -0.0133341+0.0111945j -0.00696881-0.0145771j -0.0199262+0.023996j -0.0257157+0.0133108j 0.0137519-0.00437388j -0.0210896-0.0165829j -0.00268471+0.0121446j -0.00879204+0.00156064j 0.0128811+0.00707424j 0.0225352-0.0280318j 0.0109844-0.0257426j 0.021397+0.00776802j -0.00879048+0.0328837j 0.0100885-0.0128791j -0.0122837+0.0170089j 0.00393281+0.000253633j 0.00752426-0.00497574j 0.0180167+0.00532242j 0.0117903+0.0162065j 0.00216544-0.0112275j -0.00326921+0.0166163j -0.00937984-0.0147181j -0.0181832+0.0251036j 0.00916558-0.0161369j 0.00791596-0.00669081j -0.00622454+0.0178815j 0.0361113-0.010855j 0.00701574-0.00336509j 0.0206418-0.0111401j 0.0371231+0.0495456j -4.29285e-05+0.00322223j -0.00955559+0.00474196j 0.0715961+0.0426929j 0.0267723-0.0773895j 0.046476+0.058813j -0.0592531+0.0489764j 
4.6296e-05-0.00815439j -0.00365028-0.00516319j -0.00420513-0.010922j -0.0088185+0.000709483j -0.000319571-0.00167504j 0.0166228+0.0112061j -0.00699815+0.0107853j -0.00432758+0.00159396j 0.00438029+0.00961672j -0.0161727-0.00379137j 0.00681019-0.00202914j 0.0106901-0.00771417j 0.00702541+0.00660926j -0.00155218-0.00689851j -0.00390926-0.00273525j -0.008597-0.00509043j -0.00948568-0.00278885j 0.000563133-0.00257066j -0.00356977-0.00583j 0.00676972+0.00112341j -0.000229689-0.00617798j -0.00458938+0.00392786j -0.0124996-0.00887461j -0.0062473-0.00557368j 0.00622372+0.00307094j 0.013452+0.0045762j 0.00130091-0.00165675j 0.00184488+0.000996487j -0.0093332-0.00451809j -0.00409256-0.00282058j 0.00304256-0.0130643j 0.00383862-0.000539481j 0.00780291+1.56212e-05j 0.00256092-0.0177629j -0.00299802-0.00546709j 0.00385062-0.00334015j -0.000571553+0.00512524j -0.00691717+0.00232609j -0.0064761+0.00325295j 0.000204066-0.000213317j -0.00675193-0.00466315j -0.00317837-0.0061337j 0.00904945-0.0124474j -0.0115701-0.00310971j -0.00194576+0.00817824j -0.00297428+0.00199661j 0.00696203-0.010338j 0.00268707+0.00927795j 0.00239111-0.00136734j 0.00231548-0.00415504j -0.000475066+0.0155493j 0.00330596-0.00223411j -0.00815608+0.00495835j -0.00193811+0.00112688j 0.00281642+0.000792282j 0.0115182-0.0178802j -0.000763445+0.00159587j 0.0109912-0.00235057j 0.00115426-0.00971803j -0.00213783-0.00488401j -0.00553307-0.00443028j -0.011292-0.000395879j 0.000495758+0.000482438j -0.00780687+0.00157372j -0.000863132-0.00331945j 0.00641019+0.00401546j -0.00162886-0.00513268j -0.000648103-0.00150405j -0.00249314-0.000422157j 0.00168121+0.00978152j -0.00943344-0.00267395j -0.00469807-0.0118652j 0.00960015+0.00148872j 0.00350214-0.0277928j 0.00370567-0.00265967j -0.00636767-0.0153015j 0.00242704+0.00254974j -0.000637014+0.00774354j -0.00126496+0.00403698j -0.00726865+0.00730661j -0.000753954+0.00369024j -0.00013102+0.00765707j -0.00164024-0.012302j 0.0101257-0.000955432j 0.00236687-0.0123134j 0.00233864-0.00118017j 0.00918078+0.000549535j 0.0032537-0.00129318j -0.0032152-0.00104383j -0.00221336-0.0138984j -0.00783936-0.000825536j 0.00313058-0.00249459j 0.000759597-6.07022e-05j 0.00278154-0.00263094j 0.00287473+0.00269333j 
-0.00208899-0.00857555j -0.0113585+0.00394712j -0.00768758-0.025325j -0.0124593+0.00165135j -0.00649033-0.00294495j 0.00740306+0.00109596j -0.00516452+0.000390062j 0.00152341-0.0145626j 0.0122095+0.0150645j 0.00235102+0.00909021j -0.00390636+0.0168923j 0.00564394-0.0143121j -0.00342375-0.0141743j 0.00595021-0.00226429j -0.000303658-0.000210617j 0.00482747-0.000858331j -0.00439386-0.0112708j 0.000118763-0.00233755j 0.00516274+0.00410205j -0.000498084+0.00345535j 0.00212172-0.00604137j 0.00083707+0.00714205j 0.00011786+0.00171936j -0.00113851-0.00541906j 0.0017672-0.00149517j 0.0122225-0.00224637j 0.00785365-0.00106665j -0.00331714+5.73133e-06j -0.000591465+0.000544975j -0.00595314+0.000507715j -0.000902031-0.00832295j 0.0132695-0.00361226j -0.00185317+0.0115168j -0.00365539-0.0106735j 0.00744861+0.00878632j 0.00625672-0.00568231j 0.00188851+0.00269058j 0.00167647+0.0095829j -0.00352248+0.00168808j -0.00571695-0.00386265j 0.00187464+0.00100078j 0.00573233+0.00103466j -0.000148767-0.00394631j -0.00754632-0.0116682j -0.0048935-0.0055765j -0.00159732-0.0116758j 0.00376095+0.00370864j 0.00565035-0.00183656j 0.00962927+0.00261021j -0.00326782+0.00389084j -0.0131343+0.00336603j 0.00603529+0.00161034j -0.00548982+0.00850392j -0.00495017-0.0115479j 0.0138263+0.00228625j 0.00625496-0.00121841j -0.00407229-0.00956287j -0.00628672-0.00998778j 0.00114171+0.00512931j 0.01355-0.0105784j 0.0159887-0.0101475j -0.00221119+0.00603281j 0.0162616-0.00114557j -0.00593542-0.000164249j -0.00603273+0.00932008j -0.00455239-0.0116784j -0.00560289-0.00744403j 0.0170399+0.00643951j -0.0120409-0.0113042j 0.00200771+0.00660056j -0.00199278-0.00200577j -0.003365-0.0110452j -0.00444079-0.00753022j 0.000870472-0.00442424j -0.0152486-0.00597117j 0.0051884+0.00288075j -0.0079055+0.00262752j 0.000783669-0.00493662j 0.00289127+0.0111507j -0.00774922+0.000838804j 0.00187073+0.000984145j 0.00562972-0.002403j -0.00131352+0.00269876j 0.0192234+0.00016251j -0.0168577-0.00562235j -0.0072297+0.0106544j 0.00558673-0.00570047j 0.00114088+0.00129536j -0.0106979-0.00342122j 0.00143842-0.0126044j -0.0134077-0.00461667j -0.00406299-0.00369864j -0.00131096+0.00217226j 0.00161363-0.00959745j 0.00479684+0.00464248j 
-0.0051525+0.00101382j 0.00221703+0.00246827j 0.00664906+0.00944246j 0.00920229-0.00482226j -0.00505141+0.00234723j 0.0017852+0.00480103j 0.00976753-0.00709696j -0.0126338+0.0105909j 0.000714716-0.00426434j -0.00595941+0.00129353j 0.00057327-0.00905709j -0.00358298+0.0123432j -0.00134482-0.00153651j -0.00944881+0.00361457j 0.00244403-0.0074172j -0.0123009-0.00529084j 0.00552578+0.00703287j 0.00310784-0.00224277j 0.00307298+0.00131162j 0.00322649-0.00484447j 0.00318672+0.00852445j 3.96445e-05-0.000721375j 0.000457737-0.00120752j 0.00742469-0.00172367j -0.00654821-0.00380862j 0.00207293-0.00370106j -0.00405241+0.00377184j 0.00334022-0.0105222j -0.00304325+0.00311065j 0.00655617+0.00209236j 0.00583397-0.000300886j 0.00998435+0.00879614j 0.00879701+0.00214249j 0.00523011-0.00107318j -8.53288e-05-0.000552705j 0.00469822-0.00174752j 0.00351209-0.00852876j 0.000315123-0.00189345j -0.00546556+0.00262947j 0.0038916+0.00424901j -0.0071855+0.00664648j -0.00196159-0.0002011j 0.00640782+0.00766973j 0.000268431-0.00297869j 0.00271978+0.00346371j 0.00164893-0.00102293j -0.00808825+0.0178158j 0.00241358-0.00558318j -0.00424909-0.00143961j -0.0077468-0.0105054j 0.00984765-0.000637363j -0.00589041+0.00286536j 0.00632638+0.00626708j 0.00350994+0.00541812j -0.00398441+0.00419015j -0.0064177+0.00756715j -0.00579856-0.000646036j 0.00135901+0.0116494j 0.00564535-0.0097519j 0.000712437-0.00343813j -0.0117118+0.000556419j 0.000509964+0.00615582j 0.00292153+0.00277325j -0.00093712-0.00987084j -0.00577609-0.00872701j 0.00690618+0.00628238j -0.00265905+0.00627436j -0.00892336-0.00541028j 0.000259361+0.00518295j -0.00646533+0.00507126j 0.00617037+0.0106583j -0.00441545+0.00793369j 0.00689767+0.00269048j 0.000416835+0.00188509j -0.0126617-0.00199136j 0.00207557+0.00806783j -0.00989398-0.00646191j -0.0069521+0.00434206j -0.000349632-0.00788679j 0.000732316-0.0107938j -0.000467472+0.0038919j -0.00500042-0.000147812j -0.000528732+0.00819243j -0.00762836+0.000220969j 0.00983095-7.24098e-05j -0.00295802+0.00545437j -0.00551343-0.00656747j -0.00218171-0.00575139j 0.00481189+0.00177058j -0.000260575-0.000964983j 0.000419303+0.00253622j 0.00548568-0.00508021j -0.00129514-0.00782369j -0.00520894+0.00541368j -0.00303107-0.00409842j 
0.00859587+0.00230456j 0.000454585-0.0123595j -0.00911855+0.0119169j 0.0126075-0.00539754j 0.001342-0.00335574j -0.00347021-0.00336869j -0.00676526+0.00234287j -0.00763788-0.000606566j -0.00129194+0.00335715j -0.00283212+0.0117978j 0.00940409+0.00175482j -0.00599454+0.000927351j 0.0130182-0.00861177j -0.00315853+0.00707479j 0.00945406+0.00423438j -0.00170408-0.00277412j -0.00265871-0.00821712j 0.0091613+0.0038006j -0.00067622-0.00834379j 0.00331997-0.00248057j -0.00486688-0.0134522j -0.000302448+0.000228222j -0.00414164-8.53363e-05j 0.00211919-0.000222345j -0.00238598-0.00057774j 0.000493954-0.00522299j -0.00348364+0.00337811j 0.00726969-0.00622568j -0.00222563-0.00452303j 0.00861818-0.00107219j -0.000246331-0.00331634j -0.000809418-0.00155669j 0.0108687+0.00344487j -0.0122166-0.0016602j 0.000324021-0.00268673j 0.000857589-0.00098175j 0.00425544-0.00515376j -0.00131657-0.00780704j -0.000790747+0.0063531j -0.00454087+0.0010111j -0.000142111-0.00418797j -0.0030033+0.011253j -0.000143979-0.00280864j 0.0152774-0.00957898j 0.00345116+0.000725639j 0.00360935-0.00211108j -0.00220762+0.00195908j 0.00129786-0.00640366j 0.00781194-0.00109968j -0.00140182-0.00162667j -6.35546e-05+0.00396617j -0.00517439+0.00437307j -0.00656373+0.00412784j 0.000519001-0.00219189j 0.00094153-0.0072338j 0.00721206+0.0119654j 0.00336678-0.00975367j -0.00627571-0.00422171j -0.000862553-0.000386611j -0.00154424-0.000750155j -0.00439039-0.00708669j -0.00550172+0.00265045j -0.00571753-0.0108899j 0.000923989-0.00469409j -0.0108711-0.00181149j -0.00668695+0.00371146j -0.00445621+0.00381527j -0.0135538-0.00213958j 0.0086326+0.00354703j 0.00335377-0.00362841j 0.0133978-0.00326338j 0.0088931+0.00219449j 0.00819808-0.00356864j -0.00291424-0.00522265j 0.00552832-0.00503356j -0.00230652-0.00637793j 0.00744682+0.00813757j 0.00463386+0.0118386j 0.00442849+0.000805502j 0.00399059-0.00166616j 0.00151835-0.0025236j 0.00257387+0.00780672j 0.00207328-0.0107472j -0.00708869+0.00275572j 0.000380073+0.00920548j 0.00763062-0.00872499j 0.00998357+0.00265563j -0.00365747-0.00892683j 0.00398696-0.00474123j 0.000807908+0.00932178j 0.00129744-0.00165285j 0.0124839+0.0120237j 0.0103542-0.00821054j 0.00714377+9.23833e-05j -0.00325706+0.00801229j 
0.00500689-0.00160748j 0.00127475-0.00659849j -0.00442638+0.000362642j 0.00630636-0.00552379j 0.00639962+0.00587013j 0.00515844-0.0033317j -0.00677009+0.00575499j 0.00475236-0.0028647j 0.00747924+0.002798j -0.00276823+0.00619067j 0.00364117-0.00506519j -0.00438083+0.000703037j 0.00634945+0.00435451j -0.00010314-0.00754305j -0.00664642-0.00339349j 0.00856123+0.00878235j 0.000576325+0.00169673j -0.00404774-0.00273829j -0.000672622-0.00706036j -0.00484911-0.00208506j 0.00532049-0.00224069j 0.000387316+0.00690383j -0.00428825-0.00424468j 0.00176379-0.000396397j 0.0135451-0.00478732j 0.00186767-0.00600499j 0.000909731+0.000277621j 0.0057618-0.00936618j -0.0063382-0.00740124j 0.00428855-0.000142784j 0.00394751+0.00267073j -0.011413+0.00717172j 8.73114e-05-0.00866671j 0.00209642-0.000399728j 0.0019046-0.00578131j -0.0042889+0.00227601j 0.00718362-0.00355254j 0.00460924-0.000468938j -0.00202357-0.00159266j 0.00337558-0.00176776j -0.0105097-0.00410324j -0.00267801+0.00153355j -0.00448145-0.00154721j -0.00309008+0.00190437j 0.00648889-0.0045328j 0.000739987-0.0012029j 0.000517739+0.00095807j -0.0003945+0.000246026j -0.00175571+0.00338866j 0.00195321+0.00906157j 0.000938648-0.0104154j -0.00421182-0.00374386j 0.00619592+0.00458903j 0.0019296-0.00195572j 0.000934935-0.00312232j 0.00729407-0.00290133j 0.00718746-0.00429559j 0.00396651-0.00419672j -0.00527704+0.00370375j -0.00450533-0.0037076j 0.00818868+0.00741373j -0.000248132+0.00553618j 0.00447592-0.00646616j -0.00101971+0.00415533j 0.000761427+0.000849565j -0.00585901-0.0035833j 0.0023164-0.0063175j 0.00670085+0.00852395j -0.00195566-0.00918031j 0.00372151+0.000145017j 0.00834886-0.0101458j 0.00442018-0.00365223j -0.00294425+0.00360653j -0.0112255-0.00345204j -0.00176848+6.39699e-05j 0.00220873-0.000652717j 0.00455789+0.00160182j 0.00307017-0.00445502j 0.000627912+0.0049048j -0.00155547+0.00347551j -0.00515921-0.00220776j -0.0075134-0.00486641j 0.000766293-0.00860138j 0.00414129+0.00298531j 0.00257716+0.00545455j 0.00381732+7.03898e-05j 0.000918471-0.0031083j 0.00221664-0.00182288j -0.00772565-0.00327213j -0.00436482+0.00892954j 0.00149308+0.00436145j 0.00899228+0.00709303j 0.0117802-0.00472581j 0.00724912+0.000203688j 0.00186332+0.00556381j 
-0.00321656-0.00188527j -0.00539688+0.00445117j 0.000330421-0.0198966j -0.00875541+0.00752203j -0.0151991+0.00818871j 0.00382741+0.00376297j 0.00136732-0.00515311j 0.00913973-0.010662j 0.00587383+0.0148544j 0.00287749+0.00570512j 0.00578149+0.0105907j 0.00555321-0.0116727j 0.00185803-0.0077944j -0.00641268-0.00563366j -0.00247963+0.00761642j 0.00873576-0.00812083j -0.00863566-0.00839006j 0.00218313+0.00490764j -0.000368766+0.000400199j -0.0015348-0.00133217j 0.000638047-0.00378898j -0.00300068+0.0147389j -0.0021047+0.00217947j 0.0023718-0.00345222j 0.00131465-0.000566608j 0.0098919+0.000250471j 0.00161286-0.00808947j 0.00190694+0.00157811j -0.00989413-0.00558184j -0.00440345+0.00334266j -0.00324065-0.00815275j 0.00582499+0.00118123j -0.000102984-0.000333217j -0.000688825-0.016133j 0.00770359+0.00237022j 0.000620323+0.0017855j -0.00506458-0.00480508j -0.000958008+0.0102224j -0.0093003-0.00645123j -0.00166688-0.00178135j -0.00689197-0.00672644j 0.00974458+0.00368386j -9.42418e-05-0.00164233j -0.00788134-0.00873125j 0.00772094+0.00291743j 0.000565156+0.00203383j 0.00319265-0.00814759j -0.000218267+0.00206546j 0.00812416+0.00225093j -0.00308438-0.00615844j -0.00926058-0.000847017j 0.00310682+0.00414208j -0.0142925-0.00742416j -0.0114819+0.00122839j 0.00974999-0.00364394j 0.0043442-0.0205492j -0.00256679-0.00252347j -0.00292472-0.00815125j -0.000475809+8.1609e-07j 0.00675818+0.00205174j 0.00652978-0.00597703j 0.00323892-0.00513779j 0.0112835-0.00109477j -0.000893975+0.00849184j -0.0110706+0.0210738j -0.00565379-0.000645657j -0.00125218+0.00670567j 0.00393563-0.00412553j 0.000688078-0.0159391j -0.00711052+0.000377339j -0.0110905-0.00693257j -0.0054297-0.00689362j 0.00906146-0.0100214j -0.00439232-0.0180836j 0.00174571-0.00304953j -0.00944867-0.000155842j -0.0061017+0.00312872j 0.004683+0.00280197j 0.00461771-0.0056306j -0.00780065-1.10286e-06j 0.00165952+0.00281981j 0.00170437+0.0035743j 0.00532156-0.00548299j 0.00837886+8.22027e-05j -0.010449-0.00591601j -0.0073138+0.00128295j -0.00272646+0.00411451j -0.00202498+0.0146197j -0.00254464-0.00416229j -0.00201684-0.0140025j -0.0103948-0.00917134j -0.0100521+0.00386311j -0.00337278+0.00866394j -0.00634939-0.00252814j 0.00199431-0.00274496j 
-0.0068253-0.000747132j -0.000723139+0.0047515j 0.00623258-0.00349791j 3.6836e-05-0.00740211j 0.00133619+0.00744805j 0.0111381+0.000833287j 0.00218964+0.0017442j -0.00102713-0.00282627j 0.00550998+0.00460084j -0.003979-0.00281678j 0.00326541-0.00271731j 0.00307793-0.00204244j -0.00480512-0.00539085j -0.00225608-0.00377723j 0.00299211-0.00131122j 0.0027727-0.00462118j -0.00319901-0.0114948j 0.00248497+0.00750797j 0.00188896+0.00183438j 0.00402942-0.00143565j 0.000337054-0.000848719j -0.000698503+0.00612659j 0.00336041-0.0110198j -0.000675414-0.00187846j 0.00559701+0.00353066j 0.00760277+0.0061473j -0.000628351-0.00422166j -0.00338382-9.00101e-06j -0.000303355-0.00478888j -0.00308419-0.00157227j -0.00174719-0.00450488j 0.00737266+0.000192712j 0.00587177-0.00462653j -0.00557097-0.00443035j -0.00433409-0.00081176j -0.000700981+0.00162321j -0.00797187-0.00202095j 0.00752047-0.00248589j 0.0136158-0.00769236j 0.00136714+0.00717527j 0.00423149-0.00209192j -0.00432529+0.00211256j 0.00108116-0.00680142j -0.00626892+0.00463234j -0.00729667-0.000160313j -0.00653136-0.00874316j -0.00599634-0.00821293j 0.00176005+0.0062236j 0.00305267+0.00278655j 0.00632334+0.00341994j -0.00208545+0.00913248j 0.002984-0.00343442j -0.00108379-0.00510182j -0.010281-0.000997301j 0.0131403+0.0168678j -0.0054233-0.0202316j -0.00637436+0.00512681j 0.00685569-0.000568539j 0.0012016+0.00628635j -0.013445-0.00533512j 0.0104972+0.0133278j 0.0080862-0.00390045j -0.0103085+0.0038073j -0.0146385+0.0123316j -0.00271708+0.00514707j 0.00824132-0.00637653j 0.000853828-0.00420501j 0.027042+0.00979131j -0.00902107-0.010423j -7.1482e-05+0.00453916j -0.00738019+0.00508198j -0.00197527+0.00548764j -0.0147578-0.00604712j 0.00430896-0.00886315j 0.00726557-0.00222099j 0.0109622+0.00335667j 2.54065e-06-0.00199257j 0.000446802-0.00686943j 0.000192974+0.00633625j -0.00184287+0.00867374j -0.000969937+0.00285782j -0.00441596-0.00522434j -0.00257853-0.0141375j 0.00281123+9.57903e-05j -0.00747321-0.00221787j -0.00122806-0.000203135j -0.00505095+0.00375083j 0.00409345+0.00775241j -0.00142782+0.0010222j -0.00413287+0.00129551j -0.000715566+0.000270417j -0.0012824-0.00192679j -0.00448617+0.0039513j -0.00450171+0.0020053j -0.0030496-0.00333572j 
-0.00320127+0.0022709j -0.000356065+0.00567689j 0.00187204+0.000655576j -0.00576696-0.0027342j -0.00110818+0.00183482j 0.00096392-0.00476218j 0.0134685+0.000271969j -0.00799635+0.00249391j -0.00128417+0.00119216j 0.00462061-0.0068123j -0.0047006-0.0010474j -0.00122149-0.0113467j -0.000956577-0.00335372j 0.00401064-0.00325514j 0.00716012-0.00138518j -0.00679256+0.000576797j 0.00832005-0.0062997j 0.00606294-0.00147054j 0.00306464-0.0017373j -0.00289004+0.00303676j 0.00264141+0.000208246j 0.000515835+0.000942206j 0.004575+0.00560326j -0.00403039-0.00151711j -0.00533359-0.00175955j -0.00465555-0.00446662j 0.00441883-0.00258118j 4.57787e-05-0.00109929j 0.00211464+0.00382164j -0.00310061-0.000522157j -0.0023242-0.000944882j 0.00199911-0.00229295j -0.00335897+0.00627914j -0.00172865+0.000742945j -0.0144339-0.000109727j 0.00240526-0.00287474j -0.00111979+0.00185713j 0.00461786-0.00343371j 0.00305638+0.00509468j -0.000297095+0.010178j -0.000361692-0.00348049j -0.00224521+0.00678207j -0.00262897-0.00957429j 0.0072007-0.000200597j -0.00287755+0.000797057j 0.00116169-0.00704517j 0.00116527+0.00768628j -0.0111227-0.015846j -0.00671913-0.00173116j 0.00432582+0.000756813j 0.00348509-0.00132512j 0.00325175-0.00136102j 0.00222698+0.00434199j -0.00408978-0.00387241j -0.00429673+0.00768795j -0.00395887-0.00466977j -0.00268369-0.0104644j 0.00149493-0.0036824j -0.00119722+0.00209513j -0.00852018+0.00397419j 0.000552381+0.00153285j 0.00673674-0.00992398j -0.00430779-0.000988959j 0.00811571+0.0052487j 0.00516996+0.0100732j 0.000866198+0.000624011j -0.00121371-0.00845093j 0.00732959-0.00306743j -0.00460177-0.0151j 0.00150963+0.00540457j -0.00522465+0.000472844j 0.00566591-0.00247591j -0.00994531+0.00496705j 0.00838873+0.00499727j 0.00543818+0.00584202j 0.00589276+0.00366573j 0.00265545-0.00786111j -0.00632907-0.00599385j -0.00662631-0.00264566j -0.000921615-0.00233293j 0.00158252-0.00176077j 0.0045475+0.00173577j 0.00178292-0.00375682j 0.00342301-0.00141916j 0.000679846-0.00468105j -0.00421135-0.00129145j -0.00611284+0.00145453j 0.00977743+0.00198513j 0.00325837+0.00291017j -0.00248551+0.000121644j 0.00145599+0.0016015j -0.00488599-0.00673487j -0.00558457+0.00485531j -0.0048332+0.000781081j -0.000671446-0.00361345j 
0.00665087-0.00710464j -0.00162377-0.00563849j -0.000872111-0.00815059j -0.0077925+0.00957847j 0.00110819-0.000120551j -0.00126159-0.00795331j 0.0110275+0.00419976j 0.0108391+0.00159011j -0.00491249+0.00292635j 0.0028628-0.00660505j -0.00398088+0.00524272j -0.00585665-0.000280621j -0.0040265+0.00151893j 7.55157e-05+0.00690243j 0.00687176+0.00957545j -0.000309558+0.000694037j 0.00536947+0.00134478j -0.000303267+0.00847818j -0.00285213-0.00205257j 0.00278353+0.00546487j 0.00287284-0.00512339j -0.00307029-0.00585995j 0.00282922-0.0115916j 0.00469974+0.00290994j -0.00818092+0.00101512j 0.00898673+0.00177937j -0.000746842+0.00241602j 0.00186917-0.00426891j -0.00337367+6.37403e-06j -0.00242513-0.000959604j -0.00779916+0.0011678j -0.000461859+0.00552393j 0.00299253-0.00463985j 0.00623519-0.00616037j -0.00310997-0.00102095j 0.00340472+0.00747797j -0.000898313+0.015412j 0.00713817+0.000112187j 0.00742751+0.00817756j -0.00713564-0.0030532j -0.000507854+0.00225659j -0.000999076+0.00245121j 0.00520154+0.0120197j -0.0061108-0.0116002j 0.00131354+0.00237285j 0.00140991+0.0097938j -0.00757272+0.00111834j 0.00147315-0.00829317j 0.0040543+0.00490259j -0.0038005+0.00232855j -0.000697908-0.00238396j -0.00167252+0.00302432j -0.00151084-0.00444564j 0.00488606-0.00918827j -0.00148004+0.00285593j -0.00195376+0.0101338j 0.00197777-0.00258324j -0.00693293+0.0120963j 0.00732702-0.00429892j 0.0014523+0.00270239j 0.00591288+0.00764381j -0.00122268-0.00397859j 0.00196074+0.00284967j -0.00324068-0.00335022j -0.00600328-0.000472157j -0.00484569-0.00116901j 0.000766491+0.00723676j 0.000297186-0.00592982j -0.00417604+0.00470936j 0.00439447+0.00145966j 0.00180402+0.0017946j 0.000533536-0.00791584j -0.00677033-0.0066924j -0.00531685+0.00156745j 0.00989066+0.00229367j 0.00123176+0.00228105j 0.000772906+0.000204476j 0.00148996-0.00634438j 0.00173569-0.00238946j -0.00740543+0.00332525j 0.00580288+0.0106821j 0.00770959+0.00228742j -0.00196598-0.00309722j 0.00280327+0.000491339j -0.00276315+0.00213302j 0.00118051+0.000691243j 0.0083248+0.00127235j 0.00651272-0.0161819j -0.000678054-0.00267002j -0.00310844+0.00218014j 0.00381177+0.00118563j -0.00955799+0.00285209j 0.00750328+0.00507526j -0.00116484-0.00416114j 0.00443508-0.00285j 
-0.00519247-0.0101095j -0.00782338+0.00924624j 0.00631862-0.0103249j -0.0136485+0.0026409j -0.0028865+0.00260268j 0.00145791+0.00263983j 6.57528e-05-0.00784967j 0.00399434-0.00384729j -0.000114141-0.00190269j 0.00373027+0.00277724j -0.00719624+0.00345907j 0.009374+0.00441516j 0.00643653-0.000293845j -0.0058351+0.00363442j -0.00144926-0.0023468j 0.013497+0.0034258j 0.000338181+0.00318503j -0.00500224+0.00222039j -0.00225667+0.00516076j -0.00300985+0.00191673j 4.37309e-05-0.00437634j 0.0103658-0.00309149j 0.00908247-0.00688385j 0.00356825+0.00234901j 0.00402581+0.00176799j 0.0048356+0.00531763j -0.00367879-0.0065234j 0.00136668+0.000502508j -0.00558471-0.00131338j -0.000520825-0.00659279j 0.00302916-8.73377e-05j 0.00459389-0.000867107j 0.00569572-0.00240609j 0.00188309-0.000236278j 0.0101572+0.00373995j -0.00338883-0.00505395j -0.000181436-0.0110691j -0.000699565-0.000348843j -0.004784-0.00364826j 0.00969183+0.00332705j -0.00257976+0.000511218j 0.00792836+0.00288861j 0.00688721-0.0145957j -0.00637933-0.00113714j 0.0027949+0.00121201j -0.00257612-0.00338536j 0.00187057+0.00312628j -0.00053764-0.00582006j -0.0074876-0.00216928j -0.00204547+0.00254014j 0.00474913+0.000449937j -0.00214712+0.00588601j -0.00758867-0.0032321j -0.00509706-0.00228977j 0.00467087+4.99994e-05j 0.00202097-0.00602635j 0.00404563-0.0111819j 0.00303131-0.00799687j 0.00126444+0.00404335j 0.00283797-0.00365133j -0.000425783-0.00331339j 0.00171819-0.00854366j 0.0112316+0.00020419j 0.0107112+0.00205368j -0.00152854+0.00290785j -0.0142433-0.00114678j -0.0062175-0.00664402j -0.00856582-0.00496005j -0.00393093-0.00855041j -0.0073437+0.00599659j -0.00265876-0.00570236j -0.00458254-0.00596238j 0.00454762+0.00395104j 0.00401203-0.00189654j -0.00468597-0.000274j -0.00682928+0.00146529j -0.000654923+0.00418377j 0.00118488+0.00751223j -0.0135443-0.00671237j -0.000742938-0.0036921j 0.0023625+0.00502455j 0.00211357-0.00664763j -0.00444334+0.00292191j 0.000371345+0.00351874j -0.00946457+0.000543374j -0.00496828+0.00319337j -0.00218439+0.00320667j 0.00120698-0.00221617j -0.00512804-0.00327287j 0.000791693-0.00476036j -0.00643537-0.000408028j -0.00898201-0.00646921j -0.00653588+0.00386338j -0.00748931-0.00306276j 0.00224963-0.010465j 
