-0.0354561+0.00850261j -0.00627256-0.0286563j 0.0310922-0.0417486j -0.0406526-0.0367657j 0.00172535+0.0296861j 0.033576-0.0102277j 0.0100756-0.077676j 0.0481999+0.0137318j 0.00497434-0.000709417j 0.00761952+0.00238387j -0.0188232+0.00303535j -0.00357475-0.0156317j 0.0111587+0.0182519j 0.00947578-0.0151202j 0.0118181+0.0127131j 0.0066684+0.0174361j -0.0056236+0.0149432j 0.0130485-0.00467443j -0.0204728-0.0192901j -0.012043-0.012146j -0.0265093-0.00571713j 0.00713005+0.00488586j -0.00844869-0.00157098j -0.0042197-0.00560911j -0.0194544-0.000160507j 0.00920438-0.00694605j 0.0118807-0.001605j -0.0403591-0.0180876j -0.00949095+0.00731231j -0.00952063-0.000948699j 0.000823086+0.00298862j 0.00326974-0.00692406j -0.000482914-0.00131338j -0.00921609+0.000921408j -0.00716033-0.000536577j -0.00921782-0.00845248j 0.00515251-0.0111635j 0.0422289+0.000376556j 0.0334113-0.00720243j -0.000648443-0.00456406j 0.00847047+0.0126333j -0.0178539-0.0058742j 0.00497135+0.0039035j -0.00960243+0.0178423j -0.00915552-0.0101213j 0.0153273+0.0286708j -0.00943324-0.0141372j 0.00121073+0.0130521j 0.00660341-0.0186121j -0.00131974-0.0279989j -0.00240693+0.0168489j -0.00287784-0.00848139j -0.00276134-0.011705j 0.00373991+0.00326574j -0.00293051-0.00196298j -0.0181973-0.00763552j 0.00676346-0.0032376j -0.024344-0.0205888j 0.00858882+0.00371722j -0.0201516+0.0125393j -0.00522949-0.00698312j 0.00590501-0.0143767j 0.0205631+0.0179396j -0.00430612-0.025346j 0.0732825-0.022865j 0.0301468-0.0354977j -0.0476506-0.0305684j -0.0466265+0.00515655j 0.0105874+0.0410547j 
-0.00206856+0.00108732j -0.000221231+0.00118186j 0.00178574-0.00526418j -0.00945493-0.00539668j 0.00333836+0.00169794j -0.00232636+0.000649672j -0.00343189+0.00349603j 0.0122661-0.00600867j -0.00705585+0.000436634j -0.00217775+0.00133875j -0.0166977+0.00729857j -0.00434824-0.000842926j -0.00216815+0.00335813j 0.00414725+0.00348297j -0.00158962-0.00056333j 0.00802236+0.00111604j -0.00412163-0.00686367j -0.0059328+0.00727296j 0.000536923-0.00308722j -0.00218606-0.00560062j -0.000454865-0.00311116j -0.00297829+0.00234229j -0.00212325+0.00262958j 0.00403365-0.000445584j 0.00567545+0.00633096j -0.00534206-0.00657974j -0.00380329+0.00180079j -0.000145363-0.00504521j -0.000893076-0.00560803j 0.00975118+0.00498948j 0.000729924+0.00102513j 0.00339015-0.000782408j -0.000282017-0.00188927j -0.00268469-0.000384372j 0.00258565+0.00484242j -0.00953171+0.00344853j -0.00314759-0.0103122j 0.00443269+0.00274832j 0.00102857-3.79308e-05j 0.0025444-0.00334862j 0.0010016-0.00580889j -0.00207666-0.00226899j 0.00480014+0.00052452j -0.00341147+0.00697847j 0.00310962-0.00116404j 0.00140679+0.00250171j 0.000347707-0.00430089j 0.00121519-0.0039497j -0.000256759-0.000670767j -0.00328146-0.00035058j -0.00318644-0.00239648j 0.000861047-0.0045307j 0.00944506+0.00655728j 0.00239462-0.00419651j -0.00181681-0.0089912j -0.0010075+0.00495383j 0.000773794+0.00211053j -0.0037948+2.6542e-05j -0.00121239-0.00436059j -0.0032182+0.00191383j -0.000868104+0.000752185j 0.00341131-0.00344694j -0.00140471+0.00525745j 0.00824033+0.00049576j 0.00287531+0.00743443j 0.00371434-0.00744488j -0.00210804-0.00503303j -0.0039915+0.000818544j 0.00280411+0.00159499j 
-0.0013141+0.00154893j 0.00334002-0.00098778j 0.00452955-0.00768603j -0.00175788-0.00140422j 0.000848951+0.00923538j 0.0102769-0.00255023j 0.000792946-0.0138792j 0.00586803-0.00246127j -0.00193417-0.00597346j -0.00877952+0.0059312j 0.00187632-0.00650517j -0.00618144+0.00475004j -0.00125227-0.000395041j 0.00337115+0.00710634j 0.00942483+0.00269253j 0.00816923+0.00688026j 0.000947267+0.00392992j -0.00332758+0.0024857j -0.0100267-0.00850081j -0.000183539+7.66137e-05j 0.00131151+0.00600866j -0.000352627+0.000107216j -0.00397182+0.00595561j 0.00273687+0.0028751j -0.00135033-0.00714221j 0.00501058+0.00938652j 0.000816378+0.000148079j -0.00174575-0.00696753j 0.00418885+0.00262887j 0.00816842+0.00607271j -0.00171588-0.00429115j -0.000729103-0.0038275j 0.00533086-0.00439588j -0.00192015+0.00345319j 0.0105405-0.00211462j 0.00415547+0.00125651j 0.00635977-0.00549347j 0.0105068-0.00142035j 0.000791473+6.16085e-05j 0.00585216-0.00109927j -0.0028723+0.000348801j 0.0029296-0.00654185j 0.00197911+0.000106835j -0.00282522+0.00409128j -0.00142811-0.00688634j 0.00101349-0.00258852j 0.00216577-0.00563601j -0.00592037-0.00169611j 0.00150198-0.00472484j -1.11419e-05-0.00641676j -0.0052295+0.00388875j -0.00415966-0.00104274j -0.000868147-0.00231932j 0.000574234+0.00120492j 0.00248897-0.00460729j -0.00300358-0.00362439j 0.00527151+0.00260887j -0.00474624+0.00648441j -0.00125431+0.000982657j -0.000736766-0.00130621j -0.0022105-0.00853648j 0.000738557-0.00257798j -0.00422135+0.00161138j -0.00327399-0.00071278j 0.00789628-0.00917305j 0.00146734-0.00532839j -0.00353739-0.00322885j -0.00728742-0.00291629j -0.00227422+0.00337099j 
0.00172815-0.0024561j 0.00436435+0.0018234j -0.00432227+0.000205951j 0.0058005+0.00452856j 0.00730076+0.0148662j -0.00375826+0.00117646j 0.00255898+0.00561182j 0.00219062-0.00645952j 0.00283364+0.000131826j -0.00121032-0.00240719j 0.00312737+0.010971j 0.00223803+0.00638248j -0.00215298-0.0119417j 0.000776509+0.00412914j -0.0002013+0.000581462j 0.00175675+0.00470326j -0.0127705-0.000291525j 0.00680885-0.00282841j 0.000218895+0.00612695j -0.00356397-0.000830724j 0.00744537+0.00400018j -0.00242022+0.000687507j 0.000858309-0.00772323j -0.000652416-0.00404418j -0.000723877+0.00455089j 0.00115301+0.00118163j 0.00501222+0.00673583j -0.00564235+0.00703166j 0.00738073+0.00868628j -0.00190387-0.00230175j 0.00789426+1.24546e-05j 0.00341117+0.0132214j -0.00207101-0.0035676j 0.00590155+0.00159616j -0.00320154-0.0126374j -0.00260839-0.00508758j 0.00408213+0.00474867j -0.00394835+0.00229932j -0.00828517-0.000596302j 0.00444826-0.0104202j -0.0116961+0.000371099j 0.0158113+0.00422308j 0.00514908-0.00562367j -0.010691-0.00532135j 0.0086435+0.00616708j 0.00389647+0.000832379j -0.0079887+0.00540903j 0.004665+0.0102241j -0.00276827+0.000622582j 0.00843337+0.00440882j 0.00541643+0.00945746j -0.00418753+0.00171769j -0.00406561+0.00330287j -0.00184445-0.00134033j 0.000821336-0.00712746j -0.00261311-0.00862647j 0.0100852+6.9118e-05j -0.00474692+0.0047977j -0.00323951+0.000727331j 0.00196568+0.00432216j -0.00767771+0.00282604j 0.00278207+0.00524244j -0.00265985-0.0166498j 0.00467852-0.00362731j 0.00113712-0.00291359j 0.00251381+0.00546537j 0.00191816+0.0022745j 0.00130973-0.00611904j -0.00511219-0.00168009j 
0.00108632+0.000841862j -0.00405953+0.00329335j 0.0093302+0.00503064j -0.0115988-0.0142081j -0.00374656-0.00526204j -0.0173399+0.00121897j 0.00844645+0.00849276j -0.00239867-0.00397118j 0.00171516+1.22527e-05j 0.00195603+0.001037j -0.00592325-0.00189265j 0.00237773+0.00214375j 0.00597827-0.00481524j 0.0205989+0.00578981j -0.0058766-0.000513568j 0.0219487+0.00331917j -0.00673797+0.00647696j 0.00914374+0.00940424j 0.00380489-0.00310772j -0.000919807-0.000929943j -0.00869445+0.0151309j -0.0108351-0.00131316j -0.00748206-0.00224827j 0.00675642+0.00173809j -0.00551292-0.00590329j -0.00674247-0.00228362j 0.00401994-0.00467544j 0.00487976-0.00028344j 0.00091875+0.00415234j 0.00525295-0.00210532j 0.000703712-0.00713916j -0.00142612-0.00178446j 0.00194111-0.00394274j 0.00398331+0.00300402j -0.00065213-0.000499095j -0.000531153+0.00336666j 0.00332136+0.00282929j -0.00255397-0.0039228j 0.00864567-0.00955865j -0.00541742+0.00214705j 0.00437069+0.00543851j 0.00125631-0.000913539j 0.000627622-0.00598373j 0.00226785-0.00382292j 0.000863763-0.00531702j 0.0023477+0.00244876j 0.00254757+0.00316375j -0.00341951+0.000961747j 0.0028966+0.0104124j -0.00579269+0.00473594j -0.00535666+0.00396792j -0.00408203+0.00234199j 0.00013538+0.0118108j -0.00373376+0.00460629j 0.0074465+0.0106036j 0.00508264-0.00501174j -0.00885011+0.0032226j 0.00612305+0.0107457j 0.00823843-0.00738097j 0.00511899+0.0108736j -0.0104357+0.000194986j 0.00996907+0.0114855j -0.00583852-0.00026482j 0.00616756+0.00489934j -0.00583202-0.000571288j 0.00506716-0.0118039j -0.0125904-0.00239593j 0.00253112-0.000311525j -0.000754422-0.00249084j 
-0.00339912-0.000321746j 0.0026933-0.00493642j 0.00866492-0.00456874j -0.00869553-0.0150228j 0.0102023+0.017195j 0.0100792-0.00413196j 0.00844144-0.0238072j 0.00514446+0.00283282j 0.00903148+0.00145015j -0.00269252+0.00292631j 0.00785966+0.00138266j 0.00444744-0.00664214j 0.00500546+0.00253214j 0.00605484+0.00101779j 0.00147712+0.00188813j 0.00734893+0.00420452j 0.000540866+0.00243355j 0.000817672+0.00888803j -0.00279374-0.00356628j -0.0096748+0.000855134j -0.015204+0.00961707j 0.00075531-0.00315142j -0.0100406+0.0018939j 0.0038158-0.00550967j -0.00988418-0.00537709j 0.00188842+0.00477021j 0.00182789+0.00173193j -0.0123554-0.000947626j -0.00151772+0.00619633j -0.0067669-0.00738601j 0.000842667+0.00935301j 0.00188427+0.00619162j 0.000364465-0.000201391j -0.0023748-0.00325946j 0.00377131-0.00101774j 0.00785741-0.00119068j 0.0111595+0.00427829j 0.0157751-0.000350364j -0.00605234-0.00779784j 0.00303661+0.00357509j -0.00554682+0.00588192j -0.00350666-0.00745535j -0.00597966-0.00583021j -0.00614266-0.00561981j -0.00611487-0.00701116j 0.00109958+0.00756655j 0.00263706-0.00505869j -0.00365519+0.00536073j 0.00443104-0.000183082j 0.0012584-0.0146636j -0.00598599+0.00683329j -0.00396129+0.00122517j 0.00220676+0.00207921j 0.00298514-0.000618401j 0.0018007-0.00330591j -0.00306318-0.00809072j 0.00160774-0.00201481j -0.0019737-0.00172806j 0.00552558+0.00431307j -0.00408652-1.624e-05j 0.00409941-0.00510395j 0.000935159-0.00308459j 0.00207037-0.00191702j 0.00264083-0.00426172j 0.00789732-0.0148897j 0.00444626-0.0125406j -0.0104476-0.000940164j -0.0109478-0.00482648j -0.0028188+0.00766044j 
0.003998+0.00621931j 0.00117629-0.00241601j 0.00659372-0.00708802j -0.00668091-0.00846334j 0.00215737-0.00280273j -0.00165263-0.00201646j 0.00195219-0.00440673j 0.00878363-0.00180294j -0.0134883-0.000412692j -0.00419803+0.00767288j -0.0139715+0.00613058j -0.0111631-0.0147052j 0.00198664-0.000601864j 0.00939663-0.00946686j 0.00495281+5.11202e-05j 0.00332683+0.000655382j 0.00465703-0.00376862j -0.00793029-0.000914252j 0.00284724-0.0018244j -0.00524391-0.00276714j -0.00191581+0.00134624j -0.00859246+0.000527692j -0.00163385+0.00161156j 0.00541779-0.00464596j 0.00116074-0.000505339j -0.00270658+0.00435589j -0.00620087+0.00532143j 0.00171587+0.00106157j -0.00904013+0.000431356j -0.000360246-0.0062574j -0.00130595-0.000963411j 0.00417556-0.000790626j 0.00274059-0.00034487j 0.00132915-0.00338662j 0.00702605-0.000489588j -1.94193e-05-0.00128888j -0.00286972+0.00452676j 0.00581381-0.00259432j -0.0063111-0.00331941j 0.00184582-0.00186829j -0.0118665-0.0016982j -0.00442854-0.00250596j -0.00100376-0.00388511j -0.0053842-0.00449808j 0.00741108-0.000351934j 0.00310578+0.00667773j -0.00484612-0.00688475j 0.00337476-0.000235673j 0.00208082+0.00761757j 0.00385464-0.00527185j -0.00600451-0.00216353j -0.00047982-0.00551926j 0.00858801+0.00218089j 0.00848751+0.00139767j 0.00235504-0.00751918j 0.00422712+0.00602896j -0.00160147-0.00424034j 0.00330485+0.00413997j 0.0100054-0.00264567j -0.0103969+0.00507201j -0.00344853-0.000143738j 0.00354767-0.00155429j -0.00432762+0.0047925j 0.00335616+0.000691231j 0.00163308+0.000217512j 0.000107506-0.00998921j -0.00545812-0.0015488j -0.00388024+3.35726e-07j 0.00155623+0.000856931j 
-0.00987516-0.00623094j -0.00669085+0.00454566j 0.00608302+0.00643165j -0.0156089-0.00940019j 0.00281545+0.00982431j -0.00560723-0.00998381j 0.00302603-0.0184206j -0.0110808+0.000734091j 0.0167922+0.00138869j 0.000971891-0.00706776j -0.00241266-0.000636048j 0.0098828+0.00309765j -0.0114133+0.0159184j -0.001674+0.00580477j -0.00574061-0.00131121j 0.00924515-0.00155005j 0.000236395-0.00513234j 0.0010401+0.0085118j -0.0114047-0.0108974j -0.00594631-0.00897836j -0.0157461+0.0026314j -0.00902128+0.0053983j -0.0015816-0.00513749j 0.0128154-0.000555428j -0.000162061-0.000908528j -0.00616349+0.000611682j -0.000622808-0.00130099j -0.00754368-0.00706783j 7.48694e-05+0.000294537j -0.00766244-0.0146356j 0.00412392+0.00377645j -0.00537889+0.00418718j -0.0130534+0.00886982j 0.00399058+0.00416022j -0.00265495+0.00464244j -0.00516686+0.00272791j 0.00774348-0.0126301j 0.00467441-0.00349352j 0.00306223+0.00021363j -0.00327231+0.00878205j 0.00534922+0.000252539j -0.0062843-0.00826036j 0.003136+0.00339127j -0.00813784+0.00102035j 0.00469885-0.0056766j 0.00849931+0.00793621j 0.000550551-0.00153774j -0.00520078+0.000723811j -0.00194594-0.000204815j 0.00454446-0.00412544j -0.00282951+0.00241919j 0.00809098-0.0007193j 0.00772524-0.000352427j -0.000180462+0.0025466j -0.00118188+0.00217375j -0.00735998+0.00313084j -0.00724492-0.00205989j -0.00645352-0.00604723j 0.00941298+0.00300358j -0.00658812-0.00936782j 0.0072797+0.000478942j 0.00261979+6.07682e-05j 0.00572765+0.00442443j 0.00221956-0.00228688j 0.00937717-0.00105423j 0.00341768-0.0098354j -0.00700751-0.00179761j -0.00682709+0.00036584j 0.0040643+0.006126j 
0.00280813-0.00134001j 0.011752+0.002186j -0.000990617+0.00361869j 0.00334309+0.0109663j 0.0205392-0.00803552j -0.022181+0.001326j -0.0108924-0.01577j 0.000489444+0.00127359j -0.0130092+0.00253343j -0.00781676+0.00128293j -0.00270941+0.00987353j -0.00256562-0.0102275j 0.00328864+0.00193167j -0.0121773-0.00699821j -0.00296302+0.0032505j -0.00526567-0.00354635j 0.00501125-0.00974081j -0.0131888-0.00890122j 0.0044855+0.000334556j 0.00315225-0.00990698j 0.00306453-0.0052646j -0.000767358+0.0109575j 0.00228374-0.00399865j 0.00135783-7.13827e-05j 0.00857467-0.0030042j -0.000397686+0.00462372j -0.000524195+0.00341978j 0.00324122-0.00768513j 0.00137111-0.000630788j -0.000446703-0.00362145j 0.00248056+0.00221199j 0.00321559-0.00098006j 0.000885734-0.00952379j -0.00899998-0.00336596j 0.00173834+0.00232491j 0.00477843-0.000820937j -0.000491891+0.00660215j 0.0101946+0.00536897j -0.00731642+0.00631034j 0.00798107-0.00315489j -0.00108312-0.00263318j 0.00243949+0.00199474j 0.00130456+0.000606574j 2.35776e-05-0.0107601j -7.68645e-05-0.0051801j 0.00290346-0.00244675j 0.00620822-0.00146535j 0.000755176+0.000533778j -0.00219135+0.000507777j 0.00878296+0.000619534j 0.000959532-0.00877123j -0.00943018+0.00168012j 0.00467535+0.00874071j 0.00119956-0.00326852j -0.00316398-0.0138315j -0.00172785+0.00908842j 0.00998255-0.00415693j -0.000483025+0.00391016j -0.000744689+0.00122067j -0.00798104-0.00752361j 0.00380202-0.000983863j -0.00223429-0.00242753j 0.00498675-0.00983784j 0.0108109+0.000645726j 0.00440843+0.00110916j -0.00886109+0.00776498j 0.00390083+0.00718095j 5.44348e-05-0.0047273j -0.00519573-0.000660448j 
0.00603211+0.00495254j 0.00022476+0.0112616j 0.0169021+5.6542e-05j -0.00212223-0.0104099j 0.0112548-0.0106378j -0.00734152+0.0103337j -0.00822625-0.00318754j 0.00381029-0.00353974j 0.00346511+0.000427451j -0.00995643+0.0037016j -0.00438954+0.0074677j -0.000469927-0.00314423j 0.00111673-0.000185565j 0.00830816+0.00872102j -0.00578719-0.000111604j 0.0112784+0.00285706j -0.0014279-0.00124999j -0.00723144+0.00375551j -0.000983213-0.000100249j -0.000503619+0.00434656j -0.011052+0.00812609j -0.0124776+0.000887707j -0.00539535-0.0031765j 0.00638055+0.0120582j 0.00539394+9.25842e-05j -0.0017834-0.00450744j 0.00429139+0.00295768j 0.0060234+0.000719506j -0.00424047+0.018777j 0.000623218-0.0102018j -0.00258263+0.00229754j -0.00292569-0.00338482j 0.00812595-0.00682326j 0.00138363+0.00311534j 0.0153471+0.00344389j -0.00302249+0.0076806j 0.00695172+0.000164182j 0.00584621-0.00729991j 0.00792309-0.00484287j -0.0039098+0.00848704j 0.00558271+0.0155174j 0.00342434-0.00457819j -0.00209107-0.0155796j -0.00366751-0.00837008j 0.00108519-0.0095073j -0.00277589+0.00314219j 0.00279977+0.00167953j -0.0121133+0.00256897j 0.00889368+0.00876666j -0.00411763-0.003763j -0.0127255-0.000590794j 0.00296313+0.00119509j 0.00334241+0.0135318j -0.000942394+0.00202414j 0.010396-0.00534912j 0.00340238-0.000527171j 0.00379576+0.00253348j 0.0148696+0.01451j 0.0130467-0.0211809j -0.0043054+0.00525774j -0.00307238-0.00650154j 0.00593166+0.00692383j -0.00238804+0.00125419j -0.00285555+0.00439819j -0.00896547-0.00554302j 0.00241663-0.0194008j -0.0127303+0.000408125j 0.00125689-0.00308774j -0.00228479-0.00307275j 
0.00765326-0.00556492j -0.00205195-0.00457092j -0.0105083+0.00667637j 0.010099-0.00337519j 0.00609882-0.00368223j -0.00475614+0.000702807j 0.00933348+0.0109316j -0.0119741-0.0105081j 0.00108733+0.00706454j 0.0143032+0.00570305j -0.00823956-0.00251705j -0.00654078-0.0105714j -0.000544747-0.00124985j -0.00628451+0.0116117j -0.00515832-0.00430203j 0.0133188-0.00885064j -0.000219749-0.00205553j -0.00420776+0.00677395j -0.0048542-0.0106502j -0.00611153+0.00410128j 0.00654245+0.00834996j -0.0052213+0.000221854j -0.0026665+0.00909503j 0.00552185-0.000484594j 0.0070787-0.0019267j 0.00302076+0.00533011j -0.00422488-0.0114457j -0.00602637+0.0042774j -0.00228539+0.000828817j 0.00427812-0.00246471j 0.00590265+0.0104796j -0.00628904+0.0141204j 0.00362112+0.0086813j -2.66483e-06-0.0048942j 0.0121672-0.000517728j -0.00753158-0.000656154j 0.00424643-0.00267414j -0.00944234+0.00196774j -0.00535753-0.00676146j 0.010282-0.00787835j -0.00139962+0.00155311j -0.00229059-0.0052853j -0.0117358-0.0070702j 0.00439389-0.00509403j 0.00437489-0.010808j 0.00231658-0.00431243j 0.00102584+0.00196936j 0.00378612-0.00820743j -0.00418494+0.00347994j 0.00128668+0.00547867j -0.000190253-0.00456324j -0.00656786+0.00542325j 0.00127069+0.00401287j 0.00370879-0.00108043j 0.00252684-0.00493142j 0.00445801-0.0018115j -0.00442605-0.00139743j 0.00672409-0.000313067j -0.00390449-0.00330216j 0.000590015-0.00179981j -0.00373099+0.00517085j -0.0025651+0.00516243j -0.00458893-0.00718782j 0.00466536+0.00701504j -0.00924675+0.00623762j -0.00179887+0.00480366j 0.00416094+0.00550371j 0.00704589+0.00161634j -0.00189318-0.0060551j 
0.00892548+0.00259538j -0.00993115+0.00167957j 0.0045824+0.00097754j 0.00375101-0.00568968j -0.00928897-0.02071j 0.00995958+0.00276147j 0.00455705-0.0123941j 0.00624774+0.00285703j 0.00930684-0.000372228j 0.00765869+0.0145813j -0.013531-0.0024565j -0.0118913+0.0106669j -0.00218127-0.0140234j 0.0066536+0.00295495j -0.0021821+0.0116457j -0.00209789+0.00161514j -0.0074083+0.0105575j -0.00910549+0.000936077j -0.00136114-0.012326j 0.00101367+0.000860329j 0.00163334-0.00499835j 0.00852393-0.00826933j -0.00626456-0.0012647j -0.00115624-0.000789525j -0.000196695+0.00832342j -0.00111797-0.00421122j -0.00482662-0.00879908j -0.0021001+0.0108677j 0.00407145+0.017838j 0.00575227+0.00490023j 0.00445041+0.00726125j -0.0122478+0.00642376j 0.00155356+0.00745339j -0.00318923+0.000272661j 0.00654043+0.00511278j -0.00846519+0.00619436j -0.00158554-0.00134822j -0.0122831+0.00300942j 0.00209164+0.00679711j 0.00360338-0.00282564j 0.0078667+0.0124666j 0.000122977-0.000871821j -0.00362614-0.0167145j -0.00188615+0.00091957j -0.00892879+0.00389392j -0.00907591-0.00728914j -0.00917209+0.0133066j 0.00481784-0.00459133j -0.00457592-0.00128224j -0.00100611+0.00305581j -0.00106992+4.09726e-05j 0.00734233-0.0029568j 0.00440447+0.00183861j 0.00365881+0.00969615j 0.00922767+0.00483861j 0.00312029+0.00325538j 0.00528542+0.0108079j 0.0194435+0.00132988j -1.4069e-05-0.00735092j 0.00206141+0.00442878j -0.00466988-0.00921934j 0.00122988+0.002125j 0.00314611+0.0236949j -0.0212154+0.00257036j -0.00316563-0.0114587j 0.00692715-0.00711508j -0.00964442-0.00783891j 0.0046254-0.000778411j -0.000361609-0.000450927j 
0.00645789+0.00199832j 0.000251408+0.00682374j 0.00157407+0.0066746j 0.0015316+0.00864753j 0.00268229-0.0119159j 0.0277786-0.00670698j 0.00628492-0.0230985j -0.00903219+0.0074888j 0.00632117-0.00176955j -0.0105179+0.00404928j 0.0128038-0.00803019j 0.000160768-0.00497733j -0.00931737+0.00346611j -0.00238332-0.00234072j -0.00222252-0.0146576j -0.00618756+0.00349898j 0.00458777+0.00133629j -0.010199+0.00127117j -0.00242035-0.00340465j 0.00224243+0.00345033j -2.45722e-05-0.0019676j 0.00782804-0.00775908j -0.0092458+0.00106179j -0.00395459+0.00467059j -0.00424008+4.26277e-05j 0.00826194+0.00960006j -0.00393464+0.00316223j 0.00308191+0.00295621j 0.00700815+0.00601981j -0.00571749-0.00263801j -0.0025978+0.00628716j -0.00575687+0.00827691j 0.00213213-0.00364851j 0.00522104-0.00326971j 0.0107445-0.00189809j 0.0069219+0.00310103j 0.00491261+0.00335703j 0.00706091-0.00385559j -0.00677697+0.00833125j -0.00273184+0.0145286j -0.00976874+0.00161286j -0.00745905+0.00307396j -0.00643514-0.00584038j 0.000524054-0.00699442j -0.00585592-0.0107118j -0.00343179+0.00175178j 0.000897692+0.000963077j 0.000202617+0.00574254j -0.00177491-0.0023724j 0.00343368-0.00660196j -0.00895535-0.00445827j 0.00729089-0.00215897j -0.00392023-0.0141661j -0.00112921-0.00176871j -0.00190419+0.000429062j -0.000830502+0.00373416j 0.00523389+0.00184248j 0.00490783+0.00532945j -0.00125875+0.000901285j -0.00693467-0.0128122j 0.013127-0.0162842j -0.00388486-0.00436377j 0.00467048+0.0196359j -0.0239253+0.00126939j 0.00507146-0.0192189j -0.00853829+0.004638j -0.000382073+0.00784994j -0.000904699-0.00306379j -0.00372888+6.87204e-05j 
0.00187722-0.00183278j 0.00419307+0.00232094j 0.00523764+0.00121294j 0.00409737-0.0116844j 0.0244041-0.00382437j -0.0120092+0.000734796j -0.00116765+0.00805228j 0.00365519-0.00582734j 0.00511922-0.00232131j 0.0046505-0.00242871j -0.00804853+0.0139212j -0.0138536-0.00199902j 0.0130421-0.00878859j 0.00175027-0.00214696j -0.00798573+0.00731419j 0.0111553-0.00210273j -0.00814143-0.00116037j -0.000624908+0.0104563j -0.000454454-0.00234387j -0.00156478-0.00289975j 0.00357748+0.0065371j -0.00303111+0.00498929j -0.00347475+0.0055903j -0.00332966+0.000545577j 0.00476634+0.00631405j -0.00189442-0.00365175j -0.00685378+0.00100603j 0.00368965-0.00903031j -0.00937812+0.0092989j 0.00634287-0.00228292j 0.00291291+0.00244611j -0.00340266+0.00706697j 0.00471651+0.00479191j -0.00757127+0.00309635j 0.00906071+0.00537353j -0.0068582+0.00110777j 0.00112058-0.00561838j 0.00842819+0.00138058j 0.00547369-0.00377196j 0.00501874+0.00162744j 0.0163426+0.00983731j -0.00222406-0.00569908j 0.00237031-0.0139936j -0.00583159-0.00972418j 0.0016899+0.00114392j 0.00235351+0.00139732j -0.00536723+0.00904175j -0.007557-0.00921644j 0.00161337+0.0020495j 0.00167699-9.99195e-05j 0.00510229-0.00426015j -0.0149375+0.0083787j 0.00406859+0.0146183j 0.010861+0.0032029j 0.0041729-0.0105486j 0.00690339-0.000700658j 0.000137076+0.00434483j 0.0127483+0.000830942j 0.00536964-0.00882999j -0.00514407+0.00890017j -0.00228752+0.00198105j -0.00116904+0.00685011j -0.00583028-0.0117909j 0.0172447+0.00486563j -0.00728455+0.0014703j 0.00110586-0.00543361j -0.00282425+0.00214112j 0.00293528-0.00478684j -0.00562867-0.000834644j 
-0.0153717+0.00156625j -0.00339126-0.00876891j 0.0068194-0.0155193j -0.00682804-0.010123j 0.00229771+0.00952823j -0.0214355-0.00233735j -0.00500409-0.00978414j 0.0113513+0.00152241j -0.00963446+0.0027548j 0.00661947-0.000789158j -0.0105641+0.00188713j 0.000698303-0.00654355j -0.00202255+0.0142359j 0.00594454+0.00369173j 0.00881934+0.0101365j 0.0137347-0.00385887j 0.00140048-0.00281845j 0.00602127-0.00305811j -0.00447636-0.00272661j 0.00168043+0.00211303j -0.00743366-0.00208071j -0.0044801+0.00417095j 0.00376117-0.00193906j -0.000740279-0.00399496j 0.00513536-0.00664433j -0.00656227-0.00123401j 0.00759165-0.00219358j -0.00640457-0.00336511j -0.00551017-0.00139895j -0.00368649-0.00587549j -0.00365303-0.000559349j 0.00387475-0.00642963j -0.0067343+0.00540577j -0.00705732+0.000938502j -0.00199415+0.00304095j 0.00628203-0.00409759j 0.003105+0.00485093j -0.00732723-0.00278254j 0.0056391-0.00829758j -0.00780026-0.0101377j -0.00526932-0.000478632j -0.00395645-0.00205788j 0.00519067+0.0119577j -0.0050657+0.00217801j -0.00166383+0.000228914j 0.00632866+0.00674246j -0.00693536-0.0115385j -0.00387404-0.00341439j -0.000859853-0.0019676j -0.00381159-0.00546713j -0.00222223+0.0048534j -0.00829089-0.00229214j 0.0022652+0.001859j -0.00146034+0.00321718j -0.00573285-0.000163921j -0.000560411-0.00483936j -0.00256948-0.0131665j -0.0189488-0.00781493j -0.00103201+0.0045121j -0.000482977+0.00334956j 0.0011271+0.00790759j 0.00659544-0.00407254j -0.00537827-0.0125698j 0.019564-0.00207537j 0.00537886+0.00991939j 0.00745674-0.00798027j -0.00350839-0.0100803j -0.0102468+0.00533506j 0.00667816+0.00862028j 
