0.149486+0.130125j 0.121989-0.15467j -0.00895374+0.0338349j 0.0274105+0.0530135j 0.164228+0.143275j 0.108401-0.151097j 0.133485+0.0284612j 0.198244-0.100089j 0.0149905-0.0324993j -0.0597974-0.0659165j -0.00604217+0.0964308j -0.0956145-0.0104666j -0.0966572-0.168111j -0.118152+0.041993j -0.11563-0.0172549j -0.000149581-0.0300081j -0.0393854+0.0283084j 0.0881911-0.0420443j 0.0262451+0.14215j -0.0119182-0.0109656j 0.0988503-0.0612144j -0.0320598+0.0244749j -0.0347-0.0568291j 0.0056804+0.0564219j -0.125948-0.0719775j -0.0561475-0.0206054j 0.0643757-0.100064j -0.0123605+0.0213011j -0.0224067+0.0629643j 0.0115334-0.12259j -0.232866+0.0367008j -0.00745632-0.00823131j 0.0922671-0.0139072j -0.0177549-0.191217j 0.0523729+0.0500787j -0.12208+0.0631392j -0.0215464+0.0159498j -0.0511359+0.173515j 0.0519605+0.0141666j -0.138751+0.0354149j 0.0328325-0.00803286j -0.0396199+0.0664136j -0.182954-0.118586j -0.12313-0.0444853j 0.109235+0.0101625j 0.0623386+0.0207627j 0.0266599+0.125524j 0.118275-0.0836613j -0.00920505-0.27035j 0.162261+0.000534226j -0.0630822+0.0982996j -0.116046-0.0363149j 
-0.00106995-0.000872806j -0.0026084+0.00416137j 0.00285835+0.00735112j 0.000833453+0.00185129j -0.0012589-0.00103564j 0.00271784+0.00393325j -0.000129549-0.00247662j -0.000834809+0.000143934j -0.00040155-0.00101596j 0.00358963-0.00311149j -0.000315931+0.000869986j -0.00505292+0.000741827j 0.0025372+0.00339776j -0.000629151+0.00373326j -0.00502029+0.00107542j 0.00132944+0.00811541j 0.00485135-0.00247357j -0.0005004-0.000971706j 0.00466369+0.0019789j -0.00256233+0.00657553j -0.00191723+0.00369897j -0.00171012-0.000750301j -0.000475063+0.000850547j 0.00281738-0.00480224j 0.00114221+0.00548111j 0.000151355-0.00235793j -0.00437153-0.000515198j -0.00393052-0.00445081j -0.00197313+0.0050604j 0.00333861+0.000835973j -0.00123748-0.00243488j -0.00704641-0.00164416j -0.00498631-0.00334643j 0.00184195+0.0079821j -0.00296786+0.00205637j 0.00122784+0.00178165j -0.00283614-0.000497258j -0.00259249+0.00460517j -0.000257413-0.00226309j 0.00210126-0.00223183j -0.00249093-0.00158725j 0.000780523-0.00706282j 0.0031536-0.00292032j -0.00215674+0.00453975j -0.00124681+0.00411199j -0.0047813+0.00464191j -0.00058838+0.00055903j 0.0014025+0.000400649j -0.00290076-0.000759413j -0.00303387+0.000235722j 0.000721091-0.00248675j 0.00151808+0.00181274j 
0.00624995+0.0016579j 0.00376942-0.00656627j -0.000794446-0.0165648j -8.19766e-05+0.000487213j -0.00369839-0.0012952j -0.00164533-0.00797954j -0.00620695+0.00487855j 0.00445652-0.00628158j -0.0032051-0.00459142j 0.0038741+0.00363452j -0.00954012-0.0026597j 0.0130096+0.00123768j -0.00403116-0.00719096j -0.00582827-0.010458j 0.00943886-0.00790916j -0.0021688-0.00798363j -0.0137105+0.00699692j -0.00337952+0.00904084j -0.00458127+0.00288895j 0.0059975+0.000572878j 0.00414135-0.00163565j -3.10587e-05+0.000874305j -0.00389791-0.00263362j 0.00380148+0.0101249j -0.00330471-0.00495012j -0.0015731+0.00774506j 0.00863369-0.00419741j 0.00497171+0.00563664j -0.00719172-0.00494728j -0.00629492-0.0033328j 0.00177559+0.00480375j 0.00547872+0.00280243j 0.00749775-0.00161717j -0.00680807-0.0114878j 0.0048912-0.00647056j 0.00392462-0.00267656j 0.00841563+0.00827818j 0.00545043-0.00225828j 0.00406737+0.00328037j -0.000846038-0.00103838j 0.00509178-0.00533207j -0.00406232+0.00558009j -0.00293315+0.00526886j -0.00561356-0.00148407j 0.00688389-0.00304061j 0.00326907+0.00764636j 0.00316609-0.00310709j 0.00222858-0.000844707j 0.000501937-0.000480488j -0.00109579+0.000849733j -0.00716709+0.00114674j -0.00276397-0.00420729j 
-0.000280467+0.00278707j 0.0018738+0.000366015j 0.00122615-0.00172827j -0.00171199-0.000904518j -0.00127312-0.00247289j -0.00304638+0.00183368j 0.00196094+0.00111069j -0.00184993+0.000221234j 0.000783116-0.00183794j 0.000966282+0.00141353j 0.000817048+7.89728e-05j 0.000977017-0.00103579j -0.00100786+0.000969419j 0.00161541-8.62582e-05j -0.000368844+0.000568092j -0.00166665+0.00183253j -0.000693481-0.000535763j -0.000374901-0.0002781j -0.000648282-0.00115002j 8.1666e-05+0.00010695j -1.8236e-05+0.000941372j 0.00019952+0.00114311j -0.000267514+0.00147934j 0.00194507-0.00096877j -0.000113959+0.00188906j -0.000235153-0.00148066j 0.00147572-1.02434e-05j 0.000342596-0.000182935j 0.000726078-0.00112899j 4.7874e-05-0.000177282j 0.000519373-0.000324254j -0.000878262-0.00213214j 0.000225142+0.000111731j 0.00111435+0.00114723j -0.000342863+0.000272188j -0.0010871+0.000757569j -0.000742769+3.40916e-05j -0.000366075-0.00108552j -0.00102107+7.95219e-05j 5.02726e-05+0.00149028j -0.000344122+0.000889889j -0.000433467+0.00076542j 0.000427361-0.000709565j 1.11132e-05+0.0011281j -0.000682579+0.000482622j 0.000363074-0.00037781j -0.000561095+0.000261355j 0.00078853-0.00264469j -0.00187462-0.000646764j -9.10221e-05-0.00104181j -0.00399924-0.00119749j 0.00146738-0.00392396j 
-0.000407797+0.000125259j 9.45203e-05-0.000519015j -0.000626233-0.00115902j -0.00082967-0.000349479j 0.000425305+9.82364e-05j -0.000794073-0.00120798j 0.00139255+0.000256617j -0.00085139-0.000316412j -3.59587e-05+0.000977761j -0.000756834+0.00207472j 0.000744863-0.000758693j 0.000331697+0.000118357j 0.000111905-2.58911e-05j 0.00020303-0.000255593j 0.000478241-0.00110891j -0.000109008-0.00129678j 0.000780805+0.000385936j 0.000554892-0.000798459j -0.000674036-9.8507e-05j -0.000597159-0.000862551j 0.000252076-0.000326683j -0.000309804+0.000436813j -0.000637683+1.93122e-05j -0.000310069+0.000316709j -0.000291853-0.000311775j 0.000307774+0.000164047j -0.000605783-0.000559645j 0.000192511+0.000135682j 0.000865998-0.000287754j 0.000367415+0.000237684j 0.00107476+0.000439764j 0.00111043+0.000997768j 0.000351699+0.00161972j -0.000639606-0.00123432j 0.000173415+5.25853e-05j -0.000870049-0.00142018j 7.33501e-05-0.000706893j 0.000983535-0.00102322j 3.89906e-05-0.000776849j -0.000142185-7.30585e-05j 0.000866251+0.00016746j 0.000184461-0.000296433j 0.000101075+4.69901e-05j 0.000572509-0.000363697j 0.0006802-0.0021324j -0.0007059-0.000673788j -0.000121137+3.7738e-05j 0.000252323+7.13382e-05j 0.000272495+0.000969863j -0.000705915+0.00093906j -0.000314551+0.000559548j -0.00036294-0.0001882j 
7.51776e-05+0.00140933j 0.00212734+0.00302841j -5.0563e-05-0.00550775j -0.00143164+0.00117353j -0.000386098-0.00251715j -0.00188107-0.00116499j -0.000866973-0.00137731j -0.000457824-0.00210901j -0.000171987-0.00170875j 0.000737556-0.00153923j -0.00173881-0.00167749j 0.00257225-0.000937703j 0.00154994+0.000243888j -0.00265166-0.00089112j 0.00077174-0.00126515j -0.00351822+0.00239635j -0.00321715+0.000827518j 0.00178766+0.002298j -0.00179083+0.00242452j -0.000119903+0.00260877j 0.00179533+0.00053101j -0.000683974-0.00264107j -0.0041965-0.00170915j 0.00219553+0.00303349j 0.00329047+0.00384774j -0.00277807+4.39404e-05j -0.00118663-0.000338368j -0.0017572+0.00130018j -0.00450723+0.00315377j 0.000348581-0.00335928j 0.00245162+0.000263871j -0.00109167+0.000787816j -0.000413178-0.00553281j -0.00229126+0.00126677j 1.63903e-05-0.00129759j 0.00272434+0.00143371j 0.00120234+0.0020174j 0.00117449+4.38851e-05j 0.00145747-7.26686e-05j 0.00410249-0.000447669j -0.000228816-0.00183309j 0.00199824-0.00209454j 0.000194222+0.00348122j 4.76873e-05-0.0010407j 0.00190383+0.00184987j 0.0026661+0.00256973j 0.000779741-0.00261139j -0.00302819+0.0031708j -0.000610365+0.00156345j 0.000211906+0.000902769j -0.00359276-0.00217038j 0.0033472-0.00300034j 
0.00102556-0.0014234j -0.000270474+0.00038775j -0.000623937+0.000732507j 0.000545152+0.0023963j 0.000587477+0.00201193j 0.0018477+0.00124343j -0.00346871-0.00329323j 0.00303373-0.000931569j -0.00162591-0.000884301j -0.000825552-0.00178062j -0.00318959-0.000865923j 3.68531e-05+0.00303629j 0.00244097-0.00132115j -0.00408861+0.00452048j 0.0038488-0.000581678j -0.000817517-0.00183957j 0.00557247+0.00301154j 0.00336025-0.000809966j 0.0012925+0.00186523j -0.00173468+0.00320614j -0.00193337+0.00127592j -0.0049696-0.0018025j 5.25577e-05-0.00423498j -0.00222265+0.00230596j -0.000189415-0.00287987j -0.00350559+0.00363463j -0.00478522+0.00166664j -0.00284484+0.000111013j -0.00206859+0.00298206j -0.00141347+0.00272009j -0.000751776-0.00188279j -0.000889467-0.00280407j -0.00343081-0.00308752j -0.000262005+0.000741297j 0.00161648-0.00141811j 0.0011965+0.00315003j 4.88756e-05-0.0018393j -0.00106543+0.000412686j -0.000684834-0.000278151j 0.000448519-0.00183427j -0.000197804+0.00078977j 0.00431862+0.00115625j 0.000978769+0.00153981j 0.000354086-0.000567918j 0.00144646+0.000833877j -0.00364905+0.00339814j -0.00152119-0.00208165j -0.00112009+0.00394379j -0.00290018+0.00231077j 0.00342795-0.00294029j -0.00147739+8.28394e-05j 0.00221176-0.00267002j 
-0.00208399-0.00327732j -0.00248574-0.00102935j -0.0010615+0.00658435j 0.000872787-0.00291074j -0.000342044+0.00265365j 0.00204696+0.00359375j -0.000520221-0.00158438j -9.34598e-05+0.00469147j -7.37451e-07+0.00150964j -0.000357542+0.00184156j 0.00338234-0.00020687j -0.00148299+0.000709737j -0.00319238+0.000376258j 0.00109994+0.00236545j 0.00160936+0.00330596j 0.000573234-0.000881099j 0.00453633+0.0012935j -0.00115694-0.00460282j 0.00126911-0.00224877j -0.00275516-0.0067118j -0.000710966-0.000216245j 0.00159255-0.000144351j 0.00894017-0.00234574j -0.00783896-0.00144167j -0.000714266-0.00650957j -0.00323422-0.00074385j 5.64747e-05+0.00271347j -0.00123717+0.000275909j 0.0047477-0.00272639j -0.00282099+0.00231977j -0.00240483-0.000374095j 0.00217466-7.54288e-05j 0.00105417+0.00457018j 0.00251952-0.0010421j -0.00183724-0.000937634j -0.000648616-0.000905752j -0.000710762-0.000499602j -0.00268617-0.000325381j -0.000652284+0.00160571j -0.00236355+0.00329057j -0.00166078+0.00381556j 0.00158448+0.00263366j 0.00178609-0.000289518j 0.00137541-0.00356961j -0.00256036+0.000310313j 0.00158032-0.00543052j 0.000652924+0.000865886j -0.00115494+0.0027983j 0.00108199+0.00193224j 0.00701167+0.000420584j 0.00712538+0.000585326j 0.00306296+0.00609661j 
0.00280879-0.00093121j -0.000200937-0.00242623j 0.000782363+0.0028183j 0.00211219-0.00114976j 0.000641538+0.00125171j 0.0020239+0.00145433j -0.0017203-0.00184172j 0.00274051-0.000184808j 0.00157778+0.00108768j 0.000663121-0.000105696j -0.000348967+0.00138814j -0.00310978+0.00031897j 0.00103548-0.000926598j -0.0019087+0.001109j 0.000233183+0.000710772j 0.00109548+0.000640169j 0.00135358+0.00137787j -0.000259895-0.00155181j 0.00345499-0.000123083j -0.000293894-0.000125213j 0.00031534-0.000137856j -0.00132185-0.000154932j 0.000723317-0.000759087j -0.00127929+0.000477261j 0.000281791-0.00152794j 0.00012713-0.000703762j 9.69568e-05+5.87162e-05j 1.11521e-07-0.000329396j -0.000123923+0.00296561j -0.00333379+3.83587e-05j -0.00270789-0.00103769j 0.0002337-0.00214886j 0.00102091-0.00175031j -1.07716e-06-0.00172871j -0.000644799+0.00126697j -0.00183084+0.000522701j -0.0034692-0.000890245j -0.00204813+0.000515131j -0.000474214+0.00303561j -0.00354972+0.000844288j -0.000822234-0.00161485j 0.000727501+0.000911714j -0.00119446-0.00177458j 0.00125511-0.000156835j -0.000478077+0.00322481j 0.000169286+7.74427e-05j -9.96341e-05+0.000313742j 0.000784321+0.00086735j 0.000685998-0.00416457j 0.00495854-0.00207775j 0.000509245+0.00138063j -0.000525865-0.000372512j 
0.00152937-0.00573932j -0.00100806-0.000650997j -0.00423933+0.00522835j 0.00305005+0.00269815j 0.0033535+0.00617851j 0.00806387+0.00163085j -0.00636673-0.00693303j 0.00343213+0.00123576j -0.000355553+4.85821e-05j -0.0035803-0.00606571j -0.00547241-0.000429298j -0.00353509+0.00229844j 3.9967e-05-0.000819651j -0.00572607+0.00395976j 0.00275448+0.00304395j 0.000660759+0.00230796j 0.00438901+0.00368035j 0.00181931-0.00350826j 0.00443957+0.00347862j -0.00199709+0.000602934j -0.000477645+0.000134238j 8.51579e-06-0.00550391j 0.00357579-0.00224065j -0.0030873+0.00442649j 0.00208598-0.00547615j -0.00670838+0.00155562j -0.00414039+0.00419973j -0.00599399+0.00193596j -0.00320444+0.00217236j -0.00554497+0.00256199j -0.000654429-0.00308871j -0.000486827-0.00260988j -0.0029586-0.00704934j -0.00023292+0.0034217j -0.000577135-0.00214045j 0.00393673+0.00334798j -0.000557889-0.000279827j -0.00200258+0.0036056j 0.00231033+0.00232021j 0.0016896-0.00089012j -0.0022619-0.000412232j 0.00480821+0.00148191j 0.00258324+0.000505898j 0.00361437-0.00510346j 0.000513215+0.00496587j 0.00616706-0.00238962j -0.00181934-0.00307057j -0.00408318+0.0101852j 0.00286424-0.00278958j 0.0164715-0.00303742j 0.00477878-0.00070476j 0.0065319+0.0031138j 
-0.00259351-0.00166385j -0.00103491+0.00270847j -0.0020439+0.000708109j -0.00100275+0.00222098j 0.000870939-0.000672885j 8.73431e-05+0.00135087j -0.000826895-5.45887e-05j 0.00146434+0.00119624j -0.00233174-0.000952175j -0.00159713-0.0025549j 0.000534775-0.000937812j -0.000420569+0.00016895j 0.00165563+0.000782588j 0.000707536+0.00206565j 0.000445898+0.00127706j -0.000785188-0.000332315j -0.00102431-0.00123516j 0.000328229-0.000840517j -0.00216869+0.000359228j -0.00211077-0.0023369j -8.14299e-05-0.00163605j -0.000287875-0.00319731j -0.000215271-0.00158229j -0.00352356+0.00338821j 0.00199954-3.82308e-05j -0.00185599+0.00153511j -0.00221196+0.000979348j -0.00075632-0.000457468j 0.00128566-0.00153171j 0.00113882-0.00115228j 0.00140021-0.000873685j 0.00107396+0.000388521j -0.00307309-0.00198296j 0.000918065-0.000853543j 0.000283724-0.00159101j 0.00295901-0.000831462j 0.00195026+0.000404392j 0.00210518-0.00307961j 0.00224854-0.000901389j 0.00343352-0.00144236j -2.10595e-05+0.0010101j 0.00229122-0.00158933j -4.88861e-05+0.00300538j 0.00135323-0.00410775j 0.00053673-0.00117187j 0.00117357-0.002191j 0.000446122-0.00094303j -0.00264983+0.00184959j 0.000175314+0.00260984j 0.00307593+0.00108762j 0.0037194-0.00153334j 0.00356509+0.00358493j 
0.00185574-0.00278078j -0.00122239-0.00223931j -6.21528e-05+0.00521972j 0.00300398-0.00206948j -0.000963783+0.00212986j 0.00388784+0.00411013j -0.002715-0.00140221j 0.00400232+0.000742808j 0.00268574+0.00200313j 0.00148844-0.000168932j 0.000969945+0.00231101j -0.0048555+0.00181605j 0.00233595+0.000436922j 0.00155088+0.00123843j -0.00136096+0.000301269j 0.00275646-0.00163813j 0.00332845-0.000486309j 7.27218e-05-0.00256681j 0.00191531-4.39921e-05j -0.000117195+9.49803e-05j -0.00367335+0.000430557j -0.00295856+0.00180377j 0.000524653+0.000684155j -0.00186377-0.000552491j 0.00208347-0.00208593j 0.00256968-0.00123348j -4.30653e-05-0.000350892j 0.000751702-0.000392297j 0.00272542+0.00170524j -0.0015386+0.00106308j -0.000106492-0.000753568j 0.00412466-0.00237445j -0.00122098-0.00180638j 0.000340449+0.000369514j -0.00144174+0.00189349j -0.000464233-0.00323756j -0.00585973-0.00202637j 0.00168975+6.49258e-05j -0.00206461+0.0035654j -0.00377887+0.0020819j -0.00275609-0.00116859j 0.0015818+0.00300625j -0.00150986-0.000434885j 0.00290669+0.00107187j -0.00104764+0.000537888j -0.000640731-0.00165841j -0.00257774+0.000280512j -0.00156943+0.000838791j 0.00214341-0.00307555j 0.00519182-0.00274224j 0.00362105+0.00160672j -0.000398323+0.00200139j 
-0.00238813+0.00241949j 0.000847431+0.0028615j 0.000941022-0.00144384j -0.00215472+0.00234325j -0.00141071-0.0030672j -0.00678734+0.000618494j 0.00274475+0.00233517j -0.00520182+0.00484787j -0.0021412-0.00197157j -0.00102985+0.00142675j 0.00420116-0.00455867j 0.00419797-0.0043722j -0.00377296-0.00177528j -0.00559752+0.000305413j -0.00105143+0.000649872j -0.00282054+0.003328j -0.00428683-0.000619907j -0.000668877+0.000972741j 0.0020656-0.00245987j -0.00403023-0.000427284j 0.00927354+0.00202044j 0.00159114-0.000526152j 0.00471929-0.00181306j -0.0037973+0.000302505j -0.00290288-0.00162542j -0.00093573+0.00345j 0.00322812+0.00351377j -0.000474067-0.00077326j -0.00764416-0.00761343j 0.000931007-0.00186907j 0.000167874+0.00190597j 0.00154728+0.00199981j 0.000891374+0.0011938j 0.000778095+0.00335701j 0.00219874-0.00424825j 0.00192729+0.00146806j 0.00554237+0.00297628j -0.000789695-0.00267179j 0.0016127-0.00484091j 0.00329593-0.003999j 0.00112849+0.00316079j 0.00201709-0.00538103j 0.00357976+0.00309215j 0.00100228-0.00487238j 0.00296575-0.00343656j 0.00147918-0.00218199j 0.0072835-0.00096754j -0.0016869+0.00406191j -0.00406755+0.0054946j -0.00597829+0.00303097j -0.00297509-0.00359344j 0.00404878+0.00076975j 
0.00272549-0.00244443j -0.00161418-0.00191746j 0.00120626+0.00376619j 0.0040459-0.00174159j -0.00351809-0.000829796j 0.000417026+0.00372321j -0.00498327+0.000780089j 0.00541104+0.00130554j 0.00181894+0.00173273j 0.00285464-0.000127215j 0.00135216+0.00265362j -0.00438416-0.000589358j 0.00513808-0.00207405j -0.00261324-0.001339j -0.0010621-0.00125572j 0.00374116-0.00030192j -0.000661901+0.00294643j -0.00027697-0.000733373j 0.00451871-0.000393587j -0.00196112-0.000380265j 0.000147042+0.00177421j -0.00204476+0.00172265j 0.000255598-0.00099061j -0.00104726+0.00215195j 2.61561e-05-0.0024093j 0.00278099+0.00199823j 0.00177163+0.00171963j 0.00246754-0.00252777j -0.000734985+0.00178913j -0.00197634-0.00217418j -0.00125222+0.000118361j 0.00337271-0.00405551j 5.9142e-06-0.00198569j 0.00193764+0.00211048j 5.80848e-05+0.00135163j 0.00164469+0.000611682j -0.0033391+0.000700666j 0.000114087-0.000740208j -0.00234143+0.00248003j -0.000823351-0.00115255j -0.00225195-0.00190958j 0.00196348+0.000406485j -0.00358286+0.00216787j 0.00132187+0.000873309j -0.000254355+0.00249657j 0.000827498+0.00150308j 0.000329274+0.000760662j 0.000528408+0.00101208j -0.00103013-0.00351891j 0.00273347-0.0017515j 0.00118831+0.00101197j -0.000889602+0.00133121j 
-0.00139662-0.000478924j 0.000740994+0.000751448j -0.00279502-0.00145198j -0.00198971+0.00325102j 0.00391012+0.00164517j 0.000936644-0.00277574j 0.00175164-0.000556717j -0.000429285-0.00121368j -0.00175094-0.00137096j -0.00538673-0.00223413j -0.00183511-0.00196271j 0.0012395+0.000486244j -0.00288754+9.14698e-05j -0.00130712+0.00262698j 0.00094865+0.00161644j -0.00287609+0.000765695j -0.000110384-0.0011355j 0.00122772-0.000723811j -0.00231439+0.00141887j -0.000957906-0.00146253j 0.00206591-0.00215171j 0.000568022-0.00396624j 0.0022365-0.00123735j -0.0018325+0.00236321j 0.00083099-0.00186019j -0.00400751+0.000445938j -0.00169182+0.00125036j -0.00293854+0.00208254j -0.000956523-0.00215907j 5.40819e-05+0.000296844j 0.00170087-0.0012884j -0.00050728+0.00131876j -0.00245179-0.00186979j -0.000861166-0.00111036j 0.00110636-0.0035499j 0.000811561+0.000737057j 0.00364675-0.000108632j -0.000905093-0.000305884j 0.00325678-0.00310562j 0.00188758-0.00177432j 0.00202832+0.00150006j 0.000915189-0.00082646j 0.00164958-0.000165638j 0.000143365-0.0050916j 0.00146538-0.00167248j 0.00214733-0.00288934j 0.000186866-0.00182463j -0.00146104+0.00201945j -0.000240252+0.00134419j 0.00394842+0.00291019j 0.00102387-0.000422609j 0.00264181+0.00163059j 
0.00176881-0.000940123j -0.000392568-0.00272477j -0.000354357+0.00281933j 0.00164526-0.00213341j 0.00150404+0.00221889j 0.00198343+0.00113883j -0.000204831+0.00056872j -0.00183825+0.000783762j 0.00298237+0.00147093j 0.000572137+0.00066149j 0.00145858+0.000672691j 0.000179526+0.00226259j -0.000296843-0.000172455j -8.05847e-05+0.000812533j -0.00165408-0.00180964j 0.00170437-0.000384874j 0.0025668-0.00142003j 0.00301804-0.00107957j 0.000900772+0.00191405j 0.00263543+0.00472554j -0.00038266+0.000300132j -0.00246835+0.00219994j 0.00353152+0.00249492j -0.00221722-0.00427586j 0.000382937-0.0013441j 0.00124642+0.00175881j 0.00130665-0.00117178j -0.00198698+0.0035025j -0.00215019-0.00207131j -0.000992395+0.00237282j -0.00211167+0.00105058j 0.00200914-0.000292227j 0.00057689-0.00282065j -0.00474344-0.000717074j 0.000473913+0.000892372j -0.000215332-0.00192639j -0.00231324-0.000115036j 0.000770219+0.00215271j -0.0032799+0.00193153j -0.00324622+0.000597486j -0.00254932+0.00162042j -0.000645304+0.000559149j 0.00637986-0.000594695j -0.00125738+0.00215469j 0.000129622+0.00238389j 0.000802374-1.75054e-05j -0.00223589-0.000707418j -0.000533065+0.000820318j 0.000708019-0.00116827j 0.000634194-0.00135662j 0.00113831+0.00089769j -0.000747986+0.00115129j 
0.00176831+0.00221045j 0.00136988-0.000580554j 0.00162501-0.000223514j 0.00280728-0.00179347j -0.00238227-0.000877952j -0.00449617+0.000405729j -0.00129522+0.000585725j -0.00229545+0.00107052j -0.00108399+0.00206814j 0.00269797+0.00186299j 0.00254076-0.00010242j 0.00110938-0.00324038j 0.00204203-0.00164989j -0.0029542-0.00251694j 0.00122599-0.00309334j -0.00327699-0.00121203j -0.000814341+0.00524748j 0.000737284+0.00197845j 0.0027461-4.89267e-05j -0.00131408+0.00309373j 0.00634935+0.00331333j -0.00530146+0.00671952j 6.25833e-05-0.00266656j -0.00161741-0.000411897j -0.000948135+0.000177635j 0.00111984+0.00284748j 0.00451239+0.00110832j 0.000114519-0.00257507j -0.00420177+0.00116315j -0.00195873-0.00144519j -0.00280372+0.00560132j 0.00257129-0.00129625j 0.000799195-0.000254257j -0.000622044+0.000208647j 0.00187632+0.0020615j 0.00290886-0.00170257j -0.00316446-0.00155819j 0.00308165-0.000589553j -0.00687341+0.00190207j -0.00149749-0.00111431j 0.00165764+0.00178j 0.00398122-0.00123082j 0.00109561+0.00282461j -0.00141239+0.004756j 0.00443156-0.000672695j -0.00158736+0.00288463j 0.00401714-0.00021547j 0.00196034-0.000144244j -0.000573003-4.46376e-05j -0.00365736+0.00473886j -0.00272804-0.000107767j -0.000906648-0.000121163j 
0.00208655-0.00301564j -0.0013808-0.00382876j 0.00111901+0.0040951j 0.00369268-0.00698877j -0.00201127+0.00185692j 0.00827015+0.00263483j -0.0045437-0.00141765j 0.00260884-0.00254864j 0.00589155+0.000904294j 0.002883+0.000995694j -0.000322167+0.0070169j -0.00435199+0.00433881j 0.00758616+7.17031e-05j 0.00775663-0.00528929j 0.00127264-0.00399305j 0.00425753-0.00388588j 0.00589952+0.00169505j 0.002916-0.00198562j -0.000849327+0.000396374j 0.00598257+0.00190423j -0.0119743+0.00150261j -0.00214687+0.00370205j -0.00328894+0.00529626j 0.00410223-0.0052425j 0.00621961+0.00421195j 0.00174843-0.00320345j -0.000646895-0.00425499j 0.000966673+0.00573513j 0.0109809+0.004156j -0.0028628+0.00467314j 0.00050627+0.000594081j 0.00181722-0.00472189j -0.00167557-0.00151957j -0.0028251-0.000917586j -0.00129423+0.00980075j -0.001863-0.002744j -0.0118224-0.00189155j 0.00170773+0.00459132j -0.00459182+0.0115036j -0.00447016+0.00632814j -0.0046527-0.00144693j 0.00196948+0.00685811j 0.000494913+0.000405674j 0.00194617+0.0091613j -0.00244684+0.00740627j -0.000955515+0.00186219j -0.00848514-0.000238726j -0.00162471-0.00354716j 0.00556228-0.0043048j 0.00692211-0.00392j 0.00605578+0.00237568j -0.00309419+0.00172025j 
0.00019521+0.00181497j 0.00111914+0.000423686j 0.000704988+0.00268907j 0.00166557+0.000877354j 0.0026318-0.00175525j -0.00280287+0.00315252j 0.00174652-0.000596369j -0.00238785+0.00500648j -0.00245048-1.38241e-05j -0.00251718+0.00358675j 0.00161827-0.00233169j 0.00111322-0.003566j -0.00508434-0.00240572j -0.00679483+0.00162406j -0.000950436-9.53017e-05j -0.00128788+0.00561965j -0.00315584-8.4448e-05j 0.0041048-0.00306424j 0.00285432-0.00135045j -0.00333707+0.000463955j 0.0110147+0.000439829j -0.00134127-0.000747947j 0.00650317+0.00110639j -0.00592255+0.00256997j -0.000140727-0.00219663j 0.000658082+0.00500765j 0.00450869+0.00300763j -0.00458172+0.000484481j -0.00980674-0.00608496j -0.00269288+8.35902e-05j -0.00279086+0.00452425j 0.00195225-0.00343021j -0.000814681-0.00249048j -0.00198592+0.00207476j 0.000250918-0.00337434j 0.00377433-0.000710979j 0.00184463-0.0011462j -0.00150779+0.000228534j -0.00185682-0.00095113j -0.00366598-0.00571285j 0.000351445+0.00540696j 0.00101868-0.00391016j 0.00421933+0.00121565j 0.00107167-0.00315503j 0.0037939-0.00124699j 0.00357629-0.005593j 0.00443484+0.000644056j -9.09998e-05+0.00328933j -0.002368+0.00241594j 0.000408232+0.000789461j -0.0020775-0.00167264j 0.00437929-2.35738e-05j 
0.00277802+0.000868185j -0.00101151-0.0027944j 0.00318342+0.00761544j 0.00752172-0.000812107j -0.00218462-0.00187181j -0.000401924+0.00460115j -0.0012073-0.00127832j -0.00119891+0.00674023j -0.000651684+0.00166698j 0.00117083+0.00481777j 0.00400782+0.00291677j 0.00183879-0.00240167j -0.000588937-0.00546419j -0.00842212-0.00455119j -0.0016652-0.00501382j 0.00117385-0.00131478j -0.000571693+0.00544321j 0.00528233-0.000703528j 0.00493382+0.00110507j 0.000715471+0.00659792j 0.00641648+0.00348736j -0.00135979+0.0102071j 0.00666965+0.00176587j -0.000316784-0.00381964j -0.00407177+0.00198249j 0.00583924+0.0063894j 0.00671664+0.00211794j -0.00325996+0.00418021j -0.00992478-0.00435476j -0.00401536+0.00368136j -0.00445575+0.0110932j 0.00570207-0.00183981j -0.000206086-0.00125376j -0.00370802+0.000655767j 0.00209822+0.00161204j 0.00601058-0.00306767j -0.00573701-0.00325109j 2.4813e-05+0.00438044j -0.0118096+0.00304242j -0.00919493-0.0093821j -0.00110457+0.00750472j 0.00309012-0.00383639j 0.00725686+0.000943229j -0.000721436+0.00734816j 0.0049269+0.00127037j -0.000682108-0.00105188j 0.00619897+0.000701496j 0.00456432-0.000255932j -3.07804e-05+0.00389716j -0.00569068+0.00117262j 0.000220632+0.001303j -0.00193416+0.00149541j 
