-0.718445-0j 0.700737-0j -0.0844039-0j -0.00180959-0j 0.118685-0j -0.0515245-0j -0.00743692-0j -0.00104149-0j -0.0368109-0j -0.000150326-0j -0.00531319-0j 0.0507753-0j 0.00732879-0j 0.0635831-0j 0.00917742-0j -0.0375102-0j -0.00663092-0j -0.000552577-0j -0.000734135-0j -0.0345968-0j -0.000129778-0j 0.033744-0j -1.08148e-05-0j -0.0061159-0j -0.000524491-0j -0.000509659-0j 0.00596516-0j 0.0486485-0j -9.27178e-05-0j 0.000497097-0j 0.0312251-0j -7.72648e-06-0j 0.00859992-0j 0.00551987-0j 0.00071666-0j 0.000459989-0j -0.0295614-0j -0.00492689-0j -0.00301709-0j -0.000566875-0j -0.000615862-0j -3.629e-05-0j -0.0258662-0j -9.44791e-05-0j -0.0172441-0j 0.0252287-0j -5.78564e-05-0j -1.18099e-05-0j -0.00431103-0j -0.000522846-0j -6.95904e-07-0j -0.00287402-0j -0.00263996-0j -0.0106693-0j 0.00420478-0j 0.0342918-0j -0.00175997-0j 0.00257489-0j -0.000538879-0j 0.0180242-0j -8.7141e-05-0j -0.000359253-0j -3.17538e-05-0j 0.000525597-0j 0.0319198-0j -0.00177821-0j -5.33627e-05-0j 0.0057153-0j -2.11692e-05-0j 3.09711e-05-0j 0.0139113-0j -0.00108893-0j 0.00300404-0j -1.08926e-05-0j 0.00349989-0j -0.000222276-0j 0.00183959-0j 0.00531997-0j 0.000714412-0j -6.41854e-07-0j 0.000375505-0j -1.30978e-05-0j 0.0032578-0j 0.00231854-0j 4.20971e-05-0j 0.000664996-0j 2.21268e-05-0j 0.00141981-0j 3.91852e-05-0j 0.000289818-0j 1.70777e-05-0j 
3.17538e-05-0j -3.09711e-05-0j -0.000714775-0j -1.53245e-05-0j 0.00100509-0j -6.75877e-06-0j -0.026767-0j 4.60317e-08-0j 1.62696e-06-0j 0.000182301-0j 0.00644334-0j -2.24416e-06-0j -0.00888766-0j -2.81024e-06-0j -0.0111295-0j 1.65787e-06-0j -5.6154e-05-0j -0.0634125-0j -9.63007e-08-0j 1.52911e-06-0j 3.26182e-06-0j -1.49142e-06-0j 0.00368344-0j -5.17926e-05-0j 2.31814e-08-0j -0.0584873-0j 5.0516e-05-0j -2.15016e-06-0j -7.85181e-07-0j 0.0570457-0j -1.38008e-06-0j -0.000886674-0j 7.28285e-05-0j 4.67451e-05-0j 0.0822423-0j 0.0527873-0j 1.30655e-06-0j -4.17234e-05-0j 1.33349e-07-0j 2.50547e-08-0j 0.000746859-0j 0.190006-0j -3.39302e-06-0j -8.00097e-07-0j 7.62155e-07-0j 3.30939e-06-0j 2.55713e-09-0j 1.43219e-05-0j 0.000108353-0j 2.31087e-08-0j 0.00364359-0j -2.43387e-05-0j -3.46299e-07-0j 4.71559e-07-0j -0.000105682-0j -1.51563e-06-0j 7.77871e-08-0j 3.37763e-07-0j -0.00193954-0j -7.96633e-07-0j -7.37954e-07-0j 0.000435668-0j -0.493432-0j 0.00189173-0j -1.41079e-06-0j -1.50588e-05-0j 2.35852e-09-0j 4.84e-05-0j 0.110837-0j 0.48127-0j -6.14849e-07-0j 4.81283e-08-0j 2.54397e-05-0j 1.32095e-05-0j -1.54688e-07-0j 0.000269556-0j -8.1306e-08-0j 4.50522e-05-0j -0.000866371-0j 0.0033606-0j -0.000455376-0j 0.0685768-0j -1.43988e-07-0j 1.96346e-05-0j -0.220411-0j -0.000806444-0j -0.115851-0j -6.27527e-08-0j -0.205165-0j -0.000351464-0j -0.0894148-0j 
0.00487084-0j 0.0516061-0j 0.000572234-0j -0.00277107-0j -0.00526085-0j 0.000349321-0j 5.04202e-05-0j -0.00159486-0j 0.000249567-0j -0.000230198-0j 3.60219e-05-0j 0.00373937-0j 0.000539732-0j -0.00273861-0j -0.000395285-0j 0.000254308-0j 4.49557e-05-0j 3.74631e-06-0j -0.0011242-0j 0.000234556-0j -0.000198732-0j 0.0024851-0j -1.6561e-05-0j 4.1464e-05-0j -0.000803167-0j 3.45534e-06-0j 0.000439307-0j -0.0021564-0j -0.000141981-0j 3.66089e-05-0j 0.00269072-0j -1.18318e-05-0j -0.000381201-0j 0.000475656-0j -3.17667e-05-0j 3.9638e-05-0j -0.0387663-0j 3.34029e-05-0j 2.0455e-05-0j 0.167909-0j 4.17536e-06-0j 2.46036e-07-0j -0.0339205-0j -0.000144678-0j -0.0226137-0j -0.359385-0j -8.8597e-05-0j -1.80848e-05-0j 2.92275e-05-0j 0.154868-0j -1.06566e-06-0j 1.9485e-05-0j 1.78981e-05-0j -0.0139915-0j 0.000309663-0j 0.294014-0j 1.19321e-05-0j 0.000189629-0j 3.65344e-06-0j -0.256757-0j -0.000133441-0j 2.43563e-06-0j 2.15281e-07-0j 3.87078e-05-0j 0.265931-0j 1.20557e-05-0j -8.17157e-05-0j -0.000253337-0j 1.43521e-07-0j 2.28088e-06-0j -0.526197-0j 7.38261e-06-0j 0.000221234-0j -1.66802e-05-0j -0.000155136-0j 1.50697e-06-0j 0.000135477-0j -0.000229139-0j -3.16671e-05-0j -9.82888e-07-0j 2.76542e-05-0j 8.8799e-08-0j -0.000140318-0j 0.000453396-0j -1.866e-06-0j -2.86423e-05-0j 1.62954e-06-0j 0.000277648-0j -1.68777e-06-0j 5.66746e-05-0j 3.33958e-06-0j 
0.000427467-0j -0.000444553-0j -0.009688-0j -0.0059224-0j 0.00355596-0j 0.00301681-0j -0.020247-0j -0.00692167-0j -0.00634322-0j 0.0464541-0j 0.0425719-0j -0.00299199-0j 0.0200804-0j 0.00127029-0j -0.00852545-0j -2.29721e-05-0j -0.0370007-0j -0.00461026-0j -2.59498e-05-0j -4.0482e-05-0j -0.0417967-0j 4.21e-05-0j -0.00520784-0j -0.0652035-0j 5.45627e-05-0j -0.0081243-0j 0.0678095-0j 1.48589e-05-0j 0.0878829-0j 0.00844902-0j -4.88658e-06-0j 0.0109501-0j 0.0239328-0j -0.00787071-0j 0.00298201-0j -0.000980684-0j -1.81041e-05-0j 0.00028756-0j 0.000355155-0j -2.00376e-05-0j 0.160299-0j -0.000609808-0j 1.53901e-05-0j 0.00031827-0j 5.20983e-05-0j -1.60052e-05-0j 0.000393084-0j 0.177419-0j -0.000244452-0j -3.53107e-05-0j -0.000674933-0j -0.000827512-0j -0.000301914-0j 3.21125e-05-0j 0.000254222-0j 2.12014e-05-0j -0.00102203-0j 0.000313981-0j -0.136269-0j 3.36531e-05-0j 0.000560863-0j -0.461294-0j 0.000518392-0j 0.141715-0j 6.48036e-06-0j -0.000510065-0j 0.000692702-0j -0.000336757-0j 0.00175485-0j -0.000539111-0j -1.7401e-06-0j -0.000629964-0j -0.000534535-0j 0.312651-0j -0.000415917-0j -0.284334-0j -0.000660185-0j -0.000102932-0j -0.187724-0j -0.00118938-0j -0.297975-0j 0.00108166-0j -0.000127128-0j 2.76391e-05-0j 0.000714137-0j -0.0573791-0j 0.00113355-0j 3.41361e-05-0j 0.00021828-0j 0.0154074-0j -5.86124e-05-0j 
0.00906449-0j 0.00300404-0j 0.017061-0j -0.00107652-0j -0.0239904-0j -0.000220884-0j 0.00303841-0j -4.46484e-06-0j -0.000140093-0j 6.14168e-05-0j 0.00192708-0j -0.000640624-0j 0.00881221-0j 0.000272579-0j -0.0037495-0j 0.0232144-0j 0.00134034-0j 0.000339823-0j 0.000454343-0j -0.063015-0j 2.62327e-05-0j -0.0208836-0j 6.65089e-06-0j -0.00363833-0j 0.000288162-0j -0.000922443-0j -0.00120577-0j 0.0886089-0j 1.66378e-05-0j -0.000305704-0j -0.0193247-0j 4.21826e-06-0j 0.00511606-0j -0.00111576-0j 0.0012971-0j -0.000282884-0j -0.000126729-0j -0.143771-0j -1.29342e-05-0j -2.43017e-06-0j 0.000251615-0j 2.98087e-05-0j 0.000326349-0j -0.00275699-0j -7.39251e-05-0j 0.000108154-0j -2.48029e-07-0j 4.82501e-06-0j 0.370238-0j 6.59666e-06-0j 5.71617e-07-0j -0.0838667-0j 3.33079e-05-0j -0.00057139-0j 0.122699-0j 0.000147008-0j -7.54495e-06-0j 1.10385e-05-0j -0.000647954-0j 6.85958e-05-0j 0.00748379-0j 0.000146775-0j -7.67627e-05-0j -0.000214736-0j -0.000402727-0j -0.648231-0j 6.73269e-07-0j 0.166778-0j 1.73884e-05-0j -2.54397e-05-0j 5.96372e-05-0j -5.83172e-05-0j 0.0778207-0j -1.30974e-05-0j 1.50039e-05-0j 0.00113447-0j 7.00103e-06-0j -0.456886-0j -0.000291878-0j -1.55164e-06-0j -0.000136194-0j 0.0001344-0j -4.11031e-05-0j 0.0676573-0j -3.45786e-05-0j 0.000799598-0j -1.61349e-05-0j 6.08669e-06-0j 9.47279e-05-0j -0.000118407-0j -1.40276e-05-0j 
-0.00217785-0j 0.0021991-0j 0.00050317-0j 0.000305637-0j -0.000165821-0j 0.030021-0j -2.25439e-05-0j 0.0664926-0j 0.0214481-0j -4.99317e-05-0j -1.61061e-05-0j -0.0306281-0j 2.29997e-05-0j 0.0597464-0j -4.48657e-05-0j -0.000113706-0j 0.00386354-0j -1.67505e-06-0j 0.000123994-0j 0.000206247-0j -0.0042131-0j -0.000208259-0j 1.8266e-06-0j -0.00700792-0j 8.85856e-05-0j 3.03831e-06-0j 0.0070763-0j -6.79693e-05-0j -0.00300999-0j -3.06795e-06-0j -0.000253634-0j 1.30499e-06-0j 0.00230948-0j 0.00861805-0j -1.00128e-06-0j -3.73638e-06-0j -8.96107e-05-0j -1.49351e-05-0j -0.167183-0j 9.57441e-05-0j 0.000358835-0j -1.10008e-07-0j -7.84094e-05-0j 1.59574e-05-0j 0.000257873-0j 7.91744e-05-0j 0.178626-0j -0.000383396-0j -1.30682e-05-0j -0.000173666-0j 1.17537e-07-0j 4.29789e-05-0j -0.146285-0j -3.23422e-05-0j 1.31957e-05-0j 9.42216e-05-0j 0.481104-0j 0.147713-0j 0.000313981-0j 5.65649e-05-0j -2.89444e-05-0j -0.00103262-0j -9.62566e-08-0j -0.000317044-0j -0.000156047-0j -5.39037e-06-0j -0.324003-0j 1.57036e-05-0j 3.16569e-07-0j 9.71957e-08-0j -0.000156562-0j -0.0603396-0j 9.42748e-06-0j 0.000695426-0j 0.175785-0j 0.000129511-0j 0.105531-0j -2.60078e-05-0j -0.000377299-0j -2.13196e-07-0j -0.000226507-0j -3.97038e-08-0j -0.29113-0j -2.60937e-05-0j 1.15668e-07-0j 0.000624869-0j 6.944e-08-0j -0.292092-0j -1.91565e-07-0j 0.000626935-0j -1.92198e-07-0j 
0.00555085-0j 0.00183959-0j -0.000221579-0j 1.39813e-05-0j 0.000311575-0j 0.025999-0j -1.95236e-05-0j 0.00052553-0j 0.0164896-0j -3.9464e-07-0j -1.23826e-05-0j 0.0754041-0j -5.66237e-05-0j -0.0320837-0j 2.40928e-05-0j -9.84725e-05-0j 0.00334593-0j -1.45064e-06-0j -1.92727e-06-0j 0.000267302-0j 6.54852e-05-0j 8.85856e-05-0j -2.83913e-08-0j -0.00908245-0j -1.22235e-06-0j 3.93773e-06-0j -0.00300999-0j -0.000375868-0j 4.15333e-05-0j 1.30499e-06-0j 8.19729e-05-0j -1.80069e-08-0j 0.0127713-0j -0.0027853-0j -5.53706e-06-0j 1.20757e-06-0j -7.76052e-05-0j -1.29342e-05-0j -0.144785-0j -1.48817e-06-0j 0.00031076-0j -9.52693e-08-0j 0.000199847-0j -2.48029e-07-0j -4.52697e-05-0j 6.62308e-05-0j -0.00277642-0j 5.9592e-06-0j 3.33079e-05-0j 4.03961e-06-0j -1.8269e-09-0j -7.54495e-06-0j 0.372847-0j -0.000349903-0j 1.10385e-05-0j 9.00236e-05-0j -0.0844579-0j 0.123564-0j -0.000800265-0j 4.20062e-05-0j 6.73269e-07-0j 0.000181277-0j 2.45336e-07-0j -0.000265213-0j -0.000246619-0j -5.83172e-05-0j 0.00753655-0j 1.50039e-05-0j -5.55738e-08-0j 8.1306e-08-0j 3.65201e-05-0j -0.652801-0j 7.00103e-06-0j -1.61761e-05-0j 0.167953-0j 0.00140114-0j 0.0783693-0j -4.11031e-05-0j -0.000360488-0j 4.95909e-09-0j -0.000168209-0j -4.29547e-07-0j -0.460107-0j 6.08669e-06-0j 1.10514e-07-0j 0.000987555-0j 5.15675e-08-0j 0.0681342-0j -3.02753e-07-0j -0.00014624-0j 4.48327e-08-0j 
0.000444553-0j -0.00044889-0j 0.0097884-0j 0.00594569-0j -0.00322579-0j -0.00304807-0j 0.0204568-0j -0.00675107-0j -0.00217765-0j 0.0453091-0j 0.0146151-0j 0.0031097-0j -0.0208705-0j -0.00606612-0j 0.0407121-0j 2.32102e-05-0j 0.0373841-0j 0.00465803-0j -2.53102e-05-0j -4.21e-05-0j -0.0407665-0j 4.25108e-05-0j -0.00507948-0j -0.0678095-0j -1.80825e-05-0j -0.00844902-0j 0.0684711-0j 1.38742e-05-0j -0.029125-0j 0.00853145-0j 5.17729e-05-0j -0.00362895-0j 0.0223468-0j 0.0833893-0j 0.0027844-0j 0.0103902-0j 1.82917e-05-0j -0.00029054-0j -0.000358835-0j -1.95437e-05-0j -0.16196-0j 0.000616127-0j 1.60052e-05-0j 0.000310426-0j -5.26381e-05-0j -1.61614e-05-0j 0.000383396-0j 0.173046-0j -0.000254222-0j 3.54495e-05-0j -0.000658298-0j 0.000836087-0j -0.000313981-0j 6.60183e-06-0j 0.000256703-0j -1.92329e-05-0j 0.00103262-0j 0.000317044-0j -0.141715-0j -1.15463e-05-0j -0.000563068-0j 0.466074-0j 0.000539111-0j 0.143098-0j 3.18529e-05-0j -0.000104861-0j -0.000695426-0j 0.000305489-0j -0.00177303-0j -0.000544371-0j 3.19582e-05-0j -0.000129511-0j 0.000183397-0j -0.313881-0j 0.000377299-0j -0.0584546-0j 0.000226507-0j -0.000505941-0j 0.170294-0j 0.00119406-0j 0.102234-0j 0.000222372-0j -0.000624869-0j -0.000507613-0j -0.000647829-0j -0.282035-0j -0.000388917-0j -0.000626935-0j 0.00107291-0j -0.282967-0j 0.00107646-0j 
-0.0024685-0j 0.00230491-0j -0.0140746-0j -0.0329618-0j -0.0390544-0j 0.00018222-0j -0.00250656-0j -0.00041413-0j -0.000383141-0j 0.00569664-0j 0.00527036-0j -0.00016226-0j 0.00223199-0j 9.18607e-05-0j -0.00126361-0j -0.0191509-0j -0.00110573-0j -0.00028034-0j 0.042142-0j 0.0171606-0j 0.00243318-0j -0.0160234-0j 0.000616895-0j 0.000990812-0j -0.0886089-0j 0.000251205-0j -0.000925153-0j 0.0476176-0j -0.00511606-0j -0.000234558-0j 0.0518842-0j -0.0012971-0j 0.00274932-0j 0.00299567-0j 0.000697049-0j 0.000759506-0j 0.000104546-0j 0.118605-0j 1.06702e-05-0j -0.000225408-0j -0.000207572-0j -2.45909e-05-0j -8.88735e-05-0j -0.255721-0j 6.09851e-05-0j 8.2984e-05-0j -2.30056e-05-0j 0.000447538-0j -0.100825-0j 0.000201982-0j 5.30196e-05-0j 0.0691865-0j -9.07061e-06-0j -0.00018544-0j 0.0941438-0j 0.000239317-0j 6.22426e-06-0j 8.46951e-06-0j 0.000176455-0j -0.000174484-0j 0.229145-0j -0.000121083-0j 2.09045e-05-0j -0.000164761-0j -4.48029e-05-0j -0.210379-0j 2.06147e-05-0j 0.2715-0j -1.43447e-05-0j -1.95192e-05-0j -0.000438618-0j -1.89264e-05-0j -0.197949-0j -0.000401027-0j 2.44252e-05-0j 0.000368185-0j -1.78082e-05-0j -0.050828-0j -0.000475154-0j -4.75095e-05-0j 0.000346432-0j 4.36186e-05-0j -4.57267e-06-0j -0.497604-0j -5.62912e-05-0j 8.89543e-05-0j 4.10416e-05-0j -4.47663e-05-0j 1.05384e-05-0j 0.000870859-0j 0.00010317-0j 
-2.51888e-05-0j 2.61955e-05-0j 0.00114773-0j 0.000701623-0j -0.000421273-0j 1.85939e-06-0j 0.00736381-0j -4.26613e-06-0j -3.9096e-06-0j -0.0168953-0j -0.0154834-0j -1.84409e-06-0j -0.00730323-0j 7.82937e-07-0j 0.0031007-0j 1.35365e-06-0j -4.58495e-05-0j -0.0517761-0j 1.52911e-06-0j 2.38543e-06-0j -5.17926e-05-0j -2.48077e-06-0j -0.0584873-0j -8.07971e-05-0j -3.21514e-06-0j -0.091241-0j 8.40265e-05-0j -8.75566e-07-0j 0.0001089-0j 0.0948878-0j 2.87945e-07-0j 0.122977-0j 2.96564e-05-0j -9.75302e-06-0j 0.0334898-0j -0.0110137-0j 1.06679e-06-0j -3.4067e-05-0j 1.08879e-07-0j 1.18073e-06-0j 0.000609808-0j 0.155139-0j -9.06872e-07-0j -3.77053e-05-0j -3.06992e-06-0j 9.43118e-07-0j 1.20507e-07-0j 0.000674933-0j 2.89601e-05-0j 2.0807e-06-0j 0.171708-0j 9.80349e-05-0j -9.25572e-08-0j -1.89225e-06-0j -3.01176e-05-0j -1.24931e-06-0j -3.13322e-07-0j 9.62566e-08-0j -0.000518392-0j -1.98303e-06-0j -6.64452e-05-0j -0.00175485-0j -0.131882-0j 0.000539111-0j -3.81859e-07-0j 6.04272e-05-0j 2.12361e-07-0j 3.98954e-05-0j -0.446445-0j 0.137154-0j 1.02536e-07-0j -1.93127e-07-0j 6.3326e-05-0j 0.00118938-0j -1.27507e-07-0j -0.00108166-0j -2.02392e-07-0j 1.21943e-05-0j -0.000714137-0j 0.302587-0j -0.00113355-0j -0.275182-0j -3.89733e-08-0j -3.27439e-06-0j -0.181681-0j -0.00021828-0j -0.288383-0j 1.04651e-08-0j -0.0555321-0j 5.86124e-05-0j 0.0149114-0j 
-0.00113306-0j -0.000375505-0j -0.00431048-0j 0.000271984-0j 0.00606121-0j -0.00263971-0j 0.0177161-0j -5.33576e-05-0j -0.0016742-0j 0.000358104-0j 0.0112363-0j -0.00765586-0j 0.0513816-0j 0.00325749-0j -0.0218623-0j 2.01006e-05-0j 0.0323756-0j 0.00403397-0j 3.93402e-07-0j -5.45627e-05-0j 0.000633643-0j -1.80825e-05-0j 7.89514e-05-0j -0.0878829-0j 2.49511e-07-0j -0.0109501-0j -0.029125-0j 7.67237e-05-0j 0.000401881-0j -0.00362895-0j -1.67326e-05-0j 5.00741e-05-0j 0.123577-0j -0.0269509-0j 0.0153976-0j -0.00335806-0j 1.58411e-05-0j -0.000251615-0j -0.00031076-0j 3.03772e-07-0j -0.140262-0j 0.000533582-0j -4.07937e-05-0j -4.82501e-06-0j 9.24064e-06-0j -1.35193e-05-0j -5.9592e-06-0j -0.00268969-0j 0.000647954-0j -8.24583e-07-0j 1.02321e-05-0j -0.000146775-0j 0.000800265-0j 7.14237e-05-0j 0.000214736-0j -1.8376e-05-0j -0.000181277-0j 0.000265213-0j 0.3612-0j -8.57448e-06-0j 1.30974e-05-0j -0.0818194-0j -0.00137407-0j 0.119704-0j 5.03408e-05-0j -0.00113447-0j 1.61761e-05-0j 0.000291878-0j 0.000311256-0j -0.000455376-0j -7.45464e-06-0j -0.00140114-0j 0.000136194-0j 0.00730111-0j 0.000360488-0j -0.632407-0j 0.000168209-0j -0.000799598-0j 0.162707-0j -2.77747e-05-0j 0.0759211-0j 0.00240579-0j -0.000987555-0j 0.000118407-0j -0.000618966-0j -0.445733-0j -0.000288818-0j 0.00014624-0j 0.00169565-0j 0.0660057-0j -0.000251098-0j 
-0.00151164-0j 0.00141147-0j 0.000182793-0j 0.00042809-0j 0.000507218-0j -0.0214481-0j 1.61061e-05-0j 0.0487449-0j 0.0450973-0j -3.66043e-05-0j -3.38652e-05-0j 0.0190986-0j -1.43418e-05-0j -0.0108124-0j 8.11942e-06-0j 8.12357e-05-0j -0.00276025-0j 1.19671e-06-0j -0.000178761-0j -7.27932e-05-0j 0.006074-0j 6.79693e-05-0j -2.6334e-06-0j 0.00247339-0j 0.000375868-0j -1.07235e-06-0j -0.00230948-0j -0.000201988-0j -0.0127713-0j 1.00128e-06-0j -0.000220086-0j 5.53706e-06-0j 0.0068632-0j 0.00747816-0j -2.97556e-06-0j -3.24218e-06-0j 6.4021e-05-0j 1.06702e-05-0j 0.119441-0j -0.000138033-0j -0.000256364-0j 7.85932e-08-0j -5.44237e-05-0j -2.30056e-05-0j 3.73456e-05-0j 5.08171e-05-0j -0.257524-0j 0.000552738-0j -9.07061e-06-0j 0.000123688-0j -1.69452e-07-0j 6.22426e-06-0j -0.101536-0j -0.000113559-0j 8.46951e-06-0j 0.000146551-0j 0.0696742-0j 0.0948074-0j 0.000217933-0j -0.000106849-0j 2.06147e-05-0j -0.000149546-0j -6.68114e-08-0j -0.000203491-0j -2.7436e-05-0j -1.89264e-05-0j 0.23076-0j 2.44252e-05-0j 4.5846e-08-0j 6.23839e-08-0j -0.000268598-0j -0.211862-0j -1.78082e-05-0j -0.000495295-0j 0.273414-0j 0.000454732-0j -0.199345-0j -4.57267e-06-0j -0.000586845-0j 1.51842e-07-0j 0.000427865-0j -1.39406e-07-0j -0.0511863-0j -4.47663e-05-0j 1.79908e-07-0j 0.000109864-0j -1.3117e-07-0j -0.501112-0j -3.36809e-08-0j 0.00107557-0j -3.29735e-07-0j 
-0.000811807-0j -0.00860101-0j 0.0044969-0j -0.0217765-0j -0.0413424-0j -5.82202e-05-0j 0.000800858-0j 0.00026581-0j -4.15945e-05-0j -0.00365639-0j 0.00057216-0j -0.000623229-0j 0.00857293-0j 0.000456436-0j -0.00627858-0j 0.0061188-0j 0.000353285-0j 8.95699e-05-0j -0.0270489-0j 0.00564356-0j -0.00156174-0j 0.0597929-0j -0.000395955-0j 0.000325845-0j -0.0193247-0j 8.26131e-05-0j 0.0034523-0j -0.0518842-0j -0.00111576-0j 0.000875278-0j 0.0647403-0j -0.000282884-0j -0.00299567-0j 0.00373795-0j -0.000759506-0j 0.0009477-0j -3.34029e-05-0j -0.037895-0j -3.40917e-06-0j 0.000144678-0j 6.63201e-05-0j 7.85691e-06-0j -2.92275e-05-0j 0.164135-0j -1.9485e-05-0j -0.000309663-0j 1.47662e-05-0j -0.000287253-0j -0.0331581-0j 0.000133441-0j -3.40307e-05-0j -0.0221054-0j -2.98302e-06-0j -1.20557e-05-0j -0.351307-0j 0.000253337-0j -1.98868e-06-0j -3.16048e-05-0j 5.80301e-05-0j -0.000221234-0j 0.151387-0j 3.86867e-05-0j 6.87479e-06-0j 0.000614823-0j 0.000229139-0j -0.013677-0j 1.36193e-05-0j 0.287406-0j 4.5832e-06-0j 7.28377e-05-0j -0.000453396-0j -1.23043e-06-0j -0.250986-0j -0.000264942-0j 2.58561e-05-0j 2.39362e-05-0j -2.25796e-05-0j 0.259954-0j -0.00050299-0j -3.13876e-05-0j 0.000439251-0j 2.83571e-06-0j 2.33864e-05-0j -0.51437-0j -5.95889e-05-0j -0.000454945-0j 5.20378e-05-0j -4.62746e-05-0j -5.38971e-05-0j 0.0009002-0j 0.000106646-0j 
-2.61955e-05-0j 2.64511e-05-0j -0.00115963-0j -0.000704382-0j 0.000382158-0j -1.87866e-06-0j -0.00744013-0j -4.16098e-06-0j -1.34218e-06-0j -0.0164789-0j -0.00531548-0j 1.91664e-06-0j 0.00759057-0j -3.73881e-06-0j -0.014807-0j -1.36767e-06-0j 4.63247e-05-0j 0.0523126-0j 1.49142e-06-0j 2.48077e-06-0j -5.0516e-05-0j -2.50497e-06-0j -0.0570457-0j -8.40265e-05-0j 1.06552e-06-0j -0.0948878-0j 8.48463e-05-0j -8.17544e-07-0j -3.60904e-05-0j 0.0958135-0j -3.05074e-06-0j -0.0407554-0j 2.76911e-05-0j 0.000103332-0j 0.0312705-0j 0.116689-0j -1.07785e-06-0j 3.44201e-05-0j -1.10008e-07-0j 1.15162e-06-0j -0.000616127-0j -0.156747-0j -9.43118e-07-0j -3.67759e-05-0j 3.10173e-06-0j 9.5232e-07-0j 1.17537e-07-0j 0.000658298-0j 3.01176e-05-0j -2.08888e-06-0j 0.167476-0j -9.90508e-05-0j -9.62566e-08-0j -3.89016e-07-0j -3.04114e-05-0j 1.13331e-06-0j 3.16569e-07-0j 9.71957e-08-0j -0.000539111-0j 6.8037e-07-0j 6.67064e-05-0j 0.00177303-0j -0.137154-0j 0.000544371-0j -1.87695e-06-0j 1.24229e-05-0j -2.13196e-07-0j -3.61911e-05-0j 0.451072-0j 0.138492-0j -1.88315e-06-0j -3.97038e-08-0j -2.1727e-05-0j -0.00119406-0j 1.15668e-07-0j -0.000222372-0j 6.944e-08-0j 5.99385e-05-0j 0.000647829-0j -0.303777-0j 0.000388917-0j -0.056573-0j -1.91565e-07-0j 6.01366e-05-0j 0.164812-0j -0.00107291-0j 0.0989433-0j -1.92198e-07-0j -0.272956-0j -0.00107646-0j -0.273859-0j 
-0.000497128-0j -0.00526702-0j -5.84034e-05-0j 0.000282821-0j 0.000536933-0j 0.00685276-0j -5.14599e-06-0j -0.031287-0j 0.00489585-0j 2.34945e-05-0j -3.67647e-06-0j 0.0733567-0j -5.50862e-05-0j -0.0537244-0j 4.03436e-05-0j -2.59552e-05-0j 0.000881913-0j -3.82356e-07-0j 0.000114738-0j -2.39393e-05-0j -0.0038986-0j -0.000253634-0j 1.69025e-06-0j 0.000813415-0j 8.19729e-05-0j -3.52659e-07-0j 0.00861805-0j 0.000220086-0j -0.0027853-0j -3.73638e-06-0j -0.00027462-0j 1.20757e-06-0j -0.00747816-0j 0.00933113-0j 3.24218e-06-0j -4.04554e-06-0j -2.0455e-05-0j -3.40917e-06-0j -0.0381621-0j 8.8597e-05-0j 8.19096e-05-0j -2.51109e-08-0j -1.78981e-05-0j 1.47662e-05-0j -1.19321e-05-0j -0.000189629-0j 0.165292-0j -0.000354776-0j -2.98302e-06-0j 8.17157e-05-0j 1.08763e-07-0j -1.98868e-06-0j -0.0333919-0j -7.38261e-06-0j -3.16048e-05-0j 0.000155136-0j -0.0222612-0j -0.353783-0j 7.16709e-05-0j -0.000135477-0j 1.36193e-05-0j 4.77806e-05-0j -2.1972e-08-0j 0.000759346-0j 0.000140318-0j -1.23043e-06-0j 0.152454-0j 2.58561e-05-0j -1.4648e-08-0j -2.32792e-07-0j -0.000277648-0j -0.0137734-0j -2.25796e-05-0j -0.000327221-0j 0.289432-0j 2.95628e-05-0j -0.252755-0j 2.33864e-05-0j -0.000621225-0j 1.00316e-07-0j 0.000542503-0j -9.06301e-09-0j 0.261786-0j -4.62746e-05-0j 1.90448e-07-0j -0.000561887-0j -1.66314e-07-0j -0.517996-0j 1.72257e-07-0j 0.00111181-0j -3.40845e-07-0j 
