-0.294042-0j -0.363858-0j -0.212251-0j 0.10756-0j -0.0428542-0j -0.0262427-0j -0.0374974-0j -0.0154669-0j -0.0232169-0j -0.00335106-0j 0.0767964-0j 0.0110846-0j -0.0214136-0j -0.00309079-0j -0.0216355-0j -0.0187369-0j -0.00312282-0j -0.00270444-0j -0.0154572-0j -0.00223105-0j -0.00493864-0j -0.000712831-0j -0.017294-0j -0.00305717-0j -0.000254764-0j -0.0191409-0j -0.00338366-0j 0.0443106-0j -0.000281972-0j -0.0100881-0j 0.0447697-0j 0.00783307-0j -0.00178335-0j -0.0176542-0j 0.000652756-0j 0.00791425-0j -0.00624172-0j -0.000148612-0j -0.0102983-0j 0.000659521-0j -0.00312086-0j -0.010923-0j -0.00110339-0j -0.000260072-0j -0.0018205-0j -0.00637175-0j -9.19492e-05-0j -0.00193093-0j -0.000151708-0j -0.00166223-0j -0.00112638-0j -0.000160911-0j -9.38648e-05-0j -0.000293843-0j -2.44869e-05-0j -0.0138573-0j -0.00230955-0j -0.0014143-0j -0.000288694-0j -0.0151227-0j -1.70114e-05-0j -0.00252045-0j -0.011714-0j -0.00154345-0j -0.0118354-0j -0.000315056-0j 0.0313126-0j -1.85649e-05-0j -0.00195233-0j 0.0387474-0j -0.00119555-0j -0.00197256-0j 0.00521877-0j -0.00882158-0j 0.0226026-0j -0.00120794-0j -0.000244042-0j 0.00319583-0j -0.00763971-0j -0.000246571-0j -1.43803e-05-0j 0.000652346-0j 0.0064579-0j -0.0109161-0j -1.45293e-05-0j -0.00147026-0j 0.00395464-0j -0.00545807-0j 3.84399e-05-0j 0.00376711-0j -0.00450268-0j -0.000900348-0j -0.00127329-0j 0.00230687-0j 0.000807237-0j -0.00551463-0j -0.000779725-0j -0.00181936-0j -0.000183783-0j 4.75669e-05-0j 0.000470888-0j -0.00249178-0j -0.000909679-0j -0.000159161-0j -0.00111412-0j -0.000750447-0j -1.08295e-05-0j 2.77474e-05-0j -0.000549385-0j -0.000557062-0j -0.000919106-0j -0.00022742-0j -0.000459553-0j -9.37863e-06-0j -0.00011371-0j -0.000562835-0j -1.34008e-05-0j -0.000415296-0j -9.38058e-05-0j -0.000254316-0j -0.000114888-0j -6.70042e-06-0j -9.15642e-05-0j -5.52756e-06-0j -5.1912e-05-0j -5.60714e-05-0j -6.76985e-06-0j -3.05895e-06-0j -1.14455e-05-0j -6.74434e-07-0j 
-0.00312086-0j 7.35044e-05-0j 0.00437175-0j -0.0536899-0j 0.000423384-0j -0.0382933-0j 0.0172869-0j -0.0225502-0j 0.0234392-0j 0.00338102-0j -0.00153455-0j -0.000221353-0j -0.0207896-0j -0.00299882-0j -0.0209781-0j -0.00109449-0j -0.00302601-0j -0.000157875-0j 0.0291224-0j 0.00420079-0j -0.0194504-0j -0.00280564-0j -0.000183552-0j -0.145156-0j 0.000386913-0j -4.02094e-06-0j -0.00317983-0j -0.00045226-0j 8.47583e-06-0j -0.000107072-0j -0.000456361-0j -0.357655-0j -0.0846745-0j 3.5664e-06-0j 0.000953328-0j -0.360899-0j 0.000323615-0j 0.0002257-0j 0.000212115-0j 0.000961974-0j 0.00282037-0j -0.000325491-0j 0.255921-0j -7.51769e-06-0j 0.167745-0j -0.000189953-0j -0.000682155-0j -0.257404-0j -0.000447123-0j 8.61165e-05-0j -0.150218-0j 0.000686109-0j 0.000400406-0j 0.0681025-0j -0.000181527-0j -0.000147077-0j 0.00115284-0j 0.00287071-0j -0.0277062-0j -3.17683e-06-0j 3.45075e-05-0j 2.49012e-05-0j 0.00011956-0j 6.2007e-05-0j 0.000120644-0j -0.00059845-0j 0.000332341-0j 7.45358e-07-0j -0.000937154-0j -7.8275e-06-0j -0.00233363-0j -0.000945653-0j -0.00260501-0j -1.85315e-06-0j -0.000465549-0j -0.00235479-0j 0.0225226-0j -0.0064868-0j 0.000237036-0j 0.0227269-0j -2.80515e-05-0j 0.0626062-0j 6.13548e-05-0j -0.000107006-0j -2.83059e-05-0j 1.45257e-05-0j 0.000152781-0j 5.60098e-06-0j -7.79748e-05-0j 0.00364914-0j 0.000139586-0j 3.61708e-05-0j -0.00185797-0j 0.00908681-0j -0.00147454-0j -0.000332044-0j -0.00462659-0j 0.000838753-0j -0.000349096-0j 1.83651e-06-0j -0.0876998-0j -9.92133e-05-0j -4.39025e-05-0j 0.0446527-0j 0.0020886-0j -0.00109413-0j 4.34792e-07-0j 0.000109228-0j 3.4178e-05-0j -0.000109323-0j 0.00260268-0j -0.0201578-0j -0.00272451-0j -5.56141e-05-0j 0.00105511-0j 0.006481-0j 2.51061e-05-0j 0.00077767-0j 0.0262951-0j 0.0019365-0j -0.0625502-0j -1.31412e-06-0j -0.0002679-0j -3.27501e-05-0j -0.0186897-0j -0.000667104-0j 7.7905e-05-0j 2.32777e-05-0j 0.00643844-0j -8.01895e-06-0j 
0.0101712-0j -5.09573e-05-0j 0.0029145-0j 0.0122235-0j -0.00137985-0j 0.00873291-0j -0.0119842-0j -0.0150335-0j 0.0156262-0j 0.00225401-0j 0.000349369-0j 5.03951e-05-0j -0.0704575-0j -0.0101632-0j 0.0683697-0j 0.000249601-0j 0.00986205-0j 3.6004e-05-0j -0.0201892-0j -0.00291222-0j -0.0129669-0j -0.00187042-0j -0.000122368-0j -0.0967709-0j 0.000257942-0j -2.68063e-06-0j -0.00211989-0j -0.000107072-0j 5.65055e-06-0j -0.000468316-0j 0.000103899-0j -0.0846745-0j -0.370353-0j 1.20868e-05-0j 0.0002257-0j 0.0821654-0j -4.4165e-05-0j 0.000987174-0j -0.000691304-0j -0.000219012-0j 0.00955845-0j 7.42292e-05-0j -0.0349265-0j -2.5478e-05-0j -0.546695-0j 0.000131686-0j 9.30963e-05-0j 0.0587018-0j 0.00145721-0j 5.7411e-05-0j 0.10414-0j -0.000156469-0j -0.000277583-0j 0.0454017-0j -0.000121018-0j -9.80511e-05-0j 0.00076856-0j 0.00191381-0j -0.0184708-0j -2.11789e-06-0j 2.3005e-05-0j 1.66008e-05-0j -8.28855e-05-0j 4.1338e-05-0j 8.04295e-05-0j -0.000398967-0j 0.000369893-0j 4.96905e-07-0j 0.000649687-0j -1.85315e-06-0j 0.0016178-0j -0.000630435-0j -0.00289936-0j -8.1054e-06-0j 0.000105991-0j -0.00156986-0j -0.0156139-0j -0.00721976-0j 0.000264264-0j 0.0151512-0j 1.94468e-05-0j 0.0696802-0j 1.45257e-05-0j -0.000362652-0j -1.88706e-05-0j 6.3533e-05-0j 3.61708e-05-0j -7.64387e-07-0j -8.67854e-05-0j -0.000830796-0j -0.000454924-0j 0.000158205-0j -0.0020714-0j -0.00206879-0j -0.000349096-0j 7.57236e-05-0j -0.00515804-0j 0.0028426-0j -0.00152689-0j 4.34792e-07-0j 0.0199665-0j 6.87801e-05-0j 5.99154e-06-0j 0.049782-0j 0.00707842-0j 0.00356586-0j 1.90171e-06-0j -2.48679e-05-0j 2.27854e-05-0j 1.49197e-05-0j -0.000593549-0j -0.0683161-0j 0.00887944-0j -6.20025e-05-0j -0.000143995-0j -0.00147801-0j 8.50864e-05-0j -0.000539124-0j -0.0856983-0j -0.00134248-0j 0.0142648-0j 1.79343e-07-0j -0.0001786-0j 0.000106736-0j 0.0129568-0j -0.000444736-0j -1.77665e-05-0j -1.61374e-05-0j 0.00429229-0j -5.34596e-06-0j 
0.0283171-0j -0.0166448-0j -0.00928911-0j -0.00181936-0j -0.00396362-0j 0.00379973-0j -0.00178463-0j -0.0035914-0j -0.00114994-0j -0.00016598-0j 0.00124757-0j 0.000180072-0j -0.0019831-0j -0.000286236-0j -0.00208193-0j -0.00260556-0j -0.000300501-0j -0.000376081-0j 0.000650536-0j 9.38967e-05-0j -0.00254741-0j -0.000367687-0j 0.122723-0j -0.000151423-0j -1.26186e-05-0j -0.130453-0j 0.00016096-0j -0.103264-0j 1.34133e-05-0j -0.34997-0j -0.108411-0j 0.000127413-0j 0.000431813-0j -0.22497-0j 1.06178e-05-0j 0.000133763-0j -0.216369-0j 3.59844e-05-0j -0.125551-0j 1.11469e-05-0j 0.00027758-0j 0.226416-0j 0.000266969-0j 2.31317e-05-0j 0.000154912-0j -0.203843-0j 2.22474e-05-0j -0.000279364-0j 1.29093e-05-0j 0.21305-0j 0.000251513-0j -2.32804e-05-0j 2.09594e-05-0j -0.000262873-0j -2.19061e-05-0j -0.000686358-0j 0.0163893-0j -7.00511e-05-0j -1.42991e-05-0j 0.000719383-0j -8.42583e-07-0j -0.0171779-0j 0.000557947-0j 7.34217e-05-0j 0.000585752-0j 1.49871e-05-0j 0.0010298-0j 8.83126e-07-0j -0.013323-0j -0.000605319-0j 5.69452e-05-0j -0.0139869-0j -0.0245903-0j -0.00205147-0j -0.000337816-0j 5.97831e-05-0j 1.16239e-05-0j 0.000105104-0j -0.00215075-0j 1.22032e-05-0j 6.84944e-07-0j 2.14542e-05-0j 0.0144542-0j 0.00101015-0j 7.19079e-07-0j 0.0489863-0j -6.17801e-05-0j -0.00126832-0j 1.2642e-06-0j 0.00806657-0j 0.00203283-0j -0.000209377-0j 0.0513568-0j -3.44782e-05-0j -1.26108e-05-0j 0.000705529-0j -0.00021951-0j -0.0241209-0j -4.27389e-05-0j -7.43099e-07-0j -7.03782e-06-0j 0.001236-0j 0.0302858-0j -4.48072e-05-0j 0.000103098-0j -0.0485411-0j -2.51842e-06-0j -4.14708e-07-0j -0.000751874-0j -0.000129448-0j -0.016847-0j 2.10447e-05-0j 0.000207474-0j -2.64029e-06-0j -2.64234e-05-0j 7.20077e-05-0j 1.24007e-06-0j -0.0295139-0j 4.23505e-05-0j 0.000126148-0j 1.46985e-05-0j -1.55701e-06-0j 0.0179537-0j 2.49553e-06-0j 2.57499e-05-0j -7.67378e-05-0j 8.66118e-07-0j 1.51733e-06-0j -1.5664e-05-0j -9.23012e-07-0j 
0.000260072-0j -6.12536e-06-0j -0.000364312-0j 0.0136127-0j -0.000107346-0j 0.00970903-0j -0.00438299-0j 0.00571747-0j 2.05346e-05-0j 0.0401736-0j -1.34439e-06-0j -0.00263013-0j -1.82133e-05-0j -0.0356322-0j -1.83785e-05-0j -9.58859e-07-0j -0.0359554-0j -0.00187589-0j 2.55135e-05-0j 0.0499142-0j -1.70401e-05-0j -0.0333369-0j 1.5296e-05-0j -0.000386913-0j -0.140542-0j 3.35078e-07-0j -8.47583e-06-0j 3.76883e-05-0j -0.00307874-0j 8.92267e-06-0j 3.80301e-05-0j -0.000953328-0j -0.0002257-0j -2.972e-07-0j -0.346285-0j -0.000961974-0j -2.69679e-05-0j -0.0819827-0j -1.76763e-05-0j -0.349425-0j 7.51769e-06-0j 2.71242e-05-0j 0.000682155-0j 0.00273071-0j 0.000447123-0j 1.58294e-05-0j 0.247785-0j -0.000686109-0j 0.162412-0j -7.17638e-06-0j -0.000400406-0j -0.249221-0j -0.145443-0j 0.000181527-0j 0.0659375-0j 1.22564e-05-0j -0.000292295-0j 1.25091e-06-0j 0.00346095-0j 2.64736e-07-0j -0.03877-0j -6.31354e-06-0j -9.96333e-06-0j 2.70195e-08-0j -1.00537e-05-0j 7.4756e-05-0j -2.76951e-05-0j -0.000837427-0j 0.00023761-0j 6.52292e-07-0j -1.01688e-06-0j 0.000239764-0j 0.000660484-0j 1.54429e-07-0j 3.87957e-05-0j -1.0261e-06-0j -0.00281344-0j -2.82662e-06-0j -1.9753e-05-0j -0.00283895-0j 0.0315165-0j -0.00782052-0j -1.55561e-05-0j 8.91719e-06-0j 0.0318023-0j -3.6829e-06-0j 6.65743e-08-0j -4.66748e-07-0j 0.0876066-0j -0.000925217-0j -1.16322e-05-0j 1.57614e-08-0j 0.000471078-0j 3.95957e-06-0j 0.000184194-0j 2.76703e-05-0j -2.01603e-06-0j -0.000212661-0j 4.36077e-05-0j -0.00206336-0j 0.0109551-0j 8.26778e-06-0j 1.11312e-05-0j -0.00557784-0j 9.10106e-07-0j 0.000277409-0j -0.000488499-0j -0.122721-0j -2.84817e-06-0j -4.76373e-08-0j -0.000659893-0j 0.00251803-0j -1.1872e-06-0j 0.0624837-0j -0.0001318-0j 2.82409e-06-0j -0.0282073-0j -0.000197173-0j -0.00328469-0j 8.43827e-07-0j 0.00781352-0j 0.00147644-0j 6.79244e-05-0j 0.0367955-0j 0.00233465-0j -2.9069e-07-0j -0.0875281-0j -0.0261531-0j -0.000804264-0j 0.00900948-0j 
0.0018205-0j -0.00437175-0j 0.0050224-0j 0.0313191-0j 0.0242154-0j -0.0076413-0j -0.00964746-0j -0.00551059-0j -0.0136729-0j -0.00197226-0j -0.0877685-0j -0.0126602-0j -0.0126109-0j -0.00181908-0j -0.0112584-0j 0.0214139-0j -0.00162398-0j 0.00308887-0j -0.0347911-0j -0.00501847-0j 0.0365365-0j 0.00527024-0j 0.000107072-0j 0.0846745-0j -0.0002257-0j -0.000229977-0j -0.18187-0j -0.00027434-0j 0.000484775-0j 6.24587e-05-0j -0.000244918-0j -0.216953-0j 0.0493935-0j -0.000212115-0j 0.000578287-0j -0.193685-0j 3.86443e-05-0j -0.000131658-0j 0.000243685-0j 0.000516267-0j -0.167745-0j 5.97554e-05-0j 0.0305606-0j 0.000447123-0j 0.19271-0j 4.82701e-05-0j -8.14593e-05-0j 0.0472557-0j -0.000513669-0j -0.000444442-0j 0.0381728-0j -0.00012596-0j -0.00010175-0j -0.351473-0j 0.000936849-0j 8.57947e-05-0j -0.00067249-0j -0.00167458-0j 0.0161619-0j -0.000181699-0j -2.01294e-05-0j 0.00142422-0j 7.25249e-05-0j 0.00354649-0j 6.47467e-05-0j -0.0342283-0j -0.000193866-0j 4.26307e-05-0j -0.000568476-0j 0.000465549-0j -0.00141558-0j -0.000507508-0j 0.00151959-0j -0.000105991-0j -0.000534838-0j -0.00126376-0j 0.0136622-0j 0.00378397-0j 4.72997e-05-0j 0.0121969-0j -1.7016e-05-0j -0.0365203-0j -0.00364914-0j 5.97179e-05-0j -1.51911e-05-0j 0.000830796-0j -0.00908681-0j -6.55786e-05-0j 4.54853e-05-0j 0.00419225-0j 3.41106e-05-0j 0.00206879-0j -0.000370752-0j 0.0104392-0j 0.0876998-0j 0.000130491-0j -0.00092322-0j -0.000468091-0j -0.0199665-0j -0.000109228-0j -0.100752-0j -0.0001938-0j 0.000514029-0j 0.00891029-0j -0.0011656-0j -0.000267372-0j 2.48679e-05-0j 0.000125485-0j -0.000327551-0j 0.00128-0j -0.00102283-0j 0.0112496-0j -0.000665788-0j -1.10976e-05-0j -0.0123537-0j -0.00254698-0j -1.40112e-05-0j 0.00151907-0j 0.00642574-0j 0.00378268-0j 0.0245817-0j 1.53862e-05-0j 0.00256746-0j -8.00313e-06-0j -0.0365079-0j 0.0063933-0j -3.06161e-05-0j 4.54699e-05-0j -0.0617038-0j 7.68509e-05-0j 
0.00350333-0j 0.00651792-0j -0.00130063-0j 0.0105859-0j -0.0240127-0j 0.00642493-0j -0.0315904-0j 0.00445742-0j 0.0135327-0j 0.00195203-0j 0.0152868-0j 0.00220505-0j 0.0709431-0j 0.0102333-0j -0.0245197-0j 0.00927805-0j -0.00353687-0j 0.00133832-0j -0.026338-0j -0.00379914-0j 0.00287864-0j 0.000415232-0j -0.000105974-0j -0.083806-0j 0.000223385-0j -0.000117292-0j -0.0927563-0j 0.000271069-0j 0.000247241-0j 0.000302206-0j -9.3688e-05-0j 0.214366-0j 0.23899-0j -0.000614885-0j -0.000571392-0j -0.0740902-0j -0.000471157-0j -0.000637027-0j 0.000122698-0j 0.000197487-0j -0.486262-0j -5.68625e-05-0j -0.372599-0j 0.00129613-0j 0.0970319-0j 0.000114139-0j 0.000993162-0j -0.0449679-0j -0.000258638-0j -1.01858e-05-0j 0.0902636-0j 0.000119862-0j -0.000240597-0j -0.00805512-0j 2.14709e-05-0j -8.49147e-05-0j 0.000665592-0j 0.00165741-0j -0.0159962-0j -9.26689e-05-0j 1.99229e-05-0j 0.000726372-0j 0.000209837-0j 0.00180876-0j -7.25249e-05-0j -0.0174569-0j 0.000127405-0j 2.17422e-05-0j -0.00164478-0j 0.000237036-0j -0.0040957-0j 0.000568476-0j -0.000998647-0j 0.000264264-0j -4.72997e-05-0j 0.00141558-0j 0.0395289-0j -0.00248675-0j 7.73265e-05-0j -0.0136622-0j -4.92325e-05-0j 0.0240005-0j -0.00185797-0j -0.000380202-0j 1.7016e-05-0j -0.0020714-0j -0.00462659-0j -0.000412003-0j -2.98921e-05-0j 0.000370752-0j 5.36467e-05-0j -0.00515804-0j -0.000606113-0j 0.00092322-0j 0.0446527-0j -2.87078e-05-0j -0.0015093-0j 0.00298016-0j 0.049782-0j -5.56141e-05-0j -0.00891029-0j 4.46361e-05-0j 0.00322943-0j 0.0145667-0j 0.00742096-0j -0.000420502-0j -6.20025e-05-0j 1.10976e-05-0j -3.36652e-06-0j 0.00804168-0j 0.000225022-0j -0.0716221-0j -0.0010471-0j -1.81425e-05-0j -0.0776129-0j 0.000560333-0j 8.9204e-05-0j -0.000349874-0j 0.0101059-0j -0.000871229-0j -0.00540796-0j 9.66653e-05-0j 2.6388e-05-0j -1.25867e-05-0j 0.00840851-0j 6.57094e-05-0j 6.73551e-06-0j -1.04726e-05-0j -0.000634183-0j 7.89862e-07-0j 
-0.007282-0j 0.000871231-0j 0.0102007-0j -0.000909679-0j -2.10056e-05-0j -0.00800585-0j -0.00435674-0j 0.0011188-0j -0.00057497-0j -8.29898e-05-0j -1.28552e-05-0j -1.85548e-06-0j 0.00259055-0j 0.000373913-0j 0.000514598-0j -0.000113135-0j 7.42759e-05-0j -1.63296e-05-0j -0.00362888-0j -0.000523783-0j 0.000477122-0j 6.88666e-05-0j 0.0613616-0j -7.57114e-05-0j -6.30928e-06-0j 0.0013442-0j -1.65855e-06-0j -0.262279-0j -1.38213e-07-0j 0.0357942-0j -0.0521004-0j 0.000323615-0j -4.4165e-05-0j -0.00605635-0j 2.69679e-05-0j 6.42844e-05-0j 0.162091-0j -3.68041e-06-0j -0.0709103-0j 5.35703e-06-0j 7.47266e-06-0j -0.458522-0j -0.000199998-0j 6.22722e-07-0j 8.74931e-05-0j 0.322572-0j -1.66665e-05-0j 0.00056575-0j 7.29109e-06-0j -0.0287888-0j -0.000398008-0j 4.71459e-05-0j -3.31673e-05-0j 3.55212e-05-0j 2.9601e-06-0j -0.000343179-0j 0.00819463-0j -3.50255e-05-0j -7.14956e-06-0j -7.41261e-06-0j -4.21292e-07-0j 0.000177003-0j 0.00141712-0j -7.56547e-07-0j 0.000281503-0j -1.54429e-07-0j -0.000264823-0j -9.09984e-09-0j -0.0338388-0j 3.16839e-05-0j 0.000144634-0j -0.0067219-0j 0.00632361-0j -4.32402e-06-0j 0.000370969-0j 2.87308e-05-0j 2.95233e-05-0j -2.70284e-05-0j -0.00233064-0j 5.86465e-06-0j 1.73968e-06-0j -5.51715e-06-0j -0.000756568-0j -0.00126832-0j 3.45578e-07-0j 0.000103252-0j 3.23373e-06-0j -1.9581e-05-0j -3.25101e-07-0j -0.00885822-0j 0.000325701-0j -4.41319e-07-0j 0.0556525-0j 3.78618e-05-0j 6.60081e-07-0j 0.0032648-0j -0.00023787-0j 0.0302858-0j -9.00838e-08-0j 3.88957e-08-0j 7.72851e-06-0j -0.00117595-0j 0.000467567-0j -4.8555e-05-0j -0.000129448-0j -0.00777729-0j -5.30824e-09-0j 4.55407e-07-0j 7.97488e-05-0j -1.99848e-06-0j -0.0779589-0j -2.64234e-05-0j 3.32417e-05-0j -2.86113e-06-0j -4.07938e-07-0j 0.000333212-0j -1.55701e-06-0j 0.0280802-0j 6.78544e-06-0j -0.00012002-0j 6.80167e-05-0j -2.4038e-08-0j -0.00190429-0j 3.99836e-07-0j -2.4499e-05-0j 8.13932e-06-0j 4.00792e-06-0j -1.44362e-06-0j 1.66143e-06-0j 9.79009e-08-0j 
-0.000847598-0j 4.24644e-06-0j -0.000242875-0j -0.0030992-0j 0.000349852-0j -0.00221418-0j 0.00303853-0j 0.00381165-0j 1.36898e-05-0j 0.0267824-0j 3.06075e-07-0j 0.0005988-0j -6.17264e-05-0j -0.12076-0j 5.98973e-05-0j 2.18671e-07-0j 0.117182-0j 0.000427803-0j -1.76874e-05-0j -0.0346033-0j -1.136e-05-0j -0.0222246-0j 1.01973e-05-0j -0.000257942-0j -0.0936945-0j 2.23385e-07-0j -5.65055e-06-0j 8.92267e-06-0j -0.0020525-0j 3.90263e-05-0j -8.65827e-06-0j -0.0002257-0j -0.000987174-0j -1.00723e-06-0j -0.0819827-0j 0.000219012-0j 3.68041e-06-0j -0.358579-0j 5.76086e-05-0j 0.0795533-0j 2.5478e-05-0j -6.18577e-06-0j -9.30963e-05-0j 0.00925459-0j -0.00145721-0j -1.09738e-05-0j -0.0338161-0j 0.000156469-0j -0.529316-0j -4.78425e-06-0j 0.000277583-0j 0.0568357-0j 0.100829-0j 0.000121018-0j 0.0439583-0j 8.17092e-06-0j -0.000194864-0j 8.33941e-07-0j 0.0023073-0j 1.76491e-07-0j -0.0258467-0j -4.20903e-06-0j 6.90713e-06-0j 1.8013e-08-0j -6.70246e-06-0j 4.98373e-05-0j -3.08244e-05-0j -0.000558285-0j -0.000164724-0j 1.54429e-07-0j 7.04956e-07-0j 0.000159843-0j 0.000735114-0j 6.7545e-07-0j -8.83259e-06-0j -6.84067e-07-0j 0.00195043-0j -3.14601e-06-0j -2.2022e-05-0j -0.00189263-0j -0.021849-0j -0.00870418-0j -3.6829e-06-0j 3.0221e-05-0j 0.0212015-0j -1.61084e-05-0j 1.57614e-08-0j 6.36989e-08-0j 0.0975054-0j 0.000210643-0j 3.79104e-05-0j 6.89378e-08-0j 0.000525191-0j -9.01472e-07-0j 4.36077e-05-0j -6.3103e-06-0j -2.24761e-06-0j -0.000720723-0j 0.000190733-0j -0.000488499-0j -0.00249414-0j -5.73168e-06-0j -1.51912e-06-0j -0.00621856-0j 3.08442e-06-0j -0.000904102-0j -0.00213662-0j 0.0279397-0j -1.89878e-06-0j 6.50124e-09-0j 0.000150491-0j 0.00853378-0j 3.86921e-06-0j 0.0696612-0j 1.79872e-05-0j -6.44043e-07-0j -0.0955966-0j 0.000136691-0j 0.0107051-0j -5.84987e-07-0j -0.0017819-0j -0.000201496-0j 4.52829e-05-0j -0.11992-0j -0.00161851-0j -1.93793e-07-0j 0.0199611-0j 0.0181307-0j -0.000536176-0j 0.00600632-0j 
-0.0116802-0j -0.0217126-0j 0.00530591-0j 0.000750447-0j 0.00497211-0j 0.000536145-0j 0.0035914-0j -0.00434852-0j 0.000474326-0j 6.84631e-05-0j -0.001565-0j -0.000225889-0j -0.000850612-0j -0.000122775-0j -0.00402901-0j -0.00111809-0j -0.000581538-0j -0.000161383-0j 0.000386403-0j 5.57725e-05-0j -0.00187256-0j -0.00027028-0j -0.0506207-0j 6.24587e-05-0j 5.20489e-06-0j 0.163645-0j -0.000201914-0j -0.0442931-0j -1.68262e-05-0j 0.144355-0j -0.209799-0j 5.46514e-05-0j -0.000178114-0j -0.293466-0j 4.55428e-06-0j 0.000258862-0j -0.01827-0j -1.48428e-05-0j 0.0717141-0j 2.15718e-05-0j 0.000362094-0j -0.149888-0j 2.25425e-05-0j 3.01745e-05-0j -8.84849e-05-0j 0.25666-0j 1.87854e-06-0j 0.00018494-0j -7.37374e-06-0j -0.149345-0j -0.000316682-0j 1.54116e-05-0j -2.63901e-05-0j 0.00018427-0j 1.53559e-05-0j 0.000283108-0j -0.00676023-0j 2.88946e-05-0j 5.89808e-06-0j -0.000902421-0j 3.47548e-07-0j 0.0215486-0j 0.00023932-0j -9.2103e-05-0j 0.00113356-0j -1.88004e-05-0j -0.000424772-0j -1.10783e-06-0j -0.00571463-0j -0.000789619-0j 2.44255e-05-0j -0.0270679-0j 0.010143-0j 0.00257344-0j 0.000192959-0j 0.000115694-0j 4.98583e-06-0j -4.33531e-05-0j -0.000303472-0j 2.36159e-05-0j 2.93793e-07-0j -8.84942e-06-0j 0.018855-0j -0.00203283-0j 1.39158e-06-0j -0.0614502-0j -8.05901e-05-0j -0.000325701-0j -5.21457e-07-0j -0.00460759-0j 0.00246137-0j 0.000262651-0j 0.00724648-0j 1.96938e-05-0j -1.64504e-05-0j 0.000137857-0j -3.0973e-05-0j 0.0485411-0j 5.36134e-05-0j -9.69348e-07-0j 4.01998e-06-0j -0.000944794-0j 0.00777729-0j -6.32233e-06-0j -0.000207474-0j -0.0587742-0j 3.1592e-06-0j 2.36879e-07-0j 0.00224503-0j -3.32417e-05-0j -0.00329182-0j -4.23505e-05-0j 0.000251213-0j -3.72547e-07-0j -6.78544e-06-0j 1.40699e-05-0j -2.49553e-06-0j 0.0225604-0j 5.12786e-05-0j -9.64276e-05-0j 2.87201e-06-0j -3.99836e-07-0j -0.0536083-0j 3.02162e-06-0j -1.96832e-05-0j 0.000229133-0j 1.69235e-07-0j -1.15984e-06-0j 4.67716e-05-0j 2.75604e-06-0j 
-0.000151708-0j 0.000364312-0j -0.000418534-0j -0.00794077-0j -0.00613968-0j 0.0019374-0j 0.00244605-0j 0.00139718-0j -1.19785e-05-0j -0.0234346-0j -7.68922e-05-0j -0.15043-0j -1.10482e-05-0j -0.0216144-0j -9.86329e-06-0j 1.87603e-05-0j -0.0192963-0j 0.0367023-0j -3.04798e-05-0j -0.05963-0j 3.20089e-05-0j 0.0626216-0j -8.92267e-06-0j 0.0002257-0j 0.0819827-0j 1.91648e-05-0j -0.000484775-0j 2.28617e-05-0j -0.176089-0j -5.20489e-06-0j 2.04098e-05-0j -0.000578287-0j 0.000131658-0j 1.76763e-05-0j -0.210056-0j -0.000516267-0j -3.22036e-06-0j 0.0478232-0j -2.03071e-05-0j -0.187528-0j -0.000447123-0j -4.97962e-06-0j 8.14593e-05-0j -0.162412-0j 0.000513669-0j -4.0225e-06-0j 0.0295891-0j 0.00012596-0j 0.186584-0j 3.70368e-05-0j 0.00010175-0j 0.0457534-0j 0.0369593-0j -0.000936849-0j -0.340299-0j -7.14956e-06-0j 0.000170506-0j -7.29699e-07-0j -0.00201889-0j 1.51416e-05-0j 0.0226158-0j -0.000361103-0j -6.04374e-06-0j 1.54538e-06-0j -5.39556e-06-0j 0.00427567-0j 1.61555e-05-0j -0.0478966-0j 0.000144134-0j -3.87957e-05-0j -6.16836e-07-0j 0.000128676-0j -0.000385283-0j 8.83259e-06-0j 4.45698e-05-0j -5.50682e-07-0j -0.00170663-0j 1.64886e-06-0j -3.94164e-06-0j -0.00152359-0j 0.0191179-0j 0.00456197-0j 0.000925217-0j -4.97649e-06-0j 0.0170675-0j -0.000210643-0j -3.95957e-06-0j 5.46488e-06-0j -0.0511038-0j -0.00106292-0j -2.84255e-06-0j 9.01472e-07-0j 9.4002e-05-0j 4.54889e-06-0j -0.0109551-0j -1.08742e-05-0j -4.02292e-07-0j 0.000118681-0j 0.00249414-0j 0.122721-0j 0.0125856-0j 1.615e-05-0j -0.000130329-0j -0.00111304-0j -5.07911e-07-0j 6.77904e-05-0j -0.0279397-0j -0.140985-0j 2.72959e-05-0j 5.57757e-07-0j 0.000259333-0j -0.00140526-0j -2.90117e-07-0j 0.0124684-0j 0.00154317-0j -1.10985e-06-0j 0.0157419-0j -0.000385152-0j -0.000802678-0j 1.6483e-06-0j -0.00307065-0j -0.0172868-0j -0.000650964-0j 0.00899171-0j 0.00456042-0j 2.78588e-06-0j 0.0343979-0j -0.0510865-0j 0.0077078-0j -0.0863438-0j 
