-0.225061-0j 0.754544-0j -0.207581-0j -0.209732-0j -0.181633-0j -0.14984-0j -0.0478745-0j -0.0295614-0j -0.0327184-0j 0.0767687-0j -0.0172441-0j 0.0775643-0j -0.0301772-0j -0.0106693-0j -0.0176034-0j -0.0186712-0j -0.0108915-0j -0.00284133-0j -0.0192918-0j -0.00278453-0j -0.0210534-0j -0.0030388-0j -0.0163079-0j -0.00235384-0j -0.0164769-0j 0.0441834-0j -0.00237824-0j 0.00637733-0j 0.0546742-0j -0.0122812-0j 0.00789154-0j 0.0318933-0j -0.0106358-0j -0.00177263-0j 0.0046034-0j -0.00153514-0j -0.0151972-0j -0.00759858-0j -0.00219352-0j -0.00626851-0j -0.00767732-0j -0.00109676-0j -0.000904781-0j -0.00110813-0j -0.00346898-0j -0.000500705-0j -0.000764839-0j -0.000110395-0j 
0.00456351-0j -0.0151078-0j -0.00827757-0j -0.0395284-0j -0.0107936-0j 0.0036375-0j -0.0180739-0j 0.000599409-0j -0.0019443-0j 0.000524483-0j -0.00172492-0j 0.0025046-0j 0.00352668-0j 0.000216338-0j -0.000840406-0j 0.00178937-0j -0.00307257-0j 0.00181157-0j 0.000391175-0j 5.64612e-05-0j -0.0012511-0j -0.000180581-0j 0.000330672-0j 4.77284e-05-0j 0.00157908-0j -0.00059364-0j 0.000227921-0j -8.56846e-05-0j -0.00109471-0j 0.0036003-0j -0.000158008-0j 0.00026087-0j -0.000424117-0j 0.000519659-0j 3.76533e-05-0j -6.12161e-05-0j -0.00286423-0j -0.000451546-0j -0.000413416-0j 0.00347771-0j 0.000186374-0j -6.51751e-05-0j 0.000501964-0j 2.69008e-05-0j -0.00130964-0j -0.00018903-0j 0.0031485-0j 0.000454447-0j 
-0.000115246-0j -0.00075267-0j -0.000106295-0j -9.64256e-05-0j 0.000181182-0j -0.000294949-0j 0.000312229-0j 0.0021715-0j -0.0046819-0j -0.00563924-0j 0.00126671-0j -0.00511564-0j -0.00431827-0j 0.000783737-0j 0.0049708-0j 0.00123143-0j 0.00095786-0j -0.00911046-0j -9.87865e-06-0j -0.0194248-0j 2.10011e-05-0j 0.0412954-0j -8.35073e-06-0j -0.0164204-0j -7.57536e-06-0j 2.26248e-05-0j -0.0148958-0j 0.0444882-0j -5.45384e-05-0j 1.22507e-05-0j -0.107241-0j 6.27798e-05-0j -5.44623e-06-0j 0.024089-0j 0.123447-0j -0.0107092-0j -6.98699e-06-0j 7.57971e-06-0j -0.0137388-0j -3.84297e-06-0j -1.51123e-05-0j 0.0149043-0j -0.0075566-0j -0.029716-0j 2.26241e-05-0j 0.0444867-0j 3.80828e-05-0j 0.0748838-0j 
0.000114064-0j 0.000128849-0j 0.000608909-0j -0.00020904-0j 8.17211e-05-0j -0.000223499-0j 2.42635e-05-0j -0.00214923-0j -0.00237876-0j 0.00553466-0j 0.00618485-0j -0.00190007-0j -0.0126986-0j -0.00969037-0j 0.00251693-0j -0.0012051-0j 0.00233049-0j -0.000206576-0j 9.77733e-06-0j 0.0192256-0j 1.06702e-05-0j 0.0209812-0j -2.43247e-05-0j -0.0478306-0j 8.35073e-06-0j -1.48379e-05-0j 0.0164204-0j -0.0291764-0j -2.74776e-05-0j -3.07056e-05-0j -0.0540304-0j 5.44623e-06-0j -9.41079e-06-0j -0.0603777-0j 0.0107092-0j -0.0185049-0j 4.45787e-05-0j 4.81092e-05-0j 0.0876571-0j -6.24784e-06-0j 3.45421e-06-0j 0.0945993-0j -0.0122854-0j 0.00679217-0j -5.17429e-06-0j -0.0101744-0j 3.87631e-07-0j 0.000762216-0j 
0.00195579-0j -0.00213274-0j 0.00344654-0j 0.00358214-0j 0.00448437-0j -0.00113582-0j 0.0043626-0j -0.0121126-0j 0.0129417-0j 0.0102968-0j 0.0348565-0j 0.0107019-0j 0.0228061-0j 0.021485-0j 0.0127359-0j -0.0225022-0j 0.0204922-0j -0.0211624-0j -0.0160278-0j -0.00230609-0j 0.0168853-0j 0.00242946-0j 0.0131631-0j 0.00189391-0j 0.013681-0j 0.0243236-0j 0.00196842-0j 0.00349968-0j -0.0143541-0j -0.048591-0j -0.00206527-0j -0.0080159-0j -0.0511434-0j -0.00699128-0j -0.00115333-0j -0.00735852-0j 0.024109-0j -0.0299507-0j 0.0034688-0j 0.0484076-0j 0.0168545-0j -0.00430932-0j 0.00696489-0j 0.00242502-0j 0.0293618-0j 0.00422457-0j -0.0176651-0j -0.00254165-0j 
0.00558914-0j -0.012299-0j -0.0151716-0j 0.00467639-0j -0.00780054-0j -0.0420984-0j -0.0151423-0j 0.000734124-0j -0.00158282-0j -0.0018905-0j 0.000428239-0j 0.000582715-0j 0.00429653-0j 0.00330999-0j 0.00168049-0j 0.000369581-0j -0.000953039-0j -0.00307999-0j 0.000479089-0j 6.91506e-05-0j -0.0010185-0j -0.000147008-0j -0.00119191-0j -0.000172037-0j 0.000367386-0j 0.000369702-0j 5.30276e-05-0j 5.33619e-05-0j 0.00262282-0j -0.000594125-0j 0.000378572-0j 0.00102586-0j 0.00023448-0j -8.57546e-05-0j 0.00014807-0j 3.38442e-05-0j -0.000997261-0j -0.00459218-0j -0.000143942-0j 0.000186374-0j 0.000650639-0j -0.000662823-0j 2.69008e-05-0j 9.39116e-05-0j 0.00322916-0j 0.000466089-0j -0.00184692-0j -0.000266579-0j 
0.000977895-0j 1.9139e-05-0j -0.00443269-0j -0.000879712-0j 0.000170816-0j 0.00623305-0j -0.000814043-0j -0.00605631-0j -0.000116137-0j 0.0260438-0j -0.00353285-0j 0.00516865-0j 0.000526436-0j -0.0158293-0j 0.00702544-0j 0.0461304-0j -0.0321389-0j 0.00285003-0j -0.00801392-0j -0.00115304-0j -0.000151527-0j -2.18017e-05-0j 0.0332935-0j 0.00479027-0j 0.00660744-0j -0.00618416-0j 0.000950678-0j -0.000889778-0j 0.000651608-0j -8.83908e-05-0j 9.37534e-05-0j 0.0086959-0j -0.0551939-0j -1.27177e-05-0j 0.00125117-0j -0.0079413-0j -0.0299507-0j -0.000396045-0j -0.00430932-0j 0.00763147-0j 0.0776112-0j -5.6983e-05-0j 0.00109802-0j 0.0111667-0j -0.027715-0j -0.00398763-0j 0.00186778-0j 0.000268737-0j 
-0.000162983-0j 0.000177729-0j -0.000287212-0j -0.000298512-0j -0.000373697-0j 9.46514e-05-0j -0.00036355-0j 0.00307097-0j -0.00328116-0j -0.0026106-0j -0.00883734-0j -0.00271331-0j -0.00578214-0j -0.0054472-0j -0.00322898-0j 0.00570509-0j -0.00519549-0j 0.00536541-0j -1.39705e-05-0j -0.0274709-0j 1.4718e-05-0j 0.0289406-0j 1.14735e-05-0j 0.0225609-0j 1.19249e-05-0j 2.12014e-05-0j 0.0234485-0j 0.0416893-0j -1.25116e-05-0j -4.23539e-05-0j -0.0246021-0j -6.98699e-06-0j -4.45787e-05-0j -0.0832824-0j -0.0137388-0j -0.0876571-0j 2.10144e-05-0j -2.61063e-05-0j 0.0413215-0j 4.21941e-05-0j 1.4691e-05-0j -0.051334-0j 0.0829681-0j 0.0288876-0j 2.55929e-05-0j 0.0503245-0j -1.53976e-05-0j -0.0302769-0j 
-0.000806723-0j 0.00267071-0j 0.00146328-0j 0.00698771-0j 0.00190805-0j -0.000643025-0j 0.00319505-0j 0.0049962-0j -0.0162061-0j 0.00437168-0j -0.0143776-0j 0.0208764-0j 0.0293956-0j 0.00180322-0j -0.00700495-0j 0.0149148-0j -0.0256105-0j 0.0150998-0j 0.00661115-0j 0.000951212-0j -0.0211446-0j -0.00304228-0j 0.0055886-0j 0.000804089-0j 0.0266876-0j -0.010033-0j 0.00383982-0j -0.00144354-0j -0.0185015-0j 0.0608478-0j -0.002662-0j 0.00440889-0j -0.0071679-0j 0.00875478-0j 0.000634352-0j -0.00103132-0j -0.0484076-0j -0.00763147-0j -0.00696489-0j 0.0587759-0j 0.00314986-0j -0.00109802-0j 0.00845668-0j 0.000453203-0j -0.0221338-0j -0.00318462-0j 0.0532121-0j 0.00765616-0j 
-0.00252544-0j 0.011164-0j 0.00226298-0j -0.0246786-0j -0.0234738-0j -0.0208048-0j -0.0267206-0j -0.000331712-0j 0.00143675-0j 0.000281986-0j -0.000193499-0j -0.00307515-0j -0.00128743-0j 0.000588382-0j 0.0025158-0j 0.0064659-0j -0.00221072-0j -0.00450252-0j -0.000216476-0j -3.12456e-05-0j 0.000924508-0j 0.000133441-0j 0.000177784-0j 2.56609e-05-0j -0.0019388-0j -0.000167049-0j -0.000279841-0j -2.41115e-05-0j -0.000785916-0j 0.000539296-0j -0.000113437-0j 0.00153577-0j 0.000351242-0j 7.78407e-05-0j 0.00022167-0j 5.06975e-05-0j 0.00173731-0j -0.00163987-0j 0.000250758-0j 0.00130964-0j -0.00322916-0j -0.000236694-0j 0.00018903-0j -0.000466089-0j 0.00188105-0j 0.000271507-0j 0.000113925-0j 1.64436e-05-0j 
-8.14913e-05-0j -1.59492e-06-0j 0.000369391-0j 7.33094e-05-0j -1.42347e-05-0j -0.000519421-0j 6.78369e-05-0j 0.00153548-0j 2.94448e-05-0j -0.006603-0j 0.000895699-0j -0.00131043-0j -0.00013347-0j 0.00401328-0j -0.00178119-0j -0.0116957-0j 0.00814834-0j -0.000722582-0j -6.98526e-06-0j -0.0137354-0j -1.32077e-07-0j -0.000259709-0j 2.902e-05-0j 0.0570632-0j 5.75931e-06-0j -5.39037e-06-0j 0.0113248-0j -0.0105993-0j 5.67968e-07-0j -7.70451e-08-0j 0.00111682-0j 7.57971e-06-0j -4.81092e-05-0j -0.000151497-0j 0.0149043-0j -0.0945993-0j -2.61063e-05-0j -3.45209e-07-0j -0.051334-0j 6.65191e-06-0j 6.76491e-05-0j -0.000678799-0j 0.0130799-0j 0.133021-0j -2.41575e-05-0j -0.047502-0j 1.62804e-06-0j 0.00320128-0j 
-0.000988029-0j 0.00217418-0j 0.00268199-0j -0.000826677-0j 0.00137895-0j 0.00744202-0j 0.0026768-0j 0.00611907-0j -0.0131931-0j -0.0157577-0j 0.00356946-0j 0.00485705-0j 0.0358125-0j 0.0275894-0j 0.0140072-0j 0.00308053-0j -0.00794377-0j -0.0256723-0j 0.00809697-0j 0.00116499-0j -0.0172134-0j -0.00247667-0j -0.0201441-0j -0.00289834-0j 0.00620909-0j 0.00624825-0j 0.000893365-0j 0.000898999-0j 0.0443277-0j -0.0100412-0j 0.00637787-0j 0.0173377-0j 0.00396288-0j -0.00144472-0j 0.00249456-0j 0.00057018-0j -0.0168545-0j -0.0776112-0j -0.00242502-0j 0.00314986-0j 0.0109963-0j -0.0111667-0j 0.000453203-0j 0.00158215-0j 0.0545752-0j 0.00785228-0j -0.0312143-0j -0.00449111-0j 
6.72269e-05-0j -0.00022256-0j -0.00012194-0j -0.000582309-0j -0.000159004-0j 5.35854e-05-0j -0.000266254-0j -0.00126671-0j 0.00410881-0j -0.00110837-0j 0.00364522-0j -0.00529288-0j -0.00745281-0j -0.00045718-0j 0.001776-0j -0.00378142-0j 0.00649315-0j -0.00382832-0j 5.76255e-06-0j 0.0113311-0j -1.84305e-05-0j -0.0362406-0j 4.87126e-06-0j 0.00957856-0j 2.3262e-05-0j -8.74515e-06-0j 0.0457412-0j -0.017196-0j -1.61267e-05-0j 5.30374e-05-0j -0.0317105-0j 3.84297e-06-0j -6.24784e-06-0j 0.10429-0j 0.0075566-0j -0.0122854-0j -4.21941e-05-0j -6.65191e-06-0j -0.0829681-0j 5.12315e-05-0j 2.74555e-06-0j -0.0130799-0j 0.100739-0j 0.0053987-0j -1.92928e-05-0j -0.0379362-0j 4.63818e-05-0j 0.0912026-0j 
0.000556807-0j -0.0036976-0j 0.000513561-0j 0.0144248-0j -0.00264169-0j -0.0360466-0j -0.00157224-0j 7.31357e-05-0j -0.000475861-0j 6.39937e-05-0j 4.26625e-05-0j 0.00179745-0j -0.000438901-0j 2.63961e-05-0j -0.00423481-0j 0.00128416-0j 0.00547053-0j -0.0069219-0j 4.77284e-05-0j 6.889e-06-0j -0.000306204-0j -4.41967e-05-0j 4.03462e-05-0j 5.82348e-06-0j 0.00113324-0j 3.68309e-05-0j 0.000163569-0j 5.31608e-06-0j -0.000267928-0j -0.000178619-0j -3.86721e-05-0j -0.00258514-0j 2.63133e-05-0j -2.57814e-05-0j -0.000373133-0j 3.79799e-06-0j 0.00104522-0j -0.000110515-0j 0.000150865-0j 0.0031485-0j -0.00184692-0j -1.59514e-05-0j 0.000454447-0j -0.000266579-0j -0.000113925-0j -1.64436e-05-0j 0.000115814-0j 1.67164e-05-0j 
0.000446439-0j -0.00197354-0j -0.000400043-0j 0.0043626-0j 0.00414962-0j 0.0036778-0j 0.00472357-0j -0.00276489-0j 0.0119756-0j 0.00235041-0j -0.00161285-0j -0.025632-0j -0.010731-0j 0.00490428-0j 0.0209697-0j 0.0538946-0j -0.0184268-0j -0.0375294-0j -0.0036586-0j -0.0005264-0j 0.0156249-0j 0.00224811-0j 0.00300468-0j 0.000432314-0j -0.0327671-0j -0.00282326-0j -0.00471453-0j -0.000406211-0j -0.0132826-0j 0.00911451-0j -0.0019111-0j 0.0259557-0j 0.00593626-0j 0.0013114-0j 0.00373451-0j 0.00085411-0j 0.0293618-0j -0.027715-0j 0.00422457-0j 0.0221338-0j -0.0545752-0j -0.00398763-0j 0.00318462-0j -0.00785228-0j 0.0317912-0j 0.00457412-0j 0.00192541-0j 0.000277028-0j 
8.23358e-05-0j -0.000181182-0j -0.000223499-0j 6.88898e-05-0j -0.000114913-0j -0.000620168-0j -0.000223067-0j -0.0015514-0j 0.00334491-0j 0.00399513-0j -0.000904982-0j -0.00123143-0j -0.0090797-0j -0.00699488-0j -0.00355131-0j -0.000781022-0j 0.00201402-0j 0.00650883-0j 7.05765e-06-0j 0.0138778-0j -1.50039e-05-0j -0.0295029-0j -1.75585e-05-0j -0.034526-0j 5.4121e-06-0j 5.44623e-06-0j 0.010642-0j 0.0107092-0j 3.86378e-05-0j -8.75229e-06-0j 0.0759753-0j 1.51123e-05-0j 3.45421e-06-0j -0.01721-0j 0.029716-0j 0.00679217-0j -1.4691e-05-0j -6.76491e-05-0j -0.0288876-0j 2.74555e-06-0j 9.58481e-06-0j -0.133021-0j 0.0053987-0j 0.018847-0j 4.757e-05-0j 0.0935389-0j -2.72076e-05-0j -0.0534996-0j 
-9.84306e-05-0j 0.00065365-0j -9.07856e-05-0j -0.00254997-0j 0.00046699-0j 0.0063722-0j 0.000277936-0j 0.000609601-0j -0.0039664-0j 0.000533401-0j 0.000355601-0j 0.0149821-0j -0.00365833-0j 0.000220017-0j -0.035298-0j 0.0107037-0j 0.045598-0j -0.0576954-0j 0.000806645-0j 0.00011606-0j -0.00517507-0j -0.000744589-0j 0.000681882-0j 9.81092e-05-0j 0.0191526-0j 0.00062247-0j 0.00275568-0j 8.9561e-05-0j -0.00452819-0j -0.00301879-0j -0.000651516-0j -0.0436909-0j 0.000444714-0j -0.000434344-0j -0.00628625-0j 6.39855e-05-0j 0.0176651-0j -0.00186778-0j 0.00254165-0j 0.0532121-0j -0.0312143-0j -0.000268737-0j 0.00765616-0j -0.00449111-0j -0.00192541-0j -0.000277028-0j 0.00195735-0j 0.000281624-0j 
-3.72033e-05-0j 0.000164462-0j 3.33369e-05-0j -0.00036355-0j -0.000345801-0j -0.000306484-0j -0.000393631-0j 0.000700996-0j -0.00303623-0j -0.00059591-0j 0.000408914-0j 0.0064986-0j 0.00272069-0j -0.00124341-0j -0.00531654-0j -0.0136641-0j 0.00467183-0j 0.00951501-0j -3.18899e-06-0j -0.00627064-0j 1.36193e-05-0j 0.0267802-0j 2.61901e-06-0j 0.00514986-0j -2.85612e-05-0j -2.46087e-06-0j -0.056161-0j -0.00483891-0j -1.15776e-05-0j 7.94459e-06-0j -0.0227656-0j 2.26241e-05-0j 5.17429e-06-0j 0.0156218-0j 0.0444867-0j 0.0101744-0j 2.55929e-05-0j -2.41575e-05-0j 0.0503245-0j 1.92928e-05-0j -4.757e-05-0j -0.047502-0j 0.0379362-0j -0.0935389-0j 2.77105e-05-0j 0.0544884-0j 1.67827e-06-0j 0.00330005-0j 
8.20255e-06-0j -5.44708e-05-0j 7.56546e-06-0j 0.000212498-0j -3.89158e-05-0j -0.000531016-0j -2.31613e-05-0j -0.000154555-0j 0.00100562-0j -0.000135236-0j -9.01571e-05-0j -0.00379848-0j 0.000927514-0j -5.57819e-05-0j 0.00894926-0j -0.00271377-0j -0.0115607-0j 0.0146278-0j 7.03105e-07-0j 0.00138255-0j -4.5108e-06-0j -0.00886979-0j 5.94356e-07-0j 0.00116871-0j 1.66942e-05-0j 5.42571e-07-0j 0.0328266-0j 0.00106688-0j -3.94695e-06-0j -2.6313e-06-0j -0.00776107-0j -3.80828e-05-0j 3.87631e-07-0j -0.00517404-0j -0.0748838-0j 0.000762216-0j 1.53976e-05-0j -1.62804e-06-0j 0.0302769-0j 4.63818e-05-0j -2.72076e-05-0j -0.00320128-0j 0.0912026-0j -0.0534996-0j -1.67827e-06-0j -0.00330005-0j 1.70611e-06-0j 0.00335479-0j 
