-0.0226836+0.000706874j -0.000405898-0.022566j 0.00971498-0.0091921j -0.0107765-0.00991693j 0.00575181-0.00305721j 0.00105984-0.00578703j -0.00216788-0.00105256j -0.00187304+0.000964964j -0.00239087+0.000316851j -0.00425681+0.000341996j 0.00753998-0.00157639j -0.000232534+0.00115103j -0.00295298-0.0109804j -0.00207091-0.00370192j -0.00200177-0.00282399j -0.00104206-0.00283041j -0.00183305+0.00503137j -0.00456723+0.000311641j -0.000994674-0.00589353j 0.00308414-0.00507364j -0.000861772+0.00210273j -0.00189961-0.00212536j -0.0010571+0.00122633j 0.00470295-0.0049676j 0.000841214-0.000734692j -0.00400405+0.00361365j -0.00392495+0.00238862j -0.00307935-0.000374413j 0.00358118-0.00317456j -0.00139899-0.00302976j 0.000132861-0.00308397j 0.00305717-0.00138843j 0.00351957-0.00147262j 0.00282665-0.000873296j -0.0075277-0.00314716j -0.00679954-0.00609785j -0.000222654-0.00197379j -0.00333461-0.00417918j 0.00658657-0.000961249j 9.58393e-05+0.000842701j 0.00311666+0.0024618j -0.00383636+0.0055847j 0.00159529-0.00414747j -0.00103061-0.00341947j 0.00336689+0.00261584j 0.000468332+0.00132064j -0.00056272+0.00574503j -0.00207976+0.00438094j -0.00135934-5.27722e-05j -0.00572092+0.00124921j -0.00111098-0.00713941j -0.0061945-0.00124458j -0.00244111+0.000349683j 0.00375912+0.00487007j 0.00434967-0.000514802j -0.00528225+0.00225433j -0.00387394-0.00186848j 0.00259174+0.00405722j -0.00259184+0.00637921j -0.0007128+0.00429929j -0.00148226+0.00320655j 0.0010291+0.00539862j 0.00480576+0.00073968j -0.00109623+0.00235665j 0.00517118+0.00132588j -0.00261851+0.00250949j 0.00727738-0.00609893j -0.000638941+0.00423832j -0.00602016+0.000269353j -0.00385607-0.00354841j 0.00473275+0.000547319j -0.00323377-0.00525726j 0.00154412-0.000508735j 0.00367934+0.0162358j -0.0149982+0.00172573j -0.0128026+0.0193041j 0.0190504+0.0127738j 
0.0160464+0.00877683j -0.00885608+0.0156638j -0.0175273+0.00534821j 0.00596003+0.0198893j -0.022017+0.0100927j 0.0191023+0.032163j 0.02228-0.0193597j -0.00292686+0.00687763j -0.0292754+0.00140828j 0.00402765+0.0268218j -0.0154308+0.00466091j 0.00296734-0.0141898j 0.00683972+0.0180612j -0.0201724-0.00548656j 0.00877701+0.010852j 0.0159869-0.00872923j -0.00129973-0.0311999j 0.00946292-0.00647397j 0.00350644-0.00469718j -0.00735743-0.00203975j 0.0109048+0.00724694j 0.0036627+0.010537j 0.00352961+0.000260852j -0.00720115+0.0166869j -0.00844349+0.0126664j 0.00629367-0.00652229j 0.0108707+0.00601854j 0.000155049+0.00823631j 0.00545212-0.00609435j -0.0116477+0.0133645j -0.00424265+0.00736725j 0.0106301-0.00262359j 3.91772e-05+0.00905251j 0.00206749+0.00605847j 0.0131667-0.00746136j 0.0101368+0.00204285j -0.0177415+0.0200923j -0.00857776+0.008111j -0.0399865-0.00671641j 0.00683149+0.00212707j -0.00882371-0.0150946j 0.0104845-0.00153141j 0.00396021-0.00431842j -0.0125557-0.00219349j -0.00867044-0.0149717j -0.00263582+0.00172621j -0.00905579-0.0128925j -0.00891512-0.0176244j -0.0176371-0.0123459j 0.0118154+0.00116959j -0.00090536+0.00967263j 0.00987749+0.00774202j 0.0116143+0.00732058j 0.00244659-0.0204045j -0.0102387-0.00637722j 0.00326743+0.00469612j 0.0167904-0.00741089j -0.00492292+0.0116299j 0.00243872+0.00435907j 0.00443364+0.000918949j 0.0090402-0.0250985j 0.0137584-0.000951069j 0.00770008-0.0100956j -0.0202168+0.0108208j -0.006298-0.00952291j 0.0112156+0.0223321j -0.0155595+0.0135168j -0.00292374-0.0273861j -0.0355343-0.00840891j 0.00377781-0.0131952j 0.000102676+0.0221365j 0.0224946-0.0111615j -0.00960142-0.000375841j -0.0200009-0.0186099j 0.0159527-0.0170517j 0.00535177-0.0113438j -0.0115083-0.00588089j 
0.00121217+0.00611933j -0.00597436+0.00122538j 0.00197017+0.0141371j 0.0142276-0.00200913j -0.000305333+0.00167327j -0.00318632+0.000179166j -0.000124939+0.00182162j -0.00408827+0.00207236j -0.00372988-0.00181144j 0.0068938-0.00203698j 0.00537095+0.0173684j -0.00972487+0.00424796j 0.00135004-0.00223819j 0.00808223+0.00434541j -0.00148805-0.00268246j 0.00212428+0.00138373j 0.00389265+0.0055604j 0.00521935+0.00374571j 0.000102513-0.00427304j 0.00626678-0.000348271j -0.0118248-0.00541127j -0.0123763-0.00725842j 0.00566939+0.0049737j 0.000857253-0.00323933j 0.000894806-0.00676799j 0.00106039+0.00802682j -0.00885033+0.00302176j 0.00464253-0.00779736j 0.000527842+0.00427407j 0.00827561-0.0153067j 0.00897406-0.0157164j 0.00600321-0.00259294j 0.0123871-0.00191184j -0.0103085-0.00520405j -0.00710295+0.00853377j 0.000744468-0.00291896j 0.0132947-0.00971255j -0.000293449+0.000462995j 0.00722607+0.00702307j -0.00473139-0.000982791j 0.00562623+0.00153989j -0.00393046+0.00875479j 0.00177283-0.000911008j 0.0105516+0.00598316j 0.00550038-4.71339e-05j 0.00722748+0.00797371j -0.00148133+0.000181804j -0.00197067-0.00160349j -0.00442608-0.00485686j 0.00432491+0.00148843j -0.00208301+0.00137441j -0.0140278-0.0102692j 0.000942635-0.0163389j 0.00478684+0.000401683j 0.0009871+0.0081938j 0.00631946-1.4735e-05j 0.00909657-0.00463534j 0.00642183-0.00546659j -0.000637126-0.00856632j 0.00471094-0.00389133j 0.00142186+0.0028728j -0.00574626+0.00427912j -0.0140541-0.00356693j 0.0135199+0.00390319j 0.00455153+0.01681j -0.000399143-0.00144059j 0.0027796+0.00253859j -0.00543026-0.00036573j 0.00065018-0.00688458j 0.0107937+0.00982349j -0.00172006-0.00262666j 0.00684987+0.0120651j 0.00776684-0.00433417j -0.00475308-0.00526443j 0.00436088-0.00536797j 0.0112694+0.00624644j 0.00657346-0.0110082j 
-0.0166375+0.00733859j -0.0074061-0.0165141j 0.0175251+0.00692874j 0.0059982-0.0182908j 0.0127358-0.0130793j -0.0268834-0.0145575j -0.00791152+0.0250392j 0.00501443-0.00847203j 0.0172709+0.000580742j 0.00134717-0.0171998j 0.0112711+0.00564322j -0.00794924+0.00790444j -0.00121183-0.00229669j 0.00659063+0.00127045j 0.00194948-0.00246548j -0.00320507-0.00194239j 0.00852447+0.0204941j -0.00975069+0.00205517j 0.00340144-0.00389865j -0.0016262-0.000216373j -0.0027099+0.0041587j -0.00937269+0.00328586j 0.0106919-0.00508347j 0.00570223-0.00602913j 0.00990474+7.65193e-05j -0.0156798+0.00624332j 0.00339878+0.0133318j 0.00121565+0.00984864j -0.0089182-0.00319172j 0.00924115+0.000137493j 0.00496187-0.0119667j -0.0019132-0.0033462j 0.00709241-0.010993j -0.0102026-0.00613488j -0.000524791-0.000943935j -0.00257718-0.00263567j 0.000813557+0.00415132j -0.000550879+0.0145557j 0.0145039-0.000503119j 0.00257822+0.000823752j 0.0119159+0.0135476j 0.00245067-0.00259138j 0.00883819+0.00873769j -0.00492663+0.00525412j 0.0046407+0.00352826j 0.00807255-0.00519381j 0.00654118+0.00278598j 0.00920251-0.00698011j 0.00380862+0.000204507j -0.00153257+0.00208935j -0.00950064+0.00265721j 0.00503993-0.008298j -0.00328281-0.0134863j 0.00788457+0.00391364j -0.00675659-0.010403j -0.00592169-0.000412097j 0.00412265+0.00831296j 0.00553753-0.00535745j -0.00302445-0.00337795j -0.0114339-0.00154932j 0.00199996+0.0237568j -0.0176231-0.00621984j -0.0113116+0.0142977j 0.0168708-0.00692881j -0.00329166+0.0205859j -0.00387587-0.0104991j 0.0201828-0.00374097j 0.00341224+0.0140516j 0.00599083+0.00117438j 0.00389507+0.000124786j -0.00594826-0.0117055j -0.0182644+0.0121273j 0.0232228+0.0118689j -0.00849084+0.0268199j -0.02171-0.00577635j -0.00193471+0.0136087j 0.0132393+0.00157259j 
0.0403547-0.00568381j 0.00527696+0.040062j -0.0264872-0.0125491j -0.0115169+0.0291135j -0.00732033-0.000398214j -0.000561495-0.00208793j -0.00526794+0.00333452j 0.0091573-0.00392385j 0.0253504-0.00118914j -0.00557209+0.000658881j -0.0178615-0.015218j -0.0111608+0.00980425j -0.0102492+0.00597355j 0.0215936+0.0291726j -0.000243645-0.00774499j -0.0225881+0.0251754j 0.0038081-0.00288282j 0.00775768+0.0021913j -0.00999201+0.0283103j -0.00636555+0.000845068j -0.00349532-0.00513532j 0.00835364+0.00921633j -0.00666905-0.0122387j -0.00996495+0.0126412j -0.00989932-0.0129894j 0.0156133-0.00343963j 0.0134643-0.00769361j 0.00769734+0.00596683j -0.00605489+0.00871106j 0.0072869+0.0269956j -0.00565159+0.00430952j -0.00787704-0.0103569j -0.0112324+0.00483657j -0.0107823+0.0108304j 0.0148355+0.036069j 0.0232853+0.0151994j -0.00536445+0.00660844j 0.0108568-0.00876579j -0.0272233+0.00519545j -0.00246179-0.00696202j -0.00607603+0.0135561j 0.0346809-0.0195915j -0.00841772+0.00433816j 0.0118055+0.00192839j -0.0115552-0.00545179j 0.0105302-0.00525163j 0.00132017-0.0207495j 0.0049973-0.00910067j -0.000468247+0.00799895j 0.0171755-0.00192497j 0.00496241+0.00867506j 0.0105665-0.00193218j -0.00448101-0.00513531j -0.0235258-0.0074556j 0.0158855+0.0128286j 0.00277735-0.00489579j 0.0104663+0.00936534j -0.00853125-0.0121266j 0.000420434-0.0306226j 0.0146908-0.00611372j -0.00681898-0.00507126j -0.0146446-0.00892141j -0.00860692-0.00918782j 0.0210546-0.017403j -0.0117816-0.0182109j -0.00240322-0.00816574j -0.0151527+0.000827581j 0.0160574-0.00260672j 0.00734138-0.00856235j 0.00142001+0.00447637j 0.0040988-0.00202483j -0.0119599-0.00859601j -0.00841695+0.00966702j 0.0107014-0.0205852j 0.018479+0.0108209j -0.011683-0.0466403j -0.0470503+0.0109952j 
0.0541092+0.0066912j -0.0068996+0.0537573j -0.0251067+0.0106609j 0.00954163+0.0304325j -0.0163571-0.00888929j -0.00785738+0.0134543j 0.00911993-0.00185315j -0.00535055-0.00696701j 0.0083847+0.0110088j 0.0209499+0.0034456j -0.011856+0.000665313j -0.00343247+0.00253988j -0.00905264+0.0189203j -0.000947228+0.00625024j -0.00407596+0.00165385j 0.00938658+0.00526683j 0.0041804-0.00983976j -0.0034159+0.0124537j 0.00936156+0.0169791j -0.00497841+0.0110227j 0.00858477-0.00406013j 0.00736038+0.0078083j 0.00200641-0.0132513j -0.0204687+0.0129802j -0.00166026+0.0154821j 0.0138209-0.00451106j 0.00661123-0.00659381j 0.016335+0.0187053j -0.00230328+0.00589823j -0.00348348+0.0131865j -0.00416266+0.016725j -0.00523736-0.0153551j -0.0115274+0.0130362j -0.020088+0.00392793j 0.0159356+0.0196687j 0.0277842+0.0134078j -0.0154934+0.0107147j 0.00684785-0.00634714j -0.0301049+0.00026082j 0.00113872+0.00810001j -0.0179837-0.00395908j 0.0252878-0.0162952j -0.0133605+0.0160008j -0.00216468+0.0103609j -0.0226244-0.0104193j 0.0144247-0.00207336j -0.00601623-0.0111997j 0.00718939-0.0304674j 0.00580988-0.00106854j 0.0177271+0.0024927j 0.00385672+0.0203419j 0.0108069+0.013599j 0.011555-0.00537561j -0.00190872-0.0135294j -0.0159919+0.00795538j 0.00959062-0.00982326j 0.00380261-0.00335142j -0.0129505-0.0124211j -0.00518768-0.00599968j 0.00559785-0.00374205j -0.00436256-0.00949565j -0.0147761-0.0251529j 0.00694562-0.005733j 0.00800425-0.0209052j -0.0102872-0.00338909j -0.000895124+0.00357945j -0.0184716+0.0167391j -0.00270416-0.00969757j 0.00495418-0.00609513j 0.00869962-0.00218791j -0.00581985-0.00139123j -0.00414217+0.00386522j -0.00478613+0.00606418j -0.00679218-0.0299199j 0.0267529-0.00814787j 0.00437991-0.0432253j -0.0435405-0.00492846j 
-0.00954367+0.00915359j -0.00925146-0.00940199j -0.00305996+0.00975064j 0.0115028+0.00400558j -0.0146448+0.00892028j 0.00881688+0.0194451j 0.0120135-0.00419805j -0.00110976+0.00479529j -0.0116921-0.00792992j -0.00545816+0.0108918j -0.00441945+0.00954058j -0.00826637+0.00195137j 0.00495307+0.00789668j -0.00096761+0.000430723j 0.00604762+0.00136222j 0.00281365-0.00785863j -0.00225765-0.0146553j 0.0134235-0.01079j 0.000622359-0.00163748j -0.00529432-0.00642204j 0.00241052+0.00170252j -0.00146463+0.00706672j 0.0119427+0.000187558j -0.00311292+0.00565276j -0.00289821-0.00327242j -0.000494824-0.0100458j 0.00654689+0.0159053j -0.0141434+0.00493622j -0.00314503+0.00243223j -0.00961362+0.00697333j -0.000656901+0.00144963j 0.0129941-0.00219379j 0.00048374-0.00192618j -0.00473482+0.00748982j 0.0044718-0.00879607j -0.000731886+0.00561067j -0.0109013+0.00335378j -0.00613755+0.0210746j 0.00807133-0.00238888j -0.00671373+0.000885371j -0.000610184+0.00249697j -0.00335459+0.00548088j 0.0151324-0.00597718j -0.00755684-0.00958066j -0.010082-0.00966985j -0.000754582+0.00149501j -0.00265745-0.00231173j -0.00216185+0.00916012j -0.0102758-0.00445268j -0.0070274+0.0107849j -0.004821-0.00825096j 0.00602051+0.0161403j -0.00118766-0.0082539j -0.00239696+0.00747091j -0.0118064-0.00744772j 0.0152355+0.00299149j -0.00673046+0.00346041j -0.00342192+0.006601j 0.00432567+7.86323e-06j 0.00482323+0.0132786j 0.0111233-0.0081569j -0.00346168-0.00343163j 0.0101881+0.00218415j -0.0149566-9.54891e-05j -0.0112053+0.0116206j 0.0109343-0.00432042j 0.00220987+0.0170371j -0.00824986-0.0128029j -0.00786647+0.00598786j -0.00537082-0.0154185j -0.0131361+0.0099704j 0.0106128+0.00838315j -0.00119693-0.00405819j -0.0163066+0.00147586j -0.00241903-0.0158883j 0.00606589+0.0064377j 0.00660939-0.00586423j 
0.00440857+0.00257125j -0.00270221+0.00423247j 0.00140991+0.00169451j 0.0022587-0.00232431j 0.000481222+0.00393716j 0.00551092+0.00178515j 0.000453622-0.00592149j -0.00112203+0.00115951j 0.00299113-0.00150531j -0.000305147-0.00347087j -0.00223745-0.00501281j 0.00573784+0.00247416j -0.00104881+0.00696328j 0.00811755+0.00366028j -0.00149449-9.27715e-05j -0.00561688+0.00371857j 0.00650975-0.000126368j 0.00652951-0.00401833j -0.00787472-0.000326801j -0.00921025+0.00572075j -0.0054768-0.00268751j -0.00375945-0.00226919j -0.00445888-0.00482999j -0.0107586-0.00742838j 0.000195848-0.00246616j -0.000901041+0.00864117j -0.000998856-0.00548135j -0.00425381-0.00606199j 0.00262802+0.00638168j 0.002923-0.00106774j 0.0011649-0.000820307j -0.000502423+0.0062875j -0.00134438+0.00381915j -0.000555414-0.0098878j -0.0016598-0.00206966j 0.000694812+0.00197938j 0.00165527-0.00489654j 0.00361275+0.00288613j -0.00602978-0.000629425j -0.00044317+4.12564e-05j 0.00272642-0.000854241j -0.00432872-0.0022417j 0.00347543+0.00246299j 0.00508209+0.00291541j 0.000651448+0.000291235j 0.00727139-0.00546523j -0.00363659-0.00113659j 0.00493156-0.00440508j 0.00295058+0.00466188j -0.00858245+0.00217238j 0.00590358-0.00408243j 0.00460244-0.00722125j 0.00824022+0.00553325j -0.00433369-0.00324934j 0.00555674-0.00324754j -0.00375548-0.0018687j 0.00163268+0.00723826j 0.00715958+0.00195923j 0.000375787-0.0108208j 0.00042536-0.00645899j -0.000861874+0.00189927j 0.00284787-0.00256252j -0.00891672-0.00147603j -0.00174102-0.00159936j 0.0010764-0.00979283j 0.000853407+0.00235324j -0.00423353+0.0020374j 0.00106263+0.00627675j 0.00834782+0.00235069j -0.000860498+0.00503117j 0.00293578+0.00181751j 0.00371716-0.000596013j 0.000149419-0.0029568j -0.00394547-0.00650481j 0.00645098-0.00487006j 0.00122554-0.0013217j -0.00151666-0.00111429j 
-0.0410404-0.00329565j 0.00332322-0.0406555j 0.0159628-0.00450295j -0.003501-0.01857j 0.000568739+0.00612535j 0.0114275+0.00576505j 0.00379397-0.00770846j -0.00400637+0.00682986j -0.0242621-0.00407549j -0.00635017+0.0134697j -0.00207252+0.00955403j 0.00130324-0.0157601j 0.01523+0.00210658j -0.0269911-0.0179871j 0.00599962+0.00540135j 0.0180169-0.0200452j -0.00795731-0.0105982j -0.00095179-0.0031796j 0.0100929-0.00579515j 0.0127826-0.0190441j 0.00450833+0.00737522j -0.00385143-0.00356022j 0.0174274+0.0132769j 0.0144125+0.00417363j -0.00697199+0.00399466j -0.0129068-0.00604525j 0.00233571+0.0205235j -0.00799663+0.00162156j 0.0114534-0.0117726j -0.00664885-0.0156983j -0.00484093-0.0153924j 0.00576823+0.00255718j 0.0118996-0.0039307j 0.00944-0.00289122j -0.012203-0.030987j -0.0125727-0.0258606j 0.00261227+0.00282534j -0.00857352+0.00648544j 0.00811824-0.00310184j 0.0045011+0.00880983j 0.0132972-0.00127868j -0.022319+0.0157493j 0.00668416-0.0156099j -0.0180465-0.00959891j 0.0177185-0.00476913j -0.0120415+0.0111191j 0.00213494+0.00832897j -0.0141676+0.00654916j -0.0111415-0.00748452j -0.0161597+0.0094519j -0.0216087+0.00324103j -0.00630642-0.00424724j -0.0034219-0.00104826j 0.0177709+0.00747868j -0.00705492-0.0147114j -0.0111143+0.00557312j 0.000207388-0.00971408j -0.00681594+0.01227j -0.00219109+0.0326439j 0.00409339+0.0140997j 0.00445354-0.0025811j 0.00385186+0.00883093j 0.0146642-0.00402913j -0.0101074+0.0101267j 0.0106108+0.00367391j 0.0148229+0.00757866j 0.0048671-0.00881489j -0.00218615-0.0104642j -0.0251429+0.00883419j -0.00786533-0.00255008j 0.0115404+0.0162595j 0.0183325-0.00617174j 0.00820161-0.0114605j -0.00371155+0.018927j -0.0143497-0.00195503j 0.00249094+0.0274706j 0.0274317-0.00184349j 
-0.0107662+0.00660526j -0.00676458-0.0105462j 0.0126413+0.0139485j 0.013764-0.0137989j 0.00616859-0.00494338j -0.0141708-0.000377331j 0.00318033+0.0136494j 0.00292119-0.00621629j 0.000676002-0.00481421j -0.00103301-0.0104552j 0.00807534+0.00911079j -0.000534122+0.000316812j 0.00938129-0.00880808j 0.00862628-0.00305436j -0.00495003-0.000439002j -0.00127844-0.0112216j -0.0061882+0.00165446j 0.00432848-0.00463336j -0.00217012+0.00675478j 0.00955922+0.00673914j 0.00626571+0.00081874j -0.00227791-0.000129112j 0.0144262+0.000956885j 0.00366424+0.00138871j 0.0144993-0.00302728j -0.013597+0.0019684j 0.00660724+0.0127442j 0.000700301-0.00985814j -0.00608924-0.00869559j 0.00544546-0.0036449j 0.00106497+0.00211781j 0.00344235-0.00557943j 0.00410026-0.0173053j -0.00338151-0.00307631j 0.00495978-0.00479725j -0.00813934-0.00264735j 0.00534738-0.00551386j -0.00502908+0.0140737j 0.01146-0.00189836j 0.0108257-0.00924504j 0.00475315+0.0029858j -0.00865062+0.00269447j 0.00321093+0.000790275j 0.00236062+0.00113085j 0.00248803+0.00754828j -0.0102547-0.00502389j 0.00572532+0.00159108j -0.000695516+0.00857787j -0.00889617-0.00220238j 0.00877031+0.00997562j -0.0077657-0.00201675j -0.0127414-0.0068868j -0.00732571-0.00457914j 0.00878381-0.00345162j -0.00347117+0.00650004j -0.00471644+0.0113241j -0.00123244-0.00861608j 0.0122699+0.00623006j -0.00445214-7.90672e-05j -0.00662523+0.000579274j 0.00827539+0.0167969j -0.00183837+0.00921455j -0.00668315+0.00985937j 0.00889203+0.00683839j -0.0080752+0.0162535j -0.00551953-0.00536975j 0.00648428+0.00109851j -0.00066696-9.03439e-05j 0.00437191-0.00398614j -0.0034122+0.00997093j -0.00608959-0.0022038j -0.00524262+0.0142635j 0.00889902+0.0128598j -0.0105704+0.00502068j -0.00575939-0.00648174j 0.00912033+0.0115344j 0.0120008-0.00884541j 
0.0126872+0.00383057j -0.00387437+0.012499j -0.0102714+0.00911244j 0.00845576+0.0109839j -0.00878923+0.00464754j 0.00516895+0.0144179j 0.0108995-0.00361723j -0.000321236+0.00198893j -0.00860745-0.0016542j 0.00235886+0.00618975j 0.00137293+0.00199299j 0.0050002+0.000980684j 0.00507621+0.00883089j -0.00848622-0.00280618j 0.00676177+0.0014708j 0.0117016-0.00484901j -0.00203802-0.0130729j 0.00471061-0.00438779j 0.00381055-0.00625958j -0.00937425-0.000345723j 0.00753274+0.00251522j 0.00281776+0.00680675j 0.00075826+0.00122695j -0.00264768+0.0110367j 0.00169268+0.0106941j 0.00457624-0.00877837j 0.00436138+0.00216836j -0.00235684+0.00533223j -0.00046262+0.00204725j -0.0104286+0.0120329j 0.00295262+0.00823491j 0.00605828+0.00128749j -0.0057562+0.005696j 0.00660812+0.00355292j 0.00243358-0.00822655j 0.0014571+0.0074646j -0.0122617+0.00940759j -0.00476163+0.012606j -0.007225-0.00487087j 0.000203196+0.00456117j -0.00942032-0.00991908j 0.00142295+0.000345002j 0.00822338+0.00216956j -0.00237809-0.00396923j -0.00760408-0.00468653j 0.00103102+0.000479625j -0.00739838+0.00167089j 0.00102277+0.00173742j -0.0068782-0.00505291j -0.00432135+0.00191598j 0.00149579-0.0033521j 0.00954916+0.0150999j 0.00432866+0.00704164j -0.00227132-0.00257259j -0.0116154+0.000247866j 0.0109948+0.00271474j -0.00726384+0.0079258j -0.00505065+0.00183452j 0.00364771+0.00100088j -0.00243673+0.00518581j 0.0129711-0.00901164j 0.00488949+0.000796974j 0.00179873+0.000252501j -0.0144928+0.00407753j -0.00535279+0.0014626j -0.00163588+0.00489901j -0.00514105+0.00320468j -0.00108047-0.00765434j -0.00301115+0.000945433j -0.00150134-0.0077398j -0.00340316+0.00226633j 0.00197088-0.00253363j -0.00986943-0.00289415j -0.00752878-0.0115884j 0.0089256-0.00974186j 0.00522312-0.00894874j -0.00917075-0.00509358j 
0.00403383+0.00103916j -0.00116011+0.00409223j -0.00122303+0.000252508j 0.00145719+0.00152126j -0.00429475+0.00863853j 0.00811268+0.000961991j -0.00532857-0.00230389j 0.00587601+0.00902738j -0.00218042+0.00109571j -0.00400025+0.000531916j -0.0036408-0.0120415j 0.00998955-0.000605517j -0.000972676+0.00763232j -0.00196078+0.000482478j 0.000994247+0.000698162j -0.00158087+0.00436069j 0.00718211-0.00719464j 0.00765599-0.000647371j -0.00023068+0.000610528j -0.00737957-0.000994713j 0.001374-0.00205829j 0.00162305-0.00215556j -0.006007-0.00441601j -0.00577576-0.00531005j -0.00507037-0.00301911j -0.000126642+0.00795471j 0.00966849-0.00158212j 0.00015007-0.00395361j -5.64917e-05+0.00277068j 0.00492519+0.00551935j -0.00989236+0.00285455j 0.00240641+0.00562874j -0.00078964+0.00163342j -0.00308045-0.0031136j -0.00276437-0.00151842j 0.00504616+0.00326021j 0.000276836+0.00397154j -0.00224282-0.00496077j -0.00746857+0.00121828j -6.06391e-05-0.00142121j 0.00219496+0.00611618j 0.00239098-0.00922768j 0.00444628-0.00161694j 0.00280686+0.00325925j 0.00207454-0.0162934j 0.00273727+0.000371913j -0.000114899-0.00865552j 0.0107817-0.00651838j -0.00106236+0.00228285j -0.00843495+0.00413873j 0.00774708+0.000521627j 0.00410538-0.00922235j 0.00742414+0.00222936j -0.00834461-0.00545176j 0.00316867-0.00420769j -0.00394257-0.00176271j 0.00860304+0.00737368j -0.00684198-0.000229372j 0.00395691+0.003859j 0.00939837+0.0060197j 0.00279868-0.00189802j -0.00503942-0.00448213j -0.00104802-0.00231628j 0.00813838-0.00889565j -0.00416166+0.000365826j 0.00513136-0.00614423j 0.00191787+0.00844894j -0.00707381-0.00187778j -0.00724669+0.00498846j 0.00440666-0.00835829j -0.00202193+0.00221879j 0.00644281-0.00200675j -0.00278422-0.00259826j -0.00331922-0.00784406j 0.0078006-0.00272037j 0.000183103-0.00143005j -0.00133606-0.000353053j 
0.010977+0.00794733j -0.00808792+0.0112851j 0.00270982+0.022918j 0.0233844-0.00268946j 8.28051e-05-0.0038518j -0.0131091+0.00436968j 0.00946008+0.0107727j -0.00353046-0.0153164j 0.0108547-0.00887756j 0.00752061-0.00999845j -0.0109424+0.0101867j 0.00226157-0.00382499j 0.0101662+0.0184125j 0.00542692+0.00942078j 0.0110887+0.00516211j -0.00217904+0.00377895j 0.00942585+0.00507161j 0.000663893-0.00550627j 0.00703208-0.00397141j -0.00232603+0.00585514j -0.0037407+0.005644j -0.0110405+0.00693204j 0.0172611-0.00573604j 0.00701344+0.000158226j 0.00423181+0.00164435j -0.014967-0.00276953j 0.0067525+0.00695823j 0.000707784+0.000553732j -0.0109358+0.00230995j 0.00420123-0.000676607j 0.000953562-0.00538294j -0.00167802-0.00581366j 0.000944796-0.00737852j -0.00190556-0.00824033j 0.0168722-0.00578542j -0.0051965-0.00630514j 0.00115209-0.00270568j 0.00780782+0.023574j 0.00555873-0.00254144j 0.00267535+0.000392817j 0.0030283+0.00281837j 0.000201961+0.00462089j 0.00537033+0.00603251j -0.00502685+0.0055268j -0.000723963-0.00334296j 0.00460463-0.0038847j -0.00268185-0.00648737j 0.0058467+0.00383325j -0.00560207+0.00330183j -0.00180554-0.000978463j -0.0127702+0.00892112j 0.00503103+0.0039034j -0.00211801+0.000651128j 0.00931479+0.0014631j -0.00550145-0.00379967j 0.0100671+0.00248444j 0.00144817+0.00636921j 0.00607981+0.00149424j 0.00397379-0.00955889j -0.00793425-0.00118543j 0.00766541+0.0117197j -0.00881413-0.0067475j -0.00673881+0.00486622j 0.00691501-0.00118351j -0.0104217+0.0121182j 0.00778408-0.00956814j -0.00183442+0.00860446j 0.00191134+0.00142385j 0.0174557+0.00347784j -0.00425838+0.00797645j -0.00885234-0.000155999j -0.0019218+0.019452j 0.0103471+0.00166338j -0.0187916-0.0013547j 0.00239669-0.0188621j 0.0201343-0.0108725j -0.0107408-0.0194354j 
