2.3405e-16+0.0370378j 1.48043e-16+0.00195986j 3.48701e-18-0.020478j 2.44492e-17-0.00172664j -1.4278e-16+0.0107648j 1.8026e-17+0.0264693j -6.56226e-18-0.0138566j 3.12487e-17-0.00125329j 2.49006e-17-0.00731458j 8.76476e-17-0.0106312j 3.7009e-17-0.00285092j 5.0946e-17-0.0215282j -8.29688e-17+0.0129345j 4.47907e-17+0.00713411j 3.47684e-19-0.00880531j 3.26094e-17-0.0100376j 1.15369e-17-0.0153315j -1.07837e-16-0.00902164j -2.46662e-17+0.00240809j 6.94762e-17+0.0104925j -3.66623e-17+0.014101j 2.19244e-18+0.00389765j 2.72399e-16-0.00736239j -1.36724e-16+0.00721324j 1.68074e-16+0.00861578j -8.7709e-17+0.0197127j -7.00713e-17-0.0115306j 1.35732e-16+0.0192397j 6.01515e-17+0.0157178j 8.60104e-18+0.00931255j 1.94737e-15+0.0054067j -1.84665e-17+0.00690071j -5.02395e-17+0.00144711j 2.51269e-17-0.00580694j 1.45252e-16+0.00307949j -5.55142e-17+0.00588728j -2.40953e-17+0.0160665j -2.79393e-16+0.00920017j -1.54732e-16-0.0163328j 1.1612e-15-0.00350554j 1.13343e-15+0.00940916j -5.49163e-15+0.00369892j -3.27086e-16-0.00653276j 3.47755e-17+0.0011251j 6.62308e-17+0.00378884j -1.24291e-16-0.00643036j 3.09394e-16+0.0151958j 1.88229e-16+0.0105568j 2.15767e-16+0.0184632j 5.47917e-17+0.00640369j 1.09237e-16+0.0175983j 1.62896e-16+0.0172056j 1.09916e-15+0.0103486j 4.50484e-18-0.00805988j 6.09881e-17-0.0212065j -1.23499e-16-0.0039382j -3.98046e-16-0.0242692j 2.03494e-17+0.00319551j -3.8006e-17-0.00235664j -2.81817e-17-0.00686522j 7.93371e-17+0.00985617j 1.48855e-18-0.00401301j 2.38474e-17-0.0273455j 1.26821e-17-0.0122952j 4.6893e-17-0.0104793j 1.01105e-17+0.013312j 1.17331e-18+0.0259239j -2.78356e-17-0.00964398j 4.02381e-17-0.00572059j 2.63134e-17-0.0208995j -2.76907e-17-0.00486603j 6.52517e-17+0.0367919j 
-1.17198e-16-0.00126907j 7.60376e-18-0.00239866j 4.3602e-17+0.00180037j 6.38247e-17-0.00617206j -2.63963e-17-0.000263575j -7.00284e-17-0.000981456j 6.9989e-17-0.00306266j 9.30872e-17-0.00955016j 2.11623e-17-0.000522644j -3.5029e-17+0.0037922j -2.32996e-17+0.00245369j 3.23116e-17+0.00314065j -2.33325e-17+0.000140728j -2.91833e-17+0.000821258j 8.36141e-17-0.00514473j 6.36579e-17-0.0032072j 7.73011e-17-0.00137222j -8.78004e-18+0.00464683j -2.17847e-17+0.00170546j -3.43483e-17-0.000336812j 3.74059e-18-0.00278278j 1.08744e-16-0.00623381j 2.73494e-16-0.00439902j -2.84969e-17-0.00101099j -2.06651e-17+0.0016074j -3.52731e-17+0.000645654j 7.02514e-17+0.000729731j -2.14086e-16+0.000981133j 1.69032e-16+0.00501313j -1.38667e-16+0.00190387j 1.04611e-16+0.000212478j -1.12505e-16+0.00352145j -1.00167e-16+0.00715927j -5.4472e-17+0.00295095j 1.14041e-16+0.00229883j 8.19688e-18-0.00216271j -8.81118e-17+0.000558176j 6.14545e-17-0.00280916j -1.01371e-17-0.0014773j 6.49368e-16+0.00139171j 5.11266e-16+0.00131629j 8.68696e-15-0.00570213j 3.84987e-17+0.00411276j -7.98661e-17+0.00620226j -9.09304e-18+0.00423284j 2.55639e-17-0.00254275j -3.92187e-17-0.00286148j -5.83885e-17+0.00851579j -1.30019e-17-0.00208755j 4.90395e-19-0.0027664j -7.85201e-17+0.00310696j -7.0013e-17-0.000990821j -2.80432e-16-0.00260891j -1.43816e-17+0.00515013j 7.77281e-17-0.00140644j -1.28522e-17+0.00921447j 5.22893e-17-0.00184546j 4.63129e-17-0.00669563j 4.3012e-17-0.00130329j 2.31206e-17+0.00089964j -2.85685e-17-0.00337455j 1.71241e-17-0.00166076j 1.00785e-16-0.00178316j 2.15257e-17+0.0016547j 1.3199e-16-0.0103991j -9.90102e-18-0.00302694j -5.72701e-17-0.00241693j 1.68708e-17+0.00216939j 7.88933e-17-0.00638328j 5.17923e-17+0.00119732j 3.53245e-17-0.00202813j -9.40921e-17-0.00214722j 
4.71048e-16+0.0066659j 6.915e-17+0.000980997j -2.15284e-16-0.00355638j 4.65276e-17+0.0015545j 6.6225e-17+0.00131294j 2.80391e-16+0.00437226j -1.50628e-16-0.00182131j 9.0039e-17+0.00269054j -5.76016e-17-0.000884107j -6.30517e-17-0.00174183j 3.85895e-17+0.00018851j -2.75814e-16-0.00484133j 1.45778e-16+0.00256299j 1.77591e-17-8.91904e-07j -9.10109e-17-0.000632365j -1.7314e-16-0.00221964j -1.12752e-16-0.0015378j -1.95632e-16-0.00337731j -5.38178e-17-0.0010004j 1.31188e-16+0.00191089j 1.16581e-16+0.00236315j 9.68782e-17+0.0023171j -1.15943e-16-0.00193528j 1.49768e-16+0.00270286j 1.26811e-16+0.00131783j 1.93775e-16+0.00295201j 2.58052e-17-0.000327373j 3.54245e-16+0.00368854j 3.00353e-17+0.00137049j 2.08214e-16+0.00224194j -2.06423e-16-0.000559155j 7.65267e-17+0.0010008j -2.22959e-17-0.00147905j -1.2425e-16-0.00262012j -2.81447e-17-0.000316928j 3.95861e-17+0.00110262j 1.44972e-16+0.00189214j 7.26053e-17+0.00263237j -2.09469e-16-0.00278124j -7.80237e-16-0.00282023j -4.46216e-16+0.000611429j -1.17369e-15+0.000785185j -1.31823e-16-0.00176148j -4.64517e-17-0.00176112j -4.37557e-17-0.0013252j -1.24489e-16-0.00116583j 2.16241e-16+0.00290682j 1.43796e-16+0.000606873j 2.20601e-16+0.00316904j 1.15394e-16+0.00197928j 2.05427e-16+0.0023704j 3.49485e-16+0.00489714j 3.31284e-16+0.00201993j -1.17054e-16-0.00250849j -2.37361e-16-0.00356634j -1.72152e-16-0.00333783j -4.21673e-16-0.00490696j 1.39025e-16+0.00306816j 3.92802e-18+0.000343718j -4.54365e-17-0.000841848j 1.06713e-16+0.00187538j -3.24153e-17-0.000254066j -2.63094e-16-0.00379081j -1.60223e-16-0.00271485j -1.97698e-17+0.00110762j 1.9852e-16+0.00343824j 3.01756e-16+0.0049416j -1.07832e-16-0.00186833j -4.26017e-18+0.000783755j -2.20877e-16-0.00358946j -3.90574e-17-0.000220169j 4.47238e-16+0.00694027j 
-6.86171e-17-0.00916152j -4.13752e-17-0.00395062j -4.07056e-18+0.00640798j -8.4938e-19-0.00896295j 2.75945e-17-0.00209884j -7.78889e-19-0.00637675j 1.9578e-19-0.00163913j -1.9019e-18-0.0141766j -1.31787e-17+0.000506747j -5.79489e-17+0.00697682j -1.42356e-17+0.003294j -2.02648e-17+0.00911544j 4.71406e-17-0.00259964j -1.24552e-17+0.000501406j 1.1425e-17-0.00556603j -3.66977e-18-0.0018596j 2.27235e-17+0.000486229j 2.70704e-17+0.00907931j 4.16829e-18+0.00271286j -1.81458e-17-0.00258119j 3.76823e-17-0.00636348j 8.01681e-17-0.010013j 2.11772e-16-0.0038194j 6.07639e-18-0.00373905j -2.97389e-18+0.000505811j 5.15775e-17-0.00274832j 3.6386e-17+0.00209339j -2.69222e-16-0.0027771j 4.11756e-16+0.00433907j -1.47665e-16+0.000204772j 1.19083e-16+0.000227835j -5.8044e-17+0.00335198j -3.96065e-17+0.0102194j -7.67311e-17+0.00609688j 1.96052e-16+0.00296497j 2.02088e-17-0.00403956j -5.39157e-17-0.00184717j 1.56876e-16-0.00619112j -7.62716e-17+0.00127905j 1.16677e-15+0.00401951j 9.68324e-16+0.000546235j 1.24953e-14-0.0082577j 1.37792e-16+0.00708097j -3.61865e-17+0.00919147j 4.43225e-17+0.00611629j 1.50641e-18-0.00200208j -8.57899e-17-0.00692483j 3.96478e-17+0.00983411j -8.24882e-18-0.00635662j -1.85723e-17-0.00546611j -1.66476e-17+0.00102323j -6.81674e-17-0.00600913j -5.96135e-16-0.0056033j 1.13008e-17+0.0090643j -1.3324e-17+0.00229648j 1.14159e-16+0.0145957j 3.32567e-17+0.00288516j -7.15569e-18-0.0110718j 3.93268e-17-0.00174437j 1.60099e-17+0.00229435j -5.65352e-17-0.00646238j -1.37702e-17-0.0016693j -2.62932e-18+0.0024487j -4.69406e-18+0.00499074j -1.73705e-18-0.0134648j 3.59971e-18-0.00735335j 2.1995e-19-0.00859187j 1.60902e-17+0.0048711j -2.65248e-18-0.00839285j -5.97511e-18+0.00567882j 8.33584e-18-0.00210291j -1.34217e-17-0.0104731j 
7.08937e-17+0.0121477j 5.67785e-17+0.00147272j 3.65997e-18-0.00791779j 2.86088e-17+0.00129707j -6.59406e-17+0.00462903j -6.78072e-19+0.00949232j 1.239e-17-0.00275065j 4.22638e-17+0.00237282j 1.52691e-17-0.00255057j 5.02298e-17-0.00679408j 2.40549e-17-0.00432041j 8.39864e-18-0.0073079j -2.56407e-17+0.0032866j 1.57649e-18+0.00386165j 9.98187e-18+3.26019e-05j 2.01739e-17+0.000582592j 4.16781e-19-0.00570629j -5.43493e-17-0.00338869j -1.78621e-17+0.00196745j 3.04837e-17+0.00337872j -1.67098e-17+0.00695714j -4.28969e-17+0.00350355j -9.97793e-17+0.00279214j -3.42544e-17+0.000353266j 3.58716e-17+0.00161522j -7.95764e-17+0.00645208j -1.5101e-16-0.0074034j 1.23192e-17+0.00445362j -5.11637e-18+0.00310715j -2.51e-19+4.32336e-05j 1.46179e-15+0.00434724j 7.23352e-17-0.000544452j -4.12509e-17-0.00247837j 7.22787e-18-0.00129597j 1.42204e-17+0.000579614j -1.42057e-17+0.00355384j -2.39409e-17+0.00621003j -8.71258e-17+0.0033249j -2.9601e-18-0.00388744j 1.32758e-15+0.00191654j 1.1884e-15+0.00372307j -8.79432e-15+0.00583301j -1.62934e-16-0.00440766j -1.03601e-18-0.00131526j -1.64218e-17+0.0012742j -1.20087e-17+0.000309551j 1.18002e-16+0.00669151j 5.59678e-18-0.00179203j 5.52088e-17+0.00761379j 2.48323e-17+0.0027393j 1.42081e-17+0.00406481j 6.04182e-17+0.00256095j 5.19896e-16+0.00505416j -1.49452e-17-0.00486522j 2.88831e-17-0.00557773j -8.23031e-17-0.00417601j -5.70756e-17-0.00460503j 3.80422e-17+0.00202371j -2.70981e-17-0.00103278j -2.8566e-17-0.00357959j 5.21061e-17+0.00567957j 1.6162e-17-0.000644843j 2.37901e-17-0.00875842j 2.09117e-18-0.00414837j 4.99928e-17+0.000212071j 7.99206e-18+0.00461489j 4.53895e-19+0.00930583j -1.61369e-17-0.00450914j 3.57201e-17+0.000388707j 1.42989e-17-0.00760068j -1.26375e-18-0.000936932j 1.714e-17+0.0122307j 
-5.46712e-17-0.00246522j -1.03265e-17+0.000148619j 2.04219e-17+0.0023081j 1.45556e-18+0.001332j 2.06886e-17-0.00223826j -2.97715e-17-0.00279504j 1.80965e-17+0.000635047j 1.15133e-18+0.00206984j 5.52863e-18+0.00114645j -1.98617e-17+0.00307025j -2.24795e-17+0.00329145j 2.8138e-17+0.000337048j -2.65049e-17+6.27823e-05j -3.02386e-19-0.00312834j 2.02572e-17-6.65805e-05j 1.51998e-17-0.00237552j 2.23737e-17+0.00304561j 2.3309e-17-0.0013992j 3.69254e-18-0.00278455j -2.77884e-17-0.000628634j -1.07341e-17-0.00267449j 4.4062e-17+0.000399306j 1.37716e-16-0.00367151j -7.49268e-19+0.00264651j -2.25684e-17-9.25634e-05j 2.34173e-17-0.00207732j 1.63523e-16+0.00538094j 8.22468e-17+0.000214074j -1.76634e-16-0.00161526j 3.32063e-17+0.00206345j -1.34329e-15-0.00401543j -9.61287e-17+0.00104414j 1.82163e-17-0.000445055j 2.18323e-17-0.00205301j -6.94087e-17-0.00105802j -2.39355e-18-0.001386j 1.67566e-17-0.00297605j -2.07186e-17+0.000457171j 2.65187e-17+0.000341938j -1.74366e-15-0.00459427j -1.5308e-15-0.00244381j 4.66798e-15-0.00308015j 5.88215e-17+0.00113954j -6.08285e-18-0.0015356j -4.70258e-18-0.00287954j 6.06615e-18-0.00114794j -4.68248e-17-0.00189293j -3.12614e-17+0.00101752j -3.04015e-17-0.00243697j -7.56439e-18+0.000234187j -2.5497e-17-0.00110184j -3.1843e-17+0.0031877j -1.48587e-16-0.00155838j 4.00902e-18+0.000599879j 2.29881e-17+0.000845281j -6.97984e-18-0.00128644j 8.10753e-18-0.00125549j -1.40076e-17+0.00239419j 1.80186e-17+0.00132233j 2.75696e-17+0.00182754j -2.23074e-17-0.00210739j -5.79472e-19+0.000440832j 2.67163e-17+0.00315263j 1.35241e-17+0.00024122j 1.33144e-17+0.00222483j -1.54589e-17+0.00030693j -2.85378e-17-0.00188682j 1.1496e-17+0.00134056j 4.3695e-18+0.00127056j 1.71467e-17+0.00209709j 8.13393e-18+0.000749011j -4.61235e-17-0.00214089j 
1.82316e-17+0.00106537j -1.69747e-17+0.00112992j 1.9552e-18-0.00162893j -6.48102e-17+0.00258578j -2.81044e-18+0.00100971j 1.0319e-17+0.00131259j -3.42441e-17+0.00158274j -9.95196e-17+0.00396538j -8.65117e-18-0.000135594j 4.52646e-17-0.00325958j 1.91542e-17-0.00284514j 2.22466e-17-0.00132483j 1.57253e-18-0.000389635j 2.19315e-17+0.000967364j -5.72651e-17+0.00290161j -2.09381e-17+0.00306686j -4.46455e-17-0.00045909j 4.11265e-17-0.0015225j 2.87558e-17+0.000441478j 1.14789e-17+0.000255415j -1.99284e-17+0.00246201j -1.14792e-16+0.00295643j -1.9882e-16+0.00427019j -1.59427e-17-0.000946259j 8.38454e-18-0.000979716j -1.56971e-17+0.000259852j -1.21602e-16-0.0027939j 3.20615e-17-0.00104063j -2.29353e-18-0.0021515j 3.27953e-17-0.00221858j 5.82606e-16+0.00176192j 1.01537e-16-0.00250065j 7.40268e-17-0.00353271j 5.29667e-17-0.00038757j -1.83031e-17-0.000738139j -1.45541e-17+0.0016818j 2.58332e-17+0.000831532j -4.83403e-17+0.00103054j 1.98263e-17+0.000958642j 5.41471e-16+0.00163264j 4.69643e-16+0.000320321j -6.72315e-15+0.00441024j -1.83223e-17-0.00255899j 7.66566e-17-0.00248723j 3.27705e-17-0.000855652j -4.72851e-18+0.00203301j 5.57414e-18+0.00209112j 5.0585e-17-0.00516426j -1.41903e-17+0.00188658j -2.34899e-17+0.00118061j 3.55573e-17-0.00145678j -8.53659e-18-0.00144561j 1.72768e-16+0.00190083j 3.96135e-17-0.00279688j -2.18037e-17+0.000779665j 6.70675e-17-0.00406492j 2.54974e-17+0.00211742j -6.61836e-17+0.00222252j -3.90092e-17+7.35941e-05j -1.83287e-17-0.00122266j 2.68237e-18+0.00258199j -1.02363e-17+0.000733172j -3.77126e-17-3.35223e-05j 1.18624e-17-0.000708556j -1.12232e-16+0.00453335j -2.8468e-17+0.00112756j -6.84006e-18+0.00162034j 6.62293e-18-0.00157986j -6.70127e-17+0.00281416j -1.64472e-18-0.0012015j -2.50315e-17+0.000790104j 5.9347e-19+0.0013664j 
5.79561e-16-0.00210269j 7.71456e-18-4.11124e-05j -2.91431e-16+0.000896605j -5.70727e-17+0.000183567j 1.35662e-16-0.000287816j 3.9392e-16-0.001275j -2.63808e-16+0.00104683j -6.19148e-17+0.000178467j -1.07799e-16+0.000315857j -7.13707e-17-9.94727e-05j 6.37163e-17-0.00064104j -3.55122e-16+0.00132474j 2.45175e-16-0.000966827j 4.84102e-17+0.000109364j -2.13963e-16+0.000945986j -2.80111e-16+0.00142708j -2.12455e-16+0.000538516j -1.5142e-16+0.000701932j -1.41802e-17+0.000330911j 1.68756e-16-0.000612032j 1.57333e-16-0.000296259j 6.86064e-18-2.2274e-05j -3.34179e-16+0.00157864j 2.01228e-16-0.00104314j 1.58601e-16-0.000699677j 3.02676e-16-0.00102753j -8.74227e-17-0.00036217j 3.39776e-16-0.00150744j 3.0535e-16-0.00108j 2.37675e-16-0.00123362j 1.32431e-16+0.000461604j 2.1093e-16-0.000927383j 8.46158e-17-0.000410279j -1.34391e-16+0.000703354j 4.52425e-17-0.000124886j 5.14104e-17-9.38207e-06j 2.12939e-16-0.000561706j 1.70945e-16-0.000614066j -2.87512e-16+0.00120247j 8.34332e-17+0.00117219j 3.32873e-16-0.000232715j -1.1641e-15+0.000715206j -3.84478e-17+7.1052e-07j 3.88051e-17-9.72476e-05j 2.53422e-17+0.000109054j -1.61634e-16+0.000860672j 1.81885e-16-0.00054095j 2.88554e-16-0.00146844j 2.34078e-16-0.00070539j 9.19668e-17-0.00036383j 3.12543e-16-0.00122181j 3.80065e-16-0.00189167j 8.51107e-17-0.000273184j -7.98839e-17+0.000170996j -3.79609e-16+0.00144583j -8.59101e-18+5.02889e-05j -4.56024e-16+0.00214872j 5.84248e-17-0.000376661j -2.17445e-17-4.08577e-05j -6.95429e-17+5.60491e-05j 8.77703e-17-7.55619e-05j -7.54116e-17+0.000290912j -4.29296e-16+0.00141645j -2.01206e-16+0.000753824j -2.34901e-16+0.000866785j 2.19447e-16-0.000869898j 3.95719e-16-0.00135126j -1.16388e-16+0.000293411j -1.34025e-16+0.000500596j -3.11498e-16+0.00100682j -8.6392e-17+0.000307156j 5.85054e-16-0.00210572j 
-8.0271e-17+0.00165605j 9.70873e-18-0.00100717j 3.97802e-17-0.00131602j 3.09533e-17-0.00340425j -4.61749e-17+0.00181523j -5.63038e-17+0.00203553j 4.81346e-17-0.00167578j 4.30663e-17-0.00527402j 1.83227e-17-0.00117277j 1.40236e-17-0.00122581j 1.73223e-18-0.0019011j 3.72359e-17+0.000853695j -1.97454e-17+6.85811e-06j -1.81504e-17+0.00296927j 4.41403e-17-0.00184083j 5.01175e-17+0.000835954j 3.9294e-17-0.00310686j -1.68349e-18+0.00289353j -9.37656e-18+0.00299866j -1.29892e-17+0.000418134j -1.13898e-17+0.00126242j 3.75134e-19-0.0026294j 2.29959e-17+0.00150254j -3.69595e-17-0.00261946j -1.24837e-17+0.000675504j -7.6689e-17+0.00201848j -1.05274e-16-0.00431913j -2.00336e-16+0.000191268j 1.7071e-16+0.00322846j -1.13857e-16-0.00105004j 1.18406e-15+0.0034993j 1.34389e-17+0.000410685j -6.52108e-17+0.00301215j -2.03565e-17+0.00282855j 9.37318e-17+0.00174779j -1.58675e-18+0.000388333j -7.75035e-17+0.00274883j 1.89269e-17-0.00141593j 1.64827e-17-0.000845017j 1.74791e-15+0.00441967j 1.47474e-15+0.00257018j -7.71728e-16+0.000527392j -2.98767e-17+0.000538027j -3.06032e-17+0.00358825j -4.50796e-18+0.00400972j 2.88605e-17+3.78365e-05j -1.89428e-18+0.000569008j -3.85682e-17+0.00227213j -1.37933e-17+0.00131878j -6.50128e-18-0.00121227j -5.28125e-17+0.00209183j -5.33069e-17-0.00306606j 7.34751e-18+0.00037393j 1.95126e-18+0.00137776j 6.244e-17-0.00125059j 2.20652e-18+0.00448039j 8.19387e-17+0.00037397j 2.17963e-17-0.00449756j 3.46357e-18-0.00160622j -5.63528e-18-0.0012292j -3.69598e-18+0.000559357j 1.79348e-17-0.000988498j 7.53112e-17-0.00335699j 2.45771e-17+0.000394988j 7.14188e-17-0.00572419j -2.12572e-17-0.00136542j -5.25472e-17+0.000734358j 1.2812e-17-0.000349682j 4.48337e-17-0.00343226j 4.83873e-17-0.00135844j 1.87692e-17-0.00138644j -7.84333e-17+0.00105695j 
-4.91409e-17-0.00902775j -3.70351e-17-0.00026724j -3.83982e-18+0.00496609j -1.09904e-17+0.00101568j 3.84698e-17-0.0027369j 4.1206e-19-0.00651651j -3.53455e-18+0.00364803j -1.49514e-17+0.00122896j -7.64072e-18+0.0018916j -1.99634e-17+0.00247211j -8.43621e-18+0.000714383j -1.41086e-17+0.00497501j 2.08256e-17-0.00313725j -8.40003e-18-0.00200841j -5.97938e-18+0.00254838j -1.27787e-17+0.00252917j -8.07987e-18+0.00403163j 2.78146e-17+0.00170583j 7.86622e-18-0.000913732j -1.54323e-17-0.00255456j 8.29937e-18-0.00336745j -6.17156e-18-0.00040426j -7.9598e-17+0.00189068j 3.59817e-17-0.00148098j -4.01096e-17-0.00222317j 2.65174e-17-0.00496576j 2.23276e-17+0.0030996j -8.6575e-18-0.0047216j -3.99304e-17-0.00432572j 1.22233e-17-0.00226818j -5.72094e-16-0.00160131j 7.53083e-18-0.00188721j 2.16268e-17-0.000968193j -6.0518e-19+0.0010222j -4.92233e-17-0.00100643j 1.27731e-17-0.00134229j 1.47375e-17-0.0041379j 6.16602e-17-0.00196446j 3.93158e-17+0.00409705j -4.54525e-16+0.000418876j -4.21024e-16-0.0025526j 9.36292e-16-0.000638533j 7.97882e-17+0.00132156j -2.39145e-18-0.000886567j -1.56981e-17-0.00146177j 2.79792e-17+0.00168596j -7.42665e-17-0.0035723j -4.23187e-17-0.0031836j -5.25243e-17-0.0044638j -1.34643e-17-0.00130655j -2.09753e-17-0.00458915j -3.47e-17-0.00386354j -2.52782e-16-0.00239709j -5.30643e-21+0.00156895j -2.05359e-17+0.00530514j 3.01051e-17+0.000108618j 9.12668e-17+0.00593817j -9.27595e-18-5.95794e-05j 6.91361e-18+0.000767954j 6.6352e-18+0.00171288j -1.80715e-17-0.00225277j -1.95793e-18+0.00113763j -1.32771e-17+0.00697994j -4.5073e-18+0.00285608j -2.15383e-17+0.00354186j -1.98753e-18-0.00295191j 3.59068e-18-0.00620443j 5.77204e-18+0.0022477j -1.60522e-17+0.00199529j -1.02982e-17+0.00510309j 4.19485e-18+0.00139534j -9.58171e-18-0.00887393j 
3.1176e-17+0.00162127j -2.51359e-17+0.00247303j 3.86745e-18-0.00193835j -1.0158e-16+0.00634093j 1.32274e-17+0.000247053j 1.44258e-17+0.00115457j -5.32539e-17+0.00296067j -1.55461e-16+0.00983219j -1.2538e-17+0.000515297j 5.98691e-17-0.00376142j 1.76752e-17-0.00227621j 4.12741e-17-0.00346513j -1.38798e-17+4.49206e-05j 3.91442e-17-0.000973663j -8.57077e-17+0.00509061j -3.4579e-17+0.00292919j -6.57586e-17+0.00141043j 6.78568e-17-0.00495047j 4.55393e-17-0.00191115j 8.67925e-18+0.00044163j -3.68487e-17+0.00281676j -1.52457e-16+0.00641119j -2.38098e-16+0.00407639j -1.7677e-17+0.00133187j 7.54477e-18-0.00151631j 2.75526e-18-0.0005366j -6.59638e-17-0.000488555j 1.77468e-16-0.000707008j -1.88229e-16-0.00498903j 1.12605e-16-0.00164104j -1.65042e-16-0.000448772j 9.82244e-17-0.00339505j 1.38698e-16-0.00727819j 1.03628e-16-0.00323465j -1.07374e-16-0.00237061j -2.56299e-17+0.00217081j 7.28835e-17-0.000568689j -1.10439e-16+0.00301571j 4.36119e-17+0.00129443j -7.25481e-16-0.00181595j -6.20593e-16-0.00139101j -8.54799e-15+0.00560061j -9.17227e-18-0.00417761j 1.21648e-16-0.00639578j 4.33392e-17-0.00446342j -1.44013e-17+0.00240064j -4.20376e-19+0.00297236j 6.73739e-17-0.00841305j -2.76979e-17+0.00219131j -3.3449e-17+0.00291559j 5.65612e-17-0.0029887j -4.43981e-18+0.00149441j 2.59371e-16+0.00267335j 5.84698e-17-0.00529341j -3.31933e-17+0.00119243j 7.84955e-17-0.00950457j 6.87361e-18+0.00143261j -1.08989e-16+0.00702368j -5.32466e-17+0.00139106j -1.26314e-17-0.000868989j 6.76994e-19+0.00340093j -1.85675e-17+0.00166238j -5.98827e-17+0.0016658j 1.89414e-17-0.00183422j -1.74654e-16+0.0105751j -4.45114e-17+0.00328324j -1.14952e-17+0.00267343j 1.01425e-17-0.00223421j -1.06363e-16+0.00649405j -4.74684e-18-0.00134868j -3.87277e-17+0.00204685j -3.23681e-19+0.00253383j 
-1.51258e-17-0.00584036j -2.14236e-17-0.00160848j -1.45013e-17+0.00453919j 3.33589e-18-0.00289521j 3.91868e-17-0.00261687j 1.38815e-17-0.0048908j -7.36515e-18-0.000247118j 6.53557e-18-0.00460573j -1.03465e-17+0.00108993j -4.96913e-17+0.00538404j -1.82309e-17+0.00395558j -2.40323e-17+0.00421018j 2.27235e-17-0.00107022j -3.50149e-18-0.00216805j 6.10906e-18-0.0024925j -1.42697e-17-0.0026444j 1.06276e-17+0.0025253j 8.47383e-18+0.00288066j -5.245e-19-0.000945301j -1.29184e-17-0.00159491j 2.45435e-17-0.00480863j 7.80564e-17-0.0040608j 1.74647e-16-0.00448927j 2.31026e-17+0.000403949j -4.08855e-18+0.000161061j 6.76311e-17-0.0027656j 1.3826e-16+0.00502065j -2.05961e-17-0.00102367j 6.55278e-17+0.000677512j -1.66647e-17+0.00168193j -9.77999e-16-0.00296919j -8.44187e-17+0.00227215j -3.79659e-18+0.00412276j -3.40004e-17+0.00108189j 3.40737e-17+0.000488091j 1.30868e-17-0.00281769j 7.37143e-18-0.00306526j 7.02242e-17-0.002341j -4.00423e-17+0.000799257j -8.45787e-16-0.00176861j -7.40143e-16-0.00162122j 9.02148e-15-0.0059598j 9.63155e-17+0.00395596j -2.46755e-17+0.00283825j 1.22603e-17+0.000469667j -9.15423e-18-0.00176168j -5.21372e-17-0.00445367j 1.34041e-17+0.00508659j -2.07983e-18-0.00461808j -1.43405e-18-0.00219887j -3.91022e-19-0.000374497j -1.37177e-17-0.000159743j -3.59242e-16-0.0036267j -5.0569e-18+0.00440656j -2.1812e-17+0.00162272j 3.14998e-17+0.00538206j -2.54326e-17+0.000266684j 7.72951e-19-0.00299598j 3.1366e-17+0.000248206j 2.18889e-17+0.00239267j -3.07052e-17-0.00442292j -1.16389e-17-0.000396341j -1.74557e-17+0.00344858j -1.2508e-17+0.00234785j 6.5477e-19-0.00418818j 1.43807e-17-0.0029582j 1.75128e-17-0.00516297j 2.97898e-18+0.00314108j -2.26322e-18-0.00269852j -1.90967e-17+0.00405868j 4.23984e-18-0.000350707j 1.60994e-17-0.00616489j 
