2.3405e-16+0.0370378j 1.48043e-16+0.00195986j 3.48701e-18-0.020478j 2.44492e-17-0.00172664j -1.4278e-16+0.0107648j 1.8026e-17+0.0264693j -6.56226e-18-0.0138566j 3.12487e-17-0.00125329j 2.49006e-17-0.00731458j 8.76476e-17-0.0106312j 3.7009e-17-0.00285092j 5.0946e-17-0.0215282j -8.29688e-17+0.0129345j 4.47907e-17+0.00713411j 3.47684e-19-0.00880531j 3.26094e-17-0.0100376j 1.15369e-17-0.0153315j -1.07837e-16-0.00902164j -2.46662e-17+0.00240809j 6.94762e-17+0.0104925j -3.66623e-17+0.014101j 2.19244e-18+0.00389765j 2.72399e-16-0.00736239j -1.36724e-16+0.00721324j 1.68074e-16+0.00861578j -8.7709e-17+0.0197127j -7.00713e-17-0.0115306j 1.35732e-16+0.0192397j 6.01515e-17+0.0157178j 8.60104e-18+0.00931255j 1.94737e-15+0.0054067j -1.84665e-17+0.00690071j -5.02395e-17+0.00144711j 2.51269e-17-0.00580694j 1.45252e-16+0.00307949j -5.55142e-17+0.00588728j -2.40953e-17+0.0160665j -2.79393e-16+0.00920017j -1.54732e-16-0.0163328j 1.1612e-15-0.00350554j 1.13343e-15+0.00940916j -5.49163e-15+0.00369892j -3.27086e-16-0.00653276j 3.47755e-17+0.0011251j 6.62308e-17+0.00378884j -1.24291e-16-0.00643036j 3.09394e-16+0.0151958j 1.88229e-16+0.0105568j 2.15767e-16+0.0184632j 5.47917e-17+0.00640369j 1.09237e-16+0.0175983j 1.62896e-16+0.0172056j 1.09916e-15+0.0103486j 4.50484e-18-0.00805988j 6.09881e-17-0.0212065j -1.23499e-16-0.0039382j -3.98046e-16-0.0242692j 2.03494e-17+0.00319551j -3.8006e-17-0.00235664j -2.81817e-17-0.00686522j 7.93371e-17+0.00985617j 1.48855e-18-0.00401301j 2.38474e-17-0.0273455j 1.26821e-17-0.0122952j 4.6893e-17-0.0104793j 1.01105e-17+0.013312j 1.17331e-18+0.0259239j -2.78356e-17-0.00964398j 4.02381e-17-0.00572059j 2.63134e-17-0.0208995j -2.76907e-17-0.00486603j 6.52517e-17+0.0367919j 
-7.4564e-18-0.00690169j -2.56889e-17-0.000553052j -1.94034e-17+0.00355333j -4.22416e-18-0.000333984j 2.76998e-17-0.00150526j 2.15924e-17-0.00459845j -1.34745e-17+0.00252882j -3.82597e-18-0.000812722j -1.08883e-17+0.00111578j -1.68804e-17+0.00135289j 1.51962e-18-0.000382443j -3.54533e-17+0.00446881j 3.6019e-17-0.00268723j -8.36755e-18-0.000419746j -1.22675e-17+0.00162743j -2.18295e-17+0.00271554j -1.57572e-17+0.00211764j 5.94409e-18+0.00251342j 1.66438e-18+0.000481379j 1.29912e-18-0.00197699j 1.88241e-17-0.00215699j -8.14907e-18-0.00119449j -1.02454e-16+0.00253592j 3.68742e-17-0.00239552j -2.05311e-17-0.00168329j 2.31994e-17-0.00336885j -3.81444e-17+0.000657957j -4.67178e-17-0.00400447j 6.48097e-17-0.00251269j -7.00332e-18-0.00251808j 3.91718e-17+0.000201198j 3.88277e-17-0.00162012j 2.89261e-18+0.000143487j -2.15711e-17+0.00199196j -8.30684e-19-0.000195775j 1.511e-17-0.000854275j 5.64095e-18-0.00232599j 7.47687e-17-0.00216676j 8.98094e-18+0.0032019j 3.46711e-16+0.00228045j 2.91308e-16-0.00109251j -2.95258e-17+3.39417e-06j 4.71296e-17+0.00114902j -7.95916e-18+0.00052593j -1.20989e-17+0.00033203j 1.69613e-17+0.00159744j -4.06954e-17-0.00264136j -1.83059e-17-0.00215945j -2.3358e-17-0.00310692j -3.79587e-18-0.00151444j -3.11248e-18-0.00314788j -7.30746e-18-0.00463586j -1.84328e-16-0.00173841j -7.47294e-18+0.00168364j -3.4247e-17+0.00404772j 2.46679e-17+0.00161599j 5.87415e-17+0.00534743j 6.47948e-18-0.00171918j 3.21566e-18+1.56579e-06j -5.30278e-18+0.000859886j -5.72487e-18-0.00148942j -2.69415e-18+0.000616445j -2.89941e-17+0.00454805j -1.58697e-17+0.00253056j -1.733e-17+0.00100781j 1.35227e-17-0.00297641j 2.55948e-17-0.00484158j -3.09287e-18+0.0016456j -1.13745e-17+0.000502532j -2.35326e-17+0.00368418j 8.43904e-19+0.000676938j 2.55884e-17-0.00699313j 
-2.12238e-17-0.00293817j -1.61009e-17+0.00101205j 5.41942e-18+0.00140468j -1.93694e-17+0.00340192j 1.90325e-17-0.00136978j -6.05805e-18-0.00238227j -4.20808e-18+0.00265257j -2.8988e-17+0.00516047j -1.27462e-18+0.00114148j 6.23063e-18-2.22986e-05j -3.91932e-18+8.46939e-05j 1.09119e-17+0.000256468j -7.77355e-18-0.00101359j 3.62166e-18-0.00187472j -1.20989e-17+0.00302556j -5.78378e-18+0.00151014j -1.19333e-17+0.00271819j 2.40851e-17-0.00191078j 1.05393e-17-0.00182599j -9.62268e-18-0.000821492j -1.16311e-17-0.000584217j -3.12686e-17+0.00272365j -8.30549e-17+0.00146537j 1.2537e-17+0.000741664j -2.35794e-17-0.00141878j 6.71591e-18-0.00241164j 2.91534e-17+0.00217512j 8.80754e-17-0.00182879j -1.63981e-16-0.00399766j 5.60352e-17-0.000946877j -6.08471e-16-0.00173522j 7.66322e-18-0.00182986j 4.16277e-17-0.00356694j 3.47339e-17-0.00156494j -9.17701e-17-0.00162175j -2.13071e-18+0.00013786j 3.03509e-17-0.00237408j -2.11043e-17+0.000755612j 4.72789e-17+0.0020122j -9.15438e-16-0.00179337j -8.02897e-16-0.00206456j -2.1782e-15+0.00142409j 2.40042e-17-0.00107009j 2.19298e-17-0.00343342j -1.09175e-17-0.00313121j 1.34917e-17+0.00130867j -3.09028e-17-0.000389765j -2.66192e-17-0.00442904j -3.58524e-17-0.00116025j -1.00352e-17+0.000876535j -5.99138e-18-0.00309626j -1.35063e-17+0.000150907j -4.04078e-18-4.17089e-05j 7.66483e-18-0.00160283j -5.3319e-18+0.00249835j 3.02677e-18-0.00437596j 4.36055e-17+0.00228652j -2.23174e-17+0.00360262j -7.95235e-18+0.00118682j 4.53656e-18+0.000656888j -3.164e-18+0.000181937j -7.29722e-19+0.0012061j -6.63745e-18+0.00384042j 5.44183e-18+0.000225921j -3.1488e-17+0.00629213j -1.26422e-17+0.000502991j -8.2216e-18-0.00139668j 4.31831e-18+0.000126111j -2.11427e-17+0.00377985j 8.00268e-19+0.00165129j -2.97294e-18+0.00153496j -1.52141e-17-0.00241276j 
1.02358e-16+0.00799179j 2.69484e-17+0.000679556j -2.26766e-17-0.00472083j -1.84262e-17+0.000234076j -2.00973e-17+0.00256524j 3.92637e-17+0.00589503j -3.31288e-17-0.00248083j -2.75565e-17+0.000644535j -6.24151e-18-0.00158863j 2.53334e-17-0.00313814j 1.86053e-17-0.00144418j -1.19735e-17-0.0047737j 3.49774e-18+0.00255937j 1.98807e-17+0.00184729j -3.40876e-17-0.00108075j -2.21508e-17-0.00119095j -2.76283e-17-0.00340196j -2.32184e-17-0.00217491j 2.00935e-18+0.00072855j 3.19369e-17+0.00224931j -1.7177e-19+0.00363438j -3.11672e-17+0.0015246j -2.28799e-17-0.00028222j -1.76532e-17+0.00112953j 5.18287e-17+0.00153031j 2.20461e-18+0.00421026j -5.73722e-17-0.00330829j 6.17186e-17+0.00368614j 4.50517e-17+0.00276425j 2.82689e-17+0.00126815j 6.05843e-16+0.00173026j 4.20473e-17+0.000746459j 1.70578e-17-0.000567906j 8.5298e-18-0.00120069j 3.34308e-17+0.000494952j -1.16983e-17+0.00169308j 1.88489e-17+0.00364333j -5.77538e-17+0.0021299j -5.27116e-17-0.00313346j 4.38888e-16-0.000109265j 4.28598e-16+0.00212282j -3.02688e-15+0.00200137j -7.68232e-17-0.00203473j 3.25438e-17-0.000324104j 2.68613e-17+0.000691678j -4.15491e-17-0.000762328j 8.199e-17+0.00373213j 8.00371e-17+0.000832091j 6.16328e-17+0.00437675j 1.21809e-17+0.00160228j 5.94477e-17+0.00330239j 6.27201e-17+0.00303531j 2.84708e-16+0.00267295j 6.25015e-18-0.00238456j -2.46076e-17-0.00420268j -5.65733e-18-0.00177155j -1.15551e-16-0.00440469j -1.03497e-17+0.00110839j -2.07371e-17-0.00052446j -1.68971e-17-0.00179861j 2.41308e-17+0.00276656j -9.12834e-18-0.000660949j -4.12018e-17-0.00577051j -1.03808e-17-0.00271646j -4.21005e-17-0.00111718j 1.19215e-17+0.00300635j 3.07446e-17+0.00581995j -1.33442e-17-0.00243804j -2.20052e-17-0.000527282j -2.04724e-17-0.00469111j -2.02824e-17-0.000835681j 6.20981e-17+0.00800235j 
4.95296e-17+0.00474228j 3.71213e-17+0.0032153j -3.86325e-18-0.00212379j 3.46896e-17+0.00853103j 1.59589e-17-0.00141211j 8.10564e-19+0.0016493j 1.36347e-17+0.00147249j 5.52807e-17+0.013512j 1.25768e-17+0.00104477j -4.67809e-18-0.000838407j -1.87863e-17+0.00259574j 2.0151e-18-0.00723445j -5.12908e-17+0.00266271j 3.71227e-18-0.00488791j 2.48461e-17+0.00350096j 4.1097e-18-0.00287603j 9.62293e-18+0.00361461j -3.75204e-17-0.00927631j -1.79101e-17-0.00620772j -5.63337e-18+0.00144213j -1.97047e-17+0.00118903j 4.80388e-17+0.00812939j 5.37239e-17-0.00333441j 2.44863e-17+0.00723756j -1.24559e-17-6.84954e-05j 2.28363e-17-0.000224408j 2.30535e-16+0.00628971j 3.72353e-16+0.00335446j -5.69439e-16-0.00487818j 1.85975e-16+0.00355775j -2.10044e-15-0.00616446j -1.01655e-16-0.000456089j 2.506e-17-0.0080753j 5.29798e-17-0.00795689j -2.53468e-16-0.0036577j -7.7917e-18+0.00108391j 7.9172e-17-0.00247519j -1.25901e-16+0.00570606j 6.08413e-17-0.00124229j -3.55983e-15-0.0102956j -3.04085e-15-0.00373288j -2.08744e-15+0.00139906j -5.02253e-17-0.00372106j -1.46114e-17-0.0090471j -6.37735e-17-0.00876743j -9.00475e-18-0.000666547j 3.95399e-17+0.00287695j -7.38206e-17-0.00503703j 4.45162e-18+0.00178076j 3.20458e-17+0.00468412j -2.64039e-18-0.00155968j 7.12598e-17+0.0102558j 2.83688e-16+0.00218556j -3.77215e-17-0.00609034j 1.25e-17-0.00144934j -1.56326e-16-0.0128612j -8.67495e-17-0.00532128j 3.48583e-17+0.0119842j 6.07418e-18+0.00321792j 2.23222e-17+0.000828863j 3.34719e-17+0.00192844j 9.99129e-18+0.00169947j 1.09978e-17+0.0017297j -7.80287e-18-0.00389854j 5.88422e-17+0.0127584j 1.82756e-17+0.00653139j 1.16981e-17+0.00465678j -1.75039e-17-0.0019556j 3.29183e-17+0.00781276j -6.15363e-18-0.00194358j 7.5613e-18+0.00245348j 1.91052e-17+0.00619333j 
6.30286e-16+0.00793048j 9.21127e-17+0.00105444j -2.92657e-16-0.00423299j 7.14415e-17+0.00152422j 9.02538e-17+0.00164423j 3.78936e-16+0.00525138j -1.99527e-16-0.00230145j 1.35044e-16+0.00269458j -7.76706e-17-0.00111817j -9.07516e-17-0.00204833j 5.16524e-17+0.000165201j -3.80059e-16-0.00560235j 2.02829e-16+0.00302666j 1.88026e-17+0.000179517j -1.16738e-16-0.000948842j -2.3264e-16-0.00263506j -1.48722e-16-0.0020131j -2.69214e-16-0.00373275j -7.64745e-17-0.00098062j 1.7675e-16+0.0022708j 1.625e-16+0.00280311j 1.39123e-16+0.00246555j -1.60839e-16-0.00228606j 2.08197e-16+0.00302361j 1.6674e-16+0.00162355j 2.6051e-16+0.00360689j 2.51133e-17-0.000611115j 4.50128e-16+0.00438114j 7.0033e-17+0.00189387j 2.67765e-16+0.00262395j -1.84523e-16-0.000461638j 1.05627e-16+0.00127244j -4.30602e-17-0.00143758j -1.79518e-16-0.00287638j -2.77966e-17-0.000231985j 5.77003e-17+0.00127984j 1.88025e-16+0.00239532j 1.18226e-16+0.00297185j -2.82783e-16-0.00335675j -8.46971e-16-0.00305489j -4.26713e-16+0.000889464j -1.25458e-15+0.000843659j -1.7366e-16-0.00196753j -7.43067e-17-0.00175719j -6.55232e-17-0.00125821j -1.6265e-16-0.00142308j 2.86862e-16+0.00340452j 1.83515e-16+0.00100877j 2.95733e-16+0.00377057j 1.5783e-16+0.00221352j 2.70484e-16+0.00297311j 4.69943e-16+0.00558781j 4.07628e-16+0.00235242j -1.64048e-16-0.00278191j -3.20985e-16-0.004304j -2.35968e-16-0.00350872j -5.56121e-16-0.00580413j 1.98672e-16+0.00323904j 9.2097e-18+0.000290953j -6.22508e-17-0.00104355j 1.44148e-16+0.00217716j -4.16714e-17-0.000387036j -3.52343e-16-0.00469285j -2.19497e-16-0.00314834j -1.29004e-17+0.000785658j 2.72973e-16+0.00392104j 4.10646e-16+0.0058228j -1.46738e-16-0.00218086j 2.64739e-18+0.000609295j -2.99772e-16-0.00428618j -4.89276e-17-0.000376294j 6.05417e-16+0.00820375j 
1.44735e-17-0.000449371j -1.59684e-17+0.000839106j -2.50325e-18+0.00023195j -4.69709e-17+0.00249787j 1.87571e-17-0.000716437j 1.12413e-17-0.00067122j -2.77054e-17+0.0012198j -7.14455e-17+0.00386931j -8.58677e-18+0.000580408j 1.31999e-17-0.00013486j 1.63799e-18+0.000388773j 1.39408e-17-0.000921024j -3.4226e-18-1.29957e-05j 1.89703e-17-0.00139628j -3.84413e-17+0.00164982j -2.06893e-17+0.000179122j -2.74561e-17+0.00153983j 3.36461e-17-0.00203239j 2.11954e-17-0.00156434j -5.55004e-20-0.000109449j -1.15354e-17-4.87857e-05j -4.50508e-17+0.00218451j -4.65881e-17+0.000101011j -2.14659e-18+0.00129503j 3.93765e-18-0.000551901j 2.45914e-17-0.000948104j 2.80437e-17+0.00170233j 1.00503e-16-0.000227765j -9.82395e-17-0.00221079j 5.85775e-17+0.000133049j -5.09922e-16-0.0015202j 1.20906e-17-0.000766724j 6.77195e-17-0.00249923j 4.26999e-17-0.00171268j -5.13835e-17-0.00113204j -9.48548e-18+0.000209028j 4.17574e-17-0.00124808j -4.09621e-17+0.00109076j 8.54256e-18+0.000593656j -8.26494e-16-0.00212229j -7.11352e-16-0.00130817j -1.16634e-15+0.000749809j 2.25533e-17-0.000935976j 5.12574e-17-0.00258199j 2.38508e-17-0.00242342j -1.24836e-17+0.000409716j -1.25862e-17+0.000261004j 3.68858e-17-0.00240525j -1.14665e-17-0.000186415j -1.4943e-17+0.000993777j 2.86431e-17-0.00140046j -2.1697e-18+0.00149245j 3.08275e-17+0.000295878j 2.57004e-17-0.00147167j -2.15115e-17+0.000749041j 4.06296e-17-0.00347987j -1.5311e-17+0.000128809j -5.20335e-17+0.00305772j -1.53481e-17+0.000903118j 2.54339e-18+0.000362873j -8.10759e-18+0.0003467j -1.26855e-17+0.000699176j -3.37343e-17+0.00170337j 5.37302e-18-0.000462949j -8.2107e-17+0.00419556j -1.65641e-17+0.00111073j -7.58249e-20+0.000126459j 5.17426e-18-0.000230649j -5.0949e-17+0.00254145j -8.12018e-18+0.000352185j -1.75178e-17+0.000930206j 5.77881e-18-4.51266e-05j 
-1.67553e-17-0.0132067j -4.73331e-17-0.00239087j -3.79226e-17+0.00999445j 1.53398e-18-0.00307693j 9.8727e-17-0.00641867j 3.8981e-17-0.0113269j -2.36364e-17+0.00112268j 6.8768e-18-0.00503956j -2.38962e-17+0.00304518j -1.04514e-16+0.0111599j -4.09903e-17+0.00868283j -5.69389e-17+0.00799753j 4.45006e-17-0.00243927j -3.96408e-18-0.00621695j 4.12889e-18-0.00310936j -4.12143e-17-0.00510406j 1.10689e-17+0.00725487j 1.87889e-17+0.0037587j 6.4353e-19-0.00380398j -2.73548e-17-0.00359731j 4.8157e-17-0.0102373j 1.55844e-16-0.00594265j 3.19495e-16-0.00905613j 6.58269e-17+0.00221661j -1.79273e-17-0.000443948j 1.58181e-16-0.007139j 3.35291e-16+0.0125462j 6.64532e-17-0.00269315j -2.01842e-17-0.00140758j 2.83396e-17+0.00348454j -2.66248e-15-0.00799048j -1.80996e-16+0.00370497j 1.83913e-17+0.00562067j -5.10954e-17+0.000353227j -1.16867e-17-0.000348229j 2.73105e-17-0.00568561j 4.90652e-17-0.00804707j 1.25013e-16-0.00373316j -5.96344e-17+0.00260465j -2.75342e-15-0.00605749j -2.39121e-15-0.00502004j 1.74418e-14-0.0115286j 2.0546e-16+0.00721164j -4.27742e-17+0.00287152j 1.03535e-17-0.00189075j -1.82073e-17-0.00306874j -1.13606e-16-0.00916216j 1.12397e-17+0.00757698j -1.46852e-17-0.0100725j -7.58067e-21-0.00350589j 5.06488e-18-0.00267865j -1.25865e-17+0.00111657j -7.12612e-16-0.0073318j -1.57553e-17+0.00754968j -5.89408e-17+0.00456747j 4.29125e-17+0.00718057j -5.73114e-17+0.00109323j -1.2472e-18-0.00271785j 6.22445e-17+0.00159589j 4.91397e-17+0.00548284j -5.78866e-17-0.00891312j -2.54071e-17+5.2814e-05j -5.19279e-17+0.00954916j -3.15386e-17+0.00452317j -1.17835e-17-0.00364899j 3.41743e-17-0.00505403j 4.7543e-17-0.0109592j 1.83334e-18+0.0063907j -1.39041e-17-0.00255486j -5.08585e-17+0.00914568j 6.14737e-18+0.000428141j 4.81095e-17-0.0134071j 
-9.03712e-16-0.0133432j -1.28526e-16-0.00122954j 4.11692e-16+0.00690565j -7.58734e-17-0.00109149j -1.24373e-16-0.00284738j -5.39125e-16-0.00885706j 2.9604e-16+0.00467195j -1.51408e-16-0.0022617j 1.13698e-16+0.00208313j 1.2117e-16+0.00274922j -7.5486e-17-0.000701922j 5.22854e-16+0.00883462j -2.83809e-16-0.00519171j -3.95627e-17-0.000645267j 1.83108e-16+0.00281988j 3.34199e-16+0.0051335j 2.17547e-16+0.00389744j 3.64957e-16+0.00521199j 9.7021e-17+0.0011423j -2.52554e-16-0.00382327j -2.25471e-16-0.00425426j -1.85762e-16-0.00272615j 1.74015e-16+0.0047566j -2.73981e-16-0.00479555j -2.56425e-16-0.00314961j -3.7781e-16-0.00639991j -4.16178e-17+0.00112379j -6.32516e-16-0.00769138j -1.58989e-16-0.00447964j -3.70544e-16-0.00482396j 1.9895e-16+0.000549111j -1.43552e-16-0.00294572j 3.85822e-17+0.000754149j 2.43059e-16+0.00411799j -1.35225e-18-0.000192376j -7.33019e-17-0.0017412j -2.69188e-16-0.00435537j -1.462e-16-0.0043889j 4.29026e-16+0.00608665j 1.12498e-15+0.00466834j 5.36596e-16-0.00193983j 3.49751e-16-0.000247931j 2.40391e-16+0.00244576j 7.87615e-17+0.00147216j 5.87956e-17+0.00101936j 2.4953e-16+0.00296855j -4.13716e-16-0.0052248j -3.11776e-16-0.00366693j -4.32868e-16-0.00605584j -2.14622e-16-0.00311611j -4.0482e-16-0.00584969j -6.60417e-16-0.0091479j -5.87679e-16-0.00347398j 2.11405e-16+0.00356635j 4.57251e-16+0.00770912j 2.93799e-16+0.00376551j 8.26833e-16+0.0102717j -2.49482e-16-0.0038435j -7.89352e-18-0.000128932j 8.66836e-17+0.00165475j -1.94134e-16-0.00302154j 6.84594e-17+0.00106967j 5.10192e-16+0.00856877j 3.03712e-16+0.00499302j 5.98813e-17+0.00119989j -3.74701e-16-0.00596371j -5.75062e-16-0.00945277j 2.02152e-16+0.00327411j 2.1061e-17+0.000515417j 4.22245e-16+0.0071277j 8.01174e-17+0.00115185j -8.55949e-16-0.0135884j 
8.8569e-17+0.0113554j 5.27753e-17+0.00334508j -2.02862e-18-0.00831094j 1.28389e-17+0.00648119j -5.50761e-17+0.00421295j 8.97656e-18+0.00891866j 5.64497e-19+0.000403401j 1.99468e-17+0.0103313j 1.38658e-17-0.00172187j 7.15545e-17-0.00919859j 3.02386e-17-0.00597102j 5.71673e-18-0.00887359j -3.05399e-17+0.00259591j 6.29074e-18+0.00266772j -1.09562e-17+0.00460688j 6.30637e-18+0.00348459j -2.5525e-17-0.00370195j -4.86345e-17-0.00685467j -1.17156e-17+0.000289212j 3.53139e-17+0.0031404j -2.94111e-17+0.00841118j -1.01516e-16+0.0084241j -2.84932e-16+0.00645791j -1.45096e-17+0.00102596j 1.80565e-17-8.45753e-05j -8.62434e-17+0.00490573j -1.78375e-16-0.00712509j 1.42927e-16+0.00280657j -2.1453e-16-0.00178102j 8.47541e-17-0.00178694j 1.19104e-15+0.00366745j 1.24877e-16-0.00364889j 1.16908e-18-0.00839432j 4.75517e-17-0.00357021j -1.07898e-16-0.00149757j -1.72661e-17+0.00495706j 1.70133e-17+0.00483925j -1.2829e-16+0.0052265j 5.36661e-17-0.00193074j 6.33701e-16+0.000639628j 5.96542e-16+0.00206958j -1.52785e-14+0.010101j -1.86466e-16-0.00738386j 2.59032e-17-0.00651036j -4.19378e-17-0.00252743j 3.06499e-19+0.0025902j 1.20299e-16+0.00821187j -2.576e-17-0.00912353j 3.10765e-17+0.00832239j 2.43879e-17+0.00471693j 2.05951e-17+0.000676101j 7.87337e-17+0.00280451j 6.84028e-16+0.00660868j -1.65464e-17-0.008652j 1.29622e-17-0.00342682j -1.09906e-16-0.0115769j -2.33792e-17-0.00209802j 2.85923e-17+0.00748266j -4.79509e-17+0.000219835j -3.68265e-17-0.00388277j 7.09708e-17+0.00784263j 1.89556e-17+0.000914732j 3.98348e-18-0.00587378j -6.17074e-19-0.00492634j 1.86601e-17+0.00928507j 5.52892e-18+0.00649919j 9.21813e-18+0.00998371j -2.18662e-17-0.00575221j 1.61158e-17+0.00591976j 4.98012e-18-0.00749843j -7.82698e-18+0.000979953j 2.93867e-17+0.0121849j 
-5.54152e-17-0.0101384j -2.48097e-17+0.000609592j -5.4156e-18+0.00549861j 2.97063e-17+0.00372525j 4.3736e-17-0.00360565j -6.03935e-18-0.0076282j 1.88581e-17+0.0052459j 4.87788e-17+0.00539588j 7.64621e-19+0.0026105j -3.1568e-17+0.00234084j -1.68037e-17+0.000983794j -2.89468e-17+0.00438654j 1.10882e-17-0.00342782j -2.35261e-17-0.00349306j 2.50169e-17+0.0045626j -2.54475e-18+0.00309749j 7.00402e-18+0.00585296j -6.19398e-19-0.000258432j -1.05502e-17-0.00250789j -2.09189e-17-0.00285413j 9.36289e-18-0.00353875j 2.57857e-17+0.00190297j -1.04852e-16+0.00240317j 6.24447e-17-0.000377736j -6.54895e-17-0.00300852j 2.00529e-17-0.00628967j 7.48273e-17+0.00486426j 7.03135e-17-0.00539242j -2.25908e-16-0.00699303j 5.59705e-17-0.0024551j -1.11842e-15-0.00312725j -1.77869e-17-0.00295022j -4.56646e-18-0.00373281j -4.77178e-18-0.00061227j -1.44215e-16-0.00225227j 2.06615e-17-0.00114206j 2.4154e-17-0.00565668j 5.89881e-17-0.000982236j 8.24981e-17+0.00507414j -1.32178e-15-0.00154675j -1.16803e-15-0.00403351j -4.9501e-16+0.000319272j 6.2981e-17+0.000347463j -4.06016e-17-0.00366288j -6.82997e-17-0.00402869j 4.76638e-17+0.00235121j -7.39216e-17-0.00347638j -1.19156e-16-0.00613381j -6.60097e-17-0.00489496j 4.4698e-18-0.00035784j -4.98282e-17-0.00643423j -1.55018e-17-0.00278834j -2.12563e-16-0.00218308j -3.31718e-17+7.06733e-05j -9.6958e-18+0.00652285j -5.27041e-17-0.00357091j 1.1427e-16+0.00667507j 3.76971e-17+0.00309449j 1.69852e-17+0.00172772j 1.16718e-17+0.00213613j -6.72019e-19-0.00193542j 1.1813e-17+0.00196573j 7.95633e-18+0.0092276j -1.31355e-17+0.00258647j 4.74357e-17+0.00825322j 1.53687e-17-0.002024j 1.04297e-17-0.00648331j -3.80679e-18+0.00210561j 2.46573e-17+0.00484116j -1.12215e-17+0.00579158j 2.01008e-17+0.00247624j -8.38e-18-0.00955409j 
-9.56481e-18-0.00453224j -1.52381e-17-0.000387034j -1.15115e-17+0.00159094j 3.28977e-18-0.000612988j 2.49512e-18+6.91549e-05j 1.19499e-17-0.00229087j -3.95943e-18+0.00212197j 6.63493e-18-0.00121866j -5.07354e-18+0.000327826j 3.11253e-18-0.00101784j 1.15588e-17-0.00259595j -2.81594e-17+0.00352503j 3.1814e-17-0.0024543j -1.22384e-17+0.00150366j -7.26189e-18+0.00192631j -9.9189e-18+0.00417532j -1.41327e-17+0.000112416j -3.16707e-18+0.00273138j -1.94426e-18+0.00202183j 7.94792e-18-0.00134876j 1.26747e-17-3.19697e-05j -3.70539e-17-0.000796808j -1.75304e-16+0.00492097j 2.38026e-17-0.00370585j -1.80783e-17-0.00158204j -1.73748e-17-0.00177372j -1.34576e-16-0.00282242j -1.04932e-16-0.00379676j 1.23355e-16-0.00166005j -3.55691e-17-0.00369568j 8.6022e-16+0.00266211j 8.5329e-17-0.00239292j -1.66135e-17-0.000191955j -2.31893e-17+0.00281354j 2.53302e-17+0.000291774j 1.23794e-17+0.000279272j -1.78422e-17-0.000274147j 6.6654e-17-0.00198819j 1.82492e-17+0.00277418j 1.35022e-15+0.00478377j 1.15828e-15+0.000434468j -3.64646e-15+0.00239643j 1.50898e-18-2.49187e-05j -8.87757e-18+0.0009089j -1.71434e-17+0.0017365j 2.53492e-17+0.0023556j -1.70326e-17-0.000945207j -2.61726e-17-0.00327545j -1.9419e-17-0.00108747j -2.49142e-18-0.00126949j -1.03187e-17-0.00238875j -7.98011e-18-0.00604823j -5.60999e-17-0.000366957j -7.97664e-18+0.000702667j -1.946e-17+0.00321141j 1.5918e-17+0.00147739j 8.34019e-17+0.00571838j 1.64752e-17-0.00246951j -7.77739e-18-0.000713094j -1.85245e-17-0.000443752j 7.08591e-18+0.000261426j 5.04874e-18+0.000415476j -1.27859e-17+0.00225385j -1.06205e-17+0.00197511j -1.5573e-18+0.000383979j 9.34998e-18-0.00260063j 1.61336e-17-0.00295399j -3.9741e-18+0.00045623j 5.0635e-20+0.000191073j -1.16974e-17+0.00188966j 2.80305e-18+0.000308372j 1.44396e-17-0.00474267j 
