-9.14253e-15-0.0197005j -6.17977e-16-0.00186354j -7.30977e-18+0.00140403j -7.05184e-18-0.00814997j -6.27531e-18-0.0031375j 8.50983e-18-0.0093368j 1.97858e-17-0.0101253j -5.62167e-18-0.000392821j -1.20245e-17+0.00495017j -5.50869e-18+0.0022979j 3.74887e-17+0.00682681j -1.52104e-17+0.00873806j 4.17359e-18+0.00436589j -2.35335e-17+0.00892163j -1.80557e-17+0.000915479j 9.95954e-18+0.00123322j 1.3179e-16-0.0117729j 5.59798e-17+0.00163978j 4.23981e-17+0.00781532j 2.01576e-17+0.00060674j -5.2062e-17-0.00438112j 1.96788e-18-0.00369167j -6.26591e-18+0.00671802j -3.10617e-17-0.0105298j -4.28412e-17+0.0065601j -4.85115e-17+0.00435563j 1.04827e-16-0.0099346j -4.52541e-16+0.00391331j -9.25927e-18-0.00273243j -3.87531e-18-0.00209136j 8.75021e-17+0.000526163j 5.51882e-16-0.0216215j -1.19704e-16+0.00153926j 1.10431e-16-0.0047206j 5.25264e-17-0.00284778j 3.02721e-16+0.00367584j 6.09049e-17+0.00201704j -3.48025e-15+0.00124331j 2.50037e-14+0.00783845j 2.42439e-14+0.00226575j 5.77048e-17-0.009912j -9.2228e-17+0.00020424j 4.04048e-17+0.00127771j -1.93474e-17+0.00555885j -3.03991e-17-0.00523014j 7.26962e-17-0.00234259j 9.69985e-17-0.0011483j 5.4999e-17-0.00258108j 1.0703e-16+0.014403j -2.03255e-17-0.000495252j 1.04722e-16+0.00730834j -5.94545e-17+0.00451769j -7.54335e-17-0.000353602j 2.96266e-18-0.010195j -2.72099e-17-0.00746614j -1.84158e-17-0.00875396j 4.13147e-17-0.00108367j 1.41339e-17-0.00363857j 4.25934e-18-0.00136933j -2.10413e-17-0.00292837j 7.27316e-17-0.00666517j -7.29603e-17-0.013053j 1.0085e-17-0.00752976j 2.17119e-17+0.00168672j 2.02202e-17+0.00478608j 4.63205e-17-0.00794835j 1.24533e-17-0.00221486j -2.53167e-17-0.00405424j 9.50797e-18-0.0035636j 7.83541e-18-0.00651626j -1.11248e-17+0.00521701j -2.4042e-17+0.00732274j -5.63998e-19-0.00311008j -4.28823e-18-0.0120625j 2.67241e-17+0.00220633j 4.76924e-16-0.0103732j -6.99287e-15-0.0153961j 
8.73992e-16+0.0017024j 4.64505e-17+2.50011e-05j -2.9952e-17-0.000425068j 8.88527e-18-0.000212154j -2.97047e-17+0.0011576j -4.52427e-17-0.000125482j 1.21903e-17+0.00337333j 1.07811e-17-0.00316428j -7.08857e-17+0.00201064j -2.9979e-17-0.00157951j -7.26919e-17+0.00457102j -1.79728e-16-0.00166853j -1.88463e-17+0.00530859j -1.15588e-16-0.0040409j -7.83126e-17+0.0109477j -8.97907e-17-0.00279246j -3.26416e-17+0.00260713j -6.34671e-17-0.000716025j -5.44161e-17+0.00111859j -6.1784e-18+0.00242213j 2.54509e-17+0.000205721j 1.16888e-16+0.00127205j -5.46385e-17+0.00863745j 4.3242e-17+0.00184509j -6.18169e-17-0.0105689j -4.44356e-17+0.00445598j -1.83034e-16-0.00212927j 1.77827e-16-0.00626231j -1.59634e-17+0.00350365j 2.11428e-16+0.00935783j 3.31052e-17+0.00915043j 3.55025e-17-0.00415942j 8.69492e-18+0.00756175j 5.13001e-17+0.00664648j 5.66978e-17+0.00363888j 1.66863e-16+0.000917085j 1.23089e-16+0.00491295j -8.76237e-16+0.000395431j 1.15171e-14+0.00234336j 1.09484e-14+0.00234955j 9.30251e-17-0.00586726j 4.98289e-16-0.00314495j 1.56291e-16-0.00582832j 2.32909e-17+0.00223777j -5.81005e-17+0.00721248j 5.05132e-16-0.00657281j 1.8592e-16+0.00848284j -1.11479e-16-0.00800305j 1.52294e-17+0.000356403j -1.96938e-16+0.00711036j -1.42072e-16-0.0055386j -3.88229e-17-0.00474229j 1.11809e-17+0.0107915j 5.21943e-17+0.000956768j 7.97437e-17+0.00935121j 1.23196e-16-0.00204644j -2.89843e-17+0.000289534j -2.12132e-17-0.00164846j -7.12681e-17-0.000173447j -4.09361e-17+0.0027036j -4.15842e-17+0.00146502j 9.13227e-17-0.00358854j 8.44014e-17+0.0103164j 8.33754e-17-0.00561947j 2.00386e-18+0.0050893j 1.76456e-16-0.00368772j 8.6997e-17+0.00353167j 6.31158e-18-0.00117356j 6.94798e-17+0.00116195j -8.02755e-18-0.0018911j -4.18985e-18+0.00128087j 4.03104e-17-0.00414605j 3.87198e-17+4.78812e-05j 5.44588e-18+0.000496304j -2.69073e-17+0.000834059j -3.24471e-17+0.00103148j 9.54544e-16+0.00189311j 
-1.51999e-15-0.00369736j -1.40133e-16+0.00203565j 2.69685e-17-0.00160699j -1.60569e-17+0.00248461j 5.18305e-17-0.00220297j 1.25801e-16-0.00494113j 5.00092e-17-0.00148279j -3.06571e-17+0.00234767j 5.20891e-17-0.0036994j -3.55853e-18+0.000230846j 2.80439e-19-0.00257983j 3.46236e-17-0.00270425j -1.44677e-17-0.00101601j 4.64572e-17-0.00268649j 1.53337e-17-0.00269663j 2.03997e-17+0.000223321j 1.99951e-16-0.00504894j 1.17819e-16-0.00433333j -5.97336e-18-0.00218237j 1.41834e-17-0.00125461j 1.89384e-17+0.000369513j 1.90806e-17-0.000743355j -8.447e-18-0.00174429j 5.17112e-17-0.00238268j -1.24976e-17+0.000155919j -2.31008e-17-0.000882925j 5.94609e-17-0.0048594j -5.4215e-17-0.00106317j 1.45217e-17-0.00552462j -5.6461e-17-0.00350699j -4.55799e-17-0.000946622j 1.68328e-16-0.000183223j 7.43492e-18-0.00346661j 4.61551e-17-0.00813347j -4.16047e-17+0.00249853j 6.53154e-17+0.00129627j -1.46924e-17-0.00057977j 6.90621e-16-0.000294791j -5.71357e-15-0.00157341j -5.50882e-15-0.000744676j -1.17218e-17+0.00320024j -4.13345e-16+0.00262611j -1.30628e-17+0.0036124j -1.70413e-16+0.00634131j 1.77406e-17+0.00126993j -4.33458e-16+0.00561174j 3.92177e-17-0.0021963j 9.38782e-17-0.000140988j -7.36776e-17+0.00277688j 1.02676e-16-0.00332245j -3.14263e-17+0.00674199j -3.8841e-18+0.000801355j -1.05359e-17-0.00271715j 5.83282e-17-0.00228045j -7.51177e-19-0.00143201j 1.53292e-17+0.000606994j -4.09464e-18+0.000380393j 2.665e-17+7.61213e-05j 3.20988e-17-0.000691357j 8.66673e-17-0.0042018j 1.57148e-16-0.00558937j 2.72355e-17+0.00267992j -1.2625e-17-0.000351372j -5.44089e-17+0.00298802j 3.72164e-18-0.00218776j -4.40875e-17+0.00355738j -2.14819e-17+0.000411242j 9.66609e-18+0.000498143j -5.25645e-17+0.00290552j 4.02404e-17-0.000420398j -4.48125e-17+0.00131486j -1.31212e-16+0.00601601j -4.90947e-17+0.00285893j 4.1078e-17+0.000354462j 1.78408e-17-0.00195713j 1.79936e-16-0.0004795j -1.93665e-15-0.00434278j 
6.33467e-16+0.00137205j 1.71206e-19-0.0047088j -2.59275e-17+0.000857803j -2.03891e-17-0.00744263j -4.66344e-18-0.000508224j 8.6062e-17-0.00257081j 8.47828e-17-0.00202189j -3.48921e-17-0.00354048j -4.11983e-17+0.00373761j -4.14212e-17-0.000963266j -9.9894e-18+0.00131067j -1.77526e-17-0.00771622j 4.60769e-18+0.00492772j -1.90649e-17-0.0016194j -2.88954e-17+0.00276702j 7.72244e-17-0.0111885j 1.42881e-16-0.00158252j 2.06225e-17+0.00184703j 1.3046e-17+0.0019104j 1.9701e-17+0.00189581j -2.30616e-17-0.000204267j 2.0279e-17+0.00983941j -7.69696e-17+0.00585759j 9.89985e-17-0.00032896j -4.05379e-17-0.00465539j -4.53651e-17+0.00256313j 2.08663e-17-0.00255823j 7.61872e-17-0.00338041j 1.27049e-16+0.00502781j 1.89102e-16+0.00610209j 1.54701e-16+0.000329738j 2.35183e-16-0.0098057j -4.70111e-17+0.00748435j 1.63903e-16+0.00381686j -7.40462e-17+0.00511708j 5.50812e-16+0.00656228j 1.2562e-16+0.0112079j -3.09749e-15+0.00125686j 2.54525e-14+0.00709378j 2.44657e-14+0.00321715j 6.77854e-17-0.00482707j -2.52963e-16+0.00127409j -1.78345e-17+0.00127283j -4.45858e-17+0.00302056j -1.19604e-16-4.49865e-05j 9.14097e-16-0.0144331j 1.06676e-16+0.011586j -1.2685e-16-0.0063403j -5.02865e-17+0.00602321j -5.30266e-17+0.00331114j -1.9567e-16-0.00477765j 4.68348e-18-0.00360569j 4.95828e-18+0.00541206j 9.81225e-17-0.000598186j 7.80343e-17+0.00611551j 1.89478e-17+0.00407708j 5.55609e-17-0.00327623j 2.34421e-17-0.00413953j 7.02583e-18-0.00535147j 1.63742e-17+0.000764068j 9.86274e-17+0.00129553j -1.76334e-18-0.00159747j 1.37891e-17+0.00747779j 1.25312e-17+0.00231965j -8.19393e-18+0.00870882j -8.86525e-18+0.00438496j -5.82547e-18+0.00762617j 4.97832e-18-0.00218592j 4.05728e-17-0.000544956j 3.29776e-17-0.00481591j -8.35197e-17+0.00184933j -9.64675e-17-0.00183795j 4.11452e-18-0.00301063j 5.82027e-18-0.00647256j -9.44711e-19+0.00231531j -1.13959e-16-0.00309956j 2.39547e-15+0.00450081j 
-5.92631e-15-0.0131355j -4.13138e-16+0.00180368j -4.18088e-17+0.00128975j 4.90341e-18-0.000827281j -2.763e-17-0.000840022j 4.48468e-17-0.009505j 9.16805e-17-0.00727768j -2.39067e-17+0.00159234j -8.03168e-17+0.00372951j -3.78937e-17+0.00200106j 7.64846e-18+0.00246078j -1.0918e-17+0.00015388j 2.40543e-17+0.00166103j -3.12335e-17-8.39069e-05j -1.56456e-17+0.00358308j 3.68401e-17-0.000772025j 1.70862e-16-0.00944315j 1.56166e-17-0.00147214j -3.67584e-18+0.00194377j 2.61647e-17-0.000923185j -1.55641e-17-0.000756835j -3.33403e-17+0.000991419j -5.19896e-17+0.00775234j 4.31736e-17-0.00866529j -9.2428e-17-0.000602499j -7.22034e-17+0.0042924j -4.51166e-17-0.00940198j -2.51349e-16-0.000872026j -3.86845e-17-0.00638778j 2.02702e-17+7.19559e-05j 1.45931e-16-0.000120159j 3.74986e-16-0.0111739j -1.40156e-16+0.0056012j 2.51875e-17-0.00496065j -1.16681e-17+0.0037655j 4.3421e-16+0.00576542j 4.53092e-17+0.00276514j -1.12279e-15+0.000383684j 9.71277e-15+0.00262358j 9.32745e-15+0.00129931j 5.2493e-17-0.00341086j -6.46325e-16+0.00372555j 4.73411e-17+0.00174114j -7.84604e-18+0.00785839j 9.14567e-17-0.00182767j -1.91922e-16+0.00219283j 7.82373e-17+0.00540091j -8.70578e-18-0.0053125j 3.9397e-17+0.0101696j -1.1354e-16+0.0017383j 1.79702e-17+0.00651082j -7.31774e-17+0.00146919j -7.55884e-17+0.00451417j 8.65395e-17-0.00889143j 3.11688e-17-0.00227986j -3.89208e-17-0.00131482j 2.66837e-17-0.000300563j 2.39428e-17-0.00320423j 1.04882e-17-0.000760139j -1.79881e-17-0.00136335j 9.96403e-17-0.00856523j -7.11963e-18-0.00398936j 1.26074e-17+0.00140086j 1.18647e-17-0.000357875j -2.65282e-17+0.00380593j 1.3023e-17-0.00164391j -2.33004e-18+0.00115488j 8.40578e-18-0.00329388j 8.11507e-17-0.0024216j 3.52511e-17-0.00482413j -7.06426e-17+0.00751658j -6.17881e-17+0.00769044j 2.8889e-17-0.000306628j 1.30042e-17-0.00395822j -2.88885e-17+0.00186154j 4.03542e-16-0.00442461j -5.51516e-15-0.0120316j 
1.38963e-15+0.00318325j 1.76726e-16+0.00016271j -7.6822e-18-0.000353228j 9.80008e-17+0.000874006j 5.19756e-19+0.00094252j -8.76085e-17+0.00260177j -2.67709e-17+0.00315129j 5.06091e-17-0.00132939j -2.11824e-17+2.67136e-05j 1.36023e-17-0.000883285j -1.11205e-17+0.0015942j -2.27213e-17+0.000875215j -2.73315e-17+0.00128081j -7.49973e-17-0.00102223j 3.94929e-17+0.00376891j 3.2982e-17+0.000721217j -1.09315e-16+0.00356194j -8.60661e-17+0.000199423j -3.86423e-17+0.000124512j -2.6643e-17+0.00103057j 2.21053e-17+0.000176934j -2.91218e-17-0.00114417j 4.13832e-17+0.00149202j -4.59433e-17+0.00260857j -3.78944e-17-0.00351083j 3.08574e-17+0.000793077j -1.19482e-16+0.00173333j 9.11933e-17-0.00175395j -1.01162e-16+0.00246575j 5.95407e-17+0.0033043j 1.85711e-17+0.00388667j -7.13212e-17+0.00171336j 4.70187e-17+0.0013421j -4.40378e-17+0.00397925j 5.0226e-17-0.000301328j -1.25435e-16-0.00183437j -4.4214e-17-0.000143511j 2.08983e-16-5.89893e-05j -1.85274e-16-0.000374808j -1.82397e-16+0.00033666j 3.01234e-17-0.00150401j 4.12389e-16-0.0024986j 2.34907e-17-0.0033491j 7.33145e-17-0.00168314j 1.6887e-17+0.00315137j 2.89773e-16-0.00154326j 2.13901e-17+0.00094953j -5.66323e-17-0.00135239j 7.16475e-18-0.00287655j -3.95779e-17+0.00249112j 2.75059e-17-0.00347323j 7.31733e-18-0.00173091j 6.7252e-17+0.00310786j -5.59697e-17+0.00231478j 6.21263e-18+0.00345001j 8.11319e-18-0.00139202j 1.1595e-17+0.000636169j -4.94258e-18+0.000517724j 1.60338e-17+0.000975088j -2.2332e-17+0.00171461j -1.30862e-16+0.00258051j 2.82961e-17-0.000923502j 4.68227e-17+0.00282938j -2.9333e-17-0.0029612j -3.29536e-17+0.000337527j 1.41071e-17-0.00239361j -3.52577e-18-8.59388e-06j -3.64308e-18+0.000373378j 1.4141e-17+0.000652129j -5.90422e-18+0.000855435j 6.99279e-17-0.00125841j 1.00546e-16-0.00349052j 5.27416e-17+0.00019222j 6.11349e-17+0.00180837j -1.6111e-17-0.000117182j -6.06558e-17+0.00169967j 1.10459e-15+0.00267944j 
3.971e-15+0.00949025j 2.75796e-16-0.00226429j -8.65879e-17+0.000202983j -1.03657e-16-0.000852595j -1.55605e-16+0.000302258j -2.02963e-16+0.0018473j -8.14252e-17+0.00079276j -6.05427e-18+0.00015378j -1.10076e-16-0.00124681j -9.75427e-18-0.000684651j 7.08531e-17-0.00630316j 1.69514e-16-0.0104463j 1.24377e-16-0.00243007j 1.18892e-16-0.00391621j -1.53271e-17-0.0061549j 1.28984e-16-0.00778401j -2.51238e-16+0.00208233j -1.30267e-16+0.000445261j 8.77543e-17-0.003895j 1.85889e-17-0.000868337j -8.58788e-17+0.00223717j -2.01149e-16+0.00928057j 3.52212e-18-0.00476343j -1.14818e-16+0.00325689j 7.29725e-17+6.17466e-05j 4.56753e-17-0.00331839j -2.71699e-16+0.00372053j 1.3511e-16-0.000655435j -6.05211e-17+0.00171405j -1.21115e-16-0.00105046j 1.53814e-16-0.00692185j -5.17482e-16+0.00655346j -1.62501e-16-4.15009e-06j -3.40373e-16-0.000426347j -1.02849e-16+0.00389164j 2.7028e-16+0.00333287j 2.93614e-17+0.00452941j 1.58187e-16+2.95408e-06j -2.02456e-15-0.000486026j -2.06359e-15-0.000386863j -1.42099e-16+0.00619877j -6.19252e-16+0.00398801j -2.51745e-17+0.00513755j 3.0677e-16-0.000889078j 5.1126e-17-0.00238092j 3.31836e-16-0.00456465j -2.39646e-16+0.00431802j -1.21217e-16+0.00159917j 2.12564e-16-0.00237114j -3.28844e-17-0.00234481j 2.26745e-16-0.00262586j 1.18458e-16-0.0018305j -8.50861e-17-0.00301626j -1.2809e-16+0.00347367j -6.47491e-17+0.00204241j -2.61946e-16+0.0099216j 3.98007e-17-0.00221471j -1.91848e-17-0.000379097j -1.4764e-17-0.00353367j -1.88914e-16-0.000191805j -1.78309e-16+0.00226025j -1.86706e-16+0.00887336j -1.58981e-16+0.00307745j 8.81007e-17+0.00523173j -1.8151e-17+0.000726663j -1.82396e-16+0.0111163j -7.69132e-17+0.00506315j -8.06351e-18+0.00111892j 1.2457e-16+0.000755291j -8.82795e-17+0.000709539j -1.30757e-17-0.00141355j 1.85325e-16-0.00119311j 5.357e-17-0.000387671j -2.17413e-16+0.00112369j -7.90429e-17+1.46093e-05j -4.81368e-16+0.002295j 4.12929e-15+0.00938829j 
-3.51042e-15-0.0075023j 9.53481e-17+0.00210127j 2.5646e-16-0.000604494j 4.53571e-16+0.00148402j 3.81824e-16-0.00243849j 1.49137e-16-0.0104426j -7.07021e-17-0.00573977j 1.60598e-16+0.00322433j 4.41416e-16-0.00151612j 1.65448e-16+0.00111259j 7.94906e-17-0.00376805j 3.14204e-16-0.00824643j -2.76091e-16-0.000688755j -1.05716e-17-0.00519246j 4.12609e-16-0.00238155j 5.26589e-16-0.00465169j 3.63028e-16-0.0101124j 2.73995e-16-0.00511217j -6.79388e-17-0.00279885j -1.35577e-16-0.00212725j 1.32698e-16+0.00107201j -1.0002e-16+0.00498453j 3.51649e-16+0.00193853j -2.11018e-16-0.00643497j -1.007e-16-0.00124175j 1.52329e-16+0.000761496j 8.30462e-17-0.00947613j -4.74798e-17-0.00258697j -3.79777e-16-0.00865728j 1.11085e-17-0.00307925j -7.45031e-17-0.00384191j 7.26365e-16-0.00470709j 4.93919e-16+0.00120646j 2.96027e-16-0.0110111j -4.1297e-17+0.00747833j 5.81334e-16+0.00710359j -3.26382e-16+0.00414973j -1.34018e-16+2.35514e-06j 4.8883e-16+0.000160536j 6.55748e-16+0.000161368j 1.33344e-16+0.00357756j -9.32547e-16+0.00699843j -2.37742e-16+0.00691265j -3.83535e-16+0.0113782j -1.93316e-16-0.00060428j 2.94519e-16+0.00409585j 3.91096e-16+0.00467665j -2.96526e-17-0.0037073j -1.84382e-16+0.00848059j 4.10729e-16-0.00261459j -4.87068e-17+0.00921568j 1.00797e-16+0.000391242j 4.31868e-16-0.000100455j -2.16292e-16-0.00646293j -1.80477e-16-0.0010298j 8.72121e-17+0.00478974j 1.73954e-16-0.000958935j 6.10945e-17-0.00247865j 4.0104e-16-0.0030525j 4.94178e-16-0.00488286j 1.95392e-17-0.0100943j 9.8175e-17+0.00429885j 6.80971e-17+0.00324662j -5.80456e-16+0.00488391j -7.37256e-17+0.00130887j -4.16096e-16+0.00790309j -2.72335e-16+0.00419583j -1.20804e-16-0.00130163j -4.7863e-16+0.0016639j 1.3168e-16-0.0035189j 3.50274e-16+0.00588877j -1.07683e-16+0.0102097j -8.13623e-17+0.00241259j 5.12324e-16-0.00165468j 2.26839e-16-0.000542732j 5.04309e-16-0.00216146j -3.7958e-15-0.00744727j 
-1.76242e-15-0.00208279j 2.78659e-15+0.00773366j 2.22064e-15+0.0060868j 3.93255e-15+0.0108921j 3.63092e-15+0.0102006j 2.95073e-15+0.00885901j 4.07148e-16+0.0015422j 8.08079e-16+0.00211458j 4.02288e-15+0.0111051j 1.32156e-15+0.00355856j 2.54443e-15+0.00690942j 5.9262e-15+0.0166257j -1.88478e-15-0.00535304j 1.33933e-15+0.00388686j 4.9462e-15+0.0135757j 6.02228e-15+0.0173108j 3.20833e-15+0.0101061j 2.44025e-15+0.00724138j 6.51947e-16+0.00175545j -6.20918e-16-0.00163335j 5.24348e-16+0.00140801j -3.58779e-15-0.0100169j 3.239e-15+0.0085673j -7.13121e-16-0.00153095j -1.38922e-16-0.000388934j 1.91394e-15+0.00509949j 3.17427e-15+0.00918557j 1.43443e-15+0.00395196j -8.26823e-16-0.00194931j 1.62306e-15+0.00430188j 1.02063e-15+0.00287836j 3.96417e-15+0.0125138j 4.28158e-15+0.0114375j 5.65019e-15+0.0157463j -2.29989e-15-0.0067452j -2.89128e-15-0.00668209j -5.15162e-15-0.0140747j 3.36069e-15-0.00154146j -2.99959e-14-0.00869096j -2.68081e-14-0.00219921j -7.70437e-16-0.00193266j -7.12226e-16-0.00348473j -4.74597e-15-0.0132903j -5.17897e-15-0.015127j -1.07552e-15-0.00342951j 4.11103e-15+0.0139865j 4.03063e-16+0.00104182j 3.67231e-16+0.00140816j -3.66277e-15-0.0107017j 3.7348e-15+0.0113349j -2.63161e-15-0.00733402j 8.68943e-16+0.00278675j 4.43465e-15+0.0120764j -9.59892e-16-0.0023507j -1.48082e-15-0.00400907j -1.81158e-15-0.00503984j 1.76243e-15+0.00521093j 1.01003e-15+0.00314738j 4.34304e-15+0.0122687j 4.92216e-15+0.0138109j 1.04357e-15+0.00371344j -1.63559e-15-0.00439393j -4.43796e-16-0.00142662j -6.64189e-15-0.0185258j -1.16817e-15-0.00341806j -6.49348e-15-0.0182927j -3.83197e-15-0.0108701j -7.57041e-16-0.00194299j -4.36193e-15-0.0121326j 1.71552e-15+0.00505631j 2.03505e-15+0.00514671j -2.39947e-15-0.007276j -8.91419e-16-0.00256134j 4.6184e-15+0.0130589j 1.94306e-15+0.0053299j 2.64926e-15+0.0069443j -6.45524e-15-0.0071187j 
2.6573e-15+0.00615563j -1.05886e-16+0.004351j 1.02678e-18-0.00119402j -5.52878e-16+0.00829177j -1.86504e-16+0.00178999j -1.26909e-16+0.000927402j -2.44871e-16+0.00487154j -1.38657e-16+0.00162592j 6.35804e-17-0.00291184j -5.96145e-18-0.000825438j 1.28855e-16-0.00280459j 1.5721e-16-0.00507798j 2.04665e-16-0.00190629j 4.11167e-16-0.00822167j -2.429e-16+0.00405805j -2.26764e-16+0.00119959j -2.76558e-16+0.00344409j 1.36067e-16-0.00402322j 2.61795e-16-0.00525369j 8.38367e-17-0.00089457j -1.4281e-16+0.00294728j 4.24052e-17+0.000328304j -3.42393e-17+0.000528883j -1.19091e-16+0.00301346j 3.37097e-16-0.00770997j -1.52833e-18-5.02924e-05j -3.07351e-16+0.000615737j 4.33286e-16-0.00498501j 1.62699e-16-0.00319079j -7.43921e-17+0.00238668j -1.13329e-16+0.00288856j -9.93853e-16+0.0107186j -1.0314e-16+0.00161818j -1.52339e-16-9.18192e-05j -2.16431e-16+0.00456469j 1.77879e-17-0.000874979j 2.07497e-16-0.00168505j 2.75761e-15-0.00099609j -1.70915e-14-0.0058885j -1.69447e-14-0.0011889j -3.68298e-16+0.00524563j -1.86189e-16+0.000900227j 1.95394e-16-0.00172868j 1.40167e-17+0.00196507j -1.61495e-16+0.00600254j -8.63038e-16+0.00631227j -1.13279e-16+0.00283608j 3.08126e-17-0.00226746j 3.81168e-16-0.00576072j -2.32979e-16+0.00217675j -5.06461e-18-0.000545744j 1.08905e-16-0.00296059j -2.52748e-16+0.00454585j -8.04631e-17+0.00241099j -1.85163e-16+0.0055033j -1.98981e-16+0.00354339j -1.80709e-16+0.0018683j -1.29065e-16+0.00153335j -2.15298e-16+0.00199956j -1.43046e-16+0.00102851j 3.89985e-17-0.00122641j -3.50948e-16+0.00691065j -3.55891e-16+0.0077713j 2.90113e-16-0.00356041j 1.90639e-16-0.00267088j -7.43018e-17+0.00285515j 2.91919e-17+0.00130421j -5.73263e-17+0.00146847j -1.37639e-17+0.00267612j -2.02559e-16+0.00268417j -8.05113e-17+0.000616749j 5.58473e-17-0.000497825j -1.80416e-16+0.00380474j -5.95536e-16+0.00877658j 9.26752e-18-0.00150794j -4.72506e-16+0.00624621j 9.61958e-16+0.0026037j 
-2.82823e-15-0.00646892j -2.52827e-16+0.00846824j 2.78727e-17+0.00441027j -1.21582e-16+0.0118271j -4.28693e-17+0.00481028j -5.48342e-17-0.00473185j -7.66569e-17-0.00727217j -1.93492e-17+0.00850128j 3.01178e-17+0.0044765j 1.66123e-17+0.00498466j -1.42407e-17-0.0062843j 5.6888e-18-0.00186243j 4.89406e-17-0.0107768j 1.00892e-16-0.00374362j -6.11532e-17-0.00268071j -1.15388e-16+0.00648862j -6.51327e-17-0.00481022j 3.63886e-17-0.000452468j 1.43827e-17-0.0058282j -1.25932e-17-0.00642007j 1.53352e-17+0.00398929j 4.75887e-17+0.00202889j 9.3311e-18+0.000545131j -9.05079e-17-0.00853471j 5.99896e-17+0.00479283j -2.84543e-17+3.4146e-05j -5.81664e-17-0.00083049j -1.54265e-16+0.00348254j -1.11788e-16-0.0147526j -2.64792e-16-0.00754298j -9.69849e-17-0.0124556j -2.45059e-16+0.0125553j -1.83572e-17+0.00540769j -2.25154e-16-0.00627791j -1.95555e-17+0.00397224j 3.79863e-16+0.00439403j 2.55292e-18-0.00784562j 4.28255e-15-0.00171197j -3.34084e-14-0.00985812j -3.23615e-14-0.00374683j -4.21738e-17+0.0114172j -1.55099e-15+0.0105449j 4.43901e-17+0.00463531j 1.41995e-16+0.000209829j 1.49771e-16-0.00918504j -1.57551e-15+0.0201496j -1.96876e-17+0.0030722j -4.14681e-18+0.00293339j 1.71361e-16-0.000488195j -1.62992e-16-0.000260513j 1.28126e-16+0.00833963j -5.63463e-17+0.00487305j -1.21231e-16+0.000792327j -2.21909e-17-0.00855836j -9.98544e-17-0.00959269j -1.44964e-18+0.00918939j -8.19945e-17+0.00197934j -6.60754e-17+0.000737875j -3.96267e-17+0.0047691j -2.49796e-18+0.00312625j -1.932e-18-0.00981659j 2.92031e-17+0.0102763j -8.52893e-17-0.00192324j 7.78618e-17-0.00258684j 4.82852e-17-0.00502244j 9.98043e-18+0.00406916j 2.10024e-17-0.00336968j -2.90983e-17-0.00151116j -8.75481e-18-0.00780019j -5.13705e-17+0.00191857j 2.64171e-17+0.010002j 3.16351e-17+0.00934115j -4.99088e-17+0.00135458j -1.41448e-16+0.0102113j 1.54935e-17+0.00277791j 2.67316e-16+0.00438424j -5.57149e-15-0.0112836j 
1.96872e-15+0.0028704j -1.57952e-16-0.00123062j -2.10549e-16+0.00021361j -2.08298e-16-0.00146344j -5.72264e-17+0.00152521j 8.01646e-16+0.0062535j 7.13042e-16+0.00408083j -3.64617e-16-0.00299431j -3.11485e-16+0.00169173j -2.44454e-16-0.000948709j 3.6623e-16+0.00498414j 6.52907e-16+0.00746814j 2.80442e-16+0.00238762j 3.42369e-16+0.00380838j 1.40343e-16+0.00496465j 2.9169e-16+0.00388324j 6.88691e-16+0.00643137j 1.00586e-16+0.00320597j 2.56832e-16+0.00324349j 2.98976e-16+0.00222119j -1.86931e-16-0.00135987j -6.62576e-16-0.00499566j -3.51395e-16+0.00154703j 7.53256e-16+0.00378728j -2.92182e-17-0.00112067j -1.31303e-16+0.00115934j 6.58658e-16+0.00474865j 1.39441e-16+0.000668439j 9.07919e-16+0.0063154j 3.77732e-16+0.00415135j 7.14389e-16+0.00596232j 8.43619e-17-0.000102164j -5.30413e-16+0.00058822j 7.59377e-16+0.00858473j -6.35869e-16-0.0051618j -1.20173e-15-0.00510277j -3.13655e-16-0.00236334j -3.73959e-16+0.000165236j 3.9747e-15+0.000989527j 3.79502e-15+0.00060452j -4.19775e-16-0.00533824j 9.95302e-17-0.0062343j -5.84073e-16-0.00672372j -6.58473e-16-0.0066663j 4.54517e-16+0.0022917j -1.9246e-16-0.0036972j -7.89986e-16-0.00238002j 2.75748e-16+0.00040738j -7.19152e-16-0.00449548j -3.58317e-17+0.00352983j -7.15192e-16-0.00656369j -1.49847e-16-0.000781582j -1.69064e-16+0.0026976j 7.47901e-16+0.00360537j 3.19596e-16+0.00206445j -7.00415e-16-0.00600737j 7.47329e-17+0.00101819j 2.49508e-16+0.00122645j 1.20574e-16+0.00247295j 5.52136e-17+0.00357556j 8.0061e-16+0.00648508j -5.17689e-16-0.00597108j -2.39818e-16-0.00095688j -2.13648e-16-0.00516631j -1.98947e-16+0.000294782j -6.00197e-16-0.00843505j -2.87867e-16-0.00303723j 2.36833e-16+0.000301329j 3.19835e-16-0.000942819j 2.91549e-16+0.00151598j -7.77985e-16-0.00341345j -8.04373e-16-0.00724706j -7.83982e-18-0.00165187j -2.06813e-17+0.000251957j -1.99751e-16+0.000525048j 5.79452e-18+0.00067823j 2.2221e-15+0.00317635j 
