-9.14253e-15-0.0197005j -6.17977e-16-0.00186354j -7.30977e-18+0.00140403j -7.05184e-18-0.00814997j -6.27531e-18-0.0031375j 8.50983e-18-0.0093368j 1.97858e-17-0.0101253j -5.62167e-18-0.000392821j -1.20245e-17+0.00495017j -5.50869e-18+0.0022979j 3.74887e-17+0.00682681j -1.52104e-17+0.00873806j 4.17359e-18+0.00436589j -2.35335e-17+0.00892163j -1.80557e-17+0.000915479j 9.95954e-18+0.00123322j 1.3179e-16-0.0117729j 5.59798e-17+0.00163978j 4.23981e-17+0.00781532j 2.01576e-17+0.00060674j -5.2062e-17-0.00438112j 1.96788e-18-0.00369167j -6.26591e-18+0.00671802j -3.10617e-17-0.0105298j -4.28412e-17+0.0065601j -4.85115e-17+0.00435563j 1.04827e-16-0.0099346j -4.52541e-16+0.00391331j -9.25927e-18-0.00273243j -3.87531e-18-0.00209136j 8.75021e-17+0.000526163j 5.51882e-16-0.0216215j -1.19704e-16+0.00153926j 1.10431e-16-0.0047206j 5.25264e-17-0.00284778j 3.02721e-16+0.00367584j 6.09049e-17+0.00201704j -3.48025e-15+0.00124331j 2.50037e-14+0.00783845j 2.42439e-14+0.00226575j 5.77048e-17-0.009912j -9.2228e-17+0.00020424j 4.04048e-17+0.00127771j -1.93474e-17+0.00555885j -3.03991e-17-0.00523014j 7.26962e-17-0.00234259j 9.69985e-17-0.0011483j 5.4999e-17-0.00258108j 1.0703e-16+0.014403j -2.03255e-17-0.000495252j 1.04722e-16+0.00730834j -5.94545e-17+0.00451769j -7.54335e-17-0.000353602j 2.96266e-18-0.010195j -2.72099e-17-0.00746614j -1.84158e-17-0.00875396j 4.13147e-17-0.00108367j 1.41339e-17-0.00363857j 4.25934e-18-0.00136933j -2.10413e-17-0.00292837j 7.27316e-17-0.00666517j -7.29603e-17-0.013053j 1.0085e-17-0.00752976j 2.17119e-17+0.00168672j 2.02202e-17+0.00478608j 4.63205e-17-0.00794835j 1.24533e-17-0.00221486j -2.53167e-17-0.00405424j 9.50797e-18-0.0035636j 7.83541e-18-0.00651626j -1.11248e-17+0.00521701j -2.4042e-17+0.00732274j -5.63998e-19-0.00311008j -4.28823e-18-0.0120625j 2.67241e-17+0.00220633j 4.76924e-16-0.0103732j -6.99287e-15-0.0153961j 
-5.49998e-16-0.00149805j 2.91931e-16-0.00309072j -3.89345e-16+0.00375124j 6.1159e-16-0.00530814j -1.83707e-16+0.0019086j -2.70963e-17+0.000514475j 5.98034e-16-0.00534776j 7.65611e-17-0.000582424j -7.34625e-16+0.00684774j -1.87458e-16+0.00175828j -7.26854e-17+0.000278092j -3.58828e-17-0.000217392j 7.35346e-17-0.0010035j -5.34927e-16+0.00448876j 2.42963e-16-0.00240936j 4.11871e-16-0.00374427j 1.0638e-16-0.000757101j -6.59718e-16+0.0060027j -2.93538e-16+0.00252403j 3.25188e-17-0.000525151j 4.09584e-17-0.000317924j -5.99002e-16+0.00607709j -2.2008e-16+0.00173686j 3.33259e-16-0.00292113j -5.82504e-16+0.0053337j -9.51921e-17+0.00067862j -8.89964e-17+0.00250073j -5.70279e-16+0.00408129j -1.92216e-16+0.0022977j 4.84384e-17-0.000383951j 8.01517e-16-0.00724317j 6.44042e-16-0.00400225j -5.74168e-16+0.00545485j -3.7412e-16+0.00417809j 1.04013e-16-0.000787407j -8.12798e-17+0.00408054j -2.96837e-16+0.00309466j -1.67941e-15+0.000619175j 1.01313e-14+0.00343042j 1.01148e-14+0.000819337j 2.7984e-16-0.00154413j -7.00869e-16+0.00278473j -2.77204e-16+0.00199258j 5.68131e-16-0.00463946j 8.73956e-16-0.00868376j 9.71122e-16-0.0059871j -5.19909e-16+0.00518392j -1.94693e-16+0.00106424j -3.66577e-16+0.00315748j -1.52654e-16+0.00113376j 2.74705e-16-0.00306641j -2.10779e-16+0.00169592j -5.5909e-19+4.6532e-05j 3.09695e-16-0.00263186j 4.32232e-16-0.00386462j -3.48232e-16+0.00403032j 2.80977e-16-0.00226548j 2.31721e-16-0.00215533j 1.84762e-16-0.00156872j -3.3966e-16+0.00339112j -1.9354e-16+0.00180135j 1.94472e-16-0.00113942j 3.23258e-16-0.00264492j -1.34444e-16+0.00133743j -4.57261e-16+0.00421664j -6.16437e-17+0.00105868j -1.04531e-16+0.00110507j 2.35335e-16-0.00227313j 6.91673e-16-0.00650555j 2.51363e-16-0.00213342j -2.73892e-16+0.00261777j 9.43664e-17-0.00104036j 5.36007e-16-0.00491179j 4.88024e-16-0.00408953j -3.98328e-16+0.00400247j 3.12708e-16-0.0026852j 3.17737e-16+0.000471963j 
-4.84898e-15-0.0105665j -2.81616e-16-0.00142003j 2.27226e-17-0.000772113j 9.01723e-17-0.00502392j 5.32029e-17-0.00282399j 8.93226e-18-0.00326876j 6.23464e-18-0.00280814j 3.61684e-17-0.00150531j 2.61673e-17+0.000492583j 1.44684e-17+0.00022478j -2.88821e-17+0.00599623j -1.08657e-16+0.00896036j -6.49141e-17+0.0042514j -1.07868e-16+0.00659701j 1.02845e-17+0.00170364j -3.94676e-17+0.0034224j 7.96405e-17-0.004763j 2.57903e-17+0.000248838j -4.06915e-17+0.00570892j -1.50721e-17+0.00166436j 1.70833e-17-0.00364637j 7.90222e-17-0.00688279j 2.26071e-17+0.00267691j -1.31456e-17-0.00366002j -6.15553e-17+0.00316964j -1.48161e-17+0.00219003j 1.00961e-16-0.00499759j -2.51369e-16+0.00199629j -4.33063e-17+0.000735167j 3.49036e-17-0.000472832j -4.69504e-17+0.00492168j 4.30689e-16-0.0129692j 2.54165e-17-0.00266055j 1.12604e-16-0.00179314j 1.25009e-16-0.00452968j -1.03108e-16-0.00168128j 7.86827e-18-0.000766616j -2.08944e-15+0.000740769j 1.50125e-14+0.00475077j 1.46419e-14+0.00135802j 1.01576e-16-0.00794892j 6.01301e-16-0.00378707j 5.23113e-17-0.00191383j -7.01127e-17+0.00230374j -4.72385e-17+0.000382092j 1.7156e-16-0.00167386j 1.32843e-16-0.00531467j 7.28256e-17-0.000790172j -1.44213e-17+0.00633685j 5.66617e-17-0.000608463j 4.44724e-17+0.00339527j -4.62898e-17+0.00229057j 2.82672e-17-0.00118948j -1.26728e-17-0.00346266j 1.05296e-17-0.00321147j 1.08932e-16-0.00992093j 1.59652e-17+0.000258372j 1.4352e-17-0.000865809j 6.93169e-18+0.000161633j 2.80506e-17-0.00254876j 1.13645e-17-0.00169017j 5.99866e-17-0.0106178j 9.88105e-17-0.00580489j -2.24561e-17-0.000109177j 6.30661e-18+0.00127096j 1.23193e-16-0.008423j 4.65936e-17-0.00322564j -9.34853e-18-0.00128553j -3.87104e-17+0.000344391j 2.37254e-17-0.00268196j 4.95089e-17-0.000177809j -3.48566e-19+0.00206313j 1.04418e-17-0.00097434j 1.1144e-16-0.00727076j 3.27409e-17-0.000282954j 3.21488e-16-0.00602662j -3.56466e-15-0.00794989j 
1.43821e-15+0.00364395j 1.14429e-16-0.00515305j -1.79585e-17+0.000786585j -6.11757e-18-0.00733052j -3.08049e-17+9.74214e-05j -6.40694e-17+0.00385353j -3.10704e-17+0.000769703j 1.063e-17-0.00404512j -2.09442e-17+0.00284799j 6.87352e-19-0.00106327j 2.71093e-17+0.00282852j 1.77401e-17+0.000808814j 1.34306e-17+0.00346323j -7.60096e-18+0.00394067j -4.57713e-18+0.000558114j 4.00248e-17-0.00449851j -1.10702e-16+0.00340927j -5.82639e-17+0.00447568j 4.13295e-17+0.00364266j 2.89947e-19+0.00237892j -4.39389e-17-0.00146344j -3.22071e-17+0.00294255j 1.91641e-18+0.000996864j -2.57568e-17+0.00276547j 2.89544e-17+0.000557679j 2.46617e-17+0.000434119j 1.73985e-17+0.00349128j 5.27816e-17+0.000912875j 6.42021e-17+0.00826352j 9.66737e-17+0.00374482j 7.69774e-17+0.000986429j -4.39465e-17-0.00548678j -1.42262e-17+0.00198036j 5.17324e-17+0.00711582j -4.75695e-18-0.00232958j 3.3436e-17+5.60754e-05j 4.09552e-17+0.00459722j -2.40441e-15+0.000965884j 1.80837e-14+0.00541963j 1.7474e-14+0.00190462j -4.93031e-20-0.00537235j 4.53874e-16-0.00309103j -3.07571e-17-0.00177213j 8.56114e-17-0.0045861j -1.06434e-16-0.00129518j 8.27351e-16-0.0119674j -2.94914e-17+0.00247819j -8.2078e-17-0.000435581j 4.17488e-17+0.000312349j -1.45929e-17+0.00176928j -1.72736e-17-0.00699463j 3.72348e-17-0.00138724j 1.988e-17+0.000694886j -4.55673e-17+0.00286719j 2.09444e-18+0.00233269j -3.7828e-17-0.000875002j 3.74308e-17-0.00196148j -6.20237e-18-0.0012663j -9.08936e-18-0.00228259j -5.5543e-17+0.00206464j -8.44046e-17+0.00642607j -7.67891e-17-0.00439538j -1.13583e-17-4.9138e-05j 2.77795e-17+0.000623506j 5.32698e-18+0.00448645j -1.41706e-17-0.00151939j -7.27817e-18+0.00185983j -1.39659e-17-0.000610564j 1.97744e-17-0.00127507j -2.64305e-17-0.00138786j 1.49707e-17-0.00281742j 6.6256e-17-0.00604796j 2.19376e-17-0.00373661j -4.09839e-17-0.0052831j 3.02059e-18+0.00158094j -2.432e-16-0.00229406j 3.03817e-15+0.00637247j 
3.7567e-15+0.00638063j 2.44468e-17-0.00159122j 3.14822e-16+0.00231013j -4.84585e-17-0.000908594j 3.63273e-16+0.00262395j 4.02957e-16+0.00298137j -5.539e-17-0.000455804j -5.93358e-18-0.000321896j 4.5076e-16+0.00349085j 6.2566e-17+0.000390008j -4.02122e-16-0.00263865j -6.89532e-16-0.00523845j -3.25571e-16-0.00206323j -1.80841e-16-0.00120637j -2.20635e-16-0.00151659j -5.42788e-16-0.00468998j 4.04635e-16+0.00330835j 4.16201e-16+0.00347444j -2.31103e-16-0.00143731j -1.2465e-16-0.000641536j 2.52592e-16+0.00172182j 9.72251e-16+0.00742853j -7.5833e-17-0.000238095j 2.03577e-16+0.00148431j 6.2134e-17+0.000238803j -1.03671e-16-0.000713267j 6.84389e-16+0.00474706j 1.92013e-16+0.000619423j 3.12619e-16+0.00243353j 1.493e-16+0.00125j -7.4752e-16-0.00560783j 6.04787e-16+0.00460965j 6.49607e-16+0.00476089j 5.98935e-16+0.00471192j 2.24228e-16+0.0019595j 6.1379e-16+0.00285666j 3.50966e-16+0.00293935j -1.79301e-17+5.0718e-05j -1.57831e-16-8.17117e-05j -1.39754e-16+4.23905e-05j 4.4491e-16+0.0026634j -1.01697e-17+0.0027229j 1.32497e-16+0.00139881j -5.13423e-16-0.00435822j -5.9563e-16-0.00413814j -2.15033e-16-0.00438439j 7.9568e-16+0.00631319j -3.1071e-18+0.000555116j -3.63578e-16-0.00227822j 1.55732e-16+0.00154161j -7.18153e-16-0.00506493j -1.09258e-16-0.00104883j 1.82371e-16+0.00131646j 2.00374e-16+0.00148248j 1.12841e-16+0.000983924j 1.02682e-15+0.00740312j -1.7089e-16-0.00155042j -9.18931e-17-0.000773312j -1.24015e-16-0.00124171j 4.96336e-16+0.003605j 3.71659e-16+0.00320372j 7.0896e-16+0.00470383j 3.28234e-16+0.00261881j 5.81208e-17+0.000523699j 2.44831e-16+0.00225714j 6.45179e-16+0.00494342j 3.44861e-16+0.00288888j -5.28106e-17-0.000440543j -4.56434e-16-0.00338881j 6.72999e-17+0.000281368j 1.1638e-16+0.000766848j -3.87622e-16-0.00311678j -2.95491e-16-0.00241303j 2.50721e-16+0.00142422j 3.13519e-16+0.00234386j 9.75752e-17+0.0019398j 3.74651e-15+0.00627626j 
-3.86603e-15-0.00912197j -2.63119e-16+0.00953654j -1.5799e-17-0.0020421j 1.85944e-17+0.0127643j -4.24153e-18-0.000609707j 2.53914e-17-0.00723184j 4.78726e-17-0.000476554j -7.55779e-18+0.00622424j -4.08309e-17-0.00510778j -1.27691e-17+0.00150873j -2.13502e-17-0.00187481j -2.43453e-17+0.00220389j 9.17711e-18-0.00389404j -1.13697e-17-0.00605397j 2.29745e-18+0.00269873j -6.6972e-17+0.0101822j 1.08908e-16-0.00615042j 2.65107e-17-0.00850582j -6.1279e-17-0.00470593j 1.23068e-17-0.00317469j 5.13137e-17+0.00156734j -1.43742e-17-0.00884931j -2.66725e-18+0.000722769j 1.40728e-17-0.00510952j -7.43369e-17-0.00280689j -4.35441e-17+0.000849288j -1.62479e-16-0.00785635j -1.25539e-16-0.00255508j -1.72967e-16-0.0140085j -1.45527e-16-0.00471285j -6.1444e-17+0.00297772j 3.45159e-17+0.00629715j -5.91371e-17-0.00338338j -1.61263e-16-0.0115842j 3.4058e-17+0.00293726j -2.01061e-16-0.0017048j -8.13104e-17-0.00884294j 3.91455e-15-0.00158722j -2.83164e-14-0.00869377j -2.73815e-14-0.00277065j -2.65987e-17+0.00599614j -4.40203e-16+0.00284809j 1.09972e-16+0.000270723j -7.13356e-17+0.0089803j 2.50579e-16+0.00506964j -1.37563e-15+0.0210773j 8.41709e-18-0.00550781j 1.4496e-16-0.000940416j 4.57751e-19+0.000200538j -5.14242e-17-0.0015916j 1.2242e-16+0.0123562j -7.42442e-17+0.00215553j -6.65828e-17+0.000947888j 5.33508e-17-0.0054783j -4.09586e-18-0.00295259j -1.34307e-17-0.00304905j -6.47363e-17+0.00428494j 1.05955e-17+0.00226761j -5.21285e-18+0.0050292j 6.78327e-18-0.00373145j 7.2062e-17-0.0114856j 7.21738e-17+0.00362163j 1.37712e-17+0.000413977j -1.43538e-17-0.00345056j -3.0369e-17-0.00755177j 3.52505e-17-0.0019665j 1.45984e-17-0.00452478j 3.08497e-17+0.000793432j 4.25402e-17+0.00304979j 2.61592e-17+0.00198411j -2.76309e-17+0.00480081j -3.2017e-17+0.0101356j 1.1654e-17+0.00696748j 3.69995e-17+0.00854282j -5.10053e-17-0.00314767j 4.698e-16+0.0032099j -6.58868e-15-0.0136813j 
3.10069e-15+0.00656555j 1.96217e-16-0.000650451j 1.65762e-17-0.00187054j 1.79236e-17+0.00132834j 3.50211e-17-0.0017787j 4.33314e-17+0.00261711j 8.61468e-18+0.00220355j 3.83898e-18+0.00158799j 2.88961e-17-0.00603416j 9.32184e-18-0.00074436j -6.57085e-17-0.00613352j -5.34784e-17-0.00351914j -2.73294e-17-0.00375767j -1.17697e-17-0.000754726j 1.61022e-18-0.00973386j -3.99331e-17-0.000421208j 3.39709e-17+0.00140672j 2.17305e-17-0.00174232j -5.67477e-17-0.00358406j -1.49086e-17-0.00118205j 4.20877e-17+0.000849381j 6.34905e-17+0.000397582j -8.70706e-18-0.0102834j 3.1266e-17+0.00364198j 9.24794e-18+0.00464409j 1.26564e-17-0.0056372j 1.09529e-16+0.00365296j 4.48721e-18+0.00204035j 1.55729e-17-0.000455068j -1.47872e-16-0.00620382j -1.45337e-16-0.00528054j -6.1793e-17+0.00853497j 4.81944e-17-0.00903937j -1.04236e-16-0.0053988j 3.64119e-17-0.00125969j -1.78497e-16-0.00219356j -1.83342e-17-0.00248803j 1.23163e-15-0.00047593j -1.26276e-14-0.00302732j -1.20714e-14-0.00208477j 1.65876e-17+0.00729302j -1.17753e-16+0.00134309j -4.25249e-17+0.00489288j -2.07904e-17-0.00113558j 1.9716e-17-0.00114789j -2.45128e-16+0.00314803j -6.48504e-17-0.0073073j 7.829e-17+0.00642187j -9.5089e-17-0.00437027j 1.9757e-16-0.00679455j 5.58955e-17+0.00228305j 3.27958e-17+0.00103116j 1.24376e-17-0.00969445j -1.43046e-18+0.00426595j 1.91876e-17-0.00263227j 7.85525e-17+0.0037136j -7.92957e-18-0.000325141j 1.51402e-17+0.00239131j 3.15427e-18-0.0010904j 2.8982e-17-0.00353339j 2.86638e-17+0.00138679j 1.13205e-16+0.00696988j 3.18421e-17-0.00457332j -7.98923e-18+0.00600641j 2.26073e-18-0.00529542j 3.08856e-17+0.00722216j 2.12658e-17-0.000484455j 2.53372e-17+0.00301401j -3.2172e-17+0.00351074j 1.4979e-17+0.00322293j -3.53912e-18-0.0047408j -3.07581e-17+0.000804037j -1.58186e-17+0.00194886j 5.04043e-17+0.00184201j 8.95796e-19-0.00290427j -1.41244e-16+0.00192922j 2.733e-15+0.00570608j 
6.38532e-15+0.014539j 5.42514e-16-0.00227472j 2.98567e-17-0.0025435j 7.84939e-17+0.000401371j 3.21328e-17-0.000916529j -8.4045e-17+0.00396184j -9.29475e-17+0.00632298j 5.02648e-17-0.00139417j 8.67756e-17-0.00574764j 5.03228e-17-0.00288227j 6.76147e-17-0.00595173j 2.16672e-16-0.0114471j -1.7776e-17-0.000211651j 8.12446e-17-0.00678968j 1.30056e-16-0.00400431j 2.47981e-16-0.00778857j -1.14857e-16+0.00532188j -1.40568e-17-0.00239693j 3.0996e-17-0.00499212j -3.27286e-17+0.000677727j -3.16146e-18+0.00228517j -1.58883e-16+0.00688033j 1.22272e-16-0.00609523j -1.18549e-16+0.00793317j 4.87434e-17-0.00490799j 1.14039e-16-0.00399903j -1.87382e-16+0.0041661j 3.46689e-16-0.0041344j -1.12194e-16+0.00422862j -6.5587e-19+0.00152014j 2.73991e-17-0.000807135j -3.42645e-16+0.00889928j 1.21068e-16-0.00318754j -1.06364e-16+0.000119882j -9.62666e-17+0.00414357j 2.17162e-17+0.00019167j -1.02461e-16+0.00472198j 4.80239e-16-9.89866e-05j -3.33639e-15-0.00111379j -3.25792e-15-0.000208342j -9.1304e-17+0.00578848j -2.16066e-17+0.00048088j -1.00173e-16+0.00279007j 2.48002e-17+0.000403586j -8.78906e-17+0.00448653j 6.76424e-16-0.00594363j -6.79475e-17+0.00218552j -8.64145e-17+0.000430451j 7.14412e-18-0.00583875j 1.70429e-16-0.00225156j 5.36568e-17-0.00438782j 1.62205e-16-0.00452759j 1.40923e-16-0.00243133j -1.65244e-16+0.00791842j -7.83067e-17+0.0073635j -1.32575e-16+0.00757988j 6.75705e-17-0.00142518j 8.82665e-18+0.000868844j 1.08353e-16-0.003582j 4.02041e-17-0.00166404j -1.42779e-16+0.00449804j -9.05663e-17+0.00914091j -8.04504e-17+0.00644484j -1.41244e-16+0.0045295j -3.68956e-17-0.000539424j -2.64711e-16+0.0108463j -1.38836e-16+0.00581256j -3.08467e-17+0.00295345j -9.2023e-17+0.00574973j -2.16864e-17+0.00214264j 1.07835e-16-0.00522339j 9.63205e-17-0.00394736j 3.88807e-18+0.00198062j 2.81822e-17+0.00280415j 1.36517e-17-0.00256404j -4.68448e-16+0.00427327j 6.19465e-15+0.013866j 
8.7784e-16+0.00447355j 9.31566e-16-0.00358026j 2.49052e-16-0.00101241j 9.48181e-16-0.00436252j 3.20734e-16-0.00136132j -6.71354e-16+0.00282577j -5.11631e-16+0.00204334j 5.31521e-16-0.00240208j 4.17437e-16-0.00154837j 3.40655e-16-0.00145104j 3.46868e-17+4.23412e-05j 2.21648e-16-0.000887004j -4.09886e-16+0.00191961j -3.5984e-16+0.00168577j 6.14691e-16-0.00247901j 7.30415e-16-0.00322651j -5.7523e-16+0.00231631j -2.37567e-16+0.00113962j -2.0773e-16+0.00112711j -3.42691e-16+0.00155186j 1.77797e-16-0.000893363j -2.58431e-16+0.00124177j 7.24859e-16-0.00287258j -8.23788e-16+0.00348962j -1.68333e-16+0.000786593j 4.21752e-16-0.00159686j -5.3101e-16+0.00241474j -1.12027e-17+0.000303224j -1.13395e-15+0.00530402j -9.30178e-17+0.000715085j -1.303e-16+0.000609896j 2.45718e-16-0.00159828j 7.30894e-16-0.00284698j -3.5332e-16+0.00184514j 3.83977e-16-0.00165665j 2.0976e-16-0.00111743j -5.14481e-16+0.00252694j -1.36882e-15+0.000512251j 8.09205e-15+0.00280134j 8.2852e-15+0.000720906j 2.82541e-16-0.00153104j 8.71159e-16-0.00226954j -1.1953e-16+0.00031945j 4.24081e-16-0.00185765j -2.38114e-16+0.000623024j 2.01379e-15-0.00699181j 3.91707e-16-0.00155716j -3.26653e-16+0.00122337j 2.47539e-16-0.000950542j 4.53612e-16-0.00145312j 6.95769e-16-0.00319903j 2.81321e-16-0.00106339j 7.32037e-16-0.00286666j -9.07124e-16+0.00372527j -3.73712e-16+0.00171769j 7.81277e-17-0.000405276j 2.95963e-16-0.00125398j -2.92179e-17+4.16942e-05j 4.81518e-16-0.002158j 2.24347e-16-0.000931643j -1.00187e-15+0.00430687j 1.47974e-16-0.000986615j 2.31639e-16-0.000928717j -6.39882e-16+0.00272958j -1.66962e-16+0.00100652j -3.58635e-16+0.00137176j -2.95013e-16+0.00134922j -2.36122e-16+0.000920445j -4.87839e-16+0.00193619j -5.22996e-17+4.59756e-05j 9.60154e-16-0.00406101j 7.77028e-16-0.00339364j 1.99565e-16-0.00101398j 6.79398e-16-0.00319167j 2.05548e-16-0.000750516j 3.49663e-18-0.0010343j 1.50653e-15+0.00606256j 
-5.15483e-15-0.0110476j -2.99952e-16-0.000296823j 1.68234e-17-0.00285969j 5.66907e-17-0.00266551j 3.31803e-17-0.0051301j -2.35252e-17-0.000756904j -3.17184e-17-0.00138527j 3.19382e-17+0.000859694j 3.60272e-17-0.00572017j 3.47983e-17+0.000361437j 2.0142e-17+0.00346285j -1.32023e-17+0.0153863j -2.70059e-17+0.000459252j -2.99224e-17+0.0108009j 3.80751e-17-0.00700793j -6.30946e-17+0.0111454j 2.09207e-18-0.00466036j 2.72248e-17-0.00140184j -5.89104e-18+0.00488258j 1.08663e-18+0.000514385j -7.63488e-18-0.00473913j -1.24507e-17-0.0154248j 6.14744e-17-0.00766373j -6.31837e-17-0.00224742j 1.88033e-18+0.0116583j 2.72966e-17-0.00275184j 1.7601e-16-0.0024137j -3.85704e-16+0.00702216j -5.94436e-17-0.00155258j -1.87206e-16-0.00912717j -1.41548e-16+0.00254529j 2.36395e-16-0.0069736j -2.49009e-17-0.0152772j -4.06121e-17-0.00841628j 1.41497e-16-0.0111739j -7.0135e-16-0.0081039j -1.04413e-16-0.00956176j -4.62311e-16+5.09496e-05j -1.48067e-15+0.000853128j -1.10686e-15-0.00144648j -2.09401e-17-0.0035216j 8.53256e-16-0.0054512j 3.66641e-19+0.000190964j -5.64536e-17-9.8943e-05j 6.16429e-17-0.000956425j -4.79125e-16+0.00766554j -9.67311e-17-0.0203891j 2.52706e-16+0.00792744j 6.11911e-18+0.00232838j 2.28359e-16-0.00812134j 2.69983e-16+0.00900768j -1.33885e-17+0.00644816j -2.2107e-17-0.0127581j -8.30288e-17-0.00126674j -5.29685e-17-0.0107006j -6.42626e-18-0.0141308j -3.89664e-18+0.00187628j 2.45863e-17+0.00297502j 7.22925e-18+0.00245163j -2.17892e-17-0.00664229j -1.13968e-17-0.00152355j -2.46628e-17-0.00964278j 3.50065e-17-0.0170667j -2.70739e-17+0.00325399j 1.0066e-17-0.00713368j 5.4889e-17-0.00958153j 1.94381e-17-0.00972224j 5.99776e-18+0.00166664j -4.70102e-17+0.00311419j 8.99277e-19+0.00136606j 4.96506e-17-0.00527083j 3.83689e-17+0.00422655j 4.56224e-20+0.00136098j 6.22888e-17-0.00593012j 1.37719e-17-0.00378518j 3.12302e-16-0.0057943j -4.39749e-15-0.00946744j 
4.11024e-15+0.00952796j 3.39807e-16-0.00651392j 4.71113e-17-0.00224148j 5.69297e-17-0.007743j 6.16271e-17-0.00270826j -2.43763e-17+0.00255087j -7.34447e-17+0.00377094j 3.9708e-17-0.00465254j 1.06949e-16-0.00302536j 3.92304e-17-0.0032137j 1.63285e-17-0.00109684j 6.72441e-17-0.0078843j -5.66801e-17+0.0047497j 1.39909e-17-0.00138877j 6.20542e-17-0.00260468j 1.57038e-16-0.010657j -1.76345e-17+0.00292553j 3.87141e-17+0.000249872j 1.99031e-17+0.000445324j -3.09042e-17+0.00293803j -6.43497e-18-0.000552098j -1.26572e-18+0.00689836j 7.30608e-17-0.00266282j -6.35318e-17+0.00626879j 3.54876e-17-0.00332397j 7.04201e-17-0.00190788j -2.66241e-17+0.00178714j 2.30518e-16-0.00305069j 2.70742e-18+0.00899738j 1.09278e-16+0.00386877j -6.96624e-18+0.00178183j 5.47122e-18-0.00393506j 1.35432e-16-0.00193707j 8.18325e-17+0.00254622j -3.11133e-17+0.00185607j 1.84847e-16+0.00133567j 2.61787e-17+0.00912443j -2.60422e-15+0.0010825j 1.98369e-14+0.00588499j 1.9163e-14+0.00217927j 1.39904e-17-0.00220597j 4.02818e-16-0.00221506j -5.22781e-17+0.00177764j -5.18547e-17+0.00074866j -2.43967e-16+0.00338786j 1.20063e-15-0.015444j 8.78574e-17+0.00313362j -8.61471e-17-0.00164848j -1.92196e-17+0.000135881j 1.78871e-16-0.00129689j -5.59664e-17-0.00605584j 1.28599e-16-0.0043402j 1.33797e-16-0.00181962j -1.12881e-16+0.00639005j -3.06037e-17+0.00733069j 2.00655e-17+0.00273134j 7.14719e-17-0.00306867j 8.51023e-18-0.00138568j 6.43193e-17-0.00594768j 6.39551e-17-0.00221223j -6.3354e-17+0.00609783j -3.02297e-17+0.00071862j -7.86421e-18+0.00443115j -8.51814e-17+0.00571311j 8.35987e-18+0.00439657j -1.05785e-16+0.006683j -5.91413e-17+0.00663725j -3.79615e-17+0.00121756j -1.16179e-16+0.0049049j -1.02076e-17-0.00145942j 8.89643e-17-0.00565186j 3.34965e-17-0.00517578j -2.22681e-17-0.00110531j 5.09441e-17-0.00568753j 5.60428e-17-0.00129804j -3.86715e-16-0.00135983j 5.86954e-15+0.0124467j 
2.31537e-15+0.00525014j 1.67544e-16-0.00241331j 6.25312e-18-0.00802318j 2.18384e-18-0.0016155j 3.24771e-17-0.00782205j 1.65067e-17+0.00297078j -3.15151e-17+0.00864658j 3.52797e-18-0.00173823j 5.27873e-17-0.0154596j 2.30667e-17-0.00429978j 2.95619e-17-0.00164932j 6.69493e-17+0.00309561j -1.12526e-17+0.00292939j 5.07736e-17+0.00147425j 4.2618e-17-0.0086861j 1.45601e-17+0.00309672j 1.88248e-17+0.00137729j 6.07406e-17-0.00707432j 1.09286e-17-0.000616767j 2.01084e-17+0.00256254j -9.33664e-18-0.00276578j -4.62119e-17-0.0108939j 4.87809e-17-0.0138049j -1.096e-17+0.00831993j 4.82498e-17+0.00217314j 6.17125e-17-0.00668286j 2.29424e-17-0.000143817j 6.16162e-17-0.000549291j 6.41991e-18+0.00377108j -1.10909e-16-0.00546527j -1.58233e-16+0.00767168j -9.40765e-17+0.0012116j 1.31933e-17-0.021085j -7.21172e-17-0.00945277j 3.22522e-17-0.00617102j -8.42734e-16-0.0098035j -8.20103e-17-0.00398864j 3.06191e-18-1.90572e-05j -3.04217e-15-3.04443e-05j -2.74187e-15-0.00117983j -1.18583e-16+0.00102648j 1.19782e-15-0.0076732j -4.39418e-18+0.00139472j -1.75318e-16+0.00360933j -3.07247e-17+0.00984901j 7.39887e-17+0.00069865j -1.43117e-16-0.0197567j 2.4781e-16+0.00627861j -7.95322e-17-0.00432733j 3.65636e-16-0.0104232j 1.66359e-16+0.00475074j 1.09858e-16-0.000249412j 2.51818e-17-0.0143278j -8.16257e-17+0.00906304j -2.65791e-17+0.0011053j -5.88215e-17-0.00944749j -1.47764e-18+0.00107586j 4.5554e-17+0.00436889j 1.11558e-17-0.00157315j -9.09114e-18-0.0105656j 2.57264e-17+0.00317946j -6.06658e-17-0.00133991j -2.45686e-17-0.00755318j -5.02244e-17+0.00757505j 3.44459e-18-0.00819147j -5.84891e-17+0.000768902j -2.52873e-17-0.00296699j 2.85445e-17+0.00577997j -6.31181e-17+0.0135718j -2.76414e-18+0.0037623j 1.52823e-19-0.0128637j -2.47654e-18-0.000444766j -2.58552e-17+0.00565902j 2.57254e-17-0.00289027j -1.38101e-17-0.00868796j -1.97308e-16-0.000929073j 2.86601e-15+0.0060305j 
