-0.010486-0.0106698j -0.00664445+0.00219329j -0.00822654+0.0169258j 0.000617364+0.00648904j 0.00518132-0.00245937j 0.0114393-0.00843754j -0.00979611+0.0112913j -0.000543898+0.00244986j -0.00406719+0.000869411j 0.00944849+0.00602308j -0.00664408+0.00142404j 0.00615791+4.79885e-05j 0.016426-0.000532198j 0.0157818+0.00565775j 0.0112084-0.00930676j -0.0190653-0.00833786j 0.007759-0.000390811j -0.0125506-0.00108861j 0.00895507+0.000483046j 0.0144314-0.0111819j 0.00402471-0.0117131j 0.0237437+0.00466744j -0.00374505-0.0196299j -0.00391693+0.0126636j -0.02693-0.0148535j 0.0231838-0.0232807j 0.00786415-0.0210277j 0.00412439+0.00316048j 0.00712964-0.00612677j -0.00153989+0.00945861j -0.0130866+0.000735612j 0.00152837+0.00329796j -0.00653568+0.00780501j -0.014793+0.00078812j -0.0111727-0.008808j 0.000214555+0.0067515j 0.00493862+0.00976228j -0.00749637-0.00409053j -0.00756339-0.00106963j -0.0137262-1.93252e-05j -0.00742326+0.00357803j 6.06608e-05-0.00488157j 0.00465613+0.00878069j 0.00425502+0.0036686j 0.000947318+0.000811282j -0.00285832-0.000718951j -0.00274112-0.00496291j 0.00297928-9.58501e-05j 0.00649494-0.00977065j 0.00939303-0.010343j -0.0058263+0.00819605j -0.00179694-0.000275121j -0.00618229+0.0108157j -0.00330146+0.00997107j 0.00374093-0.00110897j -0.00585445-0.00531229j 0.000494407+0.00131871j -0.00412709-0.00860901j -0.0148578-0.00212305j -0.00210783-0.0208139j 0.0184497+0.00581229j -0.0237879-0.00146181j -0.0244832-0.0358935j 0.00946589+0.0166858j 0.0186831-0.0168185j 0.0154765-0.00671204j -0.0143693+0.0322353j -0.0138669+0.0166986j 0.00284785+0.0032019j -0.00247721-0.000379968j -0.00428354-0.00569823j -6.50086e-05+0.00128297j 0.0124702+0.0104604j 0.000631623+0.00233928j -0.00626058-0.00103252j 0.00288389+0.000836648j 0.00472484-0.00442958j 0.00425414+0.00283347j 0.0100449+0.000388277j 0.00361497+0.00586267j 0.00315863+0.00881531j 0.0029458-0.00401192j -0.0129827+0.00644743j 0.00124342+0.00783346j -0.00503842-0.00309242j 0.0161556-0.00638308j 0.000126327-0.0174898j 0.0103326-0.0175168j 0.00154518+0.0389416j -0.0114401-0.0147751j 0.0279021-0.0399701j 0.0372639+0.0218818j 
-0.00356928+0.000312502j -0.000992807-0.00725073j 0.00586887-0.00639088j 0.00637556-0.000857056j -0.00860328-0.00825799j -0.00544264-0.00631621j -0.00121039-0.00813943j -0.00201649+0.00829604j -0.0108113+0.0156326j -0.00627579-0.0157048j -0.00280871+0.000923662j 0.00584199+0.0142339j -0.00590383-0.0133786j 0.00297729-0.00310968j 0.00586059-0.00842723j -0.00154038-0.00768967j -0.00342557+0.00693822j -0.0072404-0.021342j 0.00192009-0.0149938j -0.0136326+0.000880207j -0.00814032-0.000853234j -0.000366692+0.000511708j 0.000527976+0.0013007j 0.00125015+4.86419e-05j -0.00700994-0.0013934j -0.00338466-0.00424625j -0.0016566+0.000519458j 0.00079681+0.0148001j 0.00135854+0.00794713j -0.00246171+0.022144j 0.00296676+0.00191605j 0.00468627+0.00525078j -0.00364969-0.00690633j -0.00178077-0.0172367j -0.00354287+0.0178897j 0.0076916+0.00486504j -0.00484927-0.00263364j -0.000966607-0.00119042j -0.00174875+0.0151168j -0.00405313-0.0016233j 0.000155434-0.00793288j 0.0121142+0.00869099j 0.00171706-0.0235686j 0.000618959+0.00315422j 0.00512679-0.0107471j 0.00227359+0.000960266j 0.00537475+0.00617523j 0.00861963-0.013632j -0.00533499+0.00288826j 0.0105615-0.00481546j -0.00155626-0.00100511j -0.00302542+0.000391774j 0.00658704+0.0139522j 0.00376602-0.00572949j -0.00846659+0.012961j 0.00939108+0.022713j -0.00183084-0.0126226j 0.00049948+0.00977483j -0.00324151+0.00872011j 0.0013561+0.0188028j 0.00199315-0.00665901j 0.00858173+0.003338j 0.00970005+0.00956452j -0.000600294+0.0027736j 0.0139444-0.0163383j 0.00368906+0.00421738j 0.000594217-0.0102344j -0.0140311-0.0120062j -0.00739888+0.00826666j -0.0202383+0.00826559j 0.00351224+0.0104178j -0.000817992+0.00515031j -0.0206849-0.000583439j -0.000102161-0.000119924j -0.0744624-0.016733j 0.0257931+0.00711951j -0.058996-0.0185121j -0.0132452-0.00978614j -0.0035064+0.00212019j -0.0119968-0.0210563j -0.0122677-0.00109784j 0.0054959+0.0139964j -0.00398228-0.000977369j 0.0161677+0.0257381j 0.0145742-0.00139535j 0.000150387+0.00692973j 0.00160606+0.00328075j -0.00473308+0.00479997j 0.00272172-0.0023292j -0.000132373+0.00463738j 0.00662343+0.00146117j 0.000505755-0.00250971j 
0.00765107-0.0050867j 0.000594253+0.0100964j -0.019395+0.00657375j -0.00833952+0.0126614j 0.0207905-0.00744485j -0.0156402-0.00931592j 0.00820358-0.00225636j -0.00405615+0.0264223j 0.0401262+0.00448803j 0.0137083-0.000499912j -0.00128429-0.0127273j -0.02066-0.0143908j -0.0233398+0.0120887j -0.0116886-0.0160789j -0.0222297+0.012254j 0.031679+0.00289648j -0.0160528-0.00676024j 0.0179101+0.00904057j -0.00882574+0.00844459j 0.0196199-0.000148852j 0.000253285-0.00731057j -0.00477474+0.00109472j -0.0134176+6.29441e-05j 0.00164857+0.0029467j 0.00586333-0.00768194j -0.0106936+0.00409118j 0.00247714+0.0171974j -0.00478269-0.00349585j 0.0251928+0.0111706j 0.00833312-0.00355506j 0.00435411+0.016049j 0.00311858+0.0364618j 0.00130039+0.0142048j -0.00361539-0.00331146j -0.00901171+0.0195772j 0.00159986+0.0181952j 0.00097045-0.00983108j 0.00307878+0.0232395j -0.00434927+0.0169624j 0.00504442-0.0140044j 0.00491843-0.00412628j 0.00189687+0.000190912j 0.00263142+0.0181756j -0.000754565+0.00696534j 0.000207964-0.0163126j -0.00127406+0.0165647j 0.00876089-0.0123937j 0.00567565-0.00434843j -0.00556285-0.00799004j -0.00152211+0.00330715j 0.00187442+0.0134636j 0.00705661-0.004208j 0.00793875-0.00462652j 0.00259597-0.0122217j -0.00521859-0.00883005j 0.00148693+0.0123979j -0.000499521+0.00274076j 0.00455926+0.0136209j -0.00519033+0.02099j 0.00327072+0.000964268j 0.00516648+0.00844722j 0.00876081-0.0324567j 0.00209495-0.0137328j -0.00862071-0.00520521j 0.0059718-0.0129816j 0.00345916-0.00491058j -0.00623679-0.00161428j 0.00223416+0.00122728j 0.00237872-0.00283814j -0.00407604+0.00333733j -0.000848205-0.00146014j -0.00239106+0.00188496j -0.00624392+0.0066643j -0.0028018+0.00236421j -0.00109872+0.00628531j 0.00171708-0.00419849j -0.00202998+0.0175303j 0.000451259-0.0124816j -0.00397538+0.00480151j -0.00314128-0.00420008j -0.00670938-0.00586659j -0.00547909+0.00253509j 0.00568282-0.000687637j -0.00364244-0.007033j -0.000585822-0.00033448j -0.00526933+0.0081551j -0.0014409+0.0023971j -0.00534018+0.00587843j 0.00408826+0.0022647j 0.00311085+0.00386336j 0.00431917-0.00561781j -0.00525437+0.0052895j 
0.00345727+0.00384665j 2.92061e-05-0.00677197j 0.0031645-0.00432917j -0.00744977+0.00642085j 0.0138988+0.000779354j 0.00611394+0.00560151j 0.0137095-0.00636864j -0.0174875-0.0126798j 0.0367171-0.0152467j 0.0379561-0.0015033j 0.0107124-0.00191638j -0.0436771+0.011031j -0.0110799+0.0202774j -0.0103778+0.0260284j -0.0183267-0.00652969j 0.0135047-0.00210889j 0.00981184+0.000361346j 0.0109697-0.0302355j -0.0160762-0.00647776j 0.0231197+0.0160651j 0.0141885+0.00149503j -0.010469-0.000522337j 0.0047705-0.0163998j -0.00173396-0.0162719j 0.0133774+0.00323526j 0.0017221+0.00359014j -0.0141327+0.00391672j -0.00335859-0.0228028j 0.0124833-0.00657355j 0.00626263+0.00473029j 0.000827367+0.00175163j -0.004226-0.000591557j -0.0020798+0.0188386j -0.00599443-0.00754816j 0.00456975-0.00183429j -0.014355-0.0156274j 0.00946211-0.0109598j -0.00500422-0.00197788j 0.00361202-0.000507483j -0.0023762+0.0121849j -0.000471585+0.0116565j 0.000852097-0.00861958j -0.0119578-0.000615847j 0.000661987-0.0228194j 0.000523938+0.0153061j -0.00104244-0.00554678j -0.00306679+0.0135944j -0.00223819-0.0061666j 0.00154871-0.00138678j 0.00475791-0.0038987j -0.00204889+0.000976523j 0.0042483+0.00410262j -0.00257273+0.000748272j -0.0104427-0.0174827j 0.00134031-0.00133336j 0.00663461-0.010563j -0.000430311+0.0226185j 0.0101198+0.0134911j 0.0142868-0.00095029j 0.00728274-0.00664448j 7.54624e-05-0.0100843j -0.0162569+0.0147685j 0.00647189+0.00757007j -0.00104923-0.00257483j 0.00569239-0.00993954j 0.00846001+0.00336882j 0.00188257+0.00263579j -0.00352146-0.000307802j -0.0115508-0.00128613j 0.00465061+0.00473236j -0.00254969+0.00381191j 0.00145218-0.00477819j -0.00636553-0.0167428j 0.00426934+0.0011889j -0.0192744-0.0182045j 0.00431687+0.00623328j -0.0154166-0.00768592j -0.00828765+0.00924828j -0.0022215-0.00278568j 0.00320755+0.00105177j 0.000355482-0.00564897j -0.000248957-0.0021473j -0.0054921-0.00192791j 0.00683173+0.021795j 0.00502555+0.00816408j 0.00756319+0.00387757j -0.00236661-0.00696868j 0.00726311-0.00671705j -0.00572269+0.0108619j -0.00103014+0.00375877j 0.00188385+0.000456945j 0.00349327-0.00939121j 
0.000540643-0.00100045j 0.00122102+0.00394391j -0.0132645-0.005631j -0.00450826-0.0050968j -6.56806e-05-0.000107229j 0.0236585-0.00192584j 0.0120211+0.0292998j 0.00231421-0.0346597j 0.0190855-0.0119683j -0.0121152+0.00984361j -0.029849+0.00151377j -0.00990508+0.00950741j 0.0104874-0.00313101j -0.00194607+0.0197457j -0.025618-0.00720653j 0.02684-0.00416359j 0.000141333-0.0025852j 0.0113984+0.000893652j -0.00262451-0.000932565j -0.00217587-0.00486315j -0.016412+0.00563769j -0.00734401-0.0105873j -0.0107205-0.00865959j 0.00413151+0.0031856j 0.0114072-0.00225036j 0.00677369-0.00785705j -0.00151341+0.0231048j 0.000702518-0.00685455j 0.00365971-0.00638334j 0.00941624+0.0155278j 0.00161898-0.00710108j 0.00535087+0.0126418j 0.00797914-0.0213931j -0.00794215-0.0178017j -0.00794596+0.00321223j 0.00222962+0.00966803j 0.00120101+0.0304405j 0.00478263-0.00191947j -0.00231413+0.00871603j -0.00181686+0.000604507j -0.00050556+0.0107745j -0.00250132+0.00954407j 0.00803298-0.000248422j -0.00501117+0.0154249j 0.00145043-0.0213707j -0.00351538+0.0163633j 0.0089104-0.00853292j -0.0102398-0.00153169j -0.00546166-0.0175364j -0.00684597-0.0159792j 0.00229924+0.00469168j -0.00322127+0.0076193j 0.00474543+0.00335722j -0.00468487+0.0154271j -0.0112148-0.028327j 0.00920708+0.00673071j 0.000106475-0.0154044j -0.00165604-0.0105032j -0.00393424-0.0454467j 0.0129437+0.00102696j 0.0119243+0.00147266j -0.00421696+0.0148511j -0.000626537+0.00541933j -0.0106299-0.0346921j 0.0180397-9.71186e-05j -0.00513333-0.000909431j -0.0126076-0.00586548j -0.00479402-0.00293795j -0.0019582+0.00239354j -0.00682706-0.00153705j 0.000321594-0.0115829j 0.00444619+0.00135881j 0.00545369+0.0246372j 0.00101826-0.00155895j 0.00593916+0.0305278j -0.00439652-0.00847699j 0.00471456-0.00341074j 0.0129997-0.00104888j -0.0057044-0.00112191j -0.00222898+0.00313795j 0.00664859+0.014081j -0.000522278+0.00370727j 0.00472482+0.00436504j -0.00197469-0.0167576j 0.00295594-0.00375627j -0.00708699-0.0193697j -0.00303872-0.00218005j 0.00823896-0.00544671j 0.00628556+0.00292472j 0.00836356-0.00369899j 0.00887457+0.00113181j 0.00640451-0.00478132j 
0.00713075+0.000332101j -0.000690182+0.00404766j 0.00120771-0.00435484j -0.00839756+0.00671076j -0.00860594-0.00522087j 0.0472004-0.0207181j -4.73075e-05+0.0101082j -0.0104283+1.91923e-05j -0.00033376-7.35301e-06j 0.00603726-0.0181422j -0.0254778+0.00507778j -0.02165+0.00680524j 0.0437663+0.00616731j -0.00551308-0.0216655j -0.0350524-0.00112915j 0.00490534-0.00720195j 0.0255539+0.00237737j 0.00652361+0.0169292j -0.0105904-0.0032784j -0.0228755-0.00744463j -0.00161486+0.0096331j -0.0105449-0.00603613j 0.00804242+0.0112943j -0.0203811+0.0110288j 0.0118513-0.00740564j 0.0211468+0.00870507j -0.013965-0.0173617j 0.00899983-0.0296095j -0.00560907+0.0103851j 0.00371345-0.0101555j -0.00471841+0.00556027j -0.00265362-0.0107241j 0.00542964+0.013512j 0.00556861+0.00561731j 0.000622991+0.00860059j -0.00481379+0.0140971j 0.0066256-0.0285846j -0.0022753-0.00645251j -0.00573901-0.010701j 6.81064e-05+0.00751782j -0.00318249-0.0151691j 0.00758078+0.00201048j -0.00547187-0.0161069j 0.00140172-0.0108454j -0.0021187+0.0158647j -0.00017839-0.0202564j -0.00735135+0.0144068j 0.00964267-0.00329157j 0.00329197+0.0149738j 0.00843547+0.00388375j -0.00479765-0.00310601j -0.000310303-0.0287401j -0.00439188+0.00460592j -0.00646103-0.00918321j -0.00467106+0.0131445j 0.00412153-0.00551273j -0.000294015+0.0030928j -0.00519846-3.37656e-05j 0.00537072+0.0193466j 0.00272273-0.014253j -0.0100093+0.0104643j -0.00779125-0.00791508j 0.00659967-0.000329356j 0.0113878+0.0143726j -0.000543951-0.00141514j 0.00159771-0.000467566j -0.000941443+9.98638e-05j -0.00412896-0.0101387j 0.00487055+0.0154301j -0.00386114+0.00786809j 0.00145478-0.00286062j -0.00408968+0.00263595j -1.36617e-05+0.00804534j 0.00137437+0.0037705j -0.00393733-0.00925966j 0.00242784+0.000412927j -0.0020236+0.000417703j -0.00353129-0.00501581j 0.000824442-0.00160779j -0.00208433-0.00194888j -0.00317818-0.0037121j -0.00227051+0.00399039j 0.00325778-0.0059281j 0.000114512-0.00767549j 0.000813303-0.0104752j 0.00216412+0.00868926j 0.00538638+0.00733069j -0.00388279+0.0116827j -0.00275573-0.00862479j -0.00423854+0.00460334j 0.000427025+0.00100241j -0.00300047+0.00225463j 
-0.00933581-0.0010508j -0.00167748-0.00792119j -0.00278397-0.00357215j -0.00149389+0.00883775j 0.00277235+0.000871763j -0.0106996-0.000529469j 0.00891124+0.000228294j 0.0074913-0.00493053j 0.00165274-0.022505j -0.00476307-0.0158068j -0.000613229+0.00337786j 0.00834361+0.00467102j -0.0089803-0.0359482j 0.00394123+0.0110235j 0.00531167-0.0242487j -0.000372826-0.020871j -0.00710337+0.0309045j -0.00179374+0.0264369j 0.00235014+0.013872j 0.00277853-0.0106646j -0.00437658-0.0221319j 0.00441326+0.00268673j -0.0118797-0.00515974j 0.0148885-0.00639904j 0.00266558+0.0118447j -0.00476235-0.0108306j 0.00101687-0.0070287j -0.00454302-0.00128704j 0.0148603+0.016678j -0.00483044+0.00300858j 0.00351718-0.00219593j 0.0110666+0.0106387j -0.00284286-0.0163663j -0.00465833-0.00482127j -0.0155257+0.00797157j 0.0108611-0.0352252j -0.00471031-0.0355763j 0.00167436+0.0129162j -0.00549522+0.00107033j -0.0047594-0.000967569j -0.000255622-0.00382353j 0.000255961+0.00686799j 0.004346-0.00813772j 0.00593778-0.029566j -0.0004529+0.0254912j -0.00173972-0.00501746j 0.000809184-0.00163009j 0.0113151+0.0304583j -0.00368374+0.0272154j -0.00417995-0.0191528j 0.000144255-0.0421584j 9.79171e-05-0.0323499j -0.00272532-0.00151943j 0.00441768-0.00138904j -0.00901758-0.0035904j 0.0069665-0.0121795j 0.00481035+0.0244769j -0.00887784-0.0308924j -0.00368699-0.00521444j 0.00409779-0.0209418j 0.00941328-0.0114828j 0.00432559+0.00221909j -0.00114228+0.00943352j -0.00391305+0.0025063j 0.0215388+0.00368193j 0.00328831+0.000770213j -0.0117052-0.0242814j -0.00277317-5.55012e-05j -0.00183908+0.00624148j 0.000857345-0.00657084j 0.00112479+0.00357818j 0.00541937+0.000753993j 0.000539999+0.0137365j -0.000993049+0.00227279j 0.00836666+0.0105629j -0.00186448-0.00566803j 0.00756344+0.0076354j 0.00134485+0.00519043j -0.00318318+0.001892j 0.00390356-0.00244277j 0.0077493+0.00391581j -0.00278804+0.00438071j -0.00208542-0.00170986j -0.00328042-0.00357673j 0.000609516+0.00493191j -0.00370567+0.00161035j 0.00500159-0.0037977j 0.000116232-0.00344057j 0.00766673-0.00500924j -0.000274347-0.00405205j 0.00800934+0.00610473j 0.00262228+0.000197248j 
0.00861729+0.000936j -0.00224579+0.00578853j -0.00934548+0.00670323j -0.00455313-0.00242012j 0.00177521+0.00636604j 0.0122577-0.00790315j -0.0116865-0.0316643j -0.00761529-0.0123293j 0.0190881+0.00160859j 0.00363682-0.00699775j -0.0151748-0.0105377j -0.00751152-0.000918341j 0.0242947+0.0055241j -0.00850965-0.00415996j -0.0253778+0.00106117j -0.00208026+0.0197861j 0.00191144+0.0172845j 0.00514962-0.00867174j -0.00731317+0.00215608j -0.000281558+0.00997771j -0.00545508-0.0210712j -0.00356953+0.0133712j -0.00619912+0.00908362j 0.00272529-0.00710888j 0.0044605+0.0183472j -0.00322305-0.00950664j 0.00121595-0.0052201j -0.000978391+0.0387267j -0.0152158+0.00232931j 0.00144988-0.00634182j -0.00484573-0.00173486j -0.00413811-0.00797269j -0.00781588-0.0230764j -0.00014191+0.000480962j 0.00686309-4.35965e-05j -0.012922-0.0237704j 0.0105265-0.0115589j 0.000253743+0.00582167j -0.00237342+0.00122271j -0.00448573-0.00697939j -0.0027275-0.00855439j 0.00693343+0.0103537j -0.0066528-0.0179213j 0.00532607-0.00816844j -0.00359604+0.00706492j -0.00152226-0.00914278j -0.00805167+0.000749745j 0.00193234+0.0155354j 0.0054606-0.00177346j 0.00827627-0.00704011j -0.00530368-0.012236j -0.0128216+0.0154095j 0.00163154+0.0175199j -0.0176026+0.00390258j -0.015746+0.0206993j 0.0012668+0.0195593j -0.00957501+0.00176172j -0.00994707-0.0129328j -0.00308813+0.0102838j 0.000128034+0.0220864j -0.0213751-0.00874195j -0.00252345-0.0111754j -0.00226444-0.0141395j 0.000423072+0.0275135j 0.00543693+0.009375j -0.00500851-0.00093527j 0.00145588-0.0160972j 0.00400079+0.00368215j -0.00670124-0.00300958j -0.0112393-0.00120257j 0.00317444+0.00580913j 0.00356758-0.00338096j -0.00287497-0.0134249j 0.00154572-0.00725547j -0.00361019+0.0331741j -0.000933772-0.0087739j -0.00436518+0.0321011j -0.00944551+0.017325j 0.00112274+0.00131472j 0.00491559-0.000422132j 0.0108756-0.000908291j 0.00154348-0.00773213j -0.00142376-0.00699947j -0.0113697+0.00775051j 0.00270729+0.0132117j -0.00453162+0.0109872j 0.0226435-0.0155544j -0.0160397+0.00412794j 0.000680195+0.00728438j -0.0030646+0.00235174j 0.0057268-0.00558807j -0.000291888+0.00942168j 
-0.00251787+0.00295587j 0.00112348-0.00528176j 0.00190735+0.0139128j -0.000917883+0.00771617j 0.0108074-0.0023133j 0.0209441+0.0389113j 0.0201954+0.00654911j 0.00134618+0.00769043j 0.00656953+0.0184686j 0.014499+0.00308375j -0.0102333+0.0160951j -0.0130719-0.0143278j 0.000253171-0.0197444j 0.00232856-0.0246322j -0.0037032-0.010563j 0.00608574-0.00425802j 0.0184804+0.00831524j 0.00613735+0.00172101j -0.00275317-0.0100634j 0.0154568+0.0131679j 0.00844655-0.000210833j -0.00567718+0.00594696j 0.00847-0.00583936j -0.00498638-0.0203863j 0.00729554-0.0202981j 0.0101286+0.0174406j -0.00712111+0.00736099j 0.00554981+0.0104032j -0.0018236-0.0144984j 0.00533116+0.00671558j 0.000308959-0.0171818j -0.00745675-0.00971537j 0.00156717-0.00258235j 0.00107319+0.00674109j 0.00732963-0.0199957j -0.00511926+0.0156065j -0.00128504+0.00654031j 0.00144455-0.0140474j -0.00286587+0.00138657j 0.00274187-0.00477212j -0.00249458+0.00540562j 0.0039753-0.0287179j -8.79192e-05+0.0473168j -0.00269104+0.0133779j 0.00118247-0.00131838j 0.00155958+0.0229639j 0.00528246-0.0104896j 0.00050989-0.0124668j 0.00321183+0.0036917j 0.00521604-0.00147711j 0.00130932+0.00569652j -0.00226213-0.00918472j 0.0109113-0.0183877j -0.00504742+0.0355829j 0.0046783+0.00401729j -0.00170948+0.00678931j -0.00686854-0.0182597j 0.00602272-0.00474585j 0.00282535-0.00195312j 0.00189916+0.0184933j -0.0011626+0.00349936j -0.0103302+0.00809371j -0.00885242+0.00143846j 0.0079887-0.00145768j -0.00889031-0.0117261j 0.00129612-0.00425886j 0.00362625+0.00224669j 0.00111079+0.0112249j -0.0124305-0.00436009j -0.00448519+0.00335926j -0.001741+0.0176914j -0.0028791+0.00507684j -0.00148798-0.0167752j 0.00446233-0.00688834j -0.00697804+0.0125522j 0.00304163-0.00275025j -0.0127731+0.0259281j -0.00146612+0.00595099j 0.00115645+0.00385777j 0.00649494+0.00337302j 0.00131222+0.00523809j -0.000548906-0.00721624j -0.00382104+0.00333933j -0.00501645+0.00105348j 0.00181714+0.00193173j 0.00301527-0.00442246j 0.00713021-0.0127711j 0.00146489-0.00511945j -0.00207144+0.0123836j -1.15264e-05+0.000211411j -0.00360262-0.00236467j 0.0024586-0.00318368j 
0.0176348+0.00501068j -0.00510513+0.00392293j -0.00773548-0.00319173j -0.00754526-0.0185745j 0.0113541-0.00464334j -0.0192281-0.00411494j -0.0201722-0.00727516j -0.0097345-0.00165445j 0.0392739+0.00942595j 0.0218251-0.00793431j 0.0096009-0.00753648j -0.0210118+0.0137314j -0.00118476-0.0188958j -0.0187445+0.0049682j -0.0286212-0.00765885j 0.0199541+0.00053406j -0.000496157-0.00230188j 0.0202472+0.0165921j -0.0201979-0.00167757j 0.0251819+0.00366058j 0.0182986+0.00758944j 0.00189152-0.00028037j 0.000159641+0.026573j 0.000714387+0.00991589j -0.00371207-0.00807879j -0.011812-0.0080222j 0.00686551-0.0257218j -0.00576301+0.0162951j -0.001597-0.00539713j 0.00766394+0.00530364j -0.00370504-0.00257332j -0.0148368-0.0260025j -0.00478663-0.00958176j 0.00211333+0.0137638j 0.0140428-0.0146602j -0.0186554-0.0104136j 0.00936356+0.0069271j 0.000988888-0.0206305j 0.00123278-0.008327j 0.00809442+0.0038467j 0.00637521-0.0169711j 0.00806463-0.0113086j -0.0125535-0.0251035j -0.00678486+0.00326148j -0.0016117+0.00844469j -0.00558321-0.0127965j 0.000857579-0.00335717j 0.0019456-0.011224j -0.00424645+0.0143966j -0.00321673-0.000392607j 0.00298877-0.00956822j -0.00110288-0.0111862j 0.00537854-0.00175861j -0.00446905+0.0158282j 0.00644376+0.0301867j -0.00448385-0.00878926j 0.00846526-0.00556758j -0.00143181-0.00248705j 0.00204899+0.00323626j -0.016255+0.00575974j -0.00773851+0.000852476j 0.00208105+0.0020837j 0.00400679+0.00822062j -0.00324018+0.0216045j -0.00739602+0.00298289j 8.64206e-05-0.0016511j -0.00438731+0.0117541j -0.000926016-0.00358281j 0.00734737+0.00875265j 0.00583896-0.0135547j -0.00946377-0.000912435j -0.00287751+0.0024816j -0.00261757+0.00452463j -0.00235844-0.00399838j 0.0102768-0.0104355j -0.00223014+0.00397134j 0.00431415-0.0113571j 0.0103779-0.00309668j -0.00519892-0.00295633j 0.0049393-0.00442762j -0.0103988-0.0013632j -0.00641515-0.00217987j 0.00716568-0.00507328j 0.0023991-0.013982j 0.00244225-0.00833936j 0.00313286+0.00717077j -0.00578702+0.010462j -0.00110159+0.00986853j -0.00706288-0.0124737j -0.00547057+0.00511313j -0.00785737+0.00377172j -0.004505-0.00593872j 
0.0184501-0.00392209j 0.00772694+0.0227529j -0.0194386+0.015251j -0.0146851-0.0345762j -0.0194489+0.00517244j -0.0277497+0.0256468j -0.0443695+0.0110369j -0.0161377-0.00875462j -0.0153239+0.000862896j 0.00253756-0.0006697j 0.00890958+0.00495192j -0.00982363+0.0052398j 0.0126872-0.000488408j -0.0218729+9.90125e-05j -0.0220257+0.00766199j -0.00926338+0.00030526j -0.0165269+0.0105863j -0.0019901-0.00116214j -0.00444654+0.00561578j -0.00946237-0.00257489j -0.00407146-0.0118526j 0.0141524-0.00173898j 0.00524945-5.73597e-06j -0.00306629-0.00435615j -0.0158934-0.0121064j -0.0102799+0.00775949j 0.00647126+0.0210233j -0.00346741-0.0349932j -0.00590735+0.00341325j 0.0080841+0.00466879j -0.00396704+0.0107088j -0.00155973+0.00208755j -0.00286761+0.00514425j 0.00728448+0.00275364j 0.00456929-0.0129959j -0.00623369+0.0154282j 0.00996048+0.0103086j 0.00353886+0.0074356j -0.00183114-0.00239164j 0.00210796+0.00707746j 0.00291011+0.0131644j 0.00214721-0.0150522j 0.00182906+0.025165j -0.00121842-0.0081851j 4.83687e-05+0.00548507j 0.00671001+0.00472884j -0.00114241-0.00357722j 0.00207992+0.00294903j 0.00266366-0.00631549j 0.00812907-0.0146087j 0.00173869-0.00686897j -0.00669674-0.0063942j -0.0125566+0.00455619j 0.000478738-0.00131523j -0.00581881-0.0217627j 0.00577975-0.0163802j -0.000894432+0.00807272j 0.0007721+0.00563541j 0.00448933-0.0178304j 0.0033738-0.00873597j -0.00508568+0.0142356j 0.00239519+0.00324054j 0.0253013-0.00594253j -0.0137819-0.0223083j 0.00193163+0.00507482j -0.00559496+0.00558868j -0.000630149+0.0213658j 0.00309784-0.00848365j 0.00199154-0.00432201j -0.00809745+0.00931409j -0.000475018+0.00493368j 0.000266118+0.00400675j -0.00294287+0.00558452j -0.00470221+0.00107961j -0.010168+0.0145332j 0.00397557-0.00317258j -0.00421372-0.00487843j -0.00643581-0.00541709j -0.00085908+0.00115062j -0.00260874+0.00104932j -0.00147542+0.00106976j 0.00190092+0.00384308j -0.00247053+0.00983948j 0.000498819+0.00217239j -5.53189e-05-0.00973095j 0.00289984-0.0142482j -0.00709544+0.00301175j 0.00230239-0.000109378j -0.00288181-0.000445561j 0.00714111+0.0010718j 0.00634594-0.00680061j -0.00212243-0.00534901j 
