-0.010486-0.0106698j -0.00664445+0.00219329j -0.00822654+0.0169258j 0.000617364+0.00648904j 0.00518132-0.00245937j 0.0114393-0.00843754j -0.00979611+0.0112913j -0.000543898+0.00244986j -0.00406719+0.000869411j 0.00944849+0.00602308j -0.00664408+0.00142404j 0.00615791+4.79885e-05j 0.016426-0.000532198j 0.0157818+0.00565775j 0.0112084-0.00930676j -0.0190653-0.00833786j 0.007759-0.000390811j -0.0125506-0.00108861j 0.00895507+0.000483046j 0.0144314-0.0111819j 0.00402471-0.0117131j 0.0237437+0.00466744j -0.00374505-0.0196299j -0.00391693+0.0126636j -0.02693-0.0148535j 0.0231838-0.0232807j 0.00786415-0.0210277j 0.00412439+0.00316048j 0.00712964-0.00612677j -0.00153989+0.00945861j -0.0130866+0.000735612j 0.00152837+0.00329796j -0.00653568+0.00780501j -0.014793+0.00078812j -0.0111727-0.008808j 0.000214555+0.0067515j 0.00493862+0.00976228j -0.00749637-0.00409053j -0.00756339-0.00106963j -0.0137262-1.93252e-05j -0.00742326+0.00357803j 6.06608e-05-0.00488157j 0.00465613+0.00878069j 0.00425502+0.0036686j 0.000947318+0.000811282j -0.00285832-0.000718951j -0.00274112-0.00496291j 0.00297928-9.58501e-05j 0.00649494-0.00977065j 0.00939303-0.010343j -0.0058263+0.00819605j -0.00179694-0.000275121j -0.00618229+0.0108157j -0.00330146+0.00997107j 0.00374093-0.00110897j -0.00585445-0.00531229j 0.000494407+0.00131871j -0.00412709-0.00860901j -0.0148578-0.00212305j -0.00210783-0.0208139j 0.0184497+0.00581229j -0.0237879-0.00146181j -0.0244832-0.0358935j 0.00946589+0.0166858j 0.0186831-0.0168185j 0.0154765-0.00671204j -0.0143693+0.0322353j -0.0138669+0.0166986j 0.00284785+0.0032019j -0.00247721-0.000379968j -0.00428354-0.00569823j -6.50086e-05+0.00128297j 0.0124702+0.0104604j 0.000631623+0.00233928j -0.00626058-0.00103252j 0.00288389+0.000836648j 0.00472484-0.00442958j 0.00425414+0.00283347j 0.0100449+0.000388277j 0.00361497+0.00586267j 0.00315863+0.00881531j 0.0029458-0.00401192j -0.0129827+0.00644743j 0.00124342+0.00783346j -0.00503842-0.00309242j 0.0161556-0.00638308j 0.000126327-0.0174898j 0.0103326-0.0175168j 0.00154518+0.0389416j -0.0114401-0.0147751j 0.0279021-0.0399701j 0.0372639+0.0218818j 
-0.0084957-0.00592695j -0.000746057+0.000314558j 0.00613019-0.00177604j -0.00358711-0.011414j 0.000241246+0.00124823j -0.00522129-0.00124078j 0.0103312+0.00949504j 0.00521321+0.0017932j -0.00561413-0.00473533j -0.00252674-9.218e-05j 0.0234801+0.00230649j 0.0110173-0.00242051j -0.00729532-0.000413743j -0.00122157+0.00120113j 0.0103154+0.000268666j -0.011207-0.00461175j 0.0137495+0.00647052j -0.013234-0.00560465j -0.00610959-0.000615698j 0.00999138-0.00159803j -0.0178125-0.000760693j -0.00810427+0.00306248j -0.00467404-0.00600787j 0.00643469+0.0029669j 0.00598162-0.000556625j -0.00400773+0.00130848j 0.00113556+0.00909636j 0.00689298-0.0171312j 0.00975817-0.000819279j 0.0185997+0.00614088j -0.00696998-0.000695681j 0.0192327-0.00588446j 0.018161+0.00816388j -0.0167106+0.00758074j -0.0037654-0.000166254j -0.00138947-0.00388062j -0.00378733+0.0108095j -0.00756181-0.000849254j -0.00751575-0.00556061j -0.00121034+0.005088j -0.00308302-0.000170248j 0.0124701-0.00571251j -0.0211648-0.0123737j -0.0134273-0.000898115j -0.00195876+0.00412011j -0.0160163-0.0207882j 0.0087601+0.00779108j -0.0107537-0.014384j -0.00549715+0.00411545j 0.00232278+0.00653545j 0.000268608+0.00400695j 0.00083657-0.00900135j 0.0191017-0.000801657j -0.0163903-0.00733122j -0.000683472+0.00106766j 0.00802803-0.0116926j -0.0178527-0.0219049j -0.000745814+0.00527539j -0.0177241-0.000371325j 0.0169819+0.0056036j -0.0213155-0.0128858j 0.00638806+0.0160799j 0.00274568-0.00426111j -0.008082-0.00559711j 0.0117591+0.00961732j -0.00657188+0.0231985j 0.000671069+0.0258016j 0.00364568-0.0198899j 0.00369571+0.0011802j -0.0138587+0.0361438j -0.00786839+0.0118235j -0.00206042+0.00988337j 0.00764899+0.00765111j -0.00111695-0.0107802j 0.000960245+0.0732678j -0.000358692-0.0141744j -0.00476686-0.00806748j 0.00262254-0.00704664j -0.00286354-0.00375322j -0.00136401-0.0211994j -0.00658151-0.0143556j -0.00220442+0.0127899j 0.00287127-0.0203015j -0.00891969+0.040489j -0.0079988+0.0395342j -0.00136567+0.0218337j -0.0017737-0.00157752j 0.00247852-0.0153912j -0.00668786+0.00215779j -0.00908775-0.00150841j 0.00170099+0.00142142j -0.0050203+0.00198841j 
-0.00791314-0.00834075j 0.0142023-0.00625439j -0.00512181-0.00613752j -0.0100576+0.0111628j 9.82079e-05-0.00828722j -0.0321177+0.00155605j 0.00762443+0.0201372j 0.00381893+0.0171884j -0.0151546+0.00440525j 0.0145835-0.00776951j 0.00981846-0.000846046j -0.0142608+0.00746717j -0.00311135-0.00410028j 0.00419795+0.00229357j -0.00685359-0.00539892j 0.00309297-0.0150001j -0.0131433-0.0147009j -0.00772079-0.0119126j -0.00411269-0.00856767j 0.0318494-0.00913699j -0.00825556+0.0077642j -0.00757845+0.00863497j 0.0136166+0.000293715j 0.00146735-0.00679163j -0.0168645-0.00902621j 0.0100769-0.00102376j 0.00506154-0.0227612j 0.00649371+0.0197937j -0.00497812-0.0104788j 0.00560241+0.00206054j -0.00845802-0.0146415j 0.0203834-0.00706227j -0.00152902-0.00918763j 0.0160992+0.00761547j 0.00376775+0.0108034j 0.0030063-0.00571123j -0.0107348+0.000313204j -0.00414648-0.0198967j -0.00806572-4.75941e-05j -0.0137101+0.0127328j -0.0166726+0.00743416j 0.002992+0.0102567j 0.00283692-0.0045281j 0.0016921+0.000494547j -0.000196444+0.00258448j 0.00594977-0.000740847j -0.0165546+0.0212906j 0.00479491+0.00209822j -0.00204699+0.0106951j -0.00161244+0.00174277j 0.00348575-0.00525267j -0.0311077+0.0110061j 0.00986095-0.0117612j -0.0119046-0.00540362j -0.0257476-0.0145196j 0.0346967+0.00671789j -0.0198519-0.00256869j -0.02475+0.00690306j 0.0261789+0.0100985j 0.0242227-0.00630116j -0.024164-0.00372367j -0.00504263+0.015789j 0.00935539+0.00793066j 0.0103084-0.0010161j -0.000473918-0.00328269j -0.00768607+0.0116513j 0.0105793-0.0104445j 9.73249e-07+0.0107296j 0.00131793-0.0135166j -0.00434106-0.0105325j -0.00874971-0.00486769j 0.000429817+0.00570079j 0.0166051+0.0228709j 0.00597426+0.0109727j -0.00518678+0.00459802j -0.00201215-0.00640484j 0.00665311-0.00544145j 0.00276862+0.0368858j -0.00129513-0.00900296j 0.000995097+0.0119721j 0.00658578+0.0306282j 0.0104943+0.0170532j -0.00736068-0.00173806j 0.00510518+0.0416024j 0.0118219-0.00172784j -0.00548692-0.00515419j 0.00695347+0.0192857j 0.00612085+0.0182358j 0.00016672-0.0191081j 0.00324481+0.0146622j 0.000435592-0.0027953j 0.004249+0.00801906j 
-0.00354182-0.000863574j -0.00845317-0.00254966j 0.0146445+0.00553528j 0.00352243-0.00371066j -0.00034539+0.00853308j 0.014959+0.00129546j 0.00897584-0.0128832j 0.00593506-0.00727742j -0.00649574-0.00582009j -0.00213114-0.000556372j -0.0027535-0.000424359j 0.0144848-0.00796343j 0.01372-0.00352592j -0.00209438+0.00191205j -0.003635+0.00410515j -0.00700603+0.00858151j -0.00623967+0.00395748j 0.0196945+0.000512297j 0.0147524+0.00363345j 0.0223112+0.00470785j -0.0419594-0.00632407j -0.0303893-0.00244984j -0.000107116-0.00195748j -0.00463052+0.00329654j -0.00854154+0.00842398j -0.00086837+0.0059754j -0.00204846+0.0158037j 0.00176991-0.00787895j 0.00589551+0.000558561j -0.00641459+0.0180615j -0.00282548+0.00879739j -0.0106557-0.00193454j -0.00482624+0.000954269j -0.0138992-0.0034752j -0.00218525-0.00280455j -0.00841869+0.00232114j 0.00937185+0.00840938j 0.002214+0.0189252j 0.00182513+0.00614775j 0.000306535-0.0036249j 0.00344384+0.00201662j 0.00606662-0.0071862j -0.0192289-0.00143098j 0.00335676-0.00372843j -0.00248191-0.000130521j -0.010903+0.00365435j -0.000200467-0.00668005j 0.0053043+0.00282448j -0.000730122-0.00415923j -0.000737812-0.00932433j -0.00829244-0.00440565j 0.0176848+0.0022379j 0.00615022-0.0015724j -0.00775857+0.00250041j 0.00857534+0.00890294j -0.0129141+0.00233704j 0.0049435+0.00378131j -2.09883e-05+0.000633356j -0.021209-0.00365706j -0.0104725-0.012052j -0.00250882+0.00572268j 0.00447359-0.00266737j -0.00029601+0.00293135j -0.00553509+0.00104715j 0.0084638+0.0018663j -0.0038193+0.000365761j -0.00558667+0.00086575j -0.0034644+0.0182065j 0.00329812+0.00515225j 0.000422301+0.0271397j -0.00325676-0.00529493j -0.00137067-0.00629236j -0.00304741+0.00380399j -0.00125843+0.0181373j 0.00260716-0.0320068j -0.000593113+0.00415366j 0.00128408+0.0118509j -0.0045552-0.00972409j -0.0015119+0.00827279j -0.00263623+0.00612051j -0.00807838-0.015172j -0.00431662+0.00563274j 0.00566358+0.0301432j -0.000285526+0.0301949j -0.00463537-0.0525296j 0.00937257-0.0109562j -0.00986688+0.0208981j -0.00673727+0.00554425j -0.00145458-0.0154268j -0.00944826-0.00429169j 0.000817986+0.00346078j -0.00490236-0.00470671j 
0.00546364+0.000777342j 0.0051301+0.000558253j 0.00694182-0.00714393j -0.000979804+0.000442831j 0.00353202-0.00778585j 0.00484516-0.00475577j 0.00928898+0.0127208j 0.000322102+0.0064521j -0.00309809+0.00934669j 0.00186274+0.00405792j 0.00149369+0.000679775j -0.0041599+0.00574433j -0.00138493+0.00129464j -0.00379171-0.000122135j -0.0133945-0.00173813j -0.00906217-0.0143202j -0.00704178-0.00652023j -0.00239117-0.000881316j -0.0017667-0.00375135j 0.000798598+0.000301711j -0.014044+0.014683j -0.000506128+0.00167824j -0.00831459+0.00541235j -0.00434546-0.00135809j -0.0187195-0.00914273j -0.00754124-0.00273927j -0.0131387-0.00202999j 0.00589838+0.0116928j -0.00113536-0.00522892j 0.00840979-0.00485234j -0.00313743-0.00782978j -0.00911955+0.0122467j 0.0104103+0.00338212j 5.2711e-05+0.00648058j 0.0097019+0.0083575j -0.00479261+0.0158516j 0.00338305-0.00381038j 0.00514429-0.036571j 0.00945569-0.00847716j 0.0263229+0.000668912j 0.0166312-0.000288335j 0.00272387+0.00893688j -0.00933961+0.00130432j -0.00796135-0.00844017j -0.00212491+0.0011532j 0.00614331-0.0104962j 0.0161094-0.0131848j -0.00713354+0.00803074j 0.0132051-0.00996344j 0.00863162-0.00515092j -0.00693683+0.00173492j 0.0234267+0.00265402j -0.0263365+0.00546966j 0.0280527-0.00943766j 0.0515812-0.0299194j -0.0536039+0.00121423j 0.0171679-0.00442707j 0.0445063-0.00683464j -0.0414251+0.00554217j -0.0192283+0.00229637j 0.00760665-0.00888266j 0.0166125-0.00382269j -0.00366836-0.0046218j -0.00542504-0.00360589j -0.0187046-0.00502976j 0.0139402+0.00757128j -0.0112986-0.017256j 0.0114787-0.00707192j 0.0163257-0.0150331j -0.00116438-0.00437051j 0.012367+0.00990442j -0.00776757+0.00560745j -0.0156863-0.00739355j -0.0129042-0.00606336j 0.00652255+0.0181712j 0.00457354-0.00275602j -0.00651032-0.00407054j 0.00287784+0.0221191j 0.00474427-0.00321692j 0.00152877+0.000570046j 0.0167374+0.0200441j 0.00143835+0.00589267j -0.0099724-0.00164886j -0.00157754+0.0352701j -0.0039075+0.0176466j 0.000273588-0.0173513j 0.00883092-0.0109052j -0.000942587+0.0109397j -0.00533316+0.000145803j 0.00319711+0.00941067j -0.00855779-0.00639195j -0.0016957+0.0123435j 
-0.00153605-0.0016303j 3.87563e-05-0.00208914j 0.00327859+0.00141348j -0.00392558-0.000243865j 0.00474621+0.00235056j -0.00119376+0.000632698j 0.00811012-0.00158811j 0.00276408+0.00338384j 0.00715564+0.00166266j -0.00764697-0.000815539j 0.0234307-0.000414866j 0.00313299+0.000318653j -0.0049286-0.0010576j -0.0155663+0.00163125j 0.0073837-0.00172106j -0.00327496+0.000138888j 0.0173103-0.00298877j -0.0152863-0.00261194j -0.00971491+1.27682e-05j -0.00972239+0.00276872j -0.0149008-0.00114493j 0.00884104+0.00194573j -0.00691519+0.00211424j 0.00181908-0.00288942j 0.0129356+0.00194182j -0.00489132+0.00320807j 0.00290492+0.00160007j 0.00601382+0.00657115j 0.00460678-0.0021304j 0.0235791+0.00326467j -0.00751847+0.00211134j 0.0178756+0.000676942j 0.0169583-0.00172338j -0.0112882+0.00458265j 0.00899729-0.00183939j -0.0112646-0.00657871j -0.00226096-0.00246704j 0.00223393+0.00620353j -0.00148978+0.0066017j -0.000540617-0.0018996j -2.25621e-05+0.00507273j 0.0155616+0.000793875j -0.02194+0.0073874j -0.0126891-0.00264294j -0.00317545-0.00430127j -0.00711346+0.0011688j -0.00150337-0.0121962j -0.00723691+0.0104863j 0.000878988-0.00541476j 0.0141515-0.0121405j -0.00918652-0.00618518j -0.00867972+0.0108023j 0.00872118+0.00138814j -0.0105951+0.00667735j 0.00653025-0.00299278j -0.00373619-0.00217838j -0.0129882+0.0160482j 0.00595735-0.00163003j -0.027044+0.00537844j 0.0188027-0.00398366j -0.0261546+0.0108768j 0.000649149-0.0116203j -0.00521865+0.0097682j 0.00136243-0.005721j 0.00595709-0.0099746j -0.0099028-0.0208797j -0.0061413-0.00728866j -0.00148955+0.00747577j 0.00696364+0.00780145j -0.00389782-0.0229564j -0.00315067-0.0199399j -0.00237127-0.0048204j -0.00389619+0.0145993j 0.00188796+0.00946867j -0.00749434-0.0426546j 0.000620995+0.00460458j 0.0036244+0.00589581j 0.000577743+0.0110445j -0.000239125+0.000680585j 0.000220779+0.0284857j 0.00163042+0.0314295j 0.00140304-0.0134715j 0.000839828+0.0141221j 0.00866678-0.0792632j -0.00603892-0.029102j 0.00214799-0.0282189j 0.0007882+0.0084839j -0.00275992+0.0211628j -0.00423764-0.0119621j -0.00269294+0.00519809j 0.000821203-0.000322249j -0.000264395-2.29549e-05j 
-0.00405874-0.0220777j 0.00940751-0.00462975j 0.00167648+0.00449471j -0.00619493-0.000305556j 0.000824263+0.0142615j 0.00844626-0.00430547j 0.0088417+0.0280597j 0.00236011+0.0241554j -0.0270939+0.00429818j -0.0016413+0.00232439j -0.0164559-0.0120055j -0.00467912+0.00124397j -0.00290923-0.00524052j 0.00273712+0.0178744j -0.0056205-0.00652734j -0.0213192-0.024469j 0.00254822-0.0121314j 0.0155862-0.021322j 0.0103533+0.00384327j -0.00225994+0.00460177j 0.0136457+0.00190179j 0.00679126+0.0150874j -0.00581043-0.00426781j 0.00647706-0.011899j 0.0109608-0.0038785j -0.0048919-0.0107397j 0.0199889+0.00179708j -0.0086348+0.00787454j -0.00665362-0.00377366j 0.00109748-0.00699529j -0.0011032-0.0198325j -0.00288201-0.00964546j 0.00112427+0.0084987j -0.00703941+0.00871114j -0.00596646+0.0077871j -0.00397327-0.0279914j 0.031326+0.00875134j 0.00179676+0.012895j 0.00168368+0.00753706j -0.00291702+0.00494228j 0.0106176+0.0156736j 0.0075617-0.00280265j -0.0141059-0.0132639j 0.0124977+0.000728339j -0.0123771+0.00725209j -0.00756232-0.0140096j -0.0125422-0.0266445j 0.00757636+0.0173168j -0.010846-0.00216312j 4.5967e-05-0.00444149j -0.00497719-0.013603j 0.0245635+0.00725915j 0.00341057-0.0145442j -0.0216559-0.00756649j -0.0360388-0.0241767j -0.0138334-0.00838997j -0.00385592-0.0250419j -0.00944497+0.00852104j -0.0193696-0.000808872j -0.011982-0.00719021j -0.0173373-0.0216794j 0.0116446+0.0190265j 0.005888+0.022245j -0.0208452+0.00202266j 0.00456155-0.0109738j 0.00471377+0.012705j 0.0117093+0.00611604j 0.00729436-0.0158292j 0.0100033-0.00910068j -0.000179663-0.0331525j -0.00630096-0.00859159j -0.00221545+0.00145874j 0.00333744+0.0258007j 0.00228097+0.00765344j -0.00209974-0.0126171j -0.000445444-0.00244328j -0.00130953-0.0193503j 0.00643064+0.0495492j 0.000789936-0.0095576j 0.00519093+0.0188691j 0.00624538+0.055663j -6.05016e-05+0.0202552j 0.00188721-0.0217605j 0.006725-0.000387921j 0.00787465+0.026908j -0.00265603-0.00435423j -0.00701275+0.00358462j 0.00381628+0.0232907j 0.000758778-0.0056992j -0.0175333+0.0245854j -0.00779067-0.00339452j -0.00540523+0.0153239j 
-0.00380875+0.0149151j -0.000640898+0.00216265j -0.00447022-0.00427795j -0.00243103-0.00551651j -0.0150004-0.0126992j 0.000490466+0.00684733j -0.00675444-0.0120101j 0.00657236-0.0064867j -0.00882337-0.00961105j -0.024624+0.00796304j -0.0160318-0.0022521j 0.0136942-0.000119305j -0.0122074+0.0111446j 0.0102561-0.00165791j -0.022538+0.00631207j -0.013238+0.0032042j 0.00345613+0.0103791j -0.021371+0.0143421j -0.0172564+0.00223228j 0.0291086+5.75285e-05j 0.00859443+0.00505754j 0.000631582-0.00389759j -0.000745611-0.00750406j -0.00484098-0.00345302j -0.0131588+0.00347383j 0.00921789-0.00513278j 0.00881264+0.00941198j 0.00325111+0.00547622j -0.00105941+8.26085e-05j -0.00797036-0.00337557j 0.0166764+0.0105939j 0.0321217+0.023532j 0.0171148-0.00108913j 0.0025426-0.00569543j -0.00172414+0.00851043j 0.0335338-0.00872676j -0.00494627-0.00734006j 0.00687486+0.000963236j 0.00795785+0.00621022j -0.00421848-0.0138892j -0.00300403-0.00386473j -0.00317233-0.0193605j 0.0116825+0.0126038j 0.0175634+0.0239592j -0.0162429+0.0156274j 0.0206149-0.0070617j -0.00317725+0.00516089j -0.0132556-0.00395701j -0.0179235-0.0103588j 0.0088506-0.015265j 0.0361713+0.0145449j 0.00521481-0.00710682j -0.00242935+0.0179679j -0.0035829+0.00706169j -0.00770762+0.00705965j 0.0196407-0.00639036j -0.00834289-0.000700879j 0.0242153+0.00730321j 0.0267808-0.00321503j 0.0189754-0.0120041j 0.00808674+0.00303799j -0.0158843-0.0109371j 0.00344536-0.000292487j -0.00189025+0.0075058j -0.0152083+0.00875615j 0.00504377-0.00894805j -0.00187815-0.00549745j -0.00165526+0.00768629j -0.0073984-0.00388798j 0.00486093-0.01026j 0.000547159-0.00423859j -0.00326731-0.0040841j -0.00668309-0.0129716j -0.00524537-0.010755j 0.00305377-0.0044425j 0.0021118+0.00215487j -0.00036899+0.0174175j -0.00822684-0.0259654j 0.00501166+0.000984801j 0.000272681-0.00863275j -0.00488504-0.0229305j -0.00400191-0.0159196j 0.00454474+0.016082j -0.00107145-0.011578j -0.00414379-0.0286863j -0.00400993-0.0013539j 0.00632443-0.00643834j -0.00210794-0.00518073j 0.00682203+0.00571189j 0.00743906-0.00902961j 0.00297064+0.000778974j -0.000297644-0.010094j 
-0.00287537-0.00146004j 0.00188426-0.00149889j 0.000449907+0.00341683j -0.0022834+0.00264679j -0.00305454+0.0022091j 0.000119484+0.00423789j -0.00351513-0.00363616j 0.0054264-0.00134292j -0.00557357-0.000614707j -0.0167757-0.00585666j -0.00979324+0.00377118j 0.00588602+0.00210689j -0.0144469-0.00404903j -0.00637857-0.00376318j -0.0152596+0.00067557j -0.0206361+0.00445146j 0.0168249-0.00299726j 0.00994254+0.0003178j -0.00401495-0.00100332j 0.0173355-0.00385691j 0.0091583-0.00165488j 0.00866407-0.000599823j 0.000485855+0.00396636j 0.00388826+0.00615001j 0.00152479-0.00126228j 0.00193897+0.00179987j 0.0136419-0.0133217j -0.00164615-0.00626974j -0.00326747+0.00612099j -0.0107788-0.00243056j 0.0162724-0.00354662j 0.0156711-0.011101j 0.01198-0.00747199j -0.00587881+0.00488224j 0.00874298-0.00963824j 0.0100305+0.00990576j 0.0183902+0.00980454j 0.00344077-0.00858496j 0.0041166-0.00871275j -0.00491124+0.00721507j 0.00210717-0.00508435j 0.0120546+0.0190044j -0.0105194-0.00633021j 0.0130336-0.0265236j -0.0178714-0.0151567j 0.000321263+0.0175209j -0.00757009+0.0118273j -0.00323745-0.00826936j -0.0182314+0.0175111j 0.0108224+0.0149745j 0.0211865-0.0137115j 0.0218481+0.00407397j 0.00506171-0.00885412j -0.0242906-0.00664377j -0.0122717+0.00523556j 0.00850849+0.00855562j 7.94081e-05+0.0199384j 0.0110353-0.0173433j 0.0144378+0.0022351j 0.00274356+0.00906647j -0.00429639-0.00022079j -0.00269008-0.00365702j -0.00105112-0.0111719j -0.00861535-0.0113283j 0.000610844-0.0140028j -0.0066411+0.00449722j 0.00860731+0.00101322j -0.00391008-0.000881322j -0.00828606-0.000625861j -0.000237207-0.0018888j -0.00607281+0.00561323j 0.00102375+0.00171156j 0.00917275-0.00134379j 0.00323794+0.00271214j -0.00416811+0.00433015j -0.00168625-0.00395432j 0.00616242-0.000734711j 0.00267547+0.0001921j -0.000998683+0.00485658j -0.00809326+0.00308714j -0.00271262-0.00446053j 0.00304329+0.000135244j 0.00225776-0.00731835j -0.000752686+0.000760908j 0.00275292+0.0107652j -0.00310652+0.00840536j -0.00192059-0.000148745j 7.33929e-05-0.00634133j 0.00140447+0.00295324j 0.000650921-0.00231376j 0.00111099+0.000440577j 0.00134969-0.000161373j 
0.00438198-0.00147382j -0.00473264-0.000471282j -0.00217684+0.00260746j 0.000114441-0.00453489j 0.000832894+0.0041897j 0.00198294+0.00483665j 0.00480983+0.00849753j -0.00404622-0.00117592j 0.0103944+0.00368745j -0.00418067+0.00154107j 0.0100677+0.00368109j 0.018584+4.24388e-05j 0.00382507-0.00144331j 0.0219311+0.00268627j -0.0106944+0.000780684j 0.0104188-0.00540202j -0.00476501-0.00124047j -0.0374894-0.00122622j -0.0250689+0.00073378j 0.0118018-0.000154943j 0.00496785-0.00154652j -0.0138915+0.00712328j -0.00305313-0.00158572j -0.0210944+0.00252721j -0.00943272+0.00278927j -0.00668206-0.00764065j -0.00597213+0.00289558j -0.0146104-0.0109445j -0.0113002+0.00460515j 0.0184865-0.0275698j 0.0038639-0.0169074j -0.0148137-0.0053281j -0.00195955+0.0108173j 0.00743463+0.00787332j -0.00421666-0.0188286j -0.00262759+0.00129477j 0.00941497+0.0133468j 0.00495232+0.0131906j 0.000926592-0.0097199j 0.00404138-0.00112326j -0.00239081-1.75391e-05j -0.0124077+0.00725404j 0.0171156-0.0160883j 0.00848509-0.0118522j 0.00329518-0.0155607j 0.0128156+0.00951459j 0.0103804-0.0105403j 0.000135621+0.00040773j 0.0189297-0.00137582j 0.000784-0.00683011j -0.0125051-0.00957937j 0.00703019-0.00030539j -0.00479805-0.00746789j 0.00788087-0.00283847j 0.0116985-0.0123352j -0.0139554+0.0153601j -0.00147258-0.0136585j 0.0265409-0.00693681j 0.0123801-0.0185954j 0.00631512-0.0150287j 0.0117036-0.00304505j 0.00326873+0.00539183j 0.0159885+0.00684081j 0.00012134+0.00976205j -0.0285273-0.00558068j 0.0116392+0.0119771j -0.00200751-0.000377013j 0.00345795-0.0223736j -0.00184666-0.0015943j 0.00306069-0.0122481j 0.00668091+0.0072333j 0.00032359-0.00569258j -0.00788537-0.00650179j -0.00260625+0.00415981j 0.00409303-0.0047173j 0.0016562+0.000129317j -0.00633532+0.0115197j 0.00659553+0.0229555j 0.000495219+0.00209499j -0.00285379+0.0121553j 0.00246645+0.0132904j -0.00232879+0.0103582j 0.0039629-0.005747j -0.0015368+0.00833749j 0.00221176+0.000889888j -0.00400185+0.00123825j 0.000790106-0.0139124j 0.00455994+0.0103514j -0.00297608+0.014105j 0.00253453+0.00956682j -0.00469587-0.00468912j -0.00354858+0.00549775j 
0.00425915-0.00861109j -0.00778948-0.000522723j 0.00307325+0.00554901j -0.00734601-0.00708252j -0.0132149+0.00990414j -0.00183863+0.00177662j -0.0170345+0.0185467j 0.0112244-0.00360114j 0.0204606-0.00822404j -0.0214086-0.00140862j -0.0102621-0.000801156j 0.00254388+0.00763852j 0.0100069-0.00164988j -0.0303291+0.00184427j 0.0100136-0.00262516j 0.00119607-0.00261978j -0.00385059-0.00722138j -0.0290197-0.0029701j -0.0160748-0.000752004j 0.00898747+0.00432831j -0.00356044+0.00160889j 0.00329695-0.0013337j 0.00522146-0.00966396j -0.00770694+0.000428072j -0.00694863+0.000447752j 0.0114714-0.00470539j 0.00244513-0.00447989j -0.00663594-0.00658354j 0.0079135+0.00369712j 0.00131972+0.0109109j 0.00921985+0.00689029j -0.0331841-0.0119853j -0.00979883-0.0109517j -0.000407564-0.00575335j -0.00599001+0.0120073j -0.00134803+0.0142702j -0.0133151+0.00593765j 0.00799387-0.00131882j 0.00308632+0.0150389j 0.00834557+0.0081839j -0.000740193+0.0177325j -0.0108093-0.0037229j -0.00817199+0.0125581j -0.00273421+0.00207595j 0.0158855-0.00128951j -0.0199054-0.0145815j 0.0249212-0.0116598j 0.000232241+0.00801534j -0.000931906-0.000903708j -0.0238145+0.0117023j -0.00437738-0.00890336j 0.0203757+0.0120932j 0.0352881-0.0188684j -0.00892261+0.0027571j 0.0148605-0.015151j 0.0204142-0.00968088j 0.00992559-0.00600482j 0.00216528-0.0100491j 0.0548875-0.00226418j 0.010212-0.00818561j 0.0257146-0.0249191j 0.00313233+0.0102217j 0.0148329-0.00615033j 0.0180462+1.15933e-05j -0.0217659+0.00444105j 0.0119911-0.00277503j -0.0119013+0.00155892j -0.010016-0.00809567j -0.0102584+0.0107991j 0.00402421-0.0112824j 0.00477761-0.00172847j 0.0011536+0.00490399j -0.00908138-0.00388275j -0.00288146-0.00134395j 0.00231094-0.00635082j 0.000139475-0.000701432j 0.000712084+0.010247j -0.00667446+0.0188596j 0.00079286-0.0060054j 0.00252039+0.00136086j 0.00445478+0.0064858j 0.00305353-0.00195897j 0.0044859-0.0143874j -0.00154603+0.0161798j 0.00788131-0.00697043j 0.000182735+0.00952492j -0.00269628-0.0105786j 0.0178052+0.0102105j -0.00139795+0.0151298j -0.00134443+0.0133837j -0.000969403-3.2634e-05j -0.00545756-0.000861542j 
