0.000931619+0.014479j 0.00986468+0.0396844j -0.0110044+0.0036151j -0.041059+0.0487847j 0.00310011+0.00503216j 0.0154276-0.0142076j -0.00908706+0.0706325j 0.00443977-0.00146429j -0.0123102+0.00339753j -0.014553-0.00779203j 0.000789301-0.0162863j 2.79063e-05+0.00814864j -2.84536e-05+0.0252004j 0.0076522-0.0178023j -0.0193704+0.00262361j 0.011119+0.0199349j 0.00568753-0.0232754j 0.000189041+0.0341417j -0.0219429-0.00200234j -0.0153453-0.00900049j 0.00294939-0.00341373j -0.00597726-0.00032296j -0.00210983+0.00310505j 0.00538124-0.022302j -0.00099347-0.00792108j 0.00949548+0.00676247j -3.07095e-05+0.0309627j -0.00459213-0.00727819j -0.00215991+0.02069j -0.0135209+0.00549213j -0.00402305-0.024867j -0.00322649-0.00250814j 0.0103974-0.00608273j 0.0118088+0.0165114j -0.00481961+0.0183738j 0.00601649+0.007222j -0.000706234-0.00134338j 0.0101024-0.00217066j 0.00700413+0.0215891j 0.0134595+0.00895673j 0.00874585-0.0271148j 0.0333143+0.0234711j -0.0053554+0.0282116j -0.0168914+0.0189847j 0.00938383-0.0325963j -0.00616264-0.0284696j 0.00361466-0.0200641j -0.00012532+0.0203842j 0.0361724-0.00751778j -0.013764-0.0335102j 0.0070093-0.043191j -0.0162047+0.00473607j -0.0448045-0.0488145j 0.00817052-0.0115078j 0.0033962+0.0274423j -0.0414744+0.0209915j -0.0176852-0.0398611j -0.00208817+0.00106512j 0.0291041-0.0494738j 0.0285954+0.0640755j 0.0370602+0.0279778j -0.0297291-0.0285721j -0.0198774-0.0040684j -0.00478177+0.012233j -0.00258861+0.00174833j -0.0384245-0.0627489j -0.0268465-0.0263165j 0.0666491-0.00365072j 0.084388+0.110406j -0.066972+0.00468865j 0.0963249+0.146193j 0.0445106-0.000412246j 
0.00919087-0.00108795j 0.0135705-0.0107099j 0.0077866-0.00480684j -0.0187919+0.00611134j -0.00304381-0.00381302j -0.00456599+0.0317363j -0.0254465-0.0222002j -0.00755876+0.0154729j -0.00647306+0.0256243j 0.00281145-0.000578893j -0.00202443-0.00861298j 0.0108846+0.014926j -0.0229083+0.0099466j -0.0296359+0.0179092j 0.00732862-0.00752337j -0.00969766+0.00572432j 0.00560886+0.0132085j 0.0369372-0.00364977j -0.00977157-0.0114099j 0.0380286+0.00231319j 0.014332-0.0129555j 0.00890802-0.00400766j 0.000679093+0.020813j -0.0136068-0.00575306j -0.00972006-0.00471306j 0.00631467-0.0130127j 0.00232856-0.0179001j -0.0240623+0.0112111j 0.00191666-0.0161309j 0.00790059-0.00428023j -0.00388593+0.00609078j 0.0115458-0.0142628j 0.0167678-0.00573395j -0.00611254-0.0195619j 0.0028149+0.00183102j 0.00517433-0.0308441j -0.0173477-0.00112433j -0.0238145+0.00352813j 0.0274727+0.00814511j -0.00295244+0.00423598j 0.00435502-0.0151995j 0.00760014+0.00833726j 0.00421384-0.00935713j 0.00916015+0.00833897j -0.000303363+0.00284199j 0.00404946+0.00960682j 0.0145182+0.000142705j -0.0208407-0.00474347j -0.00723817-0.012114j -0.0156857+0.0096397j 0.00112545+0.0004695j 0.00981126+0.00428156j -0.0123119+0.0082248j -0.00276017+0.00890639j 0.00930841-0.0202315j 0.0052809-0.0058825j 0.00512948+0.0107014j 0.0189369-0.000882072j 0.006216+0.0150111j -0.0105976+0.00186913j -0.0168223+0.00476115j 0.000199299-0.000297289j 0.013033-6.50656e-05j 0.0109703+0.0138071j -0.00488794+0.00438047j 0.00383157+0.0192953j -0.0021545+0.00193522j 0.00791429-0.0130778j -0.0138347-0.000255743j -0.00404037+0.00183236j 0.00799716-0.00282649j 0.00393403+0.00424529j 
-0.0014302-0.0145144j 0.0296774-0.0212786j 0.0301962+0.0186142j 0.0272982-0.0365269j -0.00118399+0.0107306j 0.0180677+0.00381752j 0.00511588-0.0184182j -0.0119321+0.00615029j -0.0031597+0.034179j 0.0036231-0.0235174j -0.0151671+0.0242375j -0.00184875+0.0136485j 0.00281958+0.0312043j -0.0279038-0.00990968j 0.0123657-0.0163271j -0.0240387-0.0279371j -0.0218022+0.0137988j -0.0231952-0.0110997j 0.0209534-0.0301201j -0.00154608-0.0087762j 0.000660286-0.0130426j 0.00374145+0.00514319j -0.0119623-0.0141841j -0.0188026+0.0101116j -0.00640978+0.00851944j -0.0165644+0.00343934j 0.00264775-0.0140927j 0.0084568+0.000625602j 0.0121166+0.00479645j 0.00877738-0.00183637j 0.00193307-0.0214201j -0.0020259+0.00610949j -0.000148287-0.00316365j 0.00951635+0.0177756j -0.00442246+0.0181767j -0.0103788-0.0119059j 0.00688757+0.00129039j 0.00442058+0.0201275j -0.0115041+0.0145121j 0.0212736+0.0113949j -0.00659766+0.00107294j 0.00528615+0.0303248j -0.00716433+0.00707453j -0.00852749-0.00951522j 0.000293653-0.0199932j -0.0109796+0.00553719j 0.00190963-0.00323838j -0.000186594-0.0316886j 0.00737522-0.0149032j 0.00756268-0.0080458j -0.00487732-0.00775821j 0.00260234-0.00567169j -0.00853434-0.0154656j -0.00176164+0.00741912j -0.0247545-0.00734684j -0.00688925-0.00459873j 0.00708298-0.00584052j -0.0110485+0.00646592j -0.00310126+0.0261156j 0.00604414+0.0180652j -0.00214079+0.0116279j -0.00257453+0.00633693j -0.00274407-0.00593302j -0.00139005-0.00753933j 0.000223363-0.0110075j 0.00709479+0.0136937j -0.00616357-0.00573648j 0.00718144-0.00807897j -0.00120847-0.00451492j 0.00672982+0.00584306j 0.00650053-0.00214636j 0.00750984-0.00929878j 
0.00456958+0.0085566j -0.0221167+0.0237102j -0.028736+0.0152644j -0.0160905+0.00543318j 0.00256733+0.0110462j 0.00728585-0.000707871j -0.00240248+0.0259656j 0.0216116+0.00544661j 0.00677284-0.0241683j 0.00564826+0.00645734j 0.00832899+0.0259011j 0.0142876-0.0115185j -0.0211963+0.000253083j -0.0109442+0.0329334j -0.0348877+0.0199631j -0.00962896-0.000253966j -0.00783285-0.00923148j -0.00804541+0.0141323j 0.00856154+0.0131465j -0.0044227-0.00927011j -0.00333431-0.0148592j -0.00967445-0.00487169j 0.00685171-0.0224615j -0.00608504+0.00782932j 0.00507069-0.00884108j 0.0242567-0.00268641j -0.00247544-0.0133053j 0.0407114-0.026847j 0.00645655-0.000120779j -0.00173143+0.010459j -0.00182891+0.00901099j -0.0100741-0.0037674j 0.0266271+0.0268906j -0.000131644-0.00705976j 0.00518088-0.00396354j 0.00919992+0.00805776j -0.0243962+0.00205997j -0.022565-0.00438819j 0.0106225+0.0001579j -0.0202941-0.00879169j -0.0072856+0.0133968j 0.0123965+0.00200754j 0.00569044-0.00592826j 0.00556184-0.00844081j 0.0110937-0.0128794j 0.0056893+0.00952236j 0.0148758-0.0134452j 0.00950421+0.0038339j -0.00398068-0.0130482j -0.0134776+0.0153744j 0.0281035+0.00789722j -0.000923093-0.0169211j -0.00696879+0.0148913j 0.0152001+0.000472266j 0.0158453+0.000931074j -0.00652091-0.00197541j -0.0143182-0.0075645j 0.0144939-0.0132995j -0.00228008+0.0059492j -0.00411538+0.00155254j -0.0141645-0.00294175j -0.00882132-0.033089j 0.0124484+0.0089818j 0.00595761+0.0159456j 0.00329326+0.00550057j 0.00548868-0.010619j -0.00765628+0.0170923j 0.00945666-0.00846976j 0.00566292+0.000798408j 0.00929598+0.00354555j -0.00705105+0.00417167j -0.0135068-0.00757366j 
-0.0207703+0.00940156j -0.0120808+0.00149874j 0.0124909-0.0256681j -0.00926585-0.00517646j -0.00163637-0.0049942j -0.0109156-0.0195766j 0.0322989-0.0147825j 0.0229402-0.0288024j -0.0105341+0.0203368j -0.00569339-0.00520583j -0.00280703-0.0110372j -0.00937904-0.0111319j 0.0174455-0.0016227j 0.0141058-0.0370637j 0.00133727-0.00633334j -0.0183276+0.00802965j -0.0110911-0.000833947j 0.0071545-0.00635655j -0.00390869+0.00824085j -0.00426043+0.00762117j -0.0133127+0.0187668j -0.0289657-0.00781106j 0.0166811-0.00275873j 0.0101339-0.00175773j 0.0232441-0.0146591j -0.0169842-0.00571848j 0.00761334+0.00157983j -0.0138283+0.0503831j -0.00165878+0.00356961j -0.00477918+0.0108207j -0.00216574+0.00355029j 7.43217e-05+0.0020646j -0.0146383-0.00276592j -0.000934432+0.0172107j -0.00335968+0.0128578j -0.000422457+0.017613j 0.00703479-0.00482158j 0.0183824+0.00385485j -0.0101078-0.0243478j 0.0254744-0.00725855j 0.0086658+0.00457785j -0.0111961-0.00688222j 0.00097446-0.00228015j -0.0176855+0.00168147j -0.0166632+0.0178834j -0.00605565+0.000699086j -0.00210315+0.0170945j -0.00402817-0.00834228j -0.00387803+0.0372225j 0.0184684+0.01535j 0.00138924-0.00362629j 0.00362254-0.0234123j 0.00919034-0.00444025j 0.0106343-0.020761j -0.0297546+0.00105571j -0.0015155-0.00516822j 0.0173258+0.000112184j -0.0151609+0.0143007j 0.0127637+0.00995416j -0.00758568-0.00434831j 0.00546324-0.0123982j 0.00493062+0.00699901j -0.00507079-0.00593421j -0.0166889-0.0144386j -0.00443714+0.0100561j 0.00273787-0.000886447j -0.00224151+0.000955649j 0.00036738+0.00728672j 0.00733857-0.00841786j 0.00435757+0.00338179j 0.000240511-0.00572949j -0.0101564-0.00755868j 
0.0190372-0.0330829j 0.00835659+0.00241784j -0.038073+0.0185909j 0.0173842+0.025961j -0.0255309+0.00663725j 0.00914287-0.00493764j 0.00605159-0.00659597j -0.00174972-0.0180011j 0.021115+0.00418843j 0.00824217+0.0253187j 0.00173621+0.0117835j 0.0122145-0.00103208j 0.000173247-0.0187637j 0.00903349+0.00301248j -0.0280408-0.0110564j -0.0217239+0.00842872j 0.012029+0.00157484j 0.0134301-0.00536012j -0.0115168-0.00716845j 0.00188252-0.00125884j -0.0327227-0.00124669j 0.0128551-0.00964105j 0.0124703-0.00466592j 0.00582211-0.0135235j 0.0160674-0.0235606j 0.00460104+0.000609482j 0.000425484+0.00450433j 0.010907+0.00627972j -0.0165726+0.00276695j 0.0119625-0.000993852j -0.015197-0.000247302j 0.00422356+0.00454968j 0.0123772+0.0130097j 0.0100029+0.00870152j -0.00692914-0.00732443j -0.00264448-0.0169878j -0.00519466+0.00277177j 2.3852e-06+0.00338796j 0.00389217+0.00637362j -0.00517928-0.0164381j 0.0084297-0.000391858j 0.0072493+0.0261704j 0.00393696+0.00342799j 0.00600951-0.0221581j 0.00947056+0.00332394j -0.00151934-0.00329959j -0.0189939-0.0138873j -0.00816235+0.00580224j -0.012469+0.0112774j 0.0123468-0.0035595j 0.0161626+0.00344604j -0.00474667-7.41029e-05j 0.00995307-0.0154566j 0.0136335+0.00858557j 0.0118568+0.00705075j 0.0167261-0.00812585j 0.0104692-0.00179664j 0.0017776-0.00227827j -0.0101596-0.00104197j -0.00648112+0.00261072j 0.00624631+0.0107755j 0.00689187-0.00944266j -0.00859106-0.00140764j 0.00350701+0.00942925j 0.00153608-0.00460564j -0.00494016-0.00721608j -0.00777565-0.0122149j -0.00233211-0.0031697j 0.00757057-0.00843386j 0.0180248+0.0140568j -0.00915807-0.00513587j -0.000429338-0.00473728j 
0.00567447+0.00240536j 0.000638717-0.00802574j 0.00146232-0.00928432j 0.0104354-0.0187862j 0.0217551+0.00175304j -0.00297406-0.003963j 0.00282493-0.00247926j -0.00724319-0.00164745j 0.0202208+0.00707794j -0.00471274+0.00461968j 0.00182296-0.00618789j -0.00159055-0.0058473j -0.00482656-0.00577767j -0.0145131-0.00253658j 0.01196+0.00120809j 0.022644-0.00129154j 0.000898334+0.0141135j 0.00117788-0.00664752j 0.0107-0.00013797j -0.0125309-0.00607466j 0.0122861+0.00839499j 0.0116653+0.00130172j 0.000228908+0.00479908j -0.00735443+0.00390269j -0.00370063+0.0107487j 0.01018-0.000741603j 0.00461883-0.0131161j 0.00839834+0.00788673j 0.00891612-0.0043415j -0.0101822-0.00485721j -0.00806122+0.0102456j -0.00353959+0.0143361j 0.0127411+0.0015936j -0.00278452-0.00359015j -0.00155833+0.0163912j 0.0172164-0.00629376j 0.00591952+0.0199415j -0.00649205-0.00481197j -0.00447809+0.0119467j 0.000211119+0.00242103j -0.0064672+0.00677556j 0.0149752+0.0204723j -0.00394045-0.0157113j 0.0101648+0.00705922j 0.00692831+0.00608385j 0.00900722+0.0141505j -0.00341346-0.0177409j 0.016559+0.00466376j -0.00504493+0.00182417j 0.0051853+0.0044913j -0.00443763-0.00384398j 0.00419801+0.00489475j -0.00400007+0.00536567j -0.000360179-0.00564201j 0.00766444+0.00103935j 0.0138485+0.00102065j -0.0024909+0.00304862j -0.000325575-0.000582246j -0.00648257+0.00724884j 0.0136092-0.00598924j -0.00149904+0.00446753j -0.00907647-0.00457651j -0.00354233-0.00622925j 0.00148217-0.017224j -0.0011922-0.00783989j 0.00730259+0.0129288j 0.00423472+0.00169352j -0.000652507+0.00184774j -0.0181907-0.00576869j 0.0134008-0.00447422j -0.0131138-0.00873203j 0.00351596+0.0100584j 
-0.0270243+0.0628234j -0.0350634+0.0297013j 0.0329709-0.0261333j -0.066574-0.00154894j 0.011436-0.0199009j -0.0256168+0.0193706j -0.0222721+0.0105484j -0.0104126+0.0211057j -0.00636548-0.00139984j -0.00964216-0.00194148j -0.00334984-0.0108221j -0.00272038-0.0101669j 0.00507514+0.000996279j -0.0280224-0.00375835j -0.0191308+0.0313145j 0.00723636-0.0284344j -0.008946+0.00929032j -0.00323251-0.0212874j 0.00509509+0.0203636j 0.00254345+0.000811236j 0.0081088+0.00317189j -0.00324477-0.00222499j -0.0042925+0.00545273j 0.00964231+0.00628123j -0.00381491+0.00931007j 0.00469222-0.0249588j 0.00971703-0.00795174j 0.0044953-0.00287156j 0.0156791+0.0178809j 0.00817017+0.00658439j -0.00749577+0.00479256j 0.00598015-0.00653641j 0.00146721-0.00612833j -0.000197584-0.00719424j 0.0170789+0.00842225j 0.0320483+0.00841799j -0.0136046+0.00640143j 0.000804923-0.00116613j 0.00925133-0.0364736j -0.000711779+0.00130386j 0.0103256-0.00541386j -0.00501227-0.0462553j -0.00793581-0.00411334j 0.0190896+0.0121967j -0.0285501-0.0199409j 0.0172273-0.00286403j -0.00457893+0.010153j -0.0057468+0.0044958j 0.000703262+0.013554j 0.0129199+0.053615j 0.00733118-0.0144962j 0.00147868-0.000580902j 0.00796008+0.0254378j -0.00816126-0.00531516j -0.00540897-0.0242601j -0.00393613+0.00638499j 0.0198632+0.0140091j 0.0155458+0.015553j 0.0170499-0.0153858j -0.0191763-0.00586865j 0.0103378-0.0307254j 0.0103563-0.00327719j 0.0142608-0.00771125j 0.000292052+0.00355118j 0.00318326+0.0286782j 0.00105444+0.0101212j 0.00823315+0.0260854j -0.00176391+0.00206313j 0.0151206+0.0015503j -0.0284745-0.0106152j 0.0148136+0.0117158j -0.017474+0.00444315j 
-0.0269221+0.0152272j -0.00642343-0.0124631j 0.0040239-0.020414j -0.0207564+0.00162508j 0.0191315-0.00788171j 0.0006302-0.00492902j 0.0187582-0.00584251j 0.0173913-6.5023e-05j 0.00550418+0.00260879j 0.00275261+0.00526039j -0.0278853-0.00365235j -0.00568284+0.00458737j 0.0134813-0.0295835j -0.0226468-0.0136524j -0.00549571-0.0228411j -0.0133483-0.000889741j 0.0124196+0.00111885j 0.0209674+0.0069308j 0.000290153+0.00223561j 0.00990354-0.00442942j -0.0175677+0.0103941j 0.00128604-0.0207719j 6.65786e-05-0.00997993j -0.0104094-0.00296712j -0.0090919-0.00977544j 0.0131385+0.00598424j 0.00318186-0.00982909j 0.00471849-0.00682793j -0.000436015+0.00686632j 0.0116387+0.0106346j 0.000206737+0.0216362j 0.0013474+0.0150838j -0.00475171-0.00730603j -0.0179186+0.00099937j -0.0119757+0.00698842j 0.0139101+0.00580111j -0.0177983+0.00474398j 0.000782817+0.00107224j 0.0123772-0.00520196j 0.00457903-0.00881097j -0.0116511+0.00345288j 0.00299945-0.00993447j 0.0158811-0.0121773j -0.00498961+0.0235074j -0.0117154-0.0061026j 0.00367493+0.00336915j -0.00248784+0.0224189j 0.0150354+0.00753953j -0.00868315+0.00279246j 0.0140217+0.00859752j 0.0127437-0.00341387j 0.00686588-0.00299131j 0.0205339+0.0215501j 0.00452954+0.00527808j 0.00241928-0.0140855j 0.016825-0.0042794j -0.00497961-0.00220415j -0.000571958+0.0030947j -0.00454249+0.0153913j -0.0041937-0.00943975j -0.00252783-0.0133198j 0.000385605-0.00858302j 0.00794472-0.0086686j -0.00729037+0.00285962j -0.00331561+0.00366093j -0.000557911+0.00947981j -0.00481782+0.00686848j 0.00563894+0.000858562j -0.00838043-0.0097941j 0.00187282+0.00374228j -0.00350724-0.00423524j -0.00258385+0.00107163j 
0.0232502-0.028016j 0.0285735-0.0158323j 0.000893454+0.023409j 0.0197778+0.00336746j -0.0150027-0.00420898j -0.00219797+0.0472196j -0.0314779-0.0241703j -0.0168906+0.0175239j -0.0132584+0.0177775j -0.00789872+0.00226256j -0.000795745+0.012775j 0.02563+0.00150078j -0.0127074+0.00736667j 0.00726718+0.000274892j 0.0114339-0.0191984j 0.0125146-0.00417213j 0.00604921-0.0261162j 0.00277627+0.018354j -0.023754+0.00310119j 0.00383974+0.0345691j 0.0165249-0.00789221j 0.0150324+0.0178136j 0.00328922+0.00346042j 0.00331198-0.00543951j 0.00356256+0.0010196j -0.00606561+0.0203172j 0.00581924+0.012436j 0.000517101+0.0208823j -0.00955909+0.00578888j 0.00543852+0.0104471j -0.00411512+0.0139532j 0.0229389+0.00890081j -0.0259026-0.00679411j -0.00465063-0.014022j 0.0162142-0.0347977j 0.00468301-0.00997347j -0.000924155+0.00561405j -0.000732737+0.00158724j 0.000397968+0.00417238j 0.00404947-0.014466j 0.00585493-0.0132387j 0.00499349+0.021435j 8.63719e-05+0.00271915j 0.0139875-0.017275j 0.00439954-0.0125909j 0.0107075-0.00722915j 0.000790317-0.0066964j -0.00610873+0.0228853j -0.0193629+0.00818792j 0.00671351-0.0209241j 0.00890967+0.00510114j 0.00464963+0.0101583j 0.00660885-0.00378708j -0.00145667+0.00588562j 0.00484596+0.00720444j 0.0057408-0.00267985j 0.00287788-0.0095439j 0.00974616-0.0056777j -0.00372806+0.0031323j 0.00597686+0.0157801j -0.013491+0.0154654j 0.00875742+0.00250154j 0.000443299-0.00450794j 0.00437233+0.00215155j -0.00319667-0.00991257j -0.000162163+0.0104484j 0.00344475-0.00683145j -0.00130851-0.0101472j -0.0122968+0.00530917j -0.0072387+0.00737682j -0.000497652-0.00457478j 0.00956871+0.00886883j 
-0.0505897+0.0320259j 0.0058713-0.0499162j 0.0441713-0.0255915j 0.0229626-0.0443387j 0.0297647-0.00694376j -0.0207734-0.0188244j 0.0400123-0.005498j 0.0136108-6.49918e-05j 0.0043665-0.0190068j 0.00047337+0.0177793j -0.00586594+0.0144838j -0.00280137-0.0118869j 0.0126427-0.0273513j 0.0113579-0.00160611j 0.00462753-0.00482425j 0.0167677-0.00719441j -0.00509347+0.00478256j -0.00118095-0.00868406j 0.00460903+0.0121244j -0.0108356-0.00692089j -0.00220307+0.0151584j -0.0204335+0.0222715j 0.00194002-0.0167072j -0.00213855+0.0170162j -0.00601908+0.0123975j -0.00487309+0.00962188j 0.00266977-0.0146298j 0.0232873+0.0152587j 0.00709421-0.0145014j 0.000229507-0.0176799j -0.000833909+0.0161225j -0.0107275+0.0190713j -0.0133775+0.0104391j -0.00269882+0.00679212j -0.00585042-0.00823151j 0.011405-0.0115728j -0.0210673+0.00197069j 0.0036385-8.18208e-05j -0.0136862-0.00571401j 0.0240083+0.0107983j -0.0150707+0.0166662j -0.0040089+0.016478j 0.0161674-0.0266375j -0.00498454-0.00625321j 0.00964849+0.0367811j 0.00054774+0.0122877j -0.00764533+0.0322827j 0.0317884-0.0186737j 0.00418534+0.00717615j 0.0171438-0.00113211j -0.00370767+0.0164745j 0.0232093-0.0206435j -0.00286083+0.0192006j 0.00659346+0.00643715j -0.0108856+2.22072e-05j -0.00140067-0.00137769j -0.000724524+0.00105391j 0.0126359-0.01049j -0.0158168+0.0397134j 0.0166392+0.00747332j 0.00212442-0.00340867j -0.0188269+0.0193671j -0.0120161-0.00856939j 0.0048431-0.0207259j 0.0078703+0.00389886j 0.0119963+0.0262246j -0.0108847-0.00564483j 0.0069536+0.0134352j -0.0231983-0.0230072j 0.00488433-0.00514236j -0.00167055-0.00725299j 0.00739749+0.00870026j 
0.0106268-0.019659j 0.0282313-0.0248892j 0.00744576+0.0168691j 0.0342406-0.0224521j -0.000554246+0.0107004j 0.0145291-0.00642875j 0.00707391-0.0168895j -0.00014627-0.00212714j 0.00898926-0.00602746j 0.000304292-0.00298404j -0.00688031-0.00569884j 0.00374396-0.00600912j 0.00786133+0.00351695j -0.00426402-0.0150008j 0.0255434-0.0182471j 0.0127198+0.0085684j 0.0111772-0.0033481j -0.0147278+0.00735714j 0.00725371-0.00967721j -0.0137044-0.0104105j 0.00766333-0.00845673j 0.0110293+0.0141705j 0.0110935-0.0119141j 0.0193053-0.00429702j 0.00522703+0.00453952j 0.00548142+0.0240592j 0.00160656+0.0209534j -0.00205545+0.013872j -0.0111276-0.00465581j -0.000510412-0.0180427j -0.00505851+0.00937648j 0.00440013-0.00795736j -0.0043934-0.00803087j 0.00878452+0.00864456j 0.000365091-0.00526309j 0.0104946+0.0049936j 0.00115395-0.00658183j 0.00854211+0.0140034j -0.00650028+0.0048079j 0.0187996+0.0103318j 0.00103886+0.00401261j -0.0075818+0.0194432j -0.0150438+0.00601909j -0.000460258-0.00324091j 0.0162755+0.0128997j 0.00331727-0.00595722j 0.0190717-0.00198459j 9.65403e-05-0.0104397j -0.00601246+0.00167892j 0.00683011-0.00473411j 0.0047663-0.0163879j 0.0148367+0.0157044j 0.0165973-0.0133674j 0.00761502+0.00716227j -0.010044-0.00148743j -0.00827544+0.00177142j 0.00310641-0.00389962j -0.00200879-0.0039719j -0.00795504+0.00634657j 0.00323808+0.0100705j 0.00282506+0.0208804j 0.00772982+0.0104027j -0.011424-0.00114368j -0.0117921-0.0104238j 0.0019894-0.00772142j 0.00940192+0.017405j -0.0106649-0.0165702j 0.0007802-0.00443427j -0.0110614-0.0124742j 0.0110806-0.00135124j -0.00307565-0.00516471j 0.00163171-0.00155004j 
0.0217432-0.00901864j -0.045524+0.0355134j -0.050072+0.00598011j -0.00386196+0.0424136j -0.0134052-0.00319939j 0.0221988-0.0149439j 0.0147947+0.0222265j 0.00185105-0.0149331j 0.021218-0.0115757j -0.00651168-0.0320838j -0.0229919-0.0138956j 0.00679953+0.00556351j -0.0172819+0.000683174j -0.00688153+0.0177223j 0.0048822+0.0198325j -0.0106534-0.014065j -0.00701561-0.00426071j -0.0311352+0.0167583j 0.00944931+0.00222513j 0.00507234+0.0243341j -0.00787342+0.0108257j 0.00306984-0.00673083j -0.000671609+0.0161193j 0.00269928-0.0101495j 0.0203407+0.00553767j 0.014293-0.00090384j -0.0123767+0.0204791j 0.0253484+0.00372915j 0.00133254+0.0131675j -0.00858638+0.0114764j -0.000437437-0.00587045j -0.00806333-0.0165911j 0.000956568+0.000354891j -0.0164466+0.00750348j -0.0140087+0.0169117j 0.00799691+0.00722533j -0.00110089-0.0152402j 0.013546+0.00265755j -0.00393619-0.0160406j 0.0137593+0.00867884j 0.0104979-0.00383182j -0.00231953-0.0162445j -0.00736631-0.00552652j 0.000683771-0.0143092j 0.0233952-0.00745923j -0.00381344+0.0115346j -0.00622345-0.00519924j -0.00706517+0.0211765j -0.00843263+0.00925399j 0.00285552+0.0109953j -0.00584262-0.00403985j 0.00521462-0.00635482j 0.0130871-0.0228487j 0.0188841-0.0340476j 0.00667084+0.00612657j 0.0129211+0.00770352j -0.00647718+0.00062732j -0.0364268-0.00662881j 0.00159744-0.0312126j -0.0153035-0.00453444j 0.00732424-0.0119046j 0.0196462-0.0161296j 0.00730803+0.00861943j -0.0162524+0.00521163j -0.00747982+0.00751644j -0.00827699-0.0129083j -0.00265056-0.00285869j -0.00635625+0.00113175j 0.0107904+0.00243464j 0.0271431-0.00608272j -0.0191124-0.00661696j -0.010702-0.00445965j 
0.00504102-0.0102239j -0.0304058+0.0321881j 0.00153512-0.0237816j -0.0252688+0.0236899j -0.0252773-0.0125958j -0.0123387+0.00713079j -0.0147889-0.0134242j -0.00583942-0.00586948j -0.0110614-0.0182559j -0.00757297-0.00615536j 0.0109353-0.0112356j 0.00779959-0.00250373j -0.00449123+0.00573348j 0.00607615-0.00703842j 0.0182806+0.00482858j 0.0300041+0.00205092j 0.00799747-0.0101957j 0.0200922+0.0169514j -0.00274072+0.0032568j 0.0110262-0.00798505j -0.00558614-0.0119918j -0.00581548-0.0113562j -0.00248992+0.0129994j -0.0170632-0.00110463j 0.0012339-0.0140201j -0.00276743+0.00442857j 0.00258944+0.0122622j -0.013707+0.01087j 0.000712341-0.00672124j -0.00692476+0.0229502j -0.00427075-0.00572436j -0.00711645-0.00494948j -0.0123411+0.0108224j -0.00802674+0.0101265j -0.00170962+0.013413j -0.0153261+0.0119433j 0.00426156-0.00606788j 0.0144697+0.000432852j 0.0105311-0.012056j -0.00447972+0.00108903j -0.00227842+0.000463869j -0.00182622-0.0206457j 0.00608331+0.004515j -0.019939-0.0154837j -0.0165956-0.00332378j -0.00854131+0.00352797j 0.000520302+0.0046245j -0.00572923+0.00286394j -0.00952025+0.0187933j 0.00485742+0.0106844j -0.0234306-0.00070959j 0.00231555-0.00427725j -0.00687238-0.00944566j 0.0128799-0.0279388j -8.66632e-05-0.00624583j 0.00802582-0.00624769j 0.00558347+0.00136963j -0.0144343-0.00138597j 0.0167204-0.0167604j -0.0148356-0.0099984j 0.0145899-0.00931552j 0.00147979+0.00544415j -0.000449791+0.0075815j -0.000976521-0.00518395j -0.0133114-0.000754218j -0.0187449-0.0192633j 0.0120512-0.0149149j -0.00958097+0.0135425j 0.012804+0.00341577j 0.0112283-0.000916069j -0.00506314-0.00448132j -0.0109201-0.00705788j 
-0.0422857+0.0447733j -0.0240064-0.0121805j 0.0308892-0.0132927j -0.0275626-0.0208228j 0.0245924-0.00721451j -0.0190642-0.0025887j 0.0107999+0.00577798j 0.00166504+0.00797719j -0.00328953-0.0140999j -0.0147005+0.0194707j 0.00109212+0.00904683j 0.0112556-0.0123472j 0.00867256-0.0296182j 0.0116307+0.0096144j -0.00589122+0.00299865j 0.00933942-0.00833845j -0.00320915+0.0212391j -0.00092188-0.00323765j -0.00268156+0.0161743j -0.00692485-0.0101903j 0.0095137-0.00709034j -0.0147533+0.00975627j -0.00257018-0.0228029j 0.00706146+0.0167946j 0.00392367-0.0135281j 0.00562943-0.017701j -0.0113804-0.00335836j -0.00196464-0.00334132j 0.00514362-0.0165269j 0.00197488-0.0223971j -0.00764894+0.015118j -0.00758143+0.0121914j -0.0145552-0.00224567j 0.00834392+0.00842121j -0.0020131-0.00829329j 0.00437299-0.00735951j -0.0268553-0.0076916j -0.00593627+0.0151078j 0.00529174-0.00499662j 0.00561312+0.0102467j -0.0136214+0.0268463j 0.00524544-0.0102559j 0.0256584-0.0190328j -0.0192699+0.00363884j 0.00827283+0.00760758j -0.00365508+0.00141952j 0.00950157+0.00679289j 0.00383813-0.0201618j 0.00516004+0.0181536j -0.0102323+0.0288382j -0.00183339-0.0120607j -0.000385221-0.00703703j -0.011305+0.0181095j -0.0126156+0.00855969j 0.000803381-0.0238804j -0.011009-0.00750352j 0.011802+0.0110535j 0.0123225+0.00861703j 0.00940402+0.0153782j 0.00359302-0.0161639j 0.00647754-0.00730996j -0.0129531+0.00873618j 0.0118328-0.0120573j 0.0120404+0.00317656j -0.000844535+0.00603352j -0.0137313+0.0201303j -0.0143192-0.00580216j 0.0108821+0.00174217j 0.00986697-0.0074297j -0.00433098+0.00666835j 0.0140652+0.00191634j -0.0147691-0.0098319j 
