0.00901015+0.0454118j 0.0343117+0.017668j 0.0386746-0.0295683j -0.0397197+0.052297j 0.00238711-0.0158732j 0.00315023-0.037723j -0.0149803+0.0933291j -0.00227817+0.0268908j 0.00958684-0.0177302j -0.00240338+0.0101715j -0.0249274-0.0338529j 0.0155178+0.030549j 0.00559403+0.00308698j 0.00239239-0.0651825j 0.0157261+0.00116669j 0.00629771+0.0112144j -0.0143499+0.00873439j -0.00703679+0.0398761j -0.0397529-0.0191223j -0.0173516+0.0139721j -0.011477+0.0127817j 0.00524784-0.0276593j 0.000598792+0.026163j -0.00996309+0.0185477j 0.0102342-0.0164572j -0.0131995+0.0113584j -0.0120307+0.0113585j -0.00406219-0.0095979j -0.0225303-0.0153094j 0.0191395+0.0323718j 0.0141795+0.0122703j 0.0249531-0.0260238j -0.0112502-0.040739j 0.0088821-0.0094844j 0.00271022+0.0122778j -0.0072181-0.0147828j -0.0105411-0.0136695j 0.0104077-0.00306536j -0.00237823-0.0180378j -0.0201683-0.00184297j -0.0216632+0.0104022j 0.000979506-0.0293805j 0.000661466-0.0177552j -0.0106733-0.0209219j -0.0144206-0.0111893j 0.00285513+0.0128715j -0.024226-0.00607703j 0.00852447+0.0168951j 0.0081179-0.00644588j 0.0229547+0.0308259j 0.0173133-0.00205747j 0.0169749+0.000796472j 0.0115472+0.0067405j 0.0154813-0.00144811j 0.00521594-0.00403911j -0.00204843-0.0172698j -0.0265878-0.0186363j 0.00179895+0.0364673j -0.0267539+0.016372j -0.0515943-0.0334697j -0.0159593+0.00514052j -0.00480176+0.0111788j 0.0441776-0.004307j -0.00784487+0.00743505j 0.0233164+0.0296124j -0.0251634+0.0408628j -0.00458536-0.0549876j -0.0102494+0.0344138j -0.0469436-0.053706j -0.00612953+0.017262j -0.0118417-0.0309497j 0.0218306-0.00367336j -0.0174919+0.0674487j 0.0107378-0.00570053j 0.00446171-0.0247097j -0.0420785+0.0160357j -0.0584782-0.0104015j 0.146538+0.0250436j -0.01558+0.080137j -0.029622-0.102355j -0.03255+0.0532353j -0.0618055+0.0252578j 0.0501614-0.00175421j 0.0392423+0.0755159j -0.00486031-0.100037j -0.0253899+0.0376312j 0.0276761+0.0622885j 0.0772281+0.0244912j -0.0424182-0.0278567j 0.0580888+0.00143111j 0.0163365-0.0719533j -0.0440174-0.0808322j 0.00281272-0.0218851j 0.131549+0.0261627j 0.0795445+0.165144j -0.164205-0.0422666j 0.133672+0.233003j 0.173937+0.0964829j 
0.0405646-0.039866j -0.0127229+0.0364077j -0.0520235+0.00429443j -0.025356+0.0564692j -0.0464442+0.0273386j -0.0119027+0.0139218j -0.0344341+0.0139864j 0.004738-0.033787j 0.0179188-0.0176483j 0.0134681+0.00949753j 0.023793-0.0061453j 0.0075521+0.00613828j 0.0207284-0.00351717j -0.0158987-0.0329743j -0.0233728-0.0139427j -0.0140617+0.0187068j 0.00755136+0.046952j -0.0157572-0.00310222j 0.0200116-0.0256666j 0.0209988-0.00034166j 0.0222205+0.0489457j 0.0417526+0.00908915j -0.00686225+0.0428461j 0.000274534+0.00320496j 0.0403346+0.00132266j -0.0179309-0.00617292j -0.0237565-0.00327427j -0.0147721+0.00678827j -0.00523656-0.0204436j -0.0109497+0.0318333j -0.0164319+0.0339726j -0.0147155-0.000702579j 0.0179937-0.0182484j 0.0239722-0.0249907j 0.00997392+0.00654659j -0.017892+0.00607761j 0.00189054+0.00697948j 0.0156266-0.0198316j 0.00797399-0.0142745j -0.0497666-0.0155627j 0.00657922+0.0144767j 0.0599865-0.0107146j -0.0437786+0.0232508j -0.0358696-0.0439781j 0.00214588-0.0427001j 0.0068579-0.00177757j 0.0245807-0.00570251j 0.0172302+0.0241597j 0.0212726-0.0164932j 0.0077744-0.00710789j 0.0224325-0.00499622j -0.043008+0.0111622j -0.00580141+0.0143198j -0.0400931+0.00264735j 0.0151886-0.0226494j 0.00395551-0.0177192j -0.0195585+0.0351567j -0.0168224-0.0214491j -0.0136086+0.0354516j -0.0340489-0.0246251j 0.0317159-0.0267733j -0.00411617-0.0263582j -0.0250042-0.0260988j 0.0150072+0.0116598j -0.0363345+0.0338084j -0.00101874+0.0189573j -0.00193199-0.00473005j 0.0227873+0.0157802j -0.00882846-0.0385784j -0.0323103+0.0118079j 0.0103897+0.00489288j 0.0281139+0.00979652j 0.00505196+0.0250934j -0.0107764-0.0246974j 0.0220185+0.0112563j -0.021908-0.0137737j 0.00118325+0.0155718j -0.00778444+0.0231024j -0.00738426-0.013325j -0.0278102-0.00522333j 0.0148421+0.0258774j -0.0329011+0.00112869j -0.000748797+0.00392829j -0.0163099-0.0189044j -0.0123705-0.0312648j -0.017991-0.0100398j 0.0183215+0.0258122j 0.00233085+0.0254564j -0.0112903+0.00414806j -0.0126494-0.00464867j -0.011119+0.00758417j -0.0123556-0.0204254j -0.0199134-0.0256698j 0.0162021-0.0131771j 0.0271784+0.0104666j 0.0124977+0.0231388j -0.00564622+0.0164454j -0.00573175-0.0142473j 
0.0205484-0.0282086j -0.0126262+0.0295771j -0.0701967+0.00560763j -0.00706977+0.0398837j -0.0289951+0.0042687j -0.01495+0.0113932j -0.0088012+0.0173397j 0.000805223-0.0219744j 0.0115597+0.00420708j -0.00965739+0.0320003j 0.0146935-0.034479j -0.0278356-0.0455405j 0.0544114-0.00116677j 0.0311331-0.0266652j 0.00852264-0.0167714j -0.0288928-0.0206155j -0.0388648-0.0122741j -0.0136224-0.0108215j -0.00570465-0.0148473j -0.00660398-0.00804949j 0.00608267+0.0281871j 0.0415361-0.0188808j -0.0127107+0.00563409j -0.00457553+0.0234472j 0.0123316+0.00980684j -0.010949-0.0340843j -0.0496913-0.000594466j -0.00330929+0.0194671j -0.0111309+0.00983992j -0.00620059+0.00749602j -0.0307258-0.0349828j 0.0104269-0.0092695j 0.00696788+0.00759124j 0.00432293-0.0127884j -0.00708801+0.0356771j 0.00702106-0.0070555j -0.0316489+0.015747j -0.0178827+0.00794771j -0.025765+0.00380686j -0.0527135+0.00244448j 0.00873212+0.0029305j 0.0120177-0.0129751j -0.0120758+0.015786j -0.0272535-0.0207408j 0.0213604-0.0103747j -0.0311976+0.00212061j 0.0132117+0.00969005j 0.02204+0.013352j 0.00022883+0.0212098j -0.0105319-0.0102265j 0.015994-0.00971952j 0.0271491-0.00227061j -0.0116644+0.0278619j -0.0157778-0.00392179j 0.0164631+0.0178017j 0.00416095+0.00512366j -0.00602958+0.0224149j -0.0315334+0.0176616j -0.0506068+0.0196151j -0.0412709-0.00171223j -0.0245314+0.00823323j 0.0156173-0.0103827j -0.0161482-0.00722058j -0.00111641+0.023234j -0.00436865+0.00361381j 0.00445851-0.0121311j 0.0284833+0.0139372j 0.0105526-0.0147148j -0.00759317+0.00692054j -0.0093097+0.035851j 0.00153907+0.00524672j 0.0109317+0.0156408j 0.0107793-0.0111194j -0.00422396+0.00306565j 0.0100215+8.38035e-05j -0.000588073+0.00237507j 0.0039679-0.0060265j 0.0205028+0.0100633j 0.0045058+0.0216861j -0.00106302+0.0242812j -0.00218047-0.0128809j -0.0158669+0.0346867j 0.00245919+0.00509118j -0.0186002-0.0182191j -0.00835256-0.01894j -0.00498923-0.00675519j 0.0143599+0.0252488j -0.00637416-0.00375363j -0.00900968-0.0115171j -0.0196542+0.00694384j -0.0117438+0.0281117j -0.00399485-0.0211502j -0.00353354-0.00959808j -0.00970041-0.0156876j 0.0299202+0.00745639j 0.022501+0.00795659j -0.0140196+5.32185e-05j -0.00911947-0.0113193j 
-0.0213595+0.0317559j 0.0161557-0.0254845j 0.0774512-0.0052086j -0.0205239-0.0321138j 0.0261794-0.000169413j 8.42599e-05-0.06392j -0.0276312+0.00774632j -0.0350307+0.0566024j 0.0162705+0.0145842j -0.017139-0.0184921j -0.0106104+0.00884207j 0.00104053+0.0201058j -0.00753634+0.0361431j 0.0122857+0.0224417j 0.0226893+0.00383908j 0.025118+0.0117162j 0.0149393-0.00635962j -0.0145449+0.016718j -0.0366315-0.0273992j -0.00925987+0.0222848j 0.0150258-0.00416402j -0.0496034+0.00627327j 0.0394762+0.00965432j -0.0202839+0.0228971j -0.0114637+0.0396153j 0.0178525+0.00732938j 0.0746035-0.00363448j 0.0297186-0.00787912j -0.000547727-0.00479101j 0.00429461-0.000895882j 0.0302151-0.0273093j 0.0015389-0.0409525j -0.0133763+0.0044083j 0.0005811-0.0186172j 0.0209409+0.00597263j 0.00734669-0.0364509j 0.00392369-0.018503j -0.0269062-0.0132187j 0.00567021-0.0192424j 0.0205226-0.00812846j 0.00912629+0.00100763j -0.0297857+0.0114527j 0.0341599-0.0126807j -0.0104049-0.0133376j -0.0268379+0.0436074j 0.00493416-0.0150553j -0.0030766+0.00403768j -0.0204678+0.0447685j -0.0278517+0.00443098j -0.0150315+0.00986516j -0.0174273-0.0120955j -0.0162056+0.0107173j -0.0220167+0.0169996j 0.0152511+0.00421469j -0.00133304+0.00021761j -0.0237335+0.0111294j 0.00873532-0.0114676j -0.0126084+0.0152593j 0.0432199+0.00832703j 0.00271668+0.0166532j 0.0174942+0.0227907j 0.00144783+0.00338121j 0.00412526+0.0318644j 0.00776028-0.00498218j 0.0199771-0.00992697j 0.0034988-0.00150047j -0.0393403-0.0320602j -0.0078596+0.00656464j -0.0128662+0.0264515j 0.0314711-0.0339902j 0.00871434-0.00352068j -0.0108479+0.00178122j -0.0109341-0.0131351j -0.00606467+0.0144697j -0.0269919-0.0111675j -0.0243577+0.0215733j 0.00661429+0.00517192j 0.0165844+0.0165455j 0.0110951+0.0250823j -0.00414645-0.0116561j 0.00948214+0.00199023j 0.00161538-0.0104618j 0.0168997-0.00905716j 0.0242914+0.0240607j -0.000215875+0.00443744j -6.45336e-05+0.0116671j -0.0015789-0.00951238j -0.021067-0.00989608j 0.00409913+0.00535806j 0.00394308+0.00986257j 0.0282041-0.00672896j -0.0185706+0.0110514j 0.0341382+0.00666855j 0.0152555+0.0208808j -0.0154345+0.0226648j -0.0354624-0.0147991j 0.0189633+0.0160987j 0.00819454+0.0329515j 
-0.0124545+0.00519776j 0.00775981+0.0110844j 0.0255267+0.0040319j -0.00732665-0.0156196j 0.0134652+0.00651931j 0.0155297+0.0207967j 0.0156229+0.0240179j 0.0159619+0.0105745j 0.0282298+0.000825785j -0.0253784+0.0301856j -0.00155183+0.00306814j -0.00331621-2.60665e-05j 0.0178658+0.0149671j 0.00994252-0.0124102j 0.000990604-0.0227076j -0.0216909+0.00224977j 0.0284539+0.0154624j 0.0325257+0.00106297j 0.0246162+0.00641874j 0.0313534+0.00122755j 0.0245663+0.008397j -0.00636686+0.0200935j 0.00513526+0.0437374j -0.00238421+0.000958401j -0.0355058+0.0151059j 0.0336057+0.00325655j 0.0448122-0.0144766j -0.00499672+0.00228663j -0.0211224+0.00527019j -0.0337689+0.00547393j 0.0208756+0.0315204j -0.02502+0.0107308j -0.00307222+0.00945887j -0.00704588-0.0100378j -0.0313773-0.00735883j -0.00818201+0.00858357j 0.024813+0.0341439j 0.0154067-0.0205503j -0.011112-0.000632473j 0.00940222-0.00990014j -0.00640467-0.0125195j -0.00356524+0.0033293j -0.0067219+0.00649192j 0.0241698-0.0226138j -0.0139057+0.0071372j 0.0084522-0.0102227j -0.00664545+0.0207392j -0.0076303+0.00910411j -0.0316299-0.00759642j 0.0245125-0.0146493j 0.0175647+0.00934667j 0.00271456-0.00254542j 0.00169946+0.00920553j -0.00931267-0.0181162j -0.0203339+0.00290452j -0.00829808-0.0261788j -0.0191735-0.0198911j -0.000985344+0.00683882j -0.0180947-0.0291696j 0.00739451+0.0190788j 0.0138568+0.002283j -0.0291472-0.00680416j 0.0216802+0.0184869j -0.00970598+0.0123163j 0.0168885-0.00018969j 0.0159858+0.0038614j 0.0173427+0.00312881j -0.00314997+0.00598355j 0.011133-0.00530784j 0.0265423-0.00350227j 0.00207699+0.00952387j 0.0245479+0.0126444j -0.0366039+0.0241825j 0.00353321-0.000402584j 0.0142617-0.0155723j -0.00344197-0.0045532j 0.013601+0.00433844j 0.0217282+0.0259341j -0.0136816-0.0124496j -0.0113434-0.0245791j 0.0286674+0.0221384j 0.00444309-0.00458417j -0.00210813+0.0242613j -0.00248283+0.0334869j -0.0212254-0.00190466j -0.0113618-0.00881347j 0.00738922+0.000385976j -0.0114991+0.01037j 0.0178453-0.0103554j 8.21223e-05+0.0109741j -0.00741181-0.00403093j -0.00355289-0.0237704j 0.00538328+0.0116647j 0.000733412+0.000195204j 0.0258645+0.0116827j -0.0211424+0.00662145j 0.00262869+0.0194351j -0.00408179+1.74549e-05j 
-0.0243956+0.00935572j -0.00873524-0.00459295j 0.0320019-0.0471707j -0.035437-0.00522567j -0.0127163-0.0117159j 0.0286081-0.012154j -0.0209966-0.00959587j -0.0239879-0.0223246j 0.030815-0.0350924j 0.0102833+0.025183j -0.0505633-0.00736997j -0.0478486+0.0200281j 0.0242651-0.0280111j -0.00984612-0.0348438j -0.0171123-0.023706j 0.0234333+0.00959063j 0.0351077-0.0436863j -0.0431814-0.00284958j 0.0112315-0.00702635j -0.0183107-0.0297086j 0.0080969-0.0370388j 0.0309878-0.00656352j -0.00637757-0.0437862j 0.0196247-0.00886633j -0.0107288+0.0131698j -0.0395615+0.00298516j -0.00864172-0.0165952j -0.0365556+0.0106142j -0.00699129+0.000967474j 0.0220349-0.0020299j 0.0211681-0.00403438j -0.00220104-0.0183333j -0.0347166+0.00310376j -0.0067078-0.0142733j -0.00718373-0.0132011j 0.0299759-0.00322117j -0.0175554-0.0156673j 0.00119253+0.0189209j 0.000310616-2.01861e-06j -0.0257444-0.00564379j -0.0115423-0.0127422j -0.0204242+0.00563946j -0.0291508-0.0213931j 0.00330455+0.0163819j -0.0151465+0.0385124j -0.0250259+0.0100604j -0.021224-0.011311j -0.00901944+0.00780395j 0.00410262+0.0113733j 0.00853666+0.0112569j 0.0017672+0.0106113j 0.00393066+0.0239587j -0.00795677+0.00622873j -0.0166282-0.0177459j 0.0122938-0.0197996j -0.023734+0.0130321j -0.00571719+0.00281094j -0.00891193+0.0166388j -0.0232379+0.0069071j 0.00499267-0.00787556j 0.00685556-0.0258491j 0.0120299+0.00292471j -0.0069672+0.0132457j -0.00998634+0.0289052j 0.0273174-0.00616668j 0.0128459+0.0122253j 0.0246171+0.0251194j 0.0151095+0.00840515j -0.0390456-0.0138279j 0.0292403+0.0110253j -0.0200467-0.00245038j 0.0082962+0.0316635j -0.0052104-0.00545261j 0.00169479-0.0214135j 0.0104695+0.00550806j 0.0045551+0.00444808j -0.00355739-0.00566666j 0.0048965+0.0217407j 0.0128651-0.0115934j -0.00672035+0.00574517j 0.00989121+0.00729682j -0.00641053-0.00556111j 0.0144281+0.0013108j 0.00398248-0.0121153j -0.00532503+0.00313709j -0.0185432+0.0114142j 0.0082762-0.00855345j -0.000612642+0.016013j -0.0172859+0.0210825j -0.0202716+0.00671703j -0.0017903+0.00320761j -0.0103922-0.0165066j 0.0182535-0.00589972j -0.0018508+0.00184057j 0.0149+0.0178915j 0.00182401-0.00727731j 0.00475631+0.0113647j 0.000523748+0.00454829j 
0.0415495-0.0465976j 0.0492117-0.0429343j -0.039876+0.0763203j 0.087428-0.00846217j 0.0358679+0.042778j -0.0779308-0.00625793j -0.0300529+0.0104771j 0.00999499+0.00604242j -0.0234446+0.0145723j -0.031834-0.035745j 0.0460914-0.0253257j -0.0229668-0.00834409j -0.02878+0.0274376j 0.00396399-0.0135218j -0.0265755-0.00862828j -0.0411391+0.0156998j -0.0378797-0.00558394j 0.0250792+0.0100161j 0.0511776-0.0352987j -0.0475104+0.00402909j -0.0879228-0.0297726j 0.010627-0.0241808j -0.0707917+0.0152396j -0.0217721+0.0354084j 0.0271698+0.016954j -0.0206416+0.0172038j -0.0424743+0.013403j 0.0439707+0.0120749j -0.0106807+0.00926171j -0.0227334+0.00424862j -0.00598895-0.0115273j -0.00293616-0.011187j 0.00649336-0.0218958j 0.00715883+0.00436475j -0.0012861+0.0228168j -0.036706+0.00240322j -0.00759272-0.00844256j 0.0307676-0.0109557j 0.037704-0.0049826j -0.00131614+0.0312023j -0.0262908+0.0128718j 0.00381688+0.00702157j -9.11037e-05+0.0156522j 0.0311219-0.00765524j 0.0251998-0.00560768j -0.000278589+0.0178313j -0.0391079-0.0105615j -0.00772666-0.0107881j 0.0276592+0.0225715j -0.000705825+0.00810842j 0.0297419-0.00441572j 0.0371986-0.00794137j -0.0199345+0.00944211j 0.0132061+0.0210549j -0.00338105+0.00374617j 0.0730972-0.0137199j 0.0334316+0.00950648j -0.00330273+0.00931049j -0.0191416-0.00532125j -0.0171464+0.0100026j -0.0273624+0.00880592j 0.0298459+0.00819664j -0.0188035-0.0485942j -0.0160354-0.0221467j -0.0256483+0.0111683j -0.0210291+0.00710924j -0.0110611-0.011779j 0.0156816-0.00529477j 0.0158048-0.0212811j -0.0496378+0.0319737j 9.51123e-05+0.00296096j 0.000537025-0.011043j 0.0132058+0.0106137j 0.0334616+0.00666771j 0.00193648+0.00786584j -0.00854285+0.0121844j -0.00355371+0.0183158j -0.0111579-0.0443663j -0.018977+0.0271393j -0.00309771+0.0130477j -0.013249+0.00382667j -0.00702169+0.00918568j -0.0029833-0.0312623j 0.0116265-0.0133202j 0.00485811+0.00418658j 0.0189722-0.0389391j -0.00929952+0.0171448j 0.0013228-0.0109432j -0.0250981-0.0081069j -0.0112432-0.00639561j 0.0238156+0.0256087j 0.011246+0.0472006j -0.0254621-0.00996204j 0.00826132-0.00996328j -0.040834-0.0205257j 0.0269882+0.0122513j -0.0087667-0.0171541j 0.0145555+0.0159739j 
0.022121-0.0264184j -0.0471136+0.0402573j -0.0610509-0.0174797j -0.0480631+0.0518721j -0.032414+0.0164145j 0.0141874-0.00456556j 0.00675114-0.00230814j 0.025975-0.0162289j -0.0237232-0.0106379j 0.0415947-0.0564347j 0.0465959+0.0584561j 0.075114-0.00644333j -0.0221745+0.0273541j -0.00834851+0.0727768j 0.0530877+0.0338228j 0.0453985+0.0127149j 0.0176461+0.0320187j -0.00283944-0.0416355j -0.025885-0.032729j 0.0140298-0.0294613j 0.0375411+0.0124334j 0.0153579-0.0316889j 0.00890911-0.0035238j 0.00532814+0.00646755j 0.0153607+0.0136109j 0.00263632+0.0118896j -0.00695606+0.0107656j -0.0295399-0.00281035j 0.00730432+0.0250927j 0.00369849+0.0226725j 0.014348+0.00774721j -0.0299071+0.012146j 0.00665542+0.00386954j -0.0137107-0.0335904j 0.00290887-0.00732193j -0.0114916+0.0353257j 0.031524+0.0152712j -0.0174566+0.00904244j 0.0004948+0.00719375j -0.00149991+0.0149947j -0.0218889-0.00657147j 0.0161148-0.00837275j -0.0321026-0.00226302j -0.0242633+0.0214331j 0.00517264+0.00709854j -0.005228+0.018072j 0.0194573+0.00416037j -0.00207139-0.00708789j 0.0157009+0.00262529j -0.00620244+0.00128486j -0.00239944+0.0310401j -0.0235908-0.0320869j 0.0338637+0.00459937j -0.0164431-0.0111483j 0.0348362-0.0204598j -0.0358266+0.00281325j -0.0211167-0.0130395j 0.0233086-0.00910999j -0.0212768-0.00209587j -0.00459703+0.0170295j 0.013431-0.0101549j -0.018139-0.0256819j -0.00509261+0.0176981j 0.00738019-0.00682188j -0.0172185+0.0160282j -0.00316266+0.0135758j 0.0220422+0.0297599j -0.0118744+0.00386495j 0.00672902+0.00520274j -0.0068796-0.00405651j 0.0482524-0.0144695j -0.00553507-0.0245081j 0.00872757-0.00167241j 0.00735284+0.0124704j 0.00556112+0.0208268j 0.000455584-0.0222415j -0.00867083+0.0222955j -0.0162255+0.0161529j 0.0117316-0.0188417j 0.0113773+0.010434j 0.0153771+0.0356413j -0.000207669-0.0235613j -0.0155165-0.00422266j -0.0126434-0.030146j 0.0151149-0.000376994j -0.00701368+0.000100832j -0.00699996+0.0334093j -0.0244673-0.0034388j 0.0151456+0.0106232j 0.00233961-0.0268461j 0.00854398-0.000534209j -0.0122689-0.0256634j -0.0308668-0.00538726j 0.00808483-0.01447j 0.00812502-0.00841586j 0.0360589+0.0249567j -0.0166208-0.0196138j -0.0142456-0.0278823j 
0.0408318-0.012852j -0.000453002-0.000367794j -0.0133234+0.03281j 0.00298921+0.0504498j -0.0192734+0.00747314j -0.0147191-0.0604376j -0.102605-0.00210334j -0.0583987+0.0432516j 0.0277093+0.00578278j 0.020971-0.0336582j 0.0290203+0.0142097j -0.0262848+0.0336815j 0.035313+0.0235524j 0.00852453-0.0290974j 0.0112649-0.0451785j 0.00362171-0.00749988j -0.0352647+0.00276348j 0.00759612+0.0495535j -0.0337783+0.0275989j 0.00696437+0.0306209j -0.00521295-0.0182164j 0.0198658+0.0450378j 0.0178598-0.0268745j -0.0107282+0.00695668j 0.049645-0.00133872j -0.0203301+0.0179711j -0.0233561-0.0222728j -0.0151734-0.00383585j 0.00996872-0.00743909j -0.0131855+0.00535363j 0.0194691-0.0312791j 0.00554787-0.0130945j -0.0138819-0.0123467j 0.0222638+0.01272j 0.0307367+0.00976827j -0.0204618-0.00793717j -0.00765811-0.0167701j -0.0303488+0.0166742j -0.014046+0.00744686j -0.0260791+0.0120238j -0.00474025+0.0147498j 0.0214293+0.0356703j 0.00691972-0.0247773j -0.0569849+0.0116351j -0.0244038+0.0269916j -0.00186298+0.00618064j -0.00110564-0.00470192j 0.0133789+0.0414101j 0.0281124+0.0535389j -0.00893934-0.00370125j 0.00530942-0.0062614j -0.00301616+0.0425576j -0.0313765+0.0105745j -0.019165-0.0279233j 0.0355938+0.00208825j -0.0133605-0.0158719j 0.00877421+0.00767071j -0.00414113+0.0245521j -0.0381029+0.034432j -0.0154036+0.0248501j 0.0257616-0.00799601j 0.034461-0.00845068j -0.0491993-0.00159213j 0.016118+0.0154858j -0.00843363+0.00404509j 0.0136515+0.0338486j -0.00800808+0.00950177j 0.0288292-0.00328156j -0.0137576-0.0235776j 0.00860014+0.0378706j 0.0062424+0.0133822j 0.0395208+0.0184675j 0.00365594-0.00665961j -0.00543016+0.0174532j -0.01881+0.0109582j -0.0331354+0.0309935j -0.00973072+0.0391764j -0.00701476+0.0125428j 0.00813085+0.00355633j -0.0147955+0.011314j -0.00457174+0.0103917j 0.00624597+0.0210093j 0.0213879-0.0287234j 0.0080475-0.0115048j 0.0121801+0.008123j -0.00514602+0.000949338j -0.00461121-0.0018089j -0.0182996-0.00373003j -0.0400238+0.0195042j -0.0291855-0.00954833j 0.029285+0.0279865j -0.0150945-0.000541385j 0.0104476-0.0265388j 0.00967109-0.000870874j -0.00576321+0.0227397j 0.00346268+0.00230824j 0.00550756+0.00599575j 0.00652823+0.0204113j 
0.0125755-0.0115972j 0.0148825+0.00241437j 0.0311203-0.0201324j 0.00710656+0.000910047j 0.0158131-0.0395656j 0.0355127-0.00568789j 0.00686887-0.0291364j -0.0267224-0.0160616j -0.0196597-0.0166461j -0.0260213-0.0124458j -0.00539418+0.00388039j -0.0172688-0.00165803j 0.00395454-0.0210588j -0.0278846-0.0138821j -0.00954891-0.0207219j 0.015966+0.0180059j 0.0283372+0.00360008j -0.0279996+0.00155202j 0.00242752-0.022125j -0.0112477-0.0280376j 0.00104277+0.013025j 0.0151695-0.0166904j -0.0145237-0.0194002j 0.0418373-0.0241211j 0.0111997+0.0183808j -0.0403321-0.0067974j 0.0338221+0.0218798j 0.0146335+0.0459076j -0.0138655-0.00684409j -0.0101932+0.0226592j 0.00612508+0.0113834j -0.00057358-0.0284878j 0.0258922-0.00823229j -0.0234976-0.0159726j -0.00200899-0.00237229j 0.0393642-0.00313681j 0.00495673-0.0112949j 0.00335924-0.0138572j 0.0159182-0.0291124j -0.00400666-0.00178765j 0.00751568+0.00295017j -0.0046082-0.0327452j -0.0194835+0.000675914j 0.0156491+0.00550868j 0.00751817+0.024615j 0.00292719-0.0124277j -0.0245037+0.00726399j -0.0179936+0.0137263j -0.0140592-0.0114722j -0.0179005+0.00497575j 0.00763379+0.019415j 0.00765916+0.00484708j 0.0089289+0.00603988j -0.0141983+0.0191449j -0.030888-0.00735294j -0.00516579+0.00758988j 0.0218405+0.00919354j 0.00593446+0.0174934j 0.0173096+0.000952617j 0.0134767+0.0100923j -0.012607-0.00179198j 0.00525905+0.00335851j 0.00481189+0.00360183j -0.0352836+0.0132499j 0.000482676-0.00592933j 0.00183469+0.00634503j -0.00933795-0.00150895j 0.00909615+0.00674536j -0.00773003-0.00907762j 0.0041119-0.00700963j -0.0166483+0.000337176j -0.000192846-0.0103716j -0.000279458+0.0185642j 0.0157693-0.0166607j 0.025356-0.00261007j 0.00580781+0.00121418j 0.0121179+0.000868299j -0.00880367-0.00224784j 0.00343775+0.00216545j 0.00709299+0.00911232j 0.0190018+0.008566j -0.0251698+0.00682249j 0.00521674-0.00762838j 0.00304608-0.0254397j -0.00124904-0.00345168j -0.000200376+0.00847632j -0.00225852-0.00346776j -3.50079e-06+0.000111277j 0.0108638+0.0228384j -0.00754064-0.00803568j -0.00722925-0.00979973j 0.00414476+0.00561544j 0.0111161+0.00708158j 0.00146979-0.0124023j -0.0125531+0.0149108j -0.00255208-0.017507j 0.0087468-0.00522462j 0.00857917+0.0133724j 
0.00702364-0.00410142j 0.0256192+0.0161769j -0.0308548+0.0256835j -0.000912294-0.0412182j 0.0138883-0.0047494j -0.0592045+0.063582j 0.0367245+0.109096j 0.0868105+0.0350325j 0.000187297+0.0511784j -0.0557208-0.0336872j 0.0644622-0.00547423j 0.0268266-0.0675914j 0.0105655+0.0262774j 0.0467903-0.0493823j -0.00282018-0.00115182j -0.0171805-0.01983j -0.00601431-0.0368336j -0.00637221-0.0188119j -0.0274593-0.00438584j -0.0116188+0.0393877j -0.0148656-0.0227761j -0.065859-0.0103482j -0.00537363-0.0176968j -0.0134711-0.0227961j 0.0137998+0.0179547j -0.0285003+0.014799j 0.000902979+0.0490365j 0.00118261+0.0174305j -0.000641647-0.0277255j 0.00937237-0.0185873j -0.00710563-0.0111297j 0.0431813-0.00528645j 0.0162419+0.0105953j 0.0236619+0.061537j 0.0118769+0.0223161j -0.000903919-0.0383331j 0.00769437+0.0188927j 0.0449597-0.000323334j -0.0346145+0.00414513j -0.0361029+0.018954j 0.0276377-0.0175772j -0.0291735+0.0338894j 0.0327098-0.0229663j 0.00565703-0.0204537j 0.0121441-0.00333945j 0.0106616+0.0242175j 0.0239448+0.013284j 0.0305265-0.0108256j -0.0151117+0.0235104j 0.0300611-0.00257396j 0.00716215+0.00386483j 0.000399852-0.0390564j -0.0147068-0.0261412j 0.0212685-0.0176467j -0.0211358+0.0301446j 0.0295751-0.0150638j 0.00122422-0.00618492j 0.00430251+0.00761914j -0.0256909-0.0228852j -0.000833281-0.0032628j -0.0344675+0.018799j -0.0105422+0.000740637j -0.0127271-0.0104095j 0.0245421+0.0305957j -0.00976724-0.0217098j -0.0333767-0.0295999j 0.0214239+0.0314393j 0.00115667-0.0195196j 0.0241798-0.0201807j 0.0147442+0.0140241j 0.0254045+0.0267033j 0.000730222-0.0220754j 0.00626517-0.00916203j -0.00372382+0.0474172j -0.00851222-0.0199156j 0.000182189-0.016514j -0.0034496-0.0238345j 0.0193453+0.000349109j -0.0109868+0.0123474j -0.00873891-0.0226748j -0.0230028-0.00800781j 0.0401083+0.0130719j -0.00335255+0.0111951j -0.00948483+0.0074074j 0.00451699+0.000310927j 0.00662642-0.0305484j 0.00275673-0.00305324j -0.00985678-0.00532105j -0.00537741-0.0180326j 0.0159688+0.0174624j 0.00194745+0.00886657j 0.00275473-0.000488939j -0.0197023-0.0105355j -0.000506687+0.0128213j 0.015036-0.0232043j -0.00656022+0.0165813j -0.006074+0.0100568j -0.00178421-0.0121671j 
